
[00:00:00.000 --> 00:00:01.560]  各位電影姐妹們
[00:02:45.540 --> 00:02:47.540]  帶他們回來
[00:02:47.540 --> 00:02:51.540]  來為了一些永恆、永遠不會後悔的人生目的
[00:02:51.540 --> 00:02:54.540]  來過他們的生活
[00:02:54.540 --> 00:03:00.540]  除非我們今天父母都知道怎樣去栽培
[00:03:00.540 --> 00:03:04.540]  怎樣來栽培我們的下一代
[00:03:04.540 --> 00:03:07.540]  在過去裏面
[00:03:07.540 --> 00:03:10.540]  我沒有後悔過在家裏
[00:03:10.540 --> 00:03:15.540]  繼續不斷和我的小朋友查聖經
[00:03:15.540 --> 00:03:17.540]  說真的
[00:03:17.540 --> 00:03:20.540]  由透過時事來讓他們看見
[00:03:20.540 --> 00:03:23.540]  聖經怎樣預言這些東西
[00:03:23.540 --> 00:03:25.540]  是何時預言?
[00:03:25.540 --> 00:03:27.540]  現在怎樣應驗?
[00:03:27.540 --> 00:03:29.540]  我全部都告訴他們
[00:03:29.540 --> 00:03:32.540]  每一次我們經歷到任何事情的時候
[00:03:32.540 --> 00:03:34.540]  我們都和他們分享
[00:03:34.540 --> 00:03:36.540]  這些經歷是讓我們看見
[00:03:36.540 --> 00:03:38.540]  原來我們的信仰
[00:03:38.540 --> 00:03:43.540]  不只是文字上的記載
[00:03:43.540 --> 00:03:46.540]  我們是可以親身經歷得到的
[00:03:46.540 --> 00:03:48.540]  各位聽眾
[00:03:48.540 --> 00:03:50.540]  我鼓勵大家好好裝備自己
[00:03:50.540 --> 00:03:52.540]  裝備好之後
[00:03:52.540 --> 00:03:54.540]  我告訴大家
[00:03:54.540 --> 00:03:57.540]  世界上教育、教署、教育局
[00:03:57.540 --> 00:03:59.540]  定的東西
[00:03:59.540 --> 00:04:01.540]  經常變來變去
[00:04:01.540 --> 00:04:03.540]  你頭都暈了
[00:04:03.540 --> 00:04:04.540]  如果你跟隨那些
[00:04:04.540 --> 00:04:05.540]  你頭都暈了
[00:04:05.540 --> 00:04:06.540]  但有一樣東西
[00:04:06.540 --> 00:04:07.540]  如果你跟隨的時候
[00:04:07.540 --> 00:04:09.540]  你永遠不用變
[00:04:09.540 --> 00:04:12.540]  就是聖經的真理
[00:04:12.540 --> 00:04:14.540]  所以不需要太擔心
[00:04:14.540 --> 00:04:16.540]  他們將來去哪間學校
[00:04:16.540 --> 00:04:18.540]  我告訴大家
[00:04:18.540 --> 00:04:20.540]  去哪間學校
[00:04:20.540 --> 00:04:22.540]  他們都活得豐盛
[00:04:22.540 --> 00:04:23.540]  最重要的是
[00:04:23.540 --> 00:04:24.540]  他們有沒有抓緊
[00:04:24.540 --> 00:04:26.540]  神自己和他的關係
[00:04:26.540 --> 00:04:29.540]  這才是他們最重要的東西
[00:04:29.540 --> 00:04:33.540]  今天我和大家來分享
[00:04:33.540 --> 00:04:37.540]  多多少少有些關係
[00:04:37.540 --> 00:04:40.540]  先賢至上
[00:04:40.540 --> 00:04:42.540]  我不知道大家有多少人
[00:04:42.540 --> 00:04:47.540]  有看過《宿令人》的一些生平傳記
[00:04:47.540 --> 00:04:51.540]  有多少人有看過《戴德生傳》的
[00:04:51.540 --> 00:04:52.540]  可不可以舉手
[00:04:52.540 --> 00:04:54.540]  看過那些
[00:04:54.540 --> 00:04:57.540]  有多少人看過《宋上節傳》的
[00:04:57.540 --> 00:04:59.540]  可不可以舉手
[00:04:59.540 --> 00:05:01.540]  有多少人看過
[00:05:01.540 --> 00:05:05.540]  有關王明道的一些生平事蹟的
[00:05:05.540 --> 00:05:07.540]  可不可以舉手
[00:05:07.540 --> 00:05:09.540]  非常少
[00:05:09.540 --> 00:05:11.540]  各位弟兄姊妹
[00:05:11.540 --> 00:05:14.540]  其實當我們看到這些傳記的時候
[00:05:14.540 --> 00:05:19.540]  對我們自己有一個很大的幫助
[00:05:19.540 --> 00:05:21.540]  我自己本身看《戴德生傳》
[00:05:21.540 --> 00:05:23.540]  《宋上節傳》
[00:05:23.540 --> 00:05:25.540]  是我剛剛信了不久
[00:05:25.540 --> 00:05:27.540]  我已經開始看了
[00:05:27.540 --> 00:05:30.540]  我對這些人的事蹟
[00:05:30.540 --> 00:05:32.540]  我有很大的回響
[00:05:32.540 --> 00:05:34.540]  印度聖人
[00:05:34.540 --> 00:05:35.540]  孫大信
[00:05:35.540 --> 00:05:36.540]  我也是初信的時候
[00:05:36.540 --> 00:05:39.540]  我已經開始看了
[00:05:39.540 --> 00:05:41.540]  但我沒有想到
[00:05:41.540 --> 00:05:43.540]  當我去了美國讀神學
[00:05:43.540 --> 00:05:44.540]  開始一間教會
[00:05:44.540 --> 00:05:45.540]  第二年
[00:05:45.540 --> 00:05:47.540]  我有機會真的看到
[00:05:47.540 --> 00:05:50.540]  戴德生的後人
[00:05:50.540 --> 00:05:53.540]  在我們教會當中來到港島
[00:05:53.540 --> 00:05:57.540]  這個是他第四代、第五代的孫
[00:05:57.540 --> 00:05:58.540]  戴紹增
[00:05:58.540 --> 00:06:01.540]  來到我們教會講宣教的時候
[00:06:01.540 --> 00:06:03.540]  給我一個很大的鼓舞
[00:06:03.540 --> 00:06:06.540]  我曾經也曾經在教會裡面講過
[00:06:06.540 --> 00:06:08.540]  作為一個外國人
[00:06:08.540 --> 00:06:11.540]  但是竟然用一個這麼流利的普通話
[00:06:11.540 --> 00:06:15.540]  在我們當中傳講信息
[00:06:15.540 --> 00:06:17.540]  他也講了戴德生
[00:06:17.540 --> 00:06:20.540]  初初進入中國的時候一些的事蹟
[00:06:20.540 --> 00:06:23.540]  這些事蹟震撼我的心
[00:06:23.540 --> 00:06:25.540]  特別當我聽到
[00:06:25.540 --> 00:06:28.540]  他講到戴德生過河的時候
[00:06:28.540 --> 00:06:32.540]  是看到有一個人掉了下那條江那裡
[00:06:32.540 --> 00:06:33.540]  那條河那裡
[00:06:33.540 --> 00:06:35.540]  因為掉了下那條河那裡
[00:06:35.540 --> 00:06:36.540]  沉下去的時候
[00:06:36.540 --> 00:06:39.540]  他就去到船上找那個船家
[00:06:39.540 --> 00:06:41.540]  你可不可以罵他上來
[00:06:41.540 --> 00:06:43.540]  有這麼快就罵他上來
[00:06:43.540 --> 00:06:46.540]  他就說你給多少錢?
[00:06:46.540 --> 00:06:50.540]  戴德生當時就把他口袋裡的錢全部給了他
[00:06:50.540 --> 00:06:52.540]  給了他之後
[00:06:52.540 --> 00:06:55.540]  然後他就萬條屍理地去罵
[00:06:55.540 --> 00:06:59.540]  罵完上來已經死了
[00:06:59.540 --> 00:07:03.540]  戴德生是一個非常痛心疾首
[00:07:03.540 --> 00:07:05.540]  來到港島
[00:07:05.540 --> 00:07:07.540]  這個是你們的同胞
[00:07:07.540 --> 00:07:10.540]  這麼多人看著他掉下河
[00:07:10.540 --> 00:07:13.540]  為什麼沒有人可以施以援手?
[00:07:13.540 --> 00:07:16.540]  你連這個船的船家
[00:07:16.540 --> 00:07:17.540]  這麼多樣的東西
[00:07:17.540 --> 00:07:20.540]  網友有什麼都有這麼多人
[00:07:20.540 --> 00:07:22.540]  為什麼沒有人可以下去救他?
[00:07:22.540 --> 00:07:25.540]  甚至給錢都要跟他說假
[00:07:25.540 --> 00:07:27.540]  說了一輪了
[00:07:27.540 --> 00:07:32.540]  然後才開始萬條屍理地去救
[00:07:32.540 --> 00:07:36.540]  戴德生一家
[00:07:36.540 --> 00:07:40.540]  他的子女很多是孫子孫女
[00:07:40.540 --> 00:07:43.540]  子女在中國出生
[00:07:43.540 --> 00:07:45.540]  連續五代
[00:07:45.540 --> 00:07:47.540]  全部奉獻給中國人
[00:07:47.540 --> 00:07:50.540]  來去宣教
[00:07:50.540 --> 00:07:53.540]  就是因為戴紹增那次的港島
[00:07:53.540 --> 00:07:56.540]  引致我自己本身
[00:07:56.540 --> 00:07:59.540]  開始考慮要回到香港
[00:07:59.540 --> 00:08:02.540]  侍奉的決心
[00:08:02.540 --> 00:08:04.540]  各位聽眾
[00:08:04.540 --> 00:08:06.540]  因為當中的鼓舞
[00:08:06.540 --> 00:08:08.540]  是令我深深感覺到
[00:08:08.540 --> 00:08:10.540]  我很慚愧
[00:08:10.540 --> 00:08:12.540]  一個外國人關心我們的同胞
[00:08:12.540 --> 00:08:15.540]  比我自己更加深切
[00:08:15.540 --> 00:08:17.540]  因為在那裡之前
[00:08:17.540 --> 00:08:21.540]  我極少為中國祈禱
[00:08:21.540 --> 00:08:24.540]  因為我從裡面偷渡出來
[00:08:24.540 --> 00:08:28.540]  我完全想忘記這塊大地
[00:08:28.540 --> 00:08:32.540]  我不想記得以前的經歷
[00:08:32.540 --> 00:08:36.540]  我完全將裡面發生的事
[00:08:36.540 --> 00:08:39.540]  放在腦後
[00:08:39.540 --> 00:08:43.540]  就是因為戴紹增
[00:08:43.540 --> 00:08:47.540]  他將這種熱情
[00:08:47.540 --> 00:08:49.540]  對同胞的愛
[00:08:49.540 --> 00:08:51.540]  愛國的心
[00:08:51.540 --> 00:08:53.540]  再一次給我
[00:08:53.540 --> 00:08:56.540]  這樣我們就決定要回香港
[00:08:56.540 --> 00:08:59.540]  然後繼續不斷進到裡面
[00:08:59.540 --> 00:09:02.540]  和我們的同胞還福音的債
[00:09:02.540 --> 00:09:05.540]  各位聽眾
[00:09:05.540 --> 00:09:07.540]  如果你和我能夠多一些
[00:09:07.540 --> 00:09:09.540]  看一看這些傳記
[00:09:09.540 --> 00:09:11.540]  我絕對相信
[00:09:11.540 --> 00:09:13.540]  對你們的生命
[00:09:13.540 --> 00:09:17.540]  有完全不一樣的改變
[00:09:17.540 --> 00:09:20.540]  看到宋上哲傳
[00:09:20.540 --> 00:09:22.540]  拿了博士學位
[00:09:22.540 --> 00:09:25.540]  坐船回中國逃縱
[00:09:25.540 --> 00:09:31.540]  毅然將那張沙紙扔進海裡
[00:09:31.540 --> 00:09:33.540]  然後決定一件事
[00:09:33.540 --> 00:09:35.540]  不是做博士
[00:09:35.540 --> 00:09:37.540]  不是做教授
[00:09:37.540 --> 00:09:39.540]  不是做科學家
[00:09:39.540 --> 00:09:41.540]  而是他要全時間
[00:09:41.540 --> 00:09:45.540]  來做報道的工作
[00:09:45.540 --> 00:09:50.540]  這些故事激勵我的心
[00:09:50.540 --> 00:09:53.540]  以致自己立定心願
[00:09:53.540 --> 00:09:55.540]  以後無論是信還是認
[00:09:55.540 --> 00:09:58.540]  這一生是為主來活
[00:09:58.540 --> 00:10:02.540]  為了人的靈魂來生存
[00:10:02.540 --> 00:10:04.540]  今天我們要看一個人物
[00:10:04.540 --> 00:10:09.540]  這個人物被稱為多國之父
[00:10:09.540 --> 00:10:11.540]  全球一半的人
[00:10:11.540 --> 00:10:15.540]  認他作為他們的國父
[00:10:15.540 --> 00:10:18.540]  作為他們的信心之父
[00:10:18.540 --> 00:10:20.540]  這個人是誰呢?
[00:10:20.540 --> 00:10:22.540]  就是阿伯拉罕
[00:10:22.540 --> 00:10:24.540]  我們首先看一段聖經
[00:10:24.540 --> 00:10:29.540]  這段聖經之前
[00:10:29.540 --> 00:10:32.540]  《創世紀》十一章第一節
[00:10:32.540 --> 00:10:34.540]  它說:神對阿伯拉罕說:
[00:10:34.540 --> 00:10:37.540]  「你要離開本地本族和父家
[00:10:37.540 --> 00:10:41.540]  往我所要指示你的地方去」
[00:10:41.540 --> 00:10:43.540]  但到底去哪裡呢?
[00:10:43.540 --> 00:10:45.540]  希伯來書十一章第八節
[00:10:45.540 --> 00:10:48.540]  阿伯拉罕去的時候
[00:10:48.540 --> 00:10:51.540]  還不知道往哪裡去
[00:10:51.540 --> 00:10:53.540]  當他出去的時候
[00:10:53.540 --> 00:10:56.540]  他還不知道他要去哪裡
[00:10:56.540 --> 00:10:59.540]  但是他的回應是怎樣呢?
[00:10:59.540 --> 00:11:01.540]  我們一起讀一讀《創世紀》
[00:11:01.540 --> 00:11:03.540]  十二章四到五節
[00:11:03.540 --> 00:11:04.540]  我們一起讀
[00:11:04.540 --> 00:11:08.540]  「阿伯蘭就照著耶和華的吩咐去了
[00:11:08.540 --> 00:11:10.540]  羅德也和他同去
[00:11:10.540 --> 00:11:14.540]  阿伯蘭出哈蘭的時候年七十五歲
[00:11:14.540 --> 00:11:18.540]  阿伯蘭將他妻子撒萊和摘而羅德
[00:11:18.540 --> 00:11:21.540]  連他們在哈蘭所積蓄的財物
[00:11:21.540 --> 00:11:24.540]  所得的人口都帶往迦蘭地去
[00:11:24.540 --> 00:11:27.540]  他們就到了迦蘭地」
[00:11:27.540 --> 00:11:28.540]  這一段聖經
[00:11:28.540 --> 00:11:30.540]  是講述到阿伯蘭
[00:11:30.540 --> 00:11:34.540]  在未改名成為阿伯拉罕之前
[00:11:34.540 --> 00:11:36.540]  他所做的事
[00:11:36.540 --> 00:11:40.540]  阿伯蘭這個名字其實就是尊貴之父
[00:11:40.540 --> 00:11:43.540]  「阿爸」就是爸爸
[00:11:43.540 --> 00:11:45.540]  所以這個阿伯蘭
[00:11:45.540 --> 00:11:46.540]  Abraham
[00:11:46.540 --> 00:11:49.540]  其實就是尊貴的父親
[00:11:49.540 --> 00:11:52.540]  或者是一個大國
[00:11:52.540 --> 00:11:54.540]  榮耀的國
[00:11:54.540 --> 00:11:57.540]  尊貴的國的國父
[00:11:57.540 --> 00:11:59.540]  可以這樣說
[00:11:59.540 --> 00:12:00.540]  在這段聖經
[00:12:00.540 --> 00:12:01.540]  讓我們看得見
[00:12:01.540 --> 00:12:06.540]  就是阿伯蘭因言回應主的呼召
[00:12:06.540 --> 00:12:10.540]  完全沒有考慮他自己個人
[00:12:10.540 --> 00:12:12.540]  沒有考慮到他的年紀
[00:12:12.540 --> 00:12:16.540]  沒有考慮到他去面對的
[00:12:16.540 --> 00:12:19.540]  是一些完全陌生的地方
[00:12:19.540 --> 00:12:21.540]  隨時可能被人逼迫
[00:12:21.540 --> 00:12:25.540]  被人迫害一個這樣的地方
[00:12:25.540 --> 00:12:27.540]  當他聽到神的呼召
[00:12:27.540 --> 00:12:30.540]  你要離開本地本族和父家
[00:12:30.540 --> 00:12:31.540]  是甚麼呢?
[00:12:31.540 --> 00:12:32.540]  就是因為這個父家
[00:12:32.540 --> 00:12:33.540]  這個本地
[00:12:33.540 --> 00:12:34.540]  這個本族
[00:12:34.540 --> 00:12:36.540]  是一個拜偶像的地方
[00:12:36.540 --> 00:12:37.540]  第二
[00:12:37.540 --> 00:12:38.540]  他在這個家裏
[00:12:38.540 --> 00:12:40.540]  他不能夠作主
[00:12:40.540 --> 00:12:42.540]  是他父親
[00:12:42.540 --> 00:12:44.540]  他父親來作主的
[00:12:44.540 --> 00:12:45.540]  是因為這樣
[00:12:45.540 --> 00:12:47.540]  所以神就要呼召他
[00:12:47.540 --> 00:12:50.540]  你要離開一個受到箝制
[00:12:50.540 --> 00:12:52.540]  受到壓制
[00:12:52.540 --> 00:12:53.540]  你不能夠作主
[00:12:53.540 --> 00:12:55.540]  不能夠將你的宗教活現出來的
[00:12:55.540 --> 00:12:57.540]  一個這樣的地方
[00:12:57.540 --> 00:12:59.540]  如果你的父親跟你去
[00:12:59.540 --> 00:13:00.540]  你就去
[00:13:00.540 --> 00:13:01.540]  如果他不跟你去
[00:13:01.540 --> 00:13:03.540]  你就自己去
[00:13:03.540 --> 00:13:05.540]  所以原文的地方
[00:13:05.540 --> 00:13:08.540]  往我指示你的地方去
[00:13:08.540 --> 00:13:12.540]  去這個字是為你自己去
[00:13:12.540 --> 00:13:14.540]  Go for yourself
[00:13:14.540 --> 00:13:15.540]  在這部來文裏面
[00:13:15.540 --> 00:13:16.540]  是很清楚
[00:13:16.540 --> 00:13:18.540]  Go for yourself
[00:13:18.540 --> 00:13:20.540]  或者Go by yourself
[00:13:20.540 --> 00:13:22.540]  或者Go you yourself
[00:13:22.540 --> 00:13:24.540]  即是你自己去
[00:13:24.540 --> 00:13:25.540]  你為你去
[00:13:25.540 --> 00:13:26.540]  就是這樣
[00:13:26.540 --> 00:13:28.540]  而阿伯蘭聽到的時候
[00:13:28.540 --> 00:13:31.540]  他就毅然離開了
[00:13:31.540 --> 00:13:35.540]  頂姐妹
[00:13:35.540 --> 00:13:37.540]  他離開的時候
[00:13:37.540 --> 00:13:39.540]  他已經75歲
[00:13:39.540 --> 00:13:41.540]  我不知道大家
[00:13:41.540 --> 00:13:43.540]  你有沒有想過
[00:13:43.540 --> 00:13:45.540]  75歲
[00:13:45.540 --> 00:13:47.540]  還要這麼多搬遷
[00:13:47.540 --> 00:13:49.540]  75歲
[00:13:49.540 --> 00:13:52.540]  才重新去搞你自己
[00:13:52.540 --> 00:13:54.540]  要住
[00:13:54.540 --> 00:13:55.540]  要吃
[00:13:55.540 --> 00:13:56.540]  要生活
[00:13:56.540 --> 00:13:57.540]  各方面的東西
[00:13:57.540 --> 00:13:58.540]  75歲
[00:13:58.540 --> 00:14:01.540]  還要適應這麼大的轉變
[00:14:01.540 --> 00:14:02.540]  一般的人說
[00:14:02.540 --> 00:14:04.540]  你應該想一想
[00:14:04.540 --> 00:14:08.540]  哪間老人院適合你呢?
[00:14:08.540 --> 00:14:12.540]  但是阿伯蘭
[00:14:12.540 --> 00:14:14.540]  當他聽到的時候
[00:14:14.540 --> 00:14:17.540]  他就和他65歲的妻子
[00:14:17.540 --> 00:14:19.540]  就出去了
[00:14:19.540 --> 00:14:22.540]  毅然離開了
[00:14:22.540 --> 00:14:25.540]  因然地上路
[00:14:25.540 --> 00:14:29.540]  我讓大家知道
[00:14:29.540 --> 00:14:33.540]  當我們有很多考慮
[00:14:34.540 --> 00:14:39.540]  我們多多少少都會有一些猶豫
[00:14:39.540 --> 00:14:41.540]  在我們人生裏面
[00:14:41.540 --> 00:14:43.540]  第一個考慮
[00:14:43.540 --> 00:14:46.540]  就是當我們在奉溪教書
[00:14:46.540 --> 00:14:50.540]  我太太在陳白沙中學教書
[00:14:50.540 --> 00:14:52.540]  那時候還沒有結婚
[00:14:52.540 --> 00:14:54.540]  但是訂了婚
[00:14:54.540 --> 00:14:58.540]  當我們準備結婚的時候
[00:14:58.540 --> 00:15:00.540]  其實我們已經想著
[00:15:00.540 --> 00:15:02.540]  是要奉獻
[00:15:03.540 --> 00:15:05.540]  因為那種呼召
[00:15:05.540 --> 00:15:10.540]  是非常緊迫明顯
[00:15:10.540 --> 00:15:13.540]  我在奉溪教書的時候
[00:15:13.540 --> 00:15:16.540]  開始的團契
[00:15:16.540 --> 00:15:19.540]  由很少人開始
[00:15:19.540 --> 00:15:21.540]  教了幾年
[00:15:21.540 --> 00:15:24.540]  已經超過一百人
[00:15:24.540 --> 00:15:25.540]  另一方面
[00:15:25.540 --> 00:15:27.540]  每天放學
[00:15:27.540 --> 00:15:30.540]  我們有很多不同的機會
[00:15:30.540 --> 00:15:32.540]  和學生接觸
[00:15:32.540 --> 00:15:34.540]  和他們查經
[00:15:34.540 --> 00:15:36.540]  和他們講見證
[00:15:36.540 --> 00:15:37.540]  另一方面
[00:15:37.540 --> 00:15:40.540]  我太太的學校和我的學校
[00:15:40.540 --> 00:15:42.540]  每年我們都有夏令會
[00:15:42.540 --> 00:15:45.540]  那時候我的未婚妻
[00:15:45.540 --> 00:15:47.540]  她暑假的時候
[00:15:47.540 --> 00:15:48.540]  會和我一起
[00:15:48.540 --> 00:15:50.540]  在我們的夏令會
[00:15:50.540 --> 00:15:52.540]  而我也在暑假的時候
[00:15:52.540 --> 00:15:54.540]  就去他們那邊的夏令會
[00:15:54.540 --> 00:15:57.540]  來幫忙帶學生
[00:15:57.540 --> 00:16:00.540]  帶著老師來信耶穌
[00:16:00.540 --> 00:16:02.540]  我也很感恩
[00:16:02.540 --> 00:16:04.540]  我們不單是帶學生
[00:16:04.540 --> 00:16:05.540]  信耶穌
[00:16:05.540 --> 00:16:07.540]  開始團契
[00:16:07.540 --> 00:16:09.540]  他們的教會
[00:16:09.540 --> 00:16:11.540]  都會常常邀請我
[00:16:11.540 --> 00:16:12.540]  去他們當中
[00:16:12.540 --> 00:16:14.540]  來講報道的信息
[00:16:14.540 --> 00:16:17.540]  所以我雖然還沒有讀神學
[00:16:17.540 --> 00:16:19.540]  其實我那時候已經有很多
[00:16:19.540 --> 00:16:20.540]  不同的教會
[00:16:20.540 --> 00:16:22.540]  請我去講報道會
[00:16:22.540 --> 00:16:26.540]  但是當我看見
[00:16:27.540 --> 00:16:29.540]  一方面我還沒有受神學訓練
[00:16:29.540 --> 00:16:31.540]  第二部分異端非常多
[00:16:31.540 --> 00:16:32.540]  夜靜
[00:16:32.540 --> 00:16:36.540]  是將我一些非常有心查經的學生
[00:16:36.540 --> 00:16:38.540]  抓走
[00:16:38.540 --> 00:16:40.540]  我的心裡面非常焦急
[00:16:40.540 --> 00:16:42.540]  所以那個時間
[00:16:42.540 --> 00:16:44.540]  一方面晚上讀神學
[00:16:44.540 --> 00:16:46.540]  白天教書
[00:16:46.540 --> 00:16:48.540]  放學後就和學生查經
[00:16:48.540 --> 00:16:50.540]  分享信仰
[00:16:50.540 --> 00:16:52.540]  還有很多不同的活動
[00:16:52.540 --> 00:16:55.540]  但是經過一段時間
[00:16:55.540 --> 00:16:58.540]  當我看到有些學生畢業之後
[00:16:58.540 --> 00:17:00.540]  他們不再回教會
[00:17:00.540 --> 00:17:02.540]  我就深深感覺到
[00:17:02.540 --> 00:17:04.540]  今天香港最需要
[00:17:04.540 --> 00:17:06.540]  是堅固傳道人
[00:17:06.540 --> 00:17:07.540]  他們的信仰
[00:17:07.540 --> 00:17:09.540]  堅固他們的公認
[00:17:09.540 --> 00:17:11.540]  堅固教會
[00:17:11.540 --> 00:17:13.540]  教會不堅固
[00:17:13.540 --> 00:17:15.540]  無論我們拿多少魚
[00:17:15.540 --> 00:17:17.540]  那些魚都會流失的
[00:17:17.540 --> 00:17:19.540]  所以我們就決定
[00:17:19.540 --> 00:17:22.540]  全心全意裝備神學
[00:17:22.540 --> 00:17:23.540]  對我們來說
[00:17:23.540 --> 00:17:25.540]  很大的適應
[00:17:25.540 --> 00:17:27.540]  因為我們是由結婚
[00:17:27.540 --> 00:17:29.540]  是由教師
[00:17:29.540 --> 00:17:31.540]  然後就轉到去
[00:17:31.540 --> 00:17:33.540]  做學生
[00:17:33.540 --> 00:17:35.540]  一個安定的生活
[00:17:35.540 --> 00:17:37.540]  去到那邊的時間
[00:17:37.540 --> 00:17:39.540]  不單止要讀神學
[00:17:39.540 --> 00:17:41.540]  我們還要自己應付
[00:17:41.540 --> 00:17:43.540]  生活上的需要
[00:17:43.540 --> 00:17:47.540]  完了之後還要洗碗洗碟
[00:17:47.540 --> 00:17:50.540]  來賺我們的生活所需
[00:17:50.540 --> 00:17:52.540]  供應自己
[00:17:52.540 --> 00:17:54.540]  但是我們很感恩
[00:17:54.540 --> 00:17:56.540]  就在這些生活裡
[00:17:56.540 --> 00:17:58.540]  神給我們經歷
[00:17:58.540 --> 00:18:00.540]  非常多的恩典
[00:18:00.540 --> 00:18:03.540]  不遲、不早、不多、不少
[00:18:03.540 --> 00:18:05.540]  祂就是救蓉
[00:18:05.540 --> 00:18:07.540]  所以在那幾年的裡邊
[00:18:07.540 --> 00:18:09.540]  我深深感覺到
[00:18:09.540 --> 00:18:11.540]  當我們跟隨主的時候
[00:18:11.540 --> 00:18:13.540]  原來你完全都不需要擔心
[00:18:13.540 --> 00:18:17.540]  另外一個的抉擇
[00:18:17.540 --> 00:18:19.540]  當我的兒子兩歲多
[00:18:19.540 --> 00:18:20.540]  兩歲半
[00:18:20.540 --> 00:18:22.540]  女兒剛剛出生
[00:18:22.540 --> 00:18:25.540]  我們就決定要搬回來的時候
[00:18:25.540 --> 00:18:26.540]  回來的時候
[00:18:26.540 --> 00:18:28.540]  我們是完全沒有緊張
[00:18:28.540 --> 00:18:30.540]  另一方面
[00:18:30.540 --> 00:18:31.540]  我也知道
[00:18:31.540 --> 00:18:32.540]  當我們回到家的時候
[00:18:32.540 --> 00:18:35.540]  生活上有很大的適應
[00:18:35.540 --> 00:18:37.540]  因為兩個小朋友
[00:18:37.540 --> 00:18:40.540]  到底我們怎樣去應付呢?
[00:18:40.540 --> 00:18:42.540]  但是
[00:18:42.540 --> 00:18:44.540]  就因為一種強烈的呼嘲
[00:18:44.540 --> 00:18:47.540]  我們都沒有想那麼多
[00:18:48.540 --> 00:18:49.540]  所以
[00:18:49.540 --> 00:18:52.540]  我的女兒在飛機上度過她的滿月
[00:18:52.540 --> 00:18:54.540]  回到香港
[00:18:54.540 --> 00:18:56.540]  而回來的時候
[00:18:56.540 --> 00:18:58.540]  我才知道原來那些租金
[00:18:58.540 --> 00:19:00.540]  都挺貴的
[00:19:00.540 --> 00:19:02.540]  那時候我記得
[00:19:02.540 --> 00:19:04.540]  就是七千多元的人工
[00:19:04.540 --> 00:19:07.540]  另外還有一些房津
