
[00:00:00.000 --> 00:00:06.500]  很久沒有講這麼多人的講座
[00:04:32.000 --> 00:04:35.000]  如果你沒有這個背景的時候
[00:04:35.000 --> 00:04:37.000]  這是一個很重要的神學背景
[00:04:37.000 --> 00:04:42.000]  或者信仰宗派的背景
[00:04:42.000 --> 00:04:44.000]  或者嚴格來說
[00:04:44.000 --> 00:04:45.000]  再推上來一點
[00:04:45.000 --> 00:04:49.000]  是一個宗教改革者的信仰背景
[00:04:49.000 --> 00:04:52.000]  你不熟悉這個層面的時候
[00:04:52.000 --> 00:04:55.000]  你看《黃河著作》在這方面會相當困難
[00:04:55.000 --> 00:04:57.000]  有一定的難度在裡面
[00:04:57.000 --> 00:05:02.000]  說這個講座
[00:05:02.000 --> 00:05:05.000]  其實我不想說得這麼嚴肅
[00:05:05.000 --> 00:05:09.000]  因為太嚴肅就會嚇怕了大家
[00:05:09.000 --> 00:05:11.000]  讓大家以後不看潘華華
[00:05:11.000 --> 00:05:13.000]  這是我的罪過
[00:05:13.000 --> 00:05:14.000]  當然我這麼說
[00:05:14.000 --> 00:05:19.000]  因為我覺得潘華華有很多值得我們學習的地方
[00:05:19.000 --> 00:05:21.000]  我不想因為是我個人的緣故
[00:05:21.000 --> 00:05:23.000]  令大家卻步
[00:05:23.000 --> 00:05:25.000]  但是怎麼開始呢?
[00:05:25.000 --> 00:05:30.000]  我想從我個人的學習經驗開始
[00:05:30.000 --> 00:05:33.000]  我知道上兩次
[00:05:33.000 --> 00:05:39.000]  趙新牧師就開始和大家有些牢騷
[00:05:39.000 --> 00:05:41.000]  表達出來
[00:05:41.000 --> 00:05:43.000]  我又不表達牢騷
[00:05:43.000 --> 00:05:46.000]  不過表達一些某些觀察和不滿
[00:05:46.000 --> 00:05:56.000]  說說我自己研究潘華華
[00:05:56.000 --> 00:05:58.000]  在閱讀潘華華
[00:05:58.000 --> 00:06:03.000]  我什麼時候開始對潘華華產生一個很濃厚的興趣
[00:06:03.000 --> 00:06:11.000]  有一種覺得需要進入神學家的思想裡面
[00:06:11.000 --> 00:06:13.000]  要數差不多十年前
[00:06:13.000 --> 00:06:15.000]  十年前我就
[00:06:15.000 --> 00:06:19.000]  不止十年前,超過十年了
[00:06:19.000 --> 00:06:23.000]  在英國蘇格蘭的St Andrew
[00:06:23.000 --> 00:06:26.000]  我在那裡讀PhD的時候
[00:06:26.000 --> 00:06:32.000]  有一次我偶然在大學圖書館找到一本書
[00:06:32.000 --> 00:06:38.000]  這本書是一個很出名的研究潘華華的學者寫的博士論文
[00:06:38.000 --> 00:06:40.000]  這本博士論文
[00:06:40.000 --> 00:06:44.000]  我一看的時候就發覺
[00:06:44.000 --> 00:06:48.000]  為什麼可以這樣去討論潘華華
[00:06:48.000 --> 00:06:51.000]  而在我以前從來沒有聽過人這樣去解釋
[00:06:51.000 --> 00:06:59.000]  其實它讓我很清楚明白潘華華神學思想的主調
[00:06:59.000 --> 00:07:05.000]  很多人說潘華華的神學是很高深、很高遠
[00:07:05.000 --> 00:07:09.000]  講很多的Dragon、很多的術語
[00:07:09.000 --> 00:07:12.000]  但是講完之後大家都不知道要講什麼
[00:07:12.000 --> 00:07:16.000]  這是一個非常失敗的做法
[00:07:16.000 --> 00:07:23.000]  這本博士論文讓我體會到原來可以這樣去將一個
[00:07:23.000 --> 00:07:27.000]  看來思想很深遠的神學家
[00:07:27.000 --> 00:07:34.000]  至少是讀Postgraduate的、研究生的人可以看得明白
[00:07:34.000 --> 00:07:37.000]  我自己又看回
[00:07:37.000 --> 00:07:42.000]  整個環球教會裡面其實我們一直都很多人講潘華華
[00:07:42.000 --> 00:07:45.000]  八十年代其實很多人都在講潘華華
[00:07:45.000 --> 00:07:47.000]  如果你有記憶的時候
[00:07:47.000 --> 00:07:58.000]  很多教會領袖面對過渡期、八九民運、九七臨近
[00:07:58.000 --> 00:08:00.000]  大家都搬出來的
[00:08:00.000 --> 00:08:04.000]  你有沒有印象?
[00:08:04.000 --> 00:08:09.000]  有趣的地方是大家搬完潘華華出來
[00:08:09.000 --> 00:08:13.000]  對他的神學思想就不甚了了
[00:08:13.000 --> 00:08:18.000]  只是強調當潘華華離開德國去美國
[00:08:18.000 --> 00:08:23.000]  美國的Union Theological Seminary
[00:08:23.000 --> 00:08:26.000]  例如Nobel,他們勸他留下來
[00:08:26.000 --> 00:08:28.000]  你這麼有前途
[00:08:28.000 --> 00:08:32.000]  你是一個很有希望的神學家、年輕的神學家
[00:08:32.000 --> 00:08:34.000]  你留在德國沒用的
[00:08:34.000 --> 00:08:36.000]  有什麼用呢?留在德國
[00:08:36.000 --> 00:08:39.000]  然後就有一個很戲劇性的
[00:08:39.000 --> 00:08:41.000]  大家都知道了
[00:08:41.000 --> 00:08:44.000]  如果我這個時候不回德國
[00:08:44.000 --> 00:08:46.000]  日後重建德國的時候
[00:08:46.000 --> 00:08:48.000]  我就沒份參與其中了
[00:08:48.000 --> 00:08:50.000]  多豪氣啊
[00:08:50.000 --> 00:08:52.000]  大家就不停地引用這句話
[00:08:52.000 --> 00:08:55.000]  今天我不回香港參與九七過渡
[00:08:55.000 --> 00:09:04.000]  我日後就沒份參與重建香港的這個城市的過程
[00:09:04.000 --> 00:09:07.000]  沒錯,這是一個行動
[00:09:07.000 --> 00:09:09.000]  我可以看得見
[00:09:09.000 --> 00:09:11.000]  潘華的確說過這些話
[00:09:11.000 --> 00:09:15.000]  但是我們要進一步去思考一個問題
[00:09:15.000 --> 00:09:19.000]  他這個行動不是突然爆出來的
[00:09:19.000 --> 00:09:21.000]  不是突然性靈感動
[00:09:21.000 --> 00:09:22.000]  我很喜歡說
[00:09:22.000 --> 00:09:23.000]  性靈感動啊
[00:09:23.000 --> 00:09:26.000]  上帝不知突然被他像漫畫一樣
[00:09:26.000 --> 00:09:28.000]  一聲有個燈爆出來
[00:09:28.000 --> 00:09:30.000]  我不太相信這件事
[00:09:30.000 --> 00:09:32.000]  特別對潘華來說
[00:09:32.000 --> 00:09:34.000]  他一生在思考神學
[00:09:34.000 --> 00:09:36.000]  思考信仰
[00:09:36.000 --> 00:09:39.000]  你怎麼可以不從他的神學
[00:09:39.000 --> 00:09:41.000]  不從他的思想
[00:09:41.000 --> 00:09:43.000]  去思考
[00:09:43.000 --> 00:09:46.000]  去看他為什麼會有這樣的行動
[00:09:46.000 --> 00:09:50.000]  他這個行動背後的信仰理據究竟是怎麼樣的
[00:09:50.000 --> 00:09:53.000]  我們沒什麼人問這個問題的
[00:09:53.000 --> 00:09:55.000]  在八十年代直到九十年代
[00:09:55.000 --> 00:10:00.000]  我們都沒什麼人深入去探索這個問題
[00:10:00.000 --> 00:10:03.000]  這個顯示了什麼情況呢
[00:10:03.000 --> 00:10:05.000]  我覺得是一個比較可悲的情況
[00:10:05.000 --> 00:10:07.000]  就是我們漢語神學界
[00:10:07.000 --> 00:10:12.000]  停留在一個非常初淺的階段
[00:10:12.000 --> 00:10:15.000]  有些神人家我們覺得很偉大
[00:10:15.000 --> 00:10:17.000]  我們看兩三本書
[00:10:17.000 --> 00:10:18.000]  弄兩句
[00:10:18.000 --> 00:10:21.000]  出來行走江湖
[00:10:21.000 --> 00:10:24.000]  唱台戲一唱可以唱二三十年
[00:10:24.000 --> 00:10:29.000]  不過那種程度仍然在一個相當浮淺的境況里
[00:10:29.000 --> 00:10:33.000]  沒有進入一個深入的研究
[00:10:33.000 --> 00:10:36.000]  閱讀的境況裡面
[00:10:36.000 --> 00:10:39.000]  這個是我們的問題
[00:10:39.000 --> 00:10:41.000]  不單止我們的牧者傳道
[00:10:41.000 --> 00:10:43.000]  我們的領袖
[00:10:43.000 --> 00:10:44.000]  我們神學院的老師
[00:10:44.000 --> 00:10:46.000]  包括我自己在內
[00:10:46.000 --> 00:10:47.000]  我們的弟兄姊妹
[00:10:47.000 --> 00:10:53.000]  很多時候都是同樣落在這樣的境況裡面
[00:10:53.000 --> 00:10:56.000]  這個就是我當時的一種感受
[00:10:56.000 --> 00:11:04.000]  你不可以只是拿一些很吸引的行動
[00:11:04.000 --> 00:11:06.000]  來激勵一下弟兄姊妹
[00:11:06.000 --> 00:11:07.000]  激勵一下自己
[00:11:07.000 --> 00:11:11.000]  而不進入到神學的內容裡面
[00:11:11.000 --> 00:11:15.000]  所以當我一看到
[00:11:15.000 --> 00:11:19.000]  剛才我提到的那本博士論文的時候
[00:11:19.000 --> 00:11:21.000]  我就有一個決心
[00:11:21.000 --> 00:11:23.000]  我完成我的PhD之後
[00:11:23.000 --> 00:11:24.000]  我回到香港
[00:11:24.000 --> 00:11:27.000]  我開展另一個研究的方向
[00:11:27.000 --> 00:11:29.000]  就是潘博強的研究
[00:11:29.000 --> 00:11:31.000]  可能有些人都知道
[00:11:31.000 --> 00:11:34.000]  我原來讀PhD都不是讀潘博強的
[00:11:34.000 --> 00:11:37.000]  我自己研究的是莫德曼
[00:11:37.000 --> 00:11:39.000]  那是另一個故事
[00:11:39.000 --> 00:11:40.000]  為什麼研究莫德曼
[00:11:40.000 --> 00:11:44.000]  這個又和八九民運很有關係
[00:11:44.000 --> 00:11:46.000]  這個是另一個故事
[00:11:46.000 --> 00:11:47.000]  我們就不說了
[00:11:47.000 --> 00:11:49.000]  不過在這個過程裡面
[00:11:49.000 --> 00:11:50.000]  我自己體會到一件事
[00:11:50.000 --> 00:11:54.000]  就是沒有一種深入的閱讀理解
[00:11:54.000 --> 00:12:00.000]  我們所得出的任何一種講論都是浮淺的
[00:12:00.000 --> 00:12:02.000]  如果我們追回歷史的時候
[00:12:02.000 --> 00:12:04.000]  還教會出版翻譯寬闊的著作
[00:12:04.000 --> 00:12:06.000]  其實是很早的
[00:12:06.000 --> 00:12:08.000]  你查一查
[00:12:08.000 --> 00:12:09.000]  團契生活
[00:12:09.000 --> 00:12:11.000]  你知不知道是什麼時候翻譯的
[00:12:11.000 --> 00:12:13.000]  1958年
[00:12:13.000 --> 00:12:15.000]  現在我們有一個最好的版本
[00:12:15.000 --> 00:12:18.000]  鄧少明先生幫我們翻譯的
[00:12:18.000 --> 00:12:22.000]  是一個用德文翻譯過來的版本
[00:12:22.000 --> 00:12:25.000]  有些人可能會聽過鄧少明先生的名字
[00:12:25.000 --> 00:12:27.000]  他是在還教會裡面
[00:12:27.000 --> 00:12:29.000]  第一個去德國讀神學的人
[00:12:29.000 --> 00:12:31.000]  他已經退休了
[00:12:31.000 --> 00:12:35.000]  對當代中國教會歷史也很有貢獻
[00:12:35.000 --> 00:12:37.000]  在研究裡面
[00:12:37.000 --> 00:12:39.000]  他幫我們用德文
[00:12:39.000 --> 00:12:41.000]  在德文裡面將團契生活翻譯過來
[00:12:41.000 --> 00:12:43.000]  但最早的那本翻譯不是他
[00:12:43.000 --> 00:12:47.000]  但1958年我們已經翻譯了團契生活
[00:12:47.000 --> 00:12:50.000]  1965年我們翻譯了追隨基督
[00:12:50.000 --> 00:12:54.000]  1969年我們翻譯了肉中書簡
[00:12:54.000 --> 00:12:55.000]  不過是自譯版
[00:12:55.000 --> 00:13:00.000]  直到1999年我們才有肉中書簡全譯版
[00:13:00.000 --> 00:13:03.000]  然後30年後
[00:13:03.000 --> 00:13:07.000]  2000年我們才有倫理學的翻譯
[00:13:07.000 --> 00:13:10.000]  2001年我們有第一亞當與第二亞當
[00:13:10.000 --> 00:13:13.000]  但是從這個年份來看
[00:13:13.000 --> 00:13:15.000]  我們就要問
[00:13:15.000 --> 00:13:18.000]  我們為什麼要等這麼久
[00:13:18.000 --> 00:13:21.000]  如果我們這麼重視這個神學家的時候
[00:13:21.000 --> 00:13:24.000]  我們為什麼要等30年
[00:13:24.000 --> 00:13:30.000]  1969年30年之後我們才有倫理學
[00:13:30.000 --> 00:13:34.000]  有第一亞當與第二亞當
[00:13:34.000 --> 00:13:36.000]  裡面的信息是什麼呢
[00:13:36.000 --> 00:13:40.000]  也是反映了一些東西
[00:13:40.000 --> 00:13:43.000]  現在漢語在90年代的出現
[00:13:43.000 --> 00:13:48.000]  是維亞教會裡面一個很重要的里程碑
[00:13:48.000 --> 00:13:50.000]  如果以後寫香港教會歷史
[00:13:50.000 --> 00:13:52.000]  寫中國教會歷史
[00:13:52.000 --> 00:13:56.000]  漢語一定在歷史裡面有一個席位
[00:13:56.000 --> 00:13:59.000]  因為它在繼承一個很重要的工作
[00:13:59.000 --> 00:14:05.000]  就是將歷史裡面重要的經典翻譯
[00:14:05.000 --> 00:14:10.000]  讓我們可以承接整個大公信仰的傳統
[00:14:10.000 --> 00:14:16.000]  這種工作其實很早在文藝出版社已經在做之前
[00:14:16.000 --> 00:14:18.000]  但是它斷了
[00:14:18.000 --> 00:14:23.000]  但是我們今天要繼續這種工作
[00:14:23.000 --> 00:14:26.000]  中間的斷裂其實反映了很多環教會的問題
[00:14:26.000 --> 00:14:29.000]  對學術的傾看
[00:14:29.000 --> 00:14:32.000]  對信仰的深度的忽略
[00:14:32.000 --> 00:14:36.000]  對大公教會的信仰傳統忽視
[00:14:36.000 --> 00:14:42.000]  使我們很多有的資源完全不認識
[00:14:42.000 --> 00:14:46.000]  我們只能看著自己的處境
[00:14:46.000 --> 00:14:49.000]  然後搖頭說我們如何去回應
[00:14:49.000 --> 00:14:56.000]  事實上在教會歷史裡面充滿著很多的信徒的信仰反省
[00:14:56.000 --> 00:15:00.000]  今天我們發現的很多的問題固然有些是新的問題
[00:15:00.000 --> 00:15:02.000]  但有些也不見得很新
[00:15:02.000 --> 00:15:06.000]  為什麼我們不能重新回到傳統裡面去尋找資源呢?
[00:15:06.000 --> 00:15:09.000]  這是我們值得思考的一個問題
[00:15:09.000 --> 00:15:16.000]  30年來不僅翻譯了我們看不到的新作品
[00:15:16.000 --> 00:15:20.000]  在研究的情況裡面更加沒有什麼好說的
[00:15:20.000 --> 00:15:24.000]  你什麼時候會看到一篇好看一點的
[00:15:24.000 --> 00:15:30.000]  在80年代出版的一篇文章討論潘凱的思想
[00:15:30.000 --> 00:15:34.000]  最熟悉的團結生活
[00:15:34.000 --> 00:15:37.000]  和追隨基督也沒有什麼人討論
[00:15:37.000 --> 00:15:46.000]  但這些作品裡面充滿著很多重要的對信仰的指引
[00:15:46.000 --> 00:15:49.000]  為什麼沒有人研究、沒有人指出來呢?
[00:15:49.000 --> 00:15:53.000]  沒有人用它來幫助我們去面對我們的處境
[00:15:53.000 --> 00:15:56.000]  在一個世俗化的處境裡面
[00:15:56.000 --> 00:15:59.000]  追隨基督是一個很重要的觀念
[00:15:59.000 --> 00:16:01.000]  一個信仰的實踐
[00:16:01.000 --> 00:16:05.000]  沒有人從追隨基督的角度來幫助我們去面對
[00:16:05.000 --> 00:16:07.000]  一個世俗化的處境
[00:16:07.000 --> 00:16:13.000]  一個消費社會的那種後現代拜密教的出現
[00:16:13.000 --> 00:16:17.000]  這些就是我要說的
[00:16:17.000 --> 00:16:21.000]  不是牢騷、是觀察和不滿
[00:16:21.000 --> 00:16:23.000]  再下來
[00:16:23.000 --> 00:16:28.000]  大家知不知道潘博強是幾年出生的?
[00:16:28.000 --> 00:16:32.000]  1906年
[00:16:32.000 --> 00:16:40.000]  再過幾年,2006年就是出生的一百週年
[00:16:40.000 --> 00:16:42.000]  一個偉大的神學家
[00:16:42.000 --> 00:16:48.000]  我們怎麼去紀念他出生的一百週年呢?
[00:16:48.000 --> 00:16:50.000]  這個是很重要的問題
[00:16:50.000 --> 00:16:52.000]  我覺得很重要
[00:16:52.000 --> 00:16:54.000]  這個對現代社會
[00:16:54.000 --> 00:16:59.000]  甚至一個剛過世的德國女神學家
[00:16:59.000 --> 00:17:01.000]  蘇勒
[00:17:01.000 --> 00:17:03.000]  她說過一句話
[00:17:03.000 --> 00:17:05.000]  她說
[00:17:05.000 --> 00:17:07.000]  主後第三個一千年
[00:17:07.000 --> 00:17:13.000]  潘博強的神學將會起作為一種非常重要的指引
[00:17:13.000 --> 00:17:17.000]  我們怎麼紀念這位神學家呢?
[00:17:17.000 --> 00:17:19.000]  我又要買個廣告
[00:17:19.000 --> 00:17:24.000]  最近我在《聖詔會神學院》的《山道奇刊》
[00:17:24.000 --> 00:17:26.000]  因為我編的這一期
[00:17:26.000 --> 00:17:28.000]  十一月出的,這一期挺好的
[00:17:28.000 --> 00:17:30.000]  教募關顧的神學反省
[00:17:30.000 --> 00:17:31.000]  反思
[00:17:31.000 --> 00:17:33.000]  其實我不是賣這一期的主題
[00:17:33.000 --> 00:17:35.000]  我是賣
[00:17:35.000 --> 00:17:39.000]  在這一期裡面我寫了一篇是編者的畫
[00:17:39.000 --> 00:17:41.000]  因為我做真人編輯
[00:17:41.000 --> 00:17:43.000]  這一期的主題編輯
[00:17:43.000 --> 00:17:45.000]  裡面提到兩點
[00:17:45.000 --> 00:17:47.000]  在這篇文章裡面提到兩點
[00:17:47.000 --> 00:17:49.000]  我覺得很重要
[00:17:49.000 --> 00:17:54.000]  對我們紀念、思考神學的人來說
[00:17:54.000 --> 00:18:00.000]  有幾段讀給大家聽
[00:18:00.000 --> 00:18:04.000]  神學的研究對很多人來說
[00:18:04.000 --> 00:18:07.000]  難免有一種不食人間煙火的印象
[00:18:07.000 --> 00:18:11.000]  似乎並不是凡夫俗子所能參與
[00:18:11.000 --> 00:18:14.000]  即使捧毒這些著作也不容易
[00:18:14.000 --> 00:18:16.000]  是這樣嗎?
[00:18:16.000 --> 00:18:20.000]  研究其實是一種專注的行為
[00:18:20.000 --> 00:18:25.000]  透過專注而深入地瞭解和表達
[00:18:25.000 --> 00:18:28.000]  以至我們可以離開事情的表象
[00:18:28.000 --> 00:18:30.000]  而進入核心的部分
[00:18:30.000 --> 00:18:34.000]  得到一種較為透徹的掌握
[00:18:34.000 --> 00:18:38.000]  研究只是這樣的一回事
[00:18:38.000 --> 00:18:41.000]  但是為什麼會給人一種高深莫測的感覺呢?
[00:18:41.000 --> 00:18:44.000]  大概是這個時代拒絕膚淺
[00:18:44.000 --> 00:18:48.000]  在這個世代越來越容易觸動更多人的敏感神經
[00:18:48.000 --> 00:18:50.000]  我這句是直接引用這句話
[00:18:50.000 --> 00:18:52.000]  拒絕膚淺
[00:18:52.000 --> 00:18:58.000]  閱讀和寫作是任何研究不能挖掘的兩個環節
[00:18:58.000 --> 00:19:01.000]  寫作是營鎖思想的過程
[00:19:01.000 --> 00:19:04.000]  令研究的結果成型
[00:19:04.000 --> 00:19:07.000]  能夠讓人透過閱讀而分享成果
[00:19:07.000 --> 00:19:09.000]  至於閱讀
[00:19:09.000 --> 00:19:12.000]  英國的一個神學家John Webster
[00:19:12.000 --> 00:19:15.000]  這個很出名的英國神學家
[00:19:15.000 --> 00:19:17.000]  他研究卡爾巴克的神學
[00:19:17.000 --> 00:19:24.000]  他主持一個英國相當出名的神學期刊
[00:19:24.000 --> 00:19:27.000]  International Journal of Systematic Theology
[00:19:27.000 --> 00:19:29.000]  在這個期刊最新一期裡面
[00:19:29.000 --> 00:19:31.000]  他提出一個很重要的觀點
[00:19:31.000 --> 00:19:33.000]  我覺得是很值得學習的
[00:19:33.000 --> 00:19:36.000]  就是透過閱讀來思考
[00:19:36.000 --> 00:19:39.000]  To think by reading
[00:19:39.000 --> 00:19:42.000]  當我這樣寫的時候
[00:19:42.000 --> 00:19:45.000]  我是有意針對我們現在教會的一種
[00:19:45.000 --> 00:19:49.000]  拒絕閱讀的一種風氣或者文化
[00:19:49.000 --> 00:19:52.000]  我們可以如何閱讀一篇神學文本呢?
[00:19:52.000 --> 00:19:55.000]  以至能夠和它一起思考呢?
[00:19:55.000 --> 00:19:59.000]  Webster提出三種舉動
[00:19:59.000 --> 00:20:04.000]  一種是閱讀是一種知性的因詞舉動
[00:20:04.000 --> 00:20:06.000]  閱讀是一種團契相交的舉動
[00:20:06.000 --> 00:20:09.000]  閱讀是一種判斷的舉動
[00:20:09.000 --> 00:20:11.000]  當我們說閱讀是一種因詞的舉動
[00:20:11.000 --> 00:20:16.000]  就是指我們需要專注在閱讀的文本上
[00:20:16.000 --> 00:20:18.000]  當我們專注所讀的
[00:20:18.000 --> 00:20:21.000]  就會令我們必須原覺終止
[00:20:21.000 --> 00:20:25.000]  我們私底下的關注和期望
[00:20:25.000 --> 00:20:27.000]  或者是偏見
[00:20:27.000 --> 00:20:29.000]  或者是習慣性的思考
[00:20:29.000 --> 00:20:32.000]  而讓這個文本以它自己的方式
[00:20:32.000 --> 00:20:35.000]  在我們面前呈現它自己
[00:20:35.000 --> 00:20:38.000]  當我們這樣看的時候
[00:20:38.000 --> 00:20:41.000]  我們會發覺閱讀是一種生命的操練
[00:20:41.000 --> 00:20:46.000]  你必須終止你自己有的偏見和判斷
[00:20:46.000 --> 00:20:49.000]  讓在你面前的文字
[00:20:49.000 --> 00:20:52.000]  能夠呈現它自己的意思
[00:20:52.000 --> 00:20:55.000]  又專注我們有相交
[00:20:55.000 --> 00:20:59.000]  在當中嘗試聆聽其他聖徒的聲音
[00:20:59.000 --> 00:21:01.000]  或者是言說
[00:21:01.000 --> 00:21:04.000]  這些聲音可能對我們是奇異的
[00:21:04.000 --> 00:21:07.000]  因為我們都有了自己的習慣性思維
[00:21:07.000 --> 00:21:09.000]  或者是信仰的傳統
[00:21:09.000 --> 00:21:12.000]  但是我們不能夠說他們的思想
[00:21:12.000 --> 00:21:17.000]  是一些不值得聽的
[00:21:17.000 --> 00:21:19.000]  沒錯,他們的內容和表達方式
[00:21:19.000 --> 00:21:21.000]  都可能是很奇異的
[00:21:21.000 --> 00:21:24.000]  但是正是因為這樣的緣故
[00:21:24.000 --> 00:21:26.000]  我們更加值得去聽
[00:21:26.000 --> 00:21:30.000]  神話的閱讀正是一種聖徒相通的實踐
[00:21:30.000 --> 00:21:35.000]  而在當中,我們從這些奇異的聲音裡面可以發現
[00:21:35.000 --> 00:21:38.000]  事實上聖徒所要傳遞的真理
[00:21:38.000 --> 00:21:42.000]  是遠比我們豐富
[00:21:42.000 --> 00:21:44.000]  最後我們必須有判斷的舉動
[00:21:44.000 --> 00:21:48.000]  所讀所想,我們都要置於一種知性的判斷下
[00:21:48.000 --> 00:21:52.000]  分辨當中所含混的那種真知灼見
[00:21:52.000 --> 00:21:57.000]  所以閱讀就是思考,而不是取代思考
[00:21:57.000 --> 00:22:02.000]  2006年,寬復亞尼出生100週年
[00:22:02.000 --> 00:22:05.000]  我們會不會透過閱讀去紀念他?
[00:22:05.000 --> 00:22:08.000]  進入他的思想裡面
[00:22:08.000 --> 00:22:13.000]  進入他一生所思考的主題裡面
[00:22:13.000 --> 00:22:20.000]  在這篇文章裡面,最後我都提到另一個很重要的神學家
[00:22:20.000 --> 00:22:23.000]  另一個Colin Gunton
[00:22:23.000 --> 00:22:25.000]  可能不是很多人認識
[00:22:25.000 --> 00:22:28.000]  Colin Gunton是德國的神學家
[00:22:28.000 --> 00:22:32.000]  對卡爾巴克神學有非常重要的推進和貢獻
[00:22:32.000 --> 00:22:38.000]  不過很不幸,他在今年5月6日因為心臟病的緣故離開了世界
[00:22:38.000 --> 00:22:42.000]  離開之前他只在寫他的Systematic Theology
[00:22:42.000 --> 00:22:48.000]  對我們很多環的神學工作者來說是一個很大的損失
[00:22:48.000 --> 00:22:53.000]  我們當中有兩位同工是他的學生
[00:22:53.000 --> 00:22:56.000]  楊穎球博士和陳士成博士都是他的學生
[00:22:56.000 --> 00:23:00.000]  我自己也受到他三一神學的影響
[00:23:00.000 --> 00:23:04.000]  當我自己在思考文化的過程裡面
