
[00:00:00.000 --> 00:00:04.720]  早晨 今天想和大家繼續思想路加夫音
[00:03:55.120 --> 00:03:58.080]  哎呀 這麼麻煩的 遲些再拿吧
[00:03:58.080 --> 00:04:00.240]  那就沒有了
[00:04:00.240 --> 00:04:02.480]  有很多東西你可以拖延
[00:04:02.480 --> 00:04:05.040]  有很多東西你可以修補
[00:04:05.040 --> 00:04:07.280]  但和生命有關係的東西
[00:04:07.280 --> 00:04:09.600]  你不去立即有個行動
[00:04:09.600 --> 00:04:13.760]  你還在拖拖拉拉 隨隨便便的時候
[00:04:13.760 --> 00:04:16.720]  你後悔莫及
[00:04:16.720 --> 00:04:20.240]  如果我們說人的屬勢的生命是這樣的
[00:04:20.240 --> 00:04:22.720]  屬靈的生命一樣是這樣
[00:04:22.720 --> 00:04:24.720]  不少所謂的信徒
[00:04:24.720 --> 00:04:27.680]  起初的時候是威是勢很熱心
[00:04:27.680 --> 00:04:29.680]  上過主人的滋味
[00:04:29.680 --> 00:04:32.000]  但是沒有完全毀身
[00:04:32.000 --> 00:04:34.000]  他只是修補一下
[00:04:34.000 --> 00:04:36.000]  他只是碰一碰
[00:04:36.000 --> 00:04:38.560]  清庭式點水就算了
[00:04:38.560 --> 00:04:41.840]  不是徹底的將生命交給耶穌基督
[00:04:41.840 --> 00:04:43.840]  不是徹底的生命改變
[00:04:43.840 --> 00:04:47.680]  或者他覺得教會有些溫暖
[00:04:47.680 --> 00:04:50.880]  或者他有些經歷 信耶穌多好
[00:04:50.880 --> 00:04:53.200]  不是完全的投身
[00:04:53.200 --> 00:04:58.160]  甚至有人說信耶穌不要信得這麼徹底
[00:04:58.160 --> 00:05:00.160]  信耶穌不要信得這麼狂
[00:05:00.160 --> 00:05:02.160]  信耶穌不要信得這麼厲害
[00:05:02.160 --> 00:05:04.160]  樣樣要保護自己
[00:05:04.160 --> 00:05:06.160]  好像喝杯暖水就算了
[00:05:06.160 --> 00:05:08.160]  真是糟糕
[00:05:08.160 --> 00:05:10.160]  基督教信仰不是修補
[00:05:10.160 --> 00:05:12.160]  基督教信仰是徹底的改變
[00:05:12.160 --> 00:05:14.160]  聖經裏面說
[00:05:14.160 --> 00:05:16.160]  保羅怎樣說
[00:05:16.160 --> 00:05:18.160]  若有人做基督律 他就是新造的人
[00:05:18.160 --> 00:05:20.160]  舊事已過都變成新地了
[00:05:20.160 --> 00:05:22.160]  其實在中文翻譯裏面
[00:05:22.160 --> 00:05:24.160]  翻譯不到意思
[00:05:24.160 --> 00:05:26.160]  在希臘文原文的字
[00:05:26.160 --> 00:05:28.160]  新造的字叫Tisus
[00:05:28.160 --> 00:05:30.160]  那個不是creature
[00:05:30.160 --> 00:05:32.160]  被造的人 不是新造的人
[00:05:32.160 --> 00:05:34.160]  是新的創造
[00:05:34.160 --> 00:05:36.160]  那個字的意思是一個
[00:05:36.160 --> 00:05:38.160]  完全徹底的改變
[00:05:38.160 --> 00:05:40.160]  Radical change
[00:05:40.160 --> 00:05:42.160]  在今天我們所需要的
[00:05:42.160 --> 00:05:44.160]  不是靠一些工具來修補我們的生命
[00:05:44.160 --> 00:05:46.160]  讓我們的生命可以滋潤一些
[00:05:46.160 --> 00:05:48.160]  讓我們的生命可以順暢一些
[00:05:48.160 --> 00:05:50.160]  讓我們的生命可以順利一些
[00:05:50.160 --> 00:05:52.160]  不是的 今天我們所需要的
[00:05:52.160 --> 00:05:54.160]  是完全的改變
[00:05:54.160 --> 00:05:56.160]  人若要跟從
[00:05:56.160 --> 00:05:58.160]  我就要寫幾天天背起十字架來跟從我
[00:05:58.160 --> 00:06:00.160]  這個信仰
[00:06:00.160 --> 00:06:02.160]  不是隨便的
[00:06:02.160 --> 00:06:04.160]  這個信仰不是
[00:06:04.160 --> 00:06:06.160]  打一條呔 喜歡打就打 劈就劈
[00:06:06.160 --> 00:06:08.160]  這個信仰是將整個生命交給他
[00:06:08.160 --> 00:06:10.160]  這個信仰是將整個生命交給他
[00:06:10.160 --> 00:06:12.160]  這個就是叫做信耶穌
[00:06:12.160 --> 00:06:14.160]  我經常喜歡說這個比喻
[00:06:14.160 --> 00:06:16.160]  1920年
[00:06:16.160 --> 00:06:18.160]  有一個行鋼線很厲害的人
[00:06:18.160 --> 00:06:20.160]  表演一個絕技
[00:06:20.160 --> 00:06:22.160]  在尼加拉加大瀑布
[00:06:22.160 --> 00:06:24.160]  玩一條大鋼線這樣走過去
[00:06:24.160 --> 00:06:26.160]  這個加拿大和美國交界的尼加拉加大瀑布
[00:06:26.160 --> 00:06:28.160]  這個加拿大和美國交界的尼加拉加大瀑布
[00:06:28.160 --> 00:06:30.160]  你就知道水勢很急
[00:06:30.160 --> 00:06:32.160]  這個藝高人膽大
[00:06:32.160 --> 00:06:34.160]  這個行鋼線的人
[00:06:34.160 --> 00:06:36.160]  他還越一條
[00:06:36.160 --> 00:06:38.160]  拿著平衡棒就這樣
[00:06:38.160 --> 00:06:40.160]  在大風大水當中這樣就過去
[00:06:40.160 --> 00:06:42.160]  下面沒有九山網
[00:06:42.160 --> 00:06:44.160]  一跌下去粉身碎骨
[00:06:44.160 --> 00:06:46.160]  這個人藝高人膽大
[00:06:46.160 --> 00:06:48.160]  結果被他走過了
[00:06:48.160 --> 00:06:50.160]  走過了之後 掌聲如雷
[00:06:50.160 --> 00:06:52.160]  成千上萬的觀眾
[00:06:52.160 --> 00:06:54.160]  這個人拿著麥克風
[00:06:54.160 --> 00:06:56.160]  你想不想看下半場
[00:06:56.160 --> 00:06:58.160]  你信不信我可以揹一個人
[00:06:58.160 --> 00:07:00.160]  從這邊走到那邊
[00:07:00.160 --> 00:07:02.160]  那些人說這麼精彩
[00:07:02.160 --> 00:07:04.160]  相信了 相信了
[00:07:04.160 --> 00:07:06.160]  Terence你來 我揹你過去
[00:07:06.160 --> 00:07:08.160]  他看一看下面的時候
[00:07:08.160 --> 00:07:10.160]  對不起先生我今天傷風
[00:07:10.160 --> 00:07:12.160]  麻煩你找個別的
[00:07:12.160 --> 00:07:14.160]  那個不是真的相信
[00:07:14.160 --> 00:07:16.160]  他相信又怎樣 好 上來
[00:07:16.160 --> 00:07:18.160]  那就去
[00:07:18.160 --> 00:07:20.160]  但是你如果Terence將生命
[00:07:20.160 --> 00:07:22.160]  交給行鋼線這個人的時候
[00:07:22.160 --> 00:07:24.160]  他什麼都不能做
[00:07:24.160 --> 00:07:26.160]  他唯一能夠做的就是
[00:07:26.160 --> 00:07:28.160]  信他
[00:07:28.160 --> 00:07:30.160]  好 我信你 你過去
[00:07:30.160 --> 00:07:32.160]  沒有任何的掙扎
[00:07:32.160 --> 00:07:34.160]  沒有任何的
[00:07:34.160 --> 00:07:36.160]  如果你一直上去一直埋怨
[00:07:36.160 --> 00:07:38.160]  有沒有搞錯 怎麼走得這麼慢
[00:07:38.160 --> 00:07:40.160]  怎麼走得這麼慢
[00:07:40.160 --> 00:07:42.160]  那你就死定了 同歸於盡
[00:07:42.160 --> 00:07:44.160]  你唯一的東西就是去信他
[00:07:44.160 --> 00:07:48.160]  信他
[00:07:48.160 --> 00:07:50.160]  信耶穌也是一樣
[00:07:50.160 --> 00:07:52.160]  你將你的生命交給耶穌
[00:07:52.160 --> 00:07:54.160]  在你的人生裡面一直走過去
[00:07:54.160 --> 00:07:56.160]  是徹徹底底
[00:07:56.160 --> 00:07:58.160]  將生命交給他
[00:07:58.160 --> 00:08:00.160]  我們看這段聖經
[00:08:00.160 --> 00:08:04.160]  很有趣的一段聖經
[00:08:04.160 --> 00:08:06.160]  只是三節聖經
[00:08:06.160 --> 00:08:08.160]  污淩尼我人的身
[00:08:08.160 --> 00:08:10.160]  走遍無水之地尋找安歇之處
[00:08:10.160 --> 00:08:12.160]  卻找不到
[00:08:12.160 --> 00:08:14.160]  就說我要回到我原來的屋裡
[00:08:14.160 --> 00:08:16.160]  他到了漢建裡打掃乾淨
[00:08:16.160 --> 00:08:18.160]  修飾好了
[00:08:18.160 --> 00:08:20.160]  就去另帶七個比自己更惡的
[00:08:20.160 --> 00:08:22.160]  令來
[00:08:22.160 --> 00:08:24.160]  都進去住在那裡
[00:08:24.160 --> 00:08:26.160]  那人後來的景況比先前更壞了
[00:08:26.160 --> 00:08:30.160]  這三節聖經是很古怪的
[00:08:30.160 --> 00:08:32.160]  耶穌說到
[00:08:32.160 --> 00:08:34.160]  有個人
[00:08:34.160 --> 00:08:36.160]  有個鬼
[00:08:36.160 --> 00:08:38.160]  你趕走那個鬼
[00:08:38.160 --> 00:08:40.160]  那個鬼走了
[00:08:40.160 --> 00:08:42.160]  那個鬼走了之後就在無水之地
[00:08:42.160 --> 00:08:44.160]  找安歇之所
[00:08:44.160 --> 00:08:46.160]  找不到
[00:08:46.160 --> 00:08:48.160]  就說回去看看
[00:08:48.160 --> 00:08:50.160]  回到這個人的屋裡
[00:08:50.160 --> 00:08:52.160]  好像打掃了
[00:08:52.160 --> 00:08:54.160]  在這裡住不錯
[00:08:54.160 --> 00:08:56.160]  於是找了七個更惡的鬼走來
[00:08:56.160 --> 00:08:58.160]  這個人
[00:08:58.160 --> 00:09:00.160]  你就會發覺
[00:09:00.160 --> 00:09:02.160]  他所受的痛苦比以前更加厲害
[00:09:02.160 --> 00:09:06.160]  這段聖經很古怪
[00:09:06.160 --> 00:09:08.160]  非常古怪
[00:09:08.160 --> 00:09:10.160]  我們看
[00:09:10.160 --> 00:09:12.160]  他出現得非常噁心
[00:09:12.160 --> 00:09:14.160]  很古怪
[00:09:14.160 --> 00:09:16.160]  和前文後理好像完全沒有關係
[00:09:16.160 --> 00:09:20.160]  路加福音第十一章
[00:09:20.160 --> 00:09:22.160]  前後講什麼呢
[00:09:22.160 --> 00:09:24.160]  在十一節
[00:09:24.160 --> 00:09:26.160]  十四節至二十二節
[00:09:26.160 --> 00:09:28.160]  就是上一次我想和大家講的
[00:09:28.160 --> 00:09:30.160]  有人挑戰耶穌
[00:09:30.160 --> 00:09:32.160]  耶穌趕了鬼
[00:09:32.160 --> 00:09:34.160]  將那個污靈趕了出來的時候
[00:09:34.160 --> 00:09:36.160]  那些人就說
[00:09:36.160 --> 00:09:38.160]  他靠鬼王趕鬼
[00:09:38.160 --> 00:09:40.160]  靠別西卜趕鬼
[00:09:40.160 --> 00:09:42.160]  有什麼厲害
[00:09:42.160 --> 00:09:44.160]  於是耶穌就和他說道理
[00:09:44.160 --> 00:09:46.160]  怎麼可能呢
[00:09:46.160 --> 00:09:48.160]  如果我是靠鬼王趕這些鬼仔
[00:09:48.160 --> 00:09:50.160]  不就是鬼打鬼
[00:09:50.160 --> 00:09:52.160]  鬼沒那麼蠢
[00:09:52.160 --> 00:09:54.160]  怎麼會自己打自己
[00:09:54.160 --> 00:09:56.160]  所以耶穌就說
[00:09:56.160 --> 00:09:58.160]  不是
[00:09:58.160 --> 00:10:00.160]  如果是互相紛爭
[00:10:00.160 --> 00:10:02.160]  靠鬼王趕鬼
[00:10:02.160 --> 00:10:04.160]  就真的是鬼打鬼
[00:10:04.160 --> 00:10:06.160]  撒旦沒那麼蠢
[00:10:06.160 --> 00:10:08.160]  相反來說
[00:10:08.160 --> 00:10:10.160]  他不是靠這個角度
[00:10:10.160 --> 00:10:12.160]  他從天國的角度來
[00:10:12.160 --> 00:10:14.160]  打走撒旦的角度
[00:10:14.160 --> 00:10:16.160]  所以十一章二十節就說
[00:10:16.160 --> 00:10:18.160]  我若靠上帝的能力趕鬼
[00:10:18.160 --> 00:10:20.160]  原文就是我靠上帝的指頭
[00:10:20.160 --> 00:10:22.160]  就已經趕到鬼的時候
[00:10:22.160 --> 00:10:24.160]  你就知道上帝的國已經臨到你們了
[00:10:24.160 --> 00:10:26.160]  於是耶穌就用這個表明
[00:10:26.160 --> 00:10:28.160]  他不是靠鬼王趕鬼
[00:10:28.160 --> 00:10:30.160]  而是靠神趕鬼
[00:10:30.160 --> 00:10:32.160]  而他這樣做的時候
[00:10:32.160 --> 00:10:34.160]  表明一個很重要的東西
[00:10:34.160 --> 00:10:36.160]  尼塞亞救世主天國已經臨到你們中間
[00:10:36.160 --> 00:10:38.160]  這個就是一個標記
[00:10:38.160 --> 00:10:40.160]  到了二十七二十八節的時候
[00:10:40.160 --> 00:10:42.160]  又說到另外一件事
[00:10:42.160 --> 00:10:44.160]  有個女人就大聲說
[00:10:44.160 --> 00:10:46.160]  對著耶穌說
[00:10:46.160 --> 00:10:48.160]  懷你的胎和養你的有福了
[00:10:48.160 --> 00:10:50.160]  於是耶穌回答說
[00:10:50.160 --> 00:10:52.160]  是,卻不如聽上帝之道
[00:10:52.160 --> 00:10:54.160]  遵守上帝的人有福了
[00:10:54.160 --> 00:10:56.160]  之後又說另外一件事
[00:10:56.160 --> 00:10:58.160]  有個女人見到耶穌
[00:10:58.160 --> 00:11:00.160]  哇,你媽媽就很幸福了
[00:11:00.160 --> 00:11:02.160]  你媽媽就很開心了,生了這樣的兒子
[00:11:02.160 --> 00:11:04.160]  耶穌說沒錯
[00:11:04.160 --> 00:11:06.160]  你聽到上帝的話語
[00:11:06.160 --> 00:11:08.160]  信耶穌的人更有福
[00:11:08.160 --> 00:11:10.160]  而穿插在這兩段聖經
[00:11:10.160 --> 00:11:12.160]  就是這三次聖經
[00:11:12.160 --> 00:11:14.160]  於是你摸不著頭
[00:11:14.160 --> 00:11:16.160]  這三段聖經有什麼關係呢
[00:11:16.160 --> 00:11:18.160]  耶穌趕鬼
[00:11:18.160 --> 00:11:20.160]  那些人就說你是靠鬼王趕鬼
[00:11:20.160 --> 00:11:22.160]  耶穌說不是,一國怎能夠相爭呢
[00:11:22.160 --> 00:11:24.160]  接著他就說
[00:11:24.160 --> 00:11:26.160]  有隻鬼被趕了之後
[00:11:26.160 --> 00:11:28.160]  帶了七隻鬼來
[00:11:28.160 --> 00:11:30.160]  弄得那個人更加慘
[00:11:30.160 --> 00:11:32.160]  接著有個女人就說
[00:11:32.160 --> 00:11:34.160]  你媽媽就很厲害了
[00:11:34.160 --> 00:11:36.160]  耶穌說,不過不及得
[00:11:36.160 --> 00:11:38.160]  你聽到耶穌的福音
[00:11:38.160 --> 00:11:40.160]  然後信主的,這個是更加有福
[00:11:40.160 --> 00:11:42.160]  這三段聖經
[00:11:42.160 --> 00:11:44.160]  看來是全無關係的
[00:11:44.160 --> 00:11:46.160]  尤其是中間那段
[00:11:46.160 --> 00:11:48.160]  是加插進來的時候
[00:11:48.160 --> 00:11:50.160]  就更加古古怪怪
[00:11:50.160 --> 00:11:52.160]  於是我們就會問
[00:11:52.160 --> 00:11:54.160]  究竟是說什麼,耶穌說什麼
[00:11:54.160 --> 00:11:56.160]  我經常說這句話
[00:11:56.160 --> 00:11:58.160]  你覺得越是古古怪怪
[00:11:58.160 --> 00:12:00.160]  聖經越是最精彩的
[00:12:00.160 --> 00:12:02.160]  我們來看看
[00:12:02.160 --> 00:12:04.160]  這三段聖經說什麼
[00:12:04.160 --> 00:12:06.160]  如果我們再來看清楚
[00:12:06.160 --> 00:12:08.160]  這三段聖經的時候
[00:12:08.160 --> 00:12:10.160]  你就很快去發覺
[00:12:10.160 --> 00:12:12.160]  這三段聖經原來有些相似的地方
[00:12:12.160 --> 00:12:14.160]  有些共同的地方
[00:12:14.160 --> 00:12:16.160]  第一
[00:12:16.160 --> 00:12:18.160]  這三段聖經都有強烈的對比
[00:12:18.160 --> 00:12:20.160]  有個很大的對比
[00:12:20.160 --> 00:12:22.160]  14節至22節
[00:12:22.160 --> 00:12:24.160]  耶穌是對比
[00:12:24.160 --> 00:12:26.160]  撒旦的角度和神的角度
[00:12:26.160 --> 00:12:28.160]  神的角度就好像
[00:12:28.160 --> 00:12:30.160]  更強的一個壯士
[00:12:30.160 --> 00:12:32.160]  走到撒旦的角度
[00:12:32.160 --> 00:12:34.160]  把他砌低了
[00:12:34.160 --> 00:12:36.160]  弄劣了,把他弄糊塗了
[00:12:36.160 --> 00:12:38.160]  是比較兩個不同的角度
[00:12:38.160 --> 00:12:40.160]  神的角度
[00:12:40.160 --> 00:12:42.160]  魔鬼的角度
[00:12:42.160 --> 00:12:44.160]  神的角度是沒得頂的
[00:12:44.160 --> 00:12:46.160]  一砌就砌低了,這是第一個對比
[00:12:46.160 --> 00:12:48.160]  23節至24節
[00:12:48.160 --> 00:12:50.160]  是對比兩種的情況
[00:12:50.160 --> 00:12:52.160]  先前那隻鬼
[00:12:52.160 --> 00:12:54.160]  在這個人道的時候
[00:12:54.160 --> 00:12:56.160]  他被趕出去的時候
[00:12:56.160 --> 00:12:58.160]  帶了七隻更惡的鬼走到來
[00:12:58.160 --> 00:13:00.160]  然後他就說
[00:13:00.160 --> 00:13:02.160]  這個人他所受的痛苦
[00:13:02.160 --> 00:13:04.160]  比先前更加厲害
[00:13:04.160 --> 00:13:06.160]  比較兩種的情況
[00:13:06.160 --> 00:13:08.160]  第三個25節至27節
[00:13:08.160 --> 00:13:10.160]  是對比懷的胎
[00:13:10.160 --> 00:13:12.160]  和養尾
[00:13:12.160 --> 00:13:14.160]  和聽神的話語
[00:13:14.160 --> 00:13:16.160]  沒錯
[00:13:16.160 --> 00:13:18.160]  你媽懷你胎的人有福了
[00:13:18.160 --> 00:13:20.160]  但是耶穌說
[00:13:20.160 --> 00:13:22.160]  不是我媽
[00:13:22.160 --> 00:13:24.160]  是你聽到上帝的話
[00:13:24.160 --> 00:13:26.160]  你聽到我的福音而信的人
[00:13:26.160 --> 00:13:28.160]  你還更加有福
[00:13:28.160 --> 00:13:30.160]  是比較兩種的情況
[00:13:30.160 --> 00:13:32.160]  所以這三段聖經我們可以看到
[00:13:32.160 --> 00:13:34.160]  在文化的結構裡面
[00:13:34.160 --> 00:13:36.160]  都有強烈的對比
[00:13:36.160 --> 00:13:38.160]  第二
[00:13:38.160 --> 00:13:40.160]  這三段聖經
[00:13:40.160 --> 00:13:44.160]  都有濃厚的猶太人背景在內
[00:13:44.160 --> 00:13:46.160]  猶太教的背景
[00:13:46.160 --> 00:13:48.160]  是非常濃厚的
[00:13:48.160 --> 00:13:50.160]  這段聖經所用
[00:13:50.160 --> 00:13:52.160]  盧家分所用的字句
[00:13:52.160 --> 00:13:54.160]  全部是猶太教裡面
[00:13:54.160 --> 00:13:56.160]  所用的字句
[00:13:56.160 --> 00:13:58.160]  撒旦的角度
[00:13:58.160 --> 00:14:00.160]  神的角度
[00:14:00.160 --> 00:14:02.160]  無水之地
[00:14:02.160 --> 00:14:04.160]  安缺
[00:14:04.160 --> 00:14:06.160]  屋
[00:14:06.160 --> 00:14:08.160]  所有這些都在猶太教的典籍裡面
[00:14:08.160 --> 00:14:10.160]  事實上出現
[00:14:10.160 --> 00:14:12.160]  所以我們很明顯知道
[00:14:12.160 --> 00:14:14.160]  耶穌說這段聖經是針對
[00:14:14.160 --> 00:14:16.160]  猶太人說的
[00:14:16.160 --> 00:14:18.160]  哈維克馬斯克
[00:14:18.160 --> 00:14:20.160]  一個很出名的英國的解經學家
[00:14:20.160 --> 00:14:22.160]  他對著猶太人說的
[00:14:22.160 --> 00:14:24.160]  說這番話
[00:14:24.160 --> 00:14:26.160]  是充滿了猶太教的色彩
[00:14:26.160 --> 00:14:28.160]  字句在裡面
[00:14:28.160 --> 00:14:30.160]  這是第二點相同的地方
[00:14:30.160 --> 00:14:32.160]  第三點相同的地方
[00:14:32.160 --> 00:14:34.160]  都有強烈的末世意識
[00:14:34.160 --> 00:14:36.160]  就是說說到末世的時候
[00:14:36.160 --> 00:14:38.160]  十四之至二十之
[00:14:38.160 --> 00:14:40.160]  你就知道當我講的時候
[00:14:40.160 --> 00:14:42.160]  你就知道天國降臨
[00:14:42.160 --> 00:14:44.160]  天國降臨在猶太人的觀念裡面
[00:14:44.160 --> 00:14:46.160]  就是世界末了的時候
[00:14:46.160 --> 00:14:48.160]  就是天國降臨
[00:14:48.160 --> 00:14:50.160]  第二
[00:14:50.160 --> 00:14:52.160]  二十三至二十四節
[00:14:52.160 --> 00:14:54.160]  是說兩個的世代
[00:14:54.160 --> 00:14:56.160]  邪惡的世代和天國的時代
[00:14:56.160 --> 00:14:58.160]  聖靈的時代
[00:14:58.160 --> 00:15:00.160]  兩個不同的時代
[00:15:00.160 --> 00:15:02.160]  二十五至二十七節
[00:15:02.160 --> 00:15:04.160]  是說到末世神的降臨
[00:15:04.160 --> 00:15:06.160]  和人的血緣的背景
[00:15:06.160 --> 00:15:08.160]  不是最重要
[00:15:08.160 --> 00:15:10.160]  是守神的話語是最重要
[00:15:10.160 --> 00:15:12.160]  全部都有濃厚的末世色彩
[00:15:12.160 --> 00:15:14.160]  所以我們可以做一個很簡單的說
[00:15:14.160 --> 00:15:16.160]  這三段聖經原來看起來
[00:15:16.160 --> 00:15:18.160]  完全無端端的
[00:15:18.160 --> 00:15:20.160]  其實有很多相同的地方
[00:15:20.160 --> 00:15:22.160]  有很強烈的對比
[00:15:22.160 --> 00:15:24.160]  有濃厚的猶太人的色彩
[00:15:24.160 --> 00:15:26.160]  也有濃厚的末世的色彩
[00:15:26.160 --> 00:15:28.160]  或者你會問
[00:15:28.160 --> 00:15:30.160]  那有什麼關係
[00:15:30.160 --> 00:15:32.160]  與此有何關係
[00:15:32.160 --> 00:15:34.160]  或者我們詳細來看一看
[00:15:34.160 --> 00:15:36.160]  究竟這段聖經
[00:15:36.160 --> 00:15:38.160]  他想講什麼
[00:15:38.160 --> 00:15:40.160]  雖然路加沒有交代
[00:15:40.160 --> 00:15:42.160]  好像沒有清楚講到
[00:15:42.160 --> 00:15:44.160]  這幾段聖經
[00:15:44.160 --> 00:15:46.160]  這幾段聖經
[00:15:46.160 --> 00:15:48.160]  過中的關係
[00:15:48.160 --> 00:15:50.160]  但我們再清楚看一看
[00:15:50.160 --> 00:15:52.160]  意義是很清楚
[00:15:52.160 --> 00:15:54.160]  耶穌在這裡論及人趕鬼之後
[00:15:54.160 --> 00:15:56.160]  不能夠完全隨意
[00:15:56.160 --> 00:15:58.160]  而不是完全得到釋放
[00:15:58.160 --> 00:16:00.160]  或者我在這裡稍微要講一講
[00:16:00.160 --> 00:16:02.160]  耶穌說這個比喻
[00:16:02.160 --> 00:16:04.160]  有一個人被趕鬼
[00:16:04.160 --> 00:16:06.160]  鬼驅走了
[00:16:06.160 --> 00:16:08.160]  驅走了之後
[00:16:08.160 --> 00:16:10.160]  他就帶著七隻更惡的鬼
[00:16:10.160 --> 00:16:12.160]  走回來
[00:16:12.160 --> 00:16:14.160]  因為他發覺空了
[00:16:14.160 --> 00:16:16.160]  沒有人在那裡
[00:16:16.160 --> 00:16:18.160]  那些靈恩派
[00:16:18.160 --> 00:16:20.160]  他就告訴你
[00:16:20.160 --> 00:16:22.160]  當一個人信了耶穌
[00:16:22.160 --> 00:16:26.160]  他不是再受
[00:16:26.160 --> 00:16:28.160]  聖靈之使
[00:16:28.160 --> 00:16:30.160]  不是聖靈充滿的時候
[00:16:30.160 --> 00:16:32.160]  那些污鬼
[00:16:32.160 --> 00:16:34.160]  就會帶更惡的鬼來
[00:16:34.160 --> 00:16:36.160]  去搞你
[00:16:36.160 --> 00:16:38.160]  於是就搞到你亂七八糟
[00:16:38.160 --> 00:16:40.160]  這是靈恩派的看法
[00:16:40.160 --> 00:16:42.160]  但這個靈恩派的看法
[00:16:42.160 --> 00:16:44.160]  是完全錯誤的
[00:16:44.160 --> 00:16:46.160]  聖經裡面所說的是什麼
[00:16:46.160 --> 00:16:48.160]  第一 耶穌裡面所說
[00:16:48.160 --> 00:16:50.160]  那被鬼趕走的
