
[00:00:00.000 --> 00:00:06.000]  頂著會,午安!新年快樂!
[00:08:49.000 --> 00:08:53.000]  因為有個子女,一個在美國讀,一個在澳洲讀
[00:08:53.000 --> 00:09:00.000]  她趁著假期期間,父母和兒子,兩個都在讀大學
[00:09:00.000 --> 00:09:05.000]  去紐西蘭遊覽
[00:09:05.000 --> 00:09:07.000]  遊的時候,女兒開車
[00:09:07.000 --> 00:09:17.000]  很想過前面的車,走快一點
[00:09:17.000 --> 00:09:22.000]  誰知道當她想越過這輛車的時候
[00:09:22.000 --> 00:09:26.000]  迎面有一個大貨車,迎面而來
[00:09:26.000 --> 00:09:29.000]  非常快速的大貨車
[00:09:29.000 --> 00:09:32.000]  結果,迎頭相撞
[00:09:32.000 --> 00:09:43.000]  撞的結果,父母和女兒,開車的女兒當場死亡
[00:09:43.000 --> 00:09:49.000]  20歲的兒子,重傷,送去醫院
[00:09:49.000 --> 00:09:53.000]  以前我看這些新聞的時候
[00:09:53.000 --> 00:10:01.000]  我很擔心和我們恩福,頂姊妹有沒有關係
[00:10:01.000 --> 00:10:06.000]  我發覺到,過去的經驗告訴我
[00:10:06.000 --> 00:10:10.000]  原來十個人當中,起碼有三、四個
[00:10:10.000 --> 00:10:14.000]  和恩福人都有關係
[00:10:14.000 --> 00:10:19.000]  而這次,都是有頂姊妹
[00:10:19.000 --> 00:10:27.000]  來講到,是他們很熟的朋友
[00:10:27.000 --> 00:10:31.000]  心難過得不得了
[00:10:31.000 --> 00:10:35.000]  各位頂姊妹,想一想
[00:10:35.000 --> 00:10:39.000]  恩福人,現在會中大概一晚二千
[00:10:39.000 --> 00:10:41.000]  加上我們兩個分頭
[00:10:41.000 --> 00:10:47.000]  連同他們的家人,大概三、四萬
[00:10:47.000 --> 00:10:51.000]  如果再加上我們很熟的親友
[00:10:51.000 --> 00:10:56.000]  我想起碼,大大話話起碼十幾二十萬
[00:10:56.000 --> 00:11:01.000]  原來平均,有可能20個人當中
[00:11:01.000 --> 00:11:07.000]  在香港,有一個人和恩福多少有關係
[00:11:07.000 --> 00:11:12.000]  這些新聞來到的時候,心裏面非常難過
[00:11:12.000 --> 00:11:16.000]  但是今天,除了邀請大家
[00:11:16.000 --> 00:11:20.000]  你都繼續為這個仍然生存的兒子
[00:11:20.000 --> 00:11:26.000]  20歲的大學生,來討個意外
[00:11:26.000 --> 00:11:33.000]  我也希望大家,來看看聖經對我們一些的教導
[00:11:33.000 --> 00:11:39.000]  放假期間,我看到有些車在下面
[00:11:39.000 --> 00:11:43.000]  Bumper,大大隻,八個字
[00:11:43.000 --> 00:11:46.000]  我看進去,他們有看過
[00:11:46.000 --> 00:11:53.000]  Sticker寫著什麼呢?學得醉醉,壯得碎碎
[00:11:53.000 --> 00:11:56.000]  有沒有看過?有幾個人有看過
[00:11:56.000 --> 00:11:59.000]  舉手,是小巴的後面
[00:11:59.000 --> 00:12:03.000]  來寫,學得醉醉,壯得碎碎
[00:12:03.000 --> 00:12:08.000]  醉駕在今天的香港,是非常危險的事
[00:12:08.000 --> 00:12:11.000]  他提醒我們
[00:12:11.000 --> 00:12:16.000]  開車大膽,也可以告訴我們
[00:12:16.000 --> 00:12:22.000]  接著,問題也會很多
[00:12:22.000 --> 00:12:27.000]  我今天很想用紅綠燈和禁區煞車制
[00:12:27.000 --> 00:12:30.000]  和大家做一些比喻
[00:12:30.000 --> 00:12:33.000]  在我們的車上,有油門
[00:12:33.000 --> 00:12:37.000]  油門就是你要加速向前行的時候,你要踩油
[00:12:37.000 --> 00:12:41.000]  但另一方面,當去到一些要停的紅燈的時候
[00:12:41.000 --> 00:12:44.000]  你要踩制,那個是煞車
[00:12:44.000 --> 00:12:47.000]  如果車只有油門,沒有煞車
[00:12:47.000 --> 00:12:50.000]  這個就是肯定有問題
[00:12:50.000 --> 00:12:52.000]  意外就一定會發生
[00:12:52.000 --> 00:12:55.000]  但如果只有煞車,沒有油門
[00:12:55.000 --> 00:12:58.000]  這輛車就等於廢了,你不如走路好了
[00:12:58.000 --> 00:13:01.000]  所以我們今天,是要有油門可以去得到
[00:13:01.000 --> 00:13:04.000]  當然是健全的引擎
[00:13:04.000 --> 00:13:06.000]  但另一方面,一定要有煞車
[00:13:06.000 --> 00:13:09.000]  你沒有煞車制的時候,同樣危險
[00:13:09.000 --> 00:13:12.000]  另一方面,沒有油門的時候,要加油
[00:13:12.000 --> 00:13:14.000]  沒有電,你要充電
[00:13:14.000 --> 00:13:17.000]  這就是我們今天一定要考慮的東西
[00:13:17.000 --> 00:13:21.000]  希伯萊書13章,1-8章
[00:13:21.000 --> 00:13:26.000]  他就是將這些提醒告訴我們
[00:13:26.000 --> 00:13:28.000]  首先,第一個提醒
[00:13:28.000 --> 00:13:32.000]  有些情況下,是開小綠燈
[00:13:32.000 --> 00:13:35.000]  我們要踩油門,是要去的
[00:13:35.000 --> 00:13:37.000]  而要去的,是包括到什麼呢?
[00:13:37.000 --> 00:13:40.000]  是第一節,到第三節
[00:13:40.000 --> 00:13:44.000]  大家找到的時候,我們一起讀這三節的聖經
[00:13:44.000 --> 00:13:48.000]  你們務要償存弟兄相愛的心
[00:13:48.000 --> 00:13:51.000]  不可忘記用愛心接待客侶
[00:13:51.000 --> 00:13:54.000]  因為曾有接待客侶的
[00:13:54.000 --> 00:13:57.000]  不知不覺就接待了天使
[00:13:57.000 --> 00:13:59.000]  你們要紀念被捆綁的人
[00:13:59.000 --> 00:14:02.000]  好像與他們同受捆綁
[00:14:02.000 --> 00:14:04.000]  也要紀念遭苦害的人
[00:14:04.000 --> 00:14:07.000]  想到自己也在肉身之內
[00:14:07.000 --> 00:14:12.000]  這三節的聖經
[00:14:12.000 --> 00:14:14.000]  是講明告訴我們
[00:14:14.000 --> 00:14:17.000]  你們務要償存
[00:14:17.000 --> 00:14:19.000]  這是一個命令
[00:14:19.000 --> 00:14:21.000]  償存這個字
[00:14:21.000 --> 00:14:26.000]  這個字是要持續不斷地去進行
[00:14:26.000 --> 00:14:29.000]  持續不斷地要去
[00:14:29.000 --> 00:14:31.000]  不要停留,不要離開
[00:14:31.000 --> 00:14:33.000]  是要繼續的
[00:14:33.000 --> 00:14:35.000]  這些是油門
[00:14:35.000 --> 00:14:38.000]  持續不斷地做什麼呢?
[00:14:38.000 --> 00:14:41.000]  就是弟兄相愛
[00:14:41.000 --> 00:14:43.000]  原來聖經告訴我們
[00:14:43.000 --> 00:14:44.000]  我們對弟兄
[00:14:44.000 --> 00:14:48.000]  我們是要償存這種愛他們
[00:14:48.000 --> 00:14:51.000]  彼此相愛的心
[00:14:51.000 --> 00:14:52.000]  這個很重要
[00:14:52.000 --> 00:14:54.000]  各位弟兄姊妹
[00:14:54.000 --> 00:14:56.000]  裡面所講到什麼叫償存呢?
[00:14:56.000 --> 00:15:00.000]  就不會因為任何這個弟兄
[00:15:00.000 --> 00:15:02.000]  做了一些事傷害我們
[00:15:02.000 --> 00:15:04.000]  做了一些事我們是不同意
[00:15:04.000 --> 00:15:06.000]  做了一些事讓我們覺得失望
[00:15:06.000 --> 00:15:08.000]  那我們就不再愛他了
[00:15:08.000 --> 00:15:10.000]  這個不是神的心意
[00:15:10.000 --> 00:15:12.000]  神的心意就是
[00:15:12.000 --> 00:15:14.000]  你要繼續不斷地
[00:15:14.000 --> 00:15:16.000]  仍然是要愛他
[00:15:16.000 --> 00:15:19.000]  有人曾經問我
[00:15:19.000 --> 00:15:21.000]  蘇姆斯
[00:15:21.000 --> 00:15:23.000]  我看了他這麼多的行為
[00:15:23.000 --> 00:15:25.000]  這個是假弟兄
[00:15:25.000 --> 00:15:27.000]  我看了這麼多東西
[00:15:27.000 --> 00:15:30.000]  這個人是不值得我們相信的
[00:15:30.000 --> 00:15:32.000]  這個人是未得救的
[00:15:32.000 --> 00:15:34.000]  是沒有生命的
[00:15:34.000 --> 00:15:36.000]  是要進入地獄的
[00:15:36.000 --> 00:15:37.000]  哇,真的
[00:15:37.000 --> 00:15:39.000]  我聽完之後
[00:15:39.000 --> 00:15:41.000]  我心裡面
[00:15:41.000 --> 00:15:42.000]  我討個神
[00:15:42.000 --> 00:15:43.000]  我怎麼回應他呢?
[00:15:43.000 --> 00:15:46.000]  他真的受了很多傷害
[00:15:46.000 --> 00:15:48.000]  可能被人傷害過他
[00:15:48.000 --> 00:15:50.000]  感情傷害過他
[00:15:50.000 --> 00:15:54.000]  我很感恩
[00:15:54.000 --> 00:15:57.000]  我跟著就說
[00:15:57.000 --> 00:16:00.000]  弟兄,你就假設
[00:16:00.000 --> 00:16:02.000]  他是未得救
[00:16:02.000 --> 00:16:05.000]  姊妹,你就假設
[00:16:05.000 --> 00:16:07.000]  他未有生命
[00:16:07.000 --> 00:16:09.000]  對於未得救未有生命的人
[00:16:09.000 --> 00:16:11.000]  你怎麼對他呢?
[00:16:11.000 --> 00:16:12.000]  我想問大家
[00:16:12.000 --> 00:16:13.000]  姊妹
[00:16:13.000 --> 00:16:15.000]  我們對著一個未有生命的人
[00:16:15.000 --> 00:16:16.000]  未得救的人
[00:16:16.000 --> 00:16:18.000]  我們應該怎麼對他?
[00:16:18.000 --> 00:16:20.000]  甚至對仇敵
[00:16:20.000 --> 00:16:22.000]  我們怎麼對他?
[00:16:22.000 --> 00:16:24.000]  有沒有人知道?
[00:16:24.000 --> 00:16:25.000]  耶穌說
[00:16:25.000 --> 00:16:27.000]  你的仇敵喝了
[00:16:27.000 --> 00:16:29.000]  就怎麼樣?
[00:16:29.000 --> 00:16:31.000]  給他吃
[00:16:31.000 --> 00:16:33.000]  給他喝
[00:16:33.000 --> 00:16:34.000]  餓了給他吃
[00:16:34.000 --> 00:16:35.000]  喝了給他喝
[00:16:35.000 --> 00:16:37.000]  他叫你走一里
[00:16:37.000 --> 00:16:38.000]  你走二里
[00:16:38.000 --> 00:16:39.000]  他拿你的外衣
[00:16:39.000 --> 00:16:41.000]  你給他一個內衣
[00:16:41.000 --> 00:16:44.000]  這個對仇敵
[00:16:44.000 --> 00:16:45.000]  另外
[00:16:45.000 --> 00:16:47.000]  不要以惡報惡
[00:16:47.000 --> 00:16:48.000]  要怎樣?
[00:16:48.000 --> 00:16:50.000]  以善來報惡
[00:16:50.000 --> 00:16:54.000]  一句污穢的言語
[00:16:54.000 --> 00:16:56.000]  不可出口
[00:16:56.000 --> 00:16:57.000]  凡事說
[00:16:57.000 --> 00:16:59.000]  做人的好話
[00:16:59.000 --> 00:17:00.000]  建立它
[00:17:00.000 --> 00:17:02.000]  就是說如果他未得救
[00:17:02.000 --> 00:17:05.000]  我們更加要加倍努力
[00:17:05.000 --> 00:17:08.000]  來將他帶回救恩的裡面
[00:17:08.000 --> 00:17:10.000]  這就是我們今天要做的事
[00:17:10.000 --> 00:17:12.000]  所以我們說
[00:17:12.000 --> 00:17:14.000]  我們今天很重要的事
[00:17:14.000 --> 00:17:15.000]  我們的使命
[00:17:15.000 --> 00:17:18.000]  你無論當它是什麼都好
[00:17:18.000 --> 00:17:20.000]  我們不可以停止
[00:17:20.000 --> 00:17:23.000]  提興這種傷害的心
[00:17:23.000 --> 00:17:25.000]  甚至對仇敵
[00:17:25.000 --> 00:17:27.000]  我們都要這樣
[00:17:27.000 --> 00:17:29.000]  我絕對相信
[00:17:29.000 --> 00:17:31.000]  如果我們不是這樣的時候
[00:17:31.000 --> 00:17:34.000]  世界遲早會變成像現在
[00:17:34.000 --> 00:17:36.000]  伊斯蘭國
[00:17:36.000 --> 00:17:39.000]  那種兇殘的報復
[00:17:39.000 --> 00:17:41.000]  然後西方國家
[00:17:41.000 --> 00:17:44.000]  有些人忍不住又報復
[00:17:44.000 --> 00:17:46.000]  然後伊斯蘭國又反報復
[00:17:46.000 --> 00:17:47.000]  而帶來的結果
[00:17:47.000 --> 00:17:51.000]  是越來越多無辜受害的人
[00:17:51.000 --> 00:17:54.000]  是會枉死的
[00:17:54.000 --> 00:17:57.000]  當你看到最近
[00:17:58.000 --> 00:18:02.000]  有人因為忍不住伊斯蘭國的賜藥
[00:18:02.000 --> 00:18:05.000]  所以對著幾個伊斯蘭的教徒
[00:18:05.000 --> 00:18:06.000]  殺死了他們
[00:18:06.000 --> 00:18:08.000]  殺死了他們的結果
[00:18:08.000 --> 00:18:10.000]  是更加多無辜的人受害
[00:18:10.000 --> 00:18:13.000]  在埃及21個基督徒
[00:18:13.000 --> 00:18:15.000]  是這樣被消失
[00:18:15.000 --> 00:18:17.000]  被斬頭
[00:18:17.000 --> 00:18:20.000]  另外40多個是回教徒
[00:18:20.000 --> 00:18:22.000]  但是因為
[00:18:22.000 --> 00:18:24.000]  他們就是因為幫美軍
[00:18:24.000 --> 00:18:26.000]  來去改變
[00:18:26.000 --> 00:18:28.000]  所以被活活的燒死
[00:18:28.000 --> 00:18:31.000]  越來越多一些兇殘的事情
[00:18:31.000 --> 00:18:33.000]  在這個世界上
[00:18:33.000 --> 00:18:35.000]  接以連三這樣發生
[00:18:35.000 --> 00:18:38.000]  我們看得很清楚
[00:18:38.000 --> 00:18:40.000]  以牙還牙
[00:18:40.000 --> 00:18:41.000]  以眼還牙
[00:18:41.000 --> 00:18:42.000]  冤冤相報
[00:18:42.000 --> 00:18:43.000]  你可以看得清楚
[00:18:43.000 --> 00:18:46.000]  這個世界上是永無寧日
[00:18:46.000 --> 00:18:48.000]  唯獨是用愛
[00:18:48.000 --> 00:18:49.000]  你會發覺到
[00:18:49.000 --> 00:18:52.000]  這是唯一化解仇恨的方法
[00:18:54.000 --> 00:18:57.000]  我不知道大家你從來有沒有試過
[00:18:57.000 --> 00:18:59.000]  你祝福一個人
[00:18:59.000 --> 00:19:01.000]  那些人會救你的
[00:19:01.000 --> 00:19:03.000]  會不會?
[00:19:03.000 --> 00:19:05.000]  你恭祝他身體健康
[00:19:05.000 --> 00:19:06.000]  平安
[00:19:06.000 --> 00:19:07.000]  祝福你
[00:19:07.000 --> 00:19:09.000]  然後呢
[00:19:09.000 --> 00:19:12.000]  我還預備了很多福音丹章的勵事
[00:19:12.000 --> 00:19:14.000]  很厚的
[00:19:14.000 --> 00:19:17.000]  其實就是趁機
[00:19:17.000 --> 00:19:18.000]  你透過派勵事
[00:19:18.000 --> 00:19:19.000]  你可以派丹章
[00:19:19.000 --> 00:19:21.000]  這個是機會
[00:19:21.000 --> 00:19:23.000]  我會看到無論怎樣都好
[00:19:23.000 --> 00:19:24.000]  當你看到祝福他
[00:19:24.000 --> 00:19:27.000]  然後再派一個勵事給他的時候
[00:19:27.000 --> 00:19:29.000]  個個都非常好
[00:19:29.000 --> 00:19:32.000]  到第二天看到我都這麼開心
[00:19:32.000 --> 00:19:34.000]  仍然都蘇生前蘇生後
[00:19:34.000 --> 00:19:37.000]  我心裏面感覺
[00:19:37.000 --> 00:19:40.000]  原來這是一個建立關係的時刻
[00:19:40.000 --> 00:19:42.000]  各位親愛的弟兄姊妹
[00:19:42.000 --> 00:19:44.000]  我們今天要緊緊記得
[00:19:44.000 --> 00:19:47.000]  這個是要我們不停地要做的
[00:19:47.000 --> 00:19:49.000]  弟兄相愛
[00:19:49.000 --> 00:19:50.000]  第二
[00:19:50.000 --> 00:19:51.000]  第二戰
[00:19:51.000 --> 00:19:53.000]  不可忘記是一個命令
[00:19:53.000 --> 00:19:56.000]  不可忘記用愛心來接待客女
[00:19:56.000 --> 00:19:58.000]  因為曾經有接待客女的
[00:19:58.000 --> 00:20:00.000]  不知不覺就接待了天使
[00:20:00.000 --> 00:20:02.000]  我相信這個直接
[00:20:02.000 --> 00:20:03.000]  我們可以記得的就是
[00:20:03.000 --> 00:20:05.000]  舊約羅德就是這樣
[00:20:05.000 --> 00:20:06.000]  而實際上
[00:20:06.000 --> 00:20:09.000]  耶穌基督也都在馬太二十五章
[00:20:09.000 --> 00:20:11.000]  三十四到四十節
[00:20:11.000 --> 00:20:13.000]  來告訴我們
[00:20:13.000 --> 00:20:15.000]  他告訴我們什麼呢?
[00:20:15.000 --> 00:20:17.000]  如果有人餓了
[00:20:17.000 --> 00:20:18.000]  你就給他吃
[00:20:18.000 --> 00:20:19.000]  喝了你就給他喝
[00:20:19.000 --> 00:20:21.000]  沒有赤身露體你就給他穿
[00:20:21.000 --> 00:20:23.000]  他生病你就看顧他
[00:20:23.000 --> 00:20:25.000]  如果他是坐牢
[00:20:25.000 --> 00:20:27.000]  你就去探望他
[00:20:27.000 --> 00:20:29.000]  如果這樣的時候
[00:20:29.000 --> 00:20:30.000]  就怎樣呢?
[00:20:30.000 --> 00:20:31.000]  我們一起讀一讀
[00:20:31.000 --> 00:20:33.000]  四十節
[00:20:33.000 --> 00:20:34.000]  四十節
[00:20:34.000 --> 00:20:36.000]  一起讀
[00:20:36.000 --> 00:20:37.000]  我先回答
[00:20:37.000 --> 00:20:39.000]  我實在告訴你們
[00:20:39.000 --> 00:20:43.000]  這些事你們既作在這地興中
[00:20:43.000 --> 00:20:45.000]  一個最小的身上
[00:20:45.000 --> 00:20:47.000]  就是做在我身上
[00:20:47.000 --> 00:20:49.000]  他告訴我們
[00:20:49.000 --> 00:20:50.000]  如果這些事
[00:20:50.000 --> 00:20:53.000]  你做在一個地興中
[00:20:53.000 --> 00:20:55.000]  最小的一個身上
[00:20:55.000 --> 00:20:57.000]  什麼叫最小呢?
[00:20:57.000 --> 00:20:59.000]  是最不起眼的
[00:20:59.000 --> 00:21:00.000]  最不值得幫的
[00:21:00.000 --> 00:21:01.000]  最軟弱的
[00:21:01.000 --> 00:21:03.000]  最有需要的
[00:21:03.000 --> 00:21:04.000]  無論你怎麼說都好
[00:21:04.000 --> 00:21:05.000]  最小的
[00:21:05.000 --> 00:21:07.000]  你做在他的身上
[00:21:07.000 --> 00:21:09.000]  耶穌基督
[00:21:09.000 --> 00:21:10.000]  他直接說
