
[00:00:00.000 --> 00:00:08.000]  新節目早安 今天是復活節的第一個主日
[00:06:10.200 --> 00:06:12.200]  就是上個星期日
[00:06:12.200 --> 00:06:13.200]  去二馬五舍的途中
[00:06:13.200 --> 00:06:18.200]  耶穌向他們顯現 這是路加福音記載
[00:06:18.200 --> 00:06:22.200]  而在途中 耶穌一直跟這兩個門徒聊天
[00:06:22.200 --> 00:06:24.200]  他們認不出耶穌
[00:06:24.200 --> 00:06:28.200]  直到太陽偏西了
[00:06:28.200 --> 00:06:30.200]  由耶路撒冷到二馬五舍
[00:06:30.200 --> 00:06:33.200]  大概要走三個小時的路
[00:06:33.200 --> 00:06:36.200]  所以他們走到大概三點鐘
[00:06:36.200 --> 00:06:39.200]  三點多四點鐘 太陽偏西了
[00:06:39.200 --> 00:06:41.200]  他們就說我們不如去村子那裡
[00:06:41.200 --> 00:06:44.200]  這兩個門徒和耶穌去村子那裡
[00:06:44.200 --> 00:06:47.200]  耶穌就坐下 抹餅
[00:06:47.200 --> 00:06:51.200]  這兩個門徒就認出 哎呀 主啊
[00:06:51.200 --> 00:06:53.200]  耶穌就不見了
[00:06:53.200 --> 00:06:56.200]  接著這兩個門徒很驚訝
[00:06:56.200 --> 00:06:58.200]  馬上就走回耶路撒冷
[00:06:58.200 --> 00:07:00.200]  當他們走回耶路撒冷的時候
[00:07:00.200 --> 00:07:04.200]  天已經黑了
[00:07:04.200 --> 00:07:06.200]  就在這個時候
[00:07:06.200 --> 00:07:09.200]  耶穌就向這幫門徒顯現
[00:07:09.200 --> 00:07:11.200]  所以這是上個星期日
[00:07:11.200 --> 00:07:15.200]  一天裡面發生的事情
[00:07:15.200 --> 00:07:18.200]  路加福音和約翰福音所記載
[00:07:18.200 --> 00:07:21.200]  我們要明白 回到那個情景
[00:07:21.200 --> 00:07:23.200]  這幫門徒很驚訝
[00:07:23.200 --> 00:07:26.200]  馬尼亞見到 這兩個門徒見到
[00:07:26.200 --> 00:07:28.200]  其他使徒見不到
[00:07:28.200 --> 00:07:31.200]  現在耶穌顯現的時候
[00:07:31.200 --> 00:07:35.200]  就是在他們聚集的時候
[00:07:35.200 --> 00:07:38.200]  聖經怎麼記載 剛才讀的經文
[00:07:38.200 --> 00:07:43.200]  你記得 門都關了 是吧
[00:07:43.200 --> 00:07:45.200]  耶穌向他們顯現第一個特徵
[00:07:45.200 --> 00:07:47.200]  在這裡出來
[00:07:47.200 --> 00:07:51.200]  門關了 但耶穌可以進到裡面
[00:07:51.200 --> 00:07:53.200]  沒有說開門 敲門
[00:07:53.200 --> 00:07:55.200]  然後讓他們進來 突然間出現
[00:07:55.200 --> 00:07:58.200]  為什麼呢 這個特徵就是保羅
[00:07:58.200 --> 00:08:01.200]  在哥倫多前書14章所說
[00:08:01.200 --> 00:08:05.200]  我們有血肉的身體 血肉的肉體
[00:08:05.200 --> 00:08:09.200]  復活的時候是靈性的肉體
[00:08:09.200 --> 00:08:11.200]  是肉體來的
[00:08:11.200 --> 00:08:13.200]  但兩個肉體不同
[00:08:13.200 --> 00:08:17.200]  我們這個是一個血肉的肉體
[00:08:17.200 --> 00:08:20.200]  摸得到 見得到
[00:08:20.200 --> 00:08:22.200]  不能穿牆 不能過壁
[00:08:22.200 --> 00:08:26.200]  但耶穌看到復活是一個靈性的肉體
[00:08:26.200 --> 00:08:30.200]  靈性的肉體和我們肉體的相似地方
[00:08:30.200 --> 00:08:32.200]  它不是魂 魂無骨無肉
[00:08:32.200 --> 00:08:35.200]  所以耶穌是可以摸的 可以吃東西的
[00:08:35.200 --> 00:08:37.200]  但因為它是靈性的身體
[00:08:37.200 --> 00:08:41.200]  它不受時間空間 不受牆壁所限制
[00:08:41.200 --> 00:08:43.200]  所以它不需要敲門 它就可以進來
[00:08:43.200 --> 00:08:48.200]  並且它和兩個二馬五師的門徒見面之後
[00:08:48.200 --> 00:08:51.200]  它突然間消失了 不見了
[00:08:51.200 --> 00:08:53.200]  它不需要拜拜 我走了
[00:08:53.200 --> 00:08:55.200]  看著它的背影慢慢消失 是沒有這樣
[00:08:55.200 --> 00:08:58.200]  所以這個就是第一個特徵
[00:08:58.200 --> 00:09:00.200]  靈性的身體
[00:09:00.200 --> 00:09:03.200]  當基督見到的時候
[00:09:03.200 --> 00:09:06.200]  祂就和它說 願你們平安
[00:09:06.200 --> 00:09:10.200]  這句話就回應《讓福音》14章所說
[00:09:10.200 --> 00:09:13.200]  因為在《讓福音》14章 耶穌說
[00:09:13.200 --> 00:09:17.200]  祂說我將平安留給你們 是世人所沒有的
[00:09:17.200 --> 00:09:21.200]  而當基督離開的時候 他們很驚恐
[00:09:21.200 --> 00:09:23.200]  沒有了基督 沒有了平安
[00:09:23.200 --> 00:09:25.200]  釘十字架 很害怕
[00:09:25.200 --> 00:09:29.200]  所以緩了關係 怕猶太人來找他麻煩
[00:09:29.200 --> 00:09:32.200]  怕著不知道是誰又拉他釘十字架
[00:09:32.200 --> 00:09:36.200]  但現在耶穌再顯現那種復活大能
[00:09:36.200 --> 00:09:40.200]  願你平安 沒事 我並沒有死
[00:09:40.200 --> 00:09:46.200]  我並不是長存墳墓 但是能力復活
[00:09:46.200 --> 00:09:51.200]  然後耶穌基督對他們說
[00:09:51.200 --> 00:09:56.200]  「負怎樣差遣了我 我也照樣差遣你們」
[00:09:56.200 --> 00:10:01.200]  這個就是耶穌基督向我們顯現的一個很大的使命
[00:10:01.200 --> 00:10:06.200]  耶穌基督是上帝所差遣下來 轉性救贖
[00:10:06.200 --> 00:10:11.200]  如果耶穌現在升天上去 所有事情就完了
[00:10:11.200 --> 00:10:16.200]  但耶穌基督要向他們說 還沒完的
[00:10:16.200 --> 00:10:22.200]  上帝差遣了他 上帝這個差遣還沒完
[00:10:22.200 --> 00:10:28.200]  是要透過門徒繼續將上帝的使命傳承出去
[00:10:28.200 --> 00:10:32.200]  所以當耶穌基督肉身升天之後
[00:10:32.200 --> 00:10:34.200]  我們就成為了基督了
[00:10:34.200 --> 00:10:39.200]  保羅怎麼說呢?你們是基督的身體 你們就是基督
[00:10:39.200 --> 00:10:43.200]  所以今天我們帶著這個使命的位份很高
[00:10:43.200 --> 00:10:47.200]  我們在這個世上彰顯上帝的大能
[00:10:47.200 --> 00:10:53.200]  彰顯使命 我們就是基督在世上肉身的顯現
[00:10:53.200 --> 00:10:55.200]  不過是以群體形式顯現
[00:10:55.200 --> 00:10:58.200]  以基督徒 以教會來顯現
[00:10:58.200 --> 00:11:02.200]  所以這個奧秘 我們有這麼高的一個位份
[00:11:02.200 --> 00:11:06.200]  接著他就說一句話
[00:11:06.200 --> 00:11:09.200]  你們赦免誰的罪 誰的罪就得赦免
[00:11:09.200 --> 00:11:12.200]  你們留下誰的罪 誰的罪就留下
[00:11:12.200 --> 00:11:14.200]  是一個權柄來的
[00:11:14.200 --> 00:11:20.200]  教會權柄是代表上帝向犯罪悔改的人宣洩
[00:11:20.200 --> 00:11:25.200]  而這個宣洩是完全有能力 完全可靠
[00:11:25.200 --> 00:11:27.200]  這個就是權柄
[00:11:27.200 --> 00:11:31.200]  所以教會今天帶著這個權柄在這個世上
[00:11:31.200 --> 00:11:34.200]  去釋放被罪捆綁的人
[00:11:34.200 --> 00:11:37.200]  這個真心悔改的人來到教會
[00:11:37.200 --> 00:11:42.200]  他就得到平安 因為他知道他罪已經被赦免
[00:11:42.200 --> 00:11:45.200]  基督十加上為我們承受救贖
[00:11:45.200 --> 00:11:47.200]  他補血洗淨我們
[00:11:47.200 --> 00:11:49.200]  所以這個就是教會的權柄
[00:11:49.200 --> 00:11:51.200]  接著就向他出一口氣
[00:11:51.200 --> 00:11:53.200]  就說領受聖靈
[00:11:53.200 --> 00:11:55.200]  這個聖靈是沒有貫詞的
[00:11:55.200 --> 00:11:58.200]  沒有der這個貫詞
[00:11:58.200 --> 00:12:03.200]  所以這個聖靈就不是第三位的聖父聖子聖靈
[00:12:03.200 --> 00:12:08.200]  這個聖靈領受聖靈就是領受能力的意思
[00:12:08.200 --> 00:12:10.200]  這個靈就是一個靈的能力
[00:12:10.200 --> 00:12:13.200]  從上帝而來的能力
[00:12:13.200 --> 00:12:19.200]  帶著能力去施行神給我們的權柄
[00:12:19.200 --> 00:12:23.200]  聖靈什麼時候降臨呢?
[00:12:23.200 --> 00:12:24.200]  就是五旬節
[00:12:24.200 --> 00:12:27.200]  所以領受聖靈之後他們仍然要等候
[00:12:27.200 --> 00:12:29.200]  等候五旬節聖靈降臨
[00:12:29.200 --> 00:12:33.200]  這個就是聖父聖子聖靈的五旬節
[00:12:33.200 --> 00:12:38.200]  這個就是上個禮拜所發生
[00:12:38.200 --> 00:12:42.200]  在發生的時候就出現了一個插曲
[00:12:42.200 --> 00:12:46.200]  今天就要跟大家說多瑪
[00:12:46.200 --> 00:12:49.200]  多瑪被人覺得很懷疑
[00:12:49.200 --> 00:12:52.200]  剛才我們讀經文都記得
[00:12:52.200 --> 00:12:54.200]  他不在場他跟門徒說
[00:12:54.200 --> 00:12:57.200]  我一定要伸手摸摸你的肋旁
[00:12:57.200 --> 00:13:00.200]  要探在手裡等等的東西
[00:13:00.200 --> 00:13:02.200]  我們看看多瑪
[00:13:02.200 --> 00:13:04.200]  多瑪在四卷福音都沒有記載
[00:13:04.200 --> 00:13:06.200]  除了若寅福音
[00:13:06.200 --> 00:13:09.200]  若寅福音記載多瑪總共有三次
[00:13:09.200 --> 00:13:11.200]  這三次都很有趣的
[00:13:11.200 --> 00:13:18.200]  第一次就在拉薩路復活記載了一次
[00:13:18.200 --> 00:13:21.200]  當時耶穌是叫拉薩路復活
[00:13:21.200 --> 00:13:24.200]  然後耶穌就說他要去猶太人那裡
[00:13:24.200 --> 00:13:27.200]  但是那時候殺機重重
[00:13:27.200 --> 00:13:31.200]  因為猶太人見到耶穌叫拉薩路復活
[00:13:31.200 --> 00:13:33.200]  當時那幫猶太人其實心裡就說
[00:13:33.200 --> 00:13:35.200]  哇他這樣不行
[00:13:35.200 --> 00:13:36.200]  這樣影響力太大
[00:13:36.200 --> 00:13:40.200]  於是他們就合謀在若寅福音記載
[00:13:40.200 --> 00:13:42.200]  不僅要將耶穌殺
[00:13:42.200 --> 00:13:44.200]  還要連拉薩路也殺了
[00:13:44.200 --> 00:13:48.200]  所以這個殺機是大家感受到
[00:13:48.200 --> 00:13:52.200]  我們記得瑪利亞為什麼拿香膏去抹耶穌呢
[00:13:52.200 --> 00:13:54.200]  因為瑪利亞都很害怕
[00:13:54.200 --> 00:13:57.200]  不知道耶穌過幾天會有什麼後果
[00:13:57.200 --> 00:13:59.200]  所以瑪利亞就趁著這個機會
[00:13:59.200 --> 00:14:00.200]  趁著耶穌還沒死
[00:14:00.200 --> 00:14:03.200]  趕快用香膏抹主
[00:14:03.200 --> 00:14:06.200]  在這樣的殺機重重下
[00:14:07.200 --> 00:14:11.200]  多瑪竟然豪氣壯志
[00:14:11.200 --> 00:14:13.200]  多瑪怎麼說呢
[00:14:13.200 --> 00:14:15.200]  當耶穌說我要去猶太人那裡
[00:14:15.200 --> 00:14:17.200]  其他門徒說不行啊 很危險啊
[00:14:17.200 --> 00:14:20.200]  多瑪說死就死吧 我們去
[00:14:20.200 --> 00:14:22.200]  所以多瑪怎麼說呢
[00:14:22.200 --> 00:14:25.200]  我們也和他同死白
[00:14:25.200 --> 00:14:28.200]  多瑪說怕什麼啊 一起死吧
[00:14:28.200 --> 00:14:29.200]  豪氣壯志
[00:14:29.200 --> 00:14:32.200]  你會見到多瑪是一個這樣的人
[00:14:32.200 --> 00:14:34.200]  不怕死的
[00:14:34.200 --> 00:14:37.200]  第二次在最後晚餐
[00:14:37.200 --> 00:14:40.200]  約翰利記著很有趣的
[00:14:40.200 --> 00:14:44.200]  多瑪的性格在第二個突顯出來
[00:14:44.200 --> 00:14:46.200]  在最後晚餐的時候
[00:14:46.200 --> 00:14:48.200]  耶穌就說了一篇道之前
[00:14:48.200 --> 00:14:50.200]  他就說我要去
[00:14:50.200 --> 00:14:52.200]  原是為你們預備的地方
[00:14:52.200 --> 00:14:54.200]  預備好之後要接你們
[00:14:54.200 --> 00:14:57.200]  接著耶穌就說你知道我去哪裡
[00:14:57.200 --> 00:14:59.200]  你們都要去
[00:14:59.200 --> 00:15:00.200]  多瑪就抗議了
[00:15:00.200 --> 00:15:02.200]  他說我根本不知道你們去哪裡
[00:15:02.200 --> 00:15:04.200]  因為耶穌沒有說清楚
[00:15:04.200 --> 00:15:06.200]  那我去哪裡
[00:15:06.200 --> 00:15:07.200]  其他門徒有疑惑
[00:15:07.200 --> 00:15:08.200]  但不敢說出來
[00:15:08.200 --> 00:15:10.200]  但多瑪不是 他有疑惑就說
[00:15:10.200 --> 00:15:14.200]  多瑪就說你告訴我去哪裡
[00:15:14.200 --> 00:15:18.200]  所以多瑪是一個心直口快
[00:15:18.200 --> 00:15:21.200]  第三個就是這裡
[00:15:21.200 --> 00:15:23.200]  第三次就記載
[00:15:23.200 --> 00:15:25.200]  當耶穌復活之後
[00:15:25.200 --> 00:15:26.200]  多瑪不在場
[00:15:26.200 --> 00:15:29.200]  多瑪就說耶穌真的出現
[00:15:29.200 --> 00:15:31.200]  他就說我不相信
[00:15:31.200 --> 00:15:33.200]  除非我真的摸過他才相信
[00:15:33.200 --> 00:15:37.200]  多瑪這樣說就給人有一個感覺
[00:15:37.200 --> 00:15:40.200]  多瑪這個人是懷疑主義
[00:15:40.200 --> 00:15:42.200]  這個人是很不信的
[00:15:42.200 --> 00:15:44.200]  是一種理性的
[00:15:44.200 --> 00:15:46.200]  其實如果我們小心看經文
[00:15:46.200 --> 00:15:49.200]  我們發現不是這樣
[00:15:49.200 --> 00:15:52.200]  多瑪說得這麼堅定
[00:15:52.200 --> 00:15:56.200]  正正就代表了他很想相信的心靈
[00:15:56.200 --> 00:15:59.200]  但因為他當時的情緒
[00:15:59.200 --> 00:16:07.200]  我們可以用當時的情況去思想一下
[00:16:07.200 --> 00:16:11.200]  表面看來多瑪是一個極端的懷疑主義
[00:16:11.200 --> 00:16:16.200]  但其實多瑪是很失落的
[00:16:16.200 --> 00:16:19.200]  以致他用這樣的話去安慰自己
[00:16:19.200 --> 00:16:21.200]  是什麼意思呢
[00:16:21.200 --> 00:16:23.200]  譬如我們一起去旅行
[00:16:23.200 --> 00:16:26.200]  大家去一個地方玩
[00:16:26.200 --> 00:16:28.200]  或者去台灣九份
[00:16:28.200 --> 00:16:30.200]  吃了好吃的東西
[00:16:30.200 --> 00:16:32.200]  剛好你沒有去
[00:16:32.200 --> 00:16:34.200]  剛好你不去廁所
[00:16:34.200 --> 00:16:36.200]  或者有人叫你出去
[00:16:36.200 --> 00:16:38.200]  你突然發現天上美食
[00:16:38.200 --> 00:16:40.200]  吃得很好吃
[00:16:40.200 --> 00:16:42.200]  吃了那個人就像上天
[00:16:42.200 --> 00:16:44.200]  就跟你說你真的結束了
[00:16:44.200 --> 00:16:46.200]  我們剛吃了好吃的東西
[00:16:46.200 --> 00:16:48.200]  你的情緒很不開心
[00:16:48.200 --> 00:16:50.200]  我剛好不在這裡
[00:16:50.200 --> 00:16:52.200]  你又找到最好的東西
[00:16:52.200 --> 00:16:54.200]  失落的心情就給你一種反擊心
[00:16:54.200 --> 00:16:56.200]  很厲害嗎
[00:16:56.200 --> 00:16:58.200]  除非你給我吃過
[00:16:58.200 --> 00:17:00.200]  我才相信
[00:17:00.200 --> 00:17:02.200]  心情是這樣
[00:17:02.200 --> 00:17:04.200]  因為多瑪當時他不在
[00:17:04.200 --> 00:17:06.200]  他看不到主
[00:17:06.200 --> 00:17:08.200]  很失落
[00:17:08.200 --> 00:17:10.200]  所以他用心說除非他安慰自己
[00:17:10.200 --> 00:17:12.200]  其實他只是安慰自己
[00:17:12.200 --> 00:17:14.200]  在這樣的心情下
[00:17:14.200 --> 00:17:16.200]  就讓人覺得他懷疑主義
[00:17:16.200 --> 00:17:18.200]  但我們看回經文其實不是這樣
[00:17:18.200 --> 00:17:20.200]  第二次了
[00:17:20.200 --> 00:17:22.200]  第八天
[00:17:22.200 --> 00:17:24.200]  星期一是第一天
[00:17:24.200 --> 00:17:26.200]  然後星期一是第二天
[00:17:26.200 --> 00:17:28.200]  下個星期天就是第八天
[00:17:28.200 --> 00:17:30.200]  兩次都是主日
[00:17:30.200 --> 00:17:32.200]  就是耶穌復活的
[00:17:32.200 --> 00:17:34.200]  有意思的
[00:17:34.200 --> 00:17:36.200]  早期的門徒
[00:17:36.200 --> 00:17:38.200]  他們是去安息日
[00:17:38.200 --> 00:17:40.200]  猶太人的安息日
[00:17:40.200 --> 00:17:42.200]  但基督的顯現兩次都是復活的
[00:17:42.200 --> 00:17:44.200]  七日第一日
[00:17:44.200 --> 00:17:46.200]  就是第八日
[00:17:46.200 --> 00:17:48.200]  沙漏門徒去紀念主
[00:17:48.200 --> 00:17:50.200]  就不用安息日了
[00:17:50.200 --> 00:17:52.200]  就用主日
[00:17:52.200 --> 00:17:54.200]  復活的日子
[00:17:54.200 --> 00:17:56.200]  第八日
[00:17:56.200 --> 00:17:58.200]  這次耶穌再顯現
[00:17:58.200 --> 00:18:00.200]  顯現的時候
[00:18:00.200 --> 00:18:02.200]  也是用願你們平安
[00:18:02.200 --> 00:18:04.200]  問候他們
[00:18:04.200 --> 00:18:06.200]  然後就叫多瑪
[00:18:06.200 --> 00:18:08.200]  他們過來摸摸我
[00:18:08.200 --> 00:18:10.200]  多瑪這個時候有沒有去摸
[00:18:10.200 --> 00:18:12.200]  沒有了
[00:18:12.200 --> 00:18:14.200]  他看到主很滿足
[00:18:14.200 --> 00:18:16.200]  所以當時多瑪就給一個最高的認訊
[00:18:16.200 --> 00:18:18.200]  我的主
[00:18:18.200 --> 00:18:20.200]  我的上帝
[00:18:20.200 --> 00:18:22.200]  四福音和小行傳
[00:18:22.200 --> 00:18:24.200]  很少見
[00:18:24.200 --> 00:18:26.200]  因為四福音和小行傳
[00:18:26.200 --> 00:18:28.200]  所說的耶穌基督是上帝的兒子
[00:18:28.200 --> 00:18:30.200]  上帝的兒子
[00:18:30.200 --> 00:18:32.200]  和上帝本身
[00:18:32.200 --> 00:18:34.200]  在猶太人的觀念
[00:18:34.200 --> 00:18:36.200]  是差一層的
[00:18:36.200 --> 00:18:38.200]  但多瑪不是說
[00:18:38.200 --> 00:18:40.200]  我的主是上帝的兒子
[00:18:40.200 --> 00:18:42.200]  不是
[00:18:42.200 --> 00:18:44.200]  他把耶穌基督等同上帝
[00:18:44.200 --> 00:18:46.200]  當看到基督復活
[00:18:46.200 --> 00:18:48.200]  榮耀的身體
[00:18:48.200 --> 00:18:50.200]  不是像以前那樣
[00:18:50.200 --> 00:18:52.200]  把耶穌當成一個拉比
[00:18:52.200 --> 00:18:54.200]  或者神的兒子
[00:18:54.200 --> 00:18:56.200]  他把耶穌等同上帝
[00:18:56.200 --> 00:18:58.200]  我的主我的上帝
[00:18:58.200 --> 00:19:00.200]  成為了後來的信經
[00:19:00.200 --> 00:19:02.200]  一個最高的認訊
[00:19:02.200 --> 00:19:04.200]  所以今天說我們耶穌基督
[00:19:04.200 --> 00:19:06.200]  是三位一體
[00:19:06.200 --> 00:19:08.200]  是上帝
[00:19:08.200 --> 00:19:10.200]  然後耶穌
[00:19:10.200 --> 00:19:12.200]  就說了一句話
[00:19:12.200 --> 00:19:14.200]  這句話
[00:19:14.200 --> 00:19:16.200]  是很有意思的
[00:19:16.200 --> 00:19:18.200]  是因為看見了我
[00:19:18.200 --> 00:19:20.200]  才信嗎?
[00:19:20.200 --> 00:19:24.200]  那沒有看見卻信的有福了
[00:19:24.200 --> 00:19:26.200]  這句話是什麼意思呢?
[00:19:26.200 --> 00:19:29.200]  沒有看見主而信
[00:19:29.200 --> 00:19:31.200]  不是代表
[00:19:31.200 --> 00:19:33.200]  盲目去信
[00:19:33.200 --> 00:19:36.200]  沒有看見主而信
