
[00:00:00.000 --> 00:00:11.400]  在此先恭喜大家 新一年能夠有一個更好的新開始
[00:20:48.900 --> 00:20:51.900]  打一下球
[00:20:51.900 --> 00:20:54.900]  我不是說打球是壞事
[00:20:54.900 --> 00:20:56.900]  我不是說打球是壞事
[00:20:56.900 --> 00:20:57.900]  打球是好事
[00:20:57.900 --> 00:21:00.900]  教會說打一下球
[00:21:00.900 --> 00:21:01.900]  搞一下電腦班
[00:21:01.900 --> 00:21:02.900]  搞一下跳舞班
[00:21:02.900 --> 00:21:04.900]  搞一下書法班
[00:21:04.900 --> 00:21:06.900]  搞一下繪畫班
[00:21:06.900 --> 00:21:09.900]  有些瑜伽班
[00:21:09.900 --> 00:21:13.900]  你想想什麼班都有
[00:21:13.900 --> 00:21:14.900]  羽毛球班
[00:21:14.900 --> 00:21:15.900]  壁球班
[00:21:15.900 --> 00:21:18.900]  現在好像流行打那些叫pickle ball
[00:21:18.900 --> 00:21:19.900]  pickle ball
[00:21:19.900 --> 00:21:20.900]  我都想知道怎麼打
[00:21:20.900 --> 00:21:22.900]  找Eric教我
[00:21:22.900 --> 00:21:23.900]  告訴我
[00:21:23.900 --> 00:21:24.900]  好像
[00:21:24.900 --> 00:21:26.900]  可想而知
[00:21:26.900 --> 00:21:28.900]  他身體這麼fit
[00:21:28.900 --> 00:21:32.900]  搞了很多這樣的班
[00:21:33.900 --> 00:21:35.900]  有些搞育嬰院
[00:21:35.900 --> 00:21:37.900]  兒童中心
[00:21:37.900 --> 00:21:39.900]  青年人活動的
[00:21:39.900 --> 00:21:42.900]  可以幫助你怎樣互相配偶組合
[00:21:42.900 --> 00:21:44.900]  搞多些機會
[00:21:44.900 --> 00:21:48.900]  讓你的年輕人可以有多些相交的機會
[00:21:48.900 --> 00:21:50.900]  教會就搞這些東西
[00:21:50.900 --> 00:21:53.900]  為什麼要搞這些東西
[00:21:53.900 --> 00:21:56.900]  因為這個世界的人就是喜歡這些東西
[00:21:56.900 --> 00:21:59.900]  反正他都出去搞了
[00:21:59.900 --> 00:22:01.900]  不如回來教會搞
[00:22:01.900 --> 00:22:03.900]  教會就說
[00:22:03.900 --> 00:22:05.900]  當我搞這些活動的時候
[00:22:05.900 --> 00:22:06.900]  順便和他接觸
[00:22:06.900 --> 00:22:08.900]  就和他有傳福音的機會
[00:22:08.900 --> 00:22:11.900]  但你玩一玩
[00:22:11.900 --> 00:22:13.900]  絕大部分教會搞這些東西
[00:22:13.900 --> 00:22:16.900]  搞那些人
[00:22:16.900 --> 00:22:18.900]  其實在裡面是不是真的和人傳福音呢
[00:22:18.900 --> 00:22:21.900]  似乎打球的機會
[00:22:21.900 --> 00:22:23.900]  或者玩的機會
[00:22:23.900 --> 00:22:25.900]  是那個主要元素
[00:22:25.900 --> 00:22:27.900]  講福音
[00:22:27.900 --> 00:22:29.900]  打完球就已經走人了
[00:22:30.900 --> 00:22:32.900]  這種思想
[00:22:32.900 --> 00:22:36.900]  這種活動和世界結連
[00:22:36.900 --> 00:22:39.900]  是很容易導致
[00:22:39.900 --> 00:22:43.900]  教會不單不能將真理改變人
[00:22:43.900 --> 00:22:47.900]  而相反將教會拉去變成這個世界
[00:22:47.900 --> 00:22:49.900]  越來越像這個世界
[00:22:49.900 --> 00:22:55.900]  在第21至第27節裡
[00:22:55.900 --> 00:22:57.900]  想講一個什麼的主旨呢
[00:22:57.900 --> 00:22:59.900]  既然不是要讓
[00:22:59.900 --> 00:23:02.900]  但你要逐個歷史片段去對應
[00:23:02.900 --> 00:23:04.900]  是講什麼的
[00:23:04.900 --> 00:23:07.900]  其實在這段聖經裡
[00:23:07.900 --> 00:23:09.900]  主要是要告訴我們
[00:23:09.900 --> 00:23:11.900]  就是我剛才所說
[00:23:11.900 --> 00:23:13.900]  如果你和這個世界為伍
[00:23:13.900 --> 00:23:15.900]  你以為可以發達可以通暢可以搞得定
[00:23:15.900 --> 00:23:17.900]  可以趁機可以傳道
[00:23:17.900 --> 00:23:18.900]  我告訴你
[00:23:18.900 --> 00:23:20.900]  這些全都是你自欺欺人的事情
[00:23:20.900 --> 00:23:23.900]  我們看看這件事
[00:23:23.900 --> 00:23:24.900]  這裡說什麼
[00:23:24.900 --> 00:23:26.900]  很快地說
[00:23:26.900 --> 00:23:28.900]  如果我要詳細地說
[00:23:28.900 --> 00:23:30.900]  我要和你說歷史書
[00:23:30.900 --> 00:23:32.900]  你會說牧師
[00:23:32.900 --> 00:23:34.900]  不要吧 講歷史
[00:23:34.900 --> 00:23:35.900]  我不是很感興趣
[00:23:35.900 --> 00:23:37.900]  不過我們儘管說一點點
[00:23:37.900 --> 00:23:41.900]  我們看看第21至第27節
[00:23:41.900 --> 00:23:43.900]  這裡說的大約是什麼
[00:23:43.900 --> 00:23:46.900]  首先有一個卑鄙的人
[00:23:46.900 --> 00:23:48.900]  興起接續為王
[00:23:48.900 --> 00:23:52.900]  這個卑鄙的人是誰呢
