
[00:00:00.000 --> 00:00:05.960]  我們在主裡面能夠一起敬拜
[00:04:42.600 --> 00:04:46.760]  結果還是要面對更嚴格的審判
[00:04:46.760 --> 00:04:47.560]  大家都知道的
[00:04:47.560 --> 00:04:48.760]  如果你做教練
[00:04:48.760 --> 00:04:50.520]  譬如你做瘦身教練
[00:04:50.520 --> 00:04:53.160]  那你說得很厲害
[00:04:53.160 --> 00:04:55.400]  那你要接受的評判
[00:04:55.400 --> 00:04:58.760]  是會比你的學員更加厲害的
[00:04:58.760 --> 00:05:00.360]  為什麼你教人瘦身
[00:05:00.360 --> 00:05:02.360]  你比他胖那麼多
[00:05:02.360 --> 00:05:04.360]  這是常識來的
[00:05:04.360 --> 00:05:06.360]  我們要謙卑
[00:05:06.360 --> 00:05:07.480]  我們要學習
[00:05:07.480 --> 00:05:08.840]  他提到這一點的時候
[00:05:08.840 --> 00:05:10.600]  然後他就按不住的
[00:05:10.600 --> 00:05:11.720]  繼續下去
[00:05:11.720 --> 00:05:13.560]  說到這個舌頭的問題
[00:05:13.560 --> 00:05:17.960]  就為我們帶來這個雅各書第三章第二節開始
[00:05:17.960 --> 00:05:22.440]  對於這個舌頭這一點點的東西
[00:05:22.440 --> 00:05:24.840]  作出了最精闢
[00:05:24.840 --> 00:05:28.360]  也是最不留情的一個描述
[00:05:28.360 --> 00:05:29.640]  入目三分
[00:05:29.640 --> 00:05:32.520]  原來我們在許多事上都有過失
[00:05:32.520 --> 00:05:36.360]  若有人在言語上沒有過失
[00:05:36.360 --> 00:05:38.600]  他就是完全人
[00:05:38.600 --> 00:05:42.120]  也能勒住自己的全身
[00:05:42.120 --> 00:05:45.400]  雅各在這裡
[00:05:45.400 --> 00:05:47.640]  他雖然是師徒
[00:05:47.640 --> 00:05:53.400]  但是他將自己擺在弟兄姊妹當中
[00:05:53.400 --> 00:05:57.240]  用許多我們我們我們的說話
[00:05:57.240 --> 00:05:59.240]  這種態度
[00:05:59.240 --> 00:06:01.960]  我覺得是很值得我們學習的態度
[00:06:01.960 --> 00:06:04.280]  他真正是一個教導者
[00:06:04.280 --> 00:06:07.480]  他真正是一個上帝賦予他權威的人
[00:06:07.480 --> 00:06:12.280]  但是他沒有將自己擺在比別人更高一等的地位
[00:06:12.280 --> 00:06:14.280]  反而是處處說我們
[00:06:14.280 --> 00:06:19.320]  是我們在許多事情上都有過失
[00:06:19.320 --> 00:06:21.880]  我們是一個軟弱的人
[00:06:21.880 --> 00:06:24.440]  我們是一個會行差踏錯的人
[00:06:24.440 --> 00:06:26.680]  我們是一個會判斷錯誤
[00:06:26.680 --> 00:06:28.680]  會有限制的人
[00:06:28.680 --> 00:06:34.040]  我不知道在說話方面
[00:06:34.040 --> 00:06:37.880]  會不會我們不經意就爆了一句出來
[00:06:37.880 --> 00:06:41.400]  會不會我們不經意就說多了
[00:06:41.400 --> 00:06:44.200]  會不會我們說的那些東西
[00:06:44.200 --> 00:06:48.040]  不知為何出來的時候還是有腐蝕性的
[00:06:48.280 --> 00:06:52.360]  或者一出來都好像帶了辣椒一樣
[00:06:52.360 --> 00:06:54.360]  無論你在哪個職份
[00:06:54.360 --> 00:06:56.360]  其實我們的說話
[00:06:56.360 --> 00:07:01.160]  都會反映出我們自己是一個有缺失的人
[00:07:01.160 --> 00:07:03.400]  雅各甚至去到一個地步
[00:07:03.400 --> 00:07:07.000]  這樣說如果人在言語上是沒有過失
[00:07:07.000 --> 00:07:11.080]  從來沒有說錯過一句說話的
[00:07:11.080 --> 00:07:13.960]  這是一個完全的人
[00:07:13.960 --> 00:07:18.280]  為何?因為他能夠勒住自己的全身
[00:07:18.280 --> 00:07:21.240]  即是說你能夠控制一張嘴巴
[00:07:21.240 --> 00:07:25.480]  你就基本上能夠控制整個人生
[00:07:25.480 --> 00:07:32.440]  如果你可以在言語上完全沒有過失
[00:07:32.440 --> 00:07:34.440]  你是完全人
[00:07:34.440 --> 00:07:37.640]  聽到這裡我想我們大家都說
[00:07:37.640 --> 00:07:39.640]  這樣我們沒有份的
[00:07:39.640 --> 00:07:42.760]  我也不想做完全人
[00:07:42.760 --> 00:07:45.320]  其實我告訴你一個好消息
[00:07:45.320 --> 00:07:47.880]  其實我們真的沒有一個會是完全人
[00:07:47.880 --> 00:07:48.600]  這樣就可以了
[00:07:48.600 --> 00:07:50.600]  我們可以繼續言語上有過失
[00:07:50.600 --> 00:07:52.600]  他的意思就是說
[00:07:52.600 --> 00:07:55.400]  言語上如果能夠沒有過失
[00:07:55.400 --> 00:07:58.120]  就是一個成熟的人
[00:07:58.120 --> 00:08:00.120]  因為聖經所說的
[00:08:00.120 --> 00:08:02.920]  特別是希臘思想裡面
[00:08:02.920 --> 00:08:04.920]  那一個所謂完全
[00:08:04.920 --> 00:08:08.600]  並不是我們今天以為那種
[00:08:08.600 --> 00:08:12.200]  達到一個完美無瑕
[00:08:12.200 --> 00:08:15.800]  完完全全的一個境界
[00:08:15.800 --> 00:08:16.360]  不是
[00:08:16.360 --> 00:08:17.800]  不是在說那樣
[00:08:17.800 --> 00:08:21.320]  而是在說我們一個成熟
[00:08:21.320 --> 00:08:24.360]  這樣我們就要追求成熟
[00:08:24.360 --> 00:08:28.200]  我不想我一天都是說錯的東西
[00:08:28.200 --> 00:08:29.720]  我一直都是說錯
[00:08:29.720 --> 00:08:32.040]  不想一直用那些說話
[00:08:32.040 --> 00:08:34.040]  來對待我的親人
[00:08:34.040 --> 00:08:35.560]  我一直都是說
[00:08:35.560 --> 00:08:37.000]  說開是這樣的
[00:08:37.000 --> 00:08:38.760]  對著你我就是這樣說的
[00:08:38.760 --> 00:08:40.760]  有沒有遇到這樣的情況
[00:08:40.760 --> 00:08:42.760]  有沒有時候都覺得
[00:08:42.760 --> 00:08:44.200]  真的不知道為什麼
[00:08:44.200 --> 00:08:46.200]  看到他就會說這些東西
[00:08:46.200 --> 00:08:48.200]  不知道為什麼
[00:08:48.200 --> 00:08:50.200]  其實不是不知道
[00:08:50.200 --> 00:08:53.240]  不過是沒有繼續的去更新變化
[00:08:53.240 --> 00:08:59.000]  沒有繼續去擺脫我們一些不成熟的東西
[00:08:59.000 --> 00:09:01.000]  求主幫助我們
[00:09:01.000 --> 00:09:03.000]  是追求成為一個
[00:09:03.000 --> 00:09:06.280]  不是完全沒有瑕疵
[00:09:06.280 --> 00:09:08.280]  完全沒有罪過
[00:09:08.280 --> 00:09:10.280]  這樣的完全
[00:09:10.280 --> 00:09:12.280]  而是追求一個
[00:09:12.280 --> 00:09:17.720]  我不斷都能夠繼續成熟長大
[00:09:17.720 --> 00:09:19.720]  好不好?弟兄姊妹
[00:09:19.720 --> 00:09:21.720]  求主幫我們
[00:09:21.720 --> 00:09:25.000]  我最近看一本書
[00:09:25.000 --> 00:09:27.000]  叫做《當代門徒》
[00:09:27.000 --> 00:09:29.800]  是John Stock所寫的
[00:09:29.800 --> 00:09:33.000]  他88歲寫他人生最後一本書
[00:09:33.000 --> 00:09:37.160]  其中關於門徒的一個特徵
[00:09:37.160 --> 00:09:40.680]  他就是講到要成熟
[00:09:40.680 --> 00:09:47.080]  裡面講到任何一個人
[00:09:47.080 --> 00:09:49.080]  無論他年紀多大
[00:09:49.080 --> 00:09:51.080]  無論他學歷多高
[00:09:51.080 --> 00:09:53.080]  那個powerpoint可以關掉
[00:09:53.080 --> 00:09:55.080]  我這裡有的
[00:09:55.080 --> 00:09:57.080]  原來你們沒有的
[00:09:57.080 --> 00:09:59.080]  對不起
[00:09:59.080 --> 00:10:01.080]  謝謝你
[00:10:01.080 --> 00:10:03.080]  不好意思
[00:10:03.080 --> 00:10:05.080]  因為我很想兄姊妹一直聽著信息的時候
[00:10:05.080 --> 00:10:07.080]  是專心的
[00:10:07.080 --> 00:10:09.080]  來到我們有互動
[00:10:09.080 --> 00:10:11.080]  他提到這個一個人
[00:10:11.080 --> 00:10:13.080]  無論去到哪個階段
[00:10:13.080 --> 00:10:15.080]  都有些東西是熟的
[00:10:15.080 --> 00:10:17.960]  這個對我一個很大的提醒
[00:10:17.960 --> 00:10:21.080]  無論你去到哪個階段
[00:10:21.080 --> 00:10:24.520]  你都有得繼續追求成熟
[00:10:24.520 --> 00:10:27.720]  這個就是給我們一個很大的鼓勵
[00:10:27.720 --> 00:10:30.440]  我又想請大家想一想
[00:10:30.440 --> 00:10:33.480]  你周圍所聽見的
[00:10:33.480 --> 00:10:36.200]  在你日常的生活裡面
[00:10:36.200 --> 00:10:40.680]  請問你聽得最多的是什麼話?
[00:10:40.680 --> 00:10:46.040]  在你自己家裡聽得最多的是什麼話?
[00:10:46.040 --> 00:10:48.520]  或者在你的教會裡面
[00:10:48.520 --> 00:10:51.560]  你聽得最多的是什麼話?
[00:10:51.560 --> 00:10:53.560]  倒過來就說
[00:10:53.560 --> 00:10:55.560]  每時每刻
[00:10:55.560 --> 00:10:57.560]  我們自己口中所說的
[00:10:57.560 --> 00:10:59.560]  又是什麼話呢?
[00:10:59.560 --> 00:11:01.560]  過去這五天
[00:11:01.560 --> 00:11:04.360]  你講得最多的是什麼話?
[00:11:04.360 --> 00:11:06.360]  哇!牧師
[00:11:06.360 --> 00:11:08.360]  你都不知道我
[00:11:08.360 --> 00:11:10.360]  我的環境很艱難的
[00:11:10.360 --> 00:11:12.360]  不兇別人就當你死的
[00:11:12.360 --> 00:11:14.360]  所以我天天都說髒話的
[00:11:14.360 --> 00:11:16.360]  啊!你說
[00:11:16.360 --> 00:11:18.360]  我這行需要啊
[00:11:18.360 --> 00:11:20.360]  有些行業真是
[00:11:20.360 --> 00:11:22.360]  以這件事
[00:11:22.360 --> 00:11:28.360]  來作為管理的一個渠道
[00:11:28.360 --> 00:11:30.360]  可能你說我天天都在說那些
[00:11:30.360 --> 00:11:32.360]  我就想請問一下
[00:11:32.360 --> 00:11:34.360]  如果你倒過來天天都在聽那些的話
[00:11:34.360 --> 00:11:36.360]  你的反應會是怎樣的?
[00:11:36.360 --> 00:11:38.360]  到底我們的言語
[00:11:38.360 --> 00:11:40.360]  和我們整個人生
[00:11:40.360 --> 00:11:42.360]  我們人際的關係
[00:11:42.360 --> 00:11:44.360]  是怎樣的呢?
[00:11:44.360 --> 00:11:46.360]  如果聖靈
[00:11:46.360 --> 00:11:48.360]  在提點我們
[00:11:48.360 --> 00:11:50.360]  如果我出口之前
[00:11:50.360 --> 00:11:52.360]  都問一問
[00:11:52.360 --> 00:11:54.360]  聖靈啊
[00:11:54.360 --> 00:11:56.360]  我這句話
[00:11:56.360 --> 00:11:58.360]  應不應該說啊?
[00:11:58.360 --> 00:12:00.360]  我講完之後
[00:12:00.360 --> 00:12:02.360]  聖靈在我心裏面
[00:12:02.360 --> 00:12:04.360]  又有什麼提醒呢?
[00:12:04.360 --> 00:12:06.360]  我相信
[00:12:06.360 --> 00:12:08.360]  如果我們能夠用這種態度
[00:12:08.360 --> 00:12:10.360]  去思想關於言語
[00:12:10.360 --> 00:12:12.360]  也許
[00:12:12.360 --> 00:12:14.360]  我們有很多的東西
[00:12:14.360 --> 00:12:16.360]  就會開始改變
[00:12:16.360 --> 00:12:18.360]  我們和家人的關係
[00:12:18.360 --> 00:12:20.360]  可能因為我們
[00:12:20.360 --> 00:12:22.360]  改變那個
[00:12:22.360 --> 00:12:24.360]  講話的內容
[00:12:24.360 --> 00:12:26.360]  講話的語氣
[00:12:26.360 --> 00:12:28.360]  和講話的節奏
[00:12:28.360 --> 00:12:30.360]  還有
[00:12:30.360 --> 00:12:32.360]  講話的聲量
[00:12:32.360 --> 00:12:34.360]  有些人說
[00:12:34.360 --> 00:12:36.360]  我大聲不過不是
[00:12:36.360 --> 00:12:38.360]  沒有禮貌
[00:12:38.360 --> 00:12:40.360]  那個每次講都很大聲
[00:12:40.360 --> 00:12:42.360]  我想有很多東西
[00:12:42.360 --> 00:12:44.360]  我們真的可以
[00:12:44.360 --> 00:12:46.360]  重新來學習
[00:12:46.360 --> 00:12:48.360]  讓我們思想
[00:12:48.360 --> 00:12:50.360]  自己聽的環境
[00:12:50.360 --> 00:12:52.360]  是什麼
[00:12:52.360 --> 00:12:54.360]  你會不會整天聽見
[00:12:54.360 --> 00:12:56.360]  都是被人批評
[00:12:56.360 --> 00:12:58.360]  被人要求
[00:12:58.360 --> 00:13:00.360]  被人要求
[00:13:00.360 --> 00:13:02.360]  還是你整天聽見
[00:13:02.360 --> 00:13:04.360]  很多人對你的
[00:13:04.360 --> 00:13:06.360]  感激啊、欣賞啊
[00:13:06.360 --> 00:13:08.360]  祝福啊
[00:13:08.360 --> 00:13:10.360]  其實說話真的
[00:13:10.360 --> 00:13:12.360]  重要到不得了
[00:13:12.360 --> 00:13:14.360]  你整個生命基本上
[00:13:14.360 --> 00:13:16.360]  就是透過你的口來建立出來
[00:13:16.360 --> 00:13:18.360]  那你說
[00:13:18.360 --> 00:13:20.360]  難怪我可以騙到他回來
[00:13:20.360 --> 00:13:22.360]  難怪我可以這樣
[00:13:22.360 --> 00:13:24.360]  難怪我今天這樣
[00:13:24.360 --> 00:13:26.360]  原來我每次開口
[00:13:26.360 --> 00:13:28.360]  都得罪人
[00:13:28.360 --> 00:13:30.360]  我們真的很容易得罪人
[00:13:30.360 --> 00:13:32.360]  剛剛聽見
[00:13:32.360 --> 00:13:34.360]  一個朋友說
[00:13:34.360 --> 00:13:38.360]  他說他
[00:13:38.360 --> 00:13:40.360]  出席一個
[00:13:40.360 --> 00:13:42.360]  頒獎禮
[00:13:42.360 --> 00:13:44.360]  然後他回去那個頒獎禮之後
[00:13:44.360 --> 00:13:46.360]  他說真的
[00:13:46.360 --> 00:13:48.360]  不明白
[00:13:48.360 --> 00:13:50.360]  那些人為什麼會這樣說
[00:13:50.360 --> 00:13:52.360]  他見到他之後
[00:13:52.360 --> 00:13:54.360]  就跟他說
[00:13:54.360 --> 00:13:56.360]  難怪你可以
[00:13:56.360 --> 00:13:58.360]  這樣寫作
[00:13:58.360 --> 00:14:00.360]  這樣翻譯
[00:14:00.360 --> 00:14:04.360]  那個
[00:14:04.360 --> 00:14:06.360]  得獎者就覺得
[00:14:06.360 --> 00:14:08.360]  這句話
[00:14:08.360 --> 00:14:10.360]  到底裡面的含義是什麼
[00:14:10.360 --> 00:14:12.360]  就是見到
[00:14:12.360 --> 00:14:14.360]  譬如見到
[00:14:14.360 --> 00:14:18.360]  我都不是很會表達這件事
[00:14:18.360 --> 00:14:20.360]  不過我又不想表達錯
[00:14:20.360 --> 00:14:22.360]  不過我相信我沒有理解
[00:14:22.360 --> 00:14:24.360]  我的朋友聽完別人的說話
[00:14:24.360 --> 00:14:26.360]  那種覺得奇怪
[00:14:26.360 --> 00:14:28.360]  覺得不舒服
[00:14:28.360 --> 00:14:30.360]  因為當
[00:14:30.360 --> 00:14:32.360]  我去領一個獎的時候
[00:14:32.360 --> 00:14:34.360]  我只是想別人
[00:14:34.360 --> 00:14:36.360]  來恭喜我
[00:14:36.360 --> 00:14:38.360]  肯定我
[00:14:38.360 --> 00:14:40.360]  然後你說一些
[00:14:40.360 --> 00:14:42.360]  奇怪的說話
[00:14:42.360 --> 00:14:44.360]  就是說陳欣明你這麼奇怪
[00:14:44.360 --> 00:14:46.360]  難怪可以這樣翻譯
[00:14:46.360 --> 00:14:48.360]  那樣的事
[00:14:48.360 --> 00:14:50.360]  就很奇怪
[00:14:50.360 --> 00:14:52.360]  忽然間想起
[00:14:52.360 --> 00:14:54.360]  這句話
[00:14:54.360 --> 00:14:56.360]  然後雅各告訴我們
[00:14:56.360 --> 00:14:58.360]  我們的舌頭
[00:14:58.360 --> 00:15:00.360]  我們的舌頭是很小
[00:15:00.360 --> 00:15:02.360]  不過又是
[00:15:02.360 --> 00:15:04.360]  很厲害
[00:15:04.360 --> 00:15:06.360]  他用了幾個比喻
[00:15:06.360 --> 00:15:08.360]  第三章第三節到第五節
[00:15:08.360 --> 00:15:10.360]  說我們如果將雀環
[00:15:10.360 --> 00:15:12.360]  放在馬的嘴裡面
[00:15:12.360 --> 00:15:14.360]  叫牠馴服就能調動牠全身
[00:15:16.360 --> 00:15:18.360]  雖然船是大
[00:15:18.360 --> 00:15:20.360]  又被大風吹迫
[00:15:20.360 --> 00:15:22.360]  用少少的陀
[00:15:22.360 --> 00:15:24.360]  就能夠
[00:15:24.360 --> 00:15:26.360]  隨著掌陀的意思
[00:15:26.360 --> 00:15:28.360]  來轉動
[00:15:28.360 --> 00:15:30.360]  這樣舌頭在
[00:15:30.360 --> 00:15:32.360]  百體裡也是最小
[00:15:32.360 --> 00:15:34.360]  牠能說大的說話
[00:15:34.360 --> 00:15:36.360]  看看
[00:15:36.360 --> 00:15:38.360]  最小的火
[00:15:38.360 --> 00:15:40.360]  能夠燒著最大的樹林
[00:15:40.360 --> 00:15:42.360]  兩樣的東西
[00:15:42.360 --> 00:15:44.360]  馬
[00:15:44.360 --> 00:15:46.360]  和雀環
[00:15:46.360 --> 00:15:48.360]  船和陀
[00:15:48.360 --> 00:15:50.360]  樹林和小火
[00:15:50.360 --> 00:15:52.360]  全部都不合比例
[00:15:52.360 --> 00:15:54.360]  但是這個
[00:15:54.360 --> 00:15:56.360]  不合比例的情況就是
[00:15:56.360 --> 00:15:58.360]  告訴我們
[00:15:58.360 --> 00:16:00.360]  我們最小的
[00:16:00.360 --> 00:16:02.360]  肢體裡面最小的那一樣東西
[00:16:02.360 --> 00:16:04.360]  就是有
[00:16:04.360 --> 00:16:06.360]  最大的能力
[00:16:06.360 --> 00:16:08.360]  所以我們必須要
[00:16:08.360 --> 00:16:10.360]  管好它
[00:16:10.360 --> 00:16:12.360]  如果馬
[00:16:12.360 --> 00:16:14.360]  雀環管著
[00:16:14.360 --> 00:16:16.360]  可以成為癲馬
[00:16:16.360 --> 00:16:18.360]  如果船沒有陀
[00:16:18.360 --> 00:16:20.360]  來左右牠
[00:16:20.360 --> 00:16:22.360]  可能會
[00:16:22.360 --> 00:16:24.360]  撞到潮石的樹
[00:16:24.360 --> 00:16:26.360]  如果那個火
[00:16:26.360 --> 00:16:28.360]  不是放在一個恰當的地方
[00:16:28.360 --> 00:16:30.360]  是會將整個的樹林
[00:16:30.360 --> 00:16:32.360]  一片的大地
[00:16:32.360 --> 00:16:34.360]  都燒成焦土
[00:16:34.360 --> 00:16:36.360]  即是
[00:16:36.360 --> 00:16:38.360]  弟兄姊妹
[00:16:38.360 --> 00:16:40.360]  我們今天要認識一件事
[00:16:40.360 --> 00:16:42.360]  認識
[00:16:42.360 --> 00:16:44.360]  上帝已經
[00:16:44.360 --> 00:16:46.360]  將一種很大的
[00:16:46.360 --> 00:16:48.360]  能力放在你
[00:16:48.360 --> 00:16:50.360]  和我的身上
[00:16:50.360 --> 00:16:52.360]  就是祂給了我們一條舌
[00:16:52.360 --> 00:16:55.360]  有時我們經常說
[00:16:55.360 --> 00:16:57.360]  上帝啊我沒有能力啊
[00:16:57.360 --> 00:16:58.360]  什麼都沒有能力
[00:16:58.360 --> 00:16:59.360]  不是
[00:16:59.360 --> 00:17:01.360]  在這一處瓦角告訴我們
[00:17:01.360 --> 00:17:03.360]  上帝賦予每一個人
[00:17:03.360 --> 00:17:05.360]  都有一種很大的能力
[00:17:05.360 --> 00:17:07.360]  就是語言的能力
[00:17:07.360 --> 00:17:09.360]  就是管理舌頭
[00:17:09.360 --> 00:17:11.360]  是絕對需要的
[00:17:11.360 --> 00:17:12.360]  否則的話
[00:17:12.360 --> 00:17:15.360]  你會毀壞毀壞毀壞
[00:17:15.360 --> 00:17:17.360]  而不是去建設
[00:17:17.360 --> 00:17:19.360]  所以求主幫助我們
[00:17:19.360 --> 00:17:21.360]  能夠勒得住它
[00:17:21.360 --> 00:17:23.360]  其實和不同的人吵架
[00:17:23.360 --> 00:17:25.360]  在於你講不講那一句話
[00:17:25.360 --> 00:17:27.360]  你忍不忍一下
[00:17:27.360 --> 00:17:29.360]  其實和人的關係
[00:17:29.360 --> 00:17:31.360]  好與不好
[00:17:31.360 --> 00:17:33.360]  能夠上一層或者是下一層
[00:17:33.360 --> 00:17:35.360]  在於你講不講
[00:17:35.360 --> 00:17:37.360]  那一句話
[00:17:37.360 --> 00:17:39.360]  你的措辭是什麼
[00:17:39.360 --> 00:17:41.360]  求主給我們智慧
[00:17:41.360 --> 00:17:45.360]  那你說真的很難
[00:17:45.360 --> 00:17:47.360]  我就想告訴你
[00:17:47.360 --> 00:17:49.360]  有一個好消息
[00:17:49.360 --> 00:17:51.360]  如果我們學習不開口
[00:17:51.360 --> 00:17:55.360]  都已經成功了一半
[00:17:55.360 --> 00:17:59.360]  就是我很喜歡一句的真言
[00:17:59.360 --> 00:18:01.360]  它是愚昧人
[00:18:01.360 --> 00:18:03.360]  如果不開口
[00:18:03.360 --> 00:18:05.360]  就不顯出他的愚昧
[00:18:05.360 --> 00:18:08.360]  所以我很多時候都不出聲
[00:18:08.360 --> 00:18:10.360]  人們以為我很酷
[00:18:10.360 --> 00:18:11.360]  其實我是因為很愚昧
[00:18:11.360 --> 00:18:13.360]  不能說話
[00:18:13.360 --> 00:18:15.360]  因為我一開口人就知道我沒料
[00:18:15.360 --> 00:18:20.360]  但是不出惡言
[00:18:20.360 --> 00:18:22.360]  不出惡言
[00:18:22.360 --> 00:18:24.360]  不要去講他
[00:18:24.360 --> 00:18:26.360]  不要去回應他
[00:18:26.360 --> 00:18:32.360]  已經可以避免了一大半的麻煩
[00:18:33.360 --> 00:18:37.360]  我們這個最細小的肢體
[00:18:37.360 --> 00:18:40.360]  我們這條小小的舌頭
[00:18:40.360 --> 00:18:45.360]  其實是定義了人之所以為人
[00:18:45.360 --> 00:18:50.360]  一個很重要的特徵
[00:18:50.360 --> 00:18:55.360]  人去到為人作一個定義
[00:18:55.360 --> 00:18:57.360]  有些人就很頑皮
[00:18:57.360 --> 00:18:59.360]  為人定義
