
[00:00:00.000 --> 00:00:09.000]  今日我們的主題就是安息 進入安息
[00:06:20.000 --> 00:06:24.000]  我說我們不要再大家扮演上帝了
[00:06:24.000 --> 00:06:28.000]  什麼叫扮演上帝 扮演上帝就是我永遠都是對的
[00:06:28.000 --> 00:06:30.000]  你就永遠都是錯的
[00:06:30.000 --> 00:06:33.000]  這是上帝才可以做到的事
[00:06:33.000 --> 00:06:35.000]  我們在扮演上帝
[00:06:35.000 --> 00:06:41.000]  還有我們所得到的資料 我們所得到的信息
[00:06:41.000 --> 00:06:46.000]  只不過是一個有部分真相的消息
[00:06:46.000 --> 00:06:48.000]  其實你和我都知道
[00:06:48.000 --> 00:06:52.000]  無論是誰的立場 我們得到的很多都是假的東西
[00:06:52.000 --> 00:06:55.000]  有很多是部分的 就算是真的都是部分的
[00:06:55.000 --> 00:06:59.000]  我們不能夠像阿伯拉罕的錯誤 拿著部分的真相
[00:06:59.000 --> 00:07:04.000]  去推理 跟著決定他的行動
[00:07:05.000 --> 00:07:12.000]  然後我們也不能夠否定聖經有他自己的底線
[00:07:12.000 --> 00:07:14.000]  有道德的底線
[00:07:14.000 --> 00:07:17.000]  無論是出於什麼原因
[00:07:17.000 --> 00:07:23.000]  我說當你去仇恨 充滿了仇恨 盡情的要去毀滅對方
[00:07:23.000 --> 00:07:28.000]  甚至是不擇手段的用虛妄的方式
[00:07:28.000 --> 00:07:32.000]  去欺騙的方式 去打倒對方的時候
[00:07:32.000 --> 00:07:36.000]  一定不是催神的心意 去美意
[00:07:36.000 --> 00:07:41.000]  因為只有撒旦才是魔鬼 才是雪方人的父
[00:07:41.000 --> 00:07:46.000]  當我寫完這些心裡的說話的時候 很快就有人回應
[00:07:46.000 --> 00:07:51.000]  有一位可謂知名的目者 他回應了一句
[00:07:51.000 --> 00:07:53.000]  諷刺我的一句
[00:07:53.000 --> 00:07:56.000]  就是說 共產黨萬歲
[00:07:56.000 --> 00:08:00.000]  他說我是 就是說我是共產黨
[00:08:00.000 --> 00:08:02.000]  我心裡很難過
[00:08:02.000 --> 00:08:09.000]  這位弟兄 我曾經和他一起在患難當中經歷過一段日子
[00:08:09.000 --> 00:08:11.000]  但竟然他可以這樣說
[00:08:11.000 --> 00:08:15.000]  我不是生他的氣 但心裡有一種心死的感覺
[00:08:15.000 --> 00:08:17.000]  我發覺我拿出心來說
[00:08:17.000 --> 00:08:21.000]  但是他們已經不會有人不願意去聽
[00:08:21.000 --> 00:08:25.000]  那時候 我就寫了那幾句 我還記得的
[00:08:25.000 --> 00:08:32.000]  我說 或者 我是用我曾經說過的話
[00:08:32.000 --> 00:08:35.000]  道不同 不相為謀
[00:08:35.000 --> 00:08:44.000]  他日 如果我們在信仰真理和道德標準上有相近的話
[00:08:44.000 --> 00:08:46.000]  後會有期
[00:08:46.000 --> 00:08:52.000]  我也是這樣 我一樣是這樣
[00:08:52.000 --> 00:08:55.000]  很傷 很難過
[00:08:55.000 --> 00:08:58.000]  那種難過是帶著憂慮的難過
[00:08:58.000 --> 00:09:01.000]  這次香港真的玩得很大
[00:09:01.000 --> 00:09:05.000]  動亂可能會有停止的時候
[00:09:05.000 --> 00:09:12.000]  但是那種仇恨和不信任 是不會消失的 很長遠
[00:09:12.000 --> 00:09:20.000]  究竟我們怎樣可以得到神的安息
[00:09:20.000 --> 00:09:22.000]  這就是我今天要問的主題
[00:09:22.000 --> 00:09:25.000]  神的安息不是我們自己去創作的
[00:09:25.000 --> 00:09:27.000]  我們看看聖經
[00:09:27.000 --> 00:09:31.000]  我們看看聖經裡面怎樣講到神的安息
[00:09:31.000 --> 00:09:33.000]  怎樣可以進入神的安息
[00:09:33.000 --> 00:09:36.000]  我想和大家從這段聖經裡面
[00:09:36.000 --> 00:09:40.000]  從神的話裡面看三個得到的啟迪
[00:09:40.000 --> 00:09:42.000]  我們看三個得到的啟迪
[00:09:42.000 --> 00:09:44.000]  這三個得到的啟迪都是聖經裡面
[00:09:44.000 --> 00:09:47.000]  剛才那段聖經裡面有指向的方式
[00:09:47.000 --> 00:09:51.000]  首先我們說怎樣才可以得到神的安息
[00:09:51.000 --> 00:09:54.000]  我們就問神的安息是什麼
[00:09:54.000 --> 00:09:56.000]  好像很抽象
[00:09:56.000 --> 00:09:59.000]  神的安息究竟是怎樣的呢
[00:09:59.000 --> 00:10:01.000]  我們就要看回聖經
[00:10:01.000 --> 00:10:03.000]  聖經就用了什麼呢
[00:10:03.000 --> 00:10:07.000]  希伯來書就用了神創造宇宙之後的第七天
[00:10:07.000 --> 00:10:09.000]  給我們有啟迪
[00:10:09.000 --> 00:10:11.000]  這個很好
[00:10:11.000 --> 00:10:14.000]  我想如果我們問神的安息不是我們抽象在猜的
[00:10:14.000 --> 00:10:19.000]  就要看聖經裡面指向究竟什麼時候怎樣表達神的安息
[00:10:19.000 --> 00:10:20.000]  最容易了
[00:10:20.000 --> 00:10:22.000]  聖經說很清楚的
[00:10:22.000 --> 00:10:26.000]  其實神的工作從創立世界以來已經完成了
[00:10:26.000 --> 00:10:28.000]  因為輪到第七天
[00:10:28.000 --> 00:10:29.000]  他在聖經某一處
[00:10:29.000 --> 00:10:33.000]  其實這裡所指的就是創世紀2章2節所說的
[00:10:33.000 --> 00:10:35.000]  神創造了萬物之後
[00:10:35.000 --> 00:10:38.000]  完畢就在第七天揭了他一切的安息了
[00:10:38.000 --> 00:10:40.000]  那一節的聖經
[00:10:40.000 --> 00:10:42.000]  在第七天
[00:10:42.000 --> 00:10:45.000]  神就在第七天安息了他一切的工作
[00:10:45.000 --> 00:10:47.000]  我翻譯不是在這裡硬文章
[00:10:47.000 --> 00:10:49.000]  原文不是揭息的
[00:10:49.000 --> 00:10:51.000]  是安息
[00:10:51.000 --> 00:10:53.000]  是katapasis這個字
[00:10:53.000 --> 00:10:56.000]  那究竟這裡想說些什麼呢
[00:10:56.000 --> 00:10:58.000]  這個就重要了
[00:10:58.000 --> 00:11:00.000]  神的安息
[00:11:00.000 --> 00:11:02.000]  在聖經裡面多次出現這個字眼
[00:11:02.000 --> 00:11:04.000]  如果我們要了解神的安息
[00:11:04.000 --> 00:11:07.000]  能夠進入那種安息的狀態的話
[00:11:07.000 --> 00:11:10.000]  我們要明白那個安息是怎樣的安息
[00:11:10.000 --> 00:11:12.000]  聖經說的很清楚了
[00:11:12.000 --> 00:11:15.000]  神的安息就是在第七天
[00:11:15.000 --> 00:11:17.000]  他創造了六天之後
[00:11:17.000 --> 00:11:19.000]  第七天就安息了
[00:11:19.000 --> 00:11:21.000]  明白了嗎?當然不明白了
[00:11:21.000 --> 00:11:23.000]  再想下去你就不明白了
[00:11:23.000 --> 00:11:25.000]  你說我明白了
[00:11:25.000 --> 00:11:26.000]  神做了七天了
[00:11:26.000 --> 00:11:28.000]  那第七天就休息了
[00:11:28.000 --> 00:11:30.000]  是不是?
[00:11:30.000 --> 00:11:32.000]  那我想和你們說
[00:11:32.000 --> 00:11:34.000]  神做了六天的創造
[00:11:34.000 --> 00:11:36.000]  是不是很辛苦啊?
[00:11:36.000 --> 00:11:38.000]  哇!要做這麼多生物
[00:11:38.000 --> 00:11:40.000]  那怎麼搞呢?
[00:11:40.000 --> 00:11:41.000]  唉!做完了
[00:11:41.000 --> 00:11:42.000]  休息一下
[00:11:42.000 --> 00:11:43.000]  是不是?
[00:11:43.000 --> 00:11:45.000]  當然不是啦
[00:11:45.000 --> 00:11:47.000]  神為什麼要休息呢?
[00:11:47.000 --> 00:11:49.000]  神為什麼要休息呢?
[00:11:49.000 --> 00:11:51.000]  神說有就有
[00:11:51.000 --> 00:11:52.000]  是不是?
[00:11:52.000 --> 00:11:54.000]  神不是很辛苦
[00:11:54.000 --> 00:11:56.000]  所以第七天要休息一下
[00:11:56.000 --> 00:11:59.000]  所以第七天肯定不是神為了要太辛苦
[00:11:59.000 --> 00:12:01.000]  所以他休息一下而有的了
[00:12:01.000 --> 00:12:03.000]  那又改天做什麼呢?
[00:12:03.000 --> 00:12:04.000]  為什麼要做一天出來呢?
[00:12:04.000 --> 00:12:06.000]  於是這些歷代神學家
[00:12:06.000 --> 00:12:08.000]  要做功夫
[00:12:08.000 --> 00:12:10.000]  很辛苦的在討論討論討論了二千年
[00:12:10.000 --> 00:12:12.000]  究竟那天做什麼呢?
[00:12:12.000 --> 00:12:14.000]  為什麼要那天呢?
[00:12:14.000 --> 00:12:17.000]  我相信這個絕對不是多餘的問題
[00:12:17.000 --> 00:12:18.000]  一定要明白
[00:12:18.000 --> 00:12:20.000]  這個就是神自己
[00:12:20.000 --> 00:12:22.000]  讓我們看到他的安息
[00:12:22.000 --> 00:12:24.000]  究竟第七天做什麼呢?
[00:12:24.000 --> 00:12:25.000]  最後我們發覺
[00:12:25.000 --> 00:12:27.000]  基本上有兩樣東西很重要
[00:12:27.000 --> 00:12:30.000]  第七天為什麼神要設一天
[00:12:30.000 --> 00:12:33.000]  是成為他的安息呢?
[00:12:33.000 --> 00:12:35.000]  不是因為他很累
[00:12:35.000 --> 00:12:38.000]  所以他要休息一下
[00:12:38.000 --> 00:12:41.000]  而是因為第七天
[00:12:41.000 --> 00:12:47.000]  他是享受他所創造的成果
[00:12:47.000 --> 00:12:50.000]  所以第七天是他享受他六天所創造的成果
[00:12:50.000 --> 00:12:53.000]  用我們今天比較現代的字眼來說
[00:12:53.000 --> 00:12:56.000]  那六天裡面神創造了宇宙
[00:12:56.000 --> 00:12:58.000]  創造光和暗
[00:12:58.000 --> 00:13:00.000]  接著創造了太陽系
[00:13:00.000 --> 00:13:02.000]  所以有太陽有月亮
[00:13:02.000 --> 00:13:04.000]  接著創造了地球
[00:13:04.000 --> 00:13:07.000]  所以有水和分開的獨地
[00:13:07.000 --> 00:13:09.000]  在這個地方裡面
[00:13:09.000 --> 00:13:12.000]  神創造了水裡面的生物
[00:13:12.000 --> 00:13:13.000]  陸地的生物
[00:13:13.000 --> 00:13:16.000]  然後最後第六天的高峰
[00:13:16.000 --> 00:13:18.000]  神創造了一個叫做人
[00:13:18.000 --> 00:13:19.000]  這種生物
[00:13:19.000 --> 00:13:21.000]  這種生物是特別的創造
[00:13:21.000 --> 00:13:23.000]  因為這個生物的創造
[00:13:23.000 --> 00:13:27.000]  是將自己的生命一部分交給他
[00:13:27.000 --> 00:13:29.000]  這個稱為神的形象
[00:13:29.000 --> 00:13:31.000]  這個部分裡面
[00:13:31.000 --> 00:13:33.000]  以至於這個生物人
[00:13:33.000 --> 00:13:36.000]  可以有一種很獨特的和神的關係
[00:13:36.000 --> 00:13:39.000]  就是他可以和神建立一個愛的關係
[00:13:39.000 --> 00:13:40.000]  他可以愛神
[00:13:40.000 --> 00:13:44.000]  甚至他有權利選擇不愛神
[00:13:44.000 --> 00:13:47.000]  這是神給這個生物裡面最大最獨特的
[00:13:47.000 --> 00:13:50.000]  一個權利和禮物
[00:13:50.000 --> 00:13:52.000]  創造了這個之後
[00:13:52.000 --> 00:13:55.000]  神就第七天做什麼呢
[00:13:55.000 --> 00:13:59.000]  他享受神所創造的萬物
[00:13:59.000 --> 00:14:01.000]  自得其樂
[00:14:01.000 --> 00:14:04.000]  神看著是好的
[00:14:04.000 --> 00:14:06.000]  神看著是好的創造的時候
[00:14:06.000 --> 00:14:08.000]  然後第七天
[00:14:08.000 --> 00:14:09.000]  他就享受
[00:14:09.000 --> 00:14:11.000]  不是要榨取
[00:14:11.000 --> 00:14:14.000]  享受和他這些萬物一起的時候
[00:14:14.000 --> 00:14:17.000]  他所做的花草樹木的飛鳥
[00:14:17.000 --> 00:14:19.000]  他就享受這種的美
[00:14:19.000 --> 00:14:20.000]  這種的和諧
[00:14:20.000 --> 00:14:22.000]  然後第二
[00:14:22.000 --> 00:14:24.000]  在那裡尤其是和人
[00:14:24.000 --> 00:14:26.000]  他所創造的這麼獨特的
[00:14:26.000 --> 00:14:28.000]  因為神為什麼要做人呢
[00:14:28.000 --> 00:14:30.000]  因為在他的性格裡面
[00:14:30.000 --> 00:14:32.000]  他願意有一種愛的交通
[00:14:32.000 --> 00:14:33.000]  愛的交流
[00:14:33.000 --> 00:14:34.000]  所以他就做出一種
[00:14:34.000 --> 00:14:37.000]  竟然可以甚至背叛他的對象
[00:14:37.000 --> 00:14:40.000]  以至他能夠得到真正的愛的回應
[00:14:40.000 --> 00:14:42.000]  是自己選擇的愛的回應
[00:14:42.000 --> 00:14:44.000]  就是在第七天裡面
[00:14:44.000 --> 00:14:46.000]  他享受這種的團契
[00:14:46.000 --> 00:14:49.000]  享受這種生命裡面之間的
[00:14:49.000 --> 00:14:51.000]  分享和團契
[00:14:51.000 --> 00:14:54.000]  所以兩樣東西是第七天要做的
[00:14:54.000 --> 00:14:56.000]  他不是第七天不做事
[00:14:56.000 --> 00:14:58.000]  不是第七天在那裡休息
[00:14:58.000 --> 00:15:00.000]  不是第七天在那裡休息
[00:15:00.000 --> 00:15:01.000]  沒有歇了
[00:15:01.000 --> 00:15:03.000]  所以中文我不喜歡他翻譯這個字
[00:15:03.000 --> 00:15:04.000]  歇了工作
[00:15:04.000 --> 00:15:06.000]  他不是停了工作
[00:15:06.000 --> 00:15:07.000]  他是rest
[00:15:07.000 --> 00:15:09.000]  他是在享受這件事
[00:15:09.000 --> 00:15:11.000]  所以我中文翻譯的時候
[00:15:11.000 --> 00:15:12.000]  我就改了他
[00:15:12.000 --> 00:15:15.000]  他是安息了他一切的工作
[00:15:15.000 --> 00:15:17.000]  神有沒有做事呢
[00:15:17.000 --> 00:15:18.000]  當然有做事
[00:15:18.000 --> 00:15:19.000]  第七天有沒有做事
[00:15:19.000 --> 00:15:20.000]  他享受他在做事
[00:15:20.000 --> 00:15:23.000]  耶穌基督在約翰福音第五章十七章
[00:15:23.000 --> 00:15:24.000]  你記得他說什麼嗎
[00:15:24.000 --> 00:15:27.000]  我負作事,直到如今,我也作事
[00:15:27.000 --> 00:15:29.000]  神哪有停過呢
[00:15:29.000 --> 00:15:30.000]  今天你祈禱的時候
[00:15:30.000 --> 00:15:31.000]  他和你聊天
[00:15:31.000 --> 00:15:32.000]  你走人生的路
[00:15:32.000 --> 00:15:33.000]  每一個健大的小事
[00:15:33.000 --> 00:15:37.000]  他來安慰、關懷、看顧你
[00:15:37.000 --> 00:15:39.000]  他沒有停過
[00:15:39.000 --> 00:15:41.000]  神為什麼一天就停了
[00:15:41.000 --> 00:15:43.000]  他不是停,那天他是享受
[00:15:43.000 --> 00:15:45.000]  好了,現在我們從這兩個角度
[00:15:45.000 --> 00:15:48.000]  想和大家再發揮多一點點
[00:15:48.000 --> 00:15:52.000]  我希望我們能夠進入一些更具體的情況
[00:15:52.000 --> 00:15:55.000]  第一個,神在享受
[00:15:55.000 --> 00:15:58.000]  自得其樂的
[00:15:58.000 --> 00:16:02.000]  能夠是他自己創造的成果
[00:16:02.000 --> 00:16:07.000]  我相信這樣的安息的意義
[00:16:07.000 --> 00:16:09.000]  這個神的安息
[00:16:09.000 --> 00:16:10.000]  發揮得最好的
[00:16:10.000 --> 00:16:12.000]  我自己覺得
[00:16:12.000 --> 00:16:14.000]  就是聖經裡面的傳道書
[00:16:14.000 --> 00:16:16.000]  如果你上一年有聽我
[00:16:16.000 --> 00:16:18.000]  教主學
[00:16:18.000 --> 00:16:19.000]  你會知道
[00:16:19.000 --> 00:16:21.000]  其中一個也是我所說的主題
[00:16:21.000 --> 00:16:23.000]  傳道書?
[00:16:23.000 --> 00:16:26.000]  我記得傳道書
[00:16:26.000 --> 00:16:27.000]  那幾句話
[00:16:27.000 --> 00:16:28.000]  哪幾句
[00:16:28.000 --> 00:16:30.000]  虛空的虛空
[00:16:30.000 --> 00:16:33.000]  一切都是虛空日光之下無生字
[00:16:33.000 --> 00:16:35.000]  沒錯,這是一個起始點
[00:16:35.000 --> 00:16:39.000]  是我們人生的現實描述的起始點
[00:16:39.000 --> 00:16:41.000]  不過到了後來
[00:16:41.000 --> 00:16:43.000]  你看見傳道書的結論
[00:16:43.000 --> 00:16:45.000]  原來他教我們
[00:16:45.000 --> 00:16:50.000]  是要享受勞碌得來的英勳
[00:16:50.000 --> 00:16:51.000]  有沒有留意?
[00:16:51.000 --> 00:16:53.000]  我和大家讀幾節
[00:16:53.000 --> 00:16:54.000]  讀多了無謂
[00:16:54.000 --> 00:16:55.000]  很多節
[00:16:55.000 --> 00:16:57.000]  選三節來讀
[00:16:57.000 --> 00:16:59.000]  第九章第九節
[00:16:59.000 --> 00:17:00.000]  傳道書裡面說
[00:17:00.000 --> 00:17:03.000]  在你一生虛空的年日當中
[00:17:03.000 --> 00:17:06.000]  但你要和你所愛的妻子
[00:17:06.000 --> 00:17:08.000]  享受人生
[00:17:08.000 --> 00:17:12.000]  因為那是你人生的日光之下
[00:17:12.000 --> 00:17:16.000]  從勞碌中所得到的英勳
[00:17:16.000 --> 00:17:19.000]  一起享受你的人生
[00:17:19.000 --> 00:17:20.000]  很特別
[00:17:20.000 --> 00:17:22.000]  我們勞碌
[00:17:22.000 --> 00:17:23.000]  我們辛苦
[00:17:23.000 --> 00:17:24.000]  我們工作
[00:17:24.000 --> 00:17:26.000]  但我們得到的成果
[00:17:26.000 --> 00:17:28.000]  我們應該去享受它
[00:17:28.000 --> 00:17:30.000]  這是分不開的
[00:17:30.000 --> 00:17:33.000]  勞碌的成果是我們英勳得到的
[00:17:33.000 --> 00:17:35.000]  英勳得到就是你和你所愛的人
[00:17:35.000 --> 00:17:36.000]  或者你的家庭
[00:17:36.000 --> 00:17:37.000]  你所愛的妻子
[00:17:37.000 --> 00:17:40.000]  一起來享受
[00:17:40.000 --> 00:17:43.000]  一起來享受人生
[00:17:43.000 --> 00:17:45.000]  二章二十四節
[00:17:45.000 --> 00:17:47.000]  人最好的是吃喝
[00:17:47.000 --> 00:17:49.000]  很早就不需要讀
[00:17:49.000 --> 00:17:50.000]  不需要讀
[00:17:50.000 --> 00:17:52.000]  吃喝是很熟練的
[00:17:52.000 --> 00:17:53.000]  為什麼?
[00:17:53.000 --> 00:17:54.000]  因為在自己的勞碌當中
[00:17:54.000 --> 00:17:56.000]  他可以自得其樂的時候
[00:17:56.000 --> 00:17:58.000]  這也是出於神的手
[00:17:58.000 --> 00:18:00.000]  天子聖經是這樣說的
[00:18:00.000 --> 00:18:02.000]  是神的美意
[00:18:02.000 --> 00:18:03.000]  為什麼?
[00:18:03.000 --> 00:18:04.000]  因為神自己也是這樣
[00:18:04.000 --> 00:18:07.000]  他享受他自己創造所得來的成果
[00:18:07.000 --> 00:18:11.000]  人也是享受他所得來的勞碌
[00:18:11.000 --> 00:18:13.000]  得來的英勳的成果
[00:18:13.000 --> 00:18:15.000]  在那裏他可以吃喝
[00:18:15.000 --> 00:18:20.000]  這是神的安息的一個模式
[00:18:20.000 --> 00:18:24.000]  再說多一句
[00:18:24.000 --> 00:18:26.000]  五章十八節
[00:18:26.000 --> 00:18:29.000]  三章十二節
[00:18:29.000 --> 00:18:31.000]  不讀這麼多了
[00:18:31.000 --> 00:18:34.000]  我曉得人生最好的就是
[00:18:34.000 --> 00:18:36.000]  沉落享福
[00:18:36.000 --> 00:18:38.000]  人人有吃有喝
[00:18:38.000 --> 00:18:41.000]  在自己一切的勞碌當中
[00:18:41.000 --> 00:18:42.000]  自得其樂
[00:18:42.000 --> 00:18:44.000]  這就是神的恩賜
[00:18:44.000 --> 00:18:46.000]  有沒有留意?
[00:18:46.000 --> 00:18:48.000]  但這裏我不需要再讀下去了
[00:18:48.000 --> 00:18:50.000]  這就是神的安息
[00:18:50.000 --> 00:18:51.000]  很有意思
[00:18:51.000 --> 00:18:54.000]  不是說我這麼辛苦賺了錢
[00:18:54.000 --> 00:18:55.000]  吃一頓很棒的
[00:18:55.000 --> 00:18:56.000]  你可以吃一頓很棒的
[00:18:56.000 --> 00:18:58.000]  你不用有招錢的
[00:18:58.000 --> 00:19:00.000]  你給得起的話
[00:19:00.000 --> 00:19:02.000]  或者吃得很簡單
[00:19:02.000 --> 00:19:04.000]  不過最重要的是什麼呢?
[00:19:04.000 --> 00:19:07.000]  帶著一種感恩的心情
[00:19:07.000 --> 00:19:11.000]  回顧你的人生所付出過的
[00:19:11.000 --> 00:19:13.000]  你很開心的
[00:19:13.000 --> 00:19:15.000]  收穫這個成果
[00:19:15.000 --> 00:19:19.000]  就像農夫收穫他一年的耕種產物一樣
[00:19:19.000 --> 00:19:24.000]  這完全是一種生命裏的節奏
[00:19:24.000 --> 00:19:27.000]  有付出有收穫的節奏
[00:19:27.000 --> 00:19:28.000]  神也是這樣
[00:19:28.000 --> 00:19:29.000]  神有創造
[00:19:29.000 --> 00:19:31.000]  有享受在其中
[00:19:31.000 --> 00:19:34.000]  在其中的這種付出節奏
[00:19:34.000 --> 00:19:36.000]  所以不只是坐在這裏
[00:19:36.000 --> 00:19:37.000]  不用做事
[00:19:37.000 --> 00:19:38.000]  你就會安息的
[00:19:38.000 --> 00:19:40.000]  聖經從來都沒有這個安息
[00:19:40.000 --> 00:19:42.000]  神自己都沒有停過
