
[00:00:00.000 --> 00:00:12.000]  真、誠、敬、拜是我們今年的希伯論堂每個月講到的總題
[00:04:22.000 --> 00:04:24.000]  但是你有沒有留意到
[00:04:24.000 --> 00:04:27.000]  剛才我們讀的經文
[00:04:27.000 --> 00:04:31.000]  其實是全本舊約
[00:04:31.000 --> 00:04:33.000]  當然沒有洗禮
[00:04:33.000 --> 00:04:39.000]  新約聖經記載水禮
[00:04:39.000 --> 00:04:42.000]  最詳細的經文
[00:04:42.000 --> 00:04:46.000]  就是記載耶穌受洗
[00:04:46.000 --> 00:04:49.000]  其他的地方有
[00:04:49.000 --> 00:04:52.000]  不過是吩咐你去
[00:04:52.000 --> 00:04:54.000]  使萬民作我的門徒
[00:04:54.000 --> 00:04:57.000]  奉父子聖靈的名給他們施洗
[00:04:57.000 --> 00:05:02.000]  又說使徒去為門徒施洗
[00:05:02.000 --> 00:05:05.000]  又說《舍頭行傳》有記載到
[00:05:05.000 --> 00:05:07.000]  撒瑪利亞那裡的門徒
[00:05:07.000 --> 00:05:09.000]  奉耶穌的名受洗
[00:05:09.000 --> 00:05:10.000]  使徒來按手
[00:05:10.000 --> 00:05:12.000]  聖靈降臨在他們身上
[00:05:12.000 --> 00:05:17.000]  但是最詳細最詳盡的記載
[00:05:17.000 --> 00:05:20.000]  其實在聖經裡
[00:05:20.000 --> 00:05:23.000]  是記載耶穌的受洗
[00:05:23.000 --> 00:05:25.000]  又或者從另一個角度說
[00:05:25.000 --> 00:05:30.000]  第一次記載水禮
[00:05:30.000 --> 00:05:36.000]  不是記載我們基督徒受水禮
[00:05:36.000 --> 00:05:40.000]  是記載主耶穌去到約旦河
[00:05:40.000 --> 00:05:46.000]  接受施洗約翰的洗禮
[00:05:46.000 --> 00:05:47.000]  十月的時候
[00:05:47.000 --> 00:05:51.000]  我們一班中學同學四十年重聚
[00:05:51.000 --> 00:05:54.000]  去聖地兩個星期
[00:05:54.000 --> 00:05:56.000]  我們去到約旦河
[00:05:56.000 --> 00:05:59.000]  現在以色列考古認為
[00:05:59.000 --> 00:06:04.000]  另外一個新的地方才是昔日施洗約翰
[00:06:04.000 --> 00:06:05.000]  施洗的地方
[00:06:05.000 --> 00:06:09.000]  以前舊的那個大概是瑤泉
[00:06:09.000 --> 00:06:13.000]  在新的地方那裡建了很漂亮的木板
[00:06:13.000 --> 00:06:16.000]  你可以十級以下
[00:06:16.000 --> 00:06:21.000]  在那裡受洗
[00:06:21.000 --> 00:06:23.000]  我們還沒有說這個問題
[00:06:23.000 --> 00:06:26.000]  洗禮是不是要去約旦河那裡
[00:06:26.000 --> 00:06:29.000]  才是神聖一點的
[00:06:29.000 --> 00:06:37.000]  耶穌在約旦河接受約翰施洗
[00:06:37.000 --> 00:06:39.000]  但是你一讀聖經
[00:06:39.000 --> 00:06:45.000]  你就會發覺很奇怪的地方
[00:06:45.000 --> 00:06:50.000]  就是我們剛才問的所有問題
[00:06:50.000 --> 00:06:54.000]  聖經都沒有答案
[00:06:54.000 --> 00:07:00.000]  聖經沒有興趣去將那個過程
[00:07:00.000 --> 00:07:03.000]  將那個行動
[00:07:03.000 --> 00:07:08.000]  15、10仔細記載
[00:07:08.000 --> 00:07:13.000]  讓日後教會可以參考
[00:07:13.000 --> 00:07:19.000]  或者照足耶穌受洗的過程
[00:07:19.000 --> 00:07:22.000]  例如約翰怎樣問他
[00:07:22.000 --> 00:07:25.000]  例如約翰的手勢是怎樣
[00:07:25.000 --> 00:07:27.000]  完全沒有記載這些
[00:07:27.000 --> 00:07:30.000]  因為只有一句話
[00:07:30.000 --> 00:07:36.000]  就是耶穌受了洗
[00:07:36.000 --> 00:07:37.000]  你不信看看
[00:07:37.000 --> 00:07:38.000]  不用打開聖經
[00:07:38.000 --> 00:07:42.000]  我們秩序表上都有印了經文
[00:07:42.000 --> 00:07:44.000]  三卷符類福音書
[00:07:44.000 --> 00:07:48.000]  馬太如是、馬可如是、路加如是
[00:07:48.000 --> 00:07:51.000]  耶穌受了洗
[00:07:51.000 --> 00:07:53.000]  你知道「了」字是甚麼意思
[00:07:53.000 --> 00:07:56.000]  不用說希臘文也好
[00:07:56.000 --> 00:07:58.000]  如果今天有水禮
[00:07:58.000 --> 00:08:02.000]  你恭喜弟兄姊妹受洗
[00:08:02.000 --> 00:08:03.000]  一會兒受洗
[00:08:03.000 --> 00:08:05.000]  你不會用受了洗
[00:08:05.000 --> 00:08:08.000]  甚麼時候會用受了洗
[00:08:08.000 --> 00:08:09.000]  完了
[00:08:09.000 --> 00:08:13.000]  所以聖經一開始記載
[00:08:13.000 --> 00:08:15.000]  耶穌受洗的經文
[00:08:15.000 --> 00:08:18.000]  就是從結束開始
[00:08:18.000 --> 00:08:22.000]  耶穌從水裡上來受了洗
[00:08:22.000 --> 00:08:24.000]  不說之前
[00:08:24.000 --> 00:08:25.000]  說甚麼呢
[00:08:25.000 --> 00:08:28.000]  最詳細的幾句說話
[00:08:28.000 --> 00:08:31.000]  是說耶穌從水裡上來
[00:08:31.000 --> 00:08:33.000]  路加加了一句
[00:08:33.000 --> 00:08:36.000]  禱告的時候
[00:08:36.000 --> 00:08:41.000]  天開了
[00:08:41.000 --> 00:08:43.000]  這裏我們要小心
[00:08:43.000 --> 00:08:47.000]  請問甚麼是天開了
[00:08:47.000 --> 00:08:48.000]  我知道
[00:08:48.000 --> 00:08:49.000]  我也試過
[00:08:49.000 --> 00:08:53.000]  某次我去遊覽名山大村
[00:08:53.000 --> 00:08:56.000]  我忽然間見到在雲層當中
[00:08:56.000 --> 00:08:57.000]  有個洞
[00:08:57.000 --> 00:09:00.000]  有光射下來
[00:09:00.000 --> 00:09:02.000]  七彩繽紛
[00:09:02.000 --> 00:09:03.000]  很燦爛
[00:09:03.000 --> 00:09:04.000]  我站在那裏
[00:09:04.000 --> 00:09:05.000]  大受感動
[00:09:05.000 --> 00:09:09.000]  我見到天開了
[00:09:09.000 --> 00:09:11.000]  嚴格來說
[00:09:11.000 --> 00:09:14.000]  你只是見到雲開了
[00:09:14.000 --> 00:09:16.000]  對不對
[00:09:16.000 --> 00:09:19.000]  我不是開玩笑的
[00:09:19.000 --> 00:09:23.000]  天怎樣開
[00:09:23.000 --> 00:09:26.000]  你以為那個是天開了
[00:09:26.000 --> 00:09:28.000]  你以為聖經說天開了
[00:09:28.000 --> 00:09:31.000]  就是耶穌從水裡上來
[00:09:31.000 --> 00:09:33.000]  當他祈禱的時候
[00:09:33.000 --> 00:09:35.000]  雲層打開
[00:09:35.000 --> 00:09:40.000]  有太陽光一條直線射下去
[00:09:40.000 --> 00:09:42.000]  照著耶穌
[00:09:42.000 --> 00:09:44.000]  連施洗約翰也要站在一邊
[00:09:44.000 --> 00:09:46.000]  眾人就知道
[00:09:46.000 --> 00:09:49.000]  這是神的羔羊
[00:09:49.000 --> 00:09:50.000]  如果是這樣
[00:09:50.000 --> 00:09:52.000]  耶穌不用傳道了
[00:09:52.000 --> 00:09:54.000]  人人都會跟隨他
[00:09:54.000 --> 00:09:55.000]  對不對
[00:09:55.000 --> 00:09:57.000]  你試試東方閃電
[00:09:57.000 --> 00:09:59.000]  能夠拍一張照片出來
[00:09:59.000 --> 00:10:01.000]  中國有個女基督
[00:10:01.000 --> 00:10:02.000]  耶穌已經回來了
[00:10:02.000 --> 00:10:03.000]  怎樣證明
[00:10:03.000 --> 00:10:04.000]  有張照片
[00:10:04.000 --> 00:10:05.000]  天開了
[00:10:05.000 --> 00:10:07.000]  沒有啊
[00:10:07.000 --> 00:10:09.000]  我們就要問
[00:10:09.000 --> 00:10:13.000]  聖經另外一處
[00:10:13.000 --> 00:10:17.000]  記載天開了
[00:10:17.000 --> 00:10:19.000]  是在哪裏
[00:10:19.000 --> 00:10:23.000]  我不敢考你了
[00:10:23.000 --> 00:10:25.000]  司徒行傳
[00:10:25.000 --> 00:10:27.000]  第七章
[00:10:27.000 --> 00:10:30.000]  是史提反
[00:10:30.000 --> 00:10:31.000]  記得他嗎
[00:10:31.000 --> 00:10:32.000]  記得了
[00:10:32.000 --> 00:10:36.000]  史提反殉道之前
[00:10:36.000 --> 00:10:38.000]  猶太人拿起石頭
[00:10:38.000 --> 00:10:40.000]  說他褻瀆上帝
[00:10:40.000 --> 00:10:44.000]  正要打死他的那一刻
[00:10:44.000 --> 00:10:47.000]  史提反就說
[00:10:47.000 --> 00:10:53.000]  我看見天開了
[00:10:53.000 --> 00:10:55.000]  記得嗎
[00:10:55.000 --> 00:10:58.000]  如果當時
[00:10:58.000 --> 00:11:00.000]  雲層打開
[00:11:00.000 --> 00:11:04.000]  有陽光直射史提反
[00:11:04.000 --> 00:11:08.000]  人人都見到這個天像
[00:11:08.000 --> 00:11:10.000]  你是猶太人
[00:11:10.000 --> 00:11:12.000]  你是一個敬虔的猶太人
[00:11:12.000 --> 00:11:15.000]  你敢不敢扔第一塊石頭
[00:11:15.000 --> 00:11:18.000]  不敢
[00:11:18.000 --> 00:11:20.000]  起碼我都會等一等
[00:11:20.000 --> 00:11:22.000]  發生了什麼事
[00:11:22.000 --> 00:11:24.000]  可見
[00:11:24.000 --> 00:11:28.000]  史提反說我看見天開了
[00:11:28.000 --> 00:11:32.000]  周圍的猶太人聽見他這樣說
[00:11:32.000 --> 00:11:34.000]  周圍的猶太人問
[00:11:34.000 --> 00:11:36.000]  你有沒有見到
[00:11:36.000 --> 00:11:38.000]  你有沒有見到
[00:11:38.000 --> 00:11:40.000]  他瘋了
[00:11:40.000 --> 00:11:41.000]  臨死前亂說
[00:11:41.000 --> 00:11:42.000]  扔吧
[00:11:42.000 --> 00:11:44.000]  這樣就扔死他了
[00:11:44.000 --> 00:11:46.000]  對不對
[00:11:46.000 --> 00:11:49.000]  聖經用天開了
[00:11:49.000 --> 00:11:54.000]  不是說一個自然的現象
[00:11:54.000 --> 00:11:56.000]  我們不要搞錯
[00:11:56.000 --> 00:11:58.000]  今天你明白我明白
[00:11:58.000 --> 00:12:01.000]  天是無盡的
[00:12:01.000 --> 00:12:04.000]  天不是那些雲
[00:12:04.000 --> 00:12:07.000]  怎樣叫天開了
[00:12:07.000 --> 00:12:09.000]  這個其實是新約聖經
[00:12:09.000 --> 00:12:13.000]  用來代表一個比喻的說法
[00:12:13.000 --> 00:12:14.000]  就是說
[00:12:14.000 --> 00:12:17.000]  跟著所記載的東西
[00:12:17.000 --> 00:12:20.000]  你看不到的
[00:12:20.000 --> 00:12:21.000]  你看不到的
[00:12:21.000 --> 00:12:25.000]  如果猶太人見到史提反所見到的
[00:12:25.000 --> 00:12:28.000]  耶穌站在父神的右邊
[00:12:28.000 --> 00:12:30.000]  歡迎史提反
[00:12:30.000 --> 00:12:33.000]  誰敢扔第一塊石頭
[00:12:33.000 --> 00:12:37.000]  可見天開了
[00:12:37.000 --> 00:12:40.000]  是聖經說
[00:12:40.000 --> 00:12:44.000]  跟著記載的是啟示
[00:12:44.000 --> 00:12:47.000]  如果不是聖經這樣說
[00:12:47.000 --> 00:12:50.000]  你是永遠都不知道的
[00:12:50.000 --> 00:12:52.000]  你沒可能知道的
[00:12:52.000 --> 00:12:53.000]  你猜也猜不到的
[00:12:53.000 --> 00:12:56.000]  用今天的說法你可能明白一點
[00:12:56.000 --> 00:12:59.000]  我女兒三年前回來
[00:12:59.000 --> 00:13:03.000]  在宣道會廣恩堂接受水禮
[00:13:03.000 --> 00:13:05.000]  她第一個走出去
[00:13:05.000 --> 00:13:07.000]  站在浸池那裡
[00:13:07.000 --> 00:13:09.000]  牧師就宣佈
[00:13:09.000 --> 00:13:11.000]  親友要不要出來拍照
[00:13:11.000 --> 00:13:13.000]  我嚇了一跳
[00:13:13.000 --> 00:13:15.000]  1969年我受洗的時候
[00:13:15.000 --> 00:13:17.000]  哪有這樣的哥哥
[00:13:17.000 --> 00:13:19.000]  很神聖的
[00:13:19.000 --> 00:13:21.000]  牧師笑也不笑
[00:13:21.000 --> 00:13:23.000]  看著你走下來站好
[00:13:23.000 --> 00:13:25.000]  就開始洗禮
[00:13:25.000 --> 00:13:27.000]  洗禮的時候說明
[00:13:27.000 --> 00:13:31.000]  只有一個教會指定的人拍照
[00:13:31.000 --> 00:13:33.000]  我們那時候很頑皮的
[00:13:33.000 --> 00:13:35.000]  我們問他拍不到怎麼辦
[00:13:35.000 --> 00:13:37.000]  Too bad
[00:13:37.000 --> 00:13:39.000]  你不可以自己補拍的
[00:13:39.000 --> 00:13:41.000]  拍不到再下去拍
[00:13:41.000 --> 00:13:43.000]  牧師不跟你玩這些遊戲的
[00:13:43.000 --> 00:13:45.000]  拍到就拍到
[00:13:45.000 --> 00:13:47.000]  拍不到就拍不到
[00:13:47.000 --> 00:13:49.000]  不是的 今天是民主了
[00:13:49.000 --> 00:13:51.000]  我死撒手伶頭
[00:13:51.000 --> 00:13:53.000]  不用了不用了
[00:13:53.000 --> 00:13:55.000]  第二個牧師又宣佈
[00:13:55.000 --> 00:13:57.000]  請出來拍照
[00:13:57.000 --> 00:13:59.000]  一家大小都出來
[00:13:59.000 --> 00:14:09.000]  水禮拍照拍到什麼
[00:14:09.000 --> 00:14:13.000]  聖經所記載
[00:14:13.000 --> 00:14:15.000]  在水禮
[00:14:15.000 --> 00:14:19.000]  發生最重要的事情
[00:14:19.000 --> 00:14:23.000]  原來是拍不到照的
[00:14:23.000 --> 00:14:25.000]  是沒得看的
[00:14:25.000 --> 00:14:27.000]  是說什麼
[00:14:27.000 --> 00:14:31.000]  聖靈彷彿甲子
[00:14:31.000 --> 00:14:35.000]  落在耶穌的身上
[00:14:35.000 --> 00:14:37.000]  兩個可能
[00:14:37.000 --> 00:14:39.000]  如果按照馬太馬可的記載
[00:14:39.000 --> 00:14:41.000]  和路加有一個字的分別
[00:14:41.000 --> 00:14:47.000]  路加就加了形狀彷彿甲子
[00:14:47.000 --> 00:14:49.000]  要不然
[00:14:49.000 --> 00:14:51.000]  你就什麼都看不到
[00:14:51.000 --> 00:14:55.000]  聖靈彷彿甲子
[00:14:55.000 --> 00:14:57.000]  沒有甲子的
[00:14:57.000 --> 00:14:59.000]  彷彿是說行動
[00:14:59.000 --> 00:15:01.000]  很輕盈很溫柔
[00:15:01.000 --> 00:15:03.000]  你見過白甲嗎
[00:15:03.000 --> 00:15:05.000]  很小的
[00:15:05.000 --> 00:15:07.000]  飛下來停下來
[00:15:07.000 --> 00:15:09.000]  不論盡的
[00:15:09.000 --> 00:15:11.000]  所有鳥飛下來都不論盡
[00:15:11.000 --> 00:15:13.000]  你見到的都是小的
[00:15:13.000 --> 00:15:15.000]  你有沒有見過大的鳥降落
[00:15:15.000 --> 00:15:17.000]  大的就不叫鳥
[00:15:17.000 --> 00:15:19.000]  天鵝有沒有見過
[00:15:19.000 --> 00:15:21.000]  香港沒有的
[00:15:21.000 --> 00:15:23.000]  我們在外國有機會見過
[00:15:23.000 --> 00:15:25.000]  黑天鵝或白天鵝都不要緊
[00:15:25.000 --> 00:15:27.000]  總之是天鵝
[00:15:27.000 --> 00:15:29.000]  你有沒有見過飛的
[00:15:29.000 --> 00:15:31.000]  飛得起的
[00:15:31.000 --> 00:15:33.000]  很重很大隻
[00:15:33.000 --> 00:15:35.000]  你有沒有見過降落那一下
[00:15:35.000 --> 00:15:37.000]  很論盡的
[00:15:37.000 --> 00:15:39.000]  好像
[00:15:39.000 --> 00:15:41.000]  說笑
[00:15:41.000 --> 00:15:43.000]  肥佬跳水
[00:15:43.000 --> 00:15:45.000]  水花四濺的
[00:15:45.000 --> 00:15:47.000]  聽到的當然是衝力大
[00:15:47.000 --> 00:15:51.000]  所以白甲甲子降落來
[00:15:51.000 --> 00:15:53.000]  可能是和舊約聖經
[00:15:53.000 --> 00:15:55.000]  特別是時詩記
[00:15:55.000 --> 00:15:57.000]  說神的靈
[00:15:57.000 --> 00:15:59.000]  充滿一個時詩
[00:15:59.000 --> 00:16:03.000]  那個形容有一個對比
[00:16:03.000 --> 00:16:07.000]  不過就算我們用路加的記載
[00:16:07.000 --> 00:16:11.000]  形狀彷彿甲子
[00:16:11.000 --> 00:16:13.000]  可能是因為
[00:16:13.000 --> 00:16:15.000]  施洗約翰的見證
[00:16:15.000 --> 00:16:17.000]  他說上帝告訴我
[00:16:17.000 --> 00:16:19.000]  聖靈降臨在誰身上
[00:16:19.000 --> 00:16:21.000]  我就是尼塞亞
[00:16:21.000 --> 00:16:23.000]  我見到聖靈降臨在
[00:16:23.000 --> 00:16:25.000]  拿撒勒人耶穌的身上
[00:16:25.000 --> 00:16:27.000]  起碼約翰見到
[00:16:27.000 --> 00:16:29.000]  不過是上帝先提醒他的
[00:16:29.000 --> 00:16:31.000]  請問約翰見到什麼
[00:16:31.000 --> 00:16:35.000]  如果真是形狀
[00:16:35.000 --> 00:16:37.000]  像一隻甲子
[00:16:37.000 --> 00:16:39.000]  那最多極其量
[00:16:39.000 --> 00:16:41.000]  你見到的
[00:16:41.000 --> 00:16:43.000]  就是有一隻甲子
[00:16:43.000 --> 00:16:45.000]  飛下來
[00:16:45.000 --> 00:16:47.000]  千萬不要畫停在耶穌的頭上
[00:16:47.000 --> 00:16:49.000]  肩膀上
[00:16:49.000 --> 00:16:53.000]  這隻白甲的胸膛
[00:16:53.000 --> 00:16:57.000]  都不會繡著HS
[00:16:57.000 --> 00:16:59.000]  兩個字母
[00:16:59.000 --> 00:17:01.000]  Holy Spirit
[00:17:01.000 --> 00:17:03.000]  沒有的
[00:17:03.000 --> 00:17:05.000]  你怎能認出是聖靈
[00:17:05.000 --> 00:17:07.000]  你認不出來
[00:17:07.000 --> 00:17:11.000]  但同樣天上有聲音說
[00:17:11.000 --> 00:17:15.000]  留心路加的記載
[00:17:15.000 --> 00:17:19.000]  你是我的愛子
[00:17:19.000 --> 00:17:21.000]  這句話是和誰說的
[00:17:21.000 --> 00:17:23.000]  和耶穌說的
[00:17:23.000 --> 00:17:25.000]  不是和周圍的人說的
[00:17:25.000 --> 00:17:27.000]  你是我的愛子
[00:17:27.000 --> 00:17:29.000]  我們所說
[00:17:29.000 --> 00:17:31.000]  如果人人都見到
[00:17:31.000 --> 00:17:33.000]  聖靈降臨在耶穌身上
[00:17:33.000 --> 00:17:35.000]  人人都聽到天上有聲音
[00:17:35.000 --> 00:17:37.000]  耶穌不用傳道
[00:17:37.000 --> 00:17:39.000]  不用五餅二魚
[00:17:39.000 --> 00:17:41.000]  人人都跟從他
[00:17:41.000 --> 00:17:43.000]  沒有的
[00:17:43.000 --> 00:17:45.000]  天上就開了
[00:17:45.000 --> 00:17:47.000]  耶穌受洗
[00:17:47.000 --> 00:17:55.000]  原來聖父有聲音對他說
[00:17:55.000 --> 00:17:57.000]  你是我所愛
[00:17:57.000 --> 00:17:59.000]  我所喜悅
[00:17:59.000 --> 00:18:03.000]  原來聖靈從此
[00:18:03.000 --> 00:18:07.000]  就在這個人的生命當中
[00:18:07.000 --> 00:18:09.000]  停下來
[00:18:09.000 --> 00:18:11.000]  不再離開
[00:18:11.000 --> 00:18:13.000]  一生
[00:18:13.000 --> 00:18:15.000]  和他同在
[00:18:15.000 --> 00:18:17.000]  和他同住
[00:18:17.000 --> 00:18:19.000]  住在他的生命當中
[00:18:19.000 --> 00:18:21.000]  你說
[00:18:21.000 --> 00:18:23.000]  三一上帝
[00:18:23.000 --> 00:18:25.000]  請問聖子在哪裡
[00:18:25.000 --> 00:18:29.000]  聖父在天上有聲音說
[00:18:29.000 --> 00:18:31.000]  聖靈降臨彷彿及止
[00:18:31.000 --> 00:18:33.000]  聖子在哪裡
[00:18:33.000 --> 00:18:35.000]  你拍照
[00:18:35.000 --> 00:18:37.000]  如果昔日你在場
[00:18:37.000 --> 00:18:39.000]  拍了一張iphone
[00:18:39.000 --> 00:18:41.000]  立即拿出來
[00:18:41.000 --> 00:18:43.000]  你拍到屍體約翰
[00:18:43.000 --> 00:18:45.000]  你拍到拿撒勒人耶穌
[00:18:45.000 --> 00:18:47.000]  對不對
[00:18:47.000 --> 00:18:49.000]  怎麼分呢
[00:18:49.000 --> 00:18:51.000]  一個樂陀無衣服
[00:18:51.000 --> 00:18:53.000]  一個白袍
[00:18:53.000 --> 00:18:55.000]  肯定是那個樣子
[00:18:55.000 --> 00:18:57.000]  我們在圖畫見得多
[00:18:57.000 --> 00:18:59.000]  你見到的是耶穌
[00:18:59.000 --> 00:19:01.000]  你見到聖子嗎
[00:19:01.000 --> 00:19:03.000]  見不到
[00:19:03.000 --> 00:19:05.000]  你認不到
[00:19:05.000 --> 00:19:07.000]  如果不是聖經告訴你
[00:19:07.000 --> 00:19:11.000]  在你和我的水禮當中
[00:19:11.000 --> 00:19:13.000]  我們只是見到牧師
[00:19:13.000 --> 00:19:15.000]  我們只是見到很淪盡
[00:19:15.000 --> 00:19:17.000]  喝了一口水
[00:19:17.000 --> 00:19:19.000]  我們只是拍到一幅全體照
[00:19:19.000 --> 00:19:21.000]  但是聖經提醒我們
[00:19:21.000 --> 00:19:23.000]  原來水禮最重要的是
[00:19:23.000 --> 00:19:25.000]  一個人
[00:19:25.000 --> 00:19:27.000]  一個罪人
[00:19:27.000 --> 00:19:29.000]  來到神的面前
[00:19:29.000 --> 00:19:31.000]  他願意悔改的時候
[00:19:31.000 --> 00:19:33.000]  上帝說
[00:19:33.000 --> 00:19:35.000]  你是我所愛的
[00:19:35.000 --> 00:19:37.000]  你是我所喜悅的
[00:19:37.000 --> 00:19:39.000]  原來聖靈就從此
[00:19:39.000 --> 00:19:41.000]  在他的生命當中
[00:19:41.000 --> 00:19:43.000]  改變他
[00:19:43.000 --> 00:19:45.000]  引導他
[00:19:45.000 --> 00:19:47.000]  幫助他
[00:19:47.000 --> 00:19:49.000]  更新他
[00:19:49.000 --> 00:19:51.000]  原來耶穌基督
[00:19:51.000 --> 00:19:53.000]  在水裏
[00:19:53.000 --> 00:19:55.000]  和我們一起
[00:19:55.000 --> 00:19:57.000]  保羅說得好
[00:19:57.000 --> 00:19:59.000]  受洗歸入他的死
[00:19:59.000 --> 00:20:01.000]  他就在水裏
[00:20:01.000 --> 00:20:03.000]  和我們一起
[00:20:03.000 --> 00:20:05.000]  受洗歸入他的死
[00:20:05.000 --> 00:20:07.000]  和他埋葬
[00:20:07.000 --> 00:20:09.000]  和他一起復活
[00:20:09.000 --> 00:20:11.000]  你也懂得背誦
[00:20:11.000 --> 00:20:13.000]  現在活著的
[00:20:13.000 --> 00:20:15.000]  不再是我
[00:20:15.000 --> 00:20:17.000]  那是誰?
[00:20:17.000 --> 00:20:19.000]  乃是基督
[00:20:19.000 --> 00:20:21.000]  在我裏面活著
[00:20:21.000 --> 00:20:25.000]  水禮
[00:20:25.000 --> 00:20:27.000]  原來我們要
[00:20:27.000 --> 00:20:29.000]  見證的
[00:20:29.000 --> 00:20:31.000]  不是
[00:20:31.000 --> 00:20:33.000]  我們做了什麼
[00:20:33.000 --> 00:20:35.000]  而是
[00:20:35.000 --> 00:20:37.000]  三一
