
[00:00:00.000 --> 00:00:06.600]  我們來到突破人生的十種祈求
[00:17:53.800 --> 00:17:56.800]  這裏提及到主要有三個角色
[00:17:56.800 --> 00:17:59.600]  祭司、利美人和撒瑪利亞人
[00:17:59.600 --> 00:18:02.200]  在耶路撒冷去耶利哥
[00:18:02.200 --> 00:18:05.400]  原來大約是25公里的路程
[00:18:05.400 --> 00:18:06.800]  25公里
[00:18:06.800 --> 00:18:10.800]  耶路撒冷其實地勢是高過耶利哥的
[00:18:10.800 --> 00:18:13.600]  所以你留意地圖的顏色
[00:18:13.600 --> 00:18:16.400]  而耶穌說是要下耶利哥
[00:18:16.400 --> 00:18:18.800]  而耶路撒冷去耶利哥的路
[00:18:18.800 --> 00:18:20.800]  當我研究這段經文的時候
[00:18:20.800 --> 00:18:22.400]  我馬上發了一個WhatsApp
[00:18:22.400 --> 00:18:25.600]  問這裏的聖地專家
[00:18:25.600 --> 00:18:26.600]  問一個師母
[00:18:26.600 --> 00:18:28.400]  因為他經常要帶隊去聖殿
[00:18:28.400 --> 00:18:30.800]  我說這條路是怎樣的?
[00:18:30.800 --> 00:18:35.000]  他說的確是很多怪石
