
[00:00:00.000 --> 00:00:04.200]  各位网友你们好
[00:01:55.800 --> 00:02:02.520]  于是那个好心的警察就和他在光圈里面找啊找啊找
[00:02:02.520 --> 00:02:06.360]  找了差不多半个小时 还是找不到
[00:02:06.360 --> 00:02:08.880]  警察就开始有点疑惑
[00:02:08.880 --> 00:02:14.040]  先生 先生 你记不记得你在哪里不见了大门的锁匙
[00:02:14.040 --> 00:02:17.880]  你想一想 你不是肯定在哪里不见了
[00:02:17.880 --> 00:02:22.200]  维尼坦听见的时候就指着对面黑暗的街角说
[00:02:22.200 --> 00:02:26.840]  我可以肯定我在对面的黑暗街角不见了那条锁匙
[00:02:26.840 --> 00:02:32.520]  警察就摇了大头 大话不解就问了
[00:02:32.520 --> 00:02:35.480]  那为什么你不去那里找 在这里找啊
[00:02:35.480 --> 00:02:39.080]  维尼坦就理直气壮说
[00:02:39.080 --> 00:02:41.720]  因为这里有光 那里没有光
[00:02:41.720 --> 00:02:45.280]  我想这个不是一个笑话
[00:02:45.280 --> 00:02:48.520]  教会往往就好像维尼坦一样
[00:02:48.520 --> 00:02:51.840]  将自己困在光圈里面 然后就说要寻找亡羊
[00:02:51.840 --> 00:02:57.240]  我们花了千千万万去建筑一个很美的礼拜堂
[00:02:57.240 --> 00:03:00.240]  然后就将我们困在这个所谓光圈当中
[00:03:00.240 --> 00:03:05.000]  我们开报道会 往往是非信徒寥寥可数
[00:03:05.000 --> 00:03:08.080]  这个与维尼坦有什么分别呢
[00:03:08.080 --> 00:03:11.640]  圣经中的信徒是什么 光和阎啊
[00:03:11.640 --> 00:03:16.080]  他们都有个特色 光必须要渗入在黑暗当中
[00:03:16.080 --> 00:03:20.560]  阎必须要渗入在食物当中 才能够发挥它的作用
[00:03:20.560 --> 00:03:22.960]  而不是将自己困在教堂里面
[00:03:22.960 --> 00:03:26.040]  对周围的社区完全没有影响力
[00:03:26.040 --> 00:03:29.800]  这不就是失去了光和阎的作用吗
[00:03:29.800 --> 00:03:34.280]  我们来看看今天这段圣经 正是告诉你这个真理
[00:03:34.280 --> 00:03:37.960]  第一节又这么说 过了不多日
[00:03:37.960 --> 00:03:41.080]  耶稣周游各城各乡全道
[00:03:41.080 --> 00:03:43.080]  宣讲神国的呼应
[00:03:43.080 --> 00:03:46.080]  首先我们看到 耶稣初出来全道的时候
[00:03:46.080 --> 00:03:48.400]  他到会堂里面讲道
[00:03:48.400 --> 00:03:52.880]  但到了这个时候 耶稣不再是以会堂为他的平台
[00:03:52.880 --> 00:03:55.680]  而是到各城各乡全道
[00:03:55.680 --> 00:03:58.680]  为什么有这样的改变呢
[00:03:58.680 --> 00:04:01.080]  罗继芬第四章十五节就是这个说法
[00:04:01.080 --> 00:04:05.080]  他在各会堂里教训人 众人都称赞他
[00:04:05.080 --> 00:04:10.400]  我们会问 为什么他要会堂里面作为他全道的平台
[00:04:10.400 --> 00:04:12.600]  在他开始的时候是这样做的呢
[00:04:12.600 --> 00:04:16.880]  我们知道会堂是犹太人每个星期都去聚集的地方
[00:04:16.880 --> 00:04:19.480]  这样耶稣就有机会向他全道
[00:04:19.480 --> 00:04:22.280]  但是那些犹太人不仅是不听从耶稣
[00:04:22.280 --> 00:04:24.000]  反而想伤害耶稣
[00:04:24.000 --> 00:04:26.680]  所以耶稣就要改变他的策略
[00:04:26.680 --> 00:04:28.680]  那这是一个什么策略呢
[00:04:28.680 --> 00:04:32.280]  答案就是到各城各乡全道
[00:04:32.280 --> 00:04:34.680]  宣讲神国的呼应
[00:04:34.680 --> 00:04:36.680]  城是较大的
[00:04:36.680 --> 00:04:40.480]  好像当时拿撒勒人就有几万人口
[00:04:40.480 --> 00:04:42.480]  乡是较小的村落
[00:04:42.480 --> 00:04:46.480]  耶稣就带着门徒去各大小的城邑
[00:04:46.480 --> 00:04:48.480]  四字全道
[00:04:48.480 --> 00:04:51.480]  我们称为宣教旅程 Mission trip
[00:04:51.480 --> 00:04:55.480]  日后保罗亦都同样开始他的宣教旅程
[00:04:55.480 --> 00:04:57.480]  效法耶稣基督的策略
[00:04:57.480 --> 00:05:00.480]  在第八章第一节第一次宣教旅程
[00:05:00.480 --> 00:05:04.480]  到第九章一至六节是第二次宣教旅程
[00:05:04.480 --> 00:05:08.480]  然后耶稣在这一次参与十二个门徒去传呼音
[00:05:08.480 --> 00:05:11.480]  到第十章的时候是第三次宣教旅程
[00:05:11.480 --> 00:05:14.480]  这回耶稣参与七十个门徒去传呼音
[00:05:14.480 --> 00:05:17.480]  所以我们可以看到耶稣传呼音的策略
[00:05:17.480 --> 00:05:19.480]  首先在会堂里
[00:05:19.480 --> 00:05:21.480]  特别是自己家乡的会堂
[00:05:21.480 --> 00:05:23.480]  这个就是路加分第四章
[00:05:23.480 --> 00:05:26.480]  跟着自己亲自带门徒去传呼音
[00:05:26.480 --> 00:05:28.480]  这个就是路加分第八章
[00:05:28.480 --> 00:05:30.480]  我们今天所讲的一段圣经
[00:05:30.480 --> 00:05:33.480]  跟着他又参与十二个门徒去传呼音
[00:05:33.480 --> 00:05:35.480]  路加分第九章
[00:05:35.480 --> 00:05:38.480]  跟着他又拆开七十个门徒去传呼音
[00:05:38.480 --> 00:05:40.480]  这个路加分第十章
[00:05:40.480 --> 00:05:43.480]  耶稣的宣教内容又是怎样呢?
[00:05:43.480 --> 00:05:46.480]  路加称之为神国的福音
[00:05:46.480 --> 00:05:48.480]  我们会奇怪
[00:05:48.480 --> 00:05:51.480]  为什么路加称这个是神国的福音?
[00:05:51.480 --> 00:05:54.480]  世上没有一个教会用一个这样的主题
[00:05:54.480 --> 00:05:57.480]  去做传呼音的主题 报道会的主题
[00:05:57.480 --> 00:05:59.480]  相反 有些类似的主题
[00:05:59.480 --> 00:06:03.480]  什么人间有情、平安和处寻、爱的真体
[00:06:03.480 --> 00:06:05.480]  人生的盼望等等
[00:06:05.480 --> 00:06:11.480]  为什么称耶稣的福音是神国或者天国的福音呢?
[00:06:11.480 --> 00:06:13.480]  这个和犹太人的背景有关系
[00:06:13.480 --> 00:06:16.480]  犹太人586年亡国
[00:06:16.480 --> 00:06:20.480]  他们流离在外 无家可归
[00:06:20.480 --> 00:06:24.480]  不少人会问:我们的前途在哪里?
[00:06:24.480 --> 00:06:26.480]  但我们相信神会一日猜探
[00:06:26.480 --> 00:06:30.480]  利创阿赖到这个世间拯救他们脱离这个苦况
[00:06:30.480 --> 00:06:33.480]  当然神国并不是指政治上的国度
[00:06:33.480 --> 00:06:36.480]  国这个字希腊文叫Basileia
[00:06:36.480 --> 00:06:39.480]  这个字应该叫Kingship而不是Kingdom
[00:06:39.480 --> 00:06:43.480]  Kingship是指王权而不是指国度
[00:06:43.480 --> 00:06:46.480]  利创阿赖不是拯救以色列
[00:06:46.480 --> 00:06:48.480]  脱离罗马人的统治
[00:06:48.480 --> 00:06:52.480]  而是拯救他们和所有世上的人
[00:06:52.480 --> 00:06:54.480]  离开罪恶与神和好
[00:06:54.480 --> 00:06:56.480]  这个就是福音
[00:06:56.480 --> 00:07:00.480]  因着这个救恩我们自然可以在主里得享平安
[00:07:00.480 --> 00:07:03.480]  得享温情 有盼望和喜乐
[00:07:03.480 --> 00:07:07.480]  如果我们看到这是福音使命的时候
[00:07:07.480 --> 00:07:11.480]  我们再来看看在第二节至第三节
[00:07:11.480 --> 00:07:17.480]  耶稣组织这个报道队的组合是怎样呢?
[00:07:17.480 --> 00:07:20.480]  第二节就告诉你除了门徒之外
[00:07:20.480 --> 00:07:23.480]  还有被恶鬼所附被疾病所累
[00:07:23.480 --> 00:07:25.480]  已经治好的几个妇女
[00:07:25.480 --> 00:07:28.480]  内宗又称为莫迪拉的玛尼亚
[00:07:28.480 --> 00:07:31.480]  曾有七个鬼从她身上赶出来
[00:07:31.480 --> 00:07:35.480]  跟着我们看到第三节
[00:07:35.480 --> 00:07:37.480]  又有凄厉的家宰
[00:07:37.480 --> 00:07:41.480]  俘杀妻子约阿娜并苏撒娜
[00:07:41.480 --> 00:07:43.480]  和好些别的妇女
[00:07:43.480 --> 00:07:46.480]  都使用自己的财物攻击耶稣的门徒
[00:07:46.480 --> 00:07:50.480]  究竟耶稣这个宣教队伍有什么成员呢?
[00:07:50.480 --> 00:07:51.480]  首先我们看到第一节
[00:07:51.480 --> 00:07:54.480]  和他和他们有十二个门徒
[00:07:54.480 --> 00:07:58.480]  在马达邦德十章二节至四节就告诉你
[00:07:58.480 --> 00:07:59.480]  尤其是第二节
[00:07:59.480 --> 00:08:01.480]  这十二个使徒的名字
[00:08:01.480 --> 00:08:03.480]  头一个叫西门又称为彼得
[00:08:03.480 --> 00:08:05.480]  还有兄弟安德烈
[00:08:05.480 --> 00:08:07.480]  西彼得的儿子雅各
[00:08:07.480 --> 00:08:09.480]  和雅各的兄弟约翰、菲力
[00:08:09.480 --> 00:08:13.480]  和巴多罗马、多玛和瑞利玛太
[00:08:13.480 --> 00:08:15.480]  阿勒菲的儿子雅各和达泰
[00:08:15.480 --> 00:08:16.480]  品睿党的西门
[00:08:16.480 --> 00:08:19.480]  还有卖耶稣的加略人犹大
[00:08:19.480 --> 00:08:21.480]  你看一看这十二个使徒
[00:08:21.480 --> 00:08:24.480]  我们就发觉一个非常奇怪的组合
[00:08:24.480 --> 00:08:27.480]  第一他们都是普通人
[00:08:27.480 --> 00:08:31.480]  西门、安德烈、雅各都是打鱼的
[00:08:31.480 --> 00:08:32.480]  鱼夫来的
[00:08:32.480 --> 00:08:33.480]  马达是瑞利
[00:08:33.480 --> 00:08:37.480]  他们不是一些大智大慧的人士
[00:08:37.480 --> 00:08:40.480]  而是极普通的犹太人
[00:08:40.480 --> 00:08:42.480]  但当他们愿意为神所用
[00:08:42.480 --> 00:08:44.480]  为耶稣基督所用的时候
[00:08:44.480 --> 00:08:48.480]  这极普通就成为一个非法之士
[00:08:48.480 --> 00:08:51.480]  其实我们再看看他们的背景
[00:08:51.480 --> 00:08:53.480]  名字里面有希腊文的
[00:08:53.480 --> 00:08:54.480]  好像彼得
[00:08:54.480 --> 00:08:55.480]  有希伯来文的
[00:08:55.480 --> 00:08:58.480]  这表示他们有不同的文化背景
[00:08:58.480 --> 00:09:01.480]  有些是保守犹太人的家庭出身
[00:09:01.480 --> 00:09:05.480]  有些是来自希腊文化和比较开明的犹太人
[00:09:05.480 --> 00:09:09.480]  但他们都是成为了耶稣门下的对公
[00:09:09.480 --> 00:09:14.480]  更有趣我们看看圣经如何描述这些门徒
[00:09:14.480 --> 00:09:16.480]  一提到马达的时候
[00:09:16.480 --> 00:09:18.480]  圣经称他为瑞利马达
[00:09:18.480 --> 00:09:20.480]  一提到西门的时候
[00:09:20.480 --> 00:09:23.480]  称他为粉瑞党的西门
[00:09:23.480 --> 00:09:26.480]  瑞利在犹太人生活中是走狗
[00:09:26.480 --> 00:09:27.480]  卖国贼
[00:09:27.480 --> 00:09:28.480]  罪人
[00:09:28.480 --> 00:09:29.480]  绝对不受欢迎
[00:09:29.480 --> 00:09:32.480]  而粉瑞党是属于极端的爱国分子
[00:09:32.480 --> 00:09:33.480]  恐怖分子
[00:09:33.480 --> 00:09:35.480]  不惜捐躯牺牲
[00:09:35.480 --> 00:09:38.480]  甚至用暴力来反抗罗马政权
[00:09:38.480 --> 00:09:42.480]  现在他们两个人的政治立场完全不同
[00:09:42.480 --> 00:09:44.480]  竟然之间成为耶稣的门徒
[00:09:44.480 --> 00:09:46.480]  一起生活一起侍奉
[00:09:46.480 --> 00:09:48.480]  竟然间相安无事
[00:09:48.480 --> 00:09:51.480]  这可以说是一个大奇迹
[00:09:51.480 --> 00:09:53.480]  第二我们看看
[00:09:53.480 --> 00:09:57.480]  穆加钦这十二个跟随者为门徒
[00:09:57.480 --> 00:09:59.480]  希腊文是Mathete
[00:09:59.480 --> 00:10:01.480]  原意是学生跟随者
[00:10:01.480 --> 00:10:02.480]  学徒
[00:10:02.480 --> 00:10:04.480]  原意是跟随耶稣
[00:10:04.480 --> 00:10:06.480]  马达称他为师徒
[00:10:06.480 --> 00:10:08.480]  希腊文是Apostolis
[00:10:08.480 --> 00:10:10.480]  指有使命的信差
[00:10:10.480 --> 00:10:14.480]  他们都是神的使者将福音传扑天下
[00:10:14.480 --> 00:10:16.480]  我们再看看另外一些成员
[00:10:16.480 --> 00:10:18.480]  就是那些妇女
[00:10:18.480 --> 00:10:19.480]  第二字说
[00:10:19.480 --> 00:10:21.480]  还有被恶鬼所负
[00:10:21.480 --> 00:10:23.480]  被疾病所累
[00:10:23.480 --> 00:10:25.480]  已经治好的几个妇女
[00:10:25.480 --> 00:10:27.480]  内宗又称为穆达拉的玛利亚
[00:10:27.480 --> 00:10:30.480]  曾有七个鬼从她身上赶出来
[00:10:30.480 --> 00:10:31.480]  第三字
[00:10:31.480 --> 00:10:34.480]  也有希律的家族在撫撒妻子若阿娜
[00:10:34.480 --> 00:10:37.480]  并苏萨娜和好色别的妇女
[00:10:37.480 --> 00:10:41.480]  都是用自己的财物供给耶稣和叛徒
[00:10:41.480 --> 00:10:44.480]  首先我们要明白时代的背景
[00:10:44.480 --> 00:10:47.480]  妇女在社会的地位比较低
[00:10:47.480 --> 00:10:49.480]  是被人小看的
[00:10:49.480 --> 00:10:50.480]  但是
[00:10:50.480 --> 00:10:53.480]  罗伽却有不同的看法
[00:10:53.480 --> 00:10:55.480]  在耶稣传道的事宫里
[00:10:55.480 --> 00:10:58.480]  他占了一个非常重要的位置
[00:10:58.480 --> 00:11:00.480]  你看看下面所列的经文
[00:11:00.480 --> 00:11:02.480]  一目了然
[00:11:02.480 --> 00:11:03.480]  全部都看到了
[00:11:03.480 --> 00:11:07.480]  第一章第5至7节24至30至25节
[00:11:07.480 --> 00:11:10.480]  是讲到约翰的母亲
[00:11:10.480 --> 00:11:11.480]  以利沙伯
[00:11:11.480 --> 00:11:14.480]  接着第一章26至50节
[00:11:14.480 --> 00:11:16.480]  就讲到耶稣的母亲
[00:11:16.480 --> 00:11:17.480]  玛利亚
[00:11:17.480 --> 00:11:19.480]  第二章36至38节
[00:11:19.480 --> 00:11:21.480]  就讲到女仙之阿娜
[00:11:21.480 --> 00:11:23.480]  第四章38至39节
[00:11:23.480 --> 00:11:25.480]  讲到彼得的岳母
[00:11:25.480 --> 00:11:26.480]  侍奉耶稣
[00:11:26.480 --> 00:11:29.480]  第七节11至17节
[00:11:29.480 --> 00:11:31.480]  就是拿恩成的寡妇
[00:11:31.480 --> 00:11:34.480]  第七章36至50节
[00:11:34.480 --> 00:11:37.480]  就是用香宫抹耶稣脚部的女人
[00:11:37.480 --> 00:11:41.480]  第八章13节就讲短孙的妇女
[00:11:41.480 --> 00:11:43.480]  第八章43至48节
[00:11:43.480 --> 00:11:45.480]  就是患血瘤的病人
[00:11:45.480 --> 00:11:47.480]  和挨老的女儿
[00:11:47.480 --> 00:11:49.480]  第十章10至17节
[00:11:49.480 --> 00:11:51.480]  是讲马大和玛利亚
[00:11:51.480 --> 00:11:53.480]  第十三章10至13节
[00:11:53.480 --> 00:11:57.480]  就是讲不能屈腰避鬼符的女人
[00:11:57.480 --> 00:11:59.480]  第十五章8至10节
[00:11:59.480 --> 00:12:02.480]  就讲失前的妇人的比喻
[00:12:02.480 --> 00:12:04.480]  第十八章1至8节
[00:12:04.480 --> 00:12:07.480]  是讲到寡妇求个官
[00:12:07.480 --> 00:12:09.480]  第21章1至4节
[00:12:09.480 --> 00:12:11.480]  是寡妇奉献所有的
[00:12:11.480 --> 00:12:13.480]  第23章49至56节
[00:12:13.480 --> 00:12:15.480]  是十字架下留下来的
[00:12:15.480 --> 00:12:16.480]  那些都是妇女
[00:12:16.480 --> 00:12:20.480]  第24章10至11节
[00:12:20.480 --> 00:12:22.480]  复活的时候
[00:12:22.480 --> 00:12:24.480]  坟前的又是妇女
[00:12:24.480 --> 00:12:26.480]  第24章22至24节
[00:12:26.480 --> 00:12:29.480]  就复活和耶稣和妇女一起
[00:12:29.480 --> 00:12:31.480]  我们再细心来看看
[00:12:31.480 --> 00:12:33.480]  上述的这些妇女
[00:12:33.480 --> 00:12:35.480]  我发觉差不多每一个妇女
[00:12:35.480 --> 00:12:37.480]  都有一些动人的故事
[00:12:37.480 --> 00:12:39.480]  她都是受过耶稣的恩惠
[00:12:39.480 --> 00:12:41.480]  比如 慕大拉的玛利亚
[00:12:41.480 --> 00:12:43.480]  路加福音告诉你
[00:12:43.480 --> 00:12:45.480]  他曾有七只污鬼扶着他
[00:12:45.480 --> 00:12:47.480]  耶稣说他驱走了那些污鬼
[00:12:47.480 --> 00:12:49.480]  慕大拉的地方名
[00:12:49.480 --> 00:12:51.480]  加里尼的西边
[00:12:51.480 --> 00:12:53.480]  距离提比利亚又有三英里路
[00:12:53.480 --> 00:12:56.480]  希律的家在普萨的妻子
[00:12:56.480 --> 00:12:57.480]  约阿娜
[00:12:57.480 --> 00:13:00.480]  普萨这个名字是一个叙利亚名字
[00:13:00.480 --> 00:13:03.480]  是希律的管家
[00:13:03.480 --> 00:13:05.480]  我们对约阿娜的资料不多
[00:13:05.480 --> 00:13:07.480]  但知道她和慕大拉的玛利亚
[00:13:07.480 --> 00:13:11.480]  同时在耶稣被钉十字架的时候出现
[00:13:11.480 --> 00:13:13.480]  这就是第24章10节
[00:13:13.480 --> 00:13:15.480]  最后一个叫苏撒娜
[00:13:15.480 --> 00:13:17.480]  在整本圣经里面
[00:13:17.480 --> 00:13:19.480]  只有在这里出现过
[00:13:19.480 --> 00:13:20.480]  资料不详
[00:13:20.480 --> 00:13:24.480]  据估计路加福音虽然只提及这三个女人
[00:13:24.480 --> 00:13:27.480]  但很有可能在短讯里面
[00:13:27.480 --> 00:13:29.480]  短讯里面还有其他的妇女
[00:13:29.480 --> 00:13:31.480]  我们看看这些妇女
[00:13:31.480 --> 00:13:34.480]  有些从前非常凄惨
[00:13:34.480 --> 00:13:37.480]  过着一些很黑暗的生活
[00:13:37.480 --> 00:13:39.480]  有些是因为耶稣
[00:13:39.480 --> 00:13:43.480]  他们不理会出生背景
[00:13:43.480 --> 00:13:45.480]  性别是怎样
[00:13:45.480 --> 00:13:48.480]  都是成为耶稣基督的对公
[00:13:48.480 --> 00:13:51.480]  这真是一个不可思议的事
[00:13:51.480 --> 00:13:53.480]  在整个对公当中
[00:13:53.480 --> 00:13:57.480]  他们不是同做一样东西
[00:13:57.480 --> 00:13:59.480]  不是每个都可以说到
[00:13:59.480 --> 00:14:03.480]  耶稣乃是按照他们的恩赐背景尽其所能
[00:14:03.480 --> 00:14:06.480]  就好像足球队有守龙门的
[00:14:06.480 --> 00:14:07.480]  有做后卫的
[00:14:07.480 --> 00:14:08.480]  有做中场输送的
[00:14:08.480 --> 00:14:09.480]  有做前锋的
[00:14:09.480 --> 00:14:12.480]  综合马塔和路加的技术
[00:14:12.480 --> 00:14:13.480]  我们可以看到
[00:14:13.480 --> 00:14:14.480]  他们一面前道
[00:14:14.480 --> 00:14:15.480]  一面就说
[00:14:15.480 --> 00:14:18.480]  天涯尽了你们要悔改
[00:14:18.480 --> 00:14:20.480]  但同时做了很多慈善的工作
[00:14:20.480 --> 00:14:21.480]  有医治赶轨
[00:14:21.480 --> 00:14:22.480]  叫人结症
[00:14:22.480 --> 00:14:23.480]  甚至死人复活
[00:14:23.480 --> 00:14:25.480]  今天我们所传的福音
[00:14:25.480 --> 00:14:27.480]  是包括整个传人的
[00:14:27.480 --> 00:14:29.480]  是灵性和身体所需
[00:14:29.480 --> 00:14:31.480]  是一个传人的福音
[00:14:31.480 --> 00:14:34.480]  但是有些妇女可能不善讲道
[00:14:34.480 --> 00:14:36.480]  也没有受过训练
[00:14:36.480 --> 00:14:37.480]  路加就告诉你
[00:14:37.480 --> 00:14:39.480]  他们用自己的财物
[00:14:39.480 --> 00:14:41.480]  供给耶稣和门徒
[00:14:41.480 --> 00:14:45.480]  供给这个字希腊文叫Diakonos
[00:14:45.480 --> 00:14:50.480]  意思就是在饭桌旁边伺候
[00:14:50.480 --> 00:14:51.480]  实际的服侍
[00:14:51.480 --> 00:14:53.480]  包括煮饭茶水的供应
[00:14:53.480 --> 00:14:55.480]  和各样行政的公约
[00:14:55.480 --> 00:14:58.480]  他们用他们的财物去支援
[00:14:58.480 --> 00:15:01.480]  并不是他们说富甲一方
[00:15:01.480 --> 00:15:04.480]  不是
[00:15:04.480 --> 00:15:06.480]  没错有些有钱的用钱资助
[00:15:06.480 --> 00:15:09.480]  财物这个字其实是解作资源
[00:15:09.480 --> 00:15:12.480]  有钱出来有力出来
[00:15:12.480 --> 00:15:14.480]  他们是使用他们的资源
[00:15:14.480 --> 00:15:17.480]  去支援这个福音的工作
[00:15:17.480 --> 00:15:19.480]  去尽其所能
[00:15:19.480 --> 00:15:21.480]  同心服事
[00:15:21.480 --> 00:15:23.480]  我们问一问
[00:15:23.480 --> 00:15:24.480]  今天在教会里面
[00:15:24.480 --> 00:15:27.480]  其中一个最大的问题是什么呢
[00:15:27.480 --> 00:15:28.480]  很多人以为
[00:15:28.480 --> 00:15:29.480]  我们请了个牧师
[00:15:29.480 --> 00:15:30.480]  他搞定了
[00:15:30.480 --> 00:15:32.480]  我只需要出钱就搞定了
[00:15:32.480 --> 00:15:34.480]  牧师搞定
[00:15:34.480 --> 00:15:35.480]  传福音他搞定
[00:15:35.480 --> 00:15:36.480]  讲道他搞定
[00:15:36.480 --> 00:15:37.480]  教导他搞定
[00:15:37.480 --> 00:15:39.480]  什么都是牧师搞定
[00:15:39.480 --> 00:15:40.480]  这个是错的
[00:15:40.480 --> 00:15:42.480]  圣经里面说
[00:15:42.480 --> 00:15:44.480]  我们基督的身体
[00:15:44.480 --> 00:15:46.480]  各尽其能
[00:15:46.480 --> 00:15:48.480]  各尽其职
[00:15:48.480 --> 00:15:51.480]  每一个人使用他自己的恩赐
[00:15:51.480 --> 00:15:53.480]  我们不只是靠一两个人
[00:15:53.480 --> 00:15:55.480]  不只是靠牧师
[00:15:55.480 --> 00:15:57.480]  如果我们整个教会的弟兄姊妹
[00:15:57.480 --> 00:16:01.480]  都投身在这个服侍成为一个对公的时候
[00:16:01.480 --> 00:16:03.480]  我们就发觉
[00:16:03.480 --> 00:16:05.480]  这个教会兴旺
[00:16:05.480 --> 00:16:07.480]  但很可惜
[00:16:07.480 --> 00:16:08.480]  今天的教会
[00:16:08.480 --> 00:16:12.480]  首先将我们困在四块墙里面
[00:16:12.480 --> 00:16:14.480]  和外面完全不接触
[00:16:14.480 --> 00:16:16.480]  不是有好像耶稣这里所说的
[00:16:16.480 --> 00:16:17.480]  短酸矩
[00:16:17.480 --> 00:16:18.480]  渗入民间
[00:16:18.480 --> 00:16:19.480]  造肛造炎
[00:16:19.480 --> 00:16:20.480]  第二
[00:16:20.480 --> 00:16:21.480]  我们只是靠
[00:16:21.480 --> 00:16:24.480]  我们所谓一两个专才去做
[00:16:24.480 --> 00:16:27.480]  而不是人人尽自己能力
[00:16:27.480 --> 00:16:28.480]  这样的时候
[00:16:28.480 --> 00:16:32.480]  教会又怎么会有增长呢
[00:16:32.480 --> 00:16:34.480]  教会又怎么会复兴呢
[00:16:34.480 --> 00:16:36.480]  要上帝祝福我们
[00:16:36.480 --> 00:16:38.480]  今天我们就说到这为止
[00:16:38.480 --> 00:16:40.480]  今晚我们继续思想
[00:16:40.480 --> 00:16:42.480]  路加福音的信息
[00:16:42.480 --> 00:16:44.480]  去到路加福音第八章
[00:16:44.480 --> 00:16:48.480]  四节至十五节
[00:16:48.480 --> 00:16:52.480]  题目叫同种不同命
[00:16:52.480 --> 00:16:55.480]  或者我们首先看看这段经文
[00:16:55.480 --> 00:16:58.480]  路加福音第八章四节至十五节
[00:16:58.480 --> 00:17:00.480]  多女多人聚集
[00:17:00.480 --> 00:17:03.480]  又有人从各城里出来
[00:17:03.480 --> 00:17:05.480]  见耶稣的时候
[00:17:05.480 --> 00:17:07.480]  耶稣就用比喻说
[00:17:07.480 --> 00:17:10.480]  有一个杀种的人出去杀种
[00:17:10.480 --> 00:17:13.480]  杀的时候有落在路旁的
[00:17:13.480 --> 00:17:14.480]  被人践踏
[00:17:14.480 --> 00:17:17.480]  天上的飞鸟也来吃尽了
[00:17:17.480 --> 00:17:19.480]  有落在盘石上的
[00:17:19.480 --> 00:17:21.480]  一出来就孵光了
[00:17:21.480 --> 00:17:23.480]  因为得不着资源
[00:17:23.480 --> 00:17:26.480]  有落在荊棘里的
[00:17:26.480 --> 00:17:29.480]  荊棘一同生长把它挤住了
[00:17:29.480 --> 00:17:31.480]  又有落在好土里的
[00:17:31.480 --> 00:17:33.480]  生长起来结十八倍
[00:17:33.480 --> 00:17:36.480]  耶稣说了这话就大声说
[00:17:36.480 --> 00:17:39.480]  有耳可听的就应当听
[00:17:39.480 --> 00:17:42.480]  我们问耶稣说
[00:17:42.480 --> 00:17:44.480]  这比喻是什么意思呢
[00:17:44.480 --> 00:17:46.480]  他说神国必奥悲
[00:17:46.480 --> 00:17:48.480]  只叫你们知道
[00:17:48.480 --> 00:17:50.480]  只别人就用比喻叫他们
[00:17:50.480 --> 00:17:51.480]  看也看不见
[00:17:51.480 --> 00:17:53.480]  听也听不明
[00:17:53.480 --> 00:17:55.480]  这比喻乃是这样
[00:17:55.480 --> 00:17:57.480]  种子就是神的道
[00:17:57.480 --> 00:17:58.480]  那些在路旁的
