
[00:00:00.000 --> 00:00:05.000]  各位看福的弟兄姊妹
[00:10:02.600 --> 00:10:05.680]  我們看彼得前書第三章
[00:10:05.680 --> 00:10:08.280]  大家都很熟悉的這一段經文
[00:10:08.280 --> 00:10:10.840]  我們一起打開來看
[00:10:10.840 --> 00:10:15.200]  首先我都要請姐妹們包容一下我
[00:10:15.200 --> 00:10:17.600]  一位男性來跟你說
[00:10:17.600 --> 00:10:19.240]  要叫你信服這些
[00:10:19.240 --> 00:10:21.160]  你是會不太服的
[00:10:21.160 --> 00:10:23.440]  不過你都忍耐一下
[00:10:23.440 --> 00:10:27.440]  因為如果你能夠從一個男性的角度
[00:10:27.440 --> 00:10:29.920]  稍微了解好一點
[00:10:29.920 --> 00:10:34.160]  那你真的對自己有益很多
[00:10:34.160 --> 00:10:37.520]  因為如果你只是從你的角度來看
[00:10:37.520 --> 00:10:40.960]  始終都不接納到男性的角度
[00:10:40.960 --> 00:10:43.960]  不理解他們的構造
[00:10:43.960 --> 00:10:45.600]  他們的天性
[00:10:45.600 --> 00:10:47.160]  無論是好與壞
[00:10:47.160 --> 00:10:48.800]  你不了解的話
[00:10:48.800 --> 00:10:51.640]  其實你是很難做人的
[00:10:51.640 --> 00:10:55.000]  你會做一個很不快樂的女士
[00:10:55.000 --> 00:10:59.840]  我是想你做一個更快樂的女性
[00:10:59.840 --> 00:11:01.080]  行不行啊
[00:11:01.080 --> 00:11:02.840]  如果一位男士說
[00:11:02.840 --> 00:11:04.440]  或者你的丈夫說
[00:11:04.440 --> 00:11:07.480]  其實我真的很想你很開心啊
[00:11:07.480 --> 00:11:11.960]  那你覺得好不好呢?
[00:11:11.960 --> 00:11:14.440]  難道你想拿苦力新嗎?
[00:11:14.440 --> 00:11:16.920]  可能你已經預計了我會說什麼
[00:11:16.920 --> 00:11:21.480]  所以都不肯回答
[00:11:21.480 --> 00:11:23.800]  彼得就說你們作妻子的
[00:11:23.800 --> 00:11:27.800]  要信服自己的丈夫
[00:11:27.800 --> 00:11:30.760]  第一不是踩低女性
[00:11:30.760 --> 00:11:38.080]  因為他前面是說這位為我們做榜樣的主
[00:11:38.080 --> 00:11:42.240]  他是帶領著我們不走一條的迷途
[00:11:42.240 --> 00:11:46.240]  是叫我們的靈魂歸於這位大目者
[00:11:46.240 --> 00:11:48.560]  那我們跟隨他
[00:11:48.560 --> 00:11:51.600]  這是最基本最基本的東西
[00:11:51.600 --> 00:11:54.520]  跟從基督效法基督
[00:11:54.520 --> 00:11:59.200]  是我們理所當然的事
[00:11:59.200 --> 00:12:01.520]  跟從基督效法基督
[00:12:01.520 --> 00:12:03.920]  是最有智慧的事
[00:12:03.920 --> 00:12:06.320]  跟從基督效法基督
[00:12:06.320 --> 00:12:08.120]  無論多艱辛
[00:12:08.120 --> 00:12:10.400]  最後都是最有價值的事
[00:12:10.400 --> 00:12:13.840]  Amen
[00:12:13.840 --> 00:12:16.160]  認真一點才好說
[00:12:16.160 --> 00:12:20.840]  不過認真一點都要這樣說
[00:12:20.840 --> 00:12:22.840]  難道你夠膽說不是嗎?
[00:12:22.840 --> 00:12:25.840]  我們真是認識主
[00:12:25.840 --> 00:12:27.360]  愛主
[00:12:27.360 --> 00:12:31.440]  就很想經驗他
[00:12:31.440 --> 00:12:33.440]  再說多一次
[00:12:33.440 --> 00:12:37.960]  經驗基督不是風花雪月
[00:12:37.960 --> 00:12:40.240]  不是意氣風範
[00:12:40.240 --> 00:12:47.280]  經驗基督乃是上十字架那條路
[00:12:47.280 --> 00:12:50.280]  還有上十字架
[00:12:50.280 --> 00:12:52.280]  還有死了
[00:12:52.280 --> 00:12:54.280]  是跟到盡頭
[00:12:54.280 --> 00:12:58.280]  這就是我們那種
[00:12:58.280 --> 00:13:04.280]  逼在我們心裏的信仰的重點
[00:13:04.280 --> 00:13:08.280]  希望這個落印在我們心裏
[00:13:08.280 --> 00:13:10.280]  那又不用太害怕
[00:13:10.280 --> 00:13:13.280]  你說我哪有基督那麼偉大
[00:13:13.280 --> 00:13:15.280]  我哪有他死得那麼慘
[00:13:15.280 --> 00:13:20.280]  我認識至少歷史上和我身邊的長輩
[00:13:20.280 --> 00:13:26.280]  那些只要我知道是很跟從主很敬虔的人
[00:13:26.280 --> 00:13:29.280]  有些是受苦的
[00:13:29.280 --> 00:13:32.280]  即是內地文革時期
[00:13:32.280 --> 00:13:37.280]  或者是由50年代一直
[00:13:37.280 --> 00:13:39.280]  其實到今時今日
[00:13:39.280 --> 00:13:43.280]  我們都知道有敬虔的傳道人
[00:13:43.280 --> 00:13:46.280]  他們受的苦是多大
[00:13:46.280 --> 00:13:48.280]  不過不是全部都是這樣
[00:13:48.280 --> 00:13:51.280]  全世界的傳道人不是每個人都是這樣
[00:13:51.280 --> 00:13:54.280]  有些今天還說話很大聲的傳道人
[00:13:54.280 --> 00:13:56.280]  都不知道多幸福
[00:13:56.280 --> 00:13:57.280]  是不是
[00:13:57.280 --> 00:13:59.280]  不用那麼害怕
[00:13:59.280 --> 00:14:00.280]  我想告訴你
[00:14:00.280 --> 00:14:04.280]  每一個人都有自己的一份
[00:14:04.280 --> 00:14:06.280]  所以不用那麼害怕
[00:14:06.280 --> 00:14:08.280]  最害怕應該是什麼
[00:14:08.280 --> 00:14:12.280]  最害怕是自己跟著不跟著
[00:14:12.280 --> 00:14:15.280]  最害怕是自己學了猶大
[00:14:15.280 --> 00:14:18.280]  其他東西真的沒什麼好害怕的
[00:14:18.280 --> 00:14:20.280]  豁出去吧
[00:14:20.280 --> 00:14:23.280]  我在不久之前有人問我
[00:14:23.280 --> 00:14:24.280]  以後應該怎麼說
[00:14:24.280 --> 00:14:25.280]  我說怎麼說
[00:14:25.280 --> 00:14:26.280]  過去怎麼說
[00:14:26.280 --> 00:14:27.280]  以後怎麼說
[00:14:27.280 --> 00:14:29.280]  如果過去都不說
[00:14:29.280 --> 00:14:31.280]  以後其實都不用說了
[00:14:31.280 --> 00:14:33.280]  豁出去吧
[00:14:33.280 --> 00:14:34.280]  做什麼呢
[00:14:34.280 --> 00:14:37.280]  我是想忠於基督
[00:14:37.280 --> 00:14:39.280]  如果我錯了
[00:14:39.280 --> 00:14:41.280]  那我悔改
[00:14:41.280 --> 00:14:45.280]  如果我為了其他原因不忠於基督
[00:14:45.280 --> 00:14:47.280]  那就很可悲了
[00:14:47.280 --> 00:14:49.280]  你怎麼說了去那裡
[00:14:49.280 --> 00:14:51.280]  只是想鼓勵你
[00:14:51.280 --> 00:14:53.280]  天父愛我們
[00:14:53.280 --> 00:14:58.280]  往往給我們所經驗所享受的
[00:14:58.280 --> 00:15:01.280]  是超乎我們所求所想
[00:15:01.280 --> 00:15:04.280]  既然他能夠在我們蒙福的路上
[00:15:04.280 --> 00:15:08.280]  如此給我們超乎所求所想
[00:15:08.280 --> 00:15:10.280]  在我們受苦的
[00:15:10.280 --> 00:15:16.280]  他又豈會讓我們過於人所能受的呢
[00:15:16.280 --> 00:15:19.280]  而且在我們受試煉試探的時候
[00:15:19.280 --> 00:15:22.280]  必要為我們開一條出路
[00:15:22.280 --> 00:15:24.280]  有徒生門的
[00:15:24.280 --> 00:15:25.280]  有救生圈的
[00:15:25.280 --> 00:15:26.280]  有降落傘的
[00:15:26.280 --> 00:15:28.280]  Hallelujah
[00:15:28.280 --> 00:15:32.280]  而且最精彩的還是繼續聽下去
[00:15:32.280 --> 00:15:34.280]  說回妻子信服
[00:15:34.280 --> 00:15:36.280]  其實是效法基督
[00:15:36.280 --> 00:15:38.280]  說丈夫愛妻子
[00:15:38.280 --> 00:15:41.280]  其實你知不知道丈夫怎麼愛妻子
[00:15:41.280 --> 00:15:43.280]  男人聽著
[00:15:43.280 --> 00:15:45.280]  我說過很多次了
[00:15:45.280 --> 00:15:47.280]  這是版權所有
[00:15:47.280 --> 00:15:50.280]  你要愛妻子
[00:15:50.280 --> 00:15:52.280]  劉慶泉你去死吧
[00:15:52.280 --> 00:15:56.280]  然後你就是妻子的頭
[00:15:56.280 --> 00:15:58.280]  你的死人頭
[00:15:58.280 --> 00:16:01.280]  做丈夫要做頭
[00:16:01.280 --> 00:16:03.280]  你去死吧
[00:16:03.280 --> 00:16:05.280]  死人頭
[00:16:05.280 --> 00:16:06.280]  不是咒他
[00:16:06.280 --> 00:16:09.280]  將兩樣聖經結合起來
[00:16:09.280 --> 00:16:10.280]  做頭和去死
[00:16:10.280 --> 00:16:11.280]  加起來
[00:16:11.280 --> 00:16:13.280]  廣東話就
[00:16:13.280 --> 00:16:16.280]  其實上次我說過
[00:16:16.280 --> 00:16:22.280]  其實兩樣東西都不是給一個特權給任何一方
[00:16:22.280 --> 00:16:25.280]  也不是貶低任何一方
[00:16:25.280 --> 00:16:28.280]  而是將兩方面都升格
[00:16:28.280 --> 00:16:30.280]  叫他能夠效法基督
[00:16:30.280 --> 00:16:31.280]  多榮耀
[00:16:31.280 --> 00:16:32.280]  多Hallelujah
[00:16:32.280 --> 00:16:33.280]  多讚美
[00:16:33.280 --> 00:16:38.280]  這個扭曲倫理扭曲人性價值的社會裏面
[00:16:38.280 --> 00:16:40.280]  有時候一些所謂很自由派的東西
[00:16:40.280 --> 00:16:41.280]  說的話
[00:16:41.280 --> 00:16:45.280]  就將聖經的基本原則都扔掉
[00:16:45.280 --> 00:16:47.280]  因為人會濫用原則
[00:16:47.280 --> 00:16:49.280]  這是值得小心的
[00:16:49.280 --> 00:16:52.280]  但是所謂英文說
[00:16:52.280 --> 00:16:56.280]  將嬰兒和洗澡水都扔掉
[00:16:56.280 --> 00:16:58.280]  這是不對的
[00:16:58.280 --> 00:17:00.280]  我們是要污糟的水就倒掉
[00:17:00.280 --> 00:17:02.280]  嬰兒要留在那裏
[00:17:02.280 --> 00:17:04.280]  那些人濫用的東西
[00:17:04.280 --> 00:17:07.280]  我們不要學習世俗的風氣
[00:17:07.280 --> 00:17:09.280]  但是那些聖經的精華
[00:17:09.280 --> 00:17:12.280]  我們沒有辦法不堅持
[00:17:12.280 --> 00:17:14.280]  男人說話
[00:17:14.280 --> 00:17:17.280]  我們最喜歡的女人是什麼
[00:17:17.280 --> 00:17:19.280]  不要吵吵鬧鬧
[00:17:19.280 --> 00:17:21.280]  不要硬硬扎扎
[00:17:21.280 --> 00:17:23.280]  不要以為自己很聰明
[00:17:23.280 --> 00:17:24.280]  雖然你們比我們聰明
[00:17:24.280 --> 00:17:26.280]  我們都知道的
[00:17:26.280 --> 00:17:29.280]  不要經常問我們問題
[00:17:29.280 --> 00:17:32.280]  我們很怕回答問題
[00:17:32.280 --> 00:17:34.280]  什麼都問
[00:17:34.280 --> 00:17:36.280]  你是不是不知道答案
[00:17:36.280 --> 00:17:38.280]  你問來幹什麼
[00:17:38.280 --> 00:17:40.280]  這些就像個人的牢騷
[00:17:40.280 --> 00:17:42.280]  如有類同實屬巧合
[00:17:42.280 --> 00:17:44.280]  我只是引用別人的說話
[00:17:44.280 --> 00:17:46.280]  你不要想太多
[00:17:46.280 --> 00:17:47.280]  我說夫妻的時候
[00:17:47.280 --> 00:17:49.280]  你不要想我
[00:17:49.280 --> 00:17:55.280]  如果有丈夫是不信從道理的
[00:17:56.280 --> 00:18:01.280]  你就播多些劉永泉的錄音帶給他聽
[00:18:01.280 --> 00:18:03.280]  拿陳欣明的錄音帶給他聽
[00:18:03.280 --> 00:18:05.280]  讓他早點悔改
[00:18:05.280 --> 00:18:07.280]  如果丈夫不聽道
[00:18:07.280 --> 00:18:10.280]  就日日夜夜都要帶他去報道會
[00:18:10.280 --> 00:18:12.280]  抓他來三福
[00:18:12.280 --> 00:18:16.280]  然後就繼續日日夜夜在他耳邊說
[00:18:16.280 --> 00:18:19.280]  說到他及早跟你同行一路
[00:18:19.280 --> 00:18:20.280]  是不是這樣
[00:18:20.280 --> 00:18:22.280]  曾經有人是這樣做
[00:18:22.280 --> 00:18:25.280]  很漂亮的很有知識的女人
[00:18:25.280 --> 00:18:28.280]  然後她的丈夫也是很有學問
[00:18:28.280 --> 00:18:33.280]  很有地位的大報章的法律版的編輯
[00:18:33.280 --> 00:18:36.280]  很厲害的耶魯大學的大學人
[00:18:36.280 --> 00:18:41.280]  直到後來這位女士她明白了
[00:18:41.280 --> 00:18:44.280]  原來這個聖經是這樣教
[00:18:44.280 --> 00:18:47.280]  即使有不信從道理的丈夫
[00:18:47.280 --> 00:18:50.280]  他可以雖然不聽道
[00:18:50.280 --> 00:18:53.280]  是豁免他聽道的
[00:18:53.280 --> 00:18:58.280]  是不用你經常塞福音丹章進你丈夫的口袋裡
[00:18:58.280 --> 00:19:01.280]  是不用你經常在他耳邊做判官
[00:19:01.280 --> 00:19:03.280]  來審判他來說他不好的
[00:19:03.280 --> 00:19:06.280]  是不用向他Pledge的
[00:19:06.280 --> 00:19:07.280]  那怎麼辦
[00:19:07.280 --> 00:19:09.280]  收聲
[00:19:09.280 --> 00:19:12.280]  收聲其實需要信心
[00:19:12.280 --> 00:19:16.280]  女人能夠收住嘴巴
[00:19:16.280 --> 00:19:21.280]  一方面是在學習尊重她的丈夫
[00:19:21.280 --> 00:19:25.280]  另一方面是在學習信任天父
[00:19:25.280 --> 00:19:28.280]  信任聖靈
[00:19:28.280 --> 00:19:32.280]  不信任不尊重的時候
[00:19:32.280 --> 00:19:36.280]  就日日夜夜在焦慮地說話
[00:19:36.280 --> 00:19:41.280]  我們男人其實是知道女人的辛苦
[00:19:41.280 --> 00:19:46.280]  不過我們不接納女人表達她辛苦的方式
[00:19:46.280 --> 00:19:49.280]  就是日日夜夜都很焦慮地在說話
[00:19:49.280 --> 00:19:51.280]  是不是 永泉
[00:19:51.280 --> 00:19:54.280]  對不起 不應該叫你回答
[00:19:54.280 --> 00:19:57.280]  不要叫任何一個人回答
[00:19:57.280 --> 00:20:05.280]  因為是可以藉著妻子的品行而被感化
[00:20:05.280 --> 00:20:09.280]  原來你們是有Power的姐妹們
[00:20:09.280 --> 00:20:12.280]  你們的Power是在於你們的德行
[00:20:12.280 --> 00:20:15.280]  在於你們的美德
[00:20:15.280 --> 00:20:19.280]  不用說在品格上在道德上
[00:20:19.280 --> 00:20:27.280]  似乎女性一向都是比男性更加優越的
[00:20:27.280 --> 00:20:29.280]  是不是
[00:20:29.280 --> 00:20:32.280]  雖然現在追上來了
[00:20:32.280 --> 00:20:34.280]  外面的世俗
[00:20:34.280 --> 00:20:38.280]  但是其實就算外面怎樣墮落都好
[00:20:38.280 --> 00:20:40.280]  比較墮落的
[00:20:40.280 --> 00:20:43.280]  大家都同意是男人
[00:20:43.280 --> 00:20:45.280]  而在基督裡
[00:20:45.280 --> 00:20:49.280]  我們的姐妹們一定是有更好的美德
[00:20:49.280 --> 00:20:55.280]  而那個美德其實就是面對那個不信的丈夫
[00:20:55.280 --> 00:20:58.280]  是不用向他努力報到
[00:20:58.280 --> 00:21:00.280]  這樣都可以
[00:21:00.280 --> 00:21:02.280]  我都沒聽過牧師這樣說
[00:21:02.280 --> 00:21:06.280]  我們就是說牧師要令我未信的丈夫
[00:21:06.280 --> 00:21:09.280]  越快信主就越一家圓美
[00:21:09.280 --> 00:21:14.280]  其實有些東西叫做欲速則不達
[00:21:14.280 --> 00:21:19.280]  還有人信主其實是真的沒時間表的
[00:21:19.280 --> 00:21:22.280]  有時我們以為有
[00:21:22.280 --> 00:21:25.280]  今天做了明天他就信主
[00:21:25.280 --> 00:21:30.280]  我媽媽為她媽媽祈禱28年
[00:21:30.280 --> 00:21:34.280]  我媽媽信主的時候被她媽媽踢出街
[00:21:34.280 --> 00:21:39.280]  28年來媽媽一直孝順她媽媽
[00:21:39.280 --> 00:21:41.280]  誰知道要等28年
[00:21:41.280 --> 00:21:43.280]  不知道
[00:21:43.280 --> 00:21:45.280]  當然你不用太害怕
[00:21:45.280 --> 00:21:47.280]  因為不知道
[00:21:47.280 --> 00:21:48.280]  有什麼好害怕
[00:21:48.280 --> 00:21:51.280]  有些人的丈夫很快信主
[00:21:51.280 --> 00:21:54.280]  有些人的丈夫很久都不信主
[00:21:54.280 --> 00:21:57.280]  在他信主不信主之間
[00:21:57.280 --> 00:22:01.280]  如果夫妻的關係已經毀爛不堪
[00:22:01.280 --> 00:22:04.280]  其實這是很不值得的事
[00:22:04.280 --> 00:22:06.280]  明不明白
[00:22:06.280 --> 00:22:08.280]  所以親愛的
[00:22:08.280 --> 00:22:11.280]  如果我說的話令你不舒服
[00:22:11.280 --> 00:22:13.280]  我沒有心的
[00:22:13.280 --> 00:22:16.280]  我希望我今天這樣說
[00:22:16.280 --> 00:22:20.280]  將彼得勸勉姐妹們的說話
[00:22:20.280 --> 00:22:22.280]  能夠叫你釋放
[00:22:22.280 --> 00:22:24.280]  叫你安心
[00:22:24.280 --> 00:22:27.280]  那我可以做什麼
[00:22:27.280 --> 00:22:28.280]  喂
[00:22:28.280 --> 00:22:30.280]  夫妻嘛
[00:22:30.280 --> 00:22:32.280]  我們男人最想什麼
[00:22:32.280 --> 00:22:34.280]  得到妻子的愛
[00:22:34.280 --> 00:22:36.280]  得到妻子的尊重
[00:22:36.280 --> 00:22:39.280]  得到妻子的關懷
[00:22:39.280 --> 00:22:44.280]  我們男人是不想得到妻子的奮鬥
[00:22:44.280 --> 00:22:47.280]  不想被你紀律
[00:22:47.280 --> 00:22:49.280]  就是這樣
[00:22:49.280 --> 00:22:51.280]  你說這樣很不公道
[00:22:51.280 --> 00:22:53.280]  唉
[00:22:53.280 --> 00:22:55.280]  那你服就服
