
[00:00:00.000 --> 00:00:07.280]  各位原浸的頂展會前面的各位年輕人
[00:03:01.440 --> 00:03:05.760]  耶穌見到他很憂愁的時候
[00:03:05.760 --> 00:03:07.200]  就說有錢的人
[00:03:07.200 --> 00:03:10.720]  在馬福音裡也是依靠錢財的人
[00:03:10.720 --> 00:03:13.440]  進神的閣是何等的難
[00:03:13.440 --> 00:03:16.240]  駱駝穿過針眼
[00:03:16.240 --> 00:03:19.440]  比財主進入神的閣更加容易
[00:03:19.440 --> 00:03:21.120]  聽見的人就問
[00:03:21.120 --> 00:03:22.800]  那誰可以得救呢?
[00:03:22.800 --> 00:03:25.280]  耶穌說在人不能
[00:03:25.280 --> 00:03:27.840]  但在神是凡事都能
[00:03:27.840 --> 00:03:29.840]  彼得說
[00:03:29.840 --> 00:03:33.360]  你看看我們已經撇下一切去跟從你了
[00:03:33.360 --> 00:03:35.360]  耶穌對他說
[00:03:35.360 --> 00:03:37.360]  我實實在在的告訴你
[00:03:37.360 --> 00:03:41.600]  凡是在神的閣撇下房屋
[00:03:41.600 --> 00:03:44.400]  或者妻兒兄弟父母
[00:03:44.400 --> 00:03:48.160]  會有不在今世得更多回
[00:03:48.160 --> 00:03:50.160]  馬福音就多說一句
[00:03:50.160 --> 00:03:53.520]  今世會得這些就是房屋
[00:03:53.520 --> 00:03:57.600]  兄弟姐妹父母親兒女田地
[00:03:57.600 --> 00:03:59.600]  而且來世得永生
[00:03:59.600 --> 00:04:02.640]  然而許多在前的要在後
[00:04:02.640 --> 00:04:03.920]  在後的要在前
[00:04:03.920 --> 00:04:06.720]  我特別要加這些下去
[00:04:06.720 --> 00:04:09.360]  因為我遲些會解釋
[00:04:09.360 --> 00:04:11.600]  為什麼上帝要我們撇下一切
[00:04:11.600 --> 00:04:14.640]  包括我們的父母妻兒田地
[00:04:14.640 --> 00:04:18.480]  然後在今生又給我們更多
[00:04:18.480 --> 00:04:20.480]  究竟是什麼意思呢?
[00:04:20.480 --> 00:04:26.320]  我會將第一個故事分開六節去說
[00:04:26.320 --> 00:04:30.720]  第一節會說永生
[00:04:30.720 --> 00:04:32.720]  要解釋永生
[00:04:32.720 --> 00:04:36.240]  首先我們要看聖經說什麼
[00:04:36.240 --> 00:04:39.440]  因為永生對很多人來說可能有不同意義
[00:04:39.440 --> 00:04:42.800]  對一些人來說可能生活不錯
[00:04:42.800 --> 00:04:45.760]  但你知道生命會終結一天
[00:04:45.760 --> 00:04:47.760]  不想生命終結就算了
[00:04:47.760 --> 00:04:50.240]  希望生命終結之後
[00:04:50.240 --> 00:04:52.240]  還會有生命繼續下去
[00:04:52.240 --> 00:04:59.920]  很多皇帝和獨裁者都希望權力永續
[00:04:59.920 --> 00:05:02.880]  秦始皇都希望有永生
[00:05:02.880 --> 00:05:04.880]  所以究竟要永生
[00:05:04.880 --> 00:05:06.880]  聖經是怎麼說的呢?
[00:05:06.880 --> 00:05:08.880]  我們先看看聖經怎麼說
[00:05:08.880 --> 00:05:13.360]  如果我們看永生最多的一章
[00:05:13.360 --> 00:05:15.360]  就是約翰
[00:05:15.360 --> 00:05:18.880]  約翰經過跟從耶穌三年半
[00:05:18.880 --> 00:05:20.880]  到年老的時候
[00:05:20.880 --> 00:05:22.880]  隔多五六十年
[00:05:22.880 --> 00:05:26.080]  他將他對耶穌基督的認識沉澱下來
[00:05:26.080 --> 00:05:28.880]  寫成約翰福音和約翰一書
[00:05:28.880 --> 00:05:34.080]  所以約翰對耶穌基督的了解是很精闢
[00:05:34.080 --> 00:05:36.880]  他一開始就說
[00:05:36.880 --> 00:05:40.400]  永生的源頭就是神愛世人
[00:05:40.400 --> 00:05:44.560]  原來人得永生的源頭就是神愛我們
[00:05:44.560 --> 00:05:47.360]  而神已經安排了一個方法
[00:05:47.360 --> 00:05:49.920]  就是他賜下獨生子耶穌基督
[00:05:49.920 --> 00:05:53.520]  條件就是要信耶穌基督的人
[00:05:53.520 --> 00:05:56.080]  不自滅亡 凡得永生
[00:05:56.080 --> 00:05:58.080]  所以大家看到
[00:05:58.080 --> 00:06:01.520]  永生的源頭就是神的愛
[00:06:01.520 --> 00:06:05.680]  第四節說到耶穌基督說
[00:06:05.680 --> 00:06:09.200]  誰喝我賜的水
[00:06:09.200 --> 00:06:12.720]  水的意思是耶穌基督賜下的聖靈
[00:06:12.720 --> 00:06:14.720]  永遠不渴
[00:06:14.720 --> 00:06:18.480]  所以原來第一句是
[00:06:18.480 --> 00:06:20.480]  父神愛世人
[00:06:20.480 --> 00:06:22.480]  將聖子耶穌基督
[00:06:22.480 --> 00:06:25.520]  交給一切信耶穌基督的人
[00:06:25.520 --> 00:06:27.520]  不自滅亡 凡得永生
[00:06:27.520 --> 00:06:30.480]  而耶穌基督賜下聖靈
[00:06:30.480 --> 00:06:32.480]  不救的人
[00:06:32.480 --> 00:06:34.480]  在永生裏的人
[00:06:34.480 --> 00:06:37.920]  可以像泉水一樣永遠不渴
[00:06:37.920 --> 00:06:39.920]  都得到滿足
[00:06:39.920 --> 00:06:41.920]  約翰福音第十章
[00:06:41.920 --> 00:06:43.920]  很清楚說到
[00:06:43.920 --> 00:06:45.920]  這個永生是上帝賜下來的
[00:06:45.920 --> 00:06:47.920]  如果我們知道上帝賜下來的
[00:06:47.920 --> 00:06:49.920]  我們就看到
[00:06:49.920 --> 00:06:51.920]  這個年輕人錯誤的觀念
[00:06:51.920 --> 00:06:53.920]  他以為他做一些事可以賺取回來
[00:06:53.920 --> 00:06:55.920]  原來永生是賜下來的
[00:06:55.920 --> 00:06:57.920]  不是我們做任何事賺到的
[00:06:57.920 --> 00:06:59.920]  而《約翰一書》第五章說到
[00:06:59.920 --> 00:07:01.920]  神賜給我們這個恩賜
[00:07:01.920 --> 00:07:03.920]  這個永生
[00:07:03.920 --> 00:07:05.920]  是在耶穌基督裏面
[00:07:05.920 --> 00:07:07.920]  即是永生是與上帝一起
[00:07:07.920 --> 00:07:09.920]  叫做永生
[00:07:09.920 --> 00:07:11.920]  不是我們現在這個世界的享樂
[00:07:11.920 --> 00:07:13.920]  之後
[00:07:13.920 --> 00:07:15.920]  肉身死了之後
[00:07:15.920 --> 00:07:17.920]  繼續下去
[00:07:17.920 --> 00:07:19.920]  而是要上帝同在
[00:07:19.920 --> 00:07:21.920]  這個才是主因
[00:07:21.920 --> 00:07:23.920]  我們看羅馬書保羅解釋
[00:07:23.920 --> 00:07:25.920]  這個永生是一個恩典
[00:07:25.920 --> 00:07:27.920]  是因著耶穌基督而得的
[00:07:27.920 --> 00:07:29.920]  而《禱告》第十七章的一句說話
[00:07:29.920 --> 00:07:31.920]  是很重要的
[00:07:31.920 --> 00:07:33.920]  什麼是永生
[00:07:33.920 --> 00:07:35.920]  就是認識這個獨一的真神
[00:07:35.920 --> 00:07:37.920]  認識他差來的耶穌基督
[00:07:37.920 --> 00:07:39.920]  即是說在永生的過程裏
[00:07:39.920 --> 00:07:41.920]  我們永遠去認識
[00:07:41.920 --> 00:07:43.920]  這個無窮無盡智慧的上帝
[00:07:43.920 --> 00:07:45.920]  這個就是永生
[00:07:45.920 --> 00:07:47.920]  原來永生的主角
[00:07:47.920 --> 00:07:49.920]  就是上帝
[00:07:49.920 --> 00:07:51.920]  三位一體的上帝
[00:07:51.920 --> 00:07:53.920]  所以我們要認識
[00:07:53.920 --> 00:07:55.920]  這個上帝
[00:07:55.920 --> 00:07:57.920]  就是三位一體的上帝
[00:07:57.920 --> 00:07:59.920]  所以在尤大師那裏
[00:07:59.920 --> 00:08:01.920]  說到進入永生
[00:08:01.920 --> 00:08:03.920]  是要靠三一的真神
[00:08:03.920 --> 00:08:05.920]  我們要藉著聖靈的禱告
[00:08:05.920 --> 00:08:07.920]  在父神的愛中
[00:08:07.920 --> 00:08:09.920]  藉著聖子耶穌基督的憐憫
[00:08:09.920 --> 00:08:11.920]  才能進入永生
[00:08:11.920 --> 00:08:13.920]  而進入永生的人
[00:08:13.920 --> 00:08:15.920]  是會進行上帝的旨意
[00:08:15.920 --> 00:08:17.920]  這句說話很重要
[00:08:17.920 --> 00:08:19.920]  我稍後會再解釋
[00:08:19.920 --> 00:08:21.920]  為什麼要強調要進行上帝的旨意
[00:08:21.920 --> 00:08:23.920]  為什麼要強調要進行上帝的旨意
[00:08:23.920 --> 00:08:29.920]  因為永生裏面有兩個時間
[00:08:29.920 --> 00:08:33.920]  一個是當一個人認罪悔改
[00:08:33.920 --> 00:08:35.920]  順主的時候
[00:08:35.920 --> 00:08:37.920]  永生已經開始
[00:08:37.920 --> 00:08:39.920]  但在這段時間裏
[00:08:39.920 --> 00:08:41.920]  要流眼淚
[00:08:41.920 --> 00:08:43.920]  上帝要求我們撇下房屋
[00:08:43.920 --> 00:08:45.920]  兄弟姐妹兒女
[00:08:45.920 --> 00:08:47.920]  但接著又說
[00:08:47.920 --> 00:08:49.920]  不會在今生裏
[00:08:49.920 --> 00:08:51.920]  不會只有百倍
[00:08:51.920 --> 00:08:53.920]  更多的房屋
[00:08:53.920 --> 00:08:55.920]  兄弟姐妹父母
[00:08:55.920 --> 00:08:57.920]  母親兒女田地等
[00:08:57.920 --> 00:08:59.920]  但還要受迫害
[00:08:59.920 --> 00:09:01.920]  我稍後會解釋
[00:09:01.920 --> 00:09:03.920]  為什麼撇下一切
[00:09:03.920 --> 00:09:05.920]  接著又拿回一切
[00:09:05.920 --> 00:09:07.920]  我會解釋這段經文
[00:09:07.920 --> 00:09:09.920]  但在我們在生之年
[00:09:09.920 --> 00:09:11.920]  如果我們要永生
[00:09:11.920 --> 00:09:13.920]  認罪悔改
[00:09:13.920 --> 00:09:15.920]  我們需要撇下一切
[00:09:15.920 --> 00:09:17.920]  和要受迫害
[00:09:17.920 --> 00:09:19.920]  到肉身之後
[00:09:19.920 --> 00:09:21.920]  我們才會不再流眼淚
[00:09:21.920 --> 00:09:23.920]  而我們現在這段永生
[00:09:23.920 --> 00:09:25.920]  是要順著聖靈
[00:09:25.920 --> 00:09:27.920]  靠著聖靈去度過
[00:09:27.920 --> 00:09:29.920]  在羅馬書裏簡介整個過程
[00:09:29.920 --> 00:09:31.920]  一個人罪得釋放的時候
[00:09:31.920 --> 00:09:33.920]  真的重新得救的人
[00:09:33.920 --> 00:09:35.920]  是會生命改變
[00:09:35.920 --> 00:09:37.920]  思想改變
[00:09:37.920 --> 00:09:39.920]  而結出果子
[00:09:39.920 --> 00:09:41.920]  生命改變
[00:09:41.920 --> 00:09:43.920]  而這段路是誠信的路
[00:09:43.920 --> 00:09:45.920]  由罪轉向義的路
[00:09:45.920 --> 00:09:47.920]  整條路是指向永生
[00:09:47.920 --> 00:09:49.920]  而這是上帝的恩賜
[00:09:49.920 --> 00:09:51.920]  在耶穌基督裏面
[00:09:51.920 --> 00:09:53.920]  所以我們明白了
[00:09:53.920 --> 00:09:55.920]  上帝在聖經裏面
[00:09:55.920 --> 00:09:57.920]  講永生的時候
[00:09:57.920 --> 00:09:59.920]  我們看到永生不是
[00:09:59.920 --> 00:10:01.920]  人做任何事物賺取回來
[00:10:01.920 --> 00:10:03.920]  而是三位一體的真神
[00:10:03.920 --> 00:10:05.920]  所賜的恩典
[00:10:05.920 --> 00:10:07.920]  是要經過耶穌基督
[00:10:07.920 --> 00:10:09.920]  才能進去
[00:10:09.920 --> 00:10:11.920]  所以我們要永生
[00:10:11.920 --> 00:10:13.920]  我們要永生
[00:10:13.920 --> 00:10:15.920]  才能進去
[00:10:15.920 --> 00:10:17.920]  而上帝要求我們
[00:10:17.920 --> 00:10:19.920]  信耶穌基督
[00:10:19.920 --> 00:10:21.920]  認識這個真神
[00:10:21.920 --> 00:10:23.920]  整個永生裏面
[00:10:23.920 --> 00:10:25.920]  最主要的主題
[00:10:25.920 --> 00:10:27.920]  最重要的目標就是不停的
[00:10:27.920 --> 00:10:29.920]  認識這個無限的上帝
[00:10:29.920 --> 00:10:31.920]  而是我們要藉著聖靈
[00:10:31.920 --> 00:10:33.920]  三生一神
[00:10:33.920 --> 00:10:35.920]  聖靈的愛
[00:10:35.920 --> 00:10:37.920]  基督的憐憫
[00:10:37.920 --> 00:10:39.920]  才能進入永生
[00:10:39.920 --> 00:10:41.920]  而進入永生的人
[00:10:41.920 --> 00:10:43.920]  是要順著聖靈
[00:10:43.920 --> 00:10:45.920]  去過生活
[00:10:45.920 --> 00:10:47.920]  是要揭出果子
[00:10:47.920 --> 00:10:49.920]  即是要思想改變
[00:10:49.920 --> 00:10:51.920]  生命改變
[00:10:51.920 --> 00:10:53.920]  而在當世當中
[00:10:53.920 --> 00:10:55.920]  我們要撇下一切
[00:10:55.920 --> 00:10:57.920]  而是受迫害
[00:10:57.920 --> 00:10:59.920]  所以我們要明白
[00:10:59.920 --> 00:11:01.920]  進入永生是一個途徑
[00:11:01.920 --> 00:11:03.920]  不是一個目的
[00:11:03.920 --> 00:11:05.920]  如果我們再看
[00:11:05.920 --> 00:11:07.920]  保羅解釋恩順正義的時候
[00:11:07.920 --> 00:11:09.920]  其實恩順正義得救
[00:11:09.920 --> 00:11:11.920]  並不是一個目標
[00:11:11.920 --> 00:11:13.920]  得救是一個途徑
[00:11:13.920 --> 00:11:15.920]  目標是與神相和
[00:11:15.920 --> 00:11:17.920]  是盼望神的榮耀
[00:11:17.920 --> 00:11:19.920]  與神和好
[00:11:19.920 --> 00:11:21.920]  與神為樂
[00:11:21.920 --> 00:11:23.920]  這個很重要
[00:11:23.920 --> 00:11:25.920]  因為我們有時會有個錯誤
[00:11:25.920 --> 00:11:27.920]  以為永生就是繼續享有
[00:11:27.920 --> 00:11:29.920]  我現在今生所有的一切
[00:11:29.920 --> 00:11:31.920]  但是如果一個永生
[00:11:31.920 --> 00:11:33.920]  不是想認識這個上帝
[00:11:33.920 --> 00:11:35.920]  我們就搞錯了
[00:11:35.920 --> 00:11:37.920]  所以如果一個人
[00:11:37.920 --> 00:11:39.920]  沒有真實的悔改
[00:11:39.920 --> 00:11:41.920]  如果你進入天國的時候
[00:11:41.920 --> 00:11:43.920]  是一個地獄
[00:11:43.920 --> 00:11:45.920]  因為你要每天
[00:11:45.920 --> 00:11:47.920]  面對聖潔公義的上帝
[00:11:47.920 --> 00:11:49.920]  而如果我們還是犯罪
[00:11:49.920 --> 00:11:51.920]  得罪上帝的時候
[00:11:51.920 --> 00:11:53.920]  每天面對聖潔公義的上帝
[00:11:53.920 --> 00:11:55.920]  是很痛苦的事
[00:11:55.920 --> 00:11:57.920]  天堂變成我們的地獄
[00:11:57.920 --> 00:11:59.920]  所以我們真正要明白
[00:11:59.920 --> 00:12:01.920]  聖經說哪些人
[00:12:01.920 --> 00:12:03.920]  會進入天國
[00:12:03.920 --> 00:12:05.920]  是一個地獄
[00:12:05.920 --> 00:12:07.920]  哪些人會進入天國
[00:12:07.920 --> 00:12:09.920]  是那些甘心樂意
[00:12:09.920 --> 00:12:11.920]  愛上帝
[00:12:11.920 --> 00:12:13.920]  進行上帝的誡命的人
[00:12:13.920 --> 00:12:15.920]  那些少數的人
[00:12:15.920 --> 00:12:17.920]  就是神準備國
[00:12:17.920 --> 00:12:19.920]  為這些人準備這個國的人
[00:12:19.920 --> 00:12:21.920]  看第二句
[00:12:21.920 --> 00:12:23.920]  耶穌沒有直接回答這個年輕人
[00:12:23.920 --> 00:12:25.920]  做些什麼
[00:12:25.920 --> 00:12:27.920]  可以承受永生
[00:12:27.920 --> 00:12:29.920]  因為這個年輕人已經問錯了問題
[00:12:29.920 --> 00:12:31.920]  我們知道永生不是你做的
[00:12:31.920 --> 00:12:33.920]  是你做的
[00:12:33.920 --> 00:12:35.920]  我們知道永生不是你做的
[00:12:35.920 --> 00:12:37.920]  是上帝的恩賜
[00:12:37.920 --> 00:12:39.920]  耶穌問他一個問題
[00:12:39.920 --> 00:12:41.920]  為什麼說我是善良
[00:12:41.920 --> 00:12:43.920]  除了神一位之外
[00:12:43.920 --> 00:12:45.920]  沒有善良
[00:12:45.920 --> 00:12:47.920]  為什麼耶穌回答得這麼奇怪
[00:12:47.920 --> 00:12:49.920]  為什麼耶穌回答得這麼奇怪
[00:12:49.920 --> 00:12:51.920]  因為這個年輕人要看到自己的罪
[00:12:51.920 --> 00:12:53.920]  他才明白上帝
[00:12:53.920 --> 00:12:55.920]  什麼是善良
[00:12:55.920 --> 00:12:57.920]  聖經說道
[00:12:57.920 --> 00:12:59.920]  「世人都犯了罪
[00:12:59.920 --> 00:13:01.920]  規缺了神的榮耀」
[00:13:01.920 --> 00:13:03.920]  這句話好像很多基督教的術語
[00:13:03.920 --> 00:13:05.920]  這句話好像很多基督教的術語
[00:13:05.920 --> 00:13:07.920]  什麼叫犯罪
[00:13:07.920 --> 00:13:09.920]  什麼叫神的榮耀
[00:13:09.920 --> 00:13:11.920]  人開頭被神創造的時候
[00:13:11.920 --> 00:13:13.920]  人開頭被神創造的時候
[00:13:13.920 --> 00:13:15.920]  聖經說是照著神的形象做出來
[00:13:15.920 --> 00:13:17.920]  聖經說是照著神的形象做出來
[00:13:17.920 --> 00:13:19.920]  即是上帝的公義
[00:13:19.920 --> 00:13:21.920]  聖潔慈愛
[00:13:21.920 --> 00:13:23.920]  這些就是神的屬性
[00:13:23.920 --> 00:13:25.920]  什麼是榮耀呢
[00:13:25.920 --> 00:13:27.920]  當聖潔的上帝的屬性
[00:13:27.920 --> 00:13:29.920]  彰顯出來的時候
[00:13:29.920 --> 00:13:31.920]  就是榮耀
[00:13:31.920 --> 00:13:33.920]  原本人是按著上帝的形象
[00:13:33.920 --> 00:13:35.920]  原本人是按著上帝的形象
[00:13:35.920 --> 00:13:37.920]  被創造出來
[00:13:37.920 --> 00:13:39.920]  即是我們有上帝的屬性
[00:13:39.920 --> 00:13:41.920]  但是人選擇了
[00:13:41.920 --> 00:13:43.920]  從以上帝為中心過生活
[00:13:43.920 --> 00:13:45.920]  轉向以自己為中心過生活
[00:13:45.920 --> 00:13:47.920]  轉向以自己為中心過生活
[00:13:47.920 --> 00:13:49.920]  我們不再要上帝
[00:13:49.920 --> 00:13:51.920]  當我們離開了聖潔公義的環境
[00:13:51.920 --> 00:13:53.920]  當我們離開了聖潔公義的環境
[00:13:53.920 --> 00:13:55.920]  過生活
[00:13:55.920 --> 00:13:57.920]  犯罪就是我們生活的表現
[00:13:57.920 --> 00:13:59.920]  過生活就是我們生活的表現
[00:13:59.920 --> 00:14:01.920]  所以我們留意到
[00:14:01.920 --> 00:14:03.920]  如果大家留意到聖經說的罪
[00:14:03.920 --> 00:14:05.920]  就是「規缺了實有榮耀」
[00:14:05.920 --> 00:14:07.920]  即是我們原本有上帝的屬性
[00:14:07.920 --> 00:14:09.920]  即是我們原本有上帝的屬性
[00:14:09.920 --> 00:14:11.920]  但是我們不聽上帝說
[00:14:11.920 --> 00:14:13.920]  我們離開了上帝
[00:14:13.920 --> 00:14:15.920]  所以這些屬性被我們的罪遮蓋了
[00:14:15.920 --> 00:14:17.920]  規缺就是這個意思
[00:14:17.920 --> 00:14:19.920]  如果我們留意到亞國書
[00:14:19.920 --> 00:14:21.920]  說到人和耶穌基督的分別
[00:14:21.920 --> 00:14:23.920]  說到人和耶穌基督的分別
[00:14:23.920 --> 00:14:25.920]  人被試探
[00:14:25.920 --> 00:14:27.920]  被自己的私慾
[00:14:27.920 --> 00:14:29.920]  自己的私慾去試探
[00:14:29.920 --> 00:14:31.920]  自己的私慾去試探
[00:14:31.920 --> 00:14:33.920]  而受這些試探的時候
[00:14:33.920 --> 00:14:35.920]  而受這些試探的時候
[00:14:35.920 --> 00:14:37.920]  成為事實就變成罪
[00:14:37.920 --> 00:14:39.920]  罪就生出死
[00:14:39.920 --> 00:14:41.920]  但如果我們留意到
[00:14:41.920 --> 00:14:43.920]  馬太福音
[00:14:43.920 --> 00:14:45.920]  耶穌被帶去試探
[00:14:45.920 --> 00:14:47.920]  不是被自己的私慾牽引去受試探
[00:14:47.920 --> 00:14:49.920]  不是被自己的私慾牽引去受試探
[00:14:49.920 --> 00:14:51.920]  是聖靈帶他去抗耶穌試探
[00:14:51.920 --> 00:14:53.920]  不是他的私慾
[00:14:53.920 --> 00:14:55.920]  耶穌不是說耶穌的私慾
[00:14:55.920 --> 00:14:57.920]  為什麼呢?
[00:14:57.920 --> 00:14:59.920]  耶穌做了一個例子
[00:14:59.920 --> 00:15:01.920]  給我們去學習
[00:15:01.920 --> 00:15:03.920]  這段經文說的時候
[00:15:03.920 --> 00:15:05.920]  耶穌基督來到這個世界
[00:15:05.920 --> 00:15:07.920]  是倒空了自己
[00:15:07.920 --> 00:15:09.920]  他被聖靈充滿
[00:15:09.920 --> 00:15:11.920]  即是說原來我們被造的人
[00:15:11.920 --> 00:15:13.920]  都可以
[00:15:13.920 --> 00:15:15.920]  讓聖靈充滿我們
[00:15:15.920 --> 00:15:17.920]  讓聖靈充滿我們
[00:15:17.920 --> 00:15:19.920]  我們就可以避開了
[00:15:19.920 --> 00:15:21.920]  人自己的私慾
[00:15:21.920 --> 00:15:23.920]  去勾引我們去做錯事
[00:15:23.920 --> 00:15:25.920]  但只有耶穌
[00:15:25.920 --> 00:15:27.920]  可以做到這件事
[00:15:27.920 --> 00:15:29.920]  所以只有上帝是良善
[00:15:29.920 --> 00:15:31.920]  其實這句話
[00:15:31.920 --> 00:15:33.920]  耶穌暗示給他們知道
[00:15:33.920 --> 00:15:35.920]  只有上帝是良善
[00:15:35.920 --> 00:15:37.920]  而耶穌就是這個上帝
[00:15:37.920 --> 00:15:39.920]  是神的義子
[00:15:39.920 --> 00:15:41.920]  所以我們的道德標準
[00:15:41.920 --> 00:15:43.920]  很低
[00:15:43.920 --> 00:15:45.920]  我們經常說你都是一個好人
[00:15:45.920 --> 00:15:47.920]  我都是一個好人
[00:15:47.920 --> 00:15:49.920]  但其實我們在上帝面前
[00:15:49.920 --> 00:15:51.920]  虧欠了上帝的榮耀
[00:15:51.920 --> 00:15:53.920]  接著耶穌
[00:15:53.920 --> 00:15:55.920]  回答一句說話
[00:15:55.920 --> 00:15:57.920]  是很特別的
[00:15:57.920 --> 00:15:59.920]  在《馬化福音》裏
[00:15:59.920 --> 00:16:01.920]  寫道
[00:16:01.920 --> 00:16:03.920]  若要進入永生
[00:16:03.920 --> 00:16:05.920]  就該遵守誡命
[00:16:05.920 --> 00:16:07.920]  我們看完這句說話
[00:16:07.920 --> 00:16:09.920]  會第一個問題
[00:16:09.920 --> 00:16:11.920]  這裏不是講真信清義嗎
[00:16:11.920 --> 00:16:13.920]  為什麼要守誡命呢
[00:16:13.920 --> 00:16:15.920]  為什麼
[00:16:15.920 --> 00:16:17.920]  我剛才說
[00:16:17.920 --> 00:16:19.920]  永生是因此
[00:16:19.920 --> 00:16:21.920]  為什麼要守誡命
[00:16:21.920 --> 00:16:23.920]  如果我們看完
[00:16:23.920 --> 00:16:25.920]  耶穌的說話
[00:16:25.920 --> 00:16:27.920]  我們就看得明白
[00:16:27.920 --> 00:16:29.920]  耶穌接著說
[00:16:29.920 --> 00:16:31.920]  誡命是你知道的
[00:16:31.920 --> 00:16:33.920]  不可姦人
[00:16:33.920 --> 00:16:35.920]  不可殺人 不可偷渡 不可作假見證
[00:16:35.920 --> 00:16:37.920]  不可當孝敬父母
[00:16:37.920 --> 00:16:39.920]  《馬化福音》再加一句
[00:16:39.920 --> 00:16:41.920]  要愛倫如己
[00:16:41.920 --> 00:16:43.920]  大家留意
[00:16:43.920 --> 00:16:45.920]  在十誡裏頭四誡
[00:16:45.920 --> 00:16:47.920]  是與神有關的
