
[00:00:00.000 --> 00:00:04.480]  各位大宣姐妹你們好
[00:03:22.560 --> 00:03:24.000]  但人們不相信你
[00:03:24.000 --> 00:03:25.280]  那有什麼辦法?
[00:03:25.280 --> 00:03:28.080]  我想到在中國歷史裏面
[00:03:28.080 --> 00:03:30.880]  有另外一個非常有趣的故事
[00:03:30.880 --> 00:03:34.560]  就是五子衰的一夜白髮
[00:03:34.560 --> 00:03:37.120]  在公元前526年
[00:03:37.120 --> 00:03:38.960]  春秋戰國時代
[00:03:38.960 --> 00:03:41.600]  楚平王有兩個得力助手
[00:03:41.600 --> 00:03:43.440]  一個叫做碑無極
[00:03:43.440 --> 00:03:45.120]  一個叫五車
[00:03:45.120 --> 00:03:47.680]  即是五子衰的父親
[00:03:47.680 --> 00:03:52.640]  平王拜碑無極到秦國
[00:03:52.640 --> 00:03:57.920]  為太子建來迎娶秦王的妹妹
[00:03:57.920 --> 00:04:00.480]  叫萬盈為妻
[00:04:00.480 --> 00:04:03.200]  這個奸臣碑無極
[00:04:03.200 --> 00:04:05.200]  一見到萬盈
[00:04:05.200 --> 00:04:10.560]  嘩!原來她是天下無雙的絕世美女
[00:04:10.560 --> 00:04:12.080]  一時一想
[00:04:12.080 --> 00:04:15.680]  二,這是她拆鞋的好機會
[00:04:15.680 --> 00:04:18.000]  於是向平王建議
[00:04:18.000 --> 00:04:27.520]  不如不要將這個女孩嫁給你兒子
[00:04:27.520 --> 00:04:29.360]  不如你自己娶了她
[00:04:29.360 --> 00:04:31.360]  這個好色的平王
[00:04:31.360 --> 00:04:34.320]  因言達好
[00:04:34.320 --> 00:04:35.920]  為了安全起見
[00:04:35.920 --> 00:04:39.680]  竟然甚至是誣告太子建謀反
[00:04:39.680 --> 00:04:41.920]  在這個時候
[00:04:41.920 --> 00:04:43.200]  太子建的老師
[00:04:43.200 --> 00:04:44.800]  剛好是五車
[00:04:44.800 --> 00:04:47.920]  到了公元522年
[00:04:47.920 --> 00:04:49.200]  平王對五車說
[00:04:49.200 --> 00:04:52.320]  喂!你這個學生太子謀叛
[00:04:52.320 --> 00:04:54.640]  為什麼你不檢舉他
[00:04:54.640 --> 00:04:55.760]  五車回答他
[00:04:55.760 --> 00:04:58.400]  大王你已經奪人妻
[00:04:58.400 --> 00:05:00.240]  現在又要殺了你兒子
[00:05:00.240 --> 00:05:01.760]  有沒有搞錯
[00:05:01.760 --> 00:05:05.920]  平王不像大衛王
[00:05:05.920 --> 00:05:10.720]  大衛王聽到拿丹向他質問的時候
[00:05:10.720 --> 00:05:12.480]  他就悔改認罪
[00:05:12.480 --> 00:05:15.680]  但這個平王就不是這樣
[00:05:15.680 --> 00:05:18.880]  聽到五車這樣說的時候
[00:05:18.880 --> 00:05:20.000]  就很生氣
[00:05:20.000 --> 00:05:21.840]  將他打入大牢
[00:05:21.840 --> 00:05:23.760]  平王就更加狠毒
[00:05:23.760 --> 00:05:27.360]  要他寫封信給他兩個兒子
[00:05:27.360 --> 00:05:29.280]  五相和五子孫
[00:05:29.280 --> 00:05:31.680]  叫黎經探望他爸爸
[00:05:31.680 --> 00:05:33.600]  如果不來
[00:05:33.600 --> 00:05:35.600]  就一定會斬首
[00:05:35.600 --> 00:05:38.960]  五相接到通信
[00:05:38.960 --> 00:05:40.400]  就因言赴京
[00:05:40.400 --> 00:05:43.040]  而五子孫就不信平王
[00:05:43.040 --> 00:05:44.320]  他沒有去
[00:05:44.320 --> 00:05:46.480]  結果五相一到
[00:05:46.480 --> 00:05:49.040]  父子二人同時被斬首
[00:05:49.040 --> 00:05:52.240]  而五子孫就要逃跑了
[00:05:52.240 --> 00:05:55.040]  因為平王就要追殺他
[00:05:55.040 --> 00:06:00.240]  五子孫就打算離開楚國
[00:06:00.240 --> 00:06:02.000]  去吳國
[00:06:02.320 --> 00:06:07.360]  去到楚吳交界的韶關
[00:06:07.360 --> 00:06:09.840]  就發現韶關周圍都貼上了
[00:06:09.840 --> 00:06:13.760]  懸賞捉拿逃犯五子孫的告示
[00:06:13.760 --> 00:06:17.120]  五子孫只能夠求靠韶關
[00:06:17.120 --> 00:06:20.240]  去父親一個好朋友的家住了
[00:06:20.240 --> 00:06:22.640]  這個朋友叫他安心在這裡住
[00:06:22.640 --> 00:06:26.320]  我會有辦法將你送出韶關的
[00:06:26.320 --> 00:06:29.120]  一天改一天
[00:06:29.120 --> 00:06:32.640]  這個朋友毫無動靜
[00:06:32.640 --> 00:06:36.240]  只叫他安心在家裡住
[00:06:36.240 --> 00:06:38.080]  他實在忍不住了
[00:06:38.080 --> 00:06:40.880]  就開始對這個朋友起了疑心
[00:06:40.880 --> 00:06:44.960]  咦?會不會他出賣我呢?
[00:06:44.960 --> 00:06:47.040]  非常焦慮
[00:06:47.040 --> 00:06:48.960]  有一天早上起床
[00:06:48.960 --> 00:06:50.240]  他自拍鏡
[00:06:50.240 --> 00:06:51.760]  嚇了一跳
[00:06:51.760 --> 00:06:53.760]  滿頭白髮
[00:06:53.760 --> 00:06:56.240]  連自己都認不出自己
[00:06:56.240 --> 00:06:58.240]  這個朋友見到這樣的情形的時候
[00:06:58.240 --> 00:07:00.240]  很開心
[00:07:00.240 --> 00:07:01.680]  事後都了
[00:07:01.680 --> 00:07:04.880]  在這個時候他找了一個面貌和身材
[00:07:04.880 --> 00:07:08.400]  都和五子孫差不多的人叫他出韶關
[00:07:08.400 --> 00:07:10.640]  趁著衛兵要搜查這個人
[00:07:10.640 --> 00:07:12.640]  看看是不是這個五子孫的時候
[00:07:12.640 --> 00:07:15.440]  這個白髮滄滄的五子孫
[00:07:15.440 --> 00:07:18.720]  在這個時候就離開韶關
[00:07:18.720 --> 00:07:20.240]  順利出境
[00:07:20.240 --> 00:07:22.320]  沒有人認得出他
[00:07:22.320 --> 00:07:24.080]  也沒有人攔了他
[00:07:24.080 --> 00:07:27.920]  這個就是成語裡面的一夜白髮的故事
[00:07:27.920 --> 00:07:30.480]  但故事並沒有因此而結束
[00:07:30.480 --> 00:07:33.040]  楚吾之間有一道河之隔
[00:07:33.040 --> 00:07:34.720]  五子孫去到河邊的時候
[00:07:34.720 --> 00:07:37.440]  見到沒有船可以送他一程
[00:07:37.440 --> 00:07:40.480]  於是他就開始有點焦慮了
[00:07:40.480 --> 00:07:42.240]  怎麼辦呢?
[00:07:42.240 --> 00:07:45.040]  忽然之間見到一個船家來到
[00:07:45.040 --> 00:07:47.760]  五子孫就快點進去
[00:07:47.760 --> 00:07:48.320]  叫他來
[00:07:48.320 --> 00:07:50.320]  就一般的上了船
[00:07:50.320 --> 00:07:53.200]  這個船家見到這個白髮老人
[00:07:53.200 --> 00:07:54.400]  其實他不是很老
[00:07:54.400 --> 00:07:55.840]  不過他滿頭白髮
[00:07:55.840 --> 00:07:57.840]  身手這麼敏捷
[00:07:57.840 --> 00:07:59.120]  正在驚歎之際
[00:07:59.120 --> 00:08:00.320]  忽然間認出
[00:08:00.320 --> 00:08:02.720]  原來這個五車的兒子
[00:08:02.720 --> 00:08:04.080]  五子孫
[00:08:04.080 --> 00:08:06.880]  馬上就去歡迎他
[00:08:06.880 --> 00:08:08.880]  忽然之間船家就對他說
[00:08:08.880 --> 00:08:10.880]  我有些要緊要的事
[00:08:10.880 --> 00:08:12.480]  要離開船一會
[00:08:12.480 --> 00:08:13.760]  你可不可以在船上
[00:08:13.760 --> 00:08:15.040]  看著 等我一會
[00:08:15.040 --> 00:08:16.880]  我回家很快就會回來
[00:08:16.880 --> 00:08:19.200]  我家離這裡不是很遠
[00:08:19.200 --> 00:08:21.280]  五子孫猶豫之際
[00:08:21.280 --> 00:08:23.120]  船家已經走了
[00:08:23.120 --> 00:08:24.720]  他一個人在船裡面
[00:08:24.720 --> 00:08:26.960]  越想越覺得不太妥
[00:08:26.960 --> 00:08:30.160]  會不會他現在出賣我
[00:08:30.160 --> 00:08:32.880]  拿這個賞金
[00:08:32.880 --> 00:08:33.760]  他想到這個時候
[00:08:33.760 --> 00:08:35.440]  馬上就離開船
[00:08:35.440 --> 00:08:37.680]  去到河邊一些的路
[00:08:37.680 --> 00:08:40.240]  一些的路位裡面躲起來
[00:08:40.240 --> 00:08:42.720]  後來船家很快就回來了
[00:08:42.720 --> 00:08:43.600]  哇
[00:08:43.600 --> 00:08:44.720]  原來他回家
[00:08:44.720 --> 00:08:47.440]  是拿些飯菜給五子孫吃的
[00:08:47.440 --> 00:08:48.320]  回來不見他
[00:08:48.320 --> 00:08:50.640]  他就知道五子孫不信任他了
[00:08:50.640 --> 00:08:52.880]  以為他是洋人
[00:08:52.880 --> 00:08:54.240]  他叫了兩聲
[00:08:54.240 --> 00:08:56.000]  五子孫就出來了
[00:08:56.000 --> 00:08:58.080]  馬上就上船
[00:08:58.080 --> 00:09:01.280]  但是在船裡面都步步為營
[00:09:01.280 --> 00:09:03.200]  船到了岸的時候
[00:09:03.200 --> 00:09:08.320]  船家看到五子孫要走的時候
[00:09:08.320 --> 00:09:10.880]  他就對五子孫說
[00:09:10.880 --> 00:09:12.160]  他說
[00:09:12.160 --> 00:09:17.040]  我知道你心裡面很煩躁
[00:09:17.040 --> 00:09:18.800]  很憂慮
[00:09:18.800 --> 00:09:21.760]  很擔心我會不會出賣你
[00:09:21.760 --> 00:09:22.640]  我相信第一
[00:09:22.640 --> 00:09:24.960]  如果你在吳國被人抓到的時候
[00:09:24.960 --> 00:09:27.120]  你都會以為是我出賣你的
[00:09:27.120 --> 00:09:30.320]  為了要表明我是清白的
[00:09:30.320 --> 00:09:32.880]  他就拿了一把刀出來
[00:09:32.880 --> 00:09:36.960]  在五子孫面前自殺死了
[00:09:36.960 --> 00:09:38.800]  歸根究底
[00:09:38.800 --> 00:09:41.840]  這個悲劇之所以發生
[00:09:41.840 --> 00:09:45.680]  是因為五子孫不信
[00:09:45.680 --> 00:09:47.200]  不信
[00:09:47.200 --> 00:09:48.480]  所以我們可以看到
[00:09:48.480 --> 00:09:50.560]  無論一個人的誠信
[00:09:50.560 --> 00:09:52.880]  或者一個人是否相信
[00:09:52.880 --> 00:09:54.880]  是一件很重要的事
[00:09:54.880 --> 00:09:57.200]  事實上當我們看哈巴谷書的時候
[00:09:57.200 --> 00:10:00.800]  我們看到哈巴谷是一個極大的改變
[00:10:00.800 --> 00:10:04.160]  先前所看到的現實是一片慘淡
[00:10:04.160 --> 00:10:07.440]  到處都是暴力、姦惡、爭端、商鬥
[00:10:07.440 --> 00:10:09.280]  律法放鬆
[00:10:09.280 --> 00:10:11.360]  公理不顯明
[00:10:11.360 --> 00:10:14.240]  好像那些野獸那樣的加拿大人
[00:10:14.240 --> 00:10:18.240]  到處搶掠、殺人、任意妄為
[00:10:18.240 --> 00:10:21.120]  神的選民無助無奈
[00:10:21.120 --> 00:10:22.720]  他大感不患
[00:10:22.720 --> 00:10:24.080]  質問神:
[00:10:24.080 --> 00:10:27.840]  「為甚麼你看見都不理呢?」
[00:10:27.840 --> 00:10:29.520]  在二章第一節
[00:10:29.520 --> 00:10:30.720]  就這樣說:
[00:10:30.720 --> 00:10:32.480]  「我要站在守望所
[00:10:32.480 --> 00:10:34.560]  立在網流上觀看
[00:10:34.560 --> 00:10:36.800]  耶和華對我說甚麼
[00:10:36.800 --> 00:10:41.040]  我又用甚麼說話來向他申冤?」
[00:10:41.040 --> 00:10:44.080]  哈巴谷的心情極之惡劣
[00:10:44.080 --> 00:10:45.440]  他不住問上帝
[00:10:45.440 --> 00:10:49.040]  質問他:「為甚麼?為甚麼?」
[00:10:49.040 --> 00:10:52.800]  到第二章第五至二十節的時候
[00:10:52.800 --> 00:10:58.080]  當神宣佈他一定會叫加拿大人失敗
[00:10:58.080 --> 00:11:00.000]  因為他們的罪
[00:11:00.000 --> 00:11:01.840]  上帝一定會刑罰
[00:11:01.840 --> 00:11:04.960]  他們的結果一定不會好的
[00:11:04.960 --> 00:11:07.440]  只會亂七八糟
[00:11:07.440 --> 00:11:14.160]  當上帝向哈巴谷說出他自己的計劃
[00:11:14.160 --> 00:11:17.200]  說出他必定會申冤
[00:11:17.200 --> 00:11:19.120]  在這個時候
[00:11:19.120 --> 00:11:22.080]  哈巴谷不再質問上帝
[00:11:22.080 --> 00:11:24.320]  也不再向他申冤
[00:11:24.320 --> 00:11:27.280]  到第三章的時候我們看到甚麼呢?
[00:11:27.280 --> 00:11:30.880]  經過耶和華啟示了他將來的審判之後
[00:11:30.880 --> 00:11:33.680]  哈巴谷的態度完全改變了
[00:11:33.680 --> 00:11:35.920]  雖然環境仍然一樣
[00:11:35.920 --> 00:11:38.240]  就好像在三章末了說
[00:11:38.240 --> 00:11:40.560]  「無花果仍然不發黃
[00:11:40.560 --> 00:11:42.640]  葡萄樹仍不結果
[00:11:42.640 --> 00:11:44.560]  橄欖樹又不效力
[00:11:44.560 --> 00:11:46.480]  田地也不出糧食
[00:11:46.480 --> 00:11:49.840]  圈中絕了羊 盤內沒有牛」
[00:11:49.840 --> 00:11:52.240]  外面環境一點都沒有改過
[00:11:52.240 --> 00:11:54.560]  但因耶和華而他歡喜
[00:11:54.560 --> 00:11:57.120]  因救他的神而喜樂
[00:11:57.120 --> 00:12:00.080]  為甚麼有這麼大的改變呢?
[00:12:00.080 --> 00:12:05.040]  就是因為先知開始信
[00:12:05.040 --> 00:12:08.320]  信就是改變我們怎樣看現實
[00:12:08.320 --> 00:12:11.840]  就好像哈巴谷第二章第四節
[00:12:11.840 --> 00:12:14.640]  就說出這個主題
[00:12:14.640 --> 00:12:17.840]  「加拿大人自高自大 心不正直
[00:12:17.840 --> 00:12:20.320]  為二人必因信得生」
[00:12:20.320 --> 00:12:22.240]  我們之所以得生
[00:12:22.240 --> 00:12:27.040]  不是因為我們比加拿大人公義、正直、非暗
[00:12:27.040 --> 00:12:30.000]  而是因為我們信神 因而得生
[00:12:30.000 --> 00:12:33.920]  我們之所以可以能夠
[00:12:33.920 --> 00:12:38.560]  是人生在世可以做到要做的事
[00:12:38.560 --> 00:12:42.720]  其中一個最重要的元素就是這個信
[00:12:42.720 --> 00:12:46.480]  你想想 如果你坐飛機回香港
[00:12:46.480 --> 00:12:48.720]  不是因為我們聰明
[00:12:48.720 --> 00:12:51.440]  我們可以游水過太平洋
[00:12:51.440 --> 00:12:54.960]  不是 是因為我們知道自己不行
[00:12:54.960 --> 00:12:58.880]  信得過這個飛機會飛到我們香港
[00:12:58.880 --> 00:13:02.000]  那你會說你不怕飛機失事嗎?
[00:13:02.000 --> 00:13:05.120]  但是信就戰勝了這個恐懼
[00:13:05.120 --> 00:13:07.840]  信就是未見之時的實體
[00:13:07.840 --> 00:13:09.840]  將來之時的確據
[00:13:09.840 --> 00:13:14.000]  未見和將來好像是有不確定的元素
[00:13:14.000 --> 00:13:17.680]  但是信是可以將不確定的元素
[00:13:17.680 --> 00:13:21.120]  變為確定的元素 為什麼?
[00:13:21.120 --> 00:13:23.680]  就因為這個是上帝的應許
[00:13:23.680 --> 00:13:26.400]  是上帝答應的 中國人的信字很有趣
[00:13:26.400 --> 00:13:30.240]  是人之言 我們信神
[00:13:30.240 --> 00:13:35.120]  不單止不是人之言 是神之言
[00:13:35.120 --> 00:13:36.960]  是神的應許
[00:13:36.960 --> 00:13:39.440]  哈伯谷聽到上帝的話
[00:13:39.440 --> 00:13:41.840]  不再埋怨 而是禱告
[00:13:41.840 --> 00:13:43.920]  禱告是什麼意思? 降服
[00:13:43.920 --> 00:13:46.800]  對神完全的降服
[00:13:46.800 --> 00:13:49.600]  哈伯谷書第三章第一節至第二節
[00:13:49.600 --> 00:13:54.320]  就告訴我們信是有三個很重要的元素
[00:13:54.320 --> 00:13:58.160]  或者在今天我們試著樣來看一看
[00:13:58.160 --> 00:14:01.120]  第一 信是謙卑
[00:14:01.120 --> 00:14:03.440]  信第一個元素就是謙卑
[00:14:03.440 --> 00:14:06.960]  所謂謙卑的意思就是看到自己的無能無助
[00:14:06.960 --> 00:14:09.120]  而將我們交託給上帝
[00:14:09.120 --> 00:14:11.520]  就好像耶穌在八福第一句說話說
[00:14:11.520 --> 00:14:14.880]  「靈女貧窮有福了 因為天國是貪不的」
[00:14:14.880 --> 00:14:18.640]  禱告就是體會到自己的軟弱而向神祈求
[00:14:18.640 --> 00:14:20.240]  謙卑是第一步
[00:14:20.240 --> 00:14:21.840]  就好像一杯水
[00:14:21.840 --> 00:14:24.000]  如果你倒一些好湯進去水
[00:14:24.000 --> 00:14:28.480]  但是這個杯是充滿了那些骯髒的水
[00:14:28.480 --> 00:14:30.480]  你永遠都倒不了
[00:14:30.480 --> 00:14:35.040]  如果你想倒一杯好的湯進去你的杯子裡的時候
[00:14:35.040 --> 00:14:39.120]  你要倒空這個杯子的骯髒水 洗乾淨
[00:14:39.120 --> 00:14:42.320]  然後再承載這個湯
[00:14:42.320 --> 00:14:46.480]  所以當哈伯谷聽完耶和華的宣告的時候
[00:14:46.480 --> 00:14:48.400]  第三章第一節就說
[00:14:48.400 --> 00:14:53.440]  「先知哈伯谷禱告 調用流離歌」
[00:14:53.440 --> 00:15:02.160]  禱告的意思就是看到自己的無助無奈
[00:15:02.160 --> 00:15:03.520]  有很多人就說
[00:15:03.520 --> 00:15:06.640]  祈禱上帝會幫助那些自助的人
[00:15:06.640 --> 00:15:09.520]  God help those who help themselves
[00:15:09.520 --> 00:15:11.600]  這個不是聖經所說
[00:15:11.600 --> 00:15:12.720]  聖經說
[00:15:12.720 --> 00:15:17.120]  God help those who realize that they are helpless
[00:15:17.120 --> 00:15:21.600]  是那些覺得自己是完全無助的人
[00:15:21.600 --> 00:15:24.400]  他就去到上帝祈求
[00:15:24.400 --> 00:15:29.040]  「先知哈伯谷的禱告 調用流離歌」
[00:15:29.040 --> 00:15:32.080]  或者我們看看什麼叫流離歌
[00:15:32.080 --> 00:15:34.000]  希伯來文這個字
[00:15:34.000 --> 00:15:36.720]  Singislov這個字
[00:15:36.720 --> 00:15:38.960]  是和詩篇第七篇的題目
[00:15:38.960 --> 00:15:42.240]  大衛指著遍雅萬人古實的話
[00:15:42.240 --> 00:15:45.040]  向耶和華唱流離歌
[00:15:45.040 --> 00:15:47.040]  是同一個字根來的
[00:15:47.040 --> 00:15:52.160]  詩篇第七篇的希伯來文的字
[00:15:52.160 --> 00:15:58.240]  和哈伯谷書這個字其實是一樣
[00:15:58.240 --> 00:15:59.520]  同一個字根
[00:15:59.520 --> 00:16:04.400]  只不過哈伯谷書這個字是一個眾數
[00:16:04.400 --> 00:16:07.360]  而詩篇第七篇是一個單數
[00:16:07.360 --> 00:16:09.360]  這個字是什麼意思呢?
[00:16:09.360 --> 00:16:12.560]  這個動詞是流離的意思
[00:16:12.560 --> 00:16:13.840]  當來當去
[00:16:13.840 --> 00:16:16.160]  所以中文叫流離歌
[00:16:16.160 --> 00:16:20.720]  所以有人以為這首是敘述以色列人流蕩
[00:16:20.720 --> 00:16:22.560]  慘痛
[00:16:22.560 --> 00:16:25.760]  發自內心的悲哀
[00:16:25.760 --> 00:16:30.640]  同聲大唱起這首悲歌出來
[00:16:30.640 --> 00:16:33.760]  但是看一看內容似乎又不像
[00:16:33.760 --> 00:16:37.840]  有人以為流離這個字是假如犯了罪犯了錯
[00:16:37.840 --> 00:16:40.880]  但是第三章的主題絕對不是這樣
[00:16:40.880 --> 00:16:42.800]  所以我們相信這個字
[00:16:42.800 --> 00:16:45.760]  是只不過一種音樂表達的方式
[00:16:45.760 --> 00:16:49.440]  猶太人在聖殿敬拜的時候所用的調
[00:16:49.440 --> 00:16:52.320]  它的內容是沒有什麼關係的
[00:16:52.320 --> 00:16:54.720]  只不過是一種音調來的
[00:16:54.720 --> 00:16:55.920]  歌調來的
[00:16:55.920 --> 00:16:59.920]  況且第三章的禱告主要內容是描述上帝的偉大
[00:16:59.920 --> 00:17:01.920]  而不是人的悲哀
[00:17:01.920 --> 00:17:05.200]  所以和哈盤把這個字譯作流離調
[00:17:05.200 --> 00:17:06.960]  是一個歌調來的
[00:17:06.960 --> 00:17:08.480]  只要是一個歌調
[00:17:08.480 --> 00:17:10.080]  就夠準確了
[00:17:10.080 --> 00:17:12.240]  但是無論流離這個字是什麼意思
[00:17:12.240 --> 00:17:13.520]  我們可以肯定
[00:17:13.520 --> 00:17:15.520]  這是先知的禱告
[00:17:15.520 --> 00:17:17.520]  禱告不是索取
[00:17:17.520 --> 00:17:19.200]  好像外邦人一樣
[00:17:19.200 --> 00:17:21.200]  要求這個要求那個
[00:17:21.200 --> 00:17:22.160]  不是的
[00:17:22.160 --> 00:17:23.840]  而是一個降服
[00:17:23.840 --> 00:17:25.360]  禱告不是魔術
[00:17:25.360 --> 00:17:26.880]  而是信心
[00:17:26.880 --> 00:17:29.520]  魔術是將上帝放在手裏面
[00:17:29.520 --> 00:17:31.200]  任你去玩弄
[00:17:31.200 --> 00:17:32.800]  神啊我要發達
[00:17:32.800 --> 00:17:33.600]  那就發達
[00:17:33.600 --> 00:17:35.600]  神啊我要這個我就那個
[00:17:35.600 --> 00:17:37.840]  是我們給神去做的
[00:17:37.840 --> 00:17:39.040]  列了一套東西
[00:17:39.040 --> 00:17:40.320]  你去做吧
[00:17:40.320 --> 00:17:41.360]  這是玩魔術
[00:17:41.360 --> 00:17:44.240]  因為神就好像魔術師一樣
[00:17:44.240 --> 00:17:46.240]  你是操縱一切的
[00:17:46.240 --> 00:17:50.080]  於是人們就看誰靈就拜誰
[00:17:50.080 --> 00:17:52.080]  誰靈就信誰
[00:17:52.080 --> 00:17:54.080]  這個不是真的信
[00:17:54.080 --> 00:17:56.080]  這個是玩魔術的
[00:17:56.080 --> 00:17:57.680]  信是什麼意思呢?
[00:17:57.680 --> 00:18:00.080]  信是將我們交給神
[00:18:00.080 --> 00:18:02.800]  神叫我們怎樣我們就怎樣
[00:18:02.800 --> 00:18:04.640]  外邦人的禱告就是
[00:18:04.640 --> 00:18:06.320]  My will be done
[00:18:06.320 --> 00:18:07.840]  基督徒的禱告就是
[00:18:07.840 --> 00:18:09.440]  Thy will be done
[00:18:09.440 --> 00:18:11.920]  我心所願的
[00:18:11.920 --> 00:18:13.920]  並不是神所願的
[00:18:13.920 --> 00:18:16.400]  所以耶穌基督在《路加分》第18章
[00:18:16.400 --> 00:18:18.240]  講到一個比喻
[00:18:18.240 --> 00:18:21.840]  是解釋一個基督徒的禱告是什麼意思
[00:18:21.840 --> 00:18:23.440]  有兩個人在殿裏面祈禱
[00:18:23.440 --> 00:18:24.800]  一個法利塞人
[00:18:24.800 --> 00:18:27.360]  一個就是一個瑞尼
[00:18:27.360 --> 00:18:28.880]  法利塞人怎樣祈禱呢?
[00:18:28.880 --> 00:18:30.640]  他說主啊我感謝你
[00:18:30.640 --> 00:18:32.640]  我不是好像別人勒索
[00:18:32.640 --> 00:18:34.320]  不義、奸淫
[00:18:34.320 --> 00:18:36.960]  也都不像這個瑞尼一樣
[00:18:36.960 --> 00:18:38.960]  我一個禮拜禁食兩次
[00:18:38.960 --> 00:18:42.080]  凡我所得的都捐十分之一
[00:18:42.080 --> 00:18:44.640]  嘩!多麼敬虔的一個人
[00:18:44.640 --> 00:18:46.960]  行為好、夠敬虔、又愛人
[00:18:46.960 --> 00:18:48.640]  但耶穌竟然說
[00:18:48.640 --> 00:18:49.840]  這些不是禱告
[00:18:49.840 --> 00:18:51.840]  這些是自怨自語
[00:18:51.840 --> 00:18:53.600]  吹噓自己
[00:18:53.600 --> 00:18:56.320]  凡自告的必降為悲
[00:18:56.320 --> 00:19:01.920]  這就是耶穌對這個人祈禱的評語
[00:19:01.920 --> 00:19:04.480]  另外一個就是瑞尼
