
[00:00:00.000 --> 00:00:10.000]  多謝大衛、何弟兄剛才跟我們讀出今天我要分享的經文的一部份
[00:06:18.000 --> 00:06:21.000]  有些人不明白這段經文,就會覺得
[00:06:21.000 --> 00:06:26.000]  我們不是說,我們是因信稱義,是憑信心得救的嗎?
[00:06:26.000 --> 00:06:30.000]  為什麼耶穌基督審判的時候會說這麼多行為呢?
[00:06:30.000 --> 00:06:35.000]  所以我今天就會深入去解釋這段經文
[00:06:35.000 --> 00:06:40.000]  我們先看一看在羅馬書,我們說的恩信稱義的經文
[00:06:40.000 --> 00:06:45.000]  加上流血,是贖回我們的生命
[00:06:45.000 --> 00:06:50.000]  而在耶穌聖經裡面說,我們是因信耶穌基督而得到稱義
[00:06:50.000 --> 00:06:54.000]  稱義是什麼意思呢?我知道在座當中可能有少數
[00:06:54.000 --> 00:06:59.000]  不是在教會裡面很久日子的人,或者是想了解多一些聖經的人
[00:06:59.000 --> 00:07:02.000]  稱義就是說,是當作一個義人
[00:07:02.000 --> 00:07:06.000]  即是一個forgiven sinness,即是我們本身不是一個義人
[00:07:06.000 --> 00:07:11.000]  但是因為受赦免之後,在神眼中變為一個義人
[00:07:11.000 --> 00:07:16.000]  而聖經裡面給我們看到,有兩個很特別的條件
[00:07:16.000 --> 00:07:26.000]  他說,口裡承認耶穌為主
[00:07:26.000 --> 00:07:30.000]  心裡相信神,叫祂和死裡復活,就可以得救的
[00:07:30.000 --> 00:07:35.000]  口裡承認耶穌為主不難的,我們一說出來都可以的
[00:07:35.000 --> 00:07:38.000]  但最重要的,今天我想和大家了解多一些
[00:07:38.000 --> 00:07:41.000]  什麼叫做心裡面相信上帝
[00:07:41.000 --> 00:07:46.000]  因為真正內在一個人沒有改變,是在心裡面
[00:07:46.000 --> 00:07:49.000]  外面是很難看到的,只有神看到我們的內心
[00:07:49.000 --> 00:07:51.000]  和我們自己知道自己
[00:07:51.000 --> 00:07:55.000]  甚至可能我們自己都不是知道自己的很清楚
[00:07:55.000 --> 00:07:59.000]  所以我們今天希望藉著這些耶穌基督的教訓,幫助我們明白
[00:07:59.000 --> 00:08:04.000]  如果我們整個21至25章看結構
[00:08:04.000 --> 00:08:09.000]  21章開始就是講耶穌基督很光明的進入耶路撒冷
[00:08:09.000 --> 00:08:12.000]  他坐著一個小爐子,一路進入耶路撒冷裡面
[00:08:12.000 --> 00:08:18.000]  進入耶路撒冷的時候,他做了兩個很大有意義性的行動
[00:08:18.000 --> 00:08:20.000]  一個就是去結證聖殿
[00:08:20.000 --> 00:08:26.000]  一個就是他見到無花果樹,是只有果實
[00:08:26.000 --> 00:08:33.000]  所以他說耶穌樹從此不會再有生果了,可以結果子
[00:08:33.000 --> 00:08:38.000]  你留意到耶穌基督結證聖殿不是第一次的
[00:08:38.000 --> 00:08:42.000]  他30歲出道開始講道的時候
[00:08:42.000 --> 00:08:44.000]  他開始他的職務的時候
[00:08:44.000 --> 00:08:47.000]  他第一次進入耶路撒冷都是結證聖殿的
[00:08:47.000 --> 00:08:51.000]  因為教會就是他寫生
[00:08:51.000 --> 00:08:57.000]  為這個教會裡面所有的人寫命的一個救贖的對象
[00:08:57.000 --> 00:09:03.000]  所以他對教會是每一個教會裡面的人是很珍惜、很體重
[00:09:03.000 --> 00:09:05.000]  他一定要去結證這個地方
[00:09:05.000 --> 00:09:10.000]  因為這個聖殿是我們屬於神的人敬拜上帝的地方
[00:09:10.000 --> 00:09:13.000]  同時之間他也提醒我們
[00:09:13.000 --> 00:09:17.000]  真正有上帝生命的人是會結果子的
[00:09:17.000 --> 00:09:20.000]  而沒有結果子的那些,無論你在教會多久
[00:09:20.000 --> 00:09:24.000]  結局都是不得永生的,都不會永生的
[00:09:24.000 --> 00:09:33.000]  他這兩個宣告其實就是用一些秘語去講這兩件事出來的
[00:09:33.000 --> 00:09:35.000]  所以他有兩個兒子的秘語
[00:09:35.000 --> 00:09:38.000]  元戶的秘語、婚姻的秘語
[00:09:38.000 --> 00:09:43.000]  到了22章的時候那些猶太人就去挑戰他
[00:09:43.000 --> 00:09:50.000]  耶穌就說出了整本聖經裡面一個很中心的教導
[00:09:50.000 --> 00:09:57.000]  就是整本聖經最重要的解明就是盡心盡性盡意愛你的上帝
[00:09:57.000 --> 00:10:02.000]  第二就是愛你的輪舍而同自己
[00:10:02.000 --> 00:10:15.000]  然後整本聖經上有一章,一整章23章,耶穌基督就只七次去罵這些假冒偽善的法理賽人
[00:10:15.000 --> 00:10:17.000]  這些法理賽人都是在教會裡面的人
[00:10:17.000 --> 00:10:21.000]  如果在現代的modern language來說就是在教會裡面已經很多年很多年
[00:10:21.000 --> 00:10:25.000]  甚至好像我們在教會裡面很多年的一些信徒
[00:10:25.000 --> 00:10:27.000]  或者我們叫churchgoers
[00:10:27.000 --> 00:10:32.000]  如果大家留意一下耶穌基督一生的教導
[00:10:32.000 --> 00:10:41.000]  他從來沒有罵過妓女、沒有罵過強盜、沒有罵過貪污的法理的tax collectors
[00:10:41.000 --> 00:10:46.000]  他主要是罵在教會裡面假冒偽善的人
[00:10:46.000 --> 00:10:54.000]  所以如果你留意一下其實耶穌基督很多的教訓是針對在教會裡面的人
[00:10:54.000 --> 00:11:01.000]  接著到24章他有另外兩個很重要的宣告就是人子會再回來
[00:11:01.000 --> 00:11:05.000]  而人子是會在大災難之後會再臨到人間
[00:11:05.000 --> 00:11:10.000]  就是說這個救主會第二次來到這個世界上
[00:11:10.000 --> 00:11:17.000]  接著之後他又用多四個的秘語去形容耶穌基督來的時候
[00:11:17.000 --> 00:11:20.000]  真正的信徒有什麼準備
[00:11:20.000 --> 00:11:25.000]  他提到耶穌基督來好像拆人入屋一樣你沒有人知道什麼時候來的
[00:11:25.000 --> 00:11:30.000]  而當時有預備的、忠心的部人會怎樣去做
[00:11:30.000 --> 00:11:32.000]  而不忠心的會怎樣反應
[00:11:32.000 --> 00:11:35.000]  接著十個童女的秘語可能大家都很熟悉了
[00:11:35.000 --> 00:11:37.000]  有十個進不了去的
[00:11:37.000 --> 00:11:40.000]  雖然十個都是希望等著去這個婚宴
[00:11:40.000 --> 00:11:42.000]  好像等著進天國一樣
[00:11:42.000 --> 00:11:46.000]  雖然他想進去但是有一半是進不了去
[00:11:46.000 --> 00:11:48.000]  因為他們沒有準備
[00:11:48.000 --> 00:11:51.000]  最後就說到裁幹的秘語
[00:11:51.000 --> 00:11:55.000]  說到主人按著不同的情況給不同的部人
[00:11:55.000 --> 00:11:59.000]  有不同的恩賜他們去用
[00:11:59.000 --> 00:12:02.000]  而不同的有恩賜的人
[00:12:02.000 --> 00:12:07.000]  很多都按著恩賜去做工作出來有回報
[00:12:07.000 --> 00:12:09.000]  而有些人什麼都不做的
[00:12:09.000 --> 00:12:13.000]  他最後的時候總結這五張
[00:12:13.000 --> 00:12:16.000]  就是用綿羊和山羊的這個故事
[00:12:16.000 --> 00:12:18.000]  其實主要是說審判
[00:12:18.000 --> 00:12:21.000]  我特別闊著這個綿羊和山羊的秘語
[00:12:21.000 --> 00:12:25.000]  因為很多時候我們用秘語去形容這段的經文
[00:12:25.000 --> 00:12:30.000]  但很多解經家就認為這段的經文不應該作為一個秘語的
[00:12:30.000 --> 00:12:32.000]  是應該作為一個宣告
[00:12:32.000 --> 00:12:35.000]  因為如果我們看回那個經文本身
[00:12:35.000 --> 00:12:40.000]  除了它說右邊的叫綿羊,左邊的叫山羊之外
[00:12:40.000 --> 00:12:44.000]  其餘全部的內容都是會發生的
[00:12:44.000 --> 00:12:47.000]  例如說它會重新在天上降落來
[00:12:47.000 --> 00:12:49.000]  和天使一起降臨
[00:12:49.000 --> 00:12:52.000]  它會在寶座上做審判
[00:12:52.000 --> 00:12:54.000]  它會審判不同兩類的人
[00:12:54.000 --> 00:12:56.000]  接著它會判他們去不同的結局
[00:12:56.000 --> 00:13:01.000]  這些都是宣告來的,不是比喻來的
[00:13:01.000 --> 00:13:04.000]  所以有些神學家或者解經家就覺得
[00:13:04.000 --> 00:13:08.000]  綿羊和山羊雖然是代替左邊和右邊的人
[00:13:08.000 --> 00:13:14.000]  但它本身是真真正正的神的宣告來的
[00:13:14.000 --> 00:13:20.000]  我開始由《鐵證聖殿》和《無花果樹枯干》講起
[00:13:20.000 --> 00:13:22.000]  因為這段是開場白
[00:13:22.000 --> 00:13:27.000]  也是頭三章的主題
[00:13:27.000 --> 00:13:30.000]  在《舊約聖經》裏面讓我們知道
[00:13:30.000 --> 00:13:32.000]  上帝是簡算了以色列人
[00:13:32.000 --> 00:13:37.000]  是將神的說話、神的救恩交託給他們
[00:13:37.000 --> 00:13:40.000]  是將神的說話給全世界
[00:13:40.000 --> 00:13:45.000]  因為神的說話經過阿巴拉罕是給萬國的
[00:13:45.000 --> 00:13:47.000]  他們是受託人
[00:13:47.000 --> 00:13:50.000]  他們掌管了上帝的說話
[00:13:50.000 --> 00:13:54.000]  而耶穌基督兩次入耶路撒冷
[00:13:54.000 --> 00:13:57.000]  一開始的時候和最後一星期都是去結證聖殿
[00:13:57.000 --> 00:13:59.000]  為什麼呢?
[00:13:59.000 --> 00:14:01.000]  聖經到這裏跟我們講到
[00:14:01.000 --> 00:14:02.000]  耶穌進到聖殿的時候
[00:14:02.000 --> 00:14:06.000]  趕出殿裏面一切作買賣的人
[00:14:06.000 --> 00:14:08.000]  什麼叫作買賣的人呢?
[00:14:08.000 --> 00:14:11.000]  我應該會再詳細去解釋
[00:14:11.000 --> 00:14:14.000]  第二個很symbolic的動作就是
[00:14:14.000 --> 00:14:16.000]  他要無花果樹枯干
[00:14:16.000 --> 00:14:19.000]  因為他上面看到只有葉子沒有果子
[00:14:19.000 --> 00:14:23.000]  他看到一個樹而沒有果子
[00:14:23.000 --> 00:14:26.000]  無花果樹也是代表以色列
[00:14:26.000 --> 00:14:30.000]  意思是受了神的交託
[00:14:30.000 --> 00:14:34.000]  曾經明白過上帝說話的人
[00:14:34.000 --> 00:14:36.000]  而聽了神的道
[00:14:36.000 --> 00:14:39.000]  而沒有果子,不結果子的
[00:14:39.000 --> 00:14:43.000]  耶穌基督這個動作就是說有condemnation
[00:14:43.000 --> 00:14:46.000]  會有嚴厲的審判
[00:14:46.000 --> 00:14:48.000]  所以這兩個動作我們要留意
[00:14:48.000 --> 00:14:50.000]  雖然聖經裏面一講一句說話
[00:14:50.000 --> 00:14:54.000]  講出來,但這兩個symbolic meaning
[00:14:54.000 --> 00:15:00.000]  其實是跟著我們秘語經文裏面的內容
[00:15:00.000 --> 00:15:03.000]  這兩個可以當作一個主題去看
[00:15:03.000 --> 00:15:05.000]  首先講解一下結晉聖殿
[00:15:05.000 --> 00:15:08.000]  為什麼結晉聖殿這麼重要呢?
[00:15:08.000 --> 00:15:11.000]  我們去了教會裏面,有時候我們不明白
[00:15:11.000 --> 00:15:15.000]  我們可能很多時候做的事是神異目的
[00:15:15.000 --> 00:15:18.000]  我們在教會裏面可能變成了一個
[00:15:18.000 --> 00:15:21.000]  我們叫networking的地方
[00:15:21.000 --> 00:15:24.000]  networking的地方是什麼意思呢?
[00:15:24.000 --> 00:15:29.000]  可能是有些人去那裏認識朋友
[00:15:29.000 --> 00:15:31.000]  有不同的目的
[00:15:31.000 --> 00:15:33.000]  可能是例如說
[00:15:33.000 --> 00:15:37.000]  某些人的上司是去某個教會的
[00:15:37.000 --> 00:15:40.000]  那些下屬就會去那個教會裏面
[00:15:40.000 --> 00:15:42.000]  令到上司看到他們
[00:15:42.000 --> 00:15:48.000]  這樣去做一些relationship building networking的關係
[00:15:48.000 --> 00:15:51.000]  有時候我們會見到在教會裏面
[00:15:51.000 --> 00:15:55.000]  我自己以前的教會都留意到有的
[00:15:55.000 --> 00:15:57.000]  就是一起去談去做生意
[00:15:57.000 --> 00:16:02.000]  可能是買股票、投資等不同的東西
[00:16:02.000 --> 00:16:04.000]  那個教會是一個場地
[00:16:04.000 --> 00:16:08.000]  他們是結束之後一起去談生意的地方
[00:16:08.000 --> 00:16:12.000]  有些人去教會,特別是年輕人去教會
[00:16:12.000 --> 00:16:14.000]  年輕人去教會
[00:16:14.000 --> 00:16:17.000]  因為那個教會可能是associate一些名校
[00:16:17.000 --> 00:16:21.000]  入到那些教會可能是加分入到名校的
[00:16:21.000 --> 00:16:26.000]  所以教會裏面是一個很多做不同business的地方
[00:16:26.000 --> 00:16:28.000]  甚至有時候我們可能會去到教會
[00:16:28.000 --> 00:16:30.000]  星期日去教會
[00:16:30.000 --> 00:16:32.000]  想著其實早上不是去
[00:16:32.000 --> 00:16:34.000]  那個focus不是去敬拜上帝
[00:16:34.000 --> 00:16:37.000]  而是想著結束之後和誰去喝茶
[00:16:37.000 --> 00:16:39.000]  變成一個social gathering的地方
[00:16:39.000 --> 00:16:41.000]  我不是說fellowship錯
[00:16:41.000 --> 00:16:43.000]  而是一個很subtle的change
[00:16:43.000 --> 00:16:46.000]  一個很小心裏面的意念的改變
[00:16:46.000 --> 00:16:51.000]  由我們去專注那個是個電去敬拜上帝
[00:16:51.000 --> 00:16:54.000]  而變成我們做business
[00:16:54.000 --> 00:16:58.000]  可以難聽一點說是侮辱上帝的地方
[00:16:58.000 --> 00:17:04.000]  另外一個很簡單的例子就是我們奉獻的時候
[00:17:04.000 --> 00:17:08.000]  我想我們每個人都曾經suggest過去奉獻
[00:17:08.000 --> 00:17:12.000]  但是如果你明白了原來我不是甘心樂意奉獻的時候
[00:17:12.000 --> 00:17:15.000]  無論我給多少其實神是不要的
[00:17:15.000 --> 00:17:18.000]  為什麼呢?如果我們看回聖經裏面有很多的經文
[00:17:18.000 --> 00:17:22.000]  告訴我們上帝是喜歡什麼
[00:17:22.000 --> 00:17:25.000]  在撒慕爾記上面提到
[00:17:25.000 --> 00:17:28.000]  當數羅王不聽話的時候
[00:17:28.000 --> 00:17:32.000]  上帝要他和亞馬力人打仗
[00:17:32.000 --> 00:17:34.000]  要他殺了所有人
[00:17:34.000 --> 00:17:37.000]  連動物都一見不留
[00:17:37.000 --> 00:17:39.000]  他就保留對方的王
[00:17:39.000 --> 00:17:42.000]  生禽的王,因為這個是公職
[00:17:42.000 --> 00:17:45.000]  他把最好的牛羊留關著
[00:17:45.000 --> 00:17:47.000]  當撒慕爾去挑戰他說
[00:17:47.000 --> 00:17:49.000]  為什麼他們不聽上帝說的時候
[00:17:49.000 --> 00:17:53.000]  是民眾要求把最好的羊獻給上帝
[00:17:53.000 --> 00:17:57.000]  說謊,用一些很虛假的屬靈的話
[00:17:57.000 --> 00:18:01.000]  去騙撒慕爾,雖然撒慕爾立刻不賣帳
[00:18:01.000 --> 00:18:05.000]  撒慕爾就說一句很重要的話
[00:18:05.000 --> 00:18:09.000]  聽命勝於憲制,順從勝於公養的自由
[00:18:09.000 --> 00:18:12.000]  其實上帝所有東西都是他創造的
[00:18:12.000 --> 00:18:15.000]  他不在乎我們奉獻什麼給他的
[00:18:15.000 --> 00:18:20.000]  而上帝在乎我們的心如何對待他
[00:18:20.000 --> 00:18:24.000]  是否敬畏他,是否去信從他
[00:18:24.000 --> 00:18:26.000]  而不在乎我們多或少
[00:18:26.000 --> 00:18:28.000]  因為所有東西都是屬於他
[00:18:28.000 --> 00:18:30.000]  所有我們擁有的都是由他而來的
[00:18:30.000 --> 00:18:33.000]  所以聖經告訴我們
[00:18:33.000 --> 00:18:38.000]  我們的這個電是要來敬拜上帝的
[00:18:38.000 --> 00:18:41.000]  是要用心靈和誠實敬拜上帝
[00:18:41.000 --> 00:18:44.000]  所以我們每一次,如果我們奉獻的時候
[00:18:44.000 --> 00:18:46.000]  心裏面還有些斥斥而捨不得的時候
[00:18:46.000 --> 00:18:48.000]  其實上帝是不稀罕的
[00:18:48.000 --> 00:18:50.000]  是displeasing
[00:18:50.000 --> 00:18:52.000]  對上帝來說是厭惡的
[00:18:52.000 --> 00:18:54.000]  但是我們記住
[00:18:54.000 --> 00:18:56.000]  這個上帝是輕慢不得的
[00:18:56.000 --> 00:18:59.000]  但可能我們很多時候都沒有留意到
[00:18:59.000 --> 00:19:01.000]  我們不停可能去教會
[00:19:01.000 --> 00:19:03.000]  不是去崇拜,不是去敬拜上帝
[00:19:03.000 --> 00:19:05.000]  而是侮辱上帝
[00:19:05.000 --> 00:19:08.000]  有時候一念之間,很suttle,很小小的東西
[00:19:08.000 --> 00:19:12.000]  魔鬼就會令到我們由敬拜變成侮辱上帝
[00:19:12.000 --> 00:19:15.000]  我給回舊約的例子
[00:19:15.000 --> 00:19:19.000]  舊約,創世紀到第四章
[00:19:19.000 --> 00:19:23.000]  當阿當夏娃被趕出伊甸園的時候
[00:19:23.000 --> 00:19:29.000]  他們由聖潔公義的環境
[00:19:29.000 --> 00:19:32.000]  他們被揀選離開聖潔公義環境
[00:19:32.000 --> 00:19:34.000]  就去了一個不公義的環境
[00:19:34.000 --> 00:19:38.000]  阿當夏娃的罪不是殺人放火
[00:19:38.000 --> 00:19:42.000]  他的罪是選擇不要以上帝的義為義
[00:19:42.000 --> 00:19:46.000]  他用自己去說是,去辨別是非
[00:19:46.000 --> 00:19:50.000]  他由上帝為中心的生活
[00:19:50.000 --> 00:19:53.000]  變成自我為中心的生活
[00:19:53.000 --> 00:19:59.000]  殺人放火其實就是在一個人離開了公義聖潔環境之下生活的表現
[00:19:59.000 --> 00:20:02.000]  所以一出來,我們看到
[00:20:02.000 --> 00:20:06.000]  聖經記載第一個謀殺就是阿伯
[00:20:06.000 --> 00:20:10.000]  阿當夏娃的大兒子
[00:20:10.000 --> 00:20:14.000]  雖然該人的大兒子是殺他的弟弟阿伯
[00:20:14.000 --> 00:20:17.000]  但我們看回聖經
[00:20:17.000 --> 00:20:19.000]  很特別的,這裡說
[00:20:19.000 --> 00:20:24.000]  該人其實是首先拿他的獻物去獻給耶和亞
[00:20:24.000 --> 00:20:27.000]  他心裏面不是沒有神的,他是有神的
[00:20:27.000 --> 00:20:30.000]  而阿伯也都跟著去做
[00:20:30.000 --> 00:20:35.000]  將羊群最好的頭生的,是獻給上帝
[00:20:35.000 --> 00:20:41.000]  以前我記得有些很早期的傳道人說
[00:20:41.000 --> 00:20:45.000]  上帝是看中阿伯的貢物,不是看中該人
[00:20:45.000 --> 00:20:49.000]  因為阿伯是用羊流血的羔羊
[00:20:49.000 --> 00:20:51.000]  其實我想是錯的
[00:20:51.000 --> 00:20:53.000]  如果你看回整本聖經
[00:20:53.000 --> 00:20:58.000]  特別是薩姆爾基那裏說到我們獻祭的時候
[00:20:58.000 --> 00:21:01.000]  神是看我們是不是信奉
[00:21:01.000 --> 00:21:03.000]  神是看人的心
[00:21:03.000 --> 00:21:06.000]  不是看我們給什麼獻物
[00:21:06.000 --> 00:21:10.000]  所以如果大家看回這個說話的結構
[00:21:10.000 --> 00:21:12.000]  我用不同顏色給大家看
[00:21:12.000 --> 00:21:18.000]  他要看中了阿伯和他的貢物
[00:21:18.000 --> 00:21:21.000]  即是說上帝要接納一個人的offering
[00:21:21.000 --> 00:21:26.000]  他是看你和我的心如何對待他
[00:21:26.000 --> 00:21:30.000]  因為你和我的心對上帝是尊敬的
[00:21:30.000 --> 00:21:32.000]  我們是honor上帝的
[00:21:32.000 --> 00:21:34.000]  無論我拿什麼,我有多少
[00:21:34.000 --> 00:21:36.000]  其實上帝都會給的
[00:21:36.000 --> 00:21:38.000]  因為上帝是看人心
[00:21:38.000 --> 00:21:40.000]  他不是看你給的
[00:21:40.000 --> 00:21:42.000]  我們的上帝不是黃大師
[00:21:42.000 --> 00:21:43.000]  或者拜廟的上帝
[00:21:43.000 --> 00:21:45.000]  你把一隻大一點的豬,他會聽你
[00:21:45.000 --> 00:21:46.000]  會靈一點
[00:21:46.000 --> 00:21:48.000]  我把一隻小一點的豬,就沒那麼靈
[00:21:48.000 --> 00:21:50.000]  不是的,所有東西都是上帝的
[00:21:50.000 --> 00:21:52.000]  他不需要我們的獻物
[00:21:52.000 --> 00:21:54.000]  上帝看我的心
[00:21:54.000 --> 00:21:56.000]  所以如果你留意這句說話
[00:21:56.000 --> 00:21:59.000]  耶穌先接納了阿伯
[00:21:59.000 --> 00:22:03.000]  因為阿伯對上帝的心是信服
[00:22:03.000 --> 00:22:05.000]  他不要該人
[00:22:05.000 --> 00:22:09.000]  因為該人的心不信服
[00:22:09.000 --> 00:22:12.000]  所以不在乎我們給不給憲祭給上帝
[00:22:12.000 --> 00:22:15.000]  因為上帝是在乎人心
[00:22:15.000 --> 00:22:16.000]  那裡先開始
[00:22:16.000 --> 00:22:20.000]  所以耶穌基督最後那階段
[00:22:20.000 --> 00:22:24.000]  最關心的就是要結晉聖殿
[00:22:24.000 --> 00:22:26.000]  這個聖殿對你和我來說
[00:22:26.000 --> 00:22:28.000]  不是一個church building
[00:22:28.000 --> 00:22:31.000]  真正的聖殿就是你和我的心
[00:22:31.000 --> 00:22:33.000]  你和我的心是怎樣對上帝
[00:22:33.000 --> 00:22:34.000]  這個就是聖殿相得
[00:22:34.000 --> 00:22:36.000]  要結晉我們的聖殿
[00:22:36.000 --> 00:22:37.000]  結定你和我的心
[00:22:37.000 --> 00:22:39.000]  所以耶穌基督最後關頭
[00:22:39.000 --> 00:22:41.000]  進去最後一星期
[00:22:41.000 --> 00:22:43.000]  最關心的就是你和我的心
[00:22:43.000 --> 00:22:44.000]  怎樣對上帝
