
[00:00:00.000 --> 00:00:02.000]  請節目友平安
[00:03:59.000 --> 00:04:04.000]  連續四次用我必來給他信心
[00:04:04.000 --> 00:04:08.000]  第一我必要你成為大國
[00:04:08.000 --> 00:04:12.000]  大家記得他出世時75歲
[00:04:12.000 --> 00:04:14.000]  他的太太65歲
[00:04:14.000 --> 00:04:18.000]  一粒子都沒有
[00:04:18.000 --> 00:04:20.000]  什麼都沒有
[00:04:20.000 --> 00:04:23.000]  神竟然說他會成為一個大國
[00:04:23.000 --> 00:04:28.000]  然後另外我必賜福給你
[00:04:28.000 --> 00:04:31.000]  賜福是什麼意思呢?
[00:04:31.000 --> 00:04:33.000]  是叫他的名偉大
[00:04:33.000 --> 00:04:36.000]  他也叫別人得福
[00:04:36.000 --> 00:04:38.000]  然後第三個必
[00:04:38.000 --> 00:04:41.000]  為你祝福的我必賜福給他
[00:04:41.000 --> 00:04:45.000]  第四就是為咒詛你的
[00:04:45.000 --> 00:04:47.000]  我必定咒詛他
[00:04:47.000 --> 00:04:49.000]  我必我必我必我必
[00:04:49.000 --> 00:04:54.000]  四次我一定要這樣做
[00:04:54.000 --> 00:04:56.000]  第四節
[00:04:56.000 --> 00:05:01.000]  阿伯蘭就照著耶和華的吩咐去了羅德
[00:05:01.000 --> 00:05:04.000]  他的侄子也和他一起去
[00:05:04.000 --> 00:05:07.000]  阿伯蘭出哈蘭時
[00:05:07.000 --> 00:05:11.000]  他已經75歲
[00:05:11.000 --> 00:05:14.000]  大家要緊緊記得
[00:05:14.000 --> 00:05:20.000]  為什麼神要呼召阿伯蘭
[00:05:20.000 --> 00:05:24.000]  甚至這麼多次的應許
[00:05:24.000 --> 00:05:27.000]  我必我必我必我必
[00:05:27.000 --> 00:05:31.000]  來保證阿伯蘭
[00:05:31.000 --> 00:05:33.000]  為什麼?
[00:05:33.000 --> 00:05:37.000]  阿伯蘭是什麼原因
[00:05:37.000 --> 00:05:40.000]  使神喜悅他呢?
[00:05:40.000 --> 00:05:44.000]  希伯來書11章第8節
[00:05:44.000 --> 00:05:46.000]  很清楚
[00:05:46.000 --> 00:05:48.000]  因若信
[00:05:48.000 --> 00:05:51.000]  阿伯蘭夢照時
[00:05:51.000 --> 00:05:53.000]  就遵命出去
[00:05:53.000 --> 00:05:57.000]  往將來要承受危機的地方去
[00:05:57.000 --> 00:05:59.000]  他出去的時候
[00:05:59.000 --> 00:06:02.000]  他根本不知道去哪裡
[00:06:02.000 --> 00:06:04.000]  換句話說
[00:06:04.000 --> 00:06:11.000]  阿伯蘭從來沒有見過神的四次福
[00:06:11.000 --> 00:06:15.000]  從頭到尾完整地看過
[00:06:15.000 --> 00:06:20.000]  是完成了在他一生里
[00:06:20.000 --> 00:06:23.000]  他一生都沒見過那麼多
[00:06:23.000 --> 00:06:27.000]  其實他只是憑信他敢進去
[00:06:27.000 --> 00:06:30.000]  我們今天要想一想
[00:06:30.000 --> 00:06:32.000]  我們對著我們看不到的東西
[00:06:32.000 --> 00:06:34.000]  你有沒有信心?
[00:06:34.000 --> 00:06:36.000]  希伯來書11章第8節
[00:06:36.000 --> 00:06:39.000]  神說我要賜這塊地給你
[00:06:39.000 --> 00:06:41.000]  你就要去
[00:06:41.000 --> 00:06:43.000]  我要使你成為大國
[00:06:43.000 --> 00:06:45.000]  我一個兒子都沒有
[00:06:45.000 --> 00:06:47.000]  你信不信?
[00:06:47.000 --> 00:06:48.000]  你信也好
[00:06:48.000 --> 00:06:50.000]  你不會看到的
[00:06:50.000 --> 00:06:51.000]  是後人看得到
[00:06:51.000 --> 00:06:53.000]  不是你看得到
[00:06:53.000 --> 00:06:55.000]  祝福你的
[00:06:55.000 --> 00:06:56.000]  我一定祝福
[00:06:56.000 --> 00:06:58.000]  是不是每次都是呢?
[00:06:58.000 --> 00:06:59.000]  試過沒有?
[00:06:59.000 --> 00:07:00.000]  就了你的
[00:07:00.000 --> 00:07:02.000]  我一定會就了
[00:07:02.000 --> 00:07:03.000]  試過沒有?
[00:07:03.000 --> 00:07:05.000]  會不會是一定呢?
[00:07:05.000 --> 00:07:07.000]  你看到沒有?
[00:07:07.000 --> 00:07:08.000]  經歷到沒有?
[00:07:08.000 --> 00:07:11.000]  阿伯蘭全部都沒經歷到
[00:07:11.000 --> 00:07:13.000]  但是他信
[00:07:13.000 --> 00:07:15.000]  他就去了
[00:07:15.000 --> 00:07:17.000]  這是第一個甲格
[00:07:17.000 --> 00:07:19.000]  能夠過
[00:07:19.000 --> 00:07:23.000]  他能夠被神重用
[00:07:23.000 --> 00:07:25.000]  必須有的第一步
[00:07:25.000 --> 00:07:27.000]  各位定義姐妹
[00:07:27.000 --> 00:07:29.000]  這個試煉
[00:07:29.000 --> 00:07:31.000]  你搞定了沒有?
[00:07:31.000 --> 00:07:33.000]  我們今天對聖經裡面的應許
[00:07:33.000 --> 00:07:36.000]  很多東西你和我都沒見過的
[00:07:36.000 --> 00:07:38.000]  信子的人有永生
[00:07:38.000 --> 00:07:41.000]  不信的人得不著永生
[00:07:41.000 --> 00:07:44.000]  神的真路常在他的身上
[00:07:44.000 --> 00:07:47.000]  我們得了永生沒有呢?
[00:07:47.000 --> 00:07:48.000]  我們當然沒有
[00:07:48.000 --> 00:07:49.000]  我們都沒死
[00:07:49.000 --> 00:07:52.000]  你怎麼知道我死了之後會復活
[00:07:52.000 --> 00:07:55.000]  將來會和神永遠在一起呢?
[00:07:55.000 --> 00:07:57.000]  你不會見得到
[00:07:57.000 --> 00:07:59.000]  是將來的事
[00:07:59.000 --> 00:08:00.000]  是因為這樣的緣故
[00:08:00.000 --> 00:08:03.000]  你只能夠用信心去接受
[00:08:03.000 --> 00:08:06.000]  而我們這個信心有沒有憑據呢?
[00:08:06.000 --> 00:08:08.000]  憑據很簡單
[00:08:08.000 --> 00:08:10.000]  是因為耶穌基督
[00:08:10.000 --> 00:08:12.000]  他已經從死裡復活
[00:08:12.000 --> 00:08:14.000]  成為碎了的人
[00:08:14.000 --> 00:08:16.000]  或者死了的人
[00:08:16.000 --> 00:08:18.000]  初熟的果子
[00:08:18.000 --> 00:08:21.000]  是復活的初熟果子
[00:08:21.000 --> 00:08:24.000]  我是基於相信耶穌基督
[00:08:24.000 --> 00:08:26.000]  和他的應許
[00:08:26.000 --> 00:08:30.000]  歷史我們看到耶穌基督
[00:08:30.000 --> 00:08:32.000]  他的確復活了
[00:08:32.000 --> 00:08:33.000]  是因為這樣的緣故
[00:08:33.000 --> 00:08:34.000]  我信
[00:08:34.000 --> 00:08:36.000]  在這樣的情形下
[00:08:36.000 --> 00:08:39.000]  這就叫因信而清也
[00:08:39.000 --> 00:08:42.000]  各位弟兄姐妹
[00:08:42.000 --> 00:08:43.000]  阿伯拉罕
[00:08:43.000 --> 00:08:48.000]  其實他和你和我都是一樣
[00:08:48.000 --> 00:08:51.000]  在一個平凡人的情況下
[00:08:51.000 --> 00:08:54.000]  我們不可以過度高舉阿伯拉罕
[00:08:54.000 --> 00:08:56.000]  他真的厲害了
[00:08:56.000 --> 00:08:57.000]  神聖了
[00:08:57.000 --> 00:08:59.000]  所以神用他
[00:08:59.000 --> 00:09:00.000]  因為他太偉大了
[00:09:00.000 --> 00:09:03.000]  他做到我們做不到的事
[00:09:03.000 --> 00:09:04.000]  我告訴大家
[00:09:04.000 --> 00:09:05.000]  不是
[00:09:05.000 --> 00:09:08.000]  他不是因為做到
[00:09:08.000 --> 00:09:09.000]  神信任他
[00:09:09.000 --> 00:09:11.000]  他是因為信
[00:09:11.000 --> 00:09:13.000]  是未見如信
[00:09:13.000 --> 00:09:16.000]  神就要呼召他
[00:09:16.000 --> 00:09:18.000]  和祝福他
[00:09:18.000 --> 00:09:20.000]  第二個是試煉
[00:09:20.000 --> 00:09:25.000]  是因為信心的軟弱而撒謊
[00:09:25.000 --> 00:09:27.000]  說大話
[00:09:27.000 --> 00:09:35.000]  這就是阿伯拉罕信心受試煉的其中一部分
[00:09:35.000 --> 00:09:39.000]  《創世記》十二章十到二十節
[00:09:39.000 --> 00:09:41.000]  這個地方說
[00:09:41.000 --> 00:09:43.000]  那地遭遇飢荒
[00:09:43.000 --> 00:09:45.000]  因為飢荒甚大
[00:09:45.000 --> 00:09:47.000]  阿伯拉罕下到埃及去
[00:09:47.000 --> 00:09:49.000]  要在那裡暫居
[00:09:49.000 --> 00:09:50.000]  暫時住
[00:09:50.000 --> 00:09:52.000]  將近埃及
[00:09:52.000 --> 00:09:54.000]  對他的妻子撒來話
[00:09:54.000 --> 00:09:57.000]  我知道你是容貌盡美的婦人
[00:09:57.000 --> 00:10:00.000]  丈夫都贊太太
[00:10:00.000 --> 00:10:03.000]  我知道你是一個很美
[00:10:03.000 --> 00:10:05.000]  絕頂美的人
[00:10:05.000 --> 00:10:07.000]  埃及人看見你一定說
[00:10:07.000 --> 00:10:10.000]  這是他的太太
[00:10:10.000 --> 00:10:12.000]  他就會殺
[00:10:12.000 --> 00:10:13.000]  換句話說
[00:10:13.000 --> 00:10:16.000]  如果知道你已經結婚
[00:10:16.000 --> 00:10:17.000]  有丈夫
[00:10:17.000 --> 00:10:19.000]  他就一定會殺你的丈夫
[00:10:19.000 --> 00:10:22.000]  然後拿你做他的太太
[00:10:22.000 --> 00:10:25.000]  因為這樣的緣故
[00:10:25.000 --> 00:10:30.000]  阿伯拉罕的信心是軟弱的
[00:10:30.000 --> 00:10:32.000]  他對神的應許是怎麼樣的呢?
[00:10:32.000 --> 00:10:33.000]  就坐你的
[00:10:33.000 --> 00:10:35.000]  我一定就坐的
[00:10:35.000 --> 00:10:36.000]  祝福你的
[00:10:36.000 --> 00:10:37.000]  我一定祝福的
[00:10:37.000 --> 00:10:39.000]  他沒有經歷過那個時間
[00:10:39.000 --> 00:10:41.000]  是因為這樣的緣故
[00:10:41.000 --> 00:10:44.000]  他只是憑一個常人的看法
[00:10:44.000 --> 00:10:48.000]  每個人面對這些關口
[00:10:48.000 --> 00:10:50.000]  他們都不想死
[00:10:50.000 --> 00:10:53.000]  所以他就對他太太說
[00:10:53.000 --> 00:10:56.000]  求你說你是我的妹妹
[00:10:56.000 --> 00:10:59.000]  如果你這樣做
[00:10:59.000 --> 00:11:03.000]  令到我因為你說這句話
[00:11:03.000 --> 00:11:05.000]  我就得到平安
[00:11:05.000 --> 00:11:06.000]  你也得到平安
[00:11:06.000 --> 00:11:09.000]  而我的命是因為你這樣說
[00:11:09.000 --> 00:11:12.000]  我也得到存活
[00:11:12.000 --> 00:11:17.000]  他就說他希望他太太怎麼做
[00:11:17.000 --> 00:11:22.000]  又說他相信結果會怎麼樣
[00:11:22.000 --> 00:11:24.000]  這是人的想法
[00:11:24.000 --> 00:11:25.000]  十四節
[00:11:25.000 --> 00:11:27.000]  這次阿伯拉罕到了埃及
[00:11:27.000 --> 00:11:31.000]  埃及人看見那一副人極其美貌
[00:11:31.000 --> 00:11:33.000]  但我不知道
[00:11:33.000 --> 00:11:38.000]  以色列人和埃及人最不同的地方在哪裡呢?
[00:11:38.000 --> 00:11:41.000]  我相信這兩個族的人真的很不同
[00:11:41.000 --> 00:11:44.000]  可能是埃及地
[00:11:45.000 --> 00:11:51.000]  很少人像以色列人的婦女
[00:11:51.000 --> 00:11:55.000]  是這麼漂亮的
[00:11:55.000 --> 00:11:58.000]  所以他們基本上不懂分辨年紀
[00:11:58.000 --> 00:12:00.000]  65歲的婦人
[00:12:00.000 --> 00:12:04.000]  年輕的都應該老一點
[00:12:04.000 --> 00:12:07.000]  但是他到了埃及的時候
[00:12:07.000 --> 00:12:12.000]  是埃及人看見他太太是極其美貌
[00:12:12.000 --> 00:12:16.000]  我相信在今天來說
[00:12:16.000 --> 00:12:18.000]  我仍然知道
[00:12:18.000 --> 00:12:22.000]  我剛剛回來的時候
[00:12:22.000 --> 00:12:24.000]  我和太太出去
[00:12:24.000 --> 00:12:27.000]  沒有人會問這是你的誰
[00:12:27.000 --> 00:12:30.000]  他相信這是他的太太
[00:12:30.000 --> 00:12:32.000]  好了
[00:12:32.000 --> 00:12:34.000]  過了一段時間
[00:12:34.000 --> 00:12:38.000]  有些人就開始懷疑
[00:12:38.000 --> 00:12:40.000]  這是我的妹妹還是怎麼樣
[00:12:40.000 --> 00:12:42.000]  再過一段時間
[00:12:42.000 --> 00:12:47.000]  特別是在我差不多退休前的那段時間
[00:12:47.000 --> 00:12:50.000]  我們出去街市買東西的時候
[00:12:50.000 --> 00:12:52.000]  有些老闆就說
[00:12:52.000 --> 00:12:54.000]  你女兒剛剛來過
[00:12:54.000 --> 00:12:57.000]  你是不是問她
[00:12:57.000 --> 00:12:59.000]  她剛剛買了
[00:12:59.000 --> 00:13:01.000]  我的女兒
[00:13:01.000 --> 00:13:03.000]  我就發覺到
[00:13:03.000 --> 00:13:05.000]  原來我不知道男人
[00:13:05.000 --> 00:13:07.000]  是否快有白頭髮
[00:13:07.000 --> 00:13:10.000]  我比她的確大幾歲
[00:13:10.000 --> 00:13:15.000]  但是老得比她快一點
[00:13:15.000 --> 00:13:17.000]  所以到差不多的時間
[00:13:17.000 --> 00:13:21.000]  很容易別人誤會這是我的女兒
[00:13:21.000 --> 00:13:23.000]  再加上我太太染頭髮
[00:13:23.000 --> 00:13:25.000]  染黑了
[00:13:25.000 --> 00:13:31.000]  就更加容易被人誤會這是我的女兒
[00:13:31.000 --> 00:13:33.000]  所以我太太有時候就說
[00:13:33.000 --> 00:13:35.000]  你不如染了
[00:13:35.000 --> 00:13:37.000]  我尷尬
[00:13:37.000 --> 00:13:39.000]  你尷尬
[00:13:39.000 --> 00:13:41.000]  我說我沒有尷尬
[00:13:41.000 --> 00:13:43.000]  有一個年輕的太太我更開心
[00:13:43.000 --> 00:13:48.000]  我們看見除了埃及人這句話之外
[00:13:48.000 --> 00:13:49.000]  十五節
[00:13:49.000 --> 00:13:53.000]  法老的神宰看見他的太太
[00:13:53.000 --> 00:13:56.000]  就在法老的面前誇獎他
[00:13:56.000 --> 00:14:00.000]  而那個婦人就被帶到法老的宮去
[00:14:00.000 --> 00:14:02.000]  第二個贊他
[00:14:02.000 --> 00:14:04.000]  是美麗的
[00:14:04.000 --> 00:14:06.000]  是法老的神宰
[00:14:06.000 --> 00:14:08.000]  他的大神
[00:14:08.000 --> 00:14:11.000]  甚至他們在法老的面前誇獎
[00:14:11.000 --> 00:14:13.000]  你知道以前的皇帝
[00:14:13.000 --> 00:14:16.000]  那些神宰做的事是什麼呢?
[00:14:16.000 --> 00:14:20.000]  就是看見一些美麗的人
[00:14:20.000 --> 00:14:22.000]  就會介紹給他們的皇帝
[00:14:22.000 --> 00:14:26.000]  以至皇帝都可以美麗的
[00:14:26.000 --> 00:14:28.000]  就會接著那些人
[00:14:28.000 --> 00:14:32.000]  盡攬在他自己的名下
[00:14:32.000 --> 00:14:34.000]  成為他的妃
[00:14:34.000 --> 00:14:36.000]  成為他的嬪妃
[00:14:36.000 --> 00:14:38.000]  這不是一個地方的問題
[00:14:38.000 --> 00:14:40.000]  是全世界都是這樣的
[00:14:40.000 --> 00:14:42.000]  那個時間
[00:14:42.000 --> 00:14:44.000]  那個年代都是這樣
[00:14:44.000 --> 00:14:46.000]  接著法老怎麼做呢?
[00:14:46.000 --> 00:14:48.000]  法老因為這個婦人
[00:14:48.000 --> 00:14:53.000]  是因為撒拉的緣故就厚待阿伯蘭
[00:14:53.000 --> 00:14:59.000]  阿伯蘭就得了很多的牛羊、駱駝、公奴、母奴和瀑被
[00:14:59.000 --> 00:15:01.000]  他有沒有做過任何事呢?
[00:15:01.000 --> 00:15:02.000]  沒有啊
[00:15:02.000 --> 00:15:04.000]  撒拉的事他沒有做
[00:15:04.000 --> 00:15:09.000]  但是就是因為他的太太被那些神宰引戰
[00:15:09.000 --> 00:15:11.000]  去到法老的面前
[00:15:11.000 --> 00:15:15.000]  而法老接他入宮
[00:15:15.000 --> 00:15:17.000]  入了宮而已
[00:15:17.000 --> 00:15:19.000]  還沒有做任何其他的事
[00:15:19.000 --> 00:15:21.000]  就是接了他入宮
[00:15:21.000 --> 00:15:23.000]  就給了這些
[00:15:23.000 --> 00:15:27.000]  差不多好像是婚嫁、嫁妝
[00:15:27.000 --> 00:15:32.000]  或者厚禮、聘禮
[00:15:32.000 --> 00:15:34.000]  就給了阿伯蘭
[00:15:34.000 --> 00:15:36.000]  原因是什麼呢?
[00:15:36.000 --> 00:15:39.000]  因為他太太說
[00:15:39.000 --> 00:15:42.000]  她是阿伯蘭的妹妹
[00:15:42.000 --> 00:15:46.000]  這個法老就對著這個
[00:15:46.000 --> 00:15:49.000]  這麼靚潔的這個婦人
[00:15:49.000 --> 00:15:53.000]  就把那些厚禮送給她的阿哥
[00:15:53.000 --> 00:15:57.000]  其實這是很正常的一件事
[00:15:57.000 --> 00:16:00.000]  各位兄弟姐妹
[00:16:00.000 --> 00:16:03.000]  我不知道大家有沒有想過
[00:16:03.000 --> 00:16:05.000]  一般的人
[00:16:05.000 --> 00:16:09.000]  面對生死存亡的時候
[00:16:09.000 --> 00:16:13.000]  如果一句大話能夠令你生存
[00:16:13.000 --> 00:16:16.000]  你會不會說呢?
[00:16:16.000 --> 00:16:18.000]  我想一想
[00:16:18.000 --> 00:16:21.000]  我在偷渡出來之前
[00:16:21.000 --> 00:16:25.000]  或者偷渡被人抓到的時候
[00:16:25.000 --> 00:16:28.000]  我是說過很多大話
[00:16:28.000 --> 00:16:31.000]  特別每次被人抓到
[00:16:31.000 --> 00:16:36.000]  我都是用大話試圖脫身
[00:16:36.000 --> 00:16:38.000]  為什麼呢?
[00:16:38.000 --> 00:16:41.000]  好漢不吃眼前虧
[00:16:41.000 --> 00:16:43.000]  如果你說真話
[00:16:43.000 --> 00:16:47.000]  一聲說坐牢坐十年、八年
[00:16:47.000 --> 00:16:49.000]  然後勞改
[00:16:49.000 --> 00:16:52.000]  各方面的事情都發生在你的身上
[00:16:52.000 --> 00:16:55.000]  我們深深感覺到不值得
[00:16:55.000 --> 00:16:57.000]  不如說一句大話
[00:16:57.000 --> 00:17:00.000]  我去撈蝦、捉魚
[00:17:00.000 --> 00:17:03.000]  不過就被水衝了下去
[00:17:03.000 --> 00:17:05.000]  我是因為這樣
[00:17:05.000 --> 00:17:10.000]  我有準備魚窩、魚網
[00:17:10.000 --> 00:17:12.000]  我全部都有
[00:17:12.000 --> 00:17:16.000]  特別是那個腸病的網
[00:17:16.000 --> 00:17:19.000]  我跳下梯子的時候就放在那個地方
[00:17:19.000 --> 00:17:22.000]  誰知道下梯子沒多久就被人抓了
[00:17:22.000 --> 00:17:25.000]  我們看到這些大話本身
[00:17:25.000 --> 00:17:28.000]  如果我們是為了求生的時候
[00:17:28.000 --> 00:17:32.000]  我們心裡想應該OK的
[00:17:32.000 --> 00:17:34.000]  每個人都會是這樣
[00:17:34.000 --> 00:17:36.000]  但我們看一看
[00:17:36.000 --> 00:17:43.000]  耶和華雖然面對著人的小順
[00:17:43.000 --> 00:17:47.000]  但耶和華從來不會失信
[00:17:47.000 --> 00:17:51.000]  就在阿伯蘭生存的時間
[00:17:51.000 --> 00:17:55.000]  他已經給阿伯蘭看到他自己的信心
[00:17:55.000 --> 00:17:59.000]  他說就了你的我一定就了他
[00:17:59.000 --> 00:18:01.000]  祝福你的我一定祝福
[00:18:01.000 --> 00:18:03.000]  十七子
[00:18:03.000 --> 00:18:06.000]  耶和華因為阿伯蘭妻子十來的緣故
[00:18:06.000 --> 00:18:10.000]  就降大災給法老和他的全家
[00:18:10.000 --> 00:18:13.000]  怎麼降呢?這裡沒有很清楚說
[00:18:13.000 --> 00:18:18.000]  不過這種大災是令到法老
[00:18:18.000 --> 00:18:21.000]  立刻叫阿伯蘭來說
[00:18:21.000 --> 00:18:24.000]  你向我做的是什麼事?
[00:18:24.000 --> 00:18:26.000]  為什麼你沒有告訴我?
[00:18:26.000 --> 00:18:28.000]  這個是你的太太
[00:18:28.000 --> 00:18:31.000]  你只是說她是你的妹妹
[00:18:31.000 --> 00:18:33.000]  為什麼?
[00:18:33.000 --> 00:18:36.000]  然後說了一句話
[00:18:36.000 --> 00:18:40.000]  在原文帶著她
[00:18:40.000 --> 00:18:43.000]  連著所有東西走
[00:18:43.000 --> 00:18:48.000]  直接把她有多遠就多遠地逐出去
[00:18:48.000 --> 00:18:52.000]  消失在我的面前
[00:18:52.000 --> 00:18:57.000]  其實這是法老當時非常生氣的時候
[00:18:57.000 --> 00:18:59.000]  對她說的
[00:18:59.000 --> 00:19:01.000]  你和我都覺得很奇怪
[00:19:01.000 --> 00:19:04.000]  為什麼法老不殺了她呢?
[00:19:04.000 --> 00:19:09.000]  為什麼法老不拿回所有東西呢?
[00:19:09.000 --> 00:19:10.000]  讓她走也好
[00:19:10.000 --> 00:19:14.000]  但是你的牛、羊、鹿、母鹿、公鹿
[00:19:14.000 --> 00:19:15.000]  全部拿回來
[00:19:15.000 --> 00:19:17.000]  那些是她的東西
[00:19:17.000 --> 00:19:19.000]  但不是的
[00:19:19.000 --> 00:19:23.000]  她是連同她所有的東西
[00:19:23.000 --> 00:19:24.000]  包括給了她的東西
[00:19:24.000 --> 00:19:26.000]  全部拿走
[00:19:26.000 --> 00:19:28.000]  哇!真是發達
[00:19:28.000 --> 00:19:31.000]  大家可以看到在這段聖經里
[00:19:31.000 --> 00:19:33.000]  神是信神
[00:19:33.000 --> 00:19:35.000]  她沒有脫底
[00:19:35.000 --> 00:19:38.000]  但是阿伯蘭她是沒有信心的
[00:19:38.000 --> 00:19:40.000]  在這樣的情況下
[00:19:40.000 --> 00:19:45.000]  第二次的試煉
[00:19:45.000 --> 00:19:47.000]  是因為怕死
[00:19:47.000 --> 00:19:49.000]  因為怕被殺
[00:19:49.000 --> 00:19:51.000]  她就對法老說了一個大話
[00:19:51.000 --> 00:19:55.000]  說太太只不過是她的妹妹
[00:19:55.000 --> 00:19:57.000]  她沒有說真相
[00:19:57.000 --> 00:20:00.000]  你說她說的是不是完全錯呢?
[00:20:00.000 --> 00:20:01.000]  又不是
[00:20:01.000 --> 00:20:02.000]  為什麼呢?
[00:20:02.000 --> 00:20:09.000]  因為她的太太的確是她同父異母的女兒
[00:20:09.000 --> 00:20:11.000]  是因為這樣的緣故
[00:20:11.000 --> 00:20:13.000]  是她的堂妹
[00:20:13.000 --> 00:20:15.000]  但無論如何
[00:20:15.000 --> 00:20:18.000]  她沒有把真相說出來
[00:20:18.000 --> 00:20:20.000]  所以因為這樣的緣故
[00:20:20.000 --> 00:20:24.000]  這個試煉是基於她的動機
[00:20:24.000 --> 00:20:26.000]  就是怕死
[00:20:26.000 --> 00:20:29.000]  你可以說她是失敗的
[00:20:29.000 --> 00:20:33.000]  但是神是格外施恩憐憫她
[00:20:33.000 --> 00:20:35.000]  是因為什麼呢?
[00:20:35.000 --> 00:20:38.000]  因為神是守信用的神
[00:20:38.000 --> 00:20:41.000]  她會按照她應許的
[00:20:41.000 --> 00:20:44.000]  一定會賜福給阿伯蘭
[00:20:44.000 --> 00:20:46.000]  人會脫底
[00:20:46.000 --> 00:20:49.000]  神絕對不會脫底
[00:20:49.000 --> 00:20:51.000]  所以第二個試煉
[00:20:51.000 --> 00:20:53.000]  我們很清楚看得到
[00:20:53.000 --> 00:20:57.000]  阿伯蘭是失敗了
[00:20:57.000 --> 00:21:00.000]  神是容許我們有失敗
