
[00:00:00.000 --> 00:00:05.200]  各位睇音姐妹 各位朋友 你們好
[00:02:05.200 --> 00:02:07.200]  天下是否太平
[00:02:07.200 --> 00:02:11.200]  很多時候是有賴家庭是否和諧
[00:02:11.200 --> 00:02:14.200]  我們看看今天這個世界
[00:02:14.200 --> 00:02:18.200]  雖然我們在科技上、知識上、經濟上
[00:02:18.200 --> 00:02:19.200]  大大的進步
[00:02:19.200 --> 00:02:22.200]  但家庭問題是每況愈下
[00:02:22.200 --> 00:02:25.200]  我們看看下面的一些數字
[00:02:25.200 --> 00:02:28.200]  在美國平均每分鐘
[00:02:28.200 --> 00:02:32.200]  有24個人遭到伴侶的強暴
[00:02:32.200 --> 00:02:36.200]  身體暴力和跟蹤、騷擾
[00:02:36.200 --> 00:02:41.200]  一年之內受害的人超過1200萬人
[00:02:41.200 --> 00:02:43.200]  男的、女的都有
[00:02:43.200 --> 00:02:46.200]  在美國近30%的女性
[00:02:46.200 --> 00:02:49.200]  和10%的男性
[00:02:49.200 --> 00:02:57.200]  遭受性伴侶的強暴、身體暴力、跟蹤或騷擾
[00:02:57.200 --> 00:03:03.200]  這表示這些經歷對他們日常生活造成極大的影響
[00:03:03.200 --> 00:03:05.200]  又在美國
[00:03:05.200 --> 00:03:09.200]  有15%的女性和4%的男性
[00:03:09.200 --> 00:03:11.200]  曾因為伴侶的暴力行為
[00:03:11.200 --> 00:03:17.200]  包括強暴、身體強暴力和跟蹤、騷擾而受傷
[00:03:17.200 --> 00:03:20.200]  另外18歲以上的女性當中
[00:03:20.200 --> 00:03:24.200]  1/4和1/7的男性
[00:03:24.200 --> 00:03:29.200]  在他一生中都曾經受過伴侶嚴重的身體暴力
[00:03:29.200 --> 00:03:31.200]  不僅如此
[00:03:31.200 --> 00:03:36.200]  兒童虐待是美國一個重大的公共衛生問題
[00:03:36.200 --> 00:03:45.200]  根據估計2023年有546159的兒童被認定為受害者
[00:03:45.200 --> 00:03:52.200]  雖然確診病例自2018年以來有下降趨勢
[00:03:52.200 --> 00:03:55.200]  到2022年下降20%
[00:03:55.200 --> 00:03:59.200]  但虐待報告仍居高不下
[00:03:59.200 --> 00:04:04.200]  大約1/7的兒童遭受父母或家人的虐待
[00:04:04.200 --> 00:04:06.200]  老年人又如何呢?
[00:04:06.200 --> 00:04:10.200]  孤獨的老年人成為一個很嚴重的問題
[00:04:10.200 --> 00:04:14.200]  不僅是社會問題也是健康問題
[00:04:14.200 --> 00:04:20.200]  影響著25%至40%的老年人對身體健康的危害
[00:04:20.200 --> 00:04:24.200]  比每天吃15支煙更加厲害
[00:04:24.200 --> 00:04:30.200]  為什麼這些老人家會在這樣的情況下健康有問題呢?
[00:04:30.200 --> 00:04:34.200]  因為被社會孤立、失去親人
[00:04:34.200 --> 00:04:39.200]  形成他們在心理上、情緒上有很大的問題
[00:04:39.200 --> 00:04:43.200]  甚至影響他們的心臟、抑鬱等等的症狀
[00:04:43.200 --> 00:04:47.200]  我們第一代的移民家庭裏面
[00:04:47.200 --> 00:04:49.200]  家庭的問題尤為顯著
[00:04:49.200 --> 00:04:55.200]  王榮在80年代和90年代拍攝了兩套非常有趣的電影
[00:04:55.200 --> 00:04:58.200]  一套叫《點心》是1985年拍的
[00:04:58.200 --> 00:05:02.200]  一套叫《喜福會》是1992年拍的
[00:05:02.200 --> 00:05:05.200]  《點心》是講述三藩市的一對母女
[00:05:05.200 --> 00:05:07.200]  母親譚太是第一代移民
[00:05:07.200 --> 00:05:10.200]  是一個典型的中國婦女
[00:05:10.200 --> 00:05:15.200]  她的思想和生活方式都是傳統的中國女性代表
[00:05:15.200 --> 00:05:19.200]  但女兒子雲卻是美國土生土長的一代
[00:05:19.200 --> 00:05:22.200]  一方面她受母親傳統思想影響
[00:05:22.200 --> 00:05:23.200]  謹守孝道
[00:05:23.200 --> 00:05:27.200]  但另一方面又想過著獨立自主的生活
[00:05:27.200 --> 00:05:32.200]  這個矛盾表現最明顯在子雲的婚姻問題方面
[00:05:32.200 --> 00:05:34.200]  作為一個傳統的母親
[00:05:34.200 --> 00:05:38.200]  當然很想女兒出嫁了結心事
[00:05:38.200 --> 00:05:40.200]  但現實又告訴你
[00:05:40.200 --> 00:05:43.200]  作為一個移民大約年老的階段
[00:05:43.200 --> 00:05:45.200]  丈夫又早死
[00:05:45.200 --> 00:05:47.200]  當然有女兒陪伴是最好
[00:05:47.200 --> 00:05:51.200]  不過兩個女人在兩種不同的文化
[00:05:51.200 --> 00:05:53.200]  兩個不同的性格
[00:05:53.200 --> 00:05:57.200]  兩種不同的期望彼此交錯
[00:05:57.200 --> 00:06:01.200]  引伸非常複雜的情緒和掙扎
[00:06:01.200 --> 00:06:05.200]  我想在80年代在移民的家庭
[00:06:05.200 --> 00:06:08.200]  這是一個特有的特色
[00:06:08.200 --> 00:06:11.200]  不過Amy Tan譚欣美的小說
[00:06:11.200 --> 00:06:15.200]  Joy Luck Club喜福會改編成電影的喜福會
[00:06:15.200 --> 00:06:18.200]  似乎在90年代更大受歡迎
[00:06:18.200 --> 00:06:23.200]  何解?因為她講出不少移民的心聲
[00:06:23.200 --> 00:06:26.200]  不少移民帶著一個美國夢來到美國
[00:06:26.200 --> 00:06:29.200]  他們以為在美國生活比較穩定
[00:06:29.200 --> 00:06:30.200]  寬恕
[00:06:30.200 --> 00:06:33.200]  子女可以有一個更高環境的長大
[00:06:33.200 --> 00:06:37.200]  有更多機會在社會階梯裏面扶搖直上
[00:06:37.200 --> 00:06:40.200]  更何況昔日我們在中國或香港
[00:06:40.200 --> 00:06:42.200]  有些不愉快的經歷
[00:06:42.200 --> 00:06:46.200]  這可以說是人生新的一頁的開始
[00:06:46.200 --> 00:06:50.200]  喜福會是講述四個不同的母女關係的故事
[00:06:50.200 --> 00:06:52.200]  母親是第一代移民
[00:06:52.200 --> 00:06:55.200]  他們的女兒是土生土長的美國人
[00:06:55.200 --> 00:06:57.200]  從這四個故事我們可以看到
[00:06:57.200 --> 00:07:00.200]  華人在美國身份危機的掙扎
[00:07:00.200 --> 00:07:03.200]  也都看到家庭關係的重要
[00:07:03.200 --> 00:07:06.200]  就好像大部分第一代移民一樣
[00:07:06.200 --> 00:07:09.200]  小小中四個母親都希望他們的女兒
[00:07:09.200 --> 00:07:13.200]  承繼一些優良的中國人傳統和價值觀
[00:07:13.200 --> 00:07:16.200]  但作為土生土長的四個女兒
[00:07:16.200 --> 00:07:19.200]  他們只希望融入在美國的主流社會
[00:07:19.200 --> 00:07:23.200]  不是很看重他們母親這種老土的行徑
[00:07:23.200 --> 00:07:25.200]  甚至引以為恥
[00:07:25.200 --> 00:07:29.200]  於是就帶著不住的衝突和誤會
[00:07:29.200 --> 00:07:34.200]  母親並不體諒女兒們在美國主流社會的掙扎
[00:07:34.200 --> 00:07:38.200]  以為他們生活比以前富裕得多
[00:07:38.200 --> 00:07:40.200]  還不懂得去知足
[00:07:40.200 --> 00:07:43.200]  而女兒亦不體諒到他們母親
[00:07:43.200 --> 00:07:47.200]  過去所受的創傷和堅毅的精神
[00:07:47.200 --> 00:07:51.200]  亦都沒有體諒到他們在美國時經歷的艱辛
[00:07:51.200 --> 00:07:55.200]  其實多多少少都是為了女兒
[00:07:55.200 --> 00:07:57.200]  有一個更美好的將來
[00:07:57.200 --> 00:07:59.200]  而移民來到美國
[00:07:59.200 --> 00:08:01.200]  大家期望不同
[00:08:01.200 --> 00:08:04.200]  於是帶來很大的衝突和問題
[00:08:04.200 --> 00:08:09.200]  其實都是每一個從中國或香港移民來美國的家庭
[00:08:09.200 --> 00:08:11.200]  是親身所經歷的
[00:08:11.200 --> 00:08:14.200]  在美國長大的四個女兒
[00:08:14.200 --> 00:08:18.200]  表面上他們非常成功和如意
[00:08:18.200 --> 00:08:20.200]  受過高深的教育
[00:08:20.200 --> 00:08:22.200]  有高深的職業
[00:08:22.200 --> 00:08:24.200]  但其實很不開心
[00:08:24.200 --> 00:08:27.200]  婚姻的問題、種族的問題、家庭的問題
[00:08:27.200 --> 00:08:29.200]  人際的問題、人心意義的問題
[00:08:29.200 --> 00:08:31.200]  一直纏繞著他們
[00:08:31.200 --> 00:08:33.200]  直至有危機出現
[00:08:33.200 --> 00:08:37.200]  母女之情才呈現在四個不同的家庭裏
[00:08:37.200 --> 00:08:39.200]  他們坦誠的溝通
[00:08:39.200 --> 00:08:41.200]  打開了他們之間的隔膜
[00:08:41.200 --> 00:08:44.200]  衝破了他們面臨的障礙
[00:08:44.200 --> 00:08:46.200]  亦都讓這四個女兒
[00:08:46.200 --> 00:08:50.200]  不再以母親是中國老土為恥
[00:08:50.200 --> 00:08:52.200]  而以她們為自豪
[00:08:52.200 --> 00:08:55.200]  因為她們都成為了女兒們
[00:08:55.200 --> 00:08:57.200]  互相的治療者
[00:08:57.200 --> 00:09:00.200]  或者最能夠表達移民問題
[00:09:00.200 --> 00:09:03.200]  就是在小說裏開頭所講的一個比喻
[00:09:03.200 --> 00:09:06.200]  一個華府在上海買了一隻天鵝
[00:09:06.200 --> 00:09:08.200]  授課完就對話
[00:09:08.200 --> 00:09:10.200]  本來是一隻鴨子
[00:09:10.200 --> 00:09:14.200]  這隻鴨子有一天希望能夠成為天鵝
[00:09:14.200 --> 00:09:17.200]  於是就每天都把頸伸長伸長伸長
[00:09:17.200 --> 00:09:20.200]  誰知頸伸得太長
[00:09:20.200 --> 00:09:23.200]  竟然之間不是成為一隻鵝
[00:09:23.200 --> 00:09:25.200]  而成為一隻天鵝
[00:09:25.200 --> 00:09:28.200]  比先前的期望更高貴
[00:09:28.200 --> 00:09:31.200]  他帶著一隻天鵝來到美國
[00:09:31.200 --> 00:09:35.200]  希望他朝可以送了這隻天鵝
[00:09:35.200 --> 00:09:38.200]  給女兒作為禮物
[00:09:38.200 --> 00:09:42.200]  但來到美國移民局就不准天鵝入境
[00:09:42.200 --> 00:09:46.200]  這個華府只能帶著天鵝的一條羽毛來美國
[00:09:46.200 --> 00:09:50.200]  他本來預算把羽毛給女兒作為禮物
[00:09:50.200 --> 00:09:52.200]  說出他的心願
[00:09:52.200 --> 00:09:54.200]  但是一直拖
[00:09:54.200 --> 00:09:56.200]  為何他要拖呢
[00:09:56.200 --> 00:09:58.200]  為何他要等呢
[00:09:58.200 --> 00:10:00.200]  因為他有個決定
[00:10:00.200 --> 00:10:02.200]  他希望等到有一天
[00:10:02.200 --> 00:10:05.200]  有講完美美國口音的英語
[00:10:05.200 --> 00:10:07.200]  才告訴女兒
[00:10:07.200 --> 00:10:11.200]  送這隻天鵝毛給女兒
[00:10:11.200 --> 00:10:13.200]  作為第一代的移民
[00:10:13.200 --> 00:10:16.200]  我們很期望我們的子女成為天鵝
[00:10:16.200 --> 00:10:19.200]  但這個期望永遠都落空
[00:10:19.200 --> 00:10:23.200]  極其量只是天鵝的一條羽毛
[00:10:23.200 --> 00:10:27.200]  並且要等到我們操流利的英語
[00:10:27.200 --> 00:10:30.200]  American English without accent
[00:10:30.200 --> 00:10:32.200]  才要奉上的時候
[00:10:32.200 --> 00:10:37.200]  恐怕這是永遠落空的一個期望
[00:10:37.200 --> 00:10:39.200]  家庭的問題
[00:10:39.200 --> 00:10:42.200]  不單是在移民的家庭
[00:10:42.200 --> 00:10:45.200]  不單是在美國的社會
[00:10:45.200 --> 00:10:47.200]  在每一個世界的角落
[00:10:47.200 --> 00:10:49.200]  在每一個家庭
[00:10:49.200 --> 00:10:51.200]  我們都遇到這個困難
[00:10:51.200 --> 00:10:54.200]  今天我們就試試從聖經來看看
[00:10:54.200 --> 00:10:55.200]  家庭的衝突
[00:10:55.200 --> 00:10:57.200]  家庭的不和問題
[00:10:57.200 --> 00:11:00.200]  原因何在?有什麼方法可以解決?
[00:11:00.200 --> 00:11:03.200]  我們就來看看創世紀第十六章
[00:11:03.200 --> 00:11:05.200]  亞伯蘭的故事
[00:11:05.200 --> 00:11:08.200]  首先我們看第一節至第四節
[00:11:08.200 --> 00:11:11.200]  亞伯蘭的妻子撒萊不給他生兒女
[00:11:11.200 --> 00:11:14.200]  撒萊有一個侍女名叫夏格
[00:11:14.200 --> 00:11:15.200]  是埃及人
[00:11:15.200 --> 00:11:17.200]  撒萊對亞伯蘭說
[00:11:17.200 --> 00:11:19.200]  耶和華使我不能心慾
[00:11:19.200 --> 00:11:22.200]  求你和我的侍女同房
[00:11:22.200 --> 00:11:27.200]  或者我可以因她得孩子?
[00:11:27.200 --> 00:11:30.200]  亞伯蘭聽從了撒萊的話
[00:11:30.200 --> 00:11:32.200]  於是亞伯蘭的妻子撒萊
[00:11:32.200 --> 00:11:34.200]  將侍女埃及人夏格
[00:11:34.200 --> 00:11:36.200]  給了丈夫為妾
[00:11:36.200 --> 00:11:40.200]  那時亞伯蘭在埃及已經住了十年
[00:11:40.200 --> 00:11:42.200]  亞伯蘭與夏格同房
[00:11:42.200 --> 00:11:44.200]  夏格懷了孕
[00:11:44.200 --> 00:11:45.200]  看見自己有孕
[00:11:45.200 --> 00:11:48.200]  又小看他的主母
[00:11:48.200 --> 00:11:50.200]  第一節告訴你
[00:11:50.200 --> 00:11:52.200]  亞伯蘭家裏有一個問題
[00:11:52.200 --> 00:11:55.200]  他的妻子撒萊沒有子女
[00:11:55.200 --> 00:11:58.200]  要留意這只不過是一個問題
[00:11:58.200 --> 00:12:02.200]  甚至可以說是無法避免的問題
[00:12:02.200 --> 00:12:04.200]  不是衝突
[00:12:04.200 --> 00:12:07.200]  問題是不同衝突
[00:12:07.200 --> 00:12:10.200]  問題的發生很多時候是與人無尤
[00:12:10.200 --> 00:12:12.200]  不需要有人負責任
[00:12:12.200 --> 00:12:14.200]  甚至是避無可避
[00:12:14.200 --> 00:12:16.200]  但衝突就不同了
[00:12:16.200 --> 00:12:18.200]  衝突與人有關係
[00:12:18.200 --> 00:12:20.200]  亦可以避免
[00:12:20.200 --> 00:12:22.200]  亞伯蘭與他的妻子沒有子女
[00:12:22.200 --> 00:12:25.200]  在當時的社會是一個問題
[00:12:25.200 --> 00:12:28.200]  他們和周圍的人都期望他們有子女
[00:12:28.200 --> 00:12:30.200]  但這個期望就落空了
[00:12:30.200 --> 00:12:32.200]  但這個問題
[00:12:32.200 --> 00:12:34.200]  又不關亞伯蘭的事
[00:12:34.200 --> 00:12:37.200]  又不關他太太撒萊的事
[00:12:37.200 --> 00:12:39.200]  不是他們製造出來的
[00:12:39.200 --> 00:12:41.200]  在我們今天的社會裏
[00:12:41.200 --> 00:12:44.200]  說他沒有子女不是一個大問題
[00:12:44.200 --> 00:12:47.200]  今天在中國有很多人都不想生當
[00:12:47.200 --> 00:12:49.200]  但我們面對另類的問題
[00:12:49.200 --> 00:12:52.200]  比方說丈夫和妻子
[00:12:52.200 --> 00:12:54.200]  來自不同家庭的背景
[00:12:54.200 --> 00:12:56.200]  生活習慣不同
[00:12:56.200 --> 00:12:59.200]  結婚的時候需要很大的適應
[00:12:59.200 --> 00:13:02.200]  有了新婚者之後適應更大
[00:13:02.200 --> 00:13:05.200]  丈夫早出晚歸身無在外工作
[00:13:05.200 --> 00:13:09.200]  妻子一日二十四小時看著小朋友
[00:13:09.200 --> 00:13:14.200]  兒女長大各自獨立
[00:13:14.200 --> 00:13:19.200]  變成一個空巢情況就更加難適應
[00:13:19.200 --> 00:13:23.200]  兩口子性格不同生活習慣不一樣
[00:13:23.200 --> 00:13:26.200]  一個怕熱要開窗睡
[00:13:26.200 --> 00:13:28.200]  一個怕冷要開暖爐
[00:13:28.200 --> 00:13:32.200]  如果不體諒往往就引起衝突
[00:13:32.200 --> 00:13:36.200]  不過這些只不過是問題不是衝突
[00:13:36.200 --> 00:13:38.200]  究竟在什麼情況下
[00:13:38.200 --> 00:13:42.200]  會由問題演變成衝突呢
[00:13:42.200 --> 00:13:44.200]  我們看看第二節
[00:13:44.200 --> 00:13:46.200]  撒萊對阿巴蘭說
[00:13:46.200 --> 00:13:48.200]  耶和華使我不能生育
[00:13:48.200 --> 00:13:50.200]  求你使我和我的侍女同伙
[00:13:50.200 --> 00:13:53.200]  或許我可以因他得孩子
[00:13:53.200 --> 00:13:57.200]  我留意撒萊的語氣和內心的感受
[00:13:57.200 --> 00:14:01.200]  留意他面對沒有小孩這個問題
[00:14:01.200 --> 00:14:05.200]  首先他充滿了埋怨
[00:14:05.200 --> 00:14:08.200]  他以為是神叫他不能生育
[00:14:08.200 --> 00:14:10.200]  早前神應許他有孩子
[00:14:10.200 --> 00:14:14.200]  結果沒有實現
[00:14:14.200 --> 00:14:18.200]  他滿懷憤怒內心不安
[00:14:18.200 --> 00:14:19.200]  由這一句
[00:14:19.200 --> 00:14:22.200]  或許我可以因他得孩子而建立
[00:14:22.200 --> 00:14:24.200]  就可以看出他內心的不安
[00:14:24.200 --> 00:14:29.200]  他害怕丈夫不再愛他不再信任他
[00:14:29.200 --> 00:14:32.200]  他害怕自己被遺棄被拒絕
[00:14:32.200 --> 00:14:35.200]  因而引起內心極大的矛盾
[00:14:35.200 --> 00:14:37.200]  這就是我所謂內心的衝突
[00:14:37.200 --> 00:14:42.200]  事實上有了內心的衝突
[00:14:42.200 --> 00:14:45.200]  才會引致人際之間的衝突
[00:14:45.200 --> 00:14:48.200]  所謂interpersonal conflict
[00:14:48.200 --> 00:14:51.200]  所以當下格有了新人的時候
[00:14:51.200 --> 00:14:53.200]  他就小看主母
[00:14:53.200 --> 00:14:55.200]  這正是反映出
[00:14:55.200 --> 00:15:00.200]  下格內心也有自己的衝突和自卑
[00:15:00.200 --> 00:15:03.200]  他不能接受自己是一個婢女
[00:15:03.200 --> 00:15:05.200]  這一回他有了新人
[00:15:05.200 --> 00:15:08.200]  以為一登龍門身價十倍
[00:15:08.200 --> 00:15:11.200]  於是內心的衝突
[00:15:11.200 --> 00:15:16.200]  就造成了他和他主母之間的衝突
[00:15:16.200 --> 00:15:18.200]  阿伯蘭也不例外
[00:15:18.200 --> 00:15:20.200]  他也要負上責任
[00:15:20.200 --> 00:15:22.200]  表面上是一個被動者
[00:15:22.200 --> 00:15:24.200]  其實是濫持其咎
[00:15:24.200 --> 00:15:28.200]  他不能當機立斷一口拒絕撒萊的要求
[00:15:28.200 --> 00:15:31.200]  及至到問題發生
[00:15:31.200 --> 00:15:34.200]  他就卸駁不負責任
[00:15:34.200 --> 00:15:36.200]  塗脂衣腰說一句
[00:15:36.200 --> 00:15:37.200]  少女在你手下
[00:15:37.200 --> 00:15:39.200]  你可以隨意待他
[00:15:39.200 --> 00:15:42.200]  這是很不負責任的行為
[00:15:42.200 --> 00:15:43.200]  下格又如何
[00:15:43.200 --> 00:15:45.200]  他是否只是一個受害者
[00:15:45.200 --> 00:15:49.200]  又不是小看主母自卑的表現
[00:15:49.200 --> 00:15:52.200]  於是整個家庭就六角大風上
[00:15:52.200 --> 00:15:54.200]  引起家庭的衝突
[00:15:54.200 --> 00:15:56.200]  我們看到家庭的衝突
[00:15:56.200 --> 00:15:59.200]  往往是在乎很小的事
[00:15:59.200 --> 00:16:03.200]  但內心裏面鬱鬱不開心
[00:16:03.200 --> 00:16:06.200]  就造成很多問題存在
[00:16:06.200 --> 00:16:10.200]  有這個內心衝突
[00:16:10.200 --> 00:16:14.200]  就引起了互相衝突
[00:16:14.200 --> 00:16:17.200]  我們看看第五節和第六節
[00:16:17.200 --> 00:16:21.200]  一些甚麼錯誤的處理衝突的方法
[00:16:21.200 --> 00:16:22.200]  第五節
[00:16:22.200 --> 00:16:23.200]  沙羅對阿伯蘭說
[00:16:23.200 --> 00:16:25.200]  我因你受屈
[00:16:25.200 --> 00:16:27.200]  我將我的侍女放在你的懷中
[00:16:27.200 --> 00:16:30.200]  他見自己有了新人就小看我
[00:16:30.200 --> 00:16:33.200]  願耶和華在你我中間判斷
[00:16:33.200 --> 00:16:35.200]  阿伯蘭對撒萊說
[00:16:35.200 --> 00:16:36.200]  侍女在你手下
[00:16:36.200 --> 00:16:38.200]  你可以隨意待她
[00:16:38.200 --> 00:16:39.200]  撒萊輔待她
[00:16:39.200 --> 00:16:43.200]  她就從撒萊面前逃走了
[00:16:43.200 --> 00:16:48.200]  三個人在處理家庭衝突裏面
[00:16:48.200 --> 00:16:51.200]  都發生嚴重的錯誤
[00:16:51.200 --> 00:16:53.200]  於是造成六角大風上
[00:16:53.200 --> 00:16:56.200]  首先我們看看撒萊處理衝突的方法
[00:16:56.200 --> 00:16:59.200]  他對他丈夫阿伯蘭說
[00:16:59.200 --> 00:17:01.200]  我將我的侍女放在你的懷中
[00:17:01.200 --> 00:17:04.200]  他見自己有了新人就小看我
[00:17:04.200 --> 00:17:07.200]  願耶和華在你我中間判斷
[00:17:07.200 --> 00:17:10.200]  他以一個受害者的姿態出現
[00:17:10.200 --> 00:17:13.200]  更是一個偉大的受害者
[00:17:13.200 --> 00:17:15.200]  為了丈夫而受屈
[00:17:15.200 --> 00:17:18.200]  甚至將侍女放在他的懷中
[00:17:18.200 --> 00:17:20.200]  這就好像說
[00:17:20.200 --> 00:17:22.200]  你現在舒服了
[00:17:22.200 --> 00:17:23.200]  你現在開心了
[00:17:23.200 --> 00:17:25.200]  享盡齊人之福
[00:17:25.200 --> 00:17:26.200]  你沒有想過
[00:17:26.200 --> 00:17:30.200]  我為了你而受委屈
[00:17:30.200 --> 00:17:32.200]  我多慘啊
[00:17:32.200 --> 00:17:35.200]  願上帝在我們中間做個判斷
[00:17:35.200 --> 00:17:38.200]  這一招我叫做暗地操縱
[00:17:38.200 --> 00:17:40.200]  英文叫做Manipulation
[00:17:40.200 --> 00:17:43.200]  他想利用這些話來控制阿伯蘭
[00:17:43.200 --> 00:17:45.200]  讓她心裏面產生罪疚感
[00:17:45.200 --> 00:17:49.200]  這個手段不是解決衝突的方法
[00:17:49.200 --> 00:17:52.200]  只是帶來更大的疏離和分裂
[00:17:52.200 --> 00:17:53.200]  但可惜
[00:17:53.200 --> 00:17:56.200]  很多家庭都是用這種手段
[00:17:56.200 --> 00:17:58.200]  去企圖控制人
[00:17:58.200 --> 00:18:01.200]  就比如一些父母對子女說
[00:18:01.200 --> 00:18:03.200]  你們不要忘記
[00:18:03.200 --> 00:18:06.200]  我們是為了你才拋棄一切
[00:18:06.200 --> 00:18:08.200]  移民來到美國
[00:18:08.200 --> 00:18:10.200]  辛苦養育你們
[00:18:10.200 --> 00:18:12.200]  讓你們有今天的成就
[00:18:12.200 --> 00:18:13.200]  但你看看
[00:18:13.200 --> 00:18:15.200]  這一切都是徒然的
[00:18:15.200 --> 00:18:17.200]  你們不孝順父母
[00:18:17.200 --> 00:18:20.200]  我們做那麼多犧牲有何用
[00:18:20.200 --> 00:18:25.200]  這些說話其實就是想操縱子女的手段
[00:18:25.200 --> 00:18:28.200]  或者你的子女暫時忍氣吞聲
[00:18:28.200 --> 00:18:31.200]  遷就你任由你操縱
[00:18:31.200 --> 00:18:34.200]  但整個家庭就出現暗湧
[00:18:34.200 --> 00:18:36.200]  彼此心存芥蒂
[00:18:36.200 --> 00:18:39.200]  絕對不是一件好事
[00:18:39.200 --> 00:18:42.200]  我們中國人很喜歡搞這三角關係
[00:18:42.200 --> 00:18:44.200]  所謂三角關係是指甚麼呢
[00:18:44.200 --> 00:18:47.200]  一個扮演受害者Victor
[00:18:47.200 --> 00:18:49.200]  一個扮演迫害者Oppressor
[00:18:49.200 --> 00:18:52.200]  一個扮演拯救者Rescuer
[00:18:52.200 --> 00:18:54.200]  這個個案
[00:18:54.200 --> 00:18:57.200]  殺來就扮演一個受害者的角色
[00:18:57.200 --> 00:19:00.200]  並且指著下甲是一個迫害者
[00:19:00.200 --> 00:19:03.200]  又請她丈夫阿伯蘭做個拯救者
[00:19:03.200 --> 00:19:05.200]  我們在我家裏
[00:19:05.200 --> 00:19:08.200]  如果有這些三角關係
[00:19:08.200 --> 00:19:10.200]  就永無寧日了
[00:19:10.200 --> 00:19:12.200]  多少個家庭
[00:19:12.200 --> 00:19:14.200]  家婆以為自己是受害者
[00:19:14.200 --> 00:19:16.200]  媳婦就是迫害者
[00:19:16.200 --> 00:19:18.200]  就找兒子來做個拯救者
[00:19:18.200 --> 00:19:20.200]  其實
[00:19:20.200 --> 00:19:23.200]  所有這些三角關係
[00:19:23.200 --> 00:19:26.200]  只是搞到家庭永無寧日
[00:19:26.200 --> 00:19:29.200]  另外殺來又採取高壓手段
[00:19:29.200 --> 00:19:31.200]  苦待下甲
[00:19:31.200 --> 00:19:33.200]  這種鬥個你死我活的手段
[00:19:33.200 --> 00:19:36.200]  永遠不能解決家庭的糾紛
[00:19:36.200 --> 00:19:38.200]  我們又看看阿伯蘭
[00:19:38.200 --> 00:19:40.200]  如何處理這個衝突
[00:19:40.200 --> 00:19:42.200]  當殺來和阿伯蘭申訴的時候
[00:19:42.200 --> 00:19:44.200]  他對太太說
[00:19:44.200 --> 00:19:46.200]  輸了你的手下你可以隨意代他
[00:19:46.200 --> 00:19:49.200]  他採取了一種極不負責任的態度
[00:19:49.200 --> 00:19:51.200]  置身道外
[00:19:51.200 --> 00:19:53.200]  作為一家之主
[00:19:53.200 --> 00:19:55.200]  家庭發生這麼嚴重的問題
[00:19:55.200 --> 00:19:56.200]  竟然自主不理
[00:19:56.200 --> 00:19:57.200]  逃避責任
