
[00:00:00.000 --> 00:00:07.000]  我還沒拍過照是慶幸自己肯爭
[00:04:12.600 --> 00:04:16.320]  都不會的 其實不會參加什麼遊學團
[00:04:16.320 --> 00:04:19.880]  它不會想一些東西 它不會想萬年怎麼過
[00:04:19.880 --> 00:04:22.480]  它不會的 但是人可以計劃
[00:04:22.480 --> 00:04:26.080]  因為人的腦有計劃的部分
[00:04:26.080 --> 00:04:29.960]  特別是為什麼有爸爸、媽媽呢?
[00:04:29.960 --> 00:04:32.240]  你可能聽完今晚的男性和女性
[00:04:32.240 --> 00:04:35.200]  你更加明白到人真的需要父母的
[00:04:35.200 --> 00:04:38.840]  真的 只是爸爸不夠 媽媽也不行
[00:04:38.840 --> 00:04:43.320]  是要父母的 所以為什麼婚姻這麼神聖呢?
[00:04:43.320 --> 00:04:48.560]  因為如果這兩個人不是在一個祝福底下結婚
[00:04:48.560 --> 00:04:51.880]  他們兩個人帶來的禍害都很大 真的很大
[00:04:51.880 --> 00:04:54.080]  所以今天我希望你聽完之後
[00:04:54.080 --> 00:04:56.520]  你如果從一個心理學角度看
[00:04:56.520 --> 00:04:59.120]  你從一個覺得神很偉大
[00:04:59.120 --> 00:05:02.680]  真的祂的智慧是真的很厲害
[00:05:02.680 --> 00:05:06.360]  祂好像創造人的時候已經知道了
[00:05:06.360 --> 00:05:08.360]  有些東西是要怎麼配搭的
[00:05:08.360 --> 00:05:13.360]  所以男和女的腦裡面被研究的很不同
[00:05:13.360 --> 00:05:17.120]  我今天來的時候 我也有個遭遇
[00:05:17.120 --> 00:05:19.080]  坐巴士13號在中環站
[00:05:19.080 --> 00:05:22.920]  剛才我在西貢一間學校講講座
[00:05:22.920 --> 00:05:25.800]  我坐巴士的時候下大雨
[00:05:25.800 --> 00:05:28.600]  我坐旁邊的那個男士
[00:05:28.600 --> 00:05:31.120]  其實不是我旁邊的 是坐前面的
[00:05:31.120 --> 00:05:33.880]  他和一個老伯在那裡吵架
[00:05:33.880 --> 00:05:37.920]  因為那個老伯說他把雨傘弄濕了他的衣服
[00:05:37.920 --> 00:05:41.560]  那個男士非常有理由指出
[00:05:41.560 --> 00:05:44.160]  這個老伯是霸佔善華來的
[00:05:44.160 --> 00:05:47.480]  他就說你霸佔就不要講這樣
[00:05:47.480 --> 00:05:50.440]  如果你不霸佔 我的雨傘不會給你的
[00:05:50.440 --> 00:05:54.920]  於是這兩個人就開始一人一雨叫
[00:05:54.920 --> 00:05:57.760]  剛好在車口位有個外國人在看書
[00:05:57.760 --> 00:05:59.000]  看得害怕起來
[00:05:59.000 --> 00:06:02.880]  知道剛才打下來的雨傘很厲害
[00:06:02.880 --> 00:06:07.800]  他看著就害怕 想轉位就沒有位置轉
[00:06:07.800 --> 00:06:11.840]  後來那個男人很兇的罵這個老伯的男人
[00:06:11.840 --> 00:06:15.480]  鎖在後面就是我的位置 和我一起坐
[00:06:15.480 --> 00:06:17.800]  他拿著雨傘
[00:06:17.800 --> 00:06:22.800]  他說如果你不肯的話 我就打你 這樣跟老伯講
[00:06:22.800 --> 00:06:28.720]  這個講的時候 我也在香港
[00:06:28.720 --> 00:06:32.640]  他說那時候我要判斷得很快
[00:06:32.640 --> 00:06:36.200]  我的面目表情應該是怎樣
[00:06:36.200 --> 00:06:40.520]  我知道如果我說 唉 真是不對
[00:06:40.520 --> 00:06:42.520]  我知道我會闖禍
[00:06:42.520 --> 00:06:47.360]  如果我這樣講 我就強化了他打的動機
[00:06:47.360 --> 00:06:50.440]  你都說我覺得打他 說對就對這樣
[00:06:50.440 --> 00:06:52.240]  那我就當兇
[00:06:52.240 --> 00:06:55.440]  但如果我不出聲
[00:06:55.440 --> 00:06:57.840]  他可能會覺得我很不尊敬他
[00:06:57.840 --> 00:06:59.640]  他現在很生氣
[00:06:59.640 --> 00:07:02.120]  所以當時我就用了一個方式
[00:07:02.120 --> 00:07:06.280]  嗯 嗯的聲
[00:07:06.280 --> 00:07:10.000]  他看著我 嗯的聲 接著就沒有心機
[00:07:10.000 --> 00:07:12.120]  接著就收起雨傘
[00:07:12.120 --> 00:07:14.800]  很勞頓的坐在那裡自言自語
[00:07:14.800 --> 00:07:18.760]  這樣就過了一個災禍 在這個巴士上
[00:07:18.760 --> 00:07:21.000]  哇 我都覺得軟了個頭
[00:07:21.000 --> 00:07:22.800]  因為我趕著清理這裡的
[00:07:22.800 --> 00:07:27.240]  馬上去警察的口供 又排回來
[00:07:27.240 --> 00:07:33.960]  問題就是我發現男性衝動的是男人
[00:07:33.960 --> 00:07:37.120]  但壓抑高又是男人
[00:07:37.120 --> 00:07:39.360]  幸好我剛才用了壓抑
[00:07:39.360 --> 00:07:42.360]  就是我知道不說話比說話好
[00:07:42.360 --> 00:07:46.440]  說話反而會令到這個人的怒氣還會增加
[00:07:46.440 --> 00:07:48.640]  我支持他生氣 是吧
[00:07:48.640 --> 00:07:51.000]  我真的想起我 即是男性
[00:07:51.000 --> 00:07:52.920]  我想大家明白就是
[00:07:52.920 --> 00:07:57.560]  男性的情緒最厲害的那部分就是壓抑
[00:07:57.560 --> 00:08:00.640]  所以你嫁給老公你就知道
[00:08:00.640 --> 00:08:02.360]  他最厲害就是不說話
[00:08:02.360 --> 00:08:03.600]  就是很厲害的
[00:08:03.600 --> 00:08:04.720]  他可以一天不說話
[00:08:04.720 --> 00:08:06.840]  兩天不說話 三天都可以
[00:08:06.840 --> 00:08:08.960]  為什麼他這麼厲害呢?
[00:08:08.960 --> 00:08:11.720]  自小我們就是訓練壓抑的
[00:08:11.720 --> 00:08:13.480]  壓抑好不好呢?
[00:08:13.480 --> 00:08:15.880]  女性當然說不好 是吧
[00:08:15.880 --> 00:08:17.560]  你問我覺得好不好呢?
[00:08:17.560 --> 00:08:18.800]  我想起另一件事
[00:08:18.800 --> 00:08:20.400]  我想證明一件事
[00:08:20.400 --> 00:08:24.120]  就是說已經兩個星期了
[00:08:24.120 --> 00:08:25.880]  我的工作是做訓練
[00:08:25.880 --> 00:08:28.200]  最近我和一個製作公司
[00:08:28.200 --> 00:08:32.320]  做一些逆境的電影拍戲
[00:08:32.320 --> 00:08:36.440]  有些做藝人的跟我一起說話
[00:08:36.440 --> 00:08:39.680]  有些嘉賓也說話拍攝
[00:08:39.680 --> 00:08:42.800]  原來拍戲是很認真的
[00:08:42.800 --> 00:08:45.120]  拍一條50分鐘的片
[00:08:45.120 --> 00:08:49.040]  大約起碼要5個小時至6個小時
[00:08:49.040 --> 00:08:51.560]  預想都是再來過
[00:08:51.560 --> 00:08:53.200]  不斷被人讚
[00:08:53.200 --> 00:08:55.120]  就說余先生你很厲害
[00:08:55.120 --> 00:08:58.080]  不用NG 說了什麼都能說出來
[00:08:58.080 --> 00:09:01.960]  突然間答到很厲害
[00:09:01.960 --> 00:09:03.640]  你知道我聽了之後怎麼樣呢?
[00:09:03.640 --> 00:09:06.040]  我也覺得自己很厲害
[00:09:06.040 --> 00:09:07.680]  真的不用NG
[00:09:07.680 --> 00:09:09.000]  說了什麼都能回答
[00:09:09.000 --> 00:09:09.800]  回答得很流利
[00:09:09.800 --> 00:09:12.280]  沒有火花之類的 什麼都沒有
[00:09:12.280 --> 00:09:14.160]  就到了晚上
[00:09:14.160 --> 00:09:17.600]  太太約了我去游泳
[00:09:17.600 --> 00:09:21.800]  都是沙到下午6點多
[00:09:21.800 --> 00:09:24.920]  水是熱熱的
[00:09:24.920 --> 00:09:27.600]  我突然覺得自己很冷
[00:09:27.600 --> 00:09:31.120]  很奇怪 周圍的人都掉進水裡
[00:09:31.120 --> 00:09:33.280]  到了晚上
[00:09:33.280 --> 00:09:37.320]  晚上我就不想吃東西
[00:09:37.320 --> 00:09:38.280]  都要睡覺
[00:09:38.280 --> 00:09:39.840]  我從來沒有試過失眠
[00:09:39.840 --> 00:09:41.520]  從小到現在都是
[00:09:41.520 --> 00:09:42.840]  我真的睡不著
[00:09:42.840 --> 00:09:44.720]  我沒有試過胃痛
[00:09:44.720 --> 00:09:47.440]  我覺得是胃痛
[00:09:47.440 --> 00:09:50.160]  好像有東西頂著我的胸口
[00:09:50.160 --> 00:09:51.960]  我問太太 她說她不吃
[00:09:51.960 --> 00:09:56.520]  我問她是不是有所謂的胃藥
[00:09:56.520 --> 00:09:59.040]  她說有 你要吃嗎?
[00:09:59.040 --> 00:10:00.760]  我說我想我試一下
[00:10:00.760 --> 00:10:02.560]  她說有兩種的
[00:10:02.560 --> 00:10:04.800]  她說了一些理論 我也不知道她說什麼
[00:10:04.800 --> 00:10:06.840]  接著我說隨便吧
[00:10:06.840 --> 00:10:08.360]  先頂著一點
[00:10:08.360 --> 00:10:11.040]  4點多鐘我吃了一顆
[00:10:11.040 --> 00:10:12.200]  接著她問我
[00:10:12.200 --> 00:10:14.120]  如果還不肯吃
[00:10:14.120 --> 00:10:15.640]  她說還肯
[00:10:15.640 --> 00:10:17.320]  她說那一隻呢?
[00:10:17.320 --> 00:10:19.840]  我說快點快點
[00:10:19.840 --> 00:10:21.640]  吃完之後6點多鐘
[00:10:21.640 --> 00:10:22.840]  我起床了
[00:10:22.840 --> 00:10:24.360]  我去廁所
[00:10:24.360 --> 00:10:26.320]  狂吐
[00:10:26.320 --> 00:10:27.440]  很多人都吐過
[00:10:27.440 --> 00:10:29.800]  十幾歲都吐過 到現在
[00:10:29.800 --> 00:10:31.240]  連吐三次
[00:10:31.240 --> 00:10:34.040]  很多人都吐 天天吐
[00:10:34.040 --> 00:10:37.040]  我明白一切了
[00:10:37.040 --> 00:10:39.400]  人家稱讚我入口拍戲
[00:10:39.400 --> 00:10:41.920]  那些所謂很安定
[00:10:41.920 --> 00:10:44.040]  其實是我壓抑的
[00:10:44.040 --> 00:10:45.960]  我鎮定到真的很安定
[00:10:45.960 --> 00:10:47.880]  閉上嘴笑很安定
[00:10:47.880 --> 00:10:49.720]  其實我的心
[00:10:49.720 --> 00:10:51.880]  是將我的緊張控制住的
[00:10:51.880 --> 00:10:53.360]  一直控制住
[00:10:53.360 --> 00:10:56.280]  控制到由上午下午很安定
[00:10:56.280 --> 00:10:58.560]  甚至我自己覺得很安定
[00:10:58.560 --> 00:11:01.960]  但原來晚上游泳那一下
[00:11:01.960 --> 00:11:05.600]  其實我自己的身體已經很不舒服了
[00:11:05.600 --> 00:11:07.400]  吃了一點點東西
[00:11:07.400 --> 00:11:08.400]  覺得不對勁
[00:11:08.400 --> 00:11:09.920]  晚上睡不著
[00:11:09.920 --> 00:11:12.480]  真的想吐 吐不了的感覺
[00:11:12.480 --> 00:11:14.840]  我就明白到壓抑
[00:11:14.840 --> 00:11:17.240]  其實表面上是一個強項
[00:11:17.240 --> 00:11:19.920]  其實是危險的 是危險的
[00:11:19.920 --> 00:11:21.880]  所以在座的各位男士
[00:11:21.880 --> 00:11:24.520]  如果你的情緒很久沒有跟別人說話
[00:11:24.520 --> 00:11:26.320]  說一些詭異 開心的
[00:11:26.320 --> 00:11:27.480]  一出現以後
[00:11:27.480 --> 00:11:29.160]  其實都不是很健康的
[00:11:29.160 --> 00:11:30.800]  表面上是一個很安定的男人
[00:11:30.800 --> 00:11:32.040]  很安定 是吧
[00:11:32.040 --> 00:11:33.520]  但實質上來說
[00:11:33.520 --> 00:11:35.360]  你可能有我這個經驗
[00:11:35.360 --> 00:11:37.480]  你會反映到生命
[00:11:37.480 --> 00:11:40.480]  是需要按著需要來表達的
[00:11:40.480 --> 00:11:42.000]  譬如唱歌
[00:11:42.000 --> 00:11:44.440]  剛才你見到他們唱歌
[00:11:44.440 --> 00:11:46.200]  快樂是要表達的
[00:11:46.200 --> 00:11:49.320]  如果你的快樂是不懂得表達出來
[00:11:49.320 --> 00:11:51.240]  你按下去
[00:11:51.240 --> 00:11:53.160]  其實你都很辛苦的
[00:11:53.160 --> 00:11:54.480]  哀傷要表達的
[00:11:54.480 --> 00:11:56.120]  所以這班團體
[00:11:56.120 --> 00:11:58.280]  其實你感受到就是
[00:11:58.280 --> 00:11:59.760]  同喜樂的人同樂
[00:11:59.760 --> 00:12:01.560]  哀傷的人同哭
[00:12:01.560 --> 00:12:03.600]  大家經過表達
[00:12:03.600 --> 00:12:07.080]  是另一種開心的心靈的境界
[00:12:07.080 --> 00:12:09.200]  所以今天我們就談一下這些話題
[00:12:09.200 --> 00:12:12.800]  我特別將大家的題目
[00:12:12.800 --> 00:12:14.680]  根據你的主題來談一下
[00:12:14.680 --> 00:12:16.240]  可能你談一下
[00:12:16.240 --> 00:12:17.680]  發現很多時候是在說你
[00:12:17.680 --> 00:12:19.200]  不是針對你
[00:12:19.200 --> 00:12:20.360]  但你可能會覺得
[00:12:20.360 --> 00:12:22.080]  我又這樣的
[00:12:22.080 --> 00:12:23.640]  很多問題都問得很好
[00:12:23.640 --> 00:12:26.840]  其實我很欣賞這些問題提醒我
[00:12:26.840 --> 00:12:28.120]  當然你說
[00:12:28.120 --> 00:12:30.880]  世界上研究最好的作家是誰呢?
[00:12:30.880 --> 00:12:32.560]  當然是一本書叫
[00:12:32.560 --> 00:12:33.320]  Barbara
[00:12:33.320 --> 00:12:35.560]  Barbara和Ellen Pease
[00:12:35.560 --> 00:12:37.120]  她寫的一本書叫
[00:12:37.120 --> 00:12:38.880]  Why Men Don't Listen
[00:12:38.880 --> 00:12:40.520]  And Women Can't Hit Men
[00:12:40.520 --> 00:12:41.320]  是很好的
[00:12:41.320 --> 00:12:44.640]  她全部是將腦的研究
[00:12:44.640 --> 00:12:46.760]  用整個部位來講
[00:12:46.760 --> 00:12:47.720]  很清楚
[00:12:47.720 --> 00:12:49.200]  差不多可以回答到
[00:12:49.200 --> 00:12:50.640]  很久很久我們都不明白
[00:12:50.640 --> 00:12:51.760]  為什麼是這樣
[00:12:51.760 --> 00:12:53.640]  譬如你生一個兒子一個女兒
[00:12:53.640 --> 00:12:56.320]  我記得有一次在教會講過這個題目
[00:12:56.320 --> 00:12:58.320]  有個媽媽走過來多謝我
[00:12:58.320 --> 00:12:59.280]  她說
[00:12:59.280 --> 00:13:01.200]  我聽完之後我才明白
[00:13:01.200 --> 00:13:02.640]  我體諒到
[00:13:02.640 --> 00:13:05.160]  為什麼我的兒子
[00:13:05.160 --> 00:13:07.280]  和我不是很談
[00:13:07.280 --> 00:13:10.640]  他不是很多時候和我說很久的事情
[00:13:10.640 --> 00:13:13.800]  我都埋怨他
[00:13:13.800 --> 00:13:15.800]  很多事情不和媽媽說
[00:13:15.800 --> 00:13:17.240]  但是我聽完這個解釋之後
[00:13:17.240 --> 00:13:19.640]  我才發現我不懂得體諒我的兒子
[00:13:19.640 --> 00:13:21.120]  這個媽媽眼泛淚光
[00:13:21.120 --> 00:13:23.120]  她說我開心很多
[00:13:23.120 --> 00:13:25.800]  我發覺到原來我兒子很好
[00:13:25.800 --> 00:13:28.480]  她現在才發現她兒子不是很好
[00:13:28.480 --> 00:13:29.280]  但是也好
[00:13:29.280 --> 00:13:31.120]  她永遠都不發覺
[00:13:31.120 --> 00:13:32.720]  原因是什麼呢?
[00:13:32.720 --> 00:13:34.840]  當我們溝通的時候
[00:13:34.840 --> 00:13:36.680]  我們的腦的功能
[00:13:36.680 --> 00:13:38.920]  令溝通女性有好處
[00:13:38.920 --> 00:13:41.120]  因為男性
[00:13:41.120 --> 00:13:44.480]  譬如我現在講得比較流利
[00:13:44.480 --> 00:13:46.880]  因為我講慣是職業上的原因
[00:13:46.880 --> 00:13:48.400]  但是我想普通男性不行
[00:13:48.400 --> 00:13:50.960]  原因就是男性講話
[00:13:50.960 --> 00:13:51.920]  要想什麼呢?
[00:13:51.920 --> 00:13:54.400]  這邊是左邊
[00:13:54.400 --> 00:13:58.160]  左腦靠後的位置
[00:13:58.160 --> 00:14:00.320]  有一個中央的位置
[00:14:00.320 --> 00:14:04.480]  是指代我們用什麼字來講話的
[00:14:04.480 --> 00:14:07.040]  所以男人講話要突然間
[00:14:07.040 --> 00:14:11.320]  就是
[00:14:11.320 --> 00:14:12.800]  等等
[00:14:12.800 --> 00:14:14.800]  他想不到那個字
[00:14:14.800 --> 00:14:17.200]  他在轉來轉去
[00:14:17.200 --> 00:14:20.720]  但是他找不到
[00:14:20.720 --> 00:14:23.120]  他好像在傳統字
[00:14:23.120 --> 00:14:26.880]  他找得很清楚 找不到
[00:14:26.880 --> 00:14:28.880]  相反
[00:14:28.880 --> 00:14:30.960]  女性很容易說話
[00:14:30.960 --> 00:14:31.960]  為什麼呢?
[00:14:31.960 --> 00:14:34.840]  女性說話是用左腦較前的位置
[00:14:34.840 --> 00:14:36.360]  較前的位置就是說
[00:14:36.360 --> 00:14:40.680]  她找情緒和理性的字彙
[00:14:40.680 --> 00:14:42.280]  她是容易找到的
[00:14:42.280 --> 00:14:44.000]  因為你知道
[00:14:44.000 --> 00:14:45.960]  前面的定義就是說
[00:14:45.960 --> 00:14:48.400]  當她去找的時候
[00:14:48.400 --> 00:14:50.080]  她正面找到那個位置
[00:14:50.080 --> 00:14:51.160]  就是前面的位置
[00:14:51.160 --> 00:14:52.440]  第二就是
[00:14:52.440 --> 00:14:54.120]  右邊 右半球
[00:14:54.120 --> 00:14:56.040]  就是右腦那邊
[00:14:56.040 --> 00:14:57.920]  又有一個位置
[00:14:57.920 --> 00:15:00.480]  是通去感覺語言的
[00:15:00.480 --> 00:15:03.080]  所以她一講話
[00:15:03.080 --> 00:15:04.080]  兩聲道
[00:15:04.080 --> 00:15:06.080]  就是兩面一起來
[00:15:06.080 --> 00:15:07.880]  又找到一個字
[00:15:07.880 --> 00:15:09.480]  又找到一個發音
[00:15:09.480 --> 00:15:12.560]  知道嗎?
[00:15:12.560 --> 00:15:13.640]  男人找到一個字
[00:15:13.640 --> 00:15:15.640]  你也找到一個發音
[00:15:15.640 --> 00:15:17.040]  你找到了
[00:15:17.040 --> 00:15:19.320]  你們是相差很遠的
[00:15:19.320 --> 00:15:20.880]  我是想講一個字
[00:15:20.880 --> 00:15:22.200]  但是我
[00:15:22.200 --> 00:15:24.280]  好像突然間不太想起
[00:15:24.280 --> 00:15:25.000]  還有
[00:15:25.000 --> 00:15:26.440]  那個發音加上
[00:15:26.440 --> 00:15:28.960]  那個釘線的情緒
[00:15:28.960 --> 00:15:29.960]  你想想一個女性
[00:15:29.960 --> 00:15:30.960]  譬如她說
[00:15:30.960 --> 00:15:31.880]  她說的話
[00:15:31.880 --> 00:15:34.280]  是一個陰公
[00:15:34.280 --> 00:15:35.720]  陰公
[00:15:35.720 --> 00:15:37.200]  這個發音
[00:15:37.200 --> 00:15:39.080]  那個男人就是突然間出來的
[00:15:39.080 --> 00:15:41.520]  陰公
[00:15:41.520 --> 00:15:42.520]  但是
[00:15:42.520 --> 00:15:43.640]  她發了音
[00:15:43.640 --> 00:15:44.800]  發了音
[00:15:44.800 --> 00:15:47.000]  很正宗的陰公兩個字
[00:15:47.000 --> 00:15:48.480]  但是那個感覺
[00:15:48.480 --> 00:15:49.600]  流了出來
[00:15:49.600 --> 00:15:51.360]  沒有
[00:15:51.360 --> 00:15:52.200]  所以你再加上
[00:15:52.200 --> 00:15:52.920]  中文來的
[00:15:52.920 --> 00:15:53.920]  有些感情
[00:15:53.920 --> 00:15:54.680]  她可以了
[00:15:54.680 --> 00:15:55.320]  她可以了
[00:15:55.320 --> 00:15:57.240]  因為你帶了一個字出來
[00:15:57.240 --> 00:15:58.960]  她再多幾秒鐘想
[00:15:58.960 --> 00:16:00.320]  怎麼加上感覺就行了
[00:16:00.320 --> 00:16:02.000]  但是她不是同一個時間
[00:16:02.000 --> 00:16:03.520]  不是
[00:16:03.520 --> 00:16:05.040]  所以你只是想這樣
[00:16:05.040 --> 00:16:07.080]  你就明白到差一點
[00:16:07.080 --> 00:16:07.840]  還差很遠
[00:16:07.840 --> 00:16:08.640]  可能有些人做
[00:16:08.640 --> 00:16:09.480]  差很遠
[00:16:09.480 --> 00:16:11.800]  所以明白為什麼那些輔導
[00:16:11.800 --> 00:16:12.840]  安慰工作
[00:16:12.840 --> 00:16:14.080]  探訪
[00:16:14.080 --> 00:16:15.840]  護士
[00:16:15.840 --> 00:16:18.920]  很多都是想應用一些情緒感情
[00:16:18.920 --> 00:16:21.000]  都是女性做的職業
[00:16:21.000 --> 00:16:23.400]  男性只有很少部分
[00:16:23.400 --> 00:16:25.480]  大約15%左右
[00:16:25.480 --> 00:16:26.720]  有條題目開始問
[00:16:26.720 --> 00:16:30.480]  為什麼男人說出什麼都要用資料
[00:16:30.480 --> 00:16:31.960]  data
[00:16:31.960 --> 00:16:33.840]  但是女性很多時候
[00:16:33.840 --> 00:16:35.600]  分享感受
[00:16:35.600 --> 00:16:37.320]  表面上是這樣看
[00:16:37.320 --> 00:16:39.120]  但實質上來說
[00:16:39.120 --> 00:16:41.080]  男性都有分享感受
[00:16:41.080 --> 00:16:44.160]  不過他的感受說出來不像感受
[00:16:44.160 --> 00:16:46.400]  他只想
[00:16:46.400 --> 00:16:47.720]  其實他有感受
[00:16:47.720 --> 00:16:49.320]  這個要分開來說
[00:16:49.320 --> 00:16:50.360]  譬如他告訴你
[00:16:50.360 --> 00:16:52.360]  他說現在真的是捱世界
[00:16:52.360 --> 00:16:55.080]  打工生意不好
[00:16:55.080 --> 00:16:57.480]  很多事情都是做事
[00:16:57.480 --> 00:16:58.800]  其實全部都是感受
[00:16:58.800 --> 00:17:00.400]  不過你不覺得是感受
[00:17:00.400 --> 00:17:01.320]  但女人就不同
[00:17:01.320 --> 00:17:02.080]  女人就說
[00:17:02.080 --> 00:17:04.480]  你怎麼這麼做
[00:17:04.480 --> 00:17:06.480]  這些人都是拍你
[00:17:06.480 --> 00:17:07.480]  都不是光顧
[00:17:07.480 --> 00:17:08.880]  每個人都是拍你
[00:17:08.880 --> 00:17:10.800]  都不買
[00:17:10.800 --> 00:17:13.160]  他全部的感受
[00:17:13.160 --> 00:17:14.200]  他說的事情
[00:17:14.200 --> 00:17:15.280]  你不用聽
[00:17:15.280 --> 00:17:17.640]  看樣子就知道了
[00:17:17.640 --> 00:17:19.280]  差多遠
[00:17:19.280 --> 00:17:20.520]  看樣子就知道了
[00:17:20.520 --> 00:17:23.200]  因為他的樣子已經養大了
[00:17:23.200 --> 00:17:24.320]  所以
[00:17:24.320 --> 00:17:27.040]  男性都要看著他來聽
[00:17:27.040 --> 00:17:28.520]  因為他不看著他來聽
[00:17:28.520 --> 00:17:30.320]  你抓不到多少
[00:17:30.320 --> 00:17:31.320]  女性不用
[00:17:31.320 --> 00:17:32.040]  你抓著他來聽
[00:17:32.040 --> 00:17:32.760]  看著看著
[00:17:32.760 --> 00:17:34.400]  感覺感覺
[00:17:34.400 --> 00:17:35.080]  都可以
[00:17:35.080 --> 00:17:36.400]  都容易很多
[00:17:36.400 --> 00:17:37.280]  這些是
