
[00:00:00.000 --> 00:00:06.000]  各位靈性的同學,讓我們開始崇拜以先
[00:02:24.000 --> 00:02:30.000]  問題就是如果當我們是預知到那個人會怎樣回應的話
[00:02:30.000 --> 00:02:33.000]  你仍然會不會去作出規勸呢?
[00:02:33.000 --> 00:02:38.000]  這一點正正是今天我們所看的
[00:02:38.000 --> 00:02:43.000]  但以你書第四章從第十九節至第二十七節
[00:02:43.000 --> 00:02:51.000]  但以你或者當中所提到的白提沙薩是很重要的
[00:02:51.000 --> 00:02:53.000]  因為白提沙薩但以你
[00:02:53.000 --> 00:02:58.000]  他認識尼布甲尼薩王絕對不短的日子
[00:02:58.000 --> 00:03:02.000]  自從他去到秘魯
[00:03:02.000 --> 00:03:11.000]  在這個主前的605年秘魯或者586左右的時間
[00:03:11.000 --> 00:03:20.000]  他秘魯之後一直被授勳在尼布甲尼薩王宮廷裏面打滾
[00:03:20.000 --> 00:03:25.000]  他已經面對過先前從外在的一班群眾
[00:03:25.000 --> 00:03:32.000]  他們對於但以你與及他三個同伴的兇殺的迫害
[00:03:32.000 --> 00:03:40.000]  尼布甲尼薩王有一個特色就是他懂得知道誰是有才幹
[00:03:40.000 --> 00:03:43.000]  他欣賞到但以你及他三個同伴
[00:03:43.000 --> 00:03:47.000]  但不是因為他欣賞到他們的才幹
[00:03:47.000 --> 00:03:49.000]  於是就力保他們
[00:03:49.000 --> 00:03:52.000]  有時甚至利用但以你
[00:03:52.000 --> 00:03:55.000]  放他們在一個危險的情況
[00:03:55.000 --> 00:04:00.000]  然後去解決政治上的爭鬥
[00:04:00.000 --> 00:04:03.000]  譬如上文我們曾經說過的
[00:04:03.000 --> 00:04:13.000]  但以你的三個同伴被設謀去看他們是否拜尼布甲尼薩王所立的金像事件
[00:04:13.000 --> 00:04:19.000]  也讓我們看到尼布甲尼薩王甚至願意犧牲這三個
[00:04:19.000 --> 00:04:22.000]  他知道有神明在其中的人
[00:04:22.000 --> 00:04:27.000]  來嘗試去擺平在他國中的政治爭鬥
[00:04:27.000 --> 00:04:30.000]  特別他屬於加勒底民族
[00:04:30.000 --> 00:04:36.000]  掌管當時巴比倫帝國的權力核心
[00:04:36.000 --> 00:04:39.000]  這班支持的人物
[00:04:39.000 --> 00:04:42.000]  如果尼布甲尼薩王不好好處理的話
[00:04:42.000 --> 00:04:47.000]  只要一不讓他支持但以你及他三個朋友的話
[00:04:47.000 --> 00:04:54.000]  這班加勒底人可能就會推翻尼布甲尼薩王的政權
[00:04:54.000 --> 00:04:57.000]  換句話說新巴比倫國更加早完結
[00:04:57.000 --> 00:05:03.000]  但尼布甲尼薩王最後利用這三個同伴
[00:05:03.000 --> 00:05:06.000]  甚至把他們扔進獅子坑裏
[00:05:06.000 --> 00:05:14.000]  嘗試用這個情況去平息這班加勒底人的挑釁
[00:05:14.000 --> 00:05:19.000]  所以這三個同伴已經做過一個見證給我們看
[00:05:19.000 --> 00:05:22.000]  當他們不是做一個虧權
[00:05:22.000 --> 00:05:25.000]  只是堅持他們所相信的神
[00:05:25.000 --> 00:05:29.000]  不敬拜尼布甲尼薩王的金像
[00:05:29.000 --> 00:05:31.000]  都落到這個地步
[00:05:31.000 --> 00:05:34.000]  今天我們所看這段經文
[00:05:34.000 --> 00:05:42.000]  可以說是處理尼布甲尼薩王的貼身問題
[00:05:42.000 --> 00:05:47.000]  只是針對尼布甲尼薩王將來要面對的遭遇
[00:05:47.000 --> 00:05:51.000]  就是他在夢裏發了一個很奇怪的夢
[00:05:51.000 --> 00:05:54.000]  所有的設施都解釋不了
[00:05:54.000 --> 00:06:01.000]  要召到達爾利這位白提沙薩來解釋
[00:06:01.000 --> 00:06:05.000]  達爾利怎樣面對好呢?怎樣好說呢?
[00:06:05.000 --> 00:06:13.000]  達爾利說的時候的內容是否適合尼布甲尼薩王聽呢?
[00:06:13.000 --> 00:06:18.000]  就成為了達爾利在這個時候怎樣取態
[00:06:18.000 --> 00:06:21.000]  去作出怎樣的虧權
[00:06:21.000 --> 00:06:23.000]  所以今天我給了一個題目
[00:06:23.000 --> 00:06:28.000]  這段經文叫做全港叫人討厭的福音
[00:06:28.000 --> 00:06:31.000]  或者說得soft tone一點
[00:06:31.000 --> 00:06:36.000]  全港一個人一般不喜歡的福音
[00:06:36.000 --> 00:06:40.000]  我們一起看看在一個這樣的大前提下
[00:06:40.000 --> 00:06:46.000]  達爾利真的作出一個忠言逆耳的虧權
[00:06:46.000 --> 00:06:50.000]  去到這位達爾利所面對的君王
[00:06:50.000 --> 00:06:54.000]  而這位君王的預知表現
[00:06:54.000 --> 00:07:01.000]  達爾利是否因此而打折扣去說一些好聽的說話呢?
[00:07:01.000 --> 00:07:04.000]  這一點也發展到今天我們作為基督徒
[00:07:04.000 --> 00:07:08.000]  在這個世界我們說全福音作見證
[00:07:08.000 --> 00:07:11.000]  我們應該怎樣的態度呢?
[00:07:11.000 --> 00:07:13.000]  我們一起去看看吧
[00:07:13.000 --> 00:07:15.000]  我們回到這段經文的內容
[00:07:15.000 --> 00:07:17.000]  我們再次讀一下
[00:07:17.000 --> 00:07:19.000]  雖然是長一點
[00:07:19.000 --> 00:07:23.000]  不過有很多內容的細節
[00:07:23.000 --> 00:07:28.000]  我覺得值得大家在讀的時候去明白多一點
[00:07:28.000 --> 00:07:34.000]  我們一起打開達爾利書第四章第十九節至第二十七節的經文
[00:07:34.000 --> 00:07:36.000]  我們一起讀多一次吧
[00:07:36.000 --> 00:07:38.000]  找到之後我們一起讀吧
[00:07:39.000 --> 00:07:45.000]  於是稱為伯提沙薩的達爾利驚訝遍時
[00:07:45.000 --> 00:07:47.000]  心意驚惶
[00:07:47.000 --> 00:07:50.000]  王說:伯提沙薩呀
[00:07:50.000 --> 00:07:54.000]  不要因夢和夢的講解驚惶
[00:07:54.000 --> 00:07:56.000]  伯提沙薩回答說:
[00:07:56.000 --> 00:08:01.000]  我主呀,願這夢歸於恨惡理的人
[00:08:01.000 --> 00:08:04.000]  講解歸於你的毒敵人
[00:08:04.000 --> 00:08:11.000]  你所見的樹漸長,而且堅固,高得頂天
[00:08:11.000 --> 00:08:17.000]  從地極都能看見,葉子華美,果子甚多
[00:08:17.000 --> 00:08:20.000]  可作眾生的食物
[00:08:20.000 --> 00:08:23.000]  田野的走獸住在其下
[00:08:23.000 --> 00:08:27.000]  天空的飛鳥宿在之上
[00:08:27.000 --> 00:08:32.000]  王呀,這漸長又堅固的樹就是你
[00:08:32.000 --> 00:08:35.000]  你的威勢漸長及天
[00:08:35.000 --> 00:08:38.000]  你的權柄管道地極
[00:08:38.000 --> 00:08:42.000]  王既看見一位守望的聖者
[00:08:42.000 --> 00:08:48.000]  從天而降,說將這樹砍伐毀壞
[00:08:48.000 --> 00:08:52.000]  樹皮將要留在地內
[00:08:52.000 --> 00:08:55.000]  用鐵圈和銅圈箍住
[00:08:55.000 --> 00:08:58.000]  在田野的青草中
[00:08:58.000 --> 00:09:04.000]  讓天怒滴濕,使他與地上的獸一同吃草
[00:09:04.000 --> 00:09:07.000]  直到經過七期
[00:09:07.000 --> 00:09:10.000]  王呀,講解者是這樣
[00:09:10.000 --> 00:09:15.000]  臨到我主我王的事是出於至高者的命
[00:09:15.000 --> 00:09:19.000]  你必將講出離開世人
[00:09:19.000 --> 00:09:23.000]  與野地的獸同居,吃草如牛
[00:09:23.000 --> 00:09:29.000]  被天怒滴濕,且要經過七期
[00:09:29.000 --> 00:09:34.000]  讓你知道至高者在人的國中掌權
[00:09:34.000 --> 00:09:38.000]  要將國賜予誰就賜予誰
[00:09:38.000 --> 00:09:42.000]  守望者既吩咐全留樹皮
[00:09:42.000 --> 00:09:46.000]  讓你知道諸天掌權
[00:09:46.000 --> 00:09:49.000]  以後你的國必定歸你
[00:09:49.000 --> 00:09:53.000]  王呀,求你閱立我的諫言
[00:09:53.000 --> 00:09:57.000]  以施行公義斷絕罪過
[00:09:57.000 --> 00:10:01.000]  以憐憫窮人除掉罪孽
[00:10:01.000 --> 00:10:06.000]  或許你的平安可以延長
[00:10:06.000 --> 00:10:09.000]  上文我已經講過了
[00:10:09.000 --> 00:10:14.000]  突然間上帝為尼布甲尼沙皇
[00:10:14.000 --> 00:10:18.000]  正享受著一個很平靜安穩
[00:10:18.000 --> 00:10:22.000]  很開心很安恕
[00:10:22.000 --> 00:10:26.000]  或者用今日說的很疏乎的富貴生活
[00:10:26.000 --> 00:10:29.000]  突然間給他一個夢
[00:10:29.000 --> 00:10:32.000]  這個夢騷擾到他很嚴重
[00:10:32.000 --> 00:10:34.000]  上文也講過
[00:10:34.000 --> 00:10:41.000]  這些突然的騙運或不好的事情
[00:10:41.000 --> 00:10:44.000]  不要走著去賴魔鬼
[00:10:44.000 --> 00:10:48.000]  老實說所有不幸的事情
[00:10:48.000 --> 00:10:50.000]  都是由魔鬼而出
[00:10:50.000 --> 00:10:56.000]  甚至引用約伯基說魔鬼搞的事
[00:10:56.000 --> 00:10:57.000]  其實不是
[00:10:57.000 --> 00:10:59.000]  沒有上帝的允許
[00:10:59.000 --> 00:11:03.000]  甚至沒有上帝主動去執行的話
[00:11:03.000 --> 00:11:06.000]  這些事情是不會發生的
[00:11:06.000 --> 00:11:12.000]  而上帝也會直接向屬區的子民
[00:11:12.000 --> 00:11:16.000]  作出一些試驗的經歷
[00:11:16.000 --> 00:11:19.000]  使我們在過程當中
[00:11:19.000 --> 00:11:24.000]  能夠學會一些上帝要我們學的功課
[00:11:24.000 --> 00:11:28.000]  尤其是一些我們以習以為常
[00:11:28.000 --> 00:11:32.000]  以為自己已經得著了的事情
[00:11:32.000 --> 00:11:35.000]  這一點我覺得特別針對我們基督徒
[00:11:35.000 --> 00:11:36.000]  是需要理解的
[00:11:36.000 --> 00:11:38.000]  因為如果我們不理解的話
[00:11:38.000 --> 00:11:40.000]  我們只認為上帝只是祝福
[00:11:40.000 --> 00:11:44.000]  如果我們所有的生命應該是順暢的話
[00:11:44.000 --> 00:11:45.000]  我告訴大家
[00:11:45.000 --> 00:11:51.000]  上帝有時候給予一些不幸的事情
[00:11:51.000 --> 00:11:53.000]  是你很不喜歡
[00:11:53.000 --> 00:11:54.000]  我也很不喜歡
[00:11:54.000 --> 00:11:58.000]  我做牧者也為此而傷心的時候的事情
[00:11:58.000 --> 00:12:02.000]  其實上帝有他本身的意義在其中
[00:12:02.000 --> 00:12:05.000]  這是上文告訴我們的背景
[00:12:05.000 --> 00:12:07.000]  所以我解釋不了
[00:12:07.000 --> 00:12:15.000]  於是上帝就召了彈爾利進入
[00:12:15.000 --> 00:12:18.000]  到了第八節我們回顧一下
[00:12:18.000 --> 00:12:20.000]  第四章第八節裏面
[00:12:20.000 --> 00:12:22.000]  有一句這樣的記載
[00:12:22.000 --> 00:12:26.000]  末後了 召我神的名稱
[00:12:26.000 --> 00:12:30.000]  伯提沙薩的彈爾利來到我面前
[00:12:30.000 --> 00:12:33.000]  他裏頭有神聖的靈
[00:12:33.000 --> 00:12:36.000]  我就將夢告訴他
[00:12:36.000 --> 00:12:40.000]  這句說話我想重新再提一次
[00:12:40.000 --> 00:12:41.000]  為什麼呢
[00:12:41.000 --> 00:12:44.000]  請留意聖經的記載
[00:12:44.000 --> 00:12:53.000]  刻意地將彈爾利與伯提沙薩這個名字並排而寫
[00:12:53.000 --> 00:12:57.000]  一方面反映出尼泊爾撒王
[00:12:57.000 --> 00:13:00.000]  其實他心裏認為彈爾利的神
[00:13:00.000 --> 00:13:05.000]  與我們自己迦勒底人所相信的神沒有什麼分別
[00:13:05.000 --> 00:13:10.000]  他迦勒底的神叫做Bel
[00:13:10.000 --> 00:13:16.000]  就是伯提沙薩的意思
[00:13:16.000 --> 00:13:18.000]  提沙薩是什麼意思呢
[00:13:18.000 --> 00:13:21.000]  提沙薩就是保護他的
[00:13:21.000 --> 00:13:26.000]  彈爾利在尼泊爾撒王裏面
[00:13:26.000 --> 00:13:31.000]  就是有我們迦勒底的神照著的位置
[00:13:31.000 --> 00:13:36.000]  聖經的作者 特別是彈爾利書的作者
[00:13:36.000 --> 00:13:37.000]  首先我要強調
[00:13:37.000 --> 00:13:40.000]  彈爾利書是誰作的我也不知道
[00:13:40.000 --> 00:13:44.000]  如果有人說彈爾利書就是彈爾利自己寫的
[00:13:44.000 --> 00:13:46.000]  這有很大的疑問在《釋經》上
[00:13:46.000 --> 00:13:48.000]  不過今天就不處理了
[00:13:48.000 --> 00:13:50.000]  不是教《釋經》學
[00:13:50.000 --> 00:13:58.000]  不過作者刻意將彈爾利這個名字與伯提沙薩放在一起
[00:13:58.000 --> 00:14:01.000]  刻意告訴我們知道
[00:14:01.000 --> 00:14:04.000]  彈爾利所面對的尼泊爾撒王
[00:14:04.000 --> 00:14:11.000]  與彈爾利來服侍彈爾利所面對的尼泊爾撒王
[00:14:11.000 --> 00:14:16.000]  兩者互相有張力存在
[00:14:16.000 --> 00:14:19.000]  在這個存在的過程裏
[00:14:19.000 --> 00:14:24.000]  我們看到彈爾利有一個特色突顯出來
[00:14:24.000 --> 00:14:36.000]  就是一位真心願意用上帝關心人的心智來參與侍奉的彈爾利
[00:14:36.000 --> 00:14:46.000]  而不是用西族人的心態來侍奉這個世界裏的工作態度
[00:14:46.000 --> 00:14:52.000]  來面對這個世界的所謂基督徒的侍奉
[00:14:52.000 --> 00:14:53.000]  我們仔細看看這段聖經
[00:14:53.000 --> 00:14:57.000]  一開始又用了類似的記載
[00:14:57.000 --> 00:14:58.000]  第四章十九節
[00:14:58.000 --> 00:15:05.000]  於是稱為伯提沙薩的彈爾利經亞騙士
[00:15:05.000 --> 00:15:08.000]  有時聖經的東西我們看就很快過
[00:15:08.000 --> 00:15:13.000]  但當你留意一下這段形容又再次出現
[00:15:13.000 --> 00:15:17.000]  伯提沙薩的彈爾利
[00:15:17.000 --> 00:15:25.000]  作者是清楚知道彈爾利現在處理的環境
[00:15:25.000 --> 00:15:29.000]  世界有一套觀念套在他身上
[00:15:29.000 --> 00:15:36.000]  彈爾利又如何在這個觀念裏面恰當地回應呢?
[00:15:36.000 --> 00:15:38.000]  既然你說我是伯提沙薩
[00:15:38.000 --> 00:15:43.000]  那我不如就扮演出加勒底人的神保護我
[00:15:43.000 --> 00:15:46.000]  照著我來參與這個世界裏
[00:15:46.000 --> 00:15:48.000]  是否用這種觀念呢?
[00:15:48.000 --> 00:15:50.000]  其實引申到今天一個觀念
[00:15:50.000 --> 00:15:54.000]  教會經常說要搞community church
[00:15:54.000 --> 00:15:55.000]  要融入社區
[00:15:55.000 --> 00:15:59.000]  其實這種觀念是否真是聖經裏面
[00:15:59.000 --> 00:16:02.000]  想信徒處理的一種觀念呢?
[00:16:02.000 --> 00:16:05.000]  世人的觀念或今日教會的觀念就是
[00:16:05.000 --> 00:16:08.000]  我越做多些似這個世界的事
[00:16:08.000 --> 00:16:11.000]  就能夠與這個世界的人接軌
[00:16:11.000 --> 00:16:14.000]  很自然就會帶他進入到上帝裏面
[00:16:14.000 --> 00:16:16.000]  是否這樣呢?
[00:16:16.000 --> 00:16:19.000]  還是你仍要保持著彈爾利
[00:16:19.000 --> 00:16:22.000]  他本身的名字耶和華
[00:16:22.000 --> 00:16:28.000]  那位所委派屬於耶和華神的人呢?
[00:16:28.000 --> 00:16:30.000]  我們一起去看一看
[00:16:30.000 --> 00:16:31.000]  十九節他這樣說
[00:16:31.000 --> 00:16:36.000]  他說這位伯提沙薩彈爾利在這個時候驚訝
[00:16:36.000 --> 00:16:40.000]  而且心意驚惶
[00:16:40.000 --> 00:16:44.000]  於是王就對他這樣說了一番話
[00:16:44.000 --> 00:16:47.000]  王說伯提沙薩
[00:16:47.000 --> 00:16:51.000]  不要因夢和夢的講解驚惶
[00:16:51.000 --> 00:16:54.000]  伯提沙薩回答說
[00:16:54.000 --> 00:16:56.000]  我主啊
[00:16:56.000 --> 00:17:00.000]  願這夢歸於恨惡理的人
[00:17:00.000 --> 00:17:05.000]  講解歸於理的敵人
[00:17:05.000 --> 00:17:12.000]  這句話帶出一個很多的問題出現
[00:17:12.000 --> 00:17:15.000]  首先我們要了解
[00:17:15.000 --> 00:17:21.000]  侍奉是否只是按工作描述
[00:17:21.000 --> 00:17:24.000]  很多牧者說我的基督徒有工作描述
[00:17:24.000 --> 00:17:29.000]  按照工作描述去做就等於是一個好的基督徒
[00:17:29.000 --> 00:17:33.000]  甚至教會的設計就是將信徒套在一個paradigm
[00:17:33.000 --> 00:17:36.000]  一個定了的格式
[00:17:36.000 --> 00:17:39.000]  你做完就要回到團契
[00:17:39.000 --> 00:17:41.000]  回到教會聚會
[00:17:41.000 --> 00:17:43.000]  一定要實體崇拜
[00:17:43.000 --> 00:17:47.000]  最近我和一個弟兄討論到
[00:17:47.000 --> 00:17:49.000]  他住在溫哥華
[00:17:49.000 --> 00:17:53.000]  他說現在溫哥華有很多教會
[00:17:53.000 --> 00:17:55.000]  很多華人教會
[00:17:55.000 --> 00:17:58.000]  每間教會都在萎縮
[00:17:58.000 --> 00:18:02.000]  他問我怎麼處理好
[00:18:02.000 --> 00:18:08.000]  因為溫哥華以前有很多社區活動
[00:18:08.000 --> 00:18:10.000]  吸引了很多人回教會
[00:18:10.000 --> 00:18:12.000]  很多朋友
[00:18:12.000 --> 00:18:14.000]  自從covid之後
[00:18:14.000 --> 00:18:16.000]  很多萎縮了
[00:18:16.000 --> 00:18:18.000]  這件事真的很惡劣
[00:18:18.000 --> 00:18:20.000]  好不好
[00:18:20.000 --> 00:18:22.000]  我的觀念是這是好事
[00:18:22.000 --> 00:18:24.000]  為什麼是好事
[00:18:24.000 --> 00:18:28.000]  暴露了教會這麼多年來做的事
[00:18:28.000 --> 00:18:31.000]  只是按管子辦事
[00:18:31.000 --> 00:18:33.000]  搞了這些事出來
[00:18:33.000 --> 00:18:35.000]  搞了這些事公出來
[00:18:35.000 --> 00:18:37.000]  就等同於教會
[00:18:37.000 --> 00:18:39.000]  你搞了很多人回來就成功的教會
[00:18:39.000 --> 00:18:41.000]  搞了很多事出來
[00:18:41.000 --> 00:18:43.000]  人回來就失敗的教會
[00:18:43.000 --> 00:18:50.000]  但如果你用這種思維去面對尼泊爾
[00:18:50.000 --> 00:18:52.000]  他應該見到這位王的時候
[00:18:52.000 --> 00:18:54.000]  應該說一些好聽的話
[00:18:54.000 --> 00:18:56.000]  但是這段聖經一開始
[00:18:56.000 --> 00:18:59.000]  卻記載出來很不同的就是
[00:18:59.000 --> 00:19:02.000]  伯提沙薩的但義理
[00:19:02.000 --> 00:19:05.000]  感到驚惶遍事
[00:19:05.000 --> 00:19:08.000]  驚惶遍事是兩個字來的
[00:19:08.000 --> 00:19:13.000]  在原文聖經裡是指到他非常驚訝
[00:19:13.000 --> 00:19:15.000]  而且定了下來
[00:19:15.000 --> 00:19:17.000]  不懂怎麼說
[00:19:17.000 --> 00:19:20.000]  呆了在這裏
[00:19:20.000 --> 00:19:24.000]  大家不要漏了
[00:19:24.000 --> 00:19:29.000]  伯提沙薩的但義理在這一刻是什麼身份
[00:19:29.000 --> 00:19:34.000]  他是眾巴比倫節事的頭
[00:19:34.000 --> 00:19:41.000]  如果頭都出來的時候
[00:19:41.000 --> 00:19:44.000]  都有這樣的表現
[00:19:44.000 --> 00:19:46.000]  下面的馬仔已經知道了
[00:19:46.000 --> 00:19:48.000]  很不濟
[00:19:48.000 --> 00:19:52.000]  但義理是不是也不濟
[00:19:53.000 --> 00:19:57.000]  而且聖經裡再記載多一樣東西
[00:19:57.000 --> 00:19:59.000]  他心意驚惶
[00:19:59.000 --> 00:20:02.000]  這幅圖畫是什麼情況呢
[00:20:02.000 --> 00:20:05.000]  我想到一個比喻
[00:20:05.000 --> 00:20:07.000]  大約是等於
[00:20:07.000 --> 00:20:11.000]  有一個人去看醫生
[00:20:11.000 --> 00:20:14.000]  醫生說做一些檢查
[00:20:14.000 --> 00:20:18.000]  做完檢查之後通常做什麼
[00:20:18.000 --> 00:20:20.000]  看檢查
[00:20:20.000 --> 00:20:23.000]  醫生對我來說也是這樣
[00:20:23.000 --> 00:20:26.000]  誰知道去到覆診的時候
[00:20:26.000 --> 00:20:28.000]  看報告
[00:20:28.000 --> 00:20:30.000]  進去醫生跟你說
[00:20:30.000 --> 00:20:32.000]  一坐下
[00:20:32.000 --> 00:20:35.000]  醫生看著螢幕
[00:20:35.000 --> 00:20:37.000]  有些電腦做的
[00:20:37.000 --> 00:20:39.000]  所有報告
[00:20:39.000 --> 00:20:41.000]  看著螢幕
[00:20:41.000 --> 00:20:43.000]  呆了不出聲
[00:20:43.000 --> 00:20:45.000]  你會怎樣
[00:20:45.000 --> 00:20:48.000]  你也害怕吧
[00:20:48.000 --> 00:20:50.000]  我也試過
[00:20:50.000 --> 00:20:52.000]  跟醫生說
[00:20:52.000 --> 00:20:54.000]  有些問題
[00:20:54.000 --> 00:20:56.000]  什麼問題
[00:20:56.000 --> 00:20:58.000]  有些問題
[00:20:58.000 --> 00:21:01.000]  你越不說就越害怕
[00:21:01.000 --> 00:21:04.000]  但義理就在這樣的情況下
[00:21:04.000 --> 00:21:10.000]  尼泊爾加里山請你來解決問題
[00:21:10.000 --> 00:21:12.000]  你在這個時候
[00:21:12.000 --> 00:21:14.000]  你也害怕
[00:21:14.000 --> 00:21:16.000]  這個問題
[00:21:16.000 --> 00:21:18.000]  你心裡想著
[00:21:18.000 --> 00:21:21.000]  應該不是小問題
[00:21:21.000 --> 00:21:24.000]  是不是有什麼
[00:21:24.000 --> 00:21:26.000]  實際的事情
[00:21:26.000 --> 00:21:28.000]  解決不了呢
[00:21:28.000 --> 00:21:32.000]  在這樣的表現裡
[00:21:32.000 --> 00:21:35.000]  尼泊爾加里山王
[00:21:35.000 --> 00:21:38.000]  他也扭轉過來
[00:21:38.000 --> 00:21:41.000]  擔心但義理的情況
[00:21:41.000 --> 00:21:44.000]  不過他仍然稱為百提莎莎
[00:21:44.000 --> 00:21:47.000]  我的神照著你的百提莎莎
[00:21:47.000 --> 00:21:49.000]  百提莎莎
[00:21:49.000 --> 00:21:54.000]  不要因為夢和夢的講解驚惶
[00:21:54.000 --> 00:21:57.000]  尼泊爾加里山王
[00:21:57.000 --> 00:22:00.000]  似乎他的感覺到
[00:22:00.000 --> 00:22:02.000]  但義理在這一刻
[00:22:02.000 --> 00:22:04.000]  都被夢的內容
[00:22:04.000 --> 00:22:07.000]  嚇怕了他
[00:22:07.000 --> 00:22:11.000]  但耶穌的作者
[00:22:11.000 --> 00:22:14.000]  用百提莎莎這個名稱
[00:22:14.000 --> 00:22:16.000]  去記載他的回應
[00:22:16.000 --> 00:22:19.000]  我主願這夢歸於
[00:22:19.000 --> 00:22:22.000]  恨惡你的人
[00:22:22.000 --> 00:22:25.000]  講解歸於你的敵人
[00:22:25.000 --> 00:22:28.000]  但義理這個回應
[00:22:28.000 --> 00:22:32.000]  我相信更加嚇怕了尼泊爾加里山王
[00:22:32.000 --> 00:22:35.000]  你叫我不用怕
[00:22:35.000 --> 00:22:37.000]  但我告訴你
[00:22:37.000 --> 00:22:39.000]  用你的角度來算
[00:22:39.000 --> 00:22:42.000]  我的體會就是
[00:22:42.000 --> 00:22:44.000]  為什麼我說用他的角度
[00:22:44.000 --> 00:22:45.000]  因為聖經作者說
[00:22:45.000 --> 00:22:47.000]  百提莎莎回答說
[00:22:47.000 --> 00:22:51.000]  用尼泊爾加里山王的角度
[00:22:51.000 --> 00:22:53.000]  去解釋
[00:22:53.000 --> 00:22:57.000]  我主恨不得這個夢
[00:22:57.000 --> 00:23:01.000]  是向著你的敵人來講
[00:23:01.000 --> 00:23:05.000]  這樣講更加可怕
[00:23:05.000 --> 00:23:09.000]  講的內容不是我不知道
[00:23:09.000 --> 00:23:12.000]  但我不是不知道內容
[00:23:12.000 --> 00:23:14.000]  但我覺得很困擾
[00:23:14.000 --> 00:23:17.000]  困擾得來我為王李擔心
[00:23:17.000 --> 00:23:21.000]  這件事如果內容真正發生的時候
[00:23:21.000 --> 00:23:24.000]  寧願發生在你的敵人身上
[00:23:24.000 --> 00:23:27.000]  恨惡你的人身上
[00:23:27.000 --> 00:23:31.000]  為什麼有恨惡的人可以敵對你的人
[00:23:31.000 --> 00:23:33.000]  因為當時尼泊爾加里山王
[00:23:33.000 --> 00:23:35.000]  處於政治環境
[00:23:35.000 --> 00:23:38.000]  很明顯是因為他在政權過程當中
[00:23:38.000 --> 00:23:41.000]  透過自己的專權來處理
[00:23:41.000 --> 00:23:44.000]  他殺人無數
[00:23:44.000 --> 00:23:47.000]  你越殺得人多就得罪人多
[00:23:47.000 --> 00:23:49.000]  仇口越多
[00:23:49.000 --> 00:23:51.000]  在這樣的情況下
[00:23:51.000 --> 00:23:53.000]  從王李的角度來看
[00:23:53.000 --> 00:23:57.000]  我真的不想看到將要發生的事情
[00:23:57.000 --> 00:23:59.000]  要發生在王李的身上
[00:23:59.000 --> 00:24:02.000]  我想王李的好多過
[00:24:02.000 --> 00:24:07.000]  我想我現在為你解這個夢的光景
[00:24:07.000 --> 00:24:11.000]  從這個過程中我們會問一個問題
[00:24:11.000 --> 00:24:15.000]  為什麼會有一連串的問題出現呢
[00:24:15.000 --> 00:24:21.000]  你是否已經在巴比倫國活得太久
[00:24:21.000 --> 00:24:24.000]  又受過訓三年
[00:24:24.000 --> 00:24:29.000]  被尼泊爾加里山王洗腦了
[00:24:29.000 --> 00:24:32.000]  作者也這樣寫
