
[00:00:00.000 --> 00:00:10.000]  (下班時間)
[00:03:14.000 --> 00:03:16.000]  兩個是95%相似
[00:03:16.000 --> 00:03:18.000]  而是互相補足的
[00:03:18.000 --> 00:03:20.000]  如果我們說
[00:03:20.000 --> 00:03:22.000]  今天的香港
[00:03:22.000 --> 00:03:24.000]  香港來自英國
[00:03:24.000 --> 00:03:26.000]  民主社會等等
[00:03:26.000 --> 00:03:28.000]  背後很多影子
[00:03:28.000 --> 00:03:30.000]  都是中國改革
[00:03:30.000 --> 00:03:32.000]  路德和嘉爾文的理念
[00:03:32.000 --> 00:03:34.000]  他們兩個人不是搞政治的
[00:03:34.000 --> 00:03:36.000]  但他們的理念
[00:03:36.000 --> 00:03:38.000]  就影響了現代
[00:03:38.000 --> 00:03:40.000]  我們經常講核心價值
[00:03:40.000 --> 00:03:42.000]  核心價值講人權
[00:03:42.000 --> 00:03:44.000]  講平等
[00:03:44.000 --> 00:03:46.000]  講民主
[00:03:46.000 --> 00:03:48.000]  講自由
[00:03:48.000 --> 00:03:50.000]  基本上這些
[00:03:50.000 --> 00:03:52.000]  就是中國改革的人民主義者
[00:03:52.000 --> 00:03:54.000]  就是嘉爾文
[00:03:54.000 --> 00:03:56.000]  而他影響了英國的
[00:03:56.000 --> 00:03:58.000]  一個哲學家叫洛克
[00:03:58.000 --> 00:04:00.000]  洛克本身是清教徒
[00:04:00.000 --> 00:04:02.000]  所以他很佩服嘉爾文
[00:04:02.000 --> 00:04:04.000]  而洛克就影響了
[00:04:04.000 --> 00:04:06.000]  三權分立
[00:04:06.000 --> 00:04:08.000]  也影響了
[00:04:08.000 --> 00:04:10.000]  美國的政治
[00:04:10.000 --> 00:04:12.000]  我們今晚
[00:04:12.000 --> 00:04:14.000]  去了解一件事
[00:04:14.000 --> 00:04:16.000]  就是今天所講的核心價值
[00:04:16.000 --> 00:04:18.000]  背後其實是很典型的
[00:04:18.000 --> 00:04:20.000]  在聖經裏面提到
[00:04:20.000 --> 00:04:22.000]  人是罪人
[00:04:22.000 --> 00:04:24.000]  所以人是平等的
[00:04:24.000 --> 00:04:26.000]  人需要救贖
[00:04:26.000 --> 00:04:28.000]  這是很基本的東西
[00:04:28.000 --> 00:04:30.000]  在中國改革的時候
[00:04:30.000 --> 00:04:32.000]  當時是對抗教皇
[00:04:32.000 --> 00:04:34.000]  面對很多的情況
[00:04:34.000 --> 00:04:36.000]  特別今晚我們重點是
[00:04:36.000 --> 00:04:38.000]  政教關係
[00:04:38.000 --> 00:04:40.000]  他們兩個人
[00:04:40.000 --> 00:04:42.000]  都有專書去解釋
[00:04:42.000 --> 00:04:46.000]  羅馬書這幾節
[00:04:46.000 --> 00:04:48.000]  這幾節就是影響
[00:04:48.000 --> 00:04:50.000]  作為基督徒
[00:04:50.000 --> 00:04:52.000]  和西方社會
[00:04:52.000 --> 00:04:54.000]  如何去面對一個政府
[00:04:54.000 --> 00:04:58.000]  這段經文就
[00:04:58.000 --> 00:05:00.000]  不太長 七節
[00:05:00.000 --> 00:05:04.000]  在上有權柄的人人當信服他
[00:05:04.000 --> 00:05:06.000]  因為沒有權柄不是出於神的
[00:05:06.000 --> 00:05:08.000]  凡掌權的
[00:05:08.000 --> 00:05:10.000]  都是神的命
[00:05:10.000 --> 00:05:12.000]  所以抗拒掌權的就是抗拒神的命
[00:05:12.000 --> 00:05:14.000]  抗拒的必自取刑罰
[00:05:14.000 --> 00:05:18.000]  是否很清楚
[00:05:18.000 --> 00:05:20.000]  信服掌權
[00:05:20.000 --> 00:05:22.000]  你讀第三和第四節
[00:05:22.000 --> 00:05:24.000]  一起讀
[00:05:24.000 --> 00:05:26.000]  做官的
[00:05:26.000 --> 00:05:28.000]  原不是叫行善的懼怕
[00:05:28.000 --> 00:05:30.000]  乃是叫作惡的懼怕
[00:05:30.000 --> 00:05:32.000]  你願意不懼怕掌權的嗎
[00:05:32.000 --> 00:05:34.000]  你只要行善
[00:05:34.000 --> 00:05:36.000]  就可得的稱
[00:05:36.000 --> 00:05:38.000]  因為他是神的用人
[00:05:38.000 --> 00:05:40.000]  你若作惡
[00:05:40.000 --> 00:05:42.000]  且當懼怕
[00:05:42.000 --> 00:05:44.000]  他不是空空地配劍
[00:05:44.000 --> 00:05:46.000]  他是神的用人
[00:05:46.000 --> 00:05:48.000]  是心軟的
[00:05:48.000 --> 00:05:50.000]  認罰那作惡的
[00:05:50.000 --> 00:05:52.000]  讀到這裏
[00:05:52.000 --> 00:05:54.000]  我們基本上就覺得
[00:05:54.000 --> 00:05:56.000]  保羅所說的
[00:05:56.000 --> 00:05:58.000]  統治者的權柄
[00:05:58.000 --> 00:06:00.000]  甚至是神聖化的
[00:06:00.000 --> 00:06:02.000]  甚至是神聖化的
[00:06:02.000 --> 00:06:04.000]  甚至是神聖化的
[00:06:04.000 --> 00:06:06.000]  是否
[00:06:06.000 --> 00:06:08.000]  保羅當時的羅馬政府
[00:06:08.000 --> 00:06:10.000]  是否基督教政府
[00:06:10.000 --> 00:06:12.000]  不是
[00:06:12.000 --> 00:06:14.000]  保羅當時
[00:06:14.000 --> 00:06:16.000]  亦都面對羅馬對基督徒的迫迫
[00:06:16.000 --> 00:06:18.000]  對不對
[00:06:18.000 --> 00:06:20.000]  保羅當時
[00:06:20.000 --> 00:06:22.000]  說出這些經文的時候
[00:06:22.000 --> 00:06:24.000]  那我一定要處理的
[00:06:24.000 --> 00:06:26.000]  即是說
[00:06:26.000 --> 00:06:28.000]  如果保羅這樣說
[00:06:28.000 --> 00:06:30.000]  我們對於掌權者
[00:06:30.000 --> 00:06:32.000]  順服
[00:06:32.000 --> 00:06:34.000]  聽話
[00:06:34.000 --> 00:06:36.000]  他是神的用人
[00:06:36.000 --> 00:06:38.000]  並且他不是空空地配劍
[00:06:38.000 --> 00:06:40.000]  我們看完
[00:06:40.000 --> 00:06:42.000]  三次我們一起讀
[00:06:42.000 --> 00:06:44.000]  所以你們必須順服
[00:06:44.000 --> 00:06:46.000]  不是因為刑罰
[00:06:46.000 --> 00:06:48.000]  也是因為良心
[00:06:48.000 --> 00:06:50.000]  你們納良也為這個緣故
[00:06:50.000 --> 00:06:52.000]  因他們是神的差役
[00:06:52.000 --> 00:06:54.000]  上上特管謝時
[00:06:54.000 --> 00:06:56.000]  凡人所當得的
[00:06:56.000 --> 00:06:58.000]  就給他們
[00:06:58.000 --> 00:07:00.000]  當得良的
[00:07:00.000 --> 00:07:02.000]  給他們納良
[00:07:02.000 --> 00:07:04.000]  當得遜的
[00:07:04.000 --> 00:07:06.000]  給他們上遜
[00:07:06.000 --> 00:07:08.000]  當懼怕的
[00:07:08.000 --> 00:07:10.000]  懼怕他們
[00:07:10.000 --> 00:07:12.000]  當恭敬的
[00:07:12.000 --> 00:07:14.000]  恭敬他們
[00:07:14.000 --> 00:07:16.000]  七節聖經很完整
[00:07:16.000 --> 00:07:18.000]  留意第三節
[00:07:18.000 --> 00:07:20.000]  造官的原不是叫行善的懼怕
[00:07:20.000 --> 00:07:22.000]  乃是叫作惡的懼怕
[00:07:22.000 --> 00:07:24.000]  第三節
[00:07:24.000 --> 00:07:26.000]  然後第四節就是
[00:07:26.000 --> 00:07:28.000]  順服
[00:07:28.000 --> 00:07:30.000]  不是空空地配劍
[00:07:30.000 --> 00:07:32.000]  在經文裏面
[00:07:32.000 --> 00:07:34.000]  現代的解經家
[00:07:34.000 --> 00:07:36.000]  如何解釋呢
[00:07:36.000 --> 00:07:38.000]  我不全部引述
[00:07:38.000 --> 00:07:40.000]  我引述一些最基本的
[00:07:40.000 --> 00:07:42.000]  有兩個的解經家
[00:07:42.000 --> 00:07:44.000]  一個就是F.F.Bruce
[00:07:44.000 --> 00:07:46.000]  他寫羅馬書的時候
[00:07:46.000 --> 00:07:48.000]  他提到
[00:07:48.000 --> 00:07:50.000]  剛才我們讀完經文
[00:07:50.000 --> 00:07:52.000]  第三第四節
[00:07:52.000 --> 00:07:54.000]  他說
[00:07:54.000 --> 00:07:58.000]  只要在神設立政府的目的範圍裏
[00:07:58.000 --> 00:08:00.000]  為甚麼呢
[00:08:00.000 --> 00:08:02.000]  你再看第三第四節
[00:08:02.000 --> 00:08:04.000]  造官的
[00:08:04.000 --> 00:08:08.000]  不是叫行善的懼怕
[00:08:08.000 --> 00:08:10.000]  造官的
[00:08:10.000 --> 00:08:12.000]  他有一個職責
[00:08:12.000 --> 00:08:14.000]  就是上善罰惡
[00:08:14.000 --> 00:08:16.000]  對不對
[00:08:16.000 --> 00:08:18.000]  上善罰惡
[00:08:18.000 --> 00:08:20.000]  做好事的
[00:08:20.000 --> 00:08:22.000]  保護他
[00:08:22.000 --> 00:08:24.000]  處罰他
[00:08:24.000 --> 00:08:26.000]  這是造官的原則
[00:08:26.000 --> 00:08:28.000]  或者政府的原則
[00:08:28.000 --> 00:08:30.000]  政府的原則就是上善罰惡
[00:08:30.000 --> 00:08:32.000]  如果沒有了政府
[00:08:32.000 --> 00:08:34.000]  沒有了造官的
[00:08:34.000 --> 00:08:36.000]  沒有了政權
[00:08:36.000 --> 00:08:38.000]  這個世界就會大亂
[00:08:38.000 --> 00:08:40.000]  惡人得道
[00:08:40.000 --> 00:08:42.000]  好人就受屈
[00:08:42.000 --> 00:08:44.000]  第四節
[00:08:44.000 --> 00:08:46.000]  神的用人是甚麼意思呢
[00:08:46.000 --> 00:08:48.000]  就是上帝創造這個世界
[00:08:48.000 --> 00:08:50.000]  有秩序
[00:08:50.000 --> 00:08:52.000]  就是
[00:08:52.000 --> 00:08:54.000]  這些掌權的
[00:08:54.000 --> 00:08:56.000]  在世上掌權的人就是政府
[00:08:56.000 --> 00:08:58.000]  就是這個管治的人
[00:08:58.000 --> 00:09:00.000]  他說
[00:09:00.000 --> 00:09:04.000]  神的用人因為他要按照上帝創造的世界
[00:09:04.000 --> 00:09:06.000]  按照秩序來管轄
[00:09:06.000 --> 00:09:08.000]  因者於你是有益的
[00:09:08.000 --> 00:09:10.000]  若你作惡就懼怕
[00:09:10.000 --> 00:09:12.000]  所以他是上善罰惡
[00:09:12.000 --> 00:09:16.000]  造官的範圍就是上善罰惡
[00:09:16.000 --> 00:09:18.000]  這兩節聖經
[00:09:18.000 --> 00:09:20.000]  現代的解經家就說
[00:09:20.000 --> 00:09:26.000]  上帝知道政府有一個範圍就是上善罰惡
[00:09:26.000 --> 00:09:32.000]  政府要符合上善罰惡
[00:09:32.000 --> 00:09:34.000]  這樣的範圍裏
[00:09:34.000 --> 00:09:38.000]  他才有效
[00:09:38.000 --> 00:09:40.000]  他就服從了上帝給他的秩序
[00:09:40.000 --> 00:09:42.000]  如果政府所做的
[00:09:42.000 --> 00:09:44.000]  和上帝要求的
[00:09:44.000 --> 00:09:46.000]  就是要他位置秩序
[00:09:46.000 --> 00:09:48.000]  上善罰惡相衝突的時候
[00:09:48.000 --> 00:09:52.000]  基督徒不但可以
[00:09:52.000 --> 00:09:56.000]  而且必須抗拒政府的要求
[00:09:56.000 --> 00:09:58.000]  剛才三四節
[00:09:58.000 --> 00:10:00.000]  你有沒有看到有這樣的意思呢
[00:10:00.000 --> 00:10:02.000]  表面上是看不到的
[00:10:02.000 --> 00:10:04.000]  這就是解釋的問題
[00:10:04.000 --> 00:10:10.000]  為什麼第三四節可以引伸到
[00:10:10.000 --> 00:10:14.000]  布魯斯說人可以抗拒
[00:10:14.000 --> 00:10:16.000]  因為三四節說到
[00:10:16.000 --> 00:10:18.000]  政府的權柄就是維持秩序
[00:10:18.000 --> 00:10:20.000]  上善罰惡
[00:10:20.000 --> 00:10:22.000]  如果政府亂了的話
[00:10:22.000 --> 00:10:26.000]  我們就可以不聽他的話
[00:10:26.000 --> 00:10:28.000]  然後有一個Grenfell
[00:10:28.000 --> 00:10:30.000]  Grenfell更有名
[00:10:30.000 --> 00:10:32.000]  因為他專寫羅馬書
[00:10:32.000 --> 00:10:34.000]  比較舊的
[00:10:34.000 --> 00:10:36.000]  他就在這段再討論一步
[00:10:36.000 --> 00:10:40.000]  他說第二節我們要信服
[00:10:40.000 --> 00:10:42.000]  如果我們要信服
[00:10:42.000 --> 00:10:44.000]  我們就問
[00:10:44.000 --> 00:10:48.000]  一個政府如果變得不公義
[00:10:48.000 --> 00:10:50.000]  和混亂
[00:10:50.000 --> 00:10:52.000]  上帝創造一個秩序
[00:10:52.000 --> 00:10:54.000]  就要找人維持秩序
[00:10:54.000 --> 00:10:56.000]  如果政府搞到亂七八糟
[00:10:56.000 --> 00:11:00.000]  到早就不再有權備視為權柄
[00:11:00.000 --> 00:11:04.000]  即是說他的權柄沒有維持秩序
[00:11:04.000 --> 00:11:06.000]  以致他那種管治失效
[00:11:06.000 --> 00:11:08.000]  有沒有可能呢
[00:11:08.000 --> 00:11:12.000]  他說如果在這麼極端的情況下
[00:11:12.000 --> 00:11:16.000]  如果我們真正嚴肅地遵循上帝法令
[00:11:16.000 --> 00:11:18.000]  上帝法令是什麼呢
[00:11:18.000 --> 00:11:20.000]  就是創造秩序
[00:11:20.000 --> 00:11:22.000]  創造這個世界有秩序
[00:11:22.000 --> 00:11:24.000]  是要人安分守己的
[00:11:24.000 --> 00:11:28.000]  按照這個世界資源平均分配的
[00:11:28.000 --> 00:11:30.000]  就可以加很多進去
[00:11:30.000 --> 00:11:34.000]  如果我們真正嚴肅地遵循上帝法令
[00:11:34.000 --> 00:11:37.000]  那麼尊重是不是可以反對失控的政府呢
[00:11:37.000 --> 00:11:39.000]  所以他說如果政府失控
[00:11:39.000 --> 00:11:41.000]  完全失去了上善份惡
[00:11:41.000 --> 00:11:43.000]  完全失去了秩序的意義
[00:11:43.000 --> 00:11:45.000]  那麼我們作為一個信徒
[00:11:45.000 --> 00:11:49.000]  是不是可以去反對他呢
[00:11:49.000 --> 00:11:55.000]  合法的政府權並被上善份惡的原則限制
[00:11:55.000 --> 00:11:57.000]  這個就有很大原則
[00:11:57.000 --> 00:11:59.000]  如果按照神的心意行的政府
[00:11:59.000 --> 00:12:01.000]  要按公義自我原則自制自己
[00:12:01.000 --> 00:12:05.000]  基督徒要積極建造和支持秉行公義的
[00:12:05.000 --> 00:12:07.000]  秉公行義的政府
[00:12:07.000 --> 00:12:11.000]  所以羅馬書第十三章四節B
[00:12:11.000 --> 00:12:13.000]  四節後面
[00:12:13.000 --> 00:12:15.000]  不是空空配劍成為用人
[00:12:15.000 --> 00:12:17.000]  因為他是伸冤
[00:12:17.000 --> 00:12:19.000]  他是維持秩序
[00:12:19.000 --> 00:12:21.000]  他是刑罰作惡
[00:12:21.000 --> 00:12:23.000]  所以他配劍就要維持秩序
[00:12:23.000 --> 00:12:25.000]  那麼這個經文
[00:12:25.000 --> 00:12:28.000]  如果按照現在的色經家就說
[00:12:28.000 --> 00:12:30.000]  我們信服政府
[00:12:30.000 --> 00:12:32.000]  因為政府要在上帝的創造秩序裏
[00:12:32.000 --> 00:12:34.000]  上善份惡
[00:12:34.000 --> 00:12:36.000]  要維持秩序
[00:12:36.000 --> 00:12:38.000]  那麼這個經文是有效的
[00:12:38.000 --> 00:12:40.000]  信服是有效的
[00:12:40.000 --> 00:12:42.000]  我們看路德和嘉爾文
[00:12:42.000 --> 00:12:44.000]  路德和嘉爾文
[00:12:44.000 --> 00:12:48.000]  都是經常用這段經文來講
[00:12:48.000 --> 00:12:50.000]  基督徒和政府的關係
[00:12:50.000 --> 00:12:52.000]  很想問
[00:12:52.000 --> 00:12:54.000]  大家對這段經文的意思都清楚吧
[00:12:54.000 --> 00:12:56.000]  明白了
[00:12:56.000 --> 00:12:58.000]  不是很困難
[00:12:58.000 --> 00:13:00.000]  OK
[00:13:00.000 --> 00:13:02.000]  首先我們就說
[00:13:02.000 --> 00:13:06.000]  路德的政治理念
[00:13:06.000 --> 00:13:10.000]  有兩個角度論
[00:13:10.000 --> 00:13:12.000]  不過不是兩個
[00:13:12.000 --> 00:13:14.000]  是兩個角度論
[00:13:14.000 --> 00:13:16.000]  兩個角度論是有兩個
[00:13:16.000 --> 00:13:20.000]  兩個角度論
[00:13:20.000 --> 00:13:22.000]  所以很多人如果只講兩個角度論
[00:13:22.000 --> 00:13:24.000]  就會混淆
[00:13:24.000 --> 00:13:26.000]  又會亂
[00:13:26.000 --> 00:13:28.000]  因為有時候兩個角度會重疊
[00:13:28.000 --> 00:13:30.000]  有時候兩個角度會分開
[00:13:30.000 --> 00:13:32.000]  有時候兩個角度會衝突
[00:13:32.000 --> 00:13:34.000]  有時候兩個角度會和好
[00:13:34.000 --> 00:13:36.000]  就會很亂
[00:13:36.000 --> 00:13:42.000]  因為路德是在講兩個不同的角度論
[00:13:42.000 --> 00:13:44.000]  這個就是
[00:13:44.000 --> 00:13:48.000]  我們要很小心看
[00:13:48.000 --> 00:13:50.000]  我們講兩個角度論
[00:13:50.000 --> 00:13:52.000]  第一個角度論
[00:13:52.000 --> 00:13:56.000]  就是說到屬靈和屬世
[00:13:56.000 --> 00:13:58.000]  屬靈和屬世會重疊
[00:13:58.000 --> 00:14:00.000]  第二個角度論
[00:14:00.000 --> 00:14:06.000]  就是說到上帝和魔鬼的角度
[00:14:06.000 --> 00:14:10.000]  這兩個角度論是不重疊的
[00:14:10.000 --> 00:14:16.000]  第一個就是有關政治上的兩個角度論
[00:14:16.000 --> 00:14:20.000]  第二個就是個人面對罪惡的兩個角度論
[00:14:20.000 --> 00:14:22.000]  所以兩個要分開
[00:14:22.000 --> 00:14:26.000]  要知道路德是在講什麼兩個角度論
[00:14:26.000 --> 00:14:30.000]  這一點大家清楚了嗎?
[00:14:30.000 --> 00:14:35.000]  路德在中國改革後
[00:14:35.000 --> 00:14:37.000]  就是95條之後
[00:14:37.000 --> 00:14:43.000]  當時就被羅馬天主教定為異端
[00:14:43.000 --> 00:14:50.000]  所以他不能夠在羅馬教廷裏的學校教會教書
[00:14:50.000 --> 00:14:54.000]  他就在當時的諸侯王
[00:14:54.000 --> 00:14:57.000]  如果大家記得
[00:14:57.000 --> 00:14:59.000]  Friedrich Friedrich
[00:14:59.000 --> 00:15:03.000]  新開的一間大學就在德國
[00:15:03.000 --> 00:15:06.000]  在薩克遜
[00:15:06.000 --> 00:15:08.000]  剛新開的
[00:15:08.000 --> 00:15:10.000]  叫做威登堡大學
[00:15:10.000 --> 00:15:13.000]  這間大學基本上不是教會大學
[00:15:13.000 --> 00:15:15.000]  是世俗大學
[00:15:15.000 --> 00:15:17.000]  去教神學
[00:15:17.000 --> 00:15:23.000]  所以路德不再需要去追隨當時天主教
[00:15:23.000 --> 00:15:25.000]  那種教導規範
[00:15:25.000 --> 00:15:26.000]  他很自由
[00:15:26.000 --> 00:15:28.000]  他可以教他自己的神學
[00:15:28.000 --> 00:15:34.000]  如果按照正統的中世紀天主教的大學
[00:15:34.000 --> 00:15:36.000]  一講兩個角度論
[00:15:36.000 --> 00:15:40.000]  就是奧古斯丁所講的上帝的國
[00:15:40.000 --> 00:15:42.000]  和地上的國
[00:15:42.000 --> 00:15:45.000]  而奧古斯丁所講的上帝的國就是教會
[00:15:45.000 --> 00:15:48.000]  就是說教會和世俗是兩個
[00:15:48.000 --> 00:15:51.000]  路德發現單單這樣講
[00:15:51.000 --> 00:15:53.000]  其實是有困難的
[00:15:53.000 --> 00:15:58.000]  因為這兩個很多時候是會有對立的地方
[00:15:58.000 --> 00:16:00.000]  有重疊的地方
[00:16:00.000 --> 00:16:04.000]  而路德所講的兩個角度論
[00:16:04.000 --> 00:16:08.000]  他最關心的不是世俗政治問題
[00:16:08.000 --> 00:16:11.000]  而是宗教改革和秩序問題
[00:16:11.000 --> 00:16:15.000]  所以路德是非常重視秩序
[00:16:15.000 --> 00:16:17.000]  就是說我們今天的基督徒
[00:16:17.000 --> 00:16:18.000]  我們屬於上帝
[00:16:18.000 --> 00:16:20.000]  但同時我們又是屬於這個世界
[00:16:20.000 --> 00:16:22.000]  所以他發現有兩重身份
[00:16:22.000 --> 00:16:24.000]  一方面你是基督徒
[00:16:24.000 --> 00:16:26.000]  但一方面你要去投票
[00:16:26.000 --> 00:16:28.000]  一方面你是屬靈
[00:16:28.000 --> 00:16:29.000]  是世間教導
[00:16:29.000 --> 00:16:31.000]  但另一方面要遵守交通規則
[00:16:31.000 --> 00:16:32.000]  不要亂過馬路
[00:16:32.000 --> 00:16:33.000]  洪德不要過去
[00:16:33.000 --> 00:16:35.000]  請你站在這裡
[00:16:35.000 --> 00:16:37.000]  你要遵守交通規則
[00:16:37.000 --> 00:16:40.000]  你要按照世間規定
[00:16:40.000 --> 00:16:45.000]  所以他發現基督徒在這個世界上不是最大的
[00:16:45.000 --> 00:16:49.000]  但是在外面世界就不要影響教會
[00:16:49.000 --> 00:16:52.000]  教會和外面就最好分清楚
[00:16:52.000 --> 00:16:55.000]  所以基本上路德是在講什麼呢?
[00:16:55.000 --> 00:16:57.000]  就是政教分離
[00:16:57.000 --> 00:16:59.000]  但當他講政教分離
[00:16:59.000 --> 00:17:01.000]  他又不是完全分離
[00:17:01.000 --> 00:17:02.000]  我們看下去
[00:17:02.000 --> 00:17:05.000]  屬靈和屬世
[00:17:05.000 --> 00:17:09.000]  他所講屬靈的政權是沒有刀劍的
[00:17:09.000 --> 00:17:10.000]  就上一句話
[00:17:10.000 --> 00:17:12.000]  我們回到教會
[00:17:12.000 --> 00:17:16.000]  他所講的屬靈不是單單是教會
[00:17:16.000 --> 00:17:18.000]  是所有重新得救
[00:17:18.000 --> 00:17:20.000]  信主的人
[00:17:20.000 --> 00:17:21.000]  其實是在講這個
[00:17:21.000 --> 00:17:23.000]  信主重新得救
[00:17:23.000 --> 00:17:28.000]  這班人是屬於屬靈的政權管轄
[00:17:28.000 --> 00:17:30.000]  不需要刀劍
[00:17:30.000 --> 00:17:31.000]  有上帝說話
[00:17:31.000 --> 00:17:33.000]  因為靠著聖經
[00:17:33.000 --> 00:17:37.000]  上帝說話就可以輕易行善
[00:17:37.000 --> 00:17:41.000]  而屬世的在外面
[00:17:41.000 --> 00:17:42.000]  他們需要刀劍
[00:17:42.000 --> 00:17:44.000]  因為他們沒有上帝說話
[00:17:44.000 --> 00:17:46.000]  他們要靠律法
[00:17:46.000 --> 00:17:47.000]  靠刑法
[00:17:47.000 --> 00:17:51.000]  因此基督徒不需要屬世的刀劍和法律
[00:17:51.000 --> 00:17:53.000]  如果全世界的人都是基督徒
[00:17:53.000 --> 00:17:55.000]  即是真信徒所講的
[00:17:55.000 --> 00:17:56.000]  真基督徒
[00:17:56.000 --> 00:17:57.000]  即是重新得救
