
[00:00:00.000 --> 00:00:13.000]  我首先多謝William幫我們選了這麼多有關背起自己十字架來跟從耶穌基督的詩歌
[00:04:15.000 --> 00:04:18.000]  如果甚至有家庭的人
[00:04:18.000 --> 00:04:21.000]  其他的成員是不信耶穌基督的話
[00:04:21.000 --> 00:04:24.000]  說不定連家庭裡面都會有糾紛
[00:04:24.000 --> 00:04:29.000]  耶穌基督說:我要叫兒子和父親伸縮
[00:04:29.000 --> 00:04:31.000]  叫女兒和母親伸縮
[00:04:31.000 --> 00:04:35.000]  叫媳婦和婆婆伸縮
[00:04:35.000 --> 00:04:38.000]  耶穌基督說:你不愛我
[00:04:38.000 --> 00:04:41.000]  是多過愛你自己的父母或者是兒女
[00:04:41.000 --> 00:04:44.000]  你不配做我的門徒
[00:04:44.000 --> 00:04:48.000]  耶穌基督說:你不背起自己的十字架來跟從我
[00:04:48.000 --> 00:04:50.000]  你也不配做我的門徒
[00:04:50.000 --> 00:04:53.000]  甚至你要為我寫命
[00:04:53.000 --> 00:04:57.000]  耶穌基督說:得著生命的就要失喪生命
[00:04:57.000 --> 00:05:01.000]  為我失喪生命的就得著生命
[00:05:01.000 --> 00:05:03.000]  我們看到做一個門徒
[00:05:03.000 --> 00:05:06.000]  是遠遠超過只不過一個學習者
[00:05:06.000 --> 00:05:10.000]  是遠遠超過只不過和主人有一個親密的關係
[00:05:10.000 --> 00:05:15.000]  還是要放下一切來寫命
[00:05:15.000 --> 00:05:17.000]  為了這個主人
[00:05:17.000 --> 00:05:20.000]  在很多宗教不自由的地方
[00:05:20.000 --> 00:05:21.000]  真的
[00:05:21.000 --> 00:05:24.000]  當你承認自己是耶穌基督的門徒
[00:05:24.000 --> 00:05:26.000]  你可能就被監禁
[00:05:26.000 --> 00:05:28.000]  可能立刻就要殉道
[00:05:28.000 --> 00:05:30.000]  我也相信這是原因
[00:05:30.000 --> 00:05:34.000]  為什麼耶穌基督三次跟彼得說:
[00:05:34.000 --> 00:05:37.000]  你愛我比這些更深
[00:05:37.000 --> 00:05:40.000]  問完三次之後
[00:05:40.000 --> 00:05:43.000]  耶穌基督跟彼得說:你來跟從我
[00:05:43.000 --> 00:05:45.000]  意思其實是一個預言
[00:05:45.000 --> 00:05:48.000]  彼得將會像耶穌基督一樣
[00:05:48.000 --> 00:05:50.000]  耶穌基督釘十字架
[00:05:50.000 --> 00:05:53.000]  他一樣也會釘十字架
[00:05:53.000 --> 00:05:56.000]  如果我們留心的話
[00:05:56.000 --> 00:06:00.000]  其實耶穌基督在世上唯一做的事
[00:06:00.000 --> 00:06:02.000]  就是門徒訓練
[00:06:02.000 --> 00:06:05.000]  唯一做的事就是門徒訓練
[00:06:05.000 --> 00:06:08.000]  我們剛才說一個門徒
[00:06:08.000 --> 00:06:11.000]  是要跟從他的主人
[00:06:11.000 --> 00:06:13.000]  這個跟從就是服從的意思
[00:06:13.000 --> 00:06:15.000]  我上次也說過
[00:06:15.000 --> 00:06:19.000]  服從是遵守他主人的旨意
[00:06:19.000 --> 00:06:23.000]  不是說很衝動地接受了耶穌基督
[00:06:23.000 --> 00:06:25.000]  沒有想過有什麼代價
[00:06:25.000 --> 00:06:27.000]  而是細細心心地想過
[00:06:27.000 --> 00:06:31.000]  知道接受耶穌基督是有很大的代價
[00:06:31.000 --> 00:06:33.000]  接受了之後
[00:06:33.000 --> 00:06:35.000]  也不是像我上次說的
[00:06:35.000 --> 00:06:38.000]  就是將耶穌基督加入自己的生命裏
[00:06:38.000 --> 00:06:42.000]  真正接受真正有大的代價
[00:06:42.000 --> 00:06:45.000]  就是因為我們需要倒空自己
[00:06:45.000 --> 00:06:48.000]  捨己來接受耶穌基督
[00:06:48.000 --> 00:06:53.000]  在路加福音14:33
[00:06:53.000 --> 00:06:56.000]  耶穌基督說:你們無論什麼人
[00:06:56.000 --> 00:06:59.000]  若不撇下一切所有的
[00:06:59.000 --> 00:07:01.000]  就不能作我的門徒
[00:07:01.000 --> 00:07:04.000]  耶穌基督說要撇下一切
[00:07:04.000 --> 00:07:07.000]  這是將自己全部放上
[00:07:07.000 --> 00:07:11.000]  在這一節的經文之前
[00:07:11.000 --> 00:07:14.000]  在路加福音14:25
[00:07:14.000 --> 00:07:16.000]  我們剛才讀的經文
[00:07:16.000 --> 00:07:17.000]  經文說什麼呢?
[00:07:17.000 --> 00:07:20.000]  說有極多的人和耶穌基督同行
[00:07:20.000 --> 00:07:23.000]  祂突然轉過身來對他們說什麼呢?
[00:07:23.000 --> 00:07:26.000]  祂說在25-27節
[00:07:26.000 --> 00:07:28.000]  人到我這裡來
[00:07:28.000 --> 00:07:31.000]  若不愛我勝過愛自己的父母
[00:07:31.000 --> 00:07:34.000]  妻子兒女弟兄姐弟
[00:07:34.000 --> 00:07:36.000]  和自己的性命
[00:07:36.000 --> 00:07:38.000]  就不能作我的門徒
[00:07:38.000 --> 00:07:41.000]  凡不背著自己的十字架跟隨我的
[00:07:41.000 --> 00:07:43.000]  也不能作我的門徒
[00:07:43.000 --> 00:07:45.000]  耶穌基督的傳福音
[00:07:45.000 --> 00:07:47.000]  真的和我們很不同
[00:07:47.000 --> 00:07:49.000]  我們傳福音很多時候
[00:07:49.000 --> 00:07:51.000]  不同的教會會怎樣呢?
[00:07:51.000 --> 00:07:54.000]  怕會眾坐得不舒服
[00:07:54.000 --> 00:07:57.000]  怕燈光不夠好
[00:07:57.000 --> 00:08:00.000]  怕唱的聖詩不夠好聽
[00:08:00.000 --> 00:08:03.000]  怕牧師說的道說的太多句不中聽
[00:08:03.000 --> 00:08:06.000]  怕嚇走人
[00:08:06.000 --> 00:08:09.000]  耶穌基督的傳福音很不同
[00:08:09.000 --> 00:08:13.000]  他看到經文說有極多的人跟著他
[00:08:13.000 --> 00:08:15.000]  他心想太多人了
[00:08:15.000 --> 00:08:18.000]  是時候要嚇走那些人了
[00:08:18.000 --> 00:08:21.000]  嚇走那些沒有誠意
[00:08:21.000 --> 00:08:23.000]  不願毀身的人
[00:08:23.000 --> 00:08:25.000]  他和他們說一些很嚴厲的話
[00:08:25.000 --> 00:08:27.000]  你要跟從我的話
[00:08:27.000 --> 00:08:29.000]  你要愛我多過愛你的家人
[00:08:29.000 --> 00:08:31.000]  父母兄弟姐妹
[00:08:31.000 --> 00:08:33.000]  甚至你自己的性命
[00:08:33.000 --> 00:08:35.000]  若非如此你不配做我的門徒
[00:08:35.000 --> 00:08:39.000]  你要背著自己的十字架跟隨我
[00:08:39.000 --> 00:08:41.000]  若非如此你也不配做我的門徒
[00:08:41.000 --> 00:08:47.000]  我上次說過什麼叫背著十字架跟隨耶穌基督
[00:08:47.000 --> 00:08:51.000]  十字架是一個行死刑的標記
[00:08:51.000 --> 00:08:53.000]  背起自己的十字架
[00:08:53.000 --> 00:08:55.000]  即是說你要受苦
[00:08:55.000 --> 00:08:58.000]  你會受到別人的逼迫
[00:08:58.000 --> 00:09:02.000]  耶穌基督和我們的傳福音真的非常非常不同
[00:09:02.000 --> 00:09:04.000]  他不怕人少
[00:09:04.000 --> 00:09:07.000]  但最重要的是真的有誠意
[00:09:07.000 --> 00:09:10.000]  真的願意為他毀身的人
[00:09:10.000 --> 00:09:15.000]  為什麼耶穌基督說這些話會嚇走人呢?
[00:09:15.000 --> 00:09:17.000]  因為不容易做得到
[00:09:17.000 --> 00:09:19.000]  不容易做得到的
[00:09:19.000 --> 00:09:22.000]  所以有很多人說門徒是什麼呢?
[00:09:22.000 --> 00:09:25.000]  門徒是再進一步的基督徒
[00:09:25.000 --> 00:09:28.000]  門徒是再上一層樓的基督徒
[00:09:28.000 --> 00:09:30.000]  有很多人說
[00:09:30.000 --> 00:09:32.000]  這些這麼難做的事是給門徒的
[00:09:32.000 --> 00:09:34.000]  不是給所有的基督徒
[00:09:34.000 --> 00:09:36.000]  但我們見到經文
[00:09:36.000 --> 00:09:42.000]  耶穌基督轉身跟哪些人說這些話
[00:09:42.000 --> 00:09:44.000]  不是已經信了的人
[00:09:44.000 --> 00:09:46.000]  是預備跟從他的人
[00:09:46.000 --> 00:09:48.000]  是大眾是回眾
[00:09:48.000 --> 00:09:50.000]  耶穌基督對他們說
[00:09:50.000 --> 00:09:52.000]  很嚴厲的事
[00:09:52.000 --> 00:09:54.000]  你們不背起十字架來跟從我
[00:09:54.000 --> 00:09:57.000]  你們就不配做我的門徒
[00:09:57.000 --> 00:09:59.000]  我們剛才說
[00:09:59.000 --> 00:10:02.000]  做一個門徒還要遵循耶穌基督的旨意
[00:10:02.000 --> 00:10:06.000]  在約翰福音8:30-31
[00:10:06.000 --> 00:10:07.000]  耶穌說:
[00:10:07.000 --> 00:10:11.000]  「這話的時候就有許多人信他」
[00:10:11.000 --> 00:10:15.000]  耶穌對信他的猶太人說
[00:10:15.000 --> 00:10:18.000]  「你們若常常遵守我的道
[00:10:18.000 --> 00:10:20.000]  就真是我的門徒」
[00:10:20.000 --> 00:10:22.000]  耶穌基督在這裡說
[00:10:22.000 --> 00:10:26.000]  不是說那些已經信了很久的人
[00:10:26.000 --> 00:10:29.000]  而是說那些剛剛相信他的人
[00:10:29.000 --> 00:10:33.000]  你們要常常遵守我的道
[00:10:33.000 --> 00:10:36.000]  這樣才是真真正正的我的門徒
[00:10:36.000 --> 00:10:38.000]  祂沒有說你們先相信
[00:10:38.000 --> 00:10:41.000]  你們慢慢才成為我的門徒
[00:10:41.000 --> 00:10:42.000]  祂沒有這樣說
[00:10:42.000 --> 00:10:45.000]  每一個相信耶穌基督的人
[00:10:45.000 --> 00:10:48.000]  都要遵守耶穌基督的道
[00:10:48.000 --> 00:10:50.000]  成為耶穌基督的門徒
[00:10:50.000 --> 00:10:52.000]  同樣的教導
[00:10:52.000 --> 00:10:55.000]  在馬太福音第十章、第十三章
[00:10:55.000 --> 00:10:57.000]  在路加福音第十四章
[00:10:57.000 --> 00:10:59.000]  在約翰福音第八章
[00:10:59.000 --> 00:11:01.000]  都是同樣的教導
[00:11:01.000 --> 00:11:05.000]  但有一樣東西我要補充的
[00:11:05.000 --> 00:11:10.000]  就是一個人能夠真真正正成為耶穌基督的門徒
[00:11:10.000 --> 00:11:13.000]  能夠真真正正跟隨耶穌基督
[00:11:13.000 --> 00:11:16.000]  不是靠祂自己的力量
[00:11:16.000 --> 00:11:18.000]  是神的恩典
[00:11:18.000 --> 00:11:23.000]  是神給我們改變了心來跟隨祂
[00:11:23.000 --> 00:11:27.000]  是神改變了我們的心來遵守祂的道
[00:11:27.000 --> 00:11:30.000]  但我們一定要有一個願意的心
[00:11:30.000 --> 00:11:34.000]  就是願意捨棄一切來跟隨祂
[00:11:34.000 --> 00:11:37.000]  這是我們需要做到的
[00:11:39.000 --> 00:11:41.000]  根據調查
[00:11:41.000 --> 00:11:48.000]  我先說說美國是一個對宗教信仰很自由的國家
[00:11:48.000 --> 00:11:52.000]  所以問題是由於太自由
[00:11:52.000 --> 00:11:55.000]  有很多的基督徒都不能夠明白
[00:11:55.000 --> 00:11:59.000]  甚麼是真真正正做耶穌基督門徒的代價
[00:11:59.000 --> 00:12:01.000]  因為我們太自由了
[00:12:01.000 --> 00:12:03.000]  我們不覺得有甚麼代價
[00:12:03.000 --> 00:12:05.000]  在回教的國家
[00:12:05.000 --> 00:12:07.000]  在宗教沒有自由的國家
[00:12:07.000 --> 00:12:10.000]  那些人絕對是明白的
[00:12:10.000 --> 00:12:11.000]  我剛才說過
[00:12:11.000 --> 00:12:13.000]  當他們一承認自己是基督徒
[00:12:13.000 --> 00:12:15.000]  說不定就立刻坐牢
[00:12:15.000 --> 00:12:16.000]  連命都沒有
[00:12:16.000 --> 00:12:18.000]  所以他們絕對知道
[00:12:18.000 --> 00:12:22.000]  甚麼是為耶穌基督付出很重的代價
[00:12:22.000 --> 00:12:25.000]  絕對不會在那些國家有膚淺
[00:12:25.000 --> 00:12:29.000]  不投入、不委身的基督徒
[00:12:29.000 --> 00:12:30.000]  是沒有的
[00:12:30.000 --> 00:12:32.000]  因為他們一承認
[00:12:32.000 --> 00:12:34.000]  說不定連命都沒有
[00:12:34.000 --> 00:12:38.000]  只有在自由信仰的國家裏
[00:12:38.000 --> 00:12:41.000]  才出現了一些很奇怪的思想
[00:12:41.000 --> 00:12:43.000]  這些思想就是一個人
[00:12:43.000 --> 00:12:45.000]  能夠成為基督徒
[00:12:45.000 --> 00:12:48.000]  但不需要成為門徒
[00:12:48.000 --> 00:12:49.000]  他們說是
[00:12:49.000 --> 00:12:51.000]  新約的教導
[00:12:51.000 --> 00:12:54.000]  門徒的教導是很高的要求
[00:12:54.000 --> 00:12:55.000]  是很難做得到
[00:12:55.000 --> 00:12:58.000]  但這些不是給所有的基督徒
[00:12:58.000 --> 00:13:01.000]  這些只不過是給那些想更進一步
[00:13:01.000 --> 00:13:03.000]  更上一層樓的基督徒
[00:13:03.000 --> 00:13:06.000]  平信徒、初級的基督徒
[00:13:06.000 --> 00:13:09.000]  不需要有任何的代價
[00:13:09.000 --> 00:13:12.000]  這是一般人的看法
[00:13:12.000 --> 00:13:15.000]  有一個調查的報告
[00:13:15.000 --> 00:13:19.000]  他們說在美國有66.6%
[00:13:19.000 --> 00:13:21.000]  就是三分之二的人
[00:13:21.000 --> 00:13:25.000]  都說自己是重新得救的基督徒
[00:13:25.000 --> 00:13:26.000]  三分之二
[00:13:26.000 --> 00:13:27.000]  不少的
[00:13:27.000 --> 00:13:30.000]  但只有3%
[00:13:30.000 --> 00:13:32.000]  只有3%的人
[00:13:32.000 --> 00:13:37.000]  真真正正是認同基督教聖經的教導
[00:13:37.000 --> 00:13:40.000]  或者是遵守聖經的教導
[00:13:40.000 --> 00:13:42.000]  只有3%的人
[00:13:42.000 --> 00:13:45.000]  是承認聖經的教導
[00:13:45.000 --> 00:13:47.000]  這個調查報告說很奇怪
[00:13:47.000 --> 00:13:51.000]  這麼多人承認自己是重新得救的基督徒
[00:13:51.000 --> 00:13:53.000]  但只有3%的人
[00:13:53.000 --> 00:13:56.000]  說自己是遵守神的道
[00:13:56.000 --> 00:13:57.000]  剛才我們看到
[00:13:57.000 --> 00:13:59.000]  這些才可以說是
[00:13:59.000 --> 00:14:02.000]  真真正正是耶穌基督的門徒
[00:14:02.000 --> 00:14:04.000]  三分之二是重新得救
[00:14:04.000 --> 00:14:08.000]  但只有3%是耶穌基督的門徒
[00:14:08.000 --> 00:14:11.000]  這個調查報告說
[00:14:11.000 --> 00:14:14.000]  難怪一般基督徒的生命
[00:14:14.000 --> 00:14:15.000]  完全沒有力量
[00:14:15.000 --> 00:14:18.000]  難怪這些基督徒
[00:14:18.000 --> 00:14:20.000]  不能與人見證
[00:14:20.000 --> 00:14:23.000]  自己見證耶穌基督的愛
[00:14:23.000 --> 00:14:25.000]  不能傳達耶穌基督的愛
[00:14:25.000 --> 00:14:27.000]  他說這些就是耶穌基督
[00:14:27.000 --> 00:14:28.000]  在聖經裏所說
[00:14:28.000 --> 00:14:31.000]  失去咸味的鹽
[00:14:31.000 --> 00:14:33.000]  我不知道這個報告
[00:14:33.000 --> 00:14:36.000]  究竟是基督教的機構
[00:14:36.000 --> 00:14:39.000]  還是非基督教的機構調查出來
[00:14:39.000 --> 00:14:41.000]  但他們引用聖經
[00:14:41.000 --> 00:14:45.000]  令我想到他們是真是基督教的機構
[00:14:45.000 --> 00:14:47.000]  但連基督教的機構
[00:14:47.000 --> 00:14:50.000]  都說出這麼奇怪的事
[00:14:50.000 --> 00:14:52.000]  有兩種不同的基督徒
[00:14:52.000 --> 00:14:55.000]  一種就是這些生命沒有力量
[00:14:55.000 --> 00:14:57.000]  不能活出見證
[00:14:57.000 --> 00:14:59.000]  不能活出耶穌基督的愛
[00:14:59.000 --> 00:15:02.000]  另外一種就是真真正正的
[00:15:02.000 --> 00:15:04.000]  耶穌基督的門徒
[00:15:04.000 --> 00:15:07.000]  聖經從來沒有說
[00:15:07.000 --> 00:15:10.000]  有兩種不同基督徒的生命
[00:15:10.000 --> 00:15:12.000]  聖經從來沒有說
[00:15:12.000 --> 00:15:14.000]  有兩種不同的基督徒
[00:15:14.000 --> 00:15:18.000]  聖經說所有的信徒都是門徒
[00:15:18.000 --> 00:15:21.000]  而剛才這個調查報告所說
[00:15:21.000 --> 00:15:24.000]  引用聖經說到耶穌基督說
[00:15:24.000 --> 00:15:25.000]  失去咸味的鹽
[00:15:25.000 --> 00:15:27.000]  這是《馬太福音》第五章
[00:15:27.000 --> 00:15:30.000]  當我們去看這篇經文的時候
[00:15:30.000 --> 00:15:32.000]  我們會留意到
[00:15:32.000 --> 00:15:35.000]  失去了咸味的鹽會怎樣呢?
[00:15:35.000 --> 00:15:38.000]  會丟在外面被人踐踏
[00:15:38.000 --> 00:15:39.000]  在聖經裏面
[00:15:39.000 --> 00:15:41.000]  每逢說到丟在外面的
[00:15:41.000 --> 00:15:43.000]  都不是基督徒
[00:15:43.000 --> 00:15:47.000]  丟在外面哀哭切子都不是基督徒
[00:15:47.000 --> 00:15:49.000]  令我們回想
[00:15:49.000 --> 00:15:52.000]  既然三分之二的人都說自己重新得救
[00:15:52.000 --> 00:15:57.000]  但只有三分之二的人是真正耶穌基督的門徒
[00:15:57.000 --> 00:16:01.000]  其餘的六十多個百分比究竟是甚麼人呢?
[00:16:01.000 --> 00:16:03.000]  這是很值得我們去注意
[00:16:03.000 --> 00:16:06.000]  很值得我們自己去想一想
[00:16:06.000 --> 00:16:09.000]  有人可能會問
[00:16:09.000 --> 00:16:11.000]  聖經裏面是否沒有分到
[00:16:11.000 --> 00:16:15.000]  基本的信徒和門徒兩個階級
[00:16:15.000 --> 00:16:18.000]  究竟是否有聖經的根據
[00:16:18.000 --> 00:16:21.000]  我們會看很多節的經文
[00:16:21.000 --> 00:16:23.000]  首先我們先看一節的經文
[00:16:23.000 --> 00:16:27.000]  我們在這個系列裏面說了很多次
[00:16:27.000 --> 00:16:30.000]  就是路加福音9章57-62節
[00:16:30.000 --> 00:16:34.000]  經文說到有人要跟從耶穌基督
[00:16:34.000 --> 00:16:36.000]  於是耶穌基督和他說
[00:16:36.000 --> 00:16:39.000]  狐狸幼動,天上的飛鳥有窩
[00:16:39.000 --> 00:16:43.000]  只是人子連枕頭的地方都沒有
[00:16:43.000 --> 00:16:46.000]  耶穌基督說你要來跟從我的話
[00:16:46.000 --> 00:16:48.000]  你要捨棄一切
[00:16:48.000 --> 00:16:51.000]  連睡覺的地方都可能沒有
[00:16:51.000 --> 00:16:57.000]  聖經沒有說這個人究竟是怎樣回應耶穌基督
[00:16:57.000 --> 00:17:02.000]  但我相信多半這個人都是悠悠愁愁地離開了
[00:17:02.000 --> 00:17:05.000]  於是耶穌基督和另外一個人說
[00:17:05.000 --> 00:17:07.000]  你來跟從我
[00:17:07.000 --> 00:17:11.000]  這個人聽見耶穌基督說
[00:17:11.000 --> 00:17:13.000]  跟從他甚麼都沒有
[00:17:13.000 --> 00:17:15.000]  連枕頭的地方都沒有
[00:17:15.000 --> 00:17:16.000]  開玩笑
[00:17:16.000 --> 00:17:18.000]  於是他馬上和耶穌基督說
[00:17:18.000 --> 00:17:21.000]  你先容我去埋葬我的父親
[00:17:21.000 --> 00:17:23.000]  我再來跟從你
[00:17:23.000 --> 00:17:27.000]  耶穌基督說任憑死人去埋葬死人
[00:17:27.000 --> 00:17:30.000]  你只管去傳揚神國的道
[00:17:30.000 --> 00:17:33.000]  我上一次都有和大家說過
[00:17:33.000 --> 00:17:36.000]  我相信這個人的爸爸其實是未死的
[00:17:36.000 --> 00:17:37.000]  為甚麼?
[00:17:37.000 --> 00:17:40.000]  如果他的爸爸已經死了
[00:17:40.000 --> 00:17:42.000]  他都不會跟著那麼多人
[00:17:42.000 --> 00:17:44.000]  跟著耶穌基督來看熱鬧
[00:17:44.000 --> 00:17:48.000]  他應該在家裡和他的爸爸辦喪事
[00:17:48.000 --> 00:17:51.000]  所以我相信這個人的爸爸是未死
[00:17:51.000 --> 00:17:54.000]  這只不過是一個藉口
[00:17:54.000 --> 00:17:55.000]  經文又說
[00:17:55.000 --> 00:17:58.000]  有另外一個人和耶穌基督說
[00:17:58.000 --> 00:18:00.000]  我願意跟從你
[00:18:00.000 --> 00:18:03.000]  但你先容我去告別我的家人
[00:18:03.000 --> 00:18:05.000]  耶穌基督說
[00:18:05.000 --> 00:18:08.000]  守乎著來向後看的
[00:18:08.000 --> 00:18:10.000]  不配進神的國
[00:18:10.000 --> 00:18:13.000]  我相信這個人也是一個藉口
[00:18:13.000 --> 00:18:17.000]  說要去告別自己的家人
[00:18:17.000 --> 00:18:20.000]  為甚麼我說他是一個藉口?
[00:18:20.000 --> 00:18:22.000]  因為很簡單
[00:18:22.000 --> 00:18:26.000]  我們在說這個系列的介紹的時候
[00:18:26.000 --> 00:18:27.000]  我們曾經說過
[00:18:27.000 --> 00:18:30.000]  以利亞要以利沙成為他的門徒
[00:18:30.000 --> 00:18:33.000]  以利沙和以利亞說
[00:18:33.000 --> 00:18:37.000]  容我回去和我的父母親來告別
[00:18:37.000 --> 00:18:39.000]  以利亞准許他回去
[00:18:39.000 --> 00:18:40.000]  因為以利亞知道
[00:18:40.000 --> 00:18:44.000]  以利沙真的有心跟從自己
[00:18:44.000 --> 00:18:50.000]  這個人耶穌基督為甚麼和他說這番話?
[00:18:50.000 --> 00:18:54.000]  我相信是因為耶穌基督知道他的心在想甚麼
[00:18:54.000 --> 00:18:57.000]  知道他真的沒有心跟從自己
[00:18:57.000 --> 00:18:59.000]  所以耶穌基督說
[00:18:59.000 --> 00:19:01.000]  守乎著來向後看的
[00:19:01.000 --> 00:19:04.000]  不配進入神的國
[00:19:04.000 --> 00:19:06.000]  我們要留意
[00:19:06.000 --> 00:19:11.000]  耶穌基督究竟說守乎著來向後看的
[00:19:11.000 --> 00:19:15.000]  是否不配成為進一步的基督徒?
[00:19:15.000 --> 00:19:16.000]  不是
[00:19:16.000 --> 00:19:20.000]  是否不配成為更上一層樓的基督徒?
[00:19:20.000 --> 00:19:21.000]  也不是
[00:19:21.000 --> 00:19:25.000]  耶穌基督說是不配進入神的國
[00:19:25.000 --> 00:19:26.000]  進入神的國
[00:19:26.000 --> 00:19:29.000]  最基本是成為一個基督徒
[00:19:29.000 --> 00:19:32.000]  是能夠成為神的兒女
[00:19:32.000 --> 00:19:33.000]  所以我們看到
[00:19:33.000 --> 00:19:36.000]  耶穌基督的要求很高
[00:19:36.000 --> 00:19:38.000]  對門徒的要求很高
[00:19:38.000 --> 00:19:42.000]  但不是說進一步成為進一步的基督徒
[00:19:42.000 --> 00:19:45.000]  而是成為一個基本的基督徒
[00:19:45.000 --> 00:19:47.000]  在耶穌基督的教導裏
[00:19:47.000 --> 00:19:52.000]  基本的基督徒和門徒完全沒有分別
[00:19:52.000 --> 00:19:54.000]  所以我們看到
