
[00:00:00.000 --> 00:00:04.000]  各位聽眾你好,我是蘇永睿牧師
[00:08:52.000 --> 00:08:54.000]  並且改了南京為天京
[00:08:54.000 --> 00:08:56.000]  定為國都
[00:08:56.000 --> 00:08:58.000]  或者你會問
[00:08:58.000 --> 00:09:00.000]  這些農民之輩又沒有受過訓練
[00:09:00.000 --> 00:09:04.000]  為什麼可以這麼容易擊退清軍呢?
[00:09:04.000 --> 00:09:06.000]  有些我可以看到
[00:09:06.000 --> 00:09:09.000]  清兵已經是稱王不接
[00:09:09.000 --> 00:09:12.000]  已經是失去了戰鬥力
[00:09:12.000 --> 00:09:14.000]  太平軍定都之後
[00:09:14.000 --> 00:09:16.000]  企圖北伐和西征
[00:09:16.000 --> 00:09:18.000]  但北伐的軍隊
[00:09:18.000 --> 00:09:21.000]  以2萬之眾
[00:09:21.000 --> 00:09:23.000]  不到半年
[00:09:23.000 --> 00:09:26.000]  反而被商軍全軍覆滅
[00:09:26.000 --> 00:09:29.000]  但西征的軍隊卻節節勝利
[00:09:29.000 --> 00:09:32.000]  楊秀清和石達開先後
[00:09:32.000 --> 00:09:34.000]  打敗了曾國藩的商軍
[00:09:34.000 --> 00:09:38.000]  亦可以說是太平天國的
[00:09:38.000 --> 00:09:40.000]  全盛時期
[00:09:40.000 --> 00:09:43.000]  但到了1856年9月的時候
[00:09:43.000 --> 00:09:45.000]  太平天國的首腦
[00:09:45.000 --> 00:09:47.000]  最慘的一件事就是
[00:09:47.000 --> 00:09:49.000]  內訌爭權
[00:09:49.000 --> 00:09:52.000]  史稱為天經事變
[00:09:52.000 --> 00:09:55.000]  楊秀清有勢力
[00:09:55.000 --> 00:09:56.000]  居功自我
[00:09:56.000 --> 00:09:59.000]  逼洪秀全封他萬歲
[00:09:59.000 --> 00:10:02.000]  而這個時候北王韋昌輝
[00:10:02.000 --> 00:10:04.000]  回到南京
[00:10:04.000 --> 00:10:09.000]  次機領軍殺了楊秀清和2萬多人
[00:10:09.000 --> 00:10:11.000]  石達開在這個時候
[00:10:11.000 --> 00:10:13.000]  亦由武漢趕至
[00:10:13.000 --> 00:10:15.000]  痛斥韋昌輝濫殺無辜
[00:10:15.000 --> 00:10:18.000]  韋昌輝又想殺石達開
[00:10:18.000 --> 00:10:20.000]  石達開聞信逃走
[00:10:20.000 --> 00:10:24.000]  結果沒有逃走的家人被韋昌輝所殺
[00:10:24.000 --> 00:10:28.000]  於是石達開就預備舉兵靖難
[00:10:28.000 --> 00:10:31.000]  洪秀全在這個時候為了平息內亂
[00:10:31.000 --> 00:10:35.000]  於是設計處死了韋昌輝
[00:10:35.000 --> 00:10:38.000]  但洪秀全亦不信任石達開
[00:10:38.000 --> 00:10:43.000]  於是封了他的兄長洪仁發為安王
[00:10:43.000 --> 00:10:45.000]  次兄洪仁達為福王
[00:10:45.000 --> 00:10:48.000]  希望藉此牽制石達開
[00:10:48.000 --> 00:10:51.000]  在這個時候石達開的軍隊被孤立
[00:10:51.000 --> 00:10:54.000]  結果被商軍所大敗
[00:10:54.000 --> 00:10:56.000]  全軍覆滅
[00:10:56.000 --> 00:10:58.000]  太平天國的後期
[00:10:58.000 --> 00:11:02.000]  是有一些所謂青年的將領脫穎而出
[00:11:02.000 --> 00:11:04.000]  其中以中王李秀善
[00:11:04.000 --> 00:11:07.000]  英王陳玉成為最出色的人物
[00:11:07.000 --> 00:11:11.000]  亦都是重整太平天國的聲威
[00:11:11.000 --> 00:11:14.000]  但在這個時候歐美國國都採取了一些中立
[00:11:14.000 --> 00:11:17.000]  後來更加支持清政府
[00:11:17.000 --> 00:11:21.000]  1860年美國人華爾招募了二百多個外國人
[00:11:21.000 --> 00:11:25.000]  組成了洋槍隊進攻太平軍
[00:11:25.000 --> 00:11:27.000]  而李秀成在進攻上海的時候
[00:11:27.000 --> 00:11:31.000]  亦都是英法聯軍開砲擊退
[00:11:31.000 --> 00:11:34.000]  而太平軍亦都是因為軍隊紀律開始敗壞
[00:11:34.000 --> 00:11:37.000]  戰失民心
[00:11:37.000 --> 00:11:39.000]  到1864年6月的時候
[00:11:39.000 --> 00:11:41.000]  洪秀全病死
[00:11:41.000 --> 00:11:43.000]  他的兒子洪天桂繼位
[00:11:43.000 --> 00:11:45.000]  但過了不久
[00:11:45.000 --> 00:11:47.000]  天經就陷落
[00:11:47.000 --> 00:11:52.000]  李秀成、洪仁剛、洪天桂先後被捕遇害
[00:11:52.000 --> 00:11:59.000]  還債了十八省歷時十四年之久的太平天國
[00:11:59.000 --> 00:12:01.000]  終於宣告失敗
[00:12:01.000 --> 00:12:03.000]  結束了太平天國
[00:12:03.000 --> 00:12:09.000]  但太平天國的影響卻是非常深遠
[00:12:09.000 --> 00:12:12.000]  在下一節我會和大家討論一下
[00:12:12.000 --> 00:12:16.000]  太平天國和洪秀全對中國有什麼影響
[00:12:16.000 --> 00:12:18.000]  下一節再和大家見面
[00:12:18.000 --> 00:12:20.000]  拜拜
[00:12:20.000 --> 00:12:22.000]  (字幕製作:貝爾)
[00:12:22.000 --> 00:12:24.000]  謝謝觀看,下次見!
[00:12:24.000 --> 00:12:26.000]  謝謝觀看,下次見!

