
[00:00:00.000 --> 00:00:06.760]  我們今天分享的題目是
[00:02:59.120 --> 00:03:00.560]  接著再說
[00:03:00.560 --> 00:03:02.920]  「恨你們的
[00:03:02.920 --> 00:03:04.920]  要待他好」
[00:03:04.920 --> 00:03:06.280]  要求很高
[00:03:06.280 --> 00:03:08.800]  我們看下去
[00:03:08.800 --> 00:03:11.720]  甚麼呢?
[00:03:11.720 --> 00:03:13.800]  詛咒你們
[00:03:13.800 --> 00:03:15.800]  咒詛你們
[00:03:15.800 --> 00:03:18.000]  即是平時咒你們那些
[00:03:18.000 --> 00:03:19.400]  如果你聽到有人說
[00:03:19.400 --> 00:03:21.640]  「喂!我剛剛聽到一些東西」
[00:03:21.640 --> 00:03:23.520]  「是誰咒你?」
[00:03:23.520 --> 00:03:25.280]  「啊!這麼壞!」
[00:03:25.280 --> 00:03:26.680]  那你會馬上怎樣呢?
[00:03:26.680 --> 00:03:28.120]  耶穌說
[00:03:28.120 --> 00:03:31.520]  「祝福他」
[00:03:31.520 --> 00:03:32.600]  耶穌說
[00:03:32.600 --> 00:03:34.520]  「凌辱你們」
[00:03:34.520 --> 00:03:36.120]  咒你就是
[00:03:36.120 --> 00:03:39.120]  你不會少了一塊肉的
[00:03:39.120 --> 00:03:42.000]  但現在凌辱你、欺負你
[00:03:42.000 --> 00:03:43.280]  虐待你
[00:03:43.280 --> 00:03:44.400]  耶穌說甚麼呢?
[00:03:44.400 --> 00:03:46.640]  「為他祈禱」
[00:03:46.640 --> 00:03:47.880]  接著那一節
[00:03:47.880 --> 00:03:49.880]  未信耶穌的人都會
[00:03:49.880 --> 00:03:52.520]  用來欺負基督徒
[00:03:52.520 --> 00:03:54.360]  接著那一節說甚麼呢?
[00:03:54.360 --> 00:03:55.480]  「有人打你」
[00:03:55.480 --> 00:03:57.560]  我想耶穌那時候還做了動作
[00:03:57.560 --> 00:04:00.640]  「有人打你這邊臉」
[00:04:00.640 --> 00:04:01.760]  你就問他
[00:04:01.760 --> 00:04:03.080]  「你還有沒有力氣?」
[00:04:03.080 --> 00:04:06.160]  「打這邊臉吧」
[00:04:06.160 --> 00:04:08.480]  這樣你有沒有做呢?
[00:04:08.480 --> 00:04:09.760]  沒有
[00:04:09.760 --> 00:04:11.560]  很難耶穌說
[00:04:11.560 --> 00:04:12.480]  連這邊
[00:04:12.480 --> 00:04:13.160]  接著
[00:04:13.160 --> 00:04:14.920]  有人要你的外衣
[00:04:14.920 --> 00:04:15.920]  「我冷啊」
[00:04:15.920 --> 00:04:17.800]  「隨便勒你」
[00:04:17.800 --> 00:04:19.920]  「你反正平時那麼健碩」
[00:04:19.920 --> 00:04:21.080]  「關帝兄」
[00:04:21.080 --> 00:04:22.920]  「隨便勒你」
[00:04:22.920 --> 00:04:25.280]  接著關帝兄就要馬上說甚麼呢?
[00:04:25.280 --> 00:04:27.680]  「內衣合身嗎?」
[00:04:27.680 --> 00:04:29.040]  「還給你」
[00:04:29.040 --> 00:04:30.000]  嘩!
[00:04:30.000 --> 00:04:31.920]  這樣做
[00:04:31.920 --> 00:04:33.200]  接著那一節
[00:04:33.200 --> 00:04:34.560]  我沒有打出來
[00:04:34.560 --> 00:04:35.640]  「誰求你」
[00:04:35.640 --> 00:04:36.360]  「拿你的東西」
[00:04:36.360 --> 00:04:37.000]  「你給了他」
[00:04:37.000 --> 00:04:38.640]  「還給你還要甚麼?」
[00:04:38.640 --> 00:04:40.320]  「不用問他」
[00:04:40.320 --> 00:04:41.920]  「拿回去」
[00:04:41.920 --> 00:04:43.080]  耶穌有個小的總結
[00:04:43.080 --> 00:04:43.360]  祂說
[00:04:43.360 --> 00:04:46.880]  「你們願意人怎樣待你們」
[00:04:46.880 --> 00:04:51.640]  「你們也要怎樣待人」
[00:04:51.640 --> 00:04:52.440]  其實來到這裡
[00:04:52.440 --> 00:04:54.680]  你已經覺得很惡硬了
[00:04:54.680 --> 00:04:57.880]  沒有一節做到
[00:04:57.880 --> 00:04:59.080]  接著說甚麼呢?
[00:04:59.080 --> 00:05:00.160]  耶穌好像解釋了
[00:05:00.160 --> 00:05:02.360]  可能看到那些人跟我們一樣很疑惑
[00:05:02.360 --> 00:05:04.880]  「耶穌,怎麼做?」
[00:05:04.880 --> 00:05:06.760]  耶穌說甚麼叫愛呢?
[00:05:06.760 --> 00:05:06.960]  祂說
[00:05:06.960 --> 00:05:08.880]  「如果你們只是單愛那些」
[00:05:08.880 --> 00:05:11.400]  「愛你們的人」
[00:05:11.400 --> 00:05:13.840]  「有甚麼可以籌謝的呢?」
[00:05:13.840 --> 00:05:15.200]  如果廣東話就說
[00:05:15.200 --> 00:05:17.720]  「有甚麼這麼厲害呢?」
[00:05:17.720 --> 00:05:19.400]  「有甚麼這麼特別呢?」
[00:05:19.400 --> 00:05:22.160]  「如果你只是愛你那些人」
[00:05:22.160 --> 00:05:23.680]  「有甚麼這麼特別呢?」
[00:05:23.680 --> 00:05:24.000]  祂說
[00:05:24.000 --> 00:05:26.840]  「罪人也愛罪人」
[00:05:26.840 --> 00:05:27.960]  「也是啊」
[00:05:27.960 --> 00:05:28.960]  你聽到這裡就覺得
[00:05:28.960 --> 00:05:30.240]  「這就真了」
[00:05:30.240 --> 00:05:31.040]  接著再說
[00:05:31.040 --> 00:05:32.480]  耶穌還未夠
[00:05:32.480 --> 00:05:32.600]  祂說
[00:05:32.600 --> 00:05:34.480]  「如果你們只是善待」
[00:05:34.480 --> 00:05:36.280]  「善待你們那些人」
[00:05:36.280 --> 00:05:38.760]  「又有甚麼這麼厲害呢?」
[00:05:38.760 --> 00:05:40.560]  罪人也是這樣
[00:05:40.560 --> 00:05:41.920]  罪人你請他吃飯
[00:05:41.920 --> 00:05:42.720]  他請你吃飯
[00:05:42.720 --> 00:05:43.480]  你請他看戲
[00:05:43.480 --> 00:05:44.480]  他請你看戲
[00:05:44.480 --> 00:05:46.040]  一樣這樣做
[00:05:46.040 --> 00:05:47.240]  接著
[00:05:47.240 --> 00:05:48.360]  耶穌繼續說
[00:05:48.360 --> 00:05:50.360]  「如果你們借給人」
[00:05:50.360 --> 00:05:52.480]  「又希望他還的」
[00:05:52.480 --> 00:05:56.640]  「那有甚麼這麼厲害呢?」
[00:05:56.640 --> 00:05:57.720]  罪人
[00:05:57.720 --> 00:05:59.400]  也借錢給罪人
[00:05:59.400 --> 00:06:01.000]  我以前也認識那些
[00:06:01.000 --> 00:06:02.960]  叫甚麼放鬆的那些
[00:06:02.960 --> 00:06:04.920]  他們很喜歡借錢給人
[00:06:04.920 --> 00:06:06.240]  但借完之後
[00:06:06.240 --> 00:06:07.880]  連本帶利
[00:06:07.880 --> 00:06:10.040]  不然那些二綱為甚麼這麼大呢?
[00:06:10.040 --> 00:06:12.160]  那些人也一樣借錢給人
[00:06:12.160 --> 00:06:13.600]  很慷慨的
[00:06:13.600 --> 00:06:14.680]  祂問你夠不夠?
[00:06:14.680 --> 00:06:15.320]  三萬?
[00:06:15.320 --> 00:06:16.560]  三十萬?
[00:06:16.560 --> 00:06:18.360]  是吧?
[00:06:18.360 --> 00:06:22.480]  但他們要連本帶利
[00:06:22.480 --> 00:06:24.000]  耶穌繼續說
[00:06:24.000 --> 00:06:26.080]  但基督徒不是這樣
[00:06:26.080 --> 00:06:27.080]  基督徒說
[00:06:27.080 --> 00:06:31.600]  「你們要都要愛受的」
[00:06:31.600 --> 00:06:34.280]  「要善待他們」
[00:06:34.280 --> 00:06:36.200]  「並要借給他們」
[00:06:36.200 --> 00:06:39.680]  「又不要想著還」
[00:06:39.680 --> 00:06:41.320]  說到這裏
[00:06:41.320 --> 00:06:42.680]  也挺慘的
[00:06:42.680 --> 00:06:44.160]  但耶穌說
[00:06:44.160 --> 00:06:45.760]  有個保證
[00:06:45.760 --> 00:06:49.200]  祂說「你們的賞賜一定會大」
[00:06:49.200 --> 00:06:53.000]  「你們都必作至高者的兒子」
[00:06:53.000 --> 00:06:56.120]  「因為他恩待濫忘恩」
[00:06:56.120 --> 00:06:58.720]  「和作惡的人」
[00:06:58.720 --> 00:06:59.680]  請姐妹
[00:06:59.680 --> 00:07:00.800]  原來保羅
[00:07:00.800 --> 00:07:02.600]  原來耶穌說的愛
[00:07:02.600 --> 00:07:04.800]  說的人際關係
[00:07:04.800 --> 00:07:06.680]  其中有兩點
[00:07:06.680 --> 00:07:08.280]  是讓我們分辨
[00:07:08.280 --> 00:07:11.960]  基督徒和非基督徒的不同
[00:07:11.960 --> 00:07:12.960]  這是第一點
[00:07:12.960 --> 00:07:16.560]  就是在愛上是不同的
[00:07:16.560 --> 00:07:18.440]  而另一點有什麼不同呢?
[00:07:18.440 --> 00:07:20.000]  非基督徒和基督徒
[00:07:20.000 --> 00:07:24.200]  第二點就是在我們有聖靈
[00:07:24.200 --> 00:07:26.800]  在《約翰福音》14章16節
[00:07:26.800 --> 00:07:28.920]  當耶穌臨升天
[00:07:28.920 --> 00:07:31.760]  當耶穌和門徒交代了一些
[00:07:31.760 --> 00:07:34.040]  可以說是身後事的時候
[00:07:34.040 --> 00:07:35.520]  門徒很憂愁
[00:07:35.520 --> 00:07:38.080]  因為很快領袖就走了
[00:07:38.080 --> 00:07:40.440]  只是和他們三年的時間
[00:07:40.440 --> 00:07:42.200]  耶穌安慰他們
[00:07:42.200 --> 00:07:44.680]  耶穌說:我要求父
[00:07:44.680 --> 00:07:48.600]  父就另外賜給你們一位保衛師
[00:07:48.600 --> 00:07:51.440]  或者有些譯本叫做「訓衛師」
[00:07:51.440 --> 00:07:55.520]  叫祂永遠和你們一起
[00:07:55.520 --> 00:07:58.600]  聖靈是保衛師
[00:07:58.600 --> 00:08:01.560]  祂說:這個聖靈是真理的聖靈
[00:08:01.560 --> 00:08:03.840]  乃世人不能接受的
[00:08:03.840 --> 00:08:04.920]  因為他們見不到祂
[00:08:04.920 --> 00:08:06.160]  也不認識祂
[00:08:06.160 --> 00:08:08.200]  但是你們會認識祂
[00:08:08.200 --> 00:08:11.160]  因為祂常與你們同在
[00:08:11.160 --> 00:08:14.760]  也會在你們裡面
[00:08:14.760 --> 00:08:18.240]  接著那一節安慰了很多人的心靈
[00:08:18.240 --> 00:08:21.840]  耶穌說:我不撇下你們為孤兒
[00:08:21.840 --> 00:08:25.440]  我必到你們這裡來
[00:08:25.440 --> 00:08:27.240]  這是愛的表現
[00:08:27.240 --> 00:08:28.400]  耶穌很細心
[00:08:28.400 --> 00:08:29.600]  祂知道祂要走
[00:08:29.600 --> 00:08:31.280]  祂知道門徒會擔心
[00:08:31.280 --> 00:08:35.760]  但是祂說:我另外會邀請一位保護你們的人
[00:08:35.760 --> 00:08:39.120]  去與你們一起去做
[00:08:39.120 --> 00:08:45.360]  保衛師簡單來說就是導師、幫助者
[00:08:45.360 --> 00:08:48.880]  保護者、安慰者
[00:08:48.880 --> 00:08:50.640]  聖靈很想去做到
[00:08:50.640 --> 00:08:54.200]  就是去帶領你、去幫助你、去保護你
[00:08:54.200 --> 00:08:57.040]  去安慰你的那一位
[00:08:57.040 --> 00:08:58.960]  而保羅在《耳窟所書》
[00:08:58.960 --> 00:09:01.560]  他也很強調聖靈與我們的關係
[00:09:01.560 --> 00:09:03.920]  我們與耶穌基督的關係
[00:09:03.920 --> 00:09:07.960]  在《耳窟所書》至少有十一次提到有關聖靈
[00:09:07.960 --> 00:09:10.920]  而在第一章已經有這樣提及
[00:09:10.920 --> 00:09:13.000]  在一章十三節《耳窟所書》
[00:09:13.000 --> 00:09:16.400]  他說:你們既聽見了真理的道
[00:09:16.400 --> 00:09:20.920]  就是那叫你們得救的福音
[00:09:20.920 --> 00:09:23.640]  也信了基督
[00:09:23.640 --> 00:09:24.920]  既然信了祂
[00:09:24.920 --> 00:09:30.200]  就受了所應許聖靈為印記
[00:09:30.200 --> 00:09:31.480]  在《耳窟所書》第一章
[00:09:31.480 --> 00:09:32.880]  保羅已經提了他們
[00:09:32.880 --> 00:09:36.200]  其實你們與非基督徒有不同的
[00:09:36.200 --> 00:09:38.960]  就是我們每一個人今天信了的
[00:09:38.960 --> 00:09:41.080]  都有聖靈的印記
[00:09:41.080 --> 00:09:44.040]  記不記得什麼叫印記?
[00:09:44.040 --> 00:09:45.840]  那個「撮」(印記)
[00:09:45.840 --> 00:09:49.440]  今天我們開這個
[00:09:49.440 --> 00:09:50.840]  浸禮班的時候
[00:09:50.840 --> 00:09:53.240]  我就說那些牛
[00:09:53.240 --> 00:09:56.640]  原產地哪裡有個「撮印」
[00:09:56.640 --> 00:09:58.160]  吃那些橙
[00:09:58.160 --> 00:09:59.800]  小時候你有沒有吃過橙?
[00:09:59.800 --> 00:10:01.080]  有一張貼紙
[00:10:01.080 --> 00:10:03.240]  有什麼牌子的?
[00:10:03.240 --> 00:10:04.560]  新奇士
[00:10:04.560 --> 00:10:06.200]  好像只有一張牌子
[00:10:06.200 --> 00:10:07.680]  然後我問Ken Cho
[00:10:07.680 --> 00:10:10.840]  海鮮有沒有?
[00:10:10.840 --> 00:10:12.760]  海鮮有沒有?
[00:10:12.760 --> 00:10:14.400]  海鮮應該沒有
[00:10:14.400 --> 00:10:16.440]  不過他講了一點很重要
[00:10:16.440 --> 00:10:20.160]  他說不過在蟹和烏龜那裡
[00:10:20.160 --> 00:10:21.360]  有見過
[00:10:21.360 --> 00:10:23.000]  有些「Chips」
[00:10:23.000 --> 00:10:26.200]  那些「Chips」用來做什麼?
[00:10:26.200 --> 00:10:28.360]  就是那些研究人員
[00:10:28.360 --> 00:10:30.440]  原來養了某些蟹
[00:10:30.440 --> 00:10:32.480]  然後他們在殼面那裡
[00:10:32.480 --> 00:10:33.840]  做一個印記
[00:10:33.840 --> 00:10:34.880]  做一個「Chips」
[00:10:34.880 --> 00:10:36.560]  然後他們在電腦那裡
[00:10:36.560 --> 00:10:40.240]  追蹤到那些蟹去了哪裡
[00:10:40.240 --> 00:10:41.800]  用來做研究
[00:10:41.800 --> 00:10:43.040]  他說應該找到那些蟹
[00:10:43.040 --> 00:10:44.160]  要放回去的
[00:10:44.160 --> 00:10:46.360]  不過可能幾千隻蟹那麼多
[00:10:46.360 --> 00:10:48.720]  可能已經運送到大陸
[00:10:48.720 --> 00:10:50.680]  給我們的同胞吃了
[00:10:50.680 --> 00:10:53.080]  他說烏龜也見過
[00:10:53.080 --> 00:10:54.760]  有些烏龜有「Chips」
[00:10:54.760 --> 00:10:57.160]  還有一些殼裂了
[00:10:57.160 --> 00:10:59.320]  是有人幫它什麼?
[00:10:59.320 --> 00:11:01.000]  補回的
[00:11:01.000 --> 00:11:04.000]  好像我們連針那樣
[00:11:04.000 --> 00:11:05.800]  那些是釘子
[00:11:05.800 --> 00:11:08.240]  有些釘子釘住的
[00:11:08.240 --> 00:11:11.360]  我們一起都覺得很感動
[00:11:11.360 --> 00:11:13.520]  一隻小蟹
[00:11:13.520 --> 00:11:15.360]  也有個「Chips」
[00:11:15.360 --> 00:11:17.880]  去到天涯海角
[00:11:17.880 --> 00:11:18.920]  都知道
[00:11:18.920 --> 00:11:22.440]  那隻烏龜有事
[00:11:22.440 --> 00:11:24.480]  有人幫它連針
[00:11:24.480 --> 00:11:28.440]  我們怎麼會擔心呢?
[00:11:28.440 --> 00:11:32.760]  我們有聖靈的印記在我們那裡
[00:11:32.760 --> 00:11:35.240]  那隻烏龜不知道自己的印記在哪裡
[00:11:35.240 --> 00:11:36.760]  那隻小蟹也不知道
[00:11:36.760 --> 00:11:38.840]  小蟹不會說你和我不一樣
[00:11:38.840 --> 00:11:40.920]  我有個「Chips」威過你
[00:11:40.920 --> 00:11:41.720]  它不知道的
[00:11:41.720 --> 00:11:42.760]  它在照人
[00:11:42.760 --> 00:11:44.160]  我們人都是這樣
[00:11:44.160 --> 00:11:46.200]  但可能去到魔鬼那裡一看就
[00:11:46.200 --> 00:11:47.280]  哎呀
[00:11:47.280 --> 00:11:48.640]  這個不可以搞
[00:11:48.640 --> 00:11:51.000]  這個有「Chips」
[00:11:51.000 --> 00:11:52.440]  很久很久很想提醒他們
[00:11:52.440 --> 00:11:54.840]  你們是艱難
[00:11:54.840 --> 00:11:58.440]  不過我們有聖靈為印記
[00:11:58.440 --> 00:12:00.640]  因為你信了耶穌
[00:12:00.640 --> 00:12:02.040]  你就有這個應許
[00:12:02.040 --> 00:12:04.280]  因為有聖靈我們就不是孤兒
[00:12:04.280 --> 00:12:06.320]  因為有聖靈我們就有力量
[00:12:06.320 --> 00:12:11.240]  去實踐那個新的命令
[00:12:11.240 --> 00:12:13.760]  新的命令是什麼?還記不記得?
[00:12:13.760 --> 00:12:16.960]  你記不記得那個新的命令四個字
[00:12:16.960 --> 00:12:19.760]  「彼此相愛」
[00:12:19.760 --> 00:12:22.040]  我賜給你們一條新命令
[00:12:22.040 --> 00:12:27.640]  乃是叫你們彼此相愛
[00:12:27.640 --> 00:12:31.040]  你平時有沒有留意「彼此」這兩個字?
[00:12:31.040 --> 00:12:33.240]  我這次特別留意
[00:12:33.240 --> 00:12:34.840]  因為有人問我
[00:12:34.840 --> 00:12:35.840]  在網上
[00:12:35.840 --> 00:12:37.040]  「呃呃女傳道」
[00:12:37.040 --> 00:12:39.440]  其實用不著回教會
[00:12:39.440 --> 00:12:40.640]  我在家裡
[00:12:40.640 --> 00:12:42.400]  我自己開著部機
[00:12:42.400 --> 00:12:44.640]  去聽《債味之傳》
[00:12:44.640 --> 00:12:46.240]  我照著你的程序
[00:12:46.240 --> 00:12:47.120]  我唱詩
[00:12:47.120 --> 00:12:49.360]  我自己讀《宣召經文》
[00:12:49.360 --> 00:12:50.640]  自己唱詩
[00:12:50.640 --> 00:12:52.040]  播《債味之傳》
[00:12:52.040 --> 00:12:55.040]  然後讀經
[00:12:55.040 --> 00:12:56.040]  然後聽道
[00:12:56.040 --> 00:12:58.840]  很多很好的道都可以聽
[00:12:58.840 --> 00:13:01.240]  他說為什麼要回教會?
[00:13:01.240 --> 00:13:02.040]  我剛剛看完這裡
[00:13:02.040 --> 00:13:03.240]  我就懂得回答他
[00:13:03.240 --> 00:13:06.040]  因為我們要給「慈」
[00:13:06.040 --> 00:13:06.840]  上帝賀我們
[00:13:06.840 --> 00:13:07.840]  你一個人在家裡
[00:13:07.840 --> 00:13:11.040]  給什麼「慈」?
[00:13:11.040 --> 00:13:12.640]  你沒有經歷的
[00:13:12.640 --> 00:13:14.240]  你不會經歷到好
[00:13:14.240 --> 00:13:15.640]  不會經歷到支持
[00:13:15.640 --> 00:13:17.040]  不會經歷到困難
[00:13:17.040 --> 00:13:19.440]  不會經歷到有嚴規
[00:13:19.440 --> 00:13:23.240]  以致你要學習怎樣傷害
[00:13:23.240 --> 00:13:24.440]  你在家裡不會有人
[00:13:24.440 --> 00:13:26.440]  你一個人不會跟你意見不同
[00:13:26.440 --> 00:13:28.440]  你不會自己對著鏡子吵架
[00:13:28.440 --> 00:13:29.640]  我看你不順眼
[00:13:29.640 --> 00:13:31.240]  我也看你不順眼
[00:13:31.240 --> 00:13:32.040]  你很了不起嗎?
[00:13:32.040 --> 00:13:33.240]  你很了不起嗎?
[00:13:33.240 --> 00:13:34.840]  這樣就失常了
[00:13:34.840 --> 00:13:36.040]  看醫生
[00:13:36.040 --> 00:13:37.840]  但是你要回到教會
[00:13:37.840 --> 00:13:40.240]  這個實際的場景
[00:13:40.240 --> 00:13:42.440]  我們才能夠落實
[00:13:42.440 --> 00:13:43.440]  給「慈」
[00:13:43.440 --> 00:13:45.240]  你才能學到耶穌
[00:13:45.240 --> 00:13:46.640]  怎樣去愛我們
[00:13:46.640 --> 00:13:48.840]  我們試著去愛別人
[00:13:48.840 --> 00:13:50.840]  今天我們就在這個愛
[00:13:50.840 --> 00:13:53.040]  在這個聖靈的印記
[00:13:53.040 --> 00:13:54.240]  這個脈絡上
[00:13:54.240 --> 00:13:57.240]  我們去看人際關係
[00:13:57.240 --> 00:13:59.640]  在《已忽所書》六章一節
[00:13:59.640 --> 00:14:01.040]  一開頭
[00:14:01.040 --> 00:14:02.840]  當然當天的書信
[00:14:02.840 --> 00:14:04.640]  是不會有一章章的
[00:14:04.640 --> 00:14:06.240]  整篇都讀完
[00:14:06.240 --> 00:14:08.240]  大哥就邀請了弟兄姊妹
[00:14:08.240 --> 00:14:08.840]  一起來
[00:14:08.840 --> 00:14:10.440]  一讀就一口氣讀完
[00:14:10.440 --> 00:14:12.240]  整篇保羅的書信
[00:14:12.240 --> 00:14:13.640]  讀到這裡的時候
[00:14:13.640 --> 00:14:14.440]  保羅就說
[00:14:14.440 --> 00:14:17.440]  你們作兒女的
[00:14:17.440 --> 00:14:20.240]  要在主裡面聽從父母
[00:14:20.240 --> 00:14:23.040]  這個是理所當然的
[00:14:23.040 --> 00:14:25.240]  英文的譯本一開始就說
[00:14:25.240 --> 00:14:26.640]  children
[00:14:26.640 --> 00:14:28.040]  這裡非常好
[00:14:28.040 --> 00:14:30.040]  因為當時是一個父系的社會
[00:14:30.040 --> 00:14:31.840]  其實姐妹不好意思
[00:14:31.840 --> 00:14:36.240]  當時他們覺得女孩子是沒什麼用的
[00:14:36.240 --> 00:14:38.640]  他們非常重男輕女
[00:14:38.640 --> 00:14:41.640]  但是這裡刻意保羅說
[00:14:41.640 --> 00:14:45.040]  是男孩子女孩子都有份
[00:14:45.040 --> 00:14:46.440]  其實很多文獻都研究
[00:14:46.440 --> 00:14:49.440]  早期教會其實是很
[00:14:49.440 --> 00:14:50.440]  又不可以說高舉
[00:14:50.440 --> 00:14:54.440]  很著重兒童的事供
[00:14:54.440 --> 00:14:55.640]  因為耶穌自己說的
[00:14:55.640 --> 00:14:59.040]  不要阻小朋友來到我前面
[00:14:59.040 --> 00:15:00.440]  因為要進入天國的
[00:15:00.440 --> 00:15:01.640]  就好像他們一樣
[00:15:01.640 --> 00:15:02.640]  所以在那一刻
[00:15:02.640 --> 00:15:04.040]  其實可以幻想到
[00:15:04.040 --> 00:15:06.840]  小朋友是一起坐在那裡聽的
[00:15:06.840 --> 00:15:08.840]  當然可能一開始那五章
[00:15:08.840 --> 00:15:10.040]  小朋友都是自己在玩
[00:15:10.040 --> 00:15:11.840]  在玩手指
[00:15:11.840 --> 00:15:13.840]  你不斷說不要吵
[00:15:13.840 --> 00:15:15.440]  誰知道到了第六章
[00:15:15.440 --> 00:15:16.640]  你們作兒女的
[00:15:16.640 --> 00:15:18.840]  可能爸爸媽媽就馬上拍拍他
[00:15:18.840 --> 00:15:19.840]  聽著
[00:15:19.840 --> 00:15:23.040]  保羅叔叔跟你說話
[00:15:23.040 --> 00:15:24.040]  說什麼呢?
[00:15:24.040 --> 00:15:28.040]  他說要孝敬父母
[00:15:28.040 --> 00:15:31.240]  你們要孝敬父母
[00:15:31.240 --> 00:15:32.840]  洗禮德科
[00:15:32.840 --> 00:15:34.640]  在世長壽
