
[00:00:00.000 --> 00:00:06.000]  我們在今個季度思想一個題目
[00:03:51.000 --> 00:03:53.000]  她誣告保羅
[00:03:53.000 --> 00:03:56.000]  而且把他抓到監牢裏面
[00:03:56.000 --> 00:03:58.000]  聖經提及在菲律賓的地方
[00:03:58.000 --> 00:04:01.000]  保羅和西拉面對著很大的傷害
[00:04:01.000 --> 00:04:04.000]  聖經提及他們被打了很多棍
[00:04:04.000 --> 00:04:07.000]  因此他們身上有很多傷口
[00:04:07.000 --> 00:04:10.000]  聖經提及他們面對這些苦難
[00:04:10.000 --> 00:04:14.000]  後來他們很奇妙地將他們釋放出來
[00:04:14.000 --> 00:04:17.000]  接著他們就來到鐵索羅尼加
[00:04:17.000 --> 00:04:21.000]  一般來說剛經歷過很多苦楚
[00:04:21.000 --> 00:04:24.000]  照常理、照一般人的情況
[00:04:24.000 --> 00:04:29.000]  就會想避開這些再可能發生的事
[00:04:29.000 --> 00:04:32.000]  這些所謂陰影會影響他們
[00:04:32.000 --> 00:04:35.000]  不再願意再面對這些事情
[00:04:35.000 --> 00:04:37.000]  我們廣東話所說
[00:04:37.000 --> 00:04:40.000]  見過鬼了,現在怕黑
[00:04:40.000 --> 00:04:42.000]  但奇怪的地方就是
[00:04:42.000 --> 00:04:44.000]  你發覺東普羅說
[00:04:44.000 --> 00:04:47.000]  我們雖然受了苦又被凌辱
[00:04:47.000 --> 00:04:50.000]  可是靠著我們的神
[00:04:50.000 --> 00:04:52.000]  在強烈的反對之下
[00:04:52.000 --> 00:04:58.000]  仍然放膽向你們傳述神的福音
[00:04:58.000 --> 00:05:01.000]  保羅說我們仍然不放棄
[00:05:01.000 --> 00:05:03.000]  仍然靠著神不去退縮
[00:05:03.000 --> 00:05:06.000]  在強烈的反對之下
[00:05:06.000 --> 00:05:08.000]  這句說話在和合本旁邊的地方
[00:05:08.000 --> 00:05:13.000]  你會見到是在說大爭戰當中
[00:05:13.000 --> 00:05:17.000]  大爭戰或強烈反對裏面的字
[00:05:17.000 --> 00:05:22.000]  在原來的文字是表示著極度的苦痛
[00:05:22.000 --> 00:05:26.000]  後來這句字演化成為英文的Agony
[00:05:26.000 --> 00:05:29.000]  在一個很苦痛的狀況之下
[00:05:29.000 --> 00:05:32.000]  但他們仍然放開膽量
[00:05:32.000 --> 00:05:37.000]  所說的放開不是暗中說述神的福音
[00:05:37.000 --> 00:05:40.000]  而是公開地表明出來
[00:05:40.000 --> 00:05:43.000]  我記得我曾經分享過一位姊妹
[00:05:43.000 --> 00:05:45.000]  給我自己很大的激勵
[00:05:45.000 --> 00:05:47.000]  這位姊妹很多年前
[00:05:47.000 --> 00:05:49.000]  在中國的文化大革命的時候
[00:05:49.000 --> 00:05:52.000]  當時她是一個少年人
[00:05:52.000 --> 00:05:55.000]  她爸爸是傳道人,被抓去坐牢
[00:05:55.000 --> 00:05:58.000]  媽媽在很多艱難當中病死了
[00:05:58.000 --> 00:06:03.000]  一個少年十多歲,一個人自己單獨居住
[00:06:03.000 --> 00:06:06.000]  而且住在一個很破爛的房屋裏面
[00:06:06.000 --> 00:06:10.000]  在一個冰天雪地的地方
[00:06:10.000 --> 00:06:14.000]  有一個晚上,她心裏很難過
[00:06:14.000 --> 00:06:18.000]  她不能接受自己家庭受那麼多苦楚
[00:06:18.000 --> 00:06:21.000]  她埋怨上帝如果你是真實存在
[00:06:21.000 --> 00:06:24.000]  為何容許我們發生這樣的事情
[00:06:24.000 --> 00:06:27.000]  然後她就向神求死
[00:06:27.000 --> 00:06:31.000]  因為當時在冰天雪地,她的窗戶是破爛的
[00:06:31.000 --> 00:06:35.000]  寒風吹進來,她差不多要凍死
[00:06:35.000 --> 00:06:39.000]  在那個時候,她說就讓寒風把我吹死
[00:06:39.000 --> 00:06:43.000]  當她這樣向神埋怨的時候
[00:06:43.000 --> 00:06:46.000]  突然間她感覺
[00:06:46.000 --> 00:06:51.000]  好像一卷溫暖的流
[00:06:51.000 --> 00:06:54.000]  將整個人包裹住
[00:06:54.000 --> 00:06:58.000]  感覺極大的溫暖將她包圍住
[00:06:58.000 --> 00:07:02.000]  雖然仍然看到窗戶打開,寒風吹進來
[00:07:02.000 --> 00:07:05.000]  但完全不感覺寒冷
[00:07:05.000 --> 00:07:08.000]  在那個時候,有一種很清楚的感覺
[00:07:08.000 --> 00:07:11.000]  告訴她知道神仍然看顧她
[00:07:11.000 --> 00:07:14.000]  因此這個少年人很深刻知道
[00:07:14.000 --> 00:07:17.000]  神要保存她的生命
[00:07:17.000 --> 00:07:19.000]  在其後,很特別的事情就是
[00:07:19.000 --> 00:07:21.000]  她後來有機會讀大學
[00:07:21.000 --> 00:07:24.000]  在當時來說是很難有的一個機會
[00:07:24.000 --> 00:07:26.000]  神給她有特別的智慧
[00:07:26.000 --> 00:07:28.000]  學校的成績非常好
[00:07:28.000 --> 00:07:31.000]  品行也很好
[00:07:31.000 --> 00:07:33.000]  因此學校很欣賞她
[00:07:33.000 --> 00:07:36.000]  邀請她加入當時的共青團
[00:07:36.000 --> 00:07:38.000]  但她清楚拒絕
[00:07:38.000 --> 00:07:41.000]  因為她不接受無神論
[00:07:41.000 --> 00:07:44.000]  後來學校對她有很大的壓迫
[00:07:44.000 --> 00:07:49.000]  甚至要求她在同學面前公開認錯
[00:07:49.000 --> 00:07:55.000]  在同學面前,她沒有否認她的信仰
[00:07:55.000 --> 00:07:57.000]  反而她放開膽量
[00:07:57.000 --> 00:08:02.000]  她就清楚表示耶穌基督是真神
[00:08:02.000 --> 00:08:04.000]  而她因為信靠這位耶穌
[00:08:04.000 --> 00:08:07.000]  生命得到真正的平安
[00:08:07.000 --> 00:08:09.000]  當然,當她說完之後
[00:08:09.000 --> 00:08:12.000]  她所面對的打擊就更大
[00:08:12.000 --> 00:08:14.000]  學校決定不讓她畢業
[00:08:14.000 --> 00:08:16.000]  雖然不讓她繼續讀書
[00:08:16.000 --> 00:08:20.000]  但她已經有很多苦楚加在她身上
[00:08:20.000 --> 00:08:22.000]  但當她這樣經歷的時候
[00:08:22.000 --> 00:08:24.000]  很奇怪的是很多同學
[00:08:24.000 --> 00:08:27.000]  因為聽到她這個他們很欣賞的同學
[00:08:27.000 --> 00:08:29.000]  原來是信耶穌的
[00:08:29.000 --> 00:08:31.000]  因此很多人都私下問及她
[00:08:31.000 --> 00:08:34.000]  究竟怎樣信耶穌
[00:08:34.000 --> 00:08:38.000]  為何信耶穌給你這麼大的平安
[00:08:38.000 --> 00:08:41.000]  然後她帶了很多同學順著
[00:08:41.000 --> 00:08:43.000]  她不能畢業
[00:08:43.000 --> 00:08:45.000]  她後來被派到一個農村
[00:08:45.000 --> 00:08:47.000]  做一些教師的工作
[00:08:47.000 --> 00:08:50.000]  但當中有很多空閒的時間
[00:08:50.000 --> 00:08:52.000]  因此她就去到很多附近的地方
[00:08:52.000 --> 00:08:54.000]  去探訪很多舊同學
[00:08:54.000 --> 00:08:57.000]  帶領他們繼續堅定信仰
[00:08:57.000 --> 00:08:59.000]  幫助他們查聖經
[00:08:59.000 --> 00:09:01.000]  贈用這位青年
[00:09:01.000 --> 00:09:04.000]  帶領了很多很多人順著
[00:09:04.000 --> 00:09:06.000]  也都堅固了很多的生命
[00:09:06.000 --> 00:09:09.000]  是因為她知道神愛她
[00:09:09.000 --> 00:09:15.000]  也都靠著神放膽講述她自己生命的見證
[00:09:15.000 --> 00:09:17.000]  各位電影姊妹
[00:09:17.000 --> 00:09:21.000]  今天我們很多時候都暗暗地做教徒
[00:09:21.000 --> 00:09:24.000]  但因為我們暗暗地做教徒
[00:09:24.000 --> 00:09:28.000]  而很多人因此沒有機會從我們口中
[00:09:28.000 --> 00:09:30.000]  來到去聽見耶穌
[00:09:30.000 --> 00:09:35.000]  不能夠從我們生命當中去見到耶穌
[00:09:35.000 --> 00:09:37.000]  可能你會記得
[00:09:37.000 --> 00:09:40.000]  當保羅去到哥林多地方的時候
[00:09:40.000 --> 00:09:42.000]  有很多人信主
[00:09:42.000 --> 00:09:44.000]  但迫不及待地
[00:09:44.000 --> 00:09:45.000]  有一個晚上
[00:09:45.000 --> 00:09:47.000]  保羅見到一個異象
[00:09:47.000 --> 00:09:49.000]  神跟他說
[00:09:49.000 --> 00:09:51.000]  告訴他知道
[00:09:51.000 --> 00:09:53.000]  告訴他不要怕
[00:09:53.000 --> 00:09:55.000]  只管說
[00:09:55.000 --> 00:09:58.000]  不要閉口
[00:09:58.000 --> 00:10:00.000]  不要閉口
[00:10:00.000 --> 00:10:01.000]  因為有我與你同在
[00:10:01.000 --> 00:10:04.000]  沒有人會敢下手害你
[00:10:04.000 --> 00:10:06.000]  因為在這個城市裏面
[00:10:06.000 --> 00:10:09.000]  有許多我的百姓
[00:10:09.000 --> 00:10:11.000]  當保羅聽他這樣說的時候
[00:10:11.000 --> 00:10:13.000]  一個很清楚的原因
[00:10:13.000 --> 00:10:14.000]  不需要怕
[00:10:14.000 --> 00:10:15.000]  是為甚麼?
[00:10:15.000 --> 00:10:17.000]  是因為主告訴他
[00:10:17.000 --> 00:10:21.000]  因為我與你同在
[00:10:21.000 --> 00:10:23.000]  主讓他知道
[00:10:23.000 --> 00:10:25.000]  在你身邊有很多的人
[00:10:25.000 --> 00:10:27.000]  是我的百姓
[00:10:27.000 --> 00:10:30.000]  是我要帶領他們進入我的國度
[00:10:30.000 --> 00:10:32.000]  因此你不要怕
[00:10:32.000 --> 00:10:33.000]  你只管說
[00:10:33.000 --> 00:10:36.000]  不要閉口
[00:10:36.000 --> 00:10:39.000]  我曾經公開與弟兄姊妹都提及
[00:10:39.000 --> 00:10:41.000]  我自己在年青的時候
[00:10:41.000 --> 00:10:43.000]  在少年時期
[00:10:43.000 --> 00:10:46.000]  是一個很內向的人
[00:10:46.000 --> 00:10:49.000]  我不是很敢說話
[00:10:49.000 --> 00:10:51.000]  人家叫我問我一些事情
[00:10:51.000 --> 00:10:53.000]  我會很小聲
[00:10:53.000 --> 00:10:55.000]  說得很快
[00:10:55.000 --> 00:10:58.000]  希望他聽不到
[00:10:58.000 --> 00:10:59.000]  很快說完
[00:10:59.000 --> 00:11:01.000]  人家問你說甚麼
[00:11:01.000 --> 00:11:04.000]  但我已經不想說
[00:11:04.000 --> 00:11:06.000]  沒有信心說話
[00:11:06.000 --> 00:11:11.000]  亦都不會相信人家肯聽我所說
[00:11:11.000 --> 00:11:13.000]  是一個很內向
[00:11:13.000 --> 00:11:16.000]  甚至是自卑的一種性情
[00:11:16.000 --> 00:11:18.000]  但我感謝上帝
[00:11:18.000 --> 00:11:19.000]  當我認識主之後
[00:11:19.000 --> 00:11:22.000]  神將我生命一步步的改變
[00:11:22.000 --> 00:11:23.000]  當然今天
[00:11:23.000 --> 00:11:26.000]  我有很多機會在不同地方講道
[00:11:26.000 --> 00:11:28.000]  但有些時候都發覺
[00:11:28.000 --> 00:11:31.000]  我內心出現一些恐懼
[00:11:31.000 --> 00:11:33.000]  面對一些挑戰的時候
[00:11:33.000 --> 00:11:36.000]  都會有一些怕
[00:11:36.000 --> 00:11:38.000]  每當我感覺自己害怕的時候
[00:11:38.000 --> 00:11:41.000]  我會和自己說一句話
[00:11:41.000 --> 00:11:42.000]  勉勵自己
[00:11:42.000 --> 00:11:43.000]  很簡單
[00:11:43.000 --> 00:11:44.000]  我就說
[00:11:44.000 --> 00:11:47.000]  我信聖靈
[00:11:47.000 --> 00:11:50.000]  記不記得這句話從哪裏來
[00:11:50.000 --> 00:11:52.000]  使徒順經
[00:11:52.000 --> 00:11:53.000]  每個月第一個星期
[00:11:53.000 --> 00:11:55.000]  我們會背使徒順經
[00:11:55.000 --> 00:11:56.000]  我信聖靈
[00:11:56.000 --> 00:11:58.000]  我信聖兒公之教會
[00:11:58.000 --> 00:12:00.000]  大家記得
[00:12:00.000 --> 00:12:02.000]  我知道不是自己的性情
[00:12:02.000 --> 00:12:06.000]  而是神的聖靈會幫助我
[00:12:06.000 --> 00:12:10.000]  能夠放開膽量來跟從主
[00:12:10.000 --> 00:12:13.000]  放開膽量來見證主
[00:12:13.000 --> 00:12:15.000]  我信聖靈的恩惠
[00:12:15.000 --> 00:12:17.000]  亦都在保羅的生命當中
[00:12:17.000 --> 00:12:20.000]  很清楚的表達出來
[00:12:20.000 --> 00:12:21.000]  你知道當聖經
[00:12:21.000 --> 00:12:24.000]  當保羅後來勸告提摩太的時候
[00:12:24.000 --> 00:12:26.000]  我告訴他知道
[00:12:26.000 --> 00:12:29.000]  神賜給我們的不是膽怯的心
[00:12:29.000 --> 00:12:35.000]  而是剛強、仁、愛、謹守的心
[00:12:35.000 --> 00:12:38.000]  神沒有賜給你一個膽怯的心
[00:12:38.000 --> 00:12:39.000]  屬神的人
[00:12:39.000 --> 00:12:43.000]  神賜給我們已經有一顆剛強的心
[00:12:43.000 --> 00:12:48.000]  在當中我們放膽將它運用出來
[00:12:48.000 --> 00:12:51.000]  是能夠成為主的見證
[00:12:51.000 --> 00:12:55.000]  能夠可以面對一切的挑戰
[00:12:55.000 --> 00:12:57.000]  當然在今天的社會
[00:12:57.000 --> 00:12:58.000]  你發覺有很多時候
[00:12:58.000 --> 00:13:01.000]  有很多人對你很多不同的評價
[00:13:01.000 --> 00:13:03.000]  甚至批評
[00:13:03.000 --> 00:13:06.000]  有人說香港是一個批評性的社會
[00:13:06.000 --> 00:13:09.000]  有些老師現在開始都很擔心
[00:13:09.000 --> 00:13:12.000]  因為學校裏面很多的評核制度
[00:13:12.000 --> 00:13:14.000]  是透過學生對老師的評價
[00:13:14.000 --> 00:13:19.000]  我將文卷來作出判斷
[00:13:19.000 --> 00:13:21.000]  因此有些老師害怕
[00:13:21.000 --> 00:13:22.000]  說完書之後
[00:13:22.000 --> 00:13:27.000]  臨走問:怎樣?今天聽得過嗎?
[00:13:27.000 --> 00:13:31.000]  很怕學生對他們有些不太好的評價
[00:13:31.000 --> 00:13:32.000]  因為有些時候
[00:13:32.000 --> 00:13:38.000]  就會很想能夠可以令學生開心一點
[00:13:38.000 --> 00:13:39.000]  但在期間
[00:13:39.000 --> 00:13:43.000]  上帝給我們的一種生命的特質
[00:13:43.000 --> 00:13:46.000]  就是神將剛強賜給我們
[00:13:46.000 --> 00:13:51.000]  在當中我們學習去放膽去說當講說話
[00:13:51.000 --> 00:13:55.000]  亦都放膽去講述神自己的福音
[00:13:55.000 --> 00:13:57.000]  你要知道
[00:13:57.000 --> 00:13:59.000]  我要知道
[00:13:59.000 --> 00:14:01.000]  如果我們閉口不言
[00:14:01.000 --> 00:14:05.000]  很多人本來可以從我們口中聽聞福音的
[00:14:05.000 --> 00:14:07.000]  會失去機會
[00:14:07.000 --> 00:14:12.000]  會不能夠聽到神自己寶貴的福音
[00:14:12.000 --> 00:14:13.000]  當然不單止傳福音
[00:14:13.000 --> 00:14:15.000]  當你要侍奉上帝的時候
[00:14:15.000 --> 00:14:17.000]  有些時候會發覺
[00:14:17.000 --> 00:14:18.000]  服侍別人
[00:14:18.000 --> 00:14:21.000]  在團契參與職員會或小組的服侍
[00:14:21.000 --> 00:14:24.000]  不一定是受別人欣賞
[00:14:24.000 --> 00:14:29.000]  有位弟兄說:我受夠了
[00:14:29.000 --> 00:14:31.000]  不要再叫我了
[00:14:31.000 --> 00:14:34.000]  有時侍奉會遇到一些傷害
[00:14:34.000 --> 00:14:36.000]  遇到一些挫折
[00:14:36.000 --> 00:14:39.000]  但在過程中心裡知道
[00:14:39.000 --> 00:14:42.000]  放開膽量侍奉上帝
[00:14:42.000 --> 00:14:48.000]  神定義讓你在侍奉中建立別人
[00:14:48.000 --> 00:14:52.000]  如果你因為害怕而退縮的時候
[00:14:52.000 --> 00:14:57.000]  這些人得不到神要透過你給他們的幫助
[00:14:57.000 --> 00:14:59.000]  他們就受到虧損
[00:14:59.000 --> 00:15:02.000]  沒錯神能用其他方法作他們的工作
[00:15:02.000 --> 00:15:06.000]  但神的心願是讓我們能夠侍奉他
[00:15:06.000 --> 00:15:09.000]  所以你記得剛才我們讀到第一章的時候說
[00:15:09.000 --> 00:15:13.000]  侍奉那位又真又活的神
[00:15:13.000 --> 00:15:15.000]  是神賜給我們的恩
[00:15:15.000 --> 00:15:18.000]  在放膽服侍的過程中
[00:15:18.000 --> 00:15:22.000]  叫別人和我們一同蒙恩
[00:15:22.000 --> 00:15:25.000]  我們再看,在《下帝經文》提到
[00:15:25.000 --> 00:15:27.000]  不單止提醒我們放膽侍奉
[00:15:27.000 --> 00:15:29.000]  第三節提到
[00:15:29.000 --> 00:15:31.000]  我們在侍奉中,全方位的時候
[00:15:31.000 --> 00:15:34.000]  要帶著純正的動機
[00:15:34.000 --> 00:15:41.000]  「我們的呼籲不是錯謬的,不是污穢的,也沒有詭詐」
[00:15:41.000 --> 00:15:44.000]  相反地,神既然考驗過我們
[00:15:44.000 --> 00:15:46.000]  把福音委託我們
[00:15:46.000 --> 00:15:48.000]  我們就全講
[00:15:48.000 --> 00:15:50.000]  「不像是討人歡心的
[00:15:50.000 --> 00:15:55.000]  而是討那測驗我們心思的神的起源」
[00:15:55.000 --> 00:15:57.000]  說的不是錯謬的道理
[00:15:57.000 --> 00:15:59.000]  是合乎真理的道理
[00:15:59.000 --> 00:16:02.000]  我們都按照真理來侍奉
[00:16:02.000 --> 00:16:04.000]  然後聖經提及
[00:16:04.000 --> 00:16:06.000]  不單止講的是真道理
[00:16:06.000 --> 00:16:10.000]  而且是沒有不純正的動機
[00:16:10.000 --> 00:16:13.000]  這裡提及的「不污穢」
[00:16:13.000 --> 00:16:15.000]  原來的意思是
[00:16:15.000 --> 00:16:17.000]  不會有一些雜質
[00:16:17.000 --> 00:16:19.000]  不會有不純正的道理
[00:16:19.000 --> 00:16:22.000]  是帶著一個純全的態度
[00:16:22.000 --> 00:16:24.000]  一種的動機來講述
[00:16:24.000 --> 00:16:26.000]  不是為了討人歡心
[00:16:26.000 --> 00:16:30.000]  而是為了能夠討神的起源
[00:16:30.000 --> 00:16:35.000]  今天在北美有一些教會
[00:16:35.000 --> 00:16:37.000]  他們開始表達出
[00:16:37.000 --> 00:16:39.000]  他們在崇拜裏
[00:16:39.000 --> 00:16:43.000]  他們不會再講述有關罪的道理
[00:16:43.000 --> 00:16:45.000]  在北美一間教會
[00:16:45.000 --> 00:16:47.000]  我留意到他們在教會裏
[00:16:47.000 --> 00:16:49.000]  整個大禮拜堂裏
[00:16:49.000 --> 00:16:52.000]  完全找不到一個十字架
[00:16:52.000 --> 00:16:55.000]  有人訪問這間教會的目者
[00:16:55.000 --> 00:16:57.000]  為何你們教會不講罪
[00:16:57.000 --> 00:16:59.000]  不講十字架呢?
[00:16:59.000 --> 00:17:01.000]  這位目者就說
[00:17:01.000 --> 00:17:04.000]  因為時代改變了
[00:17:04.000 --> 00:17:07.000]  這個時代的人不喜歡聽甚麼罪
[00:17:07.000 --> 00:17:09.000]  甚麼血、甚麼十字架
[00:17:09.000 --> 00:17:11.000]  這些凝聚的事情
[00:17:11.000 --> 00:17:14.000]  這些情況是趕阻他們不來教會的
[00:17:14.000 --> 00:17:16.000]  所以我們教會就會講
[00:17:16.000 --> 00:17:18.000]  神愛世人
[00:17:18.000 --> 00:17:20.000]  神賜給我們很多的祝福
[00:17:20.000 --> 00:17:22.000]  給我們健康財富
[00:17:22.000 --> 00:17:26.000]  我們覺得這個時代要講這些訊息
[00:17:26.000 --> 00:17:30.000]  當我聽到這些表達的時候
[00:17:30.000 --> 00:17:33.000]  心裏面是很難過
[00:17:33.000 --> 00:17:35.000]  不講罪、不講十字架
[00:17:35.000 --> 00:17:38.000]  就不再有福音
[00:17:38.000 --> 00:17:41.000]  福音是要人明白自己的罪
[00:17:41.000 --> 00:17:43.000]  知道自己的需要
[00:17:43.000 --> 00:17:46.000]  以至知道悔改、回轉、歸向神
[00:17:46.000 --> 00:17:48.000]  才會得到真正的福音
[00:17:48.000 --> 00:17:50.000]  真正的平安
[00:17:50.000 --> 00:17:53.000]  今天如果你只是要奉承別人
[00:17:53.000 --> 00:17:55.000]  或者討人的歡心
[00:17:55.000 --> 00:17:58.000]  你就不能夠傳福音
[00:17:58.000 --> 00:18:00.000]  當你要侍奉上帝的時候
[00:18:00.000 --> 00:18:04.000]  如果你只是要想著得人的歡心
[00:18:04.000 --> 00:18:07.000]  你也不能夠侍奉
[00:18:07.000 --> 00:18:10.000]  我們感謝上帝每一次崇拜當中
[00:18:10.000 --> 00:18:13.000]  有施班員獻唱
[00:18:13.000 --> 00:18:16.000]  一個施班員獻唱完之後有人讚賞他
[00:18:16.000 --> 00:18:19.000]  你們今天唱得非常好
[00:18:19.000 --> 00:18:22.000]  姐妹去感謝上帝
[00:18:22.000 --> 00:18:25.000]  但他心裏面立時有一種感受
[00:18:25.000 --> 00:18:28.000]  最重要的不是人的評價
[00:18:28.000 --> 00:18:30.000]  而是要問一個問題
[00:18:30.000 --> 00:18:33.000]  我今天侍奉完
[00:18:33.000 --> 00:18:37.000]  究竟上帝對我的評價是什麼?
[00:18:37.000 --> 00:18:42.000]  上帝對我的評價是好還是不好?
[00:18:42.000 --> 00:18:44.000]  當你很多時候留心人
[00:18:44.000 --> 00:18:47.000]  想得到他的歡心的時候
[00:18:47.000 --> 00:18:49.000]  你會慢慢變得很表面
[00:18:49.000 --> 00:18:52.000]  因為人通常看人的表面
[00:18:52.000 --> 00:18:55.000]  但當你知道你要尋求的是
[00:18:55.000 --> 00:18:59.000]  那位察驗你內心上帝的歡心的時候
[00:18:59.000 --> 00:19:02.000]  你就會學習誠實地侍奉
[00:19:02.000 --> 00:19:07.000]  不是單單求表面的一種人的讚賞
[00:19:07.000 --> 00:19:11.000]  而是不斷渴望得到神的歡心
[00:19:11.000 --> 00:19:16.000]  按照祂的標準和評價來服侍
[00:19:16.000 --> 00:19:19.000]  這正是保羅對侍奉的人
[00:19:19.000 --> 00:19:22.000]  他自己帶來的親身榜樣
[00:19:22.000 --> 00:19:25.000]  不單是討神的喜悅
[00:19:25.000 --> 00:19:28.000]  更加留心不要讓自己出現有貪心
[00:19:28.000 --> 00:19:31.000]  第五節最後的說話說
[00:19:31.000 --> 00:19:35.000]  「我並沒有藉故起貪心」
[00:19:35.000 --> 00:19:37.000]  這裏的貪心說
[00:19:37.000 --> 00:19:41.000]  「保羅說我去到你們當中不是為了財利」
