
[00:00:00.000 --> 00:00:04.300]  今天的時間就是我講一半時間
[00:01:48.440 --> 00:01:52.520]  特別我今天縮窄一點講 就是癌症
[00:01:52.520 --> 00:01:56.440]  一個病裡面 你裡面的焦慮
[00:01:56.440 --> 00:01:58.400]  可不可以掌握到
[00:01:58.400 --> 00:02:00.000]  心理學解釋就是
[00:02:00.000 --> 00:02:02.320]  掌握到怕什麼呢?
[00:02:02.320 --> 00:02:04.120]  或者怕的程度是知道
[00:02:04.120 --> 00:02:06.120]  已經是好了一半
[00:02:06.120 --> 00:02:08.800]  不是病好了 是你的心情好了一半
[00:02:08.800 --> 00:02:10.560]  因為你控制到了
[00:02:10.560 --> 00:02:13.760]  譬如說你終於知道
[00:02:13.760 --> 00:02:16.440]  你是一個很不喜歡人說話
[00:02:16.440 --> 00:02:18.360]  喋喋不休的人
[00:02:18.360 --> 00:02:20.800]  你太太不停的這樣
[00:02:20.800 --> 00:02:22.000]  那你就知道了
[00:02:22.000 --> 00:02:24.920]  從此你就開始沒那麼多焦慮了
[00:02:24.920 --> 00:02:27.840]  因為你當家裡多一個電台
[00:02:27.840 --> 00:02:30.120]  那你知道沒所謂了
[00:02:30.120 --> 00:02:32.480]  幾星度一起轉播
[00:02:32.480 --> 00:02:34.400]  慢慢你覺得OK的
[00:02:34.400 --> 00:02:36.320]  還覺得有一天
[00:02:36.320 --> 00:02:39.520]  你的太太去了大陸旅行
[00:02:39.520 --> 00:02:42.000]  你還覺得很不舒服 沒有她的聲音
[00:02:42.000 --> 00:02:44.320]  還掛念著 還捨不得
[00:02:44.320 --> 00:02:49.600]  就是說你由怕轉移到用感情來對待這個怕
[00:02:49.600 --> 00:02:51.600]  這麼有趣的 用感情來對待
[00:02:51.600 --> 00:02:53.600]  最後你不怕那個人了
[00:02:53.600 --> 00:02:55.880]  因為你覺得接受到他了
[00:02:55.880 --> 00:02:58.680]  今天我講三件事
[00:02:58.680 --> 00:03:00.320]  第一件事就是
[00:03:00.320 --> 00:03:02.640]  其實有癌症
[00:03:02.640 --> 00:03:05.680]  我相信在座有些病友 有些家屬在這裡
[00:03:05.680 --> 00:03:08.560]  我太太是胰臟癌去世的
[00:03:08.560 --> 00:03:11.480]  胰臟癌是越來越多人的
[00:03:11.480 --> 00:03:15.400]  很多人的 以前沒什麼人認識這個名字
[00:03:15.400 --> 00:03:21.480]  現在報紙 醫院 教會 學校 上班地方
[00:03:21.480 --> 00:03:24.400]  都很多人診斷了是這種病
[00:03:24.400 --> 00:03:28.120]  但是這種病 其實真的要醫生
[00:03:28.120 --> 00:03:30.640]  完全可以解釋裡面的範圍
[00:03:30.640 --> 00:03:31.800]  我們都不懂得解釋
[00:03:31.800 --> 00:03:36.400]  因為都有分開 而滑 而撞
[00:03:36.400 --> 00:03:40.000]  那些位置都影響到嚴重程度不同的
[00:03:40.000 --> 00:03:41.440]  所以第一件事
[00:03:41.440 --> 00:03:43.040]  應付焦慮最好的辦法是什麼呢
[00:03:43.040 --> 00:03:45.360]  就是認識這個病
[00:03:45.360 --> 00:03:47.360]  我們不是醫生
[00:03:47.360 --> 00:03:49.200]  就算是醫生也好
[00:03:49.200 --> 00:03:51.080]  都未必每個醫生都認識
[00:03:51.080 --> 00:03:54.440]  這種癌症的 不知道的
[00:03:54.440 --> 00:03:57.840]  所以如果你說怕呢
[00:03:57.840 --> 00:03:58.880]  怕得不得了
[00:03:58.880 --> 00:04:02.160]  就是因為你不明白裡面是什麼
[00:04:02.160 --> 00:04:03.800]  所以怕得不得了
[00:04:03.800 --> 00:04:06.360]  如果你看一下醫學的書
[00:04:06.360 --> 00:04:10.680]  聽一些很有解釋能力的醫務人員
[00:04:10.680 --> 00:04:12.960]  他很有經驗過這種病的病人
[00:04:12.960 --> 00:04:15.320]  很多種的 還要一個舉例
[00:04:15.320 --> 00:04:16.080]  還有很多種
[00:04:16.080 --> 00:04:17.840]  你聽完之後就覺得
[00:04:17.840 --> 00:04:21.800]  哦 大不了是這個範圍而已
[00:04:21.800 --> 00:04:23.560]  你聽到這個範圍呢
[00:04:23.560 --> 00:04:25.240]  就是怕極有限了
[00:04:25.240 --> 00:04:26.960]  已經限制了怕了
[00:04:26.960 --> 00:04:28.680]  不要讓它一直放大
[00:04:28.680 --> 00:04:30.000]  一直誇張
[00:04:30.000 --> 00:04:31.960]  其實你已經好一半了
[00:04:31.960 --> 00:04:34.880]  因為你覺得 起碼我睡得著
[00:04:34.880 --> 00:04:37.960]  因為我知道睡醒再怕過
[00:04:37.960 --> 00:04:40.000]  如果不是不夠時間怕
[00:04:40.000 --> 00:04:41.320]  就是不夠精神去怕
[00:04:41.320 --> 00:04:42.840]  那就免得怕了
[00:04:42.840 --> 00:04:44.680]  有時候好像開玩笑 但是是真的
[00:04:44.680 --> 00:04:48.040]  那個心路歷程真的有精神才會怕
[00:04:48.040 --> 00:04:49.840]  如果你沒有精神去怕
[00:04:49.840 --> 00:04:51.240]  你這個人就完全下型了
[00:04:51.240 --> 00:04:53.160]  人家說你為什麼收這麼多
[00:04:53.160 --> 00:04:56.000]  胡說八道 整天發脾氣 這麼生氣
[00:04:56.000 --> 00:04:57.440]  就因為你不夠精神
[00:04:57.440 --> 00:04:59.360]  所以病人最重要是什麼呢
[00:04:59.360 --> 00:05:01.080]  最重要是休息夠
[00:05:01.080 --> 00:05:04.120]  你休息夠 你覺得你自己很穩定
[00:05:04.120 --> 00:05:05.400]  我做心理學家
[00:05:05.400 --> 00:05:08.760]  我最重要就是看平不平衡
[00:05:08.760 --> 00:05:10.440]  心理平衡 什麼叫心理平衡呢
[00:05:10.440 --> 00:05:12.960]  就是你對人和對事
[00:05:12.960 --> 00:05:15.800]  近乎是正常人的反應
[00:05:15.800 --> 00:05:17.480]  那你就心理平衡了
[00:05:17.480 --> 00:05:20.920]  如果你整天都猜別人很陰險的
[00:05:20.920 --> 00:05:23.120]  說話針對我的
[00:05:23.120 --> 00:05:25.160]  或者故意說有骨的
[00:05:25.160 --> 00:05:27.800]  其實那個人問心說真的沒有骨的
[00:05:27.800 --> 00:05:28.920]  不針對你的
[00:05:28.920 --> 00:05:30.840]  那你自己心理不平衡了
[00:05:30.840 --> 00:05:33.320]  你是超過了一般人的想法
[00:05:33.320 --> 00:05:35.480]  所以你想知道自己平不平衡呢
[00:05:35.480 --> 00:05:38.000]  你將你的想法告訴五個人
[00:05:38.000 --> 00:05:40.040]  如果五個人說我沒有你這樣的想法
[00:05:40.040 --> 00:05:41.240]  每個人都說沒有
[00:05:41.240 --> 00:05:43.000]  那你就知道 哎呀 糟了
[00:05:43.000 --> 00:05:45.200]  原來我歪歪的
[00:05:45.200 --> 00:05:48.640]  當然你不要找五個心理不平衡的人問
[00:05:48.640 --> 00:05:51.120]  這個要找清楚
[00:05:51.120 --> 00:05:54.520]  你知道很多人都很平衡的
[00:05:54.520 --> 00:05:58.400]  原因就是沒什麼大事刺激過
[00:05:58.400 --> 00:06:00.000]  比較順利的人
[00:06:00.000 --> 00:06:03.560]  通常想的東西都是有點紋路的
[00:06:03.560 --> 00:06:05.320]  不會放在一邊的
[00:06:05.320 --> 00:06:07.040]  但是如果你遇到的人
[00:06:07.040 --> 00:06:09.040]  全部都很多波浪那些
[00:06:09.040 --> 00:06:12.560]  家裏剛好有很嚴重的事情發生
[00:06:12.560 --> 00:06:14.480]  他整個人都很緊張
[00:06:14.480 --> 00:06:17.280]  所以他想的東西都是緊迫一點的
[00:06:17.280 --> 00:06:18.960]  所以你要找一些心理平衡
[00:06:18.960 --> 00:06:21.760]  所以你說回教會
[00:06:21.760 --> 00:06:23.680]  這個不是賣告白 是真的
[00:06:23.680 --> 00:06:26.520]  教會的人心理平衡一點的
[00:06:26.520 --> 00:06:28.920]  特別是星期天
[00:06:28.920 --> 00:06:30.160]  為什麼呢
[00:06:30.160 --> 00:06:34.080]  因為他們信 有平安
[00:06:34.080 --> 00:06:35.600]  他們信
[00:06:35.600 --> 00:06:37.240]  他們信不是一個神話
[00:06:37.240 --> 00:06:40.400]  他們覺得平安就在上帝那裡
[00:06:40.400 --> 00:06:42.080]  我越走近他們
[00:06:42.080 --> 00:06:43.680]  我就會很定的
[00:06:43.680 --> 00:06:45.520]  他們會救我的
[00:06:45.520 --> 00:06:47.320]  我想不通
[00:06:47.320 --> 00:06:48.920]  他們就會給我一些聰明
[00:06:48.920 --> 00:06:50.720]  突然間想一想就想通了
[00:06:50.720 --> 00:06:53.160]  他越信他們越定
[00:06:53.160 --> 00:06:56.960]  加上他們覺得教會是一個祝福人的地方
[00:06:56.960 --> 00:06:59.280]  教會很少人說
[00:06:59.280 --> 00:07:02.920]  每天都說你很固執 很危險
[00:07:02.920 --> 00:07:05.000]  教會不會的 教會永遠都跟你說
[00:07:05.000 --> 00:07:06.560]  願你平安的
[00:07:06.560 --> 00:07:08.240]  外面街上的人就不是這樣說
[00:07:08.240 --> 00:07:11.400]  外面街上的人就說固執 很危險
[00:07:11.400 --> 00:07:13.640]  教會對危險的看法不是這樣看的
[00:07:13.640 --> 00:07:16.360]  覺得有上帝沒有什麼是危險的
[00:07:16.360 --> 00:07:19.240]  所以你覺得你跟一群很定的人坐在一起
[00:07:19.240 --> 00:07:20.920]  無形中
[00:07:20.920 --> 00:07:22.120]  你覺得這個人好像
[00:07:22.120 --> 00:07:24.960]  不知道為什麼心情鬆了
[00:07:24.960 --> 00:07:27.160]  好像呼吸都慢了一點
[00:07:27.160 --> 00:07:28.920]  沒那麼急 脈搏
[00:07:28.920 --> 00:07:30.720]  心情沒那麼快
[00:07:30.720 --> 00:07:31.800]  這個很重要
[00:07:31.800 --> 00:07:33.560]  如果你加上你這個人
[00:07:33.560 --> 00:07:36.200]  喜歡看聖經 唱聖詩
[00:07:36.200 --> 00:07:38.120]  這些是很真實的平安
[00:07:38.120 --> 00:07:43.080]  你感覺到貼近十個平安程度
[00:07:43.080 --> 00:07:46.360]  像你小時候還沒懂得游泳的時候
[00:07:46.360 --> 00:07:48.760]  你一泡水 旁邊那個人會游泳
[00:07:48.760 --> 00:07:51.320]  一扶你 你整個人定了
[00:07:51.320 --> 00:07:52.920]  所以這個是很需要的
[00:07:52.920 --> 00:07:54.880]  好了 現在就講一下
[00:07:54.880 --> 00:07:57.680]  其實一般人怎麼想
[00:07:57.680 --> 00:08:02.360]  最近這兩個月我遇到很多癌症的朋友
[00:08:02.360 --> 00:08:05.200]  特別是藝人之家的朋友
[00:08:05.200 --> 00:08:07.080]  很多時候跟他們聊很長時間
[00:08:07.080 --> 00:08:09.040]  有個藝人托了我
[00:08:09.040 --> 00:08:10.520]  他快去世了
[00:08:10.520 --> 00:08:13.400]  做了錄影 跟他訪問
[00:08:13.400 --> 00:08:14.920]  想想人生
[00:08:14.920 --> 00:08:16.600]  他教訓我很多東西
[00:08:16.600 --> 00:08:17.440]  真的教訓
[00:08:17.440 --> 00:08:18.880]  他第一件事教我的是什麼呢?
[00:08:18.880 --> 00:08:22.880]  他說 你知不知道我馬上心情好
[00:08:22.880 --> 00:08:23.640]  是靠什麼?
[00:08:23.640 --> 00:08:25.640]  我說沒有 我沒有做這個研究
[00:08:25.640 --> 00:08:29.480]  他說心情好就是當醫生跟他說
[00:08:29.480 --> 00:08:32.040]  你看那部片子
[00:08:32.040 --> 00:08:35.280]  癌症
[00:08:35.280 --> 00:08:37.680]  他怎麼反應呢?
[00:08:37.680 --> 00:08:39.280]  他就問醫生
[00:08:39.280 --> 00:08:41.480]  可不可以大聲一點
[00:08:41.480 --> 00:08:42.600]  醫生就說
[00:08:42.600 --> 00:08:44.800]  癌症
[00:08:44.800 --> 00:08:46.720]  接著呢
[00:08:46.720 --> 00:08:49.200]  可不可以再大聲一點
[00:08:49.200 --> 00:08:52.520]  醫生就說癌症
[00:08:52.520 --> 00:08:55.560]  他老公的眼淚
[00:08:55.560 --> 00:08:58.880]  啪啪啪 哭出來
[00:08:58.880 --> 00:09:00.680]  這位朋友
[00:09:00.680 --> 00:09:01.640]  這位藝人
[00:09:01.640 --> 00:09:04.000]  這位明星
[00:09:04.000 --> 00:09:06.440]  他就沒有哭
[00:09:06.440 --> 00:09:08.160]  他突然間
[00:09:08.160 --> 00:09:10.440]  我腦海裏湧出什麼呢?
[00:09:10.440 --> 00:09:12.120]  就是鄭秀文一首歌
[00:09:12.120 --> 00:09:15.400]  《上帝有預備》
[00:09:15.400 --> 00:09:21.440]  我一想起上帝一早必定有預備
[00:09:21.440 --> 00:09:23.480]  我哭不出來
[00:09:23.480 --> 00:09:25.560]  還很定情的
[00:09:25.560 --> 00:09:28.240]  安慰老公
[00:09:28.240 --> 00:09:29.240]  你想想
[00:09:29.240 --> 00:09:33.560]  由一個被人肯定了癌症的人
[00:09:33.560 --> 00:09:35.520]  去安慰一個人
[00:09:35.520 --> 00:09:38.000]  不容易的 應該是相反的
[00:09:38.000 --> 00:09:40.160]  接著他沒事
[00:09:40.160 --> 00:09:42.560]  我說很難得
[00:09:42.560 --> 00:09:44.680]  他問我 你怎麼分析我呢?
[00:09:44.680 --> 00:09:46.200]  我說分析就是
[00:09:46.200 --> 00:09:49.280]  如果你相信任何事發生
[00:09:49.280 --> 00:09:52.040]  甚至你兒子
[00:09:52.040 --> 00:09:53.360]  全部不合格
[00:09:53.360 --> 00:09:54.760]  要出校
[00:09:54.760 --> 00:09:57.680]  你說上帝有預備
[00:09:57.680 --> 00:09:59.000]  如果你老公失業
[00:09:59.000 --> 00:10:01.200]  上帝有預備
[00:10:01.200 --> 00:10:03.520]  你猜你沒有了什麼呢?
[00:10:03.520 --> 00:10:05.880]  你沒有了憤怒
[00:10:05.880 --> 00:10:08.120]  病最要命的就是
[00:10:08.120 --> 00:10:09.800]  一知是病
[00:10:09.800 --> 00:10:11.560]  你不用一二三四五
[00:10:11.560 --> 00:10:14.320]  一定生氣的
[00:10:14.320 --> 00:10:16.000]  為什麼生氣呢?
[00:10:16.000 --> 00:10:18.400]  為什麼是我?
[00:10:18.400 --> 00:10:20.800]  起碼醫生應該是你病
[00:10:20.800 --> 00:10:23.600]  你這麼多傳染接觸
[00:10:23.600 --> 00:10:24.680]  最抵病是你
[00:10:24.680 --> 00:10:26.160]  賺那麼多錢
[00:10:26.160 --> 00:10:29.640]  就是說我們每個人都不生氣
[00:10:29.640 --> 00:10:31.720]  如果全香港人一起生癌症
[00:10:31.720 --> 00:10:34.040]  你覺得很舒服的
[00:10:34.040 --> 00:10:36.160]  正如你以前不合格
[00:10:36.160 --> 00:10:37.960]  聽到全部同學都不合格
[00:10:37.960 --> 00:10:39.360]  感覺很舒服
[00:10:39.360 --> 00:10:41.240]  還低分我更開心
[00:10:41.240 --> 00:10:42.360]  這個感覺
[00:10:42.360 --> 00:10:44.120]  但偏偏是我不合格
[00:10:44.120 --> 00:10:45.640]  有沒有搞錯
[00:10:45.640 --> 00:10:49.040]  你第一時間會看一張卷
[00:10:49.040 --> 00:10:50.880]  有沒有算錯分數
[00:10:50.880 --> 00:10:52.440]  這個是我們讀過小學
[00:10:52.440 --> 00:10:53.520]  都明白這個道理的
[00:10:53.520 --> 00:10:55.600]  可能他進錯位
[00:10:55.600 --> 00:10:56.920]  可能是60
[00:10:56.920 --> 00:10:58.120]  不是50
[00:10:58.120 --> 00:10:59.680]  我一定查的
[00:10:59.680 --> 00:11:01.400]  所以這麼多人查卷
[00:11:01.400 --> 00:11:04.000]  病都要查卷
[00:11:04.000 --> 00:11:05.360]  你有沒有說錯
[00:11:05.360 --> 00:11:06.920]  你有沒有看錯
[00:11:06.920 --> 00:11:07.760]  第一個假設
[00:11:07.760 --> 00:11:09.080]  沒理由是我錯的
[00:11:09.080 --> 00:11:10.440]  是你錯的
[00:11:10.440 --> 00:11:12.520]  我們要經過一個階段去接受
[00:11:12.520 --> 00:11:14.280]  原來是我有問題
[00:11:14.280 --> 00:11:15.320]  是我錯的
[00:11:15.320 --> 00:11:16.760]  那個階段
[00:11:16.760 --> 00:11:19.200]  是一個很憤怒的由頭
[00:11:19.200 --> 00:11:21.200]  到最後證明
[00:11:21.200 --> 00:11:22.200]  是我了
[00:11:22.200 --> 00:11:23.960]  憤怒就完了
[00:11:23.960 --> 00:11:25.800]  憤怒是不憤氣的意思
[00:11:25.800 --> 00:11:27.960]  所以如果你是家屬
[00:11:27.960 --> 00:11:30.440]  你見到很多人在家裡
[00:11:30.440 --> 00:11:31.240]  久不久
[00:11:31.240 --> 00:11:32.240]  甚至天天
[00:11:32.240 --> 00:11:32.760]  過了一段時間
[00:11:32.760 --> 00:11:34.080]  都有些不憤氣的
[00:11:34.080 --> 00:11:35.600]  經常問一個問題
[00:11:35.600 --> 00:11:38.520]  為什麼我會病
[00:11:38.520 --> 00:11:41.600]  你知道我們中國人
[00:11:41.600 --> 00:11:42.600]  外國人都有些
[00:11:42.600 --> 00:11:43.520]  不過中國人最多
[00:11:43.520 --> 00:11:46.320]  就是有沒有人詛咒我
[00:11:46.320 --> 00:11:49.000]  我去過街市
[00:11:49.000 --> 00:11:51.760]  那個街市婆婆說
[00:11:51.760 --> 00:11:53.080]  你活該你病了
[00:11:53.080 --> 00:11:55.080]  我聽到這樣的東西
[00:11:55.080 --> 00:11:57.400]  她詛咒我
[00:11:57.400 --> 00:12:00.360]  如果你覺得被人詛咒
[00:12:00.360 --> 00:12:02.760]  你就有創傷後遺症
[00:12:02.760 --> 00:12:04.640]  你就覺得
[00:12:04.640 --> 00:12:06.040]  我知道這個來源
[00:12:06.040 --> 00:12:08.440]  是因為有人抹黑我
[00:12:08.440 --> 00:12:10.280]  所以我被他抹黑了
[00:12:10.280 --> 00:12:12.280]  所以我病
[00:12:12.280 --> 00:12:14.680]  第二樣想什麼
[00:12:14.680 --> 00:12:16.080]  誰激動我病
[00:12:16.080 --> 00:12:17.080]  一看
[00:12:17.080 --> 00:12:19.080]  是這個臭小子
[00:12:19.080 --> 00:12:20.800]  我們要找些人去賴
[00:12:20.800 --> 00:12:22.320]  所以老公
[00:12:22.320 --> 00:12:23.360]  兒子
[00:12:23.360 --> 00:12:23.960]  女兒
[00:12:23.960 --> 00:12:25.960]  那些全部都入選
[00:12:25.960 --> 00:12:27.080]  逐個對
[00:12:27.080 --> 00:12:28.800]  看誰搞到我這樣
[00:12:28.800 --> 00:12:30.360]  對 捱到我這樣
[00:12:30.360 --> 00:12:31.920]  最後變成這樣
[00:12:31.920 --> 00:12:33.000]  就是說
[00:12:33.000 --> 00:12:35.320]  生氣是要找一個人
[00:12:35.320 --> 00:12:37.880]  或者找一班人來吃掉它
[00:12:37.880 --> 00:12:40.120]  這個罪名要給一個人
[00:12:40.120 --> 00:12:42.120]  給了其實沒有益處
[00:12:42.120 --> 00:12:45.040]  給了只是增加你繼續生氣的理由
[00:12:45.040 --> 00:12:46.360]  但是你的人
[00:12:46.360 --> 00:12:47.600]  是活在生氣裡面的
[00:12:47.600 --> 00:12:50.000]  所以我想第一樣問題問你
[00:12:50.000 --> 00:12:52.000]  如果我們家裡有一個病的人
[00:12:52.000 --> 00:12:54.920]  而家庭是沒有歸咎於任何人
[00:12:54.920 --> 00:12:57.920]  家裡是沒有憤怒的病人
[00:12:57.920 --> 00:12:59.520]  這個祝福
[00:12:59.520 --> 00:13:01.040]  這個很漂亮的
[00:13:01.040 --> 00:13:03.240]  雖然你說 但是還有病
[00:13:03.240 --> 00:13:05.400]  病最恐怖的不是病
[00:13:05.400 --> 00:13:08.400]  是病影響了我們的關係
[00:13:08.400 --> 00:13:11.720]  就是有人說你搞到我病
[00:13:11.720 --> 00:13:15.560]  有人成為了被人天天罵的對象
[00:13:15.560 --> 00:13:17.800]  而罵人都很不開心
[00:13:17.800 --> 00:13:20.560]  永遠都感覺到為什麼我們搞成這樣
[00:13:20.560 --> 00:13:22.320]  為什麼家裡變成這樣
[00:13:22.320 --> 00:13:23.640]  所以第一件事就是
[00:13:23.640 --> 00:13:25.480]  如果我做心理看
[00:13:25.480 --> 00:13:27.480]  病首先要截住
[00:13:27.480 --> 00:13:30.000]  不要被病的影響
[00:13:30.000 --> 00:13:31.880]  去到我們的關係那裡
[00:13:31.880 --> 00:13:34.520]  還有去到我們的知覺那裡
[00:13:34.520 --> 00:13:35.840]  接受病就是病
[00:13:35.840 --> 00:13:38.120]  但是不帶有其它的東西
[00:13:38.120 --> 00:13:39.560]  要練成這樣
[00:13:39.560 --> 00:13:41.360]  你說這些東西要問你很久了
[00:13:41.360 --> 00:13:43.960]  所以一會兒我們一起談這個問題
[00:13:43.960 --> 00:13:45.360]  但是那個焦慮就是
[00:13:45.360 --> 00:13:47.760]  當我肯定是這樣的時候
[00:13:47.760 --> 00:13:49.760]  我就會擔心
[00:13:49.760 --> 00:13:51.240]  我們的關係會很壞
[00:13:51.240 --> 00:13:54.000]  你知道今天坐在那裡滿了人
[00:13:54.000 --> 00:13:56.800]  我不知道誰有病
[00:13:56.800 --> 00:13:58.800]  但是有件事你很幸福
[00:13:58.800 --> 00:14:03.320]  在病的時候你知道誰最愛你
[00:14:03.320 --> 00:14:05.520]  就是跟你來的人
[00:14:05.520 --> 00:14:07.520]  陪你看醫生的人
[00:14:07.520 --> 00:14:09.280]  提醒你幾點吃藥的人
[00:14:09.280 --> 00:14:11.480]  甚至比你早起床
[00:14:11.480 --> 00:14:14.840]  預備出門見醫生的人
[00:14:14.840 --> 00:14:16.840]  你沒有病你不知道誰愛你的
[00:14:16.840 --> 00:14:19.360]  你沒有病還以為每個人都挺好的
[00:14:19.360 --> 00:14:21.960]  每個人都拿了一封利是給他
[00:14:21.960 --> 00:14:23.960]  每個人都感謝我
[00:14:23.960 --> 00:14:25.960]  你一般處理
[00:14:25.960 --> 00:14:28.440]  但是病是看到最好的關係
[00:14:28.440 --> 00:14:30.440]  甚至有時候你會說
[00:14:30.440 --> 00:14:32.440]  你不後悔嫁給這個人
[00:14:32.440 --> 00:14:34.120]  或者娶他的老婆
[00:14:34.120 --> 00:14:36.920]  在病那裡肯定了這件事
[00:14:36.920 --> 00:14:39.320]  如果家裡沒有災難性的東西
[00:14:39.320 --> 00:14:42.160]  愛是驗證不了的
[00:14:42.160 --> 00:14:44.520]  特別大家又喝又吃
[00:14:44.520 --> 00:14:46.520]  開開心心去旅行
[00:14:46.520 --> 00:14:50.800]  你真的不知道那個愛是何以見得的
[00:14:50.800 --> 00:14:52.200]  病你知道的
[00:14:52.200 --> 00:14:54.200]  病不是你辛苦
[00:14:54.200 --> 00:14:56.680]  是有人肯陪你經過這個辛苦
[00:14:56.680 --> 00:14:58.360]  他也一起去辛苦
[00:14:58.360 --> 00:15:00.120]  這個很精彩
[00:15:00.120 --> 00:15:01.560]  所以有時候有些人說
[00:15:01.560 --> 00:15:04.040]  為什麼有些病的家庭
[00:15:04.040 --> 00:15:07.000]  經過了病甚至去世
[00:15:07.000 --> 00:15:09.000]  但是竟然在回憶裡面
[00:15:09.000 --> 00:15:10.200]  回憶
[00:15:10.200 --> 00:15:13.400]  他不覺得這是一個災難
[00:15:13.400 --> 00:15:17.160]  他接受這是一個很失意的東西
[00:15:17.160 --> 00:15:19.480]  但是裡面還剩下很多東西
[00:15:19.480 --> 00:15:22.760]  這個病沒有是拿不到的
[00:15:22.760 --> 00:15:24.040]  是拿不到的
[00:15:24.040 --> 00:15:26.040]  這個是50/50的
[00:15:26.040 --> 00:15:28.040]  比如我太太去世
[00:15:28.040 --> 00:15:32.520]  我太太有一句禮物送給我
[00:15:32.520 --> 00:15:34.520]  你真是不離不棄
[00:15:34.520 --> 00:15:36.520]  我從來都沒聽過這四個字
[00:15:36.520 --> 00:15:40.520]  不離不棄 很沉
[00:15:40.520 --> 00:15:42.520]  情人節那一晚
[00:15:42.520 --> 00:15:45.880]  我就拿回她那疊信
[00:15:45.880 --> 00:15:47.880]  她每天都寫日記
[00:15:47.880 --> 00:15:49.880]  很厚
[00:15:49.880 --> 00:15:51.880]  兩寸多
[00:15:51.880 --> 00:15:55.880]  我數一下寫不離不棄有多少次
[00:15:55.880 --> 00:15:57.880]  我數到第五次我不想再數下去
[00:15:57.880 --> 00:15:59.880]  我不想再數下去
[00:15:59.880 --> 00:16:04.680]  就是被人說你是一個不離不棄的人
[00:16:04.680 --> 00:16:06.680]  其實很高榮譽的
[00:16:06.680 --> 00:16:08.680]  你想一下人生
[00:16:08.680 --> 00:16:10.680]  你曾經對一個人好
[00:16:10.680 --> 00:16:12.680]  在什麼時候就有機會
[00:16:12.680 --> 00:16:16.680]  就是在他很麻煩的時候
[00:16:16.680 --> 00:16:18.680]  你不放棄他
[00:16:18.680 --> 00:16:22.680]  這個經驗是你人生的代表作
[00:16:22.680 --> 00:16:24.680]  是你的代表作
[00:16:24.680 --> 00:16:26.680]  但同樣最快樂是什麼呢
[00:16:26.680 --> 00:16:28.680]  最快樂就是在經驗那裡
[00:16:28.680 --> 00:16:30.680]  你發現你有機會
[00:16:30.680 --> 00:16:34.680]  曾經和他最困難的時候一起
[00:16:34.680 --> 00:16:36.680]  我看一本書叫做
[00:16:36.680 --> 00:16:40.680]  治療的對談
[00:16:40.680 --> 00:16:42.680]  是一個記者寫的
