
[00:00:00.000 --> 00:00:02.560]  這個題目很有創意
[00:01:50.480 --> 00:01:51.440]  你贏了
[00:01:51.440 --> 00:01:52.960]  你老婆的歡心
[00:01:52.960 --> 00:01:54.000]  你叫贏
[00:01:54.000 --> 00:01:55.680]  但有些人真的這樣說
[00:01:55.680 --> 00:01:56.880]  他從頭輸到尾
[00:01:56.880 --> 00:01:57.680]  一輩子都是
[00:01:57.680 --> 00:01:59.360]  什麼都輸
[00:01:59.360 --> 00:02:00.400]  你信不信呢
[00:02:00.400 --> 00:02:01.840]  我相信他是誇張
[00:02:01.840 --> 00:02:02.960]  因為他不當贏
[00:02:02.960 --> 00:02:04.240]  這叫贏的
[00:02:04.240 --> 00:02:05.440]  他不當
[00:02:05.440 --> 00:02:07.840]  你問《約書亞》
[00:02:07.840 --> 00:02:09.200]  或者當時意識的人
[00:02:09.200 --> 00:02:10.000]  他都會這樣說
[00:02:10.000 --> 00:02:11.280]  就是說
[00:02:11.280 --> 00:02:14.160]  有贏過
[00:02:14.160 --> 00:02:19.440]  不過不等於下次贏
[00:02:19.440 --> 00:02:21.440]  很多今日始
[00:02:21.440 --> 00:02:23.600]  很多病人
[00:02:23.600 --> 00:02:26.480]  癌症
[00:02:26.480 --> 00:02:30.160]  他就好回來了
[00:02:30.160 --> 00:02:32.240]  你猜他的親戚
[00:02:32.240 --> 00:02:34.320]  還沒信耶穌的
[00:02:34.320 --> 00:02:35.680]  有沒有因為他好了
[00:02:35.680 --> 00:02:38.000]  信了耶穌呢
[00:02:38.000 --> 00:02:40.160]  不多
[00:02:40.160 --> 00:02:40.880]  反過來
[00:02:40.880 --> 00:02:42.160]  他還沒好的時候
[00:02:42.160 --> 00:02:43.440]  那些人就說
[00:02:43.440 --> 00:02:45.600]  哇 醫生說你沒得治
[00:02:45.600 --> 00:02:46.400]  如果你好了
[00:02:46.400 --> 00:02:48.800]  我馬上信耶穌
[00:02:48.800 --> 00:02:50.080]  但是他好了之後
[00:02:50.080 --> 00:02:51.600]  那些人沒信耶穌
[00:02:51.600 --> 00:02:53.840]  那些人沒有
[00:02:53.840 --> 00:02:55.200]  因為那些人說
[00:02:55.200 --> 00:02:56.800]  這麼巧
[00:02:56.800 --> 00:02:57.760]  還有
[00:02:57.760 --> 00:02:59.760]  有些沒有宗教信仰的
[00:02:59.760 --> 00:03:01.360]  都治好了
[00:03:01.360 --> 00:03:03.840]  不一定是神醫好你的
[00:03:03.840 --> 00:03:07.360]  贏 輸 得 失
[00:03:07.360 --> 00:03:10.640]  很多歸因
[00:03:10.640 --> 00:03:12.720]  我上個星期去一個安息禮拜
[00:03:12.720 --> 00:03:14.720]  那個牧師更厲害
[00:03:14.720 --> 00:03:18.320]  他說他姐姐
[00:03:18.320 --> 00:03:20.080]  已經證實了
[00:03:20.080 --> 00:03:22.160]  護士幫她打包
[00:03:22.160 --> 00:03:23.120]  打包
[00:03:23.120 --> 00:03:24.320]  斷了氣
[00:03:24.320 --> 00:03:27.040]  醫生都證實死了
[00:03:27.040 --> 00:03:27.920]  打包的時候
[00:03:27.920 --> 00:03:30.960]  挾起身
[00:03:30.960 --> 00:03:33.440]  挾起身
[00:03:33.440 --> 00:03:34.960]  不但挾起身
[00:03:34.960 --> 00:03:36.160]  還說
[00:03:36.160 --> 00:03:40.000]  我去了一個地方
[00:03:40.000 --> 00:03:43.760]  很光明
[00:03:43.760 --> 00:03:47.600]  我看回那張床
[00:03:47.600 --> 00:03:51.440]  看見你們哭
[00:03:51.440 --> 00:03:53.040]  這個死者是一個傳道人
[00:03:53.040 --> 00:03:54.240]  當時是傳道人
[00:03:54.240 --> 00:03:55.920]  她也嫁給一個傳道人
[00:03:55.920 --> 00:03:57.680]  她看見她的老公
[00:03:57.680 --> 00:04:00.080]  她的兒女哭
[00:04:00.080 --> 00:04:03.280]  然後聲音跟他說
[00:04:03.280 --> 00:04:06.000]  你回去照顧他們吧
[00:04:06.000 --> 00:04:09.600]  於是她就挾起身
[00:04:09.600 --> 00:04:10.720]  不但這樣
[00:04:10.720 --> 00:04:12.720]  當時她年輕
[00:04:12.720 --> 00:04:17.360]  後來還生了個兒女
[00:04:17.360 --> 00:04:19.680]  不過
[00:04:19.680 --> 00:04:23.920]  這件事有多少人信了耶穌呢
[00:04:23.920 --> 00:04:26.320]  不多
[00:04:26.320 --> 00:04:28.480]  所以有時你會想
[00:04:28.480 --> 00:04:30.160]  當你看聖經的時候
[00:04:30.160 --> 00:04:32.960]  你看到很多勝利
[00:04:32.960 --> 00:04:35.200]  但是否勝利就影響到
[00:04:35.200 --> 00:04:37.600]  贏的本身那班人
[00:04:37.600 --> 00:04:39.200]  信心都堅定了
[00:04:39.200 --> 00:04:40.000]  都不一定
[00:04:40.000 --> 00:04:41.840]  人很脆弱
[00:04:41.840 --> 00:04:44.080]  上帝何時幫過你
[00:04:44.080 --> 00:04:45.600]  不用兩個月
[00:04:45.600 --> 00:04:47.200]  你可以忘記了
[00:04:47.200 --> 00:04:49.600]  你可以怕他震撼
[00:04:49.600 --> 00:04:52.240]  當你看這些歷史
[00:04:52.240 --> 00:04:53.840]  在聖經記載
[00:04:53.840 --> 00:04:55.520]  很多事都是想起自己
[00:04:55.520 --> 00:04:57.920]  是很精彩的
[00:04:57.920 --> 00:04:59.840]  不要罵人家信心不夠
[00:04:59.840 --> 00:05:01.520]  而是問自己
[00:05:01.520 --> 00:05:03.600]  究竟我自己憑什麼
[00:05:03.600 --> 00:05:05.760]  面對這個痛苦呢
[00:05:05.760 --> 00:05:08.800]  讓我看幾節聖經來提醒大家
[00:05:08.800 --> 00:05:10.000]  雖然你不用揭
[00:05:10.000 --> 00:05:12.800]  我講一講很簡單給你知道
[00:05:12.800 --> 00:05:15.280]  當時耶利哥
[00:05:15.280 --> 00:05:16.400]  為什麼贏呢
[00:05:16.400 --> 00:05:20.640]  因為在約書亞的六章
[00:05:20.640 --> 00:05:22.560]  耶和華和約書亞說
[00:05:22.560 --> 00:05:25.600]  我已經將耶利哥
[00:05:25.600 --> 00:05:27.520]  和耶利哥的王
[00:05:27.520 --> 00:05:29.840]  和英勇的戰士
[00:05:29.840 --> 00:05:33.840]  全部交給你了
[00:05:33.840 --> 00:05:35.040]  我已經
[00:05:35.040 --> 00:05:37.280]  就是說你還沒打
[00:05:37.280 --> 00:05:38.880]  我安排了
[00:05:38.880 --> 00:05:41.360]  這班人輸給你了
[00:05:41.360 --> 00:05:42.640]  地方輸給你
[00:05:42.640 --> 00:05:44.240]  皇帝輸給你
[00:05:44.240 --> 00:05:46.800]  英勇的戰士
[00:05:46.800 --> 00:05:50.400]  就是說多厲害的軍隊
[00:05:50.400 --> 00:05:51.440]  都輸給你了
[00:05:51.440 --> 00:05:53.440]  全部交給你了
[00:05:53.440 --> 00:05:56.560]  於是約書亞怎麼準備打呢
[00:05:56.560 --> 00:05:57.840]  他就說
[00:05:57.840 --> 00:06:01.280]  約衛出現和吹起國聲
[00:06:01.280 --> 00:06:02.720]  有一個象徵
[00:06:02.720 --> 00:06:05.360]  就是神為以色列打仗
[00:06:05.360 --> 00:06:07.440]  那場仗就贏了
[00:06:07.440 --> 00:06:08.240]  很快吹
[00:06:08.240 --> 00:06:09.440]  蒙太奇手法
[00:06:09.440 --> 00:06:11.040]  就講到這裡了
[00:06:11.040 --> 00:06:13.360]  我想問問你
[00:06:13.360 --> 00:06:14.800]  如果你
[00:06:14.800 --> 00:06:18.160]  看到自己當時在現場
[00:06:18.160 --> 00:06:20.480]  吹起國聲
[00:06:20.480 --> 00:06:21.520]  然後
[00:06:21.520 --> 00:06:23.680]  耶利哥失手
[00:06:23.680 --> 00:06:25.840]  你贏了
[00:06:25.840 --> 00:06:29.840]  你感覺怎麼樣
[00:06:29.840 --> 00:06:32.160]  嘩 比倒閉更容易
[00:06:32.160 --> 00:06:33.280]  真的容易
[00:06:33.280 --> 00:06:36.160]  我想你覺得沒有汗流過
[00:06:36.160 --> 00:06:37.440]  衣服都不用洗
[00:06:37.440 --> 00:06:38.480]  那就打完仗了
[00:06:38.480 --> 00:06:40.320]  有沒有這樣的仗呢
[00:06:40.320 --> 00:06:40.880]  我想問你
[00:06:40.880 --> 00:06:43.600]  你人生有沒有試過
[00:06:43.600 --> 00:06:47.600]  是動都不用動的
[00:06:47.600 --> 00:06:49.200]  彈手琴而已
[00:06:49.200 --> 00:06:51.120]  那就行了
[00:06:51.120 --> 00:06:54.400]  容易到你不相信那麼容易
[00:06:54.400 --> 00:06:55.280]  但出現了
[00:06:55.280 --> 00:06:56.240]  好了
[00:06:56.240 --> 00:06:57.920]  不過這件事還沒講完
[00:06:57.920 --> 00:07:00.160]  在六章十七節
[00:07:00.160 --> 00:07:00.960]  神就說
[00:07:00.960 --> 00:07:02.480]  我為以色列
[00:07:02.480 --> 00:07:03.760]  就是為你們爭戰
[00:07:03.760 --> 00:07:05.600]  就是我幫你打
[00:07:05.600 --> 00:07:08.160]  但是戰利品
[00:07:08.160 --> 00:07:09.760]  是我的
[00:07:09.760 --> 00:07:11.600]  對不對
[00:07:11.600 --> 00:07:13.440]  我幫你打
[00:07:13.440 --> 00:07:15.200]  如果打贏了
[00:07:15.200 --> 00:07:16.640]  全部的東西
[00:07:16.640 --> 00:07:17.760]  你不要拿
[00:07:17.760 --> 00:07:18.720]  留給我
[00:07:18.720 --> 00:07:22.320]  是我的
[00:07:22.320 --> 00:07:22.880]  當然了
[00:07:22.880 --> 00:07:25.040]  接著你就看到第七章
[00:07:25.040 --> 00:07:26.800]  就講到阿干
[00:07:26.800 --> 00:07:28.960]  他收起了一些物件
[00:07:28.960 --> 00:07:30.880]  藏在他的帳篷裡
[00:07:30.880 --> 00:07:32.720]  那艾成那場仗
[00:07:32.720 --> 00:07:36.160]  就輸了
[00:07:36.160 --> 00:07:38.080]  這個挺好的檢討
[00:07:38.080 --> 00:07:39.600]  你想想你自己
[00:07:39.600 --> 00:07:40.560]  有時候你說
[00:07:40.560 --> 00:07:42.400]  我生意失敗
[00:07:42.400 --> 00:07:45.680]  或者我有個十元仔
[00:07:45.680 --> 00:07:47.360]  智商很差
[00:07:47.360 --> 00:07:48.640]  或者有個親人
[00:07:48.640 --> 00:07:51.120]  那年病了
[00:07:51.120 --> 00:07:53.760]  很多人回想
[00:07:53.760 --> 00:07:56.800]  好像我上一次很順利的時候
[00:07:56.800 --> 00:07:58.720]  有一些東西
[00:07:58.720 --> 00:08:01.600]  我發覺我自己
[00:08:01.600 --> 00:08:03.680]  是輕失了
[00:08:03.680 --> 00:08:05.520]  甚至有時候
[00:08:05.520 --> 00:08:09.520]  會歸功勞在自己的成功因素裡面
[00:08:09.520 --> 00:08:10.800]  告訴別人
[00:08:10.800 --> 00:08:11.840]  我多聰明
[00:08:11.840 --> 00:08:13.600]  或者那次我的奮鬥
[00:08:13.600 --> 00:08:14.400]  努力了多少年
[00:08:14.400 --> 00:08:16.400]  終於有這個成果了
[00:08:16.400 --> 00:08:18.000]  後來不用多久
[00:08:18.000 --> 00:08:19.520]  那件事出事了
[00:08:19.520 --> 00:08:20.720]  你看到出現了
[00:08:20.720 --> 00:08:22.080]  好了
[00:08:22.080 --> 00:08:24.640]  又看到當時約書亞怎麼做呢
[00:08:24.640 --> 00:08:26.400]  就跟那些長老
[00:08:26.400 --> 00:08:27.760]  禁食
[00:08:27.760 --> 00:08:29.920]  愛上
[00:08:29.920 --> 00:08:32.000]  百姓自結
[00:08:32.000 --> 00:08:34.160]  就是說他們從此知道
[00:08:34.160 --> 00:08:35.600]  現在做錯事了
[00:08:35.600 --> 00:08:38.560]  於是一起悔改
[00:08:38.560 --> 00:08:40.800]  第八章
[00:08:40.800 --> 00:08:44.320]  就說到神回心轉意
[00:08:44.320 --> 00:08:45.920]  但神這次就不同了
[00:08:45.920 --> 00:08:47.040]  他說
[00:08:47.040 --> 00:08:50.320]  這次城中艾城的財物
[00:08:50.320 --> 00:08:53.360]  我准你拿
[00:08:53.360 --> 00:08:55.200]  這次又有些不同
[00:08:55.200 --> 00:08:56.960]  這次就是說
[00:08:56.960 --> 00:09:00.320]  其實我有些時間出現
[00:09:00.320 --> 00:09:02.080]  有些東西是你的
[00:09:02.080 --> 00:09:04.560]  就是說不是什麼我都不給你
[00:09:04.560 --> 00:09:06.480]  不過你聽我說
[00:09:06.480 --> 00:09:08.080]  我什麼時候給你的時候
[00:09:08.080 --> 00:09:09.360]  你才拿
[00:09:09.360 --> 00:09:10.320]  什麼時候不給你
[00:09:10.320 --> 00:09:14.720]  你不要拿
[00:09:14.720 --> 00:09:16.320]  有時候在教會
[00:09:16.320 --> 00:09:18.960]  你都看到很多這些事例
[00:09:18.960 --> 00:09:20.560]  有些人
[00:09:20.560 --> 00:09:22.560]  他真是
[00:09:22.560 --> 00:09:24.880]  說俗一點硬來
[00:09:24.880 --> 00:09:27.280]  他要那個十元仔
[00:09:27.280 --> 00:09:28.880]  讀書做到很精英
[00:09:28.880 --> 00:09:30.160]  但其實
[00:09:30.160 --> 00:09:32.960]  那時候是沒有這個天分的
[00:09:32.960 --> 00:09:34.160]  後來
[00:09:34.160 --> 00:09:35.280]  我有些同事
[00:09:35.280 --> 00:09:36.800]  有時候做一些心理輔導的
[00:09:36.800 --> 00:09:37.840]  發現到
[00:09:37.840 --> 00:09:41.040]  這個小孩精神崩潰
[00:09:41.040 --> 00:09:42.800]  後來
[00:09:42.800 --> 00:09:48.080]  終於這個小孩就沒有再讀書的能力
[00:09:48.080 --> 00:09:49.520]  不過後來那個小孩
[00:09:49.520 --> 00:09:52.720]  無論女兒或兒子
[00:09:52.720 --> 00:09:54.480]  都很長進
[00:09:54.480 --> 00:09:55.360]  最後
[00:09:55.360 --> 00:09:57.360]  終於他有一個
[00:09:57.360 --> 00:09:58.480]  是較為
[00:09:58.480 --> 00:10:00.000]  我們稱為
[00:10:00.000 --> 00:10:01.840]  就是長進一點
[00:10:01.840 --> 00:10:04.880]  後來結果家庭又好了
[00:10:04.880 --> 00:10:06.400]  但這些
[00:10:06.400 --> 00:10:07.920]  一來一個關斗
[00:10:07.920 --> 00:10:10.560]  已經是十幾年的事了
[00:10:10.560 --> 00:10:13.200]  很多教會的事例
[00:10:13.200 --> 00:10:15.680]  可能教友是不知道的
[00:10:15.680 --> 00:10:17.680]  很多做輔導的人
[00:10:17.680 --> 00:10:18.960]  就知道
[00:10:18.960 --> 00:10:21.200]  這些事是這樣
[00:10:21.200 --> 00:10:23.040]  但很可惜的地方就是
[00:10:23.040 --> 00:10:23.840]  始終
[00:10:23.840 --> 00:10:25.360]  一個遺憾
[00:10:25.360 --> 00:10:27.600]  家裡都有一個
[00:10:27.600 --> 00:10:29.600]  永遠都在心裡一個結
[00:10:29.600 --> 00:10:31.600]  當時做錯了一個決定
[00:10:31.600 --> 00:10:33.200]  你沒有聽到神
[00:10:33.200 --> 00:10:35.360]  給你當時這個十元仔
[00:10:35.360 --> 00:10:38.800]  而你自己濫用了一個方式來對待他
[00:10:38.800 --> 00:10:40.320]  香港容易發生的
[00:10:40.320 --> 00:10:41.520]  因為香港
[00:10:41.520 --> 00:10:44.480]  真的有一些教育
[00:10:44.480 --> 00:10:45.600]  是
[00:10:45.600 --> 00:10:47.120]  瘋瘋癲癲的
[00:10:47.120 --> 00:10:49.280]  不是正常人讀到的
[00:10:49.280 --> 00:10:51.040]  要你硬硬的過去
[00:10:51.040 --> 00:10:52.320]  不是那一批
[00:10:52.320 --> 00:10:54.240]  結果都很糟糕
[00:10:54.240 --> 00:10:55.440]  這些真的是事實
[00:10:55.440 --> 00:10:58.880]  不過回看藍面戰役就精彩了
[00:10:58.880 --> 00:11:00.400]  耶路撒冷王
[00:11:00.400 --> 00:11:02.080]  攻亞片
[00:11:02.080 --> 00:11:03.680]  亞片人
[00:11:03.680 --> 00:11:04.880]  就基於納約
[00:11:04.880 --> 00:11:07.360]  向以色列求救
[00:11:07.360 --> 00:11:08.160]  於是
[00:11:08.160 --> 00:11:09.760]  以色列就因為盟友
[00:11:09.760 --> 00:11:11.760]  所以他出兵去打
[00:11:11.760 --> 00:11:12.960]  納約輸得很厲害
[00:11:12.960 --> 00:11:14.960]  但以色列人一夜之間
[00:11:14.960 --> 00:11:16.960]  走了25里路
[00:11:16.960 --> 00:11:19.120]  由吉甲邨去抗野
[00:11:19.120 --> 00:11:20.240]  走去亞片
[00:11:20.240 --> 00:11:22.240]  加南人
[00:11:22.240 --> 00:11:24.000]  真的輸給他們
[00:11:24.000 --> 00:11:24.960]  我很服
[00:11:24.960 --> 00:11:26.960]  走了25里路去打
[00:11:26.960 --> 00:11:28.400]  其實是沒有力的
[00:11:28.400 --> 00:11:29.920]  但他真的贏了
[00:11:29.920 --> 00:11:31.360]  贏了什麼呢
[00:11:31.360 --> 00:11:32.960]  就是兵薄之災
[00:11:32.960 --> 00:11:34.480]  當時出兵薄
[00:11:34.480 --> 00:11:36.480]  於是那些加南人就輸了
[00:11:36.480 --> 00:11:38.480]  這場仗
[00:11:38.480 --> 00:11:40.480]  就不一定是他們
[00:11:40.480 --> 00:11:42.480]  動手動腳打的
[00:11:42.480 --> 00:11:44.480]  是那個天幫他們的
[00:11:44.480 --> 00:11:46.480]  氣候幫他們的
[00:11:46.480 --> 00:11:48.480]  不過這件事就提醒我們
[00:11:48.480 --> 00:11:50.480]  這個出兵
[00:11:50.480 --> 00:11:52.480]  對他們來說
[00:11:52.480 --> 00:11:54.480]  他有個意義
[00:11:54.480 --> 00:11:56.480]  幫個盟友
[00:11:56.480 --> 00:11:58.480]  我有想起很多事
[00:11:58.480 --> 00:12:00.480]  你在人生裏面
[00:12:00.480 --> 00:12:02.480]  有些事不是燒到你那裏
[00:12:02.480 --> 00:12:04.480]  不過可能
[00:12:04.480 --> 00:12:06.480]  有些事真的跟你有關
[00:12:06.480 --> 00:12:08.480]  你是否坐視不理
[00:12:08.480 --> 00:12:10.480]  還是你覺得
[00:12:10.480 --> 00:12:12.480]  我和那個人的關係
[00:12:12.480 --> 00:12:14.480]  應該我也有份
[00:12:14.480 --> 00:12:16.480]  基督徒有時經常都界定
[00:12:16.480 --> 00:12:18.480]  問題就是我是自己家裏的
[00:12:18.480 --> 00:12:20.480]  你那些事你自己解決
[00:12:20.480 --> 00:12:22.480]  但有些事不是
[00:12:22.480 --> 00:12:24.480]  那些事情意上
[00:12:24.480 --> 00:12:26.480]  這些關我事
[00:12:26.480 --> 00:12:28.480]  我真的見過很多
[00:12:28.480 --> 00:12:30.480]  這些很難得的家庭
[00:12:30.480 --> 00:12:32.480]  以前都在學習一些人
[00:12:32.480 --> 00:12:34.480]  他們真的收留一些好朋友的子女
[00:12:34.480 --> 00:12:36.480]  當他好朋友
[00:12:36.480 --> 00:12:38.480]  過了生
[00:12:38.480 --> 00:12:40.480]  他真的被他的責任由自己揹起
[00:12:40.480 --> 00:12:42.480]  因為這是一個好朋友
[00:12:42.480 --> 00:12:44.480]  當年見到一個盟友
[00:12:44.480 --> 00:12:46.480]  這些經驗
[00:12:46.480 --> 00:12:48.480]  不知道你有沒有試過
[00:12:48.480 --> 00:12:50.480]  但是神
[00:12:50.480 --> 00:12:52.480]  竟然是祝福你這場仗
[00:12:52.480 --> 00:12:54.480]  即是你不會說
[00:12:54.480 --> 00:12:56.480]  是往好心
[00:12:56.480 --> 00:12:58.480]  做完之後都沒有的
[00:12:58.480 --> 00:13:00.480]  但事實上神
[00:13:00.480 --> 00:13:02.480]  欣賞的地步會幫你贏
[00:13:02.480 --> 00:13:04.480]  不過北面最臭的
[00:13:04.480 --> 00:13:06.480]  那場戰役第十一章
[00:13:06.480 --> 00:13:08.480]  就說這個亞瑟王
[00:13:08.480 --> 00:13:10.480]  耶賓這個厲害
[00:13:10.480 --> 00:13:12.480]  第一就是亞瑟王
[00:13:12.480 --> 00:13:14.480]  亞瑟這個地方叫偉大古老城
[00:13:14.480 --> 00:13:16.480]  這個城
[00:13:16.480 --> 00:13:18.480]  你很難打倒它
[00:13:18.480 --> 00:13:20.480]  意思就是說
[00:13:20.480 --> 00:13:22.480]  他們的防守力和兵力很厲害
[00:13:22.480 --> 00:13:24.480]  既然現在這個耶賓
[00:13:24.480 --> 00:13:26.480]  還集結北面諸王
[00:13:26.480 --> 00:13:28.480]  漏了這麼多
[00:13:28.480 --> 00:13:30.480]  意思就是整個武林一起出
[00:13:30.480 --> 00:13:32.480]  這樣來和約斯亞打
[00:13:32.480 --> 00:13:34.480]  不就是全班馬
[00:13:34.480 --> 00:13:36.480]  和他們打
[00:13:36.480 --> 00:13:38.480]  但竟然他們輸
[00:13:38.480 --> 00:13:40.480]  聖經記載在第九節
[00:13:40.480 --> 00:13:42.480]  十一章很精彩
[00:13:42.480 --> 00:13:44.480]  馬匹被
[00:13:44.480 --> 00:13:46.480]  砍斷
[00:13:46.480 --> 00:13:48.480]  提筋戰車
[00:13:48.480 --> 00:13:50.480]  被焚燒
[00:13:50.480 --> 00:13:52.480]  這對紅絲
[00:13:52.480 --> 00:13:54.480]  人又多
[00:13:54.480 --> 00:13:56.480]  兵力又強
[00:13:56.480 --> 00:13:58.480]  但輸到雞毛鴨血
[00:13:58.480 --> 00:14:00.480]  為什麼贏得這麼厲害
[00:14:00.480 --> 00:14:02.480]  在聖經
[00:14:02.480 --> 00:14:04.480]  你看到聖經通常形容
[00:14:04.480 --> 00:14:06.480]  一場仗贏
[00:14:06.480 --> 00:14:08.480]  是贏得很全面的
[00:14:08.480 --> 00:14:10.480]  當你研究經文的時候
[00:14:10.480 --> 00:14:12.480]  記載得很詳細
[00:14:12.480 --> 00:14:14.480]  證明什麼呢
[00:14:14.480 --> 00:14:16.480]  證明神要令到一個地方
[00:14:16.480 --> 00:14:18.480]  輸在他手上
[00:14:18.480 --> 00:14:20.480]  他令到你不會質疑
[00:14:20.480 --> 00:14:22.480]  有沒有漏了任何東西
[00:14:22.480 --> 00:14:24.480]  就像有些人做事
[00:14:24.480 --> 00:14:26.480]  像你老婆抹桌子
[00:14:26.480 --> 00:14:28.480]  一滴都沒有
[00:14:28.480 --> 00:14:30.480]  但你想想為什麼這麼厲害
[00:14:30.480 --> 00:14:32.480]  這件事是很重視的意思
[00:14:32.480 --> 00:14:34.480]  很重視的意思
[00:14:34.480 --> 00:14:36.480]  所以有剩時間
[00:14:36.480 --> 00:14:38.480]  我和你討論六件事
[00:14:38.480 --> 00:14:40.480]  這六件事我想了很久
[00:14:40.480 --> 00:14:42.480]  路牧師給我做了功課
[00:14:42.480 --> 00:14:44.480]  我和你分享
[00:14:44.480 --> 00:14:46.480]  基督徒在你的逆境
[00:14:46.480 --> 00:14:48.480]  裡面
[00:14:48.480 --> 00:14:50.480]  此以上四段經文
[00:14:50.480 --> 00:14:52.480]  哪六件事
[00:14:52.480 --> 00:14:54.480]  差不多你也做了功課
[00:14:54.480 --> 00:14:56.480]  去想想
[00:14:56.480 --> 00:14:58.480]  第一個問題
[00:14:58.480 --> 00:15:00.480]  什麼叫備戰呢
[00:15:00.480 --> 00:15:02.480]  備戰
[00:15:02.480 --> 00:15:04.480]  基督徒怎麼準備打仗呢
[00:15:04.480 --> 00:15:06.480]  這個從
[00:15:06.480 --> 00:15:08.480]  約斯亞記裡面怎麼看呢
[00:15:08.480 --> 00:15:10.480]  第二個問題就是戰利品的問題
[00:15:10.480 --> 00:15:12.480]  戰利品
[00:15:12.480 --> 00:15:14.480]  就是你打仗
[00:15:14.480 --> 00:15:16.480]  如果贏的話
[00:15:16.480 --> 00:15:18.480]  當然不會兩手空
[00:15:18.480 --> 00:15:20.480]  隨便你
[00:15:20.480 --> 00:15:22.480]  戰利品
[00:15:22.480 --> 00:15:24.480]  在基督徒打完仗之後
[00:15:24.480 --> 00:15:26.480]  應該怎麼看呢
[00:15:26.480 --> 00:15:28.480]  第三件事就是
[00:15:28.480 --> 00:15:30.480]  愛上
[00:15:30.480 --> 00:15:32.480]  當你後悔
[00:15:32.480 --> 00:15:34.480]  你應該
[00:15:34.480 --> 00:15:36.480]  怎樣為之合適的後悔
[00:15:36.480 --> 00:15:38.480]  後悔之後
[00:15:38.480 --> 00:15:40.480]  你會有信心什麼事發生呢
[00:15:40.480 --> 00:15:42.480]  第四就是神的回心轉意
[00:15:42.480 --> 00:15:44.480]  你有沒有經歷過這件事呢
[00:15:44.480 --> 00:15:46.480]  第五就是盟友
[00:15:46.480 --> 00:15:48.480]  你會不會馬上
[00:15:48.480 --> 00:15:50.480]  去幫一些
[00:15:50.480 --> 00:15:52.480]  你覺得心裡有責任
[00:15:52.480 --> 00:15:54.480]  對那人
[00:15:54.480 --> 00:15:56.480]  協助的人呢
[00:15:56.480 --> 00:15:58.480]  最後就是你怎麼看
[00:15:58.480 --> 00:16:00.480]  集結的重敵
[00:16:00.480 --> 00:16:02.480]  如果你說在你的人生裡面
[00:16:02.480 --> 00:16:04.480]  你真的遇到很多人攻擊你
[00:16:04.480 --> 00:16:06.480]  家庭裡面也有
[00:16:06.480 --> 00:16:08.480]  內憂外患
