
[00:00:00.000 --> 00:00:05.000]  今日我們的講題是死亡有什麼可怕
[00:07:20.000 --> 00:07:22.000]  自己在想這些東西
[00:07:22.000 --> 00:07:29.000]  我就當時想一個問題 人死了之後究竟會怎樣呢?
[00:07:29.000 --> 00:07:32.000]  人死了之後會怎樣呢?
[00:07:32.000 --> 00:07:36.000]  我想了很久 最後我想到答案
[00:07:36.000 --> 00:07:39.000]  答案就是沒有答案
[00:07:39.000 --> 00:07:41.000]  多厲害 是不是? 厲害 是不是?
[00:07:41.000 --> 00:07:43.000]  哲學家 真的有哲學性
[00:07:43.000 --> 00:07:45.000]  我不是亂說的 不是找來講的
[00:07:45.000 --> 00:07:47.000]  我有理由的
[00:07:47.000 --> 00:07:51.000]  因為我那時候自己設計了一個很精彩
[00:07:51.000 --> 00:07:56.000]  我覺得很絕對的一個辯論的方式
[00:07:56.000 --> 00:07:59.000]  就是說一個人死了之後究竟會變成怎樣呢?
[00:07:59.000 --> 00:08:01.000]  這個是沒有答案的 找不到答案的
[00:08:01.000 --> 00:08:04.000]  因為第一 如果你沒死 我又沒死
[00:08:04.000 --> 00:08:06.000]  你告訴我死了之後會怎樣呢?
[00:08:06.000 --> 00:08:08.000]  你告訴我 要不然我告訴你
[00:08:08.000 --> 00:08:10.000]  你亂猜 我又亂猜 是不是?
[00:08:10.000 --> 00:08:13.000]  大家都沒試過沒資格說
[00:08:13.000 --> 00:08:15.000]  沒有一個在生的人有資格說
[00:08:15.000 --> 00:08:17.000]  好 你死了 那你就知道了
[00:08:17.000 --> 00:08:19.000]  不過很可惜 對不起 你回不來
[00:08:19.000 --> 00:08:21.000]  又說不出來給我聽 是不是?
[00:08:21.000 --> 00:08:24.000]  知道的人又說不出來給我聽
[00:08:24.000 --> 00:08:26.000]  說出來給我聽的人又不知道
[00:08:26.000 --> 00:08:28.000]  那就是不知道了
[00:08:28.000 --> 00:08:32.000]  那時候我覺得很精彩 解決了這個問題
[00:08:32.000 --> 00:08:35.000]  直到我中學畢業 信了耶穌之後
[00:08:35.000 --> 00:08:38.000]  我發覺還有第三個答案
[00:08:38.000 --> 00:08:41.000]  就是在耶穌那裡
[00:08:41.000 --> 00:08:42.000]  到我成為基督徒之後
[00:08:42.000 --> 00:08:44.000]  我認識了耶穌的時候 我發覺
[00:08:44.000 --> 00:08:47.000]  耶穌是一個不同的答案
[00:08:47.000 --> 00:08:49.000]  因為耶穌是人類歷史裡面
[00:08:49.000 --> 00:08:53.000]  唯一的一個他死了 但是回來的人
[00:08:53.000 --> 00:08:55.000]  這個人可以有資格說了
[00:08:55.000 --> 00:08:58.000]  因為他真的死了 所以他知道人死了之後會怎樣
[00:08:58.000 --> 00:09:00.000]  然後他復活 回來告訴我
[00:09:00.000 --> 00:09:02.000]  他說我去是為你預備的地方
[00:09:02.000 --> 00:09:05.000]  我去的地方 相信我的人都要去的時候
[00:09:05.000 --> 00:09:07.000]  我其他人就不信 我只信他
[00:09:07.000 --> 00:09:10.000]  哎呀 我找到一個新的答案
[00:09:10.000 --> 00:09:13.000]  這個答案就是我雖然沒死
[00:09:13.000 --> 00:09:17.000]  基督徒沒死 但是因為耶穌的復活
[00:09:17.000 --> 00:09:19.000]  和他告訴我們的事實
[00:09:19.000 --> 00:09:23.000]  我們有把握知道我們死了之後會是怎樣
[00:09:23.000 --> 00:09:27.000]  那這種的把握是很不同的把握
[00:09:27.000 --> 00:09:29.000]  是真實的把握
[00:09:29.000 --> 00:09:32.000]  是一種妄想 一種猜想
[00:09:32.000 --> 00:09:35.000]  沒有一個宗教能夠給到這個答案
[00:09:35.000 --> 00:09:37.000]  只有這個復活的耶穌
[00:09:37.000 --> 00:09:41.000]  可以給到你 給到我這個答案
[00:09:41.000 --> 00:09:44.000]  所以面對人生 好像保羅 好像我是基督徒那樣
[00:09:44.000 --> 00:09:46.000]  因為我知道我死了之後去哪裡
[00:09:46.000 --> 00:09:48.000]  保羅說我死了之後
[00:09:48.000 --> 00:09:50.000]  我就和耶穌基督在一起
[00:09:50.000 --> 00:09:53.000]  好得無比 為什麼會說好得無比呢
[00:09:53.000 --> 00:09:55.000]  因為再說多一件事
[00:09:55.000 --> 00:09:59.000]  保羅他在生 雖然這生短短的幾十年
[00:09:59.000 --> 00:10:01.000]  但是雖然他還沒死
[00:10:01.000 --> 00:10:03.000]  但是他在生的時候 剛才我說過
[00:10:03.000 --> 00:10:05.000]  我已經認識耶穌基督
[00:10:05.000 --> 00:10:09.000]  認識耶穌基督這種認識並不是一種理論上的認識
[00:10:09.000 --> 00:10:12.000]  因為他在基督徒的生活裏面
[00:10:12.000 --> 00:10:14.000]  他經驗過耶穌那種的真神
[00:10:14.000 --> 00:10:18.000]  原來他真的發覺那個釘死了又說復活的耶穌
[00:10:18.000 --> 00:10:21.000]  他在天上不是說一個理念
[00:10:21.000 --> 00:10:23.000]  不是一個妄想來的 是真的
[00:10:23.000 --> 00:10:26.000]  在我每天的生活裏面他和我聊天
[00:10:26.000 --> 00:10:28.000]  我祈禱裏面他是這麼真實的
[00:10:28.000 --> 00:10:32.000]  在我人生的很多變幻起伏當中
[00:10:32.000 --> 00:10:35.000]  他看見耶穌的手一直和他同在
[00:10:35.000 --> 00:10:38.000]  這種真實好像一個很親切的朋友那樣
[00:10:38.000 --> 00:10:40.000]  雖然這個朋友還沒親眼見到
[00:10:40.000 --> 00:10:44.000]  不過隱隱約約在他自己每天的生活裏面
[00:10:44.000 --> 00:10:46.000]  感覺到他那種真實
[00:10:46.000 --> 00:10:47.000]  雖然是片段
[00:10:47.000 --> 00:10:49.000]  不過他想到當我死了之後
[00:10:49.000 --> 00:10:52.000]  一下子我就能和耶穌面對面永恆在一起
[00:10:52.000 --> 00:10:54.000]  哎呀 這個好得無比
[00:10:54.000 --> 00:10:59.000]  原來一個基督徒他因為今生已經認識了耶穌
[00:10:59.000 --> 00:11:01.000]  所以他不僅不怕死
[00:11:01.000 --> 00:11:03.000]  因為他知道有永恆
[00:11:03.000 --> 00:11:05.000]  他還知道永恆裏面是怎樣的
[00:11:05.000 --> 00:11:07.000]  因為那個永恆裏面的耶穌
[00:11:07.000 --> 00:11:10.000]  他現在已經嘗過和他在一起的滋味
[00:11:10.000 --> 00:11:12.000]  你說他是不是面對死亡的時候
[00:11:12.000 --> 00:11:15.000]  寧願死亡快點來
[00:11:15.000 --> 00:11:18.000]  對於他來說是好得無比呢?
[00:11:18.000 --> 00:11:20.000]  你看看這種多有力的人生
[00:11:20.000 --> 00:11:25.000]  這個就是基督徒之所以和其他人不同的地方
[00:11:25.000 --> 00:11:29.000]  我希望將這個信仰介紹給你
[00:11:29.000 --> 00:11:30.000]  真的
[00:11:30.000 --> 00:11:32.000]  不僅僅是保羅
[00:11:32.000 --> 00:11:34.000]  不僅僅是站在台上的溫偉耀
[00:11:34.000 --> 00:11:35.000]  我夠膽告訴你
[00:11:35.000 --> 00:11:40.000]  或者在你身邊帶你來禮拜堂的基督徒的朋友
[00:11:40.000 --> 00:11:41.000]  親友
[00:11:41.000 --> 00:11:42.000]  他都告訴你
[00:11:42.000 --> 00:11:43.000]  很真的耶穌
[00:11:43.000 --> 00:11:46.000]  其實真的到處都見到無數這麼多人告訴你
[00:11:46.000 --> 00:11:48.000]  耶穌不是一個概念來的
[00:11:48.000 --> 00:11:50.000]  是一個很真實的
[00:11:50.000 --> 00:11:53.000]  每天我可以和他在一起的經驗來的
[00:11:53.000 --> 00:11:55.000]  就算你有機會看電視
[00:11:55.000 --> 00:11:57.000]  星火飛騰也好
[00:11:57.000 --> 00:11:58.000]  恩與知星也好
[00:11:58.000 --> 00:12:00.000]  你聽每個禮拜都見到
[00:12:00.000 --> 00:12:02.000]  多少真真實實有血有肉的人
[00:12:02.000 --> 00:12:04.000]  而且全部都不同的人
[00:12:04.000 --> 00:12:05.000]  有些本來很驕傲的人
[00:12:05.000 --> 00:12:08.000]  因為有了耶穌之後的生命完全改變
[00:12:08.000 --> 00:12:09.000]  坦白說
[00:12:09.000 --> 00:12:11.000]  有些人是打家劫舍的
[00:12:11.000 --> 00:12:12.000]  甚至是販毒的
[00:12:12.000 --> 00:12:13.000]  甚至是殺過人的
[00:12:13.000 --> 00:12:14.000]  因為有耶穌的緣故
[00:12:14.000 --> 00:12:17.000]  整個人生改變成了多麼的謙和
[00:12:17.000 --> 00:12:19.000]  你想想在鏡頭上面
[00:12:19.000 --> 00:12:21.000]  見到他和別人說話那種心
[00:12:21.000 --> 00:12:23.000]  看他流著眼淚去幫助其他人的時候
[00:12:23.000 --> 00:12:24.000]  你都不相信這個人
[00:12:24.000 --> 00:12:25.000]  整身刀痕
[00:12:25.000 --> 00:12:27.000]  以前是斬死人的人
[00:12:27.000 --> 00:12:28.000]  那些神蹟來的
[00:12:28.000 --> 00:12:30.000]  真真實實的人
[00:12:30.000 --> 00:12:32.000]  我們都看見無數這麼多
[00:12:32.000 --> 00:12:33.000]  我們看過
[00:12:33.000 --> 00:12:34.000]  有些是面對死亡的時候
[00:12:34.000 --> 00:12:35.000]  有絕症的時候
[00:12:35.000 --> 00:12:36.000]  你看見那種平安
[00:12:36.000 --> 00:12:38.000]  是作得出來的嗎?
[00:12:38.000 --> 00:12:42.000]  非典沙士時期的謝淵文醫生
[00:12:42.000 --> 00:12:43.000]  都作得出來
[00:12:43.000 --> 00:12:44.000]  人都快死了
[00:12:44.000 --> 00:12:45.000]  講那些話講得到嗎?
[00:12:45.000 --> 00:12:46.000]  騙得人的嗎?
[00:12:46.000 --> 00:12:47.000]  沒有的
[00:12:47.000 --> 00:12:48.000]  真的
[00:12:48.000 --> 00:12:50.000]  因為他經驗過耶穌的真實的時候
[00:12:50.000 --> 00:12:51.000]  面對死亡的時候
[00:12:51.000 --> 00:12:52.000]  多麼的坦然
[00:12:52.000 --> 00:12:54.000]  這個就是一個基督徒
[00:12:54.000 --> 00:12:56.000]  他能夠面對死亡
[00:12:56.000 --> 00:12:57.000]  不單止不恐懼
[00:12:57.000 --> 00:12:59.000]  並且他歡迎他來臨
[00:12:59.000 --> 00:13:00.000]  那種勇氣
[00:13:00.000 --> 00:13:02.000]  不是因為那人特別好
[00:13:02.000 --> 00:13:04.000]  因為他認識耶穌
[00:13:04.000 --> 00:13:07.000]  我希望今天你能夠認識耶穌的時候
[00:13:07.000 --> 00:13:08.000]  你會同樣經驗到
[00:13:08.000 --> 00:13:10.000]  原來死亡只不過是這麼簡單
[00:13:10.000 --> 00:13:12.000]  並且永恆是多麼的真實
[00:13:12.000 --> 00:13:15.000]  難怪我們都不能否認
[00:13:15.000 --> 00:13:19.000]  基督徒的喪禮與別不同
[00:13:19.000 --> 00:13:21.000]  我相信你去過很多喪禮
[00:13:21.000 --> 00:13:23.000]  有基督徒的喪禮
[00:13:23.000 --> 00:13:25.000]  也有非基督徒的
[00:13:25.000 --> 00:13:26.000]  沒有信仰的
[00:13:26.000 --> 00:13:28.000]  或者其他宗教的喪禮
[00:13:28.000 --> 00:13:32.000]  喪禮當然是難過
[00:13:32.000 --> 00:13:34.000]  當然有眼淚
[00:13:34.000 --> 00:13:35.000]  生離死別都有眼淚
[00:13:35.000 --> 00:13:37.000]  這是理所當然的
[00:13:37.000 --> 00:13:38.000]  人非草木
[00:13:38.000 --> 00:13:39.000]  誰叔母情
[00:13:39.000 --> 00:13:41.000]  但是你留意到
[00:13:41.000 --> 00:13:43.000]  基督徒的喪禮雖然帶著眼淚
[00:13:43.000 --> 00:13:45.000]  但是當他們唱詩的時候
[00:13:45.000 --> 00:13:46.000]  你有沒有留意到
[00:13:46.000 --> 00:13:48.000]  當他們祈禱的時候
[00:13:48.000 --> 00:13:50.000]  整個喪禮的過程當中帶著眼淚
[00:13:50.000 --> 00:13:53.000]  但是你體會到他們這群基督徒的心裡面
[00:13:53.000 --> 00:13:55.000]  有一種很深的把握
[00:13:55.000 --> 00:13:57.000]  因為他知道有一天
[00:13:57.000 --> 00:13:59.000]  他會和他離開的人再見面
[00:13:59.000 --> 00:14:01.000]  如果他是基督徒的話
[00:14:01.000 --> 00:14:03.000]  這種把握是不能騙的
[00:14:03.000 --> 00:14:05.000]  因為把握不是一種妄想
[00:14:05.000 --> 00:14:07.000]  把握是一個很真實的把握
[00:14:07.000 --> 00:14:10.000]  所以在難過之中有盼望
[00:14:10.000 --> 00:14:12.000]  親愛的朋友
[00:14:12.000 --> 00:14:14.000]  我希望你都經驗到
[00:14:14.000 --> 00:14:16.000]  這種真實的盼望
[00:14:16.000 --> 00:14:19.000]  這個就是剛才保羅所說的
[00:14:19.000 --> 00:14:22.000]  為什麼我面對死亡的時候不害怕
[00:14:22.000 --> 00:14:23.000]  因為我很有把握
[00:14:23.000 --> 00:14:25.000]  我知道我死了之後去哪裡
[00:14:25.000 --> 00:14:26.000]  並且去那個地方
[00:14:26.000 --> 00:14:28.000]  我所碰見的耶穌
[00:14:28.000 --> 00:14:29.000]  今天我認識了他
[00:14:29.000 --> 00:14:30.000]  最重要是這樣
[00:14:30.000 --> 00:14:32.000]  如果你今天不認識耶穌
[00:14:32.000 --> 00:14:34.000]  去到的時候可能會害怕
[00:14:34.000 --> 00:14:35.000]  不知道什麼
[00:14:35.000 --> 00:14:37.000]  到時候才介紹
[00:14:37.000 --> 00:14:38.000]  不知道的
[00:14:38.000 --> 00:14:40.000]  那你就危險了
[00:14:40.000 --> 00:14:42.000]  你要認識他
[00:14:42.000 --> 00:14:44.000]  到時候和他在一起
[00:14:44.000 --> 00:14:45.000]  你都不要他
[00:14:45.000 --> 00:14:47.000]  到時候你很難和他在一起
[00:14:47.000 --> 00:14:50.000]  這個就是很理所當然
[00:14:50.000 --> 00:14:53.000]  所以今天你如果願意和耶穌說
[00:14:53.000 --> 00:14:54.000]  耶穌好
[00:14:54.000 --> 00:14:56.000]  我試試和你開始一個新的關係
[00:14:56.000 --> 00:14:57.000]  雖然人生短短幾十年
[00:14:57.000 --> 00:14:59.000]  但是在人生短短幾十年裡
[00:14:59.000 --> 00:15:02.000]  這個決定就決定了你永恆去哪裡
[00:15:02.000 --> 00:15:04.000]  這個是很嚴肅
[00:15:04.000 --> 00:15:07.000]  非常重要的一種決定
[00:15:07.000 --> 00:15:10.000]  我希望今天你走上這個第一步
[00:15:10.000 --> 00:15:11.000]  作出這種決定
[00:15:11.000 --> 00:15:12.000]  那你就明白
[00:15:12.000 --> 00:15:14.000]  或者有一天你都會同樣的
[00:15:14.000 --> 00:15:17.000]  經驗到好像保羅和其他基督徒
[00:15:17.000 --> 00:15:20.000]  面對死亡那種坦然
[00:15:20.000 --> 00:15:22.000]  甚至是興奮
[00:15:22.000 --> 00:15:26.000]  這麼奇怪的那種人生的力量
[00:15:26.000 --> 00:15:27.000]  這是第一方面
[00:15:27.000 --> 00:15:32.000]  第二就是我們剛才所讀的第二段聖經
[00:15:32.000 --> 00:15:35.000]  就是約翰福音的第十二章
[00:15:35.000 --> 00:15:37.000]  二十四至二十五節
[00:15:37.000 --> 00:15:40.000]  剛才說了基督徒因為認識耶穌基督
[00:15:40.000 --> 00:15:41.000]  現在我們看一段
[00:15:41.000 --> 00:15:45.000]  耶穌自己說的自我的宣佈
[00:15:45.000 --> 00:15:49.000]  這段話也是耶穌面對死亡的時候
[00:15:49.000 --> 00:15:51.000]  的一個自我宣佈
[00:15:51.000 --> 00:15:54.000]  因為那時候耶穌已經進入耶路撒冷
[00:15:54.000 --> 00:15:57.000]  他知道要殺他的人要動手
[00:15:57.000 --> 00:16:00.000]  他生命剩下幾天的時間
[00:16:00.000 --> 00:16:01.000]  所以第二十四節
[00:16:01.000 --> 00:16:04.000]  甚至將二十四節之前的二十三節
[00:16:04.000 --> 00:16:08.000]  人子就是我得榮耀的時候到了
[00:16:08.000 --> 00:16:11.000]  這句話是很明確的一種感嘆
[00:16:11.000 --> 00:16:14.000]  就是我要面臨死亡
[00:16:14.000 --> 00:16:16.000]  死亡要臨到我生命當中
[00:16:16.000 --> 00:16:20.000]  然後耶穌就宣佈了兩句話
[00:16:20.000 --> 00:16:22.000]  第一句二十四節
[00:16:22.000 --> 00:16:26.000]  他說一粒墨紙如果不在地上死了
[00:16:26.000 --> 00:16:27.000]  仍舊是一粒
[00:16:27.000 --> 00:16:32.000]  若是死了就結出許多紙粒來
[00:16:32.000 --> 00:16:34.000]  這是第一句話
[00:16:34.000 --> 00:16:36.000]  是耶穌說他自己的宣佈
[00:16:36.000 --> 00:16:38.000]  他自己就是那粒墨紙
[00:16:38.000 --> 00:16:41.000]  然後第二句就是對你說的
[00:16:41.000 --> 00:16:43.000]  對我說的
[00:16:43.000 --> 00:16:44.000]  對其他人說的
[00:16:44.000 --> 00:16:47.000]  如果你明白耶穌的宣佈的話
[00:16:47.000 --> 00:16:49.000]  那你就要作出一個決定
[00:16:49.000 --> 00:16:52.000]  究竟你想要擁有哪一種的生命
[00:16:52.000 --> 00:16:54.000]  是短暫有限的人生而已呢
[00:16:54.000 --> 00:16:58.000]  還是你要希望自己能夠擁有一個永生
[00:16:58.000 --> 00:17:02.000]  保守保存生命直到永生
[00:17:02.000 --> 00:17:03.000]  兩種生命
[00:17:03.000 --> 00:17:05.000]  稍為解釋一下給大家聽
[00:17:05.000 --> 00:17:08.000]  首先我講一下耶穌面對自己的死
[00:17:08.000 --> 00:17:09.000]  剛才我們說了基督徒
[00:17:09.000 --> 00:17:11.000]  好像保羅那樣面對自己的死
[00:17:11.000 --> 00:17:13.000]  耶穌面對自己的死的時候
[00:17:13.000 --> 00:17:14.000]  他說了一粒墨紙
[00:17:14.000 --> 00:17:16.000]  他自己就像一粒墨紙一樣
[00:17:16.000 --> 00:17:19.000]  一粒種子一樣落在地上死了
[00:17:19.000 --> 00:17:20.000]  他會死
[00:17:20.000 --> 00:17:21.000]  不過死了之後
[00:17:21.000 --> 00:17:23.000]  就帶來很多新的生命
[00:17:23.000 --> 00:17:27.000]  結出許多紙粒來
[00:17:27.000 --> 00:17:30.000]  端午節和應節就講屈原
[00:17:30.000 --> 00:17:32.000]  屈原也是死的
[00:17:32.000 --> 00:17:34.000]  耶穌也是死的
[00:17:34.000 --> 00:17:36.000]  我們比較一下這兩個的死
[00:17:36.000 --> 00:17:39.000]  屈原是中國很偉大的詩人
[00:17:39.000 --> 00:17:43.000]  也是一個偉大的政治家
[00:17:43.000 --> 00:17:47.000]  計正來說屈原第一
[00:17:47.000 --> 00:17:49.000]  他的命比耶穌長很多
[00:17:49.000 --> 00:17:51.000]  62歲才死
[00:17:51.000 --> 00:17:54.000]  比耶穌長33歲差不多一倍
[00:17:54.000 --> 00:17:56.000]  第二屈原做過大官
[00:17:56.000 --> 00:17:58.000]  在楚國做過大官
[00:17:58.000 --> 00:18:00.000]  事業上都有成就
