
[00:00:00.000 --> 00:00:10.000]  第一姐妹來到恆在地上的天國第四章
[00:04:14.000 --> 00:04:16.000]  這個就是假冒為善
[00:04:16.000 --> 00:04:17.000]  這些人是做什麼呢
[00:04:17.000 --> 00:04:21.000]  這些人是故意要人得到人的榮耀
[00:04:21.000 --> 00:04:22.000]  我們那時候就說
[00:04:22.000 --> 00:04:24.000]  他吹號叫人看見他
[00:04:24.000 --> 00:04:26.000]  這些假冒為善的人
[00:04:26.000 --> 00:04:29.000]  不是要將榮耀歸給上帝
[00:04:29.000 --> 00:04:32.000]  是要將榮耀歸給他自己
[00:04:32.000 --> 00:04:35.000]  這部圖畫六章五節我們有看過
[00:04:35.000 --> 00:04:38.000]  怎樣形容那些假冒為善的犯理錯人
[00:04:38.000 --> 00:04:43.000]  他在這裏在會堂和十字路口上祈禱
[00:04:43.000 --> 00:04:47.000]  是故意叫人看見
[00:04:47.000 --> 00:04:50.000]  同樣道理在十六節的時間我們都看過
[00:04:50.000 --> 00:04:52.000]  他禁食的時間怎樣呢
[00:04:52.000 --> 00:04:56.000]  禁食的時間不單止沒有化妝
[00:04:56.000 --> 00:04:58.000]  用真面目去見人
[00:04:58.000 --> 00:05:02.000]  他甚至要用刀滿面仇容
[00:05:02.000 --> 00:05:06.000]  將那塊臉弄得難看
[00:05:06.000 --> 00:05:07.000]  為什麼會這樣呢
[00:05:07.000 --> 00:05:12.000]  這班假冒為善的人就是故意叫人看見他們禁食
[00:05:12.000 --> 00:05:13.000]  禁食是看不到的
[00:05:13.000 --> 00:05:14.000]  但他做到這樣
[00:05:14.000 --> 00:05:17.000]  將那塊臉弄得很難看的時候
[00:05:17.000 --> 00:05:22.000]  就是故意叫人看見他們禁食
[00:05:22.000 --> 00:05:25.000]  假冒為善的人在當中的時間
[00:05:25.000 --> 00:05:29.000]  耶穌用了一個比喻去形容
[00:05:29.000 --> 00:05:31.000]  一個很強烈的對比
[00:05:31.000 --> 00:05:34.000]  一個比喻去說這個故事
[00:05:34.000 --> 00:05:35.000]  他說什麼
[00:05:35.000 --> 00:05:37.000]  他說刺和樑木
[00:05:37.000 --> 00:05:40.000]  刺和樑木是一個很強烈的對比
[00:05:40.000 --> 00:05:44.000]  手不小心弄到桌子的時候
[00:05:44.000 --> 00:05:46.000]  木桌插了一條刺
[00:05:46.000 --> 00:05:48.000]  用放大鏡
[00:05:48.000 --> 00:05:53.000]  用針用鉗子很小心地刮出肉鉗斑的那塊刺
[00:05:53.000 --> 00:05:54.000]  為什麼要這麼小心
[00:05:54.000 --> 00:05:55.000]  為什麼要用放大鏡
[00:05:55.000 --> 00:05:56.000]  因為很小
[00:05:56.000 --> 00:05:59.000]  相反樑木的時間很大
[00:05:59.000 --> 00:06:02.000]  甚至大到可以撐起整間樓
[00:06:02.000 --> 00:06:05.000]  用一個主的木材
[00:06:05.000 --> 00:06:08.000]  用來建樓的時候有一個主木桿
[00:06:08.000 --> 00:06:10.000]  那些大的樑木
[00:06:10.000 --> 00:06:12.000]  所以很強烈的對比
[00:06:12.000 --> 00:06:13.000]  他說什麼
[00:06:13.000 --> 00:06:16.000]  他說為什麼假冒為善的人
[00:06:16.000 --> 00:06:18.000]  為什麼只看到自己弟兄
[00:06:18.000 --> 00:06:21.000]  當然他說弟兄的時候包括姐妹
[00:06:21.000 --> 00:06:26.000]  為什麼只看到弟兄眼中的這麼小的刺
[00:06:26.000 --> 00:06:31.000]  而看不到自己眼中有條很大的樑木呢
[00:06:31.000 --> 00:06:35.000]  所以他說這些假冒為善的人
[00:06:35.000 --> 00:06:39.000]  你要去論斷別人的時候
[00:06:39.000 --> 00:06:41.000]  你要去評論別人的時候
[00:06:41.000 --> 00:06:44.000]  你要去評論別人的時候
[00:06:44.000 --> 00:06:47.000]  你先去尋找自己眼中的樑木
[00:06:47.000 --> 00:06:51.000]  然後才可以看清楚去掉你眼中的刺
[00:06:51.000 --> 00:06:53.000]  那條刺插在手上的時候
[00:06:53.000 --> 00:06:56.000]  我們都要開燈用放大鏡
[00:06:56.000 --> 00:06:58.000]  我們才找回那條刺出來
[00:06:58.000 --> 00:06:59.000]  拿個鉗子
[00:06:59.000 --> 00:07:03.000]  所以如果你還要加上有個樑木在你眼中的時候
[00:07:03.000 --> 00:07:05.000]  完全遮住了整隻眼的時候
[00:07:05.000 --> 00:07:08.000]  有什麼可能可以看得清楚呢
[00:07:08.000 --> 00:07:11.000]  所以他這個提醒是很清楚的
[00:07:11.000 --> 00:07:13.000]  他說你先回去看你自己
[00:07:13.000 --> 00:07:15.000]  回去看你自己眼中的樑木
[00:07:15.000 --> 00:07:18.000]  弄走那個樑木
[00:07:18.000 --> 00:07:22.000]  才去掉你弟兄眼中的刺
[00:07:22.000 --> 00:07:23.000]  所以第一個原則是什麼呢
[00:07:23.000 --> 00:07:26.000]  第一個原則不是說我們不可以論斷
[00:07:26.000 --> 00:07:27.000]  我們可以論斷
[00:07:27.000 --> 00:07:31.000]  但是論斷之前先回去自行論斷
[00:07:31.000 --> 00:07:33.000]  論斷你自己
[00:07:33.000 --> 00:07:36.000]  不要只是用手指指著別人的時候
[00:07:36.000 --> 00:07:39.000]  就看不到其實有三隻手指在指著自己
[00:07:39.000 --> 00:07:41.000]  他說我們可以論斷
[00:07:41.000 --> 00:07:43.000]  原則一是我們可以論斷
[00:07:43.000 --> 00:07:45.000]  好像馬太芬第十八章那樣
[00:07:45.000 --> 00:07:48.000]  如果弟兄跌倒的時候
[00:07:48.000 --> 00:07:50.000]  你回去勸他們論斷他
[00:07:50.000 --> 00:07:52.000]  甚至他做錯事的時候
[00:07:52.000 --> 00:07:53.000]  你評論他的時候
[00:07:53.000 --> 00:07:55.000]  其實你是將弟兄還回
[00:07:55.000 --> 00:07:58.000]  所以耶穌不是說我們不可以論斷
[00:07:58.000 --> 00:08:00.000]  但是論斷之前
[00:08:00.000 --> 00:08:04.000]  先看看自己會不會有樑木在自己眼中
[00:08:04.000 --> 00:08:12.000]  以致我們看不到弟兄眼中的刺
[00:08:12.000 --> 00:08:14.000]  第二個原則很有趣
[00:08:14.000 --> 00:08:19.000]  第一個原則是如果對方願意讓你去除那條刺
[00:08:19.000 --> 00:08:21.000]  你拿走你自己的樑木
[00:08:21.000 --> 00:08:23.000]  以致你開燈放大鏡
[00:08:23.000 --> 00:08:25.000]  看得很仔細那條刺在哪裡
[00:08:25.000 --> 00:08:27.000]  然後將它掀出來
[00:08:27.000 --> 00:08:30.000]  對方願意讓你用放大鏡
[00:08:30.000 --> 00:08:33.000]  用鉗將他的刺掀出來的時候
[00:08:33.000 --> 00:08:35.000]  就好像馬太芬剛才說
[00:08:35.000 --> 00:08:37.000]  是將你的弟兄還回
[00:08:37.000 --> 00:08:39.000]  如果他願意的時候
[00:08:39.000 --> 00:08:41.000]  就佳大夫你幫他做
[00:08:41.000 --> 00:08:43.000]  生命你可以成長
[00:08:43.000 --> 00:08:46.000]  其實生命的成長不是單單在於這個弟兄有條刺
[00:08:46.000 --> 00:08:48.000]  他的生命得以成長
[00:08:48.000 --> 00:08:53.000]  是你自己因為要除去自己眼中的樑木
[00:08:53.000 --> 00:08:55.000]  檢討過自己的生命
[00:08:55.000 --> 00:08:59.000]  然後才回去看弟兄的生命
[00:08:59.000 --> 00:09:02.000]  拿走你自己生命當中的樑木
[00:09:02.000 --> 00:09:05.000]  然後回去幫助你的弟兄
[00:09:05.000 --> 00:09:07.000]  拔除他的刺的時候
[00:09:07.000 --> 00:09:12.000]  其實同一時間不單單是你的弟兄有生命的成長
[00:09:12.000 --> 00:09:15.000]  你自己因為拿走你眼中的樑木
[00:09:15.000 --> 00:09:17.000]  檢驗你自己的生命
[00:09:17.000 --> 00:09:20.000]  重新看回你自己的生命的時候
[00:09:20.000 --> 00:09:22.000]  你的生命也有成長
[00:09:22.000 --> 00:09:26.000]  如果對方願意讓你去除那條刺的時候
[00:09:26.000 --> 00:09:28.000]  你就去除那條刺
[00:09:28.000 --> 00:09:34.000]  但反過來如果弟兄或者姐妹
[00:09:34.000 --> 00:09:38.000]  不願意讓你去除那條刺的時候
[00:09:38.000 --> 00:09:39.000]  那怎麼做呢
[00:09:39.000 --> 00:09:41.000]  七章六字耶穌說了另一個比喻
[00:09:41.000 --> 00:09:43.000]  這個比喻很有趣
[00:09:43.000 --> 00:09:45.000]  他說不要將聖物給狗
[00:09:45.000 --> 00:09:50.000]  也不要將珍珠放在豬的前面
[00:09:50.000 --> 00:09:53.000]  恐怕牠們踐踏
[00:09:53.000 --> 00:09:58.000]  那些珍珠會轉過頭來咬你們
[00:09:58.000 --> 00:09:59.000]  這段經文很有趣
[00:09:59.000 --> 00:10:00.000]  這段經文我們看的時候
[00:10:00.000 --> 00:10:04.000]  很多時候我們就用在傳福音那裡
[00:10:04.000 --> 00:10:06.000]  我們用在傳福音那裡說什麼呢
[00:10:06.000 --> 00:10:09.000]  用在傳福音那裡我們就說
[00:10:09.000 --> 00:10:12.000]  其實你給他一些好東西
[00:10:12.000 --> 00:10:14.000]  他不接受那就算了
[00:10:14.000 --> 00:10:17.000]  就不必了
[00:10:17.000 --> 00:10:19.000]  但這段經文就化到
[00:10:19.000 --> 00:10:21.000]  當我們認真去看的時候
[00:10:21.000 --> 00:10:22.000]  看回上文看回夏理
[00:10:22.000 --> 00:10:24.000]  在他的位置裡面
[00:10:24.000 --> 00:10:26.000]  其實一直都不是在說傳福音
[00:10:26.000 --> 00:10:27.000]  所以很多時候我們用這張
[00:10:27.000 --> 00:10:29.000]  七章六字的時間
[00:10:29.000 --> 00:10:30.000]  其實說傳福音
[00:10:30.000 --> 00:10:32.000]  其實很多時候我們是搞錯了
[00:10:32.000 --> 00:10:34.000]  這裡是回頭去看
[00:10:34.000 --> 00:10:37.000]  剛剛一直在說
[00:10:37.000 --> 00:10:40.000]  那個人和人之間
[00:10:40.000 --> 00:10:44.000]  在一間論斷的關係上
[00:10:44.000 --> 00:10:45.000]  他說什麼
[00:10:45.000 --> 00:10:47.000]  他說如果那個弟兄願意
[00:10:47.000 --> 00:10:49.000]  讓你去拔除他的刺的時候
[00:10:49.000 --> 00:10:51.000]  你就幫他拔除那條刺
[00:10:51.000 --> 00:10:53.000]  但是如果那個弟兄
[00:10:53.000 --> 00:10:56.000]  不願意讓你去拔除那條刺的時候
[00:10:56.000 --> 00:11:01.000]  你就不要幫他做任何的事
[00:11:01.000 --> 00:11:03.000]  這個就是一個很重要的原則
[00:11:03.000 --> 00:11:04.000]  就是不要強迫他
[00:11:04.000 --> 00:11:07.000]  以致那個關係是破壞了
[00:11:07.000 --> 00:11:10.000]  恐怕他回頭是踩那些珍珠
[00:11:10.000 --> 00:11:13.000]  然後轉過來咬你門
[00:11:13.000 --> 00:11:17.000]  不要強迫破壞了那個關係
[00:11:17.000 --> 00:11:19.000]  你要知道一個很有趣的東西
[00:11:19.000 --> 00:11:21.000]  就是他將那些聖物
[00:11:21.000 --> 00:11:23.000]  我們人覺得很好的東西
[00:11:23.000 --> 00:11:26.000]  聖物、珍珠、貴重物
[00:11:26.000 --> 00:11:29.000]  或者這麼好的東西給對方
[00:11:29.000 --> 00:11:31.000]  我願意幫助他
[00:11:31.000 --> 00:11:33.000]  我已經去除了我眼中的良物
[00:11:33.000 --> 00:11:35.000]  我可以幫助你
[00:11:35.000 --> 00:11:37.000]  生命是有成長的
[00:11:37.000 --> 00:11:39.000]  去拔除你生命的那條刺
[00:11:39.000 --> 00:11:41.000]  但是在那個弟兄
[00:11:41.000 --> 00:11:45.000]  他覺得你給他是很好的東西
[00:11:45.000 --> 00:11:48.000]  但是他不覺得是很好的東西
[00:11:48.000 --> 00:11:51.000]  你給聖物那隻狗的時候
[00:11:51.000 --> 00:11:52.000]  那隻狗不覺得那東西是好的
[00:11:52.000 --> 00:11:53.000]  你給他一塊骨頭
[00:11:53.000 --> 00:11:55.000]  他可能會覺得很棒
[00:11:55.000 --> 00:11:57.000]  很感謝你
[00:11:57.000 --> 00:11:59.000]  覺得你這個就是一個好的主人
[00:11:59.000 --> 00:12:01.000]  同樣道理
[00:12:01.000 --> 00:12:03.000]  專門不要什麼珍珠
[00:12:03.000 --> 00:12:05.000]  你給珍珠
[00:12:05.000 --> 00:12:07.000]  放在一隻豬的面前是沒用的
[00:12:07.000 --> 00:12:09.000]  他只會咬爛那些珍珠
[00:12:09.000 --> 00:12:11.000]  咬爛那些珍珠
[00:12:11.000 --> 00:12:13.000]  發個不好吃的吐出來
[00:12:13.000 --> 00:12:17.000]  甚至他覺得你為什麼給我這些東西
[00:12:17.000 --> 00:12:19.000]  我轉過頭來就咬你們
[00:12:19.000 --> 00:12:21.000]  所以有時候這裡給我們一個很大的提醒
[00:12:21.000 --> 00:12:25.000]  是有時候我們覺得非常好的東西
[00:12:25.000 --> 00:12:29.000]  當我們拔除了我們自己眼中的良物的時候
[00:12:29.000 --> 00:12:31.000]  我們看得清楚了
[00:12:31.000 --> 00:12:33.000]  我們有時候幫助弟兄拔除他的刺
[00:12:33.000 --> 00:12:35.000]  以致他成長的時候
[00:12:35.000 --> 00:12:37.000]  我們以為我們給他一些非常好的東西
[00:12:37.000 --> 00:12:39.000]  給弟兄 給他聖物
[00:12:39.000 --> 00:12:41.000]  給他珍珠
[00:12:41.000 --> 00:12:43.000]  但是原來就好像他不願意接受
[00:12:43.000 --> 00:12:45.000]  看不到的時候
[00:12:45.000 --> 00:12:47.000]  就好像把聖物放在狗的面前
[00:12:47.000 --> 00:12:49.000]  把珍珠放在豬的面前一樣
[00:12:49.000 --> 00:12:53.000]  對他來說完全沒有任何價值
[00:12:53.000 --> 00:12:55.000]  所以來到這裡
[00:12:55.000 --> 00:12:57.000]  我們有一個原則
[00:12:57.000 --> 00:12:59.000]  當我們面對到一些人
[00:12:59.000 --> 00:13:03.000]  不願意接受我們壟斷的時間
[00:13:03.000 --> 00:13:07.000]  不願意接受我們給他的便宜
[00:13:07.000 --> 00:13:09.000]  以致他生命可以成長的時間
[00:13:09.000 --> 00:13:11.000]  他提醒我們不要強迫他
[00:13:11.000 --> 00:13:15.000]  甚至連關係都破裂了
[00:13:15.000 --> 00:13:17.000]  破裂了
[00:13:17.000 --> 00:13:19.000]  所以來到這個時候我們停一停
[00:13:19.000 --> 00:13:21.000]  有一個總結
[00:13:21.000 --> 00:13:23.000]  總結就是剛才看了兩個比喻
[00:13:23.000 --> 00:13:25.000]  一個就是刺和良物的比喻
[00:13:25.000 --> 00:13:29.000]  另一個就是聖物珍珠和狗和豬的比喻
[00:13:29.000 --> 00:13:35.000]  你說到良物和刺的比喻是指向壟斷那些人
[00:13:35.000 --> 00:13:39.000]  當我們要去壟斷別人
[00:13:39.000 --> 00:13:41.000]  去評論別人 去評論別人
[00:13:41.000 --> 00:13:43.000]  去給別人意見的時候
[00:13:43.000 --> 00:13:45.000]  我們首先停下來
[00:13:45.000 --> 00:13:47.000]  看看自己會不會有良物阻礙了我們
[00:13:47.000 --> 00:13:51.000]  以致我們看不到對方那條刺
[00:13:51.000 --> 00:13:53.000]  沒辦法幫助他
[00:13:53.000 --> 00:13:59.000]  反過來狗和豬聖物珍珠的比喻
[00:13:59.000 --> 00:14:03.000]  是指向接受論斷
[00:14:03.000 --> 00:14:05.000]  接受評論
[00:14:05.000 --> 00:14:07.000]  接受評論
[00:14:07.000 --> 00:14:09.000]  接受你給意見他的那些人
[00:14:09.000 --> 00:14:13.000]  如果對方真的不願意接受的時間
[00:14:13.000 --> 00:14:15.000]  我們不要強迫
[00:14:15.000 --> 00:14:17.000]  停下來
[00:14:17.000 --> 00:14:21.000]  不要因為我們說給你一些很好的東西
[00:14:21.000 --> 00:14:23.000]  而令關係破裂
[00:14:23.000 --> 00:14:25.000]  所以再看下去的時間更加有趣
[00:14:25.000 --> 00:14:27.000]  七春七節
[00:14:27.000 --> 00:14:29.000]  很熟悉的一次經文
[00:14:29.000 --> 00:14:31.000]  我們甚至會識背
[00:14:31.000 --> 00:14:33.000]  作為金句
[00:14:33.000 --> 00:14:35.000]  你們祈求就給你們尋找就尋見
[00:14:35.000 --> 00:14:37.000]  叩門就給你們開門
[00:14:37.000 --> 00:14:39.000]  你們犯祈求的就得著
[00:14:39.000 --> 00:14:41.000]  尋找的就尋見
[00:14:41.000 --> 00:14:43.000]  叩門的就給他開門
[00:14:43.000 --> 00:14:49.000]  這個經文我們很喜歡用在普告上
[00:14:49.000 --> 00:14:51.000]  甚至寫給人
[00:14:51.000 --> 00:14:55.000]  你祈求就會給你門
[00:14:55.000 --> 00:14:57.000]  尋找就尋見
[00:14:57.000 --> 00:14:59.000]  叩門就給你開門
[00:14:59.000 --> 00:15:05.000]  將這個祈禱放在傳福音上
[00:15:05.000 --> 00:15:09.000]  我們祈求不是一定是上帝答應的
[00:15:09.000 --> 00:15:11.000]  但是我們祈求他信主
[00:15:11.000 --> 00:15:13.000]  把信傳給他
[00:15:13.000 --> 00:15:15.000]  只要你這樣去求
[00:15:15.000 --> 00:15:17.000]  你祈求就會給你門
[00:15:17.000 --> 00:15:19.000]  尋找就尋見
[00:15:19.000 --> 00:15:21.000]  尋找就是上帝的時間
[00:15:21.000 --> 00:15:23.000]  上帝就會給你尋見
[00:15:23.000 --> 00:15:25.000]  你叩門就給他開門
[00:15:25.000 --> 00:15:27.000]  他就會開門
[00:15:27.000 --> 00:15:29.000]  是不是呢?其實是
[00:15:29.000 --> 00:15:33.000]  但是這裡不是在說傳福音的東西
[00:15:33.000 --> 00:15:37.000]  同樣把這節經文帶回第七章
[00:15:37.000 --> 00:15:39.000]  上下文去看的時候
[00:15:39.000 --> 00:15:41.000]  同樣是在說一個關係
[00:15:41.000 --> 00:15:43.000]  一個論斷的關係
[00:15:43.000 --> 00:15:45.000]  在說什麼
[00:15:45.000 --> 00:15:47.000]  繼續看下去的時候
[00:15:47.000 --> 00:15:49.000]  他說你祈求的時候
[00:15:49.000 --> 00:15:51.000]  用這個祈禱耶穌就帶出了一個很有趣的東西
[00:15:51.000 --> 00:15:57.000]  他說你中間誰有紙球餅會給他石頭呢?
[00:15:57.000 --> 00:15:59.000]  昔日的巴勒斯坦地的石頭
[00:15:59.000 --> 00:16:03.000]  好像我們那些鵝卵石
[00:16:03.000 --> 00:16:05.000]  不是白色的
[00:16:05.000 --> 00:16:07.000]  帶有一點點啡啡的顏色
[00:16:07.000 --> 00:16:11.000]  就好像巴勒斯坦的餅一樣
[00:16:11.000 --> 00:16:13.000]  就是我們北方人
[00:16:13.000 --> 00:16:15.000]  如果住在中國的北方人
[00:16:15.000 --> 00:16:17.000]  吃的饅頭
[00:16:17.000 --> 00:16:19.000]  饅頭的時候
[00:16:19.000 --> 00:16:21.000]  他沒有漂染過
[00:16:21.000 --> 00:16:23.000]  不是很白的
[00:16:23.000 --> 00:16:25.000]  真的用麵粉搓出來的
[00:16:25.000 --> 00:16:27.000]  其實有一點點啡啡的
[00:16:27.000 --> 00:16:31.000]  也有一點點像我們後院的鵝卵石
[00:16:31.000 --> 00:16:35.000]  同樣你求雨
[00:16:35.000 --> 00:16:37.000]  我怎麼會給你一條蛇呢?
[00:16:37.000 --> 00:16:39.000]  七章十一節我們很喜歡說
[00:16:39.000 --> 00:16:41.000]  雖然我們不好
[00:16:41.000 --> 00:16:43.000]  不是完美
[00:16:43.000 --> 00:16:45.000]  不是有罪
[00:16:45.000 --> 00:16:47.000]  甚至可能經常犯罪
[00:16:47.000 --> 00:16:49.000]  但是我們的天父都會將好的
[00:16:49.000 --> 00:16:51.000]  雖然我們不好
[00:16:51.000 --> 00:16:53.000]  我們作為父親在地上都不是完美的
[00:16:53.000 --> 00:16:55.000]  但我們都會將好的東西給我們的兒女
[00:16:55.000 --> 00:16:57.000]  何況在天上的父親
[00:16:57.000 --> 00:16:59.000]  怎麼不會將最好的東西給他的人呢?
[00:16:59.000 --> 00:17:01.000]  很有趣
[00:17:01.000 --> 00:17:03.000]  這裡想說什麼呢?
[00:17:03.000 --> 00:17:05.000]  他想說
[00:17:05.000 --> 00:17:07.000]  給我們看的圖畫
[00:17:07.000 --> 00:17:09.000]  就是原則四
[00:17:09.000 --> 00:17:11.000]  有時我們立即去論斷他的時候
[00:17:11.000 --> 00:17:13.000]  如果他不願意聽
[00:17:13.000 --> 00:17:15.000]  甚至我們默克尚要論斷他的時候
[00:17:15.000 --> 00:17:17.000]  這裡提醒我們
[00:17:17.000 --> 00:17:19.000]  有一個原則
[00:17:19.000 --> 00:17:21.000]  不如我們先安靜下來
[00:17:21.000 --> 00:17:23.000]  我們先去為我們自己的家庭
[00:17:23.000 --> 00:17:25.000]  做好自己的事
[00:17:25.000 --> 00:17:27.000]  我們先安靜下來
[00:17:27.000 --> 00:17:29.000]  我們先去為我們自己的家庭
[00:17:29.000 --> 00:17:31.000]  做好自己的事
[00:17:31.000 --> 00:17:33.000]  我們想給一些好意見的弟兄
[00:17:33.000 --> 00:17:35.000]  為他先祈禱
[00:17:35.000 --> 00:17:37.000]  我相信這也是基督徒
[00:17:37.000 --> 00:17:39.000]  必須要做的
[00:17:39.000 --> 00:17:41.000]  很重要的事
[00:17:41.000 --> 00:17:43.000]  我們馬上去論斷他
[00:17:43.000 --> 00:17:45.000]  不如我們先安靜下來
[00:17:45.000 --> 00:17:47.000]  為他祈禱
[00:17:47.000 --> 00:17:49.000]  將他交回給上帝
[00:17:49.000 --> 00:17:51.000]  看看上帝會不會用
[00:17:51.000 --> 00:17:53.000]  我自己認為好的東西
[00:17:53.000 --> 00:17:55.000]  然後去跟那個弟兄說
[00:17:55.000 --> 00:17:57.000]  是不是那些聖物
[00:17:57.000 --> 00:17:59.000]  是不是珍珠
[00:17:59.000 --> 00:18:01.000]  對方會不會收到
[00:18:01.000 --> 00:18:03.000]  我給他一些好的評價
[00:18:03.000 --> 00:18:05.000]  好的聖物
[00:18:05.000 --> 00:18:07.000]  好的珍珠的時候
[00:18:07.000 --> 00:18:09.000]  他覺得不是好的東西
[00:18:09.000 --> 00:18:11.000]  以致我們的關係破裂
[00:18:11.000 --> 00:18:13.000]  所以回到第七章第九節
[00:18:13.000 --> 00:18:15.000]  第十一節的時間
[00:18:15.000 --> 00:18:17.000]  不只是在說祈禱
[00:18:17.000 --> 00:18:19.000]  這裡說的是什麼
