
[00:00:00.000 --> 00:00:05.200]  各位大型節目的各位朋友你們好
[00:02:07.800 --> 00:02:10.800]  他們就托在美國的好朋友的幫助
[00:02:10.800 --> 00:02:14.800]  按期郵寄一些Peanut Butter給他們吃
[00:02:14.800 --> 00:02:17.800]  當他們收到第一罐花生醬的時候
[00:02:17.800 --> 00:02:20.800]  哇!好開心!
[00:02:20.800 --> 00:02:24.800]  並且請其他宣教士一同共享
[00:02:24.800 --> 00:02:30.800]  晚上他們就到年輕夫婦的宣教士家裡
[00:02:30.800 --> 00:02:32.800]  一起吃晚飯
[00:02:32.800 --> 00:02:37.800]  自當其他宣教士看到桌上的Peanut Butter的時候
[00:02:37.800 --> 00:02:40.800]  每個人的臉色都深沈下來
[00:02:40.800 --> 00:02:42.800]  一聲不出
[00:02:42.800 --> 00:02:44.800]  而且摸都不摸
[00:02:44.800 --> 00:02:46.800]  初時他們覺得有點奇怪
[00:02:46.800 --> 00:02:50.800]  咦!我們犯了什麼離天大罪?
[00:02:50.800 --> 00:02:52.800]  到了第二天
[00:02:52.800 --> 00:02:57.800]  那位宣教頭頭就召了這對夫婦來問話
[00:02:57.800 --> 00:02:59.800]  然後對他們說
[00:02:59.800 --> 00:03:02.800]  我們這裡有一個不明文的規定
[00:03:02.800 --> 00:03:05.800]  宣教士是不准吃Peanut Butter的
[00:03:05.800 --> 00:03:08.800]  年輕的夫婦嚇了一跳
[00:03:08.800 --> 00:03:09.800]  就問
[00:03:09.800 --> 00:03:12.800]  請問Peanut Butter有何不妥?
[00:03:12.800 --> 00:03:14.800]  那位宣教頭就說
[00:03:14.800 --> 00:03:16.800]  請恕令
[00:03:16.800 --> 00:03:18.800]  什麼?
[00:03:18.800 --> 00:03:21.800]  Peanut Butter和恕令有什麼關係?
[00:03:21.800 --> 00:03:25.800]  曾經有誰說過吃Peanut Butter就是不恕令?
[00:03:25.800 --> 00:03:27.800]  那位宣教頭就說
[00:03:27.800 --> 00:03:32.800]  我們早期有一個宣教士來到這裡
[00:03:32.800 --> 00:03:35.800]  看到這裡的人是沒有Peanut Butter
[00:03:35.800 --> 00:03:40.800]  我們宣教士為了基督的緣故也要犧牲
[00:03:40.800 --> 00:03:42.800]  雖然他們很喜歡吃Peanut Butter
[00:03:42.800 --> 00:03:44.800]  但是為了犧牲
[00:03:44.800 --> 00:03:46.800]  為了這裡的人的緣故
[00:03:46.800 --> 00:03:49.800]  這是一個恕令犧牲的象徵
[00:03:49.800 --> 00:03:51.800]  那對夫婦就不以為然
[00:03:51.800 --> 00:03:56.800]  他們覺得這些犧牲是真的無謂的
[00:03:56.800 --> 00:04:00.800]  哦!沒錯!你們也覺得這些是犧牲
[00:04:00.800 --> 00:04:03.800]  我尊重你的看法你的做法
[00:04:03.800 --> 00:04:07.800]  但你不可以將這些枷鎖
[00:04:07.800 --> 00:04:09.800]  加在每一個人身上
[00:04:09.800 --> 00:04:12.800]  你以為這些是為主犧牲
[00:04:12.800 --> 00:04:14.800]  但我不覺得
[00:04:14.800 --> 00:04:17.800]  你覺得這是一個恕令的象徵
[00:04:17.800 --> 00:04:20.800]  但我沒有覺得這是一個恕令的象徵
[00:04:20.800 --> 00:04:22.800]  於是那個頭頭就說
[00:04:22.800 --> 00:04:25.800]  那你是不是繼續想吃呢?
[00:04:25.800 --> 00:04:27.800]  這對年輕的夫婦說
[00:04:27.800 --> 00:04:30.800]  我覺得在聖經里沒有說過
[00:04:30.800 --> 00:04:34.800]  吃Peanut Butter是一件不恕令的事
[00:04:34.800 --> 00:04:37.800]  或者你說不要將這件事
[00:04:37.800 --> 00:04:39.800]  讓當地的人吃
[00:04:39.800 --> 00:04:42.800]  那我們就最多自己在家吃吧
[00:04:42.800 --> 00:04:45.800]  他們因為這件事就爭論起來
[00:04:45.800 --> 00:04:47.800]  大家不歡而泛
[00:04:47.800 --> 00:04:49.800]  而且越來越僵
[00:04:49.800 --> 00:04:52.800]  終於這對年輕的夫婦被迫辭職
[00:04:52.800 --> 00:04:55.800]  離開這個工廠的時候
[00:04:55.800 --> 00:04:58.800]  是非常不安傷心的離開
[00:04:58.800 --> 00:05:01.800]  芝麻綠豆就變那件事
[00:05:01.800 --> 00:05:03.800]  是一件非常不幸的事
[00:05:03.800 --> 00:05:06.800]  其實類似這些例子
[00:05:06.800 --> 00:05:08.800]  在教會裡面多不勝數
[00:05:08.800 --> 00:05:10.800]  在美國有些地方
[00:05:10.800 --> 00:05:12.800]  不少虔誠的信徒
[00:05:12.800 --> 00:05:15.800]  是很主張守安息日
[00:05:15.800 --> 00:05:17.800]  在安息日裡面他們不做工
[00:05:17.800 --> 00:05:19.800]  因為這個十誡其中一條
[00:05:19.800 --> 00:05:21.800]  有位仁兄
[00:05:21.800 --> 00:05:24.800]  他星期日就要守安息日
[00:05:24.800 --> 00:05:25.800]  什麼都不做
[00:05:25.800 --> 00:05:27.800]  好像那些法利菜人一樣
[00:05:27.800 --> 00:05:30.800]  不僅自己守安息日
[00:05:30.800 --> 00:05:32.800]  還要盯著耶穌有沒有守安息日
[00:05:32.800 --> 00:05:34.800]  他不是盯著耶穌
[00:05:34.800 --> 00:05:36.800]  他盯著太太
[00:05:36.800 --> 00:05:38.800]  有一天他發現
[00:05:38.800 --> 00:05:40.800]  太太星期日下午
[00:05:40.800 --> 00:05:43.800]  竟然洗衣服
[00:05:43.800 --> 00:05:46.800]  他馬上
[00:05:46.800 --> 00:05:49.800]  細細偵查蒐集證據
[00:05:49.800 --> 00:05:52.800]  的確證據確鑿
[00:05:52.800 --> 00:05:55.800]  太太星期日洗衣服犯了彌天大罪
[00:05:55.800 --> 00:05:58.800]  於是就義憤填空
[00:05:58.800 --> 00:06:01.800]  抓住太太去教會見牧師
[00:06:01.800 --> 00:06:03.800]  抓住太太
[00:06:03.800 --> 00:06:05.800]  犯了大罪
[00:06:05.800 --> 00:06:07.800]  星期日硬洗衣服
[00:06:07.800 --> 00:06:09.800]  如果我是牧師
[00:06:09.800 --> 00:06:11.800]  真的要殺了他一大輪
[00:06:11.800 --> 00:06:13.800]  打死他的腦袋
[00:06:13.800 --> 00:06:15.800]  封建的腦袋
[00:06:15.800 --> 00:06:18.800]  或者你會問有沒有搞錯
[00:06:18.800 --> 00:06:20.800]  太搞笑了
[00:06:20.800 --> 00:06:22.800]  但事實上有不少教會
[00:06:22.800 --> 00:06:24.800]  有不少信徒
[00:06:24.800 --> 00:06:26.800]  犯了這個毛病
[00:06:26.800 --> 00:06:28.800]  作法自斃
[00:06:28.800 --> 00:06:30.800]  自作枷鎖
[00:06:30.800 --> 00:06:33.800]  例如有些人說
[00:06:33.800 --> 00:06:35.800]  不如我們教會
[00:06:35.800 --> 00:06:37.800]  一開始就祝福
[00:06:37.800 --> 00:06:39.800]  不要等最後才祝福
[00:06:39.800 --> 00:06:41.800]  答案是
[00:06:41.800 --> 00:06:44.800]  不行我們以前沒有這個規矩
[00:06:44.800 --> 00:06:46.800]  又或者有些人說
[00:06:46.800 --> 00:06:48.800]  唱詩不如用二胡伴奏
[00:06:48.800 --> 00:06:50.800]  不行不夠素靈
[00:06:50.800 --> 00:06:52.800]  這宜不輕
[00:06:52.800 --> 00:06:54.800]  無論崇拜的程序
[00:06:54.800 --> 00:06:56.800]  服侍的方式
[00:06:56.800 --> 00:06:58.800]  你的髮型你的style
[00:06:58.800 --> 00:07:00.800]  我們都有些不明文的規矩
[00:07:00.800 --> 00:07:03.800]  有些人以為是素靈的
[00:07:03.800 --> 00:07:06.800]  牧師成何體統
[00:07:06.800 --> 00:07:08.800]  穿著粉紅色衣服去港島
[00:07:08.800 --> 00:07:10.800]  有沒有搞錯
[00:07:10.800 --> 00:07:12.800]  曾經有誰說
[00:07:12.800 --> 00:07:14.800]  不可以穿粉紅色衣服去港島
[00:07:14.800 --> 00:07:17.800]  是不是因為以前沒有這樣
[00:07:17.800 --> 00:07:19.800]  所以以後我們就不可以這樣
[00:07:19.800 --> 00:07:22.800]  封建就不同傳統
[00:07:22.800 --> 00:07:25.800]  不少傳統都有優良
[00:07:25.800 --> 00:07:27.800]  美好安排
[00:07:27.800 --> 00:07:29.800]  我們要堅守
[00:07:29.800 --> 00:07:31.800]  尤其是和信仰有關
[00:07:31.800 --> 00:07:33.800]  封建是固執拘謹
[00:07:33.800 --> 00:07:35.800]  因小失大
[00:07:35.800 --> 00:07:37.800]  芝麻綠豆的事就變大事
[00:07:37.800 --> 00:07:39.800]  封建就是枷鎖
[00:07:39.800 --> 00:07:41.800]  故步自封
[00:07:41.800 --> 00:07:43.800]  恩慚守舊
[00:07:43.800 --> 00:07:45.800]  一個很出名的神學家
[00:07:45.800 --> 00:07:47.800]  說過一句這樣的說話
[00:07:47.800 --> 00:07:51.800]  傳統是現在死去的那些人的生命信仰
[00:07:51.800 --> 00:07:55.800]  傳統是現在死去的那些人的生命信仰
[00:07:55.800 --> 00:08:00.800]  傳統就是前人已故的人所遺留下來
[00:08:00.800 --> 00:08:02.800]  活生生的信念
[00:08:02.800 --> 00:08:05.800]  封建就是現在活生生的人
[00:08:05.800 --> 00:08:07.800]  所持守死的信條
[00:08:07.800 --> 00:08:10.800]  實際上今天教會裡面很多人
[00:08:10.800 --> 00:08:13.800]  就是持守這些死的信條
[00:08:13.800 --> 00:08:16.800]  一個封建的人只是守一些教條
[00:08:16.800 --> 00:08:18.800]  盲目的服從
[00:08:18.800 --> 00:08:20.800]  不理會人的需要
[00:08:20.800 --> 00:08:21.800]  人的感受
[00:08:21.800 --> 00:08:22.800]  人的生命
[00:08:22.800 --> 00:08:23.800]  耶穌說得好
[00:08:23.800 --> 00:08:25.800]  安息日是為人而做
[00:08:25.800 --> 00:08:27.800]  人不是為惡世人而做
[00:08:27.800 --> 00:08:29.800]  當侯建德
[00:08:29.800 --> 00:08:31.800]  就是台灣很出名的歌星
[00:08:31.800 --> 00:08:33.800]  從台灣到大陸的時候
[00:08:33.800 --> 00:08:35.800]  接受訪問就這樣說
[00:08:35.800 --> 00:08:37.800]  今天我們中國最大的問題
[00:08:37.800 --> 00:08:38.800]  就是封建問題
[00:08:38.800 --> 00:08:39.800]  中國有一句話
[00:08:39.800 --> 00:08:41.800]  祖宗之法不可廢
[00:08:41.800 --> 00:08:45.800]  於是我們就要堅守那些祖宗之法
[00:08:45.800 --> 00:08:47.800]  恩懼守舊
[00:08:47.800 --> 00:08:49.800]  故步自封
[00:08:49.800 --> 00:08:51.800]  教會也是如此
[00:08:51.800 --> 00:08:53.800]  今天看這一段聖經
[00:08:53.800 --> 00:08:55.800]  約翰福第五章這段聖經
[00:08:55.800 --> 00:08:57.800]  你看看猶太人
[00:08:57.800 --> 00:08:59.800]  如何盲目的
[00:08:59.800 --> 00:09:01.800]  將一些封建的思想
[00:09:01.800 --> 00:09:03.800]  成為了他們的枷鎖
[00:09:03.800 --> 00:09:05.800]  首先我們看看安息日
[00:09:05.800 --> 00:09:07.800]  大件事
[00:09:07.800 --> 00:09:09.800]  第十節就說
[00:09:09.800 --> 00:09:11.800]  那天是安息日
[00:09:11.800 --> 00:09:13.800]  所以猶太人對那醫好的人說
[00:09:13.800 --> 00:09:15.800]  今天是安息日
[00:09:15.800 --> 00:09:17.800]  你拿肉子走是不可的
[00:09:17.800 --> 00:09:19.800]  上一回我們說到
[00:09:19.800 --> 00:09:21.800]  安息日是治了18年的病人
[00:09:21.800 --> 00:09:23.800]  但卻成為了殺身之禍
[00:09:23.800 --> 00:09:25.800]  為什麼?
[00:09:25.800 --> 00:09:27.800]  因為猶太人不喜歡
[00:09:27.800 --> 00:09:29.800]  猶太人不高興
[00:09:29.800 --> 00:09:31.800]  所以安息日就治了病人
[00:09:31.800 --> 00:09:33.800]  並且吩咐他拿肉子走
[00:09:33.800 --> 00:09:35.800]  於是就惹起了他們的火
[00:09:35.800 --> 00:09:37.800]  為什麼?
[00:09:37.800 --> 00:09:39.800]  治人這件事有什麼不好?
[00:09:39.800 --> 00:09:41.800]  何以安息日對猶太人
[00:09:41.800 --> 00:09:43.800]  是這麼大的一件事呢?
[00:09:43.800 --> 00:09:45.800]  有兩個原因
[00:09:45.800 --> 00:09:47.800]  一個是神學或者宗教背景原因
[00:09:47.800 --> 00:09:49.800]  第二個是政治背景
[00:09:49.800 --> 00:09:51.800]  首先我們看神學和宗教背景
[00:09:51.800 --> 00:09:53.800]  創世記第一章第二章
[00:09:53.800 --> 00:09:55.800]  記載神六日創造天地
[00:09:55.800 --> 00:09:57.800]  第七日休息
[00:09:57.800 --> 00:09:59.800]  視為安息日
[00:09:59.800 --> 00:10:01.800]  神祭六日工作
[00:10:01.800 --> 00:10:03.800]  第七日休息
[00:10:03.800 --> 00:10:05.800]  人就應當如此
[00:10:05.800 --> 00:10:07.800]  所以定後最後一日為安息日
[00:10:07.800 --> 00:10:09.800]  在摩西十誡里吩咐我們
[00:10:09.800 --> 00:10:11.800]  當守安息日
[00:10:11.800 --> 00:10:13.800]  但聖經只是給我們一些
[00:10:13.800 --> 00:10:15.800]  大氣的原則
[00:10:15.800 --> 00:10:17.800]  沒有說明
[00:10:17.800 --> 00:10:19.800]  如何守法
[00:10:19.800 --> 00:10:21.800]  沒有說明
[00:10:21.800 --> 00:10:23.800]  什麼叫做工作
[00:10:23.800 --> 00:10:25.800]  什麼不是工作
[00:10:25.800 --> 00:10:27.800]  聖經沒有明文規定
[00:10:27.800 --> 00:10:29.800]  於是猶太人
[00:10:29.800 --> 00:10:31.800]  就要加上很多的
[00:10:31.800 --> 00:10:33.800]  移民規矩
[00:10:33.800 --> 00:10:35.800]  列明什麼叫做工作
[00:10:35.800 --> 00:10:37.800]  什麼不是工作
[00:10:37.800 --> 00:10:39.800]  尤其是那些法理才衛文士
[00:10:39.800 --> 00:10:41.800]  更是移民專家
[00:10:41.800 --> 00:10:43.800]  列出了有
[00:10:43.800 --> 00:10:45.800]  39類的工作
[00:10:45.800 --> 00:10:47.800]  稱為工作
[00:10:47.800 --> 00:10:49.800]  在安息日不可以做
[00:10:49.800 --> 00:10:51.800]  其中一項是不可以擔重物
[00:10:51.800 --> 00:10:53.800]  搬屋是擔重物
[00:10:53.800 --> 00:10:55.800]  所以就等於工作
[00:10:55.800 --> 00:10:57.800]  現在的病人
[00:10:57.800 --> 00:10:59.800]  拿著玉子酒
[00:10:59.800 --> 00:11:01.800]  玉子是重擔
[00:11:01.800 --> 00:11:03.800]  拿著玉子酒
[00:11:03.800 --> 00:11:05.800]  是什麼重擔呢
[00:11:05.800 --> 00:11:07.800]  就是工作
[00:11:07.800 --> 00:11:09.800]  還有36項工作當中
[00:11:09.800 --> 00:11:11.800]  其中一項是搬屋
[00:11:11.800 --> 00:11:13.800]  搬屋的
[00:11:13.800 --> 00:11:15.800]  玉子是他的家
[00:11:15.800 --> 00:11:17.800]  拿著玉子酒搬家
[00:11:17.800 --> 00:11:19.800]  所以是工作
[00:11:19.800 --> 00:11:21.800]  所以有些人說
[00:11:21.800 --> 00:11:23.800]  今天是安息日
[00:11:23.800 --> 00:11:25.800]  拿著玉子酒是不可以的
[00:11:25.800 --> 00:11:27.800]  因為犯了離天大罪
[00:11:27.800 --> 00:11:29.800]  犯了不守安息日的罪
[00:11:29.800 --> 00:11:31.800]  除了宗教的原因外
[00:11:31.800 --> 00:11:33.800]  還有政治原因
[00:11:33.800 --> 00:11:35.800]  自從公元586年
[00:11:35.800 --> 00:11:37.800]  以色列亡國
[00:11:37.800 --> 00:11:39.800]  並且被放逐到巴比倫
[00:11:39.800 --> 00:11:41.800]  人亡
[00:11:41.800 --> 00:11:43.800]  雖然尼西米帶著猶太人回歸
[00:11:43.800 --> 00:11:45.800]  但仍是作客
[00:11:45.800 --> 00:11:47.800]  到耶穌時代
[00:11:47.800 --> 00:11:49.800]  羅馬人統治
[00:11:49.800 --> 00:11:51.800]  他的文化卻受希臘影響
[00:11:51.800 --> 00:11:53.800]  他們說希臘話
[00:11:53.800 --> 00:11:55.800]  受希臘文化影響
[00:11:55.800 --> 00:11:57.800]  猶太人也受
[00:11:57.800 --> 00:11:59.800]  希臘文化影響很大
[00:11:59.800 --> 00:12:01.800]  漸漸失去了猶太人的本色
[00:12:01.800 --> 00:12:03.800]  漸漸失去了猶太人的本色
[00:12:03.800 --> 00:12:05.800]  為此之故
[00:12:05.800 --> 00:12:07.800]  猶太人為了保存自己的民族
[00:12:07.800 --> 00:12:09.800]  自己的文化
[00:12:09.800 --> 00:12:11.800]  自己的宗教
[00:12:11.800 --> 00:12:13.800]  抗衡希臘文化的侵略
[00:12:13.800 --> 00:12:15.800]  抗衡希臘文化的侵略
[00:12:15.800 --> 00:12:17.800]  特別強調三點
[00:12:17.800 --> 00:12:19.800]  第一 強調割離
[00:12:19.800 --> 00:12:21.800]  尤其是商議時期
[00:12:21.800 --> 00:12:23.800]  尤其是商議時期
[00:12:23.800 --> 00:12:25.800]  在希臘時代
[00:12:25.800 --> 00:12:27.800]  每個人商議
[00:12:27.800 --> 00:12:29.800]  就不像中國人在茶居上聊天
[00:12:29.800 --> 00:12:31.800]  一邊喝茶一邊商議
[00:12:31.800 --> 00:12:33.800]  而是去健身
[00:12:33.800 --> 00:12:35.800]  而是去健身
[00:12:35.800 --> 00:12:37.800]  健身是什麼意思呢
[00:12:37.800 --> 00:12:39.800]  就是裸體
[00:12:39.800 --> 00:12:41.800]  因為希臘人在健身運動時
[00:12:41.800 --> 00:12:43.800]  全都不穿衣服
[00:12:43.800 --> 00:12:45.800]  如果一個人
[00:12:45.800 --> 00:12:47.800]  沒有受割離
[00:12:47.800 --> 00:12:49.800]  一看就知道
[00:12:49.800 --> 00:12:51.800]  一看就知道
[00:12:51.800 --> 00:12:53.800]  原來這個人沒有受割離
[00:12:53.800 --> 00:12:55.800]  不遵守聖經裡面所說的
[00:12:55.800 --> 00:12:57.800]  要受割離
[00:12:57.800 --> 00:12:59.800]  這是第一點
[00:12:59.800 --> 00:13:01.800]  所以有些猶太人
[00:13:01.800 --> 00:13:03.800]  他害怕被人歧視
[00:13:03.800 --> 00:13:05.800]  所以故意不受割離
[00:13:05.800 --> 00:13:07.800]  在和希臘人做生意時
[00:13:07.800 --> 00:13:09.800]  希臘人不知道他是猶太人
[00:13:09.800 --> 00:13:11.800]  因為一看就知道
[00:13:11.800 --> 00:13:13.800]  他沒有受割離
[00:13:13.800 --> 00:13:15.800]  就想著他一定不是猶太人
[00:13:15.800 --> 00:13:17.800]  所以為了要多拿些生意
[00:13:17.800 --> 00:13:19.800]  他們情願不受割離
[00:13:19.800 --> 00:13:21.800]  希望能夠做生意成功
[00:13:21.800 --> 00:13:23.800]  但對那些虔誠的猶太人說
[00:13:23.800 --> 00:13:25.800]  這些人出賣了自己的國家
[00:13:25.800 --> 00:13:27.800]  出賣了自己的信仰
[00:13:27.800 --> 00:13:29.800]  千萬不要去做生意
[00:13:29.800 --> 00:13:31.800]  不要去做生意
[00:13:31.800 --> 00:13:33.800]  出賣自己的信仰
[00:13:33.800 --> 00:13:35.800]  千萬不要去做生意
[00:13:35.800 --> 00:13:37.800]  是被人歧視的
[00:13:37.800 --> 00:13:39.800]  第二點就是安息日
[00:13:39.800 --> 00:13:41.800]  猶太人要死守安息
[00:13:41.800 --> 00:13:43.800]  表示自己是猶太人
[00:13:43.800 --> 00:13:45.800]  比方說
[00:13:45.800 --> 00:13:47.800]  有人請我
[00:13:47.800 --> 00:13:49.800]  我請你安息日看40niner的遊戲
[00:13:49.800 --> 00:13:51.800]  對不起
[00:13:51.800 --> 00:13:53.800]  我是猶太人
[00:13:53.800 --> 00:13:55.800]  我雖然很喜歡看40niner的遊戲
[00:13:55.800 --> 00:13:57.800]  但因為是安息日
[00:13:57.800 --> 00:13:59.800]  看球賽是叫人工作
[00:13:59.800 --> 00:14:01.800]  我要守安息日
[00:14:01.800 --> 00:14:03.800]  來凸顯自己的文化
[00:14:03.800 --> 00:14:05.800]  凸顯自己的信仰
[00:14:05.800 --> 00:14:07.800]  凸顯自己的文化
[00:14:07.800 --> 00:14:09.800]  凸顯自己的信仰
[00:14:09.800 --> 00:14:11.800]  如果不守安息日
[00:14:11.800 --> 00:14:13.800]  意思就是
[00:14:13.800 --> 00:14:15.800]  你出賣了自己的國家
[00:14:15.800 --> 00:14:17.800]  出賣了自己的民族
[00:14:17.800 --> 00:14:19.800]  出賣了自己的信仰
[00:14:19.800 --> 00:14:21.800]  出賣了自己的宗教
[00:14:21.800 --> 00:14:23.800]  千萬不要這樣做
[00:14:23.800 --> 00:14:25.800]  第三點就是律法
[00:14:25.800 --> 00:14:27.800]  尤其是食物的律法
[00:14:27.800 --> 00:14:29.800]  哪些是結證哪些不是
[00:14:29.800 --> 00:14:31.800]  如何洗手
[00:14:31.800 --> 00:14:33.800]  每一條界面都要清楚遵守
[00:14:33.800 --> 00:14:35.800]  表明你是一個猶太人
[00:14:35.800 --> 00:14:37.800]  有猶太教的信仰
[00:14:37.800 --> 00:14:39.800]  有猶太教的信仰
[00:14:39.800 --> 00:14:41.800]  實行這些律法
[00:14:41.800 --> 00:14:43.800]  不僅是宗教的元素
[00:14:43.800 --> 00:14:45.800]  不僅是宗教的元素
[00:14:45.800 --> 00:14:47.800]  更加有政治的元素
[00:14:47.800 --> 00:14:49.800]  更加有政治的元素
[00:14:49.800 --> 00:14:51.800]  表明我是一個不妥協的猶太人
[00:14:51.800 --> 00:14:53.800]  雖然吃蝦米
[00:14:53.800 --> 00:14:55.800]  但為了信仰為了民族
[00:14:55.800 --> 00:14:57.800]  我還要洗手
[00:14:57.800 --> 00:14:59.800]  如果你是一個猶太人
[00:14:59.800 --> 00:15:01.800]  不守這些律例
[00:15:01.800 --> 00:15:03.800]  表明你是一個不愛國不愛神
[00:15:03.800 --> 00:15:05.800]  一個賣國賊出賣神
[00:15:05.800 --> 00:15:07.800]  那就大事了
[00:15:07.800 --> 00:15:09.800]  所以我們看到猶太人
[00:15:09.800 --> 00:15:11.800]  本來神叫我們守安息
[00:15:11.800 --> 00:15:13.800]  是叫我們休息
[00:15:13.800 --> 00:15:15.800]  叫我們得到釋放
[00:15:15.800 --> 00:15:17.800]  自由
[00:15:17.800 --> 00:15:19.800]  正如耶穌說安息是為人而做
[00:15:19.800 --> 00:15:21.800]  但猶太人將它律法化
[00:15:21.800 --> 00:15:23.800]  封建化政治化
[00:15:23.800 --> 00:15:25.800]  並制度了很多泛民
[00:15:25.800 --> 00:15:27.800]  組織
[00:15:27.800 --> 00:15:29.800]  將律法變成捆綁枷鎖
[00:15:29.800 --> 00:15:31.800]  將律法變成捆綁枷鎖
[00:15:31.800 --> 00:15:33.800]  不再為人而做
[00:15:33.800 --> 00:15:35.800]  而是成為安息日的奴隸
[00:15:35.800 --> 00:15:37.800]  而是成為安息日的奴隸
[00:15:37.800 --> 00:15:39.800]  本末倒置
[00:15:39.800 --> 00:15:41.800]  這就是大事了
[00:15:41.800 --> 00:15:43.800]  我想在今天不少教會
[00:15:43.800 --> 00:15:45.800]  都傳有這種封建的儀式
[00:15:45.800 --> 00:15:47.800]  也使很多弟兄姊妹
[00:15:47.800 --> 00:15:49.800]  也使很多弟兄姊妹
[00:15:49.800 --> 00:15:51.800]  非常困擾
[00:15:51.800 --> 00:15:53.800]  所以第一樣
[00:15:53.800 --> 00:15:55.800]  安息日
[00:15:55.800 --> 00:15:57.800]  對當時的猶太人來說
[00:15:57.800 --> 00:15:59.800]  是大事
[00:15:59.800 --> 00:16:01.800]  我們再來看看
[00:16:01.800 --> 00:16:03.800]  醫好人大事
[00:16:03.800 --> 00:16:05.800]  第十一節
[00:16:05.800 --> 00:16:07.800]  這個患了38年的病人
[00:16:07.800 --> 00:16:09.800]  他的回答是
[00:16:09.800 --> 00:16:11.800]  那使我存愈的對我說
[00:16:11.800 --> 00:16:13.800]  拿你的玉子走吧
[00:16:13.800 --> 00:16:15.800]  他們問他說
[00:16:15.800 --> 00:16:17.800]  對你說拿玉子走的是什麼人
[00:16:17.800 --> 00:16:19.800]  那醫好的人不知道是誰
[00:16:19.800 --> 00:16:21.800]  因為這些人多
[00:16:21.800 --> 00:16:23.800]  耶穌已經把他割開了
[00:16:23.800 --> 00:16:25.800]  第一個問題我們要問的
[00:16:25.800 --> 00:16:27.800]  為什麼耶穌在安息日
[00:16:27.800 --> 00:16:29.800]  醫好這個人呢
[00:16:29.800 --> 00:16:31.800]  為什麼耶穌要用
[00:16:31.800 --> 00:16:33.800]  這樣的方法
[00:16:33.800 --> 00:16:35.800]  叫他拿起玉子走呢
[00:16:35.800 --> 00:16:37.800]  我們沒有理由相信
[00:16:37.800 --> 00:16:39.800]  耶穌不是不知道
[00:16:39.800 --> 00:16:41.800]  猶太是規矩
[00:16:41.800 --> 00:16:43.800]  我們沒有理由相信
[00:16:43.800 --> 00:16:45.800]  耶穌不是不知道
[00:16:45.800 --> 00:16:47.800]  他這樣做會帶來什麼後果
[00:16:47.800 --> 00:16:49.800]  再想一想
[00:16:49.800 --> 00:16:51.800]  這不是急症
[00:16:51.800 --> 00:16:53.800]  也不是絕症
[00:16:53.800 --> 00:16:55.800]  他大可以對這個人說
[00:16:55.800 --> 00:16:57.800]  明天你再來我來醫你
