
[00:00:00.000 --> 00:00:02.240]  我們北宣家由七月到九月
[00:01:26.000 --> 00:01:27.400]  那如何做呢
[00:01:27.400 --> 00:01:30.200]  這個就是我們今天要研究的課題
[00:01:30.200 --> 00:01:33.600]  我們以敬虔生命這個主題
[00:01:33.600 --> 00:01:35.600]  來看這段聖經
[00:01:35.600 --> 00:01:36.600]  首先第一件事
[00:01:36.600 --> 00:01:37.600]  我們要留意
[00:01:37.600 --> 00:01:39.800]  耶穌在這裡所說的話
[00:01:39.800 --> 00:01:43.800]  並沒有企圖要建立一種社會制度
[00:01:43.800 --> 00:01:47.600]  因為祂是特別對著基督徒說的
[00:01:47.600 --> 00:01:49.200]  剛才我們所讀的時候說
[00:01:49.200 --> 00:01:50.200]  如果你愛那些
[00:01:50.200 --> 00:01:52.000]  只是愛你的人那些罪人都可以
[00:01:52.000 --> 00:01:53.600]  就是耶穌很明顯的
[00:01:53.800 --> 00:01:55.800]  祂聽眾
[00:01:55.800 --> 00:01:58.400]  是那些跟其他較愛的人是不同的
[00:01:58.400 --> 00:02:00.400]  祂特別是對那些有神的基督徒
[00:02:00.400 --> 00:02:03.400]  所以祂不是要建立一個一般的社會制度
[00:02:03.400 --> 00:02:05.400]  一般的社會制度很難說
[00:02:05.400 --> 00:02:06.400]  人家打你左邊
[00:02:06.400 --> 00:02:08.400]  要求他右邊也被人打
[00:02:08.400 --> 00:02:09.400]  是不是
[00:02:09.400 --> 00:02:11.400]  就是說一個社會制度裡面
[00:02:11.400 --> 00:02:13.000]  真正一個正常的社會
[00:02:13.000 --> 00:02:16.400]  怎知道有監獄 有警察 有槍才行
[00:02:16.400 --> 00:02:17.600]  是不是 要不然怎麼搞
[00:02:17.600 --> 00:02:18.400]  亂七八糟的
[00:02:18.400 --> 00:02:20.000]  有人打你一邊 也被人打
[00:02:20.000 --> 00:02:20.800]  這個社會
[00:02:20.800 --> 00:02:22.000]  天堂就行
[00:02:22.000 --> 00:02:23.600]  地上就不行 是不是
[00:02:23.600 --> 00:02:25.000]  借錢出去不用去還
[00:02:25.000 --> 00:02:27.000]  銀行還用做的
[00:02:27.000 --> 00:02:28.200]  是不是
[00:02:28.200 --> 00:02:30.200]  這個肯定不是要建立一種
[00:02:30.200 --> 00:02:31.600]  一般的社會制度
[00:02:31.600 --> 00:02:33.800]  是特別給我們這些基督徒
[00:02:33.800 --> 00:02:36.400]  有神的人一種獨特的要求
[00:02:36.400 --> 00:02:37.800]  這是第一點
[00:02:37.800 --> 00:02:39.600]  不過更加比較敏感
[00:02:39.600 --> 00:02:42.800]  還有特別要留意的就是
[00:02:42.800 --> 00:02:46.800]  究竟耶穌有沒有要求我們在這段聖經裡面
[00:02:46.800 --> 00:02:51.000]  按照字面這樣來表現呢
[00:02:51.000 --> 00:02:53.400]  歷代的神學家有很多的討論
[00:02:53.400 --> 00:02:54.800]  但是大部分我告訴你
[00:02:54.800 --> 00:02:57.200]  從奧古斯丁 第五世紀的
[00:02:57.200 --> 00:03:00.600]  一直到二十世紀的美國神學家尼泊爾
[00:03:00.600 --> 00:03:02.400]  到比較出名的 大家認識的
[00:03:02.400 --> 00:03:03.600]  追隨基督的作者
[00:03:03.600 --> 00:03:05.400]  德國的神學家潘福華
[00:03:05.400 --> 00:03:07.400]  都認為耶穌這麼說的時候
[00:03:07.400 --> 00:03:11.200]  沒有要求我們按照字面這樣
[00:03:11.200 --> 00:03:13.400]  跟足地做
[00:03:13.400 --> 00:03:15.000]  所以不是我的
[00:03:15.000 --> 00:03:17.400]  有人和我一起想法的
[00:03:17.400 --> 00:03:18.800]  你不要想著我異端
[00:03:18.800 --> 00:03:21.600]  就是說 耶穌沒有要求我們
[00:03:21.600 --> 00:03:24.200]  被人右邊打巴的時候
[00:03:24.200 --> 00:03:25.400]  轉到左邊給他打
[00:03:25.400 --> 00:03:27.400]  也沒有要求我一定
[00:03:27.400 --> 00:03:29.800]  我借出去的錢不用別人還
[00:03:29.800 --> 00:03:32.800]  也沒有一定要求別人拿我們的外衣
[00:03:32.800 --> 00:03:35.400]  連裡面的衣服都給他
[00:03:35.400 --> 00:03:37.800]  你明白嗎 沒有這樣的要求
[00:03:37.800 --> 00:03:38.800]  那是不是的
[00:03:38.800 --> 00:03:40.600]  你真的搞不定 你做不到
[00:03:40.600 --> 00:03:42.600]  你就硬按低水準而已
[00:03:42.600 --> 00:03:44.800]  不是
[00:03:44.800 --> 00:03:46.000]  如果你舉個例子
[00:03:46.000 --> 00:03:48.800]  你看約翰福音第十八章二十三節
[00:03:48.800 --> 00:03:52.400]  當耶穌被人抓去審問的時候
[00:03:52.400 --> 00:03:53.400]  大家記得嗎
[00:03:53.400 --> 00:03:56.200]  大祭司審問他一段話
[00:03:56.200 --> 00:03:57.400]  耶穌回答他
[00:03:57.400 --> 00:03:58.800]  大祭司很不滿意
[00:03:58.800 --> 00:04:00.800]  連他的僕人
[00:04:00.800 --> 00:04:02.000]  那些僕役都不滿意
[00:04:02.000 --> 00:04:05.400]  於是那些僕役走過來就打他一巴
[00:04:05.400 --> 00:04:07.800]  你有沒有留意耶穌的反應
[00:04:07.800 --> 00:04:10.200]  耶穌有沒有說 喂 坐這邊
[00:04:10.200 --> 00:04:11.400]  整個晚上
[00:04:11.400 --> 00:04:12.800]  沒有啊
[00:04:12.800 --> 00:04:13.800]  耶穌怎麼反應
[00:04:13.800 --> 00:04:15.200]  二十三節那裡耶穌說
[00:04:15.200 --> 00:04:17.200]  如果我說錯話
[00:04:17.200 --> 00:04:18.400]  你就打我
[00:04:18.400 --> 00:04:19.800]  但如果我說對的話
[00:04:19.800 --> 00:04:20.800]  你沒理由要打我
[00:04:20.800 --> 00:04:22.400]  耶穌都沒有這樣做
[00:04:22.400 --> 00:04:24.800]  那是不是說耶穌他自己自相矛盾
[00:04:24.800 --> 00:04:26.000]  這裡叫別人這樣做
[00:04:26.000 --> 00:04:27.000]  他自己又不敢做
[00:04:27.000 --> 00:04:27.800]  不是
[00:04:27.800 --> 00:04:31.000]  這裡的意思就是說
[00:04:31.000 --> 00:04:32.800]  究竟這一段聖經
[00:04:32.800 --> 00:04:35.400]  要求我們做什麼呢
[00:04:35.400 --> 00:04:38.200]  不是要建立一種新的
[00:04:38.200 --> 00:04:40.600]  律法主義和守則
[00:04:40.600 --> 00:04:42.400]  這個事實上很容易理解
[00:04:42.400 --> 00:04:44.400]  因為這段聖經是來自
[00:04:44.400 --> 00:04:45.400]  大家知道我剛才說過
[00:04:45.400 --> 00:04:46.200]  登山補訓
[00:04:46.200 --> 00:04:47.800]  馬拉方案第五章至第七章
[00:04:47.800 --> 00:04:49.800]  同一段聖經
[00:04:49.800 --> 00:04:52.400]  登山補訓很重要的主題
[00:04:52.400 --> 00:04:53.600]  如果你們熟悉的就知道
[00:04:53.600 --> 00:04:57.000]  耶穌整個登山補訓要教導基督徒做什麼呢
[00:04:57.000 --> 00:04:59.200]  就是說你們不要學那些法利塞人
[00:04:59.200 --> 00:05:00.200]  律法主義
[00:05:00.200 --> 00:05:02.000]  以為守了一些行為的守則
[00:05:02.000 --> 00:05:03.200]  就上帝喜歡他
[00:05:03.200 --> 00:05:04.000]  不是的
[00:05:04.000 --> 00:05:07.000]  真正的得上帝喜悅的人
[00:05:07.000 --> 00:05:10.200]  是內心裡面的動機開始
[00:05:10.200 --> 00:05:11.000]  是不是
[00:05:11.000 --> 00:05:13.400]  外面的行為你守了
[00:05:13.400 --> 00:05:15.000]  都沒有用的
[00:05:15.000 --> 00:05:17.600]  所以耶穌既然這樣說的時候
[00:05:17.600 --> 00:05:19.600]  沒有理由他自己剛剛罵完人
[00:05:19.600 --> 00:05:22.600]  他自己又建立一套新的律法主義
[00:05:22.600 --> 00:05:24.400]  守則就叫我們一定要守
[00:05:24.400 --> 00:05:25.000]  你明白嗎
[00:05:25.000 --> 00:05:27.000]  以後別人打你右邊
[00:05:27.000 --> 00:05:28.800]  你一定要左邊被他打
[00:05:28.800 --> 00:05:30.600]  耶穌沒有這樣的企圖
[00:05:30.600 --> 00:05:32.000]  大家明白這一點嗎
[00:05:32.000 --> 00:05:32.800]  不過你說
[00:05:32.800 --> 00:05:33.600]  這樣就幸運了
[00:05:33.600 --> 00:05:35.200]  爽快了
[00:05:35.200 --> 00:05:36.400]  剛才比較僵
[00:05:36.400 --> 00:05:37.400]  幾分鐘前都不知道
[00:05:37.400 --> 00:05:38.600]  打算要不要有人還錢
[00:05:38.600 --> 00:05:40.400]  現在可以還了
[00:05:40.400 --> 00:05:42.000]  多打就多打就還他
[00:05:42.000 --> 00:05:42.800]  不是
[00:05:42.800 --> 00:05:43.600]  聽清楚了
[00:05:43.600 --> 00:05:45.800]  其實耶穌的要求沒有減少
[00:05:45.800 --> 00:05:46.800]  耶穌的要求就是
[00:05:46.800 --> 00:05:49.000]  不要你跟足他們的行為
[00:05:49.000 --> 00:05:50.600]  不過這些說話的背後
[00:05:50.600 --> 00:05:51.800]  想提醒我們一件事
[00:05:51.800 --> 00:05:52.800]  一個基督徒
[00:05:52.800 --> 00:05:54.400]  一個屬神的子民
[00:05:54.400 --> 00:05:55.600]  有一個更高的要求
[00:05:55.600 --> 00:05:58.000]  就是他內心的世界
[00:05:58.000 --> 00:06:00.000]  你有時可以被人打多一巴掌
[00:06:00.000 --> 00:06:01.200]  有時你不被人打
[00:06:01.200 --> 00:06:02.400]  甚至他隔著他
[00:06:02.400 --> 00:06:03.800]  你明白嗎
[00:06:03.800 --> 00:06:07.400]  但是你的內心不可以有仇恨
[00:06:07.400 --> 00:06:09.200]  這個就重要了
[00:06:09.200 --> 00:06:10.400]  你有時要人還錢
[00:06:10.400 --> 00:06:12.000]  有時可以不用他還
[00:06:12.000 --> 00:06:15.000]  不過你內心要先對付
[00:06:15.000 --> 00:06:17.800]  你那種斤斤計較
[00:06:17.800 --> 00:06:21.000]  覺得不值的那種心態
[00:06:21.000 --> 00:06:21.800]  其實老實說
[00:06:21.800 --> 00:06:23.600]  你留意剛才我們所提及的
[00:06:23.600 --> 00:06:25.800]  所有的例子裏面
[00:06:25.800 --> 00:06:27.000]  有一個共通點
[00:06:27.000 --> 00:06:31.200]  全部都是反人本能的
[00:06:31.200 --> 00:06:32.000]  是嗎
[00:06:32.000 --> 00:06:33.800]  按照本能的反應
[00:06:33.800 --> 00:06:35.600]  沒有人可以這樣做的
[00:06:35.600 --> 00:06:36.000]  老實說
[00:06:36.000 --> 00:06:37.000]  人家打你一巴掌的時候
[00:06:37.000 --> 00:06:39.400]  你第一個反應就是打他一巴掌
[00:06:39.400 --> 00:06:40.600]  人家拿你的外衣的時候
[00:06:40.600 --> 00:06:43.200]  你就搶回來
[00:06:43.200 --> 00:06:44.200]  人家借你錢的時候
[00:06:44.200 --> 00:06:46.200]  為什麼要借給你
[00:06:46.200 --> 00:06:47.200]  借給你他不還的時候
[00:06:47.200 --> 00:06:48.800]  為什麼你不還
[00:06:48.800 --> 00:06:50.000]  這個是最自然的
[00:06:50.000 --> 00:06:52.400]  你咒詛我就咒詛你
[00:06:52.400 --> 00:06:53.200]  你凌辱我
[00:06:53.200 --> 00:06:55.000]  我就想辦法報仇
[00:06:55.000 --> 00:06:57.000]  這個是人的本能的反應
[00:06:57.000 --> 00:06:58.600]  但是整個的例子裏面
[00:06:58.600 --> 00:07:00.000]  一路我剛才數給你聽
[00:07:00.000 --> 00:07:01.600]  耶穌教導我們
[00:07:01.600 --> 00:07:02.200]  提醒我們
[00:07:02.200 --> 00:07:04.000]  其實想提醒一件事
[00:07:04.000 --> 00:07:06.400]  真正的敬虔的生活
[00:07:06.400 --> 00:07:08.000]  第一樣我想和大家說的
[00:07:08.000 --> 00:07:11.600]  就是能夠有一種反本能的拉力
[00:07:11.600 --> 00:07:14.000]  內在的自我約束力
[00:07:14.000 --> 00:07:15.000]  其實剛才我們所說的
[00:07:15.000 --> 00:07:16.400]  所有的例子裏面
[00:07:16.400 --> 00:07:19.000]  都是某個程度上吃虧的
[00:07:19.000 --> 00:07:20.400]  一種真正的敬虔
[00:07:20.400 --> 00:07:21.400]  在內心裏面
[00:07:21.400 --> 00:07:23.800]  願意可以克服自己
[00:07:23.800 --> 00:07:29.000]  才有一種願意不怕吃虧的心態
[00:07:29.000 --> 00:07:30.600]  然後行動如何
[00:07:30.600 --> 00:07:31.600]  是另外一回事
[00:07:31.600 --> 00:07:34.000]  不過心態上你不可以恨人
[00:07:34.000 --> 00:07:35.800]  心態上你不可以報復
[00:07:35.800 --> 00:07:38.000]  心態上你不可以斤斤計較
[00:07:38.000 --> 00:07:38.600]  好了
[00:07:38.600 --> 00:07:39.800]  然後做些什麼
[00:07:39.800 --> 00:07:40.800]  是另外一回事
[00:07:40.800 --> 00:07:41.600]  在行動上
[00:07:41.600 --> 00:07:44.800]  因為為了整個社會的標準的時候
[00:07:44.800 --> 00:07:45.800]  你要他還錢
[00:07:45.800 --> 00:07:46.600]  這是一回事
[00:07:46.600 --> 00:07:49.000]  但是你不能夠追到你手
[00:07:49.000 --> 00:07:50.800]  明白嗎
[00:07:50.800 --> 00:07:52.200]  我也舉過很多例子
[00:07:52.200 --> 00:07:53.200]  不過我再舉
[00:07:53.200 --> 00:07:54.600]  很簡單
[00:07:54.600 --> 00:07:55.800]  兩者可以分開的
[00:07:55.800 --> 00:07:59.000]  你的動機和你的行動可以分開的
[00:07:59.000 --> 00:07:59.600]  舉例來說
[00:07:59.600 --> 00:08:02.800]  譬如我在地鐵那裏被人打荷包
[00:08:02.800 --> 00:08:03.400]  開門了
[00:08:03.400 --> 00:08:05.000]  車站的那個人走出去
[00:08:05.000 --> 00:08:06.800]  有個追不追
[00:08:06.800 --> 00:08:10.800]  基督徒追不追人
[00:08:10.800 --> 00:08:12.200]  按照耶穌說
[00:08:12.200 --> 00:08:13.400]  他拿你的外衣
[00:08:13.400 --> 00:08:14.000]  拿了拿了
[00:08:14.000 --> 00:08:16.200]  這些都給他吧
[00:08:16.200 --> 00:08:18.800]  還有一本聖經
[00:08:18.800 --> 00:08:19.600]  追出去
[00:08:19.600 --> 00:08:20.800]  你不要走
[00:08:20.800 --> 00:08:21.800]  給你一本聖經
[00:08:21.800 --> 00:08:24.000]  你有空看
[00:08:24.000 --> 00:08:24.800]  不要笑
[00:08:24.800 --> 00:08:26.000]  我以前大學的時候
[00:08:26.000 --> 00:08:27.800]  試過這樣做
[00:08:27.800 --> 00:08:29.600]  我真的這樣相信
[00:08:29.600 --> 00:08:30.400]  現在回想起來
[00:08:30.400 --> 00:08:35.400]  就不太好
[00:08:35.400 --> 00:08:36.600]  追
[00:08:36.600 --> 00:08:38.200]  為什麼追
[00:08:38.200 --> 00:08:39.400]  因為我愛他
[00:08:39.400 --> 00:08:41.400]  你不要以為我在諷刺
[00:08:41.400 --> 00:08:42.800]  我愛他才追他
[00:08:42.800 --> 00:08:43.600]  你明白嗎
[00:08:43.600 --> 00:08:45.400]  如果他偷了我的錢包
[00:08:45.400 --> 00:08:46.600]  平平安安的去吧
[00:08:46.600 --> 00:08:47.800]  送多一件東西給你
[00:08:47.800 --> 00:08:50.800]  就是說我鼓勵他做壞事
[00:08:50.800 --> 00:08:53.600]  讓他以為自己做了壞事
[00:08:53.600 --> 00:08:55.200]  可以不需要負後果的
[00:08:55.200 --> 00:08:57.000]  我抓他還要去坐牢
[00:08:57.000 --> 00:08:59.800]  讓他知道做壞事是要有後果
[00:08:59.800 --> 00:09:02.400]  以後他可以有些拉力
[00:09:02.400 --> 00:09:04.400]  以後提醒他不要做壞事
[00:09:04.400 --> 00:09:05.600]  我愛他才抓他
[00:09:05.600 --> 00:09:06.800]  你明白嗎
[00:09:06.800 --> 00:09:08.400]  所以行動上我抓他
[00:09:08.400 --> 00:09:10.800]  但是心裡不是恨他
[00:09:10.800 --> 00:09:11.800]  我不是走出去的地條
[00:09:11.800 --> 00:09:13.400]  一腳踢他
[00:09:13.400 --> 00:09:14.200]  抓他的時候
[00:09:14.200 --> 00:09:15.600]  這樣就不對
[00:09:15.600 --> 00:09:16.600]  你生他氣就不對
[00:09:16.600 --> 00:09:17.200]  我沒有生他氣
[00:09:17.200 --> 00:09:18.600]  但我仍然抓他
[00:09:18.600 --> 00:09:20.200]  我還愛那些
[00:09:20.200 --> 00:09:22.000]  如果我放走了他
[00:09:22.000 --> 00:09:24.000]  將來他再偷那些受害者
[00:09:24.000 --> 00:09:24.800]  你明白嗎
[00:09:24.800 --> 00:09:26.400]  所以我兩雙重的愛
[00:09:26.400 --> 00:09:27.800]  我才抓他
[00:09:27.800 --> 00:09:31.800]  我愛那些受他所害的可能的人
[00:09:31.800 --> 00:09:33.600]  然後我又愛這個人
[00:09:33.600 --> 00:09:34.400]  偷我的東西
[00:09:34.400 --> 00:09:35.800]  讓他明白到
[00:09:35.800 --> 00:09:37.800]  這個真正做人的道理的時候
[00:09:37.800 --> 00:09:39.200]  我要這樣
[00:09:39.200 --> 00:09:40.400]  所以我手是抓他
[00:09:40.400 --> 00:09:41.800]  但是我心
[00:09:41.800 --> 00:09:44.600]  神說你要愛他
[00:09:44.600 --> 00:09:47.000]  所以你的心裡要放得開
[00:09:47.000 --> 00:09:48.200]  你說不容易
[00:09:48.200 --> 00:09:49.200]  是不容易
[00:09:49.200 --> 00:09:51.400]  這個就是敬虔的生活
[00:09:51.400 --> 00:09:53.000]  因為敬虔的生活是
[00:09:53.000 --> 00:09:54.200]  有一種拉力
[00:09:54.200 --> 00:09:55.600]  尤其是在我們現在香港
[00:09:55.600 --> 00:09:59.200]  這個這麼刁蠻和任性的社會
[00:09:59.200 --> 00:09:59.800]  我這樣說
[00:09:59.800 --> 00:10:03.600]  我相信沒有誇張過這個社會
[00:10:03.600 --> 00:10:07.200]  這些書展不讓你寫真集簽名
[00:10:07.200 --> 00:10:09.200]  你就出複製簿
[00:10:09.200 --> 00:10:11.400]  複製簿不讓你出
[00:10:11.400 --> 00:10:14.200]  你就在門口簽名
[00:10:14.200 --> 00:10:16.400]  門口簽名說你阻街
[00:10:16.400 --> 00:10:18.400]  於是就去隔離公園
[00:10:18.400 --> 00:10:22.600]  一邊打鞦韆一邊簽
[00:10:22.600 --> 00:10:24.200]  這就叫做刁蠻
[00:10:24.200 --> 00:10:26.000]  和No way or my way
[00:10:26.000 --> 00:10:27.200]  是不是
[00:10:27.200 --> 00:10:29.200]  這個社會還有最可怕的
[00:10:29.200 --> 00:10:33.400]  幾百個粉絲一直吶喊支持他
[00:10:33.400 --> 00:10:34.600]  在這樣的社會裡
[00:10:34.600 --> 00:10:38.200]  我們基督徒的敬虔生活的分別就在這裡
[00:10:38.200 --> 00:10:43.200]  我們有一種抗疫人性本能反應的力量
[00:10:43.200 --> 00:10:44.000]  如果不是的話
[00:10:44.000 --> 00:10:46.000]  你說什麼是敬虔生活
[00:10:46.000 --> 00:10:46.800]  這是第一點
[00:10:46.800 --> 00:10:47.600]  如果是的話
[00:10:47.600 --> 00:10:49.800]  我們進入立刻要看的第二點
[00:10:49.800 --> 00:10:50.400]  因為第二點
[00:10:50.400 --> 00:10:54.000]  接著下半段聖經裡就有說三件事
[00:10:54.000 --> 00:10:56.400]  說了三句重複差不多一樣的話
[00:10:56.400 --> 00:10:57.800]  如果那些人愛你
[00:10:57.800 --> 00:10:58.800]  你愛他
[00:10:58.800 --> 00:11:00.000]  那有什麼厲害
[00:11:00.000 --> 00:11:01.000]  那些不信的人
[00:11:01.000 --> 00:11:02.400]  罪人都可以這樣
[00:11:02.400 --> 00:11:03.600]  善待你的人
[00:11:03.600 --> 00:11:04.400]  你才善待他
[00:11:04.400 --> 00:11:05.000]  有什麼厲害
[00:11:05.000 --> 00:11:06.200]  罪人都可以
[00:11:06.200 --> 00:11:06.800]  是不是
[00:11:06.800 --> 00:11:09.400]  借錢的一定要他還的
[00:11:09.400 --> 00:11:10.400]  那些罪人都還
[00:11:10.400 --> 00:11:11.200]  都是這樣做
[00:11:11.200 --> 00:11:12.200]  那有什麼厲害
[00:11:12.200 --> 00:11:13.200]  你明白意思嗎
[00:11:13.200 --> 00:11:16.600]  這三句話都說同一樣東西
[00:11:16.600 --> 00:11:18.200]  說什麼
[00:11:18.200 --> 00:11:20.400]  就是說一個基督徒
[00:11:20.400 --> 00:11:24.400]  如果他真的能夠心裡面有這種張力的話
[00:11:24.400 --> 00:11:29.400]  他就有一種與人不同的力量
[00:11:29.400 --> 00:11:31.000]  是不同的
[00:11:31.000 --> 00:11:33.000]  這個才叫做敬虔的生活
[00:11:33.000 --> 00:11:35.200]  敬虔的生活就是一個人
[00:11:35.200 --> 00:11:36.800]  一個有了神的人
[00:11:36.800 --> 00:11:38.400]  他有一種做出來
[00:11:38.400 --> 00:11:40.800]  和其他人可以不同的地方
[00:11:40.800 --> 00:11:41.800]  耶穌說的很簡單
[00:11:41.800 --> 00:11:43.200]  其實也很真
[00:11:43.200 --> 00:11:44.000]  就是你愛你
[00:11:44.000 --> 00:11:45.400]  你才愛他
[00:11:45.400 --> 00:11:45.800]  善待你
[00:11:45.800 --> 00:11:46.800]  你才善待他
[00:11:46.800 --> 00:11:48.000]  是人都可以
[00:11:48.000 --> 00:11:48.800]  說得不好聽一點
[00:11:48.800 --> 00:11:52.200]  你家裡的狗都可以
[00:11:52.200 --> 00:11:53.000]  你試試對他好
[00:11:53.000 --> 00:11:54.400]  他就對你好
[00:11:54.400 --> 00:11:55.000]  你恨他
[00:11:55.000 --> 00:11:56.200]  他就廢你
[00:11:56.200 --> 00:11:57.400]  如果你這樣的時候
[00:11:57.400 --> 00:11:58.800]  你也是這樣做的時候
[00:11:58.800 --> 00:12:02.600]  耶穌的意思是你算什麼基督徒
[00:12:02.600 --> 00:12:04.000]  你明白我說什麼嗎
[00:12:04.000 --> 00:12:05.200]  所以如果有一天
[00:12:05.200 --> 00:12:06.400]  你突然間發覺自己
[00:12:06.400 --> 00:12:07.600]  不知道某個場合裡面
[00:12:07.600 --> 00:12:08.400]  和人聊天
[00:12:08.400 --> 00:12:09.200]  或者在公司
[00:12:09.200 --> 00:12:09.800]  或者什麼的時候
[00:12:09.800 --> 00:12:11.200]  人人都是這樣做
[00:12:11.200 --> 00:12:12.000]  有什麼所謂的時候
[00:12:12.000 --> 00:12:13.400]  你要小心
[00:12:13.400 --> 00:12:14.800]  人人都行的時候
[00:12:14.800 --> 00:12:16.200]  你就是不行
[00:12:16.200 --> 00:12:17.800]  這個就叫做基督徒
[00:12:17.800 --> 00:12:18.600]  人人都行
[00:12:18.600 --> 00:12:19.200]  這個成為理由
[00:12:19.200 --> 00:12:20.000]  你就行的話
[00:12:20.000 --> 00:12:21.800]  這個就不是敬虔生活
[00:12:21.800 --> 00:12:23.000]  耶穌的意思就是這樣
[00:12:23.000 --> 00:12:24.600]  你明白我的意思嗎
[00:12:24.600 --> 00:12:25.600]  這一點就是
[00:12:25.600 --> 00:12:29.200]  耶穌所說的標準
[00:12:29.200 --> 00:12:30.200]  我知道接著
[00:12:30.200 --> 00:12:31.200]  弟兄姊妹的心裡
[00:12:31.200 --> 00:12:34.000]  還有第三個問題
[00:12:34.000 --> 00:12:35.200]  怎樣才行
[00:12:35.200 --> 00:12:36.800]  很難的
[00:12:36.800 --> 00:12:39.400]  怎樣才可能做得到呢
[00:12:39.400 --> 00:12:40.400]  怎樣才可能做得到
[00:12:40.400 --> 00:12:41.000]  就專注我們
[00:12:41.000 --> 00:12:43.000]  敬虔生活的第三個
[00:12:43.000 --> 00:12:44.800]  很重要的真理
[00:12:44.800 --> 00:12:46.200]  你看35節
[00:12:46.200 --> 00:12:48.400]  從第十一半節到第36節
[00:12:48.400 --> 00:12:50.000]  這一節半裡面
[00:12:50.000 --> 00:12:50.600]  我一邊讀的時候
[00:12:50.600 --> 00:12:52.200]  你留意有什麼不同
[00:12:52.200 --> 00:12:55.400]  「這樣你們的賞賜就大了
[00:12:55.400 --> 00:12:58.800]  你們也必作至高者的兒子
[00:12:58.800 --> 00:13:00.800]  因為神自己也寬待
[00:13:00.800 --> 00:13:04.000]  忘恩的人和惡人」
[00:13:04.000 --> 00:13:05.600]  你們要仁慈
[00:13:05.600 --> 00:13:09.600]  像你們的父仁慈一樣
[00:13:09.600 --> 00:13:10.600]  你有沒有這幾句話
[00:13:10.600 --> 00:13:12.600]  有一個什麼特色
[00:13:12.600 --> 00:13:14.600]  這幾句話
[00:13:14.600 --> 00:13:17.800]  指向一個垂直面的方向
[00:13:17.800 --> 00:13:23.000]  就是神自己帶來的力量
[00:13:23.000 --> 00:13:24.000]  所以這一段聖經
[00:13:24.000 --> 00:13:26.400]  不是一般我們倫理上
[00:13:26.400 --> 00:13:29.000]  教我們怎樣做人的修為
[00:13:29.000 --> 00:13:31.400]  儒家思想教我們怎樣修養
[00:13:31.400 --> 00:13:33.000]  佛家教我們怎樣修為
[00:13:33.000 --> 00:13:34.800]  道家教我們怎樣修煉
[00:13:34.800 --> 00:13:35.800]  但基督徒不是
[00:13:35.800 --> 00:13:38.200]  只是靠我們人自己的修養
[00:13:38.200 --> 00:13:39.600]  很清楚這裡說到
[00:13:39.600 --> 00:13:41.400]  如果你是基督徒
[00:13:41.400 --> 00:13:44.400]  所以耶穌要求基督徒做的這些事
[00:13:44.400 --> 00:13:45.400]  就是說你要知道
[00:13:45.400 --> 00:13:47.200]  你是基督徒的時候
[00:13:47.200 --> 00:13:51.800]  你如果只是靠自己來逼自己修煉的話
[00:13:51.800 --> 00:13:52.800]  這是不夠的
[00:13:52.800 --> 00:13:54.800]  一個真正天國的子民
[00:13:54.800 --> 00:13:56.600]  要懂得從神那裡
[00:13:56.600 --> 00:13:59.000]  汲取他的恩典和力量
[00:13:59.000 --> 00:14:00.200]  因為這裡剛才我們說
[00:14:00.200 --> 00:14:03.800]  每一句話將人帶向神的方向
