
[00:00:00.000 --> 00:00:08.640]  多謝楊姨為我們讀出那篇我們應該不認識的文章
[00:01:48.240 --> 00:01:50.240]  不好意思 今天也要戴口罩
[00:01:50.240 --> 00:01:52.240]  終於病了
[00:01:52.240 --> 00:01:55.280]  我昨天抱著紙巾整天
[00:01:55.280 --> 00:01:58.720]  下午兩點鐘的時候很想打給Past Angus
[00:01:58.720 --> 00:02:00.720]  我應該撐不住了
[00:02:00.720 --> 00:02:02.720]  你今天幫我趕到了
[00:02:02.720 --> 00:02:06.000]  我想不要難為他了 我也祈禱希望上帝讓我撐得住
[00:02:06.000 --> 00:02:08.000]  雖然今天早上真的很頭痛
[00:02:08.000 --> 00:02:11.200]  但是也有恩典的
[00:02:11.200 --> 00:02:18.160]  所以今天很緊張這篇父親節的福音的分享
[00:02:18.160 --> 00:02:20.160]  因為其中有一位爸爸77歲
[00:02:20.160 --> 00:02:22.160]  他現在在香港
[00:02:22.160 --> 00:02:24.160]  他之後會回流到溫哥華
[00:02:24.160 --> 00:02:26.160]  很想將福音帶給他
[00:02:26.160 --> 00:02:28.160]  所以這次預備這篇講章的時候
[00:02:28.160 --> 00:02:30.160]  有很多不同的爸爸
[00:02:30.160 --> 00:02:32.160]  未信的面孔
[00:02:32.160 --> 00:02:34.160]  出現在我腦海裏
[00:02:34.160 --> 00:02:36.160]  想為他祈禱
[00:02:36.160 --> 00:02:38.160]  不如這一刻我們先祈禱
[00:02:38.160 --> 00:02:40.160]  我想大家想到哪些爸爸
[00:02:40.160 --> 00:02:42.160]  是未信耶穌的
[00:02:42.160 --> 00:02:44.160]  我想這一刻
[00:02:44.160 --> 00:02:46.160]  為他祈禱
[00:02:46.160 --> 00:02:48.160]  出內天父爸爸
[00:02:48.160 --> 00:02:50.160]  多謝你讓我們地獄上有爸爸
[00:02:50.160 --> 00:02:54.160]  同樣我們知道很多爸爸
[00:02:54.160 --> 00:02:56.160]  未得聞你的愛
[00:02:56.160 --> 00:02:58.160]  未得聞你的福音
[00:02:58.160 --> 00:03:00.160]  可能他人生都在尋找不同的東西
[00:03:00.160 --> 00:03:02.160]  求這一刻你的靈與他們同在
[00:03:02.160 --> 00:03:04.160]  可能在座
[00:03:04.160 --> 00:03:06.160]  可能在網上有很多未信的爸爸
[00:03:06.160 --> 00:03:08.160]  他聽到這個福音的時候
[00:03:08.160 --> 00:03:10.160]  就讓他知道
[00:03:10.160 --> 00:03:12.160]  原來他們在世上不是孤單的
[00:03:12.160 --> 00:03:14.160]  讓他們知道
[00:03:14.160 --> 00:03:16.160]  原來他們真正真正最需要尋找的
[00:03:16.160 --> 00:03:18.160]  就是尋找到這個世界上
[00:03:18.160 --> 00:03:20.160]  最好的爸爸
[00:03:20.160 --> 00:03:22.160]  去陪伴他們走以後的路
[00:03:22.160 --> 00:03:24.160]  我們多謝你
[00:03:24.160 --> 00:03:26.160]  我們這樣祈禱
[00:03:26.160 --> 00:03:28.160]  奉主明求 阿們
[00:03:28.160 --> 00:03:30.160]  今天的題目是
[00:03:30.160 --> 00:03:32.160]  最好的父親給你的是什麼呢?
[00:03:32.160 --> 00:03:34.160]  如果你認為最好的爸爸
[00:03:34.160 --> 00:03:36.160]  應該給我什麼就好呢?
[00:03:36.160 --> 00:03:38.160]  今天是父親節
[00:03:38.160 --> 00:03:40.160]  當我搜尋網上的時候
[00:03:40.160 --> 00:03:42.160]  很多人都說
[00:03:42.160 --> 00:03:44.160]  爸爸給我什麼
[00:03:44.160 --> 00:03:46.160]  我都不明白
[00:03:46.160 --> 00:03:48.160]  很多人都說
[00:03:48.160 --> 00:03:50.160]  爸爸是超人爸爸
[00:03:50.160 --> 00:03:52.160]  萬能的
[00:03:52.160 --> 00:03:54.160]  特別是小時候覺得爸爸什麼都會做
[00:03:54.160 --> 00:03:56.160]  我們這次就有新手爸爸
[00:03:56.160 --> 00:03:58.160]  我們有哪些是最新手的爸爸呢?
[00:03:58.160 --> 00:04:00.160]  我們有肥仔
[00:04:00.160 --> 00:04:02.160]  肥仔很開心
[00:04:02.160 --> 00:04:04.160]  今天又衝回來了
[00:04:04.160 --> 00:04:06.160]  衝得很起來
[00:04:06.160 --> 00:04:08.160]  你先看一看
[00:04:08.160 --> 00:04:10.160]  這個B
[00:04:10.160 --> 00:04:12.160]  這個B是小於肥仔
[00:04:12.160 --> 00:04:14.160]  和Tiffany的B
[00:04:14.160 --> 00:04:16.160]  是一天的
[00:04:16.160 --> 00:04:18.160]  但尺寸是大三倍的
[00:04:18.160 --> 00:04:20.160]  所以今天就有兩個B
[00:04:20.160 --> 00:04:22.160]  肥仔
[00:04:22.160 --> 00:04:24.160]  肥仔有新手爸爸
[00:04:24.160 --> 00:04:26.160]  還有Eason
[00:04:26.160 --> 00:04:28.160]  我都去紀念他們
[00:04:28.160 --> 00:04:30.160]  當我和肥仔聊天的時候
[00:04:30.160 --> 00:04:32.160]  我說做第一次父親節
[00:04:32.160 --> 00:04:34.160]  有什麼感覺呢?
[00:04:34.160 --> 00:04:36.160]  原來做爸爸真的很辛苦
[00:04:36.160 --> 00:04:38.160]  會很想念女兒
[00:04:38.160 --> 00:04:40.160]  還有
[00:04:40.160 --> 00:04:42.160]  這個希望是真的
[00:04:42.160 --> 00:04:44.160]  Tiffany說
[00:04:44.160 --> 00:04:46.160]  我愛老婆多了
[00:04:46.160 --> 00:04:48.160]  她好像想立頭
[00:04:48.160 --> 00:04:50.160]  都很好
[00:04:50.160 --> 00:04:52.160]  所以都是祝福一班新手爸爸
[00:04:52.160 --> 00:04:54.160]  舊手爸爸
[00:04:54.160 --> 00:04:56.160]  或者做了很多年爸爸的
[00:04:56.160 --> 00:04:58.160]  其實你們都有不同的
[00:04:58.160 --> 00:05:00.160]  新路
[00:05:00.160 --> 00:05:02.160]  今天很想主要
[00:05:02.160 --> 00:05:04.160]  去介紹天上的爸爸
[00:05:04.160 --> 00:05:06.160]  給一眾
[00:05:06.160 --> 00:05:08.160]  所有人認識
[00:05:08.160 --> 00:05:10.160]  等一下會不會再有人用我這個咪
[00:05:10.160 --> 00:05:12.160]  沒有了
[00:05:12.160 --> 00:05:14.160]  我脫了口罩
[00:05:14.160 --> 00:05:16.160]  之後換了這個就行了
[00:05:16.160 --> 00:05:18.160]  耶穌在一個地方
[00:05:18.160 --> 00:05:20.160]  禱告之後
[00:05:20.160 --> 00:05:22.160]  有個門徒和他說
[00:05:22.160 --> 00:05:24.160]  主啊
[00:05:24.160 --> 00:05:26.160]  可不可以教導我們
[00:05:26.160 --> 00:05:28.160]  祈禱
[00:05:28.160 --> 00:05:30.160]  好像約翰教導他的門徒一樣
[00:05:30.160 --> 00:05:32.160]  那些門徒都想
[00:05:32.160 --> 00:05:34.160]  學耶穌這樣去祈禱
[00:05:34.160 --> 00:05:36.160]  耶穌和他們說
[00:05:36.160 --> 00:05:38.160]  你們祈禱的時候
[00:05:38.160 --> 00:05:40.160]  有些話
[00:05:40.160 --> 00:05:42.160]  或者一些版本
[00:05:42.160 --> 00:05:44.160]  天上的爸爸
[00:05:44.160 --> 00:05:46.160]  所以今天很想介紹給
[00:05:46.160 --> 00:05:48.160]  全世界
[00:05:48.160 --> 00:05:50.160]  你信和不信都好
[00:05:50.160 --> 00:05:52.160]  我們可以有一個爸爸
[00:05:52.160 --> 00:05:54.160]  有一個天上的爸爸
[00:05:54.160 --> 00:05:56.160]  所以我們沒有人是孤單
[00:05:56.160 --> 00:05:58.160]  沒有人是孤兒
[00:05:58.160 --> 00:06:00.160]  但我想你留意
[00:06:00.160 --> 00:06:02.160]  當我們說到天父的時候
[00:06:02.160 --> 00:06:04.160]  有時你傳福音
[00:06:04.160 --> 00:06:06.160]  有些人會反感
[00:06:06.160 --> 00:06:08.160]  天父
[00:06:08.160 --> 00:06:10.160]  我爸爸你知不知道多壞
[00:06:10.160 --> 00:06:12.160]  你知不知道對我多差
[00:06:12.160 --> 00:06:14.160]  有些人會將
[00:06:14.160 --> 00:06:16.160]  以為將自己的爸爸
[00:06:16.160 --> 00:06:18.160]  放大放大放大
[00:06:18.160 --> 00:06:20.160]  放到很好的時候
[00:06:20.160 --> 00:06:22.160]  就是天上的父
[00:06:22.160 --> 00:06:24.160]  一開始我不想這樣想
[00:06:24.160 --> 00:06:26.160]  如果你爸爸很差
[00:06:26.160 --> 00:06:28.160]  你將他放大
[00:06:28.160 --> 00:06:30.160]  也是差的
[00:06:30.160 --> 00:06:32.160]  事實上我們人有很多困難
[00:06:32.160 --> 00:06:34.160]  有很多軟弱
[00:06:34.160 --> 00:06:36.160]  很多錢
[00:06:36.160 --> 00:06:38.160]  對我們家庭有很多傷害
[00:06:38.160 --> 00:06:40.160]  很難將他放大
[00:06:40.160 --> 00:06:42.160]  變成天上的父
[00:06:42.160 --> 00:06:44.160]  天上的父是怎樣呢
[00:06:44.160 --> 00:06:46.160]  當耶穌教我們祈禱的時候
[00:06:46.160 --> 00:06:48.160]  祈求父願人尊你的名為聖
[00:06:48.160 --> 00:06:50.160]  願你的國降臨
[00:06:50.160 --> 00:06:52.160]  我們日用的飲食
[00:06:52.160 --> 00:06:54.160]  天天賜給我們
[00:06:54.160 --> 00:06:56.160]  耶穌教我們
[00:06:56.160 --> 00:06:58.160]  可以很實際的
[00:06:58.160 --> 00:07:00.160]  和我們天上的爸爸祈禱
[00:07:00.160 --> 00:07:02.160]  當在很多年前
[00:07:02.160 --> 00:07:04.160]  在修訂版
[00:07:04.160 --> 00:07:06.160]  這已經是和合本新標點
[00:07:06.160 --> 00:07:08.160]  天天賜給我們
[00:07:08.160 --> 00:07:10.160]  當日在曠野
[00:07:10.160 --> 00:07:12.160]  以色列人天天都有馬拿
[00:07:12.160 --> 00:07:14.160]  其實上帝每天
[00:07:14.160 --> 00:07:16.160]  祝福我們
[00:07:16.160 --> 00:07:18.160]  赦免我們的罪
[00:07:18.160 --> 00:07:20.160]  知道我們犯了很多罪
[00:07:20.160 --> 00:07:22.160]  但有個關鍵
[00:07:22.160 --> 00:07:24.160]  赦免犯規欠我們的人
[00:07:24.160 --> 00:07:26.160]  我們很多時看漏了
[00:07:26.160 --> 00:07:28.160]  後面那句
[00:07:28.160 --> 00:07:30.160]  我們經常說求相親赦免
[00:07:30.160 --> 00:07:32.160]  但記不記得主數文說
[00:07:32.160 --> 00:07:34.160]  你也要赦免人
[00:07:34.160 --> 00:07:36.160]  你有沒有赦免規欠你們的人呢
[00:07:36.160 --> 00:07:38.160]  耶穌跟他們說
[00:07:38.160 --> 00:07:40.160]  可能當耶穌教了祈禱之後
[00:07:40.160 --> 00:07:42.160]  大家在場的門徒
[00:07:42.160 --> 00:07:44.160]  群眾
[00:07:44.160 --> 00:07:46.160]  不太明白耶穌說什麼
[00:07:46.160 --> 00:07:48.160]  耶穌開始具體的
[00:07:48.160 --> 00:07:50.160]  說了一些實例
[00:07:50.160 --> 00:07:52.160]  或者一些具體的實物教材
[00:07:52.160 --> 00:07:54.160]  是他們聽的
[00:07:54.160 --> 00:07:56.160]  所有人都明白的
[00:07:56.160 --> 00:07:58.160]  耶穌跟他們說
[00:07:58.160 --> 00:08:00.160]  有一個朋友半夜
[00:08:00.160 --> 00:08:02.160]  來到他那裡跟他說
[00:08:02.160 --> 00:08:04.160]  朋友可不可以借我三個餅
[00:08:04.160 --> 00:08:06.160]  大家又想像一下
[00:08:06.160 --> 00:08:08.160]  晚上別人來我家
[00:08:08.160 --> 00:08:10.160]  想借餅
[00:08:10.160 --> 00:08:12.160]  你借不借呢
[00:08:12.160 --> 00:08:14.160]  這麼小事借三個餅
[00:08:14.160 --> 00:08:16.160]  很普通
[00:08:16.160 --> 00:08:18.160]  餅?
[00:08:18.160 --> 00:08:20.160]  如果你想想
[00:08:20.160 --> 00:08:22.160]  不知道你想想多大個餅
[00:08:22.160 --> 00:08:24.160]  我之前說五餅二魚的時候
[00:08:24.160 --> 00:08:26.160]  五餅二魚的餅
[00:08:26.160 --> 00:08:28.160]  沒有這麼大的
[00:08:28.160 --> 00:08:30.160]  楊姨好像吃過
[00:08:30.160 --> 00:08:32.160]  很肯定說得不好
[00:08:32.160 --> 00:08:34.160]  小魚
[00:08:34.160 --> 00:08:36.160]  現在說餅
[00:08:36.160 --> 00:08:38.160]  小魚
[00:08:38.160 --> 00:08:40.160]  這條魚很大
[00:08:40.160 --> 00:08:42.160]  是呀
[00:08:42.160 --> 00:08:44.160]  楊姨厲害
[00:08:44.160 --> 00:08:46.160]  其實這個魚和餅都錯
[00:08:46.160 --> 00:08:48.160]  有機會我們再說
[00:08:48.160 --> 00:08:50.160]  其實在巴勒斯坦地
[00:08:50.160 --> 00:08:52.160]  當時有兩種餅
[00:08:52.160 --> 00:08:54.160]  一種是小朋友
[00:08:54.160 --> 00:08:56.160]  帶出街
[00:08:56.160 --> 00:08:58.160]  帶給小朋友吃午餐
[00:08:58.160 --> 00:09:00.160]  媽媽爸爸每天都要給他們吃午餐
[00:09:00.160 --> 00:09:02.160]  要放在飯盒
[00:09:02.160 --> 00:09:04.160]  就是小的餅
[00:09:04.160 --> 00:09:06.160]  給小朋友或被人帶出去吃
[00:09:06.160 --> 00:09:08.160]  小餅
[00:09:08.160 --> 00:09:10.160]  小到像石春
[00:09:10.160 --> 00:09:12.160]  這麼大
[00:09:12.160 --> 00:09:14.160]  所以有時看聖經
[00:09:14.160 --> 00:09:16.160]  如果爸爸說兒子要個餅
[00:09:16.160 --> 00:09:18.160]  你不會給他石頭
[00:09:18.160 --> 00:09:20.160]  其實是像的
[00:09:20.160 --> 00:09:22.160]  石春那些
[00:09:22.160 --> 00:09:24.160]  有時啡啡的
[00:09:24.160 --> 00:09:26.160]  而另一種餅
[00:09:26.160 --> 00:09:28.160]  給大人遠行
[00:09:28.160 --> 00:09:30.160]  或者他們吃飯的時候
[00:09:30.160 --> 00:09:32.160]  用來撕開
[00:09:32.160 --> 00:09:34.160]  沾一些食物
[00:09:34.160 --> 00:09:36.160]  沾一些肉
[00:09:36.160 --> 00:09:40.160]  那些餅大概兩尺寬
[00:09:40.160 --> 00:09:42.160]  很大個的
[00:09:42.160 --> 00:09:44.160]  像薄餅
[00:09:44.160 --> 00:09:46.160]  是大個的餅
[00:09:46.160 --> 00:09:48.160]  所以這裡肯定不是拿石春
[00:09:48.160 --> 00:09:50.160]  這麼小的
[00:09:50.160 --> 00:09:52.160]  要借三個大的餅
[00:09:52.160 --> 00:09:54.160]  中東有句說話
[00:09:54.160 --> 00:09:56.160]  窮人
[00:09:56.160 --> 00:09:58.160]  窮人吃的東西
[00:09:58.160 --> 00:10:00.160]  會怎樣吃呢
[00:10:00.160 --> 00:10:02.160]  小時候
[00:10:02.160 --> 00:10:04.160]  我發現香港
[00:10:04.160 --> 00:10:06.160]  我不知道越南是怎樣
[00:10:06.160 --> 00:10:08.160]  窮人會怎樣拌飯
[00:10:08.160 --> 00:10:10.160]  豉油
[00:10:10.160 --> 00:10:12.160]  如果你說豉油
[00:10:12.160 --> 00:10:14.160]  就是年輕一點的
[00:10:14.160 --> 00:10:16.160]  大年紀的
[00:10:16.160 --> 00:10:18.160]  豬油拌飯
[00:10:18.160 --> 00:10:20.160]  我小時候就是豉油拌飯
[00:10:20.160 --> 00:10:22.160]  豉油拌飯
[00:10:22.160 --> 00:10:24.160]  豉油拌飯
[00:10:24.160 --> 00:10:26.160]  豉油拌飯
[00:10:26.160 --> 00:10:28.160]  其實豉油拌飯也挺好吃
[00:10:28.160 --> 00:10:30.160]  也可以吃一碗飯
[00:10:30.160 --> 00:10:32.160]  薑蓉拌飯更好
[00:10:32.160 --> 00:10:34.160]  三碗都吃得到
[00:10:34.160 --> 00:10:36.160]  中東是說什麼呢
[00:10:36.160 --> 00:10:38.160]  什麼拌什麼呢
[00:10:38.160 --> 00:10:40.160]  餅加鹽
[00:10:40.160 --> 00:10:42.160]  窮人
[00:10:42.160 --> 00:10:44.160]  就是說餅加鹽
[00:10:44.160 --> 00:10:46.160]  因為其實餅本身
[00:10:46.160 --> 00:10:48.160]  不是主食
[00:10:48.160 --> 00:10:50.160]  不是主要的食物
[00:10:50.160 --> 00:10:52.160]  是配的
[00:10:52.160 --> 00:10:54.160]  餅是用來夾東西
[00:10:54.160 --> 00:10:56.160]  拿東西吃
[00:10:56.160 --> 00:10:58.160]  所以他們要借三個餅
[00:10:58.160 --> 00:11:00.160]  不只是借三個餅
[00:11:00.160 --> 00:11:02.160]  一會兒看經文會明白得多一點
[00:11:02.160 --> 00:11:04.160]  因為我一個朋友
[00:11:04.160 --> 00:11:06.160]  在旅途中
[00:11:06.160 --> 00:11:08.160]  來到我這裡
[00:11:08.160 --> 00:11:10.160]  我沒有東西招待他
[00:11:10.160 --> 00:11:12.160]  在以前巴勒斯坦地
[00:11:12.160 --> 00:11:14.160]  這是很大件事
[00:11:14.160 --> 00:11:16.160]  你看舊約都知道
[00:11:16.160 --> 00:11:18.160]  我們是一個接待的文化
[00:11:18.160 --> 00:11:20.160]  是要去接待異鄉的客人
[00:11:20.160 --> 00:11:22.160]  接待路過的客人
[00:11:22.160 --> 00:11:24.160]  所以一定要有東西去接待他
[00:11:24.160 --> 00:11:26.160]  這一刻他沒有
[00:11:26.160 --> 00:11:28.160]  所以他就要想辦法
[00:11:28.160 --> 00:11:30.160]  到處張羅找一些食物
[00:11:30.160 --> 00:11:32.160]  去照顧他晚上來到的朋友
[00:11:32.160 --> 00:11:34.160]  他去借餅
[00:11:34.160 --> 00:11:36.160]  裡面的人就說
[00:11:36.160 --> 00:11:38.160]  你不要吵著我
[00:11:38.160 --> 00:11:40.160]  門已經關了
[00:11:40.160 --> 00:11:42.160]  兒子又睡了
[00:11:42.160 --> 00:11:44.160]  我不能起來給你
[00:11:44.160 --> 00:11:46.160]  會不會有些不近人情呢
[00:11:46.160 --> 00:11:48.160]  會不會啊
[00:11:48.160 --> 00:11:50.160]  但如果你生了B之後
[00:11:50.160 --> 00:11:52.160]  你就要明白
[00:11:52.160 --> 00:11:54.160]  如果要哄一個B睡覺
[00:11:54.160 --> 00:11:56.160]  是多高難度的事情
[00:11:56.160 --> 00:11:58.160]  如果你吵醒了他
[00:11:58.160 --> 00:12:00.160]  要再哄多一次
[00:12:00.160 --> 00:12:02.160]  可能是極高難度
[00:12:02.160 --> 00:12:04.160]  這個可能是其中一個解釋
[00:12:04.160 --> 00:12:06.160]  但以前如果你想像一下
[00:12:06.160 --> 00:12:08.160]  他們住的地方
[00:12:08.160 --> 00:12:10.160]  有些就小一點
[00:12:10.160 --> 00:12:12.160]  有些就窮一點
[00:12:12.160 --> 00:12:14.160]  有些就有錢一點
[00:12:14.160 --> 00:12:16.160]  兩層的會怎樣呢
[00:12:16.160 --> 00:12:18.160]  一層裡面
[00:12:18.160 --> 00:12:20.160]  有些寵物
[00:12:20.160 --> 00:12:22.160]  是位置的地方
[00:12:22.160 --> 00:12:24.160]  日間
[00:12:24.160 --> 00:12:26.160]  他們的寵物
[00:12:26.160 --> 00:12:28.160]  牛羊雞
[00:12:28.160 --> 00:12:30.160]  就在外面
[00:12:30.160 --> 00:12:32.160]  晚上他們就會趕回下面
[00:12:32.160 --> 00:12:34.160]  然後主人就要睡上面
[00:12:34.160 --> 00:12:36.160]  所以有些解經家解釋
[00:12:36.160 --> 00:12:38.160]  其實真的挺勞師動眾的
[00:12:38.160 --> 00:12:40.160]  如果真的要下來開門
[00:12:40.160 --> 00:12:42.160]  讓你拿東西
[00:12:42.160 --> 00:12:44.160]  就弄到整個房子都醒了
[00:12:44.160 --> 00:12:46.160]  就有些雞犬不寧的感覺
[00:12:46.160 --> 00:12:48.160]  所以這裡可能有他的困難
[00:12:48.160 --> 00:12:50.160]  所以他就說
[00:12:50.160 --> 00:12:52.160]  我真的不能給你
[00:12:52.160 --> 00:12:54.160]  然後他就說
[00:12:54.160 --> 00:12:56.160]  我告訴你們
[00:12:56.160 --> 00:12:58.160]  雖然不是因為他的朋友
[00:12:58.160 --> 00:13:00.160]  不是因為他是朋友
[00:13:00.160 --> 00:13:02.160]  不是因為朋友的關係
[00:13:02.160 --> 00:13:04.160]  而是因為他不顧面子地
[00:13:04.160 --> 00:13:06.160]  直求
[00:13:06.160 --> 00:13:08.160]  就起來照他所需要的
[00:13:08.160 --> 00:13:10.160]  給他
[00:13:10.160 --> 00:13:12.160]  什麼意思呢
[00:13:12.160 --> 00:13:14.160]  可能在門口死裡
[00:13:14.160 --> 00:13:16.160]  給我幾個餅
[00:13:16.160 --> 00:13:18.160]  醒了睡過
[00:13:18.160 --> 00:13:20.160]  可能在外面又怕悶
[00:13:20.160 --> 00:13:22.160]  你有沒有見過
[00:13:22.160 --> 00:13:24.160]  人們吐東西
[00:13:24.160 --> 00:13:26.160]  大家在香港有沒有見過
[00:13:26.160 --> 00:13:28.160]  人們扭買玩具
[00:13:28.160 --> 00:13:30.160]  這個字本身
[00:13:30.160 --> 00:13:32.160]  可以出全螢幕
[00:13:32.160 --> 00:13:34.160]  這個字
[00:13:34.160 --> 00:13:36.160]  希臘文就是
[00:13:36.160 --> 00:13:38.160]  shameless
[00:13:38.160 --> 00:13:40.160]  完全不顧
[00:13:40.160 --> 00:13:42.160]  不顧
[00:13:42.160 --> 00:13:44.160]  不顧面子
[00:13:44.160 --> 00:13:46.160]  所以有兩個解釋
[00:13:46.160 --> 00:13:48.160]  一個是persistence
[00:13:48.160 --> 00:13:50.160]  就是很堅持
[00:13:50.160 --> 00:13:52.160]  正面就是很堅持
[00:13:52.160 --> 00:13:54.160]  另一個就是不顧情面
[00:13:54.160 --> 00:13:56.160]  中東人其實有一個文化
[00:13:56.160 --> 00:13:58.160]  就是面子文化
[00:13:58.160 --> 00:14:00.160]  上次我講的港獨也有講
[00:14:00.160 --> 00:14:02.160]  他們很顧面子
[00:14:02.160 --> 00:14:04.160]  可以這麼不顧面子
[00:14:04.160 --> 00:14:06.160]  去幫他拿食物的時候
[00:14:06.160 --> 00:14:08.160]  最後最後
[00:14:08.160 --> 00:14:10.160]  都被他掌摑了
[00:14:10.160 --> 00:14:12.160]  什麼叫掌摑呢
[00:14:12.160 --> 00:14:14.160]  就好像小朋友
[00:14:14.160 --> 00:14:16.160]  我真的見過一些商場
[00:14:16.160 --> 00:14:18.160]  什麼叫不顧面子
[00:14:18.160 --> 00:14:20.160]  不顧情面就真的在地上
[00:14:20.160 --> 00:14:22.160]  在那裏顛簸
[00:14:22.160 --> 00:14:24.160]  在那裏哭
[00:14:24.160 --> 00:14:26.160]  可能有些人也見過
[00:14:26.160 --> 00:14:28.160]  那怎麼辦呢
[00:14:28.160 --> 00:14:30.160]  不顧情面
[00:14:30.160 --> 00:14:32.160]  其實有一個規定
[00:14:32.160 --> 00:14:34.160]  小朋友可以這麼不顧情面
[00:14:34.160 --> 00:14:36.160]  去和爸爸媽媽
[00:14:36.160 --> 00:14:38.160]  去掌摑的時候
[00:14:38.160 --> 00:14:40.160]  其實他有一個信念
[00:14:40.160 --> 00:14:42.160]  信念是什麼呢
[00:14:42.160 --> 00:14:44.160]  你爸爸很有feel
[00:14:44.160 --> 00:14:46.160]  信念就是
[00:14:46.160 --> 00:14:48.160]  我只要堅持多一會
[00:14:48.160 --> 00:14:50.160]  我就得到我想要的
[00:14:50.160 --> 00:14:52.160]  沒錯
[00:14:52.160 --> 00:14:54.160]  又畫了另一個更高層次的
[00:14:54.160 --> 00:14:56.160]  其實爸爸你買得起
[00:14:56.160 --> 00:14:58.160]  你買給我
[00:14:58.160 --> 00:15:00.160]  你買給我
[00:15:00.160 --> 00:15:02.160]  如果他覺得爸爸買不起
[00:15:02.160 --> 00:15:04.160]  他不會死的
[00:15:04.160 --> 00:15:06.160]  但他覺得爸爸買得起
[00:15:06.160 --> 00:15:08.160]  我突然間今天
[00:15:08.160 --> 00:15:10.160]  預備到今天最後
[00:15:10.160 --> 00:15:12.160]  我突然間想起
[00:15:12.160 --> 00:15:14.160]  所以上帝說小朋友的信心是大一點
[00:15:14.160 --> 00:15:16.160]  是不是
[00:15:16.160 --> 00:15:18.160]  他很單純地覺得
[00:15:18.160 --> 00:15:20.160]  爸爸你愛我
[00:15:20.160 --> 00:15:22.160]  爸爸你買得起
[00:15:22.160 --> 00:15:24.160]  只要我堅持多一會
[00:15:24.160 --> 00:15:26.160]  只要我無憾多一會
[00:15:26.160 --> 00:15:28.160]  但我們呢
[00:15:28.160 --> 00:15:30.160]  我們去到天父那裡的時候
[00:15:30.160 --> 00:15:32.160]  第一
[00:15:32.160 --> 00:15:34.160]  我們祈禱是怎樣的呢
[00:15:34.160 --> 00:15:36.160]  第二我們是不是相信
[00:15:36.160 --> 00:15:38.160]  天父爸爸會給我們呢
[00:15:38.160 --> 00:15:40.160]  其實有時不是的
[00:15:40.160 --> 00:15:42.160]  你問心
[00:15:42.160 --> 00:15:44.160]  你不用表態
[00:15:44.160 --> 00:15:46.160]  有時我們連和別人說
[00:15:46.160 --> 00:15:48.160]  我們為了某些的祈禱
[00:15:48.160 --> 00:15:50.160]  我們都不敢出聲
[00:15:50.160 --> 00:15:52.160]  為什麼呢
[00:15:52.160 --> 00:15:54.160]  因為我們害怕
[00:15:54.160 --> 00:15:56.160]  我們怕上帝沒面子
[00:15:56.160 --> 00:15:58.160]  我免得說了
[00:15:58.160 --> 00:16:00.160]  不行啦
[00:16:00.160 --> 00:16:02.160]  但你背後是不是真的覺得上帝不行呢
[00:16:02.160 --> 00:16:04.160]  有時可能會的
[00:16:04.160 --> 00:16:06.160]  譬如我們今天為很多爸爸祈禱
[00:16:06.160 --> 00:16:08.160]  可能有些媽媽
[00:16:08.160 --> 00:16:10.160]  為爸爸祈禱了三十年
[00:16:10.160 --> 00:16:12.160]  還沒信
[00:16:12.160 --> 00:16:14.160]  是不是上帝不行呢
