
[00:00:00.000 --> 00:00:08.000]  在今天我們很珍惜我們的情誼
[00:05:28.000 --> 00:05:33.000]  每次傳道同工踏上港台都患得患失
[00:05:33.000 --> 00:05:38.000]  唯恐他的言論 他的講論內容當中
[00:05:38.000 --> 00:05:41.000]  他觸動了某些人的中樞神經
[00:05:41.000 --> 00:05:45.000]  引起了更多的爭議
[00:05:45.000 --> 00:05:49.000]  我今天選了《雅各書》第三章
[00:05:49.000 --> 00:05:51.000]  跟大家分享一下
[00:05:51.000 --> 00:05:54.000]  一種面對這個時代的困局
[00:05:54.000 --> 00:05:57.000]  或者我自己覺得一個最強的力量
[00:05:57.000 --> 00:06:00.000]  就是溫柔的力量
[00:06:00.000 --> 00:06:03.000]  聖經不是百科全書
[00:06:03.000 --> 00:06:06.000]  也不是生活指南
[00:06:06.000 --> 00:06:09.000]  是寄了神去傳達
[00:06:09.000 --> 00:06:12.000]  他的旨意給世人去了解
[00:06:12.000 --> 00:06:16.000]  不過新教聖經各有兩個經卷
[00:06:16.000 --> 00:06:18.000]  是很實用的
[00:06:18.000 --> 00:06:22.000]  舊約的《針研》 新約的《雅各書》
[00:06:22.000 --> 00:06:27.000]  猶太人很喜歡用來做教育的功能
[00:06:27.000 --> 00:06:29.000]  我看《針研》就發覺
[00:06:29.000 --> 00:06:35.000]  好像有一位很有智慧 磁場的老者
[00:06:35.000 --> 00:06:39.000]  用他一生的經驗循循善誘
[00:06:39.000 --> 00:06:43.000]  去令他的後輩
[00:06:43.000 --> 00:06:48.000]  能夠明白到做人處世的智慧
[00:06:48.000 --> 00:06:51.000]  用一種很體貼的
[00:06:51.000 --> 00:06:53.000]  經常出現一句金句
[00:06:53.000 --> 00:06:58.000]  我兒將心給我
[00:06:58.000 --> 00:07:01.000]  這是一個磁場的長輩
[00:07:01.000 --> 00:07:06.000]  對後輩的那種叮嚀 那種教導
[00:07:06.000 --> 00:07:09.000]  新約《雅各書》很特別
[00:07:09.000 --> 00:07:13.000]  它是用來做示範的題材
[00:07:13.000 --> 00:07:17.000]  就好像一個很有智慧的智者
[00:07:17.000 --> 00:07:25.000]  他怎樣訓練訓練員 訓練老師
[00:07:25.000 --> 00:07:27.000]  你也做老師
[00:07:27.000 --> 00:07:30.000]  所以《雅各書》有很多做人處世
[00:07:30.000 --> 00:07:34.000]  特別是溝通的智慧
[00:07:34.000 --> 00:07:37.000]  《雅各書》基本上沒有什麼高言大字
[00:07:37.000 --> 00:07:41.000]  但是全部都很實用
[00:07:41.000 --> 00:07:44.000]  所以今天只是和大家傳遞三個訊息
[00:07:44.000 --> 00:07:47.000]  很容易記住
[00:07:47.000 --> 00:07:54.000]  在這個時代我們學習更好的聆聽
[00:07:54.000 --> 00:07:57.000]  學習更大的溫柔
[00:07:57.000 --> 00:08:01.000]  學習更高的智慧
[00:08:01.000 --> 00:08:04.000]  很簡單 三件事
[00:08:04.000 --> 00:08:08.000]  聆聽是一種技術
[00:08:08.000 --> 00:08:11.000]  但反而藝術慢慢失傳
[00:08:11.000 --> 00:08:13.000]  我們不太懂得聽
[00:08:13.000 --> 00:08:15.000]  也不留心聽
[00:08:15.000 --> 00:08:17.000]  我們選擇聽
[00:08:17.000 --> 00:08:20.000]  每個星期回來講道聽道
[00:08:20.000 --> 00:08:22.000]  有多少的第一天的節目
[00:08:22.000 --> 00:08:25.000]  真的很認真很留心去聽道
[00:08:25.000 --> 00:08:28.000]  並且接著會回去思考
[00:08:28.000 --> 00:08:33.000]  有一種自我醒覺的能力
[00:08:33.000 --> 00:08:37.000]  馬克·奧恩是美國著名的幽默大師
[00:08:37.000 --> 00:08:40.000]  我中學時期很喜歡看馬克·奧恩的故事
[00:08:40.000 --> 00:08:43.000]  經常去幽默一下
[00:08:43.000 --> 00:08:47.000]  他寫的東西都幽默 講話都幽默
[00:08:47.000 --> 00:08:50.000]  他的演講每次都很吸引
[00:08:50.000 --> 00:08:53.000]  有一次他去大學演講
[00:08:53.000 --> 00:08:56.000]  他太太問他
[00:08:56.000 --> 00:08:58.000]  Sir 今天講得怎麼樣
[00:08:58.000 --> 00:08:59.000]  有時我太太問我
[00:08:59.000 --> 00:09:01.000]  今天講得怎麼樣
[00:09:01.000 --> 00:09:03.000]  有人打瞌睡嗎
[00:09:03.000 --> 00:09:06.000]  他連老婆都玩玩
[00:09:06.000 --> 00:09:08.000]  今天講得怎麼樣
[00:09:08.000 --> 00:09:11.000]  你想問哪個版本
[00:09:11.000 --> 00:09:15.000]  演講都是那個版本
[00:09:15.000 --> 00:09:18.000]  不是的 起碼有三個
[00:09:18.000 --> 00:09:22.000]  第一個就是我心裏很想講的版本
[00:09:22.000 --> 00:09:24.000]  你心裏想講的東西
[00:09:24.000 --> 00:09:25.000]  你未必講得出來
[00:09:25.000 --> 00:09:27.000]  或者你表達不到出來
[00:09:27.000 --> 00:09:28.000]  你遲不達意
[00:09:28.000 --> 00:09:30.000]  或者你講的時候又忘記了
[00:09:30.000 --> 00:09:33.000]  即是發覺我心裏很想講的東西
[00:09:33.000 --> 00:09:35.000]  但是你講不出來
[00:09:35.000 --> 00:09:37.000]  講到一點 講不到一點
[00:09:37.000 --> 00:09:40.000]  可能有時講壇都有這樣的情況
[00:09:40.000 --> 00:09:45.000]  第一就是我口裏真正想講的東西
[00:09:45.000 --> 00:09:48.000]  第三個最重要
[00:09:48.000 --> 00:09:53.000]  就是你們所聽到的版本是什麼
[00:09:53.000 --> 00:09:57.000]  你們所聽到的版本是什麼
[00:09:57.000 --> 00:10:01.000]  因為在一個選擇性接收的時代
[00:10:01.000 --> 00:10:04.000]  其實我們特別是年青人
[00:10:04.000 --> 00:10:07.000]  沒有耐性聽別人講話
[00:10:07.000 --> 00:10:09.000]  或者不合聽
[00:10:09.000 --> 00:10:13.000]  一不是自己人 不是自己兄弟
[00:10:13.000 --> 00:10:15.000]  那些東西就不聽了
[00:10:15.000 --> 00:10:19.000]  所以有時跟年青人的對話
[00:10:19.000 --> 00:10:22.000]  是很高學習的
[00:10:22.000 --> 00:10:27.000]  我從來都不相信像林鄭月娥張建宗那班老人家
[00:10:27.000 --> 00:10:31.000]  怎樣可以跟年青人對話
[00:10:31.000 --> 00:10:33.000]  他們要重新上學堂
[00:10:33.000 --> 00:10:35.000]  真的不懂就不懂
[00:10:35.000 --> 00:10:38.000]  習慣了做大姐 習慣了做大佬
[00:10:38.000 --> 00:10:41.000]  你怎樣跟年青人對話呢
[00:10:41.000 --> 00:10:44.000]  你怎樣聽到他們對話呢
[00:10:44.000 --> 00:10:49.000]  聆聽是一種很高深的藝術
[00:10:49.000 --> 00:10:51.000]  二十年前我寫了一本書
[00:10:51.000 --> 00:10:53.000]  叫做有話好說
[00:10:53.000 --> 00:10:55.000]  是一本很暢銷給年青人溝通的書
[00:10:55.000 --> 00:10:58.000]  第一章說什麼
[00:10:58.000 --> 00:11:01.000]  一切從聆聽開始
[00:11:01.000 --> 00:11:06.000]  學說話 學溝通一定先學聽到東西
[00:11:06.000 --> 00:11:11.000]  你不懂聽東西不可能成為一個溝通的高手
[00:11:11.000 --> 00:11:14.000]  很專心的聆聽
[00:11:14.000 --> 00:11:16.000]  不會聽錯東西
[00:11:16.000 --> 00:11:19.000]  聽完之後還能夠讀到重點在哪裡
[00:11:19.000 --> 00:11:22.000]  聽完之後可以自己說出來
[00:11:22.000 --> 00:11:29.000]  我母會來到建浸 建浸終身執事
[00:11:29.000 --> 00:11:32.000]  但我女兒已經不回建浸了
[00:11:32.000 --> 00:11:34.000]  明白到的
[00:11:34.000 --> 00:11:38.000]  傳統大教會未必的訊息目揚對年青人
[00:11:38.000 --> 00:11:42.000]  她去了一間西人教會幫我鼓勵的
[00:11:42.000 --> 00:11:45.000]  她很用心聽到 每次回來聽到
[00:11:45.000 --> 00:11:49.000]  聽完都講重點給我聽
[00:11:49.000 --> 00:11:52.000]  這就是看到一個外國人的牧師
[00:11:52.000 --> 00:11:54.000]  怎樣在香港的處境
[00:11:54.000 --> 00:11:56.000]  傳達訊息是多困難
[00:11:56.000 --> 00:11:58.000]  她每次都講到東西出來
[00:11:58.000 --> 00:12:03.000]  我們華人的教牧童工不會這樣去看這段經文
[00:12:03.000 --> 00:12:05.000]  很特別的
[00:12:05.000 --> 00:12:07.000]  她每次講給我聽我都會有很多得著
[00:12:07.000 --> 00:12:10.000]  她很用心聽 我知道她有聽到
[00:12:10.000 --> 00:12:12.000]  這個很重要
[00:12:12.000 --> 00:12:16.000]  聆聽是一種藝術
[00:12:16.000 --> 00:12:22.000]  教學書講很多溝通聆聽的學問
[00:12:22.000 --> 00:12:24.000]  第一章就講一次
[00:12:24.000 --> 00:12:26.000]  快快聽 快不是匆忙
[00:12:26.000 --> 00:12:30.000]  快就是一種很渴望去聽
[00:12:30.000 --> 00:12:32.000]  很想聽的
[00:12:32.000 --> 00:12:34.000]  我不知道大家有沒有很渴望去聽到
[00:12:34.000 --> 00:12:39.000]  我每星期都在不同的教會講到
[00:12:39.000 --> 00:12:43.000]  這是神給我的一個很特別的使命
[00:12:43.000 --> 00:12:47.000]  大小教會 多遠我都去的
[00:12:47.000 --> 00:12:49.000]  每年就排四十多個星期
[00:12:49.000 --> 00:12:52.000]  所以我是很渴望去聽到的
[00:12:52.000 --> 00:12:55.000]  我聽到是很認真聽到的
[00:12:56.000 --> 00:12:59.000]  很認真 我聽完之後
[00:12:59.000 --> 00:13:02.000]  如果是一些訊息我聽完之後
[00:13:02.000 --> 00:13:05.000]  我去講 有哪些東西我要吸收
[00:13:05.000 --> 00:13:08.000]  有哪些東西我要學習
[00:13:08.000 --> 00:13:10.000]  有些東西我就不會這樣講
[00:13:10.000 --> 00:13:13.000]  是這樣的不斷思考過程
[00:13:13.000 --> 00:13:17.000]  所以每次聽到很多好處我都記得
[00:13:17.000 --> 00:13:23.000]  慢慢地說 慢慢地動腦
[00:13:23.000 --> 00:13:25.000]  有很高的智慧
[00:13:25.000 --> 00:13:30.000]  聆聽一種藝術與情操
[00:13:30.000 --> 00:13:32.000]  都是我過去幾十年來
[00:13:32.000 --> 00:13:35.000]  自己鑽研溝通學一個很重要
[00:13:35.000 --> 00:13:38.000]  去聽人講話 教人講話
[00:13:38.000 --> 00:13:42.000]  先教人聽話才能教人講話
[00:13:42.000 --> 00:13:45.000]  所以我在不同的場合
[00:13:45.000 --> 00:13:47.000]  訓練很多學生
[00:13:47.000 --> 00:13:50.000]  學好聽話 學好講話
[00:13:50.000 --> 00:13:54.000]  我聆聽到很多人上我課
[00:13:54.000 --> 00:13:57.000]  一個功課 用八分鐘
[00:13:57.000 --> 00:14:01.000]  講你人生最精彩的故事給我聽
[00:14:01.000 --> 00:14:07.000]  八分鐘 很困難
[00:14:07.000 --> 00:14:09.000]  但就要學習
[00:14:09.000 --> 00:14:14.000]  最後學生講一個故事給我聽
[00:14:14.000 --> 00:14:16.000]  很特別
[00:14:16.000 --> 00:14:20.000]  有一個很出色的市場 推銷
[00:14:20.000 --> 00:14:22.000]  理工畢業
[00:14:22.000 --> 00:14:27.000]  他當年入了一間日資的服裝連鎖店
[00:14:27.000 --> 00:14:29.000]  全世界最大一間
[00:14:29.000 --> 00:14:31.000]  你一定會穿過他的衣服 很便宜
[00:14:31.000 --> 00:14:33.000]  這間連鎖店很特別
[00:14:33.000 --> 00:14:36.000]  他那個創辦人在日本現在被視為
[00:14:36.000 --> 00:14:40.000]  經營之神 日本最受推崇的企業家
[00:14:40.000 --> 00:14:43.000]  不要小看連鎖店 薪金很高
[00:14:43.000 --> 00:14:46.000]  連鎖店特別之處就是你做服裝
[00:14:46.000 --> 00:14:51.000]  他給你薪金 去到跨國企業來說很不遜色
[00:14:51.000 --> 00:14:53.000]  好要求很高
[00:14:53.000 --> 00:14:58.000]  他在不同的城市如果覺得真的很成熟
[00:14:58.000 --> 00:15:00.000]  就會開一間旗艦店
[00:15:00.000 --> 00:15:04.000]  全世界不夠十個城市有旗艦店
[00:15:04.000 --> 00:15:06.000]  香港其中一個
[00:15:06.000 --> 00:15:10.000]  他當年我們學生就成為一間旗艦店的店長
[00:15:12.000 --> 00:15:16.000]  當他很用心做這份工作的時候
[00:15:16.000 --> 00:15:18.000]  年輕人很拼命
[00:15:18.000 --> 00:15:23.000]  但記住 燒毀了 倒塌了
[00:15:23.000 --> 00:15:25.000]  太拼命了
[00:15:25.000 --> 00:15:28.000]  因為他拿著榮譽一定要做好旗艦店
[00:15:28.000 --> 00:15:32.000]  快要幾個月 出來了
[00:15:32.000 --> 00:15:35.000]  大老闆來他說
[00:15:35.000 --> 00:15:40.000]  你的位置被人坐了
[00:15:40.000 --> 00:15:44.000]  現在有個位置 看你能不能做
[00:15:44.000 --> 00:15:46.000]  全香港最爛的一間
[00:15:46.000 --> 00:15:48.000]  沒試過這麼差的
[00:15:48.000 --> 00:15:50.000]  你想不想試試
[00:15:50.000 --> 00:15:53.000]  於是他就說好 我試試
[00:15:53.000 --> 00:15:56.000]  去到就看到這班同事
[00:15:56.000 --> 00:15:59.000]  真的個個都很不修邊幅
[00:15:59.000 --> 00:16:02.000]  結果他就換一班人
[00:16:02.000 --> 00:16:06.000]  他請一班剛剛放榜
[00:16:06.000 --> 00:16:10.000]  進不了大學
[00:16:10.000 --> 00:16:12.000]  大約得與不得之間
[00:16:12.000 --> 00:16:14.000]  就請了這班人
[00:16:14.000 --> 00:16:16.000]  由頭訓練他們
[00:16:16.000 --> 00:16:18.000]  一年之後
[00:16:18.000 --> 00:16:22.000]  這間店拿了最高的榮譽大獎
[00:16:22.000 --> 00:16:24.000]  就是那個銷售
[00:16:24.000 --> 00:16:28.000]  他能夠用同理心去知道
[00:16:28.000 --> 00:16:30.000]  失敗過之後
[00:16:30.000 --> 00:16:32.000]  要珍惜機會
[00:16:32.000 --> 00:16:36.000]  跟年青人一起打拼這間分店
[00:16:36.000 --> 00:16:38.000]  結果當年就拿了大獎
[00:16:38.000 --> 00:16:42.000]  他說我當年很嚮往
[00:16:42.000 --> 00:16:44.000]  做旗艦店店長的榮譽
[00:16:44.000 --> 00:16:47.000]  但是在我人生中
[00:16:47.000 --> 00:16:49.000]  我覺得最大的大獎
[00:16:49.000 --> 00:16:52.000]  就是我能夠和那班失敗的年輕人一起
[00:16:52.000 --> 00:16:54.000]  因為我也失敗過
[00:16:54.000 --> 00:16:58.000]  去打造我們這間新的店
[00:16:58.000 --> 00:17:00.000]  這就是他用八分鐘
[00:17:00.000 --> 00:17:04.000]  講了一個很精彩的人生的故事
[00:17:04.000 --> 00:17:08.000]  我很喜歡故事去激勵不同的人
[00:17:08.000 --> 00:17:12.000]  年青人 老年人
[00:17:12.000 --> 00:17:16.000]  其實都需要透過真實的故事去激勵
[00:17:16.000 --> 00:17:18.000]  怎樣聽到故事呢?
[00:17:18.000 --> 00:17:20.000]  你一定要懂得去聆聽
[00:17:20.000 --> 00:17:22.000]  聆聽是一種藝術
[00:17:22.000 --> 00:17:24.000]  Here
[00:17:24.000 --> 00:17:26.000]  聆聽不是耳朵
[00:17:26.000 --> 00:17:28.000]  是用心
[00:17:28.000 --> 00:17:30.000]  耳朵接收到
[00:17:30.000 --> 00:17:32.000]  耳邊風很快過去
[00:17:32.000 --> 00:17:34.000]  我現在還記得
[00:17:34.000 --> 00:17:36.000]  我小學的時候
[00:17:36.000 --> 00:17:38.000]  聽過一兩篇道的信徒
[00:17:38.000 --> 00:17:40.000]  我還記得
[00:17:40.000 --> 00:17:42.000]  為什麼?
[00:17:42.000 --> 00:17:44.000]  那些道我聽了三次
[00:17:44.000 --> 00:17:46.000]  以前堅朕有三堂崇拜
[00:17:46.000 --> 00:17:48.000]  現在更多
[00:17:48.000 --> 00:17:50.000]  我聽了一堂覺得好
[00:17:50.000 --> 00:17:52.000]  我再聽一堂
[00:17:52.000 --> 00:17:54.000]  是這樣去學習到去聽道
[00:17:54.000 --> 00:17:56.000]  這就是我從小很認真去聽成的話
[00:17:56.000 --> 00:17:58.000]  用心去聆聽
[00:17:58.000 --> 00:18:00.000]  記得到的
[00:18:00.000 --> 00:18:02.000]  留得住的
[00:18:02.000 --> 00:18:04.000]  但當你跟人溝通的時候
[00:18:04.000 --> 00:18:06.000]  你適度的小結
[00:18:06.000 --> 00:18:08.000]  例如有人很囉嗦說話的時候
[00:18:08.000 --> 00:18:10.000]  在適當的時候你要休息一下
[00:18:10.000 --> 00:18:12.000]  讓他休息一下
[00:18:12.000 --> 00:18:14.000]  停一停
[00:18:14.000 --> 00:18:16.000]  稍微總結一下
[00:18:16.000 --> 00:18:18.000]  你說的那些話
[00:18:18.000 --> 00:18:20.000]  我看看有沒有聽錯
[00:18:20.000 --> 00:18:22.000]  Engage是一種鼓勵
[00:18:22.000 --> 00:18:24.000]  鼓勵就是
[00:18:24.000 --> 00:18:26.000]  你的眼神
[00:18:26.000 --> 00:18:28.000]  你的身體語言
[00:18:28.000 --> 00:18:30.000]  告訴他我是在聽你說話
[00:18:30.000 --> 00:18:32.000]  很重要
[00:18:32.000 --> 00:18:34.000]  所以TikTok是很好
[00:18:34.000 --> 00:18:36.000]  給我很大鼓勵
[00:18:36.000 --> 00:18:38.000]  起碼我有一個很認真去記錄的人
[00:18:38.000 --> 00:18:40.000]  但大多數是怎樣呢?
[00:18:40.000 --> 00:18:42.000]  特別是教會聽道
[00:18:42.000 --> 00:18:44.000]  特別是大的教會
[00:18:44.000 --> 00:18:46.000]  其實你看一半人都不知道你在做什麼
[00:18:46.000 --> 00:18:48.000]  很多都是這樣
[00:18:48.000 --> 00:18:50.000]  小教會好一點
[00:18:50.000 --> 00:18:52.000]  但很多是坐著
[00:18:52.000 --> 00:18:54.000]  自己不知道在做什麼
[00:18:54.000 --> 00:18:56.000]  有時牧師說得悶一點
[00:18:56.000 --> 00:18:58.000]  一半睡了一覺
[00:18:58.000 --> 00:19:00.000]  腳腳聲都有
[00:19:00.000 --> 00:19:02.000]  聽道不同
[00:19:02.000 --> 00:19:04.000]  但平時的溝通
[00:19:04.000 --> 00:19:06.000]  你要有適當的Engage給對方
[00:19:06.000 --> 00:19:08.000]  給他一些鼓勵
[00:19:08.000 --> 00:19:10.000]  你要知道
[00:19:10.000 --> 00:19:12.000]  溝通
[00:19:12.000 --> 00:19:14.000]  眼神
[00:19:14.000 --> 00:19:16.000]  身體語言
[00:19:16.000 --> 00:19:18.000]  問問題
[00:19:18.000 --> 00:19:20.000]  不是挑戰
[00:19:20.000 --> 00:19:22.000]  是辯論
[00:19:22.000 --> 00:19:24.000]  問問題就是
[00:19:24.000 --> 00:19:26.000]  證實我有沒有聽錯
[00:19:26.000 --> 00:19:28.000]  有時不是每個人說話
[00:19:28.000 --> 00:19:30.000]  那麼清楚
[00:19:30.000 --> 00:19:32.000]  我會不會聽錯呢?
[00:19:32.000 --> 00:19:34.000]  你是不是這個意思呢?
[00:19:34.000 --> 00:19:36.000]  認真去求證
[00:19:36.000 --> 00:19:38.000]  訊息 特別是重要訊息
[00:19:38.000 --> 00:19:40.000]  你的意思是不是這樣
[00:19:40.000 --> 00:19:42.000]  這個很重要
[00:19:42.000 --> 00:19:44.000]  很多時候我們聽錯了回錯意
[00:19:44.000 --> 00:19:46.000]  於是耳訛傳訛
[00:19:46.000 --> 00:19:48.000]  一直錯下去
[00:19:48.000 --> 00:19:50.000]  第四個
[00:19:50.000 --> 00:19:52.000]  綜合回應
[00:19:52.000 --> 00:19:54.000]  到最後
[00:19:54.000 --> 00:19:56.000]  有一個總結回應
[00:19:56.000 --> 00:19:58.000]  回應不是批評
[00:19:58.000 --> 00:20:00.000]  也不是說意見
[00:20:00.000 --> 00:20:02.000]  回應就是
[00:20:02.000 --> 00:20:04.000]  很感謝你
[00:20:04.000 --> 00:20:06.000]  信任我
[00:20:06.000 --> 00:20:08.000]  這麼多東西給我聽
[00:20:08.000 --> 00:20:10.000]  我會好好思考
[00:20:10.000 --> 00:20:12.000]  我希望
[00:20:12.000 --> 00:20:14.000]  繼續和你溝通
[00:20:14.000 --> 00:20:16.000]  繼續聽你的意見
[00:20:16.000 --> 00:20:18.000]  有時可能會給你一些回應
[00:20:18.000 --> 00:20:20.000]  你給人一種感覺
[00:20:20.000 --> 00:20:22.000]  就是我聽你的說話
[00:20:22.000 --> 00:20:24.000]  很重視你的人
[00:20:24.000 --> 00:20:26.000]  很重視你的意見
[00:20:26.000 --> 00:20:28.000]  這是很重要的情況
[00:20:28.000 --> 00:20:30.000]  這是一個好的聆聽者
[00:20:30.000 --> 00:20:32.000]  你不斷訓練一個好的聆聽者
[00:20:32.000 --> 00:20:34.000]  在很多方面溝通
[00:20:34.000 --> 00:20:36.000]  自然就會進步很大
[00:20:36.000 --> 00:20:40.000]  更美的溫柔
[00:20:40.000 --> 00:20:42.000]  溫柔是一個詞
[00:20:42.000 --> 00:20:44.000]  在中文來說有個性別的屬性
[00:20:44.000 --> 00:20:46.000]  比如我讚
[00:20:46.000 --> 00:20:48.000]  Ellen
[00:20:48.000 --> 00:20:50.000]  在一個很溫柔的女傳道
[00:20:50.000 --> 00:20:52.000]  比如我讚
[00:20:52.000 --> 00:20:54.000]  在一個很溫柔的弟兄
[00:20:54.000 --> 00:20:56.000]  你覺得這個弟兄是不是有些女人型
[00:20:56.000 --> 00:20:58.000]  溫柔
[00:20:58.000 --> 00:21:00.000]  有這樣的感覺
[00:21:00.000 --> 00:21:02.000]  溫柔好像形容女性
[00:21:02.000 --> 00:21:04.000]  溫柔這個詞
[00:21:04.000 --> 00:21:06.000]  英文來說沒有分性別的屬性
[00:21:06.000 --> 00:21:08.000]  所以譯得好一點
[00:21:08.000 --> 00:21:10.000]  譯做謙柔會更好
[00:21:10.000 --> 00:21:12.000]  謙卑加溫柔
[00:21:12.000 --> 00:21:14.000]  貼近聖經的溫柔
[00:21:14.000 --> 00:21:20.000]  耶穌的形象
[00:21:20.000 --> 00:21:22.000]  我心裡柔和謙卑
