
[00:00:00.000 --> 00:00:05.000]  過去幾個月東方閃電無孔不入
[00:02:05.000 --> 00:02:07.000]  遲早有一天
[00:02:07.000 --> 00:02:09.000]  你要發覺到
[00:02:09.000 --> 00:02:12.000]  從聖經以來的價值觀
[00:02:12.000 --> 00:02:14.000]  會變成色微
[00:02:14.000 --> 00:02:16.000]  沒有人聽得到
[00:02:16.000 --> 00:02:18.000]  在這個世界裡面聽到的
[00:02:18.000 --> 00:02:20.000]  都是一些
[00:02:20.000 --> 00:02:22.000]  不合神心意的人生觀
[00:02:22.000 --> 00:02:27.000]  價值觀 道德觀 婚姻觀
[00:02:27.000 --> 00:02:29.000]  剛剛昨天
[00:02:29.000 --> 00:02:33.000]  我收到一份東西
[00:02:33.000 --> 00:02:35.000]  是講到紐西蘭有一個組織
[00:02:35.000 --> 00:02:39.000]  在他們的Facebook設立專頁
[00:02:39.000 --> 00:02:45.000]  爭取他們那種婚姻合法化
[00:02:45.000 --> 00:02:46.000]  他們那種婚姻
[00:02:46.000 --> 00:02:47.000]  大家知道
[00:02:47.000 --> 00:02:49.000]  紐西蘭其實都已經通過了
[00:02:49.000 --> 00:02:51.000]  同性婚姻合法化了
[00:02:51.000 --> 00:02:52.000]  通過了
[00:02:52.000 --> 00:02:54.000]  第一通過了之後
[00:02:54.000 --> 00:02:55.000]  很短的時間
[00:02:55.000 --> 00:02:57.000]  這個組織已經成立
[00:02:57.000 --> 00:02:59.000]  這個組織
[00:02:59.000 --> 00:03:05.000]  叫做多夫多妻合法化的組織
[00:03:05.000 --> 00:03:09.000]  他們很簡單
[00:03:09.000 --> 00:03:11.000]  你們一夫一妻
[00:03:11.000 --> 00:03:15.000]  是你們選擇的自由
[00:03:15.000 --> 00:03:18.000]  我們的選擇的自由
[00:03:18.000 --> 00:03:22.000]  就是無界限
[00:03:22.000 --> 00:03:25.000]  人都喜歡新鮮
[00:03:25.000 --> 00:03:28.000]  人都喜歡多點選擇
[00:03:28.000 --> 00:03:30.000]  為什麼你不讓我們
[00:03:30.000 --> 00:03:35.000]  將這些無謂的框框打倒它
[00:03:35.000 --> 00:03:37.000]  然後讓我們一起享受
[00:03:37.000 --> 00:03:44.000]  真正大愛無限的境界呢
[00:03:44.000 --> 00:03:47.000]  這個境界就是
[00:03:47.000 --> 00:03:50.000]  多妻多夫
[00:03:50.000 --> 00:03:52.000]  換句話來說
[00:03:52.000 --> 00:03:55.000]  任何人都可以是他的妻
[00:03:55.000 --> 00:03:57.000]  任何人都可以是他們的夫
[00:03:57.000 --> 00:04:01.000]  你只要願意加入這個組織
[00:04:01.000 --> 00:04:03.000]  你就可以做了
[00:04:03.000 --> 00:04:08.000]  上一上去看一看
[00:04:08.000 --> 00:04:12.000]  Polyglomery這個Facebook
[00:04:12.000 --> 00:04:16.000]  你會看到很多他們的宣傳
[00:04:16.000 --> 00:04:20.000]  東方閃電這個邪教
[00:04:20.000 --> 00:04:22.000]  無所不用其極
[00:04:22.000 --> 00:04:24.000]  他們用謊言、用色誘
[00:04:24.000 --> 00:04:26.000]  用錢財的誘惑
[00:04:26.000 --> 00:04:31.000]  用綁架、用迷惑、用迷藥
[00:04:31.000 --> 00:04:35.000]  那些是連不信的人都不會用的手段
[00:04:35.000 --> 00:04:39.000]  他們全部全部都會用
[00:04:39.000 --> 00:04:41.000]  但他們稱他們的教會是什麼呢
[00:04:41.000 --> 00:04:43.000]  是叫做全能神教會
[00:04:43.000 --> 00:04:45.000]  然後後來在香港
[00:04:45.000 --> 00:04:48.000]  他們法國全能神教會這個名字湊了
[00:04:48.000 --> 00:04:50.000]  太多人知道了
[00:04:50.000 --> 00:04:52.000]  每個記者都追著來了
[00:04:52.000 --> 00:04:55.000]  所以他們改了個名叫做新歌教會
[00:04:55.000 --> 00:04:57.000]  仍然是叫做教會
[00:04:57.000 --> 00:04:59.000]  然後在另一個地方
[00:04:59.000 --> 00:05:01.000]  也可能會有另一種的名
[00:05:01.000 --> 00:05:03.000]  我們都不知道那些是不是跟他們有關的
[00:05:03.000 --> 00:05:05.000]  另一方面
[00:05:05.000 --> 00:05:08.000]  統一教又說他自己是教會
[00:05:08.000 --> 00:05:13.000]  甚至是一個全世界一個共和
[00:05:13.000 --> 00:05:15.000]  和諧
[00:05:15.000 --> 00:05:17.000]  愛的教會
[00:05:17.000 --> 00:05:22.000]  基督門徒福音會公開否定三位一體的信仰
[00:05:22.000 --> 00:05:26.000]  張熙和否定了三位一體的信仰的時候
[00:05:26.000 --> 00:05:28.000]  他們的教會仍然叫做
[00:05:28.000 --> 00:05:32.000]  基督門徒福音會的教會
[00:05:32.000 --> 00:05:34.000]  仍然是叫做教會
[00:05:34.000 --> 00:05:36.000]  他們的教會
[00:05:36.000 --> 00:05:41.000]  我們看到所有這些異端邪教
[00:05:41.000 --> 00:05:43.000]  你都可以說
[00:05:43.000 --> 00:05:45.000]  我們反而比較容易分辨
[00:05:45.000 --> 00:05:47.000]  摩門教都是叫自己教會的
[00:05:47.000 --> 00:05:50.000]  野正是說他們自己是教會的
[00:05:50.000 --> 00:05:53.000]  這些我們叫他們做都比較容易辨認
[00:05:53.000 --> 00:05:55.000]  因為他們明槍明馬
[00:05:55.000 --> 00:05:56.000]  個個擺出來
[00:05:56.000 --> 00:05:59.000]  他們講明他們自己信什麼不信什麼
[00:05:59.000 --> 00:06:01.000]  但是今天
[00:06:01.000 --> 00:06:04.000]  我們發現到已經越來越複雜
[00:06:04.000 --> 00:06:08.000]  有一些東西你不容易去分辨
[00:06:08.000 --> 00:06:12.000]  甚至很難分辨
[00:06:12.000 --> 00:06:14.000]  帶來的結果
[00:06:14.000 --> 00:06:16.000]  很多人無奈地
[00:06:16.000 --> 00:06:18.000]  仍然留在教會
[00:06:18.000 --> 00:06:23.000]  但是教會本身已經變質了
[00:06:23.000 --> 00:06:26.000]  加拿大地區教育學院
[00:06:26.000 --> 00:06:29.000]  一個著名的教授
[00:06:29.000 --> 00:06:31.000]  J.I. Pecker
[00:06:31.000 --> 00:06:36.000]  在2003年寫了一份東西
[00:06:36.000 --> 00:06:39.000]  《Christianity Today》
[00:06:39.000 --> 00:06:41.000]  是《今日基督教》
[00:06:41.000 --> 00:06:45.000]  他自己本身也是這個雜誌的主編
[00:06:45.000 --> 00:06:46.000]  他寫了一份東西
[00:06:46.000 --> 00:06:47.000]  名字叫做
[00:06:47.000 --> 00:06:50.000]  為何我走了
[00:06:50.000 --> 00:06:52.000]  Why I walk
[00:06:52.000 --> 00:06:57.000]  為什麼我離開這個教會
[00:06:57.000 --> 00:07:00.000]  面對著無法糾紛的事態的發展
[00:07:00.000 --> 00:07:04.000]  這位受害者採取了強烈的抗議行動
[00:07:04.000 --> 00:07:06.000]  2002年的6月
[00:07:06.000 --> 00:07:10.000]  西敏寺聖公會主教核區大會
[00:07:10.000 --> 00:07:15.000]  The Synod of the Anglican Dinos of New Westminster
[00:07:15.000 --> 00:07:18.000]  授權給聖公會的牧師
[00:07:18.000 --> 00:07:22.000]  為同性結合舉行祝福儀式
[00:07:22.000 --> 00:07:26.000]  並且這個決議適用於每個教區
[00:07:26.000 --> 00:07:31.000]  當時很多參加這個會的會員
[00:07:31.000 --> 00:07:35.000]  立刻離場來抗議
[00:07:35.000 --> 00:07:40.000]  他們宣告自己不會再與那些留下來的牧師
[00:07:40.000 --> 00:07:43.000]  主教和大會同齡聖殘
[00:07:43.000 --> 00:07:46.000]  而且向整個世界性的
[00:07:46.000 --> 00:07:49.000]  The Archbishop of Canterbury
[00:07:49.000 --> 00:07:54.000]  和其他最高階層聖公會的主教
[00:07:54.000 --> 00:07:57.000]  和各個牧師們肯求他們幫助
[00:07:57.000 --> 00:08:00.000]  推翻這些東西
[00:08:00.000 --> 00:08:03.000]  方派的神學家、神學院教授
[00:08:03.000 --> 00:08:06.000]  兼今日基督教雜誌的主編
[00:08:06.000 --> 00:08:09.000]  巴克博士、牧師
[00:08:09.000 --> 00:08:13.000]  就是其中一個離開這個會場的聖職人員
[00:08:13.000 --> 00:08:17.000]  很多人問他為什麼要做這個決定
[00:08:17.000 --> 00:08:22.000]  儘管他的回答是針對聖公會
[00:08:22.000 --> 00:08:26.000]  但是他多數的論點
[00:08:26.000 --> 00:08:29.000]  是應該能夠給每一個為自己的教會
[00:08:29.000 --> 00:08:35.000]  和中派現在的發展困擾著的基督徒
[00:08:35.000 --> 00:08:39.000]  提供一個很清楚的指引
[00:08:39.000 --> 00:08:46.000]  他從聖經非常清楚利落的指出
[00:08:46.000 --> 00:08:49.000]  這個決定
[00:08:49.000 --> 00:08:52.000]  為什麼他要離開了聖公會呢?
[00:08:52.000 --> 00:08:55.000]  就是因為這個決定有四害
[00:08:55.000 --> 00:09:00.000]  是令到他無法接納、無法糾統
[00:09:00.000 --> 00:09:03.000]  第一害,他篡改了
[00:09:03.000 --> 00:09:05.000]  你可以說
[00:09:05.000 --> 00:09:09.000]  基督的福音變了質
[00:09:09.000 --> 00:09:11.000]  篡改了基督的福音
[00:09:11.000 --> 00:09:15.000]  第二,他背棄了聖經的權並
[00:09:15.000 --> 00:09:19.000]  第三,他危害人類的救贖
[00:09:19.000 --> 00:09:24.000]  第四,並且他背叛了神委任教會
[00:09:24.000 --> 00:09:30.000]  所謂捍衛神聖真理兼顧保女這個角色
[00:09:30.000 --> 00:09:32.000]  基於這四個理由
[00:09:32.000 --> 00:09:35.000]  他毅然離開
[00:09:35.000 --> 00:09:41.000]  他在一個地方相當長時間的一個教會
[00:09:41.000 --> 00:09:43.000]  各位親愛的看著這段視頻
[00:09:43.000 --> 00:09:45.000]  他離開的時候
[00:09:45.000 --> 00:09:47.000]  他也同樣說
[00:09:47.000 --> 00:09:50.000]  我不是一個完美的人
[00:09:50.000 --> 00:09:54.000]  不要以為我們對著這些道德的爭議
[00:09:54.000 --> 00:09:56.000]  就是因為基督徒就是一個完美
[00:09:56.000 --> 00:10:00.000]  不是,我們絕對不完美
[00:10:00.000 --> 00:10:02.000]  我們最重要的因素
[00:10:02.000 --> 00:10:03.000]  我們的決定
[00:10:03.000 --> 00:10:08.000]  是因為教會誰事老闆
[00:10:08.000 --> 00:10:11.000]  這個是最重要的關鍵
[00:10:11.000 --> 00:10:14.000]  他引用了一位的目者朋友
[00:10:14.000 --> 00:10:18.000]  向會眾宣佈的一句話
[00:10:18.000 --> 00:10:23.000]  說到他自己也是一樣這樣的立場
[00:10:23.000 --> 00:10:24.000]  這個目者這樣說
[00:10:24.000 --> 00:10:26.000]  我要你們知道
[00:10:26.000 --> 00:10:32.000]  我是沒有採取行動的間任者
[00:10:32.000 --> 00:10:34.000]  換句話說
[00:10:34.000 --> 00:10:36.000]  這個目者說
[00:10:36.000 --> 00:10:39.000]  其實從耶穌基督的觀點
[00:10:39.000 --> 00:10:42.000]  當我們的思想裡面
[00:10:42.000 --> 00:10:43.000]  有任念的時候
[00:10:43.000 --> 00:10:46.000]  其實這個人已經犯間任
[00:10:46.000 --> 00:10:48.000]  這個目者他也說
[00:10:48.000 --> 00:10:50.000]  其實我們也是一樣
[00:10:50.000 --> 00:10:51.000]  我們不是完全
[00:10:51.000 --> 00:10:53.000]  我們的思想、心思、意念
[00:10:53.000 --> 00:10:55.000]  我們不是完全
[00:10:55.000 --> 00:10:58.000]  但是我會節制我的行動
[00:10:58.000 --> 00:11:00.000]  不會讓這個心裡面的意念
[00:11:00.000 --> 00:11:04.000]  會成為一個間任的行動
[00:11:04.000 --> 00:11:05.000]  因為這樣的緣故
[00:11:05.000 --> 00:11:06.000]  無論是異性戀也好
[00:11:06.000 --> 00:11:08.000]  同性戀也好
[00:11:08.000 --> 00:11:10.000]  我們都有這個慾念
[00:11:10.000 --> 00:11:11.000]  但這個慾念的本身
[00:11:11.000 --> 00:11:13.000]  我們是要節制的
[00:11:13.000 --> 00:11:15.000]  但是當我們去節制的時候
[00:11:15.000 --> 00:11:17.000]  當然我們是要付代價
[00:11:17.000 --> 00:11:22.000]  不要將這個慾念演變成為一個行為
[00:11:22.000 --> 00:11:24.000]  這個就是我們要做
[00:11:24.000 --> 00:11:28.000]  可惜他眼巴巴看著這個教會
[00:11:28.000 --> 00:11:32.000]  他將這個行為合理性化
[00:11:32.000 --> 00:11:39.000]  所以他自己無法再認同教會這個決定
[00:11:39.000 --> 00:11:40.000]  各位同志們
[00:11:40.000 --> 00:11:42.000]  到底教會是什麼呢
[00:11:42.000 --> 00:11:43.000]  有很多人問我
[00:11:43.000 --> 00:11:48.000]  蘇牧師你找了接班人嗎
[00:11:48.000 --> 00:11:50.000]  其實很多地緣傳媒都問我一個問題
[00:11:50.000 --> 00:11:53.000]  連我去到加拿大的牧者也問
[00:11:53.000 --> 00:11:55.000]  蘇牧師你找了接班人嗎
[00:11:55.000 --> 00:11:56.000]  然後去到德國的德國人也問
[00:11:56.000 --> 00:11:59.000]  蘇牧師你找了接班的人嗎
[00:11:59.000 --> 00:12:01.000]  你的成績是誰
[00:12:01.000 --> 00:12:02.000]  你找了什麼
[00:12:02.000 --> 00:12:05.000]  接著我跟他說
[00:12:05.000 --> 00:12:09.000]  恩福不是蘇牧師的
[00:12:09.000 --> 00:12:10.000]  恩福是上面的
[00:12:10.000 --> 00:12:12.000]  是神的
[00:12:12.000 --> 00:12:17.000]  蘇牧師有的權是給建議
[00:12:17.000 --> 00:12:22.000]  決定是由匯眾來決定
[00:12:22.000 --> 00:12:23.000]  我跟他說
[00:12:23.000 --> 00:12:25.000]  因為一個人的眼光可能會看錯的
[00:12:25.000 --> 00:12:26.000]  你想想
[00:12:26.000 --> 00:12:29.000]  如果我選了一個原來匯眾不服的時候
[00:12:29.000 --> 00:12:30.000]  這樣是很慘的
[00:12:30.000 --> 00:12:31.000]  他又慘
[00:12:31.000 --> 00:12:32.000]  因為大家都不服他
[00:12:32.000 --> 00:12:33.000]  他很慘的
[00:12:33.000 --> 00:12:34.000]  很大壓力的
[00:12:34.000 --> 00:12:36.000]  一個在這裡不服的
[00:12:36.000 --> 00:12:37.000]  你想想
[00:12:37.000 --> 00:12:40.000]  看看我們今天得手的事你也知道了
[00:12:40.000 --> 00:12:42.000]  你以為他主任牧師原來匯眾不服他
[00:12:42.000 --> 00:12:45.000]  你說他多大壓力多辛苦
[00:12:45.000 --> 00:12:46.000]  但是另一方面來說
[00:12:46.000 --> 00:12:47.000]  匯眾也辛苦
[00:12:47.000 --> 00:12:48.000]  因為每個人不服他
[00:12:48.000 --> 00:12:50.000]  你說是不是辛苦
[00:12:50.000 --> 00:12:51.000]  對著一個不服的人
[00:12:51.000 --> 00:12:52.000]  就是做了他的唐主任
[00:12:52.000 --> 00:12:54.000]  這個很辛苦的
[00:12:54.000 --> 00:12:55.000]  因為這樣
[00:12:55.000 --> 00:12:58.000]  我決定我不會做這件事
[00:12:58.000 --> 00:13:01.000]  但是我會竭力去栽培
[00:13:01.000 --> 00:13:04.000]  竭力去找到合適的推薦
[00:13:04.000 --> 00:13:05.000]  推薦了那個時間
[00:13:05.000 --> 00:13:07.000]  按著聖經的原則
[00:13:07.000 --> 00:13:09.000]  所有熟年的質素
[00:13:09.000 --> 00:13:11.000]  必須合乎聖經
[00:13:11.000 --> 00:13:12.000]  合乎聖經
[00:13:12.000 --> 00:13:13.000]  合質素的人
[00:13:13.000 --> 00:13:14.000]  我們在一起
[00:13:14.000 --> 00:13:18.000]  然後就選一個眾人以為美的
[00:13:18.000 --> 00:13:19.000]  或者美的當中
[00:13:19.000 --> 00:13:20.000]  最美的
[00:13:20.000 --> 00:13:21.000]  正的當中
[00:13:21.000 --> 00:13:22.000]  最正的
[00:13:22.000 --> 00:13:24.000]  由他來做
[00:13:24.000 --> 00:13:26.000]  這個就是我們決定
[00:13:26.000 --> 00:13:27.000]  各位親愛的弟姐妹
[00:13:27.000 --> 00:13:28.000]  在今天
[00:13:28.000 --> 00:13:31.000]  我們跟大家來分享一段聖經
[00:13:31.000 --> 00:13:34.000]  來看一看到底教會是什麼
[00:13:34.000 --> 00:13:37.000]  教會的Boss是誰
[00:13:37.000 --> 00:13:39.000]  我們一起讀一讀
[00:13:39.000 --> 00:13:43.000]  我們今天的經文
[00:13:43.000 --> 00:13:48.000]  一起
[00:13:48.000 --> 00:13:52.000]  你們都有你們的聖經是不是
[00:13:52.000 --> 00:13:54.000]  我的程序表應該有的是不是
[00:13:54.000 --> 00:13:58.000]  我由13節開始讀到去19節
[00:13:58.000 --> 00:14:00.000]  大家找到我們一起讀
[00:14:00.000 --> 00:14:02.000]  (讀中)
[00:14:02.000 --> 00:14:04.000]  (讀中)
[00:14:04.000 --> 00:14:06.000]  (讀中)
[00:14:06.000 --> 00:14:16.000]  他們說:有人說是屍體的弱患。有人說是以利盎,又有人說是耶利米或先至類的一味。
[00:14:16.000 --> 00:14:24.000]  耶穌說:你們說我是誰呢?西門彼得回答說:你是基督,是永生神的兒子。
[00:14:24.000 --> 00:14:34.000]  耶穌對他說:西門巴約男,你是有福。因為者不是屬血肉的指示你的,乃是我在天上的父指示你們。
[00:14:34.000 --> 00:14:44.000]  我還告訴你,你是彼得。我要把我的教會建造在這盤石上,陰間的權並不能勝過它。
[00:14:44.000 --> 00:14:55.000]  我要把天國的弱時交給你,凡你在地上所綑綁的,在天上也要綑綁。凡你在地上所釋放,在天上也要釋放。
[00:14:55.000 --> 00:15:11.000]  請我頂著梅。聖經記載,耶穌到了該撒利亞、肥納地的境內。我去過以色列的時候,導遊帶我們去到一個地方。
[00:15:11.000 --> 00:15:20.000]  我們看到有一些像在那裡,原來有幾個廟,有兩個廟在那裡。
[00:15:20.000 --> 00:15:41.000]  導遊告訴我們,其實一個是希臘他們的神,就是。另一個就是羅馬帝國開始之後,他們也在他們的地方建立了他們的神像。
[00:15:41.000 --> 00:15:55.000]  這些神像是代表著他們整個國家的信仰,是代表著他們整個國家的宗教。以前的國家,他們都有他們自己的一個信仰。
[00:15:55.000 --> 00:16:04.000]  他們拜的神,就是等於全國的人都要供奉的。是沒有一個可以例外,個個都要這樣。
[00:16:04.000 --> 00:16:19.000]  我在這個地方,我就突然想到,為什麼耶穌要去到那個地方,然後才去問門徒,你們說我是誰。
[00:16:19.000 --> 00:16:40.000]  他要門徒做一個很決定性的選擇,你們的選擇,是好像希臘這個國家一樣,或者好像羅馬帝國這個國家一樣,來選一個他們的偶像,他們的假神,去成為你們的神呢?
[00:16:40.000 --> 00:16:49.000]  還是你們自己本身是真真正正認識我是誰呢?你覺得我是萬世師表呢?是先知呢?還是怎樣呢?
[00:16:49.000 --> 00:17:12.000]  他就問,人說我人始是誰,人家說我是誰,然後他們就說你是斯西約翰,你是伊利亞,你是耶利米,或者先知裡面一個,那就是說先知。你是一個普普通通的先知,不過你知道的東西比人多一點,就是這麼多。
[00:17:12.000 --> 00:17:28.000]  耶穌跟著問,那你們說我是誰呢?人家就說我是先知,其中一個。那你們說我是誰呢?丁姐妹,這是一個關鍵性的問題。
[00:17:28.000 --> 00:17:42.000]  而悶土要回答的時間,是必須要表示一個關鍵性,他們的立場。這個立場,教會是什麼?教會的Boss是誰?非常重要。
[00:17:42.000 --> 00:18:00.000]  比得,人快,口快,馬上說,你是基督,基督就是受高者的意思。而九一裡面受高者絕大部分的用法是指著皇帝來說,你是王,你是Boss。
[00:18:00.000 --> 00:18:19.000]  受高者也包括到祭祀,是人和神中間的中寶,是一條橋樑,不透過它人去不到神那裡。受高者也是一個先知的意思,是無所不至,將神的話完完全全一次過徹底完整來告訴人。
[00:18:19.000 --> 00:18:37.000]  當比得說完這句話之後,耶穌就第一次在《新約聖經》裡面說出教會這個字,Ecclesia,Ecclesia。
[00:18:37.000 --> 00:19:05.000]  各位弟姐妹,教會是什麼?我們首先來看看,教會Ecclesia不是一個組織,它不是一個建築物。教會不是十九層高的恩福中心,這個是教堂,不要搞錯,這間是教堂。
[00:19:05.000 --> 00:19:26.000]  這個不是教會原來的意思。教會是什麼?原來從Ecclesia這個字給我們看得見有一個意思,Ecc就是出來的意思。Ecclesia就是從Caleo這個字演變而來的一個名詞。
[00:19:26.000 --> 00:19:51.000]  Caleo是什麼?就是呼召,原來教會就是被呼召出來的人,那被呼召就是神呼召,是透過耶穌基督的補血買贖的這一班人,被神呼召出來,加入耶穌基督的國度裡面,加入神的國度裡面,這一班人我們叫他做教會。
[00:19:51.000 --> 00:20:06.000]  換句話來說,除非我們今天都好像給了一樣認定了你是基督,是永生神的兒子,一個不信的人他不會做這件事的,信的人他才會做。
[00:20:06.000 --> 00:20:34.000]  丁姐妹,如果是這樣的時間,J.I.Pekka他的選擇是沒有選擇的,當教會有一天真的去到一個地步,我都告訴大家,我不知道的,萬一有一天恩福華,因為社會都立法了,
[00:20:34.000 --> 00:20:56.000]  所以恩福就開放,同性婚姻,我們都祝福他們,為他們舉行婚禮,多夫多妻制,我們都祝福他們,一班人就一起祝福,你們全部都是夫,全部都是妻,祝福他們。
[00:20:56.000 --> 00:21:05.000]  有人要和任何一隻動物結婚,你又祝福他們,我宣告你們是夫妻關係。
[00:21:05.000 --> 00:21:28.000]  丁姐妹,到那個時候,你們的選擇是怎樣的呢?會不會都好像J.I.Pekka一樣,I walked,如果你發覺你改變不了這個現實,你會不會好像他一樣,我不會再留在這個地方。
[00:21:28.000 --> 00:21:51.000]  這個是一個立場的選擇,為什麼J.I.Pekka做這個選擇?我們今天就來看一看教會的根基到底是什麼,到底誰是Boss呢?誰是主呢?
[00:21:51.000 --> 00:22:05.000]  我們一起讀一讀,聖經裡面17節至19節,一起讀,拜託。
[00:22:05.000 --> 00:22:25.000]  耶穌對他說:包約,你是有福的,因為者不是屬於玉的,只是你的,乃是我在天上的父指使你的。我告訴你,你是彼得,我要把我的教會建造在這盤石上,陰間的權並不能勝過他。
[00:22:25.000 --> 00:22:36.000]  我要把天國的鑰匙給你,凡你在地上所綑綁的,在天上也要綑綁,凡你在地上所釋放的,在天上也要釋放。
[00:22:36.000 --> 00:22:56.000]  在這段聖經,天主教的傳聖,帶給他們開始有一個教宗的制度出來。他們說教會的根基,教會的Boss,是教宗。而彼得就是第一任的教宗。
[00:22:56.000 --> 00:23:14.000]  上帝沒有二是教會的頭,因為上帝看不到的。人是要找一些看得到的東西的,看得到的人的。所以在教會,地上的教會都需要有一個看得到的人,來作為神在地上的代表。
[00:23:14.000 --> 00:23:31.000]  這個人是誰呢?他說聖經說,耶穌說,就是彼得。我們以後都要循著這個規矩,選一個在地上作為神的代表,一個這樣的教宗。
[00:23:31.000 --> 00:23:51.000]  他們的根據是什麼呢?他們的根據是十八節。他說耶穌說,你是彼得。彼得這個字,拉丁文是石,而希臘文就是石,都是有石的意思在這裡。
[00:23:51.000 --> 00:24:17.000]  他說,我要把我的教會建造在這石上。拉丁文是一樣的,都是石的上面。所以耶穌說,他要把教會建立在彼得上,因為彼得的名字就是石。對還是不對。第二個理由,他們說,陰間的權並不能勝過他。
[00:24:17.000 --> 00:24:33.000]  第三,十九節。他說,耶穌這樣說,我要把天國的弱勢給你,就是彼得。凡你在地上捆綁的,就是天上都要捆綁。凡你在地上釋放的,就是天上都要釋放。
[00:24:33.000 --> 00:24:50.000]  接著他就問,如果耶穌連續給了三個理由,這個不是說彼得,他是說誰呢?他就說,我在教中學的時候,曾經有一段時間,在一間天主教的學校待課。
[00:24:50.000 --> 00:25:07.000]  就是進正式式教之前,待了半年。半年裡面,曾經和一個天主教的神父在高主教那裡教,和一個神父來談到有關這個問題。
[00:25:07.000 --> 00:25:23.000]  他就列出這三個理由出來。接著我就和他,逐一回應。在回應的過程當中,我覺得他都很開放,但是他要說你的。
[00:25:23.000 --> 00:25:48.000]  我拆了很多不同的評論,那些釋經書之後,我就和他說,第一,他說彼得就是那塊磐石。我說,這個是合聖經,還是不合聖經?他說,這個當然是合。
[00:25:48.000 --> 00:26:05.000]  接著我就給了一些理據給他看。彼得的原文是叫做Petros,這個字的本身是石仔的意思,是石仔。
[00:26:05.000 --> 00:26:25.000]  但是他就說,我要將我的教會建造在這磐石上。這個磐石,希臘文的原文叫做Petra,是巨型的磐石,推不動的磐石,是這個意思。
[00:26:25.000 --> 00:26:45.000]  他們說,這個是你的看法而已,是不是真的呢?接著我就和他打開彼得前書,二章七八,就是耶穌是被人所氣的那個石頭。
[00:26:45.000 --> 00:26:55.000]  原來二章八節,他跟著來說說,耶穌基督是一個被人所氣的一個石頭,他是一個怎樣的石頭呢?我們一起讀。
[00:26:55.000 --> 00:27:16.000]  他們這樣半跌也是預定的。耶穌透過彼得在這個地方,由彼得的口說出來,他不是磐石。
[00:27:16.000 --> 00:27:33.000]  他在這個地方非常清楚的介紹,耶穌才是磐石。而他是什麼呢?他說,我們都是在這個教會裡面,神的殿裡面的石仔。
[00:27:33.000 --> 00:27:48.000]  彼得他形容他自己和中信徒是這個神的殿的一個石仔,完全跟耶穌基督在馬太十六章所說的一致,從原文是一致的。
