
[00:00:00.000 --> 00:00:03.600]  我們北宣家是全年的主題,大家記不記得?
[00:01:59.760 --> 00:02:03.840]  阿比亞的兒子就是今天我們所研究的阿撒
[00:02:03.840 --> 00:02:05.600]  阿撒是一個好的王
[00:02:05.600 --> 00:02:08.320]  這個王剛才我們所讀的《聖經》裡面看見
[00:02:08.320 --> 00:02:14.240]  帶來整個國家,整個民族,由大國的一個復興
[00:02:14.240 --> 00:02:18.320]  這個復興是怎樣的呢?我們先來研究一下
[00:02:18.320 --> 00:02:20.480]  如果你看這兩張《聖經》
[00:02:20.480 --> 00:02:25.120]  我們就要問一個問題,在《聖經》裡面究竟何謂復興?
[00:02:25.120 --> 00:02:30.560]  當然我們一般都理解到所謂復興是靈性上的復興
[00:02:30.560 --> 00:02:34.080]  而最典型的就是今天我們所讀的《聖經》第十五章
[00:02:34.080 --> 00:02:36.480]  你看到第十節到第十五節
[00:02:36.480 --> 00:02:39.520]  就講到復興是一個奮興會的
[00:02:39.520 --> 00:02:43.600]  第十節那裡講到阿撒王在位第十五年三月
[00:02:43.600 --> 00:02:45.840]  他們在耶路撒冷就有一個奮興會
[00:02:45.840 --> 00:02:52.000]  這個奮興會就將他們的七百隻牛,七千隻羊
[00:02:52.000 --> 00:02:54.800]  獻給耶和華上帝,畫場面好好大
[00:02:54.800 --> 00:02:58.960]  並且你看到他們跟神立約
[00:02:58.960 --> 00:03:04.640]  立約立什麼約?就是一心一意的尋求耶和華
[00:03:04.640 --> 00:03:08.480]  於是他們就開始繼續表達他們的心意的時候
[00:03:08.480 --> 00:03:13.440]  無論男女老幼都大聲歡呼,然後就起誓
[00:03:13.440 --> 00:03:17.920]  他們就很快樂,然後他們就說一心起誓
[00:03:17.920 --> 00:03:21.280]  如果我們用音樂的角度來說就是Crescendo
[00:03:21.280 --> 00:03:24.000]  用一些俗一點的說法叫做越來越嗨
[00:03:24.000 --> 00:03:27.200]  就尋求一心起誓,是盡意的
[00:03:27.200 --> 00:03:29.680]  尋求耶和華,耶和華就被他們尋見
[00:03:29.680 --> 00:03:32.160]  並且使他們四景安寧
[00:03:32.160 --> 00:03:37.600]  這個就是一個很簡單但很盜獄的一個描述
[00:03:37.600 --> 00:03:41.760]  就是這個復興會,這個奮興會
[00:03:41.760 --> 00:03:45.120]  但是如果我們真是留心看這兩張聖經
[00:03:45.120 --> 00:03:48.320]  復興絕對不單單只是這麼多東西
[00:03:48.320 --> 00:03:52.080]  復興不是一兩個聚會大家慶合
[00:03:52.080 --> 00:03:54.880]  很嗨,哭了,那就是復興
[00:03:54.880 --> 00:03:58.480]  要看整個聚會之後
[00:03:58.480 --> 00:04:01.600]  大家弟兄姊妹之間的生命有沒有改變
[00:04:01.600 --> 00:04:04.480]  一個人的屬靈上面的復興都是這樣
[00:04:04.480 --> 00:04:06.560]  還有一件事今天我想特別提的
[00:04:06.560 --> 00:04:08.480]  這張聖經告訴我們一個真理
[00:04:08.480 --> 00:04:11.600]  真理說出來可能你都沒有想過
[00:04:11.600 --> 00:04:13.600]  甚至你覺得開始都不贊成
[00:04:13.600 --> 00:04:16.000]  但是我的標準就是這樣,大家知道
[00:04:16.000 --> 00:04:17.520]  聖經這樣說我就這樣說了
[00:04:17.520 --> 00:04:20.480]  我沒辦法用另一種方法說
[00:04:20.480 --> 00:04:22.560]  聖經說什麼呢?這個復興
[00:04:22.560 --> 00:04:27.200]  不單單是一個信仰上面的一個火的復興
[00:04:27.200 --> 00:04:31.200]  這個復興同時也帶來生活上
[00:04:31.200 --> 00:04:32.800]  如果我們從一個現代化說
[00:04:32.800 --> 00:04:40.160]  一個事業上、國家上的平安、安寧
[00:04:40.160 --> 00:04:44.000]  就是順利,這些字全部都是在聖經裡面用的字
[00:04:44.000 --> 00:04:45.760]  所以我剛才要記,不是我說的
[00:04:45.760 --> 00:04:47.440]  是聖經裡面說的字
[00:04:47.440 --> 00:04:52.320]  就是說原來一個靈性上面的復興
[00:04:52.320 --> 00:04:58.720]  也可以帶來一個生活上、事業上的成功、順利
[00:04:58.720 --> 00:05:03.120]  有些人有些基督徒有些人表往過正
[00:05:03.120 --> 00:05:05.520]  覺得這些好像皇大仙,什麼什麼
[00:05:05.520 --> 00:05:08.000]  事事順利,那順不順利呢?我讀給你聽
[00:05:08.000 --> 00:05:12.160]  第十四章,說了很多次的
[00:05:12.160 --> 00:05:13.600]  第十四章你看看後面那裡
[00:05:13.600 --> 00:05:16.240]  第一節就說
[00:05:16.240 --> 00:05:20.240]  在阿撒王做皇帝的地方的時候
[00:05:20.240 --> 00:05:23.200]  國中太平了十年
[00:05:23.200 --> 00:05:24.320]  太平
[00:05:24.320 --> 00:05:26.960]  接著我讀幾個他用的字眼
[00:05:26.960 --> 00:05:30.000]  他們尋求夜和華的時候,有意的,連起來的
[00:05:30.000 --> 00:05:32.480]  第四節他們尋求夜和華的時候
[00:05:32.480 --> 00:05:36.800]  第五節他在全國統治的時候
[00:05:36.800 --> 00:05:39.760]  享受太平
[00:05:39.760 --> 00:05:42.160]  是有因果關係在那裡的
[00:05:42.160 --> 00:05:46.560]  第六節,他們享受安寧
[00:05:46.560 --> 00:05:48.400]  注意心臟那裡,對不對?
[00:05:48.400 --> 00:05:54.080]  第七節,中間那裡說他們尋求夜和華
[00:05:54.080 --> 00:05:57.920]  夜和華就使他們四景平安
[00:05:57.920 --> 00:06:00.880]  事事順利,對不對?
[00:06:00.880 --> 00:06:05.120]  剛才我們讀的第十五章最後,你不用揭,怕你揭來揭去
[00:06:05.120 --> 00:06:06.640]  第十五節最後也是
[00:06:06.640 --> 00:06:08.720]  當他們揭力的,起誓的
[00:06:08.720 --> 00:06:10.080]  尋求夜和華的時候
[00:06:10.080 --> 00:06:11.600]  夜和華就給他們尋見
[00:06:11.600 --> 00:06:15.600]  並且使他們四景安寧
[00:06:15.600 --> 00:06:17.600]  這次全部都是聖經說的
[00:06:17.600 --> 00:06:22.480]  就是說一個復興可以有一個這樣的狀態
[00:06:22.480 --> 00:06:24.720]  就是說不單單在信仰上虔誠
[00:06:24.720 --> 00:06:27.920]  在生活、在事業、在工作上
[00:06:27.920 --> 00:06:29.840]  在教會的發展上
[00:06:29.840 --> 00:06:32.560]  都順利,並且興旺
[00:06:32.560 --> 00:06:35.680]  並且可以得到很大的成就
[00:06:35.680 --> 00:06:37.280]  所以我們應該這樣看
[00:06:37.280 --> 00:06:39.520]  這一幅是一個復興的圖畫
[00:06:39.520 --> 00:06:41.600]  其實我也很羨慕,大家都很羨慕
[00:06:41.600 --> 00:06:43.120]  這樣就真是好了,對不對?
[00:06:43.120 --> 00:06:46.400]  不是單單信仰上的虔誠
[00:06:46.400 --> 00:06:48.320]  在生活上都有成功
[00:06:48.320 --> 00:06:49.920]  究竟行不行呢?
[00:06:49.920 --> 00:06:51.360]  起碼我們看見這個個案
[00:06:51.360 --> 00:06:53.360]  就這樣,我就要按照聖經這樣說
[00:06:53.360 --> 00:06:54.960]  待會我們研究一下為什麼它行
[00:06:54.960 --> 00:06:57.200]  好嗎?它的秘訣在哪裡?
[00:06:57.200 --> 00:06:59.520]  不過無論如何,我們先說
[00:06:59.520 --> 00:07:02.640]  整件事就跟這個領袖
[00:07:02.640 --> 00:07:04.720]  這個CEO很有關係的
[00:07:04.720 --> 00:07:06.960]  就是這個阿薩王,對不對?
[00:07:06.960 --> 00:07:09.200]  因為阿薩王他本身就是這樣
[00:07:09.200 --> 00:07:11.440]  他本身就代表了這種這樣的模式
[00:07:11.440 --> 00:07:13.200]  他有一個信仰又虔誠
[00:07:13.200 --> 00:07:16.560]  但是事業上又有成就的人
[00:07:16.560 --> 00:07:19.040]  在他的生命裡面就顯出這個特性
[00:07:19.040 --> 00:07:20.480]  那麼這個信仰虔不虔誠呢?
[00:07:20.480 --> 00:07:21.680]  當然虔誠了
[00:07:21.680 --> 00:07:23.040]  聖經那裡第十四章
[00:07:23.040 --> 00:07:25.520]  最簡單來說,第二節
[00:07:25.520 --> 00:07:28.320]  聖經給他一個總結的評價
[00:07:28.320 --> 00:07:30.320]  就說阿薩恆夜和華
[00:07:30.320 --> 00:07:34.480]  他的神看為善,看為正的事
[00:07:34.480 --> 00:07:36.880]  很簡單,一句說完,厲害
[00:07:36.880 --> 00:07:38.720]  神說你講得做得好
[00:07:38.720 --> 00:07:40.320]  看為善,看為正
[00:07:40.320 --> 00:07:43.360]  這個就是阿薩王的屬靈生命
[00:07:43.360 --> 00:07:44.880]  信仰上面的評價
[00:07:44.880 --> 00:07:46.320]  並且不單單隨便說的
[00:07:46.320 --> 00:07:48.000]  接著他有很多描述的
[00:07:48.000 --> 00:07:49.280]  說到阿薩王是什麼呢?
[00:07:49.280 --> 00:07:52.720]  阿薩王是鼓勵民眾的人民
[00:07:52.720 --> 00:07:56.400]  恢復向著神的律法
[00:07:56.400 --> 00:07:59.680]  以及他的遵守來努力
[00:07:59.680 --> 00:08:02.560]  接著阿薩王又拆除了
[00:08:02.560 --> 00:08:06.640]  國內的拜二教、迷信的偶像
[00:08:06.640 --> 00:08:10.240]  第三,阿薩王又重建
[00:08:10.240 --> 00:08:14.240]  向夜和華敬拜的壇
[00:08:14.240 --> 00:08:20.800]  這就是阿薩王信仰上的虔誠表現
[00:08:20.800 --> 00:08:24.240]  這是無可否認的
[00:08:24.240 --> 00:08:26.400]  阿薩王剛才也成功了
[00:08:26.400 --> 00:08:30.480]  不單止他令整個國家四景安寧
[00:08:30.480 --> 00:08:35.840]  享受安寧,國中太平
[00:08:35.840 --> 00:08:38.800]  有些大英姐妹心裡有時也會有
[00:08:38.800 --> 00:08:41.120]  看看你有沒有運氣
[00:08:41.120 --> 00:08:42.720]  我想給這個例子給你看
[00:08:42.720 --> 00:08:45.280]  絕對不是幸運
[00:08:45.280 --> 00:08:47.600]  因為在阿薩王當皇帝的時候
[00:08:47.600 --> 00:08:49.600]  應該是不安寧的
[00:08:49.600 --> 00:08:51.280]  如果他含著金鑰匙出生
[00:08:51.280 --> 00:08:52.400]  所有東西都保護了
[00:08:52.400 --> 00:08:53.280]  那就沒事了
[00:08:53.280 --> 00:08:54.240]  那就很簡單
[00:08:54.240 --> 00:08:55.760]  也是很偶然的
[00:08:55.760 --> 00:08:56.800]  但不是的
[00:08:56.800 --> 00:08:58.880]  因為大家如果知道當時的背景
[00:08:58.880 --> 00:09:04.480]  阿薩王是遊大國的第三個皇帝
[00:09:04.480 --> 00:09:08.320]  其實以色列和遊大分裂的時候
[00:09:08.320 --> 00:09:10.640]  論國家的實力
[00:09:10.640 --> 00:09:12.320]  肯定是南國的
[00:09:12.320 --> 00:09:14.560]  遊大國是弱很多
[00:09:14.560 --> 00:09:15.520]  只有兩個支派
[00:09:15.520 --> 00:09:16.480]  大家記得嗎?
[00:09:16.480 --> 00:09:17.840]  北國的以色列
[00:09:17.840 --> 00:09:19.600]  只有十個支派
[00:09:19.600 --> 00:09:20.960]  十個支派
[00:09:20.960 --> 00:09:22.560]  而且是苦事淡淡的
[00:09:22.560 --> 00:09:24.720]  想要拿下邊的兩個支派
[00:09:24.720 --> 00:09:25.520]  為什麼?
[00:09:25.520 --> 00:09:27.680]  因為下邊雖然只有兩個支派
[00:09:27.680 --> 00:09:29.600]  但他們有一個王牌
[00:09:29.600 --> 00:09:31.360]  就是他們有耶路撒冷
[00:09:31.360 --> 00:09:32.880]  有聖殿
[00:09:32.880 --> 00:09:34.800]  所以上面這十個支派
[00:09:34.800 --> 00:09:36.400]  這麼強的軍事
[00:09:36.400 --> 00:09:38.800]  尤其是耶路撒冷第一個皇帝
[00:09:38.800 --> 00:09:39.840]  很不值得
[00:09:39.840 --> 00:09:42.640]  因為他們民眾經常都要走到下面
[00:09:42.640 --> 00:09:44.720]  他們遊大國那裡敬拜
[00:09:44.720 --> 00:09:47.200]  於是影響了他們這個國勢
[00:09:47.200 --> 00:09:48.640]  所以我們說
[00:09:48.640 --> 00:09:51.120]  整天這個以色列國
[00:09:51.120 --> 00:09:55.200]  其實壓力是一直在想吞了它
[00:09:55.200 --> 00:09:57.840]  如果你有時間看前面十三章
[00:09:57.840 --> 00:09:58.480]  你就會看到
[00:09:58.480 --> 00:10:02.320]  他父親之前阿薩的父親阿比亞
[00:10:02.320 --> 00:10:04.080]  跟耶路撒冷經常要打
[00:10:04.080 --> 00:10:04.720]  就是這個原因
[00:10:04.720 --> 00:10:06.080]  所以他一出生的時候
[00:10:06.080 --> 00:10:08.000]  已經在戰爭的壓力當中
[00:10:08.000 --> 00:10:09.280]  還有未完
[00:10:09.280 --> 00:10:10.480]  上有壓力
[00:10:10.480 --> 00:10:11.520]  北邊有壓力
[00:10:11.520 --> 00:10:13.840]  下面南邊這個北非
[00:10:13.840 --> 00:10:15.200]  這個叫古實
[00:10:15.200 --> 00:10:16.080]  接著第十四章
[00:10:16.080 --> 00:10:16.800]  立刻說
[00:10:16.800 --> 00:10:18.000]  第九節的時候
[00:10:18.000 --> 00:10:19.600]  古實王
[00:10:19.600 --> 00:10:24.240]  就是南邊北非的帝國
[00:10:24.240 --> 00:10:25.280]  這個皇帝
[00:10:25.280 --> 00:10:27.120]  一樣向上又打他的
[00:10:27.120 --> 00:10:29.520]  接著帶一百萬大軍來打他
[00:10:29.520 --> 00:10:30.160]  所以我們說
[00:10:30.160 --> 00:10:32.640]  你不要以為阿薩王平安無事
[00:10:32.640 --> 00:10:33.200]  不是的
[00:10:33.200 --> 00:10:34.240]  他一樣有很多風險
[00:10:34.240 --> 00:10:35.360]  好像你和我一樣
[00:10:35.360 --> 00:10:36.080]  每天生活
[00:10:36.080 --> 00:10:37.120]  每天在工作上
[00:10:37.120 --> 00:10:38.000]  很多奸人
[00:10:38.000 --> 00:10:38.960]  很多風險
[00:10:38.960 --> 00:10:39.920]  很多鬥爭
[00:10:39.920 --> 00:10:40.560]  明白嗎
[00:10:40.560 --> 00:10:42.000]  他是這樣的情況之下
[00:10:42.000 --> 00:10:42.720]  你就聽到
[00:10:42.720 --> 00:10:43.680]  剛才所說的
[00:10:43.680 --> 00:10:46.000]  四景平安
[00:10:46.000 --> 00:10:47.440]  太平十年
[00:10:47.440 --> 00:10:48.480]  明白嗎
[00:10:48.480 --> 00:10:50.800]  就是享受太平
[00:10:50.800 --> 00:10:51.600]  這些說話
[00:10:51.600 --> 00:10:53.360]  一點都不簡單
[00:10:53.360 --> 00:10:55.120]  不是必然的
[00:10:55.120 --> 00:10:57.280]  有他的秘訣在裡面
[00:10:57.280 --> 00:10:57.920]  大家明白了吧
[00:10:57.920 --> 00:10:58.320]  好了
[00:10:58.320 --> 00:11:00.080]  我們有這個背景就知道
[00:11:00.080 --> 00:11:01.680]  這個復興
[00:11:01.680 --> 00:11:03.200]  其實是很精彩的
[00:11:03.200 --> 00:11:04.960]  很困難的環境當中
[00:11:04.960 --> 00:11:07.360]  有一個這樣的平安保護
[00:11:07.360 --> 00:11:09.280]  神自己的恩典臨到他們
[00:11:09.280 --> 00:11:11.760]  特別給他們有這個平信
[00:11:11.760 --> 00:11:12.800]  然後
[00:11:12.800 --> 00:11:14.400]  他們信仰上面有虔誠
[00:11:14.400 --> 00:11:16.240]  有時候想到很羨慕
[00:11:16.240 --> 00:11:17.200]  這樣就好
[00:11:17.200 --> 00:11:18.320]  我曾經記得
[00:11:18.320 --> 00:11:20.400]  我曾經用過一個這樣的字眼來說
[00:11:20.400 --> 00:11:21.760]  這類我稱它一個名字
[00:11:21.760 --> 00:11:24.560]  叫做阿薩型的基督徒
[00:11:24.560 --> 00:11:26.240]  阿薩型基督徒有什麼特別
[00:11:26.240 --> 00:11:27.520]  因為我覺得很多基督徒
[00:11:27.520 --> 00:11:28.560]  有意無意
[00:11:28.560 --> 00:11:29.840]  都覺得自己一定要做
[00:11:29.840 --> 00:11:32.720]  那些希西加型的基督徒
[00:11:32.720 --> 00:11:34.000]  希西加型基督徒是怎樣的
[00:11:34.000 --> 00:11:34.800]  你記不記得
[00:11:34.800 --> 00:11:36.000]  希西加是另外一個
[00:11:36.000 --> 00:11:37.440]  一個很虔誠的皇帝
[00:11:37.440 --> 00:11:38.160]  尤大光
[00:11:38.160 --> 00:11:39.840]  不過他經常被人欺負的
[00:11:39.840 --> 00:11:41.120]  你明白嗎
[00:11:41.120 --> 00:11:42.480]  很弱水的
[00:11:42.480 --> 00:11:44.000]  被人打到彈彈腰的
[00:11:44.000 --> 00:11:45.040]  你記得嗎
[00:11:45.040 --> 00:11:46.080]  西拿基勒
[00:11:46.080 --> 00:11:47.280]  那個亞述王
[00:11:47.280 --> 00:11:48.800]  去到冰臨城下
[00:11:48.800 --> 00:11:49.840]  又罵他用粗的
[00:11:49.840 --> 00:11:50.640]  在罵他
[00:11:50.640 --> 00:11:51.920]  罵到無地自容
[00:11:51.920 --> 00:11:53.680]  接著就說我要打到你
[00:11:53.680 --> 00:11:54.640]  一跤一跤
[00:11:54.640 --> 00:11:55.440]  於是
[00:11:55.440 --> 00:11:57.840]  這個皇帝又慘又哭
[00:11:57.840 --> 00:11:59.040]  又不知道怎麼辦
[00:11:59.040 --> 00:12:00.240]  就去找以塞亞
[00:12:00.240 --> 00:12:02.080]  以塞亞書36章至38章
[00:12:02.080 --> 00:12:03.040]  講這件事
[00:12:03.040 --> 00:12:04.480]  以塞亞就為他懇切祈禱
[00:12:04.480 --> 00:12:05.360]  於是神
[00:12:05.360 --> 00:12:06.880]  就在最後關頭
[00:12:06.880 --> 00:12:08.480]  最危急的關頭裡面
[00:12:08.480 --> 00:12:09.760]  施行奇妙的工作
[00:12:09.760 --> 00:12:11.280]  一夜之間用疫症殺了他
[00:12:11.280 --> 00:12:13.600]  十八萬五千的敵軍
[00:12:13.600 --> 00:12:15.360]  於是就化解了危機
[00:12:15.360 --> 00:12:16.480]  一化解危機之後
[00:12:16.480 --> 00:12:17.360]  他又生病了
[00:12:17.360 --> 00:12:18.560]  真是慘不慘
[00:12:18.560 --> 00:12:19.760]  病到又死了
[00:12:19.760 --> 00:12:21.120]  死到又哭了
[00:12:21.120 --> 00:12:22.800]  哭到看著牆壁
[00:12:22.800 --> 00:12:23.840]  不知道做什麼好
[00:12:23.840 --> 00:12:24.480]  哭到神說
[00:12:24.480 --> 00:12:25.200]  好,算了,算了
[00:12:25.200 --> 00:12:26.160]  給他十五年命
[00:12:26.160 --> 00:12:28.880]  這些是希西加型基督徒
[00:12:28.880 --> 00:12:29.760]  有時候我們基督徒
[00:12:29.760 --> 00:12:30.720]  有意無意的
[00:12:30.720 --> 00:12:31.520]  一種錯覺
[00:12:31.520 --> 00:12:32.560]  以為做好基督徒
[00:12:32.560 --> 00:12:34.560]  要做希西加這些
[00:12:34.560 --> 00:12:35.520]  死到臨頭
[00:12:35.520 --> 00:12:36.640]  神請救的時候
[00:12:36.640 --> 00:12:38.240]  發現神的奇妙偉大
[00:12:38.240 --> 00:12:39.920]  不是只是這樣的
[00:12:39.920 --> 00:12:41.200]  有事不用的
[00:12:41.200 --> 00:12:42.400]  是吧
[00:12:42.400 --> 00:12:44.240]  就是說我們不要走兩個極端
[00:12:44.240 --> 00:12:45.200]  你明白我的意思嗎
[00:12:45.200 --> 00:12:46.080]  一個極端就是
[00:12:46.080 --> 00:12:47.200]  哇,我信神
[00:12:47.200 --> 00:12:48.560]  於是祂就一定保佑我
[00:12:48.560 --> 00:12:49.680]  恕事平安
[00:12:49.680 --> 00:12:50.880]  一帆順風
[00:12:50.880 --> 00:12:52.560]  這些就好像法王大師一樣
[00:12:52.560 --> 00:12:53.600]  當然是不對的
[00:12:53.600 --> 00:12:55.680]  我們信神不是為了
[00:12:55.680 --> 00:12:57.360]  我們事業上有什麼好處
[00:12:57.360 --> 00:12:58.640]  所以相信神
[00:12:58.640 --> 00:12:59.680]  但是我們也不可以有
[00:12:59.680 --> 00:13:00.880]  另外一個極端
[00:13:00.880 --> 00:13:01.440]  以為說
[00:13:01.440 --> 00:13:03.040]  我們的信仰的虔誠
[00:13:03.040 --> 00:13:06.000]  和我們事業上的成功與失敗
[00:13:06.000 --> 00:13:08.720]  是完全沒有關係的
[00:13:08.720 --> 00:13:09.920]  有關係的
[00:13:09.920 --> 00:13:11.440]  今天我們在這個例子裡面
[00:13:11.440 --> 00:13:13.040]  看到所謂的復興
[00:13:13.040 --> 00:13:15.200]  其實是神全面的恩惠
[00:13:15.200 --> 00:13:16.080]  在信仰上
[00:13:16.080 --> 00:13:17.360]  讓我們能夠親近祂
[00:13:17.360 --> 00:13:18.480]  祂恩待我們
[00:13:18.480 --> 00:13:19.760]  在生活上
[00:13:19.760 --> 00:13:22.080]  祂也讓我們能夠得到最好的
[00:13:22.080 --> 00:13:23.200]  這個是神的
[00:13:23.200 --> 00:13:24.960]  神是愛你和愛我的
[00:13:24.960 --> 00:13:26.640]  祂願意將一切最好給你
[00:13:26.640 --> 00:13:27.360]  聖經說
[00:13:27.360 --> 00:13:30.160]  眼睛都沒看過
[00:13:30.160 --> 00:13:31.200]  耳朵都沒聽過
[00:13:31.200 --> 00:13:32.960]  心都沒想過的
[00:13:32.960 --> 00:13:33.280]  是不是?
[00:13:33.280 --> 00:13:34.720]  神未嘗留有好處
[00:13:34.720 --> 00:13:36.240]  不讓那些行動正直的人
[00:13:36.240 --> 00:13:37.360]  撕片84篇
[00:13:37.360 --> 00:13:38.480]  所以這個說話
[00:13:38.480 --> 00:13:39.120]  我們要知道
[00:13:39.120 --> 00:13:40.960]  神是想你好
[00:13:40.960 --> 00:13:42.960]  神不是想你找不到工作
[00:13:42.960 --> 00:13:45.280]  神不是想你被人欺負
[00:13:45.280 --> 00:13:46.800]  神是想你能夠
[00:13:46.800 --> 00:13:48.320]  好像聖經裡面說的
[00:13:48.320 --> 00:13:51.120]  是享受安寧的
[00:13:51.120 --> 00:13:52.160]  享受安寧的
[00:13:52.160 --> 00:13:52.720]  好了
[00:13:52.720 --> 00:13:55.600]  現在我們說了這些好東西
[00:13:55.600 --> 00:13:57.840]  當然要掘深一點
[00:13:57.840 --> 00:13:59.600]  怎樣才行呢?
[00:13:59.600 --> 00:14:00.000]  好嗎?
[00:14:00.000 --> 00:14:00.880]  我們研究一下
[00:14:00.880 --> 00:14:02.240]  怎樣才行?
[00:14:02.240 --> 00:14:03.760]  秘訣在哪裡?
[00:14:03.760 --> 00:14:06.320]  關鍵在哪裡?
[00:14:06.320 --> 00:14:07.200]  一件事而已
[00:14:07.200 --> 00:14:08.640]  告訴你
[00:14:08.640 --> 00:14:10.640]  一說出來就說是
[00:14:10.640 --> 00:14:12.000]  是什麼呢?
[00:14:12.000 --> 00:14:14.800]  尋求神
[00:14:14.800 --> 00:14:15.920]  今天的題目
[00:14:15.920 --> 00:14:17.840]  當然是這麼說
[00:14:17.840 --> 00:14:18.240]  好啊
[00:14:18.240 --> 00:14:19.680]  今天我們
[00:14:19.680 --> 00:14:20.160]  小牧師
[00:14:20.160 --> 00:14:23.520]  我們的周刊
[00:14:23.520 --> 00:14:23.920]  好啊
[00:14:23.920 --> 00:14:25.120]  第一篇又說這件事
[00:14:25.120 --> 00:14:26.640]  尋求則尋見
[00:14:26.640 --> 00:14:28.080]  大家回去慢慢看
[00:14:28.080 --> 00:14:28.720]  這個
[00:14:28.720 --> 00:14:30.080]  都是同一個意思
[00:14:30.080 --> 00:14:30.800]  尋求神
[00:14:30.800 --> 00:14:31.680]  你說是不是?
[00:14:31.680 --> 00:14:32.960]  你今天的題目是這麼說
[00:14:32.960 --> 00:14:33.760]  你硬來的
[00:14:33.760 --> 00:14:35.600]  不是
[00:14:35.600 --> 00:14:36.800]  你看這14、15張
[00:14:36.800 --> 00:14:37.840]  我從來看
[00:14:37.840 --> 00:14:38.400]  講新的東西
[00:14:38.400 --> 00:14:39.760]  都是從聖經裡面說的
[00:14:39.760 --> 00:14:41.520]  你看劉心數一下
[00:14:41.520 --> 00:14:43.440]  在14、15張說阿薩
[00:14:43.440 --> 00:14:45.600]  這個個案裡面
[00:14:45.600 --> 00:14:49.120]  說了六次尋求神
[00:14:49.120 --> 00:14:50.560]  絕對不是偶然的
[00:14:50.560 --> 00:14:52.640]  我讀給你聽
[00:14:52.640 --> 00:14:53.600]  因為這個是很重要
[00:14:53.600 --> 00:14:54.320]  所以我給大家
[00:14:54.320 --> 00:14:55.360]  有深刻的印象
[00:14:55.360 --> 00:14:56.080]  你跟著我
[00:14:56.080 --> 00:14:58.320]  14張開始
[00:14:58.320 --> 00:15:00.960]  14張四節
[00:15:00.960 --> 00:15:02.720]  他們要尋求耶和華
[00:15:02.720 --> 00:15:05.200]  他們列祖的神
[00:15:05.200 --> 00:15:06.080]  一次
[00:15:06.080 --> 00:15:08.160]  第二個
[00:15:08.160 --> 00:15:09.520]  第七節
[00:15:09.520 --> 00:15:10.320]  第七節差不多
[00:15:10.320 --> 00:15:11.920]  中間那裡
[00:15:11.920 --> 00:15:13.440]  因為我們尋求
[00:15:13.440 --> 00:15:14.240]  我們耶和華
[00:15:14.240 --> 00:15:18.240]  我們的神
[00:15:18.240 --> 00:15:18.880]  接著
[00:15:18.880 --> 00:15:19.600]  揭在後面
[00:15:19.600 --> 00:15:20.960]  第15張
[00:15:20.960 --> 00:15:22.720]  我寧願花多一點時間
[00:15:22.720 --> 00:15:23.520]  跟你一路讀下去
[00:15:23.520 --> 00:15:24.880]  給你一點印象
[00:15:24.880 --> 00:15:26.720]  第15張
