
[00:00:00.000 --> 00:00:08.000]  聖靈我們都在祢的面前恭敬等候
[00:03:15.000 --> 00:03:19.000]  最多出現稱呼上帝的名稱
[00:03:19.000 --> 00:03:20.000]  就是耶和華
[00:03:20.000 --> 00:03:22.000]  你數吧 最多是耶和華
[00:03:22.000 --> 00:03:24.000]  所以你完全沒有這個印象
[00:03:24.000 --> 00:03:27.000]  說他們原來不認識上帝的名字
[00:03:27.000 --> 00:03:29.000]  但如果我們面對《春夏及記》
[00:03:29.000 --> 00:03:30.000]  第三第六章
[00:03:30.000 --> 00:03:34.000]  我們又接受這個事實
[00:03:34.000 --> 00:03:36.000]  歷史的事實
[00:03:36.000 --> 00:03:39.000]  的確上帝親口說
[00:03:39.000 --> 00:03:41.000]  我以前沒有將我的名字
[00:03:41.000 --> 00:03:43.000]  向阿伯拉罕他們啟示
[00:03:43.000 --> 00:03:47.000]  是現在第一次向你摩西啟示
[00:03:47.000 --> 00:03:49.000]  如果這個事實確立了
[00:03:49.000 --> 00:03:53.000]  對阿伯拉罕以撒瓦國的經文
[00:03:53.000 --> 00:03:56.000]  《創世紀》十二章到五十章的經文
[00:03:56.000 --> 00:04:00.000]  我們只有一個解釋
[00:04:00.000 --> 00:04:02.000]  就是他們寫成的時候
[00:04:02.000 --> 00:04:06.000]  就是從一個已經認識了上帝
[00:04:06.000 --> 00:04:07.000]  就是耶和華
[00:04:07.000 --> 00:04:11.000]  這樣的時間空間底下來寫成
[00:04:11.000 --> 00:04:15.000]  所以他們將上帝的名字耶和華
[00:04:15.000 --> 00:04:19.000]  讀回阿伯拉罕以撒瓦國約瑟的事跡裡
[00:04:19.000 --> 00:04:25.000]  他們不是在討論這個名字出不出現的問題
[00:04:25.000 --> 00:04:29.000]  他們乃是對著一群已經認識耶和華的以色列人
[00:04:29.000 --> 00:04:32.000]  來交代列祖的事跡
[00:04:32.000 --> 00:04:34.000]  在交代的過程當中
[00:04:34.000 --> 00:04:38.000]  他們強調了這個信仰
[00:04:38.000 --> 00:04:42.000]  上帝的身份的延續性
[00:04:42.000 --> 00:04:45.000]  正如上帝自己也這麼說
[00:04:45.000 --> 00:04:46.000]  從前六章
[00:04:46.000 --> 00:04:48.000]  《春海及記》六章第三節
[00:04:48.000 --> 00:04:51.000]  他說我從前向阿伯拉罕以撒瓦國
[00:04:51.000 --> 00:04:53.000]  顯現為全能的神
[00:04:53.000 --> 00:04:55.000]  我的名字耶和華他們未曾知道
[00:04:55.000 --> 00:04:57.000]  但仍然是同一個上帝
[00:04:57.000 --> 00:04:58.000]  都是我
[00:04:58.000 --> 00:05:04.000]  所以《創世紀》這個敘述的角度觀點
[00:05:04.000 --> 00:05:09.000]  是強調了上帝是同一位的上帝
[00:05:09.000 --> 00:05:14.000]  所以用他向摩西先至啟示的名字
[00:05:14.000 --> 00:05:19.000]  來講列祖的事跡沒有衝突的地方
[00:05:19.000 --> 00:05:22.000]  大家要這樣來理解這個現象
[00:05:22.000 --> 00:05:25.000]  我們上次也提過一兩節的經文
[00:05:25.000 --> 00:05:27.000]  顯示出事實上我們有理由
[00:05:27.000 --> 00:05:30.000]  去支持《春海及記》這個說法
[00:05:30.000 --> 00:05:34.000]  因為當瓦國在伯特利夢見天梯
[00:05:34.000 --> 00:05:35.000]  他改名的時候
[00:05:35.000 --> 00:05:37.000]  他說這個是天的門
[00:05:37.000 --> 00:05:39.000]  這個是上帝的殿
[00:05:39.000 --> 00:05:41.000]  耶和華的名字沒有出現
[00:05:41.000 --> 00:05:43.000]  以撒瓦利
[00:05:43.000 --> 00:05:45.000]  當他要改這個名的時候
[00:05:45.000 --> 00:05:49.000]  是上帝聽見而不是耶和華聽見
[00:05:49.000 --> 00:05:51.000]  這些蛛絲馬跡
[00:05:51.000 --> 00:05:55.000]  讓我們看到的確在阿伯拉罕
[00:05:55.000 --> 00:05:59.000]  以撒瓦國約瑟這一段時間
[00:05:59.000 --> 00:06:03.000]  他們和上帝的來往
[00:06:03.000 --> 00:06:07.000]  那個交通或者信仰
[00:06:07.000 --> 00:06:09.000]  耶和華這個名字
[00:06:09.000 --> 00:06:12.000]  不是當時出現的
[00:06:12.000 --> 00:06:16.000]  這一點我們上一堂已經開始看了
[00:06:16.000 --> 00:06:18.000]  這堂我們就要來集中
[00:06:18.000 --> 00:06:21.000]  不是看那個延續性
[00:06:21.000 --> 00:06:23.000]  不是再看那個強調
[00:06:23.000 --> 00:06:26.000]  同一位上帝所以沒什麼分別
[00:06:26.000 --> 00:06:27.000]  其實是剛好相反
[00:06:27.000 --> 00:06:29.000]  這堂我們要看的就是
[00:06:29.000 --> 00:06:31.000]  那個沒有延續的地方在哪裡
[00:06:31.000 --> 00:06:33.000]  那個不同的地方在哪裡
[00:06:33.000 --> 00:06:36.000]  大家為什麼要有這樣的劃分
[00:06:36.000 --> 00:06:38.000]  為什麼有這個時間上的分別
[00:06:38.000 --> 00:06:40.000]  為什麼有這個時代上的分別
[00:06:40.000 --> 00:06:41.000]  為什麼上帝有不同的名字呢
[00:06:41.000 --> 00:06:45.000]  究竟列祖他們對上帝的認識
[00:06:45.000 --> 00:06:48.000]  和摩西對上帝的認識
[00:06:48.000 --> 00:06:51.000]  是不是只是名字的分別這麼簡單呢
[00:06:53.000 --> 00:06:56.000]  所以這堂我們要看的
[00:06:56.000 --> 00:06:58.000]  就不是那個延續性
[00:06:58.000 --> 00:07:00.000]  所以你不要問這些問題
[00:07:00.000 --> 00:07:02.000]  其實都是一個而已
[00:07:02.000 --> 00:07:04.000]  那個已經假定了
[00:07:04.000 --> 00:07:07.000]  那個持續性我們沒有爭論
[00:07:07.000 --> 00:07:09.000]  但是在持續性當中
[00:07:09.000 --> 00:07:11.000]  在那個延續性當中
[00:07:11.000 --> 00:07:13.000]  我們這次要來注意的
[00:07:13.000 --> 00:07:18.000]  乃是上帝在列祖的時候的啟示
[00:07:18.000 --> 00:07:21.000]  和在摩西的時候的啟示
[00:07:21.000 --> 00:07:24.000]  或者說創世紀十二到五十章
[00:07:24.000 --> 00:07:26.000]  給我們所認識的上帝
[00:07:26.000 --> 00:07:28.000]  和出埃及的以後
[00:07:28.000 --> 00:07:30.000]  給我們所認識的上帝
[00:07:30.000 --> 00:07:31.000]  有什麼不同
[00:07:31.000 --> 00:07:34.000]  又或者再縮到最窄來說
[00:07:34.000 --> 00:07:36.000]  創世紀十二到五十章
[00:07:36.000 --> 00:07:38.000]  這一部分的經文
[00:07:38.000 --> 00:07:41.000]  在幫助我們認識上帝上面
[00:07:41.000 --> 00:07:47.000]  有什麼非常獨特的地方
[00:07:47.000 --> 00:07:49.000]  是其他的經文呢
[00:07:49.000 --> 00:07:51.000]  我們不是那麼直接
[00:07:51.000 --> 00:07:54.000]  或者那麼清楚看得見
[00:07:54.000 --> 00:07:55.000]  所以我先講清楚
[00:07:55.000 --> 00:07:57.000]  我們的焦點是放在
[00:07:57.000 --> 00:07:59.000]  discontinuity那裡
[00:07:59.000 --> 00:08:01.000]  不是放在continuity那裡
[00:08:01.000 --> 00:08:04.000]  我們已經處理了continuity的問題
[00:08:04.000 --> 00:08:06.000]  我們將它放在一邊
[00:08:06.000 --> 00:08:08.000]  關於列祖的上帝
[00:08:08.000 --> 00:08:11.000]  舊約的學者就提出了
[00:08:11.000 --> 00:08:14.000]  有三個的特性
[00:08:14.000 --> 00:08:17.000]  features, characteristics
[00:08:17.000 --> 00:08:20.000]  列祖的上帝
[00:08:20.000 --> 00:08:22.000]  God of the Fathers
[00:08:22.000 --> 00:08:25.000]  這個說法出現在
[00:08:25.000 --> 00:08:28.000]  創世紀裡面很多次
[00:08:28.000 --> 00:08:31.000]  有時候我們不是那麼熟悉
[00:08:31.000 --> 00:08:33.000]  現在出現的公式
[00:08:33.000 --> 00:08:36.000]  也有時候有一點點的變化
[00:08:36.000 --> 00:08:39.000]  但是都是以父親的神
[00:08:39.000 --> 00:08:41.000]  God of the Fathers
[00:08:41.000 --> 00:08:43.000]  有時候是單數有時候是眾數
[00:08:43.000 --> 00:08:44.000]  如果你看見中文聖經譯為
[00:08:44.000 --> 00:08:46.000]  祖宗的神
[00:08:46.000 --> 00:08:49.000]  你可以肯定那個就是父親的眾數
[00:08:49.000 --> 00:08:51.000]  你可以譯成父親們的神
[00:08:51.000 --> 00:08:53.000]  很奇怪,多過一個父親
[00:08:53.000 --> 00:08:55.000]  不是指父親的父親的父親
[00:08:55.000 --> 00:08:56.000]  一直數上去
[00:08:56.000 --> 00:08:59.000]  你父親的神,我父親的神
[00:08:59.000 --> 00:09:02.000]  你們父親的神,他們父親的神
[00:09:02.000 --> 00:09:05.000]  你們祖宗的神,他們祖宗的神
[00:09:05.000 --> 00:09:07.000]  屢次出現在創世紀
[00:09:07.000 --> 00:09:08.000]  春藝及記
[00:09:08.000 --> 00:09:11.000]  你找一本好的串珠聖經
[00:09:11.000 --> 00:09:12.000]  大概你都可以串出來
[00:09:12.000 --> 00:09:13.000]  concordance
[00:09:13.000 --> 00:09:15.000]  經文類篇會交代給你
[00:09:15.000 --> 00:09:17.000]  我們不是想浪費很多時間
[00:09:17.000 --> 00:09:18.000]  去逐節聖經讀完
[00:09:18.000 --> 00:09:23.000]  只是重複這些上帝的名稱
[00:09:23.000 --> 00:09:26.000]  另外和這個說法平衡
[00:09:26.000 --> 00:09:28.000]  譬如說到亞伯拉罕的神
[00:09:28.000 --> 00:09:30.000]  以撒的神
[00:09:30.000 --> 00:09:32.000]  你父親亞伯拉罕的神
[00:09:32.000 --> 00:09:34.000]  也是以撒的神
[00:09:34.000 --> 00:09:36.000]  我父親亞伯拉罕的神
[00:09:36.000 --> 00:09:38.000]  我父親以撒的神
[00:09:38.000 --> 00:09:39.000]  亞伯拉罕的神
[00:09:39.000 --> 00:09:40.000]  以撒的神
[00:09:40.000 --> 00:09:41.000]  瓦國的神
[00:09:41.000 --> 00:09:42.000]  亞伯拉罕
[00:09:42.000 --> 00:09:43.000]  以撒
[00:09:43.000 --> 00:09:44.000]  瓦國的神
[00:09:44.000 --> 00:09:47.000]  這些稱呼出現在創世紀
[00:09:47.000 --> 00:09:50.000]  和春藝及記第三第四章
[00:09:50.000 --> 00:09:52.000]  即是我們上一次所處理的
[00:09:52.000 --> 00:09:54.000]  這段經文裏面
[00:09:54.000 --> 00:09:57.000]  就是指向在列祖的時候
[00:09:57.000 --> 00:10:02.000]  上帝用一個不同的名稱
[00:10:02.000 --> 00:10:04.000]  來和列祖交往
[00:10:04.000 --> 00:10:06.000]  所以要著重的
[00:10:06.000 --> 00:10:09.000]  某某人的上帝
[00:10:09.000 --> 00:10:12.000]  上帝是他的上帝
[00:10:12.000 --> 00:10:15.000]  希伯來書十一章十六節提到
[00:10:15.000 --> 00:10:18.000]  上帝被稱為他們的上帝
[00:10:18.000 --> 00:10:20.000]  不以為此
[00:10:20.000 --> 00:10:24.000]  上帝和一個個人的關係
[00:10:24.000 --> 00:10:27.000]  在這個稱呼當中
[00:10:27.000 --> 00:10:30.000]  是非常重要
[00:10:30.000 --> 00:10:34.000]  相對地不是強調上帝
[00:10:34.000 --> 00:10:37.000]  和一個群體的關係
[00:10:37.000 --> 00:10:39.000]  對你和我今天來說
[00:10:39.000 --> 00:10:41.000]  這件事就好像是理所當然
[00:10:41.000 --> 00:10:42.000]  take for granted
[00:10:42.000 --> 00:10:45.000]  上帝當然是我個人的上帝
[00:10:45.000 --> 00:10:46.000]  我接受耶穌基督
[00:10:46.000 --> 00:10:48.000]  做我個人的救主
[00:10:48.000 --> 00:10:50.000]  這個中文翻譯有些問題
[00:10:50.000 --> 00:10:53.000]  因為這是英文翻譯
[00:10:53.000 --> 00:10:55.000]  傳教士傳導給我們
[00:10:55.000 --> 00:10:56.000]  帶我們信耶穌
[00:10:56.000 --> 00:10:57.000]  要接受耶穌基督
[00:10:57.000 --> 00:10:59.000]  作為你的personal saviour
[00:10:59.000 --> 00:11:03.000]  personal就不是individual
[00:11:03.000 --> 00:11:05.000]  兩個意思有點不同
[00:11:05.000 --> 00:11:07.000]  individual就是我和上帝的關係
[00:11:07.000 --> 00:11:08.000]  與你無關
[00:11:08.000 --> 00:11:09.000]  所以很多基督徒以為
[00:11:09.000 --> 00:11:12.000]  我先搞定我個人和上帝的關係
[00:11:12.000 --> 00:11:15.000]  再去搞我和其他弟兄姊妹的關係
[00:11:15.000 --> 00:11:16.000]  聖經怎麼說
[00:11:16.000 --> 00:11:19.000]  人若說我愛神,卻恨他的弟兄
[00:11:19.000 --> 00:11:21.000]  這人是未搞好和上帝的關係嗎?
[00:11:21.000 --> 00:11:23.000]  這人是說謊話的
[00:11:23.000 --> 00:11:25.000]  不愛你所看見的弟兄
[00:11:25.000 --> 00:11:28.000]  怎能愛你所看不見的上帝
[00:11:28.000 --> 00:11:32.000]  在聖經裡沒有individual的關係
[00:11:32.000 --> 00:11:34.000]  personal的關係
[00:11:34.000 --> 00:11:36.000]  不是你個別的關係
[00:11:36.000 --> 00:11:37.000]  所以在這裡我們說
[00:11:37.000 --> 00:11:39.000]  著重上帝與個人的關係
[00:11:39.000 --> 00:11:41.000]  這是什麼意思呢?
[00:11:41.000 --> 00:11:47.000]  這是相對於上帝與群體的關係
[00:11:47.000 --> 00:11:53.000]  但不可以去到個人主義的皺白裡
[00:11:53.000 --> 00:11:57.000]  聖經裡從來都不是強調個人信上帝
[00:11:57.000 --> 00:12:00.000]  信仰是我私人的事
[00:12:00.000 --> 00:12:01.000]  我和上帝的關係
[00:12:01.000 --> 00:12:04.000]  我喜歡就說一點點給你聽
[00:12:04.000 --> 00:12:07.000]  我不喜歡就不關你的事
[00:12:07.000 --> 00:12:09.000]  聖經裡完全不是這樣說的
[00:12:09.000 --> 00:12:11.000]  John Stott說得好
[00:12:11.000 --> 00:12:13.000]  在他寫二不所書的
[00:12:13.000 --> 00:12:17.000]  The Bible Speaks Today的重書裡
[00:12:17.000 --> 00:12:20.000]  他說上帝拯救的計劃
[00:12:20.000 --> 00:12:23.000]  從舊約到新約
[00:12:23.000 --> 00:12:24.000]  他寫的是新約
[00:12:24.000 --> 00:12:26.000]  他提到舊約
[00:12:26.000 --> 00:12:30.000]  都是上帝拯救一個新的群體
[00:12:30.000 --> 00:12:32.000]  a new community
[00:12:32.000 --> 00:12:36.000]  不是新的個體
[00:12:36.000 --> 00:12:40.000]  不是一些同桌吃飯各自修行的基督徒
[00:12:40.000 --> 00:12:42.000]  或者上帝的選民
[00:12:42.000 --> 00:12:43.000]  不是單數的
[00:12:43.000 --> 00:12:46.000]  什麼時候都是一個collective
[00:12:46.000 --> 00:12:48.000]  一個眾數整體
[00:12:48.000 --> 00:12:51.000]  上帝的計劃在舊約聖經裡
[00:12:51.000 --> 00:12:55.000]  是要呼召以色列成為他的選民
[00:12:55.000 --> 00:12:57.000]  People of God
[00:12:57.000 --> 00:12:58.000]  上帝的選民
[00:12:58.000 --> 00:12:59.000]  眾數來的
[00:12:59.000 --> 00:13:00.000]  在新約的時候
[00:13:00.000 --> 00:13:02.000]  新的教會的群體
[00:13:02.000 --> 00:13:04.000]  群體不是個人
[00:13:04.000 --> 00:13:07.000]  上帝是群體的上帝
[00:13:07.000 --> 00:13:10.000]  這個觀念不是一個
[00:13:10.000 --> 00:13:11.000]  怎麼說呢
[00:13:11.000 --> 00:13:14.000]  原始部落社會的觀念
[00:13:14.000 --> 00:13:15.000]  我們時時有些宗教歷史
[00:13:15.000 --> 00:13:17.000]  連同進化論的觀念
[00:13:17.000 --> 00:13:19.000]  一直想到以前那些很差的
[00:13:19.000 --> 00:13:20.000]  很簡陋的
[00:13:20.000 --> 00:13:21.000]  錯誤的
[00:13:21.000 --> 00:13:23.000]  越來越有新的觀念
[00:13:23.000 --> 00:13:25.000]  聖經不是這樣看的
[00:13:25.000 --> 00:13:27.000]  群體的上帝很重要
[00:13:27.000 --> 00:13:29.000]  上帝很著重群體
[00:13:29.000 --> 00:13:31.000]  但是不要忘記在舊約聖經裡
[00:13:31.000 --> 00:13:35.000]  同時上帝在著重群體的當中
[00:13:35.000 --> 00:13:38.000]  他也很著重個人
[00:13:38.000 --> 00:13:43.000]  這個群眾和個人的互相關係
[00:13:43.000 --> 00:13:46.000]  往往出現在舊約聖經裡
[00:13:46.000 --> 00:13:47.000]  緊密到一個地步
[00:13:47.000 --> 00:13:50.000]  令舊約學者有時有點麻煩
[00:13:50.000 --> 00:13:53.000]  譬如摩西說話
[00:13:53.000 --> 00:13:55.000]  有時他用眾數說你們
[00:13:55.000 --> 00:13:58.000]  說著說著他轉一轉說你單數
[00:13:58.000 --> 00:14:01.000]  於是學者說這是兩篇演講
[00:14:01.000 --> 00:14:05.000]  一篇是很貫徹始終地用你們
[00:14:05.000 --> 00:14:07.000]  另一篇是很貫徹始終地用你
[00:14:07.000 --> 00:14:10.000]  但後來合起來變成一篇
[00:14:10.000 --> 00:14:13.000]  這是我們今天的想法
[00:14:13.000 --> 00:14:15.000]  我們的想法是群眾就是群眾
[00:14:15.000 --> 00:14:16.000]  個體就是個體
[00:14:16.000 --> 00:14:17.000]  聖經不是這樣看的
[00:14:17.000 --> 00:14:20.000]  既是群體的上帝
[00:14:20.000 --> 00:14:23.000]  也是個人的上帝
[00:14:23.000 --> 00:14:26.000]  很多時候個人和群體分不開
[00:14:26.000 --> 00:14:28.000]  今天我們很多信仰的難題
[00:14:28.000 --> 00:14:30.000]  就正正在這一點上出現
[00:14:30.000 --> 00:14:31.000]  我們以為個人就是個人
[00:14:31.000 --> 00:14:33.000]  你不關我事我不關你事
[00:14:33.000 --> 00:14:34.000]  聖經不是這樣說的
[00:14:34.000 --> 00:14:37.000]  很多時候個人所做的事情
[00:14:37.000 --> 00:14:39.000]  影響整個群體
[00:14:39.000 --> 00:14:40.000]  不過我們忘記了
[00:14:40.000 --> 00:14:44.000]  群體的幸福影響個人的幸福
[00:14:44.000 --> 00:14:46.000]  你們不要說你們去到巴比倫流亡
[00:14:46.000 --> 00:14:48.000]  你們為那個城祈禱
[00:14:48.000 --> 00:14:49.000]  因為那個城得平安
[00:14:49.000 --> 00:14:50.000]  你們就得到平安
[00:14:50.000 --> 00:14:55.000]  這個群體和個人互為表裡的關係
[00:14:55.000 --> 00:14:58.000]  在舊約聖經和新約聖經相當密切
[00:14:58.000 --> 00:14:59.000]  所以很多時候
[00:14:59.000 --> 00:15:02.000]  你會發覺在列祖的故事記載裡
[00:15:02.000 --> 00:15:04.000]  有時候很難分辨
[00:15:04.000 --> 00:15:08.000]  到底這個行動的意義
[00:15:08.000 --> 00:15:11.000]  是個別的還是群體的
[00:15:11.000 --> 00:15:14.000]  希伯來書很多時候解釋這些
[00:15:14.000 --> 00:15:15.000]  令我們皺眉頭
[00:15:15.000 --> 00:15:17.000]  譬如他解釋耶穌基督是按著
[00:15:17.000 --> 00:15:20.000]  默基西德的等次做大祭司
[00:15:20.000 --> 00:15:21.000]  記不記得
[00:15:21.000 --> 00:15:22.000]  雖然我們不是討論希伯來書
[00:15:22.000 --> 00:15:24.000]  但這是一個很好的例子
[00:15:24.000 --> 00:15:26.000]  他說默基西德的等次
[00:15:26.000 --> 00:15:28.000]  是比亞倫的等次大
[00:15:28.000 --> 00:15:29.000]  為什麼?
[00:15:29.000 --> 00:15:30.000]  有得解釋的
[00:15:30.000 --> 00:15:31.000]  希伯來書的作者說
[00:15:31.000 --> 00:15:36.000]  因為阿伯拉罕照創世紀的記載
[00:15:36.000 --> 00:15:39.000]  曾經向默基西德奉獻十分之一
[00:15:39.000 --> 00:15:44.000]  而利美當時在阿伯拉罕的妖裡面
[00:15:44.000 --> 00:15:46.000]  妖是一個很文雅的稱呼
[00:15:46.000 --> 00:15:48.000]  阿伯拉罕生她出來
[00:15:48.000 --> 00:15:49.000]  當時利美是成人
[00:15:49.000 --> 00:15:50.000]  利美當然是未有出世
[00:15:50.000 --> 00:15:54.000]  利美是阿伯拉罕的孫子
[00:15:54.000 --> 00:15:57.000]  但已經在阿伯拉罕的血液裡
[00:15:57.000 --> 00:15:59.000]  已經在她裡面
[00:15:59.000 --> 00:16:01.000]  可能有一個種在那裡
[00:16:01.000 --> 00:16:02.000]  意思就是說
[00:16:02.000 --> 00:16:04.000]  阿伯拉罕這個行動
[00:16:04.000 --> 00:16:07.000]  向默基西德獻十分之一
[00:16:07.000 --> 00:16:09.000]  不是單單是她個人的行動
[00:16:09.000 --> 00:16:11.000]  是代表了整個以色列
[00:16:11.000 --> 00:16:13.000]  甚至特別代表了利美支派
[00:16:13.000 --> 00:16:15.000]  亞倫的等次的祭司
[00:16:15.000 --> 00:16:18.000]  從來都是少的奉獻十分之一比大的
[00:16:18.000 --> 00:16:23.000]  所以很證明默基西德比亞倫祭司的等次是偉大
[00:16:23.000 --> 00:16:27.000]  這些行動背後的意義
[00:16:27.000 --> 00:16:30.000]  是個人還是群體呢?
[00:16:30.000 --> 00:16:34.000]  在列祖上帝的主題下
[00:16:34.000 --> 00:16:40.000]  我們要看的不是群體的焦點
[00:16:40.000 --> 00:16:42.000]  而是個人的焦點
[00:16:42.000 --> 00:16:44.000]  但很快的我們講著講著
[00:16:44.000 --> 00:16:46.000]  就會發覺這個個人的焦點
[00:16:46.000 --> 00:16:48.000]  其實和群體分不開
[00:16:48.000 --> 00:16:51.000]  和以後上帝對整個以色列
[00:16:51.000 --> 00:16:54.000]  甚至整個世界的拯救計劃分不開
[00:16:54.000 --> 00:16:56.000]  但也不要忘記
[00:16:56.000 --> 00:17:01.000]  個人在這個群體的處境下
[00:17:01.000 --> 00:17:03.000]  有一個很重要的位置
[00:17:03.000 --> 00:17:07.000]  上帝不只是和以色列整體有關係
[00:17:07.000 --> 00:17:10.000]  羅馬天主教會很著重教會
[00:17:10.000 --> 00:17:13.000]  所以在改革運動的時候
[00:17:13.000 --> 00:17:15.000]  和馬丁路德辯論
[00:17:15.000 --> 00:17:17.000]  最後出了一句話
[00:17:17.000 --> 00:17:19.000]  這句話可能是野史流傳
[00:17:19.000 --> 00:17:20.000]  未必是準確的
[00:17:20.000 --> 00:17:23.000]  但也表達了這個想法
[00:17:23.000 --> 00:17:25.000]  如果我錯的話
[00:17:25.000 --> 00:17:27.000]  我是跟著整個教會錯
[00:17:27.000 --> 00:17:29.000]  那我就寧願跟著整個教會一起去地獄
[00:17:29.000 --> 00:17:31.000]  比跟你馬丁路德上天堂好
[00:17:31.000 --> 00:17:34.000]  群體很重要的
[00:17:34.000 --> 00:17:36.000]  權威是在群體上
[00:17:36.000 --> 00:17:38.000]  我們不否認這件事
[00:17:38.000 --> 00:17:40.000]  但我們要提醒自己
[00:17:40.000 --> 00:17:42.000]  在列祖的時期
[00:17:42.000 --> 00:17:44.000]  上帝和阿巴拉罕
[00:17:44.000 --> 00:17:46.000]  上帝和雅各
[00:17:46.000 --> 00:17:50.000]  上帝和約瑟有很特別的關係
[00:17:50.000 --> 00:17:53.000]  最可能今天我們在一個
[00:17:53.000 --> 00:17:56.000]  這麼個人主義高漲的時期
[00:17:56.000 --> 00:17:58.000]  看這一點就不是這麼突出
[00:17:58.000 --> 00:18:00.000]  這是我們假設了
[00:18:00.000 --> 00:18:02.000]  上帝一定只是祝福我
[00:18:02.000 --> 00:18:05.000]  耶穌基督降世為拯救我
[00:18:05.000 --> 00:18:06.000]  很重要啊
[00:18:06.000 --> 00:18:08.000]  你是整個宇宙的核心
[00:18:08.000 --> 00:18:09.000]  不是的
[00:18:09.000 --> 00:18:11.000]  從來都沒有這樣的事
[00:18:11.000 --> 00:18:15.000]  你不過是香港六百萬人當中的一個
[00:18:15.000 --> 00:18:19.000]  香港是整個亞洲中國的其中一點
[00:18:19.000 --> 00:18:21.000]  亞洲不過是整個地球
