
[00:00:00.000 --> 00:00:08.000]  多謝大家,我們可以很輕鬆的在下午一起聊聊關於我們的子女
[00:03:31.000 --> 00:03:38.000]  我們也花了不少代價,如果是第一代的華人
[00:03:38.000 --> 00:03:42.000]  我們在香港,我用廣東話,假設你是香港
[00:03:42.000 --> 00:03:48.000]  如果你不是香港來的,也不要緊,來自國內的,我們也很歡迎
[00:03:48.000 --> 00:03:52.000]  希望你聽得懂廣東話,我們有沒有聽懂廣東話呢
[00:03:52.000 --> 00:03:56.000]  沒有,也可以了,我只會用廣東話
[00:03:56.000 --> 00:04:03.000]  我們也付了不少代價,過度重新來過,很多學習,很多適應生活
[00:04:03.000 --> 00:04:08.000]  所以我們也希望我們下一代是好的,我們每一個都是這樣
[00:04:08.000 --> 00:04:14.000]  但是同時,我們也希望下一代不要來到一個西人文化裡面
[00:04:14.000 --> 00:04:20.000]  長大就沒有中國人的根,這個我相信也是我們心底里很想的
[00:04:20.000 --> 00:04:23.000]  所以我們就帶他們來中文學校
[00:04:23.000 --> 00:04:35.000]  我們如何教養他們成為一個有中國文化,又有西方的生活和適應的新一代呢
[00:04:35.000 --> 00:04:37.000]  這個是我們最想要的
[00:04:37.000 --> 00:04:41.000]  但是很多時候我們發覺都很不容易,很多衝突
[00:04:41.000 --> 00:04:50.000]  我相信你叫他們來中文班,已經是一個不容易的挑戰
[00:04:50.000 --> 00:04:53.000]  我在加拿大的時候,我們也有中文班的
[00:04:53.000 --> 00:04:59.000]  有個家長跟我說,她兒子一到星期六,我們是星期六中文班的
[00:04:59.000 --> 00:05:06.000]  一到星期五晚說明天是中文班,兒子就開始眼淚流出來
[00:05:06.000 --> 00:05:13.000]  慘到這麼悲情,一聽到要去中文班就不敢說話,一路哭
[00:05:13.000 --> 00:05:17.000]  為什麼這麼慘呢,我想告訴你一個問題
[00:05:17.000 --> 00:05:24.000]  我們的小朋友,不要說這裡,我們的小朋友有一個文化的掙扎
[00:05:24.000 --> 00:05:26.000]  你不能否認一件事
[00:05:26.000 --> 00:05:33.000]  其實他們活在兩個不同的文化,但是那兩個文化究竟是如何令他們的心境是如何呢
[00:05:33.000 --> 00:05:36.000]  我這裡寫了幾樣東西,開始了
[00:05:36.000 --> 00:05:40.000]  我不看回頭了,我說到你就跳出來
[00:05:40.000 --> 00:05:42.000]  接著第一頁是什麼
[00:05:42.000 --> 00:05:47.000]  身份的認同掙扎
[00:05:47.000 --> 00:05:55.000]  第一個是家裡和家外是兩個世界
[00:05:55.000 --> 00:06:01.000]  弟弟最重要是他的朋友和他一樣
[00:06:01.000 --> 00:06:05.000]  或者他能和他的朋友認同是一樣
[00:06:05.000 --> 00:06:12.000]  如果大家玩,其實他不會說,但是他有一種壓力,如果他和他們不同,他有一種壓力
[00:06:12.000 --> 00:06:19.000]  他覺得他不和他們不同,他就會覺得自己很自卑
[00:06:19.000 --> 00:06:23.000]  他自卑會形成一種反抗或者是愣著的心理
[00:06:23.000 --> 00:06:30.000]  他有什麼自卑,家裡這麼好,我們有多少錢,他的同學家裡都不及我家裡漂亮
[00:06:30.000 --> 00:06:33.000]  弟弟不是看這些的
[00:06:33.000 --> 00:06:37.000]  家裡又大又漂亮,有花園
[00:06:37.000 --> 00:06:44.000]  爸媽有錢,他不僅僅是這個,最重要是他的同學怎麼看他
[00:06:44.000 --> 00:06:49.000]  他無論怎麼努力,他有兩樣東西是和同學不同的
[00:06:49.000 --> 00:06:54.000]  第一,他有一對中國的父母
[00:06:54.000 --> 00:06:57.000]  就是你和我
[00:06:57.000 --> 00:07:00.000]  中國的父母有什麼不同呢
[00:07:00.000 --> 00:07:08.000]  我們雖然已經很洋化,很前衛,我們都不是那些古老的中國人
[00:07:08.000 --> 00:07:19.000]  但是你和我不多不少,仍然帶著一些你猜不到的中國的價值觀念傳統
[00:07:19.000 --> 00:07:23.000]  就算來到澳洲,都是會這樣
[00:07:23.000 --> 00:07:32.000]  比如乖乖的小孩,不要亂吵,搞搞震,走來走去,好像走地雞一樣,到處跑
[00:07:32.000 --> 00:07:37.000]  我們是習慣了,你和我都習慣了填鴨
[00:07:37.000 --> 00:07:40.000]  我們不是走地雞,但這裡是走地雞來的
[00:07:40.000 --> 00:07:44.000]  好的小孩就到處跑
[00:07:44.000 --> 00:07:53.000]  我太太在加拿大是教育學家,她是加拿大的教育局顧問
[00:07:53.000 --> 00:08:00.000]  她說,你知不知道哪些小孩才是先生要去見家長的,有問題的
[00:08:00.000 --> 00:08:02.000]  不出聲的那些
[00:08:02.000 --> 00:08:09.000]  我們一直都不覺的,我們覺得我們長大就是那些不出聲的乖乖的,不好的學生
[00:08:09.000 --> 00:08:11.000]  聽話乖就叫好學生
[00:08:11.000 --> 00:08:15.000]  這裡聽話乖是有問題的,她覺得
[00:08:15.000 --> 00:08:22.000]  上課吵吵鬧鬧的那些,有創意的,那些就好了
[00:08:22.000 --> 00:08:26.000]  那些多數成為他們同輩當中的領袖
[00:08:26.000 --> 00:08:31.000]  所以我們的小孩讀書很厲害,但同學不喜歡他
[00:08:31.000 --> 00:08:37.000]  那些討厭的讀書,一塌糊塗的那些,那些是英雄
[00:08:37.000 --> 00:08:41.000]  所以她覺得那個好,於是就學他
[00:08:41.000 --> 00:08:47.000]  慘了,她學他跳來跳去,回家被他罵得飛起
[00:08:47.000 --> 00:08:51.000]  她覺得沒理由的,同學個個都是好人
[00:08:51.000 --> 00:08:54.000]  誰知道回家被爸媽罵,就是罵他
[00:08:54.000 --> 00:08:57.000]  你不坐定,吵什麼,整天這麼吵
[00:08:57.000 --> 00:09:00.000]  在學校吵是好事來的
[00:09:00.000 --> 00:09:05.000]  所以這是兩個不同的世界
[00:09:05.000 --> 00:09:09.000]  她一開始就覺得,為什麼爸媽和別人的爸媽這麼不同
[00:09:09.000 --> 00:09:13.000]  別人的爸媽,由他玩的,我們的爸媽不讓我玩的
[00:09:13.000 --> 00:09:18.000]  不讓我說話的,尤其是過年過節,我們中國的東西都會出來的
[00:09:18.000 --> 00:09:21.000]  做什麼呀,大人說話,聽吧
[00:09:21.000 --> 00:09:24.000]  這些是以前我們的爸媽罵的
[00:09:24.000 --> 00:09:27.000]  我也不知道為什麼突然出來罵他
[00:09:27.000 --> 00:09:30.000]  但是我們已經不同了,我們來到一個新的地方
[00:09:30.000 --> 00:09:34.000]  我們不是說我們來坐下,我們只是想告訴你一個事實
[00:09:34.000 --> 00:09:38.000]  他不知不覺把我們中國的東西,其實有在這裡
[00:09:38.000 --> 00:09:41.000]  所以他感覺到是兩個世界
[00:09:41.000 --> 00:09:46.000]  感覺到兩個世界,外面的世界和他家裡面的世界
[00:09:46.000 --> 00:09:50.000]  外面是一個他受教育的世界
[00:09:50.000 --> 00:09:55.000]  這是一個澳洲的世界,這是一個西人的世界
[00:09:55.000 --> 00:09:59.000]  他回到家裡面,是一個中國人的世界
[00:09:59.000 --> 00:10:06.000]  所以他開始對中國的文化,對中國的東西有反感
[00:10:06.000 --> 00:10:08.000]  我女兒也是這樣的
[00:10:08.000 --> 00:10:14.000]  突然間她說我最討厭吃黑黑的東西,就是豆豉
[00:10:14.000 --> 00:10:19.000]  因為她沒有的,我幫她吃午餐
[00:10:19.000 --> 00:10:23.000]  吃豆豉雞飯的同學,每個都說,哇,這麼肉酸的
[00:10:23.000 --> 00:10:27.000]  黑黑的,咦,這麼壓的
[00:10:27.000 --> 00:10:34.000]  她很尷尬,我爸媽做了這麼多東西回家,讓人家出醜
[00:10:34.000 --> 00:10:39.000]  她回家就生氣,以後都不吃黑黑的東西
[00:10:39.000 --> 00:10:43.000]  搞到什麼時候呢?搞到她讀完大學,去美國
[00:10:43.000 --> 00:10:45.000]  才開始知死
[00:10:45.000 --> 00:10:49.000]  因為四年,要麼吃亞叄,要麼吃漢堡,要麼吃披薩
[00:10:49.000 --> 00:10:53.000]  我回家,我女兒說你想吃麥當勞,就跟你吃
[00:10:53.000 --> 00:11:01.000]  我說不可以了,我想吃蠔屎菜乾粥
[00:11:01.000 --> 00:11:06.000]  哇,嚇到我,到了大學才開始明白這件事
[00:11:06.000 --> 00:11:09.000]  我們不詳細講,這是第一個問題
[00:11:09.000 --> 00:11:14.000]  第二,我們要承認,為什麼他們有時候這麼恨中國東西呢?
[00:11:14.000 --> 00:11:18.000]  我們要明白一件事,除了他覺得自己不同之外
[00:11:18.000 --> 00:11:23.000]  加上你逼他來中文班,中文班不可以這麼說的
[00:11:23.000 --> 00:11:26.000]  當然是多點來好
[00:11:26.000 --> 00:11:29.000]  但是,看你用什麼手法,讓他來
[00:11:29.000 --> 00:11:33.000]  但是,另外一件事,我覺得也是一個掙扎
[00:11:33.000 --> 00:11:37.000]  這個掙扎,就是剛才講中國的形象
[00:11:37.000 --> 00:11:40.000]  因為其實,不是說人家有一種偏見
[00:11:40.000 --> 00:11:44.000]  但是,不多不少,你都不知道,這些小孩很聰明的
[00:11:44.000 --> 00:11:48.000]  他都聽得懂,不知不覺地聽得懂
[00:11:48.000 --> 00:11:51.000]  中國的形象其實真的不是很好
[00:11:51.000 --> 00:11:55.000]  是不是?又騷擾
[00:11:55.000 --> 00:11:58.000]  尤其是現在東國發達,有來買東西
[00:11:58.000 --> 00:12:06.000]  錢就多了,但是那些態度和規矩都一般般
[00:12:06.000 --> 00:12:09.000]  我不知道你們是不是這樣,我們加拿大就
[00:12:09.000 --> 00:12:14.000]  其實外國人他們都很忍你
[00:12:14.000 --> 00:12:17.000]  但是其實心底里看不起你
[00:12:17.000 --> 00:12:21.000]  我們中國人就很蠢的,對不起,我們真的要承認我們自己
[00:12:21.000 --> 00:12:26.000]  尤其是,不要尤其是,包括我們的同胞
[00:12:26.000 --> 00:12:29.000]  我們中國裡面的強國人
[00:12:29.000 --> 00:12:34.000]  他真的以為有錢,那些人就會尊重他
[00:12:34.000 --> 00:12:39.000]  我想你和我在澳洲或者加拿大都明白這件事
[00:12:39.000 --> 00:12:46.000]  現在他們,這些西方人是不會因為你有錢就尊重你的
[00:12:46.000 --> 00:12:49.000]  他不是看這件事的
[00:12:49.000 --> 00:12:53.000]  他看你有沒有人格,看你有沒有公義
[00:12:53.000 --> 00:12:56.000]  看你有沒有那種博愛的精神
[00:12:56.000 --> 00:13:01.000]  看你有沒有那種創意,看你對人的態度有沒有尊重
[00:13:01.000 --> 00:13:04.000]  這些東西很抱歉
[00:13:04.000 --> 00:13:08.000]  我們很多有錢的同胞來到,全部都沒有
[00:13:08.000 --> 00:13:11.000]  拿著錢就買最貴的東西
[00:13:11.000 --> 00:13:14.000]  你不值得嗎?你給不給得起?我給得起
[00:13:14.000 --> 00:13:19.000]  這些嘴臉,人家當然說要,有什麼辦法,做你生意
[00:13:19.000 --> 00:13:22.000]  做完生意之後回頭,轉頭就覺得
[00:13:22.000 --> 00:13:25.000]  這些人真是,沒有文化的
[00:13:25.000 --> 00:13:32.000]  蹲在人家最好的店鋪門口,坐著吃杯面
[00:13:32.000 --> 00:13:36.000]  我不要再說再惡心的,我真的見過在飛機上
[00:13:36.000 --> 00:13:40.000]  拿起就扔在地毯上
[00:13:40.000 --> 00:13:45.000]  這些東西,我們自己醜
[00:13:45.000 --> 00:13:47.000]  好了,我們不說這些了
[00:13:47.000 --> 00:13:51.000]  那些醜事,其實不多不少,你的小孩都聽了
[00:13:51.000 --> 00:13:54.000]  因為那些小孩,童言無忌
[00:13:54.000 --> 00:13:58.000]  他父母在家裡說的那些,說中國的那些
[00:13:58.000 --> 00:14:03.000]  甚至他在電視,甚至他老師有時候都會這樣說
[00:14:03.000 --> 00:14:06.000]  對不起,真的很難說,人家是人
[00:14:06.000 --> 00:14:09.000]  老師不應該說,但老師其實有時候說的
[00:14:09.000 --> 00:14:13.000]  說的有意無意,忍無可忍,就彈兩句
[00:14:13.000 --> 00:14:17.000]  接著最慘的就是,突然你的兒子,你的女兒
[00:14:17.000 --> 00:14:19.000]  和我一樣
[00:14:19.000 --> 00:14:21.000]  黑頭髮
[00:14:21.000 --> 00:14:23.000]  黃皮膚
[00:14:23.000 --> 00:14:25.000]  就是我
[00:14:25.000 --> 00:14:30.000]  那些人就說,中國人什麼什麼,中國人什麼什麼,中國人什麼什麼
[00:14:30.000 --> 00:14:33.000]  說的時候,他開始覺得很羨慕
[00:14:33.000 --> 00:14:35.000]  我中國人,你就是那些人
[00:14:35.000 --> 00:14:39.000]  那些人最不喜歡,看不起那些
[00:14:39.000 --> 00:14:45.000]  就是我的人,所以他開始有意無意,他很憎恨自己的中國人
[00:14:45.000 --> 00:14:49.000]  那段時間里,他很憎恨自己的中國人,因為他很odd
[00:14:49.000 --> 00:14:53.000]  因為中國的形象不是好的形象
[00:14:53.000 --> 00:14:57.000]  很可愛的,老實說我們很不喜歡日本人
[00:14:57.000 --> 00:15:01.000]  日本人很狡猾的,很奸的,很陰難的,我們這麼說
[00:15:01.000 --> 00:15:05.000]  但是不要管日本人在外國的形象很好
[00:15:05.000 --> 00:15:08.000]  公公公公,有禮貌,每件事都乾乾淨淨
[00:15:08.000 --> 00:15:11.000]  對不起,對不起,sorry,sorry,sorry
[00:15:11.000 --> 00:15:15.000]  英文都說不太行,但是你不要管,他的樣子很好
[00:15:16.000 --> 00:15:20.000]  我們就不是,暴發戶
[00:15:20.000 --> 00:15:29.000]  所以我們的子女就有這種文化上的衝突和壓力
[00:15:29.000 --> 00:15:32.000]  很多的結果是什麼呢?
[00:15:32.000 --> 00:15:36.000]  就是我們很想成為一個自己覺得自己是中國人而驕傲的
[00:15:36.000 --> 00:15:39.000]  我們是很失敗的,我們是做不到的
[00:15:39.000 --> 00:15:41.000]  你發現為什麼這麼恨中國
[00:15:41.000 --> 00:15:46.000]  對不起,我希望我能夠說我們中間的家長
[00:15:46.000 --> 00:15:50.000]  昨天下午我才和一個小朋友聊天
[00:15:50.000 --> 00:15:53.000]  我問他叫什麼名字
[00:15:53.000 --> 00:15:56.000]  他說叫什麼名字,英文名字,當然是英文名字
[00:15:56.000 --> 00:15:58.000]  小女孩,是吧?
[00:15:58.000 --> 00:16:01.000]  我說,跟著他媽媽說,說個中文名字給人聽
[00:16:01.000 --> 00:16:05.000]  我說我沒有中文名字,厲害了
[00:16:05.000 --> 00:16:09.000]  那個是沒進小學的,幼稚園高班
[00:16:09.000 --> 00:16:13.000]  我沒有中文名字,因為我是澳洲人
[00:16:13.000 --> 00:16:16.000]  我也是澳洲人,我沒有中文名字
[00:16:16.000 --> 00:16:19.000]  我媽媽說你有中文名字,你讀給人聽
[00:16:19.000 --> 00:16:22.000]  沒有的,我已經沒有中文名字了
[00:16:22.000 --> 00:16:25.000]  I don't have a Chinese name
[00:16:25.000 --> 00:16:31.000]  你明白嗎?這麼小就有這種不想做中國人
[00:16:31.000 --> 00:16:33.000]  所以我們希望我們明白第一點
[00:16:33.000 --> 00:16:37.000]  我們是一個很艱苦的工作,令子女覺得自己是中國人
[00:16:37.000 --> 00:16:41.000]  快樂地覺得自己是中國人,是一個很難的工作
[00:16:41.000 --> 00:16:44.000]  不是不可能,不過我想也要下很多功夫
[00:16:44.000 --> 00:16:48.000]  因為我們已經有這樣的先天性背景
[00:16:48.000 --> 00:16:52.000]  為什麼要他做中國人呢?
[00:16:52.000 --> 00:16:56.000]  不做了,算了,做澳洲人就算了,不是很好
[00:16:56.000 --> 00:16:59.000]  第一,我們感情上是根
[00:16:59.000 --> 00:17:02.000]  第二,不只是說那種純粹感情上的
[00:17:02.000 --> 00:17:05.000]  希望他仍然保持我們的根
[00:17:05.000 --> 00:17:10.000]  不然就連做中國人都沒有了
[00:17:10.000 --> 00:17:13.000]  還有一個更深入的原因
[00:17:13.000 --> 00:17:17.000]  就是他們都很慘,你愛他們嘛
[00:17:17.000 --> 00:17:20.000]  他們很慘,什麼慘呢?
[00:17:20.000 --> 00:17:23.000]  他們在身份認同上很慘
[00:17:23.000 --> 00:17:27.000]  為什麼慘呢?我想告訴你一個事實
[00:17:27.000 --> 00:17:31.000]  多半是這樣,他小的時候
[00:17:32.000 --> 00:17:35.000]  因為他和他弟弟在同學里一起玩
[00:17:35.000 --> 00:17:40.000]  他家外的世界就是一個澳洲的世界
[00:17:40.000 --> 00:17:44.000]  所以他從來都不覺得自己是中國人
[00:17:44.000 --> 00:17:47.000]  他很憎恨自己是中國人
[00:17:47.000 --> 00:17:50.000]  他覺得自己是澳洲人
[00:17:50.000 --> 00:17:53.000]  同學小時候都不覺得
[00:17:53.000 --> 00:17:57.000]  大家一起玩,一起吃東西,一起玩
[00:17:57.000 --> 00:18:03.000]  尤其是我們說我們是一個多元文化,種族融合的地方
[00:18:03.000 --> 00:18:07.000]  所以我們覺得他都
[00:18:07.000 --> 00:18:11.000]  無論怎樣都好,他總之覺得我是澳洲人
[00:18:11.000 --> 00:18:14.000]  甚至有時候很羨慕
[00:18:14.000 --> 00:18:17.000]  覺得自己很不想認自己是中國人
[00:18:17.000 --> 00:18:19.000]  開始不喜歡吃中國的東西
[00:18:19.000 --> 00:18:22.000]  不喜歡說中文,不喜歡來中文班
[00:18:22.000 --> 00:18:25.000]  和中國的東西都不對,我就是澳洲人
[00:18:25.000 --> 00:18:28.000]  為什麼你逼我做中國人?他經常和你這樣鬥
[00:18:28.000 --> 00:18:30.000]  他一路成長就是這樣
[00:18:30.000 --> 00:18:33.000]  不過最殘酷的事實,我告訴你
[00:18:33.000 --> 00:18:36.000]  通常到他讀大學或者畢業的時候
[00:18:36.000 --> 00:18:39.000]  出來工作,他就開始發現一個很殘酷的事實
[00:18:39.000 --> 00:18:43.000]  原來這麼多年來,他身邊的那些澳洲人
[00:18:43.000 --> 00:18:46.000]  從來沒有當過他是澳洲人,仍然當他是中國人
[00:18:46.000 --> 00:18:49.000]  一到新年的時候,今年是什麼年?
[00:18:49.000 --> 00:18:52.000]  他說我不知道
[00:18:52.000 --> 00:18:55.000]  哇,你中國人都不知道?就出了這些問題
[00:18:55.000 --> 00:18:59.000]  突然發現原來他們沒有當他是澳洲人
[00:18:59.000 --> 00:19:01.000]  仍然當他是中國人
[00:19:01.000 --> 00:19:04.000]  一到中國發生什麼事,他就說你中國人是這樣的
[00:19:04.000 --> 00:19:06.000]  他突然說我不是,I am Australian
[00:19:06.000 --> 00:19:09.000]  他說不是,開始很殘酷
[00:19:09.000 --> 00:19:12.000]  那他突然發現我是什麼人?
[00:19:12.000 --> 00:19:15.000]  我這麼多年都沒有當自己是中國人,當自己是澳洲人
[00:19:15.000 --> 00:19:18.000]  到突然發現原來這麼多年他們都沒有當我是中國人
[00:19:18.000 --> 00:19:21.000]  沒有當我是澳洲人,一直當我是中國人
[00:19:21.000 --> 00:19:24.000]  兩頭都沒有當
[00:19:24.000 --> 00:19:26.000]  最慘就是這件事
[00:19:26.000 --> 00:19:29.000]  突然間才問我是什麼人,我兩邊都不是
[00:19:29.000 --> 00:19:32.000]  兩邊都不是的時候,於是很多人去尋根
[00:19:32.000 --> 00:19:35.000]  到了大學,大學畢業之後才尋根
[00:19:35.000 --> 00:19:38.000]  因為發現這個事實,發現這個殘酷的事實
[00:19:38.000 --> 00:19:41.000]  很痛苦的
[00:19:41.000 --> 00:19:47.000]  我女兒就重新用英文去看《紅樓夢》
[00:19:47.000 --> 00:19:50.000]  看《紅樓夢》翻譯
[00:19:50.000 --> 00:19:53.000]  看英文,看中國人是怎樣的
[00:19:53.000 --> 00:19:56.000]  因為他覺得原來那些人看他
[00:19:56.000 --> 00:19:59.000]  是中國人
[00:19:59.000 --> 00:20:02.000]  有關中國的事就問他
[00:20:02.000 --> 00:20:05.000]  他說我不是的,我是加拿大人
[00:20:05.000 --> 00:20:08.000]  那些朋友很失望
[00:20:08.000 --> 00:20:11.000]  他覺得到底我是什麼人呢?
[00:20:11.000 --> 00:20:14.000]  我應該懂得中國的事,懂什麼開始呢?
[00:20:14.000 --> 00:20:17.000]  他開始去尋根
[00:20:17.000 --> 00:20:20.000]  下一代可能會回香港,回中國
[00:20:20.000 --> 00:20:23.000]  去看看是什麼,甚至說我們不留下
[00:20:23.000 --> 00:20:26.000]  到頭來我始終沒人接受我
[00:20:26.000 --> 00:20:29.000]  我相信他們其實是
[00:20:29.000 --> 00:20:32.000]  負上很大的代價,很痛苦的一代
[00:20:32.000 --> 00:20:35.000]  因為他們在文化上找不到
[00:20:35.000 --> 00:20:38.000]  我發覺在這裡成長,或者在海外成長的
[00:20:38.000 --> 00:20:41.000]  新一代
[00:20:41.000 --> 00:20:44.000]  有兩種極端的,一種就是
[00:20:44.000 --> 00:20:47.000]  中又不西,中又黏不住,西又黏不住
[00:20:47.000 --> 00:20:50.000]  很失落
[00:20:50.000 --> 00:20:53.000]  或者學不學西人最差的東西,學中國人最差的東西
[00:20:53.000 --> 00:20:56.000]  另外一種
[00:20:56.000 --> 00:20:59.000]  也要講事實,我發覺最優秀的
[00:20:59.000 --> 00:21:02.000]  下一代
[00:21:02.000 --> 00:21:05.000]  我叫他兩面膠紙
[00:21:05.000 --> 00:21:08.000]  兩面膠紙,就是雙面膠紙
[00:21:08.000 --> 00:21:11.000]  我太太用這個字教我,我覺得很好
[00:21:11.000 --> 00:21:14.000]  她看到中國人,又看到西人
[00:21:14.000 --> 00:21:17.000]  在中國人的環境裡面,她發覺她有一種
[00:21:17.000 --> 00:21:20.000]  中國的禮儀
[00:21:20.000 --> 00:21:23.000]  禮貌,甚至在
[00:21:23.000 --> 00:21:26.000]  西人的面前,她都表現到一種
[00:21:26.000 --> 00:21:29.000]  是和西人那種很野性的,有些不同
[00:21:29.000 --> 00:21:32.000]  但她又不是怕事,但她又很直率,很有膽量
[00:21:32.000 --> 00:21:35.000]  但同時又有分有寸
[00:21:35.000 --> 00:21:38.000]  對長輩又有尊敬
[00:21:38.000 --> 00:21:41.000]  這樣的
[00:21:41.000 --> 00:21:44.000]  同時她也不是那種很傳統的怕事
[00:21:44.000 --> 00:21:47.000]  縮在一起,或者不講理由
[00:21:47.000 --> 00:21:50.000]  很坦誠地表達內心的感情
[00:21:50.000 --> 00:21:53.000]  很自然,很有創意,很自由
[00:21:53.000 --> 00:21:56.000]  但同時也很有分寸,很有規矩
[00:21:56.000 --> 00:21:59.000]  讀書很厲害,對人又很有EQ
[00:21:59.000 --> 00:22:02.000]  那些是最成功的
[00:22:02.000 --> 00:22:05.000]  我在加拿大看到最成功的
[00:22:05.000 --> 00:22:08.000]  也有我們下一代
[00:22:08.000 --> 00:22:11.000]  因為他們兩面的文化都拿到最好的東西
[00:22:11.000 --> 00:22:14.000]  貼兩面的人都可以
[00:22:14.000 --> 00:22:17.000]  希望我們能夠令你們的子女都能夠這樣
[00:22:17.000 --> 00:22:20.000]  我沒有什麼秘訣,一會兒我講一些心得
[00:22:20.000 --> 00:22:23.000]  或者一些做法
[00:22:23.000 --> 00:22:26.000]  但我覺得這是我們的目標
[00:22:26.000 --> 00:22:29.000]  既然來到這裡就不要成為一個犧牲品
[00:22:29.000 --> 00:22:32.000]  我們已經犧牲了很多,我們更加不想我們下一代成為犧牲品
[00:22:32.000 --> 00:22:35.000]  好,我們進入第二個問題
[00:22:35.000 --> 00:22:38.000]  就是說如何去承受
[00:22:38.000 --> 00:22:41.000]  中國傳統的美德
[00:22:41.000 --> 00:22:44.000]  現在我真的要和大家做一個研究
[00:22:44.000 --> 00:22:47.000]  我們一定要面對的問題,承受什麼美德
[00:22:47.000 --> 00:22:50.000]  沒有一個文化
[00:22:50.000 --> 00:22:53.000]  所有東西都是好的,對不對
[00:22:53.000 --> 00:22:56.000]  中國文化也不見得傳統
[00:22:56.000 --> 00:22:59.000]  所有中國文化都是好的
[00:22:59.000 --> 00:23:02.000]  如果你們不贊成,你們可以罵我
[00:23:02.000 --> 00:23:05.000]  我雖然是研究中國文化
[00:23:05.000 --> 00:23:08.000]  但我覺得中國文化有很多東西應該扔掉
[00:23:08.000 --> 00:23:11.000]  除了現代化和全球化
[00:23:11.000 --> 00:23:14.000]  很多中國文化很壞的東西應該扔掉
[00:23:14.000 --> 00:23:17.000]  比如中國人沒有什麼功德
[00:23:17.000 --> 00:23:20.000]  中國人經常要講面子
[00:23:20.000 --> 00:23:23.000]  拉關係
[00:23:23.000 --> 00:23:26.000]  做事沒有什麼客觀規矩
[00:23:26.000 --> 00:23:29.000]  有權力就算了
[00:23:29.000 --> 00:23:32.000]  沒有正規按照規矩來做
[00:23:32.000 --> 00:23:35.000]  很多中國人
[00:23:35.000 --> 00:23:38.000]  尤其是如果你問我
[00:23:38.000 --> 00:23:41.000]  在中國幾千年裡面最令人心痛的就是
[00:23:41.000 --> 00:23:44.000]  權力的濫用
[00:23:44.000 --> 00:23:47.000]  有權的
[00:23:47.000 --> 00:23:50.000]  什麼都做得到
