
[00:00:00.000 --> 00:00:09.000]  各位觀眾 今天繼續講史特恆傳
[00:02:32.000 --> 00:02:37.000]  是因為他先有了這些 才選他去做執事
[00:02:37.000 --> 00:02:42.000]  所以選他做執事的第一個條件一定是屬靈的
[00:02:42.000 --> 00:02:44.000]  選了他做執事
[00:02:44.000 --> 00:02:49.000]  他有什麼呢 是被聖靈充滿大有信心滿得欣慰
[00:02:49.000 --> 00:02:51.000]  所以是一個很豐富的
[00:02:51.000 --> 00:02:55.000]  一個這麼豐富的人可以去做執事
[00:02:55.000 --> 00:02:57.000]  當然就不只是做執事了
[00:02:57.000 --> 00:03:00.000]  做執事只是其中一樣東西 管理飯食只是一樣東西
[00:03:00.000 --> 00:03:04.000]  再看下去 當時會堂的人和辯論
[00:03:04.000 --> 00:03:06.000]  在前面第六章很快
[00:03:06.000 --> 00:03:13.000]  當時的猶太人的辯論最初是和他講律法的東西
[00:03:13.000 --> 00:03:16.000]  發現是沒有辦法夠他說
[00:03:16.000 --> 00:03:19.000]  那就是說史提反是很熟讀聖經
[00:03:19.000 --> 00:03:25.000]  是很知道那個轉折 由舊約到新約
[00:03:25.000 --> 00:03:28.000]  史提反是一個猶太人
[00:03:28.000 --> 00:03:32.000]  他都好像其他猶太人一樣 至少去會堂聽聖經
[00:03:32.000 --> 00:03:37.000]  聽民事 聽法利賽人 聽他們的講道
[00:03:37.000 --> 00:03:40.000]  但現在信主因為基督的緣故
[00:03:40.000 --> 00:03:43.000]  他對於整個信仰是全新的看法
[00:03:43.000 --> 00:03:45.000]  而這個全新的看法
[00:03:45.000 --> 00:03:53.000]  是讓他和原來的朋友 原來一起成長的
[00:03:53.000 --> 00:03:57.000]  這班猶太人就有格格不入
[00:03:57.000 --> 00:03:59.000]  因為他太熟悉了
[00:03:59.000 --> 00:04:01.000]  因為他是從這個群體出來的
[00:04:01.000 --> 00:04:04.000]  所以原來的人是沒有辦法夠他說
[00:04:04.000 --> 00:04:08.000]  於是那些人不夠說 神學辯論就不夠說
[00:04:08.000 --> 00:04:11.000]  不夠說就出一些骯髒招
[00:04:11.000 --> 00:04:14.000]  就找人來反對他 跟著作假見證
[00:04:14.000 --> 00:04:21.000]  不單止作假見證 最後還掃出暴力殺了他
[00:04:21.000 --> 00:04:24.000]  希望不要在今天發生
[00:04:24.000 --> 00:04:34.000]  我們就要問 屍體犯之所以被人恨到要殺他
[00:04:34.000 --> 00:04:39.000]  我現在就和你重溫他這篇講章
[00:04:39.000 --> 00:04:43.000]  第七章 屍體犯講了什麼呢
[00:04:43.000 --> 00:04:46.000]  猶太人就控告他有幾樣東西
[00:04:46.000 --> 00:04:54.000]  控告有沒有效 我們在這裡不需要去深究
[00:04:54.000 --> 00:05:02.000]  不過猶太人控告就說他踐踏聖所和律法
[00:05:02.000 --> 00:05:09.000]  這個是成立的 因為耶穌曾經說他要拆毀聖殿
[00:05:09.000 --> 00:05:14.000]  他說他藐視聖所律法 改變摩西的規條
[00:05:14.000 --> 00:05:20.000]  也有些理由 因為他們不守安息日
[00:05:20.000 --> 00:05:27.000]  由於這個緣故 事實上早期教會真的有些東西
[00:05:27.000 --> 00:05:30.000]  和他們長大的人有不同
[00:05:30.000 --> 00:05:35.000]  現在屍體犯就按照他們的控訴去答辯
[00:05:35.000 --> 00:05:44.000]  他們的答辯基本上就是要將今天的教會和
[00:05:44.000 --> 00:05:49.000]  舊日猶太教的教堂的不同
[00:05:49.000 --> 00:05:53.000]  這個答辯有什麼呢 有四段
[00:05:53.000 --> 00:05:57.000]  第一段很長的 就是講到阿伯拉罕
[00:05:57.000 --> 00:06:02.000]  講到阿伯拉罕出吾爾去迦南
[00:06:02.000 --> 00:06:06.000]  重點是 如果你看這段聖經第七章
[00:06:06.000 --> 00:06:10.000]  現在你沒什麼時間看 你知道重點是什麼呢
[00:06:10.000 --> 00:06:16.000]  當時猶太人認為上帝是他們的神 不是外邦的神
[00:06:16.000 --> 00:06:20.000]  上帝只會與以色列人同在
[00:06:20.000 --> 00:06:26.000]  外邦不會有神的祝福 不會有神的同在
[00:06:26.000 --> 00:06:30.000]  但你會發現 事實上在整篇講章裡面
[00:06:30.000 --> 00:06:32.000]  是一直強調一樣東西
[00:06:32.000 --> 00:06:38.000]  就是上帝不只是耶路撒冷 不只是猶太群體
[00:06:38.000 --> 00:06:42.000]  原來上帝是全地的主 去到哪裡
[00:06:42.000 --> 00:06:44.000]  哪裡就是神聖的地方
[00:06:44.000 --> 00:06:49.000]  一開始 他說阿伯拉罕在吾爾
[00:06:49.000 --> 00:06:52.000]  上帝在吾爾向他顯現
[00:06:52.000 --> 00:06:57.000]  因此上帝是一個全地的主
[00:06:57.000 --> 00:07:01.000]  他在吾爾的時候 上帝已經在那裡
[00:07:01.000 --> 00:07:06.000]  所以吾爾不只是外邦 也是上帝掌管
[00:07:06.000 --> 00:07:10.000]  然後阿伯拉罕從吾爾離開吾爾去到哈蘭
[00:07:10.000 --> 00:07:17.000]  然後從哈蘭去到巴勒斯坦 即是今天的以色列
[00:07:17.000 --> 00:07:19.000]  但他補充了一樣
[00:07:19.000 --> 00:07:24.000]  他說當時巴勒斯坦都不是他 不是阿伯拉罕
[00:07:24.000 --> 00:07:27.000]  他連住的地方都沒有
[00:07:27.000 --> 00:07:32.000]  所以他說這個地方不是必然地是神要給的
[00:07:32.000 --> 00:07:38.000]  不是必然地 以至阿伯拉罕在那裡是寄居
[00:07:38.000 --> 00:07:45.000]  即是說真正有神的同在 不是一個固定的地方
[00:07:45.000 --> 00:07:47.000]  這是第一段
[00:07:47.000 --> 00:07:58.000]  第二段的重點是說到上帝的顯現 說話 猜險 應許 懲罰和拯救
[00:07:58.000 --> 00:08:03.000]  都不是在以色列地 不是在巴勒斯坦地
[00:08:03.000 --> 00:08:06.000]  都是在不同的地方出現
[00:08:06.000 --> 00:08:12.000]  上帝不是一個地區的神 也不是一個民族的神
[00:08:12.000 --> 00:08:20.000]  第二段是說約瑟 約瑟更加離奇
[00:08:20.000 --> 00:08:23.000]  約瑟被賣 大家知道這個故事很熟悉
[00:08:23.000 --> 00:08:29.000]  約瑟去了埃及 約瑟敬畏上帝
[00:08:29.000 --> 00:08:34.000]  約瑟是一個什麼人 改了埃及人的名字
[00:08:34.000 --> 00:08:40.000]  還娶埃及人做老婆 外邦 還生了很多個兒子
[00:08:40.000 --> 00:08:49.000]  約瑟是十個支派其中一個 生了馬來西亞 以法連
[00:08:49.000 --> 00:08:54.000]  馬來西亞 以法連都不是純正的阿伯拉罕
[00:08:54.000 --> 00:09:02.000]  好像以色列一定要取回自己的親戚 都不是 外邦 埃及人
[00:09:02.000 --> 00:09:07.000]  但以法連和馬來西亞就成為了兩個支派
[00:09:07.000 --> 00:09:15.000]  在這裡更加強調 約瑟是埃及一個敬拜偶像 外邦之地
[00:09:15.000 --> 00:09:19.000]  上帝可以與他同在 所以上帝與我們同在
[00:09:19.000 --> 00:09:24.000]  去到哪裡都可以與我們同在 只要我們的心和上帝一起
[00:09:24.000 --> 00:09:30.000]  神就與我們同在 是埃及 上帝仍然與我們同在
[00:09:30.000 --> 00:09:34.000]  後來全家人還搬到埃及 這是第二段
[00:09:34.000 --> 00:09:40.000]  第三段強調上帝無處不在 第三段是摩西
[00:09:40.000 --> 00:09:47.000]  摩西是上帝為以色列人預備的拯救者 分三個四十年
[00:09:47.000 --> 00:09:50.000]  第一個四十年是埃及長大很熟悉
[00:09:50.000 --> 00:09:56.000]  他見到自己同胞被欺壓 自己做主 又要殺死人等等
[00:09:56.000 --> 00:10:00.000]  後來事敗就走了 奇妙的地方
[00:10:00.000 --> 00:10:09.000]  史提芬強調摩西去到曠野 曠野見到上帝的顯現
[00:10:09.000 --> 00:10:17.000]  那時八十歲 八十歲的時候在西禮山上 上帝怎麼說呢
[00:10:17.000 --> 00:10:28.000]  上帝的顯現是荊棘的火 整個聖經都沒有提到上帝在聖殿的至聖所顯現
[00:10:28.000 --> 00:10:39.000]  但上帝竟然在曠野荊棘的火裏顯現 以致那個地方成為聖地
[00:10:39.000 --> 00:10:44.000]  而摩西要脫鞋 這是很強烈的
[00:10:44.000 --> 00:10:48.000]  史提芬講了這麼多 其實他強調了一樣東西
[00:10:48.000 --> 00:10:53.000]  當時猶太教認為他們是上帝選民 上帝在以色列當中
[00:10:53.000 --> 00:10:58.000]  外邦人不潔 神祝福他們 神就在這裏 如果你不去聖殿敬拜
[00:10:58.000 --> 00:11:01.000]  你就敬拜不到神 一定要上聖殿
[00:11:01.000 --> 00:11:06.000]  猶太人每一年男人如果不上聖殿 你就沒辦法聽上帝的話
[00:11:06.000 --> 00:11:13.000]  上帝就變成了一個地方的神 一個族群的神
[00:11:13.000 --> 00:11:19.000]  而史提芬這邊講的是一直強調 不是 你看看西禮山上帝已經顯現了
[00:11:19.000 --> 00:11:24.000]  這些是歷史來的 不過他們慢慢已經忘記了
[00:11:24.000 --> 00:11:33.000]  他們覺得這些是過去的事 摩西遵從上帝的吩咐去拯救以色列人
[00:11:33.000 --> 00:11:39.000]  中間還有的 但史提芬都沒有提及 只有上帝的名字等等
[00:11:39.000 --> 00:11:47.000]  後來到了曠野 出到曠野裏面就顯現了很多神蹟奇事
[00:11:47.000 --> 00:11:55.000]  但是史提芬強調雖然上帝有這麼多的大靈 但這些是不相信的
[00:11:55.000 --> 00:12:00.000]  即是說上帝一直要他們同在 但他們一直不相信
[00:12:00.000 --> 00:12:05.000]  一直抗拒上帝 一直要回埃及 他們這就是祖宗
[00:12:05.000 --> 00:12:10.000]  其實這群祖宗不是一群敬虔的祖宗 他們經常說要傳統傳統
[00:12:10.000 --> 00:12:14.000]  因為猶太人很重視傳統 傳統就是我們祖宗說什麼
[00:12:14.000 --> 00:12:23.000]  就將它們編成塔姆德教訓 祖宗很重要
[00:12:23.000 --> 00:12:30.000]  但史提芬一直說我們祖宗不是這麼敬虔的 其實我們祖宗一直不信的
[00:12:30.000 --> 00:12:37.000]  由埃及一直出來一直不信 一直要對抗上帝 是一個很大的矛盾
[00:12:37.000 --> 00:12:44.000]  然後第四段就說到大衛和所羅門 這裡就說到起聖典
[00:12:44.000 --> 00:12:56.000]  以色列一直強調就是帳篷的帳幕 上帝吩咐他們做的
[00:12:56.000 --> 00:12:59.000]  上帝吩咐他們這樣做 這樣做 這樣做
[00:12:59.000 --> 00:13:04.000]  然後按照會幕基本的形式 後來就起聖典
[00:13:04.000 --> 00:13:10.000]  上帝直接運著火柱帶領他們 由抗日進入到迦南地
[00:13:10.000 --> 00:13:16.000]  然後藥櫃也搬進去 跟著大衛就很想為上帝建一個殿
[00:13:16.000 --> 00:13:21.000]  後來就所羅門建好了 我們剛才讀的聖經
[00:13:21.000 --> 00:13:32.000]  史提芬就引述舊約成經 說聖殿並不能將上帝困在裡面
[00:13:32.000 --> 00:13:39.000]  主說天是我座位 地是我腳凳 你們要為我做何等的奠禹
[00:13:39.000 --> 00:13:45.000]  哪裡是我安息的地方 這一切都不是我所做的
[00:13:45.000 --> 00:13:51.000]  所以整個矛盾就在這裡 猶太人認為在外面流浪這麼多年
[00:13:51.000 --> 00:13:58.000]  現在我們真的去到應許之地 應許之地就是一個停留的地方
[00:13:58.000 --> 00:14:09.000]  不用落葉歸根 不需要流浪 聖殿建好了 上帝安頓了 啟示完成了
[00:14:09.000 --> 00:14:18.000]  史提芬說不是 如果這樣將聖殿作為最終極
[00:14:18.000 --> 00:14:28.000]  上帝可能連聖殿都不要 這對猶太教來說很震撼
[00:14:28.000 --> 00:14:32.000]  因為猶太教這時候已經成為了一個殿的宗教
[00:14:32.000 --> 00:14:41.000]  聖殿成為了整個核心 當史提芬這樣提的時候
[00:14:41.000 --> 00:14:47.000]  後面那幾句就很厲害 剛才是沒有讀到的 不是一節
[00:14:47.000 --> 00:14:54.000]  他說他們硬著頸項 心如異 未受國禮 上上抗拒聖靈
[00:14:54.000 --> 00:15:03.000]  祖宗怎樣你們也怎樣 所以史提芬所看的祖宗不像他們看的
[00:15:03.000 --> 00:15:09.000]  一個這麼重要的選民 上帝這麼愛的 所看的不是
[00:15:09.000 --> 00:15:19.000]  真正的上帝的選民是信心 你去到那裏就像阿布拉罕 摩西
[00:15:19.000 --> 00:15:25.000]  你去到那裏有信心 依靠主 那就是聖殿
[00:15:25.000 --> 00:15:30.000]  當你和神同在 那就是神聖的地方
[00:15:30.000 --> 00:15:39.000]  這正正就是當時猶太教要建立一個系統 面對的一個最大的矛盾
[00:15:39.000 --> 00:15:46.000]  我就將這兩個作為教會模式的衝突
[00:15:46.000 --> 00:15:54.000]  史提芬所說的整個模式 由他開始說阿布拉罕直到大衛之前
[00:15:54.000 --> 00:16:05.000]  他在說一個叫做逢車式的模式 就是上帝的子民在這個世上一直向前走
[00:16:05.000 --> 00:16:11.000]  而不會停止 但另一種就叫做代理式
[00:16:11.000 --> 00:16:21.000]  什麼叫做代理式呢 代理式就是上帝已經交托了命令
[00:16:21.000 --> 00:16:26.000]  他已經承受了 成為了上帝的代理人
[00:16:26.000 --> 00:16:32.000]  他們就有權柄 有權威 就可以代表上帝發施號令
[00:16:32.000 --> 00:16:37.000]  但逢車式不是 是不斷領受上帝所給他們的意象
[00:16:37.000 --> 00:16:43.000]  是不斷向著公眾的信仰 有一切感恩的 是以人為主的
[00:16:43.000 --> 00:17:01.000]  這兩個模式正正就是史提反所提出的早期教會和當時有的猶太教兩個很大的矛盾
[00:17:01.000 --> 00:17:11.000]  如果早期教會這個在猶太人當中傳開的時候 整個猶太教就會崩潰
[00:17:11.000 --> 00:17:21.000]  那些人是很生氣的 不可以讓這樣的二段思想 這樣的顛覆性思想流傳下去
[00:17:21.000 --> 00:17:28.000]  這個就是逢車式 逢車式的教會是有根據的
[00:17:28.000 --> 00:17:42.000]  希伯來書十一章十三到十六節就是將這種教會的形式很清晰地說出來
[00:17:42.000 --> 00:17:46.000]  希伯來書怎麼說呢 其實希伯來書都是講歷史的
[00:17:46.000 --> 00:17:50.000]  都是講阿布拉罕一直下來的信心歷史 是不是
[00:17:50.000 --> 00:17:54.000]  那希伯來書怎麼說呢 正正就是史提反所說的
[00:17:54.000 --> 00:17:59.000]  這些人是存著信心死的 並沒有得到所應許
[00:17:59.000 --> 00:18:04.000]  還沒有得到 因為要到將來才得到 所以還沒有完的
[00:18:04.000 --> 00:18:06.000]  不要停的 要繼續向前
[00:18:06.000 --> 00:18:13.000]  他說他們從遠處望見 歡喜迎接 又承認自己在世上是客裡寄居
[00:18:13.000 --> 00:18:19.000]  逢車式就是我們直到死那天 我們仍然是向前
[00:18:19.000 --> 00:18:24.000]  是末世 教會是末世 教會不是一個機構
[00:18:24.000 --> 00:18:28.000]  不是一個特權階級 是一個不斷的向前
[00:18:28.000 --> 00:18:32.000]  他還說 說者說的人是表明自己要找一個家鄉
[00:18:32.000 --> 00:18:37.000]  他們若想念所離開的家鄉 還有可以回去的
[00:18:37.000 --> 00:18:41.000]  哈文卻羨慕一個更美的家鄉 就是天上
[00:18:41.000 --> 00:18:45.000]  所以上帝稱他們為他們的神 並不以為此
[00:18:45.000 --> 00:18:48.000]  因為他們已經被他們一座城
[00:18:48.000 --> 00:18:52.000]  逢車式的教會 以色列人由他出埃及一直向前
[00:18:52.000 --> 00:18:59.000]  是應該要繼續向前 是仰望將來的家鄉 未來的天國
[00:18:59.000 --> 00:19:04.000]  因此教會永遠是末世性 我們今天在世上是一個過渡
[00:19:04.000 --> 00:19:11.000]  而我們的盼望在未來 我們所有做的事就是為著這個世界
[00:19:11.000 --> 00:19:18.000]  未信主的人 為他們的好處 讓他們加入我們的隊伍 一起向前
[00:19:18.000 --> 00:19:27.000]  但對猶太人來說 選民就是選民 選民就是固定的數目
[00:19:27.000 --> 00:19:33.000]  外邦人就是沒有份的 猶太人是特殊階級
[00:19:33.000 --> 00:19:36.000]  上帝很愛他們 上帝是他們的神
[00:19:36.000 --> 00:19:43.000]  上帝成為了猶太人一個族群的神 上帝慢慢也成為地區的神
[00:19:43.000 --> 00:19:49.000]  所以這種思想就令到這個矛盾 衝突很大
[00:19:49.000 --> 00:19:55.000]  如果用一種代理式教會的時候 猶太人就會覺得
[00:19:55.000 --> 00:20:01.000]  上帝已經確立了一個神聖機構 就是他們這班民士
[00:20:01.000 --> 00:20:10.000]  透過他們 上帝將恩典來供應 後來的羅馬天主教就很像這個形式
[00:20:10.000 --> 00:20:18.000]  所有的神父教皇就是上帝特別代理 聖信是不可以參與的
[00:20:18.000 --> 00:20:24.000]  教會成為了分發恩典的地方 你不去教會就沒有辦法領受聖餐
[00:20:24.000 --> 00:20:29.000]  你就沒有辦法得救 這種特權是由專人來打理的
[00:20:29.000 --> 00:20:34.000]  利美人 祭司 民士 他們可以決定一切宗教的事
[00:20:34.000 --> 00:20:40.000]  其他人沒有聲音 他們才有權領受上帝的道
[00:20:40.000 --> 00:20:44.000]  其他人沒有權 也沒有能力
[00:20:44.000 --> 00:20:48.000]  所以這種代理式在猶太教是這樣的
[00:20:48.000 --> 00:20:53.000]  溫斯坦丁之後直到宗教改革都是這樣
[00:20:53.000 --> 00:20:57.000]  因為他們是有牌的 因為上帝給他們
[00:20:57.000 --> 00:21:04.000]  耶穌在結證聖典的時候問他們 你憑什麼權柄 你有沒有牌呢
[00:21:04.000 --> 00:21:08.000]  你沒有牌就結證聖典 我們有牌 你沒有牌
[00:21:08.000 --> 00:21:16.000]  他們這班這樣的思維 所謂的代理式教會是固定的 不可以變
[00:21:16.000 --> 00:21:22.000]  規條傳統成為大前提 所以猶太人有很多的規條
[00:21:22.000 --> 00:21:27.000]  這些都不是聖經 但是慢慢發展出來的
[00:21:27.000 --> 00:21:32.000]  很多的規條 越來越多的 我不是說藍波
[00:21:32.000 --> 00:21:39.000]  總之這些東西 比如結證 洗手 怎樣洗呢
[00:21:39.000 --> 00:21:44.000]  不是真的這樣洗 你知道猶太人洗手
[00:21:44.000 --> 00:21:52.000]  洗手的時候用一個很小的杯子 倒水 水一定有五個指頭都有水滴出來
[00:21:52.000 --> 00:21:56.000]  這樣就叫乾淨 它不是衛生 它不是偽健康 是宗教
[00:21:56.000 --> 00:22:02.000]  你要這樣滴了五滴水就結證了
[00:22:02.000 --> 00:22:06.000]  守安息日不可以做什麼不可以做什麼
[00:22:06.000 --> 00:22:13.000]  所以猶太人的酒店到了安息日是層層停的
[00:22:13.000 --> 00:22:16.000]  如果是30層樓 你要上來要半個小時 為什麼呢
[00:22:16.000 --> 00:22:19.000]  因為你不可以按按鈕 按鈕是做事的
[00:22:19.000 --> 00:22:23.000]  因此你到了安息日就要等到層層停
[00:22:23.000 --> 00:22:31.000]  一層層停才可以出入 這些規條就是由他們一直發展出來
[00:22:31.000 --> 00:22:35.000]  現在嚴格遵守 不遵守就要用石頭打死你
[00:22:35.000 --> 00:22:39.000]  今天不敢打死你 但是很嚴厲
[00:22:39.000 --> 00:22:44.000]  斯尼分析提出 是不是這樣 以什麼為中心 以人為中心
[00:22:44.000 --> 00:22:47.000]  安息日是為人而設的 這是耶穌所說的
[00:22:47.000 --> 00:22:49.000]  這個矛盾就很大
[00:22:49.000 --> 00:22:53.000]  逢奢斯的教會是一種普世的
[00:22:53.000 --> 00:22:57.000]  因為它一直向前 經歷這個世界
[00:22:57.000 --> 00:23:03.000]  它是以耶穌所說的救主 向貧窮的人開放
[00:23:03.000 --> 00:23:11.000]  向富有人開放 無分彼此 所保羅 維羅 自主 男的女的
[00:23:11.000 --> 00:23:16.000]  都在教會裏面成為合一 是不會分的
[00:23:16.000 --> 00:23:20.000]  不會說有錢人不可以來 窮人來也不會
[00:23:20.000 --> 00:23:23.000]  窮人可以來 有錢人可以來 知識份子可以來
[00:23:23.000 --> 00:23:26.000]  沒有讀書的人可以來 老的可以來 小的可以來
[00:23:26.000 --> 00:23:30.000]  都在基督的救恩下成為一
[00:23:30.000 --> 00:23:39.000]  這個逢奢式的教會就是一個按照上帝的吩咐而向前
[00:23:39.000 --> 00:23:46.000]  但代理式的教會在猶太教裏面當時在宗教上是追求專業
[00:23:46.000 --> 00:23:51.000]  所以追求專業的意思就是他們有很多信仰的問題
[00:23:51.000 --> 00:23:59.000]  是由專人解答 文士和律法師 公會是有很詳細的法規
[00:23:59.000 --> 00:24:03.000]  他們是他立目 是有很仔細的指引
[00:24:03.000 --> 00:24:08.000]  而這些慢慢就成為了很複雜的遺傳
[00:24:08.000 --> 00:24:15.000]  本來是幫助人明白律法 但聖經才是真正和上帝領受話語
[00:24:15.000 --> 00:24:19.000]  但聖經就被蒙蔽了 因為人是看不到聖經
[00:24:19.000 --> 00:24:23.000]  只是看到遺傳 教你神是這樣教導
[00:24:23.000 --> 00:24:28.000]  但神不是真的這樣教導 已經被人解釋了
[00:24:28.000 --> 00:24:33.000]  結果耶穌就說 供養父母是最人性的
[00:24:33.000 --> 00:24:38.000]  他們就說我們作為國以板 已經奉獻了 所以不用供養
[00:24:38.000 --> 00:24:44.000]  結果人類遺傳就被利用了 而真正上帝的心意就不得顯明
[00:24:44.000 --> 00:24:51.000]  這些就是正正那個矛盾慢慢浮現出來 而且更加厲害
[00:24:51.000 --> 00:25:02.000]  逢車室教會考慮人的需要 因為耶穌基督一直向前
[00:25:02.000 --> 00:25:10.000]  因為他沒有固定的制度 主要是讓人進入教會明白主導
[00:25:10.000 --> 00:25:15.000]  這個才是最重要 所以他整個是以愛心出發的
[00:25:15.000 --> 00:25:23.000]  因為這個緣故會因時度勢而改變 會看到基督教會一直改變
[00:25:23.000 --> 00:25:32.000]  過去舉個例子 禮儀教會崇拜是很嚴格的
[00:25:32.000 --> 00:25:38.000]  我有個學生在聖公會工作 參加崇拜
[00:25:38.000 --> 00:25:48.000]  他移民前後都追不到 我這麼熟悉都追不到
[00:25:48.000 --> 00:25:53.000]  我就問他可不可以改變 他說不行
[00:25:53.000 --> 00:25:57.000]  我說不是的 教會的聖公會已經改變了
[00:25:57.000 --> 00:26:04.000]  他說是嗎 你去西人的聖公會看看 你還抱殘守缺 一成不變
[00:26:04.000 --> 00:26:08.000]  誰要人家崇拜 悶死人了
[00:26:08.000 --> 00:26:11.000]  他說是嗎 教會的聖公會變成這樣 你去看看
[00:26:11.000 --> 00:26:17.000]  我就去了一間看 現在新的聖公會全部用powerpoint
[00:26:17.000 --> 00:26:22.000]  我去教會講道不准用powerpoint 死火 不用powerpoint
[00:26:22.000 --> 00:26:27.000]  現在越來越難講 他們不准用powerpoint
[00:26:27.000 --> 00:26:32.000]  我說不是的 西人的聖公會全部用powerpoint
[00:26:32.000 --> 00:26:40.000]  聖公會的聖餐要跪在那裡 拿著杯子 牧師喝完就給你喝
[00:26:40.000 --> 00:26:45.000]  你喝完就給隔壁的人喝 最後那個愛滋病
[00:26:45.000 --> 00:26:49.000]  喝到最後我沒那麼大信心 當然不喝了
[00:26:49.000 --> 00:26:55.000]  不喝就不來 我說已經變了 你不去看看
[00:26:55.000 --> 00:27:01.000]  我去那個教會 你知不知道現在他們變成這個地步
[00:27:01.000 --> 00:27:08.000]  真的很進步 聖餐那個牧師就說有兩種
[00:27:08.000 --> 00:27:15.000]  一種是傳統 就是杯子 牧師喝完就給你喝
[00:27:15.000 --> 00:27:19.000]  這是第一種 第二種是派餐 給杯子
[00:27:19.000 --> 00:27:26.000]  都在前面 前面就派 你可以選擇 我當然選擇拿杯子
[00:27:26.000 --> 00:27:30.000]  我發現80%的人都在前面拿杯子
[00:27:30.000 --> 00:27:34.000]  剩下的那些就快死了 沒所謂了
[00:27:34.000 --> 00:27:40.000]  就去喝大杯 大杯是很少人的
[00:27:40.000 --> 00:27:45.000]  震一震出來 張開口就倒給他
[00:27:45.000 --> 00:27:49.000]  你想想都變了 我跟他說 你整天抱殘手圈
[00:27:49.000 --> 00:27:52.000]  又說傳統是這樣傳統是這樣 其實不是
[00:27:52.000 --> 00:27:55.000]  你看人家都在變 很多東西都在變
[00:27:55.000 --> 00:28:01.000]  問題是這些是不是等於違反上帝呢
[00:28:01.000 --> 00:28:06.000]  聖經沒有說的 聖經有沒有說怎樣要師生才是真正的
[00:28:06.000 --> 00:28:10.000]  沒有的 紀念主 按照聖經教導就可以了
[00:28:10.000 --> 00:28:12.000]  很多的東西你是可以改變
[00:28:12.000 --> 00:28:16.000]  這個就是我們為了人的需要
[00:28:16.000 --> 00:28:18.000]  我又不是說要變得很厲害
[00:28:18.000 --> 00:28:23.000]  你仍然有聖經根據 但有很多東西是可以改變的
[00:28:23.000 --> 00:28:27.000]  那個疑問就打出來了 就不用你揭來揭去
[00:28:27.000 --> 00:28:29.000]  就變得很容易 人家一看的時候
[00:28:29.000 --> 00:28:35.000]  大家好 師哥 今天是甚麼節日 讀甚麼的禮文
[00:28:35.000 --> 00:28:39.000]  在那個powerpoint看完 就很舒服了
[00:28:39.000 --> 00:28:43.000]  教會有很多人 你都不要說禮儀教會都會死
[00:28:43.000 --> 00:28:46.000]  不一定的 如果我們不急起直追
[00:28:46.000 --> 00:28:48.000]  可能我們死他不死
[00:28:48.000 --> 00:28:56.000]  不要說藍波字 說一下我的經驗
[00:28:56.000 --> 00:29:03.000]  我1995年回香港見了神恩教書
[00:29:03.000 --> 00:29:11.000]  我母會在大埔塘 我母會是禮賢會 信義中的
