
[00:00:00.000 --> 00:00:02.000]  請我們再一次同心 和祈禱
[00:03:20.000 --> 00:03:22.000]  奇勒基普說了一句粗口
[00:03:22.000 --> 00:03:24.000]  三字經
[00:03:24.000 --> 00:03:26.000]  引起全美國的共同
[00:03:26.000 --> 00:03:28.000]  你猜今天在社會裏
[00:03:28.000 --> 00:03:30.000]  會不會因為那句粗口
[00:03:30.000 --> 00:03:32.000]  就有人投訴呢
[00:03:32.000 --> 00:03:34.000]  絕對不會
[00:03:34.000 --> 00:03:36.000]  你看看我們今天的立法會議員
[00:03:36.000 --> 00:03:38.000]  在莊嚴的立法會裏
[00:03:38.000 --> 00:03:40.000]  竟然有議員爆粗
[00:03:40.000 --> 00:03:42.000]  這個社會好像已經
[00:03:42.000 --> 00:03:44.000]  習慣了
[00:03:44.000 --> 00:03:46.000]  甚至在大學裏
[00:03:46.000 --> 00:03:48.000]  好幾年前中文大學
[00:03:48.000 --> 00:03:50.000]  學生會有色情版
[00:03:50.000 --> 00:03:52.000]  還賣廣告
[00:03:52.000 --> 00:03:54.000]  九龍塘哪間哪間最正
[00:03:54.000 --> 00:03:56.000]  連價錢表都在
[00:03:56.000 --> 00:03:58.000]  離譜
[00:03:58.000 --> 00:04:00.000]  事實上在今天這個社會裏
[00:04:00.000 --> 00:04:02.000]  講性別是被人笑
[00:04:02.000 --> 00:04:04.000]  我記得我
[00:04:04.000 --> 00:04:06.000]  大學畢業出來的時候
[00:04:06.000 --> 00:04:08.000]  我有一間中學教書
[00:04:08.000 --> 00:04:10.000]  我發名叫性人蘇
[00:04:10.000 --> 00:04:12.000]  絕對不是公為的說話
[00:04:12.000 --> 00:04:14.000]  不是公為
[00:04:14.000 --> 00:04:16.000]  在他們的心目中
[00:04:16.000 --> 00:04:18.000]  覺得中國人都說
[00:04:18.000 --> 00:04:20.000]  食色性也
[00:04:20.000 --> 00:04:22.000]  人性何必遮遮掩掩
[00:04:22.000 --> 00:04:24.000]  不如大大方方
[00:04:24.000 --> 00:04:26.000]  甚至是
[00:04:26.000 --> 00:04:28.000]  即是
[00:04:28.000 --> 00:04:30.000]  試下都無所謂
[00:04:30.000 --> 00:04:32.000]  一種開明誠實的表現
[00:04:32.000 --> 00:04:34.000]  性別只是用
[00:04:34.000 --> 00:04:36.000]  修道院的修士
[00:04:36.000 --> 00:04:38.000]  那裏沒有電視沒有電腦
[00:04:38.000 --> 00:04:40.000]  那你就可以做性人
[00:04:40.000 --> 00:04:42.000]  在今天這個社會裏
[00:04:42.000 --> 00:04:44.000]  歌台舞者勁道新星
[00:04:44.000 --> 00:04:46.000]  在這個社會裏
[00:04:46.000 --> 00:04:48.000]  全部開放周圍都是
[00:04:48.000 --> 00:04:50.000]  引誘你講做性人
[00:04:50.000 --> 00:04:52.000]  你是哪個世紀來的
[00:04:52.000 --> 00:04:56.000]  你是哪個星球來的
[00:04:56.000 --> 00:04:58.000]  事實上我們今天對
[00:04:58.000 --> 00:05:00.000]  這個問題
[00:05:00.000 --> 00:05:02.000]  即是性別這個問題
[00:05:02.000 --> 00:05:04.000]  人家會告訴你
[00:05:04.000 --> 00:05:06.000]  你基督教是甚麼
[00:05:06.000 --> 00:05:08.000]  淑寧塔利班
[00:05:08.000 --> 00:05:10.000]  遮遮掩掩不夠大方
[00:05:10.000 --> 00:05:14.000]  事實上是虛偽的
[00:05:14.000 --> 00:05:16.000]  你去說人的時候
[00:05:16.000 --> 00:05:18.000]  你將你的站在道德的高台裏
[00:05:18.000 --> 00:05:20.000]  去壓在家主人身上
[00:05:20.000 --> 00:05:22.000]  和社會完全脫節的
[00:05:22.000 --> 00:05:24.000]  事實上
[00:05:24.000 --> 00:05:26.000]  在今天有很多人
[00:05:26.000 --> 00:05:28.000]  甚至在基督教圈子裏面
[00:05:28.000 --> 00:05:30.000]  對性別這個詞句
[00:05:30.000 --> 00:05:32.000]  和這個觀念
[00:05:32.000 --> 00:05:34.000]  是很大很大的誤解
[00:05:34.000 --> 00:05:36.000]  有人以為性別
[00:05:36.000 --> 00:05:38.000]  是甚麼意思
[00:05:38.000 --> 00:05:40.000]  有直頭髮
[00:05:40.000 --> 00:05:42.000]  不思積粉
[00:05:42.000 --> 00:05:44.000]  毫無樂趣
[00:05:44.000 --> 00:05:46.000]  不苟言笑
[00:05:46.000 --> 00:05:48.000]  拉長臉口
[00:05:48.000 --> 00:05:50.000]  沒有性慾
[00:05:50.000 --> 00:05:52.000]  每天幾個小時祈禱
[00:05:52.000 --> 00:05:54.000]  每句都要說哈利路亞
[00:05:54.000 --> 00:05:56.000]  四點鐘起床就做靈修
[00:05:56.000 --> 00:05:58.000]  活像個好像柳夏惠一樣
[00:05:58.000 --> 00:06:00.000]  我們以為這樣就叫性別
[00:06:00.000 --> 00:06:02.000]  在今天裏面
[00:06:02.000 --> 00:06:04.000]  誰可以做到這樣
[00:06:04.000 --> 00:06:06.000]  我們基督徒飲飲食食
[00:06:06.000 --> 00:06:08.000]  一會兒染頭髮
[00:06:08.000 --> 00:06:10.000]  一會兒塗香水
[00:06:10.000 --> 00:06:12.000]  這些完全不性別
[00:06:12.000 --> 00:06:14.000]  不屬靈的
[00:06:14.000 --> 00:06:16.000]  我們有一種很古怪的觀念
[00:06:16.000 --> 00:06:18.000]  在我們的腦袋裏面
[00:06:18.000 --> 00:06:20.000]  其實
[00:06:20.000 --> 00:06:22.000]  性別基本上
[00:06:22.000 --> 00:06:24.000]  有兩大錯誤的理解
[00:06:24.000 --> 00:06:26.000]  一般人以為性別
[00:06:26.000 --> 00:06:28.000]  是外在的問題
[00:06:28.000 --> 00:06:30.000]  其實性別基本上是內在的問題
[00:06:30.000 --> 00:06:32.000]  有很多人以為性別
[00:06:32.000 --> 00:06:34.000]  就是做某些事
[00:06:34.000 --> 00:06:36.000]  就叫性別
[00:06:36.000 --> 00:06:38.000]  性別其實意思不是這樣
[00:06:38.000 --> 00:06:40.000]  在希臘哈吉亞斯的意思是
[00:06:40.000 --> 00:06:42.000]  分別出來
[00:06:42.000 --> 00:06:44.000]  這個地方叫聖堂
[00:06:44.000 --> 00:06:46.000]  不是因為這個地方特別性別所以叫聖堂
[00:06:46.000 --> 00:06:48.000]  是分別出來去敬拜神
[00:06:48.000 --> 00:06:50.000]  所以叫聖堂
[00:06:50.000 --> 00:06:52.000]  我們稱為聖徒
[00:06:52.000 --> 00:06:54.000]  不是因為我們被人道德高很多
[00:06:54.000 --> 00:06:56.000]  我們基督徒只不過是承認自己是罪人
[00:06:56.000 --> 00:06:58.000]  不成功的時候
[00:06:58.000 --> 00:07:00.000]  所以在上帝面前認罪我們才叫聖徒
[00:07:00.000 --> 00:07:02.000]  是分別出來的意思
[00:07:02.000 --> 00:07:04.000]  今天我們做聖功
[00:07:04.000 --> 00:07:06.000]  不是那份功是特別甚麼
[00:07:06.000 --> 00:07:08.000]  是分別出來的
[00:07:08.000 --> 00:07:10.000]  聖詩不是那些特別的旋律
[00:07:10.000 --> 00:07:12.000]  特別是聖結
[00:07:12.000 --> 00:07:14.000]  不是的,是分別出來的
[00:07:14.000 --> 00:07:16.000]  去歌頌敬拜上帝
[00:07:16.000 --> 00:07:18.000]  那些叫聖聲是分別出來的意思
[00:07:18.000 --> 00:07:20.000]  聖結是內在的
[00:07:20.000 --> 00:07:22.000]  大家聽過
[00:07:22.000 --> 00:07:24.000]  一個這樣的故事
[00:07:24.000 --> 00:07:26.000]  就是日本的禪宗有一個故事
[00:07:26.000 --> 00:07:28.000]  有一次有兩個和尚
[00:07:28.000 --> 00:07:30.000]  要過河
[00:07:30.000 --> 00:07:32.000]  突然有一個很漂亮的女孩
[00:07:32.000 --> 00:07:34.000]  來問師傅
[00:07:34.000 --> 00:07:36.000]  我不敢過河,你可不可以抱我過去
[00:07:36.000 --> 00:07:38.000]  師弟一句不說就抱著女孩
[00:07:38.000 --> 00:07:40.000]  過了河
[00:07:40.000 --> 00:07:42.000]  過了河之後女孩就離開了
[00:07:42.000 --> 00:07:44.000]  那兩個和尚就繼續
[00:07:44.000 --> 00:07:46.000]  去自己的旅程
[00:07:46.000 --> 00:07:48.000]  大概過了一個小時
[00:07:48.000 --> 00:07:50.000]  師兄受不了
[00:07:50.000 --> 00:07:52.000]  就去跟師弟說
[00:07:52.000 --> 00:07:54.000]  師弟,你犯了彌天大罪
[00:07:54.000 --> 00:07:56.000]  男女授受不親
[00:07:56.000 --> 00:07:58.000]  你竟然抬著女孩過河
[00:07:58.000 --> 00:08:00.000]  師弟跟師兄說
[00:08:00.000 --> 00:08:02.000]  師兄,一個小時前
[00:08:02.000 --> 00:08:04.000]  我已經放下女孩
[00:08:04.000 --> 00:08:06.000]  為什麼你現在還不放下
[00:08:06.000 --> 00:08:08.000]  女孩
[00:08:08.000 --> 00:08:12.000]  聖結是內在的問題
[00:08:12.000 --> 00:08:14.000]  基本上是內在
[00:08:14.000 --> 00:08:16.000]  耶穌基督說
[00:08:16.000 --> 00:08:18.000]  你心裡動了淫念
[00:08:18.000 --> 00:08:20.000]  就已經犯了奸淫
[00:08:20.000 --> 00:08:22.000]  是內心的問題
[00:08:22.000 --> 00:08:24.000]  所以在
[00:08:24.000 --> 00:08:26.000]  希伯來書
[00:08:26.000 --> 00:08:28.000]  我們剛才讀第十二章一至十二
[00:08:28.000 --> 00:08:30.000]  說完人生就好像賽跑一樣
[00:08:30.000 --> 00:08:32.000]  人生就好像賽跑
[00:08:32.000 --> 00:08:34.000]  他用賽跑
[00:08:34.000 --> 00:08:36.000]  用管教
[00:08:36.000 --> 00:08:38.000]  用習備
[00:08:38.000 --> 00:08:40.000]  幾幅圖畫來描繪
[00:08:40.000 --> 00:08:42.000]  然後去到第十二至十三節的時候
[00:08:42.000 --> 00:08:44.000]  他就勉勵那些信徒
[00:08:44.000 --> 00:08:46.000]  所以你們要把下垂你的手
[00:08:46.000 --> 00:08:48.000]  髮絲的腿挺起來
[00:08:48.000 --> 00:08:50.000]  也要為自己的腳把道路修直
[00:08:50.000 --> 00:08:52.000]  使瓊子不止歪腳
[00:08:52.000 --> 00:08:54.000]  反德存義
[00:08:54.000 --> 00:08:58.000]  接著希伯來書的作者
[00:08:58.000 --> 00:09:00.000]  用了一幅圖畫來告訴你
[00:09:00.000 --> 00:09:02.000]  人生就好像
[00:09:02.000 --> 00:09:04.000]  走一條很長很長的路
[00:09:04.000 --> 00:09:06.000]  在這條路裡面
[00:09:06.000 --> 00:09:08.000]  你要小心
[00:09:08.000 --> 00:09:10.000]  有很多陷阱
[00:09:10.000 --> 00:09:12.000]  很容易掉進陷阱裡面
[00:09:12.000 --> 00:09:14.000]  所以在第十五節的時候
[00:09:14.000 --> 00:09:16.000]  他就提出三個陷阱
[00:09:16.000 --> 00:09:18.000]  提防陷阱
[00:09:18.000 --> 00:09:20.000]  十五節十六節又要謹慎
[00:09:20.000 --> 00:09:22.000]  恐怕有人失了神的恩
[00:09:22.000 --> 00:09:24.000]  恐怕有毒根伸出來擾亂你們
[00:09:24.000 --> 00:09:26.000]  因此叫眾人尖嚴污衛
[00:09:26.000 --> 00:09:28.000]  恐怕有淫亂的
[00:09:28.000 --> 00:09:30.000]  全貪戀世俗
[00:09:30.000 --> 00:09:32.000]  如已掃的
[00:09:32.000 --> 00:09:34.000]  希伯來書的作者提出有三個陷阱
[00:09:34.000 --> 00:09:36.000]  三個陷阱
[00:09:36.000 --> 00:09:38.000]  往往叫我們掉下去
[00:09:38.000 --> 00:09:40.000]  第一個陷阱是什麼呢
[00:09:40.000 --> 00:09:42.000]  恐怕有人失了神的恩
[00:09:42.000 --> 00:09:44.000]  第一個恐怕就是恐怕有人
[00:09:44.000 --> 00:09:46.000]  失了神的恩
[00:09:46.000 --> 00:09:48.000]  第二個恐怕恐怕有毒根伸出來
[00:09:48.000 --> 00:09:50.000]  擾亂你們叫你們尖嚴污衛
[00:09:50.000 --> 00:09:52.000]  第三個恐懼就是有淫亂的
[00:09:52.000 --> 00:09:54.000]  全貪戀世俗
[00:09:54.000 --> 00:09:56.000]  如已掃的
[00:09:56.000 --> 00:09:58.000]  剛才我說
[00:09:58.000 --> 00:10:00.000]  希伯來書的作者他告訴我們
[00:10:00.000 --> 00:10:02.000]  人生就好像跑一條很長很長的路
[00:10:02.000 --> 00:10:04.000]  在這條路裡面
[00:10:04.000 --> 00:10:06.000]  是有三個很大的危險
[00:10:06.000 --> 00:10:08.000]  第一危險
[00:10:08.000 --> 00:10:10.000]  所以一開始的時候說你們要謹慎
[00:10:10.000 --> 00:10:12.000]  謹慎的希涅曼這個字
[00:10:12.000 --> 00:10:14.000]  Abiscopal這個字
[00:10:14.000 --> 00:10:16.000]  是由各個名詞
[00:10:16.000 --> 00:10:18.000]  Abiscopal這個字
[00:10:18.000 --> 00:10:20.000]  同一個字根的意思就是監督
[00:10:20.000 --> 00:10:22.000]  看著
[00:10:22.000 --> 00:10:24.000]  免得
[00:10:24.000 --> 00:10:26.000]  行差踏錯
[00:10:26.000 --> 00:10:28.000]  所以這個字叫謹慎啊
[00:10:28.000 --> 00:10:30.000]  小心啊 看著啊 留神啊
[00:10:30.000 --> 00:10:32.000]  因為為什麼前面有很多陷阱
[00:10:32.000 --> 00:10:34.000]  分分鐘掉下去
[00:10:34.000 --> 00:10:36.000]  你可不可以想像我們走來的時候
[00:10:36.000 --> 00:10:38.000]  全部佈滿地雷
[00:10:38.000 --> 00:10:40.000]  你要小心啊
[00:10:40.000 --> 00:10:42.000]  你踩到地雷的時候爆死
[00:10:42.000 --> 00:10:44.000]  人生的路向裡面
[00:10:44.000 --> 00:10:46.000]  就有很多地雷
[00:10:46.000 --> 00:10:48.000]  最低限度有三個地雷
[00:10:48.000 --> 00:10:50.000]  第一個地雷就是
[00:10:50.000 --> 00:10:52.000]  恐怕有人失了神的恩
[00:10:52.000 --> 00:10:54.000]  恐怕有人失了神的恩
[00:10:54.000 --> 00:10:56.000]  恐怕有人失了神的恩
[00:10:56.000 --> 00:10:58.000]  什麼叫失去呢
[00:10:58.000 --> 00:11:00.000]  原文這個字很有趣
[00:11:00.000 --> 00:11:02.000]  中文翻譯呢
[00:11:02.000 --> 00:11:04.000]  就很容易去誤解
[00:11:04.000 --> 00:11:06.000]  失了神的恩
[00:11:06.000 --> 00:11:08.000]  就沒有了上帝的恩典
[00:11:08.000 --> 00:11:10.000]  大錯特錯
[00:11:10.000 --> 00:11:12.000]  絕對不是這個意思
[00:11:12.000 --> 00:11:14.000]  恐怕有失去神的恩
[00:11:14.000 --> 00:11:16.000]  失去這個字
[00:11:16.000 --> 00:11:18.000]  失去這個字
[00:11:18.000 --> 00:11:20.000]  希臘文的這個字
[00:11:20.000 --> 00:11:22.000]  Osteria
[00:11:22.000 --> 00:11:24.000]  是一幅
[00:11:24.000 --> 00:11:26.000]  我想有人去過旅行就知道
[00:11:26.000 --> 00:11:28.000]  那些鴨仔團
[00:11:28.000 --> 00:11:30.000]  我想有些人都去過鴨仔團
[00:11:30.000 --> 00:11:32.000]  去過旅行團的時候
[00:11:32.000 --> 00:11:34.000]  那些領隊
[00:11:34.000 --> 00:11:36.000]  就要數一下有多少人
[00:11:36.000 --> 00:11:38.000]  會不會數漏一個
[00:11:38.000 --> 00:11:40.000]  數漏一個呢 喂 丟了一個了
[00:11:40.000 --> 00:11:42.000]  不知道漏了去哪裡
[00:11:42.000 --> 00:11:44.000]  漏到筲箕灣
[00:11:44.000 --> 00:11:46.000]  我們來到中環
[00:11:46.000 --> 00:11:48.000]  失了 失去一個
[00:11:48.000 --> 00:11:50.000]  這個人迷失了
[00:11:50.000 --> 00:11:52.000]  這個人迷失了
[00:11:52.000 --> 00:11:54.000]  失了這個字呢 不是lose
[00:11:54.000 --> 00:11:56.000]  不是英文的lose 是miss
[00:11:56.000 --> 00:11:58.000]  miss了一個
[00:11:58.000 --> 00:12:00.000]  沒有了一個
[00:12:00.000 --> 00:12:02.000]  沒有達到目的地
[00:12:02.000 --> 00:12:04.000]  Osteria是指
[00:12:04.000 --> 00:12:06.000]  沒有達到目的地
[00:12:06.000 --> 00:12:08.000]  我想到
[00:12:08.000 --> 00:12:10.000]  好幾年前
[00:12:10.000 --> 00:12:12.000]  我和Wolf一班弟兄姊妹去以色列
[00:12:12.000 --> 00:12:14.000]  去以色列之前
[00:12:14.000 --> 00:12:16.000]  我們要讀兩年
[00:12:16.000 --> 00:12:18.000]  以色列歷史我們才去
[00:12:18.000 --> 00:12:20.000]  去到最後一個節目
[00:12:20.000 --> 00:12:22.000]  就是走虎路
[00:12:22.000 --> 00:12:24.000]  在耶路撒冷城走虎路
[00:12:24.000 --> 00:12:26.000]  虎路是一些很窄的巷
[00:12:26.000 --> 00:12:28.000]  裡面有很多
[00:12:28.000 --> 00:12:30.000]  店鋪
[00:12:30.000 --> 00:12:32.000]  人山人海
[00:12:32.000 --> 00:12:34.000]  那
[00:12:34.000 --> 00:12:36.000]  領隊就一早警告我們
[00:12:36.000 --> 00:12:38.000]  你不要顧著拍照
[00:12:38.000 --> 00:12:40.000]  你不要顧著買東西
[00:12:40.000 --> 00:12:42.000]  很容易你迷路
[00:12:42.000 --> 00:12:44.000]  你回不去的時候麻煩難搞
[00:12:44.000 --> 00:12:46.000]  你會流落
[00:12:46.000 --> 00:12:48.000]  以色列永遠在聖地裡面
[00:12:48.000 --> 00:12:50.000]  所以很容易
[00:12:50.000 --> 00:12:52.000]  我就相機壞了
[00:12:52.000 --> 00:12:54.000]  就沒有照相
[00:12:54.000 --> 00:12:56.000]  那我又怎樣呢
[00:12:56.000 --> 00:12:58.000]  我電後在後面看著
[00:12:58.000 --> 00:13:00.000]  誰呢
[00:13:00.000 --> 00:13:02.000]  顧著停在那裡
[00:13:02.000 --> 00:13:04.000]  走啦走啦
[00:13:04.000 --> 00:13:06.000]  就是免得有人
[00:13:06.000 --> 00:13:08.000]  失去上帝的恩
[00:13:08.000 --> 00:13:10.000]  免得有人墮落了
[00:13:10.000 --> 00:13:12.000]  不見了
[00:13:12.000 --> 00:13:14.000]  跌了下去
[00:13:14.000 --> 00:13:16.000]  原來這個字很Stereo
[00:13:16.000 --> 00:13:18.000]  是引著舊約聖經一幅圖畫
[00:13:18.000 --> 00:13:20.000]  是尼加書四章第六節
[00:13:20.000 --> 00:13:22.000]  尼加書四章第六節有一個很有趣的事
[00:13:22.000 --> 00:13:24.000]  耶和華說到那日
[00:13:24.000 --> 00:13:26.000]  我必聚集
[00:13:26.000 --> 00:13:28.000]  拳腿的招聚臂
[00:13:28.000 --> 00:13:30.000]  趕出的和我所稱之的
[00:13:30.000 --> 00:13:32.000]  來到石安山
[00:13:32.000 --> 00:13:34.000]  希伯來書
[00:13:34.000 --> 00:13:36.000]  第十二章十三節
[00:13:36.000 --> 00:13:38.000]  用到同一個字
[00:13:38.000 --> 00:13:40.000]  拳腿
[00:13:40.000 --> 00:13:42.000]  我們是一群被上帝呼召的拳腿者
[00:13:42.000 --> 00:13:44.000]  我們是一群被上帝呼召的拳腿者
[00:13:44.000 --> 00:13:46.000]  希伯來書的作者
[00:13:46.000 --> 00:13:48.000]  叫我們將下垂的手
[00:13:48.000 --> 00:13:50.000]  化酸的腿挺起來
[00:13:50.000 --> 00:13:52.000]  上路啦
[00:13:52.000 --> 00:13:54.000]  原來都是在說
[00:13:54.000 --> 00:13:56.000]  那些猶太人
[00:13:56.000 --> 00:13:58.000]  在從巴比倫
[00:13:58.000 --> 00:14:00.000]  被擄去之後
[00:14:00.000 --> 00:14:02.000]  去到伊拉克的地方
[00:14:02.000 --> 00:14:04.000]  距離巴勒斯坦有八百里以外的地方
[00:14:04.000 --> 00:14:06.000]  距離巴勒斯坦有八百里以外的地方
[00:14:06.000 --> 00:14:08.000]  到波斯的時候
[00:14:08.000 --> 00:14:10.000]  他們回到耶路撒冷
[00:14:10.000 --> 00:14:12.000]  第二次回歸的時候
[00:14:12.000 --> 00:14:14.000]  叫第二次耶路撒冷
[00:14:14.000 --> 00:14:16.000]  這一群人連男帶女的
[00:14:16.000 --> 00:14:18.000]  翻山越嶺離開這個沙漠
[00:14:18.000 --> 00:14:20.000]  一路走到
[00:14:20.000 --> 00:14:22.000]  巴勒斯坦的地方
[00:14:22.000 --> 00:14:24.000]  有些是拳腿的
[00:14:24.000 --> 00:14:26.000]  有些是慢的
[00:14:26.000 --> 00:14:28.000]  那些領隊就一直看著
[00:14:28.000 --> 00:14:30.000]  跌下去沙漠裡
[00:14:30.000 --> 00:14:32.000]  睡著的時候就不行了
[00:14:32.000 --> 00:14:34.000]  恐怕有人失去大隊
[00:14:34.000 --> 00:14:36.000]  意思就是說
[00:14:36.000 --> 00:14:38.000]  你就算是
[00:14:38.000 --> 00:14:40.000]  打瞌睡
[00:14:40.000 --> 00:14:42.000]  你就算很累也好
[00:14:42.000 --> 00:14:44.000]  你都要硬頂
[00:14:44.000 --> 00:14:46.000]  硬上去跟著大隊
[00:14:46.000 --> 00:14:48.000]  如果大隊走了
[00:14:48.000 --> 00:14:50.000]  剩下你一個在沙漠的時候
[00:14:50.000 --> 00:14:52.000]  你怎麼搞
[00:14:52.000 --> 00:14:54.000]  原來神是呼召一群
[00:14:54.000 --> 00:14:56.000]  缺子
[00:14:56.000 --> 00:14:58.000]  走上石安之路
[00:14:58.000 --> 00:15:00.000]  石安就是恩典之路
[00:15:00.000 --> 00:15:02.000]  一同行
[00:15:02.000 --> 00:15:04.000]  用我們今天的說話來說
[00:15:04.000 --> 00:15:06.000]  這就是教會
[00:15:06.000 --> 00:15:08.000]  你和我是離開
[00:15:08.000 --> 00:15:10.000]  遺老的地方
[00:15:10.000 --> 00:15:12.000]  第二次出埃及
[00:15:12.000 --> 00:15:14.000]  走過這條滿有荊棘的路途
[00:15:14.000 --> 00:15:16.000]  我們不可以墮落
[00:15:16.000 --> 00:15:18.000]  我們一墮落
[00:15:18.000 --> 00:15:20.000]  跌下去的時候
[00:15:20.000 --> 00:15:22.000]  剩下一個人
[00:15:22.000 --> 00:15:24.000]  我們就失去上帝的恩
