
[00:00:00.000 --> 00:00:04.000]  聽見節目平安
[00:02:23.560 --> 00:02:29.080]  耶穌願意今天你自己的聖言
[00:02:29.080 --> 00:02:31.920]  再一次向我們說話
[00:02:31.920 --> 00:02:34.400]  你自己的靈
[00:02:34.400 --> 00:02:37.720]  在我們生命當中做感動的工作
[00:02:38.240 --> 00:02:41.960]  讓我們能夠明白你自己說
[00:02:41.960 --> 00:02:44.040]  你的靈開我們的心竅
[00:02:44.040 --> 00:02:46.360]  你自己也加力量給我們
[00:02:46.360 --> 00:02:51.320]  讓我們明白也能夠實踐
[00:02:51.320 --> 00:02:54.080]  叫我們滿有上帝的靈
[00:02:54.080 --> 00:02:57.880]  就能夠實踐出來
[00:02:57.880 --> 00:03:00.440]  而且有靈力地去實踐
[00:03:00.440 --> 00:03:02.360]  不是不湯不水
[00:03:02.360 --> 00:03:04.840]  不是半推半推
[00:03:04.840 --> 00:03:07.280]  讓我們在這個世界上
[00:03:07.480 --> 00:03:10.680]  真的能夠成為你自己忠實的見證人
[00:03:10.680 --> 00:03:14.440]  你今天閱立我們在你面前的敬拜
[00:03:14.440 --> 00:03:17.960]  我們所有所做心裡所思想的
[00:03:17.960 --> 00:03:19.960]  求天父你自己閱立
[00:03:19.960 --> 00:03:23.000]  蒙你自己的喜悅
[00:03:23.000 --> 00:03:25.360]  祈禱奉救主耶穌基督名求
[00:03:25.360 --> 00:03:32.400]  這段經文很熟
[00:03:32.400 --> 00:03:35.480]  一般來說也未必一定是
[00:03:35.480 --> 00:03:39.880]  其實這個季節講的可能也是三四月
[00:03:39.880 --> 00:03:42.240]  在壽難復活節之前
[00:03:42.240 --> 00:03:45.440]  因為起福音書的位置上
[00:03:45.440 --> 00:03:46.640]  藥木也是那個位置
[00:03:46.640 --> 00:03:48.960]  耶穌和門徒洗腳
[00:03:48.960 --> 00:03:50.800]  而且在第十五節說
[00:03:50.800 --> 00:03:52.920]  我給你們做了榜樣
[00:03:52.920 --> 00:03:57.080]  叫你們照著我向你們所做的去做
[00:03:57.080 --> 00:03:59.680]  我作為你們的主
[00:03:59.680 --> 00:04:00.680]  作為你們的夫子
[00:04:00.680 --> 00:04:01.560]  主對門徒說
[00:04:01.560 --> 00:04:02.680]  尚且洗你腳
[00:04:02.680 --> 00:04:05.600]  所以你們都應當彼此洗腳
[00:04:05.600 --> 00:04:10.680]  這個說法這個命令是很清楚的
[00:04:10.680 --> 00:04:13.960]  但是似乎教會
[00:04:13.960 --> 00:04:15.120]  歷代的教會
[00:04:15.120 --> 00:04:17.040]  我懷疑當時的門徒
[00:04:17.040 --> 00:04:22.480]  都不將這句話當字面來理解
[00:04:22.480 --> 00:04:24.000]  所以主叫我們彼此洗腳
[00:04:24.000 --> 00:04:26.400]  好 我們以後每個禮拜
[00:04:26.400 --> 00:04:28.320]  或者每個聚會的時候
[00:04:28.320 --> 00:04:29.880]  我們彼此洗腳
[00:04:30.200 --> 00:04:32.800]  似乎都沒有這樣的現象
[00:04:32.800 --> 00:04:35.120]  而我們今天肯定在教會裡面
[00:04:35.120 --> 00:04:37.080]  沒什麼可彼此洗腳
[00:04:37.080 --> 00:04:40.640]  我不知道大家有沒有做過這樣的事情
[00:04:40.640 --> 00:04:43.720]  在起福音書裡面
[00:04:43.720 --> 00:04:45.160]  彼此洗腳
[00:04:45.160 --> 00:04:48.600]  也不是主耶穌和門徒的關係
[00:04:48.600 --> 00:04:51.600]  主耶穌服侍門徒的常態
[00:04:51.600 --> 00:04:55.120]  常態就是門徒服侍主耶穌
[00:04:55.120 --> 00:04:55.880]  你知道嗎
[00:04:55.880 --> 00:04:58.520]  耶穌是洗腳的
[00:04:58.520 --> 00:04:59.600]  是擦腳的門徒
[00:04:59.600 --> 00:05:00.720]  做這樣做那樣
[00:05:00.720 --> 00:05:04.600]  門徒偶爾心思不清
[00:05:04.600 --> 00:05:05.680]  不精靈的時候
[00:05:05.680 --> 00:05:07.960]  說了十萬八千次都不明白的時候
[00:05:07.960 --> 00:05:09.360]  耶穌還罵那群門徒
[00:05:09.360 --> 00:05:13.360]  所以常態其實不是和門徒洗腳
[00:05:13.360 --> 00:05:16.240]  不過就是有一千零一次
[00:05:16.240 --> 00:05:17.360]  就是那一次
[00:05:17.360 --> 00:05:19.280]  在《約翰福音》裡面記載
[00:05:19.280 --> 00:05:21.480]  是耶穌和門徒洗腳
[00:05:21.480 --> 00:05:23.440]  而我們今天不洗腳
[00:05:23.440 --> 00:05:27.720]  因為早期教會也不是這樣的理解
[00:05:27.720 --> 00:05:29.800]  早期教會裡面沒有一個洗腳文化
[00:05:29.800 --> 00:05:31.840]  我們有聖餐文化
[00:05:31.840 --> 00:05:35.120]  紀念主為我們死
[00:05:35.120 --> 00:05:36.520]  為我們賦賞
[00:05:36.520 --> 00:05:38.640]  他血所納的新約
[00:05:38.640 --> 00:05:40.320]  這個不只是聖餐的時候
[00:05:40.320 --> 00:05:42.480]  一個月一次才紀念主這件事
[00:05:42.480 --> 00:05:44.520]  我們每次崇拜主日
[00:05:44.520 --> 00:05:46.520]  是主復活的日子
[00:05:46.520 --> 00:05:47.960]  七天的頭一天
[00:05:47.960 --> 00:05:49.960]  每次紀念主復活
[00:05:49.960 --> 00:05:54.000]  就是連同主為我們所擺上的
[00:05:54.000 --> 00:05:56.320]  犧牲的生命那件事
[00:05:56.320 --> 00:05:57.680]  都一同紀念
[00:05:58.200 --> 00:05:59.520]  所以有這個文化
[00:05:59.520 --> 00:06:01.240]  而事實上
[00:06:01.240 --> 00:06:05.280]  早期教會一直以來
[00:06:05.280 --> 00:06:08.200]  將這件事主耶穌和門徒洗腳
[00:06:08.200 --> 00:06:10.600]  看得更加遠大
[00:06:10.600 --> 00:06:15.440]  這是一個象徵指向一件更加大的事
[00:06:15.440 --> 00:06:18.600]  好像保羅在《約翰福音》二章
[00:06:18.600 --> 00:06:21.040]  第六至八節所說
[00:06:21.040 --> 00:06:23.240]  你本有上帝的形象
[00:06:23.240 --> 00:06:26.000]  之前說要以基督耶穌的心為心
[00:06:26.000 --> 00:06:26.520]  第五節
[00:06:26.720 --> 00:06:28.160]  你本有上帝的形象
[00:06:28.160 --> 00:06:29.840]  卻不以上帝
[00:06:29.840 --> 00:06:31.480]  以上帝同等為強奪
[00:06:31.480 --> 00:06:33.680]  反倒虛企成為人的樣式
[00:06:33.680 --> 00:06:35.040]  取了奴僕的形象
[00:06:35.040 --> 00:06:36.600]  而且至今卑微
[00:06:36.600 --> 00:06:39.240]  是死在十字架上
[00:06:39.240 --> 00:06:40.760]  所以
[00:06:40.760 --> 00:06:43.080]  耶穌替門徒洗腳
[00:06:43.080 --> 00:06:44.800]  作為一個事件
[00:06:44.800 --> 00:06:49.560]  象徵意義似乎是指向一個更加大的
[00:06:49.560 --> 00:06:51.320]  主耶穌已經做了
[00:06:51.320 --> 00:06:54.800]  就是成為人的樣式來到世界上
[00:06:54.960 --> 00:06:59.320]  所以有時我們在一些學校的禮堂
[00:06:59.320 --> 00:07:02.800]  都有貶額用文言文寫的
[00:07:02.800 --> 00:07:04.920]  非以逆人乃逆於人
[00:07:04.920 --> 00:07:06.280]  這是主耶穌自己說的
[00:07:06.280 --> 00:07:08.080]  人子尼不是要受人的伺服
[00:07:08.080 --> 00:07:09.200]  而是要伺服人
[00:07:09.200 --> 00:07:12.800]  所以洗腳的部分
[00:07:12.800 --> 00:07:17.800]  其實都只不過是一個秀
[00:07:17.800 --> 00:07:18.800]  所以這個題目
[00:07:18.800 --> 00:07:20.280]  做秀的
[00:07:20.280 --> 00:07:22.280]  或者廣東話做show
[00:07:22.280 --> 00:07:23.720]  做show的耶穌
[00:07:24.640 --> 00:07:28.080]  你不習慣聽我們的主做show
[00:07:28.080 --> 00:07:28.800]  做show
[00:07:28.800 --> 00:07:31.800]  在我們現在香港的文化
[00:07:31.800 --> 00:07:33.360]  尤其是香港政治文化裡面
[00:07:33.360 --> 00:07:34.960]  有個惡名的
[00:07:34.960 --> 00:07:37.920]  我們說那些官實事不乾
[00:07:37.920 --> 00:07:40.880]  只會下車做show
[00:07:40.880 --> 00:07:41.960]  什麼意思呢
[00:07:41.960 --> 00:07:44.480]  就是根本你真真正正
[00:07:44.480 --> 00:07:45.600]  有些問題
[00:07:45.600 --> 00:07:46.520]  社區上
[00:07:46.520 --> 00:07:47.440]  社會上
[00:07:47.440 --> 00:07:49.040]  市民的問題
[00:07:49.040 --> 00:07:51.760]  就不真真正正替我們處理好
[00:07:51.760 --> 00:07:54.200]  然後就一味出鏡
[00:07:54.200 --> 00:07:55.120]  上鏡
[00:07:55.120 --> 00:07:57.520]  做一些個個都會做
[00:07:57.520 --> 00:08:00.360]  沒了你去做都沒所謂的東西
[00:08:00.360 --> 00:08:01.360]  做show
[00:08:01.360 --> 00:08:02.400]  當然
[00:08:02.400 --> 00:08:03.840]  有沒有個案實事
[00:08:03.840 --> 00:08:06.160]  其實有理據和事實可以分析
[00:08:06.160 --> 00:08:07.320]  可以觀察到的
[00:08:07.320 --> 00:08:09.160]  也不需要因為他們落區
[00:08:09.160 --> 00:08:10.840]  就這樣說人家
[00:08:10.840 --> 00:08:12.800]  有時候我們都會看見
[00:08:12.800 --> 00:08:13.960]  不同的公眾人物
[00:08:13.960 --> 00:08:15.680]  尤其是這兩年
[00:08:15.680 --> 00:08:16.920]  兩三年
[00:08:16.920 --> 00:08:21.800]  其實是第一屆政府開始有
[00:08:21.840 --> 00:08:25.320]  就著他們一些所犯的錯誤
[00:08:25.320 --> 00:08:27.280]  出來公開道歉
[00:08:27.280 --> 00:08:29.880]  由仙古事件一直到現在
[00:08:29.880 --> 00:08:33.560]  我們可能會說比較cynical
[00:08:33.560 --> 00:08:36.560]  比較犬儒的時候
[00:08:36.560 --> 00:08:37.520]  香港市民
[00:08:37.520 --> 00:08:39.840]  我又不會說香港市民是粉絲疾足的
[00:08:39.840 --> 00:08:42.960]  cynical的一般的翻譯是粉絲疾足
[00:08:42.960 --> 00:08:45.240]  香港人一天到晚掛著賺錢
[00:08:45.240 --> 00:08:47.080]  怎麼會粉絲疾足呢
[00:08:47.080 --> 00:08:49.080]  比較犬儒的時候都說
[00:08:49.080 --> 00:08:51.000]  這些人只是做show而已
[00:08:51.000 --> 00:08:52.760]  他們走出來鞠躬
[00:08:52.760 --> 00:08:55.240]  是因為他們參與的文化
[00:08:55.240 --> 00:08:56.920]  成為一個文化了
[00:08:56.920 --> 00:08:59.440]  做了就來鞠躬做show
[00:08:59.440 --> 00:09:00.120]  沒有誠意
[00:09:00.120 --> 00:09:01.200]  不需要有誠意的
[00:09:01.200 --> 00:09:04.760]  是不需要一定包含誠意的
[00:09:04.760 --> 00:09:05.920]  做了就是了
[00:09:05.920 --> 00:09:07.000]  事情就解決了
[00:09:07.000 --> 00:09:08.520]  沒什麼其他的後果
[00:09:08.520 --> 00:09:10.320]  這個成為一個文化
[00:09:10.320 --> 00:09:13.840]  我們看日本的政客已經做了很久了
[00:09:13.840 --> 00:09:15.520]  他們鞠躬是肅然的鞠躬
[00:09:15.520 --> 00:09:16.600]  鞠了很多次了
[00:09:16.600 --> 00:09:19.480]  我們現在這裡也開始
[00:09:19.480 --> 00:09:21.480]  香港也有這種文化
[00:09:21.480 --> 00:09:23.920]  所以做show呢
[00:09:23.920 --> 00:09:27.120]  就有個負面的感覺
[00:09:27.120 --> 00:09:29.320]  做show有脫離現實的意思
[00:09:29.320 --> 00:09:30.360]  與現實不符
[00:09:30.360 --> 00:09:31.440]  你做show就是
[00:09:31.440 --> 00:09:34.560]  有時候你說對方做show
[00:09:34.560 --> 00:09:36.200]  就是罵對方
[00:09:36.200 --> 00:09:39.680]  指責對方表裡不一致的意思
[00:09:39.680 --> 00:09:42.000]  但是做show是不是真的不行
[00:09:42.000 --> 00:09:43.360]  是不是真的這麼差勁
[00:09:43.360 --> 00:09:44.800]  做show是不是是非
[00:09:44.800 --> 00:09:48.200]  是一個負面的行為
[00:09:48.640 --> 00:09:50.200]  我覺得不是
[00:09:50.200 --> 00:09:52.960]  第一就是people love a good show
[00:09:52.960 --> 00:09:54.200]  我們也喜歡看show的
[00:09:54.200 --> 00:09:55.000]  第一就是
[00:09:55.000 --> 00:09:57.840]  不管是什麼show都好
[00:09:57.840 --> 00:09:58.880]  我們喜歡看show
[00:09:58.880 --> 00:10:00.600]  尤其是一個好的show
[00:10:00.600 --> 00:10:03.640]  我們是喜歡看一個好的show的
[00:10:03.640 --> 00:10:10.320]  而且當沒有脫離現實的意思
[00:10:10.320 --> 00:10:13.040]  沒有不實的情況
[00:10:13.040 --> 00:10:15.560]  沒有掩飾的居心的時候
[00:10:15.560 --> 00:10:18.160]  為什麼不能夠做show呢
[00:10:18.160 --> 00:10:20.160]  如果你拿字面的意思做show
[00:10:20.160 --> 00:10:22.160]  就是show給人看
[00:10:22.160 --> 00:10:25.840]  to tell 告訴別人
[00:10:25.840 --> 00:10:28.040]  to demonstrate 表示一些
[00:10:28.040 --> 00:10:29.400]  表述一些東西
[00:10:29.400 --> 00:10:30.440]  to display
[00:10:30.440 --> 00:10:32.440]  你查字典全部都在這裡
[00:10:32.440 --> 00:10:34.640]  display 擺出來給人看
[00:10:34.640 --> 00:10:39.400]  都是要告訴別人一些東西
[00:10:39.400 --> 00:10:40.000]  什麼問題
[00:10:40.000 --> 00:10:41.000]  就是做show的人
[00:10:41.000 --> 00:10:44.720]  想show給別人知道些什麼
[00:10:44.720 --> 00:10:46.080]  想show給別人知道
[00:10:46.080 --> 00:10:48.080]  我已經跟你道歉了
[00:10:48.200 --> 00:10:49.160]  想show給別人知道
[00:10:49.160 --> 00:10:50.320]  我也會下車
[00:10:50.320 --> 00:10:51.880]  還是想show給別人知道
[00:10:51.880 --> 00:10:53.360]  我裡面和外面
[00:10:53.360 --> 00:10:55.360]  我真的這樣的
[00:10:55.360 --> 00:10:58.440]  所以在這裡
[00:10:58.440 --> 00:11:01.400]  可以說主耶穌也是做一場show
[00:11:01.400 --> 00:11:02.440]  因為第一就是
[00:11:02.440 --> 00:11:05.000]  我幾年只做過一千零一次
[00:11:05.000 --> 00:11:07.840]  第二就是
[00:11:07.840 --> 00:11:11.240]  主耶穌根本就是他們的老師
[00:11:11.240 --> 00:11:13.240]  不是現在像做show一樣
[00:11:13.240 --> 00:11:17.880]  是學恥勞逸來服侍那群學生
[00:11:18.880 --> 00:11:20.880]  你知道在猶太文化裡面
[00:11:20.880 --> 00:11:24.880]  是連猶太的奴僕都不需要替主人
[00:11:24.880 --> 00:11:26.880]  或者是客人
[00:11:26.880 --> 00:11:28.880]  主人叫客人來洗腳
[00:11:28.880 --> 00:11:32.880]  這些是留給那些是外邦的猶太人
[00:11:32.880 --> 00:11:33.880]  如果有畜奴的話
[00:11:33.880 --> 00:11:36.880]  是外邦的奴僕來做的
[00:11:36.880 --> 00:11:38.880]  他們不像做這些
[00:11:38.880 --> 00:11:40.880]  也不要叫我們同鄉自己做
[00:11:40.880 --> 00:11:41.880]  真的是很低的
[00:11:41.880 --> 00:11:45.880]  主耶穌做這件事
[00:11:45.880 --> 00:11:47.880]  在門徒身上
[00:11:47.880 --> 00:11:49.880]  門徒有點呆呆的
[00:11:49.880 --> 00:11:51.880]  說阿sir做這件事
[00:11:51.880 --> 00:11:52.880]  發生什麼事
[00:11:52.880 --> 00:11:54.880]  其實他們都想出聲
[00:11:54.880 --> 00:11:56.880]  不過當然他們大家都知道
[00:11:56.880 --> 00:11:57.880]  有人會出聲的
[00:11:57.880 --> 00:11:58.880]  所以他們都不出聲
[00:11:58.880 --> 00:11:59.880]  洗腳
[00:11:59.880 --> 00:12:00.880]  排隊洗腳
[00:12:00.880 --> 00:12:02.880]  不需要問的
[00:12:02.880 --> 00:12:03.880]  有沒有問的
[00:12:03.880 --> 00:12:04.880]  因為有人會出聲
[00:12:04.880 --> 00:12:06.880]  那個是彼得
[00:12:06.880 --> 00:12:08.880]  彼得一定會出聲
[00:12:08.880 --> 00:12:09.880]  一定會問的
[00:12:09.880 --> 00:12:11.880]  你不可以洗我的腳
[00:12:11.880 --> 00:12:14.880]  當然主耶穌說你不讓我洗腳
[00:12:14.880 --> 00:12:16.880]  就跟我沒份
[00:12:16.880 --> 00:12:18.880]  馬上彼得就說
[00:12:18.880 --> 00:12:19.880]  有份啊
[00:12:19.880 --> 00:12:20.880]  這個是有份的
[00:12:20.880 --> 00:12:21.880]  好像是一個禮儀來的
[00:12:21.880 --> 00:12:22.880]  做了就有份了
[00:12:22.880 --> 00:12:23.880]  全身都洗了
[00:12:23.880 --> 00:12:26.880]  彼得會問耶穌
[00:12:26.880 --> 00:12:30.880]  不讓耶穌做這件事情
[00:12:30.880 --> 00:12:33.880]  因為這件事不行
[00:12:33.880 --> 00:12:34.880]  不通
[00:12:34.880 --> 00:12:37.880]  主耶穌說你現在不知道我做了什麼
[00:12:37.880 --> 00:12:39.880]  後來會明白
[00:12:39.880 --> 00:12:41.880]  但是我懷疑
[00:12:41.880 --> 00:12:44.880]  他們都開始明白了
[00:12:44.880 --> 00:12:45.880]  他們爭啊
[00:12:45.880 --> 00:12:47.880]  爭上位啊
[00:12:47.880 --> 00:12:49.880]  都還會延續一兩天
[00:12:49.880 --> 00:12:51.880]  一天半天的
[00:12:51.880 --> 00:12:52.880]  但很快
[00:12:52.880 --> 00:12:53.880]  他們所謂後來
[00:12:53.880 --> 00:12:54.880]  沒說是後來
[00:12:54.880 --> 00:12:55.880]  20年之後
[00:12:55.880 --> 00:12:57.880]  服事了10年之後才明白
[00:12:57.880 --> 00:12:58.880]  很快的
[00:12:58.880 --> 00:12:59.880]  後來呢
[00:12:59.880 --> 00:13:00.880]  他們就會知道
[00:13:00.880 --> 00:13:04.880]  到底主耶穌做的那件事是一回事
[00:13:04.880 --> 00:13:05.880]  所以
[00:13:05.880 --> 00:13:06.880]  我說主
[00:13:06.880 --> 00:13:07.880]  是在做秀
[00:13:07.880 --> 00:13:08.880]  但是
[00:13:08.880 --> 00:13:11.880]  他到底為了什麼而做這個秀
[00:13:11.880 --> 00:13:13.880]  這個秀到底意味著什麼
[00:13:13.880 --> 00:13:14.880]  如果
[00:13:14.880 --> 00:13:16.880]  我們是不需要彼此洗腳
[00:13:16.880 --> 00:13:19.880]  好像主耶穌字面那裡叫門徒彼此洗腳的話
[00:13:19.880 --> 00:13:20.880]  那我們又要做些什麼
[00:13:20.880 --> 00:13:21.880]  還有什麼好做呢
[00:13:21.880 --> 00:13:22.880]  如果是這樣的時候
[00:13:22.880 --> 00:13:24.880]  做好事就是洗腳嘛
[00:13:24.880 --> 00:13:25.880]  那不用洗腳了
[00:13:25.880 --> 00:13:26.880]  還有什麼好做
[00:13:26.880 --> 00:13:27.880]  主耶穌的吩咐
[00:13:27.880 --> 00:13:28.880]  到底吩咐是什麼
[00:13:28.880 --> 00:13:30.880]  仍然有很多東西
[00:13:30.880 --> 00:13:32.880]  在這段經文裡面
[00:13:32.880 --> 00:13:35.880]  是值得我們思考
[00:13:35.880 --> 00:13:37.880]  值得我們跟從
[00:13:37.880 --> 00:13:39.880]  好像主耶穌說要效法
[00:13:39.880 --> 00:13:40.880]  要跟著
[00:13:40.880 --> 00:13:42.880]  主耶穌為我們建立了榜樣
[00:13:42.880 --> 00:13:44.880]  是要跟著主耶穌的
[00:13:44.880 --> 00:13:45.880]  約翰起
[00:13:45.880 --> 00:13:48.880]  記錄這件事的時候
[00:13:48.880 --> 00:13:50.880]  在13章第一節
[00:13:50.880 --> 00:13:52.880]  他說
[00:13:52.880 --> 00:13:53.880]  在那個場合裡面
[00:13:53.880 --> 00:13:55.880]  他對那件事的理解
[00:13:55.880 --> 00:13:56.880]  對耶穌
[00:13:56.880 --> 00:13:57.880]  他的主
[00:13:57.880 --> 00:13:58.880]  心情的理解
[00:13:58.880 --> 00:13:59.880]  他說
[00:13:59.880 --> 00:14:01.880]  他既愛世間屬自己的人
[00:14:01.880 --> 00:14:03.880]  就愛他們到底
[00:14:05.880 --> 00:14:07.880]  主耶穌好像伏人一樣
[00:14:07.880 --> 00:14:09.880]  或者甚至做一個猶太奴
[00:14:09.880 --> 00:14:10.880]  伏都不會做的事
[00:14:10.880 --> 00:14:12.880]  是服事那幫門徒
[00:14:12.880 --> 00:14:14.880]  然後說你們也要這樣來做
[00:14:14.880 --> 00:14:18.880]  約翰的理解
[00:14:18.880 --> 00:14:19.880]  就是說
[00:14:19.880 --> 00:14:21.880]  要做到這件事
[00:14:21.880 --> 00:14:23.880]  要能夠服事對方
[00:14:23.880 --> 00:14:26.880]  是有個先決的條件
[00:14:26.880 --> 00:14:27.880]  在這裡
[00:14:27.880 --> 00:14:28.880]  主耶穌有個條件
[00:14:28.880 --> 00:14:30.880]  是出於愛心
[00:14:30.880 --> 00:14:32.880]  有愛心
[00:14:32.880 --> 00:14:34.880]  才能夠做到
[00:14:34.880 --> 00:14:36.880]  要服事
[00:14:36.880 --> 00:14:37.880]  對服事的對象
[00:14:37.880 --> 00:14:39.880]  都要有愛心
[00:14:39.880 --> 00:14:42.880]  你可能是
[00:14:42.880 --> 00:14:44.880]  覺得對方很可憐
[00:14:44.880 --> 00:14:45.880]  所以我服事他
[00:14:45.880 --> 00:14:46.880]  你可能覺得
[00:14:46.880 --> 00:14:47.880]  對方有需要
[00:14:47.880 --> 00:14:48.880]  所以服事他
[00:14:48.880 --> 00:14:49.880]  你可能覺得
[00:14:49.880 --> 00:14:50.880]  咦
[00:14:50.880 --> 00:14:51.880]  這樣服事
[00:14:51.880 --> 00:14:52.880]  可以職財鋪在天
[00:14:52.880 --> 00:14:53.880]  所以你又服事
[00:14:53.880 --> 00:14:55.880]  可能因為
[00:14:55.880 --> 00:14:57.880]  傳道人指導下來
[00:14:57.880 --> 00:14:58.880]  不夠人
[00:14:58.880 --> 00:14:59.880]  那你又服事
[00:14:59.880 --> 00:15:01.880]  你可能
[00:15:01.880 --> 00:15:03.880]  喜歡這樣的服事
[00:15:03.880 --> 00:15:05.880]  又可以站出來
[00:15:05.880 --> 00:15:07.880]  又可以做某些
[00:15:07.880 --> 00:15:08.880]  我喜歡做的事
[00:15:08.880 --> 00:15:10.880]  所以你又去服事
[00:15:10.880 --> 00:15:13.880]  聖經裡面
[00:15:13.880 --> 00:15:15.880]  都沒有說這些是錯的
[00:15:15.880 --> 00:15:17.880]  但是有些事是不可缺少的
[00:15:17.880 --> 00:15:19.880]  一個也不可少
[00:15:19.880 --> 00:15:20.880]  不可缺少的事
[00:15:20.880 --> 00:15:21.880]  有其他事
[00:15:21.880 --> 00:15:22.880]  問題未必一定很大
[00:15:22.880 --> 00:15:24.880]  可能沒有問題
[00:15:24.880 --> 00:15:26.880]  但是你沒有這些事
[00:15:26.880 --> 00:15:27.880]  就比較窄細
[00:15:27.880 --> 00:15:29.880]  在這裡主耶穌
[00:15:29.880 --> 00:15:30.880]  服事的出發點
[00:15:30.880 --> 00:15:32.880]  是因為他愛
[00:15:32.880 --> 00:15:36.880]  愛是一件很難有的事
[00:15:36.880 --> 00:15:39.880]  尤其是對所有的人
[00:15:39.880 --> 00:15:40.880]  但是在這裡的環境裡面
[00:15:40.880 --> 00:15:41.880]  你發覺
[00:15:41.880 --> 00:15:43.880]  主耶穌在約翰福音
[00:15:43.880 --> 00:15:45.880]  來到這個階段
[00:15:45.880 --> 00:15:46.880]  約翰福音裡面說愛
[00:15:46.880 --> 00:15:47.880]  我們經常想
[00:15:47.880 --> 00:15:48.880]  三章十六節
[00:15:48.880 --> 00:15:49.880]  上帝愛世人
[00:15:49.880 --> 00:15:51.880]  甚至將他獨身致辭給我們
[00:15:51.880 --> 00:15:53.880]  其實約翰福音裡面說愛
[00:15:53.880 --> 00:15:54.880]  最大的篇幅
[00:15:54.880 --> 00:15:55.880]  其實是十三至十五章
[00:15:55.880 --> 00:15:56.880]  不是前面
[00:15:56.880 --> 00:15:58.880]  前面沒有地方說愛
[00:15:58.880 --> 00:16:00.880]  其實是十三至十五章
[00:16:00.880 --> 00:16:01.880]  當主耶穌和門徒
[00:16:01.880 --> 00:16:02.880]  站在一起的時候
[00:16:02.880 --> 00:16:04.880]  最後一段時間
[00:16:04.880 --> 00:16:06.880]  說了很多東西
[00:16:06.880 --> 00:16:07.880]  約翰福音裡面
[00:16:07.880 --> 00:16:09.880]  耶穌也有很多不同的講論
[00:16:09.880 --> 00:16:11.880]  但是說最長篇大論
[00:16:11.880 --> 00:16:13.880]  連貫一起記載的
[00:16:13.880 --> 00:16:15.880]  就是從這裡開始
[00:16:15.880 --> 00:16:18.880]  進入耶路撒冷之後
