
[00:00:00.000 --> 00:00:04.360]  各位大型節目的朋友們 平安
[00:04:14.720 --> 00:04:17.320]  Does it make any difference?
[00:04:17.320 --> 00:04:21.000]  在後面他有一句話是這麼說的
[00:04:21.000 --> 00:04:23.000]  是封底
[00:04:23.000 --> 00:04:27.400]  他說討詬是信心的健身房
[00:04:27.400 --> 00:04:28.880]  哇 一看到我就開心
[00:04:28.880 --> 00:04:32.560]  因為這段時間我們天天在群組里拍一些健身房給大家看
[00:04:32.560 --> 00:04:34.840]  我們幾個天天去做健身
[00:04:34.840 --> 00:04:41.720]  那究竟討詬和信心和健身有什麼關係呢?
[00:04:41.720 --> 00:04:45.640]  是不是在健身室里你討詬的肌肉就出來呢?
[00:04:45.640 --> 00:04:47.280]  這個不知道是誰來的
[00:04:47.280 --> 00:04:48.960]  是不是就是這樣呢?
[00:04:48.960 --> 00:04:54.480]  那究竟信心和討詬和健身室有什麼關係呢?
[00:04:54.480 --> 00:04:57.360]  在剛才幫我們讀了一段經文
[00:04:57.360 --> 00:05:01.360]  我們看到耶穌給了一個方法我們
[00:05:01.360 --> 00:05:05.200]  如何在討詬裡面可以找到信心
[00:05:05.200 --> 00:05:07.480]  然後可以行動
[00:05:07.480 --> 00:05:09.520]  我們都知道當有一天
[00:05:09.520 --> 00:05:12.080]  耶穌就要被人抓的時候
[00:05:12.080 --> 00:05:14.720]  他們去到一個地方就是克西瑪利亞
[00:05:14.720 --> 00:05:16.560]  耶穌就和門徒說
[00:05:16.560 --> 00:05:17.760]  你們坐在這裡
[00:05:17.760 --> 00:05:19.280]  我去討詬
[00:05:19.280 --> 00:05:22.280]  耶穌也要討詬
[00:05:22.280 --> 00:05:24.160]  於是他就帶著幾個門徒
[00:05:24.160 --> 00:05:26.760]  彼得、雅各和約翰一起去
[00:05:26.760 --> 00:05:29.840]  這裡描述到耶穌也有情緒
[00:05:29.840 --> 00:05:32.960]  耶穌原來也有害怕的時候
[00:05:32.960 --> 00:05:34.240]  也有難過的時候
[00:05:34.240 --> 00:05:35.880]  因為祂也是人
[00:05:35.880 --> 00:05:38.160]  這裡說祂驚恐起來
[00:05:38.160 --> 00:05:39.720]  極其難過
[00:05:39.720 --> 00:05:41.720]  然後對門徒說
[00:05:41.720 --> 00:05:44.000]  我心裡面很憂傷
[00:05:44.000 --> 00:05:46.000]  憂傷到要死
[00:05:46.000 --> 00:05:47.200]  你們留在這裡
[00:05:47.200 --> 00:05:49.200]  要警醒
[00:05:49.200 --> 00:05:50.200]  在另一段經文
[00:05:50.200 --> 00:05:52.600]  他又說耶穌走多遠路
[00:05:52.600 --> 00:05:54.680]  他說是丟一塊石頭
[00:05:54.680 --> 00:05:56.200]  這麼遠的路程
[00:05:56.200 --> 00:05:59.440]  因為耶穌想自己和天父討詬
[00:05:59.440 --> 00:06:02.320]  耶穌就稍微往前走
[00:06:02.320 --> 00:06:05.040]  俯伏在地上討詬
[00:06:05.040 --> 00:06:06.160]  講大約的內容是
[00:06:06.160 --> 00:06:10.240]  如果可能就叫那個時候離開祂
[00:06:10.240 --> 00:06:12.160]  這個什麼時候啊?
[00:06:12.160 --> 00:06:14.160]  就是要上十字架的時候
[00:06:14.160 --> 00:06:15.440]  為什麼我們知道?
[00:06:15.440 --> 00:06:17.440]  你看下面那句
[00:06:17.440 --> 00:06:19.440]  在馬科羅14:36
[00:06:19.440 --> 00:06:21.040]  他說:
[00:06:21.040 --> 00:06:26.240]  「阿爸或阿爸父在你凡事都能
[00:06:26.240 --> 00:06:30.240]  求你將這個杯切去」
[00:06:30.240 --> 00:06:32.240]  這個是什麼杯啊?
[00:06:32.240 --> 00:06:35.040]  我們會知道是虎杯
[00:06:35.040 --> 00:06:37.040]  雖然聖經沒有提到虎字
[00:06:37.040 --> 00:06:39.440]  但如果你記得我們上一次
[00:06:39.440 --> 00:06:41.440]  講逾節的晚餐
[00:06:41.440 --> 00:06:43.440]  是不是講到不同的杯?
[00:06:43.440 --> 00:06:45.440]  如果是舊熟的杯
[00:06:45.440 --> 00:06:49.440]  就是說耶穌如果要擔起這個杯
[00:06:49.440 --> 00:06:50.440]  祂就要死
[00:06:50.440 --> 00:06:53.440]  因為要為我們成為台醉羔羊
[00:06:53.440 --> 00:06:57.440]  要去完成第三杯舊熟的杯
[00:06:57.440 --> 00:06:58.440]  但他最後說這句
[00:06:58.440 --> 00:07:03.440]  「然而,不要照我所願,
[00:07:03.440 --> 00:07:05.440]  是照你所願;
[00:07:05.440 --> 00:07:08.440]  然而,不要照我的意思,
[00:07:08.440 --> 00:07:10.440]  乃是照你的意思」
[00:07:10.440 --> 00:07:12.440]  這句話是什麼意思啊?
[00:07:12.440 --> 00:07:14.440]  我們今天整篇道就是思考
[00:07:14.440 --> 00:07:17.440]  如何做到耶穌這個層次
[00:07:17.440 --> 00:07:19.440]  就是不要照我所願
[00:07:19.440 --> 00:07:22.440]  如果耶穌和上帝說
[00:07:22.440 --> 00:07:23.440]  如果讓我選擇
[00:07:23.440 --> 00:07:25.440]  我就選擇不上十字架
[00:07:25.440 --> 00:07:29.440]  讓我選擇就選擇不喝這個舊熟的杯
[00:07:29.440 --> 00:07:31.440]  不喝這個痛苦的杯
[00:07:31.440 --> 00:07:33.440]  但是不要照我的意思
[00:07:33.440 --> 00:07:36.440]  是照天父你的意思
[00:07:36.440 --> 00:07:38.440]  這個就是信心
[00:07:39.440 --> 00:07:41.440]  在這本《土告》的書第28頁
[00:07:41.440 --> 00:07:43.440]  他提到一句話
[00:07:43.440 --> 00:07:45.440]  他說其實什麼是土告啊?
[00:07:45.440 --> 00:07:48.440]  原來土告是唯有土告
[00:07:48.440 --> 00:07:51.440]  可以恢復我的視野
[00:07:51.440 --> 00:07:53.440]  我的眼界
[00:07:53.440 --> 00:07:55.440]  好像神的視野
[00:07:55.440 --> 00:07:57.440]  剛才耶穌就做了一個很完美的示範
[00:07:57.440 --> 00:07:59.440]  就是什麼叫神的視野
[00:07:59.440 --> 00:08:02.440]  就是照神的意思去做
[00:08:02.440 --> 00:08:04.440]  土告不是一個職責
[00:08:04.440 --> 00:08:06.440]  是一個特權
[00:08:06.440 --> 00:08:10.440]  這個特權是我們所有相信天父的人
[00:08:10.440 --> 00:08:12.440]  才有這個特權
[00:08:12.440 --> 00:08:15.440]  因為這個特權可以叫他做什麼?
[00:08:15.440 --> 00:08:18.440]  叫他做爸爸
[00:08:18.440 --> 00:08:21.440]  你是要是他的子女
[00:08:21.440 --> 00:08:24.440]  才可以叫他做爸爸
[00:08:24.440 --> 00:08:27.440]  你不可以在街上看到什麼就認為是爸爸
[00:08:27.440 --> 00:08:30.440]  或者看到姓李的
[00:08:30.440 --> 00:08:32.440]  你也想認為是爸爸
[00:08:33.440 --> 00:08:37.440]  我們能夠認天父是做爸爸
[00:08:37.440 --> 00:08:41.440]  原來特意保留了這個"爸爸"這個字
[00:08:41.440 --> 00:08:43.440]  我不知道大家祈禱的時候
[00:08:43.440 --> 00:08:45.440]  當你說親愛的天父
[00:08:45.440 --> 00:08:47.440]  其實你的感覺是什麼?
[00:08:47.440 --> 00:08:49.440]  原來當我們看希臘文
[00:08:49.440 --> 00:08:53.440]  這個字就是當日耶穌在聖經里用的字
[00:08:53.440 --> 00:08:56.440]  原來這個字通常我們看《釋經》書
[00:08:56.440 --> 00:08:58.440]  是小朋友用的
[00:08:58.440 --> 00:09:03.440]  小朋友最親切叫爸爸的叫法
[00:09:03.440 --> 00:09:05.440]  就是怎麼叫呢?
[00:09:05.440 --> 00:09:07.440]  Ethan你小時候怎麼叫爸爸的?
[00:09:07.440 --> 00:09:09.440]  老爸
[00:09:09.440 --> 00:09:11.440]  老爸也是一個親切的
[00:09:11.440 --> 00:09:13.440]  不是叫老爺就行了
[00:09:13.440 --> 00:09:15.440]  老坑
[00:09:15.440 --> 00:09:17.440]  就叫你
[00:09:17.440 --> 00:09:19.440]  那叫什麼?
[00:09:19.440 --> 00:09:21.440]  有沒有別的叫法?
[00:09:21.440 --> 00:09:23.440]  除了叫爹爹
[00:09:23.440 --> 00:09:25.440]  爹爹好像很甜蜜
[00:09:26.440 --> 00:09:30.440]  有時看到後面有人叫爹爹
[00:09:30.440 --> 00:09:32.440]  聲音很甜蜜
[00:09:32.440 --> 00:09:34.440]  回頭看
[00:09:34.440 --> 00:09:36.440]  哇 三十歲了
[00:09:36.440 --> 00:09:38.440]  他三十歲還叫爸爸
[00:09:38.440 --> 00:09:40.440]  原來是這麼親切的叫法
[00:09:40.440 --> 00:09:42.440]  所以有一次
[00:09:42.440 --> 00:09:44.440]  有一個牧師在以色列機場
[00:09:44.440 --> 00:09:46.440]  聽到一個小朋友
[00:09:46.440 --> 00:09:48.440]  就是這樣叫爸爸
[00:09:48.440 --> 00:09:50.440]  我現在給希臘文聽
[00:09:50.440 --> 00:09:52.440]  老爸
[00:09:52.440 --> 00:09:54.440]  老爸
[00:09:54.440 --> 00:09:56.440]  是嗎?
[00:09:56.440 --> 00:09:58.440]  爸爸
[00:09:58.440 --> 00:10:00.440]  原來他們就是小朋友
[00:10:00.440 --> 00:10:02.440]  就是這麼叫
[00:10:02.440 --> 00:10:04.440]  當日耶穌討告第一句說話
[00:10:04.440 --> 00:10:06.440]  原來就是這樣去稱呼天父
[00:10:06.440 --> 00:10:08.440]  我們主土文第一句是什麼?
[00:10:08.440 --> 00:10:10.440]  我們在天上的父
[00:10:10.440 --> 00:10:12.440]  耶穌都教我們
[00:10:12.440 --> 00:10:14.440]  因為門徒請耶穌教討告
[00:10:14.440 --> 00:10:16.440]  原來第一句就是爸爸
[00:10:16.440 --> 00:10:18.440]  原來可以很親切
[00:10:18.440 --> 00:10:20.440]  所以這裡的小朋友
[00:10:20.440 --> 00:10:22.440]  就是這樣叫爸爸
[00:10:22.440 --> 00:10:24.440]  很親切
[00:10:24.440 --> 00:10:26.440]  所以這裡耶穌已經告訴他們
[00:10:26.440 --> 00:10:28.440]  我們祈禱其實是什麼?
[00:10:28.440 --> 00:10:30.440]  其實就是和爸爸
[00:10:30.440 --> 00:10:32.440]  聊天
[00:10:32.440 --> 00:10:34.440]  你不用咬文嚼字
[00:10:34.440 --> 00:10:36.440]  不用想得很辛苦
[00:10:36.440 --> 00:10:38.440]  就是一個小朋友
[00:10:38.440 --> 00:10:40.440]  去到爸爸那裡
[00:10:40.440 --> 00:10:42.440]  想和爸爸聊天
[00:10:42.440 --> 00:10:44.440]  所以德蘭修女說
[00:10:44.440 --> 00:10:46.440]  討告是什麼呢?
[00:10:46.440 --> 00:10:48.440]  討告無非就是和神聊天
[00:10:48.440 --> 00:10:50.440]  神對我們說話
[00:10:50.440 --> 00:10:52.440]  我們聆聽
[00:10:52.440 --> 00:10:54.440]  我們對神說話
[00:10:54.440 --> 00:10:56.440]  祂聆聽
[00:10:56.440 --> 00:10:58.440]  這是一個雙向的過程
[00:10:58.440 --> 00:11:00.440]  說話和聆聽
[00:11:00.440 --> 00:11:02.440]  所以上一次
[00:11:02.440 --> 00:11:04.440]  Esther師母幫我們做了一個
[00:11:04.440 --> 00:11:06.440]  很好的引言關於討告
[00:11:06.440 --> 00:11:08.440]  討告就是和神相遇
[00:11:08.440 --> 00:11:14.440]  討告就是你和神去分享你想分享的
[00:11:14.440 --> 00:11:16.440]  討告還有一個關鍵
[00:11:16.440 --> 00:11:20.440]  是神想和你聊天
[00:11:20.440 --> 00:11:22.440]  但是大家的討告
[00:11:22.440 --> 00:11:24.440]  有沒有機會給神和你聊天呢?
[00:11:24.440 --> 00:11:26.440]  你想想
[00:11:26.440 --> 00:11:28.440]  沒有啊!很多人很坦白
[00:11:28.440 --> 00:11:30.440]  很多時候我問人們有沒有祈禱
[00:11:30.440 --> 00:11:32.440]  當然有
[00:11:32.440 --> 00:11:34.440]  有時候的
[00:11:34.440 --> 00:11:36.440]  那什麼時候祈禱呢?
[00:11:36.440 --> 00:11:38.440]  就在睡覺
[00:11:38.440 --> 00:11:40.440]  但他們很坦白地說
[00:11:40.440 --> 00:11:42.440]  什麼時候說阿門呢?
[00:11:42.440 --> 00:11:44.440]  就是第二天
[00:11:44.440 --> 00:11:46.440]  自己也被自己的祈禱
[00:11:46.440 --> 00:11:48.440]  弄得很悶
[00:11:48.440 --> 00:11:50.440]  第二天才說阿門
[00:11:50.440 --> 00:11:52.440]  可能本來有些事是和神祈禱的
[00:11:52.440 --> 00:11:54.440]  和神聊天的
[00:11:54.440 --> 00:11:56.440]  誰知道神說
[00:11:56.440 --> 00:11:58.440]  想叫天使回應
[00:11:58.440 --> 00:12:00.440]  天使回頭說不用了
[00:12:00.440 --> 00:12:02.440]  他睡了
[00:12:02.440 --> 00:12:04.440]  我們就會說
[00:12:04.440 --> 00:12:06.440]  為什麼你不和我說話
[00:12:06.440 --> 00:12:08.440]  為什麼你和Esther牧師和陳牧師
[00:12:08.440 --> 00:12:10.440]  好像有很多話說
[00:12:10.440 --> 00:12:12.440]  你是不是和上帝友好一點
[00:12:12.440 --> 00:12:14.440]  我們人與人之間的關係也是
[00:12:14.440 --> 00:12:16.440]  你和他友好的
[00:12:16.440 --> 00:12:18.440]  你自然會和他說多一點
[00:12:18.440 --> 00:12:20.440]  你和他不友好的
[00:12:20.440 --> 00:12:22.440]  你不可能說
[00:12:22.440 --> 00:12:24.440]  人生又怎麼樣
[00:12:24.440 --> 00:12:26.440]  你很少的
[00:12:26.440 --> 00:12:28.440]  但你和他說人生的困境
[00:12:28.440 --> 00:12:30.440]  說自己內心的事
[00:12:30.440 --> 00:12:32.440]  你要和他熟悉才和他說
[00:12:32.440 --> 00:12:34.440]  那祈禱和信心
[00:12:34.440 --> 00:12:36.440]  怎麼可以透過祈禱
[00:12:36.440 --> 00:12:38.440]  信心會增加呢?
[00:12:38.440 --> 00:12:40.440]  這本書的下面那句
[00:12:40.440 --> 00:12:44.440]  他說完禱告是信心的健身房之後
[00:12:44.440 --> 00:12:46.440]  他說信心不是一種恩賜
[00:12:46.440 --> 00:12:48.440]  不是有就有
[00:12:48.440 --> 00:12:50.440]  沒有就沒有
[00:12:50.440 --> 00:12:52.440]  信心是肌肉
[00:12:52.440 --> 00:12:56.440]  越鍛鍊就越結實
[00:12:56.440 --> 00:13:00.440]  那怎麼可以令肌肉結實呢?
[00:13:00.440 --> 00:13:04.440]  原來是要做重量訓練
[00:13:04.440 --> 00:13:06.440]  這個重量訓練怎麼做呢?
[00:13:06.440 --> 00:13:08.440]  你可以透過剛才
[00:13:08.440 --> 00:13:10.440]  你現在看到的機器
[00:13:10.440 --> 00:13:12.440]  或者是用身體的重量
[00:13:12.440 --> 00:13:14.440]  因為你自己可能有幾十磅
[00:13:14.440 --> 00:13:16.440]  有過百磅
[00:13:16.440 --> 00:13:18.440]  我記得曾經有一年
[00:13:18.440 --> 00:13:19.440]  好雨
[00:13:19.440 --> 00:13:20.440]  只是和你們說
[00:13:20.440 --> 00:13:22.440]  在健身室
[00:13:22.440 --> 00:13:24.440]  你有沒有見過這些?
[00:13:24.440 --> 00:13:26.440]  就是要跳上去做引體上升
[00:13:26.440 --> 00:13:28.440]  我記得那時候有個教練朋友
[00:13:28.440 --> 00:13:30.440]  然後他說
[00:13:30.440 --> 00:13:32.440]  教練,引體上升我應該做不到的
[00:13:32.440 --> 00:13:34.440]  他走過去
[00:13:34.440 --> 00:13:36.440]  哇,這麼高的
[00:13:36.440 --> 00:13:38.440]  我伸手
[00:13:38.440 --> 00:13:40.440]  我知道我跳都跳不到
[00:13:40.440 --> 00:13:42.440]  然後旁邊的教練說
[00:13:42.440 --> 00:13:44.440]  我抱你
[00:13:44.440 --> 00:13:46.440]  然後旁邊的教練就像你們一樣
[00:13:46.440 --> 00:13:48.440]  就在笑
[00:13:48.440 --> 00:13:50.440]  我不認識他
[00:13:50.440 --> 00:13:52.440]  然後他就拿了一張類似的椅子
[00:13:52.440 --> 00:13:54.440]  給我站上去
[00:13:54.440 --> 00:13:56.440]  當站上去的時候
[00:13:56.440 --> 00:13:58.440]  一站上去
[00:13:58.440 --> 00:14:00.440]  不知道你有沒有試過做引體上升
[00:14:00.440 --> 00:14:02.440]  原來是可以一下都沒有的
[00:14:02.440 --> 00:14:04.440]  我當時一下都上不到
[00:14:04.440 --> 00:14:06.440]  然後他說,女士你試一下吧
[00:14:06.440 --> 00:14:08.440]  我試了
[00:14:08.440 --> 00:14:10.440]  你一下都沒有啊
[00:14:10.440 --> 00:14:12.440]  我說真的不行啊
[00:14:12.440 --> 00:14:14.440]  然後他說,那你下來吧
[00:14:14.440 --> 00:14:16.440]  他說,如果你真的很想
[00:14:16.440 --> 00:14:18.440]  做到引體上升
[00:14:18.440 --> 00:14:20.440]  其實你不能一做就做引體上升
[00:14:20.440 --> 00:14:22.440]  你要去
[00:14:22.440 --> 00:14:24.440]  訓練不同的肌肉
[00:14:24.440 --> 00:14:26.440]  我們要針對性
[00:14:26.440 --> 00:14:28.440]  訓練不同的肌肉
[00:14:28.440 --> 00:14:30.440]  他就教我做這個動作
[00:14:30.440 --> 00:14:32.440]  然後就教我用這個叫做蛙艇
[00:14:32.440 --> 00:14:36.440]  其實是練強化背部的肌肉
[00:14:36.440 --> 00:14:38.440]  然後再教我用這個肌肉
[00:14:38.440 --> 00:14:40.440]  去訓練背肌
[00:14:40.440 --> 00:14:42.440]  結果有一天
[00:14:42.440 --> 00:14:44.440]  我終於都吐氣揚眉了
[00:14:44.440 --> 00:14:46.440]  大家留意以下的片段
[00:14:46.440 --> 00:14:48.440]  我不是慢鏡的
[00:14:48.440 --> 00:14:50.440]  我是刻意增加了難度
[00:14:50.440 --> 00:14:52.440]  不是那些人一跳上去就不停地跳
[00:14:52.440 --> 00:14:54.440]  就嘗試用動力把你拉上去
[00:14:54.440 --> 00:14:56.440]  不是
[00:14:56.440 --> 00:14:58.440]  他們叫做下到最底
[00:14:58.440 --> 00:15:00.440]  然後再慢慢上
[00:15:00.440 --> 00:15:02.440]  我隨便展示一兩下給大家看
[00:15:02.440 --> 00:15:04.440]  我那天就教我們其中一位弟兄
[00:15:04.440 --> 00:15:06.440]  因為他說想做引體上升
[00:15:06.440 --> 00:15:08.440]  又沒做到
[00:15:08.440 --> 00:15:10.440]  我說,行
[00:15:10.440 --> 00:15:12.440]  你用這部機
[00:15:12.440 --> 00:15:14.440]  我當初都是這樣
[00:15:14.440 --> 00:15:16.440]  一步一步
[00:15:16.440 --> 00:15:18.440]  不用自己看重
[00:15:18.440 --> 00:15:20.440]  開始真的要他幫手一百磅
[00:15:20.440 --> 00:15:22.440]  我一百三十多磅
[00:15:22.440 --> 00:15:24.440]  那我拉多少磅上去
[00:15:24.440 --> 00:15:26.440]  三十多
[00:15:26.440 --> 00:15:28.440]  那你就上到
[00:15:28.440 --> 00:15:30.440]  又再減
[00:15:30.440 --> 00:15:32.440]  大約兩三個月
[00:15:32.440 --> 00:15:34.440]  真的可以減完
[00:15:34.440 --> 00:15:36.440]  然後上到去
[00:15:36.440 --> 00:15:38.440]  所以我知道這個方法是可行的
[00:15:38.440 --> 00:15:40.440]  就教年輕人
[00:15:40.440 --> 00:15:42.440]  就這樣開始
[00:15:42.440 --> 00:15:44.440]  用這個方法
[00:15:44.440 --> 00:15:46.440]  然後就這樣上
[00:15:46.440 --> 00:15:48.440]  但是去健身室還是去健身室
[00:15:48.440 --> 00:15:50.440]  很多人去健身室
[00:15:50.440 --> 00:15:52.440]  但是你經歷了一年之後
[00:15:52.440 --> 00:15:54.440]  因為我剛去我家附近的健身室
[00:15:54.440 --> 00:15:56.440]  一年之後我見到那些人
[00:15:56.440 --> 00:15:58.440]  身體沒改變
[00:15:58.440 --> 00:16:00.440]  還可以越來越肥
[00:16:00.440 --> 00:16:02.440]  去健身室不等於
[00:16:02.440 --> 00:16:04.440]  就會fit
[00:16:04.440 --> 00:16:06.440]  等於你去自修室
[00:16:06.440 --> 00:16:08.440]  很多人都坐在那裡溫書
[00:16:08.440 --> 00:16:10.440]  不等於他合格
[00:16:10.440 --> 00:16:12.440]  等於坐在教會
[00:16:12.440 --> 00:16:14.440]  我不知道你們坐了多少年
[00:16:14.440 --> 00:16:16.440]  靈命是不是會突然間成長
[00:16:16.440 --> 00:16:18.440]  坐在教會是不是等於靈命成長
[00:16:18.440 --> 00:16:20.440]  如果你在健身室
[00:16:20.440 --> 00:16:22.440]  見到很多人玩電話
[00:16:22.440 --> 00:16:24.440]  多於健身
[00:16:24.440 --> 00:16:26.440]  你可能會很帥的說
[00:16:26.440 --> 00:16:28.440]  現在回教會
[00:16:28.440 --> 00:16:30.440]  但是你回到教會
[00:16:30.440 --> 00:16:32.440]  是不是真的靈命有進步呢?
[00:16:32.440 --> 00:16:34.440]  是不是有成長呢?
[00:16:34.440 --> 00:16:36.440]  如果信心不是一種恩賜
[00:16:36.440 --> 00:16:38.440]  如果信心是肌肉
[00:16:38.440 --> 00:16:40.440]  要越鍛鍊越結實的話
[00:16:40.440 --> 00:16:42.440]  那我們怎樣
[00:16:42.440 --> 00:16:44.440]  練信心好像練肌肉呢?
[00:16:44.440 --> 00:16:46.440]  我和大家做一個實習
[00:16:46.440 --> 00:16:48.440]  究竟你在哪一方面
[00:16:48.440 --> 00:16:50.440]  對神是沒有信心的呢?
[00:16:50.440 --> 00:16:52.440]  會不會是
[00:16:52.440 --> 00:16:54.440]  十一奉獻呢?
