
[00:00:00.000 --> 00:00:05.280]  各位電視節目的各位朋友,你們好
[00:02:26.440 --> 00:02:30.440]  那天他自己一個人開著車
[00:02:30.440 --> 00:02:34.440]  直駛入巴士丁娜的警署
[00:02:34.440 --> 00:02:37.440]  面對不少警察
[00:02:37.440 --> 00:02:40.440]  他在袋裏拿出一支手槍
[00:02:40.440 --> 00:02:42.440]  對準自己的太陽穴
[00:02:42.440 --> 00:02:44.440]  然後開槍
[00:02:44.440 --> 00:02:49.440]  他的血濺石整個地方
[00:02:49.440 --> 00:02:52.440]  在裏面留下一封遺書
[00:02:52.440 --> 00:02:54.440]  簡單地說
[00:02:54.440 --> 00:02:57.440]  我厭倦做一個失敗者
[00:02:57.440 --> 00:03:01.440]  海明威寫了一本《老人與海》的小說
[00:03:01.440 --> 00:03:05.440]  說了一句非常發人深省的話
[00:03:05.440 --> 00:03:07.440]  人可以被消滅
[00:03:07.440 --> 00:03:10.440]  但永遠不可能被打倒
[00:03:10.440 --> 00:03:13.440]  Man can be destroyed
[00:03:13.440 --> 00:03:16.440]  But he can never be defeated
[00:03:16.440 --> 00:03:19.440]  海明威說到一個老人
[00:03:19.440 --> 00:03:21.440]  八十四歲
[00:03:21.440 --> 00:03:24.440]  在大海與大魚掙扎
[00:03:24.440 --> 00:03:26.440]  在無情的大海掙扎
[00:03:26.440 --> 00:03:28.440]  然後說出這一句話
[00:03:28.440 --> 00:03:32.440]  當一個人覺得自己是一個失敗者
[00:03:32.440 --> 00:03:34.440]  這也是他的末路
[00:03:34.440 --> 00:03:38.440]  但我們這個社會很看重得失成敗
[00:03:38.440 --> 00:03:40.440]  在香港的時候
[00:03:40.440 --> 00:03:43.440]  我們的年代有所謂中學會考
[00:03:43.440 --> 00:03:45.440]  每逢放榜
[00:03:45.440 --> 00:03:48.440]  我們看到有少數的狀元占子
[00:03:48.440 --> 00:03:50.440]  拿十個A
[00:03:50.440 --> 00:03:54.440]  但其實後面有幾多萬人是撞扁了
[00:03:54.440 --> 00:03:56.440]  完全失敗
[00:03:56.440 --> 00:04:00.440]  實在一仗功成就萬骨枯
[00:04:00.440 --> 00:04:05.440]  成功後面是隱藏著很多很多失敗的故事
[00:04:05.440 --> 00:04:09.440]  人間在世難免有得失成敗
[00:04:09.440 --> 00:04:11.440]  或者是學業
[00:04:11.440 --> 00:04:12.440]  家庭
[00:04:12.440 --> 00:04:14.440]  戀愛
[00:04:14.440 --> 00:04:15.440]  婚姻
[00:04:15.440 --> 00:04:17.440]  養育兒女的失敗
[00:04:17.440 --> 00:04:19.440]  生意的失敗
[00:04:19.440 --> 00:04:21.440]  事業的失敗
[00:04:21.440 --> 00:04:23.440]  我們很重視成功
[00:04:23.440 --> 00:04:26.440]  我記得我開始一個新的教會的時候
[00:04:26.440 --> 00:04:30.440]  有機會和一個好的基督徒朋友
[00:04:30.440 --> 00:04:33.440]  羅曼華姐妹傾談的時候
[00:04:33.440 --> 00:04:35.440]  她問我
[00:04:35.440 --> 00:04:38.440]  如果你開這個新課失敗一敗塗地
[00:04:38.440 --> 00:04:40.440]  你會有何感受?
[00:04:40.440 --> 00:04:42.440]  我沒有回答她
[00:04:42.440 --> 00:04:45.440]  但這句話一直留在我心裏
[00:04:45.440 --> 00:04:47.440]  我想到
[00:04:47.440 --> 00:04:50.440]  我自己何嘗不是很看重成功呢?
[00:04:50.440 --> 00:04:53.440]  用成功來肯定自己的價值
[00:04:53.440 --> 00:04:55.440]  我記得讀小學的時候
[00:04:55.440 --> 00:04:57.440]  考試不錯
[00:04:57.440 --> 00:04:58.440]  讀書讀得好
[00:04:58.440 --> 00:04:59.440]  名列前茅
[00:04:59.440 --> 00:05:02.440]  成功就把我弄黑了我的眼睛
[00:05:02.440 --> 00:05:05.440]  不再看我心底裏
[00:05:05.440 --> 00:05:10.440]  要藏著一些隱藏著的幽暗面和問題
[00:05:10.440 --> 00:05:12.440]  因為我覺得自己可以
[00:05:12.440 --> 00:05:14.440]  升中學的時候
[00:05:14.440 --> 00:05:16.440]  在黃銀讀書
[00:05:16.440 --> 00:05:18.440]  有很多很厲害的同學
[00:05:18.440 --> 00:05:21.440]  在一個更加競爭性的環境
[00:05:21.440 --> 00:05:23.440]  我不是像小學的時候那麼成功
[00:05:23.440 --> 00:05:25.440]  開始對自己懷疑
[00:05:25.440 --> 00:05:27.440]  我解決的方法是什麼?
[00:05:27.440 --> 00:05:29.440]  好!我勤奮一點
[00:05:29.440 --> 00:05:30.440]  讀好一點
[00:05:30.440 --> 00:05:32.440]  成績有些進步
[00:05:32.440 --> 00:05:33.440]  成績有些成就
[00:05:33.440 --> 00:05:35.440]  掩蓋我自己的弱點
[00:05:35.440 --> 00:05:38.440]  我又開始覺得我可以了
[00:05:38.440 --> 00:05:40.440]  到了大學的時候
[00:05:40.440 --> 00:05:42.440]  在香港大學讀書
[00:05:42.440 --> 00:05:44.440]  更加有更出色
[00:05:44.440 --> 00:05:46.440]  更聰明
[00:05:46.440 --> 00:05:49.440]  更能夠的同學在我周圍
[00:05:49.440 --> 00:05:52.440]  同一個惡性循環又再出現了
[00:05:52.440 --> 00:05:54.440]  當我成績好的時候
[00:05:54.440 --> 00:05:56.440]  我不再懷疑自己的價值
[00:05:56.440 --> 00:05:59.440]  當我成績不好的時候
[00:05:59.440 --> 00:06:00.440]  我就沮喪
[00:06:00.440 --> 00:06:01.440]  於是不行
[00:06:01.440 --> 00:06:05.440]  我就要拼命去爭取好的成績
[00:06:05.440 --> 00:06:06.440]  大學畢業了
[00:06:06.440 --> 00:06:07.440]  出來工作了
[00:06:07.440 --> 00:06:09.440]  同樣有一個問題
[00:06:09.440 --> 00:06:10.440]  我教書的
[00:06:10.440 --> 00:06:13.440]  如果學生的會考成績好的時候
[00:06:13.440 --> 00:06:15.440]  那就是說我成功了
[00:06:15.440 --> 00:06:18.440]  但是如果他們不聽話的時候
[00:06:18.440 --> 00:06:19.440]  我又不行了
[00:06:19.440 --> 00:06:23.440]  是用「行不行」去看自己的價值
[00:06:23.440 --> 00:06:26.440]  甚至當我進了神學院的時候
[00:06:26.440 --> 00:06:28.440]  又另一種惡性循環又出現了
[00:06:28.440 --> 00:06:32.440]  又要自己「行」才能夠搞定
[00:06:32.440 --> 00:06:36.440]  當我開始在香港侍奉
[00:06:36.440 --> 00:06:39.440]  在窩打路道三福音堂開始的時候
[00:06:39.440 --> 00:06:42.440]  同樣遇到這個挑戰
[00:06:42.440 --> 00:06:48.440]  如果一個人永遠是用成功來肯定自己的價值
[00:06:48.440 --> 00:06:50.440]  他的人生真的很痛苦
[00:06:50.440 --> 00:06:53.440]  非常的痛苦
[00:06:53.440 --> 00:06:56.440]  我記得我女兒在路德讀書
[00:06:56.440 --> 00:06:58.440]  她讀到第十一年級的時候
[00:06:58.440 --> 00:07:00.440]  成績不知為何大褪
[00:07:00.440 --> 00:07:04.440]  原因後來發現原來她甲狀腺有問題
[00:07:04.440 --> 00:07:06.440]  無法集中
[00:07:06.440 --> 00:07:08.440]  無論她的學業
[00:07:08.440 --> 00:07:11.440]  她的運動游說成績都大跌
[00:07:11.440 --> 00:07:12.440]  很不容易的
[00:07:12.440 --> 00:07:14.440]  在十一年級是一個很重要的一年
[00:07:14.440 --> 00:07:16.440]  成績影響她入大學
[00:07:16.440 --> 00:07:19.440]  當她申請入大學的時候要寫一篇文章
[00:07:19.440 --> 00:07:22.440]  說她自己的
[00:07:22.440 --> 00:07:25.440]  她就將她自己失敗的掙扎
[00:07:25.440 --> 00:07:27.440]  是基於文字上
[00:07:27.440 --> 00:07:29.440]  我當她看了這篇文章的時候
[00:07:29.440 --> 00:07:31.440]  自己都流出眼淚
[00:07:31.440 --> 00:07:35.440]  原來她覺得這個失敗
[00:07:35.440 --> 00:07:38.440]  竟然之間是她人生的轉捩點
[00:07:38.440 --> 00:07:42.440]  將她變得剛強和成熟
[00:07:42.440 --> 00:07:45.440]  看來她似乎勝我一籌
[00:07:45.440 --> 00:07:47.440]  我深深的體會
[00:07:47.440 --> 00:07:49.440]  一個能夠處於失敗的人
[00:07:49.440 --> 00:07:52.440]  才是一個最成功的人
[00:07:52.440 --> 00:07:54.440]  但是得失成敗
[00:07:54.440 --> 00:07:56.440]  往往就是我們情緒的指標
[00:07:56.440 --> 00:07:58.440]  我們得的時候就開心
[00:07:58.440 --> 00:08:00.440]  失的時候就憂慮
[00:08:00.440 --> 00:08:01.440]  不開心
[00:08:01.440 --> 00:08:03.440]  我們成功的時候就喜樂
[00:08:03.440 --> 00:08:05.440]  而我們就喜悅
[00:08:05.440 --> 00:08:07.440]  失敗的時候就退縮
[00:08:07.440 --> 00:08:10.440]  我們這種價值觀將我們打到焦頭爛額
[00:08:10.440 --> 00:08:13.440]  這是一個殘忍的價值觀
[00:08:13.440 --> 00:08:15.440]  將我們的鬥志毀滅
[00:08:15.440 --> 00:08:16.440]  但奇怪
[00:08:16.440 --> 00:08:18.440]  我們看看聖經
[00:08:18.440 --> 00:08:21.440]  似乎給我們一個完全不同的價值觀
[00:08:21.440 --> 00:08:23.440]  十字架象徵甚麼呢?
[00:08:23.440 --> 00:08:27.440]  十字架象徵軟弱、失敗、羞辱
[00:08:27.440 --> 00:08:30.440]  但對基督徒來說
[00:08:30.440 --> 00:08:32.440]  十字架是神的大能
[00:08:32.440 --> 00:08:35.440]  因此信我們可以將軟弱變為剛強
[00:08:35.440 --> 00:08:38.440]  失敗成為神成功之母
[00:08:38.440 --> 00:08:40.440]  就像波羅說
[00:08:40.440 --> 00:08:42.440]  希臘人求智慧
[00:08:42.440 --> 00:08:44.440]  猶太人求神蹟
[00:08:44.440 --> 00:08:46.440]  但我們靠著釘十字架的基督
[00:08:46.440 --> 00:08:48.440]  在猶太人看來是半個石
[00:08:48.440 --> 00:08:50.440]  在外邦人看來是愚蠢
[00:08:50.440 --> 00:08:52.440]  但在神的愚蠢
[00:08:52.440 --> 00:08:54.440]  總比人的智慧
[00:08:54.440 --> 00:08:56.440]  神的軟弱總比人剛強
[00:08:56.440 --> 00:08:59.440]  這就是哥倫多學書第十二章
[00:08:59.440 --> 00:09:01.440]  十字接十一字
[00:09:01.440 --> 00:09:04.440]  保羅說我為基督的言故
[00:09:04.440 --> 00:09:07.440]  就以軟弱、凌辱、急難、迫發、困苦
[00:09:07.440 --> 00:09:09.440]  為可喜樂的
[00:09:09.440 --> 00:09:11.440]  因我甚麼時候軟弱
[00:09:11.440 --> 00:09:13.440]  甚麼時候剛強了
[00:09:13.440 --> 00:09:16.440]  今天我們再來看看希伯來書
[00:09:16.440 --> 00:09:18.440]  十一章的訊息
[00:09:18.440 --> 00:09:20.440]  在這個信心的龍虎榜裏面
[00:09:20.440 --> 00:09:23.440]  出現了三個非常有趣的人物
[00:09:23.440 --> 00:09:27.440]  以撒、雅各和約瑟
[00:09:27.440 --> 00:09:31.440]  因著信他們如何處理
[00:09:31.440 --> 00:09:33.440]  他們的得失成敗
[00:09:33.440 --> 00:09:35.440]  成為了信心的英雄
[00:09:35.440 --> 00:09:39.440]  首先我們看看第二十節
[00:09:39.440 --> 00:09:44.440]  信是基於應許而非個人的得失
[00:09:44.440 --> 00:09:46.440]  二十節的說法
[00:09:46.440 --> 00:09:50.440]  以撒因著信指著將來的事
[00:09:50.440 --> 00:09:54.440]  給雅各、以素、祝福
[00:09:54.440 --> 00:09:57.440]  當希伯來書的作者提到信心的龍虎榜時
[00:09:57.440 --> 00:09:59.440]  他提到三個人
[00:09:59.440 --> 00:10:01.440]  以撒、雅各和約瑟
[00:10:01.440 --> 00:10:04.440]  聖經學者稱他們為族長
[00:10:04.440 --> 00:10:08.440]  我稱他們為萬滅異鄉人
[00:10:08.440 --> 00:10:10.440]  為何我這樣說呢?
[00:10:10.440 --> 00:10:12.440]  以撒是一個流蕩者
[00:10:12.440 --> 00:10:14.440]  他沒有自己的家
[00:10:14.440 --> 00:10:16.440]  他沒有固定的居所
[00:10:16.440 --> 00:10:20.440]  只有支搭帳棚到處為家
[00:10:20.440 --> 00:10:23.440]  甚至可以說是一個homeless
[00:10:23.440 --> 00:10:27.440]  有時甚至流蕩到南方的埃及
[00:10:27.440 --> 00:10:29.440]  而他的兒子雅各
[00:10:29.440 --> 00:10:33.440]  雅各和他哥哥以素發生了意見衝突
[00:10:33.440 --> 00:10:36.440]  他用詭計騙取了長子的名分
[00:10:36.440 --> 00:10:38.440]  為了避免他哥哥殺戮
[00:10:38.440 --> 00:10:40.440]  於是離開了父家
[00:10:40.440 --> 00:10:42.440]  到處飄蕩
[00:10:42.440 --> 00:10:44.440]  在舊府家寄人籬下
[00:10:44.440 --> 00:10:46.440]  痛苦和欺壓
[00:10:46.440 --> 00:10:51.440]  14年後才回到巴勒斯坦的地方
[00:10:51.440 --> 00:10:53.440]  回到巴勒斯坦後
[00:10:53.440 --> 00:10:55.440]  亦是一個異鄉人
[00:10:55.440 --> 00:10:57.440]  到處流蕩
[00:10:57.440 --> 00:10:59.440]  而他的兒子約瑟呢?
[00:10:59.440 --> 00:11:01.440]  雖然在埃及有成就
[00:11:01.440 --> 00:11:03.440]  始終不是自己的地方
[00:11:03.440 --> 00:11:05.440]  始終是一個異鄉人
[00:11:05.440 --> 00:11:09.440]  這三個族長都有一個共同點
[00:11:09.440 --> 00:11:12.440]  就是從到老到去人
[00:11:12.440 --> 00:11:14.440]  死過一刻
[00:11:14.440 --> 00:11:18.440]  他們仍然是一個流離飄蕩的異鄉人
[00:11:18.440 --> 00:11:20.440]  或許你會問
[00:11:20.440 --> 00:11:22.440]  So what?
[00:11:22.440 --> 00:11:23.440]  四海為家
[00:11:23.440 --> 00:11:25.440]  尋找他鄉的故事
[00:11:25.440 --> 00:11:26.440]  在我們今代的中國人來說
[00:11:26.440 --> 00:11:28.440]  學上不一樣
[00:11:28.440 --> 00:11:30.440]  沒什麼大不了
[00:11:30.440 --> 00:11:33.440]  但對著阿不拉罕的遺孫和曾書
[00:11:33.440 --> 00:11:36.440]  就是大不了的事
[00:11:36.440 --> 00:11:37.440]  何解?
[00:11:37.440 --> 00:11:41.440]  因為你看聖經創世紀第十二章
[00:11:41.440 --> 00:11:43.440]  第一節到第二節
[00:11:43.440 --> 00:11:45.440]  耶和華和阿不拉罕納約的時候
[00:11:45.440 --> 00:11:46.440]  怎麼說呢?
[00:11:46.440 --> 00:11:49.440]  你要離開本地本族父家
[00:11:49.440 --> 00:11:51.440]  往我所要指示你的地方去
[00:11:51.440 --> 00:11:53.440]  我必叫你成為大國
[00:11:53.440 --> 00:11:55.440]  我必賜福給你
[00:11:55.440 --> 00:11:57.440]  叫你的名為大
[00:11:57.440 --> 00:11:59.440]  你叫別人得福
[00:11:59.440 --> 00:12:00.440]  為你祝福的
[00:12:00.440 --> 00:12:02.440]  我必賜福於他
[00:12:02.440 --> 00:12:03.440]  就了你的
[00:12:03.440 --> 00:12:05.440]  我必就了他
[00:12:05.440 --> 00:12:07.440]  地上的萬族
[00:12:07.440 --> 00:12:09.440]  都要因你得福
[00:12:09.440 --> 00:12:13.440]  神以阿不拉罕應許有幾件事情
[00:12:13.440 --> 00:12:14.440]  第一
[00:12:14.440 --> 00:12:16.440]  他要成為一個大國
[00:12:16.440 --> 00:12:18.440]  有很多子子孫孫
[00:12:18.440 --> 00:12:20.440]  名字很大
[00:12:20.440 --> 00:12:21.440]  第十二節說
[00:12:21.440 --> 00:12:23.440]  好像星那麼多
[00:12:23.440 --> 00:12:26.440]  好像海沙那麼多
[00:12:26.440 --> 00:12:27.440]  第二
[00:12:27.440 --> 00:12:29.440]  有自己的地方稱為神的應許地
[00:12:29.440 --> 00:12:30.440]  第八節說
[00:12:30.440 --> 00:12:33.440]  得為業的地方
[00:12:33.440 --> 00:12:35.440]  當他去到那個地方的時候
[00:12:35.440 --> 00:12:37.440]  到死那一天
[00:12:37.440 --> 00:12:39.440]  他的應許一點都沒有實現
[00:12:39.440 --> 00:12:41.440]  他們離開自己的地方
[00:12:41.440 --> 00:12:43.440]  叫做吾爾
[00:12:43.440 --> 00:12:45.440]  尋求一個安息之地
[00:12:45.440 --> 00:12:47.440]  但臨死的時候
[00:12:47.440 --> 00:12:50.440]  這個夢仍然未實現
[00:12:50.440 --> 00:12:52.440]  對很多人來說
[00:12:52.440 --> 00:12:54.440]  這不就是幻滅嗎?
[00:12:54.440 --> 00:12:56.440]  他們會埋怨神嗎?
[00:12:56.440 --> 00:12:58.440]  會自暴自卑嗎?
[00:12:58.440 --> 00:13:00.440]  覺得神是耍他們嗎?
[00:13:00.440 --> 00:13:02.440]  但以撒亞國和以色列
[00:13:02.440 --> 00:13:04.440]  並不是這樣
[00:13:04.440 --> 00:13:06.440]  就好像希伯來書第十一章第十三節所說
[00:13:06.440 --> 00:13:08.440]  這些人都存在信心死的
[00:13:08.440 --> 00:13:10.440]  並沒有得到所應許的
[00:13:10.440 --> 00:13:15.440]  但他們從遠處看見神應許的退言
[00:13:15.440 --> 00:13:16.440]  因為他們了解
[00:13:16.440 --> 00:13:20.440]  信就是所望之時的實體
[00:13:20.440 --> 00:13:23.440]  我們信心的根基在哪裡?
[00:13:23.440 --> 00:13:25.440]  神祝福我們
[00:13:25.440 --> 00:13:29.440]  不是一定有成就有收穫
[00:13:29.440 --> 00:13:32.440]  這樣才叫真正的祝福
[00:13:32.440 --> 00:13:35.440]  我們不是看到我們有成就有收穫
[00:13:35.440 --> 00:13:37.440]  我們就有信心
[00:13:37.440 --> 00:13:41.440]  我們的信心不是建基在所見到的事
[00:13:41.440 --> 00:13:45.440]  我們不是覺得信耶穌靚不靚
[00:13:45.440 --> 00:13:48.440]  信心不是魔術
[00:13:48.440 --> 00:13:50.440]  魔術是什麼?
[00:13:50.440 --> 00:13:52.440]  芝麻開門就開門
[00:13:52.440 --> 00:13:55.440]  夠靚我就信他
[00:13:55.440 --> 00:13:57.440]  不是
[00:13:57.440 --> 00:14:01.440]  今天我們的信心不是根基在這些地方
[00:14:01.440 --> 00:14:02.440]  這些不是真正的信心
[00:14:02.440 --> 00:14:04.440]  這是魔術
[00:14:04.440 --> 00:14:07.440]  信是將我們自己交在神的手裏
[00:14:07.440 --> 00:14:09.440]  他既然這樣應許過我們
[00:14:09.440 --> 00:14:15.440]  我們就相信是抓住上帝所應許的
[00:14:15.440 --> 00:14:21.440]  因為以撒的信心不是基於他的得失
[00:14:21.440 --> 00:14:23.440]  而是基於神的應許
[00:14:23.440 --> 00:14:27.440]  所以他並不是一個幻滅的人
[00:14:27.440 --> 00:14:31.440]  因著信帶來的不是幻滅
[00:14:31.440 --> 00:14:32.440]  不是奏站
[00:14:32.440 --> 00:14:33.440]  不是失望
[00:14:33.440 --> 00:14:35.440]  而是祝福
[00:14:35.440 --> 00:14:38.440]  以撒年老的時候為他兩個兒子祝福
[00:14:38.440 --> 00:14:39.440]  第20節說
[00:14:39.440 --> 00:14:44.440]  以撒因著信指著將來的事給雅各
[00:14:44.440 --> 00:14:45.440]  以素祝福
[00:14:45.440 --> 00:14:49.440]  這個故事記載在《創世紀》27章
[00:14:49.440 --> 00:14:51.440]  以撒先為雅各祝福
[00:14:51.440 --> 00:14:56.440]  因為以素為了掌子的紅豆湯
[00:14:56.440 --> 00:14:59.440]  就將掌子的名份出賣了
[00:14:59.440 --> 00:15:02.440]  一碗紅豆湯
[00:15:02.440 --> 00:15:04.440]  他看來很現實
[00:15:04.440 --> 00:15:06.440]  哇 香噴噴
[00:15:06.440 --> 00:15:09.440]  我已經渴望到極了
[00:15:09.440 --> 00:15:11.440]  哇 馬上去
[00:15:11.440 --> 00:15:12.440]  就得到滿足了
[00:15:12.440 --> 00:15:14.440]  掌子的名份
[00:15:14.440 --> 00:15:16.440]  太飄遠了
[00:15:16.440 --> 00:15:18.440]  太久了 太空了
[00:15:18.440 --> 00:15:23.440]  所以他就為了一碗紅豆湯
[00:15:23.440 --> 00:15:28.440]  竟然之間將掌子的名份出賣了
[00:15:28.440 --> 00:15:30.440]  就因為這樣緣故
[00:15:30.440 --> 00:15:31.440]  雅各就成為掌子了
[00:15:31.440 --> 00:15:33.440]  成為成家人了
[00:15:33.440 --> 00:15:35.440]  而以素的祝福
[00:15:35.440 --> 00:15:43.440]  記載在《創世紀》27章第39至40節
[00:15:43.440 --> 00:15:47.440]  是較少的祝福
[00:15:47.440 --> 00:15:49.440]  雅各先得祝福
[00:15:49.440 --> 00:15:51.440]  因為他是掌子
[00:15:51.440 --> 00:15:53.440]  以素其後得祝福
[00:15:53.440 --> 00:15:54.440]  是較少的祝福
[00:15:54.440 --> 00:15:56.440]  因為他不再是掌子
[00:15:56.440 --> 00:16:00.440]  因為他貪戀一個紅豆湯
[00:16:00.440 --> 00:16:02.440]  看見香噴噴
[00:16:02.440 --> 00:16:04.440]  以為被他滿足的紅豆湯
[00:16:04.440 --> 00:16:10.440]  就放棄了看不見將來的掌子名份
[00:16:10.440 --> 00:16:12.440]  大家可以想像到
[00:16:12.440 --> 00:16:16.440]  如果神應許你和你的家族
[00:16:16.440 --> 00:16:18.440]  會成為美國的總統
[00:16:18.440 --> 00:16:20.440]  你又深信不疑
[00:16:20.440 --> 00:16:22.440]  到你死的日子都沒有成就
[00:16:22.440 --> 00:16:26.440]  你就將這個應許帶給你的兒子
[00:16:26.440 --> 00:16:28.440]  你兒子死了之後仍未實現
[00:16:28.440 --> 00:16:31.440]  為你的兒子祝福
[00:16:31.440 --> 00:16:33.440]  又將應許給他
[00:16:33.440 --> 00:16:35.440]  一代傳一代
[00:16:35.440 --> 00:16:37.440]  直至到應許實現了
[00:16:37.440 --> 00:16:40.440]  但如今神的應許
[00:16:40.440 --> 00:16:44.440]  亞伯拉罕無數的子孫
[00:16:44.440 --> 00:16:46.440]  又有應許地
[00:16:46.440 --> 00:16:48.440]  又有祝福
[00:16:48.440 --> 00:16:54.440]  這個應許在三代之間都沒有實現
[00:16:54.440 --> 00:16:56.440]  希伯來斯的作者說明
[00:16:56.440 --> 00:16:58.440]  這些人存在信心死的
[00:16:58.440 --> 00:17:02.440]  他們承認自己在世上是客裡是寄居
[00:17:02.440 --> 00:17:05.440]  說這樣說的人士表明自己要找一個家鄉
[00:17:05.440 --> 00:17:09.440]  他們若想離開家鄉
[00:17:09.440 --> 00:17:12.440]  還可以回去的機會
[00:17:12.440 --> 00:17:15.440]  他們的羨慕一個更美的家鄉
[00:17:15.440 --> 00:17:16.440]  就事在天上的
[00:17:16.440 --> 00:17:18.440]  所以神被稱為他們的神
[00:17:18.440 --> 00:17:19.440]  並不以為此
[00:17:19.440 --> 00:17:22.440]  因為祂已經給他們預備了一座城
[00:17:22.440 --> 00:17:25.440]  希伯來斯的作者告訴我們
[00:17:25.440 --> 00:17:32.440]  他從另一個角度去看這個信心問題
[00:17:32.440 --> 00:17:35.440]  神給予亞伯拉罕的祝福
[00:17:35.440 --> 00:17:39.440]  成為這個大國子孫多過星
[00:17:39.440 --> 00:17:41.440]  多過海邊的沙
[00:17:41.440 --> 00:17:45.440]  並不是指著亞伯拉罕血緣的關係
[00:17:45.440 --> 00:17:48.440]  不是指著猶太人而言
[00:17:48.440 --> 00:17:52.440]  而是指著亞伯拉罕的信心而言
[00:17:52.440 --> 00:17:54.440]  從人的方面來說
[00:17:54.440 --> 00:17:56.440]  是指教會
[00:17:56.440 --> 00:17:57.440]  是指基督徒
[00:17:57.440 --> 00:18:01.440]  是憑著信義成為神的子女
[00:18:01.440 --> 00:18:04.440]  成為神的門徒
[00:18:04.440 --> 00:18:07.440]  他們又稱為亞伯拉罕的子孫
[00:18:07.440 --> 00:18:09.440]  神與亞伯拉罕納約
[00:18:09.440 --> 00:18:11.440]  應許拿地
[00:18:11.440 --> 00:18:14.440]  這個地不是指巴勒斯坦之地
[00:18:14.440 --> 00:18:15.440]  是指天上的城
[00:18:15.440 --> 00:18:17.440]  是指天國
[00:18:17.440 --> 00:18:19.440]  保羅就將這個連在一起說
[00:18:19.440 --> 00:18:21.440]  從亞伯拉罕的後裔
[00:18:21.440 --> 00:18:23.440]  大衛的子孫耶穌
[00:18:23.440 --> 00:18:25.440]  來到巴勒斯坦的地方
[00:18:25.440 --> 00:18:26.440]  為我們釘起十字架
[00:18:26.440 --> 00:18:29.440]  以致我們能夠成為亞伯拉罕的子孫
[00:18:29.440 --> 00:18:31.440]  也能夠進入天國
