
[00:00:00.000 --> 00:00:07.680]  今天我想講的題目就是比運動更重要的東西
[00:05:41.280 --> 00:05:42.920]  運動很有益
[00:05:42.920 --> 00:05:45.360]  但是我們今天讀的經文
[00:05:45.360 --> 00:05:47.480]  有一點點唱反調
[00:05:47.480 --> 00:05:49.520]  保羅說什麼呢?
[00:05:49.520 --> 00:05:51.360]  他說
[00:05:51.360 --> 00:05:53.240]  操練身體
[00:05:53.240 --> 00:05:55.960]  益處還少
[00:05:55.960 --> 00:05:59.760]  唯獨經前凡事都有益處
[00:05:59.760 --> 00:06:02.640]  那是不是代表我們不用操練身體呢?
[00:06:02.640 --> 00:06:03.680]  那是不是就代表
[00:06:03.680 --> 00:06:05.640]  因為我們都知道做運動辛苦
[00:06:05.640 --> 00:06:07.600]  是不是當你很辛苦做運動的時候
[00:06:07.600 --> 00:06:10.120]  你就馬上想起這段經文
[00:06:10.120 --> 00:06:11.640]  咦 操練身體
[00:06:11.640 --> 00:06:12.920]  益處還少
[00:06:12.920 --> 00:06:14.280]  這麼少操練來做什麼
[00:06:14.280 --> 00:06:15.520]  然後拿一本聖經讀
[00:06:15.520 --> 00:06:16.880]  容易很多
[00:06:16.880 --> 00:06:18.080]  起碼不用出汗
[00:06:18.080 --> 00:06:19.520]  是不是這樣呢?
[00:06:19.520 --> 00:06:20.520]  我相信不是
[00:06:20.520 --> 00:06:24.520]  只不過他是說益處還少
[00:06:24.520 --> 00:06:26.960]  其實保羅在很多地方都肯定
[00:06:26.960 --> 00:06:28.320]  做運動是重要的
[00:06:28.320 --> 00:06:29.480]  他經常提及說
[00:06:29.480 --> 00:06:31.680]  要操練自己
[00:06:31.680 --> 00:06:33.160]  這個希臘文就是
[00:06:33.160 --> 00:06:34.760]  Train yourself
[00:06:34.760 --> 00:06:36.720]  要訓練你自己
[00:06:36.720 --> 00:06:38.560]  我們經常說做健身
[00:06:38.560 --> 00:06:39.680]  原來做健身這個字
[00:06:39.680 --> 00:06:42.200]  都是源自希臘文的
[00:06:42.200 --> 00:06:43.600]  保羅曾經說過
[00:06:43.600 --> 00:06:47.760]  他說我跑步不像無定向
[00:06:47.760 --> 00:06:50.840]  我鬥拳不像打空氣
[00:06:50.840 --> 00:06:53.000]  證明他都有練跑
[00:06:53.000 --> 00:06:55.680]  證明他很有系統去練
[00:06:55.680 --> 00:06:57.560]  他知道自己跑多遠
[00:06:57.560 --> 00:06:59.520]  知道自己跑去哪裡
[00:06:59.520 --> 00:07:01.240]  他也會練拳
[00:07:01.240 --> 00:07:04.480]  並且他不會打空氣
[00:07:04.480 --> 00:07:05.840]  他真的會打沙巴
[00:07:05.840 --> 00:07:06.800]  我相信
[00:07:06.800 --> 00:07:08.320]  他很有目標去練習
[00:07:08.320 --> 00:07:09.360]  不過只不過他認為
[00:07:09.360 --> 00:07:11.960]  做運動的益處相對較少
[00:07:11.960 --> 00:07:15.720]  是因為相對敬虔
[00:07:15.720 --> 00:07:16.960]  可能大家都認為
[00:07:16.960 --> 00:07:18.640]  運動的益處還少?
[00:07:18.640 --> 00:07:19.600]  剛才提到
[00:07:19.600 --> 00:07:22.240]  如果你只減少了肚腩一吋
[00:07:22.240 --> 00:07:23.480]  你已經減低了
[00:07:23.480 --> 00:07:26.200]  患上以下疾病的風險
[00:07:26.200 --> 00:07:31.000]  那敬虔又給我們每一個甚麼應許呢?
[00:07:31.000 --> 00:07:32.440]  最明顯的就是
[00:07:32.440 --> 00:07:34.440]  操練身體益處還少
[00:07:34.440 --> 00:07:37.160]  唯獨敬虔凡事都有益處
[00:07:37.160 --> 00:07:41.840]  因為他有今生和來生的應許
[00:07:41.840 --> 00:07:46.520]  因為他有今生和來生的應許
[00:07:46.520 --> 00:07:48.160]  大家看這節經文
[00:07:48.160 --> 00:07:49.280]  很明顯就知道
[00:07:49.280 --> 00:07:52.160]  敬虔一定比運動更重要
[00:07:52.160 --> 00:07:53.920]  因為今生的益處
[00:07:53.920 --> 00:07:55.920]  如果做運動有益處
[00:07:55.920 --> 00:07:56.920]  他幫助你甚麼呢?
[00:07:56.920 --> 00:07:59.040]  他令你減低患病的風險
[00:07:59.040 --> 00:08:01.360]  亦可以令你受傷時
[00:08:01.360 --> 00:08:03.360]  復原得快些
[00:08:03.360 --> 00:08:05.200]  但問題是
[00:08:05.200 --> 00:08:07.200]  就算做很多運動
[00:08:07.200 --> 00:08:10.200]  保不保證你不生病呢?
[00:08:10.200 --> 00:08:11.440]  不保證
[00:08:11.440 --> 00:08:13.200]  有時生病就要生病
[00:08:13.200 --> 00:08:14.600]  就算做很多運動
[00:08:14.600 --> 00:08:16.320]  都保證不到你
[00:08:16.320 --> 00:08:19.840]  是長生不老或不死
[00:08:19.840 --> 00:08:22.480]  因為這只不過是今生的應許
[00:08:22.480 --> 00:08:25.120]  但敬虔有來生的應許
[00:08:25.120 --> 00:08:27.920]  羅馬書2章7節這樣說
[00:08:27.920 --> 00:08:30.640]  「凡行心行善
[00:08:30.640 --> 00:08:33.200]  尋求榮耀尊貴
[00:08:33.200 --> 00:08:35.920]  和不能扭壞之福的
[00:08:35.920 --> 00:08:38.520]  就以永生報應他們」
[00:08:38.520 --> 00:08:41.000]  這聖經說得很清楚
[00:08:41.000 --> 00:08:43.000]  原來當我們願意行善
[00:08:43.000 --> 00:08:45.600]  原來當我們願意尋求上帝的榮耀
[00:08:45.600 --> 00:08:47.880]  有些事是為我們預備
[00:08:47.880 --> 00:08:49.680]  而為我們預備這一個
[00:08:49.680 --> 00:08:52.600]  是去到將來無窮盡
[00:08:52.600 --> 00:08:55.800]  耶穌自己都親自給了我們每一個信徒
[00:08:55.800 --> 00:08:58.320]  一個很大的承諾和應許
[00:08:58.320 --> 00:09:00.200]  祂說「我實在告訴你們
[00:09:00.200 --> 00:09:02.480]  人為我的福音撇下房屋
[00:09:02.480 --> 00:09:05.960]  或是弟兄姐妹父母兒女田地
[00:09:05.960 --> 00:09:09.480]  母不在今世得百倍
[00:09:09.480 --> 00:09:12.600]  就是房屋弟兄姐妹母親兒女田地
[00:09:12.600 --> 00:09:17.920]  並且要受碧白在來世得到永生」
[00:09:17.920 --> 00:09:21.880]  這個我相信是唯一一個一定賺的投資
[00:09:21.880 --> 00:09:24.920]  還要是保證你有百倍的投資
[00:09:24.920 --> 00:09:29.320]  就是你願不願意為福音去捨棄房屋呢?
[00:09:29.320 --> 00:09:31.720]  什麼叫為福音捨棄房屋呢?
[00:09:31.720 --> 00:09:34.040]  那時我認識一個機構
[00:09:34.040 --> 00:09:37.000]  專門派出宣教士
[00:09:37.000 --> 00:09:39.760]  他說以前 即是幾十年前
[00:09:39.760 --> 00:09:43.400]  派出宣教士容易很多
[00:09:43.400 --> 00:09:46.240]  沒有那麼多問題要問的準宣教士
[00:09:46.240 --> 00:09:48.520]  現在問多很多問題
[00:09:48.520 --> 00:09:53.320]  他會問「我小朋友在哪裡讀書?」
[00:09:53.320 --> 00:09:54.720]  很實際
[00:09:54.720 --> 00:09:58.600]  「我有沒有退休金?」
[00:09:58.600 --> 00:10:01.280]  結果前幾年他問一個宣教士
[00:10:01.280 --> 00:10:04.880]  已經完成程序 準備出發
[00:10:04.880 --> 00:10:08.840]  最後準宣教士拒絕了
[00:10:08.840 --> 00:10:10.160]  他說還是不要了
[00:10:10.160 --> 00:10:12.080]  機構問他為什麼
[00:10:12.080 --> 00:10:15.120]  他說因為我剛剛買了房子
[00:10:15.120 --> 00:10:17.640]  我真的捨不得放棄
[00:10:17.640 --> 00:10:20.120]  我相信這個就是他沒有了
[00:10:20.120 --> 00:10:22.600]  耶穌說得到百倍
[00:10:22.600 --> 00:10:24.440]  得到永生的承諾
[00:10:24.440 --> 00:10:26.400]  那個投資的回報
[00:10:26.400 --> 00:10:28.040]  保羅也曾經說
[00:10:28.040 --> 00:10:30.120]  凡教力增盛的
[00:10:30.120 --> 00:10:31.760]  諸事都有節制
[00:10:31.760 --> 00:10:35.240]  他們不過是要得能壞的冠冕
[00:10:35.240 --> 00:10:40.000]  我們卻是要得不能壞的冠冕
[00:10:40.000 --> 00:10:41.120]  什麼意思呢?
[00:10:41.120 --> 00:10:42.680]  為什麼那些冠冕會壞呢?
[00:10:42.680 --> 00:10:45.560]  大家看聖經的時候有沒有想過?
[00:10:45.560 --> 00:10:48.760]  我們現在那些運動比賽的人
[00:10:48.760 --> 00:10:50.520]  一拿了金牌銀牌銅牌
[00:10:50.520 --> 00:10:52.800]  最喜歡做一個什麼動作呢?
[00:10:52.800 --> 00:10:55.120]  就是吃那個牌
[00:10:55.120 --> 00:10:55.840]  那個牌?
[00:10:55.840 --> 00:10:57.080]  他說不是啊
[00:10:57.080 --> 00:11:01.160]  女傳道那個牌不會扭壞的
[00:11:01.160 --> 00:11:02.960]  以前那些會扭壞的
[00:11:02.960 --> 00:11:03.920]  以前那些呢
[00:11:03.920 --> 00:11:08.600]  原來是用月貴的資業來編織的
[00:11:08.600 --> 00:11:10.120]  就是他們那些冠冕
[00:11:10.120 --> 00:11:11.400]  所以真的會壞
[00:11:11.400 --> 00:11:13.800]  但是你說現在不就不壞了
[00:11:13.800 --> 00:11:16.080]  現在真的不壞?
[00:11:16.080 --> 00:11:18.200]  人的身體很快扭壞
[00:11:18.200 --> 00:11:19.320]  我們很開心
[00:11:19.320 --> 00:11:21.800]  香港創造了一個奇蹟
[00:11:21.800 --> 00:11:24.120]  就是打足21場拳賽
[00:11:24.120 --> 00:11:25.520]  好像保羅那樣說
[00:11:25.520 --> 00:11:27.440]  他真的沒什麼打空氣了
[00:11:27.440 --> 00:11:29.800]  贏足21場
[00:11:29.800 --> 00:11:31.920]  我不知道他可以贏多久
[00:11:31.920 --> 00:11:35.120]  我相信他不可以贏到104歲
[00:11:35.120 --> 00:11:35.920]  一定會
[00:11:35.920 --> 00:11:38.280]  我們的身體會一起扭壞
[00:11:38.280 --> 00:11:39.680]  他拿到的冠冕
[00:11:39.680 --> 00:11:40.600]  拿到的金牌
[00:11:40.600 --> 00:11:43.000]  拿到的腰帶
[00:11:43.000 --> 00:11:44.800]  肯定都會過去
[00:11:44.800 --> 00:11:46.040]  因為他很快
[00:11:46.040 --> 00:11:49.960]  他的人生可能去到100歲110歲就過去
[00:11:49.960 --> 00:11:52.080]  但是今天保羅說的
[00:11:52.080 --> 00:11:55.000]  原來我們好像一個比賽的運動員
[00:11:55.000 --> 00:11:56.640]  就算我們一直節制
[00:11:56.640 --> 00:11:57.760]  我們做很多事情
[00:11:57.760 --> 00:11:59.240]  因為在他們的時代
[00:11:59.240 --> 00:12:00.480]  一說到運動
[00:12:00.480 --> 00:12:04.120]  其實已經包括飲食和做運動
[00:12:04.120 --> 00:12:06.400]  所有事情都會過期
[00:12:06.400 --> 00:12:09.000]  但唯有敬虔的應許
[00:12:09.000 --> 00:12:14.600]  是沒有到期的那一天
[00:12:14.600 --> 00:12:16.160]  那什麼是敬虔呢?
[00:12:16.160 --> 00:12:17.000]  可能你說
[00:12:17.000 --> 00:12:18.480]  就是虔誠
[00:12:18.480 --> 00:12:21.400]  虔誠就是敬虔
[00:12:21.400 --> 00:12:24.520]  那敬虔有沒有樣子看的?
[00:12:24.520 --> 00:12:25.360]  有些人有
[00:12:25.360 --> 00:12:26.320]  有些人沒有
[00:12:26.320 --> 00:12:27.800]  敬虔有樣子看的
[00:12:27.800 --> 00:12:28.840]  聖經也說
[00:12:28.840 --> 00:12:31.440]  不過有些人如果真的只有樣子
[00:12:31.440 --> 00:12:33.280]  當然你裡面的敬虔
[00:12:33.280 --> 00:12:36.080]  真的會流露到你的樣子出來
[00:12:36.080 --> 00:12:38.040]  但有些人可能只有樣子
[00:12:38.040 --> 00:12:40.920]  裡面是沒有好的內涵
[00:12:40.920 --> 00:12:42.640]  沒有敬虔的實意
[00:12:42.640 --> 00:12:46.440]  在提摩太后書三章一至五節這樣說
[00:12:46.440 --> 00:12:48.280]  我讀頭四節給大家聽
[00:12:48.280 --> 00:12:49.400]  她說你該知道
[00:12:49.400 --> 00:12:52.440]  末世必有危險的日子來到
[00:12:52.440 --> 00:12:56.760]  因為那時人要尊顧自己
[00:12:56.760 --> 00:12:58.960]  貪愛錢財
[00:12:58.960 --> 00:13:00.120]  自誇
[00:13:00.120 --> 00:13:01.680]  狂傲
[00:13:01.680 --> 00:13:02.880]  狂毒
[00:13:02.880 --> 00:13:04.320]  違背父母
[00:13:04.320 --> 00:13:05.720]  忘恩負義
[00:13:05.720 --> 00:13:07.040]  心不勝節
[00:13:07.040 --> 00:13:08.160]  母親情
[00:13:08.160 --> 00:13:09.280]  不解怨
[00:13:09.280 --> 00:13:10.520]  好說
[00:13:10.520 --> 00:13:11.360]  殘嚴
[00:13:11.360 --> 00:13:12.560]  不能自約
[00:13:12.560 --> 00:13:14.040]  性情兇暴
[00:13:14.040 --> 00:13:15.640]  不愛良善
[00:13:15.640 --> 00:13:16.960]  賣主賣友
[00:13:16.960 --> 00:13:18.200]  任意妄為
[00:13:18.200 --> 00:13:19.400]  自高自大
[00:13:19.400 --> 00:13:20.560]  愛燕落
[00:13:20.560 --> 00:13:22.160]  不愛神
[00:13:22.160 --> 00:13:23.240]  第五節
[00:13:23.240 --> 00:13:25.560]  有敬虔的外貌
[00:13:25.560 --> 00:13:28.480]  卻背了敬虔的實意
[00:13:28.480 --> 00:13:29.480]  這等人
[00:13:29.480 --> 00:13:32.960]  你要躲開
[00:13:32.960 --> 00:13:34.560]  你有沒有認識
[00:13:34.560 --> 00:13:35.920]  以上
[00:13:35.920 --> 00:13:38.320]  那些人
[00:13:38.320 --> 00:13:40.240]  我在香港也見過
[00:13:40.240 --> 00:13:42.960]  在這裡好像也有一點
[00:13:42.960 --> 00:13:44.840]  不過我沒見過
[00:13:44.840 --> 00:13:46.160]  為什麼要躲開
[00:13:46.160 --> 00:13:49.880]  原來他們是有敬虔的外表
[00:13:49.880 --> 00:13:50.880]  即是說
[00:13:50.880 --> 00:13:53.360]  他們有教會
[00:13:53.360 --> 00:13:54.440]  但他們卻
[00:13:54.440 --> 00:13:56.360]  可以是愛燕落
[00:13:56.360 --> 00:13:58.160]  可以是自高自大
[00:13:58.160 --> 00:13:59.640]  可以是不能自約
[00:13:59.640 --> 00:14:01.640]  可以是貪愛錢財
[00:14:01.640 --> 00:14:03.080]  可以是忘恩負義
[00:14:03.080 --> 00:14:05.200]  可以是心不勝節
[00:14:05.200 --> 00:14:06.240]  他說這些人
[00:14:06.240 --> 00:14:08.320]  你要避開
[00:14:08.320 --> 00:14:09.320]  即是說
[00:14:09.320 --> 00:14:10.720]  他們有錢的
[00:14:10.720 --> 00:14:13.360]  就算請你吃最貴的飯
[00:14:13.360 --> 00:14:14.800]  你不一定要去
[00:14:14.800 --> 00:14:15.600]  你不要說
[00:14:15.600 --> 00:14:18.400]  我一輩子
[00:14:18.400 --> 00:14:20.600]  都沒吃過這些好吃的東西
[00:14:20.600 --> 00:14:21.960]  我聽過有些人跟我說
[00:14:21.960 --> 00:14:24.200]  那個人請我吃飯
[00:14:24.200 --> 00:14:28.800]  一個人也要五六百元
[00:14:28.800 --> 00:14:32.520]  因為我們沒錢吃五六百元
[00:14:32.520 --> 00:14:33.760]  原來聖經說
[00:14:33.760 --> 00:14:35.560]  你不一定要去
[00:14:35.560 --> 00:14:36.840]  不去的
[00:14:36.840 --> 00:14:38.760]  才是真正的敬虔
[00:14:38.760 --> 00:14:40.480]  這個我真的聽過
[00:14:40.480 --> 00:14:42.320]  有人可以叫他去一次
[00:14:42.320 --> 00:14:43.440]  不去
[00:14:43.440 --> 00:14:44.120]  我沒東西吃嗎?
[00:14:44.120 --> 00:14:45.280]  我站著
[00:14:45.280 --> 00:14:46.240]  叫他去第二次
[00:14:46.240 --> 00:14:46.760]  不去
[00:14:46.760 --> 00:14:48.360]  第三次也不去
[00:14:48.360 --> 00:14:51.840]  這個完全是根據到聖經的原則
[00:14:51.840 --> 00:14:53.960]  因為聖經說明
[00:14:53.960 --> 00:14:57.560]  你要躲開
[00:14:57.560 --> 00:15:00.440]  不要讓魔鬼留地步
[00:15:00.440 --> 00:15:02.920]  那什麼叫敬虔的實義呢?
[00:15:02.920 --> 00:15:04.680]  套用回耶穌所說的
[00:15:04.680 --> 00:15:07.520]  有關於樹的比喻
[00:15:07.520 --> 00:15:08.400]  他說
[00:15:08.400 --> 00:15:10.840]  凡好樹都會結好果子
[00:15:10.840 --> 00:15:14.200]  唯獨壞樹結壞果子
[00:15:14.200 --> 00:15:16.080]  好樹不能結壞果子
[00:15:16.080 --> 00:15:18.280]  壞樹不能結好果子
[00:15:18.280 --> 00:15:19.880]  原來不用那麼複雜
[00:15:19.880 --> 00:15:22.040]  看看果子好不好
[00:15:22.040 --> 00:15:22.800]  按一下
[00:15:22.800 --> 00:15:26.480]  果子好不好就知道樹是不是好
[00:15:26.480 --> 00:15:28.760]  我相信這個大家都很熟悉
[00:15:28.760 --> 00:15:29.880]  剛剛提到
[00:15:29.880 --> 00:15:32.480]  一個人是否健康可以用體重
[00:15:32.480 --> 00:15:34.720]  或者準確一點就是用BMI
[00:15:34.720 --> 00:15:39.400]  或者其中一樣就是中央肥胖為指標
[00:15:39.400 --> 00:15:40.720]  原來要看一個人
[00:15:40.720 --> 00:15:42.600]  有沒有敬虔的實義
[00:15:42.600 --> 00:15:45.080]  也有得查
[00:15:45.080 --> 00:15:46.240]  以下這個表
[00:15:46.240 --> 00:15:48.240]  我想你現在馬上在心裡
[00:15:48.240 --> 00:15:50.880]  幫自己打分數
[00:15:50.880 --> 00:15:52.800]  由1到10
[00:15:52.800 --> 00:15:56.080]  但自己打分數不是很準確
[00:15:56.080 --> 00:15:56.920]  真的準確
[00:15:56.920 --> 00:15:58.120]  就是你今晚回家
[00:15:58.120 --> 00:16:00.040]  叫一個最熟悉你的人
[00:16:00.040 --> 00:16:02.600]  最敢說話的人
[00:16:02.600 --> 00:16:04.600]  讓他做一次
[00:16:04.600 --> 00:16:06.440]  你為我打分數
[00:16:06.440 --> 00:16:07.720]  怎麼打分數呢?
[00:16:07.720 --> 00:16:11.680]  我們有九個條件
[00:16:11.680 --> 00:16:12.680]  第一樣
[00:16:12.680 --> 00:16:14.320]  人愛
