
[00:00:00.000 --> 00:00:04.740]   >> Hey, PORCH.
[00:02:15.700 --> 00:02:18.980]   Which doesn't feel any different than your regular time with the boys.
[00:02:18.980 --> 00:02:24.940]   And yet this was characterized by the sound of every man singing in their deepest possible
[00:02:24.940 --> 00:02:27.380]   voice.
[00:02:27.380 --> 00:02:28.380]   It was awesome.
[00:02:28.380 --> 00:02:32.060]   Now, to really put an exclamation point on these evenings, what we would do is we would
[00:02:32.060 --> 00:02:35.580]   always bring in a big, a big name guest speaker.
[00:02:35.580 --> 00:02:39.260]   Like we just wanted to really blow the top off and make it a really special time.
[00:02:39.260 --> 00:02:41.380]   And so we would do it with the girls, we would do it with the guys.
[00:02:41.380 --> 00:02:46.340]   And because I was on staff, part of my responsibility was just to host the guy, make sure that he
[00:02:46.340 --> 00:02:47.700]   didn't need for anything.
[00:02:47.700 --> 00:02:52.660]   And so we have a special guest speaker and I'm kind of his glorified shadow, a bodyguard
[00:02:52.660 --> 00:02:53.660]   of sorts.
[00:02:53.660 --> 00:02:57.020]   I know no fighting technique and yet here I am just trying to look as intimidating as
[00:02:57.020 --> 00:03:01.180]   possible and yet everything looks totally normal.
[00:03:01.180 --> 00:03:04.540]   There's no difficulty over the course of our entire evening.
[00:03:04.540 --> 00:03:08.460]   That is until I noticed what appeared to be some suspicious behavior.
[00:03:08.460 --> 00:03:12.580]   Now part of my job is to be on the lookout for things that are out of the ordinary or
[00:03:12.580 --> 00:03:13.580]   odd.
[00:03:13.580 --> 00:03:16.660]   And so when the evening began, things were fine.
[00:03:16.660 --> 00:03:21.580]   Worship started, the guys were gathering, they were booming with their voice.
[00:03:21.580 --> 00:03:26.940]   That is until I looked across the room and I saw what appeared to be something uniquely
[00:03:26.940 --> 00:03:27.940]   different.
[00:03:27.940 --> 00:03:29.760]   Suspicious, to say the least.
[00:03:29.760 --> 00:03:34.460]   Because across the room, there were two guys sitting there that looked different than the
[00:03:34.460 --> 00:03:35.940]   rest of the crowd.
[00:03:35.940 --> 00:03:38.740]   You see, you may be wondering what looked different about them.
[00:03:38.740 --> 00:03:40.420]   Well it was what they were wearing in specific.
[00:03:40.420 --> 00:03:46.080]   Now I never judge people for what they wear and yet these guys were dressed in black from
[00:03:46.080 --> 00:03:52.140]   head to toe, which is ironic now that I'm thinking about it.
[00:03:52.140 --> 00:03:55.180]   But it wasn't just that they were wearing black from head to toe, they had sun shades
[00:03:55.180 --> 00:04:00.720]   on, caps pulled low, hoods thrown up over their heads and their hands in their pocket
[00:04:00.720 --> 00:04:05.820]   and not trying to bring about any sort of attention to themselves.
[00:04:05.820 --> 00:04:10.180]   It's odd to say the least, especially when sun shades and sweatshirts don't make sense
[00:04:10.180 --> 00:04:15.740]   in a dark room where a bunch of burly men are gathered about singing and sweating all
[00:04:15.740 --> 00:04:16.740]   together.
[00:04:16.740 --> 00:04:17.740]   It just doesn't make sense.
[00:04:17.740 --> 00:04:21.200]   And so what I do is I grab a security guard and I make my way over to where these two
[00:04:21.200 --> 00:04:22.200]   guys are.
[00:04:22.200 --> 00:04:27.080]   And so we approach them very discreetly and as we get near to them we realize, man, okay,
[00:04:27.080 --> 00:04:29.720]   they can't see us but we can't see them.
[00:04:29.720 --> 00:04:32.320]   And so I can't make out what's actually happening in this moment.
[00:04:32.320 --> 00:04:38.880]   And so we grab them and we pull them out into the hallway, escort them very gently into
[00:04:38.880 --> 00:04:43.500]   a lit space so that way we can pull their hoods, lift their glasses and identify what
[00:04:43.500 --> 00:04:46.080]   exactly is going on here.
[00:04:46.080 --> 00:04:51.320]   And I'm not kidding you when I say the most surprising thing happened in this moment.
[00:04:51.320 --> 00:04:57.600]   They were girls at the guy's worship night.
[00:04:57.600 --> 00:05:01.320]   So when I asked them, took them to task and begged them to tell me, "What are you doing
[00:05:01.320 --> 00:05:02.420]   here?"
[00:05:02.420 --> 00:05:08.200]   They told me that they just love this guest speaker so much.
[00:05:08.200 --> 00:05:10.880]   Now why do I tell you that?
[00:05:10.880 --> 00:05:16.520]   Because the minute we learned who these girls really were, we learned what they really cared
[00:05:16.520 --> 00:05:24.360]   about so much so that they put on a disguise, hide in plain sight and even endeavor to get
[00:05:24.360 --> 00:05:28.200]   as close to this guy as humanly possible.
[00:05:28.200 --> 00:05:35.760]   You see, tonight we're going to see who Jesus really is, that he is the resurrected king.
[00:05:35.760 --> 00:05:40.880]   And we're going to see as a result what he really cares about, saving the world and bringing
[00:05:40.880 --> 00:05:47.440]   as many people into his kingdom as possible, so much so that he would put on a disguise.
[00:05:47.440 --> 00:05:53.560]   He would hide in plain sight because he wants to get as close to you and me as he can.
[00:05:53.560 --> 00:05:57.480]   So if you have a Bible, turn with me to Matthew chapter 28.
[00:05:57.480 --> 00:05:58.840]   It's what Franklin read a minute ago.
[00:05:58.840 --> 00:06:01.020]   We're just going to work our way through it.
[00:06:01.020 --> 00:06:05.940]   You know this passage famously as the great commission, which as I say that many of you
[00:06:05.940 --> 00:06:08.560]   just immediately begin to check out.
[00:06:08.560 --> 00:06:12.960]   You've heard the lessons, you've read the stories, you've memorized the verses, you
[00:06:12.960 --> 00:06:14.520]   know this thing better than I do.
[00:06:14.520 --> 00:06:16.400]   You might as well come up here and preach it yourself.
[00:06:16.400 --> 00:06:20.960]   And yet here's what I would endeavor in this moment to say, I don't know that we know the
[00:06:20.960 --> 00:06:24.480]   great commission as well as we think.
[00:06:24.480 --> 00:06:29.260]   And so tonight what I want to do is I just want to walk us through this passage of scripture
[00:06:29.260 --> 00:06:35.440]   and I want to save us from falling prey to being too Christian for our own good.
[00:06:35.440 --> 00:06:40.160]   Meaning we know all about Jesus, but we don't really know Jesus himself.
[00:06:40.160 --> 00:06:44.540]   You see, we've been in a series called Disciple where we've been talking about that idea,
[00:06:44.540 --> 00:06:50.160]   the idea of walking with Christ in the wonder of who he is, because I have this deep seated
[00:06:50.160 --> 00:06:55.160]   fear like as I've visited with people over the course of my year now, what I've seen
[00:06:55.160 --> 00:07:00.600]   in our people that I'm desperately praying God would save us from is spiritual apathy.
[00:07:00.600 --> 00:07:07.000]   What I'm asking the Lord to do is to give us a sense of holy urgency because I see too
[00:07:07.000 --> 00:07:13.160]   many of us slipping into the motions of being a Christian, going to the Bible studies, raising
[00:07:13.160 --> 00:07:16.980]   our hands and singing the songs and praying some prayers and dropping money in the collection
[00:07:16.980 --> 00:07:19.780]   plate that we don't pass collection plates any longer.
[00:07:19.780 --> 00:07:27.340]   We are slipping into the motions of becoming, of being good Christians, but we're not, we're
[00:07:27.340 --> 00:07:35.040]   not moving with the kind of motivation to become like Christ.
[00:07:35.040 --> 00:07:40.920]   And so tonight, as we work through this chapter, here's what we're going to see.
[00:07:40.920 --> 00:07:45.360]   Jesus, he wants what you want.
[00:07:45.360 --> 00:07:49.880]   So many of us, we're not motivated to become like Christ because we're motivated to become
[00:07:49.880 --> 00:07:50.880]   something else.
[00:07:50.880 --> 00:07:54.120]   We want to be impactful or we want to make a difference or we want to become someone
[00:07:54.120 --> 00:07:55.120]   significant.
[00:07:55.120 --> 00:07:56.840]   We want to be connected to something that matters.
[00:07:56.840 --> 00:07:57.840]   We want to leave a legacy.
[00:07:57.840 --> 00:08:00.720]   Like we want to make a difference in the world.
[00:08:00.720 --> 00:08:03.880]   And Jesus wants the same thing for you.
[00:08:03.880 --> 00:08:08.320]   And yet what he knows that we need to know tonight that we have worked all series long
[00:08:08.320 --> 00:08:14.240]   to help you understand is that will not be found anywhere else, but it will be found
[00:08:14.240 --> 00:08:17.000]   with him.
[00:08:17.000 --> 00:08:24.420]   All of that that you long for, it is found in this man and not this world.
[00:08:24.420 --> 00:08:33.120]   You see Jesus, he wants to connect you to something that is so significant, is so important.
[00:08:33.120 --> 00:08:34.120]   Like it's so climactic.
[00:08:34.120 --> 00:08:35.640]   It's even dramatic.
[00:08:35.640 --> 00:08:40.580]   Even he has a purpose for your life.
[00:08:40.580 --> 00:08:44.400]   And tonight we're going to talk about what that purpose is.
[00:08:44.400 --> 00:08:48.160]   And he's given us the great commission to clarify it.
[00:08:48.160 --> 00:08:52.360]   But before we can talk about what that purpose is, we've got to talk about who that purpose
[00:08:52.360 --> 00:08:53.360]   is for.
[00:08:53.360 --> 00:08:57.880]   So this is what it says, Matthew 28, starting in verse 16.
[00:08:57.880 --> 00:09:03.440]   It says, "Now the 11 disciples went to Galilee, to the mountain to which Jesus had directed
[00:09:03.440 --> 00:09:04.440]   them.
[00:09:04.440 --> 00:09:06.120]   And when they saw him, they worshiped him.
[00:09:06.120 --> 00:09:07.120]   But some doubted."
[00:09:07.120 --> 00:09:08.640]   We'll stop there.
[00:09:08.640 --> 00:09:11.680]   What we need to know as we come to this passage is that Jesus has risen from the dead.
[00:09:11.680 --> 00:09:14.360]   He has appeared to not one, but two different Marys.
[00:09:14.360 --> 00:09:19.440]   And he has given these ladies instructions on where his disciples should meet him.
[00:09:19.440 --> 00:09:24.040]   He's literally dropped a pin in their ancient near Eastern GPS and said, "Hey, this is where
[00:09:24.040 --> 00:09:25.040]   I'm going to be.
[00:09:25.040 --> 00:09:26.280]   Send the boys to find me."
[00:09:26.280 --> 00:09:31.680]   And what we know about that location is it's in Galilee at the mountain.
[00:09:31.680 --> 00:09:32.680]   Why does that matter?
[00:09:32.680 --> 00:09:36.800]   Often when we read these types of things, we catch a location and we just kind of steamroll
[00:09:36.800 --> 00:09:37.800]   by it.
[00:09:37.800 --> 00:09:38.800]   We just keep moving, right?
[00:09:38.800 --> 00:09:39.880]   Because that's not important information.
[00:09:39.880 --> 00:09:40.880]   There's more going on here.
[00:09:40.880 --> 00:09:41.880]   Jesus is going to say some things.
[00:09:41.880 --> 00:09:42.880]   I want to know what he's saying.
[00:09:42.880 --> 00:09:47.320]   And yet this location is incredibly significant for a couple of reasons.
[00:09:47.320 --> 00:09:50.920]   Number one, he says he's going to the mountain.
[00:09:50.920 --> 00:09:54.880]   Now there's a lot of debate about what mountain Jesus is speaking about.
[00:09:54.880 --> 00:09:58.920]   Some scholars think that he's talking about the Mount of Commission, which is where he
[00:09:58.920 --> 00:10:03.680]   ascended to a high place and he called his disciples to himself and he commissioned them
[00:10:03.680 --> 00:10:07.120]   to become his disciples, to follow him.
[00:10:07.120 --> 00:10:11.440]   Others believe it's where he taught the Sermon on the Mount, where he unpacked what the upside
[00:10:11.440 --> 00:10:12.720]   down kingdom looked like.
[00:10:12.720 --> 00:10:17.400]   He gave us kingdom ethics and kingdom economy so that way we knew how we could work through
[00:10:17.400 --> 00:10:23.000]   this world, living in the kingdom that he has inaugurated and handed over to us.
[00:10:23.000 --> 00:10:24.760]   But here's what I think.
[00:10:24.760 --> 00:10:29.840]   I think that what Jesus is speaking about is the Mount of Transfiguration.
[00:10:29.840 --> 00:10:31.560]   The Mount of Transfiguration.
[00:10:31.560 --> 00:10:35.280]   If you're not familiar with what the Mount of Transfiguration is, it's a mount that Jesus
[00:10:35.280 --> 00:10:39.560]   ascended, located in Galilee, where he transfigured.
[00:10:39.560 --> 00:10:46.600]   Galilee, the Greek there is metamorpho, that he transformed in front of three disciples,
[00:10:46.600 --> 00:10:50.440]   Peter, James, and John, and he revealed to them exactly who he is.
[00:10:50.440 --> 00:10:54.840]   It's kind of like what happens at your wedding when you lift the veil on your bride and you
[00:10:54.840 --> 00:10:56.360]   behold all her beauty.
[00:10:56.360 --> 00:11:01.920]   Jesus lifted the veil and he revealed to his disciples, "Hey, this is who I am.
[00:11:01.920 --> 00:11:02.920]   I'm amazing.
[00:11:02.920 --> 00:11:04.360]   I'm splendorous.
[00:11:04.360 --> 00:11:05.480]   I'm marvelous.
[00:11:05.480 --> 00:11:07.080]   I am not just a man.
[00:11:07.080 --> 00:11:08.680]   I am the son of man.
[00:11:08.680 --> 00:11:10.600]   I am not just a good teacher.
[00:11:10.600 --> 00:11:16.120]   I am a God-like figure because I am the son of God himself."
[00:11:16.120 --> 00:11:18.640]   That's what Jesus did at the Mount of Transfiguration.
[00:11:18.640 --> 00:11:22.320]   And the reason I think, as well as many other scholars, it's not just me, there's veracity
[00:11:22.320 --> 00:11:28.160]   to this point, is because Jesus in this chapter, chapter 28, he says, as well as the angel
[00:11:28.160 --> 00:11:35.080]   who appeared to Mary and the other Mary, that they shall come to Galilee where they shall
[00:11:35.080 --> 00:11:38.320]   see me.
[00:11:38.320 --> 00:11:40.040]   See me.
[00:11:40.040 --> 00:11:45.080]   There's one mountain in Galilee where they truly saw Jesus.
[00:11:45.080 --> 00:11:47.280]   Now why does that even matter?
[00:11:47.280 --> 00:11:52.600]   Because Jesus wants to verify for his disciples here in this climactic moment where he's risen
[00:11:52.600 --> 00:11:56.880]   from the dead and he's going to commission them out that he is who he says he is.
[00:11:56.880 --> 00:11:58.280]   He wants there to be no mistake.
[00:11:58.280 --> 00:12:00.520]   Hey, this is who I say I am.
[00:12:00.520 --> 00:12:04.120]   And to prove it, I'm leading you back to the place where I gave you a teaser one time before,
[00:12:04.120 --> 00:12:08.240]   and yet now I'm going to cement the idea as reality in your world.
[00:12:08.240 --> 00:12:12.760]   But then he also says that he needs them to come to Galilee.
[00:12:12.760 --> 00:12:13.920]   Why does Galilee matter?
[00:12:13.920 --> 00:12:18.920]   Well, Galilee matters for a couple of different reasons, primarily because it was the place
[00:12:18.920 --> 00:12:24.840]   where the disciples walked with Jesus over the course of his earthly ministry.
[00:12:24.840 --> 00:12:30.240]   Like this is the place where they were called to follow him and they saw him do everything
[00:12:30.240 --> 00:12:31.240]   that he did.
[00:12:31.240 --> 00:12:34.560]   They heard the lessons and they saw the stories unfold.
[00:12:34.560 --> 00:12:37.800]   It's why as we've over the course of this series been staring through their perspective
[00:12:37.800 --> 00:12:43.360]   at Jesus, seeking to learn what it means to walk with him because they saw him themselves
[00:12:43.360 --> 00:12:45.000]   and walked with him personally.
[00:12:45.000 --> 00:12:47.400]   So he leads them to Galilee.
[00:12:47.400 --> 00:12:50.520]   And what's significant, catch this, this is so cool.
[00:12:50.520 --> 00:12:55.280]   They are in Jerusalem when they get the command, the instruction to rendezvous with him in
[00:12:55.280 --> 00:12:56.460]   Galilee.
[00:12:56.460 --> 00:12:57.800]   That means they've got a journey ahead.
[00:12:57.800 --> 00:12:59.240]   They've got to get up and they've got to move.
[00:12:59.240 --> 00:13:02.840]   Yet what's so significant about it is they are South and they've got to go North.
[00:13:02.840 --> 00:13:09.360]   And as they go North, they are literally going to retrace every step, see every site, smell
[00:13:09.360 --> 00:13:13.360]   the same smells, speak to the same people more than likely that they encountered over
[00:13:13.360 --> 00:13:15.000]   the course of their ministry with him.
[00:13:15.000 --> 00:13:17.360]   He wants to take them down memory lane.
[00:13:17.360 --> 00:13:22.160]   He wants to do with them what I did with my wife on our one year dating anniversary.
[00:13:22.160 --> 00:13:28.440]   He wants to relive all of the beauty and the glory and the wonder of what happened in our
[00:13:28.440 --> 00:13:29.860]   first year together.
[00:13:29.860 --> 00:13:31.000]   That's what I did with Brooke.
[00:13:31.000 --> 00:13:32.680]   That's what many of you have done yourself.
[00:13:32.680 --> 00:13:35.240]   That's what many of you probably should do yourself.
[00:13:35.240 --> 00:13:39.960]   It's a really good date idea so you can take a note and slip it away in your journal.
[00:13:39.960 --> 00:13:42.360]   Why did I do that with Brooke?
[00:13:42.360 --> 00:13:46.040]   Choose to relive year one with her.
[00:13:46.040 --> 00:13:51.800]   Not just to contemplate the past, but to accelerate our future.
[00:13:51.800 --> 00:13:55.560]   Like I knew as we look back, we're going to catch a vision for what's ahead.
[00:13:55.560 --> 00:13:58.880]   As we think about how good this has been, we're going to be motivated for how great
[00:13:58.880 --> 00:13:59.960]   it's going to be.
[00:13:59.960 --> 00:14:01.920]   And Jesus wants to do the same thing.
[00:14:01.920 --> 00:14:07.840]   Where I had big plans for Brooke and I, Jesus has big plans for he and the disciples.
[00:14:07.840 --> 00:14:10.840]   He has a purpose for their life.
[00:14:10.840 --> 00:14:13.920]   He is inviting them into something so special.
[00:14:13.920 --> 00:14:19.200]   And so he takes them back where it all began because he wants them to know, hey, as good
[00:14:19.200 --> 00:14:22.760]   as it was, it's only going to get better.
[00:14:22.760 --> 00:14:26.160]   The other reason he takes them to Galilee, which I think is really important, is it adds
[00:14:26.160 --> 00:14:34.240]   veracity to the fact that the great commission did not happen right before Christ's ascension.
[00:14:34.240 --> 00:14:38.200]   That moment where he looks to heaven and says, "Beam me up, Scotty."
[00:14:38.200 --> 00:14:39.840]   They didn't happen concurrently.
[00:14:39.840 --> 00:14:41.640]   Some of us, we don't know that.
[00:14:41.640 --> 00:14:46.280]   It's a common misconception that Jesus gave these words, he said this command, and then
[00:14:46.280 --> 00:14:47.880]   he went straight to heaven.
[00:14:47.880 --> 00:14:53.920]   And yet Acts 1-3 tells us that he presented himself alive to them after his suffering
[00:14:53.920 --> 00:15:01.520]   by many proofs, appearing to them during 40 days and speaking about the kingdom of God.
[00:15:01.520 --> 00:15:06.680]   Like Jesus puts on this 40-day masterclass because he wants to prove to them, "Hey, I
[00:15:06.680 --> 00:15:11.760]   am who I said I am, and I'm going to prepare you for what I've called you to do."
[00:15:11.760 --> 00:15:19.400]   There were 40 days between his resurrection and his ascension, which I think is amazing,
[00:15:19.400 --> 00:15:29.720]   given the fact that upon his appearance, some worshipped him, but some doubted him.
[00:15:29.720 --> 00:15:31.640]   How does that make you feel, knowing that?
[00:15:31.640 --> 00:15:35.840]   That some of these disciples, they doubted him.
[00:15:35.840 --> 00:15:40.200]   The resurrected king, I love it.
[00:15:40.200 --> 00:15:44.120]   I think it's amazing, which may not be necessarily what you were feeling.
[00:15:44.120 --> 00:15:49.080]   And yet the reason I love it is because, number one, it adds proof, veracity.
[00:15:49.080 --> 00:15:52.080]   It gives substance to the fact that this isn't fiction.
[00:15:52.080 --> 00:15:57.840]   Like if the disciples were just going to make up Christianity, you don't put a giant gaping
[00:15:57.840 --> 00:16:03.080]   hole in the story that other people can pour water through and ultimately puncture unto
[00:16:03.080 --> 00:16:04.080]   disbelief.
[00:16:04.080 --> 00:16:05.080]   You don't do that.
[00:16:05.080 --> 00:16:06.080]   That would be a terrible idea.
[00:16:06.080 --> 00:16:08.640]   No, you want to present an airtight defense that Jesus is the son of God.
[00:16:08.640 --> 00:16:12.400]   He rose from the dead and everybody believed, and yet that's not what happens.
[00:16:12.400 --> 00:16:15.440]   The story doesn't read that way because the story's true.
[00:16:15.440 --> 00:16:18.320]   They recounted history in this moment.
[00:16:18.320 --> 00:16:23.280]   But I also love it because it leads us to our first point.
[00:16:23.280 --> 00:16:32.640]   It tells us who Jesus' purpose is for, that Jesus gives purpose to saints and skeptics
[00:16:32.640 --> 00:16:35.360]   and screw-ups.
[00:16:35.360 --> 00:16:37.740]   He gives purpose to saints and skeptics and screw-ups.
[00:16:37.740 --> 00:16:39.600]   Which one there are you?
[00:16:39.600 --> 00:16:42.740]   You see, the saints are the ones that worshipped him.
[00:16:42.740 --> 00:16:47.120]   And yet we know that some doubt it, that there are skeptics in their midst.
[00:16:47.120 --> 00:16:53.320]   Like these are the 11 disciples, the very men that Jesus handpicked himself, that watched
[00:16:53.320 --> 00:16:59.040]   him firsthand in his ministry, that beheld all of the incredible things we just wish
[00:16:59.040 --> 00:17:00.200]   we could see ourselves.
[00:17:00.200 --> 00:17:04.880]   Like as they walked with him, they saw him calm the storm and walk on the water and multiply
[00:17:04.880 --> 00:17:10.340]   the loaves and turn water into wine and heal the sick and raise the dead and exercise demons.
[00:17:10.340 --> 00:17:20.680]   They saw amazing things, and yet even still, some doubted.
[00:17:20.680 --> 00:17:24.240]   It's kind of like when I went rappelling for the very first time in my life.
[00:17:24.240 --> 00:17:25.440]   Anybody been rappelling in here?
[00:17:25.440 --> 00:17:27.360]   Show of hands just around the room.
[00:17:27.360 --> 00:17:29.800]   Yeah, I mean, you can attest to this.
[00:17:29.800 --> 00:17:32.100]   I don't care how brave or bold you are.
[00:17:32.100 --> 00:17:37.760]   The first time you go rappelling, which is walking down the side of a cliff face, traversing
[00:17:37.760 --> 00:17:42.720]   an overhang, what you feel is some sense of anxiety.
[00:17:42.720 --> 00:17:43.720]   Like you can't help it.
[00:17:43.720 --> 00:17:47.240]   Like you start to pit a little bit, your hands get clammy, because the thought of walking
[00:17:47.240 --> 00:17:52.680]   backwards off of a cliff is stupid.
[00:17:52.680 --> 00:17:53.880]   Let's just make no mistake about it.
[00:17:53.880 --> 00:17:56.240]   Like that's a crazy thing to do.
[00:17:56.240 --> 00:18:00.200]   And yet here in this moment, I understood, like we went through this really extensive
[00:18:00.200 --> 00:18:03.640]   safety briefing that took far longer than I actually thought necessary.
[00:18:03.640 --> 00:18:06.920]   They explained to me the fact that the rope I would be rappelling from could hold something
[00:18:06.920 --> 00:18:11.720]   upwards of 8,000 pounds, which I am nowhere close in proximity to.
[00:18:11.720 --> 00:18:16.520]   I watched peer after peer after peer after peer do the very thing which I was going to
[00:18:16.520 --> 00:18:17.520]   do myself.
[00:18:17.520 --> 00:18:19.480]   I had them check and double check and triple check.
[00:18:19.480 --> 00:18:20.960]   I didn't have them quadruple check.
[00:18:20.960 --> 00:18:24.080]   All of my gear to make sure that I was safe and ready to go.
[00:18:24.080 --> 00:18:28.480]   And yet even still, despite the fact that there was so much evidence that I was going
[00:18:28.480 --> 00:18:36.520]   to be okay, I still felt some anxiousness, some stress.
[00:18:36.520 --> 00:18:41.160]   Like I couldn't help the inner voice, my very own conscience telling me, "Hey man, they're
[00:18:41.160 --> 00:18:43.120]   out to get you.
[00:18:43.120 --> 00:18:44.480]   This is all one big charade.
[00:18:44.480 --> 00:18:45.960]   Don't believe what they're saying.
[00:18:45.960 --> 00:18:47.160]   Don't look at what's happening.
[00:18:47.160 --> 00:18:48.860]   You're going to be the exception."
[00:18:48.860 --> 00:18:53.000]   And yet how did I get down that cliff face?
[00:18:53.000 --> 00:18:58.200]   Well, not wanting to be a coward, I rappelled down it.
[00:18:58.200 --> 00:19:06.480]   And the way that I did so, despite my doubt, is I wrestled through my doubt.
[00:19:06.480 --> 00:19:15.680]   I wrestled through it by trusting the fact my guide is who he says he is.
[00:19:15.680 --> 00:19:24.840]   And so I could take one backward step of faith at a time until I too slipped over the lip
[00:19:24.840 --> 00:19:31.840]   of that cliff face and found myself walking in an experience the likes of which I had
[00:19:31.840 --> 00:19:35.080]   not known in this world.
[00:19:35.080 --> 00:19:39.760]   I experienced wonder.
[00:19:39.760 --> 00:19:42.160]   Jesus knows you'll doubt.
[00:19:42.160 --> 00:19:44.200]   He's not disappointed by it.
[00:19:44.200 --> 00:19:46.540]   He's not concerned when you question.
[00:19:46.540 --> 00:19:48.360]   He's not annoyed by your anxieties.
[00:19:48.360 --> 00:19:54.920]   He isn't ignorant to the fact that this life is hard, that trouble abounds, that difficulty
[00:19:54.920 --> 00:19:55.920]   will come.
[00:19:55.920 --> 00:20:01.040]   He even says so himself that in this world you're going to have trouble, but take heart.
[00:20:01.040 --> 00:20:04.120]   I've overcome the world.
[00:20:04.120 --> 00:20:05.320]   He knows.
[00:20:05.320 --> 00:20:10.520]   Some of you in this room right here tonight in the realest way possible, you've taken
[00:20:10.520 --> 00:20:15.060]   some hits because of your allegiance to him.
[00:20:15.060 --> 00:20:16.640]   Allegiance to him has cost you family.
[00:20:16.640 --> 00:20:17.640]   It's cost you friends.
[00:20:17.640 --> 00:20:18.640]   It's cost you relationships.
[00:20:18.640 --> 00:20:24.760]   Convictions to Christ have led you to break off relationships and set aside friendships.
[00:20:24.760 --> 00:20:30.920]   You have felt persecution because you choose to follow him.
[00:20:30.920 --> 00:20:33.040]   He's not naive nor unknown to that reality.
[00:20:33.040 --> 00:20:37.760]   He knows it's going to be hard.
[00:20:37.760 --> 00:20:41.000]   You'll have good reason for doubt.
[00:20:41.000 --> 00:20:48.980]   He's not surprised, and yet he wants to do with you what he did with them.
[00:20:48.980 --> 00:20:54.360]   He wants to take you to the mount, back to that place, that moment where you were clear
[00:20:54.360 --> 00:21:01.880]   in knowing he is who he says he is, and he wants to walk you to Galilee, back to the
[00:21:01.880 --> 00:21:05.200]   place where you remember every step you've taken with him before, and you can be assured
[00:21:05.200 --> 00:21:09.640]   of the fact that he is as faithful today as he was back then.
[00:21:09.640 --> 00:21:15.240]   You see, Jesus, he doesn't give up on you.
[00:21:15.240 --> 00:21:17.880]   So don't give up on him either.
[00:21:17.880 --> 00:21:18.880]   Lean in.
[00:21:18.880 --> 00:21:21.060]   Push forward.
[00:21:21.060 --> 00:21:25.780]   It's never too late with Christ.
[00:21:25.780 --> 00:21:29.200]   We see he has purpose for saints, those that worship.
[00:21:29.200 --> 00:21:32.360]   He has purpose for skeptics, those that doubt.
[00:21:32.360 --> 00:21:37.280]   And we see that he has purpose for screw-ups, which you may not have seen it in the passage
[00:21:37.280 --> 00:21:42.080]   because it's subtly tucked away in there, and yet what we know is that there are 11
[00:21:42.080 --> 00:21:44.160]   disciples in this moment.
