
[00:00:00.000 --> 00:00:02.420]   (rock music)
[00:05:29.400 --> 00:05:31.360]   I don't know how it goes that way.
[00:05:31.360 --> 00:05:34.160]   But that's just how it works.
[00:05:34.160 --> 00:05:35.720]   And so has it dawned on you?
[00:05:35.720 --> 00:05:36.560]   Think about this.
[00:05:36.560 --> 00:05:39.680]   Maybe you aren't choosing friends on Thursday night.
[00:05:40.520 --> 00:05:42.040]   You might be choosing leaders.
[00:05:42.040 --> 00:05:45.760]   You choose leaders more than you think you do.
[00:05:45.760 --> 00:05:47.080]   Every time, think about this.
[00:05:47.080 --> 00:05:49.160]   Every time you say yes to a job,
[00:05:49.160 --> 00:05:53.360]   are you not saying yes to another person's influence
[00:05:53.360 --> 00:05:54.600]   and direction?
[00:05:54.600 --> 00:05:56.760]   Are you not saying yes, for better or for worse,
[00:05:56.760 --> 00:05:59.760]   for someone to shape your life for 40 hours per week?
[00:05:59.760 --> 00:06:01.400]   You are saying yes to a leader.
[00:06:01.400 --> 00:06:03.360]   You are opening yourself to influence.
[00:06:03.360 --> 00:06:04.760]   Every time you come to church,
[00:06:04.760 --> 00:06:05.640]   when you choose a church,
[00:06:05.640 --> 00:06:07.600]   when you choose to come to the porch on Tuesday night,
[00:06:07.600 --> 00:06:09.160]   or when you choose to go to another gathering
[00:06:09.160 --> 00:06:10.240]   that claims the name of Jesus,
[00:06:10.240 --> 00:06:12.960]   or when you turn even on a podcast of your choosing,
[00:06:12.960 --> 00:06:14.480]   every time you do that,
[00:06:14.480 --> 00:06:16.400]   you are opening yourself to influence.
[00:06:16.400 --> 00:06:19.640]   And I believe that if you open yourself to influence,
[00:06:19.640 --> 00:06:23.600]   you're opening yourself to leadership.
[00:06:23.600 --> 00:06:25.720]   You're opening yourself to being led.
[00:06:25.720 --> 00:06:27.560]   When I was a kid, my parents were divorced.
[00:06:27.560 --> 00:06:28.840]   And some of the kids,
[00:06:28.840 --> 00:06:31.440]   three of the brothers and sisters had live conversations
[00:06:31.440 --> 00:06:32.640]   about whether we wanna live with mom
[00:06:32.640 --> 00:06:34.040]   or whether we wanted to live with dad.
[00:06:34.040 --> 00:06:35.000]   That's just another way of saying
[00:06:35.000 --> 00:06:37.220]   we want to choose our leader.
[00:06:37.220 --> 00:06:39.880]   You choose leaders all the time.
[00:06:39.880 --> 00:06:41.400]   When you chose your university,
[00:06:41.400 --> 00:06:43.640]   you said, "I would like for you to educate me."
[00:06:43.640 --> 00:06:45.320]   And to be educated by someone
[00:06:45.320 --> 00:06:46.520]   is to be influenced by them.
[00:06:46.520 --> 00:06:50.320]   And to be influenced by them is to be led by them.
[00:06:50.320 --> 00:06:52.560]   And so you choose leaders much more often
[00:06:52.560 --> 00:06:53.400]   than you think you do.
[00:06:53.400 --> 00:06:56.000]   And so what I wanna do is, especially in seven days,
[00:06:56.000 --> 00:06:57.120]   and so what I wanna do tonight
[00:06:57.120 --> 00:06:58.880]   is I wanna give you one question
[00:06:58.880 --> 00:07:00.120]   that you can take with you
[00:07:00.120 --> 00:07:02.600]   anytime you need to interview a leader,
[00:07:02.600 --> 00:07:05.040]   anytime you want to examine a leader,
[00:07:05.040 --> 00:07:06.880]   anytime you want to know
[00:07:06.880 --> 00:07:09.040]   whether a leader is worth following.
[00:07:09.040 --> 00:07:10.760]   I want you to have one question.
[00:07:10.760 --> 00:07:12.560]   From the scriptures, not my question.
[00:07:12.560 --> 00:07:14.040]   It's not the Democratic Party's question.
[00:07:14.040 --> 00:07:15.560]   It's not the Republican Party's question.
[00:07:15.560 --> 00:07:17.560]   It's nobody's question except the scriptures.
[00:07:17.560 --> 00:07:18.560]   And so what I want you to do
[00:07:18.560 --> 00:07:20.900]   is see a very scriptural question
[00:07:20.900 --> 00:07:21.920]   that you can take with you
[00:07:21.920 --> 00:07:26.160]   anytime you need to know if someone is worth following.
[00:07:26.160 --> 00:07:29.000]   That's my goal that you can take with you tonight.
[00:07:29.000 --> 00:07:30.000]   Not three points tonight,
[00:07:30.000 --> 00:07:32.100]   just one question that I hope you'll remember
[00:07:32.100 --> 00:07:32.940]   for a long time.
[00:07:32.940 --> 00:07:35.220]   And anytime it is time to choose a leader,
[00:07:35.220 --> 00:07:37.880]   much more often than once every four years, I hope.
[00:07:38.880 --> 00:07:40.200]   Anytime you choose a church,
[00:07:40.200 --> 00:07:42.800]   spouse, someone to go on a date with,
[00:07:42.800 --> 00:07:45.160]   church, I should say again,
[00:07:45.160 --> 00:07:47.560]   education, you got any of it.
[00:07:47.560 --> 00:07:52.520]   Microphone trouble?
[00:07:52.520 --> 00:07:53.920]   Microphone trouble, friends?
[00:07:53.920 --> 00:08:01.080]   (audience laughing)
[00:08:01.080 --> 00:08:02.160]   Now we got microphone trouble.
[00:08:02.160 --> 00:08:03.880]   How we doing, is that better?
[00:08:03.880 --> 00:08:04.960]   Okay, great, sorry about that.
[00:08:04.960 --> 00:08:06.360]   Let's start over, just kidding.
[00:08:06.360 --> 00:08:09.720]   (audience laughing)
[00:08:09.720 --> 00:08:11.160]   Somebody needs to lead this guy.
[00:08:11.160 --> 00:08:12.000]   All right.
[00:08:12.000 --> 00:08:14.080]   So what we're gonna do is we're gonna look
[00:08:14.080 --> 00:08:16.080]   at a human leader in the scripture,
[00:08:16.080 --> 00:08:17.560]   a human leader in the Bible.
[00:08:17.560 --> 00:08:18.760]   Can we pause one more time?
[00:08:18.760 --> 00:08:21.040]   I feel like I got like just a press conference in my face.
[00:08:21.040 --> 00:08:22.680]   And so Billy, can I take this off?
[00:08:22.680 --> 00:08:30.600]   Okay, that's good, I'll leave it back.
[00:08:30.600 --> 00:08:32.040]   Just talk amongst yourselves.
[00:08:32.040 --> 00:08:35.200]   I'm kidding, we'll call that good enough.
[00:08:35.200 --> 00:08:37.320]   Okay, we're gonna look in the scripture
[00:08:37.320 --> 00:08:40.320]   at a human leader from whom you can gather an example,
[00:08:40.320 --> 00:08:42.480]   an example of what not to do, okay?
[00:08:42.480 --> 00:08:44.640]   His name, well, I won't tell you his name yet.
[00:08:44.640 --> 00:08:47.280]   He was a governor at the time of Jesus.
[00:08:47.280 --> 00:08:48.320]   When Jesus was around,
[00:08:48.320 --> 00:08:50.880]   when Jesus was practicing his earthly ministry,
[00:08:50.880 --> 00:08:54.160]   when Jesus was practicing his life
[00:08:54.160 --> 00:08:55.400]   and his leadership on earth,
[00:08:55.400 --> 00:08:58.320]   it would be AD 30 to AD 33.
[00:08:58.320 --> 00:09:01.040]   And when he was practicing his ministry,
[00:09:01.040 --> 00:09:03.720]   there was a man who was a governor over that area.
[00:09:03.720 --> 00:09:05.720]   And that man goes by a name
[00:09:05.720 --> 00:09:07.320]   that has been remembered to history
[00:09:07.320 --> 00:09:09.320]   only because of his association with Jesus.
[00:09:09.320 --> 00:09:11.840]   And that man's name is Pontius Pilate.
[00:09:11.840 --> 00:09:14.440]   And Pontius Pilate was a human leader
[00:09:14.440 --> 00:09:18.240]   who did not do, who would fail the test of the question
[00:09:18.240 --> 00:09:20.480]   that I'm gonna ask you to remember and ask,
[00:09:20.480 --> 00:09:21.320]   not only in seven days,
[00:09:21.320 --> 00:09:25.400]   but anytime you choose to choose a leader.
[00:09:25.400 --> 00:09:28.240]   And so Pontius Pilate is in the latter chapters
[00:09:28.240 --> 00:09:29.960]   of the gospels, Matthew, Mark, Luke, and John,
[00:09:29.960 --> 00:09:31.320]   which are like the biographies of Jesus,
[00:09:31.320 --> 00:09:32.320]   Matthew, Mark, Luke, and John.
[00:09:32.320 --> 00:09:34.240]   And so you can go to John chapter 18,
[00:09:34.240 --> 00:09:36.520]   that's where we're gonna jump in this evening.
[00:09:36.520 --> 00:09:37.360]   And we're gonna listen in
[00:09:37.360 --> 00:09:40.560]   on a set of fascinating conversations,
[00:09:40.560 --> 00:09:44.680]   fascinating conversations between Pilate and Jesus,
[00:09:44.680 --> 00:09:46.560]   a famously bad leader
[00:09:46.560 --> 00:09:48.120]   and the most famous person who've ever lived.
[00:09:48.120 --> 00:09:51.320]   Whispered conversations between these two people
[00:09:51.320 --> 00:09:52.480]   that are known to history
[00:09:52.480 --> 00:09:56.740]   while the crowd outside is yelling for Jesus to die.
[00:09:56.740 --> 00:10:00.240]   So let's go to John chapter 18, verse 33.
[00:10:01.080 --> 00:10:03.320]   (audience laughing)
[00:10:03.320 --> 00:10:06.320]   It says, "So Pilate entered his headquarters again."
[00:10:06.320 --> 00:10:08.480]   And so think like Capitol of Texas building, okay?
[00:10:08.480 --> 00:10:10.760]   So he's the man, so he's got the palace.
[00:10:10.760 --> 00:10:13.360]   "Pilate entered his headquarters again and called Jesus
[00:10:13.360 --> 00:10:17.040]   "and said to him, 'Are you the King of the Jews?'"
[00:10:17.040 --> 00:10:18.240]   Now here's something you'd wanna know.
[00:10:18.240 --> 00:10:19.240]   That was the big question
[00:10:19.240 --> 00:10:22.120]   that was bothering the Jewish leaders around Jesus.
[00:10:22.120 --> 00:10:25.160]   And so the big claim of Jesus was that I am the Messiah,
[00:10:25.160 --> 00:10:27.800]   I am the King, I am the one that the Old Testament
[00:10:27.800 --> 00:10:29.800]   that we would call the Old Testament scriptures
[00:10:29.800 --> 00:10:30.840]   said was coming.
[00:10:30.840 --> 00:10:32.880]   I'm here and I am your King
[00:10:32.880 --> 00:10:35.680]   and the Jewish leaders wrongly rejected him.
[00:10:35.680 --> 00:10:37.720]   And so the question, are you the King of the Jews?
[00:10:37.720 --> 00:10:39.520]   Was the question at hand.
[00:10:39.520 --> 00:10:41.680]   And Pilate asked Jesus the question
[00:10:41.680 --> 00:10:42.920]   that everybody was asking,
[00:10:42.920 --> 00:10:47.240]   are you not claiming to be the King of the Jews?
[00:10:47.240 --> 00:10:50.080]   And Jesus answered, this is a very Jesus-like thing to do,
[00:10:50.080 --> 00:10:51.160]   answers a question with a question.
[00:10:51.160 --> 00:10:55.720]   It says, "Do you say this of your own accord?"
[00:10:55.720 --> 00:10:57.960]   Which means are you interested personally?
[00:10:57.960 --> 00:11:02.280]   "Or did others say it to you about me?"
[00:11:02.280 --> 00:11:06.280]   Meaning, are you looking for the truth?
[00:11:06.280 --> 00:11:08.520]   Like, is this a sincere investigation?
[00:11:08.520 --> 00:11:13.520]   Do you really wanna know if I'm the King of the Jews?
[00:11:13.520 --> 00:11:14.640]   Or are you just here
[00:11:14.640 --> 00:11:18.160]   because that's what the crowd told you to ask?
[00:11:18.160 --> 00:11:21.200]   And Pilate answered,
[00:11:21.200 --> 00:11:22.560]   he gives his answer away pretty clearly.
[00:11:22.560 --> 00:11:23.800]   Am I a Jew?
[00:11:23.800 --> 00:11:25.840]   In other words, I'm not even one of your people.
[00:11:25.840 --> 00:11:27.400]   What is this dispute to me?
[00:11:27.400 --> 00:11:29.400]   Your own nation and the chief priests
[00:11:29.400 --> 00:11:31.200]   have delivered you over to me.
[00:11:31.200 --> 00:11:33.360]   What have you done?
[00:11:33.360 --> 00:11:35.640]   Pilate is not on a sincere search.
[00:11:35.640 --> 00:11:37.760]   Pilate is not looking for the truth.
[00:11:37.760 --> 00:11:40.480]   Pilate wants this problem to go away.
[00:11:40.480 --> 00:11:42.120]   He wants this problem to disappear.
[00:11:42.120 --> 00:11:43.640]   He wants to shoo it under the rug.
[00:11:43.640 --> 00:11:47.640]   He wants this dissension to go away
[00:11:47.640 --> 00:11:49.760]   so that way Caesar and the government,
[00:11:49.760 --> 00:11:51.560]   the Roman government that was over him
[00:11:51.560 --> 00:11:53.840]   would not look poorly on him.
[00:11:55.520 --> 00:11:58.960]   And so he says, what have you done?
[00:11:58.960 --> 00:12:01.160]   I'm not Jewish, I don't care.
[00:12:01.160 --> 00:12:03.680]   And Jesus answered, Jesus, if you've ever wondered
[00:12:03.680 --> 00:12:07.880]   if Jesus takes the time to love people who don't know him,
[00:12:07.880 --> 00:12:09.720]   love leaders who don't know him,
[00:12:09.720 --> 00:12:12.200]   love people who are giving sarcasm right to his face,
[00:12:12.200 --> 00:12:13.040]   this is your answer.
[00:12:13.040 --> 00:12:14.440]   Jesus, with his own life on the line,
[00:12:14.440 --> 00:12:17.840]   because people outside are yelling for Jesus to die,
[00:12:17.840 --> 00:12:20.360]   takes time to love Pilate
[00:12:20.360 --> 00:12:22.720]   and reveal himself to him in this conversation.
[00:12:23.760 --> 00:12:27.960]   Verse 36, Jesus answered, my kingdom is not of this world.
[00:12:27.960 --> 00:12:30.560]   If it was, my servants would be fighting out here.
[00:12:30.560 --> 00:12:33.160]   That's like what people do when there's an earthly kingdom.
[00:12:33.160 --> 00:12:35.560]   The military defends the leader, that's just how it works.
[00:12:35.560 --> 00:12:36.800]   But my kingdom's not of this world.
[00:12:36.800 --> 00:12:39.000]   If it was, my servants would have been fighting
[00:12:39.000 --> 00:12:41.080]   so that I wouldn't be delivered over to you.
[00:12:41.080 --> 00:12:43.920]   But my kingdom is not from this world.
[00:12:43.920 --> 00:12:46.680]   And Pilate continues just to try to get to the bottom
[00:12:46.680 --> 00:12:48.120]   of the matter as a pragmatist.
[00:12:48.120 --> 00:12:50.400]   And he says, so you are a king.
[00:12:52.320 --> 00:12:54.080]   Just the harassed governor
[00:12:54.080 --> 00:12:56.240]   who wants to get this thing settled and over with.
[00:12:56.240 --> 00:12:58.760]   And Jesus said, you said it, you say that I am a king.
[00:12:58.760 --> 00:13:01.840]   For this purpose, I was born.
[00:13:01.840 --> 00:13:05.440]   And for this purpose, I have come into the world
[00:13:05.440 --> 00:13:07.320]   to bear witness to the truth.
[00:13:07.320 --> 00:13:10.400]   Now there's something that Pilate's not interested in.
[00:13:10.400 --> 00:13:13.320]   Pilate is interested in doing what the crowd says.
[00:13:13.320 --> 00:13:17.040]   Pilate is interested in moving on to what's next.
[00:13:17.040 --> 00:13:19.800]   And Jesus said, if you want, listen, Pilate,
[00:13:19.800 --> 00:13:20.800]   I know this is a tough one
[00:13:20.800 --> 00:13:22.120]   because there are people outside
[00:13:22.120 --> 00:13:23.880]   that are yelling for me to die right now.
[00:13:23.880 --> 00:13:25.720]   And they're threatening you if you don't do it.
[00:13:25.720 --> 00:13:27.840]   And so granted, you're in a little bit of a tough spot.
[00:13:27.840 --> 00:13:29.720]   But if you wanna be on the side of the truth,
[00:13:29.720 --> 00:13:31.000]   if you want reality,
[00:13:31.000 --> 00:13:33.680]   if you're here to actually give a statement
[00:13:33.680 --> 00:13:37.400]   and rather a discovery of what is real in this situation,
[00:13:37.400 --> 00:13:40.160]   what's authentic and true and virtuous and right
[00:13:40.160 --> 00:13:42.480]   and all of the things that a leader should look for,
[00:13:42.480 --> 00:13:45.240]   if you want to know, I am your ticket.
[00:13:45.240 --> 00:13:50.240]   Everyone who is of the truth listens to my voice.
[00:13:51.000 --> 00:13:52.440]   And then Pilate said to him,
[00:13:52.440 --> 00:13:53.520]   the sarcastic three words
[00:13:53.520 --> 00:13:56.080]   that he's probably best known for.
[00:13:56.080 --> 00:13:56.920]   What is truth?
[00:13:56.920 --> 00:13:59.000]   What is truth?
[00:13:59.000 --> 00:14:01.520]   That's not a question that he wants answered.
[00:14:01.520 --> 00:14:02.480]   He doesn't care.
[00:14:02.480 --> 00:14:04.480]   What he's saying is I don't care what's real.
[00:14:04.480 --> 00:14:06.760]   I care what works.
[00:14:06.760 --> 00:14:08.280]   And I want this to go away
[00:14:08.280 --> 00:14:11.880]   because the people want you to go away.
[00:14:11.880 --> 00:14:13.040]   So what is truth?
[00:14:13.040 --> 00:14:15.840]   It's dangerous.
[00:14:15.840 --> 00:14:18.760]   So what Pilate does is he tries a happy medium.
[00:14:18.760 --> 00:14:20.000]   I won't walk all the way through the text.
[00:14:20.000 --> 00:14:21.360]   'Cause I want to keep this going tonight.
[00:14:21.360 --> 00:14:23.600]   But Pilate tries a happy medium.
[00:14:23.600 --> 00:14:24.960]   And so what he does is he decides
[00:14:24.960 --> 00:14:26.960]   I'm gonna have Jesus beaten.
[00:14:26.960 --> 00:14:28.400]   And then maybe that will be good enough.
[00:14:28.400 --> 00:14:30.640]   And so what he does is he has Jesus handed over
[00:14:30.640 --> 00:14:31.480]   to be beaten.
[00:14:31.480 --> 00:14:34.000]   And so this Jesus who claimed to be the King
[00:14:34.000 --> 00:14:36.680]   who indeed was, was hit and struck.
[00:14:36.680 --> 00:14:40.280]   The son of God in human form,
[00:14:40.280 --> 00:14:42.560]   struck and beaten and bloody.
[00:14:42.560 --> 00:14:46.040]   They mocked him, mocked, made fun of
[00:14:46.040 --> 00:14:49.040]   by putting a purple robe on him, the color of royalty.
[00:14:49.040 --> 00:14:50.680]   And by putting a crown on his head,
[00:14:50.680 --> 00:14:52.600]   but a crown not of respect,
[00:14:52.600 --> 00:14:55.160]   but a crown of pain and mockery.
[00:14:55.160 --> 00:14:57.920]   Crown of thorns to dig into his skull.
[00:14:57.920 --> 00:15:00.040]   And he was handed over to be beaten.
[00:15:00.040 --> 00:15:03.200]   And so Pilate having done that brings Jesus back out.
[00:15:03.200 --> 00:15:05.040]   And so imagine standing on the Capitol steps
[00:15:05.040 --> 00:15:07.040]   of some major city or maybe even the United States.
[00:15:07.040 --> 00:15:10.120]   Imagine the governor standing beside Jesus
[00:15:10.120 --> 00:15:12.440]   and saying, look at him now, behold the man.
[00:15:12.440 --> 00:15:14.560]   Your Bible says, behold the man.
[00:15:14.560 --> 00:15:16.280]   He's beaten, he's hurting.
[00:15:16.280 --> 00:15:18.800]   In other words, is this good enough for you guys?
[00:15:18.800 --> 00:15:23.560]   But the crowd just kept yelling, crucify him, crucify him.
[00:15:23.560 --> 00:15:27.360]   Which is to say, give him the worst form of execution
[00:15:27.360 --> 00:15:28.960]   that this world has ever known.
