
[00:00:00.000 --> 00:00:02.420]   (rock music)
[00:05:38.980 --> 00:05:44.140]   But I think we've made some mistakes.
[00:05:44.140 --> 00:05:47.700]   See, last year, marriage, an institution invented by God,
[00:05:47.700 --> 00:05:50.580]   was redefined for the first time since creation.
[00:05:50.580 --> 00:05:56.140]   We almost lost our religious liberty.
[00:05:56.140 --> 00:05:57.900]   Our right to bear arms came under fire.
[00:05:57.900 --> 00:06:00.740]   A mother's right to end the life of her child in the womb
[00:06:00.740 --> 00:06:02.980]   is the holocaust of our day.
[00:06:02.980 --> 00:06:05.660]   And our options for presidents are less than desirable.
[00:06:05.660 --> 00:06:10.660]   We have a narcissistic reality TV star billionaire
[00:06:10.660 --> 00:06:13.540]   and the wife of an adulterous man
[00:06:13.540 --> 00:06:15.380]   considered by some to be a criminal.
[00:06:15.380 --> 00:06:20.540]   And the biggest concern among millennials
[00:06:20.540 --> 00:06:21.780]   is global warming.
[00:06:21.780 --> 00:06:24.540]   I'm serious.
[00:06:24.540 --> 00:06:28.300]   And I'm not saying global warming's not important.
[00:06:28.300 --> 00:06:30.300]   Like we should certainly preserve this earth.
[00:06:30.300 --> 00:06:31.800]   God has called us to.
[00:06:31.800 --> 00:06:34.640]   But how did we get into this hot mess?
[00:06:34.640 --> 00:06:36.580]   And I want to kind of tell you,
[00:06:36.580 --> 00:06:38.140]   I want to lead with what I think it is.
[00:06:38.140 --> 00:06:39.300]   It's very interesting.
[00:06:39.300 --> 00:06:40.540]   I hope you'll hang in there with me.
[00:06:40.540 --> 00:06:43.180]   I think it has to do with one of the greatest desires
[00:06:43.180 --> 00:06:45.140]   in the room this evening.
[00:06:45.140 --> 00:06:46.060]   Sex.
[00:06:46.060 --> 00:06:53.060]   I think that a huge part of our government's problem
[00:06:53.060 --> 00:06:58.500]   actually has to do with sex, how we want it,
[00:06:58.500 --> 00:07:00.660]   whenever we want it, wherever we want it,
[00:07:00.660 --> 00:07:04.300]   however we want it, without consequences.
[00:07:04.300 --> 00:07:06.620]   And when I say we, I mean us.
[00:07:06.620 --> 00:07:08.820]   Like you and me, those of us here,
[00:07:08.820 --> 00:07:11.620]   our generation, this demographic.
[00:07:11.620 --> 00:07:12.940]   And so this evening we're talking about
[00:07:12.940 --> 00:07:14.700]   how sex has impacted government
[00:07:14.700 --> 00:07:17.100]   and why it should matter to us.
[00:07:17.100 --> 00:07:20.620]   And I know that our desire is to express love physically
[00:07:20.620 --> 00:07:22.140]   with whomever we want.
[00:07:22.140 --> 00:07:26.360]   And we want to avoid the consequences.
[00:07:26.360 --> 00:07:30.980]   And I think it's caused some of our political issues,
[00:07:30.980 --> 00:07:34.760]   especially on the topic of the redefinition of marriage
[00:07:34.760 --> 00:07:38.740]   that occurred on our watch on April 28th, 2015,
[00:07:38.740 --> 00:07:40.220]   and the topic of abortion.
[00:07:40.220 --> 00:07:41.780]   That honestly I'm encouraged
[00:07:41.780 --> 00:07:43.740]   because I think we millennials
[00:07:43.740 --> 00:07:45.700]   are actually taking ground on it.
[00:07:45.700 --> 00:07:47.580]   So listen, let me give this disclaimer up front.
[00:07:47.580 --> 00:07:48.940]   Stay with me, hang in there.
[00:07:48.940 --> 00:07:52.380]   You think you know what I'm gonna say, okay?
[00:07:52.380 --> 00:07:57.060]   I understand generally who I am speaking to.
[00:07:57.060 --> 00:08:01.700]   I have given my entire adult life
[00:08:01.700 --> 00:08:05.140]   to ministering to and through millennials
[00:08:05.140 --> 00:08:08.540]   at a cost to me for the love of you.
[00:08:09.460 --> 00:08:11.820]   And the reason I have done so is for three reasons.
[00:08:11.820 --> 00:08:14.020]   Number one, because I trusted Christ
[00:08:14.020 --> 00:08:16.500]   as a young adult in my 20s.
[00:08:16.500 --> 00:08:18.380]   I came into a relationship with Jesus Christ
[00:08:18.380 --> 00:08:20.820]   and it changed everything about my life.
[00:08:20.820 --> 00:08:23.660]   Number two, second reason,
[00:08:23.660 --> 00:08:26.140]   because I think you are the single most powerful demographic
[00:08:26.140 --> 00:08:27.260]   on the face of the planet.
[00:08:27.260 --> 00:08:30.460]   If anyone is going to change the world or save the world,
[00:08:30.460 --> 00:08:32.900]   it is going to be God working through you.
[00:08:32.900 --> 00:08:39.260]   And number three, because the majority of your peers
[00:08:40.260 --> 00:08:43.700]   are following their feelings
[00:08:43.700 --> 00:08:48.060]   and doing what they think is wise in their own eyes
[00:08:48.060 --> 00:08:49.980]   and they're leaving the church
[00:08:49.980 --> 00:08:53.460]   and abandoning a biblical worldview in droves
[00:08:53.460 --> 00:08:55.100]   and I believe it will hurt them
[00:08:55.100 --> 00:08:57.420]   and I believe it will hurt you and I love you
[00:08:57.420 --> 00:09:01.100]   and I don't want you to hurt, so I need you to listen.
[00:09:01.100 --> 00:09:04.820]   Please, I'm asking you this courtesy, this favor.
[00:09:04.820 --> 00:09:09.460]   Please listen to me for the next 35 minutes.
[00:09:09.460 --> 00:09:11.180]   Give me 35 minutes of your life.
[00:09:11.180 --> 00:09:12.900]   Some of you will disagree with me,
[00:09:12.900 --> 00:09:14.340]   some of you will hate me,
[00:09:14.340 --> 00:09:17.680]   some of you will be very, very angry.
[00:09:17.680 --> 00:09:23.280]   Please give me 35 minutes, hang in with me 'til the end
[00:09:23.280 --> 00:09:26.060]   and you can strengthen your argument against me
[00:09:26.060 --> 00:09:28.620]   if you'd like.
[00:09:28.620 --> 00:09:30.580]   If you agree with what I'm saying,
[00:09:30.580 --> 00:09:33.620]   you can strengthen your argument with what I'm saying.
[00:09:33.620 --> 00:09:36.140]   You may agree with half and disagree with the other half.
[00:09:36.140 --> 00:09:37.340]   I don't know where you're at,
[00:09:37.340 --> 00:09:40.180]   but I wanna talk to those of you in the room
[00:09:40.180 --> 00:09:41.660]   that just don't care
[00:09:41.660 --> 00:09:47.780]   because I don't think you can be a follower of Jesus Christ
[00:09:47.780 --> 00:09:51.700]   and not care about these issues.
[00:09:51.700 --> 00:09:55.300]   And so you're the ones I'm most
[00:09:55.300 --> 00:10:01.380]   desiring to speak to tonight and if you disagree,
[00:10:01.380 --> 00:10:03.780]   I just ask you the courtesy to write down the things
[00:10:03.780 --> 00:10:05.740]   that you disagree with and then let's engage
[00:10:05.740 --> 00:10:06.560]   in a discussion.
[00:10:06.560 --> 00:10:10.060]   I'd love the opportunity to learn from you.
[00:10:10.060 --> 00:10:12.340]   I'll stay as late as I need to.
[00:10:12.340 --> 00:10:15.780]   I'll schedule other meetings, I'll take phone calls,
[00:10:15.780 --> 00:10:16.960]   I'll read emails.
[00:10:16.960 --> 00:10:20.480]   I would love the opportunity to learn from you.
[00:10:20.480 --> 00:10:22.660]   Thank you.
[00:10:22.660 --> 00:10:27.720]   And so tonight we're gonna talk about two things done,
[00:10:27.720 --> 00:10:29.140]   two things we've done wrong
[00:10:30.820 --> 00:10:33.180]   and what I believe is the solution.
[00:10:33.180 --> 00:10:35.260]   Specifically how we've overlooked instruction,
[00:10:35.260 --> 00:10:38.080]   how we've misunderstood the consequences
[00:10:38.080 --> 00:10:39.660]   and what we need to do now.
[00:10:39.660 --> 00:10:43.860]   Abraham Lincoln said, "We are a government of the people,
[00:10:43.860 --> 00:10:45.700]   "for the people, by the people."
[00:10:45.700 --> 00:10:47.260]   Here's what that means.
[00:10:47.260 --> 00:10:52.200]   The government should do whatever is in the best interest
[00:10:52.200 --> 00:10:53.620]   of the people.
[00:10:53.620 --> 00:10:58.300]   And we may disagree what that is,
[00:11:00.280 --> 00:11:02.500]   but I thank you ahead of time for listening.
[00:11:02.500 --> 00:11:05.660]   And so the first point this evening is we've overlooked
[00:11:05.660 --> 00:11:07.420]   God's clear instruction.
[00:11:07.420 --> 00:11:08.780]   We've overlooked God's clear instruction.
[00:11:08.780 --> 00:11:10.900]   Do you remember when I shorted out that AC?
[00:11:10.900 --> 00:11:13.500]   It's because I missed this one simple instruction
[00:11:13.500 --> 00:11:15.520]   that I was to flip off the breaker
[00:11:15.520 --> 00:11:18.020]   and I thought it wasn't an important instruction
[00:11:18.020 --> 00:11:20.500]   and it led to grave consequences.
[00:11:20.500 --> 00:11:23.000]   And so what we've done as a generation is we fed
[00:11:23.000 --> 00:11:24.860]   our preferences over God's truth.
[00:11:24.860 --> 00:11:28.420]   We followed our heart and sought out our own desires
[00:11:28.420 --> 00:11:32.560]   and we've considered his truth an inconvenience,
[00:11:32.560 --> 00:11:34.800]   like taking time to flip a breaker.
[00:11:34.800 --> 00:11:36.600]   James chapter one, verse 21 says,
[00:11:36.600 --> 00:11:39.220]   "Therefore get rid of all moral filth and the evil
[00:11:39.220 --> 00:11:42.720]   "that is so prevalent and humbly accept the word of God
[00:11:42.720 --> 00:11:45.560]   "planted in you, which can save you.
[00:11:45.560 --> 00:11:48.320]   "Do not merely listen to the word and so deceive yourself.
[00:11:48.320 --> 00:11:50.080]   "Do what it says."
[00:11:50.080 --> 00:11:53.280]   Anyone who listens to the word but does not do what it says
[00:11:53.280 --> 00:11:55.840]   is like someone who looks at his face in a mirror
[00:11:55.840 --> 00:11:58.120]   and after looking at himself goes away
[00:11:58.120 --> 00:11:59.900]   and immediately forgets what he looks like.
[00:11:59.900 --> 00:12:01.060]   Here's what James means.
[00:12:01.060 --> 00:12:03.200]   Jesus' brother's writing this and he's saying,
[00:12:03.200 --> 00:12:04.760]   hey, if you read the word of God
[00:12:04.760 --> 00:12:05.960]   and you don't make a change,
[00:12:05.960 --> 00:12:07.360]   it's like you looking in the mirror,
[00:12:07.360 --> 00:12:09.180]   seeing your hair all disheveled,
[00:12:09.180 --> 00:12:10.600]   seeing something on your face
[00:12:10.600 --> 00:12:13.080]   and walking away without making a change.
[00:12:13.080 --> 00:12:15.720]   The word of God is meant to change you,
[00:12:15.720 --> 00:12:17.720]   to conform you to the image and the character
[00:12:17.720 --> 00:12:19.020]   of his son Jesus Christ.
[00:12:19.020 --> 00:12:21.280]   But whoever looks intently into the perfect law
[00:12:21.280 --> 00:12:23.640]   that gives freedom and continues in it,
[00:12:23.640 --> 00:12:26.600]   not forgetting what they have heard but doing it,
[00:12:26.600 --> 00:12:29.240]   they will be blessed in what they do.
[00:12:29.240 --> 00:12:31.200]   And so primarily when our generation,
[00:12:31.200 --> 00:12:34.080]   yours and my generation is trying to figure out
[00:12:34.080 --> 00:12:36.520]   what is right, we don't follow James' instructions.
[00:12:36.520 --> 00:12:38.320]   We don't turn to God's word.
[00:12:38.320 --> 00:12:40.240]   We don't open the scriptures and say,
[00:12:40.240 --> 00:12:41.800]   God, what would you have for me?
[00:12:41.800 --> 00:12:45.120]   We follow our feelings and our opinions.
[00:12:45.120 --> 00:12:51.840]   Even when this issue of redefining marriage came up,
[00:12:51.840 --> 00:12:55.120]   we said this is about love.
[00:12:56.120 --> 00:12:58.880]   I wanna make a case that it's actually about sex.
[00:12:58.880 --> 00:13:02.720]   See, God doesn't have an issue with who you love.
[00:13:02.720 --> 00:13:05.960]   But any sexual act, listen closely,
[00:13:05.960 --> 00:13:09.360]   is condemned in the scriptures when it is not
[00:13:09.360 --> 00:13:12.000]   between a married husband and wife.
[00:13:12.000 --> 00:13:14.960]   I'll give you some scriptures.
[00:13:14.960 --> 00:13:16.680]   Leviticus 18, verse 22 says,
[00:13:16.680 --> 00:13:19.480]   do not have sexual relations with a man
[00:13:19.480 --> 00:13:20.960]   as one does with a woman.
[00:13:20.960 --> 00:13:21.960]   That is detestable.
[00:13:21.960 --> 00:13:24.440]   And you could argue that this is abolished with the law
[00:13:24.440 --> 00:13:25.560]   and this is the Old Testament law,
[00:13:25.560 --> 00:13:27.120]   but it's brought back up in the New Testament.
[00:13:27.120 --> 00:13:28.560]   First Corinthians chapter six, verse nine,
[00:13:28.560 --> 00:13:30.320]   or do you not know that wrongdoers
[00:13:30.320 --> 00:13:31.640]   will not inherit the kingdom of God,
[00:13:31.640 --> 00:13:33.640]   do not be deceived neither sexual and moral,
[00:13:33.640 --> 00:13:34.960]   nor idolaters, nor adulterers,
[00:13:34.960 --> 00:13:37.080]   nor men who have sex with men.
[00:13:37.080 --> 00:13:39.280]   You may say that word means something else.
[00:13:39.280 --> 00:13:42.200]   There is no theological credible scholarship
[00:13:42.200 --> 00:13:44.080]   that would support you in that view.
[00:13:44.080 --> 00:13:45.480]   That word can only mean,
[00:13:45.480 --> 00:13:47.040]   it's two words actually in the Greek,
[00:13:47.040 --> 00:13:49.160]   that can only mean men having sex with men.
[00:13:49.160 --> 00:13:51.720]   It's consensual, it's not rape.
[00:13:51.720 --> 00:13:53.960]   This was written to a homoerotic class
[00:13:53.960 --> 00:13:56.160]   or homoerotic culture much more than ours.
[00:13:56.160 --> 00:13:59.840]   The president of the time, the emperor, had two gay lovers.
[00:13:59.840 --> 00:14:02.760]   First Timothy chapter one, verse 10 says,
[00:14:02.760 --> 00:14:05.760]   we also know that the law is made not for the righteous,
[00:14:05.760 --> 00:14:07.280]   but for the lawbreakers and rebels,
[00:14:07.280 --> 00:14:11.000]   the ungodly and the sinful, the unholy and irreligious.
[00:14:11.000 --> 00:14:13.680]   For those who kill their fathers or mothers or murderers,
[00:14:13.680 --> 00:14:15.200]   for the sexually immoral,
[00:14:15.200 --> 00:14:17.400]   for those practicing homosexuality.
[00:14:17.400 --> 00:14:18.920]   And then Romans one, I'll get to in a minute,
[00:14:18.920 --> 00:14:20.440]   but I want you to know something.
[00:14:20.440 --> 00:14:25.160]   All these refer to the pursuit of the sexual act,
[00:14:25.160 --> 00:14:26.480]   not to the feelings.
[00:14:26.480 --> 00:14:32.360]   It is not sin to be attracted to someone of the same sex.
[00:14:32.360 --> 00:14:37.360]   I'm not gonna argue if you were born that way or not.
[00:14:37.360 --> 00:14:39.480]   Okay?
[00:14:39.480 --> 00:14:41.400]   People are born all kinds of ways.
[00:14:41.400 --> 00:14:46.000]   They're all, since Genesis chapter three,
[00:14:46.000 --> 00:14:47.440]   people are born with all kinds of ways.
[00:14:47.440 --> 00:14:50.120]   I have all sorts of desires within me
[00:14:50.120 --> 00:14:52.280]   that are not best for me.
[00:14:52.280 --> 00:14:56.640]   But it's when you take that desire
[00:14:56.640 --> 00:14:58.040]   and you do something with it
[00:14:58.040 --> 00:15:00.280]   that clearly goes against what the scripture says,
[00:15:00.280 --> 00:15:02.680]   you have to ask, what are we doing?
[00:15:02.680 --> 00:15:07.400]   So on our watch, we've allowed the government
[00:15:07.400 --> 00:15:10.160]   to redefine an institution created by God, marriage,
[00:15:10.160 --> 00:15:13.600]   to allow for a sinful act that he clearly condemns.
[00:15:13.600 --> 00:15:15.000]   And so why talk about this?
[00:15:15.000 --> 00:15:17.080]   Listen, why not talk about pornography tonight
[00:15:17.080 --> 00:15:19.280]   or heterosexual sin or materialism?
[00:15:19.280 --> 00:15:20.320]   Can we agree on something?
[00:15:20.320 --> 00:15:22.000]   Maybe it's your first time at the porch.
[00:15:22.000 --> 00:15:24.200]   Can we agree that we talk about those issues
[00:15:24.200 --> 00:15:26.000]   100 times to one?
[00:15:26.000 --> 00:15:29.520]   Can we agree that every other night you come in here
[00:15:29.520 --> 00:15:32.920]   and I'm talking about materialism or pornography
[00:15:32.920 --> 00:15:36.160]   or fornication or some other issue,
[00:15:36.160 --> 00:15:41.840]   but tonight we're talking about these two issues.
[00:15:41.840 --> 00:15:46.440]   And those issues have not been before the government
[00:15:46.440 --> 00:15:47.680]   like this one has.
[00:15:48.920 --> 00:15:52.840]   Or this other abomination that is happening on our watch,
[00:15:52.840 --> 00:15:56.000]   mostly among your peers and my peers
[00:15:56.000 --> 00:15:57.520]   is the issue of abortion.
[00:15:57.520 --> 00:16:06.000]   This is dealing with the perceived consequence of sex.
[00:16:06.000 --> 00:16:10.200]   Friends, I'm so grieved
[00:16:10.200 --> 00:16:14.840]   by the research that was done on this topic this week.
[00:16:14.840 --> 00:16:17.520]   My heart is completely broken.
[00:16:18.520 --> 00:16:20.800]   There are over one million abortions a year
[00:16:20.800 --> 00:16:22.880]   in the United States of America today.
[00:16:22.880 --> 00:16:27.680]   Yes, today over 2,500 babies were killed
[00:16:27.680 --> 00:16:29.280]   at the will of their mother today.
[00:16:29.280 --> 00:16:32.120]   And if you've made this decision,
[00:16:32.120 --> 00:16:34.280]   I know right now you are so uncomfortable.
[00:16:34.280 --> 00:16:35.960]   Can I just tell you something?
[00:16:35.960 --> 00:16:39.400]   I know it's a fourth of the women here
[00:16:39.400 --> 00:16:41.600]   and so many of you men have supported this
[00:16:41.600 --> 00:16:42.440]   and been a part of it.
[00:16:42.440 --> 00:16:43.280]   Can I tell you something?
[00:16:43.280 --> 00:16:44.840]   I love you, God loves you.
[00:16:44.840 --> 00:16:46.320]   He's not mad at you.
[00:16:46.320 --> 00:16:49.320]   He sent his son to die for this.
[00:16:49.320 --> 00:16:50.920]   Okay, he has a plan for you.
[00:16:50.920 --> 00:16:52.840]   He has a plan for your children.
[00:16:52.840 --> 00:16:55.160]   He has a plan for this story.
[00:16:55.160 --> 00:16:59.520]   He has a plan for your testimony
[00:16:59.520 --> 00:17:02.240]   that involved that action in the same way
[00:17:02.240 --> 00:17:04.080]   that I talk about pornography
[00:17:04.080 --> 00:17:07.240]   and set those engaged in pornography free.
[00:17:07.240 --> 00:17:08.520]   God working through me,
[00:17:08.520 --> 00:17:11.560]   you can set those free by telling your story
[00:17:11.560 --> 00:17:13.840]   no matter how uncomfortable it is.
[00:17:15.760 --> 00:17:19.640]   And God will use it in tremendous and incredible ways.
[00:17:19.640 --> 00:17:21.280]   But you've gotta stay with me tonight.
[00:17:21.280 --> 00:17:23.320]   Do not just get so focused.
[00:17:23.320 --> 00:17:25.080]   Don't get in your head.
[00:17:25.080 --> 00:17:27.240]   Stay with me word for word as I progress.
[00:17:27.240 --> 00:17:28.920]   Don't just get stuck in your head
[00:17:28.920 --> 00:17:30.480]   and begin to think about the past.
[00:17:30.480 --> 00:17:33.000]   Look forward, let's look forward together.
[00:17:33.000 --> 00:17:40.000]   A friend of mine who owned two abortion clinics
[00:17:40.000 --> 00:17:42.100]   and profited from the death of 40,000 babies
[00:17:42.100 --> 00:17:45.520]   before becoming a Christian was asked,
[00:17:45.520 --> 00:17:48.340]   "How do you sleep at night?"
[00:17:48.340 --> 00:17:51.580]   And she said, "Well,
[00:17:51.580 --> 00:17:58.060]   "Jesus either died for all of them or none of them,
[00:17:58.060 --> 00:18:02.020]   "and I choose to believe that he died for all of them."
[00:18:02.020 --> 00:18:05.860]   In reality, the Scripture teaches that he did.
[00:18:05.860 --> 00:18:10.220]   And so because we are talking about God's word,
[00:18:10.220 --> 00:18:12.180]   I need to show you where it says this is wrong.
[00:18:12.180 --> 00:18:14.180]   Essentially anywhere the Bible condemns
[00:18:14.180 --> 00:18:16.260]   killing another human.
[00:18:16.260 --> 00:18:18.620]   Certainly life begins at conception.
[00:18:18.620 --> 00:18:19.500]   That's been debated.
