
[00:00:00.000 --> 00:00:00.840]   - Hey guys.
[00:03:43.240 --> 00:03:45.920]   So he shows up, this is my interpretation.
[00:03:45.920 --> 00:03:48.480]   So he shows up and sees Goliath
[00:03:48.480 --> 00:03:51.640]   and all the Israelites cowering and afraid,
[00:03:51.640 --> 00:03:53.400]   and he is annoying his brothers,
[00:03:53.400 --> 00:03:55.960]   trying to figure out what is going on.
[00:03:55.960 --> 00:03:57.820]   And he seems like a pest for a few paragraphs.
[00:03:57.820 --> 00:04:00.180]   And then David said to Saul,
[00:04:00.180 --> 00:04:03.700]   "Let no one lose heart on account of this Philistine.
[00:04:03.700 --> 00:04:06.960]   Your servant will go and fight him."
[00:04:06.960 --> 00:04:07.880]   Okay?
[00:04:07.880 --> 00:04:10.080]   So David's watching all the armies
[00:04:10.080 --> 00:04:14.400]   stand around and be dismayed and afraid,
[00:04:14.400 --> 00:04:15.960]   and he's trying to figure out what's wrong.
[00:04:15.960 --> 00:04:18.560]   Why, we are God's people.
[00:04:18.560 --> 00:04:19.600]   Anyway, he's bothered.
[00:04:19.600 --> 00:04:21.760]   And so he decides, "I'll fight him."
[00:04:21.760 --> 00:04:24.480]   Saul replied, "You are not able to go against the Philistine
[00:04:24.480 --> 00:04:25.320]   and fight him.
[00:04:25.320 --> 00:04:26.440]   You are only a young man,
[00:04:26.440 --> 00:04:29.000]   and he has been a warrior from his youth."
[00:04:29.000 --> 00:04:30.660]   But David said to Saul,
[00:04:30.660 --> 00:04:33.560]   "Your servant has been keeping his father's sheep.
[00:04:33.560 --> 00:04:36.140]   When a lion or a bear came
[00:04:36.140 --> 00:04:38.180]   and carried off a sheep from the flock,
[00:04:38.180 --> 00:04:39.760]   I went after it, struck it,
[00:04:39.760 --> 00:04:42.240]   and rescued the sheep from its mouth.
[00:04:42.240 --> 00:04:44.880]   When it turned on me, I seized it by the hair,
[00:04:44.880 --> 00:04:46.040]   struck it and killed it.
[00:04:46.040 --> 00:04:48.520]   Your servant has killed both the lion and the bear.
[00:04:48.520 --> 00:04:51.200]   This uncircumcised Philistine will be like one of them
[00:04:51.200 --> 00:04:53.680]   because he has defiled the armies of God.
[00:04:53.680 --> 00:04:56.760]   The Lord who rescued me from the paw of the lion
[00:04:56.760 --> 00:04:58.920]   and the paw of the bear will rescue me
[00:04:58.920 --> 00:05:01.440]   from the hand of this Philistine."
[00:05:01.440 --> 00:05:03.000]   Don't you love him?
[00:05:03.000 --> 00:05:03.840]   Love him.
[00:05:03.840 --> 00:05:04.660]   Okay.
[00:05:04.660 --> 00:05:07.280]   Saul said to David, "Go and the Lord be with you."
[00:05:07.280 --> 00:05:09.560]   Then Saul dressed David in his own tunic.
[00:05:09.560 --> 00:05:13.680]   He put a coat of armor on him
[00:05:13.680 --> 00:05:15.340]   and a bronze helmet on his head.
[00:05:15.340 --> 00:05:18.440]   David fastened on his sword over the tunic
[00:05:18.440 --> 00:05:20.800]   and tried walking around because he was not used to them.
[00:05:20.800 --> 00:05:23.440]   He said, "I can't go in these," he said to Saul,
[00:05:23.440 --> 00:05:25.400]   "because I'm not used to them."
[00:05:25.400 --> 00:05:27.800]   So he took them off.
[00:05:27.800 --> 00:05:29.600]   Then he took his staff in his hand,
[00:05:29.600 --> 00:05:31.960]   chose five smooth stones from the stream,
[00:05:31.960 --> 00:05:35.320]   put them in his pouch, his little shepherd bag pouch,
[00:05:35.320 --> 00:05:38.320]   and his sling in his hand, and he approached the Philistine.
[00:05:38.320 --> 00:05:43.640]   I know y'all have heard this before, but it is so good.
[00:05:43.640 --> 00:05:47.360]   And then the next paragraph, he gets made fun of
[00:05:47.360 --> 00:05:48.760]   and ridiculed for a few paragraphs.
[00:05:48.760 --> 00:05:50.120]   It's significant, but moving on.
[00:05:50.120 --> 00:05:52.360]   "But David said to the Philistine,
[00:05:52.360 --> 00:05:55.800]   "You come against me with sword and spear and javelin,
[00:05:55.800 --> 00:05:58.160]   "but I come against you
[00:05:58.160 --> 00:06:03.160]   "in the name of the Lord Almighty,
[00:06:03.160 --> 00:06:07.400]   "the God of the armies of Israel, whom you have defied.
[00:06:07.400 --> 00:06:10.300]   "This day, the Lord will deliver you into my hands
[00:06:10.300 --> 00:06:13.680]   "and I will strike you down, cut off your head."
[00:06:13.680 --> 00:06:17.020]   And then he did that.
[00:06:17.340 --> 00:06:18.300]   (congregation laughing)
[00:06:18.300 --> 00:06:22.020]   God, the same God,
[00:06:22.020 --> 00:06:26.220]   the same God that watched his people
[00:06:26.220 --> 00:06:28.340]   on the side of the mountain,
[00:06:28.340 --> 00:06:33.020]   staring at a simple man, a big man, in fear.
[00:06:33.020 --> 00:06:41.180]   I cannot imagine, God, how frustrating that is for you
[00:06:41.180 --> 00:06:46.180]   to watch your people stand on the sidelines in fear.
[00:06:47.180 --> 00:06:49.980]   Well, God, you wanna do great things.
[00:06:49.980 --> 00:06:53.540]   And so, God, I believe, I mean,
[00:06:53.540 --> 00:06:55.740]   what I see out of this room happening
[00:06:55.740 --> 00:06:59.180]   is unbelievable works through your spirit
[00:06:59.180 --> 00:07:01.380]   and for your glory.
[00:07:01.380 --> 00:07:04.660]   So, God, would you rise those things up in my friends?
[00:07:04.660 --> 00:07:06.640]   In Jesus' name, amen.
[00:07:06.640 --> 00:07:07.820]   But first we're gonna gamble.
[00:07:07.820 --> 00:07:10.060]   So I need to start.
[00:07:10.060 --> 00:07:12.420]   I need to start by saying, this is my friend, Stephen.
[00:07:12.420 --> 00:07:13.260]   Everybody say hi to Stephen.
[00:07:13.260 --> 00:07:14.100]   - Hello.
[00:07:14.100 --> 00:07:15.500]   - Hi, Stephen.
[00:07:15.500 --> 00:07:19.180]   So, Stephen, how many times have you gambled in a church?
[00:07:19.180 --> 00:07:20.020]   - Never.
[00:07:20.020 --> 00:07:20.860]   - Okay.
[00:07:20.860 --> 00:07:23.740]   So, Stephen, let me say first of all,
[00:07:23.740 --> 00:07:26.320]   that I don't believe in gambling.
[00:07:26.320 --> 00:07:28.580]   - Me neither anymore.
[00:07:28.580 --> 00:07:30.660]   (congregation laughing)
[00:07:30.660 --> 00:07:32.180]   - Dangerous. - I've learned my lesson.
[00:07:32.180 --> 00:07:33.180]   - Don't do it.
[00:07:33.180 --> 00:07:34.300]   - But I will teach lessons.
[00:07:34.300 --> 00:07:36.300]   - But I'm not gonna gamble real money today.
[00:07:36.300 --> 00:07:39.700]   We're just gonna use these tokens that say $5,000 instead.
[00:07:39.700 --> 00:07:42.380]   So today, this is the analogy we're gonna use.
[00:07:42.380 --> 00:07:44.740]   And I wanna teach you about the game of roulette.
[00:07:44.740 --> 00:07:46.260]   And then we're gonna look at David's life
[00:07:46.260 --> 00:07:47.100]   and the game of roulette.
[00:07:47.100 --> 00:07:49.500]   We're gonna come up with some facts and some truths
[00:07:49.500 --> 00:07:50.940]   that we're gonna apply to our lives.
[00:07:50.940 --> 00:07:52.440]   How many of you know the game of roulette?
[00:07:52.440 --> 00:07:53.940]   Actually, don't raise your hand.
[00:07:53.940 --> 00:07:55.340]   (congregation laughing)
[00:07:55.340 --> 00:07:56.660]   So we're gonna get judged.
[00:07:56.660 --> 00:07:57.500]   All right.
[00:07:57.500 --> 00:08:00.780]   So this game right here, in fact,
[00:08:00.780 --> 00:08:02.220]   I'm gonna ask my son to come up,
[00:08:02.220 --> 00:08:04.300]   who's one of the volunteers here this weekend.
[00:08:04.300 --> 00:08:07.940]   Connor Allen, just graduated Texas A&M.
[00:08:07.940 --> 00:08:09.500]   (congregation cheering)
[00:08:09.500 --> 00:08:12.700]   So he's gonna gamble, except without money.
[00:08:14.140 --> 00:08:15.300]   Oh yeah.
[00:08:15.300 --> 00:08:16.540]   So here's what I know,
[00:08:16.540 --> 00:08:21.540]   is that there is a reality to this game
[00:08:21.540 --> 00:08:25.060]   that I've learned on YouTube.
[00:08:25.060 --> 00:08:29.960]   And Stephen, I'm gonna teach them
[00:08:29.960 --> 00:08:31.100]   about roulette from YouTube.
[00:08:31.100 --> 00:08:31.940]   - Please, I would love to learn.
[00:08:31.940 --> 00:08:33.820]   - And I have a feeling you're about to interrupt me.
[00:08:33.820 --> 00:08:34.980]   I just am gonna.
[00:08:34.980 --> 00:08:36.820]   So let me teach you a few bets,
[00:08:36.820 --> 00:08:39.060]   because they're gonna apply.
[00:08:39.060 --> 00:08:42.140]   First bet, you can start making a bet.
[00:08:42.140 --> 00:08:43.860]   You go, good luck.
[00:08:44.860 --> 00:08:48.860]   The first bet I'm gonna teach you is the outside.
[00:08:48.860 --> 00:08:52.200]   (congregation laughing)
[00:08:52.200 --> 00:08:56.740]   - They are the easiest bets on this game.
[00:08:56.740 --> 00:08:57.580]   - Yes. - Go ahead.
[00:08:57.580 --> 00:08:59.420]   - They are the easiest bets and the most likely to win,
[00:08:59.420 --> 00:09:01.820]   because you're really picking between red and black.
[00:09:01.820 --> 00:09:03.580]   It lands on red, you get--
[00:09:03.580 --> 00:09:05.260]   - Red. - Double, double your money.
[00:09:05.260 --> 00:09:06.580]   - Even money.
[00:09:06.580 --> 00:09:07.980]   - Okay, oh, he's going, okay.
[00:09:07.980 --> 00:09:08.820]   - One to one.
[00:09:08.820 --> 00:09:12.520]   - And then you land on black, you get the same thing.
[00:09:12.520 --> 00:09:15.900]   So this is a 50% chance I'm gonna win.
[00:09:15.900 --> 00:09:17.100]   - Correct.
[00:09:17.100 --> 00:09:19.420]   - Then you go into the table a little bit more,
[00:09:19.420 --> 00:09:21.000]   and then there's some more complicated bets
[00:09:21.000 --> 00:09:23.160]   that I want you to learn.
[00:09:23.160 --> 00:09:27.100]   So the first thing is, I know about the corner bet.
[00:09:27.100 --> 00:09:28.900]   What's the other one called, the split?
[00:09:28.900 --> 00:09:32.220]   - There's a split bet, 17 to one.
[00:09:32.220 --> 00:09:33.980]   - Okay, tell us about that.
[00:09:33.980 --> 00:09:35.980]   - Okay, so seven or the eight hits.
[00:09:35.980 --> 00:09:37.020]   You know, when you spin the wheel,
[00:09:37.020 --> 00:09:40.380]   the seven or eight hits, you get 17,
[00:09:40.380 --> 00:09:41.820]   depending on how much dollars you have left.
[00:09:41.820 --> 00:09:45.320]   If it's a dollar, it's 17, two dollars is 34, and so on.
[00:09:45.320 --> 00:09:47.800]   And of course, that's 17 for a split.
[00:09:47.800 --> 00:09:51.100]   Corners are the four numbers.
[00:09:51.100 --> 00:09:54.660]   Any one of those four pays eight to one.
[00:09:54.660 --> 00:09:55.640]   - Eight to one.
[00:09:55.640 --> 00:09:56.860]   Okay, I want you to take this in.
[00:09:56.860 --> 00:09:59.880]   Eight to one, four squares, okay?
[00:09:59.880 --> 00:10:01.840]   What are you gonna do?
[00:10:01.840 --> 00:10:04.180]   - I just want you to tell people the real reason
[00:10:04.180 --> 00:10:05.680]   that you know all this about roulette.
[00:10:05.680 --> 00:10:08.940]   (audience laughing)
[00:10:08.940 --> 00:10:10.240]   - I've gambled one time.
[00:10:10.240 --> 00:10:11.620]   I'm about to tell my son this.
[00:10:11.620 --> 00:10:13.520]   I gambled one time, and I was really good at it,
[00:10:13.520 --> 00:10:14.960]   but it was just the slots.
[00:10:14.960 --> 00:10:18.220]   I turned $20 to $200, and then I lost it all,
[00:10:18.220 --> 00:10:19.560]   and my husband took me out and said,
[00:10:19.560 --> 00:10:21.620]   "You can never gamble again," because I loved it so much.
[00:10:21.620 --> 00:10:24.860]   I turned around, and I looked at him, and I said,
[00:10:24.860 --> 00:10:27.460]   "Why do we not do this all the time when I'm not gonna do it?"
[00:10:27.460 --> 00:10:29.140]   (audience laughing)
[00:10:29.140 --> 00:10:30.260]   And he turned white.
[00:10:30.260 --> 00:10:31.340]   That's the only time I've gambled.
[00:10:31.340 --> 00:10:33.100]   So I don't know roulette, except for,
[00:10:33.100 --> 00:10:35.000]   actually, the YouTube channel that taught me this
[00:10:35.000 --> 00:10:36.780]   was called Totally Depraved.
[00:10:36.780 --> 00:10:39.480]   Didn't make that up.
[00:10:39.480 --> 00:10:40.320]   All right.
[00:10:40.320 --> 00:10:41.140]   - Not a shout out.
[00:10:41.140 --> 00:10:41.980]   - All right, let's do it.
[00:10:41.980 --> 00:10:42.820]   Are we ready?
[00:10:42.820 --> 00:10:43.640]   Let's do it. - Absolutely.
[00:10:43.640 --> 00:10:44.480]   - Let's go.
[00:10:44.480 --> 00:10:45.520]   So if it hits on any of the numbers
[00:10:45.520 --> 00:10:48.320]   that my son has placed a bet on,
[00:10:48.320 --> 00:10:51.120]   he wins money, but loses money, too?
[00:10:51.120 --> 00:10:52.120]   - Absolutely.
[00:10:52.120 --> 00:10:55.200]   Only one number's gonna hit out of 38 numbers,
[00:10:55.200 --> 00:10:58.560]   36 plus the two zeros, or the zero and double zero,
[00:10:58.560 --> 00:10:59.860]   we land on a three.
[00:10:59.860 --> 00:11:02.560]   - But you, but he had red.
[00:11:02.560 --> 00:11:05.040]   - Hey, thank goodness we have a couple of thousand on that,
[00:11:05.040 --> 00:11:06.900]   because everything else lost.
[00:11:06.900 --> 00:11:07.740]   - Okay.
[00:11:07.740 --> 00:11:08.840]   - So we would just swipe everything away,
[00:11:08.840 --> 00:11:10.880]   and we would pay what one?
[00:11:10.880 --> 00:11:12.220]   Which she won. - Just a little bit.
[00:11:12.220 --> 00:11:13.920]   - $4,000. - Yes.
[00:11:13.920 --> 00:11:16.080]   - If you wanna take that kind of risk.
[00:11:16.080 --> 00:11:17.380]   And there you go. - Very good.
[00:11:17.380 --> 00:11:18.920]   Very good. - And then we do it again.
[00:11:18.920 --> 00:11:19.920]   - All right.
[00:11:19.920 --> 00:11:20.760]   All right, thank you, Stephen.
[00:11:20.760 --> 00:11:21.600]   - You take your win,
[00:11:21.600 --> 00:11:22.800]   split it around however you wanna do it,
[00:11:22.800 --> 00:11:23.900]   if you wanna try it again,
[00:11:23.900 --> 00:11:26.360]   or you can go cash it in at the cashier's cage.
[00:11:26.360 --> 00:11:28.160]   - So you did all right.
[00:11:28.160 --> 00:11:29.000]   Good job.
[00:11:29.000 --> 00:11:31.000]   All right, y'all thank Stephen and my son, Connor.
[00:11:31.000 --> 00:11:31.840]   - Absolutely.
[00:11:31.840 --> 00:11:35.340]   (congregation applauding)
[00:11:35.340 --> 00:11:37.980]   - Let me tell you why I am starting
[00:11:37.980 --> 00:11:39.640]   with these two things today.
[00:11:40.500 --> 00:11:43.180]   I've been off for three months.
[00:11:43.180 --> 00:11:46.880]   I have been on a sabbatical.
[00:11:46.880 --> 00:11:51.880]   And in that time, I enjoyed myself.
[00:11:51.880 --> 00:11:53.720]   I actually had a lot of fun.
[00:11:53.720 --> 00:11:56.320]   I have a really, really great family.
[00:11:56.320 --> 00:11:59.020]   I like them.
[00:11:59.020 --> 00:12:00.160]   I really like them.
[00:12:00.160 --> 00:12:02.420]   Like it's not pretend, I think they're really fun.
[00:12:02.420 --> 00:12:07.160]   And I'm really content living the life
[00:12:07.160 --> 00:12:08.700]   I've lived the last three months.
[00:12:08.700 --> 00:12:11.400]   In fact, I'm probably in a lot of ways more content.
[00:12:11.400 --> 00:12:15.000]   But I'm supposed to come back.
[00:12:15.000 --> 00:12:17.540]   And the reason I'm supposed to come back at least today,
[00:12:17.540 --> 00:12:20.280]   who knows, tomorrow might be a different story.
[00:12:20.280 --> 00:12:25.280]   But today, why I'm here and not at home
[00:12:25.280 --> 00:12:29.180]   is because I actually really believe in you.
[00:12:29.180 --> 00:12:36.360]   And I actually really believe what David shared last night,
[00:12:36.400 --> 00:12:41.400]   that the time is short and that we don't have long.
[00:12:41.400 --> 00:12:45.340]   And when I picture your lives,
[00:12:45.340 --> 00:12:50.340]   and I picture over 3,000 of you going into your places
[00:12:50.340 --> 00:12:55.380]   and obeying God, something rises up in me
[00:12:55.380 --> 00:12:59.520]   that says, I don't want to choose comfort.
[00:12:59.520 --> 00:13:01.560]   I want to choose obedience.
[00:13:05.620 --> 00:13:08.260]   And so what we're gonna talk about tonight is risk.
[00:13:08.260 --> 00:13:11.360]   Because in my experience,
[00:13:11.360 --> 00:13:13.300]   following God has typically been risky.
[00:13:13.300 --> 00:13:16.600]   In fact, not very much time goes by
[00:13:16.600 --> 00:13:20.540]   that he's not calling me to risk in some way.
[00:13:20.540 --> 00:13:27.380]   And the reason that I picked this topic as I'm coming back
[00:13:27.380 --> 00:13:30.120]   is that I actually believe
[00:13:30.120 --> 00:13:32.480]   that good works were prepared in advance.
[00:13:32.480 --> 00:13:34.980]   Ephesians says that good works were prepared
[00:13:34.980 --> 00:13:36.320]   in advance for you to do.
[00:13:36.320 --> 00:13:41.420]   That there are things that God has written into your story,
[00:13:41.420 --> 00:13:44.860]   gifted you for, like David shared,
[00:13:44.860 --> 00:13:48.260]   and prepared you for to accomplish
[00:13:48.260 --> 00:13:50.060]   that will change the kingdom of God.
[00:13:50.060 --> 00:13:54.140]   Godly, obedient risk.
[00:13:54.140 --> 00:13:58.740]   But I'm gonna speak widely to your generation,
[00:13:58.740 --> 00:14:01.980]   meaning I'm gonna say people in their 20s, early 30s,
[00:14:02.980 --> 00:14:05.080]   I think you're playing very small.
[00:14:05.080 --> 00:14:11.060]   I think you're playing very small.
[00:14:11.060 --> 00:14:13.520]   And that would be okay if there wasn't much on the line,
[00:14:13.520 --> 00:14:17.020]   but guys, we don't know that there isn't a lot on the line.
[00:14:17.020 --> 00:14:18.720]   In fact, just biblically speaking,
[00:14:18.720 --> 00:14:21.200]   even if Jesus doesn't return for generations,
[00:14:21.200 --> 00:14:23.740]   there's always a lot on the line, right?
[00:14:23.740 --> 00:14:26.640]   And so what I wanna start with tonight
[00:14:26.640 --> 00:14:28.340]   before we get into this,
[00:14:28.340 --> 00:14:31.200]   I want you to envision something
[00:14:31.200 --> 00:14:32.940]   that you have felt God prompt you to do,
[00:14:32.940 --> 00:14:36.280]   that you have imagined that should be done on the earth,
[00:14:36.280 --> 00:14:39.580]   something that feels kind of audacious,
[00:14:39.580 --> 00:14:42.180]   that, or maybe it's just scary.
[00:14:42.180 --> 00:14:45.480]   In fact, let me define risk for you,
[00:14:45.480 --> 00:14:47.660]   'cause this helped me a lot.
[00:14:47.660 --> 00:14:50.860]   This is just out of the dictionary right here, ready?
[00:14:50.860 --> 00:14:55.160]   An action exposing you to danger, harm, or loss.
[00:14:56.160 --> 00:15:01.160]   An action exposing you to danger, harm, or loss.
[00:15:01.160 --> 00:15:09.160]   So what is God calling you to do?
[00:15:09.160 --> 00:15:13.840]   Or maybe it's as simple right now, today,
[00:15:13.840 --> 00:15:16.000]   as just what do you think should be done?
[00:15:16.000 --> 00:15:20.720]   And I want you to come up with something in your mind,
[00:15:20.720 --> 00:15:23.340]   because this is a part of teaching
[00:15:23.340 --> 00:15:27.520]   where a right typical response in my preparation
[00:15:27.520 --> 00:15:30.060]   would be to name a lot of different options for you,
[00:15:30.060 --> 00:15:32.220]   to say, "Hey, I could picture it being this,"
[00:15:32.220 --> 00:15:34.120]   or, "I could picture it being this."
[00:15:34.120 --> 00:15:37.960]   But I really felt hesitant to do that,
[00:15:37.960 --> 00:15:40.900]   because I actually think God is way more creative than me.
[00:15:40.900 --> 00:15:45.300]   And I believe that he will bring something into your mind
[00:15:45.300 --> 00:15:50.300]   that I would never have thought of or imagined,
[00:15:50.300 --> 00:15:52.480]   because that's how he works.
[00:15:52.480 --> 00:15:53.680]   That's how he works.
[00:15:53.680 --> 00:15:57.320]   And so this is what I wanna do first.
[00:15:57.320 --> 00:16:01.120]   I want you just to say that out loud.
[00:16:01.120 --> 00:16:03.120]   Maybe it's not something you're going to do,
[00:16:03.120 --> 00:16:05.160]   but it's something you think should be done.
[00:16:05.160 --> 00:16:06.260]   Can we start there?
[00:16:06.260 --> 00:16:08.760]   Something in your generation.
[00:16:08.760 --> 00:16:10.860]   Now, I'm gonna add one more little part to it.
[00:16:10.860 --> 00:16:14.780]   I want you to imagine that Jesus is coming back in 10 years.
[00:16:14.780 --> 00:16:18.600]   What would you do?
[00:16:21.080 --> 00:16:24.820]   What would you do if you knew 10 years from today,
[00:16:24.820 --> 00:16:26.880]   Jesus was coming back?
[00:16:26.880 --> 00:16:32.020]   What would need to be done and what risk would you take?
[00:16:32.020 --> 00:16:35.920]   And I want you to tell your neighbor, go.
[00:16:35.920 --> 00:16:38.580]   (water rushing)
[00:16:39.580 --> 00:16:42.240]   (water rushing)
[00:16:42.240 --> 00:16:44.900]   (water rushing)
[00:16:44.900 --> 00:16:47.560]   (water rushing)
[00:16:47.560 --> 00:16:50.220]   (water rushing)
[00:16:50.220 --> 00:16:52.880]   (water rushing)
[00:16:52.880 --> 00:16:58.180]   (water rushing)
[00:16:58.180 --> 00:17:16.880]   (water rushing)
[00:17:16.880 --> 00:17:19.540]   (water rushing)
[00:17:19.540 --> 00:17:25.780]   Okay, yell some things out.
[00:17:25.780 --> 00:17:31.180]   (congregation shouting)
[00:17:31.180 --> 00:17:40.960]   Foster children.
[00:17:40.960 --> 00:17:45.160]   Sex trafficking.
[00:17:45.380 --> 00:17:46.920]   (congregation shouting)
[00:17:46.920 --> 00:17:47.960]   Become a pastor.
[00:17:47.960 --> 00:17:50.180]   Okay.
[00:17:50.180 --> 00:18:00.460]   I love it.
[00:18:00.460 --> 00:18:10.500]   (congregation applauding)
[00:18:11.360 --> 00:18:13.600]   (laughing)
[00:18:13.600 --> 00:18:19.660]   Yeah, I'm feeling like this is going downhill fast.
[00:18:19.660 --> 00:18:21.000]   (congregation laughing)
[00:18:21.000 --> 00:18:21.840]   Okay.
[00:18:21.840 --> 00:18:28.100]   I believe there are good works that God prepared you to do
[00:18:28.100 --> 00:18:29.900]   and I believe that we can miss them.
[00:18:29.900 --> 00:18:34.140]   I believe it is possible to waste your life.
[00:18:34.140 --> 00:18:39.480]   I believe that we play small because we forget that.
[00:18:40.460 --> 00:18:42.460]   So the corner bet.
[00:18:42.460 --> 00:18:43.860]   I like the corner bet.
[00:18:43.860 --> 00:18:45.460]   It's kind of in the middle.
[00:18:45.460 --> 00:18:47.620]   One to eight odds.
[00:18:47.620 --> 00:18:51.080]   You are unlikely to get this.
[00:18:51.080 --> 00:18:53.420]   In fact, Stephen was telling me out there, he goes,
[00:18:53.420 --> 00:18:55.920]   this is the worst game in the whole casino.
[00:18:55.920 --> 00:18:57.420]   Never play roulette.
[00:18:57.420 --> 00:18:59.380]   The odds are never in your favor.
[00:18:59.380 --> 00:19:01.020]   Look how many numbers there are.
