
[00:00:00.000 --> 00:00:02.000]   What is joy, buddy?
[00:02:43.000 --> 00:02:47.000]   Not because of the vibrant culinary scene that is true of St. Martin.
[00:02:47.000 --> 00:02:52.000]   Or the diverse cultural backdrop that marks this landscape.
[00:02:52.000 --> 00:02:56.000]   Not the fact that this is a dream destination for deep sea divers.
[00:02:56.000 --> 00:03:00.000]   No, none of those reasons were the object of his desire for this island.
[00:03:00.000 --> 00:03:09.000]   Instead, the reason he was so excited for St. Martin was because of a beach known as Mahal Beach.
[00:03:09.000 --> 00:03:12.000]   Now you may not recognize the name Mahal Beach.
[00:03:12.000 --> 00:03:15.000]   But you will recognize the pictures.
[00:03:15.000 --> 00:03:22.000]   Because Mahal Beach is both on every aviation aficionado and TikTok influencers bucket list.
[00:03:22.000 --> 00:03:24.000]   The photos are amazing.
[00:03:24.000 --> 00:03:26.000]   If ever you're in the area, you should check it out.
[00:03:26.000 --> 00:03:28.000]   It is known as Airport Beach.
[00:03:28.000 --> 00:03:33.000]   Mahal is one of the only places in the world where you can get your tan on.
[00:03:33.000 --> 00:03:35.000]   You can sip a pina colada.
[00:03:35.000 --> 00:03:40.000]   And you can put your hand on the belly of a Boeing 747 as it lands right behind you.
[00:03:40.000 --> 00:03:43.000]   It is truly one of a kind.
[00:03:43.000 --> 00:03:46.000]   There is nothing else like it in the world, at least that I know of.
[00:03:46.000 --> 00:03:50.000]   Now, the day arrived and the beach was exactly as we expected.
[00:03:50.000 --> 00:03:51.000]   It was packed.
[00:03:51.000 --> 00:03:54.000]   It was loaded with guests all trying to do the exact same thing that we were.
[00:03:54.000 --> 00:04:00.000]   They were trying to snap a selfie while getting swept in the jet stream of whatever Airbus was careening overhead.
[00:04:00.000 --> 00:04:05.000]   It was hilarious to watch people try and get in a position where they could take a good picture.
[00:04:05.000 --> 00:04:08.000]   They were losing their ever-loving minds.
[00:04:08.000 --> 00:04:10.000]   The adults, most of all.
[00:04:10.000 --> 00:04:18.000]   It was hilarious to watch people in the water, like, falling out of their floaties and trying to make it to the beach.
[00:04:18.000 --> 00:04:21.000]   Because they could see a plane on the horizon.
[00:04:21.000 --> 00:04:29.000]   Or grown men pulling up different flight information and tracking whatever the big international flights were that were coming in that area.
[00:04:29.000 --> 00:04:36.000]   Or as these planes were flying overhead, whole adults just like raising their fists and cheering at the fact that this plane was so close.
[00:04:36.000 --> 00:04:38.000]   It's right here. Here we go. Let's go.
[00:04:38.000 --> 00:04:41.000]   Like, that was everyone's reaction as this was happening.
[00:04:41.000 --> 00:04:44.000]   It was the most ridiculous experience.
[00:04:44.000 --> 00:04:48.000]   Grown men transporting back in time to their 10-year-old selves.
[00:04:48.000 --> 00:04:52.000]   Because they found a reason to rejoice as they saw these planes coming in.
[00:04:52.000 --> 00:04:55.000]   But you know what stood out to me most?
[00:04:55.000 --> 00:05:05.000]   If you went just 50 yards down the beach, either to the left or to the right, you would encounter a vibe that was very different altogether.
[00:05:05.000 --> 00:05:11.000]   Because while in the center of the beach as these planes are flying overhead, everyone is celebrating and they're losing their minds.
[00:05:11.000 --> 00:05:14.000]   And oh my gosh, like, that was huge. You see how close it got to us?
[00:05:14.000 --> 00:05:16.000]   I almost touched it. No, you didn't. But I almost touched it.
[00:05:16.000 --> 00:05:19.000]   Like, everyone is having the most amazing experience.
[00:05:19.000 --> 00:05:22.000]   But 50 yards left or right of it, the vibe is totally different.
[00:05:22.000 --> 00:05:29.000]   Because while we're all celebrating in this spot, these people are just casually reading through their book.
[00:05:29.000 --> 00:05:33.000]   Trying to get their tan on, lathering on some sunscreen.
[00:05:33.000 --> 00:05:37.000]   Not to be bothered at all. They just want to be left alone.
[00:05:37.000 --> 00:05:39.000]   It was the oddest experience to see these people.
[00:05:39.000 --> 00:05:48.000]   Like, they were clueless to the fact that one of mankind's greatest modern achievements, air travel, was literally happening right over us.
[00:05:48.000 --> 00:05:52.000]   And they had the best seats in town for it.
[00:05:52.000 --> 00:05:55.000]   But they just rather would not be bothered.
[00:05:55.000 --> 00:06:00.000]   They wanted to finish their drink, conclude their nap, or finish the chapter.
[00:06:00.000 --> 00:06:01.000]   Why do I tell you that?
[00:06:01.000 --> 00:06:10.000]   Because in this world, God is regularly sending proverbial 747s over your life, nonstop and at all times.
[00:06:10.000 --> 00:06:14.000]   There is great reason to rejoice in this life.
[00:06:14.000 --> 00:06:20.000]   And yet too often, we look like those that are sitting 50 yards to the left or 50 yards to the right.
[00:06:20.000 --> 00:06:24.000]   Because we are too distracted, too busy, or too clueless to realize that this is the case.
[00:06:24.000 --> 00:06:30.000]   Like, the jet stream of God's gigantic joy is washing people in its wake.
[00:06:30.000 --> 00:06:35.000]   It is stirring people into celebration.
[00:06:35.000 --> 00:06:40.000]   And yet we're just sitting to the side, not paying attention.
[00:06:40.000 --> 00:06:42.000]   Disinterested, possibly.
[00:06:42.000 --> 00:06:44.000]   We've seen this before already.
[00:06:44.000 --> 00:06:46.000]   We've been there, done that.
[00:06:46.000 --> 00:06:54.000]   And now we're just hoping for something a little bit more sensational or exciting that might capture my attention or entertain me more than this thing has.
[00:06:54.000 --> 00:06:58.000]   You see, put differently, many in our generation are unhappy.
[00:06:58.000 --> 00:07:00.000]   And you don't have to look very far to realize that this is true.
[00:07:00.000 --> 00:07:02.000]   Like, you don't have to look outside of these walls.
[00:07:02.000 --> 00:07:09.000]   In fact, you can look inside of yourself and you can see that there's probably a good chance you feel somewhat unhappy in life.
[00:07:09.000 --> 00:07:16.000]   Because as I've visited with young adults, many of you included, what I've found is we prescribe to a lifestyle of joylessness.
[00:07:16.000 --> 00:07:18.000]   The likes of which none of us want to be true.
[00:07:18.000 --> 00:07:24.000]   If you look at the way we live, we're all aspiring to find deep sensation and satisfaction in life.
[00:07:24.000 --> 00:07:29.000]   And yet, you know that some of you here, you feel like you don't belong amongst these people.
[00:07:29.000 --> 00:07:31.000]   Like, you're falling behind your peers.
[00:07:31.000 --> 00:07:32.000]   You're stuck in your job.
[00:07:32.000 --> 00:07:33.000]   You want for a different career.
[00:07:33.000 --> 00:07:36.000]   You're romantically undesirable.
[00:07:36.000 --> 00:07:38.000]   You'll never amount to the dreams that you have.
[00:07:38.000 --> 00:07:39.000]   You're not able to break that addiction.
[00:07:39.000 --> 00:07:40.000]   You're overworked.
[00:07:40.000 --> 00:07:42.000]   You're underappreciated.
[00:07:42.000 --> 00:07:46.000]   And you're unhappy because of it.
[00:07:46.000 --> 00:07:48.000]   And this isn't just an us problem.
[00:07:48.000 --> 00:07:54.000]   Like, just this year, a different study than the one I referenced last week, but similar in essence,
[00:07:54.000 --> 00:08:07.000]   academic researchers Gene Twenge and David Blanchflower reported that young adults tallied the lowest life satisfaction and happiness scores among all adult age groups across six different countries.
[00:08:07.000 --> 00:08:13.000]   Creating what they're calling a crisis in well-being among the young.
[00:08:13.000 --> 00:08:19.000]   Blanchflower himself, he says that this may well be the next great global crisis.
[00:08:19.000 --> 00:08:23.000]   As they report, the rise in unhappiness does not actually originate from COVID.
[00:08:23.000 --> 00:08:29.000]   Like many people believe, we love to prescribe all of our problems to what happened in 2020.
[00:08:29.000 --> 00:08:32.000]   No, this issue actually predates the global pandemic.
[00:08:32.000 --> 00:08:35.000]   It goes all the way back to 2013.
[00:08:35.000 --> 00:08:39.000]   You may be asking yourself, what happened in 2013?
[00:08:39.000 --> 00:08:42.000]   The rise of smartphones and social media.
[00:08:42.000 --> 00:08:51.000]   Now, to be clear, we can't assign all of our unhappiness in life or your dissatisfaction personally with technology or the rise of the digital age.
[00:08:51.000 --> 00:08:54.000]   That would be unfair, and that's not what tonight's talk is about.
[00:08:54.000 --> 00:09:05.000]   But what I find interesting is that the rise in unhappiness originated the minute we started seeking joy through the experience of others rather than finding joy in our own experience.
[00:09:05.000 --> 00:09:15.000]   We have watched other people experience incredible happiness, and we have forgotten how to experience such happiness ourselves.
[00:09:15.000 --> 00:09:20.000]   We've lost the art of enjoyment, the title of tonight's talk.
[00:09:20.000 --> 00:09:44.000]   If that's you, then consider me, your fellow beachgoer, waving you back in from the left and the right flanks under the demonstration of God's joy and goodness and greatness and majesty and all cause worthy of rejoicing in, because God wants you to be delightful.
[00:09:44.000 --> 00:09:48.000]   We're in our second week in a brand new series all about joy.
[00:09:48.000 --> 00:09:51.000]   If you haven't seen the artwork behind me, that's where we've been.
[00:09:51.000 --> 00:09:53.000]   It's second week. We've got a few more weeks ahead.
[00:09:53.000 --> 00:10:01.000]   And what we talked about last week is that if you want to find joy, you have to first know what joy is.
[00:10:01.000 --> 00:10:05.000]   Guys, have you ever been sent into Ulta to find something for your girl?
[00:10:05.000 --> 00:10:08.000]   Chances are you struggled a little bit when you were in that space.
[00:10:08.000 --> 00:10:18.000]   I know that I have struggled in Ulta looking for whatever it is Brooke needs, because I have no idea what she's sending me in there for or what it is I'm looking for.
[00:10:18.000 --> 00:10:22.000]   And because I don't know what it is, I do not know where to find it.
[00:10:22.000 --> 00:10:28.000]   If you do not know what joy is, then you will not know where to find joy in this life, which is what's funny.
[00:10:28.000 --> 00:10:32.000]   We think we know what it is, but all of us are actually mistaken on the fact.
[00:10:32.000 --> 00:10:39.000]   So many think we know, and so we're out there doing all manner of different things, coping and strategizing, sensationalizing,
[00:10:39.000 --> 00:10:44.000]   because we're trying to fill that empty void, the happiness gap in our life.
[00:10:44.000 --> 00:10:51.000]   And yet we don't actually know what to look for to sustainably satisfy us for all time.
[00:10:51.000 --> 00:10:54.000]   So what is joy? Well, we defined it like this last week.
[00:10:54.000 --> 00:11:03.000]   Joy is a lasting emotion that is not achieved in life, but received from God, who felt it first and feels it most.
[00:11:03.000 --> 00:11:12.000]   And as I've thought back on that definition, a reflection of last week's talk, a sermon, a sentence, if you will, I think it's so true.
[00:11:12.000 --> 00:11:19.000]   Joy is a lasting emotion that is not achieved in life, but it's received from God, like a gift, who felt it first and feels it most.
[00:11:19.000 --> 00:11:27.000]   Meaning that any true and lasting joy we experience has God as its essence.
[00:11:27.000 --> 00:11:33.000]   I'll prove it to you like this. A little crowd participation, and we're going to do better than last week. I need you to speak up.
[00:11:33.000 --> 00:11:37.000]   When have you felt happiest in life?
[00:11:37.000 --> 00:11:39.000]   When I won a game.
[00:11:39.000 --> 00:11:42.000]   When you won a game. Okay.
[00:11:42.000 --> 00:11:44.000]   Say again.
[00:11:44.000 --> 00:11:45.000]   No bills.
[00:11:45.000 --> 00:11:47.000]   No bills. All right.
[00:11:47.000 --> 00:11:49.000]   When have you felt happiest in life?
[00:11:49.000 --> 00:11:51.000]   Think about it. Take a moment to yourself. Think about it.
[00:11:51.000 --> 00:11:55.000]   When have you genuinely felt happiest in life?
[00:11:55.000 --> 00:11:59.000]   The holidays. I heard someone say holidays.
[00:11:59.000 --> 00:12:01.000]   Holding my newborn niece.
[00:12:01.000 --> 00:12:05.000]   The gift of new life. What else?
[00:12:05.000 --> 00:12:09.000]   Dancing. Yeah. Dancing. Yeah.
[00:12:09.000 --> 00:12:14.000]   The expression of joy itself.
[00:12:14.000 --> 00:12:19.000]   Having a child. Being out in creation.
[00:12:19.000 --> 00:12:21.000]   All right. You're good.
[00:12:21.000 --> 00:12:25.000]   We'll try again next week.
[00:12:25.000 --> 00:12:30.000]   You see, here's the thing.
[00:12:30.000 --> 00:12:39.000]   If you're serious about it, if you actually look through the halls of your history and you consider when you were happiest in life,
[00:12:39.000 --> 00:12:47.000]   what you'll arrive at is likely not something material, but something meaningful instead.
[00:12:47.000 --> 00:12:57.000]   And all meaning has that intrinsic quality of significance because it is by Jesus and for Jesus,
[00:12:57.000 --> 00:13:01.000]   exactly like the Apostle Paul said in the book of Colossians.
[00:13:01.000 --> 00:13:12.000]   You see, we remember those happiest moments because they're rooted in something that matters.
[00:13:12.000 --> 00:13:19.000]   And the good news for us tonight is many of those things, as you honestly assess and you consider what that is,
[00:13:19.000 --> 00:13:21.000]   it's not just lying in wait behind you.
[00:13:21.000 --> 00:13:23.000]   It may in fact still be out ahead of you.
[00:13:23.000 --> 00:13:26.000]   Like it's not something that you experienced once and only once.
[00:13:26.000 --> 00:13:29.000]   It may be something that you can experience at some point in the future.
[00:13:29.000 --> 00:13:33.000]   It's a joy that you can find again.
[00:13:33.000 --> 00:13:35.000]   The question then is how do you find it?
[00:13:35.000 --> 00:13:36.000]   Well, that's the goal of tonight.
[00:13:36.000 --> 00:13:39.000]   The goal is how do we find joy?
[00:13:39.000 --> 00:13:40.000]   That's what I want to help you with.
[00:13:40.000 --> 00:13:41.000]   We talked about what it is.
[00:13:41.000 --> 00:13:44.000]   I want to help you understand how you actually find it.
[00:13:44.000 --> 00:13:45.000]   That's tonight.
[00:13:45.000 --> 00:13:47.000]   And in the next couple of weeks, we'll do a little bit more work on that.
[00:13:47.000 --> 00:13:52.000]   Now, similar to last week, we're going to be all over the place scripturally,
[00:13:52.000 --> 00:13:54.000]   but we're going to home base in the book of Philippians.
[00:13:54.000 --> 00:13:57.000]   So if you have a Bible, you can turn with me to the book of Philippians.
[00:13:57.000 --> 00:13:58.000]   Why Philippians?
[00:13:58.000 --> 00:14:02.000]   Philippians, according to church tradition, is known as the epistle of joy.
[00:14:02.000 --> 00:14:04.000]   Epistle is another word for letter.
[00:14:04.000 --> 00:14:06.000]   It's a letter from Paul.
[00:14:06.000 --> 00:14:10.000]   And all throughout its pages, you see the words joy and gladness
[00:14:10.000 --> 00:14:15.000]   and rejoicing more so in the concentrated span of its few chapters
[00:14:15.000 --> 00:14:17.000]   than anywhere else in the Bible.
[00:14:17.000 --> 00:14:22.000]   It is characteristically thematically defined by joy.
[00:14:22.000 --> 00:14:27.000]   And yet what's interesting is Paul is in the most joyless of circumstances.
[00:14:27.000 --> 00:14:31.000]   You see, he is imprisoned in Rome at the time that he is writing to the church
[00:14:31.000 --> 00:14:32.000]   at Philippi.
[00:14:32.000 --> 00:14:36.000]   And so it makes him a really good authority on the topic of joy
[00:14:36.000 --> 00:14:40.000]   because Paul knows that joy does not depend on one state of being,
[00:14:40.000 --> 00:14:42.000]   but on one state of belief.
[00:14:42.000 --> 00:14:45.000]   As John Mark Homer said it, it depends less,
[00:14:45.000 --> 00:14:48.000]   joy depends less on the emotions of the heart
[00:14:48.000 --> 00:14:51.000]   and more on the condition of the heart.
[00:14:51.000 --> 00:14:54.000]   A condition that Paul is really well acquainted with
[00:14:54.000 --> 00:14:58.000]   and a condition that he wants us to embody ourselves.
[00:14:58.000 --> 00:15:02.000]   And a condition that we're going to see is defined by three things in specific.
[00:15:02.000 --> 00:15:03.000]   So here we go.
[00:15:03.000 --> 00:15:06.000]   Philippians chapter one.
[00:15:06.000 --> 00:15:08.000]   It says this.
[00:15:08.000 --> 00:15:10.000]   We'll pick it up in verse three.
[00:15:10.000 --> 00:15:13.000]   I thank God in all my remembrance of you,
[00:15:13.000 --> 00:15:16.000]   always in every prayer of mine,
[00:15:16.000 --> 00:15:19.000]   for you all making my prayer with joy.
[00:15:19.000 --> 00:15:21.000]   Now that's a really big statement.
[00:15:21.000 --> 00:15:25.000]   In every prayer of Paul's, he's making prayers with joy.
[00:15:25.000 --> 00:15:28.000]   So it begs the question, what's the prayer, Paul?
[00:15:28.000 --> 00:15:31.000]   Like if every prayer you're praying is leading you to be joyful,
[00:15:31.000 --> 00:15:34.000]   then what is it that is actually,
[00:15:34.000 --> 00:15:38.000]   what's actually stirring up your joy for these believers?
[00:15:38.000 --> 00:15:39.000]   Well, verse nine tells us,
[00:15:39.000 --> 00:15:43.000]   and it is my prayer that your love may abound more and more
[00:15:43.000 --> 00:15:45.000]   with knowledge and all discernment,
[00:15:45.000 --> 00:15:47.000]   so that you may approve what is excellent.
[00:15:47.000 --> 00:15:50.000]   And this is the ultimate outcome of prayer.
[00:15:50.000 --> 00:15:54.000]   So be pure and blameless for the day of Christ,
[00:15:54.000 --> 00:15:55.000]   filled with the fruit of righteousness
[00:15:55.000 --> 00:15:58.000]   that comes through Jesus Christ to the glory and praise of God.
[00:15:58.000 --> 00:16:00.000]   So what's Paul saying right here?
[00:16:00.000 --> 00:16:02.000]   Well, he's saying a lot, right?
[00:16:02.000 --> 00:16:05.000]   Paul is the master of saying as much as possible
[00:16:05.000 --> 00:16:07.000]   and as few words as possible.
[00:16:07.000 --> 00:16:10.000]   And yet if we could push through all the verbal flourishing
[00:16:10.000 --> 00:16:15.000]   and we could boil this thing down to its most rudimentary summary statement,
[00:16:15.000 --> 00:16:19.000]   what we know is that Paul is simply praying these believers,
[00:16:19.000 --> 00:16:23.000]   as well as you and I, would live with purity and innocence in the world.
[00:16:23.000 --> 00:16:25.000]   That's what he's asking God for.
[00:16:25.000 --> 00:16:27.000]   I don't know what you pray to God for
[00:16:27.000 --> 00:16:30.000]   whenever you're asking him to do something in your life.
[00:16:30.000 --> 00:16:33.000]   Paul is praying for your purity and your innocence.
[00:16:33.000 --> 00:16:35.000]   That's what he cares most about.
[00:16:35.000 --> 00:16:39.000]   He wants us to be a people that think and look and judge,
[00:16:39.000 --> 00:16:42.000]   not like the world, but like God himself.
[00:16:42.000 --> 00:16:44.000]   He actually even doubles down on the idea
[00:16:44.000 --> 00:16:46.000]   whenever you get to the end of his letter.
[00:16:46.000 --> 00:16:49.000]   You turn to Philippians chapter 4, and it says this in verses 8 and 9.
[00:16:49.000 --> 00:16:52.000]   He says, "Finally, brothers, whatever is true, whatever is honorable,
[00:16:52.000 --> 00:16:55.000]   whatever is just, whatever is pure, whatever is lovely,
[00:16:55.000 --> 00:16:57.000]   whatever is commendable, if there's any excellence,
[00:16:57.000 --> 00:17:01.000]   if there's anything worthy of praise, think about these things.
[00:17:01.000 --> 00:17:04.000]   What you've learned and received and heard and seen in me,
[00:17:04.000 --> 00:17:06.000]   me as the example, practice these things
[00:17:06.000 --> 00:17:08.000]   and the God of peace will be with you."
[00:17:08.000 --> 00:17:10.000]   Paul is looking at the Philippians and he's saying,
[00:17:10.000 --> 00:17:12.000]   "Hey, I want you to be like me.
[00:17:12.000 --> 00:17:14.000]   I want you to be like me in that I am full of joy."
[00:17:14.000 --> 00:17:17.000]   Like Paul is way better at joy than any of us,
[00:17:17.000 --> 00:17:19.000]   despite the fact that he's lived through things,
[00:17:19.000 --> 00:17:21.000]   the likes of which you and I will probably never know.
[00:17:21.000 --> 00:17:25.000]   The guy is riddled with a holy happiness
[00:17:25.000 --> 00:17:27.000]   that is from heaven on high.
[00:17:27.000 --> 00:17:30.000]   And he's looking at the Philippians and you and saying,
[00:17:30.000 --> 00:17:32.000]   "Hey, I want you to be like me.
[00:17:32.000 --> 00:17:36.000]   I want you to have this indomitable joy, this heavenly happiness."
[00:17:36.000 --> 00:17:41.000]   And the way he advises us to do it is by shifting our perspective.
[00:17:41.000 --> 00:17:48.000]   You see, joy sees through the eyes of innocence.
[00:17:48.000 --> 00:17:50.000]   That's the first point tonight.
[00:17:50.000 --> 00:17:55.000]   Joy sees through the eyes of innocence.
[00:17:55.000 --> 00:17:57.000]   Like Peter Pan was the one who famously said,
[00:17:57.000 --> 00:18:00.000]   "Just think happy thoughts and you'll fly."
[00:18:00.000 --> 00:18:03.000]   And the irony is, is that old Peter wasn't far off.
[00:18:03.000 --> 00:18:05.000]   Like to be abundantly clear,
[00:18:05.000 --> 00:18:09.000]   we're not talking about the idea of the power of positive thinking
[00:18:09.000 --> 00:18:11.000]   or the law of attraction,
[00:18:11.000 --> 00:18:14.000]   that if I think something as best for myself,
[00:18:14.000 --> 00:18:18.000]   then I will attract that something that is best for myself to me, myself.
[00:18:18.000 --> 00:18:19.000]   That's not what I'm talking about.
[00:18:19.000 --> 00:18:22.000]   I'm not talking about manifestation as we've modernly described it.
[00:18:22.000 --> 00:18:24.000]   That is actually incongruent with the Bible.
[00:18:24.000 --> 00:18:27.000]   It's actually refuted by the Bible.
[00:18:27.000 --> 00:18:30.000]   That is not a true concept in the slightest.
[00:18:30.000 --> 00:18:34.000]   And yet, what we know is that your thoughts do have power,
[00:18:34.000 --> 00:18:36.000]   not to change your circumstances,
[00:18:36.000 --> 00:18:42.000]   but to transcend your circumstances through a perspective of innocence.
[00:18:42.000 --> 00:18:46.000]   You see, we should see the world in such a way
[00:18:46.000 --> 00:18:50.000]   that relishes the goodness and the beauty
[00:18:50.000 --> 00:18:55.000]   and the truth of God that is on display.
[00:18:55.000 --> 00:19:02.000]   And yet, what we know is our world does not support that idea in the slightest.
[00:19:02.000 --> 00:19:04.000]   You don't have to look very far to figure it out.
[00:19:04.000 --> 00:19:07.000]   You turn on the TV, you watch the news, you read the critics,
[00:19:07.000 --> 00:19:08.000]   you look through the comments,
[00:19:08.000 --> 00:19:11.000]   and you'll realize our world does not delight in the things
[00:19:11.000 --> 00:19:13.000]   that Paul described in Philippians 4.
[00:19:13.000 --> 00:19:17.000]   Instead, what the world delights in is that which is untrue and dishonorable
[00:19:17.000 --> 00:19:21.000]   and unjust and impure and unlovely and disgraceful and disappointing
[00:19:21.000 --> 00:19:24.000]   and unpraiseworthy.
[00:19:24.000 --> 00:19:26.000]   Why does the world delight in these things?
[00:19:26.000 --> 00:19:29.000]   Because the world has bought into this crazy idea
[00:19:29.000 --> 00:19:34.000]   that you have to lose your innocence to become wise.
[00:19:34.000 --> 00:19:37.000]   And yet, what we know is that's the exact same lie
[00:19:37.000 --> 00:19:41.000]   the serpent was saying in the Garden of Eden in Genesis chapter 3.
[00:19:41.000 --> 00:19:44.000]   He looked on the two most innocent people in creation,
[00:19:44.000 --> 00:19:47.000]   and he simply told them,
[00:19:47.000 --> 00:19:51.000]   "Wait, doesn't that fruit look desirable to the eyes?
[00:19:51.000 --> 00:19:55.000]   And isn't it also useful to make you wise?"
[00:19:55.000 --> 00:19:58.000]   You see, this was the lie from the very beginning,
[00:19:58.000 --> 00:20:01.000]   and it's the lie that our world is perpetrating today.
[00:20:01.000 --> 00:20:04.000]   God knows that when you eat of it, your eyes will be open.
[00:20:04.000 --> 00:20:08.000]   And yet, what we've learned is that it did not replace their innocence with wisdom.
[00:20:08.000 --> 00:20:12.000]   All it did was replace their innocence with guilt.
[00:20:12.000 --> 00:20:14.000]   Some of us can relate to that.
[00:20:14.000 --> 00:20:16.000]   We've bought whatever the world is selling,
[00:20:16.000 --> 00:20:20.000]   and what we feel instead of wisdom and life and fullness
[00:20:20.000 --> 00:20:23.000]   is we feel guilty.
[00:20:23.000 --> 00:20:26.000]   We feel ashamed.
[00:20:26.000 --> 00:20:29.000]   Our heads hang low. We hope nobody's watching.
[00:20:29.000 --> 00:20:31.000]   We delete our browser history
[00:20:31.000 --> 00:20:35.000]   because we don't want to actually own up to the things that we've done
[00:20:35.000 --> 00:20:38.000]   in believing the world was telling us the truth.
[00:20:38.000 --> 00:20:43.000]   The world overpromises and underdelivers constantly.
[00:20:43.000 --> 00:20:46.000]   And so what we have to do is we have to stop listening to the world,
[00:20:46.000 --> 00:20:48.000]   and we have to start listening to God.
[00:20:48.000 --> 00:20:51.000]   And what Jesus is saying here by way of his spirit in the Apostle Paul
[00:20:51.000 --> 00:20:55.000]   is he's saying, "Hey, you have to teach yourself to see things differently."
[00:20:55.000 --> 00:20:57.000]   As Jesus would put it himself,
[00:20:57.000 --> 00:21:05.000]   we have to teach ourselves to see things the same way little children do,
[00:21:05.000 --> 00:21:07.000]   which is interesting.
[00:21:07.000 --> 00:21:11.000]   Have you ever wondered to yourself, "Why was Jesus so interested in little kids?"
[00:21:11.000 --> 00:21:14.000]   They were the most inconvenient and insignificant of their day.
[00:21:14.000 --> 00:21:20.000]   Why was he so welcoming and hospitable and inviting to these little kids?
[00:21:20.000 --> 00:21:23.000]   Because he knows something about them that we need to know ourselves.
[00:21:23.000 --> 00:21:25.000]   He talks about it in Matthew 18. He says this,
[00:21:25.000 --> 00:21:28.000]   "At that time, the disciples came to Jesus saying,
[00:21:28.000 --> 00:21:30.000]   'Hey, who is the greatest in the kingdom of heaven?'"
[00:21:30.000 --> 00:21:31.000]   And here's what he did.
[00:21:31.000 --> 00:21:34.000]   "Calling to him a child, he put him in the midst of them,
[00:21:34.000 --> 00:21:36.000]   and he said, 'Truly I say to you, unless you turn'"
[00:21:36.000 --> 00:21:41.000]   That word is actually often used for repentance.
