
[00:00:00.000 --> 00:00:02.760]   [dramatic music]
[00:01:38.720 --> 00:01:41.760]   He's like the most like Kramer from Seinfeld person
[00:01:41.760 --> 00:01:43.280]   I've ever met in my life.
[00:01:43.280 --> 00:01:45.880]   He's an artist for a living
[00:01:45.880 --> 00:01:48.120]   and makes most of his art with recyclables.
[00:01:48.120 --> 00:01:50.380]   So basically, my aunt is his sugar mama.
[00:01:50.380 --> 00:01:52.960]   And Uncle Randy was like,
[00:01:52.960 --> 00:01:55.760]   "I'm gonna track down and figure out who this person is."
[00:01:55.760 --> 00:01:57.860]   And he doesn't use ancestry.com.
[00:01:57.860 --> 00:02:00.240]   He's out there, man.
[00:02:00.240 --> 00:02:01.360]   So you go into his house
[00:02:01.360 --> 00:02:03.920]   and he's got like a spider web of pictures on the wall
[00:02:03.920 --> 00:02:06.040]   with different connections where he was gonna track down
[00:02:06.040 --> 00:02:07.960]   and figure out who dropped off
[00:02:07.960 --> 00:02:10.520]   and who were the actual biological parents of my grandfather.
[00:02:10.520 --> 00:02:12.280]   And he tracked people down and he,
[00:02:12.280 --> 00:02:13.320]   you can throw that up there.
[00:02:13.320 --> 00:02:15.000]   He tracked people down.
[00:02:15.000 --> 00:02:17.820]   He did interviews, he called people,
[00:02:17.820 --> 00:02:21.520]   he put eBay alerts for any postage stamp
[00:02:21.520 --> 00:02:23.160]   that was out there that used their zip code.
[00:02:23.160 --> 00:02:25.320]   I mean, Randy clearly had way too much time on his hand.
[00:02:25.320 --> 00:02:27.600]   But he eventually found it and he found a picture
[00:02:27.600 --> 00:02:31.680]   and he found out who our biological great-grandparents were.
[00:02:31.680 --> 00:02:34.000]   And this is Rex and Faye.
[00:02:34.000 --> 00:02:36.280]   And he tracked down that basically
[00:02:36.280 --> 00:02:41.000]   this was a high school pregnancy in small town Kansas
[00:02:41.000 --> 00:02:44.640]   in the early 19 teens, think like World War I.
[00:02:44.640 --> 00:02:46.460]   And what happened when someone would get pregnant
[00:02:46.460 --> 00:02:49.160]   at that time, either they would immediately get married
[00:02:49.160 --> 00:02:51.400]   or they would give the child up for adoption
[00:02:51.400 --> 00:02:53.020]   and basically kind of well-to-do family
[00:02:53.020 --> 00:02:57.100]   or like the local town mayor decided who was his father,
[00:02:57.100 --> 00:02:58.620]   or Rex's father, said,
[00:02:58.620 --> 00:03:01.520]   "We're gonna give this child up for adoption."
[00:03:01.520 --> 00:03:03.860]   And so my grandfather went through his entire life
[00:03:03.860 --> 00:03:06.400]   not knowing who he was related to
[00:03:06.400 --> 00:03:08.460]   because even still to this day,
[00:03:08.460 --> 00:03:10.820]   that side of the family, they ended up not getting married
[00:03:10.820 --> 00:03:12.420]   and married other people.
[00:03:12.420 --> 00:03:14.920]   They never connected with their son.
[00:03:14.920 --> 00:03:17.120]   And what is that a reflection of?
[00:03:17.120 --> 00:03:19.360]   It's just kind of human nature that generally speaking,
[00:03:19.360 --> 00:03:20.740]   we're not quick to move to the forefront
[00:03:20.740 --> 00:03:23.420]   of their scandals in the family tree
[00:03:23.420 --> 00:03:29.540]   unless you're Matthew writing about Jesus.
[00:03:29.540 --> 00:03:32.580]   In other words, when we look through the lineage of Jesus,
[00:03:32.580 --> 00:03:34.320]   unlike today where people would have a scandal
[00:03:34.320 --> 00:03:36.440]   or young teen pregnancy and they'd kind of cover it up
[00:03:36.440 --> 00:03:37.900]   and you don't really hear much about that,
[00:03:37.900 --> 00:03:42.780]   Matthew sets out and begins to write the lineage of Jesus,
[00:03:42.780 --> 00:03:45.020]   the savior of the world.
[00:03:45.020 --> 00:03:47.220]   And the people that he talks about,
[00:03:47.220 --> 00:03:50.260]   it's astounding that God included them
[00:03:50.260 --> 00:03:53.180]   in the family line of Jesus.
[00:03:53.180 --> 00:03:57.080]   But it's also astounding that Matthew highlights them
[00:03:57.080 --> 00:03:59.660]   in the family line of Jesus.
[00:03:59.660 --> 00:04:01.120]   And so we're walking week by week
[00:04:01.120 --> 00:04:03.660]   and looking at some of the scandals that were involved.
[00:04:03.660 --> 00:04:06.620]   Last week, JD set us up and we talked through a sex scandal
[00:04:06.620 --> 00:04:08.940]   that involves Judah and Tamar,
[00:04:08.940 --> 00:04:12.180]   basically a father-in-law sleeping with his daughter-in-law.
[00:04:12.180 --> 00:04:13.620]   Yeah, that's in the Bible.
[00:04:13.620 --> 00:04:16.260]   We'll make "Game of Thrones" blush.
[00:04:16.260 --> 00:04:18.760]   And this week, we're gonna look at another person
[00:04:18.760 --> 00:04:22.100]   that has a story, that has a past, that had a profession
[00:04:22.100 --> 00:04:24.980]   that was among the lowest of low in her society.
[00:04:24.980 --> 00:04:26.740]   And so I'm gonna read through in Matthew chapter one,
[00:04:26.740 --> 00:04:28.100]   which is where the lineage of Jesus,
[00:04:28.100 --> 00:04:29.980]   it's the part that generally people skip over
[00:04:29.980 --> 00:04:31.700]   when they go right into the gospels.
[00:04:31.700 --> 00:04:36.540]   We're gonna look at another name and then read her story.
[00:04:36.540 --> 00:04:38.260]   Because this woman would be the great, great, great,
[00:04:38.260 --> 00:04:42.220]   great, great, great, great, great grandmother of Jesus.
[00:04:42.220 --> 00:04:43.860]   She was in the bloodline.
[00:04:43.860 --> 00:04:44.940]   So I'm gonna be in Matthew chapter one,
[00:04:44.940 --> 00:04:46.940]   I'm gonna read these verses and then go
[00:04:46.940 --> 00:04:49.180]   and move over to this woman's story.
[00:04:49.180 --> 00:04:51.220]   Because last week, we talked about how our past
[00:04:51.220 --> 00:04:53.220]   is not a problem for God.
[00:04:53.220 --> 00:04:54.820]   But this woman had a present.
[00:04:54.820 --> 00:05:01.540]   And we see how God pursued, related to,
[00:05:01.540 --> 00:05:06.900]   interacted with this woman in the midst of her sin
[00:05:06.900 --> 00:05:08.260]   and circumstances.
[00:05:08.260 --> 00:05:09.940]   So Matthew chapter one, verse one says,
[00:05:09.940 --> 00:05:11.860]   "This is the genealogy of Jesus the Messiah,
[00:05:11.860 --> 00:05:13.840]   "son of David, son of Abraham.
[00:05:13.840 --> 00:05:15.080]   "Abraham was the father of Isaac,
[00:05:15.080 --> 00:05:16.700]   "Isaac, the father of Jacob,
[00:05:16.700 --> 00:05:18.780]   "Jake, the father of Judah and his brothers,
[00:05:18.780 --> 00:05:21.520]   "Judah, the father of Perez and Zerah,
[00:05:21.520 --> 00:05:23.320]   "whose mother was Tamar."
[00:05:23.320 --> 00:05:26.320]   So you can check that out, message we did last week.
[00:05:26.320 --> 00:05:29.060]   "Perez was the father of Hezron.
[00:05:29.060 --> 00:05:31.340]   "Hezron was the father of Ram."
[00:05:31.340 --> 00:05:34.500]   Probably the greatest guy, that is like a nose tackle name,
[00:05:34.500 --> 00:05:35.620]   Ram, it's amazing.
[00:05:35.620 --> 00:05:38.620]   "Ram was the father of Ammonadab."
[00:05:38.620 --> 00:05:41.880]   It's not a nose tackle name.
[00:05:41.880 --> 00:05:43.340]   "Ammonadab was the father of Nashon.
[00:05:43.340 --> 00:05:45.740]   "Nashon was the father of Salmon."
[00:05:45.740 --> 00:05:49.940]   It's not salmon, people, it's not.
[00:05:49.940 --> 00:05:52.540]   I know you think it's salmon, it's not.
[00:05:52.540 --> 00:05:53.440]   Don't do that.
[00:05:53.440 --> 00:05:55.560]   Somebody over here, you're like, oh, Salmon,
[00:05:55.560 --> 00:05:56.640]   he thinks Salmon.
[00:05:56.640 --> 00:06:00.960]   It's trout too and tilapia.
[00:06:00.960 --> 00:06:03.620]   Nope, it is Salmon,
[00:06:03.620 --> 00:06:09.280]   who is the father of Boaz,
[00:06:09.280 --> 00:06:11.900]   whose mother was Rahab.
[00:06:12.900 --> 00:06:14.420]   Now, if you grew up in church,
[00:06:14.420 --> 00:06:17.540]   you're familiar with Rahab, or you may be,
[00:06:17.540 --> 00:06:20.140]   but Rahab had not just a past, she had a present.
[00:06:20.140 --> 00:06:22.800]   She carried a label.
[00:06:22.800 --> 00:06:24.320]   We're gonna look and walk through her story.
[00:06:24.320 --> 00:06:25.400]   It's in Joshua chapter two.
[00:06:25.400 --> 00:06:26.240]   So if you have a Bible,
[00:06:26.240 --> 00:06:28.420]   you can flip over to Joshua chapter two
[00:06:28.420 --> 00:06:30.660]   and let me set up what's going on.
[00:06:30.660 --> 00:06:33.420]   So the nation of Israel was in slavery
[00:06:33.420 --> 00:06:35.300]   for 400 years in Egypt.
[00:06:35.300 --> 00:06:37.020]   And God shows up and you probably saw the movie,
[00:06:37.020 --> 00:06:39.100]   "The Prince of Egypt," greatest song track of all time.
[00:06:39.100 --> 00:06:41.660]   And God goes to Pharaoh, says, "Let my people go."
[00:06:41.660 --> 00:06:44.300]   Eventually, after 10 plagues, he lets them go.
[00:06:44.300 --> 00:06:46.060]   They wander around with Moses leading them
[00:06:46.060 --> 00:06:50.860]   in the desert for 40 years, and Moses passes away.
[00:06:50.860 --> 00:06:53.620]   And God says, "Joshua is gonna take over."
[00:06:53.620 --> 00:06:55.980]   This would have been like George Washington passing away
[00:06:55.980 --> 00:06:58.940]   and John Adams or whoever came after next takes over,
[00:06:58.940 --> 00:07:00.300]   and that's Joshua.
[00:07:00.300 --> 00:07:02.700]   And God says, "Joshua, you are gonna lead my people
[00:07:02.700 --> 00:07:05.760]   "into the promised land, the land that I've said,
[00:07:05.760 --> 00:07:07.960]   "this is where you are going to live."
[00:07:07.960 --> 00:07:10.020]   It's where the nation of Israel is today.
[00:07:11.180 --> 00:07:13.020]   But in order for that to happen,
[00:07:13.020 --> 00:07:15.740]   they had to go in and basically conquer
[00:07:15.740 --> 00:07:19.540]   all these evil tribes of people that were there,
[00:07:19.540 --> 00:07:21.620]   namely a group called the Canaanites.
[00:07:21.620 --> 00:07:23.580]   And the Canaanites had this one city
[00:07:23.580 --> 00:07:26.360]   that was one of the wonders of the ancient world.
[00:07:26.360 --> 00:07:27.600]   It was a city called Jericho.
[00:07:27.600 --> 00:07:29.840]   Jericho was known for these enormous walls
[00:07:29.840 --> 00:07:32.920]   that were 10 feet wide and 27 feet tall.
[00:07:32.920 --> 00:07:35.220]   It was a fortified city that people would travel
[00:07:35.220 --> 00:07:39.060]   just to come see because it was such a spectacular thing.
[00:07:40.840 --> 00:07:43.660]   And Joshua is told that you guys are going
[00:07:43.660 --> 00:07:47.060]   to take out the city of Jericho.
[00:07:47.060 --> 00:07:49.780]   And so Joshua decides, "Man, we gotta send out some spies
[00:07:49.780 --> 00:07:52.700]   "in order to kind of scout out and see what's happening."
[00:07:52.700 --> 00:07:56.140]   And those spies go, and here's where the story picks up.
[00:07:56.140 --> 00:07:58.900]   So Joshua secretly sent out two spies
[00:07:58.900 --> 00:08:03.020]   from the Israel camp at Acacia Grove.
[00:08:03.020 --> 00:08:04.400]   He instructed them, "Scout out the land
[00:08:04.400 --> 00:08:06.540]   "on the other side of the Jordan River,
[00:08:06.540 --> 00:08:09.420]   "especially around Jericho."
[00:08:09.420 --> 00:08:12.980]   So the two men set out, and they came to the house
[00:08:12.980 --> 00:08:15.740]   of a prostitute named Rahab.
[00:08:15.740 --> 00:08:19.180]   And they stayed there that night.
[00:08:19.180 --> 00:08:22.500]   But someone told the king of Jericho,
[00:08:22.500 --> 00:08:26.180]   "Some Israelites have come here tonight
[00:08:26.180 --> 00:08:28.440]   "to spy out the land."
[00:08:28.440 --> 00:08:31.000]   So the king of Jericho sent orders to Rahab,
[00:08:31.000 --> 00:08:33.680]   "Bring out the men who've come into your house,
[00:08:33.680 --> 00:08:35.740]   "for they've come here to spy out the whole land."
[00:08:35.740 --> 00:08:36.840]   Now if you read that and you wonder,
[00:08:36.840 --> 00:08:38.080]   why wouldn't the king just have somebody
[00:08:38.080 --> 00:08:39.480]   bust down the door and go in there?
[00:08:39.480 --> 00:08:40.880]   Well, Rahab is a prostitute.
[00:08:40.880 --> 00:08:42.800]   And one thing you never know about prostitutes
[00:08:42.800 --> 00:08:45.880]   is who else is in that room that you may be busting in.
[00:08:45.880 --> 00:08:47.640]   So they don't bust in, they knock on the door,
[00:08:47.640 --> 00:08:51.840]   say, "Hey, we think that there's two spies that are in here."
[00:08:51.840 --> 00:08:53.080]   And Rahab says,
[00:08:53.080 --> 00:08:58.800]   "Yes, the men were here earlier," verse four,
[00:08:58.800 --> 00:09:01.320]   "but I didn't know where they were from.
[00:09:01.320 --> 00:09:05.660]   "They left town at dusk as the gates were about to close.
[00:09:05.660 --> 00:09:06.600]   "I don't know where they went.
[00:09:06.600 --> 00:09:10.240]   "If you hurry, you can probably catch up with them.
[00:09:10.240 --> 00:09:13.080]   "Actually, she had taken them up to the roof
[00:09:13.080 --> 00:09:15.800]   "and hidden them beneath bundles of flax,"
[00:09:15.800 --> 00:09:19.560]   basically these cloth or fabrics that had been laid out.
[00:09:19.560 --> 00:09:21.160]   "So the king's men went looking for the spies
[00:09:21.160 --> 00:09:23.240]   "along the road leading to the shallow crossings
[00:09:23.240 --> 00:09:24.080]   "of the Jordan River.
[00:09:24.080 --> 00:09:25.840]   "As soon as the king's men had left the gate,
[00:09:25.840 --> 00:09:26.920]   "the gate of Jericho was shut."
[00:09:26.920 --> 00:09:29.260]   So she, basically she lies to the king and says,
[00:09:29.260 --> 00:09:30.480]   "Yeah, they were here,
[00:09:30.480 --> 00:09:31.800]   "but they went somewhere that direction.
[00:09:31.800 --> 00:09:34.400]   "If you really hurry, I bet you can go catch 'em."
[00:09:34.400 --> 00:09:36.880]   And then she goes back up to where she had hidden them
[00:09:36.880 --> 00:09:39.600]   on the roof and covered them with fabric.
[00:09:39.600 --> 00:09:40.660]   She says this,
[00:09:40.660 --> 00:09:48.000]   "I know that the Lord," verse eight,
[00:09:48.000 --> 00:09:49.700]   "has given you this land.
[00:09:49.700 --> 00:09:53.820]   "We are all afraid of you.
[00:09:53.820 --> 00:09:58.680]   "Everyone in Jericho is living in terror.
[00:09:58.680 --> 00:10:04.000]   "For we have heard how the Lord made a dry path for you
[00:10:04.000 --> 00:10:07.000]   "through the Red Sea when you left Egypt.
[00:10:07.000 --> 00:10:09.020]   "And we know what you did to Sihon and Og,
[00:10:09.020 --> 00:10:10.940]   "the two Amorite kings east of the Jordan River."
[00:10:10.940 --> 00:10:12.260]   She references a battle or battles
[00:10:12.260 --> 00:10:14.400]   that had just happened earlier.
[00:10:14.400 --> 00:10:17.460]   "Whose people you left completely destroyed.
[00:10:17.460 --> 00:10:21.100]   "No wonder our hearts have melted in fear.
[00:10:21.100 --> 00:10:26.800]   "No one has the courage to fight after hearing such things.
[00:10:26.800 --> 00:10:32.080]   "For the Lord, your God,
[00:10:32.080 --> 00:10:37.080]   "is the supreme God of heavens above and earth below."
[00:10:37.080 --> 00:10:39.480]   How did she know all of this?
[00:10:39.480 --> 00:10:41.240]   Well, if you're a prostitute
[00:10:41.240 --> 00:10:45.360]   and you have men constantly coming through your brothel,
[00:10:45.360 --> 00:10:47.120]   there's gonna come times where just in the midst
[00:10:47.120 --> 00:10:50.480]   of after servicing men, selling your body for sex,
[00:10:50.480 --> 00:10:51.920]   you make casual conversations.
[00:10:51.920 --> 00:10:53.240]   She probably knew as much information
[00:10:53.240 --> 00:10:55.000]   as anybody that wasn't in the army.
[00:10:55.000 --> 00:10:57.640]   And she had heard about what God had done
[00:10:57.640 --> 00:11:00.700]   and she's asking these soldiers, like, "Were you there?
[00:11:00.700 --> 00:11:02.440]   "God parted the Red Sea?
[00:11:02.440 --> 00:11:05.160]   "Were you there?
[00:11:05.160 --> 00:11:06.760]   "Did it really happen that you came in
[00:11:06.760 --> 00:11:11.200]   "and you guys just destroyed these other kingdoms?"
[00:11:11.200 --> 00:11:12.140]   And the men are saying, "It's true."
[00:11:12.140 --> 00:11:16.460]   And she says, "Everyone here is in terror of you."
[00:11:16.460 --> 00:11:21.280]   And she believed and expresses her faith that your God,
[00:11:21.280 --> 00:11:22.800]   and this time everybody had different gods.
[00:11:22.800 --> 00:11:23.800]   Canaanites had their own gods.
[00:11:23.800 --> 00:11:27.120]   And she says, "Your God is the one true God."
[00:11:27.120 --> 00:11:30.680]   And then she asked them for a favor.
[00:11:30.680 --> 00:11:32.040]   "Swear to me by the Lord,
[00:11:32.040 --> 00:11:34.940]   "you will be kind to me and my family
[00:11:34.940 --> 00:11:36.240]   "since I have helped you.
[00:11:36.240 --> 00:11:41.140]   "Give me some guarantee that when Jericho is conquered,
[00:11:41.140 --> 00:11:44.480]   "you will let me live along with my father and my mother
[00:11:44.480 --> 00:11:47.280]   "and brothers and sisters and their families.
[00:11:47.280 --> 00:11:50.920]   "We offer our own lives as a guarantee for your safety."
[00:11:50.920 --> 00:11:52.280]   The men agreed.
[00:11:52.280 --> 00:11:55.080]   "If you don't betray us, we will keep our promise
[00:11:55.080 --> 00:11:59.160]   "and be kind to you when the Lord gives us the land."
[00:11:59.160 --> 00:12:01.960]   So she agrees, she basically sends them on their way
[00:12:01.960 --> 00:12:04.120]   and puts down a rope for them to go escape.
[00:12:04.120 --> 00:12:05.800]   And it says, verse 17, "Before they left,
[00:12:05.800 --> 00:12:07.240]   "the men told her, 'We bound ourselves
[00:12:07.240 --> 00:12:08.740]   "'to the oath we have taken.
[00:12:08.740 --> 00:12:11.740]   "'Only if you follow these instructions.
[00:12:11.740 --> 00:12:14.740]   "'When we come into the land, into Jericho,
[00:12:14.740 --> 00:12:16.720]   "'we must leave the scar, or you must leave
[00:12:16.720 --> 00:12:19.100]   "'the scarlet rope, this red rope,
[00:12:19.100 --> 00:12:24.740]   "'hanging from the window through which you let us down.
[00:12:24.740 --> 00:12:26.160]   "'All of your family members, your father, mother,
[00:12:26.160 --> 00:12:27.300]   "'brothers, and all of your relatives
[00:12:27.300 --> 00:12:29.900]   "'must be inside the house.'"
[00:12:29.900 --> 00:12:30.740]   They're outside of the house,
[00:12:30.740 --> 00:12:32.100]   basically we can't guarantee their protection,
[00:12:32.100 --> 00:12:35.140]   but put this red rope in the window
[00:12:35.140 --> 00:12:37.940]   so we will know this house uniquely will be protected
[00:12:37.940 --> 00:12:39.740]   and everybody that's inside of it.
[00:12:39.740 --> 00:12:42.060]   She agreed to their terms, the men went off,
[00:12:42.060 --> 00:12:43.800]   they went back to Joshua and they said,
[00:12:43.800 --> 00:12:45.860]   "Everyone in the city is terrified
[00:12:45.860 --> 00:12:49.400]   "because God, they know, has given us the land."
[00:12:49.400 --> 00:12:52.260]   Oh, it's an amazing story,
[00:12:52.260 --> 00:12:54.620]   it's kind of a fascinating and bizarre story.
[00:12:55.660 --> 00:12:58.620]   Why would that be so important and relevant
[00:12:58.620 --> 00:13:02.260]   that Matthew would say, "I have to include Rahab
[00:13:02.260 --> 00:13:05.360]   "in the lineage of Jesus, I'm gonna highlight her
[00:13:05.360 --> 00:13:07.020]   "in the lineage of Jesus."
[00:13:07.020 --> 00:13:07.860]   Well, I think there's several things
[00:13:07.860 --> 00:13:11.980]   that we learn about God in Rahab's story.
[00:13:11.980 --> 00:13:14.060]   In fact, we learn about God and we learn about our story
[00:13:14.060 --> 00:13:17.500]   'cause there's parallels to ways in which Rahab's story
[00:13:17.500 --> 00:13:19.460]   is you and I's story.
[00:13:19.460 --> 00:13:21.420]   And I wanna walk through three observations
[00:13:21.420 --> 00:13:22.440]   as it relates to this story.
[00:13:22.440 --> 00:13:27.440]   The first one is that God runs after people with labels.
[00:13:27.440 --> 00:13:36.040]   God runs after people with labels, with reputations.
[00:13:36.040 --> 00:13:41.360]   Like Rahab had a label,
[00:13:41.360 --> 00:13:44.520]   a label that followed her all throughout the Bible.
[00:13:44.520 --> 00:13:47.360]   Almost every single time that she's mentioned except one,
[00:13:47.360 --> 00:13:50.800]   it says, "Rahab the prostitute."
[00:13:50.800 --> 00:13:52.860]   "Rahab the prostitute."
[00:13:52.860 --> 00:13:56.080]   Rahab had a label that carried around
[00:13:56.080 --> 00:13:58.960]   and it was reflective of her profession, of her sin.
[00:13:58.960 --> 00:14:00.960]   She had, in the midst of a culture,
[00:14:00.960 --> 00:14:04.200]   the Canaanite culture, can only makes ISIS look tame.
[00:14:04.200 --> 00:14:06.560]   I mean, this child sacrificed the evil and atrocities
[00:14:06.560 --> 00:14:09.280]   and inside of that culture, she had chosen the profession
[00:14:09.280 --> 00:14:11.420]   for whatever reason of being a prostitute.
[00:14:11.420 --> 00:14:14.640]   I don't know why and it doesn't tell us why.
[00:14:14.640 --> 00:14:16.420]   My guess is she didn't grow up as a little girl
[00:14:16.420 --> 00:14:17.980]   dreaming of being a prostitute.
[00:14:20.040 --> 00:14:21.720]   But she had to find a way to make ends meet
[00:14:21.720 --> 00:14:22.800]   and to pay for things.
[00:14:22.800 --> 00:14:24.880]   And so she began selling her body for sex.
[00:14:24.880 --> 00:14:28.680]   And that label was attached to her, Rahab the prostitute.
[00:14:28.680 --> 00:14:31.780]   And God sends two men into that city.
[00:14:31.780 --> 00:14:33.000]   They didn't know they were gonna bump into her,
[00:14:33.000 --> 00:14:38.000]   but God did because God seeks after people with labels.
[00:14:38.000 --> 00:14:41.520]   The reason this is so important is in some ways,
[00:14:41.520 --> 00:14:42.740]   all of us have a label.
[00:14:42.740 --> 00:14:45.480]   You came in and you may not think about it that way,
[00:14:45.480 --> 00:14:47.760]   but there's ways in which there's sin in your life
[00:14:47.760 --> 00:14:49.160]   that reflects a label.
[00:14:49.160 --> 00:14:51.840]   Maybe of a past decision you made,
[00:14:51.840 --> 00:14:54.800]   something you've never told anybody about.
[00:14:54.800 --> 00:14:56.300]   And if you were honest, you feel like, man,
[00:14:56.300 --> 00:15:00.280]   there's just some labels that I carry around
[00:15:00.280 --> 00:15:02.280]   that are attached to me.
[00:15:02.280 --> 00:15:03.520]   Decisions that I made in college,
[00:15:03.520 --> 00:15:05.320]   dating relationships I used to have,
[00:15:05.320 --> 00:15:07.900]   addictions that I can't break.
[00:15:07.900 --> 00:15:13.620]   And Rahab's story showcases the true God who is there,
[00:15:13.620 --> 00:15:17.700]   chases after and pursues people with labels.
[00:15:18.700 --> 00:15:22.060]   My girl on my team has this machine,
[00:15:22.060 --> 00:15:23.560]   it's called a label maker.
[00:15:23.560 --> 00:15:24.680]   It's actually pretty amazing.
[00:15:24.680 --> 00:15:26.500]   I personally have never used one before,
[00:15:26.500 --> 00:15:29.020]   but organized people, this is your thing.
[00:15:29.020 --> 00:15:32.220]   And you can create labels that allow you to put on
[00:15:32.220 --> 00:15:34.660]   whatever papers or documents or anything you want,
[00:15:34.660 --> 00:15:36.100]   different labels.
[00:15:36.100 --> 00:15:40.060]   And there's labels that I think if we were honest,
[00:15:40.060 --> 00:15:43.880]   some of us carry around and it feels like they define us.
[00:15:43.880 --> 00:15:47.140]   And Rahab's story shows us there's a God
[00:15:47.140 --> 00:15:49.900]   who seeks, pursues, and replaces labels.
[00:15:49.900 --> 00:15:50.740]   What do I mean by labels?
[00:15:50.740 --> 00:15:54.100]   I mean things like, I'm Alex the bulimic.
[00:15:54.100 --> 00:16:00.820]   And nobody knows, but it's a label you carry,
[00:16:00.820 --> 00:16:04.100]   and you have carried, and you kind of think
[00:16:04.100 --> 00:16:06.000]   you're gonna carry it your whole life.
[00:16:06.000 --> 00:16:11.260]   Maybe it's a label like Andrew the unwanted.
[00:16:11.260 --> 00:16:13.060]   Just relationship after relationship,
[00:16:13.060 --> 00:16:16.700]   if it's taught me anything, it's that I am not wanted.
[00:16:16.700 --> 00:16:20.000]   Damaged goods, no one wants to be with me.
[00:16:20.000 --> 00:16:25.020]   And there's a label that you've embraced or that's attached.
[00:16:25.020 --> 00:16:28.460]   Maybe it's Sam the alcoholic.
[00:16:28.460 --> 00:16:30.020]   And it went from man, I was just partying,
[00:16:30.020 --> 00:16:31.540]   and I was a fraternity brother,
[00:16:31.540 --> 00:16:35.160]   and now I can't go more than a couple days.
[00:16:35.160 --> 00:16:39.880]   I'm drinking all the time just to numb some of the pain.
[00:16:39.880 --> 00:16:45.020]   Maybe it's Susie the one night stand.
[00:16:45.020 --> 00:16:48.620]   (audience laughing)
[00:16:48.620 --> 00:16:50.980]   You would never say it like that,
[00:16:50.980 --> 00:16:53.400]   but somewhere in your heart, you think,
[00:16:53.400 --> 00:16:56.580]   nobody wants a relationship with me.
[00:16:56.580 --> 00:16:58.780]   Closest I can get is giving my body away.
[00:16:58.780 --> 00:17:01.780]   It's a label.
[00:17:01.780 --> 00:17:08.820]   Maybe it's Kristen the abused.
[00:17:08.820 --> 00:17:13.100]   Something happened and it wasn't your fault,
[00:17:13.100 --> 00:17:15.420]   and you still carry pain and scars.
[00:17:15.420 --> 00:17:17.740]   Maybe you even believe lies,
[00:17:17.740 --> 00:17:20.280]   and that label you feel like is so attached.
[00:17:20.280 --> 00:17:26.360]   Maybe it's the label of, man, I'm just depressed.
[00:17:26.360 --> 00:17:27.820]   I can't get out of this season.
[00:17:27.820 --> 00:17:29.020]   I don't know if I'll ever get out of it.
[00:17:29.020 --> 00:17:30.780]   Maybe it's a porn addiction that,
[00:17:30.780 --> 00:17:32.620]   man, I just need to get married
[00:17:32.620 --> 00:17:35.100]   because I'll never be able to conquer this.
[00:17:35.100 --> 00:17:38.760]   And you have bought into this idea of labels.
[00:17:38.760 --> 00:17:42.500]   And Rahab's story, as we enter into it,
[00:17:42.500 --> 00:17:46.940]   I wanna showcase is that God pursues people with labels.
[00:17:46.940 --> 00:17:49.340]   He could have chose anybody to be
[00:17:49.340 --> 00:17:52.580]   the great, great, great grandmother of Jesus.
[00:17:52.580 --> 00:17:56.300]   And he chooses a woman with as clear of a label
