
[00:00:00.000 --> 00:00:02.340]   (drum roll)
[00:03:13.680 --> 00:03:15.840]   For I do not do the good I wanna do,
[00:03:15.840 --> 00:03:17.880]   but the evil I do not wanna do.
[00:03:17.880 --> 00:03:19.800]   This I keep on doing.
[00:03:19.800 --> 00:03:22.440]   One republic in a song called Counting Stars
[00:03:22.440 --> 00:03:23.520]   and it goes this way.
[00:03:23.520 --> 00:03:27.680]   I feel something so right by doing the wrong thing.
[00:03:27.680 --> 00:03:31.600]   So let me ask you a question.
[00:03:31.600 --> 00:03:35.080]   What do you do that you don't wanna do?
[00:03:35.080 --> 00:03:40.000]   What are you doing in the season that you don't want to?
[00:03:40.000 --> 00:03:41.600]   What is that thing in your life that you're like,
[00:03:41.600 --> 00:03:42.440]   man, I just don't wanna do?
[00:03:42.440 --> 00:03:44.400]   I want you to think about that for a second.
[00:03:44.400 --> 00:03:45.240]   What is it for you?
[00:03:45.240 --> 00:03:46.680]   What is the thing for you?
[00:03:46.680 --> 00:03:47.760]   Is it a relationship?
[00:03:47.760 --> 00:03:49.280]   Is it spending?
[00:03:49.280 --> 00:03:50.120]   Is it sex?
[00:03:50.120 --> 00:03:51.280]   Is it porn?
[00:03:51.280 --> 00:03:52.400]   Is it drinking?
[00:03:52.400 --> 00:03:53.640]   Is it partying?
[00:03:53.640 --> 00:03:58.880]   What do you do that you don't wanna do?
[00:03:58.880 --> 00:04:12.960]   Is it a sense of jealousy?
[00:04:12.960 --> 00:04:14.960]   Man, jealousy's so dark.
[00:04:14.960 --> 00:04:18.480]   I don't like her 'cause she's pretty.
[00:04:18.480 --> 00:04:19.980]   How gross is that?
[00:04:21.400 --> 00:04:22.240]   How dark is that?
[00:04:22.240 --> 00:04:23.080]   I don't like her 'cause she's with him
[00:04:23.080 --> 00:04:24.680]   and he was mine but he wasn't really mine.
[00:04:24.680 --> 00:04:25.880]   I mean, I've never even talked to him,
[00:04:25.880 --> 00:04:27.640]   but I don't like her.
[00:04:27.640 --> 00:04:32.800]   When someone fails, you celebrate it.
[00:04:32.800 --> 00:04:33.880]   How dark is that?
[00:04:33.880 --> 00:04:35.200]   Like in your heart, not publicly,
[00:04:35.200 --> 00:04:38.120]   but in your heart, you're entertained by their failure.
[00:04:38.120 --> 00:04:39.800]   Or is it greed or materialism?
[00:04:39.800 --> 00:04:42.080]   You're like, man, maybe if I just buy this one more thing,
[00:04:42.080 --> 00:04:43.920]   it's gonna fill the void in my heart
[00:04:43.920 --> 00:04:46.240]   even though my closet full of purses
[00:04:46.240 --> 00:04:47.600]   and my closet full of jeans,
[00:04:47.600 --> 00:04:50.320]   my last car, my last apartment,
[00:04:50.320 --> 00:04:51.160]   it didn't fill that void.
[00:04:51.160 --> 00:04:52.880]   Maybe it's sex for you.
[00:04:52.880 --> 00:04:55.760]   Maybe you believe the lie one last time
[00:04:55.760 --> 00:04:57.120]   which actually feeds the monster
[00:04:57.120 --> 00:04:59.640]   so that that last time won't be that last time
[00:04:59.640 --> 00:05:01.440]   because that's the lie you keep on believing.
[00:05:01.440 --> 00:05:02.840]   One last time, I'm gonna look at that image.
[00:05:02.840 --> 00:05:04.560]   I'm gonna do that one last time.
[00:05:04.560 --> 00:05:06.520]   One more time at 2 a.m. by myself in bed.
[00:05:06.520 --> 00:05:08.920]   I'll do it one more time.
[00:05:08.920 --> 00:05:09.760]   Last time.
[00:05:09.760 --> 00:05:13.600]   I'll go back to him one more time.
[00:05:13.600 --> 00:05:16.360]   Is it discontentment,
[00:05:16.360 --> 00:05:20.200]   just wanting badly to be in another season?
[00:05:20.200 --> 00:05:21.840]   I'm just not, I just can't rely.
[00:05:21.840 --> 00:05:22.840]   I'm just not content.
[00:05:22.840 --> 00:05:25.120]   I just, I don't like my body.
[00:05:25.120 --> 00:05:26.120]   I'm discontent with my body.
[00:05:26.120 --> 00:05:28.240]   I'm discontent with the way God made me.
[00:05:28.240 --> 00:05:31.240]   I'm just not happy with it.
[00:05:31.240 --> 00:05:32.280]   I want something else.
[00:05:32.280 --> 00:05:33.440]   Is it anxiety?
[00:05:33.440 --> 00:05:35.760]   I say that I believe in God.
[00:05:35.760 --> 00:05:38.920]   I say that I'm saved by grace through faith,
[00:05:38.920 --> 00:05:40.000]   trusting God,
[00:05:40.000 --> 00:05:41.880]   but I can't really trust God
[00:05:41.880 --> 00:05:43.040]   because I'm marked by anxiety.
[00:05:43.040 --> 00:05:47.200]   I'm afraid that he's gonna give me what is not good.
[00:05:47.200 --> 00:05:50.520]   (congregation mumbling)
[00:05:50.520 --> 00:05:54.480]   Is it just loving the party?
[00:05:54.480 --> 00:06:00.200]   Weekend warrior, man, can't wait 'til Friday.
[00:06:00.200 --> 00:06:01.040]   Just can't wait.
[00:06:01.040 --> 00:06:01.880]   Go back out there.
[00:06:01.880 --> 00:06:04.240]   It's when I feel alive in the club, JP, in the bar.
[00:06:04.240 --> 00:06:06.920]   That's when I'm alive, running up that bar tab.
[00:06:06.920 --> 00:06:07.760]   That's what it is.
[00:06:07.760 --> 00:06:09.240]   Or maybe it's not just drinking.
[00:06:09.240 --> 00:06:13.400]   Maybe it's getting high for you or whatever that is.
[00:06:16.560 --> 00:06:18.560]   Love not feeling normal.
[00:06:18.560 --> 00:06:24.840]   Maybe it's returning to old relationships like Rihanna.
[00:06:24.840 --> 00:06:27.320]   Going back to that, what you know was not God honoring,
[00:06:27.320 --> 00:06:28.640]   and you think, well, maybe this time it is.
[00:06:28.640 --> 00:06:29.480]   Maybe he changed.
[00:06:29.480 --> 00:06:30.320]   Maybe she changed.
[00:06:30.320 --> 00:06:32.720]   Maybe she's different.
[00:06:32.720 --> 00:06:36.000]   What are you doing that you don't wanna do?
[00:06:36.000 --> 00:06:40.240]   And the question that I seek to answer tonight is why?
[00:06:40.240 --> 00:06:41.160]   From the scripture.
[00:06:41.160 --> 00:06:44.840]   See, the monster that Rihanna felt victim to
[00:06:45.680 --> 00:06:47.260]   is not Chris Brown.
[00:06:47.260 --> 00:06:51.400]   The monster that Rihanna felt victim to
[00:06:51.400 --> 00:06:55.240]   was, she appropriately says today, within her.
[00:06:55.240 --> 00:06:59.520]   It was something within her that she followed,
[00:06:59.520 --> 00:07:02.720]   and it's the same monster you and I follow today.
[00:07:02.720 --> 00:07:05.760]   It's the same monster Paul regrets following
[00:07:05.760 --> 00:07:07.560]   thousands of years ago.
[00:07:07.560 --> 00:07:10.360]   It's the same monster that has marked humanity
[00:07:10.360 --> 00:07:13.440]   since the garden, and it's not Satan.
[00:07:15.000 --> 00:07:18.800]   It's something within us, and so today we're talking
[00:07:18.800 --> 00:07:21.280]   about the monster that kills from within.
[00:07:21.280 --> 00:07:23.440]   As we move through a series called Lyrics and Lies,
[00:07:23.440 --> 00:07:26.320]   we're looking at the message that music that we listen to
[00:07:26.320 --> 00:07:28.720]   tells us what is the truth from that message,
[00:07:28.720 --> 00:07:30.200]   what is the lie from that message,
[00:07:30.200 --> 00:07:33.040]   and what is the theological truth that we can pursue
[00:07:33.040 --> 00:07:35.800]   in the scriptures, in God's words,
[00:07:35.800 --> 00:07:38.920]   around the message that that song kinda touches on.
[00:07:38.920 --> 00:07:42.680]   And so the song today is The Monster by Eminem
[00:07:42.680 --> 00:07:45.600]   featuring Rihanna, where she just says,
[00:07:45.600 --> 00:07:49.080]   I'm friends with the monster that's under my bed.
[00:07:49.080 --> 00:07:52.360]   Get along with the voices inside of my head.
[00:07:52.360 --> 00:07:55.680]   You're trying to save me, stop holding your breath,
[00:07:55.680 --> 00:07:59.960]   and you think I'm crazy, yeah, you think I'm crazy.
[00:07:59.960 --> 00:08:02.240]   And so what I hope to do this evening is,
[00:08:02.240 --> 00:08:04.080]   one, I wanna define the monster.
[00:08:04.080 --> 00:08:06.800]   What is this monster that Rihanna's singing about?
[00:08:06.800 --> 00:08:10.160]   And two, I hope to define how we can be saved
[00:08:10.160 --> 00:08:12.440]   from this monster through the scriptures.
[00:08:12.440 --> 00:08:14.080]   Why is it that we've trusted in Christ,
[00:08:14.080 --> 00:08:17.040]   but we keep on sinning, and then before we leave here
[00:08:17.040 --> 00:08:19.960]   this evening, how do we kill the monster?
[00:08:19.960 --> 00:08:21.160]   How do we put to death the monster?
[00:08:21.160 --> 00:08:25.920]   How do we stop doing that which we don't wanna do?
[00:08:25.920 --> 00:08:28.400]   I'll be in Romans 7 and 8, as Shane said,
[00:08:28.400 --> 00:08:32.440]   to set this up, Romans was written in around 57 AD.
[00:08:32.440 --> 00:08:35.280]   It was written to new Gentile and Jewish believers
[00:08:35.280 --> 00:08:37.280]   in the city of Rome.
[00:08:37.280 --> 00:08:39.000]   They were gathering their new in their faith,
[00:08:39.000 --> 00:08:40.760]   and they have all these questions that Paul,
[00:08:40.760 --> 00:08:42.720]   the apostle Paul, is trying to answer.
[00:08:42.720 --> 00:08:44.040]   Like, why do I sin?
[00:08:44.040 --> 00:08:46.280]   And like, if Christ saved me from sin,
[00:08:46.280 --> 00:08:48.080]   what does it look like that Christ saved me from sin,
[00:08:48.080 --> 00:08:49.960]   but I keep on sinning?
[00:08:49.960 --> 00:08:52.440]   I mean, I'm supposed to be a new creation,
[00:08:52.440 --> 00:08:53.920]   but I don't really feel like a new creation
[00:08:53.920 --> 00:08:55.360]   'cause I'm falling into the same things
[00:08:55.360 --> 00:08:57.240]   that I did before I was a new creation.
[00:08:57.240 --> 00:08:58.840]   That feels like an old creation.
[00:08:58.840 --> 00:09:01.160]   And so they have these questions,
[00:09:01.160 --> 00:09:03.440]   and Paul's attempting to answer these questions
[00:09:03.440 --> 00:09:06.560]   through some very theological-heavy texts,
[00:09:06.560 --> 00:09:08.560]   Romans 7 and 8.
[00:09:08.560 --> 00:09:11.440]   And so we'll start right after that scripture
[00:09:11.440 --> 00:09:12.440]   that David touched on.
[00:09:12.440 --> 00:09:15.160]   He says this in verse 20, in 7, verse 20.
[00:09:15.160 --> 00:09:19.240]   Now, if I do what I do not wanna do,
[00:09:19.240 --> 00:09:23.080]   it is no longer I who do it,
[00:09:23.080 --> 00:09:26.240]   but it is the sin living in me that does it.
[00:09:26.240 --> 00:09:29.280]   Underline that, sin living in me that does it.
[00:09:29.280 --> 00:09:31.440]   So I find this law at work,
[00:09:31.440 --> 00:09:33.480]   and when you see law there, it's a principle.
[00:09:33.480 --> 00:09:35.200]   So I see this principle at work.
[00:09:35.200 --> 00:09:38.640]   Although I want to do good, evil is right there with me.
[00:09:38.640 --> 00:09:41.720]   For in my inner being, I delight in God's law,
[00:09:41.720 --> 00:09:44.000]   God's rules, God's instructions.
[00:09:44.000 --> 00:09:47.160]   But I see another principle at work in me,
[00:09:47.160 --> 00:09:50.080]   waging war against the law of my mind.
[00:09:50.080 --> 00:09:54.640]   Rihanna says, I get along with the voices inside my head.
[00:09:54.640 --> 00:09:59.360]   Paul says, hey, there's a war waging in my mind
[00:09:59.360 --> 00:10:03.000]   and making me a prisoner of the law of sin
[00:10:03.000 --> 00:10:04.440]   at work within me.
[00:10:04.440 --> 00:10:06.400]   Again, underline within me.
[00:10:06.400 --> 00:10:08.200]   And so my first question this evening is,
[00:10:08.200 --> 00:10:09.840]   who is the monster?
[00:10:09.840 --> 00:10:11.880]   And verse 20 and verse 22 says,
[00:10:11.880 --> 00:10:14.720]   it is the sin living in me.
[00:10:14.720 --> 00:10:17.980]   Verse 22 says, the sin at work within me
[00:10:17.980 --> 00:10:20.400]   that I've become a prisoner to.
[00:10:20.400 --> 00:10:22.680]   Okay, some other terms that you might have heard
[00:10:22.680 --> 00:10:25.160]   this labeled as your flesh.
[00:10:25.160 --> 00:10:26.960]   That's just my flesh, man.
[00:10:26.960 --> 00:10:29.280]   Your sinful nature.
[00:10:29.280 --> 00:10:30.320]   I have a sinful nature.
[00:10:30.320 --> 00:10:32.160]   Do I still have a sinful nature after Christ?
[00:10:32.160 --> 00:10:35.040]   You have a sinful nature.
[00:10:35.040 --> 00:10:40.040]   There is a natural predisposition to humans to sin
[00:10:40.040 --> 00:10:42.760]   or original sin.
[00:10:42.760 --> 00:10:46.000]   You have something in you that desires to seek
[00:10:46.000 --> 00:10:48.120]   that which is not good for you.
[00:10:48.120 --> 00:10:49.720]   And so stop blaming Satan.
[00:10:49.720 --> 00:10:52.520]   Satan plays a role, but it's not that role.
[00:10:52.520 --> 00:10:53.840]   His job's not that hard.
[00:10:53.840 --> 00:10:58.320]   It is your own natural desires that cause you to sin.
[00:10:58.320 --> 00:11:01.520]   It says in the scripture over and over.
[00:11:02.520 --> 00:11:06.040]   And everyone has had this monster inside of them.
[00:11:06.040 --> 00:11:10.920]   Spurgeon says it like this,
[00:11:10.920 --> 00:11:14.160]   beware of no man more than of yourself.
[00:11:14.160 --> 00:11:16.360]   We carry our worst enemies within us.
[00:11:16.360 --> 00:11:20.320]   This has been in everyone since the garden.
[00:11:20.320 --> 00:11:22.880]   Worst of all my foes, I fear the enemy within,
[00:11:22.880 --> 00:11:27.040]   John Wesley says, to men of faith from the past.
[00:11:27.040 --> 00:11:29.800]   And so as you think, well no,
[00:11:29.800 --> 00:11:30.960]   but it's Satan that makes me sin.
[00:11:30.960 --> 00:11:31.800]   No, no, no, no.
[00:11:31.800 --> 00:11:34.500]   Satan only presents to you that which you already want.
[00:11:34.500 --> 00:11:38.800]   Okay, let me, Satan and the world and your sinful nature,
[00:11:38.800 --> 00:11:41.600]   these are three forces that work against you this evening.
[00:11:41.600 --> 00:11:44.600]   Okay, there's this desire within you that wants something.
[00:11:44.600 --> 00:11:47.440]   There's the world that presents to you what you want
[00:11:47.440 --> 00:11:49.240]   and then Satan speaks lies to you.
[00:11:49.240 --> 00:11:51.500]   Yeah, you can get away with it.
[00:11:51.500 --> 00:11:53.800]   God says, God wants to rip you off.
[00:11:53.800 --> 00:11:56.360]   God wants to withhold good for you.
[00:11:56.360 --> 00:11:58.820]   That's why he says he doesn't want you in that relationship.
[00:11:58.820 --> 00:12:00.080]   Is it really what God says?
[00:12:00.080 --> 00:12:01.760]   I would go ahead and get in that relationship.
[00:12:01.760 --> 00:12:04.120]   Let me, it's confusing, so let me say it again.
[00:12:04.120 --> 00:12:06.040]   You have a desire within.
[00:12:06.040 --> 00:12:08.040]   The world presents that desire to you
[00:12:08.040 --> 00:12:09.600]   and Satan says, yeah, go ahead.
[00:12:09.600 --> 00:12:13.440]   But what causes you to sin?
[00:12:13.440 --> 00:12:18.740]   It is your desire, the desire within you.
[00:12:18.740 --> 00:12:23.560]   James 1, verse 14 says, but each person is tempted
[00:12:23.560 --> 00:12:28.320]   when they are dragged away by their own evil desire
[00:12:28.320 --> 00:12:29.580]   and enticed.
[00:12:30.580 --> 00:12:34.220]   And so Satan, he presents to us what we naturally want,
[00:12:34.220 --> 00:12:37.560]   be it sex or thrills or the party or pleasure.
[00:12:37.560 --> 00:12:40.220]   But here's the problem.
[00:12:40.220 --> 00:12:43.380]   A lot of those things are not bad things.
[00:12:43.380 --> 00:12:45.720]   Sex, for example, it's not, like God invented sex.
[00:12:45.720 --> 00:12:47.980]   I told you that over and over throughout the years.
[00:12:47.980 --> 00:12:49.300]   Sex was God's idea.
[00:12:49.300 --> 00:12:50.340]   He created the parts.
[00:12:50.340 --> 00:12:51.940]   He made them work the way that they do.
[00:12:51.940 --> 00:12:54.380]   It's his brilliant creation, his invention.
[00:12:54.380 --> 00:12:55.500]   It's a good thing.
[00:12:55.500 --> 00:12:58.300]   No one is more pro-sex than God,
[00:12:58.300 --> 00:13:00.100]   but he says, hey, there's a way to it.
[00:13:00.100 --> 00:13:02.340]   And so you have this desire within you
[00:13:02.340 --> 00:13:05.920]   that you think, mistakenly, that that desire is for sex.
[00:13:05.920 --> 00:13:06.980]   It's not.
[00:13:06.980 --> 00:13:08.220]   It's for intimacy.
[00:13:08.220 --> 00:13:09.980]   It's for real love.
[00:13:09.980 --> 00:13:12.400]   It is to give yourself to someone.
[00:13:12.400 --> 00:13:15.580]   But what happens is you start to pursue shortcuts.
[00:13:15.580 --> 00:13:19.180]   You turn that act into just an act of pleasure.
[00:13:19.180 --> 00:13:21.180]   And when you begin to pursue those shortcuts,
[00:13:21.180 --> 00:13:23.580]   all of the sudden, now listen, this is the important part,
[00:13:23.580 --> 00:13:27.500]   all of the sudden, you can no longer enjoy that thing
[00:13:27.500 --> 00:13:31.480]   that God gifted to us the way that he intended.
[00:13:31.480 --> 00:13:34.100]   Listen, let me say it again.
[00:13:34.100 --> 00:13:38.140]   There's sex as God intended in marriage
[00:13:38.140 --> 00:13:41.940]   between a man and a woman, committed to each other for life.
[00:13:41.940 --> 00:13:45.400]   And we say, hey, I wanna experience that before that
[00:13:45.400 --> 00:13:47.520]   or in some other way.
[00:13:47.520 --> 00:13:49.740]   So we start to experience that and pursue that.
[00:13:49.740 --> 00:13:52.280]   We begin to feed that monster and that monster grows,
[00:13:52.280 --> 00:13:55.820]   and then all of the sudden, that's not available to us.
[00:13:55.820 --> 00:13:56.840]   You know why?
[00:13:56.840 --> 00:13:59.040]   Because now we don't want love and intimacy.
[00:13:59.040 --> 00:14:01.280]   We want sex.
[00:14:01.280 --> 00:14:02.400]   We want pleasure.
[00:14:02.400 --> 00:14:03.400]   We want release.
[00:14:03.400 --> 00:14:06.380]   And that's different than love and intimacy.
[00:14:06.380 --> 00:14:09.980]   In fact, we don't even know how to have love and intimacy
[00:14:09.980 --> 00:14:13.820]   because we've become addicted to the monster within
[00:14:13.820 --> 00:14:15.680]   that which is just sex.
[00:14:15.680 --> 00:14:17.900]   Do you see that?
[00:14:17.900 --> 00:14:20.200]   God loves you.
[00:14:20.200 --> 00:14:22.440]   He's not trying to withhold something from you.
[00:14:22.440 --> 00:14:25.200]   He's trying to give you something greater,
[00:14:26.180 --> 00:14:30.680]   something better than what you think it is that you want.
[00:14:30.680 --> 00:14:33.440]   And so you want sex.
[00:14:33.440 --> 00:14:36.600]   The world says, hey, there's all kinds of sex.
[00:14:36.600 --> 00:14:38.440]   You can have any kind of sex you want.
[00:14:38.440 --> 00:14:41.140]   Satan says, yeah, you should have sex.
[00:14:41.140 --> 00:14:44.120]   But it all started with you want sex.
[00:14:44.120 --> 00:14:47.940]   Now, maybe that's not what you want,
[00:14:47.940 --> 00:14:49.900]   and so insert your sin struggle, right?
[00:14:49.900 --> 00:14:52.880]   Maybe it's like, no, I don't want sex.
[00:14:52.880 --> 00:14:54.380]   I want a purse.
[00:14:55.320 --> 00:14:57.520]   Okay, I want Tory Burch, all right?
[00:14:57.520 --> 00:14:59.000]   And so you're like, I know what it is.
[00:14:59.000 --> 00:15:00.120]   No, it matches my shoes.
[00:15:00.120 --> 00:15:01.480]   It's gonna be awesome.
[00:15:01.480 --> 00:15:04.880]   And this is gonna be the ultimate end all, be all.
[00:15:04.880 --> 00:15:06.000]   I just want this.
[00:15:06.000 --> 00:15:07.560]   And then all of a sudden you open your closet
[00:15:07.560 --> 00:15:09.440]   and you realize it's full of purses
[00:15:09.440 --> 00:15:10.380]   that didn't fill that void.
[00:15:10.380 --> 00:15:13.240]   But this one Tory Burch, this is gonna be the deal.
[00:15:13.240 --> 00:15:15.280]   This is gonna be the game changer.
[00:15:15.280 --> 00:15:16.800]   And it won't be.
[00:15:16.800 --> 00:15:18.480]   And you just feed that monster.
[00:15:18.480 --> 00:15:21.960]   It's like, okay, it's the party.
[00:15:22.920 --> 00:15:26.160]   Dude, I just love just kind of, man, just getting loose,
[00:15:26.160 --> 00:15:28.140]   just feeling relaxed.
[00:15:28.140 --> 00:15:31.040]   Couple shots of Patron.
[00:15:31.040 --> 00:15:34.400]   Then a couple shots of Patron don't do it anymore.
[00:15:34.400 --> 00:15:36.360]   I need something out of a little Xanax.
[00:15:36.360 --> 00:15:40.380]   Maybe a line or two.
[00:15:40.380 --> 00:15:43.040]   I need something more.
[00:15:43.040 --> 00:15:44.480]   I gotta fill that void more.
[00:15:44.480 --> 00:15:46.080]   And you're chasing that thing.
[00:15:46.080 --> 00:15:47.420]   And God says, no, man.
[00:15:47.420 --> 00:15:51.860]   You have never felt the goodness
[00:15:51.860 --> 00:15:54.360]   of being in an intimate relationship with me.
[00:15:54.360 --> 00:15:56.240]   It's greater than Coke.
[00:15:56.240 --> 00:15:57.760]   It's greater than Patron.
[00:15:57.760 --> 00:16:00.240]   It's greater than a couple tabs.
[00:16:00.240 --> 00:16:03.840]   It's greater than anything you could pursue in the world.
[00:16:03.840 --> 00:16:06.280]   I'm literally out of the world.
[00:16:06.280 --> 00:16:13.040]   This is what he's telling us here.
[00:16:13.040 --> 00:16:15.960]   But once you partake your desires for that perversion grows
[00:16:15.960 --> 00:16:18.300]   and you feed that perversion and the perversion grows
[00:16:18.300 --> 00:16:20.440]   and you get stuck in this cycle
[00:16:20.440 --> 00:16:23.180]   and sexual perversions or any kind of sinful perversions
[00:16:23.180 --> 00:16:25.900]   are real and they grow when they're fed.
[00:16:25.900 --> 00:16:27.720]   That's the lie of one last time.
[00:16:27.720 --> 00:16:29.660]   When you feed it one more time, it gets bigger.
[00:16:29.660 --> 00:16:32.100]   So the next time it's actually more difficult
[00:16:32.100 --> 00:16:34.040]   to abstain from that.
[00:16:34.040 --> 00:16:38.500]   Whether it's being addicted to cocaine
[00:16:38.500 --> 00:16:40.740]   or addicted to negative attention from men.
[00:16:40.740 --> 00:16:41.780]   It could be any of that thing.
[00:16:41.780 --> 00:16:43.820]   I want attention from guys and I realize
[00:16:43.820 --> 00:16:46.500]   when I wear my shirt low, they give me attention.
[00:16:46.500 --> 00:16:47.900]   And so I'll just wear it lower and lower.
[00:16:47.900 --> 00:16:49.500]   And then all of a sudden I'm doing something
[00:16:49.500 --> 00:16:51.980]   that I promised I never would do.
[00:16:51.980 --> 00:16:54.760]   Because I'm an addict of attention from men.
[00:16:54.760 --> 00:16:56.260]   I fed the monster.
[00:16:56.260 --> 00:16:59.440]   And so what can we do?
[00:16:59.440 --> 00:17:00.960]   Where's the hope?
[00:17:00.960 --> 00:17:03.740]   We carry our worst enemies within us, Spurgeon said.
[00:17:03.740 --> 00:17:05.440]   So what is it that we need to do
[00:17:05.440 --> 00:17:07.040]   if we become friends with the monster?
[00:17:07.040 --> 00:17:10.040]   Eminem actually knows the answer.
[00:17:10.040 --> 00:17:11.300]   He articulates it very well.
[00:17:11.300 --> 00:17:13.760]   Let me give it to you.
[00:17:13.760 --> 00:17:16.400]   I think it went wandering off down yonder
[00:17:16.400 --> 00:17:18.380]   and stumbled onto Jeff Van Vonderen.
[00:17:18.380 --> 00:17:20.920]   Does anybody know who that is, Jeff Van Vonderen?
[00:17:20.920 --> 00:17:25.080]   He's the host of the reality show on A&E, The Intervention.
[00:17:25.080 --> 00:17:26.580]   Eminem's a genius.
[00:17:26.580 --> 00:17:30.280]   And I stumbled onto Jeff Van Vonderen
[00:17:30.280 --> 00:17:32.060]   'cause I need an interventionist
[00:17:32.060 --> 00:17:34.580]   to intervene between me and this monster
[00:17:34.580 --> 00:17:38.340]   and save me from myself and all this conflict
[00:17:38.340 --> 00:17:40.720]   'cause the very thing that I love's killing me
[00:17:40.720 --> 00:17:42.000]   and I can't conquer it.
[00:17:42.000 --> 00:17:45.300]   My OCD's conking me in the head, keep knocking.
