
[00:00:00.000 --> 00:00:01.000]   Hello, friends.
[00:02:06.120 --> 00:02:11.640]   Disney doesn't show you what happens after the kiss.
[00:02:11.640 --> 00:02:12.640]   Because Disney is just a fairy tale.
[00:02:12.640 --> 00:02:14.880]   It's just a story.
[00:02:14.880 --> 00:02:17.160]   But this isn't a fairy tale.
[00:02:17.160 --> 00:02:20.920]   And so this love story is a real story.
[00:02:20.920 --> 00:02:22.880]   People have said for a long time, every wedding is happy.
[00:02:22.880 --> 00:02:26.200]   It's the living together afterwards that causes the trouble.
[00:02:26.200 --> 00:02:27.200]   Right?
[00:02:27.200 --> 00:02:29.280]   One guy walked up and said, "Hey, I wanted the ideal.
[00:02:29.280 --> 00:02:30.280]   I got an ordeal.
[00:02:30.280 --> 00:02:31.280]   And now I want a new deal."
[00:02:31.280 --> 00:02:32.280]   Right?
[00:02:32.280 --> 00:02:34.760]   There's the engagement ring, the wedding ring, and the suffering.
[00:02:34.760 --> 00:02:37.480]   I mean, these things are all over the place.
[00:02:37.480 --> 00:02:39.720]   And so people are like, "Hey, what's going on?"
[00:02:39.720 --> 00:02:44.320]   What I'm going to show you is this book that God gives us that talks about the basis of
[00:02:44.320 --> 00:02:48.600]   relationships, what should be ultimately the source of your attraction, how you go about
[00:02:48.600 --> 00:02:56.240]   evaluating the potential life mate that you might have, what God delights in, in the context
[00:02:56.240 --> 00:02:59.480]   of a healthy relationship where we freely give ourselves to one another.
[00:02:59.480 --> 00:03:01.160]   Sex is God's idea.
[00:03:01.160 --> 00:03:03.340]   He is kind.
[00:03:03.340 --> 00:03:05.960]   And he's just telling you how to use this amazing gift.
[00:03:05.960 --> 00:03:09.960]   He's now going to tell you what to do when you get involved in a relationship and it's
[00:03:09.960 --> 00:03:10.960]   not all about the honeymoon.
[00:03:10.960 --> 00:03:14.320]   But let's just go back just for a second to the honeymoon.
[00:03:14.320 --> 00:03:17.080]   I'd encourage you to go back and catch those last three weeks if you're just diving in
[00:03:17.080 --> 00:03:18.080]   with us.
[00:03:18.080 --> 00:03:23.000]   But before we dive into this next section, which by the way, this should tell you something.
[00:03:23.000 --> 00:03:26.880]   You get one chapter on attraction, you get one chapter on courtship or dating, and you
[00:03:26.880 --> 00:03:33.040]   get about a chapter and a half on sex, but you get two chapters on conflict.
[00:03:33.040 --> 00:03:38.960]   About 25% of this book deals with relational discord.
[00:03:38.960 --> 00:03:41.840]   Why is that?
[00:03:41.840 --> 00:03:44.600]   Because life is filled with conflict.
[00:03:44.600 --> 00:03:48.700]   I'm going to tell you, conflict is an opportunity.
[00:03:48.700 --> 00:03:52.180]   It's an opportunity to glorify God, to serve others, and to grow yourself.
[00:03:52.180 --> 00:03:55.840]   It's an amazing gift to be able to work through conflict.
[00:03:55.840 --> 00:03:59.680]   In fact, if you look at people who study marriages and human relationships, they will tell you
[00:03:59.680 --> 00:04:04.840]   that the number one predictor of marital failure is the habitual avoidance of conflict.
[00:04:04.840 --> 00:04:10.400]   Some of you guys, when you get in conflict, you are what I would call peace fakers.
[00:04:10.400 --> 00:04:11.400]   You do all that you can.
[00:04:11.400 --> 00:04:17.400]   You kind of withdraw, and you just kind of make peace, and you don't deal with the real
[00:04:17.400 --> 00:04:18.920]   issues that are there before you.
[00:04:18.920 --> 00:04:21.960]   That's not the way that God calls you to go.
[00:04:21.960 --> 00:04:22.960]   Some are peace breakers.
[00:04:22.960 --> 00:04:26.400]   You know, you come at me, I'm going to come back at you twice as hard.
[00:04:26.400 --> 00:04:27.820]   You're peace breakers.
[00:04:27.820 --> 00:04:28.820]   You escalate.
[00:04:28.820 --> 00:04:29.820]   You don't withdraw.
[00:04:29.820 --> 00:04:36.780]   In fact, we tell couples all the time, "Listen, there are four basic things that people do
[00:04:36.780 --> 00:04:37.780]   in the midst of conflict."
[00:04:37.780 --> 00:04:40.900]   What we kind of do to help ourselves remember is we say, "Don't be a weenie.
[00:04:40.900 --> 00:04:41.900]   Deal with conflict biblically."
[00:04:41.900 --> 00:04:42.900]   What do most folks do?
[00:04:42.900 --> 00:04:43.900]   They withdraw.
[00:04:43.900 --> 00:04:44.900]   They're peace fakers.
[00:04:44.900 --> 00:04:45.900]   They escalate.
[00:04:45.900 --> 00:04:46.900]   They're peace breakers.
[00:04:46.900 --> 00:04:50.380]   They negatively interpret that the reason that there's a problem is because they've been
[00:04:50.380 --> 00:04:55.220]   so convinced and so battered and bruised throughout a lot of relationships, they're going to always
[00:04:55.220 --> 00:04:56.420]   look for trouble that's coming.
[00:04:56.420 --> 00:05:01.540]   And so they're going to negatively interpret every action and every even movement maybe
[00:05:01.540 --> 00:05:06.500]   towards reconciliation, or they're just going to invalidate another person's feelings.
[00:05:06.500 --> 00:05:07.980]   Those are things you don't want to do in conflict.
[00:05:07.980 --> 00:05:13.040]   I'm going to show you what to do in conflict from Song of Solomon.
[00:05:13.040 --> 00:05:16.980]   And God has your best interest in mind.
[00:05:16.980 --> 00:05:22.500]   And so he's given us a record of this amazing love story, but real love is real.
[00:05:22.500 --> 00:05:25.700]   It's not pretend.
[00:05:25.700 --> 00:05:26.700]   Love is reality.
[00:05:26.700 --> 00:05:27.700]   Lust is confusion.
[00:05:27.700 --> 00:05:31.380]   Only in the midst of passion is there any confusion.
[00:05:31.380 --> 00:05:36.140]   Some of you guys are convinced that you love somebody because you're moving towards intimacy.
[00:05:36.140 --> 00:05:40.460]   In fact, you're not having a real relationship where you're getting to know one another because
[00:05:40.460 --> 00:05:47.200]   you're distracted by the strong pull of sexual intimacy.
[00:05:47.200 --> 00:05:52.860]   And just like when somebody gets addicted to alcohol or certain chemicals, abuses, and
[00:05:52.860 --> 00:05:54.860]   they stop maturing, that's just a fact, right?
[00:05:54.860 --> 00:06:01.180]   But if somebody gets addicted in their teen years and the way they deal with life's hurts
[00:06:01.180 --> 00:06:08.340]   and hangups and problems is by escaping into a false reality, you're going to see that
[00:06:08.340 --> 00:06:09.500]   they don't mature.
[00:06:09.500 --> 00:06:14.260]   And when they finally sober up around 28 or 30, or when they are between binges, you're
[00:06:14.260 --> 00:06:15.620]   going to find they're just like a child.
[00:06:15.620 --> 00:06:16.620]   They throw tantrums.
[00:06:16.620 --> 00:06:21.580]   They're a 28-year-old chronologically, but they're still a 16-year-old in the way that
[00:06:21.580 --> 00:06:27.020]   they go through human relationships because they didn't face those relationships with
[00:06:27.020 --> 00:06:31.340]   the natural maturing process that God uses as we go through various trials.
[00:06:31.340 --> 00:06:37.500]   When you escape with them with a false enablement, when you numb yourself to pain, instead of
[00:06:37.500 --> 00:06:41.860]   dealing with it, you don't grow to the full measure of a man or woman you should be.
[00:06:41.860 --> 00:06:44.500]   Sex is like that in a relationship.
[00:06:44.500 --> 00:06:45.860]   It's just a fact.
[00:06:45.860 --> 00:06:52.140]   If you live in the context of a honeymoon without commitment and covenant, you're going
[00:06:52.140 --> 00:06:54.500]   to have one or two things happen.
[00:06:54.500 --> 00:06:58.780]   Premarital sex will keep you in a bad relationship longer than you should be in there, or it's
[00:06:58.780 --> 00:07:01.420]   going to be a source of guilt and shame, and it's going to drive you out of what could
[00:07:01.420 --> 00:07:05.940]   have been a potentially great relationship before its time.
[00:07:05.940 --> 00:07:06.940]   Love is reality, man.
[00:07:06.940 --> 00:07:09.140]   Lust is confusion.
[00:07:09.140 --> 00:07:10.140]   Lust is illusion.
[00:07:10.140 --> 00:07:13.980]   And only in the midst of any kind of passion is there any confusion about what it is.
[00:07:13.980 --> 00:07:19.500]   I'm going to talk to you about the primary problem with premarital sex tonight in the
[00:07:19.500 --> 00:07:24.460]   context of talking about conflict.
[00:07:24.460 --> 00:07:29.420]   Before we get there, though, I just want to remind you of the kindness of God.
[00:07:29.420 --> 00:07:31.900]   We're not selling anything with you here, okay?
[00:07:31.900 --> 00:07:35.620]   We don't get any commission for your conversion.
[00:07:35.620 --> 00:07:39.380]   What we're trying to do is share with you, though, the kindness of God.
[00:07:39.380 --> 00:07:44.180]   We are one beggar who has found bread, and we're telling other beggars where they might
[00:07:44.180 --> 00:07:47.900]   find the satisfaction that we have found.
[00:07:47.900 --> 00:07:50.860]   And so we're just letting you know about the goodness of God.
[00:07:50.860 --> 00:07:53.180]   It's the blessing of the Lord that makes rich.
[00:07:53.180 --> 00:07:54.180]   And watch this.
[00:07:54.180 --> 00:07:56.820]   He adds no sorrow to it.
[00:07:56.820 --> 00:08:04.940]   What the enemy always wants you to do is to focus not on the result of your sin, but on
[00:08:04.940 --> 00:08:07.260]   the initial sweetness of it.
[00:08:07.260 --> 00:08:09.020]   But the Lord's not like that.
[00:08:09.020 --> 00:08:12.860]   It's the blessing of the Lord that makes your life full of what you want your life to be
[00:08:12.860 --> 00:08:15.260]   full of, and he adds no sorrow to it.
[00:08:15.260 --> 00:08:17.500]   There's no aftertaste, no bitterness.
[00:08:17.500 --> 00:08:18.500]   Watch this.
[00:08:18.500 --> 00:08:26.380]   Let me just compare and contrast God's version of sex and maybe the version of sex that way
[00:08:26.380 --> 00:08:30.620]   too many of you guys have already experienced.
[00:08:30.620 --> 00:08:31.620]   Look at this.
[00:08:31.620 --> 00:08:35.940]   We ended the honeymoon last week in Song of Solomon in chapter 5, verse 1.
[00:08:35.940 --> 00:08:36.940]   This is what it says.
[00:08:36.940 --> 00:08:44.460]   At the very end of this coming together, you have the lover, the male, say, "I've come
[00:08:44.460 --> 00:08:46.980]   into my garden, my sister, my bride.
[00:08:46.980 --> 00:08:49.500]   I've gathered my myrrh along with my balsam.
[00:08:49.500 --> 00:08:51.220]   I've eaten my honeycomb and my honey."
[00:08:51.220 --> 00:08:59.460]   That's a very intimate description of a rather in-depth pleasuring with a woman.
[00:08:59.460 --> 00:09:02.620]   "I have drunk my wine and my milk."
[00:09:02.620 --> 00:09:07.540]   And then there is this little injection right here, and there's a lot of debate amongst
[00:09:07.540 --> 00:09:12.780]   scholars about who it might be, but I believe the easiest and best explanation of this is
[00:09:12.780 --> 00:09:20.380]   the Creator God who's been observing this covenant love expressed in the context of
[00:09:20.380 --> 00:09:21.820]   oneness between a man and a woman.
[00:09:21.820 --> 00:09:24.700]   I think it's God, and he just says, "Eat, friends.
[00:09:24.700 --> 00:09:27.060]   Drink and imbibe deeply."
[00:09:27.060 --> 00:09:29.300]   I mean, the word "drink" there means drink for pleasure.
[00:09:29.300 --> 00:09:32.580]   "Imbibe" means take it all the way in.
[00:09:32.580 --> 00:09:38.940]   And there's a lot of delights in that.
[00:09:38.940 --> 00:09:43.900]   I do this thing called Real Truth Real Quick, and one of the questions I asked one week
[00:09:43.900 --> 00:09:47.420]   because it had been emailed in, which is where we get our questions, is somebody just said,
[00:09:47.420 --> 00:09:49.380]   "Man, will we have sex in heaven?
[00:09:49.380 --> 00:09:52.020]   Will we have sex in heaven?"
[00:09:52.020 --> 00:09:57.580]   And I don't want to just be a buzzkill to you, okay, but there's no indication that
[00:09:57.580 --> 00:09:59.980]   the answer is yes.
[00:09:59.980 --> 00:10:01.260]   Let me give you a little taste of why.
[00:10:01.260 --> 00:10:02.660]   By the way, you're like, "What?"
[00:10:02.660 --> 00:10:03.660]   Right?
[00:10:03.660 --> 00:10:04.660]   Like, "What?
[00:10:04.660 --> 00:10:05.660]   Let's go.
[00:10:05.660 --> 00:10:06.660]   Let's figure it out."
[00:10:06.660 --> 00:10:07.660]   Right?
[00:10:07.660 --> 00:10:12.500]   I can remember when I was single, all right, and by the grace of God, all right, I hung
[00:10:12.500 --> 00:10:13.500]   on.
[00:10:13.500 --> 00:10:18.740]   I came to know Christ late in my teen years, and I came to believe that God's way was the
[00:10:18.740 --> 00:10:22.660]   right and the good way, and he and his kindness preserved me.
[00:10:22.660 --> 00:10:26.180]   But I can remember there were some times in my early 20s.
[00:10:26.180 --> 00:10:29.700]   I got married when I was 28, and I can remember there were some times I was thinking, "Man,
[00:10:29.700 --> 00:10:33.220]   you know, there's always these crazy people that are putting a date on the return of Jesus,"
[00:10:33.220 --> 00:10:34.220]   right?
[00:10:34.220 --> 00:10:35.220]   And so I was like, "All right, man.
[00:10:35.220 --> 00:10:38.020]   You know, like, if the Lord's coming back, like, next Thursday, and they're as sure as
[00:10:38.020 --> 00:10:42.380]   that as they say they are, I'm just going to marry, you know, the closest thing I can
[00:10:42.380 --> 00:10:48.860]   to pretty, because I'm not going to heaven where there may not be sex without tasting
[00:10:48.860 --> 00:10:50.260]   that."
[00:10:50.260 --> 00:10:51.260]   And you know what?
[00:10:51.260 --> 00:10:52.260]   It's kind of so funny.
[00:10:52.260 --> 00:10:53.260]   Here's the way I would say it to you.
[00:10:53.260 --> 00:10:57.820]   It's kind of like the thing I would tell you about that idea is I don't expect you or
[00:10:57.820 --> 00:11:01.820]   I, I mean, we see the scriptures as right now through a mirror dimly.
[00:11:01.820 --> 00:11:06.500]   Like we can't imagine, like, when you ask a pagan, "Hey, what's heaven like?"
[00:11:06.500 --> 00:11:07.500]   They'll say, "I don't know.
[00:11:07.500 --> 00:11:09.740]   It's like you get 70 virgins."
[00:11:09.740 --> 00:11:15.140]   Ever heard anybody say that?
[00:11:15.140 --> 00:11:21.620]   If you serve Allawel, then your reward will be you'll get 70 chicks that have never been
[00:11:21.620 --> 00:11:23.540]   with another guy, and they're like yours forever.
[00:11:24.540 --> 00:11:25.940]   Or you ever heard somebody say this?
[00:11:25.940 --> 00:11:32.620]   Like, you'll be a god, and you'll get to populate a planet with multiple wives.
[00:11:32.620 --> 00:11:35.780]   Pagan ideology and theology.
[00:11:35.780 --> 00:11:42.860]   And when you have to place something that is outside of the very nature and the goodness
[00:11:42.860 --> 00:11:47.260]   of God into your heaven, what you're really doing is exposing that your god isn't all
[00:11:47.260 --> 00:11:53.080]   that a true god should be, which is all satisfying.
[00:11:53.080 --> 00:11:59.340]   There is nothing that God gives you that you need to give you complete satisfaction and
[00:11:59.340 --> 00:12:00.860]   joy besides him.
[00:12:00.860 --> 00:12:03.700]   That's why the psalmist gets a real good glimpse of who God is.
[00:12:03.700 --> 00:12:08.020]   He says, "There is nothing in heaven on all of earth that I desire besides you.
[00:12:08.020 --> 00:12:10.700]   In fact, all things become shadows in the light of you."
[00:12:10.700 --> 00:12:12.460]   But right now, we're just children, right?
[00:12:12.460 --> 00:12:14.620]   We're living in an age where we see dimly.
[00:12:14.620 --> 00:12:16.500]   We can't even imagine the goodness of God.
[00:12:16.500 --> 00:12:17.620]   We get glimpses of him.
[00:12:17.620 --> 00:12:18.620]   We preach about him.
[00:12:18.620 --> 00:12:19.620]   We hear people preach about him.
[00:12:19.620 --> 00:12:20.620]   We sing songs about him.
[00:12:20.620 --> 00:12:24.540]   Like, he's a miracle way maker and he's kind and he's all these things.
[00:12:24.540 --> 00:12:25.540]   But I'm like, "I don't know.
[00:12:25.540 --> 00:12:26.540]   I don't know sex."
[00:12:26.540 --> 00:12:34.100]   And it's kind of like when you ask your five-year-old self, right?
[00:12:34.100 --> 00:12:38.340]   What would be the biggest blessing that your little five-year-old self would ever have?
[00:12:38.340 --> 00:12:40.340]   You'd be like, "Oh, I don't know.
[00:12:40.340 --> 00:12:45.080]   I mean, like I'd wake up and I'd get Skittles for breakfast and ice cream for lunch and
[00:12:45.080 --> 00:12:46.900]   whipped cream for dinner.
[00:12:46.900 --> 00:12:49.260]   And I'd get to go to Toys R Us and get whatever I wanted."
[00:12:49.260 --> 00:12:50.260]   Right?
[00:12:50.260 --> 00:12:53.620]   Now, isn't that what like a five-year-old would say?
[00:12:53.620 --> 00:12:58.140]   I mean, I get it, but how about if when you were 25, I stuck you with what you wanted
[00:12:58.140 --> 00:13:03.960]   when you were five years old and you get Skittles for breakfast and tomorrow you get ice cream
[00:13:03.960 --> 00:13:06.740]   for lunch and we'll give you whipped cream for dinner and you can go into Toys R Us,
[00:13:06.740 --> 00:13:10.260]   which is bankrupt, and get anything you want.
[00:13:10.260 --> 00:13:13.700]   And I'm just telling you, your view of God is bankrupt if you're like, "Man, I don't
[00:13:13.700 --> 00:13:15.980]   want nothing to do with God if I don't get sex in heaven."
[00:13:15.980 --> 00:13:18.460]   All right, so go listen to that real truth real quick.
[00:13:18.460 --> 00:13:21.500]   I developed that more in five or six minutes, okay?
[00:13:21.500 --> 00:13:24.780]   But I'm just going to tell you, God's not going to rip you off.
[00:13:24.780 --> 00:13:25.780]   Okay?
[00:13:25.780 --> 00:13:29.860]   And so when we finish the honeymoon right here in Romans, I mean Song of Solomon chapter
[00:13:29.860 --> 00:13:32.620]   five, we hear God saying, "Hey, have it all."
[00:13:32.620 --> 00:13:40.500]   By the way, the closest thing that we have to the picture of who God is on earth, right,
[00:13:40.500 --> 00:13:42.500]   when people describe, "What's God like?"
[00:13:42.500 --> 00:13:43.500]   We don't really know.
[00:13:43.500 --> 00:13:45.820]   But people do crazy stuff when they're trying to describe the Trinity.
[00:13:45.820 --> 00:13:46.820]   They go, "I don't know.
[00:13:46.820 --> 00:13:51.620]   It's kind of like water, you know, like H2O, two parts hydrogen and one part's oxygen.
[00:13:51.620 --> 00:13:57.220]   It's kind of like water is sometimes a liquid at room temperature, sometimes below freezing
[00:13:57.220 --> 00:14:01.700]   it's a solid, it's ice, and sometimes when it's really hot, like below boiling, you know,
[00:14:01.700 --> 00:14:02.700]   it's steam."
[00:14:02.700 --> 00:14:03.700]   And God's kind of like that.
[00:14:03.700 --> 00:14:05.260]   That's called modalism.
[00:14:05.260 --> 00:14:07.840]   It's heresy.
[00:14:07.840 --> 00:14:15.380]   God doesn't morph into the Father, Son, or Holy Spirit depending on the climate.
[00:14:15.380 --> 00:14:22.640]   He is eternally dwelt in the person of the Son and the Father and the Spirit.
[00:14:22.640 --> 00:14:25.720]   And God says, "You want to know, he's the closest thing to what I'm like.
[00:14:25.720 --> 00:14:33.500]   It's when a man and woman without sin become one."
[00:14:33.500 --> 00:14:38.140]   And there is still, watch this, there's still distinction.
[00:14:38.140 --> 00:14:43.200]   In other words, man never stops being man and woman never stops being woman.
[00:14:43.200 --> 00:14:44.200]   There's equality.
[00:14:44.200 --> 00:14:47.120]   Okay, man is made in the image of God.
[00:14:47.120 --> 00:14:50.040]   Woman is made in the image of God.
[00:14:50.040 --> 00:14:52.560]   And there's also subordination.
[00:14:52.560 --> 00:14:54.920]   There's headship and there's subjection.
[00:14:54.920 --> 00:14:55.920]   But watch this.
[00:14:55.920 --> 00:14:57.840]   Pay careful attention, gals.
[00:14:57.840 --> 00:15:02.300]   The headship is headship that does nothing from selfishness or empty conceit with humility
[00:15:02.300 --> 00:15:05.440]   of mind considers the woman is more important than itself.
[00:15:05.440 --> 00:15:09.160]   It doesn't really look out for its own personal interests, but especially lifts up that other
[00:15:09.160 --> 00:15:14.760]   one and has in itself the same attitude as Jesus who said, "Not my will, but the Father's
[00:15:14.760 --> 00:15:15.760]   be done."
[00:15:15.760 --> 00:15:16.760]   The Father said, "This is my Son.
[00:15:16.760 --> 00:15:17.760]   Listen to him.
[00:15:17.760 --> 00:15:21.160]   There's no other name in heaven on earth that's going to be more exalted than Jesus."
[00:15:21.160 --> 00:15:25.660]   And the Spirit says that he's going to remind you of Christ and exalt Christ.
[00:15:25.660 --> 00:15:28.520]   And Jesus says, "When I leave, it's going to be better for you because the Spirit's
[00:15:28.520 --> 00:15:29.520]   going to come."
[00:15:29.520 --> 00:15:36.580]   And what you get inside the Trinity is this mutually submissive, exalting, equal in dignity
[00:15:36.580 --> 00:15:37.580]   relationship.
[00:15:37.580 --> 00:15:44.200]   Girls, the guy you dream of is not like you.
[00:15:44.200 --> 00:15:46.240]   And he doesn't even just like you.
[00:15:46.240 --> 00:15:53.800]   He loves you and he puts aside his interest to cherish you, to honor you, to protect you,
[00:15:53.800 --> 00:15:59.500]   to provide you, provide for you and care for you.
[00:15:59.500 --> 00:16:03.340]   That's the kind of guy you dream of, not some passive, submissive guy that you can control
[00:16:03.340 --> 00:16:05.720]   and jerk around.
[00:16:05.720 --> 00:16:12.540]   And you certainly don't dream of a jerk who whenever he's around you does whatever he
[00:16:12.540 --> 00:16:14.720]   wants to do for his own delight.
[00:16:14.720 --> 00:16:19.720]   No, what you're dreaming of is the kind of relationship, and this is what God says, "Ah,
[00:16:19.720 --> 00:16:24.260]   there's no perfect picture of who I am on earth, but the closest is when you get two
[00:16:24.260 --> 00:16:31.360]   distinct individuals that are equal in glory and dignity and have different strengths and
[00:16:31.360 --> 00:16:41.360]   values and abilities and roles, but they are mutually submissive to one another in love.
[00:16:41.360 --> 00:16:49.320]   And when they come together, there is more delight than any other fleeting thing on earth."
[00:16:49.320 --> 00:17:00.240]   Listen, doesn't it make a little sense to you if God is God, that intimacy with him
[00:17:00.240 --> 00:17:05.640]   is better than just an orgasm, than a moment?
[00:17:05.640 --> 00:17:12.800]   Man, he better be, or your God's too small.
[00:17:12.800 --> 00:17:17.560]   And I get it, he's not mad at you that right now you can't imagine 25-year-old life if
[00:17:17.560 --> 00:17:20.560]   you're a five-year-old without ice cream, but I'm telling you there's something better,
[00:17:20.560 --> 00:17:21.560]   something's coming.
[00:17:21.560 --> 00:17:23.120]   God's told us that.
[00:17:23.120 --> 00:17:28.360]   So you're not getting ripped off when you think about what may not be in heaven because
[00:17:28.360 --> 00:17:32.720]   what's in heaven is God, and you will fully know him as you're fully known.
[00:17:32.720 --> 00:17:33.720]   Now watch this.
[00:17:33.720 --> 00:17:39.000]   As you think about God, though, giving you delight in the context of the kind of relationship
[00:17:39.000 --> 00:17:42.440]   that he intends for a man informed by the love of God, you're going to see the man in
[00:17:42.440 --> 00:17:47.400]   this relationship that we just celebrated last week at the very end of all through chapter
[00:17:47.400 --> 00:17:54.120]   four, in the very one verse in chapter five, is a man informed by a love that should make
[00:17:54.120 --> 00:17:57.480]   you think of Jesus, should make you think of God the Father.
[00:17:57.480 --> 00:18:05.000]   And you're going to see that worked out beautifully in this focus on conflict that we're going
[00:18:05.000 --> 00:18:12.920]   to be on this week, but when you get a man who is spirit-filled and God-surrendered and
[00:18:12.920 --> 00:18:20.120]   who is spiritually appraised and a woman who is spirit-filled and loves and wisely chooses
[00:18:20.120 --> 00:18:24.440]   to yoke herself to somebody who knows the kindness and love of God, who has himself
[00:18:24.440 --> 00:18:29.160]   been forgiven so he forgives, who has self-received grace so he extends grace, and that woman
[00:18:29.160 --> 00:18:35.940]   understands that to be subject to God's order is not going to cause sorrow but a blessing,
[00:18:35.940 --> 00:18:42.280]   and they come together in mutual submission and selflessness and recklessness and service,
[00:18:42.280 --> 00:18:46.200]   it ends in, "Oh, man!"
[00:18:46.200 --> 00:18:48.640]   And God delights in that.
[00:18:48.640 --> 00:18:51.120]   But let me just show you human sex.
[00:18:51.120 --> 00:18:53.160]   I mean, earthly sex, right?
[00:18:53.160 --> 00:18:56.160]   And so to do that, I'm going to take you just very quickly to Proverbs 7.
[00:18:56.160 --> 00:19:05.160]   So I'm going to contrast where we ended last week with what the world is offering you.
[00:19:05.160 --> 00:19:13.120]   This is another man that comes with a woman to a place of great intimacy, and in Proverbs
[00:19:13.120 --> 00:19:19.440]   7, verse 21, it says this woman, "With her many persuasions, she entices him.
[00:19:19.440 --> 00:19:21.680]   With her flattering lips, she seduces him."
[00:19:21.680 --> 00:19:25.520]   Suddenly, though, watch this, "You're not going to find next.
[00:19:25.520 --> 00:19:26.680]   Drink deeply.
[00:19:26.680 --> 00:19:28.280]   There's nothing but warning."
[00:19:28.280 --> 00:19:32.280]   Careful, careful, don't be seduced by the promise of fleeting pleasure because it's
[00:19:32.280 --> 00:19:33.880]   not the pleasure I designed.
[00:19:33.880 --> 00:19:37.240]   Don't try and get a God-given pleasure in a God-forbidden way.
[00:19:37.240 --> 00:19:46.480]   Don't meet a legitimate need in an illegitimate way because it's going to lead to death.
[00:19:46.480 --> 00:19:51.120]   I'm going to just insert right here before I just read what happens next, this illustration
[00:19:51.120 --> 00:19:55.480]   which is just so powerful to me.
[00:19:55.480 --> 00:20:04.120]   It's how Eskimos would deal with wolves that would come in and would be predatory to the
[00:20:04.120 --> 00:20:05.340]   region.
[00:20:05.340 --> 00:20:11.580]   What they would do is they would take a knife, a sharp blade, and they would have killed
[00:20:11.580 --> 00:20:15.480]   some livestock, and they will take that blade and they'll dip it in blood, and they will
[00:20:15.480 --> 00:20:21.440]   take that blade dipped in blood, and they will put it outside where it's cold, and that
[00:20:21.440 --> 00:20:22.440]   will freeze.
[00:20:22.440 --> 00:20:26.080]   Then they'll re-dip it in blood, and they'll let it freeze, and they'll re-dip it in blood,
[00:20:26.080 --> 00:20:29.080]   and let it freeze, and they'll re-dip it in blood, and let it freeze.
[00:20:29.080 --> 00:20:34.040]   Eventually, you've got this blood popsicle outside the blade, and then they will dip
[00:20:34.040 --> 00:20:35.880]   it in blood one more time.
[00:20:35.880 --> 00:20:44.920]   These wolves that have been marauding their dogs, and their children, and their provision,
