
[00:00:00.000 --> 00:00:02.340]   (drum roll)
[00:03:09.700 --> 00:03:11.420]   as a kind of a guy compliment to you
[00:03:11.420 --> 00:03:13.660]   because when a guy asks you if he can call you,
[00:03:13.660 --> 00:03:16.020]   what he's really asking you in guy code is,
[00:03:16.020 --> 00:03:18.100]   "Will you be willing to marry him?"
[00:03:18.100 --> 00:03:19.740]   (congregation laughing)
[00:03:19.740 --> 00:03:20.900]   Let me explain that.
[00:03:21.840 --> 00:03:24.020]   You see, your basic guy goes straight ahead,
[00:03:24.020 --> 00:03:26.140]   bottom line kind of thought process
[00:03:26.140 --> 00:03:27.780]   that does not really work as well
[00:03:27.780 --> 00:03:29.340]   with the infinitely subtle complexities
[00:03:29.340 --> 00:03:31.340]   of normal human relationships.
[00:03:31.340 --> 00:03:34.260]   So here's what the guy's thinking.
[00:03:34.260 --> 00:03:36.700]   If he calls you, you'll go out again
[00:03:36.700 --> 00:03:38.240]   and you'll probably have another great time,
[00:03:38.240 --> 00:03:40.140]   so you'll probably go out again and have another great time
[00:03:40.140 --> 00:03:41.940]   and so on until the only possible option will be
[00:03:41.940 --> 00:03:43.260]   that you will get married.
[00:03:43.260 --> 00:03:46.620]   This is classic guy logic.
[00:03:46.620 --> 00:03:49.240]   So when you say, "Sure," in your bright and cheery voice,
[00:03:49.240 --> 00:03:50.500]   you may think you're simply indicating
[00:03:50.500 --> 00:03:51.980]   your willingness to go out again,
[00:03:51.980 --> 00:03:53.260]   but as far as he is concerned,
[00:03:53.260 --> 00:03:55.140]   you're endorsing a lifetime commitment
[00:03:55.140 --> 00:03:56.940]   that he's quite frankly not ready to make
[00:03:56.940 --> 00:03:58.020]   after only one date.
[00:03:58.020 --> 00:04:03.140]   So he naturally decides he can never see you again
[00:04:03.140 --> 00:04:03.980]   at the risk.
[00:04:03.980 --> 00:04:10.220]   From that day forward, if he spots you in the street,
[00:04:10.220 --> 00:04:11.540]   he'll sprint in the opposite direction
[00:04:11.540 --> 00:04:14.380]   to avoid the grave risk that you might actually talk,
[00:04:14.380 --> 00:04:16.020]   which means you might actually have a good time,
[00:04:16.020 --> 00:04:17.620]   get a cup of coffee again,
[00:04:17.620 --> 00:04:19.120]   and start the whole process over
[00:04:19.120 --> 00:04:20.660]   where you're enjoying each other's company
[00:04:20.660 --> 00:04:21.820]   and then suddenly out of nowhere,
[00:04:21.820 --> 00:04:24.460]   JP will appear at your table and you'll get married.
[00:04:24.460 --> 00:04:30.860]   Now you might think this is crazy, right?
[00:04:30.860 --> 00:04:33.620]   Well, you guys are probably out there going,
[00:04:33.620 --> 00:04:35.740]   "That's exactly right."
[00:04:35.740 --> 00:04:40.740]   So my advice for single gals here tonight is this.
[00:04:40.740 --> 00:04:42.740]   If you're on a date with a guy and you like him
[00:04:42.740 --> 00:04:46.460]   and he asks you in a non-threatening way,
[00:04:46.460 --> 00:04:47.420]   can I give you a call again?
[00:04:47.420 --> 00:04:49.340]   Respond with a, "No."
[00:04:49.340 --> 00:04:53.840]   Or a rather disinterested, "I guess,
[00:04:53.840 --> 00:04:56.440]   "but bear in mind I am planning on becoming a nun."
[00:04:56.440 --> 00:05:02.160]   See, this will make him comfortable about seeing you again.
[00:05:02.160 --> 00:05:05.000]   And each time he'll get more courage
[00:05:05.000 --> 00:05:08.600]   to more closely approach you in a manner of a timid,
[00:05:08.600 --> 00:05:11.720]   maybe easily scared woodland creature like a chipmunk.
[00:05:11.720 --> 00:05:16.520]   And in a few years, if the two of you have a common interest
[00:05:16.520 --> 00:05:18.680]   and common personalities, you might reach the point
[00:05:18.680 --> 00:05:20.020]   where he'll be willing to take a big step
[00:05:20.020 --> 00:05:22.060]   like eating granola out of your hand
[00:05:22.060 --> 00:05:23.560]   or something like a chipmunk.
[00:05:23.560 --> 00:05:27.700]   So no matter how close you become, remember this.
[00:05:27.700 --> 00:05:29.020]   Do not pressure the guy to face
[00:05:29.020 --> 00:05:31.600]   his innermost sense of thoughts and feelings with you.
[00:05:31.600 --> 00:05:33.640]   Guys hate this and I'll tell you why.
[00:05:33.640 --> 00:05:36.020]   'Cause if you were to probe inside a guy's psyche,
[00:05:36.020 --> 00:05:37.900]   beneath that macho exterior and the endless dronings
[00:05:37.900 --> 00:05:40.580]   about things like the 2011 World Series,
[00:05:40.580 --> 00:05:43.260]   you would find down deep inside in his passion little heart,
[00:05:43.260 --> 00:05:47.440]   he has a deep felt interest in the 2011 World Series.
[00:05:47.440 --> 00:05:51.000]   [congregation laughing]
[00:05:51.000 --> 00:05:53.120]   So girls, you just need to understand.
[00:05:53.120 --> 00:05:54.880]   That's why you're not getting a call back.
[00:05:54.880 --> 00:05:57.000]   I've kept this, you guys might have heard this before.
[00:05:57.000 --> 00:06:00.280]   This one, this makes me laugh, you know,
[00:06:00.280 --> 00:06:04.320]   because it's continuing education courses for women.
[00:06:04.320 --> 00:06:07.480]   Written by obviously some bitter guy,
[00:06:07.480 --> 00:06:09.440]   but nonetheless, here they are.
[00:06:09.440 --> 00:06:10.640]   Here's a class for you.
[00:06:10.640 --> 00:06:12.920]   It's called Silence, The Final Frontier,
[00:06:12.920 --> 00:06:15.000]   Where No Woman Has Ever Gone Before.
[00:06:15.000 --> 00:06:18.420]   [congregation laughing]
[00:06:18.420 --> 00:06:22.280]   How's this one?
[00:06:22.280 --> 00:06:24.940]   It's called The Undiscovered Side of Banking,
[00:06:24.940 --> 00:06:27.460]   Making Deposits, it's a class for women.
[00:06:27.460 --> 00:06:33.400]   Here's one, Parties, How to Go Without a New Outfit.
[00:06:33.400 --> 00:06:37.520]   It's a class a lot of gals maybe need, all right?
[00:06:37.520 --> 00:06:39.200]   Here's a class, Man Management,
[00:06:39.200 --> 00:06:41.560]   Discover How Minor Household Chores Can Wait
[00:06:41.560 --> 00:06:43.560]   Until After the Game Is Over.
[00:06:43.560 --> 00:06:45.140]   That's for future reference.
[00:06:45.140 --> 00:06:49.900]   There are many.
[00:06:49.900 --> 00:06:52.520]   Later when you're married, you'll be one,
[00:06:52.520 --> 00:06:55.320]   the guy wants you to take a class called Cooking 101,
[00:06:55.320 --> 00:06:58.480]   Bringing Back Bacon, Eggs, and Butter, Cooking 102,
[00:06:58.480 --> 00:07:01.000]   Bran and Tofu Are Not for Human Consumption,
[00:07:01.000 --> 00:07:04.680]   and Cooking 103, How Not to Inflict Your Diets
[00:07:04.680 --> 00:07:05.520]   on Other People.
[00:07:05.520 --> 00:07:06.880]   [congregation laughing]
[00:07:06.880 --> 00:07:07.840]   I love that.
[00:07:07.840 --> 00:07:09.600]   So here's one, the girls responded, right?
[00:07:09.600 --> 00:07:11.240]   Well, here's some basic classes for men
[00:07:11.240 --> 00:07:13.880]   that men need to take, right, in continuing education.
[00:07:13.880 --> 00:07:18.640]   Introduction to Common Household Objects, number one,
[00:07:18.640 --> 00:07:19.480]   the mop.
[00:07:19.480 --> 00:07:22.200]   [congregation laughing]
[00:07:22.200 --> 00:07:25.640]   Introduction to Common Household Objects 102, the sponge.
[00:07:25.640 --> 00:07:31.160]   Refrigerator Forensics, Identifying and Removing the Dead.
[00:07:31.160 --> 00:07:32.000]   [congregation laughing]
[00:07:32.000 --> 00:07:32.820]   That's a good one.
[00:07:32.820 --> 00:07:38.200]   Here's one, Design Pattern or Splatter Stain
[00:07:38.200 --> 00:07:39.220]   on the Linoleum.
[00:07:39.220 --> 00:07:41.320]   You can tell the difference.
[00:07:41.320 --> 00:07:44.600]   [congregation laughing]
[00:07:44.600 --> 00:07:49.600]   Accepting Loss 101, if it's empty, you can throw it away.
[00:07:49.600 --> 00:07:54.280]   Accepting Loss 102, if the milk expired three weeks ago,
[00:07:54.280 --> 00:07:57.400]   keeping it in the refrigerator won't bring it back.
[00:07:57.400 --> 00:07:58.240]   Get it out of there.
[00:07:58.240 --> 00:08:01.700]   [congregation laughing]
[00:08:01.700 --> 00:08:04.040]   Knowing the Limitations of Your Kitchenware.
[00:08:04.040 --> 00:08:05.960]   No, the dishes won't wash themselves,
[00:08:05.960 --> 00:08:07.320]   and it goes on and on.
[00:08:07.320 --> 00:08:09.380]   If you're around the opposite sex very much,
[00:08:09.380 --> 00:08:11.700]   you'll learn that there is some unique differences about us,
[00:08:11.700 --> 00:08:13.260]   and they're not just in those kind of silly things
[00:08:13.260 --> 00:08:15.220]   that I'm reading right there.
[00:08:15.220 --> 00:08:17.100]   Now, I'll take you all the way back
[00:08:17.100 --> 00:08:21.340]   to a guy that when God was so pleased with this guy,
[00:08:21.340 --> 00:08:22.940]   said, "I'll give you anything that you want.
[00:08:22.940 --> 00:08:23.940]   "You just name it.
[00:08:23.940 --> 00:08:25.220]   "Give me anything you want."
[00:08:25.220 --> 00:08:27.460]   He asked that God would give him wisdom.
[00:08:27.460 --> 00:08:31.420]   And God was so pleased with that, he gave him wisdom.
[00:08:31.420 --> 00:08:32.780]   He blessed him with a lot of other things,
[00:08:32.780 --> 00:08:34.580]   but as this guy went on throughout his life,
[00:08:34.580 --> 00:08:36.340]   writing down the things that he learned,
[00:08:36.340 --> 00:08:38.060]   at the very end of his life,
[00:08:38.060 --> 00:08:40.800]   as he's jotting down different things that he's learned,
[00:08:40.800 --> 00:08:43.120]   I want you to watch what he wrote down
[00:08:43.120 --> 00:08:44.640]   in Proverbs chapter 30.
[00:08:44.640 --> 00:08:47.640]   This is what the guy says.
[00:08:47.640 --> 00:08:48.880]   The wisest man that ever lived.
[00:08:48.880 --> 00:08:52.360]   Proverbs 30, verses 18 through 19.
[00:08:52.360 --> 00:08:55.360]   It says, "There are three things which I do not understand,
[00:08:55.360 --> 00:08:59.600]   "four of which are too wonderful for me."
[00:08:59.600 --> 00:09:02.900]   Number one, he says, "The way of an eagle in the sky."
[00:09:02.900 --> 00:09:04.360]   He didn't understand how an eagle could fly.
[00:09:04.360 --> 00:09:06.880]   Number two, "The way of a serpent on a rock."
[00:09:06.880 --> 00:09:09.580]   This thing's got no legs and then he moves powerfully.
[00:09:09.580 --> 00:09:13.120]   Number three, it just says, "The way of a ship
[00:09:13.120 --> 00:09:14.400]   "in the middle of a sea."
[00:09:14.400 --> 00:09:18.240]   And number four, he says, "The way of a man with a maid."
[00:09:18.240 --> 00:09:20.680]   I just can't figure out the whole guy-girl thing.
[00:09:20.680 --> 00:09:23.520]   This is the wisest guy that ever lived.
[00:09:23.520 --> 00:09:30.100]   And so, as we find ourselves here in our 20s, 30s,
[00:09:30.100 --> 00:09:31.800]   I don't know, you might be going,
[00:09:31.800 --> 00:09:32.800]   "Hey, I'm trying to figure this thing out,
[00:09:32.800 --> 00:09:35.280]   "this little battle, this little relationship thing
[00:09:35.280 --> 00:09:37.320]   "that we're moving into and I can't quite make it."
[00:09:37.320 --> 00:09:38.320]   Let me just tell you something,
[00:09:38.320 --> 00:09:40.760]   God doesn't want this mystery to be out there forever.
[00:09:40.760 --> 00:09:44.520]   He created us different for a very specific reason.
[00:09:44.520 --> 00:09:46.960]   I'm gonna explain to you why God made us different tonight.
[00:09:46.960 --> 00:09:50.840]   I'm gonna explain to you why God wants us to take
[00:09:50.840 --> 00:09:53.680]   our commitment to each other, specifically in the context
[00:09:53.680 --> 00:09:56.360]   of a covenant relationship, extremely serious.
[00:09:56.360 --> 00:10:00.200]   Let me just tell you this, man, God loves marriage.
[00:10:02.200 --> 00:10:03.440]   God loves you.
[00:10:03.440 --> 00:10:07.080]   And he wants you to know that you'll never have
[00:10:07.080 --> 00:10:09.600]   a healthy marriage until you go into that marriage
[00:10:09.600 --> 00:10:11.120]   as a healthy person.
[00:10:11.120 --> 00:10:13.320]   Any relationship is only as healthy
[00:10:13.320 --> 00:10:15.880]   as the least healthy person in it.
[00:10:15.880 --> 00:10:18.240]   And the problem is, is that most people go into marriage
[00:10:18.240 --> 00:10:20.480]   thinking that this other person is gonna meet their needs.
[00:10:20.480 --> 00:10:22.160]   And what you're gonna find out very quickly
[00:10:22.160 --> 00:10:24.920]   is there is no person on earth that can ever give you
[00:10:24.920 --> 00:10:26.500]   what you need and what you're looking for.
[00:10:26.500 --> 00:10:30.120]   That is why as a dad, when I started shepherding
[00:10:30.120 --> 00:10:33.120]   my little girls, I did this with my guys,
[00:10:33.120 --> 00:10:36.280]   I said, okay, the Bible says this, it tells me
[00:10:36.280 --> 00:10:39.240]   in 1 Corinthians 16, 13 and 14, it says, man,
[00:10:39.240 --> 00:10:44.240]   be on the alert, stand firm in the faith, act like men.
[00:10:44.240 --> 00:10:46.880]   Be strong, let everything you do be done in love.
[00:10:46.880 --> 00:10:48.560]   I have three boys, so I'm supposed to raise
[00:10:48.560 --> 00:10:50.920]   these three boys to learn how to act like men.
[00:10:50.920 --> 00:10:53.360]   And if you wanna just bring silence into a room of men,
[00:10:53.360 --> 00:10:55.560]   you just say, hey man, define what a man is.
[00:10:57.160 --> 00:11:00.360]   And what you'll find is guys will immediately run
[00:11:00.360 --> 00:11:04.660]   to some macho expression that they've picked up
[00:11:04.660 --> 00:11:09.220]   from some action movie or from some fleeting whisper
[00:11:09.220 --> 00:11:13.400]   in culture that doesn't really match what a real godly man
[00:11:13.400 --> 00:11:14.640]   is supposed to look like.
[00:11:14.640 --> 00:11:20.480]   Or you'll find out that guys are been so beaten down
[00:11:20.480 --> 00:11:24.400]   that maleness and manhood is not anything worth honoring
[00:11:24.400 --> 00:11:27.720]   and pursuing that you'll find emasculated men.
[00:11:27.720 --> 00:11:31.400]   And so, not to be crass, but what you basically find
[00:11:31.400 --> 00:11:34.400]   with guys that are not informed by a God who designed them
[00:11:34.400 --> 00:11:37.760]   to be loving and strong, tender warriors,
[00:11:37.760 --> 00:11:39.760]   you'll find guys that either wanna be badasses
[00:11:39.760 --> 00:11:42.060]   or scared to death they're gonna be a bad boy.
[00:11:42.060 --> 00:11:45.920]   And neither of those things is what God says
[00:11:45.920 --> 00:11:46.760]   a man should be.
[00:11:46.760 --> 00:11:49.840]   And so I just sat down and said, hey boys,
[00:11:49.840 --> 00:11:51.880]   this is what it means to be a man,
[00:11:51.880 --> 00:11:53.240]   and I've written down definitions for them.
[00:11:53.240 --> 00:11:55.320]   For my young ladies, I said this is what it means
[00:11:55.320 --> 00:11:57.320]   to be a godly woman, I want you to know.
[00:11:57.320 --> 00:12:00.320]   And the very first thing I told my little girls
[00:12:00.320 --> 00:12:03.220]   as a principle for them to understand what it means
[00:12:03.220 --> 00:12:04.880]   to be a godly woman, and both of these things,
[00:12:04.880 --> 00:12:06.400]   by the way, are available if you're curious
[00:12:06.400 --> 00:12:08.240]   at wordsfromwags.com.
[00:12:08.240 --> 00:12:09.600]   I just threw them on there.
[00:12:09.600 --> 00:12:11.340]   All the verses that go with each one of them,
[00:12:11.340 --> 00:12:13.300]   you can go there, there's all kinds of little hyperlinks
[00:12:13.300 --> 00:12:15.280]   you can click and just see and read those verses
[00:12:15.280 --> 00:12:16.760]   and understand why I've chosen them
[00:12:16.760 --> 00:12:17.880]   if you're curious about this stuff.
[00:12:17.880 --> 00:12:18.720]   But let me just tell you this,
[00:12:18.720 --> 00:12:20.560]   the number one thing I told my little girls
[00:12:20.560 --> 00:12:24.800]   is don't you ever buy the lie that anyone or anything
[00:12:24.800 --> 00:12:28.040]   other than Jesus Christ, who is a perfect,
[00:12:28.040 --> 00:12:31.100]   loving, tender warrior, can satisfy you.
[00:12:31.100 --> 00:12:34.760]   Don't you dare buy the lie that your worth
[00:12:34.760 --> 00:12:39.320]   is gonna come from some guy, from some man,
[00:12:39.320 --> 00:12:41.920]   'cause you'll never get your value from man.
[00:12:41.920 --> 00:12:44.720]   God gives you your value by saying you're my daughter.
[00:12:44.720 --> 00:12:46.000]   I tell my little girls all the time,
[00:12:46.000 --> 00:12:48.400]   and you are our treasure, and treasures don't do the hunting.
[00:12:48.400 --> 00:12:50.480]   You don't need to advertise, flaunt, flirt,
[00:12:50.480 --> 00:12:53.720]   give yourself away, compromise, you are a treasure.
[00:12:53.720 --> 00:12:56.680]   And that is why still to this day,
[00:12:56.680 --> 00:12:57.520]   you wanna know something?
[00:12:57.520 --> 00:12:59.000]   To this day, I've got girls in college,
[00:12:59.000 --> 00:13:01.280]   and when a guy wants to take them simply to a dance,
[00:13:01.280 --> 00:13:02.440]   they call me.
[00:13:02.440 --> 00:13:05.440]   And you might go, are you kidding me, man?
[00:13:05.440 --> 00:13:07.200]   What kind of control freak are you?
[00:13:07.200 --> 00:13:09.820]   I'm not a control freak.
[00:13:09.820 --> 00:13:12.480]   I just want those guys to know that little girl matters.
[00:13:12.480 --> 00:13:15.180]   Every little girl matters.
[00:13:15.180 --> 00:13:16.220]   And you need to know that one,
[00:13:16.220 --> 00:13:18.160]   someone's paying attention to that one.
[00:13:19.520 --> 00:13:20.960]   And so you might just be wanting to take her out
[00:13:20.960 --> 00:13:22.340]   for an evening, but I'm gonna tell you something.
[00:13:22.340 --> 00:13:24.880]   I've been taking her out for 18, 20 years,
[00:13:24.880 --> 00:13:27.720]   and I'll continue to court her, honor her,
[00:13:27.720 --> 00:13:30.200]   love her, protect her, value her,
[00:13:30.200 --> 00:13:33.080]   until some other man steps up and say, I got it from here,
[00:13:33.080 --> 00:13:36.320]   in the same way that you did it, dad,
[00:13:36.320 --> 00:13:40.160]   with a tremendous sense of responsibility and stewardship,
[00:13:40.160 --> 00:13:43.340]   focusing on her interest and not yours.
[00:13:43.340 --> 00:13:45.340]   I got it from here, man.
[00:13:45.340 --> 00:13:46.840]   I'm gonna love her, cherish her, and honor her,
[00:13:46.840 --> 00:13:50.480]   serve her in every way that a man should.
[00:13:50.480 --> 00:13:52.640]   And until that time, they call me, man.
[00:13:52.640 --> 00:13:56.360]   And they go, hey, I, you know,
[00:13:56.360 --> 00:13:57.960]   they go to my little girl, and they'll just ask her
[00:13:57.960 --> 00:13:59.720]   right now, they'll say, hey man, can you,
[00:13:59.720 --> 00:14:00.960]   you wanna do something with me?
[00:14:00.960 --> 00:14:02.720]   And they'll say, hey, you know what?
[00:14:02.720 --> 00:14:05.480]   I'd love to talk to you about that,
[00:14:05.480 --> 00:14:07.680]   but before you do, you gotta call my dad.
[00:14:07.680 --> 00:14:10.880]   And by the way, this word gets out pretty quickly,
[00:14:10.880 --> 00:14:13.400]   that that's what's gonna have to happen.
[00:14:13.400 --> 00:14:15.000]   And I've had amazing conversations.
[00:14:15.000 --> 00:14:17.480]   I don't grill guys, I don't put 'em through some big test.
[00:14:17.480 --> 00:14:19.520]   I just share with them why I do this.
[00:14:19.520 --> 00:14:21.040]   And I let 'em know what's gonna, you know,
[00:14:21.040 --> 00:14:23.180]   happen with them that night when they're
[00:14:23.180 --> 00:14:24.340]   with my little girl.
[00:14:24.340 --> 00:14:28.040]   And why I expect them to treat her a certain way
[00:14:28.040 --> 00:14:30.480]   and to leave her in better shape than they found her.
[00:14:30.480 --> 00:14:32.600]   That's just to hang out for a night.
[00:14:32.600 --> 00:14:33.680]   My older one,
[00:14:33.680 --> 00:14:38.120]   my older one had one about a year and a half ago come
[00:14:38.120 --> 00:14:39.680]   and just say, hey, I don't wanna just hang out
[00:14:39.680 --> 00:14:41.240]   with your girl for a night, I'd like to intentionally
[00:14:41.240 --> 00:14:42.680]   begin to pursue her, and that entered into
[00:14:42.680 --> 00:14:44.720]   a whole different level of conversation.
[00:14:44.720 --> 00:14:46.240]   (congregation laughing)
[00:14:46.240 --> 00:14:48.280]   And appropriately so.
[00:14:48.280 --> 00:14:50.560]   And you know, man, it's been awesome.
[00:14:50.560 --> 00:14:51.400]   It has been awesome.
[00:14:51.400 --> 00:14:52.840]   I'll tell you one quick story about Allie
[00:14:52.840 --> 00:14:53.720]   that's worth you knowing.
[00:14:53.720 --> 00:14:55.720]   When Allie first got to Oklahoma State University,
[00:14:55.720 --> 00:14:59.760]   she went to a little party that her sorority
[00:14:59.760 --> 00:15:01.480]   and one of the fraternities there on campus,
[00:15:01.480 --> 00:15:02.600]   that was called a stoplight party.
[00:15:02.600 --> 00:15:04.600]   You ever been to one of those?
[00:15:04.600 --> 00:15:06.640]   Okay, a stoplight party, I'd never heard of one either.
[00:15:06.640 --> 00:15:08.480]   But a stoplight party is where everybody
[00:15:08.480 --> 00:15:10.080]   either wears green, which means I'm here, baby,
[00:15:10.080 --> 00:15:12.400]   and I'm ready to go, all right?
[00:15:12.400 --> 00:15:16.360]   Yellow is it's complicated, and red is I'm committed,
[00:15:16.360 --> 00:15:19.320]   you know, and so I'm not really here
[00:15:19.320 --> 00:15:21.560]   to really mingle and mix.
[00:15:21.560 --> 00:15:24.240]   And so when you show up, what they do is they break you up
[00:15:24.240 --> 00:15:25.280]   into three different rooms, you know,
[00:15:25.280 --> 00:15:27.240]   the people that are available and free.
[00:15:27.240 --> 00:15:28.640]   You guys might go, hey, I like this.
[00:15:28.640 --> 00:15:30.080]   Where's the green section at the porch?
[00:15:30.080 --> 00:15:31.400]   I'm looking for it.
[00:15:31.400 --> 00:15:34.740]   (congregation laughing)
[00:15:34.740 --> 00:15:38.680]   All right?
[00:15:41.080 --> 00:15:42.880]   St. Patrick's Day every day, right?
[00:15:42.880 --> 00:15:47.400]   So green goes one place, yellow goes another,
[00:15:47.400 --> 00:15:48.440]   and red goes in the other room.
[00:15:48.440 --> 00:15:49.400]   They can just hang out and talk
[00:15:49.400 --> 00:15:50.240]   'cause they know everybody here
[00:15:50.240 --> 00:15:51.600]   has already got something going on.
[00:15:51.600 --> 00:15:53.640]   And so Allie says, hey, Dad, you know what I did?
[00:15:53.640 --> 00:15:55.000]   You wanna know what I wore?
[00:15:55.000 --> 00:15:56.820]   I go, sure.
[00:15:56.820 --> 00:15:59.240]   She goes, I wore white.
[00:15:59.240 --> 00:16:02.840]   She goes, 'cause I'm not defined
[00:16:02.840 --> 00:16:04.680]   by my relationship with a guy.
[00:16:04.680 --> 00:16:07.160]   And she said, I showed up.
[00:16:07.160 --> 00:16:08.000]   I go, well, what rooms you go to?
[00:16:08.000 --> 00:16:09.680]   She goes, I went into all of them.
[00:16:09.680 --> 00:16:10.880]   I had the best time.
[00:16:10.880 --> 00:16:13.040]   I'll hang out with the green people for a while.
[00:16:13.040 --> 00:16:14.840]   And every one of them wanna talk to me.
[00:16:14.840 --> 00:16:17.080]   Why are you wearing white?
[00:16:17.080 --> 00:16:18.000]   And she looked them in the eye.
