
[00:00:00.000 --> 00:00:02.000]   Oh
[00:02:28.920 --> 00:02:36.240]   Completely have you as one as my whatever is mine is yours like I see you as my girl
[00:02:36.240 --> 00:02:40.800]   And and as I was saying that you know I mean it just kind of flowed out of my mouth
[00:02:40.800 --> 00:02:47.720]   I totally believed that I felt so good saying it. I felt like God was speaking to me at that same moment
[00:02:47.720 --> 00:02:53.240]   You know like like him just gone Francis. Don't you see that's that's what I say to you
[00:02:53.240 --> 00:02:58.080]   You know why do you still sometimes have a hard time believing that?
[00:02:58.080 --> 00:03:03.080]   That he goes. Why do you think you as a human being can look at this girl and say everything?
[00:03:03.080 --> 00:03:07.920]   That's mine is yours. I will take you as my own. I'll treat you as one of my daughters
[00:03:07.920 --> 00:03:12.000]   Why do you think you can do that? Do you not believe I can do that?
[00:03:12.000 --> 00:03:18.240]   Do you not believe that I've said that to you as well as moments where I just it's just a
[00:03:18.240 --> 00:03:23.680]   Security because I'm I guarantee some of you in this room struggle the way that I have
[00:03:23.680 --> 00:03:31.520]   Where because of your past because you're your upbringing you may struggle with the security before God where you go wait
[00:03:31.520 --> 00:03:34.040]   But I did this but I did this wrong. I did this wrong
[00:03:34.040 --> 00:03:40.540]   I did this wrong don't I still have to do this rather than really believing his word and him saying no
[00:03:40.540 --> 00:03:41.760]   I'm a good father
[00:03:41.760 --> 00:03:44.560]   You know and it was just one of those moments in my life
[00:03:44.560 --> 00:03:51.700]   I just felt like God was reassuring me again like don't you see the way you feel towards her and and don't you see how?
[00:03:51.700 --> 00:03:54.320]   You just want her to believe it because it's true
[00:03:54.320 --> 00:04:00.120]   That's what I say to you, and I just believe God has that message for some of you
[00:04:00.640 --> 00:04:05.960]   tonight that that maybe you're just feeling insecure in your relationship with God because
[00:04:05.960 --> 00:04:08.760]   There's some lies in your life
[00:04:08.760 --> 00:04:14.880]   There's some things that you've covered up. There's some things that you've done that no one else in this room knows about and
[00:04:14.880 --> 00:04:21.800]   Sometimes it's hard to believe because of your upbringing or something to happen in your past that there's this
[00:04:21.800 --> 00:04:29.460]   Amazing. Holy almighty God that looks at you and says no, don't you get it? I'll adopt you
[00:04:30.160 --> 00:04:36.360]   You know everything that Jesus has you you you can even have his righteousness and all of his riches
[00:04:36.360 --> 00:04:40.720]   It's all you were all so that you would just go wait. There's nothing I did
[00:04:40.720 --> 00:04:44.120]   You just chose to love me like that
[00:04:44.120 --> 00:04:50.560]   Just like this gal. It's like I hardly knew her and yet. There was just something no
[00:04:50.560 --> 00:04:52.560]   I love her here it is
[00:04:52.560 --> 00:04:55.200]   Man, I saw thank God
[00:04:56.400 --> 00:05:01.600]   You know for for the law just just I love her. I love my kids. Love all my kids
[00:05:01.600 --> 00:05:08.360]   Wasn't planning on going there, it's just all from her trying to kill someone today, but
[00:05:08.360 --> 00:05:12.560]   You know I just the last few years
[00:05:12.560 --> 00:05:18.240]   I've just been more and more believing that I need to be led by the Spirit wherever I am
[00:05:18.240 --> 00:05:23.240]   That doesn't mean I don't study. I study this book. I know the passages
[00:05:23.240 --> 00:05:29.400]   I want to know the Word of God, but I guess I'm less and less into the carefully crafted message
[00:05:29.400 --> 00:05:34.680]   Where I walk out and I tell some dramatic story. It was a cold night
[00:05:34.680 --> 00:05:41.800]   You know, it's just I like I'm just like really is that what I see in Scripture or?
[00:05:41.800 --> 00:05:49.920]   Or am I just supposed to walk so closely with him and know this word so deeply and turn to a passage
[00:05:49.920 --> 00:05:52.440]   Where we all read and just stand in awe
[00:05:52.960 --> 00:05:56.120]   Of the Word of God and that's what I want to do tonight
[00:05:56.120 --> 00:06:03.180]   But it's a rare opportunity tonight that we have because
[00:06:03.180 --> 00:06:09.600]   Because we have so many children my wife rarely gets to go with me anywhere and
[00:06:09.600 --> 00:06:13.960]   And the last couple of years
[00:06:13.960 --> 00:06:17.560]   God's been speaking through her
[00:06:18.280 --> 00:06:20.760]   In fact, I even told her a couple of years ago
[00:06:20.760 --> 00:06:28.840]   I really feel like this next phase of our lives is him wanting her to speak more and more into the lives of women
[00:06:28.840 --> 00:06:33.480]   Because people have heard everything I have to say and I said man. I'll stay home with the kids you go talk
[00:06:33.480 --> 00:06:42.400]   Because I really believe there's a message and that God's used her in some powerful ways and teaching the Word of God and
[00:06:42.480 --> 00:06:45.760]   It's been cool seeing this new gift rise up in her
[00:06:45.760 --> 00:06:51.560]   And so I asked if she would actually come up and share a few words of whatever the Lord lays on her heart and whatever
[00:06:51.560 --> 00:06:57.520]   Passage the Lord lays on her heart. So if you guys could welcome the former Miss teen, California
[00:06:57.520 --> 00:07:10.320]   He's so silly
[00:07:12.080 --> 00:07:17.760]   Well, I like to have a carefully crafted message because getting up here and and
[00:07:17.760 --> 00:07:26.200]   Trusting the Spirit is hard for me to do but that's what I'm going to do because I do not have anything carefully crafted
[00:07:26.200 --> 00:07:28.840]   but I love that I
[00:07:28.840 --> 00:07:34.280]   could just sit here and read scripture to you and you wouldn't really need anything else beyond that and
[00:07:34.280 --> 00:07:38.880]   the scripture the Lord put on my heart for you guys, there's
[00:07:39.640 --> 00:07:42.400]   Four and I'm trying to figure out which ones to share
[00:07:42.400 --> 00:07:49.320]   But I want to start with Deuteronomy 30 because lately with a couple of our kids, they've gotten a little busted
[00:07:49.320 --> 00:07:51.600]   and
[00:07:51.600 --> 00:07:53.600]   anytime your kids
[00:07:53.600 --> 00:07:57.240]   Get in trouble or do something wrong. It's so hard as a parent
[00:07:57.240 --> 00:08:01.800]   You're trying to find that balance between I've got to punish you and show you that it's not okay to do this
[00:08:01.800 --> 00:08:07.720]   I also want you to understand the grace of God and that I love you and that I forgive you and that that is
[00:08:07.720 --> 00:08:09.560]   secure in the midst of
[00:08:09.560 --> 00:08:11.320]   you were naughty and
[00:08:11.320 --> 00:08:13.320]   something's gonna happen now and
[00:08:13.320 --> 00:08:20.080]   So last night I was talking with one of my daughters and I was sharing with her through Hebrews
[00:08:20.080 --> 00:08:27.880]   Chapter 12 and I was saying it says it right there all discipline seems painful at the moment, right?
[00:08:27.880 --> 00:08:33.320]   But to those who have been trained by it it yields the peaceful fruit of righteousness
[00:08:34.400 --> 00:08:37.160]   I'm like, honey. This is just part of your training
[00:08:37.160 --> 00:08:44.320]   it's okay to do the wrong thing to get caught because God loves you and I love you and to be trained by it and
[00:08:44.320 --> 00:08:50.480]   To learn from that discipline of your parents and ultimately one day. We're not gonna discipline you anymore
[00:08:50.480 --> 00:08:55.720]   It's gonna be between you and God and that's the part that I worry about for you guys is you're at that
[00:08:55.720 --> 00:08:57.760]   You know your mom and dad they're not
[00:08:57.760 --> 00:09:00.840]   They're not looking over your shoulder. They're not catching you
[00:09:01.480 --> 00:09:03.260]   They're not telling you don't do that
[00:09:03.260 --> 00:09:08.880]   They're not saying no more video games for you because you just lied or you just went onto this website
[00:09:08.880 --> 00:09:10.880]   And you know, you're not supposed to
[00:09:10.880 --> 00:09:14.720]   So, what is it for you guys? It's gonna keep you
[00:09:14.720 --> 00:09:21.840]   Holy and pure and doing the right thing and I just want to remind you of this scripture in Deuteronomy
[00:09:21.840 --> 00:09:25.280]   chapter 30 way back in the Old Testament and
[00:09:25.280 --> 00:09:30.120]   I love the title of it says the choice of life and death
[00:09:31.200 --> 00:09:36.920]   For this commandment that I command you today is not too hard for you. Neither is it far off?
[00:09:36.920 --> 00:09:42.600]   It is not in heaven that you should say who will ascend to heaven for us and bring it to us that we may hear
[00:09:42.600 --> 00:09:43.560]   It and do it
[00:09:43.560 --> 00:09:49.580]   Neither is it beyond the sea that you should say who will go over the sea for us and bring it to us that we may
[00:09:49.580 --> 00:09:53.600]   Hear it and do it, but the word is very near you
[00:09:53.600 --> 00:09:58.800]   It is in your mouth and in your heart so that you can do it
[00:09:59.600 --> 00:10:03.120]   See I have set before you today life and good
[00:10:03.120 --> 00:10:05.720]   death and evil
[00:10:05.720 --> 00:10:11.480]   If you obey the commandments of the Lord your God that I command you today
[00:10:11.480 --> 00:10:19.320]   By loving the Lord your God by walking in his ways and by keeping his commandments and his statues and his rules
[00:10:19.320 --> 00:10:26.400]   Then you shall live and multiply and the Lord your God will bless you in the land that you're entering
[00:10:27.040 --> 00:10:29.680]   but if your heart turns away and
[00:10:29.680 --> 00:10:32.280]   You will not hear
[00:10:32.280 --> 00:10:36.600]   But are drawn away to worship other gods and serve them. I
[00:10:36.600 --> 00:10:39.960]   Declare to you today that you shall surely perish
[00:10:39.960 --> 00:10:43.880]   You will not live long in the land that you are going over to possess
[00:10:43.880 --> 00:10:50.560]   I call heaven and earth to witness against you today that I have set before you life and death
[00:10:50.560 --> 00:10:53.320]   blessing and curse
[00:10:53.320 --> 00:10:54.840]   therefore
[00:10:54.840 --> 00:10:56.840]   choose life
[00:10:57.280 --> 00:10:59.480]   That you and your offspring may live
[00:10:59.480 --> 00:11:07.200]   Loving the Lord your God obeying his voice and holding fast to him for he is your life and length
[00:11:07.200 --> 00:11:09.600]   of days I
[00:11:09.600 --> 00:11:14.760]   Love that that's something that should be on your Facebook page right there. I
[00:11:14.760 --> 00:11:18.200]   Have set before you it's Deuteronomy 30
[00:11:18.200 --> 00:11:26.360]   Verse 19 I have set before you life and death blessing and curse therefore choose life
[00:11:26.880 --> 00:11:28.000]   and
[00:11:28.000 --> 00:11:30.000]   I just want to ask you today, please
[00:11:30.000 --> 00:11:37.240]   Choose life the Lord always sets it before you it is a choice and you have to decide who are you living for?
[00:11:37.240 --> 00:11:39.640]   Who do you trust? Who will you listen to?
[00:11:39.640 --> 00:11:44.000]   Will it be the world and the enemy in all of its ways or are you gonna?
[00:11:44.000 --> 00:11:48.680]   completely separate yourself and find life and joy and peace and
[00:11:48.680 --> 00:11:53.600]   Trust the Lord your God who has created you who has good works for you to do
[00:11:56.040 --> 00:11:58.040]   Who loves you
[00:11:58.040 --> 00:12:01.800]   That's it
[00:12:01.800 --> 00:12:04.040]   It's all we need
[00:12:04.040 --> 00:12:16.640]   That's funny because I almost interrupted you so that you had more just to say
[00:12:16.640 --> 00:12:23.680]   You know my wife and I just finished writing a book on marriage called you and me forever
[00:12:23.680 --> 00:12:31.040]   And it's about it's about forever. It's about marriage in light of eternity. It's about what the scripture actually says about marriage
[00:12:31.040 --> 00:12:33.600]   which
[00:12:33.600 --> 00:12:39.440]   Scripture doesn't really say a whole lot about marriage. You know we kind of blow it up like oh this whole books about marriage
[00:12:39.440 --> 00:12:46.640]   There's only a couple verses about marriage and even those verses aren't really about human marriage that are about Christ in the church
[00:12:46.640 --> 00:12:48.640]   And sometimes we just blow it out of proportion
[00:12:50.320 --> 00:12:53.880]   You know because we enjoy it and so we we idolize it
[00:12:53.880 --> 00:13:00.080]   But I I wanted to say a few words. You know as she was up here speaking. I was just thinking about how
[00:13:00.080 --> 00:13:04.320]   You know for some of you ladies just
[00:13:04.320 --> 00:13:11.560]   You know Lisa, and I've been married for
[00:13:11.560 --> 00:13:14.280]   21 and a half years now
[00:13:14.280 --> 00:13:19.720]   You know our oldest daughter is yeah, no that's you can clap for that
[00:13:20.720 --> 00:13:23.120]   Hasn't hasn't been that hard
[00:13:23.120 --> 00:13:26.600]   but we
[00:13:26.600 --> 00:13:34.480]   Our oldest is 19. You know so she's in college or youngest is three months old and we've got everything in between
[00:13:34.480 --> 00:13:36.520]   and
[00:13:36.520 --> 00:13:39.680]   But I can't tell you I mean
[00:13:39.680 --> 00:13:49.040]   When we got married like I had no idea what it was gonna be like to have someone support me because I never had that
[00:13:49.400 --> 00:13:54.040]   You know a lot of you know my testimony my parents were dead by the time I was in junior high so I never really
[00:13:54.040 --> 00:13:56.800]   had anyone believing in me and
[00:13:56.800 --> 00:14:00.200]   You know when the scriptures talk about how?
[00:14:00.200 --> 00:14:04.880]   God made this helper for Adam you know and and
[00:14:04.880 --> 00:14:11.240]   You know it wasn't good for him to be alone. There was something about this completing that happened and and
[00:14:11.240 --> 00:14:14.480]   We had such
[00:14:14.520 --> 00:14:22.000]   Completely radically different upbringings. I mean she was in the perfectly little safe. You know nice little rich neighborhood and
[00:14:22.000 --> 00:14:27.840]   Christian parents that were alive she wasn't even allowed to watch Scooby-Doo. You know just like I
[00:14:27.840 --> 00:14:32.880]   Mean she was just your cookie cutter. You know real safe
[00:14:32.880 --> 00:14:39.160]   She wasn't allowed to go you know more than this five mile radius. You know everything was just you know a little princess and
[00:14:42.040 --> 00:14:49.120]   You know and I just came from total freedom just on my own whatever else and and so I
[00:14:49.120 --> 00:14:51.560]   Don't know it was just this
[00:14:51.560 --> 00:14:54.120]   This this thing that the Lord brought together
[00:14:54.120 --> 00:14:55.320]   and
[00:14:55.320 --> 00:15:01.600]   and I had no idea what it was gonna be like to have someone believe in me and even want to take her life in a
[00:15:01.600 --> 00:15:04.600]   complete different direction than what she was used to
[00:15:04.600 --> 00:15:11.160]   And just I mean you gotta you gotta understand. I mean we were married for maybe two I think about two weeks
[00:15:11.720 --> 00:15:17.080]   When I looked at her and said you know I've never even thought about this, but I think God wants me to start a church
[00:15:17.080 --> 00:15:22.640]   You know and I think that means I shouldn't take any money from the church
[00:15:22.640 --> 00:15:29.240]   And I think that means you support us. You know like what is that cool like can you just?
[00:15:29.240 --> 00:15:31.720]   you know I
[00:15:31.720 --> 00:15:35.520]   mean ladies think two weeks into marriage and
[00:15:35.520 --> 00:15:40.320]   This guy's going hey, can you support us because I think God wants me to start a church
[00:15:40.320 --> 00:15:43.680]   I don't know if anyone's gonna show up. I just want to do it the right way
[00:15:43.680 --> 00:15:46.960]   I want to do it in our house, so this way I don't care if anyone shows up
[00:15:46.960 --> 00:15:48.880]   I just want to preach whatever is in this book
[00:15:48.880 --> 00:15:54.780]   You know and and for her to rather than to go man. This is not what I dreamt about you know
[00:15:54.780 --> 00:16:00.240]   For her to say you know I married you because I believed God would use you to lead us
[00:16:00.240 --> 00:16:04.840]   And so that's what you think God wants us to do then I'm behind you a hundred percent
[00:16:04.840 --> 00:16:07.720]   And do you yeah?
[00:16:07.920 --> 00:16:09.920]   Do
[00:16:09.920 --> 00:16:11.800]   You know what that
[00:16:11.800 --> 00:16:17.480]   Felt like for me and at that time you know as we started this little church, and she's working full-time
[00:16:17.480 --> 00:16:21.600]   suddenly she gets an offer as a recording artist and
[00:16:21.600 --> 00:16:26.680]   She's offered a contract and she's thinking gosh. This is my dream come true
[00:16:26.680 --> 00:16:33.640]   But I think this is gonna lead us in two different directions and for her to go no. I'm gonna support you
[00:16:34.360 --> 00:16:39.040]   You know I'm like no take it take it. You know and it was just no
[00:16:39.040 --> 00:16:43.760]   This is what I believe God wants me to do and and you know the decisions
[00:16:43.760 --> 00:16:51.240]   That we've made through the years that have just run completely counter to everything that she was used to
[00:16:51.240 --> 00:16:56.080]   You know of a husband that comes back from Africa and go this I can't live here anymore
[00:16:56.080 --> 00:17:01.400]   You know just going not like it. Just sell everything. I just let's go. Let's look at trailers
[00:17:01.400 --> 00:17:07.760]   Maybe live in trailer park and for her that afternoon not even going to Africa with me going to a trailer park looking
[00:17:07.760 --> 00:17:14.360]   You know with our two kids at that time, and you know it's just crazy crazy stuff
[00:17:14.360 --> 00:17:18.560]   And you know whether it's selling everything and moving to China
[00:17:18.560 --> 00:17:25.920]   You know later on in life or adopting this kid or it's just been this this whirlwind this this
[00:17:25.920 --> 00:17:27.960]   crazy crazy
[00:17:27.960 --> 00:17:29.960]   adventure that we've been on and
[00:17:30.480 --> 00:17:32.480]   And
[00:17:32.480 --> 00:17:35.720]   So when she speaks and she speaks to
[00:17:35.720 --> 00:17:41.160]   You know she's always more comfortable just with the women, but I just want you to know
[00:17:41.160 --> 00:17:48.520]   It's not even just the word. She says because obviously that's scripture, but it's a life that she's lived and
[00:17:48.520 --> 00:17:54.260]   In writing the book a big reason why we wrote the book was for singles
[00:17:54.260 --> 00:17:58.520]   Because we said you know people have this weird view of marriage
[00:17:58.520 --> 00:18:04.120]   And I think we're seeing singles getting more and more afraid of marriage
[00:18:04.120 --> 00:18:07.200]   because
[00:18:07.200 --> 00:18:13.040]   Can you think of one person one strong believer?
[00:18:13.040 --> 00:18:21.880]   Who was radical about their faith, and then they got married and became more radical
[00:18:21.880 --> 00:18:26.380]   Can you even name one person like that
[00:18:27.640 --> 00:18:31.520]   Because usually what happens is people like you you're like
[00:18:31.520 --> 00:18:33.160]   I'll do anything for the Lord
[00:18:33.160 --> 00:18:38.600]   But then you meet someone and you start connecting with them a little bit and and then pretty soon
[00:18:38.600 --> 00:18:41.360]   It's like okay there. Yeah, we can't quite make it to this trip
[00:18:41.360 --> 00:18:46.400]   We can't quite make it to that Bible study, and then you get married all that first year is supposed to be about us
[00:18:46.400 --> 00:18:51.960]   And so let's just kind of back off and be about us and really spend the first year with us
[00:18:51.960 --> 00:18:56.840]   and because you spent the first year with just us you get pregnant and then you
[00:18:57.360 --> 00:19:00.680]   And then what oh we just had a baby
[00:19:00.680 --> 00:19:05.920]   So now we really can't serve because you know God would want us to bond with a little goo goo
[00:19:05.920 --> 00:19:10.440]   You know and and it's like oh, you know let's just spend that first year
[00:19:10.440 --> 00:19:14.200]   And then oh he's learning how to walk learning out and and in this whole
[00:19:14.200 --> 00:19:17.360]   Insane mindset that some of you have right now
[00:19:17.360 --> 00:19:22.960]   Was like we don't go anywhere for let's go. Let's go. Let's go suddenly everything
[00:19:23.600 --> 00:19:28.240]   Changes and it becomes inward and safe meanwhile
[00:19:28.240 --> 00:19:30.320]   There's this war going on out there
[00:19:30.320 --> 00:19:35.620]   But you got your nice little house in this gated community and you're putting up soundproof windows
[00:19:35.620 --> 00:19:37.960]   and there's a war going on out there and
[00:19:37.960 --> 00:19:46.400]   And we're prayer is that there would be a new generation that rises up and says man when I read this book
[00:19:46.400 --> 00:19:52.320]   It's not about all once I meet that like that's the goal of Christianity is to meet this person
[00:19:52.960 --> 00:19:56.040]   No, everything what the Bible teaches what it
[00:19:56.040 --> 00:20:03.320]   Emphasizes is how you like in first Corinthians 7 it's great to be single because you're undistracted
[00:20:03.320 --> 00:20:08.640]   And the idea even behind marriages. He's like those who are married should live as though they are not
[00:20:08.640 --> 00:20:12.240]   You don't hear that verse preached very often
[00:20:12.240 --> 00:20:15.880]   That was the core of our book. It's like what's he saying?
[00:20:15.880 --> 00:20:21.880]   Why did Paul who say husbands love your wives also say those who are married should live as though they're not
[00:20:22.040 --> 00:20:24.720]   That's because there's something bigger going on than marriage
[00:20:24.720 --> 00:20:32.240]   Okay, and marriage is only to be a picture of a greater marriage. It's gonna come one day
[00:20:32.240 --> 00:20:35.040]   Which is that marriage supper of the Lamb?
[00:20:35.040 --> 00:20:38.800]   That's what this book is about and to have a different mindset
[00:20:38.800 --> 00:20:43.880]   We're praying that the new group would rise up that says man if I'm gonna get married
[00:20:43.880 --> 00:20:47.000]   It's only because I believe will be more effective for the kingdom
[00:20:47.000 --> 00:20:52.720]   We can make more disciples together and if I have kids it's not so that I can have all these cute little pets
[00:20:52.720 --> 00:20:59.500]   It's the idea is I'm raising up some warriors, you know, I'm raising up some soldiers
[00:20:59.500 --> 00:21:03.720]   I mean, I want my seven kids to change the world, you know, I
[00:21:03.720 --> 00:21:10.240]   Don't you know protect them and keep them here, you know in my house with a helmet. I'm like go, you know
[00:21:10.240 --> 00:21:15.280]   We're gonna be in San Francisco. I'm put you in the public school. I'm gonna put you downtown, San Francisco
[00:21:15.280 --> 00:21:18.840]   I'm gonna have you talking to bumps. I'm gonna have you multiply
[00:21:18.840 --> 00:21:23.400]   The soldiers so now suddenly it's not just me by myself
[00:21:23.400 --> 00:21:29.760]   But I got someone fighting with me and we're making disciples together and I got seven others that we're raising up
[00:21:29.760 --> 00:21:32.160]   Hey have an influence wherever you are
[00:21:32.160 --> 00:21:38.440]   See, that's what I see in Scripture is that hey those who are married you got to understand the time short
[00:21:38.440 --> 00:21:45.260]   There's something bigger. There's a mission out there that we got to go after and so my prayer
[00:21:45.260 --> 00:21:50.100]   Is that you don't fall into some of this American dream or Christian eyes?
[00:21:50.100 --> 00:21:53.660]   American dream mindset, but you understand look
[00:21:53.660 --> 00:21:59.200]   My thought is Lisa as much as I love her and as much as I've even prayed like God
[00:21:59.200 --> 00:22:04.300]   I would love it if I died before her, you know, so I'd never have to live without her. Um
[00:22:04.300 --> 00:22:08.340]   As much as I want that I understand
[00:22:08.340 --> 00:22:11.820]   She's gonna die any second
[00:22:12.260 --> 00:22:18.500]   I'm gonna die any second and she's gonna stand before a holy God and my job is all I
[00:22:18.500 --> 00:22:23.380]   Want her to be able to say at the end of my life Lord. I completed the work. He gave me to do
[00:22:23.380 --> 00:22:30.100]   And please understand I'm not saying it's not important to be a dad I'm great dad I'm a killer
[00:22:30.100 --> 00:22:34.900]   I'm literally coach right now. I am a great dad. Okay, I'm not
[00:22:34.900 --> 00:22:40.860]   Diminishing any of that stuff. I'm not saying it's not important to be, you know a great mother
[00:22:40.860 --> 00:22:48.060]   Okay, so don't start tweeting Francis anti-family. I'm not saying that. Hey don't have fun as a couple
[00:22:48.060 --> 00:22:54.340]   There's no one on earth. I'd rather be with but I'm being true to scripture and saying look it's not about us and
[00:22:54.340 --> 00:23:02.220]   When you realize it's not about us and it's about at this mission. It's crazy how you two just end up being together
[00:23:02.220 --> 00:23:07.460]   It's it's it's like the mission trip. I talk about you know, like when you go on a mission trip
[00:23:07.540 --> 00:23:11.060]   You're not thinking about who this is my chance to bond with a bunch of people
[00:23:11.060 --> 00:23:16.020]   No, you're just thinking about the mission. But what happens as you're on mission together
[00:23:16.020 --> 00:23:21.420]   You start loving these people that you never would have hung out with before
[00:23:21.420 --> 00:23:26.760]   But you went on this mission trip together and suddenly it's like man. I love that old lady
[00:23:26.760 --> 00:23:29.660]   I love that little weird 12-year-old. I love this, you know
[00:23:29.660 --> 00:23:35.920]   Because you were doing something together and that's what I found in my family
[00:23:36.060 --> 00:23:38.060]   That's what the book was about. We're like man
[00:23:38.060 --> 00:23:42.660]   It's weird that our family's so close because you don't even try that hard
[00:23:42.660 --> 00:23:48.880]   It's weird that this happens because it's the mission that as we've even let go of the family
[00:23:48.880 --> 00:23:51.180]   it's kind of like when you lose it you find it and
[00:23:51.180 --> 00:23:55.580]   That's my point in that but I I'm
[00:23:55.580 --> 00:23:59.460]   But don't take my word for it. I want to just beg you
[00:24:00.340 --> 00:24:06.860]   Beg you please read this book for yourself if you don't study this book for yourself. I
[00:24:06.860 --> 00:24:16.080]   Don't know what hope there is for you honestly and and here's why I say that
[00:24:16.080 --> 00:24:20.020]   There is so much
[00:24:20.020 --> 00:24:23.940]   False teaching out there right now
[00:24:25.340 --> 00:24:31.660]   There is so much false teaching out there that's why I go man don't even listen to what I'm saying necessarily look it up
[00:24:31.660 --> 00:24:35.500]   See if that's what the real what the Bible really says
[00:24:35.500 --> 00:24:40.140]   I'm not I'm not saying that you've got to be some Hebrew scholar or Greek scholar
[00:24:40.140 --> 00:24:43.900]   but I'm saying some of those supposed scholars are really messing us up and
[00:24:43.900 --> 00:24:48.020]   We're missing the obvious teaching of Scripture
[00:24:48.020 --> 00:24:52.540]   I'm saying just read this book over and over and over
[00:24:52.860 --> 00:24:56.860]   We encourage every everyone in our churches, you know down in San Francisco
[00:24:56.860 --> 00:24:59.820]   We read through the Bible together verse by verse all you know
[00:24:59.820 --> 00:25:04.580]   The whole Bible every year because I want my people reading the word for themselves
[00:25:04.580 --> 00:25:11.180]   I want them to see the power that's in this and I want them to catch what's obvious and what is emphasized
[00:25:11.180 --> 00:25:16.140]   because the Bible says in 2nd Timothy chapter 4 in
[00:25:16.140 --> 00:25:20.420]   Verse 3 it says the time is coming
[00:25:21.500 --> 00:25:24.820]   When people will not endure sound teaching
[00:25:24.820 --> 00:25:29.580]   But having itching ears they will accumulate for themselves
[00:25:29.580 --> 00:25:33.780]   teachers to suit their own passions
[00:25:33.780 --> 00:25:42.140]   Paul tells Timothy look a times coming when people aren't gonna put up with sound doctrine
[00:25:42.140 --> 00:25:48.940]   But because they have these itching ears like they want to hear certain things. They're gonna accumulate for themselves
[00:25:49.820 --> 00:25:53.020]   Teachers to suit their own passions. How do you accumulate?
[00:25:53.020 --> 00:25:55.940]   teachers to suit your own passions
[00:25:55.940 --> 00:26:00.220]   It's about your passion you want something
[00:26:00.220 --> 00:26:07.820]   Listen something I learned in seminary is I can make this book say anything I want
[00:26:07.820 --> 00:26:16.540]   Give me a topic you want to kill rabbits for fun. I will show you how to proof text that
[00:26:18.180 --> 00:26:24.780]   I'll come up with some obscure cultural fact and give you some verb that means
[00:26:24.780 --> 00:26:27.380]   Hop I you know, whatever
[00:26:27.380 --> 00:26:29.500]   I'll
[00:26:29.500 --> 00:26:34.580]   Twist this twist that and you'll and you won't know any better. You don't know Hebrew
[00:26:34.580 --> 00:26:41.540]   This is what I learned in seminary man, I can make this thing say anything and
[00:26:42.660 --> 00:26:45.900]   If you want something to be true
[00:26:45.900 --> 00:26:51.540]   You can find someone with a PhD in Bible to tell you whatever you want to say
[00:26:51.540 --> 00:26:56.740]   Go to the Christian bookstore. You want to get a divorce? I'll find you a book that'll prove to you
[00:26:56.740 --> 00:26:58.740]   It's just totally fine under any condition
[00:26:58.740 --> 00:27:06.940]   You want to ignore the poor I can find you guys that will fight for that and they'll have a doctor before their name
