
[00:00:00.000 --> 00:00:02.340]   (drum roll)
[00:03:01.160 --> 00:03:04.160]   And night and day among the tombs and on the mountains,
[00:03:04.160 --> 00:03:07.880]   he was always crying out and cutting himself with stones.
[00:03:07.880 --> 00:03:09.560]   And when he saw Jesus from afar,
[00:03:09.560 --> 00:03:12.000]   he ran and fell down before him.
[00:03:12.000 --> 00:03:14.120]   And crying out with a loud voice, he said,
[00:03:14.120 --> 00:03:15.840]   what have you to do with me, Jesus,
[00:03:15.840 --> 00:03:17.480]   son of the most high God?
[00:03:17.480 --> 00:03:20.840]   I adjure you by God, do not torment me.
[00:03:20.840 --> 00:03:22.160]   For he was saying to him,
[00:03:22.160 --> 00:03:24.920]   come out of the man, you unclean spirit.
[00:03:24.920 --> 00:03:27.320]   And Jesus asked him, what is your name?
[00:03:27.320 --> 00:03:30.800]   And he replied, my name is Legion, for we are many.
[00:03:30.800 --> 00:03:32.560]   And he begged him earnestly
[00:03:32.560 --> 00:03:34.560]   not to send them out of the country.
[00:03:34.560 --> 00:03:36.680]   Now a great herd of pigs was sitting there on the hillside,
[00:03:36.680 --> 00:03:38.880]   and they begged him, saying, send us into the pigs,
[00:03:38.880 --> 00:03:41.320]   let us enter them, so he gave them permission.
[00:03:41.320 --> 00:03:43.760]   And the unclean spirits came out, entered the pigs,
[00:03:43.760 --> 00:03:45.640]   and the herd, numbering about 2,000,
[00:03:45.640 --> 00:03:47.400]   rushed down the steep bank into the sea,
[00:03:47.400 --> 00:03:49.080]   and drowned in the sea.
[00:03:49.080 --> 00:03:51.200]   And the herdsmen fled, told it in the city,
[00:03:51.200 --> 00:03:53.040]   and in the country, and people came to see
[00:03:53.040 --> 00:03:54.800]   what it was that had happened.
[00:03:54.800 --> 00:03:57.760]   And they came to Jesus and saw the demon-possessed man,
[00:03:57.760 --> 00:04:00.120]   the one who had had the Legion sitting there,
[00:04:00.120 --> 00:04:03.800]   clothed and in his right mind, and they were afraid.
[00:04:03.800 --> 00:04:05.360]   And those who had seen it described to them
[00:04:05.360 --> 00:04:08.520]   what had happened to the demon-possessed man and to the pigs.
[00:04:08.520 --> 00:04:12.040]   And they began to beg Jesus to depart from their region.
[00:04:12.040 --> 00:04:13.240]   And as he was getting into the boat,
[00:04:13.240 --> 00:04:14.960]   the man who had been possessed with demons
[00:04:14.960 --> 00:04:17.240]   begged him that he might be with him,
[00:04:17.240 --> 00:04:19.040]   but he did not permit him.
[00:04:19.040 --> 00:04:21.800]   But he said to him, "Go home to your friends.
[00:04:21.800 --> 00:04:24.400]   "Tell them how much the Lord has done for you,
[00:04:24.400 --> 00:04:27.080]   "and how he's had mercy on you."
[00:04:27.080 --> 00:04:29.120]   And he went away and began to proclaim in the Decapolis
[00:04:29.120 --> 00:04:32.720]   how much Jesus had done for him, and everyone marveled.
[00:04:32.720 --> 00:04:36.080]   And when Jesus had crossed in the boat again
[00:04:36.080 --> 00:04:38.120]   to the other side, a great crowd gathered about him,
[00:04:38.120 --> 00:04:39.680]   and he was beside the sea.
[00:04:39.680 --> 00:04:41.360]   And there came one of the rulers of the synagogue,
[00:04:41.360 --> 00:04:44.600]   Jairus by name, and seeing him, he fell at his feet,
[00:04:44.600 --> 00:04:46.020]   and implored him earnestly, saying,
[00:04:46.020 --> 00:04:48.480]   "My little daughter is at the point of death.
[00:04:48.480 --> 00:04:49.600]   "Come and lay your hands on her
[00:04:49.600 --> 00:04:52.440]   "so that she may be made well and live."
[00:04:52.440 --> 00:04:54.040]   And he went with him.
[00:04:54.040 --> 00:04:57.080]   And a great crowd followed him and thronged about him.
[00:04:57.080 --> 00:04:59.200]   And there was a woman who had had a discharge of blood
[00:04:59.200 --> 00:05:02.120]   for 12 years, and who had suffered under many physicians,
[00:05:02.120 --> 00:05:03.520]   and had spent all that she had,
[00:05:03.520 --> 00:05:06.040]   and was no better, but rather grew worse.
[00:05:06.040 --> 00:05:07.960]   And she'd heard the reports about Jesus,
[00:05:07.960 --> 00:05:10.600]   and came up behind him in the crowd and touched his garment,
[00:05:10.600 --> 00:05:12.600]   for she had said, "If I touch even his garments,
[00:05:12.600 --> 00:05:14.120]   "I'll be made well."
[00:05:14.120 --> 00:05:16.220]   And immediately, the flow of blood dried up.
[00:05:16.220 --> 00:05:19.340]   She felt in her body that she was healed of her disease.
[00:05:19.340 --> 00:05:20.860]   And Jesus, perceiving in himself
[00:05:20.860 --> 00:05:22.260]   that power had gone out from him,
[00:05:22.260 --> 00:05:23.980]   immediately turned around in the crowd and said,
[00:05:23.980 --> 00:05:26.300]   "Who touched my garments?"
[00:05:26.300 --> 00:05:28.000]   And his disciples said to him,
[00:05:28.000 --> 00:05:30.100]   "You see the crowd pressing around you,
[00:05:30.100 --> 00:05:32.040]   "and yet you say, 'Who touched me?'"
[00:05:32.040 --> 00:05:35.160]   And he looked around to see who had done it.
[00:05:35.160 --> 00:05:36.800]   But the woman, knowing what had happened to her,
[00:05:36.800 --> 00:05:39.700]   came in fear and trembling, and fell down before him,
[00:05:39.700 --> 00:05:41.860]   and told him the whole truth.
[00:05:41.860 --> 00:05:42.680]   And he said to her, "Daughter,
[00:05:42.680 --> 00:05:44.100]   "your faith has made you well.
[00:05:44.100 --> 00:05:46.700]   "Go in peace, be healed of your disease."
[00:05:46.700 --> 00:05:48.700]   And while he was still speaking,
[00:05:48.700 --> 00:05:50.020]   there came from the ruler's house,
[00:05:50.020 --> 00:05:52.500]   someone who said, "Your daughter's dead.
[00:05:52.500 --> 00:05:54.520]   "Why trouble the teacher any further?"
[00:05:54.520 --> 00:05:56.620]   But overhearing what they said,
[00:05:56.620 --> 00:05:58.500]   Jesus said to the ruler of the synagogue,
[00:05:58.500 --> 00:06:00.740]   "Do not fear, only believe."
[00:06:00.740 --> 00:06:02.820]   And he allowed no one to follow him,
[00:06:02.820 --> 00:06:05.420]   except Peter and James, and John, the brother of James.
[00:06:05.420 --> 00:06:07.900]   And they came into the house of the ruler of the synagogue,
[00:06:07.900 --> 00:06:09.040]   and Jesus saw a commotion,
[00:06:09.040 --> 00:06:10.660]   people weeping and wailing loudly.
[00:06:10.660 --> 00:06:11.900]   And when he had entered, he said to them,
[00:06:11.900 --> 00:06:13.360]   "Why are you making a commotion and weeping?
[00:06:13.360 --> 00:06:15.900]   "The child's not dead, but sleeping."
[00:06:15.900 --> 00:06:17.500]   And they laughed at him.
[00:06:17.500 --> 00:06:19.420]   But he put them all outside,
[00:06:19.420 --> 00:06:20.860]   and took the child's father and mother,
[00:06:20.860 --> 00:06:22.140]   and those who were with him,
[00:06:22.140 --> 00:06:24.420]   and went into where the child was.
[00:06:24.420 --> 00:06:26.320]   And taking her by the hand, he said,
[00:06:26.320 --> 00:06:28.680]   "Talitha kumi," which means,
[00:06:28.680 --> 00:06:31.380]   "Little girl, I say to you, arise."
[00:06:31.380 --> 00:06:34.620]   And immediately, the girl got up and began walking,
[00:06:34.620 --> 00:06:36.180]   for she was 12 years of age,
[00:06:36.180 --> 00:06:38.860]   and they were immediately overcome with amazement.
[00:06:38.860 --> 00:06:41.820]   And he strictly charged them that no one should know this,
[00:06:41.820 --> 00:06:44.460]   and he told them to give her something to eat.
[00:06:44.460 --> 00:06:46.460]   Let me pray for us.
[00:06:46.460 --> 00:06:52.620]   Father, we're coming from a lot of different places in life,
[00:06:52.620 --> 00:06:55.300]   coming with a lot of different baggage.
[00:06:55.300 --> 00:06:58.900]   I pray right now that you would help us see Jesus.
[00:06:58.900 --> 00:07:04.000]   See who he is, see what he's about,
[00:07:04.000 --> 00:07:06.180]   and see why that matters for us,
[00:07:06.180 --> 00:07:07.980]   living here right now in Dallas.
[00:07:09.800 --> 00:07:13.960]   God, I believe you wanna change lives forever tonight,
[00:07:13.960 --> 00:07:16.720]   the course of some human lives in here.
[00:07:16.720 --> 00:07:18.840]   And I don't say that to try to hype up this meeting.
[00:07:18.840 --> 00:07:20.760]   I don't think Watermark can pull that off.
[00:07:20.760 --> 00:07:21.680]   I don't think The Porch can.
[00:07:21.680 --> 00:07:24.040]   I don't think, certainly, Ben can.
[00:07:24.040 --> 00:07:26.200]   But you can, God, and you've given us a moment
[00:07:26.200 --> 00:07:27.520]   to think about you together.
[00:07:27.520 --> 00:07:29.600]   And I just wanna ask, Lord,
[00:07:29.600 --> 00:07:33.960]   help us see you and be changed.
[00:07:33.960 --> 00:07:35.640]   Help us see us differently.
[00:07:35.640 --> 00:07:38.400]   And I wanna ask you guys, if you're willing,
[00:07:38.400 --> 00:07:40.480]   take a minute, just real quick, and you ask him.
[00:07:40.480 --> 00:07:42.400]   If you mean it, talk to God and say,
[00:07:42.400 --> 00:07:44.200]   please teach me something right now.
[00:07:44.200 --> 00:07:50.560]   And then if you would, please pray for me,
[00:07:50.560 --> 00:07:53.160]   that the Lord will use me and I'll be helpful to you.
[00:07:53.160 --> 00:08:05.120]   Well, Father, we love you and we trust you.
[00:08:05.120 --> 00:08:08.040]   Use this time, and we pray that in Jesus' name.
[00:08:08.800 --> 00:08:09.640]   Amen.
[00:08:09.640 --> 00:08:13.280]   Well, where I grew up, we played a lot of kickball.
[00:08:13.280 --> 00:08:14.920]   I lived at the end of a cul-de-sac,
[00:08:14.920 --> 00:08:18.200]   and all the kids would go down there and play all the time.
[00:08:18.200 --> 00:08:20.960]   But I'll never forget one particular day
[00:08:20.960 --> 00:08:24.000]   when a stranger arrived in our midst.
[00:08:24.000 --> 00:08:26.280]   He was, I think, the son of a repairman,
[00:08:26.280 --> 00:08:28.120]   'cause there was a repair truck in somebody's yard,
[00:08:28.120 --> 00:08:30.560]   and the kid was just sitting on the back of this truck
[00:08:30.560 --> 00:08:32.440]   watching us play kickball.
[00:08:32.440 --> 00:08:34.160]   And some of us felt bad for him.
[00:08:34.160 --> 00:08:35.240]   We were like, we should go ask this kid
[00:08:35.240 --> 00:08:36.840]   if he wants to play with us, right?
[00:08:36.840 --> 00:08:37.920]   So we went over there,
[00:08:37.920 --> 00:08:39.960]   and there was some resistance to asking him,
[00:08:39.960 --> 00:08:41.520]   'cause just to be honest with you,
[00:08:41.520 --> 00:08:45.120]   he was not an impressive specimen physically, all right?
[00:08:45.120 --> 00:08:49.240]   But we moved towards him, and we asked him.
[00:08:49.240 --> 00:08:51.080]   And so, of course, we asked the natural question
[00:08:51.080 --> 00:08:52.520]   you would ask at that moment.
[00:08:52.520 --> 00:08:55.120]   How far can you kick a kickball?
[00:08:55.120 --> 00:08:59.040]   I remember he looked at us,
[00:08:59.040 --> 00:09:02.160]   and then he went over those trees.
[00:09:02.160 --> 00:09:05.920]   And we went, ow!
[00:09:05.920 --> 00:09:07.840]   You know, I was like, are you joking?
[00:09:07.840 --> 00:09:10.200]   The furthest anyone had ever kicked a kickball
[00:09:10.200 --> 00:09:11.600]   was to the end of the street.
[00:09:11.600 --> 00:09:13.760]   And this kid's saying, "Pass the end of the street,
[00:09:13.760 --> 00:09:16.240]   "over the trees that are taller than the houses?"
[00:09:16.240 --> 00:09:17.880]   Like, there wasn't a single one of us that was like,
[00:09:17.880 --> 00:09:19.060]   "Really, that's amazing."
[00:09:19.060 --> 00:09:20.920]   We were all like, "Oh, he's a nut!"
[00:09:20.920 --> 00:09:22.920]   Like, we asked a psycho to play kickball,
[00:09:22.920 --> 00:09:24.280]   and everyone's mad at me,
[00:09:24.280 --> 00:09:26.640]   'cause I'm the guy that had extended myself socially
[00:09:26.640 --> 00:09:29.000]   to invite this crazy person into our game.
[00:09:29.000 --> 00:09:30.540]   And so they're like, "Well, congratulations.
[00:09:30.540 --> 00:09:31.680]   "He's on your team."
[00:09:31.680 --> 00:09:32.920]   And so I'm like, "That's wonderful."
[00:09:32.920 --> 00:09:35.000]   So I look at him, and I go, "Well, you're up, hero.
[00:09:35.000 --> 00:09:36.600]   "Let's see what you can do."
[00:09:36.600 --> 00:09:39.000]   And I'll never forget, he stepped up there,
[00:09:39.000 --> 00:09:41.500]   and he kicked that ball.
[00:09:41.500 --> 00:09:46.440]   And it not only went over the trees,
[00:09:46.440 --> 00:09:49.000]   it went sailing over the houses
[00:09:49.000 --> 00:09:50.640]   and into the neighbor's backyard.
[00:09:50.640 --> 00:09:54.700]   And as we watched that ball sail into the distance,
[00:09:54.700 --> 00:09:58.200]   our lives were changed that day.
[00:09:58.200 --> 00:10:01.480]   (audience laughing)
[00:10:01.480 --> 00:10:03.120]   And kickball was never the same!
[00:10:04.160 --> 00:10:05.400]   And I remember, as we watched him
[00:10:05.400 --> 00:10:07.600]   just kind of waddle around the bases,
[00:10:07.600 --> 00:10:10.140]   we were like, "Who is this man
[00:10:10.140 --> 00:10:12.000]   "that can do that to a kickball?"
[00:10:12.000 --> 00:10:15.440]   And I'll tell you what happened to us.
[00:10:15.440 --> 00:10:17.240]   We weren't laughing at him anymore.
[00:10:17.240 --> 00:10:22.780]   And when he spoke, we took him a lot more seriously.
[00:10:22.780 --> 00:10:26.440]   Now, I tell you this, for this reason.
[00:10:26.440 --> 00:10:27.880]   We were talking about Jesus last week,
[00:10:27.880 --> 00:10:29.680]   and we were talking about how Jesus came on the scene
[00:10:29.680 --> 00:10:32.280]   and was telling people, "There's a new kingdom here
[00:10:32.280 --> 00:10:33.660]   "because I'm here.
[00:10:33.660 --> 00:10:36.680]   "I'm a king, I'm a ruler, I'm your authority."
[00:10:36.680 --> 00:10:38.200]   And he starts saying stuff like that,
[00:10:38.200 --> 00:10:39.560]   and he gets a following around him
[00:10:39.560 --> 00:10:41.360]   'cause he's doing some wild stuff,
[00:10:41.360 --> 00:10:43.440]   but then we skip the section where he starts teaching,
[00:10:43.440 --> 00:10:44.520]   and he's like, "I'm the king,
[00:10:44.520 --> 00:10:46.340]   "I'm God's representative on the earth,
[00:10:46.340 --> 00:10:48.180]   "but it's not gonna look anything like you expect.
[00:10:48.180 --> 00:10:49.720]   "It's not like a military coup.
[00:10:49.720 --> 00:10:50.920]   "It's like a little mustard seed,
[00:10:50.920 --> 00:10:51.840]   "and my kingdom's really small,
[00:10:51.840 --> 00:10:52.760]   "and one day it'll get big."
[00:10:52.760 --> 00:10:54.160]   And he's saying stuff that the people
[00:10:54.160 --> 00:10:57.080]   who were following him were like, "What?"
[00:10:57.080 --> 00:10:59.840]   And the more they're into Jesus,
[00:10:59.840 --> 00:11:01.120]   the more they're getting confused
[00:11:01.120 --> 00:11:02.320]   by some of the things he's saying,
[00:11:02.320 --> 00:11:04.420]   and he's calling for their allegiance,
[00:11:04.420 --> 00:11:07.340]   but he's not what they expected,
[00:11:07.340 --> 00:11:09.460]   and it's confusing to them.
[00:11:09.460 --> 00:11:10.580]   And so in the section before this,
[00:11:10.580 --> 00:11:12.520]   it says he taught them like this
[00:11:12.520 --> 00:11:15.180]   as long as they were able to handle it.
[00:11:15.180 --> 00:11:16.300]   Like he hit a point where they were like,
[00:11:16.300 --> 00:11:18.080]   "I just don't know if we can process any more of this.
[00:11:18.080 --> 00:11:18.980]   "Like you want my life,
[00:11:18.980 --> 00:11:21.260]   "but you're going in directions I'm not expecting.
[00:11:21.260 --> 00:11:23.240]   "Like you're calling for my allegiance,
[00:11:23.240 --> 00:11:24.940]   "but I don't get where you're going."
[00:11:24.940 --> 00:11:28.460]   And they're just kinda confused by what kinda guy this is.
[00:11:28.460 --> 00:11:31.420]   And then when we approach our text tonight,
[00:11:31.420 --> 00:11:32.740]   we're in the midst of that confusion.
[00:11:32.740 --> 00:11:35.060]   Are we hitching our wagon to the right guy?
[00:11:35.060 --> 00:11:37.440]   Should we even be on this Jesus thing?
[00:11:37.440 --> 00:11:41.560]   And then Jesus gets to step up and kick the ball,
[00:11:41.560 --> 00:11:43.740]   and we're gonna watch him go to work,
[00:11:43.740 --> 00:11:46.180]   and we're gonna see the power of Jesus,
[00:11:46.180 --> 00:11:48.340]   and we're gonna see the purpose of Jesus,
[00:11:48.340 --> 00:11:49.900]   and then we're gonna see the priority of Jesus.
[00:11:49.900 --> 00:11:50.740]   That's where we're going,
[00:11:50.740 --> 00:11:52.100]   and I know we read a lot of text.
[00:11:52.100 --> 00:11:54.300]   Normal people would just cover one of those at a time,
[00:11:54.300 --> 00:11:57.620]   but I read 'em all because I don't know if you caught this.
[00:11:57.620 --> 00:11:58.740]   There's a theme in it,
[00:11:58.740 --> 00:12:02.460]   and all of it happens in one crazy boat ride with Jesus.
[00:12:02.460 --> 00:12:04.700]   And so we're gonna go on a ride with him
[00:12:04.700 --> 00:12:07.720]   and see his power and his purpose and his priorities.
[00:12:07.720 --> 00:12:10.140]   And he saw his power in that first moment.
[00:12:10.140 --> 00:12:12.240]   It says, "On that day," the day he'd been teaching,
[00:12:12.240 --> 00:12:13.860]   "when evening had come, he said to them,
[00:12:13.860 --> 00:12:15.920]   "let's go across to the other side of the sea."
[00:12:15.920 --> 00:12:18.060]   Sermon's over, he says, "Let's get in the boat and take off."
[00:12:18.060 --> 00:12:20.720]   And it says, "When they did it, a great windstorm arose,
[00:12:20.720 --> 00:12:22.740]   "and the waves were breaking into the boat,
[00:12:22.740 --> 00:12:24.280]   "and the boat was filling."
[00:12:24.280 --> 00:12:26.540]   Windstorms were coming on that sea,
[00:12:26.540 --> 00:12:28.640]   and yet this one's called a great windstorm
[00:12:28.640 --> 00:12:32.540]   at night, and it's so bad it's starting to swamp the boat.
[00:12:32.540 --> 00:12:35.260]   And it's getting to a moment where even the veteran sailors
[00:12:35.260 --> 00:12:36.580]   are starting to get spooked.
[00:12:36.580 --> 00:12:38.580]   It's scaring the pros.
[00:12:38.580 --> 00:12:40.380]   So they run and grab Jesus, and he saw,
[00:12:40.380 --> 00:12:43.540]   it said he was asleep in the stern on a cushion
[00:12:43.540 --> 00:12:45.940]   'cause he had been teaching all day, and that's exhausting.
[00:12:45.940 --> 00:12:48.540]   But they come to him, and you see it says,
[00:12:48.540 --> 00:12:49.380]   they came to him and they said,
[00:12:49.380 --> 00:12:53.460]   "Teacher, do you not care that we're perishing?"
[00:12:53.460 --> 00:12:55.620]   They get to a moment where even the veteran sailors
[00:12:55.620 --> 00:12:57.140]   are like, "This is out of our control.
[00:12:57.140 --> 00:12:59.600]   "This situation is one we can't handle."
[00:12:59.600 --> 00:13:01.760]   And they panic, so they grab Jesus,
[00:13:01.760 --> 00:13:04.680]   and notice what's the constant and what's up for debate.
[00:13:04.680 --> 00:13:06.960]   We are perishing.
[00:13:06.960 --> 00:13:10.560]   The only question in this moment is if you care,
[00:13:10.560 --> 00:13:13.680]   or if you have the power to do anything about that.
[00:13:13.680 --> 00:13:15.600]   And they sound a lot like us, right?
[00:13:15.600 --> 00:13:18.080]   When our circumstances get out of our control,
[00:13:18.080 --> 00:13:21.560]   when we realize I can't run my life, we go,
[00:13:21.560 --> 00:13:23.760]   "God, do you care at all?
[00:13:23.760 --> 00:13:25.160]   "Or are you gonna do anything about it?
[00:13:25.160 --> 00:13:26.240]   "What's your deal?"
[00:13:27.180 --> 00:13:29.060]   And they come to Jesus and say, "We're perishing.
[00:13:29.060 --> 00:13:30.280]   "Do you care about that?
[00:13:30.280 --> 00:13:31.580]   "Does that interest you?"
[00:13:31.580 --> 00:13:34.660]   And Jesus hops up, and I think they're looking
[00:13:34.660 --> 00:13:36.660]   for him to pitch in, like grab a bucket or something.
[00:13:36.660 --> 00:13:40.580]   But in verse 39 it says, "And he awoke and rebuked the wind
[00:13:40.580 --> 00:13:43.660]   "and said to the sea, 'Peace, be still.'"
[00:13:43.660 --> 00:13:44.740]   Now what's interesting about that is,
[00:13:44.740 --> 00:13:46.340]   in Greek there's two words,
[00:13:46.340 --> 00:13:49.300]   and they're both the words for be quiet.
[00:13:49.300 --> 00:13:51.460]   One of them's in the present tense, which means right now.
[00:13:51.460 --> 00:13:53.780]   One's in the perfect tense, which means a continuous state.
[00:13:53.780 --> 00:13:55.060]   And so literally Jesus stands up
[00:13:55.060 --> 00:13:56.980]   and looks at the wind and says,
[00:13:56.980 --> 00:14:00.720]   "Hey, be quiet, stay quiet."
[00:14:00.720 --> 00:14:03.300]   And that's weird.
[00:14:03.300 --> 00:14:05.420]   I don't think that's what they were looking for,
[00:14:05.420 --> 00:14:07.900]   for him to rebuke nature like it's a baby.
[00:14:07.900 --> 00:14:12.700]   What's weirder is that it obeys.
[00:14:12.700 --> 00:14:16.100]   And Mark tells us that the sea was completely calm.
[00:14:16.100 --> 00:14:17.380]   It's not just like the rain stopped,
[00:14:17.380 --> 00:14:18.500]   and he's like, "I get credit."
[00:14:18.500 --> 00:14:19.940]   He says it's an eerie calm.
[00:14:19.940 --> 00:14:21.620]   That suddenly the boat is swamping,
[00:14:21.620 --> 00:14:22.820]   they think they're gonna die.
[00:14:22.820 --> 00:14:24.860]   They're like, "This is out of control, this is nuts.
[00:14:24.860 --> 00:14:25.820]   "Jesus, do you care?"
[00:14:25.820 --> 00:14:27.220]   And he goes, "Stop!"
[00:14:27.220 --> 00:14:28.720]   The weather stops, eerie calm.
[00:14:28.720 --> 00:14:32.340]   And all they hear is him look at them and go,
[00:14:32.340 --> 00:14:34.100]   "Don't you guys know be quiet now?"
[00:14:34.100 --> 00:14:36.580]   And he goes back to sleep.
[00:14:36.580 --> 00:14:39.420]   (audience laughing)
[00:14:39.420 --> 00:14:41.220]   And the moment ends where they says,
[00:14:41.220 --> 00:14:44.660]   and they are afraid, filled with great fear,
[00:14:44.660 --> 00:14:45.580]   and they say to one another,
[00:14:45.580 --> 00:14:50.420]   "Who then is this that even the winds and waves obey him?"
[00:14:50.420 --> 00:14:51.740]   Who talks like that?
[00:14:51.740 --> 00:14:52.660]   Who does this?
[00:14:52.660 --> 00:14:54.220]   And it's a great question.
[00:14:54.220 --> 00:14:55.260]   And the funny thing about Mark
[00:14:55.260 --> 00:14:57.380]   is Mark doesn't answer it in the gospel.
[00:14:57.380 --> 00:15:00.100]   He's like, "Who does that, that the wind and waves obey him?"
[00:15:00.100 --> 00:15:01.740]   The next verse is like, "So they had a sandwich."
[00:15:01.740 --> 00:15:05.020]   And you're like, "No, wait, well, who does that?"
[00:15:05.020 --> 00:15:07.740]   And if you know your Bible, you know who does that.
[00:15:07.740 --> 00:15:09.860]   The Old Testament's really clear.
[00:15:09.860 --> 00:15:12.700]   In places like Psalm 89, where it says,
[00:15:12.700 --> 00:15:17.700]   "O Yahweh, the God of hosts, who is mightier than you are?
[00:15:17.700 --> 00:15:20.640]   "You rule the raging of the sea,
[00:15:20.640 --> 00:15:23.600]   "and when its waves rise, you still them."
[00:15:24.440 --> 00:15:26.680]   The sea's the most out of control place you can be
[00:15:26.680 --> 00:15:28.040]   as a human being.
[00:15:28.040 --> 00:15:30.280]   Only one person can command it like a child.
