
[00:00:00.000 --> 00:00:22.860]   How are we doing?
[00:06:08.100 --> 00:06:10.320]   And so here's the deal.
[00:06:10.320 --> 00:06:17.060]   When someone comes at you and says you owe something, they have a power over you.
[00:06:17.060 --> 00:06:20.380]   Like you're sitting there and you're like, okay, how am I going to work this out?
[00:06:20.380 --> 00:06:24.100]   And they get to define the terms of how you're going to work that out.
[00:06:24.100 --> 00:06:28.220]   And so some of you, you grew up in church and you have this view of God and you know
[00:06:28.220 --> 00:06:31.460]   that your sins are debts against him.
[00:06:31.460 --> 00:06:32.460]   And that's true.
[00:06:32.460 --> 00:06:33.460]   That's good theology.
[00:06:33.460 --> 00:06:39.100]   Your sins are indeed debts against the creator of the heavens and the earth.
[00:06:39.100 --> 00:06:45.420]   But the problem, and this is where it breaks down is how he views those debts will certainly
[00:06:45.420 --> 00:06:48.480]   approach how you go to him.
[00:06:48.480 --> 00:06:54.300]   Do you view him as someone scary like the IRS ready to throw you in prison or worse,
[00:06:54.300 --> 00:06:56.360]   throw you in hell?
[00:06:56.360 --> 00:06:57.360]   Are you here?
[00:06:57.360 --> 00:07:00.240]   And do you think, Hey, hell is a possibility for me.
[00:07:00.240 --> 00:07:02.440]   There's a chance, you know, I may get up there.
[00:07:02.440 --> 00:07:03.440]   I may go down.
[00:07:03.440 --> 00:07:04.440]   I do every single week.
[00:07:04.440 --> 00:07:07.520]   People appear that are like, yeah, I'm, I think I'm going to go to heaven.
[00:07:07.520 --> 00:07:11.920]   I'm like, you think, you think, so there's a chance that you're walking around and there's
[00:07:11.920 --> 00:07:14.440]   a chance you're going to die and you're going to go to hell forever and ever and ever and
[00:07:14.440 --> 00:07:15.440]   ever.
[00:07:15.440 --> 00:07:19.920]   You tell me that's a possible reality.
[00:07:19.920 --> 00:07:28.060]   How we view God and more specifically how we believe God views our sins certainly affects
[00:07:28.060 --> 00:07:31.680]   how we approach God.
[00:07:31.680 --> 00:07:36.160]   And this is why this message is so unbelievably important because you cannot view, you cannot
[00:07:36.160 --> 00:07:42.200]   approach God appropriately if you do not understand how he views your sins.
[00:07:42.200 --> 00:07:43.880]   So that's what we're talking about this evening.
[00:07:43.880 --> 00:07:47.920]   How does God view your sins?
[00:07:47.920 --> 00:07:53.040]   And specifically we're going to talk about what Jesus does, not just to our debt, but
[00:07:53.040 --> 00:07:56.600]   to our death, what Jesus does to our debt.
[00:07:56.600 --> 00:08:02.280]   And before we leave here, what Jesus does to the demons who accuse us because it's in
[00:08:02.280 --> 00:08:03.600]   the text.
[00:08:03.600 --> 00:08:05.280]   And so we're traveling through Colossians.
[00:08:05.280 --> 00:08:07.200]   If you're just joining us, we're in a series in Colossians.
[00:08:07.200 --> 00:08:09.400]   We're in Colossians chapter two.
[00:08:09.400 --> 00:08:14.400]   If you have your Bibles turned to the new Testament and you're going to go a little
[00:08:14.400 --> 00:08:20.640]   ways into the new Testament and past the gospels, Matthew, Mark, Luke, and John, Acts, Romans,
[00:08:20.640 --> 00:08:31.160]   first and second Corinthians, Galatians, Ephesians, Philippians, Colossians.
[00:08:31.160 --> 00:08:34.280]   The church in Colossae has picked up a heresy.
[00:08:34.280 --> 00:08:36.420]   What they've done is they've added to the gospel.
[00:08:36.420 --> 00:08:39.440]   They said, what must be done to pay this debt against God?
[00:08:39.440 --> 00:08:42.080]   Well, certainly it's Jesus plus something else.
[00:08:42.080 --> 00:08:43.480]   They began to add to it.
[00:08:43.480 --> 00:08:48.900]   And so last week we awkwardly ended talking about circumcision, not just of the flesh,
[00:08:48.900 --> 00:08:54.380]   but more specifically circumcision of the heart, that Christ, that in Christ, rather
[00:08:54.380 --> 00:08:57.240]   your sin nature has been removed.
[00:08:57.240 --> 00:08:59.200]   And so some of us were like, you're in like, wait a minute.
[00:08:59.200 --> 00:09:00.920]   It doesn't feel like my sin nature is removed.
[00:09:00.920 --> 00:09:03.120]   I still sin sometimes.
[00:09:03.120 --> 00:09:08.180]   And so this is the difficult already, not yet reality that we live in that, that God
[00:09:08.180 --> 00:09:09.920]   stands outside of time.
[00:09:09.920 --> 00:09:14.960]   And that's something that happened 2000 years ago has tremendous implications for our presence
[00:09:14.960 --> 00:09:19.680]   at our present time and even bigger implications for our future.
[00:09:19.680 --> 00:09:27.480]   When we stand before God that in Christ, we're being moved toward being sinless, but in Christ
[00:09:27.480 --> 00:09:32.360]   with God in the future, we will stand sinless.
[00:09:32.360 --> 00:09:35.600]   It's this idea that God stands outside of time.
[00:09:35.600 --> 00:09:38.400]   It's past, present, and future all working together.
[00:09:38.400 --> 00:09:43.920]   That though, while you might sin right now, God is no longer counting those sins against
[00:09:43.920 --> 00:09:44.920]   you.
[00:09:44.920 --> 00:09:47.080]   This is second Corinthians five 19.
[00:09:47.080 --> 00:09:55.160]   What would happen if we believe that God was no longer counting our sins against us?
[00:09:55.160 --> 00:09:56.960]   Would we send more?
[00:09:56.960 --> 00:09:58.480]   What do we send less?
[00:09:58.480 --> 00:09:59.520]   How would we view sin?
[00:09:59.520 --> 00:10:01.280]   This is directly from the scripture.
[00:10:01.280 --> 00:10:02.920]   Second Corinthians five 19.
[00:10:02.920 --> 00:10:11.380]   God to the believer, the person in Christ is no longer counting your sins against you.
[00:10:11.380 --> 00:10:19.200]   And so God who stands outside of time sees us already as though we are sinless before
[00:10:19.200 --> 00:10:23.000]   him, pure and perfect.
[00:10:23.000 --> 00:10:28.920]   Even though you will leave here and live, you will sin.
[00:10:28.920 --> 00:10:31.160]   How does that mind blown?
[00:10:31.160 --> 00:10:32.160]   Like, how does that work?
[00:10:32.160 --> 00:10:33.160]   How does that happen?
[00:10:33.160 --> 00:10:35.300]   That's why this text is so rich in Colossians.
[00:10:35.300 --> 00:10:40.160]   So last week we said in him, you were also circumcised with the circumcision not performed
[00:10:40.160 --> 00:10:41.920]   by human hands.
[00:10:41.920 --> 00:10:47.620]   Your whole self ruled by the flesh was put off when you were circumcised by Christ.
[00:10:47.620 --> 00:10:51.460]   That this sin nature in your heart, there was a circumcision that occurred in your heart.
[00:10:51.460 --> 00:10:53.480]   It has been removed that.
[00:10:53.480 --> 00:10:58.000]   And what that means is that in Christ you now no longer have to sin before Christ.
[00:10:58.000 --> 00:10:59.500]   You had to sin.
[00:10:59.500 --> 00:11:04.080]   You didn't have any choice but to sin, but now you don't have to sin.
[00:11:04.080 --> 00:11:09.900]   The Holy Spirit strengthens you in the presence of sin so that there is a way out from sin.
[00:11:09.900 --> 00:11:11.420]   So no one say, I can't stop.
[00:11:11.420 --> 00:11:13.080]   I have to keep doing this.
[00:11:13.080 --> 00:11:14.080]   No, you don't.
[00:11:14.080 --> 00:11:15.080]   Not for the believer.
[00:11:15.080 --> 00:11:20.160]   You absolutely can stop the spirit of God in you can give you the power to stop.
[00:11:20.160 --> 00:11:26.100]   Verse 12, having been buried with him in baptism in which you were also raised with him through
[00:11:26.100 --> 00:11:31.880]   your faith in the working of God who raised him, that's Jesus from the dead.
[00:11:31.880 --> 00:11:36.500]   When you were raised, when you were dead rather in your sins and in the uncircumcision of
[00:11:36.500 --> 00:11:41.960]   your flesh, God, God made you alive with Christ.
[00:11:41.960 --> 00:11:43.440]   Now those are a lot of churchy words.
[00:11:43.440 --> 00:11:45.120]   What do they mean?
[00:11:45.120 --> 00:11:50.300]   My first point this evening is that Jesus raises you from the dead.
[00:11:50.300 --> 00:11:52.080]   Jesus raises you from the dead.
[00:11:52.080 --> 00:11:54.720]   This is so important for Christians to understand.
[00:11:54.720 --> 00:11:58.580]   Whenever I baptize someone, I say this, you have been buried with Christ in his death
[00:11:58.580 --> 00:12:00.420]   and raised with him to new life.
[00:12:00.420 --> 00:12:03.840]   Just as you go down, you've been buried with Christ in his death and you raised to him
[00:12:03.840 --> 00:12:04.840]   in new life.
[00:12:04.840 --> 00:12:07.680]   That's what I say whenever I baptize someone.
[00:12:07.680 --> 00:12:09.920]   Water baptism is just a symbol.
[00:12:09.920 --> 00:12:10.920]   Okay.
[00:12:10.920 --> 00:12:11.920]   It is a metaphor.
[00:12:11.920 --> 00:12:13.040]   The scriptures give us.
[00:12:13.040 --> 00:12:14.280]   It's much like a wedding ring.
[00:12:14.280 --> 00:12:15.720]   I'm married.
[00:12:15.720 --> 00:12:17.360]   I'm still married.
[00:12:17.360 --> 00:12:18.360]   Okay.
[00:12:18.360 --> 00:12:22.360]   The ring is a symbol of a covenant commitment that I've made.
[00:12:22.360 --> 00:12:28.200]   Likewise, baptism is a declaration, a proclamation of a covenant commitment you've made to follow
[00:12:28.200 --> 00:12:29.800]   Christ.
[00:12:29.800 --> 00:12:35.600]   Now you are being identified with Jesus in his death and raised him being buried in the
[00:12:35.600 --> 00:12:39.680]   tomb and raised to new life.
[00:12:39.680 --> 00:12:42.680]   But that's not the baptism we're talking about here.
[00:12:42.680 --> 00:12:47.920]   We're talking about a baptism of the spirit that happens at the point of conversion.
[00:12:47.920 --> 00:12:50.080]   Now this is important.
[00:12:50.080 --> 00:12:51.080]   This is theology.
[00:12:51.080 --> 00:12:53.280]   So stay with me and let me read this to you.
[00:12:53.280 --> 00:12:56.280]   A new convert is baptized by God.
[00:12:56.280 --> 00:13:04.080]   God's doing the baptism into Christ's death and resurrection by faith in Jesus resulting
[00:13:04.080 --> 00:13:09.080]   in a new life where sin is not necessary and without eternal consequence.
[00:13:09.080 --> 00:13:10.700]   So who's doing the baptism?
[00:13:10.700 --> 00:13:11.700]   That's God.
[00:13:11.700 --> 00:13:12.840]   What are you baptized into?
[00:13:12.840 --> 00:13:15.320]   Not water, but Christ's death and resurrection.
[00:13:15.320 --> 00:13:21.360]   How by faith in Jesus and what does it result in a new life, a brand new life, a life different
[00:13:21.360 --> 00:13:28.080]   from your old life, a new life where sin is not necessary and without eternal consequence.
[00:13:28.080 --> 00:13:29.080]   So let me ask you a question.
[00:13:29.080 --> 00:13:30.080]   Don't answer it.
[00:13:30.080 --> 00:13:32.600]   Some of you would answer differently.
[00:13:32.600 --> 00:13:36.240]   Does the Christian have to be baptized?
[00:13:36.240 --> 00:13:38.720]   The answer is yes.
[00:13:38.720 --> 00:13:44.280]   By the spirit or into the spirit you already have been if you are indeed a Christian.
[00:13:44.280 --> 00:13:47.440]   That happened at conversion.
[00:13:47.440 --> 00:13:49.520]   And does a Christian have to be baptized in the water?
[00:13:49.520 --> 00:13:51.080]   The answer is yes.
[00:13:51.080 --> 00:13:55.120]   To be obedient, not to be saved.
[00:13:55.120 --> 00:13:56.760]   The scripture commands us to be baptized.
[00:13:56.760 --> 00:13:59.080]   So if you're here and you're a follower of Jesus Christ, you haven't been baptized, you
[00:13:59.080 --> 00:14:01.520]   should get baptized.
[00:14:01.520 --> 00:14:02.520]   That is to be obedient.
[00:14:02.520 --> 00:14:05.320]   Do I have to be baptized in order to get to heaven?
[00:14:05.320 --> 00:14:06.320]   No.
[00:14:06.320 --> 00:14:09.520]   No, you have to trust in Jesus, his death and resurrection for the forgiveness of your
[00:14:09.520 --> 00:14:11.720]   sins to get to heaven.
[00:14:11.720 --> 00:14:15.720]   But to walk in obedience as a Christian, you will get baptized.
[00:14:15.720 --> 00:14:20.020]   You've been identified with Jesus and as Jesus was raised to new life, so are you.
[00:14:20.020 --> 00:14:25.120]   This is very difficult to understand that something that happened 2000 years ago, you
[00:14:25.120 --> 00:14:30.920]   you benefited from the day you were there with Jesus, your sin, your materialism, your
[00:14:30.920 --> 00:14:34.580]   pride, your self-righteousness, your pornography.
[00:14:34.580 --> 00:14:36.320]   It was nailed to the cross with Christ.
[00:14:36.320 --> 00:14:37.920]   It was crucified with Christ.
[00:14:37.920 --> 00:14:41.620]   Jesus goes in the grave and he comes out without your sin.
[00:14:41.620 --> 00:14:46.620]   Even though that happened in the past, it's like you benefit from it now as you live now
[00:14:46.620 --> 00:14:49.820]   in Christ, as you trust in Christ, you benefit from it.
[00:14:49.820 --> 00:14:51.240]   Then it's very difficult.
[00:14:51.240 --> 00:14:53.240]   It feels philosophical.
[00:14:53.240 --> 00:14:57.920]   But last week we talked about how the circumcision was a shadow of something to come, that for
[00:14:57.920 --> 00:15:04.000]   thousands of years, guys were removing their flesh as a symbol of Jesus coming to circumcise
[00:15:04.000 --> 00:15:05.000]   our heart.
[00:15:05.000 --> 00:15:11.900]   Guys, for thousands of years, Jews would practice this cleansing of baptism.
[00:15:11.900 --> 00:15:12.980]   That was a foreshadowing.
[00:15:12.980 --> 00:15:17.320]   They had no idea that Jesus, their savior would be buried in a tomb and raised to new
[00:15:17.320 --> 00:15:18.320]   life.
[00:15:18.320 --> 00:15:23.860]   It was pointing to something in the future that Christ is, will be buried and raised
[00:15:23.860 --> 00:15:25.220]   to new life.
[00:15:25.220 --> 00:15:26.600]   It's another symbol.
[00:15:26.600 --> 00:15:34.700]   And we're not just talking about washing away your sins, but being raised to new life.
[00:15:34.700 --> 00:15:36.700]   And so it's the past, present and future working together.
[00:15:36.700 --> 00:15:39.900]   In the past, Christ's burial and resurrection.
[00:15:39.900 --> 00:15:44.380]   The present, buried with Jesus and alive without needing to sin.
[00:15:44.380 --> 00:15:48.900]   And in the future, one day you will literally raise from the dead.
[00:15:48.900 --> 00:15:55.740]   One day, if you've trusted in that, you will absolutely, positively, for sure, literally
[00:15:55.740 --> 00:16:00.060]   raise from the grave as God defeats death in your life.
[00:16:00.060 --> 00:16:02.820]   But that new life starts right now.
[00:16:02.820 --> 00:16:05.740]   Okay, summarize, I lost some of you.
[00:16:05.740 --> 00:16:07.900]   Let me just hit you with this.
[00:16:07.900 --> 00:16:13.700]   Jesus did not come to make bad people good, but dead people alive.
[00:16:13.700 --> 00:16:18.300]   Jesus did not come to make bad people good, but dead people alive.
[00:16:18.300 --> 00:16:21.100]   Your sins did not just identify you as bad.
[00:16:21.100 --> 00:16:23.500]   When you were a sinner, you were dead in your sins.
[00:16:23.500 --> 00:16:25.260]   You had no hope for the future.
[00:16:25.260 --> 00:16:26.660]   You were hell bound.
[00:16:26.660 --> 00:16:27.940]   You were going to go to hell.
[00:16:27.940 --> 00:16:29.140]   There's no, I might go to hell.
[00:16:29.140 --> 00:16:30.480]   I might go to heaven.
[00:16:30.480 --> 00:16:32.180]   One minute you're going to hell.
[00:16:32.180 --> 00:16:35.940]   One second later, the Holy Spirit has come upon your life and you are going to heaven,
[00:16:35.940 --> 00:16:38.300]   for sure, absolutely.
[00:16:38.300 --> 00:16:41.940]   You were dead and Christ made you alive.
[00:16:41.940 --> 00:16:44.820]   Well, what if I'm here and I've trusted in Christ, but I don't feel alive?
[00:16:44.820 --> 00:16:46.620]   The same thing, one of two things.
[00:16:46.620 --> 00:16:50.660]   You either did not trust in him or you're not trusting in him right now.
[00:16:50.660 --> 00:16:51.740]   You're not abiding in him.
[00:16:51.740 --> 00:16:53.060]   You're not walking with him.
[00:16:53.060 --> 00:16:56.860]   Jesus did not come to make bad people good, but dead people alive.
[00:16:56.860 --> 00:17:00.780]   This is where we get this idea from the scripture of being born again.
[00:17:00.780 --> 00:17:04.180]   That there's new birth, that there was a past life behind you and a new life in front of
[00:17:04.180 --> 00:17:07.540]   you, that you live a new life in Christ.
[00:17:07.540 --> 00:17:10.180]   You're born again Christian.
[00:17:10.180 --> 00:17:14.840]   Every single believer in the room has two lives.
[00:17:14.840 --> 00:17:18.260]   You had a life when you were dead and you've been made alive in Christ.
[00:17:18.260 --> 00:17:22.860]   I remember when I couldn't do anything but sin and now I'm made alive.
[00:17:22.860 --> 00:17:23.860]   I've been born again.
[00:17:23.860 --> 00:17:24.860]   It's a second birth.
[00:17:24.860 --> 00:17:30.060]   I've got three kids, so I've been in that room for the birth three times.
[00:17:30.060 --> 00:17:36.460]   Some people say it's beautiful.
[00:17:36.460 --> 00:17:38.660]   It's horrible.
[00:17:38.660 --> 00:17:39.840]   That's the truth.
[00:17:39.840 --> 00:17:42.020]   Lots of screaming, lots of blood.
[00:17:42.020 --> 00:17:43.020]   It's awful.
[00:17:43.020 --> 00:17:44.020]   It's an awful thing.
[00:17:44.020 --> 00:17:47.540]   I mean, the result is beautiful.
[00:17:47.540 --> 00:17:48.540]   Baby's there.
[00:17:48.540 --> 00:17:49.540]   It's amazing.
[00:17:49.540 --> 00:17:53.020]   Weston, Presley, Finley, my kids, I'm there in the room.
[00:17:53.020 --> 00:17:54.020]   I'm with their mom.
[00:17:54.020 --> 00:17:55.020]   They're not in the room.
[00:17:55.020 --> 00:17:58.780]   Then all of a sudden, nobody comes in or out of the room and then they're in the room.
[00:17:58.780 --> 00:17:59.780]   It's amazing.
[00:17:59.780 --> 00:18:01.780]   That kid was born.
[00:18:01.780 --> 00:18:02.780]   Wow.
[00:18:02.780 --> 00:18:07.140]   I'm there for moral support, honestly.
[00:18:07.140 --> 00:18:08.140]   I can't do anything.
[00:18:08.140 --> 00:18:09.140]   I'm like, "You want to hold my hand?"
[00:18:09.140 --> 00:18:10.140]   "No!"
[00:18:10.140 --> 00:18:11.140]   "Okay.
[00:18:11.140 --> 00:18:13.500]   What can I do?"
[00:18:13.500 --> 00:18:18.820]   She is working really, really hard and they, the one who are being born, they're not doing
[00:18:18.820 --> 00:18:21.500]   anything.
[00:18:21.500 --> 00:18:23.060]   They didn't do anything to be born.
[00:18:23.060 --> 00:18:24.060]   That's the reality of it.
[00:18:24.060 --> 00:18:25.180]   You didn't do anything to be born.
[00:18:25.180 --> 00:18:26.180]   Not a single thing.
[00:18:26.180 --> 00:18:27.180]   You didn't crawl out of the womb.
[00:18:27.180 --> 00:18:28.180]   No, nothing.
[00:18:28.540 --> 00:18:30.060]   You didn't decide, "Hey, now's the time."
[00:18:30.060 --> 00:18:31.060]   You didn't start to push.
[00:18:31.060 --> 00:18:32.060]   No, she pushed.
[00:18:32.060 --> 00:18:33.060]   You didn't push.
[00:18:33.060 --> 00:18:34.060]   Right?
[00:18:34.060 --> 00:18:39.340]   Likewise, you didn't do anything to be born again.
[00:18:39.340 --> 00:18:41.660]   Not a thing.
[00:18:41.660 --> 00:18:43.220]   God did the work.
[00:18:43.220 --> 00:18:46.300]   Christ did the work on the cross 2,000 years ago.
[00:18:46.300 --> 00:18:47.300]   That's it.
[00:18:47.300 --> 00:18:48.300]   You didn't do anything.
