
[00:00:00.000 --> 00:00:22.020]  好 各位網友大家好 今天我們會來看從聖經看如何面對大時代的轉變
[00:04:30.080 --> 00:04:31.860]  好木人為羊
[00:04:31.860 --> 00:04:32.640]  捨命
[00:04:32.640 --> 00:04:33.920]  所以其實
[00:04:33.920 --> 00:04:37.760]  你說是不是故意的呢 也有一點點的 所以我就選擇了
[00:04:38.000 --> 00:04:42.100]  好木人的比喻 今晚跟大家分享
[00:04:42.100 --> 00:04:48.500]  或者剛才看了以色列傑書整卷書的結構的時候
[00:04:48.500 --> 00:04:54.380]  我們看看今晚我們主要想看的第34章
[00:04:54.380 --> 00:04:59.240]  它坐落在第25到37章的結構裏面
[00:04:59.240 --> 00:05:04.880]  其實第25到32章就是我剛才說的審判列國的神諭
[00:05:04.880 --> 00:05:07.440]  當審判完列國之後
[00:05:07.700 --> 00:05:15.840]  就宣布耶路撒冷或是猶大國亡國 就在第33章的第21節
[00:05:15.840 --> 00:05:19.680]  由33章開始到第37章
[00:05:19.680 --> 00:05:25.320]  可以說是整本以色列傑書第一次一個比較清楚的復興信息
[00:05:25.320 --> 00:05:31.200]  所以由第33章第1至33節就說到以色列會做一個守望者
[00:05:31.200 --> 00:05:36.320]  然後第35到36章的第一部分去到第15節
[00:05:36.580 --> 00:05:41.960]  就是在說審判以東和復興以色列群山的信息
[00:05:41.960 --> 00:05:45.800]  最後就是第36章的16到38節
[00:05:45.800 --> 00:05:50.920]  應該沒有讀過以色列傑書的人都應該會很清楚
[00:05:50.920 --> 00:05:55.780]  這個就是神賜下一個身心和身靈的經文
[00:05:55.780 --> 00:06:00.400]  最後就是第37章的第1至28節 有兩個段落的
[00:06:00.400 --> 00:06:03.980]  第37章1至14節 大家應該很熟悉的
[00:06:04.240 --> 00:06:07.040]  就是呼吸復活的段落
[00:06:07.040 --> 00:06:10.840]  然後第15到28節
[00:06:10.840 --> 00:06:17.760]  就是在說猶大和以色列藉著一個象徵行為
[00:06:17.760 --> 00:06:22.880]  去連結 聯合在一起的一個異象
[00:06:22.880 --> 00:06:26.460]  而今天我主要想和大家看的是
[00:06:26.460 --> 00:06:29.540]  第34章第1至31節
[00:06:29.540 --> 00:06:33.880]  就是一個所謂壞木人和好木人
[00:06:34.560 --> 00:06:36.640]  不過通常
[00:06:36.640 --> 00:06:39.460]  其實我們讀聖經的時候
[00:06:39.460 --> 00:06:46.880]  我們很可能會傾向讀一些開心一點的經文
[00:06:46.880 --> 00:06:52.540]  所以為什麼我說大家最熟悉的就是第36章的16到38節
[00:06:52.540 --> 00:06:54.820]  那段身心身靈的經文
[00:06:54.820 --> 00:06:58.040]  又或者是第37章1至14節的那個
[00:06:58.040 --> 00:07:02.400]  腹骨復甦的經文 因為這些都是開心的經文 大家很喜歡看的
[00:07:02.660 --> 00:07:07.520]  但是我們很多時候有一個讀經的習慣 就是我們傾向
[00:07:07.520 --> 00:07:11.620]  將以色列的所謂復興的信息
[00:07:11.620 --> 00:07:17.760]  跟整本以色列其他的神諭分割開來
[00:07:17.760 --> 00:07:19.040]  因為其實
[00:07:19.040 --> 00:07:20.320]  以色列的書
[00:07:20.320 --> 00:07:24.160]  我們知道大部分1至32章的神諭
[00:07:24.160 --> 00:07:28.520]  其實都是一些令人不安的審判
[00:07:28.760 --> 00:07:38.440]  甚至出現了人吃人 或者叫以色列先知要在人的糞便上煮食物
[00:07:38.440 --> 00:07:41.000]  這些都是很難接受的經文來的
[00:07:41.000 --> 00:07:45.860]  這些不安的話 往往使得我們一看以色列的書
[00:07:45.860 --> 00:07:52.260]  我們就不是很想理會那些審判的經文 總之審判沒有所謂 最後就是講復興
[00:07:52.260 --> 00:07:54.320]  我們就每個人都看復興的經文
[00:07:54.320 --> 00:07:57.640]  不過如果我們真的要去明白
[00:07:58.140 --> 00:08:01.980]  以色列的書的復興 甚至是我們今晚要講的
[00:08:01.980 --> 00:08:03.000]  以色列的
[00:08:03.000 --> 00:08:07.360]  好木人的34章的意思
[00:08:07.360 --> 00:08:08.640]  那麼我們
[00:08:08.640 --> 00:08:15.040]  必須要 不能夠害怕 我們一定要結合以色列先知在整本
[00:08:15.040 --> 00:08:17.840]  以色列的書裏面的見證
[00:08:17.840 --> 00:08:19.380]  來去理解
[00:08:19.380 --> 00:08:25.280]  不過開始的時候 我們就看看
[00:08:25.280 --> 00:08:27.580]  其實在
[00:08:28.300 --> 00:08:31.380]  33章第21到22節
[00:08:31.380 --> 00:08:37.260]  那裏就描述了今晚我們討論的這段經文的背景
[00:08:37.260 --> 00:08:41.860]  因為今晚我們看34章 34章之前就是33章
[00:08:41.860 --> 00:08:45.200]  這裏就說到以色列先知
[00:08:45.200 --> 00:08:49.040]  收到耶路撒冷淪陷的一個消息
[00:08:49.040 --> 00:08:54.920]  在21節 說我們被擄後的第12年10月5日
[00:08:55.180 --> 00:08:59.020]  有一個人從耶路撒冷逃到我這裡來說
[00:08:59.020 --> 00:09:01.840]  城已經被攻陷了
[00:09:01.840 --> 00:09:03.380]  那麼大約
[00:09:03.380 --> 00:09:09.780]  耶路撒冷城淪陷的時候 應該是在主前586年左右
[00:09:09.780 --> 00:09:16.180]  這個人應該跑了大約半年 五個月到半年的時候
[00:09:16.180 --> 00:09:22.320]  才由耶路撒冷去到巴比倫這個地方 因為當時以色列其實
[00:09:22.780 --> 00:09:25.340]  已經是在巴比倫這個地方
[00:09:25.340 --> 00:09:27.400]  所以
[00:09:27.400 --> 00:09:30.980]  他們就用了一段比較長的時間 就把
[00:09:30.980 --> 00:09:35.080]  耶路撒冷淪陷的訊息帶到以色列
[00:09:35.080 --> 00:09:41.480]  在那一晚第22節 就說那人來到的前一個傍晚
[00:09:41.480 --> 00:09:45.320]  耶和華的手就按在我身上 開我的口
[00:09:45.320 --> 00:09:47.880]  到了早晨 那人就來到我這裡
[00:09:47.880 --> 00:09:51.460]  我的口既已開 就不再沉默不言
[00:09:51.720 --> 00:09:56.840]  其實在這裡說甚麼呢 這裡我們一定要回到我剛才說大家很不想看的
[00:09:56.840 --> 00:09:59.400]  審判的訊息 就是第3章
[00:09:59.400 --> 00:10:00.680]  第3章
[00:10:00.680 --> 00:10:03.760]  26-27節當時說到
[00:10:03.760 --> 00:10:05.800]  以色列先知
[00:10:05.800 --> 00:10:09.640]  被一些秘魯的群體綁住了
[00:10:09.640 --> 00:10:13.480]  然後就說以色列先知的舌頭
[00:10:13.480 --> 00:10:16.040]  貼著他的上顎
[00:10:16.040 --> 00:10:19.880]  以至以色列先知就不能夠說話
[00:10:20.400 --> 00:10:25.260]  那你可能就會說 不能夠說話 那怎麼宣告審判的訊息呢
[00:10:25.260 --> 00:10:27.560]  所以在第4第5章
[00:10:27.560 --> 00:10:31.400]  以色列就用動作 我們叫做symbolic action
[00:10:31.400 --> 00:10:33.720]  用一個身體語言
[00:10:33.720 --> 00:10:38.840]  去表達耶路撒冷會受審判的訊息
[00:10:38.840 --> 00:10:40.120]  所以當
[00:10:40.120 --> 00:10:46.520]  耶路撒冷淪陷的這個消息傳到以色列的耳邊的時候
[00:10:47.220 --> 00:10:50.820]  以色列就說 耶和華的手在早一個晚上
[00:10:50.820 --> 00:10:55.160]  就按在他的身上 開了以色列的口
[00:10:55.160 --> 00:10:56.960]  以色列現在就能夠
[00:10:56.960 --> 00:10:57.980]  自由地
[00:10:57.980 --> 00:10:59.520]  去宣講說話
[00:10:59.520 --> 00:11:03.100]  於是以色列所宣講的說話 就好像大家一樣
[00:11:03.100 --> 00:11:05.660]  一定是說一些好的消息
[00:11:05.660 --> 00:11:08.220]  所以由34章開始
[00:11:08.220 --> 00:11:09.760]  就是在說
[00:11:09.760 --> 00:11:13.080]  復興或是一個充滿盼望的訊息
[00:11:14.360 --> 00:11:19.220]  在這裏我們說一下 以色列的背景
[00:11:19.220 --> 00:11:22.980]  由於約瓦
[00:11:22.980 --> 00:11:28.180]  我們知道 剛才廖牧師也已經簡短說過 以色列就是亡國
[00:11:28.180 --> 00:11:31.000]  那亡國的過程是甚麼呢
[00:11:31.000 --> 00:11:35.360]  其實由於當時有一個皇帝叫約瓦敬
[00:11:35.360 --> 00:11:40.220]  他就背叛了巴比倫 他的宗主國
[00:11:40.940 --> 00:11:47.080]  結果就招致巴比倫王尼布甲尼撒在主前597年的時候
[00:11:47.080 --> 00:11:48.360]  597年的時候
[00:11:48.360 --> 00:11:51.200]  就被圍困 我們叫第一次
[00:11:51.200 --> 00:11:52.980]  圍困耶路撒冷
[00:11:52.980 --> 00:11:57.320]  在這個圍城的期間 約瓦敬就死了
[00:11:57.320 --> 00:12:00.900]  結果他的兒子約瓦根就當了皇帝 不過
[00:12:00.900 --> 00:12:04.740]  在大約三個月之後 約瓦根就跟皇后
[00:12:04.740 --> 00:12:07.320]  跟神僕一起出來
[00:12:07.320 --> 00:12:09.620]  投降了
[00:12:09.880 --> 00:12:10.900]  結果
[00:12:10.900 --> 00:12:12.440]  約瓦根
[00:12:12.440 --> 00:12:13.980]  皇親國戚
[00:12:13.980 --> 00:12:15.260]  官員
[00:12:15.260 --> 00:12:18.580]  祭司 包括以色列的先知
[00:12:18.580 --> 00:12:19.860]  都一起
[00:12:19.860 --> 00:12:24.980]  被擄到巴比倫 這是我們叫做第一次的被擄
[00:12:24.980 --> 00:12:27.300]  所以整卷以色列的書
[00:12:27.300 --> 00:12:28.580]  其實就是
[00:12:28.580 --> 00:12:30.880]  背景就是以色列
[00:12:30.880 --> 00:12:34.200]  已經在巴比倫這個地方
[00:12:34.200 --> 00:12:37.280]  因為他在主前的597年
[00:12:37.280 --> 00:12:39.580]  已經被擄到巴比倫
[00:12:40.040 --> 00:12:42.340]  當時約瓦根被擄
[00:12:42.340 --> 00:12:45.420]  其實猶大國還未滅亡 我們知道
[00:12:45.420 --> 00:12:48.500]  因為巴比倫王尼布加尼撒
[00:12:48.500 --> 00:12:52.580]  改立了約瓦根的叔父
[00:12:52.580 --> 00:12:54.380]  即是西底加
[00:12:54.380 --> 00:12:56.180]  去當皇帝
[00:12:56.180 --> 00:12:57.460]  猶大國
[00:12:57.460 --> 00:13:02.820]  繼續成為了巴比倫的一個所謂附庸國
[00:13:02.820 --> 00:13:07.180]  如果我們按照整卷以色列的書的編排
[00:13:07.700 --> 00:13:13.840]  我們知道先知的審判訊息就是在主前597年
[00:13:13.840 --> 00:13:15.880]  的第一次被擄
[00:13:15.880 --> 00:13:18.700]  到主前的586年
[00:13:18.700 --> 00:13:25.100]  所謂第二次被擄之間 就是以色列發表的審判
[00:13:25.100 --> 00:13:25.880]  訊息
[00:13:25.880 --> 00:13:28.180]  主前586年
[00:13:28.180 --> 00:13:32.020]  所謂第二次被擄 其實也是在說
[00:13:32.020 --> 00:13:37.140]  耶路撒冷淪陷 即是猶大國滅亡的那個時候
[00:13:38.120 --> 00:13:43.740]  這些可以說是以色列書第33章宣佈
[00:13:43.740 --> 00:13:48.100]  即是以色列先知聽到耶路撒冷淪陷的訊息
[00:13:48.100 --> 00:13:52.700]  其實可以算是全卷以色列書的一個轉捩點
[00:13:52.700 --> 00:13:54.500]  這個轉捩點就是由
[00:13:54.500 --> 00:13:56.040]  審判的訊息
[00:13:56.040 --> 00:13:59.120]  去到以色列可以開口
[00:13:59.120 --> 00:14:01.420]  去說服的訊息
[00:14:06.740 --> 00:14:12.880]  我們來看看當以色列可以開口宣講的時候
[00:14:12.880 --> 00:14:18.000]  當時的說話是在34章第1至10節
[00:14:18.000 --> 00:14:20.560]  其實當時的說話一開始
[00:14:20.560 --> 00:14:23.120]  都是在罵的
[00:14:23.120 --> 00:14:25.420]  罵誰呢
[00:14:25.420 --> 00:14:27.980]  就是罵以色列的木人
[00:14:27.980 --> 00:14:31.060]  耶和華的說話就是在第二節
[00:14:31.060 --> 00:14:35.920]  人子你要為神去傳話攻擊以色列的眾木人
[00:14:36.180 --> 00:14:39.500]  要對他們為神去傳話對眾木人說
[00:14:39.500 --> 00:14:43.860]  主耶和華這樣說只顧牧養自己的以色列
[00:14:43.860 --> 00:14:45.900]  眾木人有禍了
[00:14:45.900 --> 00:14:48.720]  木人應當牧養羊群
[00:14:48.720 --> 00:14:54.620]  在這裏以色列被吩咐雖然說開始說服的訊息
[00:14:54.620 --> 00:14:58.720]  不過一開始以色列被吩咐
[00:14:58.720 --> 00:15:01.780]  要向以色列的木人去說
[00:15:01.780 --> 00:15:03.060]  說話
[00:15:03.060 --> 00:15:04.600]  去攻擊他們
[00:15:05.060 --> 00:15:11.220]  以色列的木人的罪行大約可以分成
[00:15:11.220 --> 00:15:13.260]  三個的部分
[00:15:13.260 --> 00:15:16.340]  第一方面就是在第三節形容
[00:15:16.340 --> 00:15:22.720]  木人只顧牧養自己
[00:15:22.720 --> 00:15:27.080]  然後第三節就說他們吃肥美的部分
[00:15:27.080 --> 00:15:31.180]  串羊毛宰殺肥羊卻不牧養羊群
[00:15:31.440 --> 00:15:33.740]  所以第一個罪行
[00:15:33.740 --> 00:15:36.820]  罵這班以色列的木人
[00:15:36.820 --> 00:15:38.860]  其實就是在說他們
[00:15:38.860 --> 00:15:41.420]  中飽私囊
[00:15:41.420 --> 00:15:45.260]  只把肥美的東西留給自己
[00:15:45.260 --> 00:15:49.620]  卻不去牧養其他的羊群
[00:15:49.620 --> 00:15:57.040]  然後第二個罪行方面就是在第四節說
[00:15:57.040 --> 00:15:59.340]  受虐的你們沒有養狀
[00:15:59.860 --> 00:16:03.700]  患病的你們沒有醫治 受傷的你們沒有包紮
[00:16:03.700 --> 00:16:08.300]  被趕散的你們沒有領門 迷失的你們沒有尋找
[00:16:08.300 --> 00:16:12.900]  反而就用威勢嚴嚴地管轄他們
[00:16:12.900 --> 00:16:15.220]  這就很明顯看見
[00:16:15.220 --> 00:16:16.500]  木人
[00:16:16.500 --> 00:16:23.380]  沒有為羊群付出任何牧養關懷
[00:16:23.380 --> 00:16:25.960]  甚至濫用暴力
[00:16:25.960 --> 00:16:28.520]  在這裏要先補充一下
[00:16:28.520 --> 00:16:29.540]  其實
[00:16:29.800 --> 00:16:32.620]  木人這個隱喻
[00:16:32.620 --> 00:16:37.480]  不是指今天我們的牧者 木人這個隱喻
[00:16:37.480 --> 00:16:41.060]  其實在古代近東是很常用來
[00:16:41.060 --> 00:16:43.120]  比喻為
[00:16:43.120 --> 00:16:44.400]  領袖
[00:16:44.400 --> 00:16:48.240]  特別是政治的領袖 或是宗教的領袖
[00:16:48.240 --> 00:16:50.800]  都是會用木人來比喻
[00:16:50.800 --> 00:16:54.900]  所以這裏很明顯 頭兩個罪行
[00:16:54.900 --> 00:16:55.920]  就已經
[00:16:55.920 --> 00:16:58.740]  顯示到其實
[00:16:59.240 --> 00:17:03.340]  以色列的領袖 即是在暗喻 暗示
[00:17:03.340 --> 00:17:06.420]  以色列的領袖 他們的敗壞
[00:17:06.420 --> 00:17:11.020]  不去看管他們的羊群 即是他們的百姓
[00:17:11.020 --> 00:17:15.120]  結果就導致耶路撒冷的淪陷
[00:17:15.120 --> 00:17:17.160]  所以為甚麼會亡國呢
[00:17:17.160 --> 00:17:23.560]  其實亡國的其中一個原因 就是這班以色列的木人 領袖
[00:17:23.560 --> 00:17:27.140]  沒有好好對待他們的百姓
[00:17:29.200 --> 00:17:35.340]  接著在第五節 經文就說 沒有木人羊群就分散 一旦分散就成為
[00:17:35.340 --> 00:17:38.160]  田野所有走獸的食物
[00:17:38.160 --> 00:17:43.020]  我的羊就在群山和各高崗上流離
[00:17:43.020 --> 00:17:47.120]  我的羊分散在全地 無人去尋 無人去找
[00:17:47.120 --> 00:17:50.200]  第三方面的罪惡
[00:17:50.200 --> 00:17:52.240]  就是第五第六節說
[00:17:52.240 --> 00:17:54.800]  木人是不負責任的
[00:17:54.800 --> 00:17:58.380]  木人是沒有領導群羊
[00:17:58.640 --> 00:18:01.200]  由得羊群 因為羊群沒有木人
[00:18:01.200 --> 00:18:07.600]  就由得他們分散 而且分散到成為野獸的食物
[00:18:07.600 --> 00:18:10.160]  而這些羊群
[00:18:10.160 --> 00:18:14.760]  亦都在第六節說 在群山和高崗上
[00:18:14.760 --> 00:18:17.840]  沒有帶領
[00:18:17.840 --> 00:18:19.880]  周圍走來走去
[00:18:19.880 --> 00:18:24.500]  其實第34章 五至六節指出的
[00:18:24.500 --> 00:18:28.600]  壞木人沒有尋找失喪的羊群
[00:18:29.060 --> 00:18:32.900]  其實是在暗喻這些以色列軍王
[00:18:32.900 --> 00:18:34.960]  他們失責
[00:18:34.960 --> 00:18:37.520]  導致以色列
[00:18:37.520 --> 00:18:40.580]  肆無忌憚
[00:18:40.580 --> 00:18:45.440]  在不同的山嶺 高崗上去敬拜牛雀
[00:18:45.440 --> 00:18:48.520]  為甚麼會這樣理解呢
[00:18:48.520 --> 00:18:52.620]  因為群山和高崗這一段經文
[00:18:52.620 --> 00:18:56.460]  只要我們回顧復興的經文
[00:18:56.720 --> 00:18:59.020]  我們就不可能不看審判的經文
[00:18:59.020 --> 00:19:02.620]  所以當我們回顧第六章的時候
[00:19:02.620 --> 00:19:06.960]  我們會發現第六章第二節到第五節
[00:19:06.960 --> 00:19:12.080]  特別是第二章 其實整個第六章都是在說群山
[00:19:12.080 --> 00:19:14.640]  不過在這裏就讓大家看到
[00:19:14.640 --> 00:19:18.480]  第六章第二 第三節就說 人子啊
[00:19:18.480 --> 00:19:21.820]  你要面向以色列的群山
[00:19:21.820 --> 00:19:24.380]  為神傳話 第三節就說
[00:19:24.640 --> 00:19:28.220]  以色列的群山 當聽主耶和華的話
[00:19:28.220 --> 00:19:32.060]  主耶和華對大山和小山 山澗和山谷這樣說
[00:19:32.060 --> 00:19:37.700]  我快要使刀劍臨到你們 我必要摧毀你們的休談
[00:19:37.700 --> 00:19:41.540]  很多人都會問 為甚麼第六章要審判
[00:19:41.540 --> 00:19:44.600]  那麼多個以色列山呢
[00:19:44.600 --> 00:19:49.720]  其實因為是第六章第三節的下半部分指到
[00:19:49.720 --> 00:19:52.540]  我必摧毀你們的休談
[00:19:52.800 --> 00:19:57.120]  大家知道休談其實就是當時加南宗教文化
[00:19:57.120 --> 00:20:00.700]  他們慣常在一個高的地方 所以
[00:20:00.700 --> 00:20:04.280]  休談的英文叫做high place
[00:20:04.280 --> 00:20:07.600]  就是在一個高的地方裏面
[00:20:07.600 --> 00:20:11.180]  高的地方去敬拜他們的神明
[00:20:11.180 --> 00:20:15.540]  因此這裏第六章就是借予群山
[00:20:15.540 --> 00:20:21.940]  高崗這些字眼 或者大山小山山澗山谷這些字眼
[00:20:22.200 --> 00:20:24.240]  其實就是在說
[00:20:24.240 --> 00:20:26.800]  以色列人在
[00:20:26.800 --> 00:20:30.140]  以色列中山上
[00:20:30.140 --> 00:20:32.700]  都佈滿了休談
[00:20:32.700 --> 00:20:33.460]  明白嗎
[00:20:33.460 --> 00:20:39.860]  第六章的意境就是在告訴我們 為甚麼神要審判以色列的群山
[00:20:39.860 --> 00:20:44.220]  就是因為以色列的群山就象徵着
[00:20:44.220 --> 00:20:46.260]  以色列百姓
[00:20:46.260 --> 00:20:49.600]  他們敬拜偶像那種瘋狂
[00:20:49.600 --> 00:20:52.160]  以及廣泛的程度
[00:20:52.620 --> 00:20:55.440]  所以來到第34章
[00:20:55.440 --> 00:21:00.040]  用同樣的字眼去看的時候
[00:21:00.040 --> 00:21:03.880]  我的羊在群山和各高崗上流離
[00:21:03.880 --> 00:21:07.720]  當然最直接字面的理解就是因為沒有牧人
[00:21:07.720 --> 00:21:11.320]  沒有牧人 那些羊就會到處亂跑
[00:21:11.320 --> 00:21:12.600]  但其實當我們
[00:21:12.600 --> 00:21:17.460]  看回以色列書之前審判的經文 我們就明白
[00:21:17.460 --> 00:21:19.240]  原來山崗
[00:21:19.500 --> 00:21:24.360]  高崗山谷小大山小山 全部都是在暗喻
[00:21:24.360 --> 00:21:27.180]  拜偶像的一些情況
[00:21:27.180 --> 00:21:30.000]  於是第五第六節
[00:21:30.000 --> 00:21:33.580]  似乎是在說以色列民
[00:21:33.580 --> 00:21:39.480]  在沒有以色列宗教領袖或其他領袖的帶領之下
[00:21:39.480 --> 00:21:42.040]  他們就變得肆無忌憚地
[00:21:42.040 --> 00:21:46.380]  在各個高山嶺或是各個高崗上
[00:21:46.380 --> 00:21:48.440]  去敬拜偶像
[00:21:49.420 --> 00:21:55.060]  因此我們就去到第34章第七至第十節
[00:21:55.060 --> 00:22:01.460]  因此牧人 你們要聽耶和華的話 即是跟那些領袖說
[00:22:01.460 --> 00:22:05.540]  第八節 主耶和華起誓宣告我是永活的神
[00:22:05.540 --> 00:22:07.080]  我的藥
[00:22:07.080 --> 00:22:08.100]  第一次
[00:22:08.100 --> 00:22:10.920]  大家留意一下 整卷以色列的書
[00:22:10.920 --> 00:22:12.460]  神從來
[00:22:12.460 --> 00:22:14.260]  都只是會說
[00:22:14.680 --> 00:22:18.780]  以色列家 勃奕之家等等去形容以色列人
[00:22:18.780 --> 00:22:21.840]  但來到第34章 祂第一次說
[00:22:21.840 --> 00:22:22.880]  這一班人
[00:22:22.880 --> 00:22:26.980]  是我的羊 所以祂就說我是永活的神
[00:22:26.980 --> 00:22:30.820]  我的羊因為沒有牧人 就成為獵物
[00:22:30.820 --> 00:22:33.660]  成為田野所有走獸的食物
[00:22:33.660 --> 00:22:37.500]  我的種牧人也都不尋找我的羊
[00:22:37.500 --> 00:22:42.380]  只顧牧養自己卻不牧養我的羊
[00:22:42.880 --> 00:22:45.700]  因此牧人 你們要聽耶和華的話
[00:22:45.700 --> 00:22:46.720]  第十節
[00:22:46.720 --> 00:22:49.020]  主耶和華說 我要與牧人為敵
[00:22:49.020 --> 00:22:51.080]  主耶和華說 我要與牧人為敵
[00:22:51.080 --> 00:22:52.100]  現在
[00:22:52.100 --> 00:22:53.880]  上主耶和華
[00:22:53.880 --> 00:22:59.260]  就要跟那些以色列的領袖 無論是政治還是宗教領袖
[00:22:59.260 --> 00:23:01.560]  去作對 成為敵人
[00:23:01.560 --> 00:23:04.900]  我要向他們追討我的羊
[00:23:04.900 --> 00:23:05.920]  仍然的
[00:23:05.920 --> 00:23:07.460]  現在34章
[00:23:07.460 --> 00:23:09.000]  上主就把
[00:23:09.000 --> 00:23:12.840]  以色列的百姓視為他的羊
[00:23:13.040 --> 00:23:15.360]  使他們不再牧養羊群
[00:23:15.360 --> 00:23:17.660]  我要救我的羊
[00:23:17.660 --> 00:23:21.500]  脫離他們的口 不再作他們的食物
[00:23:21.500 --> 00:23:24.060]  所以這裏是在說上主
[00:23:24.060 --> 00:23:28.920]  很關注他自己的子民 即是來到復興的經文
[00:23:28.920 --> 00:23:33.780]  神就很清楚說 祂是很關注祂自己的子民
[00:23:33.780 --> 00:23:37.620]  不過當我們這樣看的時候
[00:23:37.620 --> 00:23:40.700]  我們只能夠很簡短地從
[00:23:41.200 --> 00:23:44.780]  以色列書第34章1至10節
[00:23:44.780 --> 00:23:47.100]  看到以色列的領袖
[00:23:47.100 --> 00:23:48.620]  如何
[00:23:48.620 --> 00:23:51.440]  沒有帶領他的百姓
[00:23:51.440 --> 00:23:52.460]  以致
[00:23:52.460 --> 00:23:57.080]  以色列或耶路撒冷猶大亡國
[00:23:57.080 --> 00:24:02.960]  所以如果以色列當時在巴比倫這班秘魯群體裏面
