
[00:00:00.000 --> 00:00:02.920]  好 多謝廖牧師 多謝宏盛的邀請
[00:02:43.880 --> 00:02:46.240]  我在PowerPoint上出來的經文
[00:02:46.240 --> 00:02:50.600]  只不過是針對某一段就沒有上下文
[00:02:50.600 --> 00:02:53.800]  但是我們看的時候 或者講解的時候
[00:02:53.800 --> 00:02:58.600]  可能會看完 思考一下上下文
[00:02:58.600 --> 00:03:01.600]  我們再一次跟進一下
[00:03:01.600 --> 00:03:06.600]  天父 我們在你的面前 我們是必恭必忌
[00:03:06.600 --> 00:03:09.000]  因為知道我們行事為人
[00:03:09.000 --> 00:03:14.720]  我們每天的生活都是在你自己的面光底下
[00:03:14.720 --> 00:03:20.760]  我們向你是敞開的 我們的心向你是敞開的
[00:03:20.760 --> 00:03:24.040]  也都因為對你有信的緣故
[00:03:24.040 --> 00:03:26.680]  我們才能夠能夠闖入你母子
[00:03:26.680 --> 00:03:28.240]  如《布萊書》作者說
[00:03:28.240 --> 00:03:30.000]  能夠坦然無懼的
[00:03:30.000 --> 00:03:35.280]  是來到我們上帝你的私人寶座前
[00:03:35.280 --> 00:03:39.400]  是因著我們主的緣故能夠蒙面率德安
[00:03:39.400 --> 00:03:44.160]  為作隨時的得念 作隨時的幫助
[00:03:44.160 --> 00:03:47.320]  叫我們在每天的生活當中
[00:03:47.320 --> 00:03:51.000]  行走都是行走在光明裏面
[00:03:51.000 --> 00:03:54.000]  是有力量地 不只是沒有盼望的人
[00:03:54.000 --> 00:03:55.400]  我們要維持感恩
[00:03:55.400 --> 00:03:58.280]  保守我們今晚的時間去讀
[00:03:58.280 --> 00:04:01.280]  是保羅所寫的書信的時候
[00:04:01.280 --> 00:04:03.360]  叫我們都被你自己
[00:04:03.360 --> 00:04:07.720]  給過他的話語所感動你的話語啟迪我們
[00:04:07.720 --> 00:04:11.080]  祷告奉救主耶穌基督明教 阿們
[00:04:11.080 --> 00:04:17.720]  為什麼由受苦入手呢?
[00:04:17.720 --> 00:04:21.480]  我講一個故事
[00:04:21.480 --> 00:04:24.240]  我在美國讀神學的期間
[00:04:24.240 --> 00:04:25.880]  也都兼了在墓會
[00:04:25.880 --> 00:04:29.400]  所以都是兼職的
[00:04:29.400 --> 00:04:33.000]  揹了一間教會的中文課
[00:04:33.000 --> 00:04:35.160]  教會有中文課 有英文課
[00:04:35.160 --> 00:04:38.320]  中文課那段時間就只有我一個傳道人
[00:04:38.320 --> 00:04:42.680]  這個是90年代初
[00:04:42.680 --> 00:04:45.800]  94 接近中葉了
[00:04:45.800 --> 00:04:52.640]  94、95、96的時候
[00:04:52.640 --> 00:04:55.240]  中葉 有一次聚會
[00:04:55.240 --> 00:04:59.880]  崇拜完了有位老人家走來
[00:04:59.880 --> 00:05:02.640]  審審了 就走來問我
[00:05:02.640 --> 00:05:05.880]  他是內地過去美國的
[00:05:05.880 --> 00:05:08.880]  贊傳道
[00:05:08.880 --> 00:05:12.600]  你們為什麼這邊都不講主宰來的道理呢?
[00:05:12.600 --> 00:05:16.000]  我們在國內經常聽見這個道理
[00:05:16.000 --> 00:05:18.680]  經常講道 講主宰來的
[00:05:18.680 --> 00:05:21.480]  他這樣一問 我就打了個答
[00:05:21.480 --> 00:05:22.920]  他都不是認識我很久
[00:05:22.920 --> 00:05:24.400]  他又怎麼知道我沒有講呢?
[00:05:24.400 --> 00:05:25.680]  可能有幾次沒有講
[00:05:25.680 --> 00:05:28.600]  不代表是一直都不講
[00:05:28.600 --> 00:05:32.280]  但是他這樣問 我自己回想起來
[00:05:32.280 --> 00:05:35.160]  我真的從來沒有講過主宰來的道理
[00:05:35.160 --> 00:05:38.080]  真的沒有 事實上可能到今天都沒有
[00:05:38.080 --> 00:05:40.320]  除了講啟示錄
[00:05:40.320 --> 00:05:45.240]  在港島主宰崇拜 我真的沒有講過
[00:05:45.240 --> 00:05:49.320]  在talk 譬如橫星講啟示錄
[00:05:49.320 --> 00:05:51.080]  或者今天跟大家分享
[00:05:51.080 --> 00:05:53.560]  所謂的前後雖然當然會講
[00:05:53.560 --> 00:05:55.160]  我想為什麼呢?
[00:05:55.160 --> 00:05:58.920]  他說在內地經常講起美國的華人教會
[00:05:58.920 --> 00:05:59.880]  是不是真的不講呢?
[00:05:59.880 --> 00:06:01.760]  按照我自己的理解
[00:06:01.760 --> 00:06:05.880]  在美國的環境 主宰崇拜的教會裡面
[00:06:05.880 --> 00:06:07.960]  講到是不是少講主宰來道理呢?
[00:06:07.960 --> 00:06:11.400]  都是的 電視上經常有的
[00:06:11.400 --> 00:06:15.360]  電視有些 當時叫TV Evangelist
[00:06:15.360 --> 00:06:18.080]  那些TV Evangelist 其實很多時候
[00:06:18.080 --> 00:06:21.480]  都會講主宰來道理 講末世論的
[00:06:21.480 --> 00:06:27.520]  這個是他們能夠鼓勵弟兄姊妹奉獻的
[00:06:27.520 --> 00:06:29.240]  其中一個很重要的渠道
[00:06:29.240 --> 00:06:31.600]  就不是說嚇到弟兄姊妹
[00:06:31.600 --> 00:06:34.560]  哇 你主宰來 你吵著這麼多錢幹嘛
[00:06:34.560 --> 00:06:37.200]  不如奉獻給他 也不是這樣的表述的
[00:06:37.200 --> 00:06:43.520]  而是讓弟兄姊妹梳理他們的價值觀
[00:06:43.520 --> 00:06:47.640]  他們的優先生命裡頭的優次
[00:06:47.640 --> 00:06:51.880]  變成在錢的事情上
[00:06:51.880 --> 00:06:55.040]  都可能聽完主宰來道理
[00:06:55.040 --> 00:06:58.120]  願意踴躍一點的來奉獻支持
[00:06:58.120 --> 00:07:01.840]  TV Evangelist 的士工都不一定
[00:07:01.840 --> 00:07:03.360]  除了這些之外
[00:07:03.360 --> 00:07:09.000]  我最少聽見在港台上講主宰來的道理
[00:07:09.000 --> 00:07:11.400]  然後他說國內經常講
[00:07:11.400 --> 00:07:12.680]  國內經常講起我
[00:07:12.680 --> 00:07:14.720]  當時我又不知道是真是假
[00:07:14.720 --> 00:07:17.120]  因為我那時候在美國
[00:07:17.120 --> 00:07:18.680]  一直都在美國讀書
[00:07:18.680 --> 00:07:20.640]  又沒有試過回國內
[00:07:20.640 --> 00:07:22.520]  跟國內教會有什麼交流
[00:07:22.520 --> 00:07:23.240]  所以我不肯定
[00:07:23.240 --> 00:07:26.800]  不過老人家這樣講就應該是了
[00:07:26.800 --> 00:07:28.360]  我又沒有問他
[00:07:28.360 --> 00:07:29.880]  為什麼你們國內經常講
[00:07:29.880 --> 00:07:31.560]  我自己回來想一想
[00:07:31.560 --> 00:07:34.440]  我自己就得出一個答案了
[00:07:34.440 --> 00:07:36.760]  這個答案都沒有經過驗證的
[00:07:36.760 --> 00:07:40.560]  但是我覺得有幾成都應該是對的
[00:07:40.560 --> 00:07:45.560]  就是國內他在90年代初過來美國的時候
[00:07:45.560 --> 00:07:47.760]  是他的兒子接他過來的
[00:07:47.760 --> 00:07:52.080]  當時入了90年代有多少這類的情況
[00:07:52.080 --> 00:07:53.400]  就是那些兒女
[00:07:53.400 --> 00:07:57.080]  80年代初改革開放第一批高考
[00:07:57.080 --> 00:07:59.160]  接著大學80年代初大學畢業
[00:07:59.160 --> 00:08:00.880]  自費也好 工費也好
[00:08:00.880 --> 00:08:02.960]  早期是工費多
[00:08:02.960 --> 00:08:04.960]  過來美國讀研究所
[00:08:04.960 --> 00:08:08.080]  接著過了4、5、6年
[00:08:08.080 --> 00:08:10.000]  就是去到80年代末
[00:08:10.000 --> 00:08:11.800]  就在美國拿了PhD
[00:08:11.800 --> 00:08:13.920]  找工作了 不回去了
[00:08:13.920 --> 00:08:15.040]  在美國找工作
[00:08:15.040 --> 00:08:17.920]  找到一份研究的科研的
[00:08:17.920 --> 00:08:20.800]  或者是金融的工作
[00:08:20.800 --> 00:08:21.480]  好工作
[00:08:21.480 --> 00:08:23.000]  接著就一定是的
[00:08:23.000 --> 00:08:24.680]  馬上就買房子了
[00:08:24.680 --> 00:08:25.800]  買房子了
[00:08:25.800 --> 00:08:26.400]  訂了
[00:08:26.400 --> 00:08:29.480]  就將國內的老人家接過來
[00:08:29.480 --> 00:08:31.840]  但是那幫年輕的過來讀書的
[00:08:31.840 --> 00:08:33.200]  未必一定是DL圖
[00:08:33.200 --> 00:08:35.080]  但是他們當中的爸爸媽媽
[00:08:35.080 --> 00:08:38.240]  就有一定的比例是信徒
[00:08:38.240 --> 00:08:41.280]  所以我那時候服事教會也是
[00:08:41.280 --> 00:08:42.600]  到禮拜天
[00:08:42.600 --> 00:08:47.320]  通常是車輛就會載老人家或者載小孩
[00:08:47.320 --> 00:08:50.600]  就放下了爸爸媽媽或者小孩回來教會
[00:08:50.600 --> 00:08:52.720]  那些開車的年輕人
[00:08:52.720 --> 00:08:53.840]  30多歲的那個
[00:08:53.840 --> 00:08:55.360]  就自己轉一圈
[00:08:55.360 --> 00:08:56.760]  停車場就走了
[00:08:56.760 --> 00:08:58.840]  不回來教會
[00:08:58.840 --> 00:09:00.040]  但是爸爸媽媽
[00:09:00.040 --> 00:09:01.240]  或者是樂長
[00:09:01.240 --> 00:09:03.560]  很大的人是基督徒回來
[00:09:03.560 --> 00:09:05.680]  小孩有中文學校
[00:09:05.680 --> 00:09:08.760]  下午就送他們過來
[00:09:08.760 --> 00:09:10.440]  在這樣的情況下
[00:09:10.440 --> 00:09:12.160]  他們是起改革
[00:09:12.160 --> 00:09:14.320]  所謂國內的時候
[00:09:14.320 --> 00:09:17.200]  他們經常聽見主宰的道理
[00:09:17.200 --> 00:09:20.320]  其實就變成了改革開放前
[00:09:20.320 --> 00:09:22.160]  改革開放前其實就是文革時期
[00:09:22.160 --> 00:09:24.560]  文革或者更加早的時期
[00:09:24.560 --> 00:09:26.520]  那是啊
[00:09:26.520 --> 00:09:30.080]  如果你的教會被打壓
[00:09:30.080 --> 00:09:33.120]  被批判文革時期
[00:09:33.120 --> 00:09:34.920]  大寶無寇無子
[00:09:34.920 --> 00:09:37.640]  好像保羅說
[00:09:37.640 --> 00:09:38.800]  成為一場戲
[00:09:38.800 --> 00:09:41.680]  讓世人和天使觀看
[00:09:41.680 --> 00:09:42.880]  在這樣的情況下
[00:09:42.880 --> 00:09:46.040]  教會的生存是備受考驗
[00:09:46.040 --> 00:09:52.440]  他們很希望主宰來能夠理解
[00:09:52.440 --> 00:09:55.000]  因為主宰來基本的意義
[00:09:55.000 --> 00:09:58.120]  對這個世界的基本意義是什麼?
[00:09:58.120 --> 00:10:00.520]  就是歷史的終結
[00:10:00.520 --> 00:10:03.760]  一切的事情都完結了
[00:10:03.760 --> 00:10:07.960]  都完結是由一個新的開始
[00:10:07.960 --> 00:10:09.440]  最好了
[00:10:09.440 --> 00:10:12.640]  因為將所有過去受苦的事情
[00:10:12.640 --> 00:10:15.720]  都停止主接我們
[00:10:15.720 --> 00:10:17.760]  教會被提
[00:10:17.760 --> 00:10:19.720]  《哲學家前書》第四章有說
[00:10:19.720 --> 00:10:20.920]  四章尾語那裡
[00:10:20.920 --> 00:10:22.080]  教會被提
[00:10:22.080 --> 00:10:23.120]  然後與主
[00:10:23.120 --> 00:10:25.480]  《啟示錄》那裡二十章
[00:10:25.480 --> 00:10:26.920]  與主一同作王
[00:10:26.920 --> 00:10:28.120]  一千年
[00:10:28.120 --> 00:10:29.840]  這些痛苦的事情
[00:10:29.840 --> 00:10:31.400]  被欺壓的事情
[00:10:31.400 --> 00:10:35.480]  或者不得自由地實踐
[00:10:35.480 --> 00:10:39.400]  公開實踐你的信仰的事情就過去了
[00:10:39.400 --> 00:10:40.400]  所以他們就比較以
[00:10:40.400 --> 00:10:42.400]  終是講主宰來的道理
[00:10:42.400 --> 00:10:43.960]  我懷疑一般
[00:10:43.960 --> 00:10:46.840]  當教會是比較受苦
[00:10:46.840 --> 00:10:48.320]  比較苦的地區
[00:10:48.320 --> 00:10:50.600]  或者歷史的時段
[00:10:50.600 --> 00:10:53.200]  他們真的會講多一點的受苦
[00:10:53.200 --> 00:10:55.000]  主宰來的信息
[00:10:55.000 --> 00:10:57.360]  在艱苦當中要有盼望
[00:10:57.360 --> 00:10:59.600]  但是來到美國就不同了
[00:10:59.600 --> 00:11:01.320]  美國教會
[00:11:01.320 --> 00:11:04.280]  他們尤其是新移民過來的
[00:11:04.280 --> 00:11:05.400]  他們剛剛買了房子
[00:11:05.400 --> 00:11:07.720]  就算基督徒都會是這樣
[00:11:07.720 --> 00:11:09.720]  買了大房子
[00:11:09.720 --> 00:11:14.080]  事業剛剛開始蒸蒸日上的時候
[00:11:14.080 --> 00:11:16.200]  主千萬不要這麼快回來
[00:11:16.200 --> 00:11:17.520]  你回來
[00:11:17.520 --> 00:11:19.600]  很多好東西
[00:11:19.600 --> 00:11:23.000]  剛剛才開始嘗到
[00:11:23.000 --> 00:11:26.520]  在自己努力耕耘的果子的滋味
[00:11:26.520 --> 00:11:28.400]  和前面的光明大道
[00:11:28.400 --> 00:11:30.160]  你一來就又是wrap up
[00:11:30.160 --> 00:11:32.320]  所有的東西都摺在一起
[00:11:32.320 --> 00:11:33.320]  那怎麼辦呢
[00:11:33.320 --> 00:11:35.840]  所以美國從這個角度看
[00:11:35.840 --> 00:11:37.840]  從這個角度看
[00:11:37.840 --> 00:11:39.840]  經濟情況、政治情況
[00:11:39.840 --> 00:11:42.160]  在90年代都是OK的
[00:11:42.160 --> 00:11:44.920]  其實美國教會一直以來
[00:11:44.920 --> 00:11:48.680]  是保守派或者是基要派一些
[00:11:48.680 --> 00:11:50.280]  一直都會講
[00:11:50.280 --> 00:11:54.880]  主宰來他們會爭論的
[00:11:54.880 --> 00:11:57.840]  到底是前遷還是母遷
[00:11:57.840 --> 00:11:59.720]  主宰來到底是教會被提
[00:11:59.720 --> 00:12:02.000]  是災前、災中還是災後被提
[00:12:02.000 --> 00:12:05.160]  會有這些學術性的爭論
[00:12:05.160 --> 00:12:07.160]  但是港台上
[00:12:07.160 --> 00:12:10.320]  主日崇拜裡面講這些主宰來的系列
[00:12:10.320 --> 00:12:12.320]  就真的比較少
[00:12:12.320 --> 00:12:13.720]  所以我就認為
[00:12:13.720 --> 00:12:17.360]  其實我們重不重視主宰來的道理
[00:12:17.360 --> 00:12:22.240]  往往是和我們自己人生當時候的際遇
[00:12:22.240 --> 00:12:27.160]  又或者是教會整體社會上的際遇有關
[00:12:27.160 --> 00:12:29.080]  我自己很深刻印象
[00:12:29.080 --> 00:12:32.280]  對上一次是全民空洞
[00:12:32.280 --> 00:12:37.200]  港主在內應該是千年、二千年、千禧年的時候
[00:12:37.200 --> 00:12:41.320]  大家這裡都年紀輕的應該都沒見過
[00:12:41.320 --> 00:12:44.200]  大家還記得98、99、2000年
[00:12:44.200 --> 00:12:46.200]  千年重的事情
[00:12:46.200 --> 00:12:47.400]  個個都怕
[00:12:47.400 --> 00:12:48.880]  哇 千年重
[00:12:48.880 --> 00:12:52.960]  全世界的電腦都會崩潰
[00:12:52.960 --> 00:12:55.520]  因為那個BIOS那裡是設定
[00:12:55.520 --> 00:12:57.960]  以前是沒有預計的那麼久
[00:12:57.960 --> 00:12:59.320]  設定就不對
[00:12:59.320 --> 00:13:02.080]  轉到1999變2000的時候
[00:13:02.080 --> 00:13:03.080]  大件事
[00:13:03.080 --> 00:13:07.080]  金融系統等等都會崩潰之類的
[00:13:07.080 --> 00:13:08.080]  很害怕
[00:13:08.080 --> 00:13:12.760]  那時候還出了《末日迷蹤》這套小說
[00:13:12.760 --> 00:13:13.600]  基督徒
[00:13:13.600 --> 00:13:17.440]  是天立希和另外一個作者一起合著
[00:13:17.440 --> 00:13:20.520]  寫英文書在美國成為暢銷書
[00:13:20.520 --> 00:13:23.800]  一個保守基要派的基督徒作者寫的書
[00:13:23.800 --> 00:13:25.400]  居然在美國成為暢銷書
[00:13:25.400 --> 00:13:27.200]  這些都是猜不到的
[00:13:27.200 --> 00:13:28.920]  翻譯成中文
[00:13:28.920 --> 00:13:30.920]  好像是台灣翻譯的沒有記錯
[00:13:30.920 --> 00:13:33.640]  又翻譯了很多國語言
[00:13:33.640 --> 00:13:36.720]  都成為很多地方的暢銷書
[00:13:36.720 --> 00:13:38.640]  所以那時候每一次
[00:13:38.640 --> 00:13:42.080]  公元1000年都試過這樣
[00:13:42.080 --> 00:13:44.240]  每一次的千禧轉折
[00:13:44.240 --> 00:13:46.840]  大家都突然間很緊張
[00:13:46.840 --> 00:13:48.520]  下一次我應該看不到
[00:13:48.520 --> 00:13:50.720]  3000年我們這堂課都應該不在了
[00:13:50.720 --> 00:13:53.320]  如果會有3000年的話
[00:13:53.320 --> 00:13:59.640]  所以一方面是時代的那個氣氛
[00:13:59.640 --> 00:14:01.360]  就是我們有一種恐懼
[00:14:01.360 --> 00:14:04.080]  有一種不明可知不可掌握
[00:14:04.080 --> 00:14:06.720]  導致我們恐懼之下
[00:14:06.720 --> 00:14:09.800]  就問會不會就在這段時間主在了
[00:14:09.800 --> 00:14:11.280]  另外一個比較
[00:14:11.280 --> 00:14:14.800]  對我來說更加明顯就是老人家
[00:14:14.800 --> 00:14:18.080]  他自己引發我思考的
[00:14:18.080 --> 00:14:21.120]  就是在痛苦的時候教會
[00:14:21.120 --> 00:14:26.840]  在災難的時候往往真的希望主來救拔
[00:14:26.840 --> 00:14:29.200]  主救拔的最基本的做法就是
[00:14:29.200 --> 00:14:30.200]  把我接走
[00:14:30.200 --> 00:14:32.040]  把教會提走
[00:14:32.040 --> 00:14:33.440]  也是和主在內
[00:14:33.440 --> 00:14:36.520]  世界的綜援有關係
[00:14:36.520 --> 00:14:39.600]  所以今天就會由這個角度
[00:14:39.600 --> 00:14:43.520]  來看哲學家前後書
[00:14:43.520 --> 00:14:46.600]  但是我們不會單純
[00:14:46.600 --> 00:14:48.360]  當然不會單純從這個角度
[00:14:48.360 --> 00:14:50.640]  由這個角度主要的原因
[00:14:50.640 --> 00:14:55.800]  都是因為哲學家前後書裏面自己的內容
[00:14:55.800 --> 00:14:59.400]  是極其多的和受苦有關係
[00:14:59.400 --> 00:15:03.200]  就不是普遍的苦難
[00:15:03.200 --> 00:15:07.400]  哲學裏面說的很大的問題
[00:15:07.400 --> 00:15:09.040]  The problem of evil
[00:15:09.040 --> 00:15:11.720]  苦最原迷
[00:15:11.720 --> 00:15:13.160]  就不是保羅的角度
[00:15:13.160 --> 00:15:15.280]  從來都不是一個比較抽象的
[00:15:15.280 --> 00:15:17.360]  為什麼這個世界上有災難
[00:15:17.360 --> 00:15:20.240]  為什麼人生會有新老病死
[00:15:20.240 --> 00:15:22.760]  為什麼我人生這麼如意
[00:15:22.760 --> 00:15:25.920]  你就不會由人生這麼如意去看
[00:15:25.920 --> 00:15:27.920]  但是它就不會由一些抽象的
[00:15:27.920 --> 00:15:31.560]  或者是總體性的角度來看事情
[00:15:31.560 --> 00:15:35.160]  而是當時候接受德德拉成的教會
[00:15:35.160 --> 00:15:38.440]  他們真實地面對的問題
[00:15:38.440 --> 00:15:43.560]  來考慮
[00:15:43.560 --> 00:15:45.560]  算了 到我了
[00:15:45.560 --> 00:15:49.960]  我是不是這樣錯了
[00:15:49.960 --> 00:15:51.960]  先看看
[00:15:51.960 --> 00:15:56.600]  開了好了
[00:15:56.600 --> 00:16:01.960]  應該是接收器還是港元來的
[00:16:01.960 --> 00:16:03.960]  但是看不到
[00:16:03.960 --> 00:16:06.920]  雷射有 所以有電
[00:16:06.920 --> 00:16:08.920]  啊 動了
[00:16:08.920 --> 00:16:12.200]  這個就是一個提問一個體會
[00:16:12.200 --> 00:16:14.200]  應該是這一張
[00:16:14.200 --> 00:16:17.400]  好 接著就來了
[00:16:17.400 --> 00:16:20.800]  我們先看看那個哲學家
[00:16:20.800 --> 00:16:25.000]  前後書哲學家成在哪裏
[00:16:25.000 --> 00:16:26.760]  有幾張地圖
[00:16:26.760 --> 00:16:29.240]  哲學家成其實就會在
[00:16:29.240 --> 00:16:33.040]  這裏好像有一個腳板
[00:16:33.040 --> 00:16:36.160]  有一個紅杖 三個腳趾的腳板
[00:16:36.160 --> 00:16:38.640]  哲學家成就在這個位置
[00:16:38.640 --> 00:16:45.040]  紅線本身就是保羅的第二次旅程
[00:16:45.040 --> 00:16:47.920]  他上了去特羅拉這裏
[00:16:47.920 --> 00:16:51.320]  本來他要去到美西亞
[00:16:51.320 --> 00:16:52.920]  本來是想被推離的
[00:16:52.920 --> 00:16:56.360]  就是黑海的南端南部
[00:16:56.360 --> 00:16:59.000]  但是聖經就阻止他
[00:16:59.000 --> 00:17:02.080]  不讓他過去被推離的那一部分
[00:17:02.080 --> 00:17:04.240]  他就從美西亞去到特羅拉
[00:17:04.240 --> 00:17:07.880]  特羅拉在古時候就是Helen of Troy
[00:17:07.880 --> 00:17:10.240]  就是木馬同城記的城
[00:17:10.240 --> 00:17:12.920]  Troy就是那裏
[00:17:12.920 --> 00:17:15.760]  不過Troy被毀滅之後
[00:17:15.760 --> 00:17:18.680]  新的城就叫做Troas 特羅拉
[00:17:18.680 --> 00:17:21.160]  兩個地方沒有重疊
[00:17:21.160 --> 00:17:23.640]  Troy是在附近比較遠的
[00:17:23.640 --> 00:17:26.200]  就不是Troas 即是特羅拉
[00:17:26.200 --> 00:17:28.440]  在Troy的下面重建就不是
[00:17:28.440 --> 00:17:29.320]  無論如何
[00:17:29.320 --> 00:17:31.960]  這個都是一個很出名的地方
[00:17:31.960 --> 00:17:35.440]  Odysseus荷馬的史詩
[00:17:35.440 --> 00:17:39.280]  講Helen of Troy的事蹟
[00:17:39.280 --> 00:17:42.920]  講Troy木馬同城記怎樣
[00:17:42.920 --> 00:17:46.320]  本來是打工人的城市
[00:17:46.320 --> 00:17:49.640]  就被希臘人希臘的聯軍
[00:17:49.640 --> 00:17:51.960]  用了一些詭計把木馬運下去
[00:17:51.960 --> 00:17:53.960]  結果就從裏面開城
[00:17:53.960 --> 00:17:55.720]  結果就再見了
[00:17:55.720 --> 00:17:59.280]  古來在特羅拉當然見到那個異象
[00:17:59.280 --> 00:18:01.760]  所以馬其頓異象見到一個馬其頓人
[00:18:01.760 --> 00:18:04.200]  就去招手過來
[00:18:04.200 --> 00:18:05.480]  他就過去了
[00:18:05.480 --> 00:18:07.680]  經過幾個地方
[00:18:07.680 --> 00:18:11.600]  在這裏就是尼亞玻利
[00:18:11.600 --> 00:18:13.520]  過海 接著去菲律賓
[00:18:13.520 --> 00:18:15.800]  然後是暗非玻利亞哥和尼亞
[00:18:15.800 --> 00:18:17.720]  接著就去到摩根大德
[00:18:17.720 --> 00:18:20.520]  暗非玻利去到哲塞尼加
[00:18:20.520 --> 00:18:22.520]  就是這裏
[00:18:22.520 --> 00:18:25.920]  哲塞尼加之後當然就去到比利亞
[00:18:25.920 --> 00:18:29.160]  如果我們要看清晰一點
[00:18:29.160 --> 00:18:32.400]  哲塞尼加就在這裏
[00:18:32.400 --> 00:18:35.680]  在這裏
[00:18:35.680 --> 00:18:37.320]  尼亞玻利去菲律賓
[00:18:37.320 --> 00:18:38.920]  然後暗非玻利
[00:18:38.920 --> 00:18:39.840]  然後就去阿波羅尼亞
[00:18:39.840 --> 00:18:40.760]  接著就是哲塞尼加
[00:18:40.760 --> 00:18:41.760]  接著就去比利亞
[00:18:41.760 --> 00:18:43.520]  比利亞接著就去雅典
[00:18:43.520 --> 00:18:45.360]  雅典就去哥倫多
[00:18:45.360 --> 00:18:48.720]  哥倫多就過海去伊弗所
[00:18:48.720 --> 00:18:51.120]  這些全部都是《士大人傳》裏面
[00:18:51.120 --> 00:18:53.640]  十六、十七、十八、十九
[00:18:53.640 --> 00:18:56.640]  這幾章所記載的
[00:18:56.640 --> 00:18:59.960]  唯一是我們不太肯定的
[00:18:59.960 --> 00:19:03.160]  戰敘基本上都是那個真正
[00:19:03.160 --> 00:19:04.720]  貼近那個方向
[00:19:04.720 --> 00:19:07.960]  他保留那個旅行旅程的方向
[00:19:07.960 --> 00:19:09.840]  唯一是沒有那麼確定的就是
[00:19:09.840 --> 00:19:11.320]  由比利亞下來
[00:19:11.320 --> 00:19:13.440]  一半一半的學者
[00:19:13.440 --> 00:19:16.240]  一半就說比利亞下來就是走陸地
[00:19:16.240 --> 00:19:17.560]  但是這裏其實很多山區
[00:19:17.560 --> 00:19:21.360]  下來這裏再去雅典是挺難走的
[00:19:21.360 --> 00:19:24.040]  下海反而是方便一些
[00:19:24.040 --> 00:19:24.640]  進海裏
[00:19:24.640 --> 00:19:26.280]  不過海裏要錢
[00:19:26.280 --> 00:19:27.240]  明顯地
[00:19:27.240 --> 00:19:30.720]  在山區反而就沒有
[00:19:30.720 --> 00:19:32.520]  那個費用
[00:19:32.520 --> 00:19:35.080]  旅途費用上可能就不需要
[00:19:35.080 --> 00:19:36.800]  那麼多招行晚策
[00:19:36.800 --> 00:19:38.880]  那個風霜露宿
[00:19:38.880 --> 00:19:40.160]  辛苦一些
[00:19:40.160 --> 00:19:41.680]  可能久一些
[00:19:41.680 --> 00:19:42.880]  但是費用就少一些
[00:19:42.880 --> 00:19:44.160]  到底是哪樣呢
[00:19:44.160 --> 00:19:45.560]  我們都不太肯定
