
[00:00:00.000 --> 00:00:03.280]  我們就把時間交給孫寶玲博士
[00:04:02.380 --> 00:04:04.980]  透過耶穌基督的身份和工作
[00:04:04.980 --> 00:04:07.180]  去審視一切
[00:04:07.180 --> 00:04:11.380]  包括世界、人的存在
[00:04:11.380 --> 00:04:14.580]  群體的存在、意義等等
[00:04:14.580 --> 00:04:15.980]  離開了基督論
[00:04:15.980 --> 00:04:18.180]  或者認識耶穌基督的核心
[00:04:18.180 --> 00:04:21.180]  你不能夠明白約翰福音
[00:04:21.180 --> 00:04:23.380]  如果你離開了
[00:04:23.380 --> 00:04:24.980]  耶穌基督是誰、他做甚麼
[00:04:24.980 --> 00:04:26.580]  帶來甚麼意義的話
[00:04:26.580 --> 00:04:28.580]  所有對於約翰福音的解讀
[00:04:28.580 --> 00:04:32.180]  對我個人來說都是偏頗的
[00:04:32.180 --> 00:04:33.380]  都是不準確的
[00:04:33.380 --> 00:04:35.580]  因為第20章30至31節
[00:04:35.580 --> 00:04:36.980]  你會說得很清楚
[00:04:36.980 --> 00:04:39.980]  這作品寫來是做甚麼的
[00:04:39.980 --> 00:04:42.580]  第二點就是歷史和文化
[00:04:42.580 --> 00:04:49.780]  這作品其實充滿了歷史文化的元素、背景
[00:04:49.780 --> 00:04:55.580]  我們可以說如果我們不能掌握歷史文化的背景和元素的話
[00:04:55.580 --> 00:04:58.380]  我們的理解都會很缺乏
[00:04:58.380 --> 00:05:01.180]  甚至可以說是很偏頗的
[00:05:01.180 --> 00:05:03.980]  一個很簡單的例子大家馬上就會明白
[00:05:03.980 --> 00:05:06.580]  這作品是2000年前的作品
[00:05:06.580 --> 00:05:09.980]  一定是歷史的作品
[00:05:09.980 --> 00:05:12.180]  亦都在特定的文化裏寫出來
[00:05:12.180 --> 00:05:15.380]  當然是有自己的歷史背景和文化背景
[00:05:15.380 --> 00:05:18.580]  這作品是用希臘文寫的
[00:05:18.580 --> 00:05:21.980]  你一定會想到或是期望得到
[00:05:21.980 --> 00:05:28.180]  他們的字裡行間一定有很多所謂希臘的元素在裏面
[00:05:28.180 --> 00:05:30.580]  我們稍後也會稍稍提及
[00:05:30.580 --> 00:05:34.780]  第一章第18節所謂道的概念
[00:05:34.780 --> 00:05:38.180]  曾經在研究楊翰福音的人裏面
[00:05:38.180 --> 00:05:45.780]  提出有很多關於希臘哲學思想的背景
[00:05:45.780 --> 00:05:47.180]  這個我們稍後再說
[00:05:47.180 --> 00:05:50.780]  很明顯這作品是歷史文化的元素
[00:05:50.780 --> 00:05:55.780]  如果我們不能掌握歷史文化元素去讀這作品
[00:05:55.780 --> 00:06:01.580]  你可以理解很多時候可能是「捉錯用神」
[00:06:01.580 --> 00:06:05.580]  除了希臘文化之外
[00:06:05.580 --> 00:06:11.780]  這作品亦有非常濃厚的猶太色彩
[00:06:11.780 --> 00:06:13.580]  曾經有一段時間
[00:06:13.580 --> 00:06:19.180]  在60、70年代研究楊翰福音的人
[00:06:19.180 --> 00:06:23.780]  認為這作品有很多希臘化的痕跡
[00:06:23.780 --> 00:06:24.980]  甚至我們會有一個說法
[00:06:24.980 --> 00:06:28.380]  這作品是向猶太人、向希臘人寫的
[00:06:28.380 --> 00:06:32.980]  到今時今日我們明白這說法未免太偏頗
[00:06:32.980 --> 00:06:35.380]  我們舉個很簡單的例子
[00:06:35.380 --> 00:06:36.780]  馬上大家就會明白
[00:06:36.780 --> 00:06:40.980]  為甚麼這作品一定是向猶太人
[00:06:40.980 --> 00:06:47.980]  希伯來人或熟悉猶太人文化的讀者寫的
[00:06:47.980 --> 00:06:52.980]  第二章是講如月節
[00:06:52.980 --> 00:06:56.180]  大家記得,結正聖殿
[00:06:56.180 --> 00:07:02.380]  第五章是在安息日裏面
[00:07:02.380 --> 00:07:06.580]  醫治一個病了38年的病患者
[00:07:06.580 --> 00:07:11.380]  第六章是講如月節,記得嗎?
[00:07:11.380 --> 00:07:13.380]  第六章的名字是如
[00:07:13.380 --> 00:07:15.380]  如月節的時候是近的
[00:07:15.380 --> 00:07:17.180]  如月節是背景
[00:07:17.180 --> 00:07:19.980]  第七章是在豬胖節
[00:07:19.980 --> 00:07:21.580]  豬胖節的時候
[00:07:21.580 --> 00:07:23.980]  耶穌和他的兄弟對話之後
[00:07:23.980 --> 00:07:25.380]  然後耶穌就上去了
[00:07:25.380 --> 00:07:27.580]  第七章、第八章一直延續下去
[00:07:27.580 --> 00:07:30.380]  大概都是在豬胖節的背景
[00:07:30.380 --> 00:07:34.180]  第九章這個生來黑暗的是甚麼時候?
[00:07:34.180 --> 00:07:35.980]  安息日
[00:07:35.980 --> 00:07:39.580]  第十章背景是修奠節
[00:07:39.580 --> 00:07:42.380]  十二章告訴我們如月節近
[00:07:42.380 --> 00:07:44.180]  十三、十四、十五、十六、十七章
[00:07:44.180 --> 00:07:46.580]  在如月節背景講
[00:07:46.580 --> 00:07:47.780]  十九章告訴我們
[00:07:47.780 --> 00:07:51.580]  耶穌在如月節高陽被殺那天
[00:07:51.580 --> 00:07:53.380]  耶穌被釘
[00:07:53.380 --> 00:07:58.980]  誰敢說這作品不是寫給猶太人
[00:07:58.980 --> 00:08:01.980]  有認識的,甚至可能是猶太人
[00:08:01.980 --> 00:08:04.980]  你看整本書的結構
[00:08:04.980 --> 00:08:07.580]  是環繞著猶太人的節日
[00:08:07.580 --> 00:08:09.980]  所以你馬上可以明白
[00:08:09.980 --> 00:08:12.980]  如果我們不掌握猶太人的歷史背景
[00:08:12.980 --> 00:08:14.980]  或者是他們的文化
[00:08:14.980 --> 00:08:17.780]  剛才我提到的節日的意義
[00:08:17.780 --> 00:08:22.180]  我們恐怕不一定能夠明白
[00:08:22.180 --> 00:08:24.380]  他們要講甚麼
[00:08:24.380 --> 00:08:27.980]  更加不要說如何應用在我們的生命裏
[00:08:27.980 --> 00:08:31.780]  所以歷史文化是第二個我們非常一定要講的
[00:08:31.780 --> 00:08:34.780]  第三個就是文學
[00:08:34.780 --> 00:08:36.380]  的角度
[00:08:36.380 --> 00:08:37.980]  甚麼是文學的角度呢?
[00:08:37.980 --> 00:08:40.380]  在這裏要稍為拆開一點
[00:08:40.380 --> 00:08:43.980]  做一些學術的報告讓大家明白
[00:08:43.980 --> 00:08:45.980]  我們之前在上一個世紀
[00:08:45.980 --> 00:08:48.980]  八十年代開始到今時今日
[00:08:48.980 --> 00:08:52.180]  研究約翰.福音的人都有一個共識
[00:08:52.180 --> 00:08:53.980]  無論他的立場是怎樣
[00:08:53.980 --> 00:08:55.780]  都有一個共識
[00:08:55.780 --> 00:09:00.380]  就是約翰是一個非常偉大的文學作品
[00:09:00.380 --> 00:09:01.180]  我再講一次
[00:09:01.180 --> 00:09:03.780]  是一個非常偉大的文學作品
[00:09:03.780 --> 00:09:07.780]  意思是這個作品的撰寫時
[00:09:07.780 --> 00:09:11.780]  他要講的時候
[00:09:11.780 --> 00:09:16.380]  你會看到他有一定的敘述策略
[00:09:16.380 --> 00:09:18.180]  有敘述的設計
[00:09:18.180 --> 00:09:20.980]  有敘述的技巧
[00:09:20.980 --> 00:09:26.180]  就算是最保守的性經學者
[00:09:26.180 --> 00:09:28.380]  不太認同很多新的發展
[00:09:28.380 --> 00:09:32.180]  他都會說約翰.福音是一個故事
[00:09:32.180 --> 00:09:34.180]  到今天不會不說這個
[00:09:34.180 --> 00:09:36.580]  不說就不知道約翰.福音是甚麼
[00:09:36.580 --> 00:09:42.780]  他要說多少是另一回事
[00:09:42.780 --> 00:09:44.380]  但大家都會同意
[00:09:44.380 --> 00:09:49.180]  約翰是一個非常出色的文學作品
[00:09:49.180 --> 00:09:50.580]  當我們說文學作品時
[00:09:50.580 --> 00:09:52.980]  一點都沒有貶義
[00:09:52.980 --> 00:09:54.580]  當我們說文學作品時
[00:09:54.580 --> 00:09:56.980]  是他說那作品有一種活力
[00:09:56.980 --> 00:09:59.980]  有一種生命力是盡永的
[00:09:59.980 --> 00:10:01.780]  是活潑的
[00:10:01.780 --> 00:10:04.580]  不是一種兩千年前的歷史記載
[00:10:04.580 --> 00:10:06.780]  對我們完全沒有關係的東西
[00:10:06.780 --> 00:10:10.180]  偉大的文學作品是歷久常新的
[00:10:10.180 --> 00:10:12.380]  你甚麼時候讀都是那麼經典的
[00:10:12.380 --> 00:10:14.980]  所以我們有個英文說法叫Classic
[00:10:14.980 --> 00:10:17.980]  任何時候都讀都會說得難聽一點
[00:10:17.980 --> 00:10:19.980]  不是難聽一點,是活潑一點
[00:10:19.980 --> 00:10:22.580]  都是那麼正的
[00:10:22.580 --> 00:10:25.580]  文學作品有這樣的意思
[00:10:25.580 --> 00:10:27.380]  是沒有貶義的
[00:10:27.380 --> 00:10:31.980]  文學作品不是從這個角度去說
[00:10:31.980 --> 00:10:36.780]  是說那作品的技巧策略和設計
[00:10:36.780 --> 00:10:38.780]  是令你放不下的
[00:10:38.780 --> 00:10:40.780]  讀的時候真的越讀越有味
[00:10:40.780 --> 00:10:42.180]  不單是越讀越有味
[00:10:42.180 --> 00:10:45.580]  你讀的時候發覺自己在讀
[00:10:45.580 --> 00:10:46.980]  有一種這樣的感覺
[00:10:46.980 --> 00:10:48.980]  他向你說話的
[00:10:48.980 --> 00:10:52.380]  你發覺讀的時候不是讀故事裡的人
[00:10:52.380 --> 00:10:54.380]  是讀你自己
[00:10:54.380 --> 00:10:55.980]  甚至你讀的時候
[00:10:55.980 --> 00:10:58.980]  不是覺得是耶穌和故事裡的人物互動
[00:10:58.980 --> 00:11:01.180]  是你自己和耶穌互動
[00:11:01.180 --> 00:11:02.980]  一個優秀的文學作品
[00:11:02.980 --> 00:11:05.580]  有這種能力的
[00:11:05.580 --> 00:11:07.980]  再加上是神的啟示
[00:11:07.980 --> 00:11:10.980]  但是神的啟示來到人的言語當中
[00:11:10.980 --> 00:11:14.980]  用一種技巧策略或者設計
[00:11:14.980 --> 00:11:17.580]  有何不可呢?
[00:11:17.580 --> 00:11:22.180]  我們記得剛才讀過的第20章30至31節
[00:11:22.180 --> 00:11:24.780]  作者都說得很清楚
[00:11:24.780 --> 00:11:28.180]  不是所有的事都記住
[00:11:28.180 --> 00:11:30.380]  但記這些事
[00:11:30.380 --> 00:11:31.780]  一說但記這些事
[00:11:31.780 --> 00:11:32.780]  他有甚麼?
[00:11:32.780 --> 00:11:36.980]  有選擇、有選取
[00:11:36.980 --> 00:11:39.780]  一說選取就問他為何要選取
[00:11:39.780 --> 00:11:46.180]  就牽涉到策略、設計、目的
[00:11:46.180 --> 00:11:51.780]  不能假設作者亂說
[00:11:51.780 --> 00:11:58.780]  他一定要說到令讀者知道耶穌是誰
[00:11:58.780 --> 00:12:02.380]  所以如果我們要解釋經文《約翰福音》
[00:12:02.380 --> 00:12:06.380]  一定要拿捏這三個角度
[00:12:06.380 --> 00:12:09.180]  他的信仰價值觀點目的是甚麼
[00:12:09.180 --> 00:12:13.380]  他的歷史文化背景是怎樣的
[00:12:13.380 --> 00:12:17.380]  他的敘述技巧策略設計是甚麼
[00:12:17.380 --> 00:12:21.780]  如果我們不能捕捉這三個角度
[00:12:21.780 --> 00:12:24.380]  我們的解釋都會有限制
[00:12:24.380 --> 00:12:25.980]  所以這三個角度
[00:12:25.980 --> 00:12:28.380]  我先向大家提出
[00:12:28.380 --> 00:12:31.180]  也說到我待會說解聖經時
[00:12:31.180 --> 00:12:35.580]  有時會用剛才提到的三個觀點
[00:12:35.580 --> 00:12:39.980]  當然有時會多些前面、中間、後面
[00:12:39.980 --> 00:12:43.380]  有時會多些技巧、較薄
[00:12:43.380 --> 00:12:46.380]  視乎經文的情況
[00:12:46.380 --> 00:12:48.580]  總的來說
[00:12:48.580 --> 00:12:53.780]  我會說《約翰福音》整個作品
[00:12:53.780 --> 00:12:57.980]  是要藉敘述耶穌的身份和工作
[00:12:57.980 --> 00:13:01.980]  塑造門徒的生命品格
[00:13:01.980 --> 00:13:04.780]  而由門徒組成的群體
[00:13:04.780 --> 00:13:07.380]  將會向世界見證耶穌為基督
[00:13:07.380 --> 00:13:12.180]  並延續神子的身份和工作
[00:13:12.180 --> 00:13:14.380]  如果你讀這段文字的話
[00:13:14.380 --> 00:13:20.380]  你會發覺讀完《約翰福音》應用是必然的
[00:13:20.380 --> 00:13:23.380]  因為這作品不只是告訴我們
[00:13:23.380 --> 00:13:25.780]  耶穌是誰
[00:13:25.780 --> 00:13:29.180]  耶穌是誰的時候
[00:13:29.180 --> 00:13:33.980]  是塑造讀者的生命
[00:13:33.980 --> 00:13:37.780]  藉著認識耶穌的身份和工作
[00:13:37.780 --> 00:13:41.380]  去塑造我們的生命
[00:13:41.380 --> 00:13:45.180]  這是一個非常重要的觀點
[00:13:45.180 --> 00:13:46.180]  所以剛才我說
[00:13:46.180 --> 00:13:48.180]  為何我們讀這作品的時候
[00:13:48.180 --> 00:13:51.380]  不單單看到耶穌與故事中的人物互動
[00:13:51.380 --> 00:13:55.180]  我們也應該覺得是耶穌與我們互動、傾談
[00:13:55.180 --> 00:13:57.180]  不只是耶穌與尼哥丹姆說話
[00:13:57.180 --> 00:14:00.180]  可能耶穌與我們說話也不一定
[00:14:00.180 --> 00:14:05.780]  不只是門徒問耶穌這個人生來
[00:14:05.780 --> 00:14:08.380]  究竟是他還是他父母犯罪
[00:14:08.380 --> 00:14:10.980]  我們有時也會問這些問題
[00:14:10.980 --> 00:14:13.780]  在教會裡我們也會問這些問題
[00:14:13.780 --> 00:14:15.180]  天主人亡的時候我們會問
[00:14:15.180 --> 00:14:17.980]  究竟是他犯了罪還是他父母犯了罪
[00:14:17.980 --> 00:14:20.180]  我們也會問這些問題
[00:14:20.180 --> 00:14:22.180]  我們也可能像法律錯誤一樣
[00:14:22.180 --> 00:14:28.380]  不能接受一個人可以有這樣的生命改變
[00:14:28.380 --> 00:14:29.980]  第九章
[00:14:29.980 --> 00:14:33.980]  有時我們自己就像法律錯誤一樣
[00:14:33.980 --> 00:14:35.780]  更別說有更多的時候
[00:14:35.780 --> 00:14:41.580]  我們像彼得、多瑪等等
[00:14:41.580 --> 00:14:43.980]  所以讀這個作品的時候
[00:14:43.980 --> 00:14:45.180]  它是藉著告訴我們
[00:14:45.180 --> 00:14:49.580]  耶穌的身份和工作是塑造了我們
[00:14:49.580 --> 00:14:51.180]  但不是停在這裡
[00:14:51.180 --> 00:14:53.980]  因為我們組織了一個群體
[00:14:53.980 --> 00:14:56.780]  這個在第十三至第十七章裡
[00:14:56.780 --> 00:14:58.780]  就說得很清楚
[00:14:58.780 --> 00:15:00.780]  讓方大人分開兩大部分
[00:15:00.780 --> 00:15:02.980]  第二章至十二章是一大部分
[00:15:02.980 --> 00:15:05.980]  十三至十七是另一部分很重要
[00:15:05.980 --> 00:15:09.580]  十三至十七是很強向門徒說的
[00:15:09.580 --> 00:15:11.380]  門徒組成的群體
[00:15:11.380 --> 00:15:14.180]  這個群體將要向世界見證
[00:15:14.180 --> 00:15:14.980]  耶穌是基督
[00:15:14.980 --> 00:15:19.180]  並且延續神子的身份和工作
[00:15:19.180 --> 00:15:24.980]  這個是整個《約翰福音》的策略
[00:15:24.980 --> 00:15:27.180]  那個價值
[00:15:27.180 --> 00:15:28.980]  你發現這個策略的價值
[00:15:28.980 --> 00:15:32.980]  是很自然將解經和應用混為一體
[00:15:32.980 --> 00:15:38.980]  你是不可能解經而不產生一種生命的改變
[00:15:38.980 --> 00:15:42.980]  你的生命的改變必須要建於聖經的解釋
[00:15:42.980 --> 00:15:44.580]  因為聖經的解釋是建於什麼呢?
[00:15:44.580 --> 00:15:46.780]  對耶穌的身份的了解
[00:15:46.780 --> 00:15:50.380]  祂的工作的認識
[00:15:50.380 --> 00:15:54.380]  所以在這裡的論題要先說得很清楚
[00:15:54.380 --> 00:15:56.380]  雖然我未必有機會
[00:15:56.380 --> 00:15:59.380]  詳細講解每一段經文
[00:15:59.380 --> 00:16:01.380]  但是這個論題
[00:16:01.380 --> 00:16:03.380]  我覺得必須要讓大家明白
[00:16:03.380 --> 00:16:05.380]  帶著這個論題
[00:16:05.380 --> 00:16:08.180]  和剛才所說的三個角度的理解
[00:16:08.180 --> 00:16:12.980]  我相信會比較穩妥地進展
[00:16:12.980 --> 00:16:14.780]  所以我用幾段經文
[00:16:14.780 --> 00:16:19.580]  去交代一下剛才我所說的論題
[00:16:19.580 --> 00:16:20.980]  我說《約翰福音》是藉著
[00:16:20.980 --> 00:16:22.580]  耶穌基督的身份和工作
[00:16:22.580 --> 00:16:24.380]  我們剛剛讀那段經文
[00:16:24.380 --> 00:16:26.380]  20章的30至31節
[00:16:26.380 --> 00:16:28.380]  就講得很清楚了
[00:16:28.380 --> 00:16:30.980]  我們剛剛讀的,大家還記得嗎?
[00:16:30.980 --> 00:16:33.580]  《蘇祖門徒生命的品教》這段經文
[00:16:33.580 --> 00:16:38.580]  是在第11至14節
[00:16:38.580 --> 00:16:41.380]  耶穌來到自己的家
[00:16:41.380 --> 00:16:43.980]  如果用最新的繁盛的翻譯
[00:16:43.980 --> 00:16:45.780]  自己的人,祂不接納他
[00:16:45.780 --> 00:16:48.180]  接納他的人就是信他名的人
[00:16:48.180 --> 00:16:51.380]  他就知他們權柄成為神的兒女
[00:16:51.380 --> 00:16:54.380]  他們不是按血源生的
[00:16:54.380 --> 00:16:56.180]  不是由肉生的意願生的
[00:16:56.180 --> 00:16:58.380]  不是由人的意願生的
[00:16:58.380 --> 00:17:00.780]  而是由神生的
[00:17:00.780 --> 00:17:01.980]  你會發現
[00:17:01.980 --> 00:17:03.780]  因為認識耶穌
[00:17:03.780 --> 00:17:08.180]  我們成為神的兒女
[00:17:08.180 --> 00:17:12.980]  這個身份不是由血源、意願、意志
[00:17:12.980 --> 00:17:15.580]  社會的階級、背景
[00:17:15.580 --> 00:17:17.780]  長得高不高、漂亮不漂亮
[00:17:17.780 --> 00:17:18.980]  聰不聰明
[00:17:18.980 --> 00:17:20.180]  是因為耶穌基督
[00:17:20.180 --> 00:17:22.380]  你就成為一個群體
[00:17:22.380 --> 00:17:26.180]  而那個群體的性格、品格等等
[00:17:26.180 --> 00:17:29.180]  是因為耶穌基督而塑造的
[00:17:29.180 --> 00:17:33.780]  因為你之所以成為神的兒女
[00:17:33.780 --> 00:17:35.980]  你的所為、你的所作
[00:17:35.980 --> 00:17:39.380]  應該是由耶穌基督所塑造的
[00:17:39.380 --> 00:17:41.180]  向世界見證耶穌為基督
[00:17:41.180 --> 00:17:43.980]  而現續神的神職的身份
[00:17:43.980 --> 00:17:50.580]  就是在20章22至23節
[00:17:50.580 --> 00:17:52.580]  我們很快看看這段經文
[00:17:52.580 --> 00:17:54.980]  也是很重要的一段經文
[00:17:54.980 --> 00:18:02.980]  這裡22至23節
[00:18:02.980 --> 00:18:06.780]  少女者說
[00:18:06.780 --> 00:18:09.180]  耶穌顯現在復活之後
[00:18:09.180 --> 00:18:10.980]  就向他們出了一口氣說
[00:18:10.980 --> 00:18:12.180]  你們領受聖靈嗎?
[00:18:12.180 --> 00:18:13.780]  你們寫面誰的罪?
[00:18:13.780 --> 00:18:15.180]  誰的罪就得到赦免
[00:18:15.180 --> 00:18:16.580]  你們不赦免誰的罪?
[00:18:16.580 --> 00:18:18.780]  誰的罪就不得到赦免
[00:18:18.780 --> 00:18:21.180]  我們解釋《英雄寬音》的人
[00:18:21.180 --> 00:18:25.580]  就會明白、掌握、解釋
[00:18:25.580 --> 00:18:28.780]  這段經文是呼召著第一章的
[00:18:28.780 --> 00:18:32.580]  新兒女的創造
[00:18:32.580 --> 00:18:35.980]  而在這個呼應裡面
[00:18:35.980 --> 00:18:38.980]  又和創世記第一章
[00:18:38.980 --> 00:18:41.780]  神給人有靈
[00:18:41.780 --> 00:18:44.180]  創造人之後呼一口氣
[00:18:44.180 --> 00:18:45.980]  創造了人類
[00:18:45.980 --> 00:18:47.780]  有他自己的形象和樣式
[00:18:47.780 --> 00:18:48.580]  所以在這裡
[00:18:48.580 --> 00:18:52.580]  《英雄寬音》第20章的22至23節
[00:18:52.580 --> 00:18:56.380]  就是將創世記人群體的創造
[00:18:56.380 --> 00:18:58.580]  重現一次
[00:18:58.580 --> 00:19:03.380]  這個創造是基於耶穌基督出口氣
[00:19:03.380 --> 00:19:05.380]  這個呼應在第一章裡面
[00:19:05.380 --> 00:19:07.380]  「凡接待他的人,就是信他命的人」
[00:19:07.380 --> 00:19:09.780]  「拿著叱吒們的權命,做神的兒女」
[00:19:09.780 --> 00:19:12.780]  所以這個群體的組成
[00:19:12.780 --> 00:19:15.580]  就是要延續見證
[00:19:15.580 --> 00:19:18.380]  神的形象和樣式
[00:19:18.380 --> 00:19:21.180]  這個在舊約裡面是說得很清楚的
[00:19:21.180 --> 00:19:22.980]  而在新約裡面
[00:19:22.980 --> 00:19:25.580]  神的形象和樣式的具體展現
[00:19:25.580 --> 00:19:29.780]  就是耶穌的身份和工作
[00:19:29.780 --> 00:19:32.580]  所以這個在第13至17章裡面
[00:19:32.580 --> 00:19:33.980]  是非常非常重要
[00:19:33.980 --> 00:19:36.380]  你記得第13章至17章
[00:19:36.380 --> 00:19:39.180]  一開始是用洗腳
[00:19:39.180 --> 00:19:42.180]  「我怎麼愛你們?我怎麼為你們洗腳?」
[00:19:42.180 --> 00:19:45.180]  要互相洗腳,彼此相愛
[00:19:45.180 --> 00:19:47.580]  是透過學校
[00:19:47.580 --> 00:19:50.580]  耶穌的生命向這個世界見證
[00:19:50.580 --> 00:19:52.380]  耶穌是誰
[00:19:52.380 --> 00:19:55.980]  所以我們看過這三段經文
[00:19:55.980 --> 00:19:56.980]  我們就約了
[00:19:56.980 --> 00:19:58.180]  回到開始的時候
[00:19:58.180 --> 00:20:02.980]  我們說約翰福音的論題
[00:20:02.980 --> 00:20:06.980]  約翰福音是藉著敘述耶穌的身份和工作
[00:20:06.980 --> 00:20:10.380]  塑造門徒生命的品格
[00:20:10.380 --> 00:20:13.380]  然後門徒所組成的群體
[00:20:13.380 --> 00:20:14.980]  將要向世界見證
[00:20:14.980 --> 00:20:15.780]  耶穌是基督
[00:20:15.780 --> 00:20:20.380]  並且延續神子的身份和工作
[00:20:20.380 --> 00:20:22.980]  所以每一個讀約翰福音的人
[00:20:22.980 --> 00:20:23.980]  都要明白
[00:20:23.980 --> 00:20:29.780]  這個福音書不是向2000年前的基督徒說異議
[00:20:29.780 --> 00:20:32.380]  亦都向我們說
[00:20:32.380 --> 00:20:35.780]  因為我們都是由這位耶穌基督
