
[00:00:00.000 --> 00:00:01.460]  導演節目是晚上了
[00:02:07.960 --> 00:02:11.320]  我們就將現在的時間交給葉劍良博士
[00:02:11.320 --> 00:02:13.320]  好
[00:02:13.320 --> 00:02:18.240]  多謝黎博士的邀請和介紹
[00:02:18.240 --> 00:02:21.920]  各位靈性姐妹晚安
[00:02:21.920 --> 00:02:24.720]  或者午安、早晨
[00:02:24.720 --> 00:02:28.160]  感謝神今晚能夠有機會
[00:02:28.160 --> 00:02:33.440]  藉著環球聖經公會的邀請
[00:02:33.440 --> 00:02:35.680]  去和大家分享
[00:02:35.680 --> 00:02:41.920]  以諾一書與新約研究的題目
[00:02:41.920 --> 00:02:49.920]  能夠在今晚舉辦這個活動
[00:02:49.920 --> 00:02:51.280]  我也很感謝神
[00:02:51.280 --> 00:02:57.280]  因為前晚我還打算告訴黎博士
[00:02:57.280 --> 00:02:58.160]  我來不了
[00:02:58.160 --> 00:03:00.160]  因為家人都…
[00:03:00.160 --> 00:03:02.160]  太太確診了
[00:03:02.160 --> 00:03:06.080]  兒子似乎前晚都以為他不斷嘔吐
[00:03:06.080 --> 00:03:07.120]  都已經確診了
[00:03:07.120 --> 00:03:14.240]  結果前晚去了瑪麗的隔離病房
[00:03:14.240 --> 00:03:16.240]  都想著隨時要住幾天
[00:03:16.240 --> 00:03:20.880]  誰知最終兒子原來沒有中
[00:03:20.880 --> 00:03:22.480]  暫時起碼無法入住
[00:03:22.480 --> 00:03:24.000]  結果我可以出來
[00:03:24.000 --> 00:03:26.640]  我回到長洲的宿舍
[00:03:26.640 --> 00:03:28.880]  現在和兒子在隔離
[00:03:28.880 --> 00:03:33.440]  過去48小時都很峰迴路轉
[00:03:33.440 --> 00:03:36.640]  又說取消又說要舉辦
[00:03:36.640 --> 00:03:39.440]  最終可以今晚和大家
[00:03:39.440 --> 00:03:42.160]  我在長洲山上
[00:03:42.160 --> 00:03:44.720]  用著Wi-Fi Hotspot
[00:03:44.720 --> 00:03:47.280]  和大家分享
[00:03:47.360 --> 00:03:52.080]  盼望今晚的分享能夠榮耀上帝
[00:03:52.080 --> 00:03:54.080]  和祝福大家
[00:03:54.080 --> 00:03:57.840]  大家應該都已經收到
[00:03:57.840 --> 00:04:02.320]  我分享給大家的Notes
[00:04:02.320 --> 00:04:04.880]  如果有任何問題
[00:04:04.880 --> 00:04:09.280]  你可以在這個chatbox打出來
[00:04:09.280 --> 00:04:14.160]  但留意我不會立即看到
[00:04:14.160 --> 00:04:20.240]  如果今晚過了之後
[00:04:20.240 --> 00:04:21.840]  你覺得不夠
[00:04:21.840 --> 00:04:25.040]  想了解這個題目更多
[00:04:25.040 --> 00:04:28.240]  你可以在螢光幕
[00:04:28.240 --> 00:04:30.800]  投影片的Facebook post
[00:04:30.800 --> 00:04:33.040]  那個icon你掃一掃
[00:04:33.040 --> 00:04:37.200]  我就設了一個討論的post
[00:04:37.200 --> 00:04:40.320]  讓大家可以繼續在這方面
[00:04:40.320 --> 00:04:42.000]  問問題
[00:04:42.000 --> 00:04:48.960]  在這個題目裏
[00:04:48.960 --> 00:04:53.280]  我首先說幾個重點
[00:04:53.280 --> 00:04:55.280]  新約的啟示
[00:04:55.280 --> 00:04:57.520]  是藉著第一個世紀
[00:04:57.520 --> 00:04:58.800]  對不起漏了一個「紀」字
[00:04:58.800 --> 00:05:00.560]  那些教會領袖
[00:05:00.560 --> 00:05:03.040]  大約是猶太人和使徒
[00:05:03.040 --> 00:05:08.240]  透過他們重新敘述猶太人的回憶
[00:05:08.240 --> 00:05:10.560]  當前他們的文化處境
[00:05:10.560 --> 00:05:13.120]  以及將來的期待
[00:05:13.120 --> 00:05:17.760]  透過這樣去敘述了
[00:05:17.760 --> 00:05:21.440]  上帝在基督裏的工作
[00:05:21.440 --> 00:05:23.040]  正正是這樣
[00:05:23.040 --> 00:05:24.640]  兩約之間
[00:05:24.640 --> 00:05:29.760]  作為猶太人廣為接受和認同的其中一本書
[00:05:29.760 --> 00:05:31.040]  就是《以律一書》
[00:05:31.040 --> 00:05:36.800]  成為了新約神學的其中一個母體
[00:05:36.800 --> 00:05:37.760]  Matrix
[00:05:37.760 --> 00:05:40.240]  母體不代表甚麼都是從它而來
[00:05:40.240 --> 00:05:41.520]  不是這個意思
[00:05:41.520 --> 00:05:50.480]  是指這個文本會成為新約神學需要去interpret它
[00:05:50.480 --> 00:05:53.040]  去重新詮釋它
[00:05:53.040 --> 00:05:56.880]  而成為新約神學的一個來源
[00:05:56.880 --> 00:05:59.440]  而今晚這個題目
[00:05:59.440 --> 00:06:01.360]  所謂的關係
[00:06:01.360 --> 00:06:04.560]  新約和《以律一書》的關係
[00:06:04.560 --> 00:06:06.880]  我認為起碼有四方面
[00:06:06.880 --> 00:06:09.920]  你可以慢慢去消化一下
[00:06:09.920 --> 00:06:13.440]  第一,你會看到有很多經文引用
[00:06:13.440 --> 00:06:15.520]  《以律一書》的經文引用
[00:06:15.520 --> 00:06:17.280]  第二,你會發現
[00:06:17.280 --> 00:06:24.000]  《以律一書》的成書文化處境是很重要的
[00:06:24.000 --> 00:06:27.360]  第三,我們透過兩約之間
[00:06:27.360 --> 00:06:29.920]  天啟文學的誕生
[00:06:29.920 --> 00:06:35.520]  第一個天啟文學很有可能就是《以律一書》
[00:06:35.520 --> 00:06:38.480]  而我們看到這種神學發展
[00:06:38.480 --> 00:06:41.680]  就是如何由舊約的先知文學
[00:06:41.680 --> 00:06:44.080]  漸漸發展到智慧文學
[00:06:44.080 --> 00:06:46.160]  以至到天啟文學
[00:06:46.160 --> 00:06:50.400]  而最後是以新約為結束的
[00:06:50.400 --> 00:06:53.200]  所以這個軌跡其實很特別
[00:06:53.200 --> 00:06:56.160]  而最後我想給大家看的就是
[00:06:56.160 --> 00:06:59.200]  當你認識了《以律一書》多一點之後
[00:06:59.200 --> 00:07:03.840]  它甚至會令你的信仰經驗更加豐富
[00:07:03.840 --> 00:07:04.800]  時間關係
[00:07:04.800 --> 00:07:08.640]  大家有沒有留意到今晚我給你的筆記有多少版呢?
[00:07:08.640 --> 00:07:11.840]  是一百四十八
[00:07:11.840 --> 00:07:14.400]  我是不可能逐版跟你說的
[00:07:14.400 --> 00:07:16.160]  我不想把它剪掉
[00:07:16.160 --> 00:07:17.600]  先給你吧
[00:07:17.600 --> 00:07:19.360]  我選一些來講
[00:07:19.360 --> 00:07:24.880]  《以律一書》其實是一個由五卷獨立
[00:07:24.880 --> 00:07:29.520]  到拼湊串合而成的一本書
[00:07:29.520 --> 00:07:32.160]  所以它是一個跨時代
[00:07:32.160 --> 00:07:34.160]  如果你拿一拿這裡
[00:07:34.160 --> 00:07:36.400]  第一個至三十六章
[00:07:36.400 --> 00:07:37.840]  我們叫做天使篇
[00:07:37.840 --> 00:07:39.920]  或者叫做守望者之書
[00:07:39.920 --> 00:07:44.400]  然後比喻篇、天文篇、夢幻篇和書信篇
[00:07:44.400 --> 00:07:45.600]  你有沒有留意到
[00:07:45.600 --> 00:07:48.240]  原來這一二三四五篇
[00:07:48.240 --> 00:07:50.880]  他們的成書時間是不同的
[00:07:50.880 --> 00:07:53.840]  由最早的天文篇
[00:07:53.840 --> 00:07:56.800]  我們說大概是公元前三百年
[00:07:56.800 --> 00:07:59.520]  到瑪嘉比起義之前
[00:07:59.520 --> 00:08:02.240]  以至到最後這個第二篇
[00:08:02.240 --> 00:08:03.600]  也就是比喻篇
[00:08:03.600 --> 00:08:06.160]  估計是公元前一百年
[00:08:06.160 --> 00:08:08.720]  或者公元後一百年之間
[00:08:08.720 --> 00:08:14.080]  所以這五卷書很明顯不是同一個人寫的
[00:08:14.080 --> 00:08:16.400]  甚至不是同一個群體寫的
[00:08:16.400 --> 00:08:18.960]  是跨了二三百年
[00:08:18.960 --> 00:08:20.240]  你留意到吧
[00:08:20.240 --> 00:08:20.880]  好了
[00:08:20.880 --> 00:08:24.320]  然後當我們看到這個次序
[00:08:24.320 --> 00:08:26.080]  五卷獨立而成
[00:08:26.080 --> 00:08:28.400]  但是又為何可以說
[00:08:28.400 --> 00:08:33.440]  一起這五個篇加起來才叫做《以律一書》
[00:08:33.440 --> 00:08:36.640]  留意是五個加起來才叫做《以律一書》
[00:08:36.640 --> 00:08:37.920]  所以很特別
[00:08:37.920 --> 00:08:38.720]  另外
[00:08:38.720 --> 00:08:40.080]  月早期的
[00:08:40.080 --> 00:08:46.080]  我們看到內容是更多關心一些叫做宇宙性的知識
[00:08:46.080 --> 00:08:47.120]  什麼意思呢?
[00:08:47.120 --> 00:08:51.200]  就是想了解一下地上的天
[00:08:51.200 --> 00:08:53.120]  天上有什麼特別
[00:08:53.120 --> 00:08:55.360]  為什麼這個世界會變成這麼邪惡
[00:08:55.360 --> 00:08:57.520]  為什麼我們猶太人這麼長期
[00:08:57.520 --> 00:08:59.120]  好像上帝不要我們
[00:08:59.120 --> 00:09:00.960]  究竟上面發生了什麼事
[00:09:00.960 --> 00:09:01.760]  OK
[00:09:01.760 --> 00:09:04.320]  月早期的《以律一書》
[00:09:04.320 --> 00:09:07.520]  就越有這種天上的關注
[00:09:07.520 --> 00:09:09.520]  但是月後期的《以律一書》
[00:09:09.520 --> 00:09:15.200]  就越多去關心這個世界會如何發展
[00:09:15.200 --> 00:09:17.520]  今晚其實這個講座
[00:09:17.520 --> 00:09:20.080]  起碼有兩個大部分
[00:09:20.080 --> 00:09:22.240]  第一個大部分就是我會
[00:09:22.240 --> 00:09:26.080]  首先去介紹一下《以律一書》是什麼
[00:09:26.080 --> 00:09:28.400]  你一定要了解一點
[00:09:28.400 --> 00:09:29.360]  《以律一書》是什麼
[00:09:29.360 --> 00:09:31.920]  才可以講後面第二部分
[00:09:31.920 --> 00:09:33.840]  就是與新約有什麼關係
[00:09:33.840 --> 00:09:34.480]  好嗎?
[00:09:34.480 --> 00:09:37.280]  首先戴上頭盔
[00:09:37.280 --> 00:09:40.880]  《以律一書》不是正點
[00:09:40.880 --> 00:09:42.160]  OK
[00:09:42.160 --> 00:09:45.680]  所以我不敢說
[00:09:45.680 --> 00:09:46.880]  我不會說
[00:09:46.880 --> 00:09:51.200]  我甚至根本不會說它是一個全部都有上帝默示
[00:09:51.200 --> 00:09:51.920]  我不會這麼說的
[00:09:51.920 --> 00:09:52.400]  是不是?
[00:09:52.400 --> 00:09:56.880]  所以我作為建道神學院的老師
[00:09:56.880 --> 00:09:59.760]  我作為宣道會的其中一個傳道
[00:09:59.760 --> 00:10:01.040]  我告訴你
[00:10:01.040 --> 00:10:02.720]  首先戴上頭盔
[00:10:02.720 --> 00:10:06.480]  它是兩約之間的一個典外文獻
[00:10:06.480 --> 00:10:07.360]  好了
[00:10:07.360 --> 00:10:09.920]  但是我們說這個典外文獻
[00:10:09.920 --> 00:10:12.880]  原來對我們認識兩約之間
[00:10:12.880 --> 00:10:15.280]  以至新約很有幫助
[00:10:15.280 --> 00:10:15.920]  OK
[00:10:15.920 --> 00:10:17.680]  所以今晚就要看看
[00:10:17.680 --> 00:10:22.400]  我們如何很有批判性地去看這本書
[00:10:22.400 --> 00:10:23.440]  好嗎?
[00:10:23.440 --> 00:10:24.880]  好了
[00:10:24.880 --> 00:10:27.040]  個別段落有不同的名字
[00:10:27.040 --> 00:10:28.720]  不過不說了
[00:10:28.720 --> 00:10:34.480]  《以律一書》是天啟文學中最遠古的一本書
[00:10:34.480 --> 00:10:39.360]  它現在手頭上完整的首抄本
[00:10:39.360 --> 00:10:42.960]  只剩下埃塞俄比亞文的版本
[00:10:42.960 --> 00:10:45.360]  但是近幾十年
[00:10:45.360 --> 00:10:49.680]  其中一個最大的考古學突破
[00:10:49.680 --> 00:10:52.640]  就是在以色列的困難洞穴
[00:10:52.640 --> 00:10:58.400]  找到很多《以律一書》的碎片
[00:10:58.400 --> 00:11:03.200]  很多是用亞蘭文和希伯來文寫的
[00:11:03.200 --> 00:11:08.480]  原來在困難埃塞尼的社群中
[00:11:08.480 --> 00:11:11.840]  他們十分重視《以律一書》
[00:11:11.840 --> 00:11:13.440]  這個東西很特別
[00:11:13.440 --> 00:11:14.880]  這麼重視
[00:11:14.880 --> 00:11:18.000]  所以我們看到
[00:11:18.000 --> 00:11:22.480]  其實《以律一書》是一個很受當時
[00:11:22.480 --> 00:11:24.000]  至少我們現在說到這裡
[00:11:24.000 --> 00:11:26.880]  埃塞尼派重視的
[00:11:26.880 --> 00:11:29.760]  說闊一點
[00:11:29.760 --> 00:11:31.280]  其實《以律一書》
[00:11:31.280 --> 00:11:34.880]  我們可以把它歸類為天啟文學
[00:11:34.880 --> 00:11:36.560]  什麼叫天啟文學?
[00:11:36.560 --> 00:11:40.400]  其實就是一種根據John Collins這個學者
[00:11:40.400 --> 00:11:44.000]  他是這個界別最有代表性的學者
[00:11:44.000 --> 00:11:49.760]  他認為是一個具有敘事框架的啟示文學題材
[00:11:49.760 --> 00:11:54.720]  我們很多時候會看到有一個來自超現實世界的生命體
[00:11:54.720 --> 00:11:55.680]  例如天使
[00:11:55.680 --> 00:12:00.000]  然後將屬天的啟示揭開讓我們知道
[00:12:00.000 --> 00:12:01.040]  讓人知道
[00:12:01.040 --> 00:12:04.800]  藉著這些天啟文學文獻的故事
[00:12:04.800 --> 00:12:07.680]  我們看到天上超自然的世界
[00:12:07.680 --> 00:12:10.240]  和地上末世的救贖
[00:12:10.240 --> 00:12:12.320]  這種天啟文學
[00:12:12.320 --> 00:12:17.120]  在舊約不是發展得那麼完備
[00:12:17.120 --> 00:12:19.600]  少部分的我們在《以塞俠書》
[00:12:19.600 --> 00:12:20.560]  《以西傑書》
[00:12:20.560 --> 00:12:22.560]  和比較多的是《但爾利書》
[00:12:22.560 --> 00:12:23.520]  我們會看到
[00:12:23.520 --> 00:12:24.160]  OK
[00:12:24.160 --> 00:12:26.960]  但是更多的我們看到的是什麼呢?
[00:12:26.960 --> 00:12:28.800]  就是《兩約之間》
[00:12:28.800 --> 00:12:31.840]  甚至是影響了後來的新約著作
[00:12:31.840 --> 00:12:36.000]  這五個書卷
[00:12:36.000 --> 00:12:38.000]  剛才說的五卷
[00:12:38.000 --> 00:12:41.520]  都全部將他們的著作拓名
[00:12:41.520 --> 00:12:47.920]  給洪水前的一個人物叫做爾諾
[00:12:47.920 --> 00:12:48.960]  爾諾是誰呢?
[00:12:48.960 --> 00:12:52.800]  就是羅亞的祖父
[00:12:52.800 --> 00:12:54.320]  應該沒有數錯的
[00:12:54.320 --> 00:13:00.080]  他是第一個聖經上經驗超越地上啟示的人物
[00:13:00.080 --> 00:13:02.560]  根據John Collins
[00:13:02.560 --> 00:13:06.800]  其實《爾諾一書》的起源
[00:13:07.280 --> 00:13:09.280]  其實就是講到
[00:13:09.280 --> 00:13:12.240]  特別是在最早期的《爾諾一書》
[00:13:12.240 --> 00:13:14.720]  就是講到這個宇宙
[00:13:14.720 --> 00:13:18.160]  很多天上的星星和天使
[00:13:18.160 --> 00:13:20.880]  他們本來的秩序全部亂了
[00:13:20.880 --> 00:13:22.880]  全部亂了
[00:13:22.880 --> 00:13:29.200]  這種的《爾諾一書》
[00:13:29.200 --> 00:13:33.280]  為什麼會去到那麼關心
[00:13:33.280 --> 00:13:36.480]  是不是有什麼宇宙的秩序亂了呢?
[00:13:36.480 --> 00:13:39.920]  是不是有什麼天使和人的秩序亂了呢?
[00:13:39.920 --> 00:13:41.920]  和上帝的關係亂了呢?
[00:13:41.920 --> 00:13:47.200]  以至到猶太人在那幾百年兩約之間
[00:13:47.200 --> 00:13:50.800]  上帝彷彿沉默了
[00:13:50.800 --> 00:13:52.800]  沒有了先知
[00:13:52.800 --> 00:13:57.520]  詩篇74篇第9節那裡
[00:13:57.520 --> 00:13:59.520]  沒有了先知
[00:13:59.520 --> 00:14:02.560]  近代的學者就去研究
[00:14:02.560 --> 00:14:04.960]  現在你在頭影片就看到
[00:14:04.960 --> 00:14:10.400]  幾本書是我做研究的時候會參考的書
[00:14:10.400 --> 00:14:13.920]  每本都可以講十個小時八個小時
[00:14:13.920 --> 00:14:15.920]  讓你知道有這些書
[00:14:15.920 --> 00:14:19.440]  如果你想去研究更多
[00:14:19.440 --> 00:14:21.040]  這裡有一大堆書
[00:14:21.040 --> 00:14:24.400]  你可以去十學院的圖書館去借
[00:14:24.400 --> 00:14:26.880]  看到你嘔吐都可以
[00:14:26.880 --> 00:14:30.560]  今晚當然不會逐一講了
[00:14:30.560 --> 00:14:33.440]  容許我花一點時間
[00:14:33.440 --> 00:14:36.480]  去介紹一下耳朵書的內容
[00:14:36.480 --> 00:14:42.080]  第一卷是守望者之說Book of Watchers
[00:14:42.080 --> 00:14:46.880]  特別一到五章是一個簡介之後
[00:14:46.880 --> 00:14:49.840]  六章到三十六章
[00:14:49.840 --> 00:14:54.880]  可以說是最引人入勝的一個段落
[00:14:54.880 --> 00:14:58.880]  它說到有一群天使墮落了
[00:14:58.880 --> 00:15:02.240]  他們被稱為守望者Watcher
[00:15:02.240 --> 00:15:08.000]  他們本來是要代表上帝去協助世界的運作
[00:15:08.000 --> 00:15:13.680]  但是他們按照創世紀第六章所說
[00:15:13.680 --> 00:15:16.080]  這群神的兒子
[00:15:16.080 --> 00:15:18.080]  他們敗壞了人類
[00:15:18.080 --> 00:15:20.880]  耳朵就發了一個夢
[00:15:20.880 --> 00:15:23.920]  他在這個異象裡面
[00:15:23.920 --> 00:15:26.240]  為這些墮落天使祈禱
[00:15:26.240 --> 00:15:27.920]  但是上帝不應運
[00:15:27.920 --> 00:15:29.760]  然後耳朵一書
[00:15:29.760 --> 00:15:31.120]  頭這三十六章
[00:15:31.120 --> 00:15:36.240]  就是預告這群墮落天使將會怎樣毀滅
[00:15:36.240 --> 00:15:38.160]  所以這三十六章
[00:15:38.160 --> 00:15:39.840]  它有幾個重點主題
[00:15:39.840 --> 00:15:41.040]  第一
[00:15:41.040 --> 00:15:44.320]  原來這群墮落天使
[00:15:44.320 --> 00:15:48.160]  和他們後來生產出來
[00:15:48.160 --> 00:15:49.040]  不是生產
[00:15:49.040 --> 00:15:53.120]  應該說是生出來的一些巨人
[00:15:53.120 --> 00:15:57.360]  他們毀滅性的消耗了地球的資源
[00:15:57.360 --> 00:16:02.240]  他們傳播了很多人不應該得到的知識
[00:16:02.240 --> 00:16:04.560]  並且藉著性教
[00:16:04.560 --> 00:16:14.000]  打破了上帝不准天上的靈和地上的人交合的界線
[00:16:14.000 --> 00:16:16.720]  而他們所生出來的巨人
[00:16:16.720 --> 00:16:17.840]  Nathaniel
[00:16:17.840 --> 00:16:22.960]  就是成為了以至後來邪靈的其中一個來源
[00:16:24.720 --> 00:16:27.760]  在這三十六章裡面
[00:16:27.760 --> 00:16:31.840]  內容我不一一去到盡講
[00:16:31.840 --> 00:16:34.640]  如果你想看耳朵一書的內容
[00:16:34.640 --> 00:16:36.080]  除了上網找之外
[00:16:36.080 --> 00:16:37.520]  先回到前面
[00:16:37.520 --> 00:16:44.080]  大家看到有一個基督教典外文獻舊約篇的中文翻譯
[00:16:44.080 --> 00:16:48.480]  這些其實你去任何的神學院、圖書館
[00:16:48.480 --> 00:16:51.360]  或者基督教書室都會買到的
[00:16:51.360 --> 00:16:54.880]  有四篇舊約篇和四篇新約篇
[00:16:54.880 --> 00:16:55.840]  如果我沒記錯的話
[00:16:55.840 --> 00:16:58.400]  是文藝出版社出的
[00:16:58.400 --> 00:17:00.400]  回到這裡
[00:17:00.400 --> 00:17:04.880]  守望者之書
[00:17:04.880 --> 00:17:08.880]  記載到這群守望者
[00:17:08.880 --> 00:17:15.040]  他們因為被地上的女子的美色吸引
[00:17:15.040 --> 00:17:18.080]  他們棄天枉地
[00:17:18.080 --> 00:17:20.320]  而對比之下
[00:17:20.320 --> 00:17:24.480]  以諾被提往天上與天使同住
[00:17:24.480 --> 00:17:31.840]  這其實就是《創世紀》第六章的訊息
[00:17:31.840 --> 00:17:38.320]  而這應該說是以諾一書去到
[00:17:38.320 --> 00:17:41.120]  創闊了、擴闊了
[00:17:41.120 --> 00:17:44.480]  去到再加添了
[00:17:44.480 --> 00:17:47.200]  這個所謂《創世紀》第六章
[00:17:47.200 --> 00:17:48.960]  一個很含糊的
[00:17:48.960 --> 00:17:52.320]  特別是六章一到四節
[00:17:52.320 --> 00:17:54.880]  這四節是很含糊的
[00:17:54.880 --> 00:17:58.480]  以諾一書去到描繪它
[00:17:58.480 --> 00:17:59.840]  再擴闊它
[00:17:59.840 --> 00:18:03.840]  再更多去解釋它
[00:18:03.840 --> 00:18:06.640]  守望者墮落的基本情節
[00:18:06.640 --> 00:18:09.200]  剛才也說了
[00:18:09.200 --> 00:18:12.560]  最主要就是他與女人交配之後
[00:18:12.560 --> 00:18:14.880]  出現了一種混種巨人
[00:18:14.880 --> 00:18:20.240]  而這些巨人對其他地上的人類和受造物
[00:18:20.240 --> 00:18:23.200]  帶來暴力和殘殺
[00:18:23.200 --> 00:18:27.680]  人對這些墮落天使抱怨
[00:18:27.680 --> 00:18:31.520]  以至上主差派天使去懲罰他們
[00:18:31.520 --> 00:18:37.200]  並且最終以洪水淨化地球
[00:18:37.200 --> 00:18:41.280]  雖然巨人被毀滅
[00:18:41.280 --> 00:18:46.960]  但他們的靈卻會有部分留在地上
[00:18:46.960 --> 00:18:48.400]  去折磨人類
[00:18:48.400 --> 00:18:50.000]  這是很特別的
[00:18:50.000 --> 00:18:53.280]  也能夠部分解釋
[00:18:53.280 --> 00:18:56.560]  為什麼耶穌來到地上時
[00:18:56.560 --> 00:18:58.880]  有這麼多巫靈、邪靈
[00:18:58.880 --> 00:19:02.800]  走來挑戰耶穌
[00:19:02.800 --> 00:19:05.680]  這些巨人的靈在第十五章
[00:19:05.680 --> 00:19:07.040]  以諾一書如何說呢?
[00:19:07.040 --> 00:19:08.400]  他們彼此為敵
[00:19:08.400 --> 00:19:10.560]  敗壞墮落被激動
[00:19:10.560 --> 00:19:15.360]  這些靈要起來對抗人的兒女和女人
[00:19:15.360 --> 00:19:17.600]  因為他們是從他們而出的
[00:19:17.600 --> 00:19:18.640]  我們發現
[00:19:18.640 --> 00:19:19.920]  因著洪水
[00:19:19.920 --> 00:19:22.560]  守望者的敗壞和威脅
[00:19:22.560 --> 00:19:27.520]  對地上的影響得到了解決
[00:19:27.520 --> 00:19:28.320]  留心
[00:19:28.320 --> 00:19:34.240]  是得到了短暫的解決
[00:19:34.240 --> 00:19:36.800]  在以諾一書說到
[00:19:36.800 --> 00:19:50.240]  以諾看到天上和地上的宇宙性啟示
[00:19:50.240 --> 00:19:58.480]  其中甚至見證了亞當夏娃的智慧樹
[00:19:58.480 --> 00:20:00.640]  我們留意的是
[00:20:00.640 --> 00:20:03.360]  守望者之書
[00:20:03.360 --> 00:20:09.280]  焦點是將罪推給天使
[00:20:09.280 --> 00:20:10.640]  相對來說
[00:20:10.640 --> 00:20:14.880]  人的責任較為少
[00:20:14.880 --> 00:20:18.240]  這是以諾一書的特徵
[00:20:18.240 --> 00:20:21.600]  但到了很後期的天啟文學
[00:20:21.600 --> 00:20:23.360]  例如《第四天下》
[00:20:23.360 --> 00:20:25.520]  以斯拉的續篇下卷
[00:20:25.520 --> 00:20:28.880]  這是主後一世紀的著作
[00:20:28.880 --> 00:20:34.960]  當時的天啟文學將較多的罪歸因於人
[00:20:34.960 --> 00:20:39.360]  所以在這裡我們看到天啟文學的軌跡
[00:20:39.360 --> 00:20:43.360]  由將很多罪歸因於天使
[00:20:43.360 --> 00:20:45.200]  後來又歸因於人
[00:20:45.200 --> 00:20:48.560]  這是一個很特別的現象
[00:20:48.560 --> 00:20:51.440]  亞當夏娃當然是有犯罪
[00:20:51.440 --> 00:20:55.920]  但在主前三世紀至二世紀的時候
[00:20:55.920 --> 00:21:01.120]  當時的猶太人似乎不能理解
[00:21:01.120 --> 00:21:05.920]  為什麼地上的罪惡可以大得如此厲害
[00:21:05.920 --> 00:21:10.960]  當他們長期舞弊上帝復國
[00:21:10.960 --> 00:21:16.080]  也飽受馬代波斯、希臘
[00:21:16.080 --> 00:21:20.720]  特別是亞歷山大帝死後
[00:21:20.720 --> 00:21:25.200]  他們幾個將軍彼此之間打來打去
[00:21:25.200 --> 00:21:27.040]  猶太人很慘
[00:21:27.040 --> 00:21:32.880]  更加這個階段沒有先知的階段
[00:21:32.880 --> 00:21:36.240]  比敵人游鱗已經夠慘
[00:21:36.240 --> 00:21:40.320]  上帝不跟你說話更慘
[00:21:40.320 --> 00:21:42.320]  這個階段
[00:21:42.320 --> 00:21:46.160]  先知的啟示似乎停了
[00:21:46.160 --> 00:21:50.560]  托冥著作不是魏經
[00:21:50.560 --> 00:21:53.920]  我很不喜歡魏經這個字
