
[00:00:00.000 --> 00:00:04.880]  好 現在就要開始我們今天的第二章的主題的講
[00:08:36.400 --> 00:08:38.400]  哪一些做了一些調整
[00:08:38.400 --> 00:08:40.400]  或是更加能夠清楚一點
[00:08:40.400 --> 00:08:42.400]  這個經文都是我們很熟悉的
[00:08:42.400 --> 00:08:45.400]  河本把這個翻譯作
[00:08:45.400 --> 00:08:47.400]  我是葡萄樹
[00:08:47.400 --> 00:08:49.400]  你們是枝子
[00:08:49.400 --> 00:08:50.400]  藏在我裡面的
[00:08:50.400 --> 00:08:52.400]  我也藏在它裡面
[00:08:52.400 --> 00:08:55.400]  這人就多結果子
[00:08:55.400 --> 00:08:56.400]  因為離了我
[00:08:56.400 --> 00:08:59.400]  你們就不能做什麼
[00:08:59.400 --> 00:09:01.400]  而環球聖經一本翻譯成為
[00:09:01.400 --> 00:09:03.400]  我是葡萄樹
[00:09:03.400 --> 00:09:05.400]  你們是枝子
[00:09:05.400 --> 00:09:07.400]  住在我裡面的人
[00:09:07.400 --> 00:09:09.400]  我也住在它裡面
[00:09:09.400 --> 00:09:12.400]  他就結出很多的果子
[00:09:12.400 --> 00:09:13.400]  因為離開了我
[00:09:13.400 --> 00:09:16.400]  你們就不能做什麼
[00:09:16.400 --> 00:09:20.400]  這個中間有一個關鍵的動詞
[00:09:20.400 --> 00:09:22.400]  就是住
[00:09:22.400 --> 00:09:25.400]  一共在這段經文裡面出現了十次
[00:09:25.400 --> 00:09:27.400]  其實這個動詞
[00:09:27.400 --> 00:09:29.400]  我們在約翰福音裡面最早
[00:09:29.400 --> 00:09:31.400]  就是在約翰福音第一章
[00:09:31.400 --> 00:09:33.400]  38節、39節
[00:09:33.400 --> 00:09:35.400]  門徒問耶穌
[00:09:35.400 --> 00:09:38.400]  拉比,你住在哪裡?
[00:09:38.400 --> 00:09:42.400]  那一天他們就住在他那裡
[00:09:42.400 --> 00:09:44.400]  就跟耶穌一起住了
[00:09:44.400 --> 00:09:46.400]  那麼我們會問
[00:09:46.400 --> 00:09:47.400]  那這兩個翻譯
[00:09:47.400 --> 00:09:49.400]  一個翻譯成為藏
[00:09:49.400 --> 00:09:50.400]  一個翻譯成為住
[00:09:50.400 --> 00:09:52.400]  有什麼差別呢?
[00:09:52.400 --> 00:09:54.400]  所以我也問自己
[00:09:54.400 --> 00:09:56.400]  我們常常會跟誰在一起呢?
[00:09:56.400 --> 00:09:58.400]  我們常常跟朋友在一起
[00:09:58.400 --> 00:10:02.400]  我們常常跟同學、同事在一起
[00:10:02.400 --> 00:10:05.400]  甚至我們跟教會的弟兄姊妹
[00:10:05.400 --> 00:10:07.400]  常常在一起
[00:10:07.400 --> 00:10:10.400]  但是我們會跟誰住在一起呢?
[00:10:10.400 --> 00:10:11.400]  他們說只有一種人
[00:10:11.400 --> 00:10:14.400]  那就是我們的家人
[00:10:14.400 --> 00:10:15.400]  所以這邊或者也就是
[00:10:15.400 --> 00:10:18.400]  約翰福音第十五章這裡的經文
[00:10:18.400 --> 00:10:20.400]  就回答約翰福音第十四章
[00:10:20.400 --> 00:10:23.400]  那邊耶穌跟門徒的對話
[00:10:23.400 --> 00:10:25.400]  門徒就說我們不知道你在哪裡啊
[00:10:25.400 --> 00:10:28.400]  那麼我們怎麼能夠讓心裡面
[00:10:28.400 --> 00:10:30.400]  這些的不安定
[00:10:30.400 --> 00:10:33.400]  就能夠平息下來呢?
[00:10:33.400 --> 00:10:37.400]  耶穌就跟門徒講到
[00:10:37.400 --> 00:10:39.400]  在我父的家裡面呢
[00:10:39.400 --> 00:10:42.400]  就有很多住的地方
[00:10:42.400 --> 00:10:43.400]  如果沒有
[00:10:43.400 --> 00:10:45.400]  我怎麼會對你們說
[00:10:45.400 --> 00:10:48.400]  我去是為你們預備地方呢?
[00:10:48.400 --> 00:10:51.400]  所以你看到說約翰福音第十五章
[00:10:51.400 --> 00:10:55.400]  他就是給我們一個很大的肯定
[00:10:55.400 --> 00:10:58.400]  耶穌不只是把我們當作朋友
[00:10:58.400 --> 00:11:01.400]  甚至是一起在聚會的人
[00:11:01.400 --> 00:11:04.400]  更是把我們當作親人
[00:11:04.400 --> 00:11:06.400]  我們是祂的家人
[00:11:06.400 --> 00:11:08.400]  祂幫我們預備地方
[00:11:08.400 --> 00:11:10.400]  以後就要接我們到祂那邊去
[00:11:10.400 --> 00:11:15.400]  永遠跟祂一起來住在一起
[00:11:15.400 --> 00:11:16.400]  所以不只是講
[00:11:16.400 --> 00:11:21.400]  耶穌講祂與父神是
[00:11:21.400 --> 00:11:22.400]  我們這樣來講
[00:11:22.400 --> 00:11:24.400]  祂與父神就是住在一起的
[00:11:24.400 --> 00:11:25.400]  那麼現在呢
[00:11:25.400 --> 00:11:27.400]  祂也把這樣子一個特權
[00:11:27.400 --> 00:11:30.400]  就賞賜給我們每一個信祂的人
[00:11:30.400 --> 00:11:32.400]  我們也都跟祂一樣
[00:11:32.400 --> 00:11:35.400]  永遠住在父的家裡面
[00:11:35.400 --> 00:11:37.400]  從這裡邊的話呢
[00:11:37.400 --> 00:11:39.400]  我才從這段經文
[00:11:39.400 --> 00:11:40.400]  講到這個主題
[00:11:40.400 --> 00:11:42.400]  講住在基督裡
[00:11:42.400 --> 00:11:44.400]  那麼我在講到的時候呢
[00:11:44.400 --> 00:11:46.400]  就從住在基督裡這個主題
[00:11:46.400 --> 00:11:49.400]  就發展出幾個子題
[00:11:49.400 --> 00:11:51.400]  住在基督裡呢
[00:11:51.400 --> 00:11:54.400]  就可以結出豐盛的果子
[00:11:54.400 --> 00:11:55.400]  住在基督裡呢
[00:11:55.400 --> 00:11:57.400]  有幾個表現
[00:11:57.400 --> 00:12:00.400]  有亮光的讀經
[00:12:00.400 --> 00:12:03.400]  有果孝的禱告
[00:12:03.400 --> 00:12:06.400]  還有有愛裡邊的團祈
[00:12:06.400 --> 00:12:07.400]  這個或許呢
[00:12:07.400 --> 00:12:10.400]  各位在研讀聖經的時候
[00:12:10.400 --> 00:12:11.400]  講解的時候
[00:12:11.400 --> 00:12:14.400]  會更加注意到這幾個點
[00:12:14.400 --> 00:12:15.400]  接下來呢
[00:12:15.400 --> 00:12:17.400]  我再舉一些例子
[00:12:17.400 --> 00:12:19.400]  讓大家看到
[00:12:19.400 --> 00:12:23.400]  聖經裡面有一些的字眼
[00:12:23.400 --> 00:12:26.400]  以前不一定做準確的翻譯
[00:12:26.400 --> 00:12:29.400]  但是大家因為習以為常
[00:12:29.400 --> 00:12:31.400]  也就沒有特別在意
[00:12:31.400 --> 00:12:32.400]  可是呢
[00:12:32.400 --> 00:12:34.400]  仔細去對照原文
[00:12:34.400 --> 00:12:35.400]  就發現說
[00:12:35.400 --> 00:12:36.400]  有些字呢
[00:12:36.400 --> 00:12:38.400]  其實是翻譯得不夠準確
[00:12:38.400 --> 00:12:40.400]  那麼我們是不是藉著這個機會
[00:12:40.400 --> 00:12:42.400]  就可以來做一些的調整
[00:12:42.400 --> 00:12:44.400]  像剛剛我們講到那個
[00:12:44.400 --> 00:12:48.400]  藏在基督裡跟住在基督裡
[00:12:48.400 --> 00:12:51.400]  那這個就是一個很好的例子
[00:12:51.400 --> 00:12:52.400]  舊約裡面呢
[00:12:52.400 --> 00:12:55.400]  我就用這樣子一個詩篇裡面
[00:12:55.400 --> 00:12:57.400]  先舉個例子
[00:12:57.400 --> 00:12:59.400]  講上行之歌
[00:12:59.400 --> 00:13:01.400]  環球聖經一本呢
[00:13:01.400 --> 00:13:03.400]  用上行之歌
[00:13:03.400 --> 00:13:06.400]  傳統上面是做上行之詩
[00:13:06.400 --> 00:13:11.400]  這是指詩篇120篇到134篇
[00:13:11.400 --> 00:13:13.400]  一共有15篇
[00:13:13.400 --> 00:13:17.400]  所組成的小詩歌集
[00:13:17.400 --> 00:13:19.400]  其實聖經新一本呢
[00:13:19.400 --> 00:13:20.400]  已經按照功能
[00:13:20.400 --> 00:13:24.400]  就譯作朝聖之歌
[00:13:24.400 --> 00:13:26.400]  原來的文字裡面
[00:13:26.400 --> 00:13:29.400]  那個Shir Hamalot
[00:13:29.400 --> 00:13:30.400]  那個Shir呢
[00:13:30.400 --> 00:13:32.400]  就是歌
[00:13:32.400 --> 00:13:33.400]  這個歌呢
[00:13:33.400 --> 00:13:37.400]  像名詞雅歌裡面
[00:13:37.400 --> 00:13:38.400]  第一章第一節講
[00:13:38.400 --> 00:13:40.400]  歌中之歌
[00:13:40.400 --> 00:13:42.400]  所羅門之歌
[00:13:42.400 --> 00:13:43.400]  動詞呢
[00:13:43.400 --> 00:13:46.400]  就是像《出埃及記》15章第一節
[00:13:46.400 --> 00:13:48.400]  摩西帶領以色列百姓
[00:13:48.400 --> 00:13:51.400]  就向耶克華歌唱
[00:13:51.400 --> 00:13:53.400]  和那個Mahalot
[00:13:53.400 --> 00:13:55.400]  源自動詞的詞根
[00:13:55.400 --> 00:13:56.400]  往上
[00:13:56.400 --> 00:13:58.400]  上行或是上升
[00:13:58.400 --> 00:14:00.400]  就好像《路加福音》第二章
[00:14:00.400 --> 00:14:02.400]  41節42節裡面講到
[00:14:02.400 --> 00:14:04.400]  耶穌就隨父母親
[00:14:04.400 --> 00:14:09.400]  上去守月節
[00:14:09.400 --> 00:14:10.400]  這個字
[00:14:10.400 --> 00:14:12.400]  詩篇的第一章
[00:14:12.400 --> 00:14:14.400]  第一篇第一節第一個字
[00:14:14.400 --> 00:14:18.400]  講到真是有福
[00:14:18.400 --> 00:14:19.400]  原文呢
[00:14:19.400 --> 00:14:21.400]  Ashrey
[00:14:21.400 --> 00:14:23.400]  執意就是有福的
[00:14:23.400 --> 00:14:25.400]  好像說雅歌的
[00:14:25.400 --> 00:14:27.400]  一個兒子叫做雅舍
[00:14:27.400 --> 00:14:28.400]  雅舍呢
[00:14:28.400 --> 00:14:30.400]  就是有福的意思
[00:14:30.400 --> 00:14:33.400]  但是這個是一個複數的字眼
[00:14:33.400 --> 00:14:35.400]  所以也有其他的
[00:14:35.400 --> 00:14:36.400]  神經翻譯本呢
[00:14:36.400 --> 00:14:39.400]  就翻譯作多福希
[00:14:39.400 --> 00:14:41.400]  那麼我的建議是講說
[00:14:41.400 --> 00:14:44.400]  這個詞它是一個複數
[00:14:44.400 --> 00:14:47.400]  那你更用真是有福呢
[00:14:47.400 --> 00:14:48.400]  可以更加把它的意思
[00:14:48.400 --> 00:14:50.400]  就反映出來
[00:14:50.400 --> 00:14:51.400]  那這個在
[00:14:51.400 --> 00:14:52.400]  現在中文翻譯本裡面
[00:14:52.400 --> 00:14:55.400]  也已經用這樣的方式
[00:14:55.400 --> 00:14:57.400]  那這個詞
[00:14:57.400 --> 00:15:00.400]  它是詩篇卷首的第一個詞
[00:15:00.400 --> 00:15:03.400]  也出現在第二篇的最後一節
[00:15:03.400 --> 00:15:04.400]  加上其他的一些
[00:15:04.400 --> 00:15:06.400]  共同的用語
[00:15:06.400 --> 00:15:09.400]  就形成一個框架
[00:15:09.400 --> 00:15:11.400]  使詩篇第一篇跟第二篇
[00:15:11.400 --> 00:15:12.400]  就共同成為
[00:15:12.400 --> 00:15:17.400]  全卷詩篇的那個序言
[00:15:17.400 --> 00:15:20.400]  說明詩篇的宗旨
[00:15:20.400 --> 00:15:22.400]  所以我們講這個的時候
[00:15:22.400 --> 00:15:24.400]  你就不能停在詩篇第一篇
[00:15:24.400 --> 00:15:26.400]  要進到詩篇的第二篇
[00:15:26.400 --> 00:15:28.400]  那麼我們再繼續讀詩篇
[00:15:28.400 --> 00:15:29.400]  會發現說
[00:15:29.400 --> 00:15:32.400]  在詩篇第一卷的最後那兩篇
[00:15:32.400 --> 00:15:35.400]  詩篇第四十篇第四節
[00:15:35.400 --> 00:15:37.400]  還有四十一篇的第一節
[00:15:37.400 --> 00:15:39.400]  也出現這個字
[00:15:39.400 --> 00:15:41.400]  我們把它翻譯作真是有福
[00:15:41.400 --> 00:15:43.400]  所以這樣你看到說
[00:15:43.400 --> 00:15:46.400]  詩篇的第一篇第二篇
[00:15:46.400 --> 00:15:50.400]  跟那個最後兩篇
[00:15:50.400 --> 00:15:54.400]  各有兩篇都用到這個真是有福
[00:15:54.400 --> 00:15:58.400]  就成為另外一個首尾呼應的框架
[00:15:58.400 --> 00:16:01.400]  這個詞在詩篇裡面
[00:16:01.400 --> 00:16:03.400]  還另外出現好幾次了
[00:16:03.400 --> 00:16:05.400]  我這一張投影片講到
[00:16:05.400 --> 00:16:08.400]  就是我自己在講解聖經
[00:16:08.400 --> 00:16:11.400]  我自己的一點小小的亮光
[00:16:11.400 --> 00:16:14.400]  也許就讓大家可以做一個參考
[00:16:14.400 --> 00:16:16.400]  詩篇第一篇第一節講到說
[00:16:16.400 --> 00:16:18.400]  這人真是有福
[00:16:18.400 --> 00:16:21.400]  第二篇第十二節也講到說
[00:16:21.400 --> 00:16:23.400]  所有認識建華的人
[00:16:23.400 --> 00:16:25.400]  投靠他的人真是有福
[00:16:25.400 --> 00:16:28.400]  這兩篇就合起來
[00:16:28.400 --> 00:16:30.400]  成為整個詩篇的序言
[00:16:30.400 --> 00:16:32.400]  說明詩篇的宗旨
[00:16:32.400 --> 00:16:36.400]  但是這兩篇都是各詞講到一次
[00:16:36.400 --> 00:16:37.400]  真是有福
[00:16:37.400 --> 00:16:40.400]  那我稱它是一重的福
[00:16:40.400 --> 00:16:42.400]  那麼在詩篇第三十二篇
[00:16:42.400 --> 00:16:45.400]  它的開頭正是有名的講
[00:16:45.400 --> 00:16:48.400]  大衛在上帝面前毀罪
[00:16:48.400 --> 00:16:51.400]  然後教毀以色列人
[00:16:51.400 --> 00:16:54.400]  第一節第二節兩次講到說
[00:16:54.400 --> 00:16:55.400]  真是有福
[00:16:55.400 --> 00:16:57.400]  這是講到一個人
[00:16:57.400 --> 00:16:59.400]  他接受上帝赦罪之恩
[00:16:59.400 --> 00:17:02.400]  好像就是雙重的福
[00:17:02.400 --> 00:17:05.400]  我們更是在詩篇第八十四篇裡面看到
[00:17:05.400 --> 00:17:07.400]  它出現三次
[00:17:07.400 --> 00:17:09.400]  詩篇第八十四篇講什麼呢
[00:17:09.400 --> 00:17:13.400]  講一個人他從自己的住家開始
[00:17:13.400 --> 00:17:17.400]  就羨慕到聖殿那邊來朝聖
[00:17:17.400 --> 00:17:19.400]  來敬拜上帝
[00:17:19.400 --> 00:17:21.400]  它一共分成三段
[00:17:21.400 --> 00:17:23.400]  每一段大概是四節
[00:17:23.400 --> 00:17:25.400]  而每一段裡面
[00:17:25.400 --> 00:17:28.400]  都有一次講到真是有福
[00:17:28.400 --> 00:17:29.400]  在第四節裡面
[00:17:29.400 --> 00:17:30.400]  第五節裡面
[00:17:30.400 --> 00:17:33.400]  第十二節裡面都用到
[00:17:33.400 --> 00:17:34.400]  這是不是暗示
[00:17:34.400 --> 00:17:38.400]  一個人能夠自由前來敬拜真神
[00:17:38.400 --> 00:17:44.400]  就是三重的福呢
[00:17:44.400 --> 00:17:46.400]  我們再看到另外
[00:17:46.400 --> 00:17:49.400]  聖經的字義翻譯的時候
[00:17:49.400 --> 00:17:51.400]  我們理解
[00:17:51.400 --> 00:17:53.400]  能夠讓我們在講解的時候
[00:17:53.400 --> 00:17:56.400]  更加清楚有力的在
[00:17:56.400 --> 00:17:58.400]  我們這樣舉個例子
[00:17:58.400 --> 00:18:01.400]  就是詩篇第一篇第二節
[00:18:01.400 --> 00:18:03.400]  《耶和華》的律法
[00:18:03.400 --> 00:18:05.400]  奏樂莫頌
[00:18:05.400 --> 00:18:07.400]  莫頌這個動詞的話
[00:18:07.400 --> 00:18:12.400]  傳統上把它翻譯作思想或是莫想
[00:18:12.400 --> 00:18:14.400]  原來文字haga
[00:18:14.400 --> 00:18:17.400]  其實通常是有發出聲音的意思
[00:18:17.400 --> 00:18:19.400]  所以這是指
[00:18:19.400 --> 00:18:22.400]  以低吟頌息的方式
[00:18:22.400 --> 00:18:26.400]  來熟悉思想上帝的律法
[00:18:26.400 --> 00:18:28.400]  或者你去講說這個人呢
[00:18:28.400 --> 00:18:30.400]  他在研讀聖經的時候
[00:18:30.400 --> 00:18:32.400]  就是口中念念有詞
[00:18:32.400 --> 00:18:34.400]  把它就讀出來
[00:18:34.400 --> 00:18:35.400]  其實聖經裡面呢
[00:18:35.400 --> 00:18:38.400]  第一個講到這個動詞的
[00:18:38.400 --> 00:18:41.400]  是奏樂莫頌
[00:18:41.400 --> 00:18:42.400]  耶和華的律法人
[00:18:42.400 --> 00:18:45.400]  就是努恩的兒子約書亞
[00:18:45.400 --> 00:18:48.400]  在約書亞記的第一章第八節裡面講到
[00:18:48.400 --> 00:18:50.400]  所以摩西有吩咐
[00:18:50.400 --> 00:18:52.400]  上帝也吩咐
[00:18:52.400 --> 00:18:55.400]  這個約書亞就遵照而行
[00:18:55.400 --> 00:18:57.400]  這讓我們想到說
[00:18:57.400 --> 00:19:00.400]  古人講學習要眼道
[00:19:00.400 --> 00:19:01.400]  口道
[00:19:01.400 --> 00:19:02.400]  手道
[00:19:02.400 --> 00:19:04.400]  要心道
[00:19:04.400 --> 00:19:06.400]  也許我們口中
[00:19:06.400 --> 00:19:08.400]  一邊在那邊研讀
[00:19:08.400 --> 00:19:09.400]  小聲地念
[00:19:09.400 --> 00:19:12.400]  讓自己可以更加專心
[00:19:12.400 --> 00:19:14.400]  來明白神話
[00:19:14.400 --> 00:19:15.400]  這篇詩篇
[00:19:15.400 --> 00:19:19.400]  另外一個跟地理環境有關的呢
[00:19:19.400 --> 00:19:21.400]  在這邊也跟大家來講到
[00:19:21.400 --> 00:19:22.400]  第三節講說
[00:19:22.400 --> 00:19:24.400]  他像一棵樹
[00:19:24.400 --> 00:19:27.400]  栽種在原子水道旁
[00:19:27.400 --> 00:19:29.400]  這個原子水道呢
[00:19:29.400 --> 00:19:32.400]  它不是指天然的溪流
[00:19:32.400 --> 00:19:34.400]  好像尼羅河
[00:19:34.400 --> 00:19:36.400]  或者是幼發拉底河
[00:19:36.400 --> 00:19:40.400]  而是指人工開鑿的引水道
[00:19:40.400 --> 00:19:42.400]  我們講以色列呢
