
[00:00:00.000 --> 00:00:03.600]  歡迎大家再次參加華聖課程
[00:01:10.720 --> 00:01:14.320]  但是如果我們留意在約爾書裡面
[00:01:14.320 --> 00:01:16.240]  無論是二章二十七節
[00:01:16.240 --> 00:01:18.960]  或者三章十七節上半節
[00:01:18.960 --> 00:01:21.200]  都提到這個觀點
[00:01:21.200 --> 00:01:23.920]  我們看看二章二十七節
[00:01:24.720 --> 00:01:29.840]  「這樣你們必知道我是在你們耳中間
[00:01:29.840 --> 00:01:33.440]  又知道我是耶和華你們的神
[00:01:33.440 --> 00:01:35.680]  除了我之外沒有別的神
[00:01:35.680 --> 00:01:40.320]  我們子民必永遠不會羞愧
[00:01:40.320 --> 00:01:41.840]  如果大家熟悉
[00:01:41.840 --> 00:01:43.440]  初愛的二十章
[00:01:43.440 --> 00:01:45.600]  我是耶華你們的神
[00:01:45.600 --> 00:01:47.760]  除了我之外沒有別的神」
[00:01:47.760 --> 00:01:50.160]  這個記載和十誡有關
[00:01:50.160 --> 00:01:53.200]  而背後的背景就是納約
[00:01:53.200 --> 00:01:55.920]  所以當約爾書一開始
[00:01:55.920 --> 00:01:58.160]  說這個作者是約爾的時候
[00:01:58.160 --> 00:02:01.200]  就令人想起耶和華是神
[00:02:01.200 --> 00:02:03.920]  這個神當然就是我們的神
[00:02:03.920 --> 00:02:06.400]  就是一個納約的觀念
[00:02:06.400 --> 00:02:09.040]  三章十七節上半節
[00:02:09.040 --> 00:02:12.880]  「你們知道我是耶華你們的神
[00:02:12.880 --> 00:02:16.080]  是住在石安我的聖山上
[00:02:16.080 --> 00:02:18.400]  就代表神的同在」
[00:02:18.400 --> 00:02:21.920]  所以當我們這樣去看約爾的名字的時候
[00:02:21.920 --> 00:02:24.160]  其實正正就好像提醒讀者
[00:02:24.160 --> 00:02:26.080]  怎樣去看這本書
[00:02:26.080 --> 00:02:28.240]  在裡面寄託有蝗蟲
[00:02:28.240 --> 00:02:30.640]  有外敵的入侵
[00:02:30.640 --> 00:02:33.280]  發生這麼多的困難
[00:02:33.280 --> 00:02:35.440]  這麼多的災禍
[00:02:35.440 --> 00:02:38.560]  原來上帝有個心意
[00:02:38.560 --> 00:02:42.160]  就是要祂的子民重新認識
[00:02:42.160 --> 00:02:44.000]  耶和華是神
[00:02:44.000 --> 00:02:46.080]  大地是祂掌管的
[00:02:46.080 --> 00:02:48.080]  當我們有了這個概念的時候
[00:02:48.080 --> 00:02:51.600]  其實就幫助我們去理解約爾書
[00:02:51.920 --> 00:02:55.920]  今天的香港或全球在疫情之下
[00:02:55.920 --> 00:02:58.320]  這些疫情可以說是
[00:02:58.320 --> 00:03:01.520]  對於現代人來說是空前的
[00:03:01.520 --> 00:03:05.360]  但在當中我們學到甚麼屬靈的功課呢?
[00:03:05.360 --> 00:03:08.880]  我們認不認識耶和華是神呢?
[00:03:08.880 --> 00:03:11.280]  當我們把我們的處境
[00:03:11.280 --> 00:03:14.080]  和約爾這個名字的意思
[00:03:14.080 --> 00:03:18.080]  又和約爾書的內容這樣緊扣的時候
[00:03:18.080 --> 00:03:20.400]  就發現當中的訊息
[00:03:20.400 --> 00:03:24.240]  直到今天仍然都是擲地有聲
[00:03:24.240 --> 00:03:26.160]  我們繼續看這個注1
[00:03:26.160 --> 00:03:28.400]  除了傳書標題之外
[00:03:28.400 --> 00:03:36.640]  接著就是所謂的A、B、C、Bπ、Cπ、Aπ的結構
[00:03:36.640 --> 00:03:40.480]  A一會兒會看二至二十節
[00:03:40.480 --> 00:03:43.600]  重點就是勸喻子民要回歸上主
[00:03:43.600 --> 00:03:46.560]  而去到Aπ就說子民回歸了
[00:03:46.560 --> 00:03:49.280]  那時候就列國會修審
[00:03:49.280 --> 00:03:51.280]  而B和Bπ
[00:03:51.280 --> 00:03:55.360]  二章一至十一節和二章十五至十七節
[00:03:55.360 --> 00:03:58.480]  有個重複的句語就是要去「吹號」
[00:03:58.480 --> 00:04:01.200]  成為一個分段的標記
[00:04:01.200 --> 00:04:03.760]  B就是吹號「示警」
[00:04:03.760 --> 00:04:05.760]  耶和華日子快到了
[00:04:05.760 --> 00:04:09.760]  而Bπ就是吹號「召集人開嚴肅會」
[00:04:09.760 --> 00:04:11.760]  去求神的連署
[00:04:11.760 --> 00:04:15.280]  而這個B吹號「示警」日子快到了
[00:04:15.280 --> 00:04:19.600]  就帶來子民不是撕裂衣服
[00:04:19.600 --> 00:04:20.800]  而是撕裂心腸
[00:04:20.800 --> 00:04:24.000]  就歸向上主段樂詩
[00:04:24.000 --> 00:04:31.120]  而子民祈求上主連署的時候
[00:04:31.120 --> 00:04:32.320]  就帶來Cπ
[00:04:32.320 --> 00:04:35.600]  「神就發熱心連署子民」
[00:04:35.600 --> 00:04:39.120]  所以在路上是橫橫相扣的
[00:04:39.120 --> 00:04:44.400]  接著我們就開始去看一章二至二十節
[00:04:44.400 --> 00:04:47.040]  即是講義的注意
[00:04:47.040 --> 00:04:50.320]  在這個段落其實簡單分三個部分
[00:04:50.320 --> 00:04:51.600]  段落A
[00:04:51.600 --> 00:04:53.600]  要聆聽傳人
[00:04:53.600 --> 00:04:56.160]  因為有個空前的王宰
[00:04:56.160 --> 00:04:58.320]  接著要清醒哀號
[00:04:58.320 --> 00:05:00.320]  就有不同的原因
[00:05:00.320 --> 00:05:02.320]  接著要呼求上主
[00:05:02.320 --> 00:05:04.320]  就有日子能近
[00:05:04.320 --> 00:05:07.440]  那個哀號當然是表示哀傷
[00:05:07.440 --> 00:05:12.400]  但這個哀傷就不只是停留在感情的層面
[00:05:12.400 --> 00:05:16.800]  更加要重度地與上主建立關係
[00:05:16.800 --> 00:05:20.480]  所以那個高潮就是第三個段落
[00:05:20.480 --> 00:05:22.480]  要呼求上主
[00:05:22.480 --> 00:05:25.600]  而在這個段落
[00:05:25.600 --> 00:05:28.240]  呼求上主一章十五至二十節
[00:05:28.240 --> 00:05:30.240]  就出現了一個短語
[00:05:30.240 --> 00:05:32.960]  就叫「耶和華的日子」
[00:05:32.960 --> 00:05:35.840]  而第一次出現就是一章十五節
[00:05:35.840 --> 00:05:38.080]  而這個「耶和華的日子」
[00:05:38.080 --> 00:05:40.720]  就貫穿了三章的經文
[00:05:40.720 --> 00:05:43.040]  就在不同的地方出現
[00:05:43.040 --> 00:05:44.800]  而有些地方
[00:05:44.800 --> 00:05:47.600]  譬如三章一節就叫「那些日子」
[00:05:47.600 --> 00:05:50.000]  而去到三章十八節就「那日」
[00:05:50.000 --> 00:05:53.280]  其實都是在說「耶和華的日子」
[00:05:53.280 --> 00:05:55.920]  我們來看一章二至四節
[00:05:55.920 --> 00:05:57.920]  結構就在注三
[00:05:57.920 --> 00:06:00.960]  要聆聽傳人
[00:06:00.960 --> 00:06:02.960]  同樣分三個段落
[00:06:02.960 --> 00:06:05.360]  首先就是呼籲聆聽
[00:06:05.360 --> 00:06:07.360]  因為有空前的事
[00:06:07.360 --> 00:06:08.320]  第二節
[00:06:08.320 --> 00:06:09.760]  經文這樣記載
[00:06:09.760 --> 00:06:13.200]  「老年人,你們要聽者話
[00:06:13.200 --> 00:06:18.080]  者地所有的居民,你們要留心聽
[00:06:18.080 --> 00:06:19.840]  在你們的日子
[00:06:19.840 --> 00:06:21.840]  或者你們祖先的日子
[00:06:21.840 --> 00:06:24.160]  曾有這樣的事嗎?
[00:06:24.160 --> 00:06:25.760]  言下之意」
[00:06:25.760 --> 00:06:27.920]  這件事是空前的
[00:06:27.920 --> 00:06:29.920]  但未必是絕後的
[00:06:29.920 --> 00:06:31.520]  要留意的就是
[00:06:31.520 --> 00:06:33.520]  「以A老年人」
[00:06:33.520 --> 00:06:37.360]  和「以B所有的居民」
[00:06:37.360 --> 00:06:41.440]  這些字眼在一章十四節都出現過
[00:06:41.440 --> 00:06:43.200]  而在一章十四節
[00:06:43.200 --> 00:06:46.240]  那個老年人就叫做長老
[00:06:46.240 --> 00:06:47.760]  所以其實這個字
[00:06:47.760 --> 00:06:49.760]  可以理解為長老
[00:06:49.760 --> 00:06:52.160]  也可以理解為老年人
[00:06:52.160 --> 00:06:54.160]  如果理解為長老
[00:06:54.160 --> 00:06:56.560]  其實就是指百姓的領袖
[00:06:56.560 --> 00:06:59.600]  而所有的居民就指百姓
[00:06:59.600 --> 00:07:01.360]  所以領袖加百姓
[00:07:01.360 --> 00:07:03.840]  就是全部人的意思
[00:07:03.840 --> 00:07:07.040]  如果理解為老年人
[00:07:07.040 --> 00:07:09.440]  為甚麼要先針對老年人呢?
[00:07:09.440 --> 00:07:13.200]  因為老年人通常理解為最資深的
[00:07:13.200 --> 00:07:15.200]  最有人生經驗的
[00:07:15.200 --> 00:07:16.720]  最有智慧的
[00:07:16.720 --> 00:07:20.000]  但最有智慧的人都要聆聽
[00:07:20.000 --> 00:07:23.840]  所以就知道這件事是非常之嚴重
[00:07:23.840 --> 00:07:26.240]  非同小可
[00:07:26.240 --> 00:07:27.520]  第二個段落
[00:07:27.520 --> 00:07:31.680]  就是要將這件事傳於後代
[00:07:31.680 --> 00:07:33.520]  而有甚麼那麼重要呢?
[00:07:33.520 --> 00:07:35.760]  就是來到第二個段落
[00:07:35.760 --> 00:07:37.120]  第三節
[00:07:37.120 --> 00:07:41.040]  作者才知道都未人結終是甚麼事
[00:07:41.040 --> 00:07:45.840]  他只是說要將這件事傳於後代
[00:07:45.840 --> 00:07:49.840]  就是你們要把這事傳於子
[00:07:49.840 --> 00:07:51.680]  子傳於孫
[00:07:51.680 --> 00:07:54.000]  孫傳於後代
[00:07:54.000 --> 00:07:56.480]  如果這件事只是雞毛蒜皮的事
[00:07:56.480 --> 00:07:58.160]  就不值得選了
[00:07:58.160 --> 00:07:59.360]  那你說甚麼事呢?
[00:07:59.360 --> 00:08:00.240]  看完第四節
[00:08:00.240 --> 00:08:02.160]  我們知道就是王宰
[00:08:02.160 --> 00:08:06.000]  但如果純粹說王宰又沒有意思
[00:08:06.000 --> 00:08:09.840]  就好像以前的03年的SARS
[00:08:09.840 --> 00:08:12.640]  現在的疫情
[00:08:12.640 --> 00:08:15.200]  無論你叫做武漢肺炎
[00:08:15.200 --> 00:08:16.320]  中國病毒
[00:08:16.320 --> 00:08:18.000]  還是新冠病毒
[00:08:18.000 --> 00:08:22.640]  你一定要說的是要說前因後果
[00:08:22.640 --> 00:08:25.920]  其實背後就是歷史教訓
[00:08:25.920 --> 00:08:28.320]  SARS為甚麼會發生呢?
[00:08:28.320 --> 00:08:30.560]  這個肺炎為甚麼會出現呢?
[00:08:30.560 --> 00:08:33.120]  如果純粹說這件事就沒有意思
[00:08:33.120 --> 00:08:36.320]  所以其實背後提醒我們
[00:08:36.320 --> 00:08:39.280]  在這麼大的事情上
[00:08:39.280 --> 00:08:42.640]  我們要問的就是當中有甚麼功課
[00:08:42.640 --> 00:08:44.160]  有甚麼歷史教訓
[00:08:44.160 --> 00:08:45.280]  屬靈功課
[00:08:45.280 --> 00:08:46.800]  我們學到的
[00:08:46.800 --> 00:08:47.760]  學到之後
[00:08:47.760 --> 00:08:52.560]  就不是自己一味孤芳自賞
[00:08:52.560 --> 00:08:55.520]  而是要將這個教訓傳揚開去
[00:08:55.520 --> 00:08:57.280]  究竟那件事是甚麼呢?
[00:08:57.280 --> 00:08:58.560]  看完第四節
[00:08:58.560 --> 00:09:03.680]  剪蟲剩下的蝗蟲吃了
[00:09:03.680 --> 00:09:06.480]  蝗蟲剩下的蚺子吃了
[00:09:06.480 --> 00:09:10.880]  蚺子剩下的馬雜吃了
[00:09:10.880 --> 00:09:13.920]  這裡就好像有四種的蟲
[00:09:13.920 --> 00:09:17.760]  但通常其實理解為蝗蟲
[00:09:17.760 --> 00:09:20.320]  有些理解為不同的蝗蟲
[00:09:20.320 --> 00:09:24.400]  但有些理解為蝗蟲不同的成長階段
[00:09:24.400 --> 00:09:28.480]  例如剪蟲就是剛剛成熟能飛的蝗蟲
[00:09:28.480 --> 00:09:31.440]  而本身蝗蟲就是已經長成的蝗蟲
[00:09:31.440 --> 00:09:35.280]  而蚺子就是最初期蝗蟲的幼蟲
[00:09:35.280 --> 00:09:37.440]  而馬雜就是兩個意思
[00:09:37.440 --> 00:09:39.120]  就是一個第二期的幼蟲
[00:09:39.120 --> 00:09:41.920]  或者是另一類的蝗蟲
[00:09:41.920 --> 00:09:43.760]  一個叫蝗災
[00:09:43.760 --> 00:09:45.200]  簡單來說
[00:09:45.200 --> 00:09:48.560]  蝗災可以很短時間
[00:09:48.560 --> 00:09:54.480]  把數以萬畝的農田吃得一乾二淨
[00:09:54.480 --> 00:09:59.760]  所以其實是對農作物造成很嚴重的影響
[00:09:59.760 --> 00:10:02.480]  而農作物在農業社會裏面
[00:10:02.480 --> 00:10:05.440]  不僅沒有糧食
[00:10:05.440 --> 00:10:13.200]  他們用這些收成製造酒、製造油
[00:10:13.200 --> 00:10:16.400]  令他們沒有享受
[00:10:16.400 --> 00:10:20.640]  究竟這個蝗災是實意還是寓意呢?
[00:10:20.640 --> 00:10:25.200]  在聖經學者的解釋裏面有不同的立場
[00:10:25.200 --> 00:10:27.280]  而《若依書》有一個特別的地方
[00:10:27.280 --> 00:10:32.400]  就是你很難定奪它成書日期是何時
[00:10:32.400 --> 00:10:34.640]  一、這件事何時發生
[00:10:34.640 --> 00:10:36.560]  二、成書日期是何時
[00:10:36.560 --> 00:10:38.400]  都是很難去決定
[00:10:38.400 --> 00:10:40.640]  既然是很難決定的時候
[00:10:40.640 --> 00:10:43.440]  我們就專注經文記載的內容
[00:10:43.440 --> 00:10:47.200]  和當中我們找出它的訊息
[00:10:47.200 --> 00:10:50.320]  在《鑄三思》寫了一些資料給大家
[00:10:50.320 --> 00:10:53.280]  蝗蟲侵襲斷糧食
[00:10:53.280 --> 00:10:56.000]  簡單來說就是中斷了收成
[00:10:56.000 --> 00:11:00.320]  用今天的說法就是中斷了收成期
[00:11:00.320 --> 00:11:02.800]  打岔了收成期
[00:11:02.800 --> 00:11:06.560]  昔日農業社會就是農作物的收成
[00:11:06.560 --> 00:11:10.400]  今天在商業社會就是我們工作的收成
[00:11:10.400 --> 00:11:13.920]  當我們的收成用今天的說法沒有了
[00:11:13.920 --> 00:11:16.000]  打爛了飯碗
[00:11:16.000 --> 00:11:18.240]  其實原來上帝有一個目的
[00:11:18.240 --> 00:11:20.240]  就是要人去反省
[00:11:20.240 --> 00:11:21.600]  反省甚麼呢?
[00:11:21.600 --> 00:11:24.240]  我要繼續看下去
[00:11:24.240 --> 00:11:27.040]  《注釋》五至十四節
[00:11:27.040 --> 00:11:31.600]  就叫人要清醒哀號
[00:11:31.600 --> 00:11:32.960]  針對甚麼人呢?
[00:11:32.960 --> 00:11:35.600]  首先是有錢人要哀號
[00:11:35.600 --> 00:11:37.120]  因敵人入侵
[00:11:37.120 --> 00:11:38.560]  接著眾人要哀號
[00:11:38.560 --> 00:11:40.240]  因為制止斷絕
[00:11:40.240 --> 00:11:42.480]  農夫要哀號
[00:11:42.480 --> 00:11:44.880]  因為裝甲破壞
[00:11:44.880 --> 00:11:46.560]  制司要哀號
[00:11:46.560 --> 00:11:48.320]  因為制止斷絕
[00:11:48.320 --> 00:11:49.280]  所以我們發現
[00:11:49.280 --> 00:11:52.240]  他重複了兩次制止的斷絕
[00:11:52.240 --> 00:11:56.640]  就成為一個A派、B派的結構
[00:11:56.640 --> 00:11:59.440]  我們先看第五節
[00:11:59.440 --> 00:12:00.880]  走走的人
[00:12:00.880 --> 00:12:04.320]  你們要整個要哀號
[00:12:04.320 --> 00:12:05.040]  五B
[00:12:05.040 --> 00:12:06.800]  所有豎走的人
[00:12:06.800 --> 00:12:10.400]  你們都要為填走哀號
[00:12:10.400 --> 00:12:14.080]  一開始是針對走聚的人
[00:12:14.080 --> 00:12:16.320]  走聚的有錢人
[00:12:16.320 --> 00:12:19.600]  是否先知仇富呢?
[00:12:19.600 --> 00:12:22.960]  還是作者想用一個文學手法
[00:12:22.960 --> 00:12:26.000]  相關要表達他的信息呢?
[00:12:26.000 --> 00:12:30.640]  因為走本身就是一個很好的文學工具
[00:12:30.640 --> 00:12:33.280]  例如走是怎樣來的呢?
[00:12:33.280 --> 00:12:35.520]  就是用樹的果子
[00:12:35.520 --> 00:12:37.920]  而上文是說黃齋
[00:12:37.920 --> 00:12:41.280]  而黃齋正正針對的就是樹木
[00:12:41.280 --> 00:12:43.920]  而喝酒令人暢快
[00:12:43.920 --> 00:12:48.160]  而富翁、有錢人的快樂來源
[00:12:48.160 --> 00:12:50.640]  就是酒
[00:12:50.640 --> 00:12:52.240]  一路追溯上去
[00:12:52.240 --> 00:12:54.560]  就是樹木
[00:12:54.560 --> 00:12:58.160]  現在就要由快樂變成悲哀
[00:12:58.160 --> 00:13:02.320]  其實當人由快樂轉為悲哀的時候
[00:13:02.320 --> 00:13:04.720]  人才會清醒
[00:13:04.720 --> 00:13:07.440]  酒就令人醉
[00:13:07.440 --> 00:13:10.720]  而醒就與醉相對
[00:13:10.720 --> 00:13:14.160]  而這個醒可以叫你清醒一點
[00:13:14.160 --> 00:13:17.280]  人在快樂裏面很容易沉迷
[00:13:17.280 --> 00:13:19.520]  很容易沉醉
[00:13:19.520 --> 00:13:23.280]  現在令你離開舒適的地帶
[00:13:23.280 --> 00:13:24.400]  Comfort zone
[00:13:24.400 --> 00:13:28.880]  其實正正就是要你再思考人心
[00:13:28.880 --> 00:13:31.920]  哀哭就是動之以情
[00:13:31.920 --> 00:13:34.640]  如果從古代放諸四海
[00:13:34.640 --> 00:13:37.040]  說服人的方法就是
[00:13:37.040 --> 00:13:38.160]  動之以情
[00:13:38.160 --> 00:13:39.280]  睡之以理
[00:13:39.280 --> 00:13:40.640]  禁之以品
[00:13:40.640 --> 00:13:44.080]  現在就要人搞動他的情緒
[00:13:44.080 --> 00:13:47.280]  令他心愛的東西被拿走了
[00:13:47.280 --> 00:13:49.120]  然後他才可以再思想
[00:13:49.120 --> 00:13:52.640]  究竟甚麼才是人生最重要的呢?
[00:13:52.640 --> 00:13:55.040]  經文就出現兩個因為
[00:13:55.040 --> 00:13:59.360]  因為甜酒從你的口裏斷絕了
[00:13:59.360 --> 00:14:02.320]  甜酒的發酵期比較短
[00:14:02.320 --> 00:14:05.840]  在陽光之下曬一曬
[00:14:05.840 --> 00:14:09.040]  然後就被五至七天發酵
[00:14:09.040 --> 00:14:11.120]  如果大家知道有些濃酒
[00:14:11.120 --> 00:14:13.120]  可能要放一年
[00:14:13.120 --> 00:14:15.680]  是短期的製成品
[00:14:15.680 --> 00:14:18.720]  但現在連短期的製成品都沒有了
[00:14:18.720 --> 00:14:19.680]  全斷絕了
[00:14:19.680 --> 00:14:24.960]  就代表那個蝗災影響非常之嚴重
[00:14:24.960 --> 00:14:28.400]  正正面對這麼嚴重的影響
[00:14:28.400 --> 00:14:30.640]  就好像世界各地
[00:14:30.640 --> 00:14:33.280]  人口不斷增加
[00:14:33.280 --> 00:14:35.280]  正正在這個關口
[00:14:35.280 --> 00:14:39.840]  人就應該去思考他與上帝的關係
[00:14:39.840 --> 00:14:43.440]  而這些蝗災是預定十二
[00:14:43.440 --> 00:14:44.720]  去到第六節就說
[00:14:44.720 --> 00:14:49.200]  因為有一民族想來侵犯我的國土
[00:14:49.200 --> 00:14:51.440]  他們強大又無數
[00:14:51.440 --> 00:14:54.640]  他們的牙齒好像獅子的牙齒
[00:14:54.640 --> 00:14:57.760]  他們有武師的大牙
[00:14:57.760 --> 00:14:59.040]  然後就說
[00:14:59.040 --> 00:15:03.600]  他們令我的葡萄樹斷了
[00:15:03.600 --> 00:15:05.440]  我的無花果樹
[00:15:05.440 --> 00:15:08.000]  把樹皮都剝盡
[00:15:08.000 --> 00:15:09.360]  丟在一旁
[00:15:09.360 --> 00:15:11.680]  使枝條老白
[00:15:11.680 --> 00:15:13.440]  所以簡單來說
[00:15:13.440 --> 00:15:17.600]  他們經過的地方無一倖免
[00:15:17.600 --> 00:15:22.240]  而第七節刻意提到葡萄和無花果
[00:15:22.240 --> 00:15:25.360]  一個解釋就是上等的水果
[00:15:25.360 --> 00:15:26.480]  但另一方面
[00:15:26.480 --> 00:15:29.520]  葡萄基本上就是製酒
[00:15:29.520 --> 00:15:31.200]  當然除此之外
[00:15:31.200 --> 00:15:33.280]  葡萄乾、無花果乾
[00:15:33.280 --> 00:15:34.960]  就可以做糧食
[00:15:34.960 --> 00:15:38.480]  所以這節就說酒、糧
[00:15:38.480 --> 00:15:40.720]  其實這些正正象徵著
[00:15:40.720 --> 00:15:42.960]  人的精神層面
[00:15:42.960 --> 00:15:45.120]  酒可以讓人享受
[00:15:45.120 --> 00:15:48.560]  糧又可以供應肉身的需要
[00:15:48.560 --> 00:15:51.280]  無論是精神層面、肉身層面
[00:15:51.280 --> 00:15:53.840]  現在因為這個災難
[00:15:53.840 --> 00:15:57.440]  都不能夠一如以往
[00:15:57.440 --> 00:15:59.840]  說過一個半睡的人
[00:15:59.840 --> 00:16:01.680]  是最難叫醒的
[00:16:01.680 --> 00:16:03.840]  但一個正常的人
[00:16:03.840 --> 00:16:06.960]  遇見困境就容易醒悟
[00:16:06.960 --> 00:16:09.760]  現在基本上一開始
[00:16:09.760 --> 00:16:12.080]  就要人清醒過來
[00:16:12.080 --> 00:16:14.400]  看第二頁,八至十節
[00:16:14.400 --> 00:16:15.920]  這裡就說到里門
[00:16:15.920 --> 00:16:19.840]  這個里門就應該是一般人會愛好
[00:16:19.840 --> 00:16:21.360]  怎樣愛好呢?
[00:16:21.360 --> 00:16:23.840]  就好像少女腰束馬布
[00:16:23.840 --> 00:16:28.640]  為她幼年時許配的丈夫愛好一樣
[00:16:28.640 --> 00:16:31.200]  首先我們明白古代社會是早婚的
[00:16:31.200 --> 00:16:32.080]  所以結婚的時候
[00:16:32.080 --> 00:16:35.600]  通常少女就不是正女
[00:16:35.600 --> 00:16:36.960]  不是中女
[00:16:36.960 --> 00:16:39.520]  而少女喪失一個未婚夫
[00:16:39.520 --> 00:16:41.920]  其實就是極度的傷悲
[00:16:41.920 --> 00:16:44.160]  但為什麼用這個例子呢?
[00:16:44.160 --> 00:16:46.960]  除了用人間一個
[00:16:46.960 --> 00:16:49.520]  容易接觸的日常例子之外
[00:16:49.520 --> 00:16:51.040]  更加我們明白
[00:16:51.040 --> 00:16:54.640]  婚姻是象徵人神關係
[00:16:54.640 --> 00:16:58.640]  現在第九節正是說人神關係
[00:16:58.640 --> 00:17:03.840]  素祭和電祭都從耶和華殿裏斷絕了
[00:17:03.840 --> 00:17:07.280]  侍奉耶和華的祭司也都悲哀
[00:17:07.280 --> 00:17:10.240]  為什麼這裡會提到素祭和電祭呢?
[00:17:10.240 --> 00:17:14.320]  素祭是來自食物和樹木有關
[00:17:14.320 --> 00:17:16.400]  而電祭是來自酒
[00:17:16.400 --> 00:17:18.160]  也是和植物有關
[00:17:18.160 --> 00:17:23.920]  因為王災就將這些都斷絕了
[00:17:23.920 --> 00:17:26.160]  如果不獻素祭
[00:17:26.160 --> 00:17:27.920]  你可以獻繁祭
[00:17:27.920 --> 00:17:29.440]  但那些是獻毒物
[00:17:29.440 --> 00:17:33.840]  所以其實這是作者刻意的鋪排
[00:17:33.840 --> 00:17:36.640]  是要說因為這個災禍
[00:17:36.640 --> 00:17:40.240]  王災影響民族
[00:17:40.240 --> 00:17:44.400]  他們的生活種種的層面
[00:17:44.400 --> 00:17:47.120]  婚姻就是人祭關係
[00:17:47.120 --> 00:17:50.000]  獻祭就是人神關係
[00:17:50.000 --> 00:17:51.920]  正是透過困境
[00:17:51.920 --> 00:17:56.880]  就要重整我們的人際關係和人神關係
[00:17:56.880 --> 00:17:58.320]  而第十節
[00:17:58.320 --> 00:18:02.160]  田野荒廢土地淒涼
[00:18:02.160 --> 00:18:04.320]  因為五谷毀壞
[00:18:04.320 --> 00:18:05.520]  伸手槓桿
[00:18:05.520 --> 00:18:07.520]  猶也缺乏
[00:18:07.520 --> 00:18:11.440]  而這個正是在說糧、酒和油
[00:18:11.440 --> 00:18:14.320]  油來自橄欖樹
[00:18:14.320 --> 00:18:16.960]  酒來自葡萄樹
[00:18:16.960 --> 00:18:18.800]  而其他的植物
[00:18:18.800 --> 00:18:22.240]  或者這兩種葡萄和橄欖樹
[00:18:22.240 --> 00:18:26.560]  都可以做食物
[00:18:26.560 --> 00:18:28.240]  而五谷也是食物
[00:18:28.240 --> 00:18:31.120]  一會兒看一章十二節
[00:18:31.120 --> 00:18:34.880]  又再一次重複這些觀念
[00:18:34.880 --> 00:18:37.360]  接著就是十一至十二節
[00:18:37.360 --> 00:18:41.840]  農夫,你們要為大物和小物羞愧
[00:18:41.840 --> 00:18:44.800]  修理葡萄園,你們要愛好
[00:18:44.800 --> 00:18:46.800]  那個羞愧的意思就是
[00:18:46.800 --> 00:18:51.360]  大物和小物的收成非常少
[00:18:51.360 --> 00:18:52.800]  如果你收成多
[00:18:52.800 --> 00:18:54.080]  你就可以認叻
[00:18:54.080 --> 00:18:55.520]  覺得很了不起
[00:18:55.520 --> 00:18:57.840]  但是現在毫無收成
[00:18:57.840 --> 00:18:59.200]  或者收成很少
[00:18:59.200 --> 00:19:02.720]  因為第十節說到五谷毀壞
[00:19:02.720 --> 00:19:05.520]  你們就覺得羞愧
[00:19:05.520 --> 00:19:07.760]  接著又出現一個「因為」
[00:19:07.760 --> 00:19:09.600]  就說那個原因
[00:19:09.600 --> 00:19:12.880]  田間的莊稼都破壞了
[00:19:12.880 --> 00:19:14.880]  葡萄樹枯乾
[00:19:14.880 --> 00:19:17.200]  無花果樹衰殘
[00:19:17.200 --> 00:19:19.760]  葡萄就是製酒
[00:19:19.760 --> 00:19:22.400]  無花果就是食物
[00:19:22.400 --> 00:19:25.520]  石榴樹、棕樹、蘋果樹、田野
[00:19:25.520 --> 00:19:28.800]  所有的樹木都枯乾
