
[00:00:00.000 --> 00:00:15.600]  這次主子從信仰的角度去看美
[00:03:04.240 --> 00:03:07.120]  第一次行山的就不要行這些路
[00:03:07.120 --> 00:03:10.240]  有些經驗的才行這些路
[00:03:10.240 --> 00:03:11.680]  下面看著水塘
[00:03:11.680 --> 00:03:15.040]  水塘外面就是海
[00:03:15.040 --> 00:03:18.000]  上面有鳳凰山的石碧
[00:03:18.000 --> 00:03:23.440]  那種氣勢應該讓你感受到神的美
[00:03:23.440 --> 00:03:24.880]  不知道你有沒有想過
[00:03:24.880 --> 00:03:27.840]  在那些場景你去唱
[00:03:27.840 --> 00:03:31.360]  例如《這樹天故世界》
[00:03:31.360 --> 00:03:33.440]  接著下一句
[00:03:33.440 --> 00:03:36.240]  《小鳥唱歌》
[00:03:36.240 --> 00:03:40.560]  總之在那些場景唱是特別有氣氛的
[00:03:40.560 --> 00:03:43.680]  接著《詩篇八篇》
[00:03:43.680 --> 00:03:46.640]  大家都很熟悉的一篇經文
[00:03:46.640 --> 00:03:49.360]  《詩篇八篇》第一節說
[00:03:49.360 --> 00:03:50.560]  耶和華的主
[00:03:50.560 --> 00:03:53.360]  你的名在全地何其美
[00:03:53.360 --> 00:03:57.600]  你的名亦代表耶和華自己
[00:03:57.600 --> 00:04:01.600]  所以我們應該看到大自然
[00:04:01.600 --> 00:04:03.520]  看到神的美
[00:04:03.520 --> 00:04:05.680]  其實詩人繼續說下去
[00:04:05.680 --> 00:04:07.280]  人算什麼你竟顧念他
[00:04:07.280 --> 00:04:09.840]  世人算什麼你竟見顧他
[00:04:09.840 --> 00:04:14.320]  你視他榮耀尊貴為冠冕
[00:04:14.320 --> 00:04:15.200]  第五節
[00:04:15.200 --> 00:04:16.560]  其實詩人提到
[00:04:16.560 --> 00:04:19.600]  當我們見到人的時候
[00:04:19.600 --> 00:04:22.160]  我們其實應該見到神的影子
[00:04:22.160 --> 00:04:26.640]  神的榮耀、尊貴在人身上
[00:04:26.640 --> 00:04:28.560]  我不知道你有沒有覺得
[00:04:28.560 --> 00:04:30.800]  人是很可怕的東西
[00:04:30.800 --> 00:04:32.800]  相信人有可怕的一部分
[00:04:32.800 --> 00:04:36.960]  但詩人說其實人應該有一種美麗在我們
[00:04:36.960 --> 00:04:39.360]  是讓我們藉著人的美麗
[00:04:39.360 --> 00:04:41.920]  我們可以見到神的美麗
[00:04:41.920 --> 00:04:43.760]  這些都是一些經文
[00:04:43.760 --> 00:04:45.280]  下一節的經文
[00:04:45.280 --> 00:04:48.480]  基督是神的光榮
[00:04:48.480 --> 00:04:51.520]  這個不是和諧本
[00:04:51.520 --> 00:04:53.840]  我都忘記是不是新譯本
[00:04:53.840 --> 00:04:55.440]  我都忘記哪個譯本
[00:04:55.440 --> 00:04:57.440]  基督是神的光榮
[00:04:57.440 --> 00:04:59.920]  祂是神榮耀的光輝
[00:04:59.920 --> 00:05:02.240]  是神本質的真相
[00:05:02.240 --> 00:05:03.920]  用自己大有能力的權力
[00:05:03.920 --> 00:05:05.040]  好,再讀下去
[00:05:05.040 --> 00:05:07.520]  總之這一章又提到
[00:05:07.520 --> 00:05:11.760]  基督有一種光輝在
[00:05:11.760 --> 00:05:17.120]  這種光輝是神自己的光輝
[00:05:17.120 --> 00:05:22.080]  這種光輝是神的真正的形象
[00:05:22.080 --> 00:05:23.840]  因此我們又是
[00:05:23.840 --> 00:05:25.840]  根據希伯來書的作者
[00:05:25.840 --> 00:05:26.960]  不但大自然
[00:05:26.960 --> 00:05:30.960]  不但人可以見到神的美麗榮耀
[00:05:30.960 --> 00:05:32.960]  在基督的身上
[00:05:33.120 --> 00:05:34.080]  基督的一生
[00:05:34.080 --> 00:05:37.600]  我們應該都見到神的光榮
[00:05:37.600 --> 00:05:40.000]  神的榮美在
[00:05:40.000 --> 00:05:41.520]  另一節經文
[00:05:41.520 --> 00:05:43.760]  東正教經常用這節經文
[00:05:43.760 --> 00:05:46.400]  就是《萬俠福音》十七章提到
[00:05:46.400 --> 00:05:50.480]  耶穌去到Mount Caber
[00:05:50.480 --> 00:05:52.400]  祂變相
[00:05:52.400 --> 00:05:54.800]  變得很光輝
[00:05:54.800 --> 00:05:56.560]  T復潔白像光
[00:05:56.560 --> 00:06:00.240]  講到一種光榮和美麗
[00:06:00.240 --> 00:06:05.760]  讓門徒情不自禁地跪拜祂
[00:06:05.760 --> 00:06:11.200]  經文又不是說
[00:06:11.200 --> 00:06:13.360]  射在祂身上可能沒有那麼多
[00:06:13.360 --> 00:06:15.360]  但聖經肯定有提到
[00:06:15.360 --> 00:06:20.720]  神是光輝美麗的
[00:06:20.720 --> 00:06:24.480]  而我們可以透過大自然
[00:06:24.480 --> 00:06:25.280]  透過人
[00:06:25.280 --> 00:06:26.480]  透過基督
[00:06:26.480 --> 00:06:30.240]  看到神的光榮美麗
[00:06:30.240 --> 00:06:35.280]  這就是聖經人和神學人
[00:06:35.280 --> 00:06:37.760]  我習慣說「老」
[00:06:37.760 --> 00:06:42.240]  聖經人和神學人的分別
[00:06:42.240 --> 00:06:44.880]  聖經人可能停留在這裡
[00:06:44.880 --> 00:06:46.880]  聖經有提到光輝
[00:06:46.880 --> 00:06:49.520]  問題是神學人會說
[00:06:49.520 --> 00:06:50.960]  但聖經沒有解釋
[00:06:50.960 --> 00:06:52.800]  可否具體一點
[00:06:52.800 --> 00:06:55.520]  什麼是神的光輝
[00:06:55.520 --> 00:06:57.520]  當我看到人
[00:06:57.520 --> 00:07:00.960]  看到人有神的榮耀在我身上
[00:07:00.960 --> 00:07:02.960]  在人的身上的時候
[00:07:02.960 --> 00:07:05.360]  其實我真的看到人的什麼呢?
[00:07:05.360 --> 00:07:06.960]  有些很明顯的
[00:07:06.960 --> 00:07:10.640]  例如《詩篇》第八篇說到
[00:07:10.640 --> 00:07:12.640]  神似他榮耀冠冕
[00:07:12.640 --> 00:07:14.160]  似人類榮耀冠冕
[00:07:14.160 --> 00:07:17.280]  應該不是指樣子美不美的問題
[00:07:17.280 --> 00:07:18.720]  如果樣子美
[00:07:18.720 --> 00:07:19.680]  有些人美
[00:07:19.680 --> 00:07:20.560]  有些人不美
[00:07:20.560 --> 00:07:23.360]  看淚鏡也看不到神的榮耀
[00:07:23.360 --> 00:07:28.480]  所以肯定不是指樣子美不美的問題
[00:07:28.480 --> 00:07:30.240]  但是
[00:07:30.240 --> 00:07:31.200]  什麼呢?
[00:07:31.200 --> 00:07:32.800]  具體的榮耀
[00:07:32.800 --> 00:07:37.360]  我到底要看大自然的所謂美的時候
[00:07:37.360 --> 00:07:39.760]  我正在看大自然的什麼呢?
[00:07:39.760 --> 00:07:42.480]  有時候我真的未必覺得大自然美
[00:07:42.480 --> 00:07:45.120]  有時候可能我走西九牙覺得它美
[00:07:45.120 --> 00:07:48.160]  但有時候在家裡看到一隻蟑螂走出來
[00:07:48.160 --> 00:07:50.560]  我不覺得大自然很美
[00:07:50.560 --> 00:07:52.560]  為什麼神要做蟑螂呢?
[00:07:52.560 --> 00:07:54.800]  我到底要看什麼?
[00:07:54.800 --> 00:07:58.320]  我可不可以更具體地去說出
[00:07:58.320 --> 00:08:02.160]  自然、人、基督的榮耀
[00:08:02.160 --> 00:08:05.200]  其實是什麼呢?
[00:08:05.200 --> 00:08:08.480]  神學就開始要問這個問題
[00:08:08.480 --> 00:08:10.480]  我們繼續看下去
[00:08:10.480 --> 00:08:14.800]  之前我說過
[00:08:14.800 --> 00:08:16.560]  聖經有說神的榮耀
[00:08:16.560 --> 00:08:19.520]  但不是說非常之多
[00:08:19.520 --> 00:08:20.320]  其實也不少
[00:08:20.320 --> 00:08:22.320]  不過也不算非常之多
[00:08:22.320 --> 00:08:23.680]  但是有些
[00:08:23.680 --> 00:08:29.120]  譬如我們教會通常比較少去想什麼叫神的榮耀
[00:08:29.120 --> 00:08:32.880]  通常就是一說神的偉大就是他赦罪
[00:08:32.880 --> 00:08:35.280]  譬如舉個例子
[00:08:35.280 --> 00:08:36.400]  我都聽過
[00:08:36.400 --> 00:08:41.520]  我看大家都有一點點輩分
[00:08:41.520 --> 00:08:44.400]  都應該看過Mal Gibson 的受難曲
[00:08:44.400 --> 00:08:45.920]  我看很多基督徒
[00:08:45.920 --> 00:08:48.080]  特別是姐妹
[00:08:48.080 --> 00:08:50.800]  說耶穌被人打到一撲一滾
[00:08:50.800 --> 00:08:52.800]  大家記得她先說
[00:08:52.800 --> 00:08:54.400]  有支鞭有釘的
[00:08:54.400 --> 00:08:55.680]  去打耶穌
[00:08:55.680 --> 00:08:57.440]  打到滿地都是血
[00:08:57.440 --> 00:08:59.280]  我聽過很多姐妹
[00:08:59.280 --> 00:09:01.280]  看那一幕都很感動
[00:09:01.280 --> 00:09:04.560]  我這種人很冷血的
[00:09:04.560 --> 00:09:06.000]  我看完沒什麼感動
[00:09:06.000 --> 00:09:09.200]  我會說浪費了這麼多茄汁在地上
[00:09:09.200 --> 00:09:12.000]  那一幕對我沒什麼感受
[00:09:12.000 --> 00:09:14.000]  因為我知道是假的
[00:09:14.000 --> 00:09:16.000]  我舉這個例子
[00:09:16.000 --> 00:09:19.600]  我們通常想什麼去感動我們呢?
[00:09:19.600 --> 00:09:21.120]  我們通常可能想的是
[00:09:21.120 --> 00:09:22.400]  基督的受苦
[00:09:22.400 --> 00:09:23.920]  基督的赦罪
[00:09:23.920 --> 00:09:27.920]  這些讓我們有感覺有感動
[00:09:27.920 --> 00:09:29.680]  但是私人好像鼓勵
[00:09:29.680 --> 00:09:30.640]  或者其他的經文
[00:09:30.640 --> 00:09:31.600]  我有一些讀過的經文
[00:09:31.600 --> 00:09:34.880]  鼓勵我們應該有另一種的感動
[00:09:34.880 --> 00:09:39.840]  那個感動就是當我們感覺到神的榮耀的時候
[00:09:39.840 --> 00:09:42.720]  我們很自然盼望親近神
[00:09:42.720 --> 00:09:45.520]  不是說神你真是值得想
[00:09:45.520 --> 00:09:47.440]  你為我死在十字架上
[00:09:47.440 --> 00:09:48.000]  不是
[00:09:48.000 --> 00:09:49.040]  神你好美啊
[00:09:49.040 --> 00:09:51.040]  所以美到一個地步
[00:09:51.040 --> 00:09:52.640]  你有沒有死在十字架上
[00:09:52.640 --> 00:09:54.320]  你有沒有為我的罪死
[00:09:54.320 --> 00:09:55.920]  你有沒有赦我的罪
[00:09:55.920 --> 00:09:57.440]  都不要緊的
[00:09:57.440 --> 00:09:59.920]  能夠看到你我就很開心
[00:09:59.920 --> 00:10:02.720]  那種另一種的吸引
[00:10:02.720 --> 00:10:05.280]  從另一個角度來看
[00:10:05.280 --> 00:10:06.640]  赦罪
[00:10:06.640 --> 00:10:09.760]  我聽到神赦我的罪
[00:10:09.760 --> 00:10:11.200]  我是感動的
[00:10:11.200 --> 00:10:13.920]  但是如果只有這種感動
[00:10:13.920 --> 00:10:16.720]  某程度上都是很自然的
[00:10:16.720 --> 00:10:18.080]  神為什麼這麼偉大
[00:10:18.080 --> 00:10:20.080]  祂饒恕了我
[00:10:20.080 --> 00:10:22.720]  祂不要恕我為不偉大
[00:10:22.720 --> 00:10:26.960]  這個正正就是有些反對預定論的人的問題
[00:10:26.960 --> 00:10:28.720]  今天不討論預定論的問題
[00:10:28.720 --> 00:10:30.000]  神不要恕我
[00:10:30.000 --> 00:10:31.280]  祂是不是偉大的那個
[00:10:31.280 --> 00:10:33.920]  祂是不是只是因為饒恕我的罪
[00:10:33.920 --> 00:10:34.960]  而不是死在十字架上
[00:10:34.960 --> 00:10:36.960]  祂才是偉大的那個呢
[00:10:36.960 --> 00:10:38.880]  我們說神的榮耀
[00:10:38.880 --> 00:10:41.760]  就是說神本身
[00:10:41.760 --> 00:10:43.760]  你想像一下
[00:10:43.760 --> 00:10:46.480]  就算祂不是為我們死在十字架上
[00:10:46.480 --> 00:10:49.840]  祂本身都應該有一種的吸引力
[00:10:49.840 --> 00:10:54.000]  是會引導人去祂那裡
[00:10:54.000 --> 00:10:57.840]  這個你可以說教會的二千年的傳統
[00:10:57.840 --> 00:11:00.240]  一直都是強調這一點的
[00:11:00.240 --> 00:11:02.160]  不是單單因為十字架
[00:11:02.160 --> 00:11:07.120]  神本身有一種的美是吸引我們
[00:11:07.120 --> 00:11:09.600]  將我們帶回祂面前
[00:11:09.600 --> 00:11:11.840]  不過罪讓我們回不去
[00:11:11.840 --> 00:11:12.800]  所以有十字架
[00:11:12.800 --> 00:11:13.840]  這是另一個問題
[00:11:13.840 --> 00:11:15.840]  所以為什麼我們說美呢
[00:11:15.840 --> 00:11:21.600]  我們其實是在想神本身自己
[00:11:21.600 --> 00:11:25.120]  到底有什麼是令我們仰慕祂的呢
[00:11:25.120 --> 00:11:25.920]  不僅十字架
[00:11:25.920 --> 00:11:28.160]  十字架以後有什麼令我們仰慕祂呢
[00:11:28.160 --> 00:11:31.840]  美的一件事的特色
[00:11:31.840 --> 00:11:36.800]  上次曾教授不知道有沒有跟你說
[00:11:36.800 --> 00:11:43.280]  德國的結論提到美的一個特別的東西
[00:11:43.280 --> 00:11:45.280]  就是祂那種所謂的Absolute
[00:11:45.280 --> 00:11:47.280]  那種絕對化
[00:11:47.280 --> 00:11:49.280]  什麼意思呢
[00:11:49.280 --> 00:11:51.280]  例如
[00:11:51.280 --> 00:11:53.280]  你想像一下
[00:11:53.280 --> 00:11:55.280]  我告訴你
[00:11:55.280 --> 00:11:57.280]  昨晚
[00:11:57.280 --> 00:11:59.280]  剛才吃了一個
[00:11:59.280 --> 00:12:01.280]  叫什麼牛骨湯
[00:12:01.280 --> 00:12:03.280]  韓國牛骨湯
[00:12:03.280 --> 00:12:05.280]  經過佐敦的時候
[00:12:05.280 --> 00:12:07.280]  附近吃了一個韓國牛骨湯
[00:12:07.280 --> 00:12:09.280]  我覺得一件事好吃
[00:12:09.280 --> 00:12:11.280]  我就吃了它
[00:12:11.280 --> 00:12:13.280]  你可以說毀滅了它
[00:12:13.280 --> 00:12:15.280]  好吃的東西你就毀滅它
[00:12:15.280 --> 00:12:17.280]  但是美的東西
[00:12:17.280 --> 00:12:19.280]  你不可以擁有美麗
[00:12:19.280 --> 00:12:21.280]  你consume了美麗
[00:12:21.280 --> 00:12:23.280]  你就沒有了美麗
[00:12:23.280 --> 00:12:25.280]  舉剛才說的例子
[00:12:25.280 --> 00:12:27.280]  我爬西九華
[00:12:27.280 --> 00:12:29.280]  其實爬西九華是很挑戰的
[00:12:29.280 --> 00:12:31.280]  爬完西九華
[00:12:31.280 --> 00:12:33.280]  再爬上鳳凰山頂
[00:12:33.280 --> 00:12:35.280]  要經過一個地方叫炎黃壁
[00:12:35.280 --> 00:12:37.280]  就是說
[00:12:37.280 --> 00:12:39.280]  如果你一不小心
[00:12:39.280 --> 00:12:41.280]  爬上去
[00:12:41.280 --> 00:12:43.280]  就會去見炎黃
[00:12:43.280 --> 00:12:45.280]  所以是很好玩的地方
[00:12:45.280 --> 00:12:47.280]  如果你想挑戰一下自己
[00:12:47.280 --> 00:12:49.280]  你跟我一起去
[00:12:49.280 --> 00:12:51.280]  舉個例子
[00:12:51.280 --> 00:12:53.280]  我望著石壁水塘
[00:12:53.280 --> 00:12:55.280]  下望石壁
[00:12:55.280 --> 00:12:57.280]  上望炎黃壁
[00:12:57.280 --> 00:12:59.280]  我不擁有這些東西
[00:12:59.280 --> 00:13:01.280]  我也不可以consume了它
[00:13:01.280 --> 00:13:03.280]  我不可以吃了炎黃壁
[00:13:03.280 --> 00:13:05.280]  喝了石壁水塘的水
[00:13:05.280 --> 00:13:07.280]  但是這個先
[00:13:07.280 --> 00:13:09.280]  對我有一種吸引力
[00:13:09.280 --> 00:13:11.280]  是independent
[00:13:11.280 --> 00:13:13.280]  我是否擁有它
[00:13:13.280 --> 00:13:15.280]  或者我能不能夠消化它
[00:13:15.280 --> 00:13:17.280]  我能夠見到
[00:13:17.280 --> 00:13:19.280]  我已經是心滿意足了
[00:13:19.280 --> 00:13:21.280]  同樣地
[00:13:21.280 --> 00:13:23.280]  上次曾秋琦跟你說貝多芬音樂
[00:13:23.280 --> 00:13:25.280]  貝多芬寫了一首Nine Symphony
[00:13:25.280 --> 00:13:27.280]  我聽完之後
[00:13:27.280 --> 00:13:29.280]  我的人有什麼分別呢
[00:13:29.280 --> 00:13:31.280]  沒有分別的
[00:13:31.280 --> 00:13:33.280]  我肚餓
[00:13:33.280 --> 00:13:35.280]  如果聽完Symphony No.9
[00:13:35.280 --> 00:13:37.280]  我繼續也會肚餓
[00:13:37.280 --> 00:13:39.280]  不會多了維他命
[00:13:39.280 --> 00:13:41.280]  在我心裡
[00:13:41.280 --> 00:13:43.280]  為什麼我要聽Symphony No.9呢
[00:13:43.280 --> 00:13:45.280]  因為它beautiful
[00:13:45.280 --> 00:13:47.280]  它不是對我有什麼益處
[00:13:47.280 --> 00:13:49.280]  Beautiful這件事
[00:13:49.280 --> 00:13:51.280]  特別的地方
[00:13:51.280 --> 00:13:53.280]  很多時候
[00:13:53.280 --> 00:13:55.280]  如果我們喜歡一件事
[00:13:55.280 --> 00:13:57.280]  是因為它的beauty
[00:13:57.280 --> 00:13:59.280]  就不是因為它對我有什麼益處
[00:13:59.280 --> 00:14:01.280]  我走完石壁水塘
[00:14:01.280 --> 00:14:03.280]  對我其實也有益處
[00:14:03.280 --> 00:14:05.280]  身體好一點
[00:14:05.280 --> 00:14:07.280]  聽完貝多芬Symphony No.9
[00:14:07.280 --> 00:14:09.280]  對我可能沒有什麼益處
[00:14:09.280 --> 00:14:11.280]  不過它好聽
[00:14:11.280 --> 00:14:13.280]  它有一種beauty在
[00:14:13.280 --> 00:14:15.280]  為什麼我們要說神的美
[00:14:15.280 --> 00:14:17.280]  其實我們想想
[00:14:17.280 --> 00:14:19.280]  某程度我們要approach神
[00:14:19.280 --> 00:14:21.280]  最終我們是希望
[00:14:21.280 --> 00:14:23.280]  為什麼我要愛神
[00:14:23.280 --> 00:14:25.280]  不是因為祂
[00:14:25.280 --> 00:14:27.280]  或者不是單單因為祂
[00:14:27.280 --> 00:14:29.280]  饒恕我所以我愛祂
[00:14:29.280 --> 00:14:31.280]  如果這是我的only reason
[00:14:31.280 --> 00:14:33.280]  那就是一個bargain
[00:14:33.280 --> 00:14:35.280]  饒恕我所以我愛祂
[00:14:35.280 --> 00:14:37.280]  希望ultimately是因為
[00:14:37.280 --> 00:14:39.280]  祂真的很可愛
[00:14:39.280 --> 00:14:41.280]  無論祂怎樣對我
[00:14:41.280 --> 00:14:43.280]  我都愛祂
[00:14:43.280 --> 00:14:45.280]  或者說得更加
[00:14:45.280 --> 00:14:47.280]  俗一點
[00:14:47.280 --> 00:14:49.280]  下次你老婆
[00:14:49.280 --> 00:14:51.280]  問你
[00:14:51.280 --> 00:14:53.280]  為什麼你愛我
[00:14:53.280 --> 00:14:55.280]  老公記住你的答案
[00:14:55.280 --> 00:14:57.280]  千萬不要說因為你煮飯好吃
[00:14:57.280 --> 00:14:59.280]  Wrong answer
[00:14:59.280 --> 00:15:01.280]  因為你的樣子
[00:15:01.280 --> 00:15:03.280]  這麼漂亮
[00:15:03.280 --> 00:15:05.280]  Right answer是什麼
[00:15:05.280 --> 00:15:07.280]  因為你是你
[00:15:07.280 --> 00:15:09.280]  所以愛你
[00:15:09.280 --> 00:15:11.280]  所以神
[00:15:11.280 --> 00:15:13.280]  應該是有一種
[00:15:13.280 --> 00:15:15.280]  beauty
[00:15:15.280 --> 00:15:17.280]  因為祂是神所以我愛祂
[00:15:17.280 --> 00:15:19.280]  那我怎樣去appreciate
[00:15:19.280 --> 00:15:21.280]  這種glory
[00:15:21.280 --> 00:15:23.280]  從這個角度
[00:15:23.280 --> 00:15:25.280]  為什麼我們要說神的美
[00:15:25.280 --> 00:15:27.280]  一方面讓我們go beyond
[00:15:27.280 --> 00:15:29.280]  神為我死亦我
[00:15:29.280 --> 00:15:31.280]  另一方面
[00:15:31.280 --> 00:15:33.280]  幫助我們appreciate世界
[00:15:33.280 --> 00:15:35.280]  先說完
[00:15:35.280 --> 00:15:37.280]  最後一點
[00:15:37.280 --> 00:15:41.280]  什麼叫靈命
[00:15:41.280 --> 00:15:43.280]  不知道大家有沒有想過
[00:15:43.280 --> 00:15:45.280]  大家一想靈命
[00:15:45.280 --> 00:15:47.280]  是不是早上六點起床
[00:15:47.280 --> 00:15:49.280]  靈修
[00:15:49.280 --> 00:15:51.280]  這個人很有靈命
[00:15:51.280 --> 00:15:53.280]  What is spirituality
[00:15:53.280 --> 00:15:57.280]  亦都難define
[00:15:57.280 --> 00:15:59.280]  不過我給其中一個definition
[00:15:59.280 --> 00:16:01.280]  都幾common在神學界
[00:16:01.280 --> 00:16:03.280]  Spirituality is the presence of God
[00:16:03.280 --> 00:16:05.280]  一個贖命生命
[00:16:05.280 --> 00:16:07.280]  就是一個經常感受到
[00:16:07.280 --> 00:16:09.280]  神與我們同行
[00:16:09.280 --> 00:16:11.280]  的生命
[00:16:11.280 --> 00:16:13.280]  就是一個贖命的生命
[00:16:13.280 --> 00:16:15.280]  不在乎你一定是早上六點靈修
[00:16:15.280 --> 00:16:17.280]  還是晚上十一點靈修
[00:16:17.280 --> 00:16:19.280]  還是半夜三點靈修
[00:16:19.280 --> 00:16:21.280]  也不一定要靈修五分鐘
[00:16:21.280 --> 00:16:23.280]  十分鐘還是半小時
[00:16:23.280 --> 00:16:25.280]  而是你是不是每天
[00:16:25.280 --> 00:16:27.280]  都很真實感受到
[00:16:27.280 --> 00:16:29.280]  神與你同行
[00:16:29.280 --> 00:16:31.280]  在你的世界裏
[00:16:31.280 --> 00:16:33.280]  如果從這個角度去看
[00:16:33.280 --> 00:16:35.280]  什麼叫
[00:16:35.280 --> 00:16:37.280]  Look at spirituality
[00:16:37.280 --> 00:16:39.280]  In this perspective
[00:16:39.280 --> 00:16:41.280]  或者從這個角度去看
[00:16:41.280 --> 00:16:43.280]  贖命生命
[00:16:43.280 --> 00:16:45.280]  美是一種很重要的窗口
[00:16:45.280 --> 00:16:47.280]  當我見到世界的美麗
[00:16:47.280 --> 00:16:49.280]  或者我感受到世界的美麗
[00:16:49.280 --> 00:16:51.280]  的時候
[00:16:51.280 --> 00:16:53.280]  我會覺得
[00:16:53.280 --> 00:16:55.280]  當我感受到世界的美麗的時候
[00:16:55.280 --> 00:16:57.280]  我就自然很容易感受到
[00:16:57.280 --> 00:17:01.280]  創造這個世界的人的美麗在我裏面
[00:17:01.280 --> 00:17:05.280]  又說回一些例子
[00:17:05.280 --> 00:17:09.280]  假如我今天沒有回家吃飯
[00:17:09.280 --> 00:17:11.280]  當我明天回家吃飯
[00:17:11.280 --> 00:17:13.280]  我老婆花了很多心機
[00:17:13.280 --> 00:17:15.280]  煮了一碟很好吃的東西
[00:17:15.280 --> 00:17:17.280]  不知道煮什麼
[00:17:17.280 --> 00:17:19.280]  煮了
[00:17:19.280 --> 00:17:21.280]  說到吃
[00:17:21.280 --> 00:17:23.280]  大家有沒有看
[00:17:23.280 --> 00:17:25.280]  《射雕英雄傳》
[00:17:25.280 --> 00:17:27.280]  黃蓉煮東西一定很好吃
[00:17:27.280 --> 00:17:29.280]  什麼雲腿豆腐
[00:17:29.280 --> 00:17:31.280]  我都忘記了
[00:17:31.280 --> 00:17:33.280]  想像我老婆又煮了黃蓉煮的東西
[00:17:33.280 --> 00:17:35.280]  做了雲腿豆腐
[00:17:35.280 --> 00:17:37.280]  然後一拍
[00:17:37.280 --> 00:17:39.280]  真的好吃到天上有地下無
[00:17:39.280 --> 00:17:41.280]  我就很感受到
[00:17:41.280 --> 00:17:43.280]  老婆的愛
[00:17:43.280 --> 00:17:45.280]  但你想像回家
[00:17:45.280 --> 00:17:47.280]  老婆煮了一餐飯
[00:17:47.280 --> 00:17:49.280]  是全部煮焦了
[00:17:49.280 --> 00:17:51.280]  要不就太鹹
[00:17:51.280 --> 00:17:53.280]  要不就太硬
[00:17:53.280 --> 00:17:55.280]  要不就太乾
[00:17:55.280 --> 00:17:57.280]  然後我吃一餐這麼難吃的東西
