
[00:00:00.000 --> 00:00:18.880]  各位朋友晚安 各位姐妹晚安
[00:02:35.520 --> 00:02:37.520]  無論是在大學
[00:02:37.520 --> 00:02:43.880]  還是在我們周圍有很多的異端或者邪教
[00:02:43.880 --> 00:02:46.360]  我小時候都沒有聽過
[00:02:46.360 --> 00:02:48.360]  就是安相紅教會
[00:02:48.360 --> 00:02:52.640]  竟然在大學生裏面很蓬勃地去發展
[00:02:52.640 --> 00:02:56.560]  這個我看到現在面對這個大時代
[00:02:56.560 --> 00:03:00.040]  教會怎樣回應這個情況呢
[00:03:00.040 --> 00:03:01.640]  我就嘗試
[00:03:01.640 --> 00:03:04.800]  沒有機會看完整本加拿大書
[00:03:04.800 --> 00:03:07.240]  但我嘗試從兩個方面
[00:03:07.240 --> 00:03:10.440]  加拿大教會怎樣面對外患
[00:03:10.440 --> 00:03:14.440]  另一方面教會怎樣面對資本輸送
[00:03:14.440 --> 00:03:17.840]  教我們怎樣面對內憂 即是異端
[00:03:17.840 --> 00:03:19.840]  我嘗試從這兩個角度去看
[00:03:19.840 --> 00:03:23.840]  上半節我會集中在外患那裏
[00:03:23.840 --> 00:03:26.840]  下半節呢
[00:03:26.840 --> 00:03:27.840]  就是一會兒休息
[00:03:27.840 --> 00:03:32.840]  下半節的時候就會集中在面對異端那裏
[00:03:32.840 --> 00:03:37.840]  保羅面對異端去信耶穌前和信耶穌之後
[00:03:37.840 --> 00:03:38.840]  有什麼的反應
[00:03:38.840 --> 00:03:40.840]  有什麼不同的反應
[00:03:40.840 --> 00:03:43.840]  你們手上都有筆記的
[00:03:43.840 --> 00:03:45.840]  但最主要我都和大家
[00:03:45.840 --> 00:03:47.840]  最好手上一邊有筆記
[00:03:47.840 --> 00:03:50.840]  一邊和大家看
[00:03:50.840 --> 00:03:52.840]  即是你自己有聖經 有筆記
[00:03:52.840 --> 00:03:54.840]  這樣就最好了
[00:03:54.840 --> 00:04:03.840]  提到加泰書
[00:04:03.840 --> 00:04:06.840]  其實我們再問加泰書
[00:04:06.840 --> 00:04:08.840]  其實那個受眾是什麼人
[00:04:08.840 --> 00:04:12.840]  就是二少人傳十三至十四章
[00:04:12.840 --> 00:04:14.840]  不過你覺得很奇怪
[00:04:14.840 --> 00:04:16.840]  受眾沒有提到加泰
[00:04:16.840 --> 00:04:20.840]  但是十三至十四章那裏說的那幾個城市
[00:04:20.840 --> 00:04:24.840]  比西底安提阿爾戈廉路斯特特比等等
[00:04:24.840 --> 00:04:25.840]  那幾個城市
[00:04:25.840 --> 00:04:29.840]  就是加泰省裏面的不同的城市
[00:04:29.840 --> 00:04:32.840]  所以加泰書就不是寫給加泰
[00:04:32.840 --> 00:04:34.840]  我們說加泰人
[00:04:34.840 --> 00:04:36.840]  就不是寫給多倫多人
[00:04:36.840 --> 00:04:37.840]  有些不同的
[00:04:37.840 --> 00:04:38.840]  不是寫給一個城市的
[00:04:38.840 --> 00:04:40.840]  是寫給他
[00:04:40.840 --> 00:04:45.840]  保羅是差不多是最早出去外邦宣教的時候
[00:04:45.840 --> 00:04:47.840]  去建立的那班教會
[00:04:47.840 --> 00:04:48.840]  如果根據四人主
[00:04:48.840 --> 00:04:50.840]  他蒙猜犬
[00:04:50.840 --> 00:04:52.840]  即是巴拿巴
[00:04:52.840 --> 00:04:54.840]  保羅去蒙聖靈猜
[00:04:54.840 --> 00:04:56.840]  安提阿爾戈猜出去最早去的
[00:04:56.840 --> 00:04:59.840]  就是加泰省這幾間教會
[00:04:59.840 --> 00:05:02.840]  和日後你看到保羅去到這麼長
[00:05:02.840 --> 00:05:05.840]  都會回到加泰省這些城市
[00:05:05.840 --> 00:05:07.840]  再去探訪他們
[00:05:07.840 --> 00:05:09.840]  重新建立給他們
[00:05:09.840 --> 00:05:14.840]  這裡說到加泰省面對的問題
[00:05:14.840 --> 00:05:20.840]  他面對的處境是幫助我們
[00:05:20.840 --> 00:05:24.840]  去解決一個很根本的問題
[00:05:24.840 --> 00:05:26.840]  大家知道加泰是討論國
[00:05:26.840 --> 00:05:29.840]  我假設大家知道
[00:05:29.840 --> 00:05:31.840]  有些人傳說
[00:05:31.840 --> 00:05:32.840]  你信耶穌之外
[00:05:32.840 --> 00:05:35.840]  加泰無論哪個城市的教會
[00:05:35.840 --> 00:05:37.840]  都是外邦人為主的教會
[00:05:37.840 --> 00:05:41.840]  但是保羅就說很稀奇
[00:05:41.840 --> 00:05:46.840]  這班外邦人竟然這麼快就離開自己的福音
[00:05:46.840 --> 00:05:48.840]  我傳給你的福音
[00:05:48.840 --> 00:05:50.840]  去聽從什麼
[00:05:50.840 --> 00:05:53.840]  要信耶穌加上各守各禮
[00:05:53.840 --> 00:05:57.840]  才叫做信耶穌
[00:05:57.840 --> 00:05:59.840]  這樣的另外一種福音
[00:05:59.840 --> 00:06:02.840]  問題在這裡
[00:06:02.840 --> 00:06:08.840]  排同行國禮很簡單很容易
[00:06:08.840 --> 00:06:11.840]  成年男人我們去行國禮
[00:06:11.840 --> 00:06:15.840]  其實是很痛的一回事
[00:06:15.840 --> 00:06:22.840]  大家以今天的科技這麼先進
[00:06:22.840 --> 00:06:25.840]  如果你去做一個
[00:06:25.840 --> 00:06:26.840]  對不起
[00:06:26.840 --> 00:06:28.840]  雖然有女士在
[00:06:28.840 --> 00:06:30.840]  我也要直接說
[00:06:30.840 --> 00:06:34.840]  男士要做一個割包皮手術
[00:06:34.840 --> 00:06:38.840]  要休養多久才可以做
[00:06:38.840 --> 00:06:40.840]  我問過醫生
[00:06:40.840 --> 00:06:41.840]  我未試過
[00:06:41.840 --> 00:06:43.840]  我問過醫生
[00:06:43.840 --> 00:06:47.840]  成人割包皮至少要痛七天
[00:06:47.840 --> 00:06:50.840]  如果可以工作至少要十天
[00:06:50.840 --> 00:06:52.840]  才可以回去工作
[00:06:52.840 --> 00:06:56.840]  為什麼一個這麼痛的手術
[00:06:56.840 --> 00:06:57.840]  就是當時
[00:06:57.840 --> 00:07:01.840]  反而外邦人都寧願去接受
[00:07:01.840 --> 00:07:05.840]  信了耶穌去接受國禮
[00:07:05.840 --> 00:07:08.840]  都不肯去順從保羅
[00:07:08.840 --> 00:07:10.840]  一直傳我的福音
[00:07:10.840 --> 00:07:13.840]  靠欣賞菁兒就可以得救
[00:07:13.840 --> 00:07:18.840]  這個是很多時候關鍵的問題
[00:07:18.840 --> 00:07:20.840]  為什麼這麼輕易會接受國禮
[00:07:20.840 --> 00:07:23.840]  國禮不是那一刻不是洗禮
[00:07:23.840 --> 00:07:27.840]  如果不是鞠個躬
[00:07:27.840 --> 00:07:31.840]  是一個手術的痛楚
[00:07:31.840 --> 00:07:34.840]  為什麼他們這麼輕易就去接受
[00:07:34.840 --> 00:07:37.840]  現在很多人都是草根的階層
[00:07:37.840 --> 00:07:39.840]  就是那班信徒
[00:07:39.840 --> 00:07:42.840]  他們要停工一段時間
[00:07:42.840 --> 00:07:44.840]  他們都肯接受呢
[00:07:44.840 --> 00:07:47.840]  這個問題我們首先要回去
[00:07:47.840 --> 00:07:49.840]  就要看加泰教會
[00:07:49.840 --> 00:07:53.840]  究竟有什麼共同的特性
[00:07:53.840 --> 00:07:55.840]  我們看十三章
[00:07:55.840 --> 00:08:02.840]  就說保羅去傳完福音
[00:08:02.840 --> 00:08:05.840]  就是第一個給西大安提阿的時候
[00:08:05.840 --> 00:08:06.840]  初頭很多人信的
[00:08:06.840 --> 00:08:08.840]  誰知道第二個禮拜
[00:08:08.840 --> 00:08:11.840]  就說猶太人梳擺一些
[00:08:11.840 --> 00:08:15.840]  在當地城市一些勁儉婦女
[00:08:15.840 --> 00:08:18.840]  就是應該是外邦婦女
[00:08:18.840 --> 00:08:20.840]  不過她在那裡有權有勢
[00:08:20.840 --> 00:08:23.840]  還有城裡的顯要人物
[00:08:23.840 --> 00:08:25.840]  就去迫害保羅
[00:08:25.840 --> 00:08:26.840]  就把他驅逐出境
[00:08:26.840 --> 00:08:28.840]  你明不明白
[00:08:28.840 --> 00:08:30.840]  然後十四章
[00:08:30.840 --> 00:08:32.840]  他不是給西大安提阿
[00:08:32.840 --> 00:08:34.840]  去了第二個城市以歌念
[00:08:34.840 --> 00:08:36.840]  但跟著仍然是怎樣
[00:08:36.840 --> 00:08:38.840]  是有人信主的
[00:08:38.840 --> 00:08:40.840]  猶太人希臘人有人信主
[00:08:40.840 --> 00:08:42.840]  但結果怎樣
[00:08:42.840 --> 00:08:44.840]  又是有不順從的猶太人
[00:08:44.840 --> 00:08:46.840]  煽動外族人
[00:08:46.840 --> 00:08:49.840]  然後使他們跟弟兄們
[00:08:49.840 --> 00:08:51.840]  即是跟保羅爸爸作對
[00:08:51.840 --> 00:08:55.840]  即是對著幹
[00:08:55.840 --> 00:08:58.840]  然後又有外族人和猶太人
[00:08:58.840 --> 00:09:03.840]  連同他手裡就想要對使徒施暴
[00:09:03.840 --> 00:09:05.840]  用石頭想打他們
[00:09:05.840 --> 00:09:08.840]  繼續發展下去
[00:09:08.840 --> 00:09:15.840]  去到第三個
[00:09:15.840 --> 00:09:18.840]  比西大安提阿以歌念
[00:09:18.840 --> 00:09:20.840]  去到路斯德的城市
[00:09:20.840 --> 00:09:23.840]  又說有些人竟然是由之前
[00:09:23.840 --> 00:09:24.840]  安提阿就是第一個
[00:09:24.840 --> 00:09:26.840]  比西大安提阿那城
[00:09:26.840 --> 00:09:27.840]  連同第二個城市
[00:09:27.840 --> 00:09:28.840]  以歌念的城市
[00:09:28.840 --> 00:09:30.840]  都走來這個城市
[00:09:30.840 --> 00:09:33.840]  走來路斯德這個城市
[00:09:33.840 --> 00:09:35.840]  就去挑唆群眾
[00:09:35.840 --> 00:09:37.840]  用石頭去打死他們
[00:09:37.840 --> 00:09:40.840]  即是竟然
[00:09:40.840 --> 00:09:42.840]  你記住這些城市
[00:09:42.840 --> 00:09:45.840]  猶太人都不是majority(主要)
[00:09:45.840 --> 00:09:48.840]  但反映了這幾個城市
[00:09:48.840 --> 00:09:50.840]  猶太群體是majority(主要)
[00:09:50.840 --> 00:09:52.840]  但是它跟當地的
[00:09:52.840 --> 00:09:54.840]  一些本地的
[00:09:54.840 --> 00:09:56.840]  一些有勢力的組織
[00:09:56.840 --> 00:10:00.840]  或者影響人的社會人物
[00:10:00.840 --> 00:10:03.840]  是有聯繫的
[00:10:03.840 --> 00:10:06.840]  它可以跟那裡的人去打
[00:10:06.840 --> 00:10:08.840]  由始至終
[00:10:08.840 --> 00:10:10.840]  都不是受政府的迫害
[00:10:10.840 --> 00:10:12.840]  政府沒有參與
[00:10:12.840 --> 00:10:16.840]  但是就是猶太僑民
[00:10:16.840 --> 00:10:18.840]  那四個城市
[00:10:18.840 --> 00:10:20.840]  不斷地去搞亂
[00:10:20.840 --> 00:10:22.840]  說保羅巴巴在這四個城市
[00:10:22.840 --> 00:10:26.840]  所以最後巴巴巴去到特比
[00:10:26.840 --> 00:10:28.840]  跟著再回去
[00:10:28.840 --> 00:10:31.840]  回到剛才那幾個地方
[00:10:31.840 --> 00:10:32.840]  見不見到
[00:10:32.840 --> 00:10:34.840]  就是路斯德以歌念安提阿
[00:10:34.840 --> 00:10:36.840]  回到之前那三個城市
[00:10:36.840 --> 00:10:38.840]  加上特比就是四個城市
[00:10:38.840 --> 00:10:42.840]  就去那裡信了耶穌的人的心
[00:10:42.840 --> 00:10:45.840]  就兼顧他們的信仰
[00:10:45.840 --> 00:10:46.840]  就跟他說
[00:10:46.840 --> 00:10:47.840]  我們進入神的國
[00:10:47.840 --> 00:10:49.840]  必須經歷許多患難
[00:10:49.840 --> 00:10:51.840]  然後還設立長老
[00:10:51.840 --> 00:10:52.840]  然後就交託他們
[00:10:52.840 --> 00:10:54.840]  接著保羅巴巴就回去
[00:10:54.840 --> 00:10:56.840]  接著就說他回去
[00:10:56.840 --> 00:10:57.840]  又撒冷術積
[00:10:57.840 --> 00:10:59.840]  又做其他事情
[00:10:59.840 --> 00:11:02.840]  從這裡來說
[00:11:02.840 --> 00:11:04.840]  這些經文來說
[00:11:04.840 --> 00:11:06.840]  給我們看見什麼呢
[00:11:06.840 --> 00:11:08.840]  我們可以想像
[00:11:08.840 --> 00:11:10.840]  當保羅離開了
[00:11:10.840 --> 00:11:13.840]  加拿大省的教會的時候
[00:11:13.840 --> 00:11:16.840]  我們很合理的就去推斷
[00:11:16.840 --> 00:11:19.840]  就是這些猶僑會怎樣對這些基督徒
[00:11:19.840 --> 00:11:22.840]  應該至少還有一些滋擾
[00:11:22.840 --> 00:11:24.840]  還有壓力 還有滋擾
[00:11:24.840 --> 00:11:26.840]  所以呢
[00:11:26.840 --> 00:11:31.840]  所以其實一個合理的處理
[00:11:31.840 --> 00:11:35.840]  合理的處境的看法就是
[00:11:35.840 --> 00:11:38.840]  保羅走了之後
[00:11:38.840 --> 00:11:45.840]  猶僑是繼續迫害這班少數的教會的人
[00:11:45.840 --> 00:11:46.840]  那有什麼辦法呢
[00:11:46.840 --> 00:11:48.840]  可以減少搞擾呢
[00:11:48.840 --> 00:11:51.840]  你只要融入猶太教
[00:11:51.840 --> 00:11:54.840]  你就可以減少迫害了
[00:11:54.840 --> 00:11:57.840]  加拿大需要一句說話
[00:11:57.840 --> 00:11:58.840]  很重要的
[00:11:58.840 --> 00:12:00.840]  在第六章那裡
[00:12:00.840 --> 00:12:03.840]  那些想在
[00:12:03.840 --> 00:12:06.840]  保羅說了很長篇的信仰論辯的時候
[00:12:06.840 --> 00:12:11.840]  他說那些在肉體上炎耀的人
[00:12:11.840 --> 00:12:15.840]  在傳給他們聽說你要割了才信耶穌
[00:12:15.840 --> 00:12:17.840]  強迫你去受割
[00:12:17.840 --> 00:12:20.840]  只不過是為了什麼
[00:12:20.840 --> 00:12:26.840]  避免自己因基督的十字架受迫害
[00:12:26.840 --> 00:12:28.840]  你看看六章十二節
[00:12:28.840 --> 00:12:31.840]  其實是十一至十六節
[00:12:31.840 --> 00:12:34.840]  都是在說這件事
[00:12:34.840 --> 00:12:39.840]  這個就解釋了我剛才那個問題
[00:12:39.840 --> 00:12:45.840]  為什麼一個受信耶穌要加為國禮得救的
[00:12:45.840 --> 00:12:47.840]  另一個福音呢
[00:12:47.840 --> 00:12:49.840]  為什麼可以在加拿大大會受到
[00:12:49.840 --> 00:12:53.840]  老實說如果這個福音傳了來中國
[00:12:53.840 --> 00:12:56.840]  有人來中國那裡說
[00:12:56.840 --> 00:12:58.840]  所有信耶穌的人的成年人
[00:12:58.840 --> 00:13:01.840]  你要割才可以信耶穌
[00:13:01.840 --> 00:13:04.840]  你猜我們中國人會不會信耶穌呢
[00:13:04.840 --> 00:13:07.840]  會的
[00:13:07.840 --> 00:13:09.840]  少一點
[00:13:09.840 --> 00:13:11.840]  會的有什麼好處
[00:13:11.840 --> 00:13:13.840]  我們中國人會問的
[00:13:13.840 --> 00:13:16.840]  多數都會問清楚
[00:13:16.840 --> 00:13:18.840]  為什麼會這樣做
[00:13:18.840 --> 00:13:19.840]  不單止是痛
[00:13:19.840 --> 00:13:21.840]  現在很容易受感染
[00:13:21.840 --> 00:13:24.840]  剛才說過手停口停
[00:13:24.840 --> 00:13:31.840]  但是從這個背景和加拉太書所說的
[00:13:31.840 --> 00:13:35.840]  就反映了其實是有好處的
[00:13:35.840 --> 00:13:37.840]  長痛不如短痛
[00:13:37.840 --> 00:13:39.840]  我割了痛十天
[00:13:39.840 --> 00:13:41.840]  我不割
[00:13:41.840 --> 00:13:47.840]  整天被城市裡的油條組織走過來
[00:13:47.840 --> 00:13:49.840]  整天搞擾我
[00:13:49.840 --> 00:13:51.840]  我割了
[00:13:51.840 --> 00:13:54.840]  我可以說我自己歸入了猶太教
[00:13:54.840 --> 00:13:55.840]  我雖然是外邦人
[00:13:55.840 --> 00:14:00.840]  但是我說明去找誰拉比去割的
[00:14:00.840 --> 00:14:03.840]  其實好像今天洗禮政一樣
[00:14:03.840 --> 00:14:06.840]  會註明了你是誰誰拉比
[00:14:06.840 --> 00:14:09.840]  在什麼時候問到你的信德
[00:14:09.840 --> 00:14:11.840]  問到你的信德
[00:14:11.840 --> 00:14:13.840]  你願不願意守回猶太節旗
[00:14:13.840 --> 00:14:16.840]  或者等等各樣的基礎信德
[00:14:16.840 --> 00:14:18.840]  我割
[00:14:18.840 --> 00:14:20.840]  油條來看我就展示給你看
[00:14:20.840 --> 00:14:26.840]  我其實也是貴化了猶太教的一群
[00:14:26.840 --> 00:14:32.840]  我們就可以免去長痛
[00:14:32.840 --> 00:14:39.840]  就可以減少了被油條去逼迫
[00:14:39.840 --> 00:14:42.840]  去保羅受逼迫
[00:14:42.840 --> 00:14:44.840]  找石頭扔
[00:14:44.840 --> 00:14:48.840]  大家有沒有試過被人找石頭扔過
[00:14:48.840 --> 00:14:50.840]  有沒有
[00:14:50.840 --> 00:14:51.840]  我沒有
[00:14:51.840 --> 00:14:55.840]  不過試過被石仔車走過彈過
[00:14:55.840 --> 00:14:56.840]  真的很痛
[00:14:56.840 --> 00:15:00.840]  就這樣被貨車後面的石仔彈過來
[00:15:00.840 --> 00:15:02.840]  幸好不是彈爛
[00:15:02.840 --> 00:15:04.840]  我真的會受傷
[00:15:04.840 --> 00:15:07.840]  如果那時候找石頭去扔
[00:15:07.840 --> 00:15:08.840]  好像保羅那樣
[00:15:08.840 --> 00:15:11.840]  保羅就有上帝護體
[00:15:11.840 --> 00:15:13.840]  死了突然彈不起來
[00:15:13.840 --> 00:15:16.840]  可以走回去城市
[00:15:16.840 --> 00:15:18.840]  我不知道行不行
[00:15:18.840 --> 00:15:20.840]  在這麼多的軟弱之下
[00:15:20.840 --> 00:15:22.840]  很多創辦的教會的時候
[00:15:22.840 --> 00:15:30.840]  他們就很可能接受了這幫叫做國禮派的神學
[00:15:30.840 --> 00:15:33.840]  用神學的理由為藉口
[00:15:33.840 --> 00:15:34.840]  可以這樣說
[00:15:34.840 --> 00:15:38.840]  以神學的理由為藉口
[00:15:38.840 --> 00:15:48.840]  然後就令到加拿大教會可以免受保羅被逼迫的牽連
[00:15:48.840 --> 00:15:51.840]  在加拿大書四章那裏
[00:15:51.840 --> 00:15:53.840]  保羅有這樣說過
[00:15:53.840 --> 00:15:58.840]  在加拿大書四章
[00:15:58.840 --> 00:16:04.840]  十七節
[00:16:05.840 --> 00:16:08.840]  那些熱心待你們的人
[00:16:08.840 --> 00:16:14.840]  就是那些很熱心傳國禮福音的那幫Troublemaker
[00:16:14.840 --> 00:16:18.840]  那幫假教師
[00:16:18.840 --> 00:16:19.840]  信耶穌是重要
[00:16:19.840 --> 00:16:22.840]  不過信耶穌要加上國禮師特教的這幫人
[00:16:22.840 --> 00:16:25.840]  其實都是想隔絕你們
[00:16:25.840 --> 00:16:26.840]  好使你們熱心待他們
[00:16:26.840 --> 00:16:28.840]  隔絕我和你
[00:16:28.840 --> 00:16:30.840]  在善事上時
[00:16:30.840 --> 00:16:33.840]  熱心待他們卻不只是我與你們同在的時候
[00:16:33.840 --> 00:16:36.840]  我的孩子我為你們受了生產之苦
[00:16:36.840 --> 00:16:38.840]  我期望現今就在你們眼裏
[00:16:38.840 --> 00:16:40.840]  因為我為你們心裏難過
[00:16:40.840 --> 00:16:43.840]  這個除了表達保羅對你的愛之外
[00:16:43.840 --> 00:16:47.840]  亦都反映了很可能就是這幫假師傅
[00:16:47.840 --> 00:16:51.840]  想離間加拿大教會和保羅
[00:16:51.840 --> 00:16:54.840]  你不要和他們走得這麼近
[00:16:54.840 --> 00:16:56.840]  走得這麼近你會被人迫害
[00:16:56.840 --> 00:17:07.840]  所以其實加泰書是討論一些神學的主題
[00:17:07.840 --> 00:17:11.840]  特別是怎樣為之恩順清義得救
[00:17:11.840 --> 00:17:15.840]  但這些主題是有一個很具體的處境
[00:17:15.840 --> 00:17:25.840]  就是我可不可應為了減少猶太人對我的迫害
[00:17:25.840 --> 00:17:28.840]  我去做這些事
[00:17:28.840 --> 00:17:33.840]  我可不可以先歸入猶太教
[00:17:33.840 --> 00:17:35.840]  然後才信耶穌
[00:17:35.840 --> 00:17:40.840]  因為我仍然存在外邦人的身份去信耶穌
[00:17:40.840 --> 00:17:47.840]  那些油橋就可以找城市有勢力人士去整天搞我
[00:17:47.840 --> 00:17:51.840]  那不如我加入他們的一份子
[00:17:51.840 --> 00:17:55.840]  只不過我另外在那時是信奉耶穌
[00:17:55.840 --> 00:17:57.840]  我是跟隨耶穌
[00:17:57.840 --> 00:17:59.840]  這都是一個妥協來的
[00:17:59.840 --> 00:18:01.840]  很好的
[00:18:01.840 --> 00:18:03.840]  有什麼問題呢?
[00:18:03.840 --> 00:18:13.840]  在這個時候我覺得保羅就開始去回應問題
[00:18:13.840 --> 00:18:18.840]  去說什麼為之信耶穌
[00:18:18.840 --> 00:18:21.840]  這也是六章
[00:18:21.840 --> 00:18:24.840]  剛才十二節
[00:18:24.840 --> 00:18:26.840]  不用拍的
[00:18:26.840 --> 00:18:28.840]  你之前沒看過經文
[00:18:28.840 --> 00:18:35.840]  十二節就說那些叫你國禮的人
[00:18:35.840 --> 00:18:42.840]  無非都是希望你用國禮去逃避為了十字架而來的迫害
[00:18:42.840 --> 00:18:44.840]  這是接著來的
[00:18:44.840 --> 00:18:47.840]  其實受過禮的人他自己都沒有遵守律法
[00:18:47.840 --> 00:18:50.840]  沒有遵守所有的律法
[00:18:50.840 --> 00:18:52.840]  反而想要你們受國禮
[00:18:52.840 --> 00:18:56.840]  目的只不過是想拿你們的肉體來誇口
[00:18:56.840 --> 00:18:57.840]  至於我
[00:18:57.840 --> 00:19:00.840]  接著我就絕不以別的誇口
[00:19:00.840 --> 00:19:03.840]  指誇我們的主耶穌的十字架
[00:19:03.840 --> 00:19:05.840]  很熟悉
[00:19:05.840 --> 00:19:08.840]  十字架我已經釘在
[00:19:08.840 --> 00:19:11.840]  對我來說世界已經釘在十字架
[00:19:11.840 --> 00:19:14.840]  世界來說我已經釘在十字架裏面
[00:19:16.840 --> 00:19:19.840]  保羅但凡用七公我
[00:19:19.840 --> 00:19:22.840]  就不是說他個人的領受
[00:19:22.840 --> 00:19:25.840]  因為保羅書信和其他書信
[00:19:25.840 --> 00:19:28.840]  我每次提不同的
[00:19:28.840 --> 00:19:31.840]  你看過多少前書都是
[00:19:31.840 --> 00:19:35.840]  所有保羅書信和彼得書信最大的特色就是
[00:19:35.840 --> 00:19:38.840]  保羅書信很多時候有長長的我
[00:19:38.840 --> 00:19:41.840]  長長說我是誰
[00:19:41.840 --> 00:19:43.840]  我不以福音為止
[00:19:43.840 --> 00:19:44.840]  記不記得
[00:19:44.840 --> 00:19:47.840]  這福音本是神的大難要求一切相信的
[00:19:47.840 --> 00:19:48.840]  是不是
[00:19:48.840 --> 00:19:49.840]  或者這裡
[00:19:49.840 --> 00:19:51.840]  又或者
[00:19:51.840 --> 00:19:54.840]  還有誰
[00:19:54.840 --> 00:19:55.840]  我呀
[00:19:55.840 --> 00:20:01.840]  之前我已經釘在十字架
[00:20:01.840 --> 00:20:03.840]  我不是以為自己得罪了
[00:20:03.840 --> 00:20:05.840]  我只有一件事就是忘記保羅在我面前
[00:20:05.840 --> 00:20:07.840]  肥牛比書三章
[00:20:07.840 --> 00:20:08.840]  是不是
[00:20:08.840 --> 00:20:10.840]  還有沒有
[00:20:13.840 --> 00:20:16.840]  我雖是自由的無人客管
[00:20:16.840 --> 00:20:18.840]  但是為了眾人福
[00:20:18.840 --> 00:20:20.840]  我寧願做眾人的無人客管
[00:20:20.840 --> 00:20:21.840]  猶太人
[00:20:21.840 --> 00:20:22.840]  你記不記得
[00:20:22.840 --> 00:20:25.840]  無論如何我總要救世人
[00:20:25.840 --> 00:20:27.840]  我為基督的福音
[00:20:27.840 --> 00:20:29.840]  我寧願做
[00:20:29.840 --> 00:20:31.840]  所做的都是為了福音而活
[00:20:31.840 --> 00:20:35.840]  好叫我能成為福音的伙伴或者同胞
[00:20:35.840 --> 00:20:39.840]  所有的我
[00:20:39.840 --> 00:20:41.840]  這些彼得書信和約翰書信
[00:20:41.840 --> 00:20:43.840]  我都沒有見過
[00:20:43.840 --> 00:20:46.840]  因為保羅很多時候是游說的方式
[00:20:46.840 --> 00:20:49.840]  當你這樣讀那封書信的時候
[00:20:49.840 --> 00:20:53.840]  那個的我就變成誰
[00:20:53.840 --> 00:20:57.840]  就不是保羅了
[00:20:57.840 --> 00:20:58.840]  就變成什麼
[00:20:58.840 --> 00:21:00.840]  就變成聽眾群體了
[00:21:00.840 --> 00:21:03.840]  所以很多時長長的我
[00:21:03.840 --> 00:21:06.840]  保羅是在傳達
[00:21:06.840 --> 00:21:09.840]  基督徒的一些核心價值
[00:21:09.840 --> 00:21:10.840]  什麼叫基督徒
[00:21:10.840 --> 00:21:12.840]  很多時就是那個
[00:21:12.840 --> 00:21:14.840]  不要說無論如何總要救世
[00:21:14.840 --> 00:21:16.840]  只要只是保羅醫書教士
[00:21:16.840 --> 00:21:18.840]  和我哥倫多教會無關的
[00:21:18.840 --> 00:21:20.840]  錯
[00:21:20.840 --> 00:21:22.840]  保羅就是游說哥倫多教會
[00:21:22.840 --> 00:21:25.840]  你都要為了福音而活
