
[00:00:00.000 --> 00:00:03.000]  全球的弟兄姐妹們大家平安
[00:02:03.000 --> 00:02:08.000]  所以我們今天想從以色列書第40章為主體來思想
[00:02:08.000 --> 00:02:10.000]  以色列在那呼聲當中
[00:02:10.000 --> 00:02:12.000]  今天仍然竊聽
[00:02:12.000 --> 00:02:14.000]  它的言語它的預言
[00:02:14.000 --> 00:02:18.000]  它的紀律到今天還是值地有聲
[00:02:18.000 --> 00:02:20.000]  所以這個不但是契合當時
[00:02:20.000 --> 00:02:23.000]  早前第八世紀第七世紀第六世紀
[00:02:23.000 --> 00:02:25.000]  第五世紀的需要
[00:02:25.000 --> 00:02:27.000]  今天一樣竊聽了
[00:02:27.000 --> 00:02:32.000]  它提供我們一個很深層反式的提醒
[00:02:32.000 --> 00:02:35.000]  所以我們今天要從以色列書第40章
[00:02:35.000 --> 00:02:38.000]  集中在第一到第十一節來思想
[00:02:38.000 --> 00:02:40.000]  先知以色列
[00:02:40.000 --> 00:02:43.000]  它如何來預備一個新時代的來到
[00:02:43.000 --> 00:02:46.000]  也提醒百姓像我們今天每一位
[00:02:46.000 --> 00:02:49.000]  神有嚴厲的審判跟警戒
[00:02:49.000 --> 00:02:52.000]  就像39章以前所講的
[00:02:52.000 --> 00:02:54.000]  猶大國必要滅亡
[00:02:54.000 --> 00:02:56.000]  但是將來之後呢
[00:02:56.000 --> 00:02:59.000]  有更多的安慰與復興
[00:02:59.000 --> 00:03:01.000]  而且進一步要預備我們
[00:03:01.000 --> 00:03:05.000]  見證神榮耀新時代的來臨
[00:03:05.000 --> 00:03:07.000]  我想我們都確信
[00:03:07.000 --> 00:03:10.000]  疫情一定會過去的
[00:03:10.000 --> 00:03:13.000]  等疫情過後以後
[00:03:13.000 --> 00:03:15.000]  什麼可以永遠長存呢
[00:03:15.000 --> 00:03:17.000]  神的話語永遠長存
[00:03:17.000 --> 00:03:19.000]  祂永恆的旨意永遠長存
[00:03:19.000 --> 00:03:21.000]  祂救贖恩典永遠長存
[00:03:21.000 --> 00:03:24.000]  祂的恩典慈愛永遠長存
[00:03:24.000 --> 00:03:26.000]  神掌權
[00:03:26.000 --> 00:03:28.000]  人悔改
[00:03:28.000 --> 00:03:30.000]  我相信這是神的話語的應許
[00:03:30.000 --> 00:03:33.000]  今天仍然真實的
[00:03:33.000 --> 00:03:39.000]  因此我們可以有超越疫情的安慰與榮耀
[00:03:39.000 --> 00:03:41.000]  因此第40章
[00:03:41.000 --> 00:03:43.000]  以賽亞書上宣告說
[00:03:43.000 --> 00:03:45.000]  耶和華的榮耀必然顯現
[00:03:45.000 --> 00:03:48.000]  凡有血去的必一同看見
[00:03:48.000 --> 00:03:52.000]  因為這是耶和華親口說的
[00:03:52.000 --> 00:03:55.000]  我想當時以賽亞蒙照的時候
[00:03:55.000 --> 00:03:58.000]  他已經看見這個意象
[00:03:58.000 --> 00:04:02.000]  他看見天使沙伯彼此的呼喊說
[00:04:02.000 --> 00:04:06.000]  聖哉聖哉聖哉萬君之耶和華
[00:04:06.000 --> 00:04:09.000]  祂的榮光充滿全力
[00:04:09.000 --> 00:04:13.000]  我相信今天神的話語照樣向我們來宣告
[00:04:13.000 --> 00:04:16.000]  祂的榮光充滿全力
[00:04:16.000 --> 00:04:19.000]  所以疫情來到大家慌張失措
[00:04:19.000 --> 00:04:22.000]  大家非常恐懼緊張
[00:04:22.000 --> 00:04:27.000]  但是這是一個置之死地而獲得復興
[00:04:27.000 --> 00:04:31.000]  第40章以賽亞書是一個尖銳
[00:04:31.000 --> 00:04:33.000]  很突然的轉折點
[00:04:33.000 --> 00:04:35.000]  它是安慰的信息
[00:04:35.000 --> 00:04:37.000]  它是救贖的信息
[00:04:37.000 --> 00:04:39.000]  它是赦免的信息
[00:04:39.000 --> 00:04:41.000]  也是歸為神所賞賜的
[00:04:41.000 --> 00:04:44.000]  應許的加拿大美帝的一個應許
[00:04:44.000 --> 00:04:47.000]  但之前的39章就是很大的一個落差
[00:04:47.000 --> 00:04:50.000]  39章以前講的是災難
[00:04:50.000 --> 00:04:51.000]  講的是被擄
[00:04:51.000 --> 00:04:53.000]  講的是滅亡
[00:04:53.000 --> 00:04:54.000]  都應驗了
[00:04:54.000 --> 00:04:56.000]  今天疫情來到
[00:04:56.000 --> 00:04:58.000]  我們也是突如其來
[00:04:58.000 --> 00:04:59.000]  我們損失巨大
[00:04:59.000 --> 00:05:01.000]  到現在100多萬人上市
[00:05:01.000 --> 00:05:06.000]  光美國就將近21萬出口的人已經上升了
[00:05:06.000 --> 00:05:08.000]  所以神應許
[00:05:08.000 --> 00:05:12.000]  這一次是第八世紀應許的一次
[00:05:12.000 --> 00:05:15.000]  以這個人將來會再次的大復興
[00:05:15.000 --> 00:05:17.000]  避免從前的衝突
[00:05:17.000 --> 00:05:20.000]  今天神怎麼應許我們呢
[00:05:20.000 --> 00:05:24.000]  我們深信屬靈的復興也是如此
[00:05:24.000 --> 00:05:27.000]  今天的世代沒有兩樣
[00:05:27.000 --> 00:05:32.000]  屬靈的復興經常是置之死地而後的復興
[00:05:32.000 --> 00:05:34.000]  任何一個被檢選的民族
[00:05:34.000 --> 00:05:37.000]  任何一個被檢選的族群
[00:05:37.000 --> 00:05:38.000]  包括教會
[00:05:38.000 --> 00:05:40.000]  包括個人
[00:05:40.000 --> 00:05:44.000]  都必須要經歷這樣絕處逢生的經歷
[00:05:44.000 --> 00:05:47.000]  被神檢選的族群都是一樣的
[00:05:47.000 --> 00:05:48.000]  中外古今
[00:05:48.000 --> 00:05:49.000]  以色列人
[00:05:49.000 --> 00:05:50.000]  外邦人
[00:05:50.000 --> 00:05:52.000]  我們現在的基督徒
[00:05:52.000 --> 00:05:54.000]  沒有兩樣
[00:05:54.000 --> 00:05:55.000]  群體如此
[00:05:55.000 --> 00:05:57.000]  個人也是一樣
[00:05:57.000 --> 00:06:00.000]  沒有拆毀就沒有建造
[00:06:00.000 --> 00:06:03.000]  沒有審判就沒有就文
[00:06:03.000 --> 00:06:06.000]  沒有悔改就沒有赦罪
[00:06:06.000 --> 00:06:10.000]  沒有捷徑就沒有怨吶
[00:06:10.000 --> 00:06:11.000]  重點是
[00:06:11.000 --> 00:06:16.000]  那我們怎麼樣進入超越疫情的安慰與榮耀呢
[00:06:16.000 --> 00:06:17.000]  這是神的應許
[00:06:17.000 --> 00:06:19.000]  那我們怎麼進入呢
[00:06:19.000 --> 00:06:22.000]  以色列書在第四十章就發出一個戰狼的呼聲
[00:06:22.000 --> 00:06:23.000]  他傳揚
[00:06:23.000 --> 00:06:25.000]  他要我們也來傳揚
[00:06:25.000 --> 00:06:28.000]  所以我想今天從四大方面跟大家來分享
[00:06:28.000 --> 00:06:29.000]  怎麼樣來個進入
[00:06:29.000 --> 00:06:30.000]  來個得著
[00:06:30.000 --> 00:06:32.000]  讓我們超越疫情的安慰與榮耀
[00:06:32.000 --> 00:06:35.000]  首先第一到第二節
[00:06:35.000 --> 00:06:37.000]  講到上帝的聖捷
[00:06:37.000 --> 00:06:38.000]  神的聖捷
[00:06:38.000 --> 00:06:39.000]  以及我們人的根心
[00:06:39.000 --> 00:06:42.000]  就是悔改根心
[00:06:42.000 --> 00:06:44.000]  第三節到第五節是講到
[00:06:44.000 --> 00:06:47.000]  那我們悔改根心之後
[00:06:47.000 --> 00:06:50.000]  現今的生活與榮耀的顯現
[00:06:50.000 --> 00:06:53.000]  有什麼關聯呢
[00:06:53.000 --> 00:06:55.000]  到了第六節第八節
[00:06:55.000 --> 00:06:58.000]  第二次的聲音讓呼喊說
[00:06:58.000 --> 00:07:02.000]  那神的話語就見證他永遠的榮耀
[00:07:02.000 --> 00:07:06.000]  神的話語真實信實永遠長存
[00:07:06.000 --> 00:07:08.000]  第九節到第十一節
[00:07:08.000 --> 00:07:10.000]  他就講到兩件事
[00:07:10.000 --> 00:07:12.000]  神賞賜給我們生命的信息
[00:07:12.000 --> 00:07:14.000]  同時賞賜給我們生命的侍奉
[00:07:14.000 --> 00:07:16.000]  現在明白了
[00:07:16.000 --> 00:07:18.000]  我們將這些信息活出來
[00:07:18.000 --> 00:07:20.000]  成為一個見證
[00:07:20.000 --> 00:07:23.000]  所以我們就先從第一段來看
[00:07:23.000 --> 00:07:27.000]  上帝的聖捷與人的根心
[00:07:27.000 --> 00:07:29.000]  這是第一第二節
[00:07:29.000 --> 00:07:32.000]  這邊的經文這樣說
[00:07:32.000 --> 00:07:35.000]  經文說
[00:07:35.000 --> 00:07:36.000]  你們的神說
[00:07:36.000 --> 00:07:38.000]  你們要安慰安慰我的百姓
[00:07:38.000 --> 00:07:41.000]  要對耶路撒冷說安慰的話
[00:07:41.000 --> 00:07:42.000]  又向他宣告說
[00:07:42.000 --> 00:07:44.000]  征戰的日子已經滿了
[00:07:44.000 --> 00:07:46.000]  他的罪孽赦免了
[00:07:46.000 --> 00:07:48.000]  他為自己的一切罪
[00:07:48.000 --> 00:07:52.000]  從耶和華手中加倍受罰
[00:07:52.000 --> 00:07:54.000]  這裡講到神的聖捷
[00:07:54.000 --> 00:07:57.000]  所以他讓他們加倍受罰
[00:07:57.000 --> 00:07:59.000]  但同時他是個安慰者
[00:07:59.000 --> 00:08:03.000]  他說一批都就說安慰吧安慰吧
[00:08:03.000 --> 00:08:05.000]  神是真正的安慰者
[00:08:05.000 --> 00:08:07.000]  也只有他能夠真正安慰人
[00:08:07.000 --> 00:08:10.000]  他領導憂傷痛悔的人
[00:08:10.000 --> 00:08:12.000]  這是根心與安慰的信息
[00:08:12.000 --> 00:08:14.000]  很明顯安慰了我們
[00:08:14.000 --> 00:08:16.000]  當然在根心之前
[00:08:16.000 --> 00:08:18.000]  神有責備
[00:08:18.000 --> 00:08:19.000]  他要對付
[00:08:19.000 --> 00:08:22.000]  他要修檢
[00:08:22.000 --> 00:08:23.000]  他要煉淨
[00:08:23.000 --> 00:08:25.000]  也是很徹底的
[00:08:25.000 --> 00:08:27.000]  這裡安慰也是徹底的
[00:08:27.000 --> 00:08:29.000]  加倍受罰
[00:08:29.000 --> 00:08:32.000]  但現在要兩次安慰安慰
[00:08:32.000 --> 00:08:35.000]  安慰的信息當然是需要的
[00:08:35.000 --> 00:08:37.000]  所以這裡用安慰安慰一開始
[00:08:37.000 --> 00:08:39.000]  其實這是個很典型的以賽爾風格
[00:08:39.000 --> 00:08:41.000]  其實它是兩個起始句
[00:08:41.000 --> 00:08:43.000]  兩個起始句的疊句
[00:08:43.000 --> 00:08:45.000]  安慰吧安慰吧
[00:08:45.000 --> 00:08:47.000]  要安慰要安慰
[00:08:47.000 --> 00:08:50.000]  表明很簡單
[00:08:50.000 --> 00:08:52.000]  神的心意就是要安慰
[00:08:52.000 --> 00:08:55.000]  不管以前是審判多麼嚴厲
[00:08:55.000 --> 00:08:56.000]  人多麼敗壞
[00:08:56.000 --> 00:08:57.000]  現在回轉了
[00:08:57.000 --> 00:08:59.000]  神說安慰吧安慰吧
[00:08:59.000 --> 00:09:01.000]  要安慰我的百姓
[00:09:01.000 --> 00:09:04.000]  所以這是神的心意跟神的命令
[00:09:04.000 --> 00:09:06.000]  第二件事情可能表明說
[00:09:06.000 --> 00:09:08.000]  安慰很重要
[00:09:08.000 --> 00:09:10.000]  安慰很必要
[00:09:10.000 --> 00:09:11.000]  我不用多說
[00:09:11.000 --> 00:09:13.000]  大家知道誰不喜歡得安慰
[00:09:13.000 --> 00:09:15.000]  在現在這種兵荒馬亂
[00:09:15.000 --> 00:09:18.000]  好像我們就不知道前途如何了
[00:09:18.000 --> 00:09:19.000]  大家都需要安慰
[00:09:19.000 --> 00:09:22.000]  因為安慰是這麼重要跟必要
[00:09:22.000 --> 00:09:24.000]  所以重複的命令
[00:09:24.000 --> 00:09:28.000]  要安慰要安慰我的百姓
[00:09:28.000 --> 00:09:30.000]  這是非常明顯的以賽爾風格
[00:09:30.000 --> 00:09:32.000]  因為祂知道
[00:09:32.000 --> 00:09:37.000]  羞辱軟弱失敗會過去
[00:09:37.000 --> 00:09:38.000]  在基督裡面
[00:09:38.000 --> 00:09:41.000]  這是迫切需要安慰的時刻
[00:09:41.000 --> 00:09:42.000]  現在是一個新的開始
[00:09:42.000 --> 00:09:43.000]  我們要歸回
[00:09:43.000 --> 00:09:46.000]  要得安慰要得門院
[00:09:46.000 --> 00:09:48.000]  我相信在今天的世代
[00:09:48.000 --> 00:09:51.000]  無論你在美國在中國在香港
[00:09:51.000 --> 00:09:54.000]  在台灣在其他任何地方
[00:09:54.000 --> 00:09:57.000]  疫情當中也必如此
[00:09:57.000 --> 00:09:58.000]  只要人願意回轉
[00:09:58.000 --> 00:10:01.000]  神總是有安慰的信息
[00:10:01.000 --> 00:10:03.000]  不僅是信息
[00:10:03.000 --> 00:10:06.000]  神總是有安慰的行動
[00:10:06.000 --> 00:10:09.000]  所以祂這裡再次要更新
[00:10:09.000 --> 00:10:11.000]  百姓的關係
[00:10:11.000 --> 00:10:12.000]  你注意看到這裡
[00:10:12.000 --> 00:10:14.000]  神怎麼稱呼呢
[00:10:14.000 --> 00:10:17.000]  祂說安慰我的百姓
[00:10:17.000 --> 00:10:20.000]  這個是很簡單的一個字
[00:10:20.000 --> 00:10:22.000]  原文只有一個字
[00:10:22.000 --> 00:10:24.000]  我們中文把它翻譯成我的百姓
[00:10:24.000 --> 00:10:26.000]  簡單的一稱我的百姓
[00:10:26.000 --> 00:10:30.000]  其實道盡了神很多那種憐憫恩典
[00:10:30.000 --> 00:10:33.000]  用成今天白話上來說
[00:10:33.000 --> 00:10:34.000]  我的好孩子
[00:10:34.000 --> 00:10:35.000]  差不多這個意思
[00:10:35.000 --> 00:10:37.000]  你先怎麼樣不打緊
[00:10:37.000 --> 00:10:39.000]  我原諒你了
[00:10:39.000 --> 00:10:43.000]  安慰我的孩子
[00:10:43.000 --> 00:10:45.000]  何等大的安慰
[00:10:45.000 --> 00:10:50.000]  因為終究神為百姓預備了救贖之道
[00:10:50.000 --> 00:10:52.000]  當然像剛才講過了
[00:10:52.000 --> 00:10:53.000]  我們也明白
[00:10:53.000 --> 00:10:56.000]  聖經也三番兩次這樣來提醒我們
[00:10:56.000 --> 00:11:00.000]  赦免饒恕當然是有代價
[00:11:00.000 --> 00:11:01.000]  從來有代價
[00:11:01.000 --> 00:11:03.000]  這代價誰付呢
[00:11:03.000 --> 00:11:05.000]  不是因為他們加倍受罰付的
[00:11:05.000 --> 00:11:06.000]  不是這個意思
[00:11:06.000 --> 00:11:09.000]  這個代價不是人能負擔得起的
[00:11:09.000 --> 00:11:12.000]  人因為這樣受苦是理所當然
[00:11:12.000 --> 00:11:13.000]  是罪有應得的
[00:11:13.000 --> 00:11:15.000]  是罪由自取的
[00:11:15.000 --> 00:11:18.000]  只有基督這受苦的僕人
[00:11:18.000 --> 00:11:19.000]  才能夠拯救
[00:11:19.000 --> 00:11:21.000]  才能真正安慰到人
[00:11:21.000 --> 00:11:22.000]  將來再往後講
[00:11:22.000 --> 00:11:24.000]  你可以看得出來
[00:11:24.000 --> 00:11:25.000]  在以色列的僕人之歌
[00:11:25.000 --> 00:11:27.000]  受苦的僕人之歌
[00:11:27.000 --> 00:11:30.000]  你可以看得非常的清楚
[00:11:30.000 --> 00:11:32.000]  所以這裡再次提醒
[00:11:32.000 --> 00:11:35.000]  以色列人曾經加倍受罰
[00:11:35.000 --> 00:11:37.000]  越是敗壞的
[00:11:37.000 --> 00:11:39.000]  越是驕傲的不肯悔改的
[00:11:39.000 --> 00:11:42.000]  越是被你抵擋的
[00:11:42.000 --> 00:11:44.000]  就加倍受罰
[00:11:44.000 --> 00:11:47.000]  所以你看今天願意小心防疫的
[00:11:47.000 --> 00:11:49.000]  那個question就小
[00:11:49.000 --> 00:11:51.000]  那些很驕傲自大的
[00:11:51.000 --> 00:11:52.000]  你看那個question就大
[00:11:52.000 --> 00:11:54.000]  我就不提是哪個國家哪個族群了
[00:11:54.000 --> 00:11:57.000]  全世界都是這個樣子
[00:11:57.000 --> 00:11:59.000]  以色列也宣告
[00:11:59.000 --> 00:12:04.000]  我要加倍報應他們的罪孽
[00:12:04.000 --> 00:12:07.000]  伯里米見證了耶路撒冷神的滅亡
[00:12:07.000 --> 00:12:09.000]  猶大的亡國
[00:12:09.000 --> 00:12:15.000]  所以他說我要加倍報應他們的罪孽
[00:12:15.000 --> 00:12:16.000]  伯里米這樣提醒
[00:12:16.000 --> 00:12:18.000]  但現在呢
[00:12:18.000 --> 00:12:20.000]  以色列預言告訴我們說
[00:12:20.000 --> 00:12:22.000]  征戰的日子已經滿了
[00:12:22.000 --> 00:12:23.000]  時間滿足了
[00:12:23.000 --> 00:12:26.000]  他的罪孽就赦免了
[00:12:26.000 --> 00:12:27.000]  百姓的罪孽
[00:12:27.000 --> 00:12:29.000]  不管是多大的罪孽都赦免了
[00:12:29.000 --> 00:12:33.000]  神要再次恩待以色列人
[00:12:33.000 --> 00:12:35.000]  應許一個重新開始的機會
[00:12:35.000 --> 00:12:39.000]  今天我們的世代沒有兩樣
[00:12:39.000 --> 00:12:41.000]  只要我們願意迴轉
[00:12:41.000 --> 00:12:43.000]  迴轉到神的道上
[00:12:43.000 --> 00:12:45.000]  神再次恩待我們
[00:12:45.000 --> 00:12:47.000]  有個新的開始
[00:12:47.000 --> 00:12:49.000]  因此安慰
[00:12:49.000 --> 00:12:52.000]  要安慰我的百姓
[00:12:52.000 --> 00:12:54.000]  安慰的話語真是有必要的
[00:12:54.000 --> 00:12:56.000]  但真正必要的是需要一個
[00:12:56.000 --> 00:13:00.000]  有恩典、有能力的安慰者
[00:13:00.000 --> 00:13:03.000]  接下來你會看得更清楚
[00:13:03.000 --> 00:13:07.000]  以色列書的信息非常清晰
[00:13:07.000 --> 00:13:10.000]  就是誰是真正的安慰者呢
[00:13:10.000 --> 00:13:12.000]  以色列書在往下到第51章
[00:13:12.000 --> 00:13:13.000]  他這樣講
[00:13:13.000 --> 00:13:16.000]  他說耶和華救贖的民必歸回
[00:13:16.000 --> 00:13:18.000]  就是迴轉、迴改了
[00:13:18.000 --> 00:13:20.000]  歌唱來到喜安
[00:13:20.000 --> 00:13:23.000]  永樂必歸到他們的頭上
[00:13:23.000 --> 00:13:26.000]  他們必得到歡喜快樂
[00:13:26.000 --> 00:13:29.000]  憂愁嘆息盡都逃避
[00:13:29.000 --> 00:13:30.000]  這多好
[00:13:30.000 --> 00:13:32.000]  但是第12節他提醒很清楚
[00:13:32.000 --> 00:13:34.000]  我用我的翻譯這樣來說
[00:13:34.000 --> 00:13:35.000]  第12節說
[00:13:35.000 --> 00:13:38.000]  唯有我 只有我
[00:13:38.000 --> 00:13:41.000]  才是安慰你們的那一位
[00:13:41.000 --> 00:13:44.000]  是安慰你們的
[00:13:44.000 --> 00:13:46.000]  以色列很清晰的說
[00:13:46.000 --> 00:13:48.000]  是你們會得到歡喜快樂
[00:13:48.000 --> 00:13:50.000]  憂愁嘆息都逃避
[00:13:50.000 --> 00:13:51.000]  這是好的無比
[00:13:51.000 --> 00:13:53.000]  但是只有我
[00:13:53.000 --> 00:13:55.000]  只有我才是安慰你們的
[00:13:55.000 --> 00:13:58.000]  是那一位安慰你們的神
[00:13:58.000 --> 00:14:01.000]  當然我有創造天地萬物
[00:14:01.000 --> 00:14:04.000]  有恩典、有慈愛、有大能、有大力
[00:14:04.000 --> 00:14:06.000]  能夠永遠長存這個安慰者
[00:14:06.000 --> 00:14:07.000]  才能真正安慰人
[00:14:07.000 --> 00:14:09.000]  否則我們就是貼膏藥
[00:14:09.000 --> 00:14:10.000]  沒有什麼用處的
[00:14:10.000 --> 00:14:14.000]  只有神才能真正安慰人的話語
[00:14:14.000 --> 00:14:15.000]  所以現在神的宣告
[00:14:15.000 --> 00:14:16.000]  是我們最大的安慰
[00:14:16.000 --> 00:14:19.000]  祂的罪 祂的罪孽
[00:14:19.000 --> 00:14:20.000]  赦免了
[00:14:20.000 --> 00:14:23.000]  要向他們講安慰的話
[00:14:23.000 --> 00:14:26.000]  所以接下來第40章的後面三段
[00:14:26.000 --> 00:14:28.000]  三節、五節、六節、九節
[00:14:28.000 --> 00:14:29.000]  跟十到十一節
[00:14:29.000 --> 00:14:32.000]  是三個聲音來宣告說
[00:14:32.000 --> 00:14:33.000]  要安慰他們
[00:14:33.000 --> 00:14:35.000]  因為他們罪得赦免了
[00:14:35.000 --> 00:14:37.000]  神要再次復行他們
[00:14:37.000 --> 00:14:39.000]  所以第三節、第六節、第九節
[00:14:39.000 --> 00:14:40.000]  各有一個開始
[00:14:40.000 --> 00:14:42.000]  都有人的聲音呼喊來宣告說
[00:14:42.000 --> 00:14:44.000]  所以我們接下來就看這三段
[00:14:44.000 --> 00:14:46.000]  第三到第五節
[00:14:46.000 --> 00:14:49.000]  這講到第一個聲音來宣告
[00:14:49.000 --> 00:14:51.000]  這幾個段間我們都很熟了
[00:14:51.000 --> 00:14:53.000]  第三節這樣說
[00:14:53.000 --> 00:14:55.000]  有人山坎說
[00:14:55.000 --> 00:14:57.000]  在曠野預備耶和華的路
[00:14:57.000 --> 00:15:00.000]  在沙漠地修平我們神的道
[00:15:00.000 --> 00:15:02.000]  一切山窪都要天平
[00:15:02.000 --> 00:15:04.000]  大小山崗都要削平
[00:15:04.000 --> 00:15:06.000]  高高低低的要改為平坦
[00:15:06.000 --> 00:15:10.000]  崎崎崎嶇嶇的要必成為平原
[00:15:10.000 --> 00:15:12.000]  耶和華的榮耀必然顯現
[00:15:12.000 --> 00:15:15.000]  凡有血氣的必一同看見
[00:15:15.000 --> 00:15:18.000]  因為這是耶和華親口說的
[00:15:18.000 --> 00:15:23.000]  如果說前面講的說要安慰他們
[00:15:23.000 --> 00:15:24.000]  因為加倍受罰
[00:15:24.000 --> 00:15:26.000]  他們已經迴轉、迴改了
[00:15:26.000 --> 00:15:27.000]  如果是真這樣子的
[00:15:27.000 --> 00:15:30.000]  那麼新的生命一定是傳揚的
[00:15:30.000 --> 00:15:32.000]  我想我們都很明白這個道理
[00:15:32.000 --> 00:15:33.000]  事實上我們可能都這樣經歷
[00:15:33.000 --> 00:15:35.000]  你想當年我們慶祝的時候
[00:15:35.000 --> 00:15:38.000]  那種喜樂、那種興奮
[00:15:38.000 --> 00:15:42.000]  甚至看到人包不得出
[00:15:42.000 --> 00:15:43.000]  這個福音真好
[00:15:43.000 --> 00:15:44.000]  我們的救主真好
[00:15:44.000 --> 00:15:47.000]  我曾經有牧羊教會有一個會友
[00:15:47.000 --> 00:15:49.000]  他信主
[00:15:49.000 --> 00:15:51.000]  高級知識分子
[00:15:51.000 --> 00:15:53.000]  在做Postdoc研究的
[00:15:53.000 --> 00:15:55.000]  很高深的
[00:15:55.000 --> 00:15:56.000]  那他信主
[00:15:56.000 --> 00:15:59.000]  信主以後他回去他國內
[00:15:59.000 --> 00:16:02.000]  一個暑假帶領他九個家人信主
[00:16:02.000 --> 00:16:04.000]  我都不曉得他怎麼做到的
[00:16:04.000 --> 00:16:06.000]  那當然是省了工作
[00:16:06.000 --> 00:16:08.000]  但他新生命得著
[00:16:08.000 --> 00:16:09.000]  他興奮的不得了
[00:16:09.000 --> 00:16:11.000]  他感恩的不得了
[00:16:11.000 --> 00:16:12.000]  我想這是必然的
[00:16:12.000 --> 00:16:15.000]  整個民族、整個教會也是一樣
[00:16:15.000 --> 00:16:18.000]  我們整群省的國度人也是相同的
[00:16:18.000 --> 00:16:21.000]  新生命自然是傳揚的生命
[00:16:21.000 --> 00:16:23.000]  這是第一個宣告的生命
[00:16:23.000 --> 00:16:25.000]  有人聲喊著說
[00:16:25.000 --> 00:16:26.000]  最德社民
[00:16:26.000 --> 00:16:27.000]  新的生命開始
[00:16:27.000 --> 00:16:28.000]  就會傳揚
[00:16:28.000 --> 00:16:30.000]  會見證神的美善
[00:16:30.000 --> 00:16:33.000]  就會預備也合法的道路
[00:16:33.000 --> 00:16:36.000]  要進入那以後更大更落後
[00:16:36.000 --> 00:16:38.000]  更大的榮耀
[00:16:38.000 --> 00:16:41.000]  所以最終這個榮耀顯現
[00:16:41.000 --> 00:16:45.000]  但是這是育元也講得很實際
[00:16:45.000 --> 00:16:52.000]  就是將來的遠景非常的榮耀
[00:16:52.000 --> 00:16:57.000]  不過這個過程會有一點辛苦
[00:16:57.000 --> 00:17:00.000]  是的最義盡德赦免
[00:17:00.000 --> 00:17:02.000]  榮耀就在我們面前
[00:17:02.000 --> 00:17:03.000]  但是我們要預備
[00:17:03.000 --> 00:17:04.000]  要走一段
[00:17:04.000 --> 00:17:06.000]  要到了真正榮耀之前
[00:17:06.000 --> 00:17:08.000]  有一段不容易的路要走
[00:17:08.000 --> 00:17:10.000]  所以在這裡其實就是說
[00:17:10.000 --> 00:17:13.000]  乘勝的道路需要很多的磨練
[00:17:13.000 --> 00:17:14.000]  甚至可以說
[00:17:14.000 --> 00:17:18.000]  乘勝的道路需要很多的磨難
[00:17:18.000 --> 00:17:19.000]  第三到第四節
[00:17:19.000 --> 00:17:22.000]  用很多很豐富的詞彙來表達
