
[00:00:00.000 --> 00:00:21.600]  今天的講座 大家這次是第三堂 受苦之前我們紀念主耶穌
[00:04:50.000 --> 00:04:53.300]  為什麼今天的講題這麼奇怪
[00:04:53.300 --> 00:04:56.500]  有沒有人知道這個講題
[00:04:56.500 --> 00:04:59.700]  這個「你要因你的百姓的禱告發怒」
[00:04:59.700 --> 00:05:04.900]  「我要到什麼時候」是來自哪裡的?
[00:05:04.900 --> 00:05:08.700]  來自詩篇 我聽到廖牧師說
[00:05:08.700 --> 00:05:11.100]  如果你回頭看你手上
[00:05:11.100 --> 00:05:14.600]  你應該有兩版的都是經文
[00:05:14.600 --> 00:05:18.100]  不好意思 我是沒有做任何筆記給大家
[00:05:18.100 --> 00:05:20.600]  因為我覺得我的東西不值得給大家筆記
[00:05:20.600 --> 00:05:22.600]  不過經文我想給大家
[00:05:22.600 --> 00:05:26.200]  因為經文正在用的是《環球聖經》的經文
[00:05:26.200 --> 00:05:29.800]  我今天的PowerPoint也是在用《環球聖經》的經文
[00:05:29.800 --> 00:05:33.200]  不過你看看兩首詩歌裏面
[00:05:33.200 --> 00:05:35.500]  特別給你一點提示
[00:05:35.500 --> 00:05:37.700]  詩篇的第80篇
[00:05:37.700 --> 00:05:44.300]  你能不能拿到今天的講題在裏面呢?
[00:05:44.300 --> 00:05:47.800]  你看看你旁邊一個做個手勢告訴他
[00:05:47.800 --> 00:05:51.500]  你看到第幾節好不好?
[00:05:51.500 --> 00:05:53.800]  我聽到了 已經有人說了
[00:05:53.800 --> 00:05:55.100]  第四節是嗎?
[00:05:55.100 --> 00:05:57.200]  第80篇的第四節
[00:05:57.200 --> 00:06:01.100]  正正就是在說耶和華萬軍之神
[00:06:01.100 --> 00:06:03.600]  你因你指紋的禱告法路
[00:06:03.600 --> 00:06:06.100]  要到什麼時候呢?
[00:06:06.100 --> 00:06:08.100]  不過如果要說第80篇的話
[00:06:08.100 --> 00:06:11.100]  我不可以不說他之前的手勢
[00:06:11.100 --> 00:06:12.200]  為什麼呢?
[00:06:12.200 --> 00:06:15.700]  我想和大家看一下第80篇的第一節
[00:06:15.700 --> 00:06:18.500]  第80篇的第一節一開始的時候
[00:06:18.500 --> 00:06:20.100]  他在說什麼?
[00:06:20.100 --> 00:06:24.100]  以色列的木人
[00:06:24.100 --> 00:06:30.100]  你再看一下79篇的最後的那一節
[00:06:30.100 --> 00:06:31.900]  第13節
[00:06:31.900 --> 00:06:34.600]  他說「而我們卻是你的民」
[00:06:34.600 --> 00:06:35.900]  然後呢?
[00:06:35.900 --> 00:06:39.000]  「你牧場上的羊」
[00:06:39.000 --> 00:06:40.300]  你發現了嗎?
[00:06:40.300 --> 00:06:42.500]  79篇最後那一節
[00:06:42.500 --> 00:06:47.100]  在說我們是你牧場上的羊
[00:06:47.100 --> 00:06:49.900]  80篇的第一節說什麼?
[00:06:49.900 --> 00:06:53.600]  上帝是以色列的木人
[00:06:53.600 --> 00:06:59.100]  這兩首詩篇其實有著一種很特別的關係
[00:06:59.100 --> 00:07:01.600]  兩首詩篇都有提及到
[00:07:01.600 --> 00:07:05.600]  上主向他的指紋的怒氣
[00:07:05.600 --> 00:07:08.000]  如果我真的要再追上去的話
[00:07:08.000 --> 00:07:10.000]  你要再看第78篇
[00:07:10.000 --> 00:07:11.700]  78篇的結尾
[00:07:11.700 --> 00:07:13.400]  都仍然是在說
[00:07:13.400 --> 00:07:18.800]  上帝怎樣興起大衛去牧養他的指紋
[00:07:18.800 --> 00:07:21.200]  不過78篇有72節
[00:07:21.200 --> 00:07:23.000]  如果今晚說完的話
[00:07:23.000 --> 00:07:25.000]  應該明早你可以上班了
[00:07:25.000 --> 00:07:27.900]  所以我就不會說到78篇了
[00:07:27.900 --> 00:07:33.300]  我們今天只會看79和80篇
[00:07:33.300 --> 00:07:34.400]  好嗎?
[00:07:34.400 --> 00:07:36.400]  既然如此
[00:07:36.400 --> 00:07:40.800]  我們就先去看一下79篇
[00:07:40.800 --> 00:07:46.300]  我想說79篇是一篇很難的詩歌
[00:07:46.300 --> 00:07:48.600]  其實80篇也是很難的
[00:07:48.600 --> 00:07:50.600]  為何它難?
[00:07:50.600 --> 00:07:53.100]  我想到最後才跟大家說
[00:07:53.100 --> 00:07:54.800]  不過我深深覺得
[00:07:54.800 --> 00:07:59.200]  79篇是一篇很難的詩歌
[00:07:59.200 --> 00:08:03.400]  可能大家都不太熟悉這首詩歌
[00:08:03.400 --> 00:08:06.400]  台上的字不是給人看的
[00:08:06.400 --> 00:08:08.400]  是拋眼力的
[00:08:08.400 --> 00:08:10.700]  所以為何要印經文出來給你呢?
[00:08:10.700 --> 00:08:13.400]  就是讓你可以看著那些經文
[00:08:13.400 --> 00:08:14.800]  如果你不介意的話
[00:08:14.800 --> 00:08:21.600]  我想請你先聽我讀出一次79篇
[00:08:21.600 --> 00:08:25.400]  「神啊!外族人侵入你的產業
[00:08:25.400 --> 00:08:28.000]  他們污穢你的聖殿
[00:08:28.000 --> 00:08:31.500]  使耶路撒冷變成廢墟
[00:08:31.500 --> 00:08:33.900]  他們把你僕人們的屍體
[00:08:33.900 --> 00:08:36.900]  及天空的飛鳥奪食
[00:08:36.900 --> 00:08:40.000]  把那些對你忠誠的人的肉
[00:08:40.000 --> 00:08:42.900]  及地上的野獸吞噬
[00:08:42.900 --> 00:08:45.000]  倒出他們的血與水
[00:08:45.000 --> 00:08:49.000]  在耶路撒冷周邊無人安葬
[00:08:49.000 --> 00:08:51.700]  我們蒙受鄰國的羞辱
[00:08:51.700 --> 00:08:55.500]  成為周圍人民羈斥的笑柄」
[00:08:55.500 --> 00:08:58.500]  耶和華:「這要到幾時呢?
[00:08:58.500 --> 00:09:03.400]  你對不忠的痛恨要永遠像火焚燒嗎?
[00:09:03.400 --> 00:09:08.200]  願你將你的怒火傾倒在不認識你的外族人
[00:09:08.200 --> 00:09:11.200]  和不呼求你名的王國
[00:09:11.200 --> 00:09:13.600]  因為他們吞滅瓦國
[00:09:13.600 --> 00:09:16.100]  遊淪他的住處
[00:09:16.100 --> 00:09:19.000]  求你不要追究我們祖先的罪
[00:09:19.000 --> 00:09:22.400]  願你的慈悲快點臨到我們
[00:09:22.400 --> 00:09:25.300]  因為我們極其卑微
[00:09:25.300 --> 00:09:27.000]  請救我們的神
[00:09:27.000 --> 00:09:30.200]  求你因你的名的榮耀幫助我們
[00:09:30.200 --> 00:09:33.500]  求你為你名的遠故答救我們
[00:09:33.500 --> 00:09:35.900]  赦免我們的罪」
[00:09:35.900 --> 00:09:38.000]  為什麼用外族人說
[00:09:38.000 --> 00:09:40.000]  他們的神在哪裡呢?
[00:09:40.000 --> 00:09:43.600]  「願你在我們眼前使外族人知道
[00:09:43.600 --> 00:09:46.300]  你為你僕人援報血仇
[00:09:46.300 --> 00:09:49.700]  願被囚之人的歎息達到你面前
[00:09:49.700 --> 00:09:52.300]  願你守備的乃大能
[00:09:52.300 --> 00:09:55.700]  留給必死的人」
[00:09:55.700 --> 00:09:56.500]  主啊
[00:09:56.500 --> 00:09:59.900]  「願你將我們鄰邦家給你的羞辱
[00:09:59.900 --> 00:10:03.500]  加七倍報復在他們身上
[00:10:03.500 --> 00:10:06.100]  而我們卻是你的民
[00:10:06.100 --> 00:10:07.900]  你牧場上的羊
[00:10:07.900 --> 00:10:11.000]  我們要讚美你直到永遠
[00:10:11.000 --> 00:10:14.000]  要述說你可讚頌的事
[00:10:14.000 --> 00:10:17.200]  直到萬代」
[00:10:17.200 --> 00:10:19.500]  《七十九篇》這首詩篇
[00:10:19.500 --> 00:10:21.800]  有一個很大的特色
[00:10:21.800 --> 00:10:24.200]  這個特色是什麼呢?
[00:10:24.200 --> 00:10:27.700]  如果大家看到在螢光幕上面
[00:10:27.700 --> 00:10:29.600]  你看到有些字眼
[00:10:29.600 --> 00:10:31.300]  有些字眼它用了
[00:10:31.300 --> 00:10:33.000]  大概好像藍色
[00:10:33.000 --> 00:10:34.100]  看到了嗎?
[00:10:34.100 --> 00:10:37.800]  有些字眼是用了黃色的字眼
[00:10:37.800 --> 00:10:40.800]  黃色的字眼代表什麼呢?
[00:10:40.800 --> 00:10:44.200]  那些字眼差不多是整句
[00:10:44.200 --> 00:10:50.200]  由聖經其他地方照抄過來的經文
[00:10:50.200 --> 00:10:52.900]  藍色的字眼不是整句
[00:10:52.900 --> 00:10:56.100]  不過有些很重要的用語
[00:10:56.100 --> 00:11:00.500]  就在其他經文裏抄過來的
[00:11:00.500 --> 00:11:02.300]  我想你看一看
[00:11:02.300 --> 00:11:04.500]  然後你告訴我
[00:11:04.500 --> 00:11:06.500]  抄得多不多?
[00:11:06.500 --> 00:11:07.600]  抄得多吧?
[00:11:07.600 --> 00:11:09.500]  如果你是老師的話
[00:11:09.500 --> 00:11:11.100]  這篇叫什麼呢?
[00:11:11.100 --> 00:11:13.200]  這篇叫做plagiarism
[00:11:13.200 --> 00:11:15.200]  你這個叫抄襲功課
[00:11:15.200 --> 00:11:17.700]  是要打回頭的
[00:11:17.700 --> 00:11:20.400]  為什麼這個詩人這麼詞窮?
[00:11:20.400 --> 00:11:23.400]  為什麼這個詩人好像這麼沒有方法?
[00:11:23.400 --> 00:11:25.600]  為什麼要抄抄襲襲
[00:11:25.600 --> 00:11:27.400]  炒襲碎這樣
[00:11:27.400 --> 00:11:29.900]  來將一段的經文
[00:11:29.900 --> 00:11:31.900]  或者一首的詩篇
[00:11:31.900 --> 00:11:35.100]  來拼湊而成呢?
[00:11:35.100 --> 00:11:39.600]  或者還是其實這個詩人這樣做
[00:11:39.600 --> 00:11:44.200]  是一個他背後很特定的原因呢?
[00:11:44.200 --> 00:11:46.400]  我想待會我們再回頭
[00:11:46.400 --> 00:11:48.900]  再看一看好嗎?
[00:11:48.900 --> 00:11:52.000]  這首詩的另一個特別的地方
[00:11:52.000 --> 00:11:57.700]  是在於在第五節和第十節
[00:11:57.700 --> 00:12:02.600]  詩人兩次向上帝發出提問
[00:12:02.600 --> 00:12:07.100]  第五節:「耶和華,這要讀幾時呢?」
[00:12:07.100 --> 00:12:10.200]  第十節:「為什麼用外族人說:
[00:12:10.200 --> 00:12:13.200]  他們的神在哪裡呢?」
[00:12:13.200 --> 00:12:14.800]  看到了嗎?
[00:12:14.800 --> 00:12:17.400]  我覺得這兩個問題
[00:12:17.400 --> 00:12:19.800]  向神的質詢
[00:12:19.800 --> 00:12:23.300]  他就彷彿一個詩人告訴我們
[00:12:23.300 --> 00:12:25.500]  我們聽的標記一樣
[00:12:25.500 --> 00:12:27.900]  他想跟我們說
[00:12:27.900 --> 00:12:29.900]  原來這兩個問題
[00:12:29.900 --> 00:12:34.500]  就成為了他這個禱告的一個停頓
[00:12:34.500 --> 00:12:38.500]  或者是一個分段的標記
[00:12:38.500 --> 00:12:39.900]  我將它看為
[00:12:39.900 --> 00:12:43.700]  第五節之前
[00:12:43.700 --> 00:12:47.100]  它是一個所謂的大段落
[00:12:47.100 --> 00:12:49.800]  然後第十節之後
[00:12:49.800 --> 00:12:52.400]  它是另一個大段落
[00:12:52.400 --> 00:12:54.800]  就是說這首詩篇
[00:12:54.800 --> 00:12:58.800]  它按著這兩個問題
[00:12:58.800 --> 00:13:02.900]  它一共被分為三個大段落
[00:13:02.900 --> 00:13:04.900]  一至到第五節
[00:13:04.900 --> 00:13:07.600]  中間的第六至到第九節
[00:13:07.600 --> 00:13:11.600]  最後第十至到第十三節
[00:13:11.600 --> 00:13:17.000]  我就會按著詩人給我的提示
[00:13:17.000 --> 00:13:20.000]  就跟大家一起分段
[00:13:20.000 --> 00:13:25.800]  來看看詩人的祈禱
[00:13:25.800 --> 00:13:29.100]  不過當我們再進一步下去之前
[00:13:29.100 --> 00:13:30.800]  我想跟大家看一件事
[00:13:30.800 --> 00:13:32.900]  這個就是我不得不稱讚
[00:13:32.900 --> 00:13:35.400]  先幫廖牧師賣廣告
[00:13:35.400 --> 00:13:40.300]  《環球聖經》譯本在這裡譯得好的地方
[00:13:40.300 --> 00:13:42.400]  好像又變了顏色
[00:13:42.400 --> 00:13:45.200]  你看到哪個字變了顏色?
[00:13:45.200 --> 00:13:46.100]  外族人
[00:13:46.100 --> 00:13:47.100]  其實我是色弱的
[00:13:47.100 --> 00:13:49.300]  所以不太看到哪個字變了顏色
[00:13:49.300 --> 00:13:51.200]  沒錯,外族人
[00:13:51.200 --> 00:13:53.500]  其實在《環球聖經》譯本裡面
[00:13:53.500 --> 00:13:57.700]  這首詩有四次出現外族人這個字
[00:13:57.700 --> 00:14:01.800]  如果你看《和學本》或者《和學本修訂版》
[00:14:01.800 --> 00:14:05.500]  它都將同一個在希伯來文的字
[00:14:05.500 --> 00:14:08.800]  幾次翻譯成不同的字眼
[00:14:08.800 --> 00:14:11.400]  我覺得有少許錯失了
[00:14:11.400 --> 00:14:14.100]  詩人給我們的一些提示
[00:14:14.100 --> 00:14:15.400]  為什麼這樣說呢?
[00:14:15.400 --> 00:14:16.400]  你會發現
[00:14:16.400 --> 00:14:20.400]  我們剛才說第一大段是一至到五節
[00:14:20.400 --> 00:14:22.900]  外族人在第幾節出現?
[00:14:22.900 --> 00:14:23.800]  第一節
[00:14:23.800 --> 00:14:27.300]  然後第二大段是六至到第九節
[00:14:27.300 --> 00:14:29.100]  外族人在哪裏出現?
[00:14:29.100 --> 00:14:30.200]  第六節
[00:14:30.200 --> 00:14:31.300]  第三大段
[00:14:31.300 --> 00:14:32.900]  你不用我繼續問下去了
[00:14:32.900 --> 00:14:33.800]  第三大段
[00:14:33.800 --> 00:14:35.600]  外族人在第幾節出現?
[00:14:35.600 --> 00:14:36.800]  第十節
[00:14:36.800 --> 00:14:40.800]  所以每個大段落的開初
[00:14:40.800 --> 00:14:45.000]  都有外族人這個字眼
[00:14:45.000 --> 00:14:47.300]  不過有趣的地方是
[00:14:47.300 --> 00:14:51.500]  每個大段落臨到結尾的時候
[00:14:51.500 --> 00:14:53.700]  外族人就不出現了
[00:14:53.700 --> 00:14:54.300]  不過
[00:14:54.300 --> 00:14:54.800]  對不起
[00:14:54.800 --> 00:14:55.900]  另一個字眼出現了
[00:14:55.900 --> 00:14:56.700]  哎呀
[00:14:56.700 --> 00:14:57.700]  太快了
[00:14:57.700 --> 00:14:59.600]  另一個字眼出現了就是
[00:14:59.600 --> 00:15:00.500]  「我們」
[00:15:00.500 --> 00:15:01.600]  看到了嗎?
[00:15:01.600 --> 00:15:02.900]  第四節
[00:15:02.900 --> 00:15:04.700]  我們有「我們」
[00:15:04.700 --> 00:15:07.100]  然後第八、第九節
[00:15:07.100 --> 00:15:08.600]  有「我們」
[00:15:08.600 --> 00:15:10.900]  然後去到第十三節
[00:15:10.900 --> 00:15:12.400]  有「我們」
[00:15:12.400 --> 00:15:13.900]  OK了吧?
[00:15:13.900 --> 00:15:16.700]  所以每一個段落
[00:15:16.700 --> 00:15:18.900]  這三個小段
[00:15:18.900 --> 00:15:20.400]  每一個段落
[00:15:20.400 --> 00:15:22.100]  開頭是甚麼?
[00:15:22.100 --> 00:15:23.200]  外族人
[00:15:23.200 --> 00:15:24.400]  結尾是甚麼?
[00:15:24.400 --> 00:15:25.600]  「我們」
[00:15:25.600 --> 00:15:29.800]  所以這就成為了這首詩歌
[00:15:29.800 --> 00:15:34.600]  它一個很一致的模式
[00:15:34.600 --> 00:15:36.300]  一個模式
[00:15:36.300 --> 00:15:40.000]  它的焦點不是想說外族人
[00:15:40.000 --> 00:15:42.700]  它的焦點是想說誰?
[00:15:42.700 --> 00:15:44.200]  說「我們」
[00:15:44.200 --> 00:15:45.600]  OK了吧?
[00:15:45.600 --> 00:15:47.400]  那我們就按著這件事
[00:15:47.400 --> 00:15:52.800]  一步一步去看詩人的祈禱
[00:15:52.800 --> 00:15:54.200]  一開始的時候
[00:15:54.200 --> 00:15:55.600]  我們會看到
[00:15:55.600 --> 00:15:57.600]  詩人他在描述
[00:15:57.600 --> 00:15:59.300]  是一個所謂
[00:15:59.300 --> 00:16:04.200]  他們國家被外族侵佔
[00:16:04.200 --> 00:16:06.800]  甚至他們的國家
[00:16:06.800 --> 00:16:09.000]  在這場戰爭中
[00:16:09.000 --> 00:16:13.300]  吃了一記非常大的敗仗
[00:16:13.300 --> 00:16:14.900]  他描述到
[00:16:14.900 --> 00:16:17.100]  外族人去到哪裡?
[00:16:17.100 --> 00:16:19.800]  去到上帝的產業
[00:16:19.800 --> 00:16:21.400]  外族人去到哪裡?
[00:16:21.400 --> 00:16:25.200]  他污衊了上帝的聖殿
[00:16:25.200 --> 00:16:26.000]  不過
[00:16:26.000 --> 00:16:27.300]  有趣吧?
[00:16:27.300 --> 00:16:28.700]  他不是跟神說
[00:16:28.700 --> 00:16:29.800]  神啊
[00:16:29.800 --> 00:16:34.300]  外族人侵佔了我們的產業
[00:16:34.300 --> 00:16:36.600]  他也不是說外族人
[00:16:36.600 --> 00:16:40.300]  他糟蹋了我們的聖殿
[00:16:40.300 --> 00:16:41.300]  他說甚麼?
[00:16:41.300 --> 00:16:42.300]  神啊
[00:16:42.300 --> 00:16:45.100]  外族人侵入了哪裡?
[00:16:45.100 --> 00:16:47.200]  是你的產業
[00:16:47.200 --> 00:16:48.500]  他污衊了的是甚麼?
[00:16:48.500 --> 00:16:51.100]  是你的聖殿
[00:16:51.100 --> 00:16:52.900]  他彷彿跟上帝說
[00:16:52.900 --> 00:16:53.900]  上帝
[00:16:53.900 --> 00:16:55.700]  人家踩到上面
[00:16:55.700 --> 00:16:56.800]  踩到誰上面?
[00:16:56.800 --> 00:16:59.700]  踩到你的面上
[00:16:59.700 --> 00:17:00.900]  不過
[00:17:00.900 --> 00:17:02.400]  去到最後
[00:17:02.400 --> 00:17:04.100]  他說了一句話
[00:17:04.100 --> 00:17:08.900]  他說使耶路撒冷變為廢墟
[00:17:08.900 --> 00:17:11.100]  這句話如果剛才你有留意
[00:17:11.100 --> 00:17:12.000]  其實也是抄的
[00:17:12.000 --> 00:17:14.300]  或者是半抄回來的
[00:17:14.300 --> 00:17:15.700]  為甚麼這樣說呢?
[00:17:15.700 --> 00:17:20.500]  在耶利米蘇的第26章17至18節
[00:17:20.500 --> 00:17:21.700]  他有這樣說
[00:17:21.700 --> 00:17:24.500]  他說我們的長老中有幾個人起來
[00:17:24.500 --> 00:17:27.100]  對全體集會的民眾說
[00:17:27.100 --> 00:17:29.300]  在猶大王希西加的日子
[00:17:29.300 --> 00:17:31.300]  摩利沙人家梅加
[00:17:31.300 --> 00:17:33.900]  對猶大的眾民預言說
[00:17:33.900 --> 00:17:36.100]  萬軍之耶華這樣說
[00:17:36.100 --> 00:17:40.300]  錫安會將田地被
[00:17:40.300 --> 00:17:41.100]  對不起
[00:17:41.100 --> 00:17:42.000]  耕泥
[00:17:42.000 --> 00:17:43.200]  我看不到剛才的字
[00:17:43.200 --> 00:17:46.500]  耶路撒冷要變成廢墟
[00:17:46.500 --> 00:17:51.500]  聖殿山將變成一片山林
[00:17:51.500 --> 00:17:54.700]  梅加先知曾經預言
[00:17:54.700 --> 00:17:55.400]  甚麼?
[00:17:55.400 --> 00:17:59.300]  耶路撒冷要變成廢墟
[00:17:59.300 --> 00:18:03.200]  這是梅加先知說到
[00:18:03.200 --> 00:18:09.600]  上帝對於耶路撒冷的一個審判
[00:18:09.600 --> 00:18:11.000]  儘管
[00:18:11.000 --> 00:18:13.500]  詩人好像在說外族人
[00:18:13.500 --> 00:18:17.300]  現在欺負到你面上了
[00:18:17.300 --> 00:18:19.300]  但最後那句說話
[00:18:19.300 --> 00:18:21.600]  他又好像留下一樣東西在說
[00:18:21.600 --> 00:18:25.400]  這個又好像他們所做的事情
[00:18:25.400 --> 00:18:28.900]  是在回應上帝當日
[00:18:28.900 --> 00:18:35.200]  你對我們民族所預言的審判
[00:18:35.200 --> 00:18:38.300]  當詩人說完
[00:18:38.300 --> 00:18:42.900]  外族人侵佔他們的地圖之後
[00:18:42.900 --> 00:18:44.700]  第二第三節
[00:18:44.700 --> 00:18:47.600]  他說他殺害了他們的人
[00:18:47.600 --> 00:18:49.600]  他用了很多字眼
[00:18:49.600 --> 00:18:51.700]  其中一個字眼第三節
[00:18:51.700 --> 00:18:57.400]  他說倒出他們的血如水
[00:18:57.400 --> 00:18:59.900]  這個寫法
[00:18:59.900 --> 00:19:00.800]  其實在聖經裏面
[00:19:00.800 --> 00:19:03.600]  又不是很多地方是這樣寫
[00:19:03.600 --> 00:19:05.000]  其中一個地方
[00:19:05.000 --> 00:19:08.000]  是《新命紀》第十二章
[00:19:08.000 --> 00:19:09.300]  他這樣說
[00:19:09.300 --> 00:19:11.000]  不過在你的各城裏
[00:19:11.000 --> 00:19:13.500]  你都可以照搖橫
[00:19:13.500 --> 00:19:16.100]  你的神賜給你的福分
[00:19:16.100 --> 00:19:19.300]  隨心所欲地再生吃肉
[00:19:19.300 --> 00:19:22.300]  不潔淨的人和潔淨的人都可以吃
[00:19:22.300 --> 00:19:24.800]  像吃靈羊和鹿一樣
[00:19:24.800 --> 00:19:25.900]  第十六節
[00:19:25.900 --> 00:19:29.000]  只有血你們不可吃
[00:19:29.000 --> 00:19:30.800]  要倒在地上
[00:19:30.800 --> 00:19:34.500]  像倒水一樣
[00:19:34.500 --> 00:19:36.900]  當《新命紀》說的時候
[00:19:36.900 --> 00:19:40.100]  血要像倒水一樣
[00:19:40.100 --> 00:19:42.200]  是倒什麼的血?
[00:19:42.200 --> 00:19:44.500]  是倒什麼的血?
[00:19:44.500 --> 00:19:46.700]  祭身的血
[00:19:46.700 --> 00:19:48.500]  當詩人說
[00:19:48.500 --> 00:19:50.000]  這班外族人
[00:19:50.000 --> 00:19:52.400]  將上帝百姓的血
[00:19:52.400 --> 00:19:55.200]  倒出來像倒水一樣
[00:19:55.200 --> 00:19:57.000]  意思就是說
[00:19:57.000 --> 00:19:58.400]  這班外族人
[00:19:58.400 --> 00:20:01.500]  將上帝百姓看為什麼?
[00:20:01.500 --> 00:20:04.300]  看為生畜一樣
[00:20:04.300 --> 00:20:06.300]  所以詩人在這裏
[00:20:06.300 --> 00:20:11.500]  他在描述外族人那種殘酷不忍
[00:20:11.500 --> 00:20:13.700]  那種做法
[00:20:13.700 --> 00:20:16.500]  那種行徑
[00:20:16.500 --> 00:20:17.600]  不過
[00:20:17.600 --> 00:20:20.100]  他除了說外族人之外
[00:20:20.100 --> 00:20:22.900]  第二節又很特別
[00:20:22.900 --> 00:20:25.300]  他說這班外族人將他們
[00:20:25.300 --> 00:20:27.200]  死無全屍
[00:20:27.200 --> 00:20:29.000]  將他們的屍首
[00:20:29.000 --> 00:20:31.300]  給空中的飛鳥
